ID;Geslacht;Leeftijd;Perioden;TotaalPrivebezittingen_1;EigenWoning_2;TotaalFinancieel_3;BankEnSpaartegoeden_4;Effecten_5;Hypotheekschuld_6;Privevermogen_7;Ondernemingsvermogen_8;NagelatenVermogen_9;TotaalOverigeBezittingen_10;OverigeOnroerendeZaken_11;RoerendeZaken_12;ContantGeld_13;VorderingenRestituties_14;AandeelInOverdeeldeBoedelS_15;OverigeBezittingenNEG_16;TotaalOverigeSchulden_17;RentedragendeSchulden_18;Belastingschulden_19;HuishoudelijkeSchulden_20;OverigeRentelozeSchulden_21;VermogenNalatenschap_22;VermogenOnbekend_23;BegrafenisOfCrematiekosten_24;UitkeringenUitvaartverzekering_25;ZuiverSaldoNalatenschap_26;TotaalPriveBezittingen_27;EigenWoning_28;TotaalFinancieel_29;BankEnSpaartegoeden_30;Effecten_31;Hypotheekschuld_32;Privevermogen_33;Ondernemingsvermogen_34;NagelatenVermogen_35;TotaalOverigeBezittingen_36;OverigeOnroerendeZaken_37;RoerendeZaken_38;ContantGeld_39;VorderingenRestituties_40;AandeelInOverdeeldeBoedelS_41;OverigeBezittingenNEG_42;TotaalOverigeSchulden_43;RentedragendeSchulden_44;Belasingschulden_45;HuishoudelijkeSchulden_46;OverigeRentelozeSchulden_47;VermogenNalatenschap_48;VermogenOnbekend_49;BegrafenisOfCrematiekosten_50;UitkeringenUitvaartverzekering_51;ZuiverSaldoNalatenschap_52;TotaalPriveBezittingen_53;EigenWoning_54;TotaalFinancieel_55;BankEnSpaartegoeden_56;Effecten_57;Hypotheekschuld_58;Privevermogen_59;Ondernemingsvermogen_60;NagelatenVermogen_61;TotaalOverigeBezittingen_62;OverigeOnroerendeZaken_63;RoerendeZaken_64;ContantGeld_65;VorderingenRestituties_66;AandeelInOverdeeldeBoedelS_67;OverigeBezittingenNEG_68;TotaalOverigeSchulden_69;RentedragendeSchulden_70;Belastingschulden_71;HuishoudelijkeSchulden_72;OverigeRentelozeSchulden_73;VermogenNalatenschap_74;VermogenOnbekend_75;BegrafenisOfCrematiekosten_76;UitkeringenUitvaartverzekering_77;ZuiverSaldoNalatenschap_78;TotaalPrivebezittingen_79;EigenWoning_80;TotaalFinancieel_81;BankEnSpaartegoeden_82;Effecten_83;Hypotheekschuld_84;Privevermogen_85;Ondernemingsvermogen_86;NagelatenVermogen_87;TotaalOverigeBezittingen_88;OverigeOnroerendeZaken_89;RoerendeZaken_90;ContantGeld_91;VorderingenRestituties_92;AandeelInOverdeeldeBoedelS_93;OverigeBezittingenNEG_94;TotaalOverigeSchulden_95;RentedragendeSchulden_96;Belastingschulden_97;HuishoudelijkeSchulden_98;OverigeRentelozeSchulden_99;VermogenNalatenschap_100;VermogenOnbekend_101;BegrafenisOfCrematiekosten_102;UitkeringenUitvaartverzekering_103;ZuiverSaldoNalatenschap_104
68;Mannen;85 jaar of ouder;2007;5600;2170;5560;5540;1420;550;5600;90;5610;4640;470;2860;1940.0;2590;60.0;420;3660;870.0;1820.0;1570.0;1080.0;5830;1190;5440;1780.0;6020;1255;482.0;773;433;340.0;30.0;1225;43.0;1268;237;110.0;15.0;3.0;62.0;2.0;45.0;165.0;70.0;14.0;17.0;65.0;1340;14.0;34;4.0;1324;224;222.0;139;78;240.0;54.0;219;477.0;226;51;235.0;5.0;2.0;24.0;38.0;107.0;45.0;81.0;8.0;11.0;60.0;230;12.0;6;2.0;220;117;175.0;53;42;63.0;26.0;112;159.0;113;3;76.0;1.0;0.0;2.0;25.0;20.0;3.0;22.0;1.0;1.0;10.0;112;0.0;6;2.0;104
69;Mannen;85 jaar of ouder;2008;5830;2240;5780;5760;1410;610;5830;110;5830;4840;490;2960;1970.0;2780;80.0;500;3900;1060.0;1970.0;1590.0;1170.0;6090;1170;5680;2010.0;6210;1293;516.0;778;516;262.0;30.0;1263;71.0;1335;225;84.0;13.0;5.0;61.0;5.0;58.0;191.0;100.0;14.0;20.0;57.0;1369;6.0;37;5.0;1342;222;230.0;135;90;186.0;50.0;217;637.0;229;46;172.0;4.0;3.0;22.0;68.0;115.0;49.0;95.0;7.0;12.0;49.0;225;5.0;7;2.0;216;123;180.0;56;46;57.0;27.0;118;107.0;120;3;70.0;1.0;0.0;2.0;9.0;23.0;3.0;28.0;1.0;1.0;6.0;119;0.0;6;2.0;111
70;Mannen;85 jaar of ouder;2009;6080;2480;6030;6010;1470;730;6090;100;6090;5060;520;3080;2030.0;2790;70.0;570;4080;1240.0;2080.0;1590.0;1210.0;6410;1320;6020;2170.0;6560;1291;537.0;753;513;240.0;38.0;1253;116.0;1369;244;75.0;21.0;4.0;70.0;4.0;71.0;234.0;126.0;12.0;20.0;76.0;1378;10.0;42;5.0;1352;212;216.0;125;85;164.0;52.0;206;1137.0;225;48;144.0;7.0;2.0;25.0;53.0;126.0;57.0;102.0;6.0;13.0;63.0;215;7.0;7;2.0;206;131;175.0;58;48;51.0;30.0;123;176.0;125;4;73.0;1.0;0.0;2.0;12.0;33.0;3.0;31.0;1.0;1.0;12.0;119;0.0;6;2.0;110
71;Mannen;85 jaar of ouder;2010;6000;2920;5930;5880;1710;760;6000;100;6010;3980;450;2360;;2590;;300;2940;;;;;6080;2470;5630;;6190;1621;697.0;924;581;342.0;51.0;1569;95.0;1665;216;66.0;23.0;;96.0;;30.0;107.0;;;;;1773;-154.0;36;;1583;270;238.0;156;99;200.0;68.0;261;945.0;277;54;147.0;10.0;;37.0;;101.0;36.0;;;;;292;-62.0;6;;256;171;191.0;67;52;63.0;29.0;163;192.0;165;4;60.0;2.0;;2.0;;6.0;2.0;;;;;171;-11.0;6;;145
72;Vrouwen;Totaal leeftijd;2005;25130;10390;24750;24680;5750;5430;25150;740;25160;21260;1970;12820;8810.0;11380;410.0;2490;16210;5030.0;7380.0;6510.0;4170.0;26520;5830;24120;8440.0;29210;4415;2001.0;2414;1475;939.0;299.0;4115;205.0;4320;826;265.0;67.0;11.0;200.0;16.0;267.0;516.0;262.0;39.0;42.0;173.0;4630;308.0;137;17.0;4818;176;193.0;98;60;163.0;55.0;164;279.0;172;39;135.0;5.0;1.0;18.0;40.0;107.0;32.0;52.0;5.0;7.0;41.0;175;53.0;6;2.0;165;101;157.0;35;29;42.0;37.0;84;75.0;85;3;60.0;2.0;0.0;1.0;14.0;24.0;2.0;8.0;1.0;1.0;5.0;89;0.0;5;2.0;82
73;Vrouwen;Totaal leeftijd;2006;27350;11280;26990;26890;6070;6020;27350;820;27360;22300;2170;13850;9450.0;12110;400.0;1940;17100;4580.0;8140.0;7270.0;4550.0;28170;5430;25730;9200.0;30280;4906;2258.0;2648;1643;1005.0;361.0;4545;313.0;4859;823;324.0;75.0;14.0;213.0;25.0;172.0;643.0;321.0;58.0;55.0;209.0;5039;183.0;155;22.0;5089;179;200.0;98;61;165.0;60.0;166;384.0;178;37;150.0;5.0;1.0;18.0;63.0;89.0;38.0;70.0;7.0;8.0;46.0;179;34.0;6;2.0;168;105;163.0;36;30;45.0;40.0;88;94.0;89;3;61.0;2.0;0.0;1.0;22.0;10.0;2.0;13.0;1.0;1.0;7.0;92;0.0;6;2.0;82
74;Vrouwen;Totaal leeftijd;2007;26760;11390;26410;26330;5890;6100;26780;790;26800;22160;2020;13670;9080.0;12070;330.0;2330;17440;4510.0;8350.0;7270.0;5070.0;27930;4280;25870;9690.0;28870;5127;2418.0;2710;1717;993.0;400.0;4727;289.0;5016;1068;352.0;89.0;26.0;259.0;14.0;330.0;705.0;339.0;46.0;72.0;248.0;5379;60.0;164;24.0;5299;192;212.0;103;65;169.0;66.0;177;367.0;187;48;174.0;6.0;3.0;21.0;41.0;142.0;40.0;75.0;6.0;10.0;49.0;193;14.0;6;2.0;184;115;171.0;39;32;48.0;43.0;96;70.0;97;3;74.0;2.0;0.0;2.0;15.0;23.0;2.0;18.0;1.0;1.0;8.0;100;0.0;6;2.0;91
75;Vrouwen;Totaal leeftijd;2008;27820;12160;27430;27360;5890;6450;27850;830;27860;23050;2110;13920;9230.0;12280;410.0;2490;18380;5410.0;8760.0;7160.0;5600.0;29080;4270;27020;10300.0;29800;5403;2558.0;2845;1946;900.0;430.0;4974;309.0;5282;1075;353.0;80.0;15.0;269.0;118.0;239.0;824.0;419.0;49.0;76.0;281.0;5533;37.0;179;27.0;5418;194;210.0;104;71;153.0;67.0;179;370.0;190;47;167.0;6.0;2.0;22.0;286.0;96.0;45.0;77.0;6.0;11.0;50.0;190;9.0;7;3.0;182;121;173.0;40;34;43.0;45.0;101;94.0;103;3;68.0;2.0;0.0;2.0;18.0;24.0;3.0;19.0;0.0;1.0;7.0;102;0.0;6;2.0;94
76;Vrouwen;Totaal leeftijd;2009;27090;12240;26690;26640;5600;6540;27100;860;27120;22550;2230;13580;8660.0;11950;360.0;2500;18170;5500.0;8540.0;6950.0;5530.0;28450;4330;26620;10440.0;29260;5221;2509.0;2712;1962;750.0;452.0;4769;245.0;5014;916;322.0;68.0;17.0;233.0;26.0;250.0;837.0;453.0;47.0;69.0;268.0;5093;47.0;182;29.0;4987;193;205.0;102;74;134.0;69.0;176;286.0;185;41;144.0;5.0;2.0;20.0;73.0;100.0;46.0;82.0;5.0;10.0;49.0;179;11.0;7;3.0;170;125;170.0;41;36;39.0;46.0;103;76.0;105;4;70.0;2.0;0.0;2.0;22.0;33.0;3.0;21.0;0.0;1.0;8.0;103;0.0;6;3.0;95
77;Vrouwen;Totaal leeftijd;2010;25530;12790;25090;24940;6000;6330;25540;920;25560;16740;1630;9980;;10310;;1360;12310;;;;;25910;8680;23800;;26440;5946;2995.0;2951;2034;916.0;463.0;5483;333.0;5816;750;289.0;67.0;;283.0;;112.0;368.0;;;;;6198;-601.0;150;;5447;233;234.0;118;82;153.0;73.0;215;364.0;228;45;177.0;7.0;;27.0;;83.0;30.0;;;;;239;-69.0;6;;206;159;192.0;49;41;41.0;47.0;136;68.0;139;4;70.0;3.0;;2.0;;13.0;2.0;;;;;145;-19.0;6;;123
78;Vrouwen;jonger dan 35 jaar;2005;130;70;120;120;20;70;130;0;130;90;0;70;30.0;30;0.0;10;50;10.0;10.0;20.0;10.0;130;40;120;40.0;160;12;10.0;2;2;;8.0;4;;3;1;;0.0;;;;;0.0;;;;;5;;1;;5;92;140.0;15;13;;115.0;28;;28;13;;5.0;;;;;3.0;;;;;34;;8;;29;92;119.0;8;6;;104.0;18;;18;3;;3.0;;;;;1.0;;;;;22;;8;;18
79;Vrouwen;jonger dan 35 jaar;2006;130;70;120;120;20;70;120;10;130;100;10;90;30.0;40;0.0;10;50;10.0;30.0;20.0;10.0;130;40;110;30.0;140;13;10.0;3;2;;7.0;5;;6;2;;0.0;;;;;0.0;;;;;7;;1;;7;101;140.0;23;18;;105.0;42;;46;16;;5.0;;;;;9.0;;;;;53;;8;;46;94;120.0;11;9;;100.0;24;;26;5;;3.0;;;;;1.0;;;;;32;;7;;27
80;Vrouwen;jonger dan 35 jaar;2007;110;60;110;110;10;60;110;10;110;90;10;70;20.0;40;0.0;10;50;20.0;20.0;20.0;10.0;120;20;100;50.0;130;14;9.0;4;2;;8.0;6;;6;2;;0.0;;;;;1.0;;;;;7;;1;0.0;7;123;157.0;40;20;;140.0;50;;55;18;;5.0;;;;;10.0;;;;;60;;9;5.0;55;103;134.0;9;9;;123.0;14;;15;5;;3.0;;;;;2.0;;;;;18;;8;3.0;13
81;Vrouwen;jonger dan 35 jaar;2008;100;50;90;90;10;50;100;0;100;70;0;50;20.0;30;0.0;10;50;10.0;20.0;10.0;20.0;100;30;90;30.0;120;9;8.0;1;1;;6.0;3;;3;2;;;;;;;1.0;;;;;4;;1;;4;94;155.0;14;12;;122.0;32;;32;27;;;;;;;16.0;;;;;40;;8;;34;85;125.0;6;5;;118.0;15;;15;5;;;;;;;3.0;;;;;19;;9;;12
82;Vrouwen;jonger dan 35 jaar;2009;100;50;100;100;10;50;100;10;100;80;10;50;20.0;40;0.0;10;50;10.0;30.0;20.0;10.0;100;20;90;40.0;110;9;;2;2;;;4;;4;2;;0.0;;;;;0.0;;;;;5;;1;;5;87;;20;20;;;36;;39;23;;5.0;;;;;4.0;;;;;53;;9;;46;55;;14;13;;;25;;25;5;;3.0;;;;;1.0;;;;;28;;8;;24
83;Vrouwen;jonger dan 35 jaar;2010;80;40;80;80;10;40;80;0;80;50;0;30;;30;;0;40;;;;;90;10;70;;90;8;;2;2;;;3;;3;2;;;;;;;;;;;;5;;1;;4;100;;30;25;;;41;;41;34;;;;;;;;;;;;55;;8;;48;92;;15;15;;;30;;30;4;;;;;;;;;;;;32;;7;;26
84;Vrouwen;35 tot 50 jaar;2005;990;740;940;940;210;710;990;110;990;920;80;750;340.0;340;30.0;150;540;200.0;210.0;160.0;130.0;1050;410;940;360.0;1180;137;113.0;24;18;7.0;55.0;82;13.0;95;34;8.0;5.0;0.0;5.0;;14.0;10.0;5.0;1.0;1.0;4.0;118;11.0;7;1.0;124;139;152.0;26;19;31.0;77.0;83;119.0;96;37;98.0;7.0;0.0;15.0;;95.0;19.0;24.0;3.0;4.0;35.0;113;26.0;7;4.0;105;117;125.0;10;8;12.0;60.0;60;32.0;64;8;55.0;4.0;0.0;2.0;;23.0;3.0;5.0;1.0;1.0;6.0;73;0.0;6;3.0;67
85;Vrouwen;35 tot 50 jaar;2006;940;750;890;880;210;690;940;110;940;830;100;680;290.0;270;30.0;100;480;130.0;240.0;170.0;100.0;960;350;860;340.0;1070;147;119.0;27;19;9.0;58.0;88;26.0;115;36;10.0;5.0;0.0;7.0;;12.0;12.0;5.0;1.0;1.0;4.0;139;6.0;7;1.0;140;156;158.0;31;21;41.0;84.0;94;245.0;122;44;97.0;8.0;0.0;28.0;;126.0;25.0;39.0;6.0;6.0;43.0;144;16.0;8;4.0;131;135;135.0;10;8;13.0;65.0;69;43.0;74;8;54.0;5.0;0.0;2.0;;10.0;3.0;8.0;0.0;1.0;8.0;84;0.0;7;3.0;76
86;Vrouwen;35 tot 50 jaar;2007;850;650;810;810;170;610;860;100;860;780;90;610;270.0;280;30.0;120;490;130.0;220.0;160.0;140.0;900;330;820;320.0;970;139;110.0;30;20;9.0;58.0;82;19.0;101;29;10.0;5.0;0.0;5.0;;7.0;9.0;3.0;1.0;1.0;4.0;121;5.0;6;1.0;121;163;169.0;36;25;56.0;94.0;95;194.0;118;37;121.0;8.0;1.0;18.0;;61.0;19.0;21.0;6.0;6.0;28.0;134;16.0;8;5.0;124;133;141.0;11;9;12.0;72.0;66;26.0;70;8;53.0;5.0;0.0;2.0;;12.0;3.0;6.0;0.0;1.0;5.0;82;0.0;7;4.0;75
87;Vrouwen;35 tot 50 jaar;2008;850;650;800;800;150;610;850;90;860;740;60;600;270.0;260;30.0;130;470;140.0;220.0;170.0;120.0;900;260;830;320.0;940;136;109.0;27;22;5.0;56.0;80;14.0;94;27;6.0;5.0;0.0;4.0;;11.0;11.0;4.0;1.0;1.0;6.0;110;3.0;7;1.0;107;160;168.0;34;28;33.0;90.0;94;152.0;110;37;94.0;8.0;1.0;16.0;;89.0;24.0;27.0;4.0;4.0;51.0;123;13.0;8;4.0;114;135;145.0;12;11;13.0;73.0;69;28.0;72;8;45.0;5.0;0.0;3.0;;30.0;3.0;4.0;0.0;1.0;6.0;81;0.0;8;4.0;75
88;Vrouwen;35 tot 50 jaar;2009;860;650;810;810;160;600;860;100;860;730;90;590;240.0;280;20.0;110;440;140.0;210.0;120.0;120.0;900;280;800;350.0;940;138;109.0;28;22;6.0;63.0;75;16.0;91;26;9.0;4.0;0.0;4.0;;8.0;9.0;3.0;1.0;1.0;4.0;108;3.0;7;2.0;106;160;169.0;35;27;38.0;105.0;87;153.0;105;36;104.0;7.0;1.0;16.0;;73.0;20.0;23.0;5.0;7.0;32.0;120;11.0;8;5.0;112;139;150.0;13;11;9.0;88.0;59;28.0;64;8;68.0;4.0;0.0;3.0;;14.0;3.0;6.0;1.0;1.0;4.0;71;0.0;8;4.0;67
89;Vrouwen;35 tot 50 jaar;2010;670;500;630;620;170;450;670;110;680;500;40;380;;230;;90;280;;;;;690;210;610;;720;124;93.0;31;20;11.0;49.0;75;15.0;90;17;;3.0;;5.0;;4.0;7.0;;;;;100;1.0;4;;97;185;186.0;49;33;65.0;108.0;111;139.0;133;34;;7.0;;22.0;;43.0;25.0;;;;;145;3.0;7;;135;149;159.0;16;14;10.0;79.0;79;30.0;86;6;;4.0;;2.0;;15.0;3.0;;;;;93;0.0;6;;85
90;Vrouwen;50 tot 65 jaar;2005;2990;2350;2890;2880;810;1910;3000;290;3010;2780;380;2220;1140.0;960;70.0;410;1750;630.0;880.0;540.0;380.0;3160;1210;2870;1080.0;3420;571;391.0;180;100;80.0;116.0;455;71.0;525;128;50.0;17.0;2.0;19.0;3.0;37.0;40.0;18.0;6.0;3.0;13.0;613;33.0;19;3.0;631;191;166.0;62;35;99.0;61.0;152;244.0;175;46;130.0;8.0;2.0;20.0;38.0;90.0;23.0;28.0;7.0;6.0;34.0;194;28.0;7;3.0;185;139;138.0;18;15;17.0;42.0;101;66.0;104;7;70.0;4.0;0.0;2.0;12.0;24.0;3.0;7.0;1.0;1.0;6.0;113;0.0;6;3.0;107
91;Vrouwen;50 tot 65 jaar;2006;3400;2620;3300;3280;820;2140;3400;340;3410;3070;430;2490;1200.0;1080;90.0;350;1870;590.0;940.0;630.0;430.0;3510;1230;3170;1260.0;3740;605;446.0;159;106;53.0;142.0;463;112.0;575;139;63.0;18.0;1.0;25.0;5.0;26.0;60.0;32.0;8.0;4.0;15.0;654;24.0;22;4.0;661;178;170.0;48;32;65.0;67.0;136;327.0;169;45;148.0;7.0;1.0;23.0;58.0;75.0;32.0;55.0;9.0;7.0;34.0;186;20.0;7;3.0;177;140;142.0;18;15;17.0;46.0;99;73.0;103;7;68.0;4.0;0.0;2.0;21.0;13.0;3.0;9.0;1.0;1.0;5.0;113;0.0;6;3.0;104
92;Vrouwen;50 tot 65 jaar;2007;3310;2560;3210;3190;820;2120;3310;320;3320;2990;400;2400;1150.0;1100;70.0;410;1960;570.0;990.0;630.0;510.0;3450;1160;3150;1280.0;3570;653;464.0;189;120;69.0;153.0;499;92.0;592;152;68.0;19.0;2.0;22.0;3.0;38.0;66.0;25.0;9.0;5.0;27.0;677;8.0;23;4.0;666;197;182.0;59;37;84.0;72.0;151;291.0;178;51;170.0;8.0;2.0;20.0;47.0;92.0;34.0;44.0;9.0;8.0;54.0;196;7.0;7;3.0;187;150;150.0;20;16;20.0;50.0;103;56.0;106;7;74.0;5.0;0.0;2.0;23.0;19.0;3.0;10.0;1.0;1.0;7.0;116;0.0;7;3.0;108
93;Vrouwen;50 tot 65 jaar;2008;3480;2740;3350;3330;810;2270;3490;350;3490;3150;440;2490;1170.0;1120;90.0;420;1990;600.0;970.0;620.0;550.0;3630;1130;3360;1430.0;3720;671;490.0;181;126;55.0;168.0;504;71.0;574;150;54.0;17.0;1.0;28.0;11.0;39.0;58.0;22.0;7.0;5.0;23.0;667;6.0;25;5.0;652;193;179.0;54;38;68.0;74.0;144;203.0;165;48;123.0;7.0;1.0;25.0;117.0;94.0;29.0;37.0;7.0;8.0;43.0;183;5.0;7;3.0;176;153;150.0;20;17;15.0;51.0;106;48.0;110;7;67.0;4.0;0.0;2.0;20.0;20.0;3.0;7.0;1.0;1.0;8.0;118;0.0;7;3.0;112
94;Vrouwen;50 tot 65 jaar;2009;3400;2660;3290;3280;740;2200;3400;330;3410;3100;450;2430;1130.0;1110;90.0;410;1950;600.0;960.0;600.0;520.0;3570;1150;3310;1490.0;3670;661;472.0;188;139;49.0;169.0;492;69.0;560;132;55.0;16.0;1.0;20.0;4.0;36.0;59.0;28.0;5.0;4.0;20.0;633;7.0;25;6.0;621;194;177.0;57;42;67.0;77.0;145;208.0;165;42;122.0;7.0;1.0;18.0;46.0;86.0;30.0;48.0;6.0;7.0;39.0;178;6.0;8;4.0;169;150;150.0;20;17;13.0;56.0;100;47.0;103;7;60.0;4.0;0.0;2.0;22.0;27.0;3.0;8.0;1.0;1.0;5.0;111;0.0;7;3.0;104
95;Vrouwen;50 tot 65 jaar;2010;3140;2470;3010;2990;800;1920;3140;370;3140;2430;300;1930;;1020;;310;1360;;;;;3180;1100;2840;;3230;711;496.0;215;151;64.0;160.0;551;133.0;684;125;49.0;13.0;;40.0;;23.0;59.0;;;;;749;-34.0;19;;695;227;201.0;71;51;80.0;84.0;176;358.0;218;51;164.0;7.0;;39.0;;75.0;44.0;;;;;236;-31.0;7;;215;176;170.0;25;21;16.0;57.0;124;49.0;131;6;76.0;4.0;;2.0;;16.0;3.0;;;;;140;0.0;6;;131
96;Vrouwen;65 tot 85 jaar;2005;11930;5350;11770;11750;2730;2340;11940;260;11950;10260;980;6480;4390.0;5280;190.0;1170;7670;2430.0;3600.0;3050.0;2010.0;12620;2820;11450;4080.0;13780;2170;1057.0;1113;703;410.0;101.0;2069;100.0;2169;402;120.0;29.0;4.0;107.0;10.0;132.0;265.0;138.0;19.0;19.0;89.0;2306;145.0;64;8.0;2395;182;198.0;95;60;151.0;43.0;173;380.0;182;39;122.0;5.0;1.0;20.0;55.0;113.0;35.0;57.0;5.0;6.0;44.0;183;52.0;6;2.0;174;111;163.0;37;31;42.0;27.0;100;109.0;101;3;54.0;2.0;0.0;1.0;15.0;23.0;2.0;12.0;1.0;1.0;6.0;102;0.0;5;2.0;95
97;Vrouwen;65 tot 85 jaar;2006;12780;5840;12640;12600;2880;2690;12780;280;12790;10530;1060;6960;4640.0;5510;170.0;880;7980;2190.0;3860.0;3310.0;2190.0;13140;2630;12070;4400.0;13970;2395;1193.0;1203;762;441.0;131.0;2264;112.0;2376;386;150.0;34.0;7.0;108.0;11.0;75.0;317.0;162.0;22.0;24.0;108.0;2444;78.0;72;10.0;2461;187;204.0;95;60;153.0;49.0;177;396.0;186;37;142.0;5.0;2.0;20.0;64.0;86.0;40.0;74.0;6.0;7.0;50.0;186;30.0;6;2.0;176;118;170.0;37;31;43.0;30.0;105;118.0;106;3;56.0;2.0;0.0;1.0;20.0;8.0;2.0;17.0;1.0;1.0;9.0;108;0.0;6;2.0;100
98;Vrouwen;65 tot 85 jaar;2007;12330;5950;12180;12150;2840;2790;12340;290;12350;10340;1010;6830;4360.0;5380;130.0;1040;7980;2130.0;3900.0;3230.0;2370.0;12860;2120;11990;4620.0;13210;2491;1276.0;1214;776;438.0;154.0;2337;138.0;2475;549;160.0;38.0;16.0;130.0;4.0;202.0;350.0;173.0;21.0;35.0;121.0;2674;27.0;76;11.0;2636;202;214.0;100;64;154.0;55.0;189;473.0;200;53;158.0;6.0;4.0;24.0;33.0;193.0;44.0;81.0;5.0;11.0;51.0;208;13.0;6;2.0;200;129;175.0;39;32;46.0;34.0;115;95.0;116;4;65.0;2.0;0.0;1.0;10.0;23.0;3.0;24.0;0.0;1.0;11.0;117;0.0;6;2.0;110
99;Vrouwen;65 tot 85 jaar;2008;12590;6330;12450;12420;2680;2960;12600;310;12610;10590;1030;6950;4280.0;5320;160.0;1070;8230;2530.0;3950.0;3070.0;2550.0;13130;2210;12220;4680.0;13380;2587;1350.0;1237;858;379.0;166.0;2422;179.0;2601;526;156.0;39.0;6.0;122.0;94.0;110.0;388.0;190.0;24.0;35.0;139.0;2739;13.0;81;12.0;2683;205;213.0;99;69;142.0;56.0;192;588.0;206;50;151.0;6.0;2.0;23.0;572.0;103.0;47.0;75.0;6.0;11.0;55.0;209;6.0;7;3.0;200;137;175.0;41;34;40.0;35.0;121;163.0;123;4;65.0;2.0;0.0;2.0;21.0;22.0;3.0;27.0;1.0;1.0;10.0;120;0.0;6;3.0;113
100;Vrouwen;65 tot 85 jaar;2009;11890;6270;11740;11720;2510;3020;11900;310;11900;10080;1070;6590;3960.0;4970;140.0;1120;7910;2540.0;3790.0;2910.0;2410.0;12490;2170;11750;4770.0;12780;2381;1291.0;1090;810;279.0;173.0;2208;101.0;2308;426;154.0;32.0;6.0;115.0;11.0;108.0;386.0;209.0;20.0;28.0;129.0;2349;18.0;80;13.0;2299;200;206.0;93;69;111.0;57.0;186;324.0;194;42;144.0;5.0;2.0;23.0;82.0;96.0;49.0;82.0;5.0;10.0;53.0;188;8.0;7;3.0;180;143;174.0;41;35;35.0;38.0;124;115.0;126;4;74.0;2.0;0.0;2.0;20.0;37.0;3.0;29.0;1.0;1.0;10.0;122;0.0;7;3.0;114
101;Vrouwen;65 tot 85 jaar;2010;11340;6700;11160;11100;2700;3100;11340;310;11350;7630;790;5040;;4310;;520;5270;;;;;11490;4310;10650;;11670;2761;1542.0;1219;820;399.0;198.0;2563;123.0;2686;320;115.0;31.0;;126.0;;48.0;149.0;;;;;2856;-287.0;68;;2501;244;230.0;109;74;148.0;64.0;226;392.0;237;42;146.0;6.0;;29.0;;93.0;28.0;;;;;249;-67.0;6;;214;177;193.0;46;38;40.0;41.0;157;114.0;159;4;63.0;3.0;;2.0;;11.0;2.0;;;;;165;-18.0;6;;143
102;Vrouwen;85 jaar of ouder;2005;9090;1870;9020;8990;1990;400;9090;70;9090;7200;520;3310;2920.0;4790;120.0;750;6200;1760.0;2670.0;2740.0;1640.0;9560;1340;8750;2880.0;10680;1525;430.0;1095;653;442.0;19.0;1506;22.0;1527;261;88.0;15.0;4.0;69.0;3.0;83.0;201.0;101.0;13.0;20.0;66.0;1588;117.0;46;4.0;1663;168;230.0;121;73;222.0;48.0;166;297.0;168;36;169.0;4.0;2.0;14.0;21.0;111.0;32.0;58.0;5.0;7.0;41.0;166;88.0;5;2.0;156;62;192.0;43;34;73.0;25.0;62;96.0;62;2;80.0;1.0;0.0;1.0;11.0;26.0;2.0;5.0;1.0;1.0;4.0;62;26.0;5;1.0;55
103;Vrouwen;85 jaar of ouder;2006;10100;2000;10050;10010;2140;430;10100;70;10100;7780;570;3640;3300.0;5210;110.0;600;6710;1660.0;3070.0;3130.0;1820.0;10430;1180;9520;3170.0;11360;1747;491.0;1256;754;502.0;22.0;1725;62.0;1787;260;101.0;17.0;5.0;72.0;7.0;58.0;254.0;121.0;26.0;25.0;81.0;1794;74.0;53;6.0;1821;173;245.0;125;75;234.0;51.0;171;879.0;177;33;175.0;5.0;2.0;14.0;70.0;96.0;38.0;73.0;9.0;8.0;45.0;172;63.0;6;2.0;160;65;198.0;45;37;75.0;29.0;65;250.0;65;2;68.0;1.0;0.0;1.0;29.0;10.0;2.0;12.0;0.0;1.0;6.0;64;17.0;5;1.0;55
104;Vrouwen;85 jaar of ouder;2007;10160;2170;10100;10070;2050;520;10160;70;10160;7960;520;3770;3290.0;5270;110.0;750;6960;1660.0;3210.0;3240.0;2050.0;10600;650;9810;3410.0;11000;1831;559.0;1273;799;474.0;27.0;1804;38.0;1843;337;115.0;27.0;7.0;101.0;5.0;82.0;279.0;138.0;15.0;31.0;95.0;1901;19.0;57;7.0;1868;180;257.0;126;79;231.0;53.0;178;540.0;181;42;219.0;7.0;2.0;19.0;47.0;110.0;40.0;84.0;5.0;9.0;47.0;179;29.0;6;2.0;170;73;205.0;48;40;76.0;30.0;72;97.0;72;2;108.0;1.0;0.0;1.0;16.0;30.0;2.0;18.0;0.0;1.0;6.0;72;8.0;6;2.0;63
