ID;Bestemmingen;Perioden;Wegingscoefficienten_1;Prijsindexcijfers_2
7895;  Spanje Costa Blanca    per vliegtuig;  maart     1992;23.0;107.0
7896;  Spanje Costa Blanca    per vliegtuig;zomer   1992;23.0;110.0
7897;  Spanje Costa Blanca    per vliegtuig;  april     1992;23.0;95.0
7898;  Spanje Costa Blanca    per vliegtuig;  mei       1992;23.0;99.0
7899;  Spanje Costa Blanca    per vliegtuig;  juni      1992;23.0;108.0
7900;  Spanje Costa Blanca    per vliegtuig;  juli      1992;23.0;133.0
7901;  Spanje Costa Blanca    per vliegtuig;  augustus  1992;23.0;127.0
7902;  Spanje Costa Blanca    per vliegtuig;  september 1992;23.0;110.0
7903;  Spanje Costa Blanca    per vliegtuig;  oktober   1992;23.0;97.0
7904;  Spanje Costa Blanca    per vliegtuig;winter  1993;23.0;108.0
7905;  Spanje Costa Blanca    per vliegtuig;  december  1992;23.0;111.0
7906;  Spanje Costa Blanca    per vliegtuig;  januari   1993;23.0;104.0
7907;  Spanje Costa Blanca    per vliegtuig;  februari  1993;23.0;107.0
7908;  Spanje Costa Blanca    per vliegtuig;  maart     1993;23.0;108.0
7909;  Spanje Costa Blanca    per vliegtuig;zomer   1993;23.0;111.0
7910;  Spanje Costa Blanca    per vliegtuig;  april     1993;23.0;93.0
7911;  Spanje Costa Blanca    per vliegtuig;  mei       1993;23.0;99.0
7912;  Spanje Costa Blanca    per vliegtuig;  juni      1993;23.0;110.0
7913;  Spanje Costa Blanca    per vliegtuig;  juli      1993;23.0;139.0
7914;  Spanje Costa Blanca    per vliegtuig;  augustus  1993;23.0;127.0
7915;  Spanje Costa Blanca    per vliegtuig;  september 1993;23.0;109.0
7916;  Spanje Costa Blanca    per vliegtuig;  oktober   1993;23.0;97.0
7917;  Spanje Costa Blanca    per vliegtuig;winter  1994;23.0;104.0
7918;  Spanje Costa Blanca    per vliegtuig;  december  1993;23.0;104.0
7919;  Spanje Costa Blanca    per vliegtuig;  januari   1994;23.0;100.0
7920;  Spanje Costa Blanca    per vliegtuig;  februari  1994;23.0;105.0
7921;  Spanje Costa Blanca    per vliegtuig;  maart     1994;23.0;107.0
7922;  Spanje Costa Blanca    per vliegtuig;zomer   1994;23.0;107.0
7923;  Spanje Costa Blanca    per vliegtuig;  april     1994;23.0;86.0
7924;  Spanje Costa Blanca    per vliegtuig;  mei       1994;23.0;95.0
7925;  Spanje Costa Blanca    per vliegtuig;  juni      1994;23.0;106.0
7926;  Spanje Costa Blanca    per vliegtuig;  juli      1994;23.0;133.0
7927;  Spanje Costa Blanca    per vliegtuig;  augustus  1994;23.0;126.0
7928;  Spanje Costa Blanca    per vliegtuig;  september 1994;23.0;106.0
7929;  Spanje Costa Blanca    per vliegtuig;  oktober   1994;23.0;94.0
7930;  Spanje Costa Blanca    per vliegtuig;winter  1995;23.0;100.0
7931;  Spanje Costa Blanca    per vliegtuig;  december  1994;23.0;102.0
7932;  Spanje Costa Blanca    per vliegtuig;  januari   1995;23.0;96.0
7933;  Spanje Costa Blanca    per vliegtuig;  februari  1995;23.0;100.0
7934;  Spanje Costa Blanca    per vliegtuig;  maart     1995;23.0;102.0
7935;  Spanje Costa Blanca    per vliegtuig;zomer   1995;23.0;110.0
7936;  Spanje Costa Blanca    per vliegtuig;  april     1995;23.0;90.0
7937;  Spanje Costa Blanca    per vliegtuig;  mei       1995;23.0;97.0
7938;  Spanje Costa Blanca    per vliegtuig;  juni      1995;23.0;105.0
7939;  Spanje Costa Blanca    per vliegtuig;  juli      1995;23.0;139.0
7940;  Spanje Costa Blanca    per vliegtuig;  augustus  1995;23.0;134.0
7941;  Spanje Costa Blanca    per vliegtuig;  september 1995;23.0;109.0
7942;  Spanje Costa Blanca    per vliegtuig;  oktober   1995;23.0;94.0
7943;  Spanje Costa Blanca    per vliegtuig;winter  1996;;
7944;  Spanje Costa Blanca    per vliegtuig;  december  1995;23.0;105.0
7945;  Spanje Costa Blanca    per vliegtuig;  januari   1996;23.0;96.0
7946;  Spanje Costa Blanca    per vliegtuig;  februari  1996;23.0;100.0
7947;  Spanje Costa Blanca    per vliegtuig;  maart     1996;23.0;105.0
7948;  Spanje Costa Blanca    per vliegtuig;zomer   1996;23.0;114.0
7949;  Spanje Costa Blanca    per vliegtuig;  april     1996;23.0;91.0
7950;  Spanje Costa Blanca    per vliegtuig;  mei       1996;23.0;98.0
7951;  Spanje Costa Blanca    per vliegtuig;  juni      1996;23.0;112.0
7952;  Spanje Costa Blanca    per vliegtuig;  juli      1996;23.0;150.0
7953;  Spanje Costa Blanca    per vliegtuig;  augustus  1996;23.0;134.0
7954;  Spanje Costa Blanca    per vliegtuig;  september 1996;23.0;114.0
7955;  Spanje Costa Blanca    per vliegtuig;  oktober   1996;23.0;97.0
7956;  Spanje Costa Brava     per auto;winter  1985;;
7957;  Spanje Costa Brava     per auto;  december  1984;;
7958;  Spanje Costa Brava     per auto;  januari   1985;;
7959;  Spanje Costa Brava     per auto;  februari  1985;;
7960;  Spanje Costa Brava     per auto;  maart     1985;;
7961;  Spanje Costa Brava     per auto;zomer   1985;4.0;78.0
7962;  Spanje Costa Brava     per auto;  april     1985;4.0;78.0
7963;  Spanje Costa Brava     per auto;  mei       1985;4.0;78.0
7964;  Spanje Costa Brava     per auto;  juni      1985;4.0;78.0
7965;  Spanje Costa Brava     per auto;  juli      1985;4.0;78.0
7966;  Spanje Costa Brava     per auto;  augustus  1985;4.0;78.0
7967;  Spanje Costa Brava     per auto;  september 1985;4.0;78.0
7968;  Spanje Costa Brava     per auto;  oktober   1985;4.0;78.0
7969;  Spanje Costa Brava     per auto;winter  1986;;
7970;  Spanje Costa Brava     per auto;  december  1985;;
7971;  Spanje Costa Brava     per auto;  januari   1986;;
7972;  Spanje Costa Brava     per auto;  februari  1986;;
7973;  Spanje Costa Brava     per auto;  maart     1986;;
7974;  Spanje Costa Brava     per auto;zomer   1986;4.0;77.0
7975;  Spanje Costa Brava     per auto;  april     1986;4.0;56.0
7976;  Spanje Costa Brava     per auto;  mei       1986;4.0;56.0
7977;  Spanje Costa Brava     per auto;  juni      1986;4.0;72.0
7978;  Spanje Costa Brava     per auto;  juli      1986;4.0;120.0
7979;  Spanje Costa Brava     per auto;  augustus  1986;4.0;114.0
7980;  Spanje Costa Brava     per auto;  september 1986;4.0;65.0
7981;  Spanje Costa Brava     per auto;  oktober   1986;4.0;56.0
7982;  Spanje Costa Brava     per auto;winter  1987;;
7983;  Spanje Costa Brava     per auto;  december  1986;;
7984;  Spanje Costa Brava     per auto;  januari   1987;;
7985;  Spanje Costa Brava     per auto;  februari  1987;;
7986;  Spanje Costa Brava     per auto;  maart     1987;;
7987;  Spanje Costa Brava     per auto;zomer   1987;4.0;78.0
7988;  Spanje Costa Brava     per auto;  april     1987;4.0;56.0
7989;  Spanje Costa Brava     per auto;  mei       1987;4.0;56.0
7990;  Spanje Costa Brava     per auto;  juni      1987;4.0;74.0
7991;  Spanje Costa Brava     per auto;  juli      1987;4.0;120.0
7992;  Spanje Costa Brava     per auto;  augustus  1987;4.0;115.0
7993;  Spanje Costa Brava     per auto;  september 1987;4.0;65.0
7994;  Spanje Costa Brava     per auto;  oktober   1987;4.0;57.0
7995;  Spanje Costa Brava     per auto;winter  1988;;
7996;  Spanje Costa Brava     per auto;  december  1987;;
7997;  Spanje Costa Brava     per auto;  januari   1988;;
7998;  Spanje Costa Brava     per auto;  februari  1988;;
7999;  Spanje Costa Brava     per auto;  maart     1988;;
8000;  Spanje Costa Brava     per auto;zomer   1988;4.0;87.0
8001;  Spanje Costa Brava     per auto;  april     1988;4.0;63.0
8002;  Spanje Costa Brava     per auto;  mei       1988;4.0;64.0
8003;  Spanje Costa Brava     per auto;  juni      1988;4.0;83.0
8004;  Spanje Costa Brava     per auto;  juli      1988;4.0;134.0
8005;  Spanje Costa Brava     per auto;  augustus  1988;4.0;132.0
8006;  Spanje Costa Brava     per auto;  september 1988;4.0;71.0
8007;  Spanje Costa Brava     per auto;  oktober   1988;4.0;63.0
8008;  Spanje Costa Brava     per auto;winter  1989;;
8009;  Spanje Costa Brava     per auto;  december  1988;;
8010;  Spanje Costa Brava     per auto;  januari   1989;;
8011;  Spanje Costa Brava     per auto;  februari  1989;;
8012;  Spanje Costa Brava     per auto;  maart     1989;;
8013;  Spanje Costa Brava     per auto;zomer   1989;4.0;92.0
8014;  Spanje Costa Brava     per auto;  april     1989;4.0;67.0
8015;  Spanje Costa Brava     per auto;  mei       1989;4.0;68.0
8016;  Spanje Costa Brava     per auto;  juni      1989;4.0;89.0
8017;  Spanje Costa Brava     per auto;  juli      1989;4.0;140.0
8018;  Spanje Costa Brava     per auto;  augustus  1989;4.0;139.0
8019;  Spanje Costa Brava     per auto;  september 1989;4.0;74.0
8020;  Spanje Costa Brava     per auto;  oktober   1989;4.0;67.0
8021;  Spanje Costa Brava     per auto;winter  1990;;
8022;  Spanje Costa Brava     per auto;  december  1989;;
8023;  Spanje Costa Brava     per auto;  januari   1990;;
8024;  Spanje Costa Brava     per auto;  februari  1990;;
8025;  Spanje Costa Brava     per auto;  maart     1990;;
8026;  Spanje Costa Brava     per auto;zomer   1990;4.0;100.0
8027;  Spanje Costa Brava     per auto;  april     1990;4.0;100.0
8028;  Spanje Costa Brava     per auto;  mei       1990;4.0;100.0
8029;  Spanje Costa Brava     per auto;  juni      1990;4.0;100.0
8030;  Spanje Costa Brava     per auto;  juli      1990;4.0;100.0
8031;  Spanje Costa Brava     per auto;  augustus  1990;4.0;100.0
8032;  Spanje Costa Brava     per auto;  september 1990;4.0;100.0
8033;  Spanje Costa Brava     per auto;  oktober   1990;4.0;100.0
8034;  Spanje Costa Brava     per auto;winter  1991;;
8035;  Spanje Costa Brava     per auto;  december  1990;;
8036;  Spanje Costa Brava     per auto;  januari   1991;;
8037;  Spanje Costa Brava     per auto;  februari  1991;;
8038;  Spanje Costa Brava     per auto;  maart     1991;;
8039;  Spanje Costa Brava     per auto;zomer   1991;4.0;109.0
8040;  Spanje Costa Brava     per auto;  april     1991;4.0;75.0
8041;  Spanje Costa Brava     per auto;  mei       1991;4.0;70.0
8042;  Spanje Costa Brava     per auto;  juni      1991;4.0;101.0
8043;  Spanje Costa Brava     per auto;  juli      1991;4.0;178.0
8044;  Spanje Costa Brava     per auto;  augustus  1991;4.0;173.0
8045;  Spanje Costa Brava     per auto;  september 1991;4.0;92.0
8046;  Spanje Costa Brava     per auto;  oktober   1991;4.0;71.0
8047;  Spanje Costa Brava     per auto;winter  1992;;
8048;  Spanje Costa Brava     per auto;  december  1991;;
8049;  Spanje Costa Brava     per auto;  januari   1992;;
8050;  Spanje Costa Brava     per auto;  februari  1992;;
8051;  Spanje Costa Brava     per auto;  maart     1992;;
8052;  Spanje Costa Brava     per auto;zomer   1992;4.0;114.0
8053;  Spanje Costa Brava     per auto;  april     1992;4.0;74.0
8054;  Spanje Costa Brava     per auto;  mei       1992;4.0;81.0
8055;  Spanje Costa Brava     per auto;  juni      1992;4.0;104.0
8056;  Spanje Costa Brava     per auto;  juli      1992;4.0;190.0
8057;  Spanje Costa Brava     per auto;  augustus  1992;4.0;185.0
8058;  Spanje Costa Brava     per auto;  september 1992;4.0;93.0
8059;  Spanje Costa Brava     per auto;  oktober   1992;4.0;73.0
8060;  Spanje Costa Brava     per auto;winter  1993;;
8061;  Spanje Costa Brava     per auto;  december  1992;;
8062;  Spanje Costa Brava     per auto;  januari   1993;;
8063;  Spanje Costa Brava     per auto;  februari  1993;;
8064;  Spanje Costa Brava     per auto;  maart     1993;;
8065;  Spanje Costa Brava     per auto;zomer   1993;4.0;108.0
8066;  Spanje Costa Brava     per auto;  april     1993;4.0;70.0
8067;  Spanje Costa Brava     per auto;  mei       1993;4.0;76.0
8068;  Spanje Costa Brava     per auto;  juni      1993;4.0;93.0
8069;  Spanje Costa Brava     per auto;  juli      1993;4.0;175.0
8070;  Spanje Costa Brava     per auto;  augustus  1993;4.0;184.0
8071;  Spanje Costa Brava     per auto;  september 1993;4.0;91.0
8072;  Spanje Costa Brava     per auto;  oktober   1993;4.0;70.0
8073;  Spanje Costa Brava     per auto;winter  1994;;
8074;  Spanje Costa Brava     per auto;  december  1993;;
8075;  Spanje Costa Brava     per auto;  januari   1994;;
8076;  Spanje Costa Brava     per auto;  februari  1994;;
8077;  Spanje Costa Brava     per auto;  maart     1994;;
8078;  Spanje Costa Brava     per auto;zomer   1994;4.0;100.0
8079;  Spanje Costa Brava     per auto;  april     1994;4.0;69.0
8080;  Spanje Costa Brava     per auto;  mei       1994;4.0;72.0
8081;  Spanje Costa Brava     per auto;  juni      1994;4.0;91.0
8082;  Spanje Costa Brava     per auto;  juli      1994;4.0;153.0
8083;  Spanje Costa Brava     per auto;  augustus  1994;4.0;160.0
8084;  Spanje Costa Brava     per auto;  september 1994;4.0;84.0
8085;  Spanje Costa Brava     per auto;  oktober   1994;4.0;73.0
8086;  Spanje Costa Brava     per auto;winter  1995;;
8087;  Spanje Costa Brava     per auto;  december  1994;;
8088;  Spanje Costa Brava     per auto;  januari   1995;;
8089;  Spanje Costa Brava     per auto;  februari  1995;;
8090;  Spanje Costa Brava     per auto;  maart     1995;;
8091;  Spanje Costa Brava     per auto;zomer   1995;4.0;110.0
8092;  Spanje Costa Brava     per auto;  april     1995;4.0;81.0
8093;  Spanje Costa Brava     per auto;  mei       1995;4.0;79.0
8094;  Spanje Costa Brava     per auto;  juni      1995;4.0;99.0
8095;  Spanje Costa Brava     per auto;  juli      1995;4.0;177.0
8096;  Spanje Costa Brava     per auto;  augustus  1995;4.0;173.0
8097;  Spanje Costa Brava     per auto;  september 1995;4.0;86.0
8098;  Spanje Costa Brava     per auto;  oktober   1995;4.0;76.0
8099;  Spanje Costa Brava     per auto;winter  1996;;
8100;  Spanje Costa Brava     per auto;  december  1995;;
8101;  Spanje Costa Brava     per auto;  januari   1996;;
8102;  Spanje Costa Brava     per auto;  februari  1996;;
8103;  Spanje Costa Brava     per auto;  maart     1996;;
8104;  Spanje Costa Brava     per auto;zomer   1996;4.0;110.0
8105;  Spanje Costa Brava     per auto;  april     1996;4.0;76.0
8106;  Spanje Costa Brava     per auto;  mei       1996;4.0;78.0
8107;  Spanje Costa Brava     per auto;  juni      1996;4.0;103.0
8108;  Spanje Costa Brava     per auto;  juli      1996;4.0;184.0
8109;  Spanje Costa Brava     per auto;  augustus  1996;4.0;179.0
8110;  Spanje Costa Brava     per auto;  september 1996;4.0;80.0
8111;  Spanje Costa Brava     per auto;  oktober   1996;4.0;69.0
8112;  Spanje Costa Brava     per touringcar;winter  1985;;
8113;  Spanje Costa Brava     per touringcar;  december  1984;;
8114;  Spanje Costa Brava     per touringcar;  januari   1985;;
8115;  Spanje Costa Brava     per touringcar;  februari  1985;;
8116;  Spanje Costa Brava     per touringcar;  maart     1985;;
8117;  Spanje Costa Brava     per touringcar;zomer   1985;26.0;79.0
8118;  Spanje Costa Brava     per touringcar;  april     1985;26.0;79.0
8119;  Spanje Costa Brava     per touringcar;  mei       1985;26.0;79.0
8120;  Spanje Costa Brava     per touringcar;  juni      1985;26.0;79.0
8121;  Spanje Costa Brava     per touringcar;  juli      1985;26.0;79.0
8122;  Spanje Costa Brava     per touringcar;  augustus  1985;26.0;79.0
8123;  Spanje Costa Brava     per touringcar;  september 1985;26.0;79.0
8124;  Spanje Costa Brava     per touringcar;  oktober   1985;26.0;79.0
8125;  Spanje Costa Brava     per touringcar;winter  1986;;
8126;  Spanje Costa Brava     per touringcar;  december  1985;;
8127;  Spanje Costa Brava     per touringcar;  januari   1986;;
8128;  Spanje Costa Brava     per touringcar;  februari  1986;;
8129;  Spanje Costa Brava     per touringcar;  maart     1986;;
8130;  Spanje Costa Brava     per touringcar;zomer   1986;26.0;83.0
8131;  Spanje Costa Brava     per touringcar;  april     1986;26.0;63.0
8132;  Spanje Costa Brava     per touringcar;  mei       1986;26.0;70.0
8133;  Spanje Costa Brava     per touringcar;  juni      1986;26.0;87.0
8134;  Spanje Costa Brava     per touringcar;  juli      1986;26.0;114.0
8135;  Spanje Costa Brava     per touringcar;  augustus  1986;26.0;99.0
8136;  Spanje Costa Brava     per touringcar;  september 1986;26.0;78.0
8137;  Spanje Costa Brava     per touringcar;  oktober   1986;26.0;67.0
8138;  Spanje Costa Brava     per touringcar;winter  1987;;
8139;  Spanje Costa Brava     per touringcar;  december  1986;;
8140;  Spanje Costa Brava     per touringcar;  januari   1987;;
8141;  Spanje Costa Brava     per touringcar;  februari  1987;;
8142;  Spanje Costa Brava     per touringcar;  maart     1987;;
8143;  Spanje Costa Brava     per touringcar;zomer   1987;26.0;84.0
8144;  Spanje Costa Brava     per touringcar;  april     1987;26.0;67.0
8145;  Spanje Costa Brava     per touringcar;  mei       1987;26.0;71.0
8146;  Spanje Costa Brava     per touringcar;  juni      1987;26.0;97.0
8147;  Spanje Costa Brava     per touringcar;  juli      1987;26.0;116.0
8148;  Spanje Costa Brava     per touringcar;  augustus  1987;26.0;100.0
8149;  Spanje Costa Brava     per touringcar;  september 1987;26.0;79.0
8150;  Spanje Costa Brava     per touringcar;  oktober   1987;26.0;68.0
8151;  Spanje Costa Brava     per touringcar;winter  1988;;
8152;  Spanje Costa Brava     per touringcar;  december  1987;;
8153;  Spanje Costa Brava     per touringcar;  januari   1988;;
8154;  Spanje Costa Brava     per touringcar;  februari  1988;;
8155;  Spanje Costa Brava     per touringcar;  maart     1988;;
8156;  Spanje Costa Brava     per touringcar;zomer   1988;26.0;84.0
8157;  Spanje Costa Brava     per touringcar;  april     1988;26.0;63.0
8158;  Spanje Costa Brava     per touringcar;  mei       1988;26.0;68.0
8159;  Spanje Costa Brava     per touringcar;  juni      1988;26.0;85.0
8160;  Spanje Costa Brava     per touringcar;  juli      1988;26.0;120.0
8161;  Spanje Costa Brava     per touringcar;  augustus  1988;26.0;109.0
8162;  Spanje Costa Brava     per touringcar;  september 1988;26.0;80.0
8163;  Spanje Costa Brava     per touringcar;  oktober   1988;26.0;66.0
8164;  Spanje Costa Brava     per touringcar;winter  1989;;
8165;  Spanje Costa Brava     per touringcar;  december  1988;;
8166;  Spanje Costa Brava     per touringcar;  januari   1989;;
8167;  Spanje Costa Brava     per touringcar;  februari  1989;;
8168;  Spanje Costa Brava     per touringcar;  maart     1989;;
8169;  Spanje Costa Brava     per touringcar;zomer   1989;26.0;87.0
8170;  Spanje Costa Brava     per touringcar;  april     1989;26.0;63.0
8171;  Spanje Costa Brava     per touringcar;  mei       1989;26.0;68.0
8172;  Spanje Costa Brava     per touringcar;  juni      1989;26.0;90.0
8173;  Spanje Costa Brava     per touringcar;  juli      1989;26.0;125.0
8174;  Spanje Costa Brava     per touringcar;  augustus  1989;26.0;111.0
8175;  Spanje Costa Brava     per touringcar;  september 1989;26.0;85.0
8176;  Spanje Costa Brava     per touringcar;  oktober   1989;26.0;65.0
8177;  Spanje Costa Brava     per touringcar;winter  1990;;
8178;  Spanje Costa Brava     per touringcar;  december  1989;;
8179;  Spanje Costa Brava     per touringcar;  januari   1990;;
8180;  Spanje Costa Brava     per touringcar;  februari  1990;;
8181;  Spanje Costa Brava     per touringcar;  maart     1990;;
8182;  Spanje Costa Brava     per touringcar;zomer   1990;26.0;100.0
8183;  Spanje Costa Brava     per touringcar;  april     1990;26.0;100.0
8184;  Spanje Costa Brava     per touringcar;  mei       1990;26.0;100.0
8185;  Spanje Costa Brava     per touringcar;  juni      1990;26.0;100.0
8186;  Spanje Costa Brava     per touringcar;  juli      1990;26.0;100.0
8187;  Spanje Costa Brava     per touringcar;  augustus  1990;26.0;100.0
8188;  Spanje Costa Brava     per touringcar;  september 1990;26.0;100.0
8189;  Spanje Costa Brava     per touringcar;  oktober   1990;26.0;100.0
8190;  Spanje Costa Brava     per touringcar;winter  1991;;
8191;  Spanje Costa Brava     per touringcar;  december  1990;;
8192;  Spanje Costa Brava     per touringcar;  januari   1991;;
8193;  Spanje Costa Brava     per touringcar;  februari  1991;;
8194;  Spanje Costa Brava     per touringcar;  maart     1991;;
8195;  Spanje Costa Brava     per touringcar;zomer   1991;26.0;104.0
8196;  Spanje Costa Brava     per touringcar;  april     1991;26.0;82.0
8197;  Spanje Costa Brava     per touringcar;  mei       1991;26.0;89.0
8198;  Spanje Costa Brava     per touringcar;  juni      1991;26.0;104.0
8199;  Spanje Costa Brava     per touringcar;  juli      1991;26.0;143.0
8200;  Spanje Costa Brava     per touringcar;  augustus  1991;26.0;127.0
8201;  Spanje Costa Brava     per touringcar;  september 1991;26.0;99.0
8202;  Spanje Costa Brava     per touringcar;  oktober   1991;26.0;85.0
8203;  Spanje Costa Brava     per touringcar;winter  1992;;
8204;  Spanje Costa Brava     per touringcar;  december  1991;;
8205;  Spanje Costa Brava     per touringcar;  januari   1992;;
8206;  Spanje Costa Brava     per touringcar;  februari  1992;;
8207;  Spanje Costa Brava     per touringcar;  maart     1992;;
8208;  Spanje Costa Brava     per touringcar;zomer   1992;26.0;111.0
8209;  Spanje Costa Brava     per touringcar;  april     1992;26.0;88.0
8210;  Spanje Costa Brava     per touringcar;  mei       1992;26.0;93.0
8211;  Spanje Costa Brava     per touringcar;  juni      1992;26.0;110.0
8212;  Spanje Costa Brava     per touringcar;  juli      1992;26.0;156.0
8213;  Spanje Costa Brava     per touringcar;  augustus  1992;26.0;137.0
8214;  Spanje Costa Brava     per touringcar;  september 1992;26.0;105.0
8215;  Spanje Costa Brava     per touringcar;  oktober   1992;26.0;90.0
8216;  Spanje Costa Brava     per touringcar;winter  1993;;
8217;  Spanje Costa Brava     per touringcar;  december  1992;;
8218;  Spanje Costa Brava     per touringcar;  januari   1993;;
8219;  Spanje Costa Brava     per touringcar;  februari  1993;;
8220;  Spanje Costa Brava     per touringcar;  maart     1993;;
8221;  Spanje Costa Brava     per touringcar;zomer   1993;26.0;107.0
8222;  Spanje Costa Brava     per touringcar;  april     1993;26.0;85.0
8223;  Spanje Costa Brava     per touringcar;  mei       1993;26.0;91.0
8224;  Spanje Costa Brava     per touringcar;  juni      1993;26.0;103.0
8225;  Spanje Costa Brava     per touringcar;  juli      1993;26.0;149.0
8226;  Spanje Costa Brava     per touringcar;  augustus  1993;26.0;134.0
8227;  Spanje Costa Brava     per touringcar;  september 1993;26.0;101.0
8228;  Spanje Costa Brava     per touringcar;  oktober   1993;26.0;87.0
8229;  Spanje Costa Brava     per touringcar;winter  1994;;
8230;  Spanje Costa Brava     per touringcar;  december  1993;;
8231;  Spanje Costa Brava     per touringcar;  januari   1994;;
8232;  Spanje Costa Brava     per touringcar;  februari  1994;;
8233;  Spanje Costa Brava     per touringcar;  maart     1994;;
8234;  Spanje Costa Brava     per touringcar;zomer   1994;26.0;101.0
8235;  Spanje Costa Brava     per touringcar;  april     1994;26.0;73.0
8236;  Spanje Costa Brava     per touringcar;  mei       1994;26.0;81.0
8237;  Spanje Costa Brava     per touringcar;  juni      1994;26.0;99.0
8238;  Spanje Costa Brava     per touringcar;  juli      1994;26.0;148.0
8239;  Spanje Costa Brava     per touringcar;  augustus  1994;26.0;132.0
8240;  Spanje Costa Brava     per touringcar;  september 1994;26.0;95.0
8241;  Spanje Costa Brava     per touringcar;  oktober   1994;26.0;79.0
8242;  Spanje Costa Brava     per touringcar;winter  1995;;
8243;  Spanje Costa Brava     per touringcar;  december  1994;;
8244;  Spanje Costa Brava     per touringcar;  januari   1995;;
8245;  Spanje Costa Brava     per touringcar;  februari  1995;;
8246;  Spanje Costa Brava     per touringcar;  maart     1995;;
8247;  Spanje Costa Brava     per touringcar;zomer   1995;26.0;106.0
8248;  Spanje Costa Brava     per touringcar;  april     1995;26.0;85.0
8249;  Spanje Costa Brava     per touringcar;  mei       1995;26.0;85.0
8250;  Spanje Costa Brava     per touringcar;  juni      1995;26.0;103.0
8251;  Spanje Costa Brava     per touringcar;  juli      1995;26.0;149.0
8252;  Spanje Costa Brava     per touringcar;  augustus  1995;26.0;136.0
8253;  Spanje Costa Brava     per touringcar;  september 1995;26.0;98.0
8254;  Spanje Costa Brava     per touringcar;  oktober   1995;26.0;86.0
8255;  Spanje Costa Brava     per touringcar;winter  1996;;
8256;  Spanje Costa Brava     per touringcar;  december  1995;;
8257;  Spanje Costa Brava     per touringcar;  januari   1996;;
8258;  Spanje Costa Brava     per touringcar;  februari  1996;;
8259;  Spanje Costa Brava     per touringcar;  maart     1996;;
8260;  Spanje Costa Brava     per touringcar;zomer   1996;26.0;104.0
8261;  Spanje Costa Brava     per touringcar;  april     1996;26.0;79.0
8262;  Spanje Costa Brava     per touringcar;  mei       1996;26.0;87.0
8263;  Spanje Costa Brava     per touringcar;  juni      1996;26.0;107.0
8264;  Spanje Costa Brava     per touringcar;  juli      1996;26.0;152.0
8265;  Spanje Costa Brava     per touringcar;  augustus  1996;26.0;131.0
8266;  Spanje Costa Brava     per touringcar;  september 1996;26.0;93.0
8267;  Spanje Costa Brava     per touringcar;  oktober   1996;26.0;78.0
8268;  Spanje Costa Brava     per vliegtuig;winter  1985;;
8269;  Spanje Costa Brava     per vliegtuig;  december  1984;;
8270;  Spanje Costa Brava     per vliegtuig;  januari   1985;;
8271;  Spanje Costa Brava     per vliegtuig;  februari  1985;;
8272;  Spanje Costa Brava     per vliegtuig;  maart     1985;;
8273;  Spanje Costa Brava     per vliegtuig;zomer   1985;14.0;93.0
8274;  Spanje Costa Brava     per vliegtuig;  april     1985;14.0;93.0
8275;  Spanje Costa Brava     per vliegtuig;  mei       1985;14.0;93.0
8276;  Spanje Costa Brava     per vliegtuig;  juni      1985;14.0;93.0
8277;  Spanje Costa Brava     per vliegtuig;  juli      1985;14.0;93.0
8278;  Spanje Costa Brava     per vliegtuig;  augustus  1985;14.0;93.0
8279;  Spanje Costa Brava     per vliegtuig;  september 1985;14.0;93.0
8280;  Spanje Costa Brava     per vliegtuig;  oktober   1985;14.0;93.0
8281;  Spanje Costa Brava     per vliegtuig;winter  1986;;
8282;  Spanje Costa Brava     per vliegtuig;  december  1985;;
8283;  Spanje Costa Brava     per vliegtuig;  januari   1986;;
8284;  Spanje Costa Brava     per vliegtuig;  februari  1986;;
8285;  Spanje Costa Brava     per vliegtuig;  maart     1986;;
8286;  Spanje Costa Brava     per vliegtuig;zomer   1986;14.0;92.0
8287;  Spanje Costa Brava     per vliegtuig;  april     1986;14.0;73.0
8288;  Spanje Costa Brava     per vliegtuig;  mei       1986;14.0;81.0
8289;  Spanje Costa Brava     per vliegtuig;  juni      1986;14.0;99.0
8290;  Spanje Costa Brava     per vliegtuig;  juli      1986;14.0;121.0
8291;  Spanje Costa Brava     per vliegtuig;  augustus  1986;14.0;105.0
8292;  Spanje Costa Brava     per vliegtuig;  september 1986;14.0;87.0
8293;  Spanje Costa Brava     per vliegtuig;  oktober   1986;14.0;75.0
8294;  Spanje Costa Brava     per vliegtuig;winter  1987;;
8295;  Spanje Costa Brava     per vliegtuig;  december  1986;;
8296;  Spanje Costa Brava     per vliegtuig;  januari   1987;;
8297;  Spanje Costa Brava     per vliegtuig;  februari  1987;;
8298;  Spanje Costa Brava     per vliegtuig;  maart     1987;;
8299;  Spanje Costa Brava     per vliegtuig;zomer   1987;14.0;94.0
8300;  Spanje Costa Brava     per vliegtuig;  april     1987;14.0;79.0
8301;  Spanje Costa Brava     per vliegtuig;  mei       1987;14.0;83.0
8302;  Spanje Costa Brava     per vliegtuig;  juni      1987;14.0;97.0
8303;  Spanje Costa Brava     per vliegtuig;  juli      1987;14.0;123.0
8304;  Spanje Costa Brava     per vliegtuig;  augustus  1987;14.0;108.0
8305;  Spanje Costa Brava     per vliegtuig;  september 1987;14.0;90.0
8306;  Spanje Costa Brava     per vliegtuig;  oktober   1987;14.0;79.0
8307;  Spanje Costa Brava     per vliegtuig;winter  1988;;
