ID;SoortVacature;Overheidssectoren;Perioden;TotaalAantalVacatures_1;k_10Werknemers_2;k_1099Werknemers_3;k_100Werknemers_4;k_1ElementaireBeroepen_5;k_2LagereBeroepen_6;k_4MiddelbareBeroepen_7;k_6HogereBeroepen_8;k_8WetenschappelijkeBeroepen_9;k_9BeroepOnbekend_10;k_2LagerOnderwijs_11;k_3VoortgezetOnderwijsLagereTrap_12;k_4VoortgezetOnderwijsHogereTrap_13;k_5HogerOnderwijs1eTrap_14;k_67HogerOnderwijs2e3eTrap_15;k_9Onbekend_16
191;Met bezette arbeidsplaats;Totaal overheidssectoren;2002;1.6;0.0;0.1;1.4;0.0;0.1;0.8;0.4;0.3;;0.0;0.2;0.7;0.5;0.2;
192;Met bezette arbeidsplaats;Totaal overheidssectoren;2003;1.5;0.0;0.1;1.4;0.0;0.1;0.8;0.6;0.1;;0.0;0.0;0.1;0.7;0.7;0.1
193;Met bezette arbeidsplaats;Totaal overheidssectoren;2004;;;;;;;;;;;;;;;;
194;Met bezette arbeidsplaats;Totaal overheidssectoren;2006;;;;;;;;;;;;;;;;
195;Met bezette arbeidsplaats;Totaal overheidssectoren;2008;;;;;;;;;;;;;;;;
196;Met bezette arbeidsplaats;Rijksoverheid;2000;0.6;0.0;0.0;0.6;0.0;0.0;0.4;0.1;0.1;0.0;0.0;0.0;0.4;0.1;0.1;0.0
197;Met bezette arbeidsplaats;Rijksoverheid;2001;0.4;0.0;0.0;0.4;0.0;0.0;0.2;0.1;0.1;0.0;0.0;0.0;0.2;0.1;0.1;0.0
198;Met bezette arbeidsplaats;Rijksoverheid;2002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
199;Met bezette arbeidsplaats;Rijksoverheid;2003;0.1;0.0;0.0;0.1;0.0;0.0;0.1;0.0;0.0;;0.0;0.0;0.1;0.0;0.0;
200;Met bezette arbeidsplaats;Rijksoverheid;2004;;;;;;;;;;;;;;;;
201;Met bezette arbeidsplaats;Rijksoverheid;2006;;;;;;;;;;;;;;;;
202;Met bezette arbeidsplaats;Rijksoverheid;2008;;;;;;;;;;;;;;;;
203;Met bezette arbeidsplaats;Provincies;2000;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
204;Met bezette arbeidsplaats;Provincies;2001;0.3;0.0;0.0;0.3;0.0;0.1;0.1;0.1;0.0;0.0;0.0;0.1;0.1;0.1;0.0;0.0
205;Met bezette arbeidsplaats;Provincies;2002;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
206;Met bezette arbeidsplaats;Provincies;2003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
207;Met bezette arbeidsplaats;Provincies;2004;;;;;;;;;;;;;;;;
208;Met bezette arbeidsplaats;Provincies;2006;;;;;;;;;;;;;;;;
209;Met bezette arbeidsplaats;Provincies;2008;;;;;;;;;;;;;;;;
210;Met bezette arbeidsplaats;Gemeenten;2000;0.6;0.0;0.1;0.4;0.0;0.1;0.2;0.2;0.1;0.0;0.0;0.1;0.2;0.2;0.1;0.0
211;Met bezette arbeidsplaats;Gemeenten;2001;1.0;0.0;0.1;0.9;0.0;0.1;0.4;0.4;0.1;0.0;0.0;0.1;0.4;0.4;0.1;0.0
212;Met bezette arbeidsplaats;Gemeenten;2002;0.5;0.0;0.1;0.4;0.0;0.0;0.2;0.2;0.1;;0.0;0.1;0.2;0.2;0.1;
213;Met bezette arbeidsplaats;Gemeenten;2003;0.4;0.0;0.0;0.3;0.0;0.1;0.1;0.1;0.0;;0.0;0.0;0.1;0.1;0.0;
214;Met bezette arbeidsplaats;Gemeenten;2004;;;;;;;;;;;;;;;;
215;Met bezette arbeidsplaats;Gemeenten;2006;;;;;;;;;;;;;;;;
216;Met bezette arbeidsplaats;Gemeenten;2008;;;;;;;;;;;;;;;;
217;Met bezette arbeidsplaats;Onderwijs;2000;1.4;0.0;0.3;1.1;0.0;0.1;0.5;0.5;0.3;0.0;0.0;0.1;0.4;0.5;0.3;0.0
218;Met bezette arbeidsplaats;Onderwijs;2001;1.3;0.0;0.1;1.2;0.0;0.1;0.4;0.7;0.2;0.0;0.0;0.1;0.4;0.8;0.1;0.0
219;Met bezette arbeidsplaats;Onderwijs;2002;0.9;0.0;0.1;0.8;0.0;0.1;0.5;0.2;0.2;;0.0;0.1;0.5;0.3;0.1;
220;Met bezette arbeidsplaats;Onderwijs;2003;0.9;0.0;0.1;0.9;0.0;0.0;0.5;0.4;0.0;;0.0;0.0;0.4;0.5;0.0;
221;Met bezette arbeidsplaats;Onderwijs;2004;;;;;;;;;;;;;;;;
222;Met bezette arbeidsplaats;Onderwijs;2006;;;;;;;;;;;;;;;;
223;Met bezette arbeidsplaats;Onderwijs;2008;;;;;;;;;;;;;;;;
224;Met bezette arbeidsplaats;Politie;2000;0.2;0.0;0.0;0.2;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.1;0.1;0.0;0.0
225;Met bezette arbeidsplaats;Politie;2001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
226;Met bezette arbeidsplaats;Politie;2002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
227;Met bezette arbeidsplaats;Politie;2003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
228;Met bezette arbeidsplaats;Politie;2004;;;;;;;;;;;;;;;;
229;Met bezette arbeidsplaats;Politie;2006;;;;;;;;;;;;;;;;
230;Met bezette arbeidsplaats;Politie;2008;;;;;;;;;;;;;;;;
231;Met bezette arbeidsplaats;Defensie;2000;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
232;Met bezette arbeidsplaats;Defensie;2001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
233;Met bezette arbeidsplaats;Defensie;2002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
234;Met bezette arbeidsplaats;Defensie;2003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
235;Met bezette arbeidsplaats;Defensie;2004;;;;;;;;;;;;;;;;
236;Met bezette arbeidsplaats;Defensie;2006;;;;;;;;;;;;;;;;
237;Met bezette arbeidsplaats;Defensie;2008;;;;;;;;;;;;;;;;
238;Met bezette arbeidsplaats;Rechterlijke macht;2000;;;;;;;;;;;;;;;;
239;Met bezette arbeidsplaats;Rechterlijke macht;2001;;;;;;;;;;;;;;;;
240;Met bezette arbeidsplaats;Rechterlijke macht;2002;;;;;;;;;;;;;;;;
241;Met bezette arbeidsplaats;Rechterlijke macht;2003;;;;;;;;;;;;;;;;
242;Met bezette arbeidsplaats;Rechterlijke macht;2004;;;;;;;;;;;;;;;;
243;Met bezette arbeidsplaats;Rechterlijke macht;2006;;;;;;;;;;;;;;;;
244;Met bezette arbeidsplaats;Rechterlijke macht;2008;;;;;;;;;;;;;;;;
245;Met bezette arbeidsplaats;Waterschappen;2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
246;Met bezette arbeidsplaats;Waterschappen;2001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
247;Met bezette arbeidsplaats;Waterschappen;2002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
248;Met bezette arbeidsplaats;Waterschappen;2003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
249;Met bezette arbeidsplaats;Waterschappen;2004;;;;;;;;;;;;;;;;
250;Met bezette arbeidsplaats;Waterschappen;2006;;;;;;;;;;;;;;;;
251;Met bezette arbeidsplaats;Waterschappen;2008;;;;;;;;;;;;;;;;
252;Zoekperiode korter dan 1 maand;Totaal overheidssectoren;2000;2.2;0.1;0.4;1.7;0.0;0.2;0.8;0.9;0.2;0.0;0.0;0.2;0.8;1.0;0.2;0.0
253;Zoekperiode korter dan 1 maand;Totaal overheidssectoren;2001;2.2;0.1;0.4;1.7;0.0;0.2;0.8;1.0;0.2;0.0;0.0;0.3;0.7;1.1;0.1;0.0
254;Zoekperiode korter dan 1 maand;Totaal overheidssectoren;2002;2.0;0.0;0.2;1.7;0.0;0.2;0.7;0.7;0.3;;0.0;0.2;0.8;0.7;0.3;
255;Zoekperiode korter dan 1 maand;Totaal overheidssectoren;2003;1.5;0.0;0.2;1.3;0.0;0.2;0.4;0.7;0.1;;0.0;0.0;0.2;0.5;0.7;0.1
256;Zoekperiode korter dan 1 maand;Totaal overheidssectoren;2004;2.1;0.0;0.1;2.0;;;;;;;;;;;;
257;Zoekperiode korter dan 1 maand;Totaal overheidssectoren;2006;2.7;0.0;0.3;2.4;0.0;0.2;0.9;1.3;0.3;;0.0;0.2;0.8;1.3;0.4;
258;Zoekperiode korter dan 1 maand;Totaal overheidssectoren;2008;2.5;0.0;0.2;2.2;0.1;0.1;0.9;1.2;0.2;;0.0;0.2;0.7;1.3;0.3;
259;Zoekperiode korter dan 1 maand;Rijksoverheid;2000;0.5;0.0;0.0;0.5;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.1;0.3;0.1;0.0;0.0
260;Zoekperiode korter dan 1 maand;Rijksoverheid;2001;0.3;0.0;0.0;0.3;0.0;0.0;0.2;0.1;0.0;0.0;0.0;0.1;0.1;0.1;0.0;0.0
261;Zoekperiode korter dan 1 maand;Rijksoverheid;2002;0.2;0.0;0.0;0.2;0.0;0.0;0.1;0.0;0.1;;0.0;0.0;0.0;0.0;0.1;
262;Zoekperiode korter dan 1 maand;Rijksoverheid;2003;0.2;0.0;0.0;0.2;0.0;0.1;0.1;0.1;0.0;;0.0;0.0;0.1;0.1;0.0;
263;Zoekperiode korter dan 1 maand;Rijksoverheid;2004;0.2;;;0.2;;;;;;;;;;;;
264;Zoekperiode korter dan 1 maand;Rijksoverheid;2006;0.4;;;0.4;0.0;0.0;0.2;0.1;0.1;;;0.0;0.2;0.1;0.1;
265;Zoekperiode korter dan 1 maand;Rijksoverheid;2008;0.2;;0.0;0.2;;;0.1;0.1;0.0;;;;0.1;0.0;0.1;
266;Zoekperiode korter dan 1 maand;Provincies;2000;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
267;Zoekperiode korter dan 1 maand;Provincies;2001;0.2;0.0;0.0;0.2;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.1;0.1;0.0;0.0
268;Zoekperiode korter dan 1 maand;Provincies;2002;0.2;0.0;0.0;0.2;0.0;0.0;0.1;0.1;0.0;;0.0;0.0;0.1;0.1;0.0;
269;Zoekperiode korter dan 1 maand;Provincies;2003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
270;Zoekperiode korter dan 1 maand;Provincies;2004;0.0;;;0.0;;;;;;;;;;;;
271;Zoekperiode korter dan 1 maand;Provincies;2006;0.1;;;0.1;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;
272;Zoekperiode korter dan 1 maand;Provincies;2008;0.1;;;0.1;;0.0;0.0;0.1;0.0;;;0.0;0.0;0.1;0.0;
273;Zoekperiode korter dan 1 maand;Gemeenten;2000;0.6;0.0;0.1;0.4;0.0;0.1;0.2;0.2;0.1;0.0;0.0;0.1;0.2;0.2;0.0;0.0
274;Zoekperiode korter dan 1 maand;Gemeenten;2001;0.7;0.0;0.2;0.6;0.0;0.1;0.3;0.3;0.1;0.0;0.0;0.1;0.3;0.3;0.0;0.0
275;Zoekperiode korter dan 1 maand;Gemeenten;2002;0.8;0.0;0.1;0.6;0.0;0.1;0.3;0.3;0.1;;0.0;0.1;0.3;0.3;0.1;
276;Zoekperiode korter dan 1 maand;Gemeenten;2003;0.6;0.0;0.1;0.6;0.0;0.1;0.2;0.2;0.1;;0.0;0.1;0.2;0.2;0.0;
277;Zoekperiode korter dan 1 maand;Gemeenten;2004;0.5;;0.1;0.4;;;;;;;;;;;;
278;Zoekperiode korter dan 1 maand;Gemeenten;2006;0.8;;0.1;0.6;0.0;0.1;0.3;0.2;0.1;;0.0;0.1;0.3;0.3;0.1;
279;Zoekperiode korter dan 1 maand;Gemeenten;2008;0.9;0.0;0.1;0.8;0.0;0.1;0.4;0.3;0.1;;0.0;0.1;0.3;0.5;0.1;
280;Zoekperiode korter dan 1 maand;Onderwijs;2000;1.0;0.1;0.3;0.6;0.0;0.0;0.2;0.6;0.1;0.0;0.0;0.0;0.2;0.6;0.1;0.0
281;Zoekperiode korter dan 1 maand;Onderwijs;2001;0.9;0.1;0.2;0.6;0.0;0.0;0.1;0.6;0.1;0.0;0.0;0.0;0.1;0.6;0.1;0.0
282;Zoekperiode korter dan 1 maand;Onderwijs;2002;0.8;0.0;0.1;0.6;0.0;0.1;0.2;0.4;0.2;;0.0;0.0;0.2;0.3;0.2;
283;Zoekperiode korter dan 1 maand;Onderwijs;2003;0.6;0.0;0.1;0.5;0.0;0.0;0.1;0.4;0.1;;0.0;0.0;0.1;0.4;0.0;
284;Zoekperiode korter dan 1 maand;Onderwijs;2004;1.2;0.0;0.1;1.1;;;;;;;;;;;;
285;Zoekperiode korter dan 1 maand;Onderwijs;2006;1.3;0.0;0.2;1.1;0.0;0.0;0.2;0.9;0.1;;0.0;0.0;0.2;0.8;0.2;
286;Zoekperiode korter dan 1 maand;Onderwijs;2008;1.0;0.0;0.1;0.8;0.0;0.0;0.2;0.7;0.1;;0.0;0.0;0.2;0.7;0.1;
287;Zoekperiode korter dan 1 maand;Politie;2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
288;Zoekperiode korter dan 1 maand;Politie;2001;0.1;0.0;0.0;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0
289;Zoekperiode korter dan 1 maand;Politie;2002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
290;Zoekperiode korter dan 1 maand;Politie;2003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
291;Zoekperiode korter dan 1 maand;Politie;2004;0.1;;;0.1;;;;;;;;;;;;
292;Zoekperiode korter dan 1 maand;Politie;2006;0.2;;;0.2;0.0;0.0;0.2;0.0;0.0;;0.0;0.0;0.1;0.1;0.0;
293;Zoekperiode korter dan 1 maand;Politie;2008;0.2;;;0.2;0.0;0.0;0.1;0.0;0.0;;;0.0;0.1;0.1;0.0;
294;Zoekperiode korter dan 1 maand;Defensie;2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
295;Zoekperiode korter dan 1 maand;Defensie;2001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
296;Zoekperiode korter dan 1 maand;Defensie;2002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
297;Zoekperiode korter dan 1 maand;Defensie;2003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
298;Zoekperiode korter dan 1 maand;Defensie;2004;0.0;;;0.0;;;;;;;;;;;;
299;Zoekperiode korter dan 1 maand;Defensie;2006;0.0;;;0.0;0.0;;;;;;;;0.0;;;
300;Zoekperiode korter dan 1 maand;Defensie;2008;;;;;;;;;;;;;;;;
301;Zoekperiode korter dan 1 maand;Rechterlijke macht;2000;;;;;;;;;;;;;;;;
302;Zoekperiode korter dan 1 maand;Rechterlijke macht;2001;;;;;;;;;;;;;;;;
303;Zoekperiode korter dan 1 maand;Rechterlijke macht;2002;;;;;;;;;;;;;;;;
304;Zoekperiode korter dan 1 maand;Rechterlijke macht;2003;;;;;;;;;;;;;;;;
305;Zoekperiode korter dan 1 maand;Rechterlijke macht;2004;;;;;;;;;;;;;;;;
306;Zoekperiode korter dan 1 maand;Rechterlijke macht;2006;0.1;;;0.1;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;
307;Zoekperiode korter dan 1 maand;Rechterlijke macht;2008;0.1;;;0.1;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;
308;Zoekperiode korter dan 1 maand;Waterschappen;2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
309;Zoekperiode korter dan 1 maand;Waterschappen;2001;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
310;Zoekperiode korter dan 1 maand;Waterschappen;2002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
311;Zoekperiode korter dan 1 maand;Waterschappen;2003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
312;Zoekperiode korter dan 1 maand;Waterschappen;2004;0.0;;;0.0;;;;;;;;;;;;
313;Zoekperiode korter dan 1 maand;Waterschappen;2006;0.0;;0.0;0.0;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;;
314;Zoekperiode korter dan 1 maand;Waterschappen;2008;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;
315;Zoekperiode tussen 1 tot 3 maanden;Totaal overheidssectoren;2000;3.5;0.1;0.6;2.9;0.1;0.4;1.1;1.6;0.5;0.0;0.0;0.4;1.0;1.7;0.4;0.0
316;Zoekperiode tussen 1 tot 3 maanden;Totaal overheidssectoren;2001;4.9;0.1;0.6;4.2;0.1;0.3;1.9;2.2;0.4;0.0;0.0;0.4;1.8;2.4;0.3;0.0
317;Zoekperiode tussen 1 tot 3 maanden;Totaal overheidssectoren;2002;4.4;0.0;0.5;3.8;0.0;0.4;1.1;2.1;0.7;;0.0;0.4;1.2;2.1;0.6;
318;Zoekperiode tussen 1 tot 3 maanden;Totaal overheidssectoren;2003;3.3;0.0;0.3;3.0;0.0;0.4;1.0;1.5;0.4;;0.0;0.0;0.4;1.0;1.5;0.3
319;Zoekperiode tussen 1 tot 3 maanden;Totaal overheidssectoren;2004;3.0;0.0;0.1;2.9;;;;;;;;;;;;
320;Zoekperiode tussen 1 tot 3 maanden;Totaal overheidssectoren;2006;4.7;0.0;0.5;4.2;0.1;0.2;1.8;2.1;0.4;;0.0;0.2;1.5;2.2;0.8;
321;Zoekperiode tussen 1 tot 3 maanden;Totaal overheidssectoren;2008;6.3;0.0;0.4;5.9;0.2;0.2;2.0;3.1;0.7;;0.0;0.2;1.6;3.6;0.9;
322;Zoekperiode tussen 1 tot 3 maanden;Rijksoverheid;2000;0.6;0.0;0.0;0.6;0.0;0.0;0.2;0.2;0.1;0.0;0.0;0.1;0.1;0.2;0.1;0.0
323;Zoekperiode tussen 1 tot 3 maanden;Rijksoverheid;2001;0.8;0.0;0.0;0.8;0.0;0.0;0.5;0.2;0.1;0.0;0.0;0.1;0.3;0.2;0.1;0.0
324;Zoekperiode tussen 1 tot 3 maanden;Rijksoverheid;2002;0.7;0.0;0.0;0.7;0.0;0.0;0.2;0.2;0.2;;0.0;0.1;0.2;0.2;0.3;
325;Zoekperiode tussen 1 tot 3 maanden;Rijksoverheid;2003;0.3;0.0;0.0;0.3;0.0;0.0;0.2;0.1;0.0;;0.0;0.0;0.2;0.1;0.0;
326;Zoekperiode tussen 1 tot 3 maanden;Rijksoverheid;2004;0.2;;;0.2;;;;;;;;;;;;
327;Zoekperiode tussen 1 tot 3 maanden;Rijksoverheid;2006;0.4;;;0.4;0.0;0.0;0.2;0.2;0.1;;;0.0;0.1;0.1;0.1;
328;Zoekperiode tussen 1 tot 3 maanden;Rijksoverheid;2008;0.5;;0.0;0.5;;;0.2;0.3;0.1;;;;0.1;0.1;0.3;
329;Zoekperiode tussen 1 tot 3 maanden;Provincies;2000;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
330;Zoekperiode tussen 1 tot 3 maanden;Provincies;2001;0.2;0.0;0.0;0.2;0.0;0.0;0.1;0.1;0.0;0.0;0.0;0.0;0.1;0.1;0.0;0.0
331;Zoekperiode tussen 1 tot 3 maanden;Provincies;2002;0.3;0.0;0.0;0.3;0.0;0.0;0.1;0.2;0.0;;0.0;0.0;0.1;0.2;0.0;
332;Zoekperiode tussen 1 tot 3 maanden;Provincies;2003;0.6;0.0;0.0;0.6;0.0;0.2;0.1;0.3;0.1;;0.0;0.2;0.1;0.3;0.0;
333;Zoekperiode tussen 1 tot 3 maanden;Provincies;2004;0.0;;;0.0;;;;;;;;;;;;
334;Zoekperiode tussen 1 tot 3 maanden;Provincies;2006;0.2;;;0.2;0.0;0.0;0.0;0.1;0.0;;;0.0;0.0;0.1;0.0;
335;Zoekperiode tussen 1 tot 3 maanden;Provincies;2008;0.3;;;0.3;;0.0;0.0;0.3;0.0;;;0.0;0.0;0.3;0.0;
336;Zoekperiode tussen 1 tot 3 maanden;Gemeenten;2000;1.2;0.0;0.2;1.0;0.0;0.2;0.4;0.4;0.1;0.0;0.0;0.2;0.5;0.4;0.1;0.0
337;Zoekperiode tussen 1 tot 3 maanden;Gemeenten;2001;1.4;0.0;0.2;1.2;0.1;0.1;0.5;0.5;0.2;0.0;0.0;0.2;0.5;0.6;0.1;0.0
338;Zoekperiode tussen 1 tot 3 maanden;Gemeenten;2002;2.1;0.0;0.2;1.8;0.0;0.2;0.6;1.0;0.3;;0.0;0.2;0.6;1.1;0.2;
339;Zoekperiode tussen 1 tot 3 maanden;Gemeenten;2003;1.4;0.0;0.1;1.3;0.0;0.2;0.4;0.6;0.2;;0.0;0.2;0.5;0.6;0.1;
340;Zoekperiode tussen 1 tot 3 maanden;Gemeenten;2004;1.1;;0.1;1.0;;;;;;;;;;;;
341;Zoekperiode tussen 1 tot 3 maanden;Gemeenten;2006;1.8;;0.3;1.5;0.1;0.1;0.6;0.9;0.1;;0.0;0.1;0.5;0.9;0.3;
342;Zoekperiode tussen 1 tot 3 maanden;Gemeenten;2008;2.5;0.0;0.2;2.3;0.2;0.1;0.8;1.1;0.3;;0.0;0.1;0.7;1.6;0.2;
343;Zoekperiode tussen 1 tot 3 maanden;Onderwijs;2000;1.3;0.1;0.4;0.9;0.0;0.1;0.1;0.9;0.2;0.0;0.0;0.1;0.2;0.9;0.2;0.0
344;Zoekperiode tussen 1 tot 3 maanden;Onderwijs;2001;1.9;0.1;0.4;1.5;0.0;0.1;0.3;1.4;0.1;0.0;0.0;0.1;0.4;1.4;0.1;0.0
345;Zoekperiode tussen 1 tot 3 maanden;Onderwijs;2002;1.1;0.0;0.3;0.8;0.0;0.1;0.2;0.6;0.2;;0.0;0.0;0.2;0.6;0.1;
346;Zoekperiode tussen 1 tot 3 maanden;Onderwijs;2003;0.6;0.0;0.2;0.5;0.0;0.0;0.1;0.4;0.1;;0.0;0.0;0.1;0.5;0.1;
347;Zoekperiode tussen 1 tot 3 maanden;Onderwijs;2004;1.4;0.0;0.0;1.4;;;;;;;;;;;;
348;Zoekperiode tussen 1 tot 3 maanden;Onderwijs;2006;1.6;0.0;0.2;1.4;0.0;0.0;0.4;0.9;0.2;;0.0;0.0;0.2;1.0;0.4;
349;Zoekperiode tussen 1 tot 3 maanden;Onderwijs;2008;2.3;0.0;0.2;2.1;0.1;0.0;0.4;1.5;0.3;;0.0;0.0;0.3;1.6;0.4;
350;Zoekperiode tussen 1 tot 3 maanden;Politie;2000;0.3;0.0;0.0;0.3;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.2;0.1;0.0;0.0
351;Zoekperiode tussen 1 tot 3 maanden;Politie;2001;0.5;0.0;0.0;0.5;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0
352;Zoekperiode tussen 1 tot 3 maanden;Politie;2002;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
353;Zoekperiode tussen 1 tot 3 maanden;Politie;2003;0.2;0.0;0.0;0.2;0.0;0.0;0.1;0.0;0.0;;0.0;0.0;0.1;0.0;0.0;
354;Zoekperiode tussen 1 tot 3 maanden;Politie;2004;0.1;;;0.1;;;;;;;;;;;;
355;Zoekperiode tussen 1 tot 3 maanden;Politie;2006;0.7;;;0.7;0.0;0.0;0.6;0.0;0.0;;0.0;0.1;0.6;0.1;0.0;
356;Zoekperiode tussen 1 tot 3 maanden;Politie;2008;0.6;;;0.6;0.0;0.0;0.5;0.0;0.0;;;0.0;0.5;0.0;0.0;
357;Zoekperiode tussen 1 tot 3 maanden;Defensie;2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
358;Zoekperiode tussen 1 tot 3 maanden;Defensie;2001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
359;Zoekperiode tussen 1 tot 3 maanden;Defensie;2002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
360;Zoekperiode tussen 1 tot 3 maanden;Defensie;2003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
361;Zoekperiode tussen 1 tot 3 maanden;Defensie;2004;0.0;;;0.0;;;;;;;;;;;;
362;Zoekperiode tussen 1 tot 3 maanden;Defensie;2006;0.0;;;0.0;0.0;;;;;;;;0.0;;;
363;Zoekperiode tussen 1 tot 3 maanden;Defensie;2008;;;;;;;;;;;;;;;;
364;Zoekperiode tussen 1 tot 3 maanden;Rechterlijke macht;2000;;;;;;;;;;;;;;;;
365;Zoekperiode tussen 1 tot 3 maanden;Rechterlijke macht;2001;;;;;;;;;;;;;;;;
366;Zoekperiode tussen 1 tot 3 maanden;Rechterlijke macht;2002;;;;;;;;;;;;;;;;
367;Zoekperiode tussen 1 tot 3 maanden;Rechterlijke macht;2003;;;;;;;;;;;;;;;;
368;Zoekperiode tussen 1 tot 3 maanden;Rechterlijke macht;2004;;;;;;;;;;;;;;;;
369;Zoekperiode tussen 1 tot 3 maanden;Rechterlijke macht;2006;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;
370;Zoekperiode tussen 1 tot 3 maanden;Rechterlijke macht;2008;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;
371;Zoekperiode tussen 1 tot 3 maanden;Waterschappen;2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
