ID;Perioden;TotaalPersonenautoS_1;AlfaRomeo_2;Audi_3;BMW_4;Chevrolet_5;ChryslerUSA_6;Citroen_7;Dacia_8;Daewoo_9;Daihatsu_10;Dethleffs_11;Fiat_12;Ford_13;Honda_14;Hymer_15;Hyundai_16;Infiniti_17;Jaguar_18;Jeep_19;Kia_20;Lada_21;Lancia_22;Landrover_23;Lexus_24;Mazda_25;MCCSmart_26;Mercedes_27;MiniCooper_28;Mitsubishi_29;Nissan_30;Opel_31;Peugeot_32;Porsche_33;Renault_34;Rover_35;Saab_36;Seat_37;Skoda_38;Ssangyong_39;Subaru_40;Suzuki_41;Toyota_42;Volkswagen_43;Volvo_44;Yamaha_45;OverigeMerken_46;TotaalBedrijfsvoertuigen_47;Bestelauto_48;VrachtautoExclTrekkerVoorOplegger_49;TrekkerVoorOplegger_50;Bus_51;SpeciaalVoertuig_52;OnbekendeTypen_53;TotaalMotorfietsen_54;k_51150Cc_55;k_151250Cc_56;k_251350Cc_57;k_351450Cc_58;k_451550Cc_59;k_551650Cc_60;k_651750Cc_61;k_751950Cc_62;k_951CcEnMeer_63;OnbekendeCilinderinhoud_64;TotaalPersonenautoS_65;AlfaRomeo_66;Audi_67;Austin_68;AutoBianchi_69;BMW_70;Buick_71;Cadillac_72;Chevrolet_73;Chrysler_74;Citroen_75;Daewoo_76;Daf_77;Daihatsu_78;Daimler_79;Datsun_80;Fiat_81;Ford_82;Honda_83;Hyundai_84;Jaguar_85;Jeep_86;Kia_87;Lada_88;Lancia_89;Landrover_90;Mazda_91;MercedesBenz_92;Mercury_93;MG_94;Mini_95;Mitsubishi_96;Nissan_97;Oldsmobile_98;Opel_99;Peugeot_100;Pontiac_101;Porsche_102;Renault_103;Rover_104;Saab_105;Seat_106;Skoda_107;Subaru_108;Suzuki_109;Talbot_110;Toyota_111;Triumph_112;Volkswagen_113;Volvo_114;OverigeMerken_115;k_0650Kg_116;k_651750Kg_117;k_751850Kg_118;k_851950Kg_119;k_9511050Kg_120;k_10511150Kg_121;k_11511250Kg_122;k_12511350Kg_123;k_13511450Kg_124;k_14511550Kg_125;k_15511650Kg_126;k_16511750Kg_127;k_17511850Kg_128;k_18511950Kg_129;k_19512050Kg_130;k_20512150Kg_131;k_21512250Kg_132;k_22512350Kg_133;k_23512450Kg_134;k_2451EnMeer_135;k_2004_136;k_2003_137;k_2002_138;k_2001_139;k_2000_140;k_1999_141;k_1998_142;k_1997_143;k_1996_144;k_1995_145;k_1994_146;k_1993_147;k_1992_148;k_1991_149;k_1990_150;k_1989_151;k_1988_152;k_1987_153;k_1986_154;k_1985_155;k_1984_156;OverigeBouwjaren_157;Benzine_158;Diesel_159;LPG_160;OverigeBrandstofsoorten_161;k_18Tot20Jaar_162;k_20Tot25Jaar_163;k_25Tot30Jaar_164;k_30Tot40Jaar_165;k_40Tot50Jaar_166;k_50Tot60Jaar_167;k_60Tot65Jaar_168;k_65JaarEnOuder_169;k_01Tot18Jaar_170;Bedrijf_171;TotaalBedrijfsvoertuigen_172;TotaalBestelautoS_173;Asfaltkipper_174;Combinatiewagen_175;GeconditioneerdVoertuig_176;GeslotenWagen_177;Kipper_178;OpenWagen_179;Resteelwagen_180;Speciaalwagen_181;Tankwagen_182;Terreinvoertuig_183;Veewagen_184;VoorWisselbareOpbouw_185;OnbekendNvt_186;k_2004_187;k_2003_188;k_2002_189;k_2001_190;k_2000_191;k_1999_192;k_1998_193;k_1997_194;k_1996_195;k_1995_196;k_1994_197;k_1993_198;k_1992_199;k_1991_200;k_1990_201;k_1989_202;k_1988_203;k_1987_204;k_1986_205;k_1985_206;k_1984_207;OverigeBouwjaren_208;TotaalVrachtautoS_209;Asfaltkipper_210;Betonmolen_211;Combinatiewagen_212;GeconditioneerdVoertuig_213;GeslotenWagen_214;Kipper_215;OpenWagen_216;Resteelwagen_217;Speciaalwagen_218;Tankwagen_219;Terreinvoertuig_220;Veewagen_221;VoorWisselbareOpbouw_222;OnbekendNvt_223;k_2004_224;k_2003_225;k_2002_226;k_2001_227;k_2000_228;k_1999_229;k_1998_230;k_1997_231;k_1996_232;k_1995_233;k_1994_234;k_1993_235;k_1992_236;k_1991_237;k_1990_238;k_1989_239;k_1988_240;k_1987_241;k_1986_242;k_1985_243;k_1984_244;OverigeBouwjaren_245;TotaalTrekkers_246;k_2004_247;k_2003_248;k_2002_249;k_2001_250;k_2000_251;k_1999_252;k_1998_253;k_1997_254;k_1996_255;k_1995_256;k_1994_257;k_1993_258;k_1992_259;k_1991_260;k_1990_261;k_1989_262;k_1988_263;k_1987_264;k_1986_265;k_1985_266;k_1984_267;OverigeBouwjaren_268;TotaalSpecialeVoertuigen_269;Ambulance_270;Bergingsvoertuig_271;Betonpomp_272;Brandweerwagen_273;Compressorwagen_274;DraglineTractor_275;Hoogwerker_276;KaalChassis_277;Kampeerauto_278;Kolkenzuiger_279;Kraanwagen_280;Ladderwagen_281;Reinigingswagen_282;Servicewagen_283;Takelwagen_284;VoorVervoerBoten_285;VoorVervoerPersonen_286;VoorVervoerVoertuigen_287;Vuilniswagen_288;Winkelwagen_289;OnbekendNvt_290;k_2004_291;k_2003_292;k_2002_293;k_2001_294;k_2000_295;k_1999_296;k_1998_297;k_1997_298;k_1996_299;k_1995_300;k_1994_301;k_1993_302;k_1992_303;k_1991_304;k_1990_305;k_1989_306;k_1988_307;k_1987_308;k_1986_309;k_1985_310;k_1984_311;OverigeBouwjaren_312;TotaalBussen_313;k_2004_314;k_2003_315;k_2002_316;k_2001_317;k_2000_318;k_1999_319;k_1998_320;k_1997_321;k_1996_322;k_1995_323;k_1994_324;k_1993_325;k_1992_326;k_1991_327;k_1990_328;k_1989_329;k_1988_330;k_1987_331;k_1986_332;k_1985_333;k_1984_334;OverigeBouwjaren_335;TotaalMotorfietsen_336;AJS_337;Aprilia_338;Benelli_339;Bimota_340;BMW_341;BSA_342;Buell_343;Cagiva_344;CZ_345;DKW_346;Dnepr_347;Ducati_348;Eigenbouw_349;EML_350;Enfield_351;FanticMotor_352;Gilera_353;HarleyDavidson_354;Heinkel_355;Honda_356;Husqvarna_357;Jawa_358;KTM_359;Kawasaki_360;Kreidler_361;Lambretta_362;Laverda_363;MZ_364;Maico_365;Matchless_366;Montesa_367;MotoGuzzi_368;MotoMorini_369;NSU_370;Norton_371;Peugeot_372;Piaggio_373;Sparta_374;Suzuki_375;Triumph_376;Ural_377;Vespa_378;WBH_379;Yamaha_380;Zuendapp_381;OverigeMerken_382;k_2004_383;k_2003_384;k_2002_385;k_2001_386;k_2000_387;k_1999_388;k_1998_389;k_1997_390;k_1996_391;k_1995_392;k_1994_393;k_1993_394;k_1992_395;k_1991_396;k_1990_397;k_1989_398;k_1988_399;k_1987_400;k_1986_401;k_1985_402;k_1984_403;OverigeBouwjaren_404;k_18Tot20Jaar_405;k_20Tot25Jaar_406;k_25Tot30Jaar_407;k_30Tot40Jaar_408;k_40Tot50Jaar_409;k_50Tot60Jaar_410;k_60Tot65Jaar_411;k_65JaarEnOuder_412;k_01Tot18Jaar_413;Bedrijf_414
0;1997;478318;5562.0;10943.0;10684.0;532.0;2695.0;16211.0;;8275.0;7204.0;;20808.0;41631.0;8285.0;;9177.0;;480.0;625.0;1612.0;549.0;2626.0;513.0;92.0;15508.0;;12055.0;;13669.0;17291.0;62437.0;34109.0;208.0;39328.0;5331.0;2471.0;9919.0;1025.0;;2364.0;15686.0;21236.0;57081.0;19053.0;;1043.0;96352;81575;7054;6971;372;336;44;16153;279.0;557.0;82.0;191.0;815.0;3820.0;2065.0;2646.0;4953.0;745.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1998;543110;8923.0;11716.0;12011.0;597.0;2697.0;18090.0;;11068.0;7859.0;;24661.0;45347.0;7881.0;;9452.0;;572.0;719.0;1478.0;303.0;2799.0;886.0;285.0;16238.0;485.0;14858.0;;14799.0;18693.0;71719.0;37983.0;262.0;46918.0;6142.0;3553.0;14077.0;2114.0;;3073.0;16348.0;25181.0;63453.0;19168.0;;702.0;114821;96178;8365;9328;528;391;31;14602;255.0;633.0;61.0;135.0;464.0;3840.0;1410.0;2639.0;4525.0;640.0;1720971.0;25209.0;30201.0;3359.0;554.0;55577.0;592.0;544.0;4309.0;6373.0;75737.0;5622.0;700.0;22957.0;512.0;447.0;84103.0;168301.0;44552.0;17099.0;2038.0;2111.0;1398.0;2084.0;6650.0;1001.0;60897.0;58863.0;873.0;1225.0;4830.0;32749.0;74552.0;388.0;264228.0;112280.0;2907.0;4835.0;103718.0;9486.0;7882.0;28277.0;2044.0;12031.0;52022.0;575.0;70279.0;1078.0;185686.0;61414.0;5822.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;155728.0;130645.0;3.0;142.0;275.0;115950.0;229.0;13443.0;184.0;82.0;6.0;2.0;220.0;107.0;2.0;;;;;;;;;;;;;;;;;;;;;;;9999.0;11.0;70.0;0.0;923.0;3643.0;765.0;2089.0;8.0;91.0;211.0;0.0;318.0;1869.0;1.0;;;;;;;;;;;;;;;;;;;;;;;7808.0;;;;;;;;;;;;;;;;;;;;;;;6400.0;4.0;9.0;14.0;135.0;6.0;1.0;81.0;24.0;2937.0;59.0;264.0;7.0;60.0;732.0;35.0;5.0;4.0;1147.0;545.0;331.0;0.0;;;;;;;;;;;;;;;;;;;;;;;876.0;;;;;;;;;;;;;;;;;;;;;;;75675.0;30.0;245.0;35.0;33.0;4596.0;150.0;28.0;196.0;64.0;81.0;36.0;905.0;383.0;33.0;51.0;30.0;34.0;2323.0;73.0;25977.0;202.0;459.0;765.0;9754.0;48.0;27.0;0.0;276.0;21.0;52.0;88.0;981.0;30.0;36.0;96.0;35.0;98.0;27.0;12811.0;503.0;72.0;343.0;43.0;12776.0;134.0;695.0;;;;;;;1245.0;3358.0;3571.0;3748.0;3766.0;4744.0;4544.0;4147.0;3524.0;3240.0;3358.0;3710.0;4647.0;4083.0;3335.0;20655.0;;;;;;;;;;
2;1999 januari;91946;1474.0;1819.0;2056.0;88.0;460.0;3099.0;;1421.0;1162.0;;3619.0;7607.0;1004.0;;1465.0;;90.0;65.0;188.0;1.0;374.0;223.0;29.0;3844.0;250.0;3000.0;;1491.0;2064.0;12422.0;6950.0;51.0;10105.0;884.0;640.0;2764.0;289.0;;715.0;2000.0;3462.0;11771.0;2912.0;;88.0;15230;13408;725;996;38;63;0;1082;24.0;45.0;9.0;40.0;22.0;329.0;61.0;123.0;377.0;52.0;150201.0;2107.0;2871.0;231.0;46.0;4738.0;44.0;43.0;336.0;539.0;6169.0;498.0;53.0;2060.0;46.0;31.0;7278.0;14488.0;3781.0;1477.0;182.0;186.0;145.0;170.0;546.0;98.0;5481.0;5057.0;65.0;73.0;386.0;2897.0;6630.0;32.0;23119.0;9744.0;186.0;374.0;9004.0;863.0;651.0;2486.0;163.0;1114.0;4666.0;35.0;6252.0;78.0;16824.0;5440.0;418.0;;;;;;;;;;;;;;;;;;;;;;;;;;1321.0;6846.0;6690.0;9884.0;11271.0;9899.0;7669.0;9800.0;9574.0;9945.0;10305.0;10402.0;12300.0;11563.0;8726.0;5452.0;8554.0;;;;;;;;;;;;;;;14403.0;12340.0;0.0;11.0;22.0;11028.0;36.0;1181.0;14.0;7.0;0.0;8.0;24.0;9.0;0.0;;;;;;;;;;;;;;;;;;;;;;;900.0;0.0;3.0;0.0;74.0;349.0;64.0;211.0;1.0;6.0;18.0;0.0;16.0;157.0;1.0;;;;;;;;;;;;;;;;;;;;;;;683.0;;;;;;;;;;;;;;;;;;;;;;;430.0;0.0;2.0;0.0;3.0;0.0;0.0;9.0;0.0;158.0;7.0;18.0;1.0;5.0;61.0;1.0;0.0;0.0;96.0;45.0;24.0;0.0;;;;;;;;;;;;;;;;;;;;;;;50.0;;;;;;;;;;;;;;;;;;;;;;;4480.0;2.0;19.0;1.0;2.0;340.0;6.0;6.0;15.0;2.0;6.0;3.0;49.0;19.0;2.0;3.0;0.0;6.0;142.0;6.0;1482.0;15.0;26.0;48.0;560.0;4.0;2.0;0.0;19.0;1.0;1.0;7.0;57.0;1.0;2.0;12.0;3.0;8.0;2.0;735.0;31.0;5.0;20.0;6.0;740.0;10.0;54.0;;;;;;15.0;195.0;216.0;216.0;201.0;215.0;256.0;222.0;242.0;189.0;175.0;187.0;212.0;255.0;208.0;184.0;1292.0;;;;;;;;;;
3;1999 februari;51806;893.0;639.0;1141.0;71.0;107.0;1787.0;;840.0;708.0;;2524.0;3132.0;669.0;;791.0;;30.0;30.0;120.0;1.0;198.0;94.0;9.0;2278.0;171.0;1553.0;;999.0;1260.0;7582.0;3815.0;16.0;5914.0;354.0;382.0;1493.0;185.0;;350.0;1175.0;1945.0;7063.0;1434.0;;53.0;9126;7820;589;689;6;22;0;999;21.0;36.0;6.0;38.0;25.0;298.0;56.0;131.0;351.0;37.0;147901.0;2113.0;2766.0;215.0;37.0;4671.0;61.0;47.0;355.0;594.0;5969.0;535.0;59.0;1982.0;34.0;34.0;6877.0;14015.0;3711.0;1587.0;154.0;161.0;149.0;176.0;618.0;99.0;5353.0;5075.0;66.0;60.0;377.0;3098.0;6306.0;26.0;22743.0;9827.0;245.0;325.0;9224.0;874.0;684.0;2461.0;181.0;1072.0;4582.0;25.0;5900.0;62.0;16537.0;5349.0;430.0;;;;;;;;;;;;;;;;;;;;;;;;;;1351.0;6627.0;7227.0;10357.0;11048.0;9344.0;7577.0;9564.0;9584.0;9659.0;10253.0;10149.0;12084.0;11356.0;8256.0;5341.0;8124.0;;;;;;;;;;;;;;;13983.0;11989.0;0.0;7.0;35.0;10680.0;20.0;1193.0;21.0;5.0;0.0;2.0;19.0;7.0;0.0;;;;;;;;;;;;;;;;;;;;;;;802.0;0.0;6.0;0.0;72.0;294.0;66.0;141.0;3.0;5.0;21.0;0.0;36.0;158.0;0.0;;;;;;;;;;;;;;;;;;;;;;;613.0;;;;;;;;;;;;;;;;;;;;;;;541.0;1.0;0.0;0.0;10.0;1.0;0.0;8.0;2.0;197.0;9.0;28.0;0.0;11.0;71.0;3.0;0.0;0.0;96.0;76.0;28.0;0.0;;;;;;;;;;;;;;;;;;;;;;;38.0;;;;;;;;;;;;;;;;;;;;;;;4217.0;2.0;16.0;1.0;2.0;291.0;9.0;3.0;16.0;4.0;3.0;1.0;52.0;27.0;3.0;6.0;1.0;5.0;147.0;3.0;1414.0;16.0;24.0;61.0;506.0;3.0;1.0;0.0;13.0;1.0;3.0;5.0;60.0;0.0;4.0;8.0;3.0;3.0;5.0;701.0;33.0;6.0;16.0;4.0;675.0;7.0;53.0;;;;;;16.0;168.0;202.0;191.0;191.0;214.0;233.0;248.0;193.0;162.0;178.0;197.0;206.0;248.0;225.0;175.0;1170.0;;;;;;;;;;
4;1999 maart;61002;1279.0;1065.0;1439.0;91.0;279.0;1766.0;;1540.0;814.0;;2585.0;4968.0;807.0;;1314.0;;34.0;54.0;177.0;2.0;245.0;110.0;16.0;2136.0;232.0;1980.0;;1455.0;2682.0;7352.0;4234.0;37.0;5174.0;395.0;506.0;1482.0;316.0;;416.0;1557.0;2098.0;8150.0;2146.0;;69.0;10775;9079;805;814;32;44;1;2773;33.0;63.0;5.0;67.0;45.0;851.0;194.0;434.0;982.0;99.0;175568.0;2505.0;3225.0;238.0;45.0;5424.0;50.0;55.0;446.0;636.0;7269.0;604.0;76.0;2291.0;37.0;42.0;8349.0;16890.0;4480.0;1809.0;200.0;216.0;148.0;206.0;745.0;100.0;6368.0;6053.0;95.0;110.0;433.0;3742.0;7512.0;29.0;27072.0;11469.0;250.0;454.0;10841.0;975.0;816.0;2890.0;233.0;1235.0;5353.0;44.0;6857.0;100.0;19697.0;6262.0;592.0;;;;;;;;;;;;;;;;;;;;;;;;;;2069.0;8071.0;8305.0;12398.0;12779.0;10660.0;8844.0;11131.0;11176.0;11931.0;12319.0;12333.0;14493.0;13322.0;9661.0;6110.0;9966.0;;;;;;;;;;;;;;;17088.0;14323.0;0.0;13.0;39.0;12751.0;30.0;1420.0;16.0;10.0;0.0;1.0;26.0;16.0;1.0;;;;;;;;;;;;;;;;;;;;;;;1123.0;2.0;4.0;0.0;114.0;429.0;85.0;209.0;1.0;15.0;30.0;0.0;33.0;201.0;0.0;;;;;;;;;;;;;;;;;;;;;;;890.0;;;;;;;;;;;;;;;;;;;;;;;702.0;1.0;3.0;0.0;12.0;0.0;0.0;7.0;0.0;310.0;10.0;22.0;1.0;10.0;95.0;2.0;1.0;2.0;133.0;56.0;37.0;0.0;;;;;;;;;;;;;;;;;;;;;;;50.0;;;;;;;;;;;;;;;;;;;;;;;8650.0;0.0;30.0;5.0;3.0;512.0;13.0;6.0;23.0;10.0;13.0;4.0;113.0;25.0;4.0;7.0;2.0;9.0;257.0;5.0;2925.0;28.0;39.0;84.0;1078.0;5.0;5.0;0.0;28.0;3.0;4.0;8.0;110.0;2.0;1.0;7.0;1.0;11.0;1.0;1510.0;64.0;9.0;41.0;2.0;1541.0;14.0;88.0;;;;;;55.0;404.0;455.0;446.0;465.0;464.0;564.0;523.0;452.0;392.0;372.0;372.0;383.0;492.0;456.0;377.0;1978.0;;;;;;;;;;
5;1999 1e kwartaal;204754;3646.0;3523.0;4636.0;250.0;846.0;6652.0;;3801.0;2684.0;;8728.0;15707.0;2480.0;;3570.0;;154.0;149.0;485.0;4.0;817.0;427.0;54.0;8258.0;653.0;6533.0;;3945.0;6006.0;27356.0;14999.0;104.0;21193.0;1633.0;1528.0;5739.0;790.0;;1481.0;4732.0;7505.0;26984.0;6492.0;;210.0;35131;30307;2119;2499;76;129;1;4854;78.0;144.0;20.0;145.0;92.0;1478.0;311.0;688.0;1710.0;188.0;473670.0;6725.0;8862.0;684.0;128.0;14833.0;155.0;145.0;1137.0;1769.0;19407.0;1637.0;188.0;6333.0;117.0;107.0;22504.0;45393.0;11972.0;4873.0;536.0;563.0;442.0;552.0;1909.0;297.0;17202.0;16185.0;226.0;243.0;1196.0;9737.0;20448.0;87.0;72934.0;31040.0;681.0;1153.0;29069.0;2712.0;2151.0;7837.0;577.0;3421.0;14601.0;104.0;19009.0;240.0;53058.0;17051.0;1440.0;;;;;;;;;;;;;;;;;;;;;;;;;;4741.0;21544.0;22222.0;32639.0;35098.0;29903.0;24090.0;30495.0;30334.0;31535.0;32877.0;32884.0;38877.0;36241.0;26643.0;16903.0;26644.0;;;;;;;;;;;;;;;45474.0;38652.0;0.0;31.0;96.0;34459.0;86.0;3794.0;51.0;22.0;0.0;11.0;69.0;32.0;1.0;;;;;;;;;;;;;;;;;;;;;;;2825.0;2.0;13.0;0.0;260.0;1072.0;215.0;561.0;5.0;26.0;69.0;0.0;85.0;516.0;1.0;;;;;;;;;;;;;;;;;;;;;;;2186.0;;;;;;;;;;;;;;;;;;;;;;;1673.0;2.0;5.0;0.0;25.0;1.0;0.0;24.0;2.0;665.0;26.0;68.0;2.0;26.0;227.0;6.0;1.0;2.0;325.0;177.0;89.0;0.0;;;;;;;;;;;;;;;;;;;;;;;138.0;;;;;;;;;;;;;;;;;;;;;;;17347.0;4.0;65.0;7.0;7.0;1143.0;28.0;15.0;54.0;16.0;22.0;8.0;214.0;71.0;9.0;16.0;3.0;20.0;546.0;14.0;5821.0;59.0;89.0;193.0;2144.0;12.0;8.0;0.0;60.0;5.0;8.0;20.0;227.0;3.0;7.0;27.0;7.0;22.0;8.0;2946.0;128.0;20.0;77.0;12.0;2956.0;31.0;195.0;;;;;;86.0;767.0;873.0;853.0;857.0;893.0;1053.0;993.0;887.0;743.0;725.0;756.0;801.0;995.0;889.0;736.0;4440.0;;;;;;;;;;
6;1999 april;58856;977.0;1228.0;1127.0;111.0;332.0;2384.0;;1206.0;1179.0;;2025.0;5386.0;748.0;;1046.0;;104.0;126.0;241.0;1.0;163.0;81.0;71.0;2000.0;141.0;1655.0;;1392.0;931.0;7636.0;4104.0;48.0;5498.0;492.0;436.0;1396.0;295.0;;476.0;1957.0;2706.0;7218.0;1869.0;;70.0;9762;8307;690;645;69;51;0;2598;78.0;48.0;9.0;93.0;68.0;718.0;156.0;401.0;922.0;105.0;175231.0;2504.0;3294.0;248.0;47.0;5495.0;52.0;54.0;428.0;700.0;7170.0;684.0;73.0;2292.0;41.0;36.0;8250.0;16642.0;4429.0;1937.0;221.0;250.0;200.0;241.0;666.0;126.0;6503.0;6220.0;90.0;145.0;432.0;3512.0;7629.0;37.0;26563.0;11641.0;293.0;483.0;10941.0;1128.0;793.0;2858.0;224.0;1107.0;5189.0;46.0;6754.0;101.0;19506.0;6283.0;673.0;;;;;;;;;;;;;;;;;;;;;;;;;;3187.0;9032.0;9380.0;13210.0;12918.0;10929.0;8741.0;11241.0;11122.0;11379.0;11957.0;11685.0;13788.0;12529.0;9035.0;5528.0;9570.0;;;;;;;;;;;;;;;18631.0;15476.0;0.0;7.0;36.0;13881.0;27.0;1468.0;14.0;7.0;0.0;1.0;22.0;12.0;1.0;;;;;;;;;;;;;;;;;;;;;;;1149.0;2.0;8.0;0.0;136.0;411.0;93.0;234.0;1.0;11.0;19.0;0.0;38.0;196.0;0.0;;;;;;;;;;;;;;;;;;;;;;;987.0;;;;;;;;;;;;;;;;;;;;;;;822.0;0.0;1.0;0.0;13.0;0.0;1.0;3.0;3.0;396.0;9.0;41.0;2.0;7.0;83.0;2.0;0.0;1.0;138.0;93.0;29.0;0.0;;;;;;;;;;;;;;;;;;;;;;;197.0;;;;;;;;;;;;;;;;;;;;;;;10048.0;2.0;27.0;2.0;6.0;569.0;19.0;7.0;23.0;6.0;8.0;3.0;139.0;38.0;2.0;3.0;5.0;9.0;314.0;6.0;3476.0;17.0;45.0;88.0;1303.0;4.0;3.0;0.0;24.0;1.0;3.0;8.0;104.0;3.0;5.0;9.0;2.0;15.0;0.0;1751.0;70.0;5.0;34.0;4.0;1801.0;8.0;77.0;;;;;;79.0;352.0;524.0;448.0;489.0;539.0;660.0;644.0;581.0;436.0;420.0;422.0;512.0;623.0;555.0;450.0;2314.0;;;;;;;;;;
7;1999 mei;54076;867.0;943.0;1173.0;78.0;246.0;1506.0;;1219.0;773.0;;2351.0;5718.0;648.0;;944.0;;99.0;127.0;183.0;0.0;210.0;92.0;93.0;1552.0;240.0;1256.0;;1765.0;1644.0;7236.0;3416.0;38.0;4845.0;417.0;377.0;1592.0;268.0;;340.0;1959.0;2437.0;6082.0;1295.0;;47.0;8836;7865;450;384;106;31;0;2278;50.0;45.0;8.0;68.0;63.0;648.0;164.0;333.0;810.0;89.0;166795.0;2491.0;3249.0;242.0;33.0;5483.0;67.0;62.0;441.0;728.0;6719.0;723.0;78.0;2123.0;48.0;37.0;7875.0;15812.0;4257.0;1769.0;203.0;213.0;161.0;184.0;644.0;100.0;5944.0;6048.0;89.0;158.0;425.0;3388.0;7130.0;40.0;25131.0;10946.0;281.0;512.0;10132.0;948.0;796.0;2738.0;207.0;1082.0;5046.0;46.0;6365.0;131.0;18951.0;5821.0;698.0;;;;;;;;;;;;;;;;;;;;;;;;;;2985.0;7850.0;8107.0;11802.0;11390.0;9213.0;8279.0;10576.0;10904.0;11189.0;11680.0;11810.0;14162.0;12549.0;9048.0;5523.0;9728.0;;;;;;;;;;;;;;;16127.0;13676.0;0.0;10.0;43.0;12251.0;19.0;1290.0;19.0;6.0;0.0;0.0;25.0;13.0;0.0;;;;;;;;;;;;;;;;;;;;;;;914.0;1.0;9.0;0.0;103.0;334.0;78.0;186.0;2.0;7.0;10.0;0.0;27.0;157.0;0.0;;;;;;;;;;;;;;;;;;;;;;;727.0;;;;;;;;;;;;;;;;;;;;;;;674.0;0.0;1.0;0.0;9.0;1.0;0.0;3.0;4.0;372.0;12.0;15.0;0.0;2.0;76.0;4.0;0.0;1.0;101.0;51.0;22.0;0.0;;;;;;;;;;;;;;;;;;;;;;;136.0;;;;;;;;;;;;;;;;;;;;;;;10507.0;6.0;42.0;1.0;3.0;606.0;25.0;6.0;27.0;9.0;9.0;5.0;140.0;54.0;2.0;4.0;1.0;16.0;291.0;8.0;3667.0;30.0;55.0;85.0;1347.0;2.0;2.0;0.0;37.0;5.0;9.0;11.0;96.0;2.0;5.0;10.0;6.0;11.0;6.0;1772.0;85.0;2.0;48.0;4.0;1852.0;11.0;92.0;;;;;;110.0;339.0;528.0;489.0;463.0;478.0;622.0;621.0;567.0;469.0;436.0;474.0;511.0;663.0;594.0;466.0;2677.0;;;;;;;;;;
8;1999 juni;58669;942.0;1041.0;1283.0;84.0;346.0;1954.0;;1654.0;665.0;;2567.0;4694.0;589.0;;1165.0;;164.0;136.0;319.0;1.0;195.0;123.0;99.0;1829.0;208.0;1386.0;;1653.0;1489.0;7212.0;4116.0;22.0;5932.0;583.0;352.0;1943.0;315.0;;460.0;1641.0;2456.0;7349.0;1635.0;;67.0;11973;10028;915;887;98;41;4;2160;53.0;50.0;3.0;66.0;51.0;659.0;150.0;314.0;724.0;90.0;178995.0;2553.0;3467.0;260.0;51.0;5785.0;65.0;50.0;492.0;858.0;7276.0;700.0;75.0;2255.0;53.0;42.0;8522.0;17377.0;4398.0;1839.0;238.0;303.0;192.0;215.0;758.0;171.0;6057.0;6880.0;84.0;132.0;444.0;3544.0;7528.0;41.0;26839.0;11798.0;319.0;552.0;10934.0;1060.0;833.0;2778.0;217.0;1195.0;5260.0;60.0;7164.0;118.0;20078.0;6374.0;711.0;;;;;;;;;;;;;;;;;;;;;;;;;;3484.0;8019.0;9113.0;12146.0;12541.0;10526.0;9123.0;11376.0;11650.0;11873.0;12486.0;12550.0;14478.0;13363.0;9603.0;6129.0;10535.0;;;;;;;;;;;;;;;18470.0;15510.0;0.0;15.0;77.0;13824.0;18.0;1507.0;21.0;12.0;0.0;1.0;22.0;13.0;0.0;;;;;;;;;;;;;;;;;;;;;;;1154.0;0.0;12.0;0.0;161.0;407.0;105.0;198.0;1.0;16.0;19.0;0.0;28.0;207.0;0.0;;;;;;;;;;;;;;;;;;;;;;;896.0;;;;;;;;;;;;;;;;;;;;;;;788.0;1.0;1.0;0.0;14.0;1.0;0.0;13.0;6.0;394.0;14.0;53.0;1.0;6.0;66.0;5.0;1.0;0.0;115.0;59.0;38.0;0.0;;;;;;;;;;;;;;;;;;;;;;;122.0;;;;;;;;;;;;;;;;;;;;;;;10052.0;1.0;37.0;2.0;0.0;579.0;8.0;5.0;26.0;6.0;15.0;4.0;141.0;45.0;6.0;7.0;5.0;15.0;296.0;9.0;3411.0;22.0;56.0;80.0;1284.0;5.0;2.0;0.0;27.0;2.0;4.0;8.0;146.0;6.0;3.0;11.0;4.0;9.0;2.0;1735.0;67.0;8.0;35.0;3.0;1824.0;15.0;76.0;;;;;;142.0;295.0;405.0;455.0;480.0;473.0;604.0;607.0;538.0;478.0;427.0;481.0;504.0;608.0;566.0;448.0;2541.0;;;;;;;;;;
