ID;Geslacht;Leeftijd;SBI93;SocialeVerzekeringsdagen;Perioden;WerknemersTotaal_1;ZonderAndereInkomstenbron_2;MetAndereInkomstenbronTotaal_3;MetUitkeringTotaal_4;MetAOUitkering_5;MetWWUitkering_6;MetBijstandsuitkering_7;MetAndereUitkering_8;MetPensioen_9;MetArbeidAlsZelfstandige_10;WerknemersTotaal_11;ZonderAndereInkomstenbron_12;MetAndereInkomstenbronTotaal_13;MetUitkeringTotaal_14;MetAOUitkering_15;MetWWUitkering_16;MetBijstandsuitkering_17;MetAndereUitkering_18;MetPensioen_19;MetArbeidAlsZelfstandige_20
5793;Totaal mannen en vrouwen;4;0;100 tot 200 SV-dagen;2002, vrijdag 27 september;168.8;158.0;10.7;8.8;1.3;0.7;1.0;6.1;0.0;1.9;8.1;8.0;8.2;7.8;6.8;9.9;6.4;8.1;;9.6
5794;Totaal mannen en vrouwen;4;0;100 tot 200 SV-dagen;2003, vrijdag 26 september;170.6;160.2;10.4;8.6;1.2;1.2;1.0;5.4;0.0;1.9;8.2;8.2;8.1;7.8;6.6;9.7;6.3;8.0;;9.5
5795;Totaal mannen en vrouwen;4;0;100 tot 200 SV-dagen;2004, vrijdag 24 september;173.7;163.5;10.2;8.4;1.1;1.3;0.9;5.3;0.0;1.8;8.2;8.2;8.2;7.9;6.7;10.2;6.0;7.9;;9.6
5796;Totaal mannen en vrouwen;4;0;100 tot 200 SV-dagen;2005, vrijdag 30 september;180.1;169.8;10.3;8.6;1.1;1.2;1.0;5.4;0.0;1.8;8.2;8.2;8.1;7.8;6.2;10.0;6.1;8.0;;9.7
5797;Totaal mannen en vrouwen;4;0;100 tot 200 SV-dagen;2006, vrijdag 29 september;197.5;182.8;14.7;12.4;1.3;0.6;0.9;9.7;0.0;2.5;8.5;8.5;8.9;8.6;6.6;11.0;6.6;8.9;;10.5
5798;Totaal mannen en vrouwen;4;0;100 tot 200 SV-dagen;2007, vrijdag 28 september;206.4;193.7;12.7;10.5;1.8;0.3;0.6;7.9;0.0;2.3;8.8;8.8;8.9;8.5;6.7;11.6;6.7;8.9;;11.0
5799;Totaal mannen en vrouwen;4;0;100 tot 200 SV-dagen;2008, vrijdag 26 september;209.4;197.5;11.8;9.7;1.9;0.3;0.6;7.0;0.0;2.2;9.0;9.0;9.2;8.7;6.7;12.9;6.7;9.2;;11.5
5800;Totaal mannen en vrouwen;4;0;200 tot 260 SV-dagen;1999, vrijdag 24 september;183.0;174.8;8.3;7.1;1.1;0.5;0.5;5.0;0.0;1.2;13.7;13.9;11.3;10.9;8.5;11.6;8.2;11.6;;14.0
5801;Totaal mannen en vrouwen;4;0;200 tot 260 SV-dagen;2000, vrijdag 29 september;192.0;184.4;7.6;6.2;1.5;0.3;0.4;4.1;0.0;1.4;14.6;14.7;11.9;11.3;9.1;12.8;8.7;12.2;;15.0
5802;Totaal mannen en vrouwen;4;0;200 tot 260 SV-dagen;2001, vrijdag 28 september;183.3;176.0;7.3;6.0;1.8;0.2;0.4;3.8;0.0;1.3;15.5;15.6;12.4;11.7;10.1;12.9;9.0;12.6;;15.4
5803;Totaal mannen en vrouwen;4;0;200 tot 260 SV-dagen;2002, vrijdag 27 september;184.1;177.7;6.4;5.2;1.9;0.2;0.3;2.8;0.0;1.3;16.0;16.1;12.9;12.2;10.9;13.2;8.8;13.3;;15.9
5804;Totaal mannen en vrouwen;4;0;200 tot 260 SV-dagen;2003, vrijdag 26 september;176.2;170.1;6.1;4.9;1.9;0.4;0.3;2.4;0.0;1.2;16.4;16.5;13.3;12.5;11.3;13.6;9.0;13.7;;16.6
5805;Totaal mannen en vrouwen;4;0;200 tot 260 SV-dagen;2004, vrijdag 24 september;160.7;154.5;6.1;5.1;1.9;0.6;0.3;2.5;0.0;1.0;16.2;16.3;13.1;12.6;11.1;14.1;7.7;14.0;;15.7
5806;Totaal mannen en vrouwen;4;0;200 tot 260 SV-dagen;2005, vrijdag 30 september;163.1;157.0;6.1;5.1;1.7;0.5;0.3;2.6;0.0;1.0;15.9;16.0;13.2;12.6;10.8;14.2;7.5;14.1;;16.1
5807;Totaal mannen en vrouwen;4;0;200 tot 260 SV-dagen;2006, vrijdag 29 september;195.3;184.8;10.5;8.7;2.6;0.3;0.3;5.7;0.0;1.8;17.7;17.9;15.1;14.3;11.4;15.3;8.2;15.8;;18.7
5808;Totaal mannen en vrouwen;4;0;200 tot 260 SV-dagen;2007, vrijdag 28 september;184.9;176.7;8.2;6.8;2.6;0.2;0.2;3.9;0.0;1.4;17.3;17.5;14.4;13.5;11.2;16.2;9.0;15.2;;18.5
5809;Totaal mannen en vrouwen;4;0;200 tot 260 SV-dagen;2008, vrijdag 26 september;184.7;177.2;7.4;6.1;2.5;0.2;0.2;3.3;0.0;1.4;17.9;18.0;14.8;13.8;11.1;17.6;8.9;15.7;;19.2
5810;Totaal mannen en vrouwen;4;0;260 of meer SV-dagen;1999, vrijdag 24 september;281.4;273.6;7.7;6.1;2.4;0.2;0.5;3.1;0.0;1.7;16.7;16.8;13.0;11.9;9.9;12.4;9.2;13.9;;16.8
5811;Totaal mannen en vrouwen;4;0;260 of meer SV-dagen;2000, vrijdag 29 september;282.5;274.9;7.6;5.8;2.6;0.2;0.4;2.7;0.0;1.8;17.3;17.5;13.3;12.1;10.3;12.1;11.2;13.9;;17.2
5812;Totaal mannen en vrouwen;4;0;260 of meer SV-dagen;2001, vrijdag 28 september;300.2;292.0;8.2;6.4;3.1;0.1;0.4;2.9;0.0;1.9;18.8;18.9;14.4;13.2;11.3;14.0;13.8;15.0;;18.6
5813;Totaal mannen en vrouwen;4;0;260 of meer SV-dagen;2002, vrijdag 27 september;281.8;274.5;7.3;5.7;3.2;0.1;0.3;2.1;0.0;1.7;19.5;19.6;14.7;13.4;12.0;13.4;12.7;15.6;;19.0
5814;Totaal mannen en vrouwen;4;0;260 of meer SV-dagen;2003, vrijdag 26 september;267.1;259.9;7.2;5.7;3.2;0.3;0.3;2.0;0.0;1.6;19.9;20.1;15.3;14.1;12.6;17.1;11.1;16.7;;19.5
5815;Totaal mannen en vrouwen;4;0;260 of meer SV-dagen;2004, vrijdag 24 september;258.3;251.4;6.9;5.4;3.1;0.2;0.3;1.9;0.0;1.5;19.9;20.0;14.9;13.7;12.6;13.7;8.9;16.2;;19.4
5816;Totaal mannen en vrouwen;4;0;260 of meer SV-dagen;2005, vrijdag 30 september;235.1;228.3;6.7;5.4;2.9;0.3;0.3;2.0;0.0;1.4;20.1;20.2;15.0;14.0;12.3;17.3;8.3;16.7;;19.2
5817;Totaal mannen en vrouwen;4;0;260 of meer SV-dagen;2006, vrijdag 29 september;188.8;181.3;7.5;5.9;2.7;0.1;0.2;2.9;0.0;1.7;21.1;21.3;17.6;16.3;12.6;18.8;9.6;19.9;;22.2
5818;Totaal mannen en vrouwen;4;0;260 of meer SV-dagen;2007, vrijdag 28 september;211.2;204.2;7.0;5.4;3.5;0.1;0.1;1.9;0.0;1.5;21.9;22.1;16.7;14.6;12.8;19.2;9.4;18.1;;23.9
5819;Totaal mannen en vrouwen;4;0;260 of meer SV-dagen;2008, vrijdag 26 september;216.4;210.2;6.2;4.7;3.2;0.1;0.1;1.5;0.0;1.5;22.9;23.0;17.3;15.1;12.9;20.7;9.4;19.7;;24.6
5820;Totaal mannen en vrouwen;4;1;Totaal SV-dagen;1999, vrijdag 24 september;16.7;15.6;1.1;0.5;0.2;0.0;0.1;0.2;0.0;0.6;12.4;12.6;9.8;7.3;6.0;;5.4;8.3;;11.8
5821;Totaal mannen en vrouwen;4;1;Totaal SV-dagen;2000, vrijdag 29 september;16.1;15.1;1.0;0.5;0.2;0.0;0.1;0.2;0.0;0.5;13.2;13.4;10.1;7.7;6.5;;5.5;8.6;;12.2
5822;Totaal mannen en vrouwen;4;1;Totaal SV-dagen;2001, vrijdag 28 september;14.7;13.8;0.9;0.5;0.2;0.0;0.0;0.2;0.0;0.4;13.7;13.9;10.4;7.8;7.3;;;8.5;;13.0
5823;Totaal mannen en vrouwen;4;1;Totaal SV-dagen;2002, vrijdag 27 september;14.6;13.7;0.9;0.5;0.2;0.0;0.1;0.2;0.0;0.4;14.4;14.6;10.8;8.6;8.1;;5.2;9.8;;13.4
5824;Totaal mannen en vrouwen;4;1;Totaal SV-dagen;2003, vrijdag 26 september;14.3;13.5;0.8;0.5;0.2;0.0;0.1;0.2;0.0;0.3;14.7;14.9;10.5;8.2;8.6;;3.6;8.2;;13.7
5825;Totaal mannen en vrouwen;4;1;Totaal SV-dagen;2004, vrijdag 24 september;14.3;13.5;0.8;0.4;0.2;0.0;0.0;0.1;0.0;0.4;14.2;14.4;10.7;8.2;8.3;;;8.8;;13.6
5826;Totaal mannen en vrouwen;4;1;Totaal SV-dagen;2005, vrijdag 30 september;13.5;12.7;0.7;0.4;0.2;0.0;0.1;0.2;0.0;0.3;13.7;13.9;10.0;7.4;7.2;;3.4;8.8;;13.9
5827;Totaal mannen en vrouwen;4;1;Totaal SV-dagen;2006, vrijdag 29 september;13.1;12.2;0.9;0.5;0.2;0.0;0.0;0.3;0.0;0.4;14.1;14.3;11.8;9.2;8.5;;;10.4;;15.5
5828;Totaal mannen en vrouwen;4;1;Totaal SV-dagen;2007, vrijdag 28 september;12.6;11.8;0.7;0.4;0.3;0.0;0.0;0.2;0.0;0.3;15.0;15.2;11.7;9.1;8.9;;;9.6;;15.5
5829;Totaal mannen en vrouwen;4;1;Totaal SV-dagen;2008, vrijdag 26 september;12.1;11.3;0.7;0.4;0.3;0.0;0.0;0.2;0.0;0.3;15.7;15.9;12.4;9.7;8.9;;;11.0;;16.7
5830;Totaal mannen en vrouwen;4;1;0 tot 50 SV-dagen;1999, vrijdag 24 september;0.6;0.6;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.4;1.4;1.5;;;;;;;
5831;Totaal mannen en vrouwen;4;1;0 tot 50 SV-dagen;2000, vrijdag 29 september;0.5;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.4;1.4;;;;;;;;
5832;Totaal mannen en vrouwen;4;1;0 tot 50 SV-dagen;2001, vrijdag 28 september;0.5;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.5;1.5;;;;;;;;
5833;Totaal mannen en vrouwen;4;1;0 tot 50 SV-dagen;2002, vrijdag 27 september;0.5;0.4;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.6;1.7;1.2;;;;;;;
5834;Totaal mannen en vrouwen;4;1;0 tot 50 SV-dagen;2003, vrijdag 26 september;0.5;0.5;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.6;1.6;1.2;;;;;;;
5835;Totaal mannen en vrouwen;4;1;0 tot 50 SV-dagen;2004, vrijdag 24 september;0.5;0.5;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.7;1.7;1.9;;;;;;;
5836;Totaal mannen en vrouwen;4;1;0 tot 50 SV-dagen;2005, vrijdag 30 september;0.2;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.3;1.3;;;;;;;;
5837;Totaal mannen en vrouwen;4;1;0 tot 50 SV-dagen;2006, vrijdag 29 september;0.4;0.4;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.7;1.7;1.7;;;;;;;
5838;Totaal mannen en vrouwen;4;1;0 tot 50 SV-dagen;2007, vrijdag 28 september;0.3;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.9;1.9;;;;;;;;
5839;Totaal mannen en vrouwen;4;1;0 tot 50 SV-dagen;2008, vrijdag 26 september;0.3;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.8;1.8;;;;;;;;
5840;Totaal mannen en vrouwen;4;1;50 tot 100 SV-dagen;1999, vrijdag 24 september;1.6;1.4;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.1;2.9;2.8;4.2;3.6;;;;;;4.9
5841;Totaal mannen en vrouwen;4;1;50 tot 100 SV-dagen;2000, vrijdag 29 september;1.4;1.3;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.1;3.2;3.2;4.0;3.6;;;;;;4.5
5842;Totaal mannen en vrouwen;4;1;50 tot 100 SV-dagen;2001, vrijdag 28 september;1.3;1.2;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.3;3.3;3.9;;;;;;;
5843;Totaal mannen en vrouwen;4;1;50 tot 100 SV-dagen;2002, vrijdag 27 september;1.3;1.2;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.1;3.6;3.5;4.5;4.1;;;;;;4.9
5844;Totaal mannen en vrouwen;4;1;50 tot 100 SV-dagen;2003, vrijdag 26 september;1.2;1.2;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.7;3.7;3.9;;;;;;;
5845;Totaal mannen en vrouwen;4;1;50 tot 100 SV-dagen;2004, vrijdag 24 september;1.4;1.3;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.1;3.5;3.4;4.0;3.2;;;;;;5.0
5846;Totaal mannen en vrouwen;4;1;50 tot 100 SV-dagen;2005, vrijdag 30 september;0.6;0.5;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.2;3.2;2.7;;;;;;;
5847;Totaal mannen en vrouwen;4;1;50 tot 100 SV-dagen;2006, vrijdag 29 september;1.5;1.3;0.1;0.1;0.0;0.0;0.0;0.1;0.0;0.0;3.7;3.7;3.8;3.5;;;;3.7;;
5848;Totaal mannen en vrouwen;4;1;50 tot 100 SV-dagen;2007, vrijdag 28 september;1.4;1.4;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;3.9;3.9;3.9;3.4;;;;;;
5849;Totaal mannen en vrouwen;4;1;50 tot 100 SV-dagen;2008, vrijdag 26 september;1.4;1.3;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.1;4.1;4.4;;;;;;;
5850;Totaal mannen en vrouwen;4;1;100 tot 200 SV-dagen;1999, vrijdag 24 september;3.4;3.1;0.3;0.1;0.0;0.0;0.0;0.1;0.0;0.2;7.3;7.2;7.8;6.4;;;;7.1;;8.9
5851;Totaal mannen en vrouwen;4;1;100 tot 200 SV-dagen;2000, vrijdag 29 september;3.2;2.9;0.3;0.1;0.0;0.0;0.0;0.1;0.0;0.2;7.3;7.2;8.2;6.7;;;;7.6;;9.3
5852;Totaal mannen en vrouwen;4;1;100 tot 200 SV-dagen;2001, vrijdag 28 september;2.9;2.7;0.2;0.1;0.0;0.0;0.0;0.1;0.0;0.1;7.7;7.7;8.1;6.7;;;;7.4;;9.6
5853;Totaal mannen en vrouwen;4;1;100 tot 200 SV-dagen;2002, vrijdag 27 september;2.8;2.6;0.2;0.1;0.0;0.0;0.0;0.1;0.0;0.1;8.3;8.2;9.4;8.5;;;;8.4;;10.3
5854;Totaal mannen en vrouwen;4;1;100 tot 200 SV-dagen;2003, vrijdag 26 september;2.9;2.7;0.2;0.1;0.0;0.0;0.0;0.1;0.0;0.1;8.0;8.0;8.4;7.1;;;;7.2;;9.8
5855;Totaal mannen en vrouwen;4;1;100 tot 200 SV-dagen;2004, vrijdag 24 september;3.0;2.8;0.2;0.1;0.0;0.0;0.0;0.1;0.0;0.1;7.8;7.8;8.7;7.2;;;;7.1;;10.2
5856;Totaal mannen en vrouwen;4;1;100 tot 200 SV-dagen;2005, vrijdag 30 september;1.8;1.7;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;6.6;6.6;6.8;5.9;;;;;;
5857;Totaal mannen en vrouwen;4;1;100 tot 200 SV-dagen;2006, vrijdag 29 september;2.9;2.7;0.2;0.1;0.0;0.0;0.0;0.1;0.0;0.1;7.8;7.8;8.3;7.3;;;;8.0;;10.0
5858;Totaal mannen en vrouwen;4;1;100 tot 200 SV-dagen;2007, vrijdag 28 september;2.6;2.5;0.2;0.1;0.0;0.0;0.0;0.0;0.0;0.1;7.9;7.8;9.0;6.8;;;;;;11.7
5859;Totaal mannen en vrouwen;4;1;100 tot 200 SV-dagen;2008, vrijdag 26 september;2.5;2.4;0.2;0.1;0.0;0.0;0.0;0.1;0.0;0.1;8.4;8.3;9.4;7.6;;;;8.1;;12.2
5860;Totaal mannen en vrouwen;4;1;200 tot 260 SV-dagen;1999, vrijdag 24 september;4.0;3.8;0.2;0.1;0.1;0.0;0.0;0.0;0.0;0.1;14.0;14.1;11.8;9.5;6.4;;;;;14.0
5861;Totaal mannen en vrouwen;4;1;200 tot 260 SV-dagen;2000, vrijdag 29 september;4.1;3.9;0.2;0.1;0.1;0.0;0.0;0.0;0.0;0.1;14.8;15.0;11.6;10.0;6.0;;;;;13.3
5862;Totaal mannen en vrouwen;4;1;200 tot 260 SV-dagen;2001, vrijdag 28 september;3.8;3.6;0.2;0.1;0.1;0.0;0.0;0.0;0.0;0.1;15.6;15.8;11.8;9.3;7.6;;;;;14.4
5863;Totaal mannen en vrouwen;4;1;200 tot 260 SV-dagen;2002, vrijdag 27 september;3.5;3.3;0.2;0.1;0.0;0.0;0.0;0.0;0.0;0.1;16.2;16.4;13.0;10.0;;;;;;16.0
5864;Totaal mannen en vrouwen;4;1;200 tot 260 SV-dagen;2003, vrijdag 26 september;2.8;2.7;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.1;16.4;16.5;14.2;12.0;;;;;;16.6
5865;Totaal mannen en vrouwen;4;1;200 tot 260 SV-dagen;2004, vrijdag 24 september;2.6;2.5;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.1;15.5;15.7;12.4;10.0;;;;;;15.7
5866;Totaal mannen en vrouwen;4;1;200 tot 260 SV-dagen;2005, vrijdag 30 september;2.0;1.9;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.1;12.9;13.1;10.4;7.6;;;;;;13.8
5867;Totaal mannen en vrouwen;4;1;200 tot 260 SV-dagen;2006, vrijdag 29 september;2.6;2.4;0.2;0.1;0.1;0.0;0.0;0.0;0.0;0.1;15.9;16.0;14.2;11.6;8.5;;;;;17.6
5868;Totaal mannen en vrouwen;4;1;200 tot 260 SV-dagen;2007, vrijdag 28 september;2.4;2.2;0.2;0.1;0.1;0.0;0.0;0.0;0.0;0.1;16.5;16.7;13.2;10.6;8.9;;;;;16.8
5869;Totaal mannen en vrouwen;4;1;200 tot 260 SV-dagen;2008, vrijdag 26 september;2.2;2.1;0.2;0.1;0.1;0.0;0.0;0.0;0.0;0.1;17.0;17.2;14.6;10.4;8.2;;;;;20.6
5870;Totaal mannen en vrouwen;4;1;260 of meer SV-dagen;1999, vrijdag 24 september;7.1;6.7;0.3;0.1;0.1;0.0;0.0;0.0;0.0;0.2;17.0;17.2;13.5;9.4;6.8;;;;;16.5
5871;Totaal mannen en vrouwen;4;1;260 of meer SV-dagen;2000, vrijdag 29 september;7.0;6.6;0.3;0.2;0.1;0.0;0.0;0.0;0.0;0.2;17.8;17.9;14.3;10.0;8.1;;;;;17.5
5872;Totaal mannen en vrouwen;4;1;260 of meer SV-dagen;2001, vrijdag 28 september;6.3;5.9;0.3;0.2;0.1;0.0;0.0;0.0;0.0;0.2;18.3;18.6;13.7;9.9;8.5;;;;;17.2
5873;Totaal mannen en vrouwen;4;1;260 of meer SV-dagen;2002, vrijdag 27 september;6.6;6.2;0.3;0.2;0.1;0.0;0.0;0.0;0.0;0.2;19.0;19.3;14.3;11.0;8.8;;;;;18.4
5874;Totaal mannen en vrouwen;4;1;260 of meer SV-dagen;2003, vrijdag 26 september;6.9;6.5;0.3;0.2;0.1;0.0;0.0;0.0;0.0;0.1;19.7;20.0;14.0;10.7;9.4;;;;;18.7
5875;Totaal mannen en vrouwen;4;1;260 of meer SV-dagen;2004, vrijdag 24 september;6.8;6.5;0.3;0.2;0.1;0.0;0.0;0.0;0.0;0.2;19.6;19.8;15.3;11.1;9.8;;;;;19.4
5876;Totaal mannen en vrouwen;4;1;260 of meer SV-dagen;2005, vrijdag 30 september;8.8;8.3;0.4;0.2;0.1;0.0;0.0;0.1;0.0;0.2;16.4;16.6;12.5;9.4;8.0;;;11.9;;16.2
5877;Totaal mannen en vrouwen;4;1;260 of meer SV-dagen;2006, vrijdag 29 september;5.7;5.4;0.3;0.2;0.1;0.0;0.0;0.1;0.0;0.2;20.2;20.4;17.0;13.6;10.5;;;19.9;;20.6
5878;Totaal mannen en vrouwen;4;1;260 of meer SV-dagen;2007, vrijdag 28 september;5.8;5.5;0.3;0.2;0.2;0.0;0.0;0.0;0.0;0.1;21.1;21.4;15.4;11.6;10.3;;;;;22.0
5879;Totaal mannen en vrouwen;4;1;260 of meer SV-dagen;2008, vrijdag 26 september;5.6;5.3;0.3;0.2;0.2;0.0;0.0;0.0;0.0;0.1;21.9;22.3;15.7;12.5;10.5;;;;;21.7
5880;Totaal mannen en vrouwen;4;2;Totaal SV-dagen;1999, vrijdag 24 september;112.8;108.5;4.3;3.5;2.0;0.1;0.2;1.2;0.0;0.9;15.2;15.3;10.4;9.6;9.8;10.3;5.8;9.9;;13.8
5881;Totaal mannen en vrouwen;4;2;Totaal SV-dagen;2000, vrijdag 29 september;113.3;108.5;4.8;3.8;2.5;0.1;0.2;1.1;0.0;0.9;16.0;16.2;10.8;10.0;10.1;11.6;7.5;10.3;;14.2
5882;Totaal mannen en vrouwen;4;2;Totaal SV-dagen;2001, vrijdag 28 september;110.7;105.6;5.1;4.2;2.9;0.1;0.2;1.1;0.0;0.9;17.2;17.5;11.9;11.1;11.3;10.1;7.7;11.4;;15.4
5883;Totaal mannen en vrouwen;4;2;Totaal SV-dagen;2002, vrijdag 27 september;103.5;98.3;5.2;4.5;3.3;0.1;0.2;1.0;0.0;0.8;17.7;18.0;12.1;11.5;12.0;10.8;6.9;11.1;;15.6
5884;Totaal mannen en vrouwen;4;2;Totaal SV-dagen;2003, vrijdag 26 september;94.5;89.4;5.1;4.3;3.3;0.1;0.2;0.9;0.0;0.7;18.1;18.4;12.6;12.1;12.6;10.1;6.7;11.4;;15.8
5885;Totaal mannen en vrouwen;4;2;Totaal SV-dagen;2004, vrijdag 24 september;87.2;82.2;5.0;4.4;3.4;0.1;0.2;0.8;0.0;0.7;18.2;18.5;12.7;12.1;12.7;11.3;5.4;10.9;;16.2
5886;Totaal mannen en vrouwen;4;2;Totaal SV-dagen;2005, vrijdag 30 september;82.6;77.2;5.5;4.9;3.4;0.1;0.2;1.2;0.0;0.6;17.8;18.2;12.7;12.3;12.2;11.1;4.8;13.5;;15.8
5887;Totaal mannen en vrouwen;4;2;Totaal SV-dagen;2006, vrijdag 29 september;79.0;72.6;6.4;5.3;3.6;0.1;0.1;1.6;0.0;1.0;18.5;18.9;13.9;12.9;12.3;13.4;5.4;14.6;;18.9
5888;Totaal mannen en vrouwen;4;2;Totaal SV-dagen;2007, vrijdag 28 september;80.1;74.3;5.8;5.0;4.0;0.0;0.1;1.0;0.0;0.8;19.1;19.6;13.3;12.4;12.3;;5.0;13.2;;19.0
5889;Totaal mannen en vrouwen;4;2;Totaal SV-dagen;2008, vrijdag 26 september;81.0;75.5;5.5;4.8;3.9;0.0;0.1;0.9;0.0;0.8;20.1;20.6;13.7;12.7;12.6;;5.7;13.7;;19.8
5890;Totaal mannen en vrouwen;4;2;0 tot 50 SV-dagen;1999, vrijdag 24 september;0.9;0.8;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;1.7;1.7;1.6;1.6;;;;;;
5891;Totaal mannen en vrouwen;4;2;0 tot 50 SV-dagen;2000, vrijdag 29 september;0.9;0.8;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;1.7;1.7;1.8;1.8;;;;;;
5892;Totaal mannen en vrouwen;4;2;0 tot 50 SV-dagen;2001, vrijdag 28 september;0.8;0.7;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;1.8;1.9;;;;;;
5893;Totaal mannen en vrouwen;4;2;0 tot 50 SV-dagen;2002, vrijdag 27 september;0.8;0.7;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;1.7;1.7;;;;;;
5894;Totaal mannen en vrouwen;4;2;0 tot 50 SV-dagen;2003, vrijdag 26 september;0.8;0.7;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;2.1;2.1;2.0;1.8;;;;;;
5895;Totaal mannen en vrouwen;4;2;0 tot 50 SV-dagen;2004, vrijdag 24 september;0.8;0.7;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;2.1;2.1;1.8;1.9;;;;;;
5896;Totaal mannen en vrouwen;4;2;0 tot 50 SV-dagen;2005, vrijdag 30 september;0.9;0.8;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;2.1;2.0;;;;;;
5897;Totaal mannen en vrouwen;4;2;0 tot 50 SV-dagen;2006, vrijdag 29 september;0.9;0.8;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;2.2;2.3;2.0;2.0;;;;;;
5898;Totaal mannen en vrouwen;4;2;0 tot 50 SV-dagen;2007, vrijdag 28 september;0.9;0.8;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;2.1;2.1;1.7;1.6;;;;;;
5899;Totaal mannen en vrouwen;4;2;0 tot 50 SV-dagen;2008, vrijdag 26 september;0.8;0.8;0.1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;2.2;2.2;1.7;1.7;;;;;;
5900;Totaal mannen en vrouwen;4;2;50 tot 100 SV-dagen;1999, vrijdag 24 september;4.3;3.9;0.4;0.3;0.1;0.0;0.1;0.2;0.0;0.1;3.1;3.1;3.2;3.0;2.9;;3.5;2.8;;4.0
5901;Totaal mannen en vrouwen;4;2;50 tot 100 SV-dagen;2000, vrijdag 29 september;4.2;3.8;0.4;0.3;0.1;0.0;0.0;0.2;0.0;0.1;3.4;3.4;3.5;3.2;2.8;;;3.2;;4.6
5902;Totaal mannen en vrouwen;4;2;50 tot 100 SV-dagen;2001, vrijdag 28 september;4.1;3.7;0.4;0.3;0.1;0.0;0.0;0.1;0.0;0.1;3.8;3.8;4.0;3.7;3.8;;;3.6;;5.0
5903;Totaal mannen en vrouwen;4;2;50 tot 100 SV-dagen;2002, vrijdag 27 september;4.1;3.7;0.4;0.3;0.1;0.0;0.0;0.2;0.0;0.1;3.7;3.8;3.7;3.5;3.3;;;3.4;;4.7
5904;Totaal mannen en vrouwen;4;2;50 tot 100 SV-dagen;2003, vrijdag 26 september;4.0;3.6;0.4;0.3;0.1;0.0;0.0;0.1;0.0;0.1;3.9;3.9;3.8;3.5;3.1;;;3.5;;4.9
5905;Totaal mannen en vrouwen;4;2;50 tot 100 SV-dagen;2004, vrijdag 24 september;3.9;3.5;0.3;0.3;0.1;0.0;0.0;0.1;0.0;0.1;3.9;3.9;4.2;3.7;3.5;;;3.9;;5.6
5906;Totaal mannen en vrouwen;4;2;50 tot 100 SV-dagen;2005, vrijdag 30 september;4.3;3.9;0.4;0.3;0.1;0.0;0.0;0.1;0.0;0.1;3.9;3.9;3.8;3.6;3.0;;;4.0;;5.0
5907;Totaal mannen en vrouwen;4;2;50 tot 100 SV-dagen;2006, vrijdag 29 september;4.2;3.9;0.4;0.3;0.1;0.0;0.0;0.2;0.0;0.1;4.1;4.1;4.1;3.9;3.6;;;4.1;;4.9
5908;Totaal mannen en vrouwen;4;2;50 tot 100 SV-dagen;2007, vrijdag 28 september;4.0;3.7;0.3;0.3;0.1;0.0;0.0;0.1;0.0;0.1;4.2;4.2;4.0;3.7;3.4;;;4.1;;5.4
5909;Totaal mannen en vrouwen;4;2;50 tot 100 SV-dagen;2008, vrijdag 26 september;4.1;3.7;0.4;0.3;0.2;0.0;0.0;0.1;0.0;0.1;4.3;4.3;4.2;3.9;3.7;;;4.1;;5.6
