ID;Countries;SITC;Periods;TotalImportValue_1;TotalExportValue_2
2513;Total countries;75280 Other units of automatic data p...;2019 November;184.0;204.0
2514;Total countries;75280 Other units of automatic data p...;2019 December;174.0;196.0
2515;Total countries;75280 Other units of automatic data p...;2019;2099.0;2255.0
2516;Total countries;75280 Other units of automatic data p...;2020 January;218.0;286.0
2517;Total countries;75280 Other units of automatic data p...;2020 February;138.0;227.0
2518;Total countries;75280 Other units of automatic data p...;2020 March;144.0;219.0
2519;Total countries;75280 Other units of automatic data p...;2020 April;125.0;203.0
2520;Total countries;75280 Other units of automatic data p...;2020 May;135.0;182.0
2521;Total countries;75280 Other units of automatic data p...;2020 June;202.0;289.0
2522;Total countries;75280 Other units of automatic data p...;2020 July;161.0;207.0
2523;Total countries;75280 Other units of automatic data p...;2020 August;147.0;183.0
2524;Total countries;75280 Other units of automatic data p...;2020 September;126.0;184.0
2525;Total countries;75280 Other units of automatic data p...;2020 October;199.0;246.0
2526;Total countries;75280 Other units of automatic data p...;2020 November;186.0;229.0
2527;Total countries;75280 Other units of automatic data p...;2020 December;180.0;225.0
2528;Total countries;75280 Other units of automatic data p...;2020;1963.0;2681.0
2529;Total countries;75280 Other units of automatic data p...;2021 January;;
2530;Total countries;75280 Other units of automatic data p...;2021 February;;
2531;Total countries;75280 Other units of automatic data p...;2021 March;;
2532;Total countries;75280 Other units of automatic data p...;2021 April;;
2533;Total countries;75280 Other units of automatic data p...;2021 May;;
2534;Total countries;75280 Other units of automatic data p...;2021 June;;
2535;Total countries;75280 Other units of automatic data p...;2021 July;;
2536;Total countries;75280 Other units of automatic data p...;2021 August;;
2537;Total countries;75280 Other units of automatic data p...;2021 September;;
2538;Total countries;75280 Other units of automatic data p...;2021 October;;
2539;Total countries;75280 Other units of automatic data p...;2021 November;;
2540;Total countries;75280 Other units of automatic data p...;2021 December;;
2541;Total countries;75280 Other units of automatic data p...;2021;;
2542;Total countries;75280 Other units of automatic data p...;2022 January;246.0;294.0
2543;Total countries;75280 Other units of automatic data p...;2022 February;332.0;240.0
2544;Total countries;75280 Other units of automatic data p...;2022 March;228.0;212.0
2545;Total countries;75280 Other units of automatic data p...;2022 April;236.0;199.0
2546;Total countries;75280 Other units of automatic data p...;2022 May;259.0;199.0
2547;Total countries;75280 Other units of automatic data p...;2022 June;250.0;227.0
2548;Total countries;75280 Other units of automatic data p...;2022 July;195.0;240.0
2549;Total countries;75280 Other units of automatic data p...;2022 August;258.0;319.0
2550;Total countries;75280 Other units of automatic data p...;2022 September;261.0;249.0
2551;Total countries;75280 Other units of automatic data p...;2022 October;579.0;287.0
2552;Total countries;75280 Other units of automatic data p...;2022 November;456.0;276.0
2553;Total countries;75280 Other units of automatic data p...;2022 December;267.0;266.0
2554;Total countries;75280 Other units of automatic data p...;2022;3567.0;3007.0
2555;Total countries;75280 Other units of automatic data p...;2023 January;570.0;378.0
2556;Total countries;75280 Other units of automatic data p...;2023 February;347.0;696.0
2557;Total countries;75280 Other units of automatic data p...;2023 March;361.0;503.0
2558;Total countries;75280 Other units of automatic data p...;2023 April;543.0;406.0
2559;Total countries;75280 Other units of automatic data p...;2023 May;632.0;573.0
2560;Total countries;75280 Other units of automatic data p...;2023 June;412.0;384.0
2561;Total countries;75280 Other units of automatic data p...;2023 July;1446.0;526.0
2562;Total countries;75280 Other units of automatic data p...;2023 August;1065.0;1096.0
2563;Total countries;75280 Other units of automatic data p...;2023 September;951.0;1071.0
2564;Total countries;75280 Other units of automatic data p...;2023 October;622.0;943.0
2565;Total countries;75280 Other units of automatic data p...;2023 November;650.0;574.0
2566;Total countries;75280 Other units of automatic data p...;2023 December;734.0;609.0
2567;Total countries;75280 Other units of automatic data p...;2023;8333.0;7759.0
2568;Total countries;75280 Other units of automatic data p...;2024 January;669.0;446.0
2569;Total countries;75280 Other units of automatic data p...;2024 February;226.0;435.0
2570;Total countries;75280 Other units of automatic data p...;2024 March;514.0;674.0
2571;Total countries;75280 Other units of automatic data p...;2024 April;399.0;402.0
2572;Total countries;75280 Other units of automatic data p...;2024 May;260.0;573.0
2573;Total countries;75280 Other units of automatic data p...;2024 June;350.0;626.0
2574;Total countries;75280 Other units of automatic data p...;2024 July;841.0;341.0
2575;Total countries;75280 Other units of automatic data p...;2024 August;452.0;666.0
2576;Total countries;75280 Other units of automatic data p...;2024 September;382.0;625.0
2577;Total countries;75280 Other units of automatic data p...;2024 October;311.0;948.0
2578;Total countries;75280 Other units of automatic data p...;2024 November;269.0;388.0
2579;Total countries;75280 Other units of automatic data p...;2024 January-November;4673.0;6123.0
2580;Total countries;75290 Data-processing equipment, n.e.s.;2015 January;22.0;23.0
2581;Total countries;75290 Data-processing equipment, n.e.s.;2015 February;21.0;19.0
2582;Total countries;75290 Data-processing equipment, n.e.s.;2015 March;27.0;23.0
2583;Total countries;75290 Data-processing equipment, n.e.s.;2015 April;22.0;30.0
2584;Total countries;75290 Data-processing equipment, n.e.s.;2015 May;18.0;18.0
2585;Total countries;75290 Data-processing equipment, n.e.s.;2015 June;21.0;22.0
2586;Total countries;75290 Data-processing equipment, n.e.s.;2015 July;24.0;30.0
2587;Total countries;75290 Data-processing equipment, n.e.s.;2015 August;21.0;38.0
2588;Total countries;75290 Data-processing equipment, n.e.s.;2015 September;19.0;27.0
2589;Total countries;75290 Data-processing equipment, n.e.s.;2015 October;17.0;27.0
2590;Total countries;75290 Data-processing equipment, n.e.s.;2015 November;22.0;20.0
2591;Total countries;75290 Data-processing equipment, n.e.s.;2015 December;21.0;21.0
2592;Total countries;75290 Data-processing equipment, n.e.s.;2015;254.0;299.0
2593;Total countries;75290 Data-processing equipment, n.e.s.;2016 January;18.0;19.0
2594;Total countries;75290 Data-processing equipment, n.e.s.;2016 February;13.0;13.0
2595;Total countries;75290 Data-processing equipment, n.e.s.;2016 March;16.0;15.0
2596;Total countries;75290 Data-processing equipment, n.e.s.;2016 April;17.0;18.0
2597;Total countries;75290 Data-processing equipment, n.e.s.;2016 May;14.0;13.0
2598;Total countries;75290 Data-processing equipment, n.e.s.;2016 June;14.0;14.0
2599;Total countries;75290 Data-processing equipment, n.e.s.;2016 July;15.0;17.0
2600;Total countries;75290 Data-processing equipment, n.e.s.;2016 August;13.0;14.0
2601;Total countries;75290 Data-processing equipment, n.e.s.;2016 September;14.0;16.0
2602;Total countries;75290 Data-processing equipment, n.e.s.;2016 October;15.0;16.0
2603;Total countries;75290 Data-processing equipment, n.e.s.;2016 November;15.0;16.0
2604;Total countries;75290 Data-processing equipment, n.e.s.;2016 December;14.0;14.0
2605;Total countries;75290 Data-processing equipment, n.e.s.;2016;176.0;185.0
2606;Total countries;75290 Data-processing equipment, n.e.s.;2017 January;16.0;14.0
2607;Total countries;75290 Data-processing equipment, n.e.s.;2017 February;14.0;10.0
2608;Total countries;75290 Data-processing equipment, n.e.s.;2017 March;18.0;14.0
2609;Total countries;75290 Data-processing equipment, n.e.s.;2017 April;15.0;14.0
2610;Total countries;75290 Data-processing equipment, n.e.s.;2017 May;22.0;14.0
2611;Total countries;75290 Data-processing equipment, n.e.s.;2017 June;23.0;23.0
2612;Total countries;75290 Data-processing equipment, n.e.s.;2017 July;19.0;20.0
2613;Total countries;75290 Data-processing equipment, n.e.s.;2017 August;19.0;20.0
2614;Total countries;75290 Data-processing equipment, n.e.s.;2017 September;17.0;22.0
2615;Total countries;75290 Data-processing equipment, n.e.s.;2017 October;23.0;21.0
2616;Total countries;75290 Data-processing equipment, n.e.s.;2017 November;23.0;21.0
2617;Total countries;75290 Data-processing equipment, n.e.s.;2017 December;18.0;17.0
2618;Total countries;75290 Data-processing equipment, n.e.s.;2017;226.0;209.0
2619;Total countries;75290 Data-processing equipment, n.e.s.;2018 January;18.0;21.0
2620;Total countries;75290 Data-processing equipment, n.e.s.;2018 February;19.0;19.0
2621;Total countries;75290 Data-processing equipment, n.e.s.;2018 March;22.0;25.0
2622;Total countries;75290 Data-processing equipment, n.e.s.;2018 April;19.0;26.0
2623;Total countries;75290 Data-processing equipment, n.e.s.;2018 May;26.0;22.0
2624;Total countries;75290 Data-processing equipment, n.e.s.;2018 June;23.0;26.0
2625;Total countries;75290 Data-processing equipment, n.e.s.;2018 July;22.0;24.0
2626;Total countries;75290 Data-processing equipment, n.e.s.;2018 August;21.0;19.0
2627;Total countries;75290 Data-processing equipment, n.e.s.;2018 September;22.0;24.0
2628;Total countries;75290 Data-processing equipment, n.e.s.;2018 October;21.0;25.0
2629;Total countries;75290 Data-processing equipment, n.e.s.;2018 November;25.0;29.0
2630;Total countries;75290 Data-processing equipment, n.e.s.;2018 December;24.0;28.0
2631;Total countries;75290 Data-processing equipment, n.e.s.;2018;262.0;288.0
2632;Total countries;75290 Data-processing equipment, n.e.s.;2019 January;25.0;26.0
2633;Total countries;75290 Data-processing equipment, n.e.s.;2019 February;22.0;23.0
2634;Total countries;75290 Data-processing equipment, n.e.s.;2019 March;20.0;26.0
2635;Total countries;75290 Data-processing equipment, n.e.s.;2019 April;21.0;22.0
2636;Total countries;75290 Data-processing equipment, n.e.s.;2019 May;19.0;20.0
2637;Total countries;75290 Data-processing equipment, n.e.s.;2019 June;19.0;25.0
2638;Total countries;75290 Data-processing equipment, n.e.s.;2019 July;27.0;23.0
2639;Total countries;75290 Data-processing equipment, n.e.s.;2019 August;23.0;28.0
2640;Total countries;75290 Data-processing equipment, n.e.s.;2019 September;31.0;32.0
2641;Total countries;75290 Data-processing equipment, n.e.s.;2019 October;24.0;25.0
2642;Total countries;75290 Data-processing equipment, n.e.s.;2019 November;27.0;29.0
2643;Total countries;75290 Data-processing equipment, n.e.s.;2019 December;24.0;29.0
2644;Total countries;75290 Data-processing equipment, n.e.s.;2019;283.0;309.0
2645;Total countries;75290 Data-processing equipment, n.e.s.;2020 January;25.0;31.0
2646;Total countries;75290 Data-processing equipment, n.e.s.;2020 February;16.0;23.0
2647;Total countries;75290 Data-processing equipment, n.e.s.;2020 March;26.0;22.0
2648;Total countries;75290 Data-processing equipment, n.e.s.;2020 April;24.0;18.0
2649;Total countries;75290 Data-processing equipment, n.e.s.;2020 May;16.0;17.0
2650;Total countries;75290 Data-processing equipment, n.e.s.;2020 June;34.0;22.0
2651;Total countries;75290 Data-processing equipment, n.e.s.;2020 July;22.0;22.0
2652;Total countries;75290 Data-processing equipment, n.e.s.;2020 August;17.0;17.0
2653;Total countries;75290 Data-processing equipment, n.e.s.;2020 September;19.0;26.0
2654;Total countries;75290 Data-processing equipment, n.e.s.;2020 October;22.0;25.0
2655;Total countries;75290 Data-processing equipment, n.e.s.;2020 November;29.0;26.0
2656;Total countries;75290 Data-processing equipment, n.e.s.;2020 December;33.0;37.0
2657;Total countries;75290 Data-processing equipment, n.e.s.;2020;284.0;285.0
2658;Total countries;75290 Data-processing equipment, n.e.s.;2021 January;;
2659;Total countries;75290 Data-processing equipment, n.e.s.;2021 February;;
2660;Total countries;75290 Data-processing equipment, n.e.s.;2021 March;;
2661;Total countries;75290 Data-processing equipment, n.e.s.;2021 April;;
2662;Total countries;75290 Data-processing equipment, n.e.s.;2021 May;;
2663;Total countries;75290 Data-processing equipment, n.e.s.;2021 June;;
2664;Total countries;75290 Data-processing equipment, n.e.s.;2021 July;;
2665;Total countries;75290 Data-processing equipment, n.e.s.;2021 August;;
2666;Total countries;75290 Data-processing equipment, n.e.s.;2021 September;;
2667;Total countries;75290 Data-processing equipment, n.e.s.;2021 October;;
2668;Total countries;75290 Data-processing equipment, n.e.s.;2021 November;;
2669;Total countries;75290 Data-processing equipment, n.e.s.;2021 December;;
2670;Total countries;75290 Data-processing equipment, n.e.s.;2021;;
2671;Total countries;75290 Data-processing equipment, n.e.s.;2022 January;32.0;32.0
2672;Total countries;75290 Data-processing equipment, n.e.s.;2022 February;23.0;34.0
2673;Total countries;75290 Data-processing equipment, n.e.s.;2022 March;31.0;58.0
2674;Total countries;75290 Data-processing equipment, n.e.s.;2022 April;34.0;40.0
2675;Total countries;75290 Data-processing equipment, n.e.s.;2022 May;32.0;44.0
2676;Total countries;75290 Data-processing equipment, n.e.s.;2022 June;32.0;57.0
2677;Total countries;75290 Data-processing equipment, n.e.s.;2022 July;39.0;29.0
2678;Total countries;75290 Data-processing equipment, n.e.s.;2022 August;28.0;41.0
2679;Total countries;75290 Data-processing equipment, n.e.s.;2022 September;38.0;54.0
2680;Total countries;75290 Data-processing equipment, n.e.s.;2022 October;40.0;36.0
2681;Total countries;75290 Data-processing equipment, n.e.s.;2022 November;32.0;44.0
2682;Total countries;75290 Data-processing equipment, n.e.s.;2022 December;41.0;62.0
2683;Total countries;75290 Data-processing equipment, n.e.s.;2022;401.0;532.0
2684;Total countries;75290 Data-processing equipment, n.e.s.;2023 January;31.0;32.0
2685;Total countries;75290 Data-processing equipment, n.e.s.;2023 February;27.0;37.0
2686;Total countries;75290 Data-processing equipment, n.e.s.;2023 March;39.0;70.0
2687;Total countries;75290 Data-processing equipment, n.e.s.;2023 April;29.0;29.0
2688;Total countries;75290 Data-processing equipment, n.e.s.;2023 May;33.0;34.0
2689;Total countries;75290 Data-processing equipment, n.e.s.;2023 June;34.0;46.0
2690;Total countries;75290 Data-processing equipment, n.e.s.;2023 July;29.0;30.0
2691;Total countries;75290 Data-processing equipment, n.e.s.;2023 August;22.0;76.0
2692;Total countries;75290 Data-processing equipment, n.e.s.;2023 September;30.0;94.0
2693;Total countries;75290 Data-processing equipment, n.e.s.;2023 October;32.0;164.0
2694;Total countries;75290 Data-processing equipment, n.e.s.;2023 November;27.0;128.0
2695;Total countries;75290 Data-processing equipment, n.e.s.;2023 December;29.0;108.0
2696;Total countries;75290 Data-processing equipment, n.e.s.;2023;364.0;848.0
2697;Total countries;75290 Data-processing equipment, n.e.s.;2024 January;23.0;40.0
2698;Total countries;75290 Data-processing equipment, n.e.s.;2024 February;21.0;35.0
2699;Total countries;75290 Data-processing equipment, n.e.s.;2024 March;30.0;71.0
2700;Total countries;75290 Data-processing equipment, n.e.s.;2024 April;24.0;32.0
2701;Total countries;75290 Data-processing equipment, n.e.s.;2024 May;34.0;33.0
2702;Total countries;75290 Data-processing equipment, n.e.s.;2024 June;29.0;45.0
2703;Total countries;75290 Data-processing equipment, n.e.s.;2024 July;33.0;42.0
2704;Total countries;75290 Data-processing equipment, n.e.s.;2024 August;28.0;36.0
2705;Total countries;75290 Data-processing equipment, n.e.s.;2024 September;40.0;40.0
2706;Total countries;75290 Data-processing equipment, n.e.s.;2024 October;34.0;45.0
2707;Total countries;75290 Data-processing equipment, n.e.s.;2024 November;25.0;42.0
2708;Total countries;75290 Data-processing equipment, n.e.s.;2024 January-November;321.0;460.0
2709;Total countries;759 Parts and accessories (other than...;2015 January;573.0;603.0
2710;Total countries;759 Parts and accessories (other than...;2015 February;556.0;596.0
2711;Total countries;759 Parts and accessories (other than...;2015 March;689.0;699.0
2712;Total countries;759 Parts and accessories (other than...;2015 April;500.0;664.0
2713;Total countries;759 Parts and accessories (other than...;2015 May;587.0;582.0
2714;Total countries;759 Parts and accessories (other than...;2015 June;590.0;707.0
2715;Total countries;759 Parts and accessories (other than...;2015 July;640.0;700.0
2716;Total countries;759 Parts and accessories (other than...;2015 August;581.0;639.0
2717;Total countries;759 Parts and accessories (other than...;2015 September;592.0;706.0
2718;Total countries;759 Parts and accessories (other than...;2015 October;642.0;695.0
2719;Total countries;759 Parts and accessories (other than...;2015 November;695.0;711.0
2720;Total countries;759 Parts and accessories (other than...;2015 December;780.0;698.0
2721;Total countries;759 Parts and accessories (other than...;2015;7425.0;8000.0
2722;Total countries;759 Parts and accessories (other than...;2016 January;560.0;630.0
2723;Total countries;759 Parts and accessories (other than...;2016 February;646.0;697.0
2724;Total countries;759 Parts and accessories (other than...;2016 March;631.0;744.0
2725;Total countries;759 Parts and accessories (other than...;2016 April;453.0;572.0
2726;Total countries;759 Parts and accessories (other than...;2016 May;474.0;531.0
2727;Total countries;759 Parts and accessories (other than...;2016 June;522.0;608.0
2728;Total countries;759 Parts and accessories (other than...;2016 July;554.0;623.0
2729;Total countries;759 Parts and accessories (other than...;2016 August;543.0;589.0
2730;Total countries;759 Parts and accessories (other than...;2016 September;561.0;681.0
2731;Total countries;759 Parts and accessories (other than...;2016 October;576.0;669.0
2732;Total countries;759 Parts and accessories (other than...;2016 November;636.0;738.0
2733;Total countries;759 Parts and accessories (other than...;2016 December;705.0;788.0
2734;Total countries;759 Parts and accessories (other than...;2016;6861.0;7868.0
2735;Total countries;759 Parts and accessories (other than...;2017 January;249.0;374.0
2736;Total countries;759 Parts and accessories (other than...;2017 February;216.0;259.0
2737;Total countries;759 Parts and accessories (other than...;2017 March;268.0;379.0
2738;Total countries;759 Parts and accessories (other than...;2017 April;216.0;223.0
2739;Total countries;759 Parts and accessories (other than...;2017 May;257.0;263.0
2740;Total countries;759 Parts and accessories (other than...;2017 June;262.0;306.0
2741;Total countries;759 Parts and accessories (other than...;2017 July;288.0;299.0
2742;Total countries;759 Parts and accessories (other than...;2017 August;326.0;265.0
2743;Total countries;759 Parts and accessories (other than...;2017 September;311.0;278.0
2744;Total countries;759 Parts and accessories (other than...;2017 October;312.0;309.0
2745;Total countries;759 Parts and accessories (other than...;2017 November;359.0;321.0
2746;Total countries;759 Parts and accessories (other than...;2017 December;344.0;281.0
2747;Total countries;759 Parts and accessories (other than...;2017;3409.0;3557.0
2748;Total countries;759 Parts and accessories (other than...;2018 January;402.0;394.0
2749;Total countries;759 Parts and accessories (other than...;2018 February;331.0;319.0
2750;Total countries;759 Parts and accessories (other than...;2018 March;409.0;336.0
2751;Total countries;759 Parts and accessories (other than...;2018 April;409.0;302.0
2752;Total countries;759 Parts and accessories (other than...;2018 May;287.0;320.0
2753;Total countries;759 Parts and accessories (other than...;2018 June;380.0;315.0
2754;Total countries;759 Parts and accessories (other than...;2018 July;293.0;321.0
2755;Total countries;759 Parts and accessories (other than...;2018 August;308.0;326.0
2756;Total countries;759 Parts and accessories (other than...;2018 September;297.0;325.0
2757;Total countries;759 Parts and accessories (other than...;2018 October;392.0;365.0
2758;Total countries;759 Parts and accessories (other than...;2018 November;354.0;406.0
2759;Total countries;759 Parts and accessories (other than...;2018 December;348.0;335.0
2760;Total countries;759 Parts and accessories (other than...;2018;4210.0;4065.0
2761;Total countries;759 Parts and accessories (other than...;2019 January;350.0;380.0
2762;Total countries;759 Parts and accessories (other than...;2019 February;264.0;352.0
2763;Total countries;759 Parts and accessories (other than...;2019 March;296.0;381.0
2764;Total countries;759 Parts and accessories (other than...;2019 April;347.0;303.0
2765;Total countries;759 Parts and accessories (other than...;2019 May;289.0;343.0
2766;Total countries;759 Parts and accessories (other than...;2019 June;254.0;315.0
2767;Total countries;759 Parts and accessories (other than...;2019 July;316.0;362.0
2768;Total countries;759 Parts and accessories (other than...;2019 August;302.0;350.0
2769;Total countries;759 Parts and accessories (other than...;2019 September;308.0;366.0
2770;Total countries;759 Parts and accessories (other than...;2019 October;338.0;391.0
2771;Total countries;759 Parts and accessories (other than...;2019 November;346.0;378.0
2772;Total countries;759 Parts and accessories (other than...;2019 December;329.0;367.0
2773;Total countries;759 Parts and accessories (other than...;2019;3738.0;4287.0
2774;Total countries;759 Parts and accessories (other than...;2020 January;373.0;393.0
2775;Total countries;759 Parts and accessories (other than...;2020 February;277.0;332.0
2776;Total countries;759 Parts and accessories (other than...;2020 March;333.0;342.0
2777;Total countries;759 Parts and accessories (other than...;2020 April;322.0;285.0
2778;Total countries;759 Parts and accessories (other than...;2020 May;317.0;296.0
2779;Total countries;759 Parts and accessories (other than...;2020 June;399.0;339.0
2780;Total countries;759 Parts and accessories (other than...;2020 July;387.0;427.0
2781;Total countries;759 Parts and accessories (other than...;2020 August;349.0;333.0
2782;Total countries;759 Parts and accessories (other than...;2020 September;309.0;367.0
2783;Total countries;759 Parts and accessories (other than...;2020 October;343.0;402.0
2784;Total countries;759 Parts and accessories (other than...;2020 November;360.0;421.0
2785;Total countries;759 Parts and accessories (other than...;2020 December;333.0;401.0
2786;Total countries;759 Parts and accessories (other than...;2020;4104.0;4337.0
2787;Total countries;759 Parts and accessories (other than...;2021 January;;
2788;Total countries;759 Parts and accessories (other than...;2021 February;;
2789;Total countries;759 Parts and accessories (other than...;2021 March;;
2790;Total countries;759 Parts and accessories (other than...;2021 April;;
2791;Total countries;759 Parts and accessories (other than...;2021 May;;
2792;Total countries;759 Parts and accessories (other than...;2021 June;;
2793;Total countries;759 Parts and accessories (other than...;2021 July;;
2794;Total countries;759 Parts and accessories (other than...;2021 August;;
2795;Total countries;759 Parts and accessories (other than...;2021 September;;
2796;Total countries;759 Parts and accessories (other than...;2021 October;;
2797;Total countries;759 Parts and accessories (other than...;2021 November;;
2798;Total countries;759 Parts and accessories (other than...;2021 December;;
2799;Total countries;759 Parts and accessories (other than...;2021;;
2800;Total countries;759 Parts and accessories (other than...;2022 January;438.0;411.0
2801;Total countries;759 Parts and accessories (other than...;2022 February;423.0;426.0
2802;Total countries;759 Parts and accessories (other than...;2022 March;521.0;437.0
2803;Total countries;759 Parts and accessories (other than...;2022 April;440.0;390.0
2804;Total countries;759 Parts and accessories (other than...;2022 May;598.0;443.0
2805;Total countries;759 Parts and accessories (other than...;2022 June;417.0;447.0
2806;Total countries;759 Parts and accessories (other than...;2022 July;388.0;404.0
2807;Total countries;759 Parts and accessories (other than...;2022 August;480.0;571.0
2808;Total countries;759 Parts and accessories (other than...;2022 September;448.0;613.0
2809;Total countries;759 Parts and accessories (other than...;2022 October;512.0;553.0
2810;Total countries;759 Parts and accessories (other than...;2022 November;460.0;573.0
2811;Total countries;759 Parts and accessories (other than...;2022 December;435.0;482.0
2812;Total countries;759 Parts and accessories (other than...;2022;5561.0;5752.0
2813;Total countries;759 Parts and accessories (other than...;2023 January;419.0;508.0
2814;Total countries;759 Parts and accessories (other than...;2023 February;365.0;485.0
2815;Total countries;759 Parts and accessories (other than...;2023 March;401.0;519.0
2816;Total countries;759 Parts and accessories (other than...;2023 April;340.0;393.0
2817;Total countries;759 Parts and accessories (other than...;2023 May;320.0;758.0
2818;Total countries;759 Parts and accessories (other than...;2023 June;329.0;452.0
2819;Total countries;759 Parts and accessories (other than...;2023 July;318.0;473.0
2820;Total countries;759 Parts and accessories (other than...;2023 August;342.0;608.0
2821;Total countries;759 Parts and accessories (other than...;2023 September;311.0;392.0
2822;Total countries;759 Parts and accessories (other than...;2023 October;341.0;434.0
2823;Total countries;759 Parts and accessories (other than...;2023 November;462.0;427.0
2824;Total countries;759 Parts and accessories (other than...;2023 December;453.0;383.0
2825;Total countries;759 Parts and accessories (other than...;2023;4402.0;5831.0
2826;Total countries;759 Parts and accessories (other than...;2024 January;397.0;381.0
2827;Total countries;759 Parts and accessories (other than...;2024 February;335.0;414.0
2828;Total countries;759 Parts and accessories (other than...;2024 March;628.0;380.0
2829;Total countries;759 Parts and accessories (other than...;2024 April;549.0;521.0
2830;Total countries;759 Parts and accessories (other than...;2024 May;517.0;579.0
2831;Total countries;759 Parts and accessories (other than...;2024 June;595.0;474.0
2832;Total countries;759 Parts and accessories (other than...;2024 July;653.0;534.0
2833;Total countries;759 Parts and accessories (other than...;2024 August;512.0;698.0
2834;Total countries;759 Parts and accessories (other than...;2024 September;637.0;449.0
2835;Total countries;759 Parts and accessories (other than...;2024 October;592.0;518.0
2836;Total countries;759 Parts and accessories (other than...;2024 November;495.0;495.0
2837;Total countries;759 Parts and accessories (other than...;2024 January-November;5908.0;5442.0
2838;Total countries;75980 Parts and accessories equally s...;2015 January;1.0;5.0
2839;Total countries;75980 Parts and accessories equally s...;2015 February;1.0;2.0
2840;Total countries;75980 Parts and accessories equally s...;2015 March;1.0;4.0
2841;Total countries;75980 Parts and accessories equally s...;2015 April;1.0;4.0
2842;Total countries;75980 Parts and accessories equally s...;2015 May;1.0;4.0
2843;Total countries;75980 Parts and accessories equally s...;2015 June;1.0;5.0
2844;Total countries;75980 Parts and accessories equally s...;2015 July;1.0;5.0
2845;Total countries;75980 Parts and accessories equally s...;2015 August;1.0;6.0
2846;Total countries;75980 Parts and accessories equally s...;2015 September;1.0;4.0
2847;Total countries;75980 Parts and accessories equally s...;2015 October;1.0;4.0
2848;Total countries;75980 Parts and accessories equally s...;2015 November;1.0;3.0
2849;Total countries;75980 Parts and accessories equally s...;2015 December;1.0;5.0
2850;Total countries;75980 Parts and accessories equally s...;2015;13.0;50.0
2851;Total countries;75980 Parts and accessories equally s...;2016 January;1.0;3.0
2852;Total countries;75980 Parts and accessories equally s...;2016 February;1.0;4.0
2853;Total countries;75980 Parts and accessories equally s...;2016 March;2.0;4.0
2854;Total countries;75980 Parts and accessories equally s...;2016 April;1.0;4.0
2855;Total countries;75980 Parts and accessories equally s...;2016 May;1.0;3.0
2856;Total countries;75980 Parts and accessories equally s...;2016 June;1.0;3.0
2857;Total countries;75980 Parts and accessories equally s...;2016 July;1.0;4.0
2858;Total countries;75980 Parts and accessories equally s...;2016 August;1.0;3.0
2859;Total countries;75980 Parts and accessories equally s...;2016 September;1.0;3.0
2860;Total countries;75980 Parts and accessories equally s...;2016 October;1.0;4.0
2861;Total countries;75980 Parts and accessories equally s...;2016 November;1.0;5.0
2862;Total countries;75980 Parts and accessories equally s...;2016 December;1.0;3.0
2863;Total countries;75980 Parts and accessories equally s...;2016;13.0;45.0
2864;Total countries;75980 Parts and accessories equally s...;2017 January;1.0;5.0
2865;Total countries;75980 Parts and accessories equally s...;2017 February;1.0;3.0
2866;Total countries;75980 Parts and accessories equally s...;2017 March;2.0;4.0
2867;Total countries;75980 Parts and accessories equally s...;2017 April;1.0;4.0
2868;Total countries;75980 Parts and accessories equally s...;2017 May;2.0;3.0
2869;Total countries;75980 Parts and accessories equally s...;2017 June;2.0;3.0
2870;Total countries;75980 Parts and accessories equally s...;2017 July;1.0;2.0
2871;Total countries;75980 Parts and accessories equally s...;2017 August;2.0;3.0
2872;Total countries;75980 Parts and accessories equally s...;2017 September;2.0;3.0
2873;Total countries;75980 Parts and accessories equally s...;2017 October;3.0;4.0
2874;Total countries;75980 Parts and accessories equally s...;2017 November;3.0;4.0
2875;Total countries;75980 Parts and accessories equally s...;2017 December;3.0;2.0
2876;Total countries;75980 Parts and accessories equally s...;2017;24.0;41.0
2877;Total countries;75980 Parts and accessories equally s...;2018 January;3.0;4.0
2878;Total countries;75980 Parts and accessories equally s...;2018 February;3.0;2.0
2879;Total countries;75980 Parts and accessories equally s...;2018 March;3.0;4.0
2880;Total countries;75980 Parts and accessories equally s...;2018 April;4.0;2.0
2881;Total countries;75980 Parts and accessories equally s...;2018 May;4.0;2.0
2882;Total countries;75980 Parts and accessories equally s...;2018 June;3.0;3.0
2883;Total countries;75980 Parts and accessories equally s...;2018 July;3.0;3.0
2884;Total countries;75980 Parts and accessories equally s...;2018 August;3.0;2.0
2885;Total countries;75980 Parts and accessories equally s...;2018 September;3.0;2.0
2886;Total countries;75980 Parts and accessories equally s...;2018 October;5.0;2.0
2887;Total countries;75980 Parts and accessories equally s...;2018 November;6.0;2.0
2888;Total countries;75980 Parts and accessories equally s...;2018 December;4.0;2.0
2889;Total countries;75980 Parts and accessories equally s...;2018;43.0;30.0
2890;Total countries;75980 Parts and accessories equally s...;2019 January;2.0;2.0
2891;Total countries;75980 Parts and accessories equally s...;2019 February;3.0;2.0
2892;Total countries;75980 Parts and accessories equally s...;2019 March;4.0;3.0
2893;Total countries;75980 Parts and accessories equally s...;2019 April;5.0;2.0
2894;Total countries;75980 Parts and accessories equally s...;2019 May;4.0;2.0
2895;Total countries;75980 Parts and accessories equally s...;2019 June;3.0;2.0
2896;Total countries;75980 Parts and accessories equally s...;2019 July;4.0;2.0
2897;Total countries;75980 Parts and accessories equally s...;2019 August;2.0;2.0
