ID;BedrijfstakkenBranchesSBI2008;Perioden;BeloningVanWerknemers_1;BeloningSeizoengecorrigeerd_2;Lonen_3;LonenSeizoengecorrigeerd_4;SocialePremiesTLVWerkgevers_5;SocialePremiesSeizoengecorrigeerd_6;Loonkosten_7;BeloningVanWerknemers_8;Lonen_9;Loonkosten_10;BeloningPerArbeidsjaar_11;LonenPerArbeidsjaar_12;LoonkostenPerArbeidsjaar_13;BeloningPerGewerktUur_14;LonenPerGewerktUur_15;LoonkostenPerGewerktUur_16;BeloningPerArbeidsjaar_17;LonenPerArbeidsjaar_18;LoonkostenPerArbeidsjaar_19;BeloningPerGewerktUur_20;LonenPerGewerktUur_21;LoonkostenPerGewerktUur_22;Arbeidsjaren_23;GewerkteUren_24;Arbeidsjaren_25;GewerkteUren_26;Totaal_27;Mannen_28;Vrouwen_29;Totaal_30;Mannen_31;Vrouwen_32
504;F Bouwnijverheid;2003 1e kwartaal;3912.0;4205.0;3011.0;3257.0;901.0;948.0;3880.0;-3.7;-3.9;-3.4;10.4;8.0;10.3;22.5;17.3;22.3;0.6;0.4;0.9;0.7;0.5;0.9;375;174;-4.3;-4.3;408;368;40;-4.3;-4.5;-1.6
505;F Bouwnijverheid;2003 2e kwartaal;4879.0;4341.0;3849.0;3371.0;1030.0;970.0;4848.0;-0.5;-0.3;-0.3;12.9;10.1;12.8;28.9;22.8;28.7;4.2;4.4;4.4;5.4;5.6;5.6;380;169;-4.6;-5.6;413;373;40;-4.5;-4.7;-2.4
506;F Bouwnijverheid;2003 3e kwartaal;4208.0;4384.0;3249.0;3398.0;959.0;986.0;4180.0;0.2;0.3;0.5;11.1;8.6;11.1;29.8;23.0;29.6;5.4;5.5;5.7;5.5;5.6;5.8;377;141;-4.9;-5.0;411;372;40;-4.8;-5.0;-3.4
507;F Bouwnijverheid;2003 4e kwartaal;4248.0;4318.0;3286.0;3370.0;962.0;948.0;4213.0;-0.3;0.2;-0.1;11.4;8.8;11.3;24.8;19.1;24.6;4.7;5.3;4.9;4.6;5.1;4.7;374;172;-4.8;-4.7;407;367;39;-4.8;-4.9;-3.7
508;F Bouwnijverheid;2003;17247.0;;13395.0;;3852.0;;17121.0;-1.0;-0.9;-0.8;45.8;35.6;45.5;26.3;20.4;26.1;3.8;4.0;4.0;4.1;4.2;4.3;377;656;-4.6;-4.9;410;370;40;-4.6;-4.8;-2.8
509;F Bouwnijverheid;2004 1e kwartaal;4013.0;4304.0;3090.0;3337.0;923.0;968.0;3976.0;2.6;2.7;2.5;11.1;8.5;11.0;23.7;18.3;23.5;6.4;6.4;6.3;5.5;5.6;5.4;362;169;-3.5;-2.7;395;356;38;-3.1;-3.1;-3.7
510;F Bouwnijverheid;2004 2e kwartaal;4872.0;4326.0;3840.0;3356.0;1032.0;970.0;4835.0;-0.2;-0.3;-0.3;13.4;10.5;13.3;30.6;24.1;30.4;3.9;3.8;3.7;5.8;5.7;5.7;365;159;-3.9;-5.7;399;360;39;-3.6;-3.6;-3.7
511;F Bouwnijverheid;2004 3e kwartaal;4095.0;4285.0;3158.0;3319.0;937.0;966.0;4062.0;-2.6;-2.7;-2.7;11.2;8.7;11.2;30.4;23.4;30.1;0.9;0.8;0.8;1.8;1.7;1.7;364;135;-3.5;-4.3;398;360;38;-3.2;-3.2;-3.1
512;F Bouwnijverheid;2004 4e kwartaal;4232.0;4296.0;3267.0;3343.0;965.0;953.0;4190.0;-0.4;-0.6;-0.6;11.7;9.0;11.6;24.6;19.0;24.4;2.7;2.6;2.5;-0.5;-0.6;-0.6;363;172;-3.0;0.0;396;358;38;-2.7;-2.7;-3.0
513;F Bouwnijverheid;2004;17212.0;;13355.0;;3857.0;;17063.0;-0.2;-0.3;-0.3;47.4;36.8;47.0;27.1;21.0;26.9;3.4;3.3;3.3;3.0;2.9;2.9;363;635;-3.5;-3.1;397;358;38;-3.1;-3.1;-3.3
514;F Bouwnijverheid;2005 1e kwartaal;4012.0;4285.0;3117.0;3352.0;895.0;933.0;3985.0;0.0;0.9;0.2;11.3;8.8;11.2;24.6;19.1;24.4;2.1;3.1;2.4;3.7;4.7;4.0;354;163;-2.1;-3.7;387;350;37;-1.9;-1.8;-2.6
515;F Bouwnijverheid;2005 2e kwartaal;4863.0;4335.0;3865.0;3392.0;998.0;943.0;4836.0;-0.2;0.7;0.0;13.5;10.7;13.5;30.6;24.3;30.4;1.3;2.1;1.5;-0.1;0.8;0.1;360;159;-1.4;-0.1;393;356;38;-1.3;-1.2;-2.1
516;F Bouwnijverheid;2005 3e kwartaal;4119.0;4324.0;3205.0;3377.0;914.0;947.0;4092.0;0.6;1.4;0.7;11.4;8.9;11.3;30.6;23.8;30.4;1.5;2.4;1.6;0.9;1.8;1.0;361;135;-0.9;-0.3;395;357;38;-0.8;-0.7;-1.6
517;F Bouwnijverheid;2005 4e kwartaal;4216.0;4265.0;3286.0;3352.0;930.0;913.0;4186.0;-0.4;0.5;-0.1;11.7;9.1;11.6;25.3;19.7;25.1;0.0;0.9;0.3;2.5;3.5;2.8;361;167;-0.4;-2.8;395;357;38;-0.2;-0.1;-1.2
518;F Bouwnijverheid;2005;17210.0;;13473.0;;3737.0;;17099.0;0.0;0.9;0.2;47.9;37.5;47.6;27.6;21.6;27.4;1.2;2.1;1.4;1.8;2.7;2.1;359;624;-1.2;-1.8;393;355;38;-1.0;-0.9;-1.9
519;F Bouwnijverheid;2006 1e kwartaal;4064.0;4314.0;3174.0;3392.0;890.0;921.0;4043.0;1.3;1.8;1.5;11.4;8.9;11.4;24.0;18.7;23.9;1.1;1.6;1.2;-2.4;-2.0;-2.3;355;169;0.2;3.8;390;350;40;0.6;0.0;6.1
520;F Bouwnijverheid;2006 2e kwartaal;4771.0;4274.0;3850.0;3395.0;921.0;879.0;4749.0;-1.8;-0.3;-1.7;13.3;10.7;13.2;30.9;24.9;30.7;-1.7;-0.2;-1.6;0.9;2.5;1.0;359;155;-0.2;-2.8;394;354;40;0.1;-0.5;6.1
521;F Bouwnijverheid;2006 3e kwartaal;4218.0;4441.0;3324.0;3509.0;894.0;933.0;4195.0;2.3;3.7;2.4;11.8;9.3;11.7;32.3;25.4;32.1;3.0;4.3;3.1;5.4;6.8;5.6;359;131;-0.6;-3.0;394;354;40;-0.4;-1.0;5.8
522;F Bouwnijverheid;2006 4e kwartaal;4519.0;4543.0;3547.0;3599.0;972.0;944.0;4495.0;7.2;7.9;7.4;12.5;9.8;12.5;27.6;21.7;27.5;7.3;8.1;7.5;9.4;10.2;9.6;361;163;-0.2;-2.0;396;355;40;0.1;-0.6;6.8
523;F Bouwnijverheid;2006;17572.0;;13895.0;;3677.0;;17482.0;2.1;3.1;2.2;49.0;38.8;48.8;28.4;22.5;28.3;2.3;3.3;2.4;3.0;4.0;3.1;358;618;-0.2;-0.9;393;353;40;0.1;-0.5;6.2
524;F Bouwnijverheid;2007 1e kwartaal;4337.0;4570.0;3391.0;3596.0;946.0;975.0;4314.0;6.7;6.8;6.7;12.0;9.4;12.0;25.2;19.7;25.1;5.0;5.1;5.0;5.1;5.2;5.1;361;172;1.6;1.5;396;355;41;1.6;1.5;2.7
525;F Bouwnijverheid;2007 2e kwartaal;4943.0;4467.0;3976.0;3530.0;967.0;937.0;4918.0;3.5;3.2;3.5;13.6;10.9;13.5;31.7;25.5;31.5;2.3;2.0;2.3;2.7;2.3;2.6;363;156;1.2;0.8;399;357;41;1.2;1.0;2.8
526;F Bouwnijverheid;2007 3e kwartaal;4389.0;4622.0;3449.0;3644.0;940.0;978.0;4366.0;4.1;3.8;4.2;12.0;9.5;12.0;32.9;25.9;32.7;2.4;2.1;2.4;2.0;1.7;2.0;365;133;1.7;2.1;400;359;41;1.6;1.4;3.5
527;F Bouwnijverheid;2007 4e kwartaal;4703.0;4713.0;3689.0;3735.0;1014.0;978.0;4677.0;4.2;4.1;4.1;13.0;10.2;12.9;27.8;21.8;27.7;3.5;3.4;3.4;0.7;0.6;0.7;363;169;0.7;3.4;399;358;42;0.9;0.7;3.0
528;F Bouwnijverheid;2007;18372.0;;14505.0;;3867.0;;18275.0;4.6;4.4;4.6;50.6;40.0;50.3;29.2;23.0;29.0;3.2;3.1;3.2;2.5;2.4;2.5;363;630;1.3;2.0;398;357;41;1.3;1.1;3.0
529;F Bouwnijverheid;2008 1e kwartaal;4523.0;4743.0;3522.0;3713.0;1001.0;1031.0;4498.0;4.3;3.9;4.3;12.6;9.8;12.5;26.6;20.7;26.4;4.7;4.2;4.6;5.3;4.9;5.3;360;170;-0.4;-1.0;397;355;42;0.2;-0.2;3.8
530;F Bouwnijverheid;2008 2e kwartaal;5270.0;4801.0;4213.0;3770.0;1057.0;1030.0;5245.0;6.6;6.0;6.7;14.4;11.5;14.3;33.3;26.6;33.2;5.8;5.2;5.8;5.1;4.5;5.2;366;158;0.8;1.4;403;360;43;1.1;0.7;4.2
531;F Bouwnijverheid;2008 3e kwartaal;4598.0;4839.0;3590.0;3798.0;1008.0;1041.0;4573.0;4.7;4.1;4.7;12.5;9.8;12.5;33.5;26.2;33.3;4.2;3.6;4.2;1.9;1.2;1.8;367;137;0.5;2.8;403;360;43;0.7;0.3;4.3
532;F Bouwnijverheid;2008 4e kwartaal;4859.0;4868.0;3787.0;3831.0;1072.0;1036.0;4834.0;3.3;2.7;3.3;13.4;10.4;13.3;28.5;22.2;28.4;3.4;2.7;3.4;2.5;1.9;2.6;363;170;-0.1;0.8;401;358;43;0.3;0.0;3.4
533;F Bouwnijverheid;2008;19250.0;;15112.0;;4138.0;;19150.0;4.8;4.2;4.8;52.9;41.5;52.6;30.3;23.8;30.1;4.5;4.0;4.6;3.9;3.3;3.9;364;636;0.2;0.9;401;358;43;0.6;0.2;3.9
534;F Bouwnijverheid;2009 1e kwartaal;4630.0;4837.0;3672.0;3850.0;958.0;987.0;4598.0;2.3;4.2;2.2;12.8;10.2;12.7;27.2;21.5;27.0;1.8;3.7;1.7;2.2;4.1;2.1;362;170;0.5;0.1;398;356;42;0.3;0.3;-0.1
535;F Bouwnijverheid;2009 2e kwartaal;5284.0;4810.0;4278.0;3836.0;1006.0;974.0;5252.0;0.3;1.6;0.1;14.8;12.0;14.7;35.3;28.6;35.1;2.8;4.1;2.6;5.9;7.3;5.8;357;150;-2.4;-5.3;393;351;42;-2.5;-2.5;-2.6
536;F Bouwnijverheid;2009 3e kwartaal;4528.0;4772.0;3582.0;3801.0;946.0;972.0;4498.0;-1.5;-0.2;-1.6;12.7;10.1;12.7;33.9;26.9;33.7;1.7;3.0;1.6;1.2;2.6;1.1;355;133;-3.1;-2.7;390;349;41;-3.3;-3.0;-5.3
537;F Bouwnijverheid;2009 4e kwartaal;4673.0;4696.0;3709.0;3754.0;964.0;941.0;4641.0;-3.8;-2.0;-4.0;13.5;10.7;13.4;28.0;22.2;27.8;0.5;2.3;0.3;-1.9;-0.1;-2.1;347;167;-4.3;-1.9;384;344;40;-4.2;-3.9;-7.1
538;F Bouwnijverheid;2009;19115.0;;15241.0;;3874.0;;18989.0;-0.7;0.9;-0.8;53.8;42.9;53.5;30.8;24.6;30.6;1.7;3.3;1.5;1.7;3.3;1.6;355;621;-2.3;-2.4;391;350;41;-2.5;-2.3;-3.8
539;F Bouwnijverheid;2010 1e kwartaal;4546.0;4735.0;3581.0;3748.0;965.0;988.0;4512.0;-1.8;-2.5;-1.8;13.2;10.4;13.1;29.1;22.9;28.9;2.7;2.0;2.7;7.2;6.5;7.2;346;156;-4.4;-8.4;378;337;41;-5.1;-5.3;-3.1
540;F Bouwnijverheid;2010 2e kwartaal;5150.0;4674.0;4145.0;3710.0;1005.0;964.0;5107.0;-2.6;-3.1;-2.8;14.8;12.0;14.7;36.3;29.2;36.0;0.4;-0.2;0.1;2.9;2.3;2.7;347;142;-2.9;-5.3;381;340;41;-3.1;-3.2;-1.9
541;F Bouwnijverheid;2010 3e kwartaal;4416.0;4670.0;3478.0;3706.0;938.0;964.0;4378.0;-2.4;-2.9;-2.6;13.0;10.2;12.9;32.9;25.9;32.6;2.1;1.6;1.9;-3.2;-3.6;-3.4;339;134;-4.4;0.8;376;336;40;-3.4;-3.7;-1.1
542;F Bouwnijverheid;2010 4e kwartaal;4653.0;4686.0;3677.0;3717.0;976.0;969.0;4623.0;-0.5;-0.9;-0.5;13.6;10.7;13.5;28.5;22.5;28.3;0.9;0.5;1.0;1.9;1.4;1.9;342;163;-1.4;-2.3;375;334;40;-2.3;-2.7;1.1
543;F Bouwnijverheid;2010;18765.0;;14881.0;;3884.0;;18620.0;-1.8;-2.4;-2.0;54.6;43.3;54.2;31.5;25.0;31.3;1.5;1.0;1.4;2.3;1.7;2.2;344;596;-3.3;-4.0;377;337;41;-3.5;-3.8;-1.3
544;F Bouwnijverheid;2011 1e kwartaal;4528.0;4705.0;3543.0;3707.0;985.0;998.0;4499.0;-0.4;-1.1;-0.3;13.5;10.5;13.4;28.4;22.2;28.2;2.3;1.6;2.4;-2.6;-3.2;-2.5;337;160;-2.6;2.2;368;329;40;-2.4;-2.4;-2.7
545;F Bouwnijverheid;2011 2e kwartaal;5168.0;4693.0;4138.0;3710.0;1030.0;983.0;5135.0;0.4;-0.1;0.6;15.2;12.2;15.1;35.9;28.8;35.7;2.3;1.7;2.5;-1.1;-1.6;-0.9;340;144;-1.8;1.4;373;333;40;-1.9;-1.9;-2.2
546;F Bouwnijverheid;2011 3e kwartaal;4433.0;4690.0;3470.0;3700.0;963.0;990.0;4403.0;0.4;-0.3;0.6;13.3;10.4;13.2;32.8;25.7;32.6;1.9;1.2;2.1;-0.1;-0.8;0.0;334;135;-1.5;0.6;371;331;40;-1.5;-1.5;-1.8
547;F Bouwnijverheid;2011 4e kwartaal;4657.0;4699.0;3662.0;3696.0;995.0;1002.0;4630.0;0.2;-0.3;0.2;13.8;10.9;13.8;29.5;23.2;29.4;1.9;1.4;2.0;3.6;3.1;3.7;336;158;-1.7;-3.3;368;329;40;-1.7;-1.7;-1.7
548;F Bouwnijverheid;2011;18786.0;;14813.0;;3973.0;;18667.0;0.1;-0.4;0.3;55.8;44.0;55.4;31.5;24.8;31.3;2.1;1.5;2.2;0.0;-0.6;0.1;337;596;-1.9;0.1;370;330;40;-1.9;-1.9;-2.1
549;F Bouwnijverheid;2012 1e kwartaal;4560.0;4730.0;3533.0;3697.0;1027.0;1033.0;4530.0;0.7;-0.2;0.7;13.9;10.7;13.8;29.2;22.6;29.0;3.1;2.1;3.1;2.9;1.9;2.9;329;156;-2.3;-2.1;361;321;40;-2.1;-2.3;-0.8
550;F Bouwnijverheid;2012 2e kwartaal;5185.0;4717.0;4100.0;3681.0;1085.0;1035.0;5154.0;0.3;-0.9;0.3;15.8;12.5;15.7;37.4;29.6;37.2;4.0;2.8;4.1;4.1;2.8;4.1;328;139;-3.6;-3.6;361;321;39;-3.5;-3.7;-1.7
551;F Bouwnijverheid;2012 3e kwartaal;4377.0;4632.0;3395.0;3621.0;982.0;1011.0;4348.0;-1.2;-2.1;-1.2;13.7;10.6;13.6;34.4;26.6;34.1;3.3;2.3;3.3;4.7;3.8;4.8;320;127;-4.4;-5.7;354;315;39;-4.5;-4.7;-2.6
552;F Bouwnijverheid;2012 4e kwartaal;4538.0;4582.0;3540.0;3569.0;998.0;1013.0;4511.0;-2.5;-3.4;-2.6;14.3;11.2;14.2;31.1;24.3;31.0;3.3;2.5;3.3;5.5;4.6;5.4;317;146;-5.7;-7.6;348;310;38;-5.4;-5.7;-3.5
553;F Bouwnijverheid;2012;18660.0;;14568.0;;4092.0;;18543.0;-0.7;-1.7;-0.7;57.7;45.0;57.3;32.9;25.7;32.7;3.4;2.4;3.5;4.3;3.3;4.3;324;568;-4.0;-4.8;356;317;39;-3.9;-4.1;-2.2
554;F Bouwnijverheid;2013 1e kwartaal;4266.0;4434.0;3311.0;3476.0;955.0;959.0;4252.0;-6.4;-6.3;-6.1;14.2;11.0;14.1;30.8;23.9;30.7;2.2;2.4;2.6;5.5;5.7;5.9;301;138;-8.5;-11.3;330;293;37;-8.4;-8.6;-6.7
555;F Bouwnijverheid;2013 2e kwartaal;4821.0;4360.0;3832.0;3423.0;989.0;937.0;4797.0;-7.0;-6.5;-6.9;16.1;12.8;16.0;36.9;29.3;36.7;1.9;2.4;2.0;-1.3;-0.8;-1.2;300;131;-8.7;-5.8;329;292;37;-8.8;-9.1;-7.0
556;F Bouwnijverheid;2013 3e kwartaal;4053.0;4292.0;3150.0;3365.0;903.0;927.0;4030.0;-7.4;-7.2;-7.3;13.9;10.8;13.9;34.0;26.4;33.8;1.8;2.0;1.9;-1.1;-0.8;-1.0;291;119;-9.0;-6.5;322;286;36;-9.2;-9.4;-7.0
557;F Bouwnijverheid;2013 4e kwartaal;4137.0;4191.0;3277.0;3306.0;860.0;885.0;4114.0;-8.9;-7.5;-8.8;14.3;11.3;14.2;30.3;24.0;30.1;-0.3;1.2;-0.2;-2.8;-1.3;-2.8;290;137;-8.6;-6.2;317;282;36;-8.9;-9.1;-6.9
558;F Bouwnijverheid;2013;17277.0;;13570.0;;3707.0;;17193.0;-7.4;-6.9;-7.3;58.5;45.9;58.2;32.9;25.8;32.8;1.4;2.0;1.6;0.2;0.8;0.3;295;525;-8.7;-7.6;324;288;36;-8.8;-9.1;-6.9
559;F Bouwnijverheid;2014 1e kwartaal;4037.0;4200.0;3087.0;3250.0;950.0;950.0;4030.0;-5.4;-6.8;-5.3;14.4;11.0;14.4;29.7;22.7;29.6;1.6;0.1;1.7;-3.6;-5.0;-3.5;280;136;-6.9;-1.9;307;272;35;-7.0;-7.3;-4.7
560;F Bouwnijverheid;2014 2e kwartaal;4595.0;4144.0;3593.0;3192.0;1002.0;952.0;4580.0;-4.7;-6.2;-4.5;16.4;12.8;16.3;37.3;29.2;37.2;1.6;0.0;1.8;1.2;-0.5;1.4;281;123;-6.2;-5.8;308;273;35;-6.3;-6.5;-3.9
561;F Bouwnijverheid;2014 3e kwartaal;3908.0;4134.0;2985.0;3188.0;923.0;946.0;3888.0;-3.6;-5.3;-3.5;14.1;10.8;14.1;33.8;25.8;33.6;1.4;-0.4;1.5;-0.6;-2.4;-0.6;277;116;-4.9;-3.0;305;270;35;-5.2;-5.4;-3.2
562;F Bouwnijverheid;2014 4e kwartaal;4112.0;4174.0;3148.0;3183.0;964.0;990.0;4094.0;-0.7;-3.9;-0.5;14.8;11.3;14.7;31.3;24.0;31.1;3.7;0.4;3.8;3.3;0.0;3.4;278;131;-4.2;-3.8;304;269;35;-4.2;-4.5;-1.8
563;F Bouwnijverheid;2014;16652.0;;12813.0;;3839.0;;16592.0;-3.6;-5.6;-3.5;59.7;45.9;59.5;32.9;25.3;32.8;2.0;0.0;2.2;0.0;-2.0;0.1;279;506;-5.6;-3.6;306;271;35;-5.7;-6.0;-3.4
564;F Bouwnijverheid;2015 1e kwartaal;3920.0;4085.0;3016.0;3180.0;904.0;905.0;3907.0;-2.9;-2.3;-3.1;14.3;11.0;14.3;29.9;23.0;29.8;-0.6;0.0;-0.8;0.7;1.3;0.6;274;131;-2.3;-3.6;299;264;35;-2.5;-2.7;-1.1
565;F Bouwnijverheid;2015 2e kwartaal;4519.0;4070.0;3563.0;3162.0;956.0;908.0;4505.0;-1.6;-0.8;-1.6;16.4;12.9;16.3;37.8;29.8;37.7;0.0;0.9;0.0;1.3;2.1;1.3;276;120;-1.6;-2.8;302;267;35;-1.9;-2.1;-0.9
566;F Bouwnijverheid;2015 3e kwartaal;3846.0;4061.0;2964.0;3159.0;882.0;902.0;3831.0;-1.6;-0.7;-1.5;14.1;10.9;14.0;34.7;26.7;34.5;-0.3;0.6;-0.2;2.6;3.5;2.7;273;111;-1.3;-4.1;300;265;35;-1.7;-1.9;-0.2
567;F Bouwnijverheid;2015 4e kwartaal;3977.0;4046.0;3079.0;3121.0;898.0;925.0;3962.0;-3.2;-2.2;-3.2;14.5;11.2;14.4;30.4;23.5;30.3;-2.0;-1.0;-1.9;-2.9;-1.8;-2.8;274;131;-1.3;-0.4;300;265;35;-1.3;-1.5;0.1
568;F Bouwnijverheid;2015;16262.0;;12622.0;;3640.0;;16205.0;-2.3;-1.5;-2.3;59.3;46.0;59.1;33.0;25.6;32.9;-0.7;0.2;-0.7;0.4;1.3;0.4;274;492;-1.6;-2.7;300;265;35;-1.9;-2.0;-0.5
569;F Bouwnijverheid;2016 1e kwartaal;3950.0;4117.0;3064.0;3231.0;886.0;886.0;3936.0;0.8;1.7;0.8;14.6;11.3;14.6;31.5;24.4;31.4;2.1;3.0;2.1;5.2;6.1;5.2;270;125;-1.3;-4.2;295;260;35;-1.3;-1.5;-0.1
570;F Bouwnijverheid;2016 2e kwartaal;4573.0;4125.0;3645.0;3241.0;928.0;884.0;4557.0;1.2;2.3;1.2;16.7;13.3;16.6;38.0;30.3;37.9;2.1;3.2;2.1;0.6;1.6;0.5;274;120;-0.9;0.6;299;264;35;-0.9;-1.1;0.7
571;F Bouwnijverheid;2016 3e kwartaal;3958.0;4172.0;3085.0;3277.0;873.0;896.0;3944.0;2.9;4.1;2.9;14.4;11.2;14.4;35.1;27.4;35.0;2.3;3.4;2.3;1.3;2.5;1.4;275;113;0.6;1.5;300;265;35;0.1;0.0;1.1
572;F Bouwnijverheid;2016 4e kwartaal;4118.0;4185.0;3224.0;3269.0;894.0;916.0;4100.0;3.6;4.7;3.5;14.8;11.6;14.8;31.7;24.8;31.6;2.3;3.5;2.3;4.4;5.6;4.3;278;130;1.2;-0.8;303;267;36;1.0;1.0;1.5
573;F Bouwnijverheid;2016;16599.0;;13018.0;;3581.0;;16537.0;2.1;3.1;2.1;60.6;47.5;60.3;34.0;26.7;33.9;2.2;3.2;2.2;2.9;4.0;2.9;274;488;-0.1;-0.8;299;264;35;-0.3;-0.4;0.8
574;F Bouwnijverheid;2017 1e kwartaal;4045.0;4219.0;3154.0;3325.0;891.0;894.0;4024.0;2.5;3.0;2.3;14.6;11.4;14.5;30.6;23.8;30.4;0.0;0.5;-0.2;-2.9;-2.4;-3.0;277;132;2.5;5.5;303;267;36;2.5;2.5;2.5
575;F Bouwnijverheid;2017 2e kwartaal;4743.0;4290.0;3781.0;3374.0;962.0;916.0;4721.0;3.6;3.7;3.5;16.8;13.4;16.7;38.6;30.7;38.4;0.5;0.5;0.4;1.4;1.4;1.3;282;123;3.1;2.2;308;272;36;3.1;3.0;3.5
576;F Bouwnijverheid;2017 3e kwartaal;4124.0;4340.0;3220.0;3414.0;904.0;926.0;4103.0;4.2;4.4;4.1;14.6;11.4;14.5;35.9;28.0;35.7;1.1;1.3;1.0;2.1;2.3;1.9;283;115;3.1;2.1;309;273;36;2.9;2.8;3.9
577;F Bouwnijverheid;2017 4e kwartaal;4347.0;4410.0;3422.0;3464.0;925.0;945.0;4328.0;5.5;6.1;5.5;15.2;11.9;15.1;32.9;25.9;32.7;2.2;2.7;2.2;3.6;4.1;3.6;287;132;3.3;1.9;313;276;37;3.2;3.1;3.5
578;F Bouwnijverheid;2017;17259.0;;13577.0;;3682.0;;17176.0;4.0;4.3;3.9;61.1;48.1;60.8;34.3;27.0;34.2;0.9;1.2;0.8;1.0;1.3;0.9;282;503;3.0;3.0;308;272;36;2.9;2.9;3.4
579;F Bouwnijverheid;2018 1e kwartaal;;;;;;;;;;;;;;;;;;;;;;;285;132;3.1;-0.4;312;275;37;3.1;3.1;3.1
580;G-I Handel, vervoer en horeca;1995 1e kwartaal;8352.0;8627.0;7110.0;7371.0;1242.0;1256.0;8335.0;;;;7.1;6.1;7.1;15.2;13.0;15.2;;;;;;;1171;549;;;1582;931;651;;;
581;G-I Handel, vervoer en horeca;1995 2e kwartaal;9593.0;8656.0;8317.0;7401.0;1276.0;1255.0;9571.0;;;;8.1;7.0;8.0;19.1;16.6;19.1;;;;;;;1192;502;;;1614;947;667;;;
582;G-I Handel, vervoer en horeca;1995 3e kwartaal;8219.0;8731.0;7009.0;7477.0;1210.0;1255.0;8201.0;;;;6.8;5.8;6.8;17.9;15.3;17.9;;;;;;;1204;458;;;1630;957;673;;;
583;G-I Handel, vervoer en horeca;1995 4e kwartaal;8684.0;8834.0;7405.0;7593.0;1279.0;1241.0;8660.0;;;;7.2;6.2;7.2;15.0;12.8;15.0;;;;;;;1200;579;;;1622;953;669;;;
584;G-I Handel, vervoer en horeca;1995;34848.0;;29841.0;;5007.0;;34767.0;;;;29.2;25.0;29.2;16.7;14.3;16.7;;;;;;;1191;2088;;;1612;947;665;;;
585;G-I Handel, vervoer en horeca;1996 1e kwartaal;8622.0;8902.0;7353.0;7618.0;1269.0;1283.0;8549.0;3.2;3.4;2.6;7.3;6.2;7.2;15.5;13.2;15.3;2.2;2.4;1.5;1.6;1.8;1.0;1183;557;1.0;1.6;1599;945;654;1.1;1.6;0.5
586;G-I Handel, vervoer en horeca;1996 2e kwartaal;9947.0;8964.0;8633.0;7672.0;1314.0;1293.0;9869.0;3.7;3.8;3.1;8.2;7.1;8.2;19.4;16.8;19.3;2.1;2.2;1.5;1.6;1.7;1.0;1210;512;1.5;2.1;1640;967;674;1.6;2.1;1.0
587;G-I Handel, vervoer en horeca;1996 3e kwartaal;8542.0;9075.0;7297.0;7790.0;1245.0;1285.0;8468.0;3.9;4.1;3.3;7.0;6.0;6.9;18.2;15.6;18.1;2.2;2.4;1.6;1.7;1.8;1.0;1224;468;1.7;2.2;1659;978;681;1.8;2.2;1.1
588;G-I Handel, vervoer en horeca;1996 4e kwartaal;9005.0;9175.0;7692.0;7895.0;1313.0;1280.0;8924.0;3.7;3.9;3.1;7.4;6.3;7.3;15.2;13.0;15.1;2.1;2.3;1.5;1.6;1.7;0.9;1219;591;1.6;2.1;1649;973;675;1.7;2.1;1.0
589;G-I Handel, vervoer en horeca;1996;36116.0;;30975.0;;5141.0;;35810.0;3.6;3.8;3.0;29.9;25.6;29.6;17.0;14.5;16.8;2.2;2.3;1.5;1.6;1.8;1.0;1209;2130;1.5;2.0;1637;966;671;1.5;2.0;0.9
590;G-I Handel, vervoer en horeca;1997 1e kwartaal;8967.0;9248.0;7706.0;7976.0;1261.0;1272.0;8848.0;4.0;4.8;3.5;7.4;6.4;7.3;16.0;13.8;15.8;1.8;2.6;1.3;3.6;4.4;3.1;1208;559;2.2;0.4;1645;967;678;2.9;2.3;3.7
591;G-I Handel, vervoer en horeca;1997 2e kwartaal;10424.0;9378.0;9108.0;8078.0;1316.0;1300.0;10300.0;4.8;5.5;4.4;8.4;7.4;8.3;19.4;16.9;19.1;2.6;3.3;2.2;-0.3;0.4;-0.7;1236;539;2.1;5.1;1686;989;697;2.8;2.3;3.4
592;G-I Handel, vervoer en horeca;1997 3e kwartaal;8911.0;9472.0;7666.0;8197.0;1245.0;1275.0;8788.0;4.3;5.1;3.8;7.1;6.1;7.0;18.7;16.1;18.5;1.8;2.5;1.2;2.8;3.5;2.2;1255;476;2.5;1.5;1712;1005;707;3.2;2.8;3.9
593;G-I Handel, vervoer en horeca;1997 4e kwartaal;9414.0;9618.0;8097.0;8325.0;1317.0;1292.0;9288.0;4.5;5.3;4.1;7.5;6.5;7.4;16.0;13.8;15.8;1.8;2.5;1.3;5.0;5.7;4.5;1252;589;2.7;-0.4;1705;1002;703;3.4;3.0;4.1
594;G-I Handel, vervoer en horeca;1997;37716.0;;32577.0;;5139.0;;37224.0;4.4;5.2;4.0;30.5;26.3;30.1;17.4;15.1;17.2;2.0;2.7;1.5;2.8;3.6;2.4;1238;2162;2.4;1.5;1687;991;696;3.1;2.6;3.8
595;G-I Handel, vervoer en horeca;1998 1e kwartaal;9503.0;9783.0;7684.0;7945.0;1819.0;1838.0;9335.0;6.0;-0.3;5.5;7.6;6.2;7.5;16.3;13.2;16.0;3.0;-3.1;2.5;1.7;-4.4;1.2;1244;583;2.9;4.2;1698;994;704;3.2;2.8;3.8
