ID;Betalingsplichtigen;Perioden;TotaalMilieuheffingen_1;AfvalstoffenheffingEnReinigingsrechten_2;GeluidsheffingBurgerluchtvaart_3;GrondwaterheffingEnNazorgheffing_4;RioolheffingEnRioolrechten_5;Waterverontreinigingsheffing_6;TotaalMilieubelastingen_7;TotaalBelastingenOpMilieugrondslag_8;Afvalstoffenbelasting_9;Brandstoffenbelasting_10;Energiebelasting_11;LeidingwaterEnGrondwaterbelasting_12;Verpakkingenbelasting_13;Vliegbelasting_14;TotaalBelastingenMBTMobiliteit_15;AccijnsOpBenzineEnOvMineraleOlien_16;BelastPersonenautoSEnMotorrijwielen_17;Motorrijtuigenbelasting_18;Mineralenheffingen_19;TotaalVerwijderingsbijdragen_20;Batterijen_21;ElektrischeApparaten_22;LandEnTuinbouwfolie_23;Papier_24;PersonenautoS_25
58;0000h Alle economische activiteiten;1999;719;245;7.0;24.0;119.0;324.0;5603;1608;99.0;536;917.0;56.0;;;3980;1726;1628;626.0;15.0;;;;;;
59;0000h Alle economische activiteiten;2000;811;278;36.0;34.0;130.0;333.0;5856;1571;217.0;520;745.0;89.0;;;4267;1924;1690;653.0;18.0;;;;;;
60;0000h Alle economische activiteiten;2001;851;289;43.0;40.0;140.0;339.0;6017;1463;188.0;512;673.0;90.0;;;4543;2047;1847;649.0;11.0;;;;;;
61;0000h Alle economische activiteiten;2002;881;278;38.0;59.0;149.0;357.0;5706;1273;179.0;424;572.0;98.0;;;4425;2160;1612;653.0;8.0;;;;;;
62;0000h Alle economische activiteiten;2003;870;275;37.0;33.0;161.0;364.0;5823;1177;119.0;436;508.0;114.0;;;4644;2257;1705;682.0;2.0;;;;;;
63;0000h Alle economische activiteiten;2004;891;303;33.0;34.0;153.0;368.0;5938;1034;86.0;52;781.0;115.0;;;4908;2300;1871;737.0;-4.0;;;;;;
64;0000h Alle economische activiteiten;2005;925;321;48.0;36.0;155.0;365.0;6705;1671;123.0;6;1430.0;112.0;;;5033;2265;1981;787.0;1.0;;;;;;
65;0000h Alle economische activiteiten;2006;993;325;54.0;35.0;198.0;381.0;7519;2012;178.0;6;1716.0;112.0;;;5505;2481;2195;829.0;2.0;;;;;;
66;0000h Alle economische activiteiten;2007;1010;340;55.0;35.0;211.0;369.0;7550;1666;167.0;1;1377.0;121.0;;;5888;2607;2390;891.0;-4.0;;;;;;
67;0000h Alle economische activiteiten;2008;1017;365;56.0;20.0;209.0;367.0;8062;2162;111.0;14;1721.0;115.0;161.0;40.0;5898;2847;2092;959.0;2.0;;;;;;
68;0000h Alle economische activiteiten;2009;986;346;51.0;24.0;248.0;317.0;7479;2190;46.0;0;1721.0;115.0;275.0;33.0;5288;2950;1315;1023.0;1.0;;;;;;
69;0000b Landbouw, bosbouw, visserij (A+B);1987;9;1;;3.0;2.0;3.0;31;0;;0;;;;;31;23;2;6.0;0.0;;;;;;
70;0000b Landbouw, bosbouw, visserij (A+B);1988;9;1;;3.0;2.0;3.0;41;0;;0;;;;;30;22;2;6.0;11.0;;;;;;
71;0000b Landbouw, bosbouw, visserij (A+B);1989;8;1;;2.0;2.0;3.0;47;0;;0;;;;;30;22;2;6.0;17.0;;;;;;
72;0000b Landbouw, bosbouw, visserij (A+B);1990;9;1;;2.0;4.0;2.0;58;0;;0;;;;;41;32;3;6.0;17.0;;;;;;
73;0000b Landbouw, bosbouw, visserij (A+B);1991;13;1;;2.0;4.0;6.0;59;1;;1;;;;;41;31;3;7.0;17.0;;;;;;
74;0000b Landbouw, bosbouw, visserij (A+B);1992;17;1;;4.0;4.0;8.0;66;3;;3;;;;;46;36;3;7.0;17.0;;;;;;
75;0000b Landbouw, bosbouw, visserij (A+B);1993;18;1;;4.0;5.0;8.0;80;1;;1;;;;;59;48;3;8.0;19.0;;;;;;
76;0000b Landbouw, bosbouw, visserij (A+B);1994;16;1;;4.0;5.0;6.0;78;1;;1;;;;;59;47;4;8.0;18.0;;;;;;
77;0000b Landbouw, bosbouw, visserij (A+B);1995;19;2;;5.0;7.0;5.0;93;14;3.0;1;0.0;10.0;;;62;48;5;9.0;17.0;;;;;;
78;0000b Landbouw, bosbouw, visserij (A+B);1996;20;6;;5.0;4.0;5.0;142;72;3.0;2;57.0;10.0;;;60;45;5;10.0;1.0;;;;;;
79;0000b Landbouw, bosbouw, visserij (A+B);1997;18;4;;6.0;4.0;4.0;204;127;3.0;3;111.0;10.0;;;61;47;6;8.0;16.0;;;;;;
80;0000b Landbouw, bosbouw, visserij (A+B);1998;19;4;;6.0;5.0;4.0;207;127;2.0;3;112.0;10.0;;;67;54;6;7.0;13.0;;;;;;
81;0000b Landbouw, bosbouw, visserij (A+B);1999;26;6;;10.0;5.0;5.0;263;191;4.0;1;175.0;11.0;;;57;43;8;6.0;15.0;;;;;;
82;0000b Landbouw, bosbouw, visserij (A+B);2000;30;6;;14.0;5.0;5.0;234;158;11.0;1;129.0;17.0;;;58;43;8;7.0;18.0;;;;;;
83;0000b Landbouw, bosbouw, visserij (A+B);2001;36;6;;13.0;7.0;10.0;212;140;9.0;1;114.0;16.0;;;61;44;9;8.0;11.0;;;;;;
84;0000b Landbouw, bosbouw, visserij (A+B);2002;44;6;;19.0;7.0;12.0;199;126;8.0;1;100.0;17.0;;;66;51;7;8.0;8.0;;;;;;
85;0000b Landbouw, bosbouw, visserij (A+B);2003;44;6;;19.0;7.0;12.0;195;112;4.0;1;87.0;20.0;;;81;66;7;8.0;2.0;;;;;;
86;0000b Landbouw, bosbouw, visserij (A+B);2004;48;6;;24.0;7.0;11.0;207;147;3.0;0;124.0;20.0;;;64;47;8;9.0;-4.0;;;;;;
87;0000b Landbouw, bosbouw, visserij (A+B);2005;46;7;;20.0;7.0;12.0;312;248;5.0;0;225.0;18.0;;;63;46;8;9.0;1.0;;;;;;
88;0000b Landbouw, bosbouw, visserij (A+B);2006;48;7;;20.0;9.0;12.0;345;276;6.0;0;252.0;18.0;;;67;49;9;9.0;2.0;;;;;;
89;0000b Landbouw, bosbouw, visserij (A+B);2007;50;7;;22.0;9.0;12.0;313;245;5.0;0;220.0;20.0;;;72;53;10;9.0;-4.0;;;;;;
90;0000b Landbouw, bosbouw, visserij (A+B);2008;41;7;;13.0;9.0;12.0;397;325;4.0;0;298.0;19.0;4.0;0.0;70;53;8;9.0;2.0;;;;;;
91;0000b Landbouw, bosbouw, visserij (A+B);2009;43;7;;15.0;11.0;11.0;381;310;1.0;0;284.0;19.0;6.0;0.0;70;56;5;9.0;1.0;;;;;;
92;0111 Akkerbouw;1987;2;1;;1.0;0.0;0.0;3;0;;0;;;;;3;2;1;0.0;;;;;;;
93;0111 Akkerbouw;1988;2;1;;1.0;0.0;0.0;3;0;;0;;;;;3;2;1;0.0;;;;;;;
94;0111 Akkerbouw;1989;2;1;;1.0;0.0;0.0;3;0;;0;;;;;3;2;1;0.0;;;;;;;
95;0111 Akkerbouw;1990;2;1;;1.0;0.0;0.0;5;0;;0;;;;;5;4;1;0.0;;;;;;;
96;0111 Akkerbouw;1991;2;1;;1.0;0.0;0.0;4;0;;0;;;;;4;3;1;0.0;;;;;;;
97;0111 Akkerbouw;1992;3;1;;1.0;0.0;1.0;4;0;;0;;;;;4;3;1;0.0;;;;;;;
98;0111 Akkerbouw;1993;3;1;;1.0;0.0;1.0;5;0;;0;;;;;5;4;1;0.0;;;;;;;
99;0111 Akkerbouw;1994;2;1;;1.0;0.0;0.0;5;0;;0;;;;;5;4;1;0.0;;;;;;;
100;0111 Akkerbouw;1995;3;1;;1.0;1.0;0.0;6;0;0.0;0;0.0;0.0;;;6;4;1;1.0;;;;;;;
101;0111 Akkerbouw;1996;2;1;;1.0;0.0;0.0;8;1;0.0;0;1.0;0.0;;;6;4;1;1.0;;;;;;;
102;0111 Akkerbouw;1997;1;0;;1.0;0.0;0.0;8;1;0.0;0;1.0;0.0;;;7;4;2;1.0;;;;;;;
103;0111 Akkerbouw;1998;1;0;;1.0;0.0;0.0;9;2;0.0;0;2.0;0.0;;;7;4;2;1.0;;;;;;;
104;0111 Akkerbouw;1999;2;1;;1.0;0.0;0.0;8;2;0.0;0;2.0;0.0;;;5;3;2;0.0;;;;;;;
105;0111 Akkerbouw;2000;3;1;;2.0;0.0;0.0;9;3;0.0;0;3.0;0.0;;;6;4;2;0.0;;;;;;;
106;0111 Akkerbouw;2001;4;1;;3.0;0.0;0.0;11;4;0.0;0;4.0;0.0;;;7;4;3;0.0;;;;;;;
107;0111 Akkerbouw;2002;5;1;;4.0;0.0;0.0;9;2;0.0;0;2.0;0.0;;;7;5;2;0.0;;;;;;;
108;0111 Akkerbouw;2003;4;1;;3.0;0.0;0.0;13;4;0.0;0;4.0;0.0;;;9;7;2;0.0;;;;;;;
109;0111 Akkerbouw;2004;4;1;;3.0;0.0;0.0;11;5;0.0;0;5.0;0.0;;;6;4;2;0.0;;;;;;;
110;0111 Akkerbouw;2005;4;1;;3.0;0.0;0.0;15;8;0.0;0;8.0;0.0;;;7;5;2;0.0;;;;;;;
111;0111 Akkerbouw;2006;4;1;;3.0;0.0;0.0;17;9;0.0;0;9.0;0.0;;;8;5;3;0.0;;;;;;;
112;0111 Akkerbouw;2007;4;1;;3.0;0.0;0.0;14;6;0.0;0;6.0;0.0;;;8;5;3;0.0;;;;;;;
113;0111 Akkerbouw;2008;3;1;;2.0;0.0;0.0;14;6;0.0;0;6.0;0.0;0.0;0.0;8;5;3;0.0;;;;;;;
114;0111 Akkerbouw;2009;3;1;;2.0;0.0;0.0;12;5;0.0;0;5.0;0.0;0.0;0.0;7;5;2;0.0;;;;;;;
115;0112a Tuinbouw en fruitteelt;1987;2;0;;0.0;1.0;1.0;8;0;;0;;;;;8;5;0;3.0;;;;;;;
116;0112a Tuinbouw en fruitteelt;1988;2;0;;0.0;1.0;1.0;8;0;;0;;;;;8;5;0;3.0;;;;;;;
117;0112a Tuinbouw en fruitteelt;1989;2;0;;0.0;1.0;1.0;7;0;;0;;;;;7;4;0;3.0;;;;;;;
118;0112a Tuinbouw en fruitteelt;1990;1;0;;0.0;1.0;0.0;9;0;;0;;;;;9;6;0;3.0;;;;;;;
119;0112a Tuinbouw en fruitteelt;1991;3;0;;0.0;1.0;2.0;10;0;;0;;;;;10;6;0;4.0;;;;;;;
120;0112a Tuinbouw en fruitteelt;1992;3;0;;0.0;1.0;2.0;13;0;;0;;;;;13;8;1;4.0;;;;;;;
121;0112a Tuinbouw en fruitteelt;1993;4;0;;0.0;2.0;2.0;15;0;;0;;;;;15;10;0;5.0;;;;;;;
122;0112a Tuinbouw en fruitteelt;1994;4;0;;0.0;2.0;2.0;13;0;;0;;;;;13;8;1;4.0;;;;;;;
123;0112a Tuinbouw en fruitteelt;1995;3;0;;0.0;2.0;1.0;17;2;0.0;0;0.0;2.0;;;15;9;1;5.0;;;;;;;
124;0112a Tuinbouw en fruitteelt;1996;4;2;;0.0;1.0;1.0;53;38;0.0;0;37.0;1.0;;;15;9;1;5.0;;;;;;;
125;0112a Tuinbouw en fruitteelt;1997;4;2;;0.0;1.0;1.0;99;86;0.0;0;84.0;2.0;;;13;9;1;3.0;;;;;;;
126;0112a Tuinbouw en fruitteelt;1998;5;2;;0.0;2.0;1.0;97;84;0.0;0;83.0;1.0;;;13;10;1;2.0;;;;;;;
127;0112a Tuinbouw en fruitteelt;1999;5;2;;0.0;2.0;1.0;145;134;0.0;0;132.0;2.0;;;11;8;1;2.0;;;;;;;
128;0112a Tuinbouw en fruitteelt;2000;5;2;;0.0;2.0;1.0;105;93;2.0;0;88.0;3.0;;;12;9;1;2.0;;;;;;;
129;0112a Tuinbouw en fruitteelt;2001;4;2;;0.0;0.0;2.0;79;66;1.0;0;62.0;3.0;;;13;9;1;3.0;;;;;;;
130;0112a Tuinbouw en fruitteelt;2002;4;2;;0.0;0.0;2.0;82;70;2.0;0;65.0;3.0;;;13;9;1;3.0;;;;;;;
131;0112a Tuinbouw en fruitteelt;2003;4;2;;0.0;0.0;2.0;66;51;0.0;0;47.0;4.0;;;15;11;1;3.0;;;;;;;
132;0112a Tuinbouw en fruitteelt;2004;4;2;;0.0;0.0;2.0;83;70;0.0;0;66.0;4.0;;;13;9;1;3.0;;;;;;;
133;0112a Tuinbouw en fruitteelt;2005;4;2;;0.0;0.0;2.0;136;124;0.0;0;121.0;3.0;;;12;8;1;3.0;;;;;;;
134;0112a Tuinbouw en fruitteelt;2006;4;2;;0.0;0.0;2.0;151;138;1.0;0;134.0;3.0;;;13;9;1;3.0;;;;;;;
135;0112a Tuinbouw en fruitteelt;2007;4;2;;0.0;0.0;2.0;146;133;1.0;0;129.0;3.0;;;13;9;1;3.0;;;;;;;
136;0112a Tuinbouw en fruitteelt;2008;4;2;;0.0;0.0;2.0;223;211;0.0;0;205.0;3.0;3.0;0.0;12;8;1;3.0;;;;;;;
137;0112a Tuinbouw en fruitteelt;2009;4;2;;0.0;0.0;2.0;221;208;0.0;0;200.0;3.0;5.0;0.0;13;9;1;3.0;;;;;;;
138;012 Fokken en houden van dieren;1987;5;0;;2.0;1.0;2.0;4;0;;0;;;;;4;2;1;1.0;0.0;;;;;;
139;012 Fokken en houden van dieren;1988;5;0;;2.0;1.0;2.0;16;0;;0;;;;;5;3;1;1.0;11.0;;;;;;
140;012 Fokken en houden van dieren;1989;4;0;;1.0;1.0;2.0;23;0;;0;;;;;6;4;1;1.0;17.0;;;;;;
141;012 Fokken en houden van dieren;1990;5;0;;1.0;2.0;2.0;24;0;;0;;;;;7;5;1;1.0;17.0;;;;;;
142;012 Fokken en houden van dieren;1991;6;0;;1.0;2.0;3.0;23;0;;0;;;;;6;4;1;1.0;17.0;;;;;;
143;012 Fokken en houden van dieren;1992;9;0;;3.0;2.0;4.0;24;0;;0;;;;;7;5;1;1.0;17.0;;;;;;
144;012 Fokken en houden van dieren;1993;9;0;;3.0;2.0;4.0;28;0;;0;;;;;9;7;1;1.0;19.0;;;;;;
145;012 Fokken en houden van dieren;1994;8;0;;3.0;2.0;3.0;27;0;;0;;;;;9;7;1;1.0;18.0;;;;;;
146;012 Fokken en houden van dieren;1995;10;0;;4.0;3.0;3.0;35;10;3.0;0;0.0;7.0;;;8;6;1;1.0;17.0;;;;;;
147;012 Fokken en houden van dieren;1996;11;2;;4.0;2.0;3.0;37;19;3.0;0;9.0;7.0;;;7;5;1;1.0;1.0;;;;;;
148;012 Fokken en houden van dieren;1997;11;2;;5.0;2.0;2.0;50;26;3.0;0;16.0;7.0;;;8;5;2;1.0;16.0;;;;;;
149;012 Fokken en houden van dieren;1998;11;2;;5.0;2.0;2.0;47;25;2.0;0;16.0;7.0;;;9;6;2;1.0;13.0;;;;;;
150;012 Fokken en houden van dieren;1999;16;2;;9.0;2.0;3.0;63;40;4.0;0;28.0;8.0;;;8;5;2;1.0;15.0;;;;;;
151;012 Fokken en houden van dieren;2000;19;2;;12.0;2.0;3.0;68;43;8.0;0;23.0;12.0;;;7;4;2;1.0;18.0;;;;;;
152;012 Fokken en houden van dieren;2001;24;2;;9.0;7.0;6.0;65;45;8.0;0;25.0;12.0;;;9;5;3;1.0;11.0;;;;;;
153;012 Fokken en houden van dieren;2002;29;2;;14.0;7.0;6.0;53;37;6.0;0;19.0;12.0;;;8;5;2;1.0;8.0;;;;;;
154;012 Fokken en houden van dieren;2003;30;2;;15.0;7.0;6.0;48;35;4.0;0;17.0;14.0;;;11;8;2;1.0;2.0;;;;;;
155;012 Fokken en houden van dieren;2004;35;2;;20.0;7.0;6.0;48;44;3.0;0;27.0;14.0;;;8;5;2;1.0;-4.0;;;;;;
156;012 Fokken en houden van dieren;2005;33;3;;16.0;7.0;7.0;77;69;5.0;0;51.0;13.0;;;7;4;2;1.0;1.0;;;;;;
157;012 Fokken en houden van dieren;2006;35;3;;16.0;9.0;7.0;89;78;5.0;0;59.0;14.0;;;9;5;3;1.0;2.0;;;;;;
158;012 Fokken en houden van dieren;2007;37;3;;18.0;9.0;7.0;66;61;4.0;0;42.0;15.0;;;9;5;3;1.0;-4.0;;;;;;
159;012 Fokken en houden van dieren;2008;29;3;;10.0;9.0;7.0;71;60;3.0;0;43.0;14.0;0.0;0.0;9;5;3;1.0;2.0;;;;;;
160;012 Fokken en houden van dieren;2009;32;3;;12.0;11.0;6.0;64;55;1.0;0;40.0;14.0;0.0;0.0;8;5;2;1.0;1.0;;;;;;
161;0130a Gemengd bedrijf en diensten..;1987;0;0;;0.0;0.0;0.0;11;0;;0;;;;;11;8;1;2.0;;;;;;;
162;0130a Gemengd bedrijf en diensten..;1988;0;0;;0.0;0.0;0.0;12;0;;0;;;;;12;9;1;2.0;;;;;;;
163;0130a Gemengd bedrijf en diensten..;1989;0;0;;0.0;0.0;0.0;11;0;;0;;;;;11;8;1;2.0;;;;;;;
164;0130a Gemengd bedrijf en diensten..;1990;1;0;;0.0;1.0;0.0;14;0;;0;;;;;14;11;1;2.0;;;;;;;
165;0130a Gemengd bedrijf en diensten..;1991;2;0;;0.0;1.0;1.0;16;1;;1;;;;;15;12;1;2.0;;;;;;;
166;0130a Gemengd bedrijf en diensten..;1992;2;0;;0.0;1.0;1.0;20;3;;3;;;;;17;14;1;2.0;;;;;;;
167;0130a Gemengd bedrijf en diensten..;1993;2;0;;0.0;1.0;1.0;21;1;;1;;;;;20;17;1;2.0;;;;;;;
