ID;Vervoersland;LandVanLaden;LandVanLossen;Perioden;VervoerdGewicht_1
142;België;België;Oostenrijk;2011;25.0
143;België;België;Oostenrijk;2012;22.0
144;België;België;Polen;2005;6.0
145;België;België;Polen;2006;3.0
146;België;België;Polen;2007;8.0
147;België;België;Polen;2008;8.0
148;België;België;Polen;2009;4.0
149;België;België;Polen;2010;3.0
150;België;België;Polen;2011;12.0
151;België;België;Polen;2012;12.0
152;België;België;Portugal;2005;19.0
153;België;België;Portugal;2006;9.0
154;België;België;Portugal;2007;6.0
155;België;België;Portugal;2008;7.0
156;België;België;Portugal;2009;12.0
157;België;België;Portugal;2010;16.0
158;België;België;Portugal;2011;3.0
159;België;België;Portugal;2012;16.0
160;België;België;Roemenië;2005;0.0
161;België;België;Roemenië;2006;1.0
162;België;België;Roemenië;2007;0.0
163;België;België;Roemenië;2008;0.0
164;België;België;Roemenië;2009;0.0
165;België;België;Roemenië;2010;0.0
166;België;België;Roemenië;2011;0.0
167;België;België;Roemenië;2012;0.0
168;België;België;Slovenië;2005;3.0
169;België;België;Slovenië;2006;0.0
170;België;België;Slovenië;2007;0.0
171;België;België;Slovenië;2008;0.0
172;België;België;Slovenië;2009;1.0
173;België;België;Slovenië;2010;0.0
174;België;België;Slovenië;2011;0.0
175;België;België;Slovenië;2012;0.0
176;België;België;Slowakije;2005;6.0
177;België;België;Slowakije;2006;3.0
178;België;België;Slowakije;2007;3.0
179;België;België;Slowakije;2008;6.0
180;België;België;Slowakije;2009;2.0
181;België;België;Slowakije;2010;4.0
182;België;België;Slowakije;2011;0.0
183;België;België;Slowakije;2012;0.0
184;België;België;Spanje;2005;303.0
185;België;België;Spanje;2006;259.0
186;België;België;Spanje;2007;287.0
187;België;België;Spanje;2008;178.0
188;België;België;Spanje;2009;163.0
189;België;België;Spanje;2010;134.0
190;België;België;Spanje;2011;99.0
191;België;België;Spanje;2012;48.0
192;België;België;Tsjechië;2005;6.0
193;België;België;Tsjechië;2006;5.0
194;België;België;Tsjechië;2007;7.0
195;België;België;Tsjechië;2008;22.0
196;België;België;Tsjechië;2009;22.0
197;België;België;Tsjechië;2010;8.0
198;België;België;Tsjechië;2011;15.0
199;België;België;Tsjechië;2012;8.0
200;België;België;Verenigd Koninkrijk;2005;914.0
201;België;België;Verenigd Koninkrijk;2006;860.0
202;België;België;Verenigd Koninkrijk;2007;881.0
203;België;België;Verenigd Koninkrijk;2008;677.0
204;België;België;Verenigd Koninkrijk;2009;500.0
205;België;België;Verenigd Koninkrijk;2010;507.0
206;België;België;Verenigd Koninkrijk;2011;385.0
207;België;België;Verenigd Koninkrijk;2012;342.0
208;België;België;Zweden;2005;14.0
209;België;België;Zweden;2006;8.0
210;België;België;Zweden;2007;10.0
211;België;België;Zweden;2008;8.0
212;België;België;Zweden;2009;6.0
213;België;België;Zweden;2010;0.0
214;België;België;Zweden;2011;0.0
215;België;België;Zweden;2012;6.0
216;België;België;29;2005;216.0
217;België;België;29;2006;171.0
218;België;België;29;2007;185.0
219;België;België;29;2008;128.0
220;België;België;29;2009;147.0
221;België;België;29;2010;157.0
222;België;België;29;2011;126.0
223;België;België;29;2012;98.0
224;België;Bulgarije;België;2005;3.0
225;België;Bulgarije;België;2006;0.0
226;België;Bulgarije;België;2007;2.0
227;België;Bulgarije;België;2008;0.0
228;België;Bulgarije;België;2009;0.0
229;België;Bulgarije;België;2010;0.0
230;België;Bulgarije;België;2011;0.0
231;België;Bulgarije;België;2012;0.0
232;België;Bulgarije;Bulgarije;2005;0.0
233;België;Bulgarije;Bulgarije;2006;0.0
234;België;Bulgarije;Bulgarije;2007;0.0
235;België;Bulgarije;Bulgarije;2008;0.0
236;België;Bulgarije;Bulgarije;2009;0.0
237;België;Bulgarije;Bulgarije;2010;0.0
238;België;Bulgarije;Bulgarije;2011;0.0
239;België;Bulgarije;Bulgarije;2012;0.0
240;België;Bulgarije;Cyprus;2005;0.0
241;België;Bulgarije;Cyprus;2006;0.0
242;België;Bulgarije;Cyprus;2007;0.0
243;België;Bulgarije;Cyprus;2008;0.0
244;België;Bulgarije;Cyprus;2009;0.0
245;België;Bulgarije;Cyprus;2010;0.0
246;België;Bulgarije;Cyprus;2011;0.0
247;België;Bulgarije;Cyprus;2012;0.0
248;België;Bulgarije;Denemarken;2005;0.0
249;België;Bulgarije;Denemarken;2006;0.0
250;België;Bulgarije;Denemarken;2007;0.0
251;België;Bulgarije;Denemarken;2008;0.0
252;België;Bulgarije;Denemarken;2009;0.0
253;België;Bulgarije;Denemarken;2010;0.0
254;België;Bulgarije;Denemarken;2011;0.0
255;België;Bulgarije;Denemarken;2012;0.0
256;België;Bulgarije;Duitsland;2005;0.0
257;België;Bulgarije;Duitsland;2006;0.0
258;België;Bulgarije;Duitsland;2007;0.0
259;België;Bulgarije;Duitsland;2008;0.0
260;België;Bulgarije;Duitsland;2009;0.0
261;België;Bulgarije;Duitsland;2010;0.0
262;België;Bulgarije;Duitsland;2011;0.0
263;België;Bulgarije;Duitsland;2012;0.0
264;België;Bulgarije;Estland;2005;0.0
265;België;Bulgarije;Estland;2006;0.0
266;België;Bulgarije;Estland;2007;0.0
267;België;Bulgarije;Estland;2008;0.0
268;België;Bulgarije;Estland;2009;0.0
269;België;Bulgarije;Estland;2010;0.0
270;België;Bulgarije;Estland;2011;0.0
271;België;Bulgarije;Estland;2012;0.0
272;België;Bulgarije;Finland;2005;0.0
273;België;Bulgarije;Finland;2006;0.0
274;België;Bulgarije;Finland;2007;0.0
275;België;Bulgarije;Finland;2008;0.0
276;België;Bulgarije;Finland;2009;0.0
277;België;Bulgarije;Finland;2010;0.0
278;België;Bulgarije;Finland;2011;0.0
279;België;Bulgarije;Finland;2012;0.0
280;België;Bulgarije;Frankrijk;2005;0.0
281;België;Bulgarije;Frankrijk;2006;0.0
282;België;Bulgarije;Frankrijk;2007;0.0
283;België;Bulgarije;Frankrijk;2008;0.0
284;België;Bulgarije;Frankrijk;2009;0.0
285;België;Bulgarije;Frankrijk;2010;0.0
286;België;Bulgarije;Frankrijk;2011;0.0
287;België;Bulgarije;Frankrijk;2012;0.0
288;België;Bulgarije;Griekenland;2005;0.0
289;België;Bulgarije;Griekenland;2006;0.0
290;België;Bulgarije;Griekenland;2007;0.0
291;België;Bulgarije;Griekenland;2008;0.0
292;België;Bulgarije;Griekenland;2009;0.0
293;België;Bulgarije;Griekenland;2010;0.0
294;België;Bulgarije;Griekenland;2011;0.0
295;België;Bulgarije;Griekenland;2012;0.0
296;België;Bulgarije;Hongarije;2005;0.0
297;België;Bulgarije;Hongarije;2006;0.0
298;België;Bulgarije;Hongarije;2007;0.0
299;België;Bulgarije;Hongarije;2008;0.0
300;België;Bulgarije;Hongarije;2009;0.0
301;België;Bulgarije;Hongarije;2010;0.0
302;België;Bulgarije;Hongarije;2011;0.0
303;België;Bulgarije;Hongarije;2012;0.0
304;België;Bulgarije;Ierland;2005;0.0
305;België;Bulgarije;Ierland;2006;0.0
306;België;Bulgarije;Ierland;2007;0.0
307;België;Bulgarije;Ierland;2008;0.0
308;België;Bulgarije;Ierland;2009;0.0
309;België;Bulgarije;Ierland;2010;0.0
310;België;Bulgarije;Ierland;2011;0.0
311;België;Bulgarije;Ierland;2012;0.0
312;België;Bulgarije;Italië;2005;0.0
313;België;Bulgarije;Italië;2006;0.0
314;België;Bulgarije;Italië;2007;0.0
315;België;Bulgarije;Italië;2008;0.0
316;België;Bulgarije;Italië;2009;0.0
317;België;Bulgarije;Italië;2010;0.0
318;België;Bulgarije;Italië;2011;0.0
319;België;Bulgarije;Italië;2012;0.0
320;België;Bulgarije;Letland;2005;0.0
321;België;Bulgarije;Letland;2006;0.0
322;België;Bulgarije;Letland;2007;0.0
323;België;Bulgarije;Letland;2008;0.0
324;België;Bulgarije;Letland;2009;0.0
325;België;Bulgarije;Letland;2010;0.0
326;België;Bulgarije;Letland;2011;0.0
327;België;Bulgarije;Letland;2012;0.0
328;België;Bulgarije;Litouwen;2005;0.0
329;België;Bulgarije;Litouwen;2006;0.0
330;België;Bulgarije;Litouwen;2007;0.0
331;België;Bulgarije;Litouwen;2008;0.0
332;België;Bulgarije;Litouwen;2009;0.0
333;België;Bulgarije;Litouwen;2010;0.0
334;België;Bulgarije;Litouwen;2011;0.0
335;België;Bulgarije;Litouwen;2012;0.0
336;België;Bulgarije;Luxemburg;2005;0.0
337;België;Bulgarije;Luxemburg;2006;0.0
338;België;Bulgarije;Luxemburg;2007;0.0
339;België;Bulgarije;Luxemburg;2008;0.0
340;België;Bulgarije;Luxemburg;2009;0.0
341;België;Bulgarije;Luxemburg;2010;0.0
342;België;Bulgarije;Luxemburg;2011;0.0
343;België;Bulgarije;Luxemburg;2012;0.0
344;België;Bulgarije;Malta;2005;0.0
345;België;Bulgarije;Malta;2006;0.0
346;België;Bulgarije;Malta;2007;0.0
347;België;Bulgarije;Malta;2008;0.0
348;België;Bulgarije;Malta;2009;0.0
349;België;Bulgarije;Malta;2010;0.0
350;België;Bulgarije;Malta;2011;0.0
351;België;Bulgarije;Malta;2012;0.0
352;België;Bulgarije;Nederland;2005;0.0
353;België;Bulgarije;Nederland;2006;0.0
354;België;Bulgarije;Nederland;2007;0.0
355;België;Bulgarije;Nederland;2008;0.0
356;België;Bulgarije;Nederland;2009;0.0
357;België;Bulgarije;Nederland;2010;0.0
358;België;Bulgarije;Nederland;2011;0.0
359;België;Bulgarije;Nederland;2012;0.0
360;België;Bulgarije;Oostenrijk;2005;0.0
361;België;Bulgarije;Oostenrijk;2006;0.0
362;België;Bulgarije;Oostenrijk;2007;0.0
363;België;Bulgarije;Oostenrijk;2008;0.0
364;België;Bulgarije;Oostenrijk;2009;0.0
365;België;Bulgarije;Oostenrijk;2010;0.0
366;België;Bulgarije;Oostenrijk;2011;0.0
367;België;Bulgarije;Oostenrijk;2012;0.0
368;België;Bulgarije;Polen;2005;0.0
369;België;Bulgarije;Polen;2006;0.0
370;België;Bulgarije;Polen;2007;0.0
371;België;Bulgarije;Polen;2008;0.0
372;België;Bulgarije;Polen;2009;0.0
373;België;Bulgarije;Polen;2010;0.0
374;België;Bulgarije;Polen;2011;0.0
375;België;Bulgarije;Polen;2012;0.0
376;België;Bulgarije;Portugal;2005;0.0
377;België;Bulgarije;Portugal;2006;0.0
378;België;Bulgarije;Portugal;2007;0.0
379;België;Bulgarije;Portugal;2008;0.0
380;België;Bulgarije;Portugal;2009;0.0
381;België;Bulgarije;Portugal;2010;0.0
382;België;Bulgarije;Portugal;2011;0.0
383;België;Bulgarije;Portugal;2012;0.0
384;België;Bulgarije;Roemenië;2005;1.0
385;België;Bulgarije;Roemenië;2006;0.0
386;België;Bulgarije;Roemenië;2007;0.0
387;België;Bulgarije;Roemenië;2008;0.0
388;België;Bulgarije;Roemenië;2009;0.0
389;België;Bulgarije;Roemenië;2010;0.0
390;België;Bulgarije;Roemenië;2011;0.0
391;België;Bulgarije;Roemenië;2012;0.0
392;België;Bulgarije;Slovenië;2005;0.0
393;België;Bulgarije;Slovenië;2006;0.0
394;België;Bulgarije;Slovenië;2007;0.0
395;België;Bulgarije;Slovenië;2008;0.0
396;België;Bulgarije;Slovenië;2009;0.0
397;België;Bulgarije;Slovenië;2010;0.0
398;België;Bulgarije;Slovenië;2011;0.0
399;België;Bulgarije;Slovenië;2012;0.0
400;België;Bulgarije;Slowakije;2005;0.0
401;België;Bulgarije;Slowakije;2006;0.0
402;België;Bulgarije;Slowakije;2007;0.0
403;België;Bulgarije;Slowakije;2008;0.0
404;België;Bulgarije;Slowakije;2009;0.0
405;België;Bulgarije;Slowakije;2010;0.0
406;België;Bulgarije;Slowakije;2011;0.0
407;België;Bulgarije;Slowakije;2012;0.0
408;België;Bulgarije;Spanje;2005;0.0
409;België;Bulgarije;Spanje;2006;0.0
410;België;Bulgarije;Spanje;2007;0.0
411;België;Bulgarije;Spanje;2008;0.0
412;België;Bulgarije;Spanje;2009;0.0
413;België;Bulgarije;Spanje;2010;0.0
414;België;Bulgarije;Spanje;2011;0.0
415;België;Bulgarije;Spanje;2012;0.0
416;België;Bulgarije;Tsjechië;2005;0.0
417;België;Bulgarije;Tsjechië;2006;0.0
418;België;Bulgarije;Tsjechië;2007;0.0
419;België;Bulgarije;Tsjechië;2008;0.0
420;België;Bulgarije;Tsjechië;2009;0.0
421;België;Bulgarije;Tsjechië;2010;0.0
422;België;Bulgarije;Tsjechië;2011;0.0
423;België;Bulgarije;Tsjechië;2012;0.0
424;België;Bulgarije;Verenigd Koninkrijk;2005;0.0
425;België;Bulgarije;Verenigd Koninkrijk;2006;0.0
426;België;Bulgarije;Verenigd Koninkrijk;2007;0.0
427;België;Bulgarije;Verenigd Koninkrijk;2008;0.0
428;België;Bulgarije;Verenigd Koninkrijk;2009;0.0
429;België;Bulgarije;Verenigd Koninkrijk;2010;0.0
430;België;Bulgarije;Verenigd Koninkrijk;2011;0.0
431;België;Bulgarije;Verenigd Koninkrijk;2012;0.0
432;België;Bulgarije;Zweden;2005;0.0
433;België;Bulgarije;Zweden;2006;0.0
434;België;Bulgarije;Zweden;2007;0.0
435;België;Bulgarije;Zweden;2008;0.0
436;België;Bulgarije;Zweden;2009;0.0
437;België;Bulgarije;Zweden;2010;0.0
438;België;Bulgarije;Zweden;2011;0.0
439;België;Bulgarije;Zweden;2012;0.0
440;België;Bulgarije;29;2005;0.0
441;België;Bulgarije;29;2006;0.0
442;België;Bulgarije;29;2007;0.0
443;België;Bulgarije;29;2008;0.0
444;België;Bulgarije;29;2009;0.0
445;België;Bulgarije;29;2010;0.0
446;België;Bulgarije;29;2011;0.0
447;België;Bulgarije;29;2012;0.0
448;België;Cyprus;België;2005;0.0
449;België;Cyprus;België;2006;0.0
450;België;Cyprus;België;2007;0.0
451;België;Cyprus;België;2008;0.0
452;België;Cyprus;België;2009;0.0
453;België;Cyprus;België;2010;0.0
454;België;Cyprus;België;2011;0.0
455;België;Cyprus;België;2012;0.0
456;België;Cyprus;Bulgarije;2005;0.0
457;België;Cyprus;Bulgarije;2006;0.0
458;België;Cyprus;Bulgarije;2007;0.0
459;België;Cyprus;Bulgarije;2008;0.0
460;België;Cyprus;Bulgarije;2009;0.0
461;België;Cyprus;Bulgarije;2010;0.0
462;België;Cyprus;Bulgarije;2011;0.0
463;België;Cyprus;Bulgarije;2012;0.0
464;België;Cyprus;Cyprus;2005;0.0
465;België;Cyprus;Cyprus;2006;0.0
466;België;Cyprus;Cyprus;2007;0.0
467;België;Cyprus;Cyprus;2008;0.0
468;België;Cyprus;Cyprus;2009;0.0
469;België;Cyprus;Cyprus;2010;0.0
470;België;Cyprus;Cyprus;2011;0.0
471;België;Cyprus;Cyprus;2012;0.0
472;België;Cyprus;Denemarken;2005;0.0
473;België;Cyprus;Denemarken;2006;0.0
474;België;Cyprus;Denemarken;2007;0.0
475;België;Cyprus;Denemarken;2008;0.0
476;België;Cyprus;Denemarken;2009;0.0
477;België;Cyprus;Denemarken;2010;0.0
478;België;Cyprus;Denemarken;2011;0.0
479;België;Cyprus;Denemarken;2012;0.0
480;België;Cyprus;Duitsland;2005;0.0
481;België;Cyprus;Duitsland;2006;0.0
482;België;Cyprus;Duitsland;2007;0.0
483;België;Cyprus;Duitsland;2008;0.0
484;België;Cyprus;Duitsland;2009;0.0
485;België;Cyprus;Duitsland;2010;0.0
486;België;Cyprus;Duitsland;2011;0.0
487;België;Cyprus;Duitsland;2012;0.0
488;België;Cyprus;Estland;2005;0.0
489;België;Cyprus;Estland;2006;0.0
490;België;Cyprus;Estland;2007;0.0
491;België;Cyprus;Estland;2008;0.0
492;België;Cyprus;Estland;2009;0.0
493;België;Cyprus;Estland;2010;0.0
494;België;Cyprus;Estland;2011;0.0
495;België;Cyprus;Estland;2012;0.0
496;België;Cyprus;Finland;2005;0.0
497;België;Cyprus;Finland;2006;0.0
498;België;Cyprus;Finland;2007;0.0
499;België;Cyprus;Finland;2008;0.0
500;België;Cyprus;Finland;2009;0.0
501;België;Cyprus;Finland;2010;0.0
502;België;Cyprus;Finland;2011;0.0
503;België;Cyprus;Finland;2012;0.0
504;België;Cyprus;Frankrijk;2005;0.0
505;België;Cyprus;Frankrijk;2006;0.0
506;België;Cyprus;Frankrijk;2007;0.0
507;België;Cyprus;Frankrijk;2008;0.0
508;België;Cyprus;Frankrijk;2009;0.0
509;België;Cyprus;Frankrijk;2010;0.0
510;België;Cyprus;Frankrijk;2011;0.0
511;België;Cyprus;Frankrijk;2012;0.0
512;België;Cyprus;Griekenland;2005;0.0
513;België;Cyprus;Griekenland;2006;0.0
514;België;Cyprus;Griekenland;2007;0.0
515;België;Cyprus;Griekenland;2008;0.0
516;België;Cyprus;Griekenland;2009;0.0
517;België;Cyprus;Griekenland;2010;0.0
518;België;Cyprus;Griekenland;2011;0.0
519;België;Cyprus;Griekenland;2012;0.0
520;België;Cyprus;Hongarije;2005;0.0
521;België;Cyprus;Hongarije;2006;0.0
522;België;Cyprus;Hongarije;2007;0.0
523;België;Cyprus;Hongarije;2008;0.0
524;België;Cyprus;Hongarije;2009;0.0
525;België;Cyprus;Hongarije;2010;0.0
526;België;Cyprus;Hongarije;2011;0.0
527;België;Cyprus;Hongarije;2012;0.0
528;België;Cyprus;Ierland;2005;0.0
529;België;Cyprus;Ierland;2006;0.0
530;België;Cyprus;Ierland;2007;0.0
531;België;Cyprus;Ierland;2008;0.0
532;België;Cyprus;Ierland;2009;0.0
533;België;Cyprus;Ierland;2010;0.0
534;België;Cyprus;Ierland;2011;0.0
535;België;Cyprus;Ierland;2012;0.0
536;België;Cyprus;Italië;2005;0.0
537;België;Cyprus;Italië;2006;0.0
538;België;Cyprus;Italië;2007;0.0
539;België;Cyprus;Italië;2008;0.0
540;België;Cyprus;Italië;2009;0.0
541;België;Cyprus;Italië;2010;0.0
542;België;Cyprus;Italië;2011;0.0
543;België;Cyprus;Italië;2012;0.0
544;België;Cyprus;Letland;2005;0.0
545;België;Cyprus;Letland;2006;0.0
546;België;Cyprus;Letland;2007;0.0
547;België;Cyprus;Letland;2008;0.0
548;België;Cyprus;Letland;2009;0.0
549;België;Cyprus;Letland;2010;0.0
550;België;Cyprus;Letland;2011;0.0
551;België;Cyprus;Letland;2012;0.0
552;België;Cyprus;Litouwen;2005;0.0
553;België;Cyprus;Litouwen;2006;0.0
554;België;Cyprus;Litouwen;2007;0.0
555;België;Cyprus;Litouwen;2008;0.0
556;België;Cyprus;Litouwen;2009;0.0
557;België;Cyprus;Litouwen;2010;0.0
558;België;Cyprus;Litouwen;2011;0.0
559;België;Cyprus;Litouwen;2012;0.0
560;België;Cyprus;Luxemburg;2005;0.0
561;België;Cyprus;Luxemburg;2006;0.0
562;België;Cyprus;Luxemburg;2007;0.0
563;België;Cyprus;Luxemburg;2008;0.0
564;België;Cyprus;Luxemburg;2009;0.0
565;België;Cyprus;Luxemburg;2010;0.0
566;België;Cyprus;Luxemburg;2011;0.0
567;België;Cyprus;Luxemburg;2012;0.0
568;België;Cyprus;Malta;2005;0.0
569;België;Cyprus;Malta;2006;0.0
570;België;Cyprus;Malta;2007;0.0
571;België;Cyprus;Malta;2008;0.0
572;België;Cyprus;Malta;2009;0.0
573;België;Cyprus;Malta;2010;0.0
574;België;Cyprus;Malta;2011;0.0
575;België;Cyprus;Malta;2012;0.0
576;België;Cyprus;Nederland;2005;0.0
577;België;Cyprus;Nederland;2006;0.0
578;België;Cyprus;Nederland;2007;0.0
579;België;Cyprus;Nederland;2008;0.0
580;België;Cyprus;Nederland;2009;0.0
581;België;Cyprus;Nederland;2010;0.0
582;België;Cyprus;Nederland;2011;0.0
583;België;Cyprus;Nederland;2012;0.0
584;België;Cyprus;Oostenrijk;2005;0.0
585;België;Cyprus;Oostenrijk;2006;0.0
586;België;Cyprus;Oostenrijk;2007;0.0
587;België;Cyprus;Oostenrijk;2008;0.0
588;België;Cyprus;Oostenrijk;2009;0.0
589;België;Cyprus;Oostenrijk;2010;0.0
590;België;Cyprus;Oostenrijk;2011;0.0
591;België;Cyprus;Oostenrijk;2012;0.0
592;België;Cyprus;Polen;2005;0.0
593;België;Cyprus;Polen;2006;0.0
594;België;Cyprus;Polen;2007;0.0
595;België;Cyprus;Polen;2008;0.0
596;België;Cyprus;Polen;2009;0.0
597;België;Cyprus;Polen;2010;0.0
598;België;Cyprus;Polen;2011;0.0
599;België;Cyprus;Polen;2012;0.0
600;België;Cyprus;Portugal;2005;0.0
601;België;Cyprus;Portugal;2006;0.0
602;België;Cyprus;Portugal;2007;0.0
603;België;Cyprus;Portugal;2008;0.0
604;België;Cyprus;Portugal;2009;0.0
605;België;Cyprus;Portugal;2010;0.0
606;België;Cyprus;Portugal;2011;0.0
607;België;Cyprus;Portugal;2012;0.0
608;België;Cyprus;Roemenië;2005;0.0
609;België;Cyprus;Roemenië;2006;0.0
610;België;Cyprus;Roemenië;2007;0.0
611;België;Cyprus;Roemenië;2008;0.0
612;België;Cyprus;Roemenië;2009;0.0
613;België;Cyprus;Roemenië;2010;0.0
614;België;Cyprus;Roemenië;2011;0.0
615;België;Cyprus;Roemenië;2012;0.0
616;België;Cyprus;Slovenië;2005;0.0
617;België;Cyprus;Slovenië;2006;0.0
618;België;Cyprus;Slovenië;2007;0.0
619;België;Cyprus;Slovenië;2008;0.0
620;België;Cyprus;Slovenië;2009;0.0
621;België;Cyprus;Slovenië;2010;0.0
622;België;Cyprus;Slovenië;2011;0.0
623;België;Cyprus;Slovenië;2012;0.0
624;België;Cyprus;Slowakije;2005;0.0
625;België;Cyprus;Slowakije;2006;0.0
626;België;Cyprus;Slowakije;2007;0.0
627;België;Cyprus;Slowakije;2008;0.0
628;België;Cyprus;Slowakije;2009;0.0
629;België;Cyprus;Slowakije;2010;0.0
630;België;Cyprus;Slowakije;2011;0.0
631;België;Cyprus;Slowakije;2012;0.0
632;België;Cyprus;Spanje;2005;0.0
633;België;Cyprus;Spanje;2006;0.0
634;België;Cyprus;Spanje;2007;0.0
635;België;Cyprus;Spanje;2008;0.0
636;België;Cyprus;Spanje;2009;0.0
637;België;Cyprus;Spanje;2010;0.0
638;België;Cyprus;Spanje;2011;0.0
639;België;Cyprus;Spanje;2012;0.0
640;België;Cyprus;Tsjechië;2005;0.0
641;België;Cyprus;Tsjechië;2006;0.0
642;België;Cyprus;Tsjechië;2007;0.0
643;België;Cyprus;Tsjechië;2008;0.0
644;België;Cyprus;Tsjechië;2009;0.0
