ID;HerkomstBestemming;ResiduProduct;GevaarlijkNietGevaarlijk;Perioden;TotaalAfval_1;ChemischAfval_2;MetaalAfval_3;NietMetaalAfval_4;AfgedanktMateriaal_5;DierlijkEnPlantaardigAfval_6;GemengdAfval_7;Slib_8;MineraalAfval_9
0;1;3;3;1990;;;;;;;;;
1;1;3;3;1991;;;;;;;;;
2;1;3;3;1992;;;;;;;;;
3;1;3;3;1993;;;;;;;;;
4;1;3;3;1994;;;;;;;;;
5;1;3;3;1995;;;;;;;;;
6;1;3;3;1996;;;;;;;;;
7;1;3;3;1997;;;;;;;;;
8;1;3;3;1998;;;;;;;;;
9;1;3;3;1999;;;;;;;;;
10;1;3;3;2000;;;;;;;;;
11;1;3;3;2001;;;;;;;;;
12;1;3;3;2002;9289.0;16.0;55.0;1781.0;395.0;1805.0;4734.0;0.0;504.0
13;1;3;3;2003;9223.0;15.0;64.0;1813.0;384.0;1722.0;4648.0;0.0;576.0
14;1;3;3;2004;9493.0;14.0;68.0;1916.0;373.0;1808.0;4700.0;0.0;614.0
15;1;3;3;2005;9511.0;15.0;67.0;1933.0;352.0;1777.0;4760.0;0.0;607.0
16;1;3;3;2006;9417.0;21.0;70.0;1976.0;300.0;1710.0;4768.0;0.0;571.0
17;1;3;3;2007;9568.0;23.0;73.0;2109.0;278.0;1764.0;4704.0;0.0;617.0
18;1;3;3;2008;9420.0;23.0;71.0;2100.0;285.0;1707.0;4667.0;0.0;567.0
19;1;3;1;1990;;;;;;;;;
20;1;3;1;1991;;;;;;;;;
21;1;3;1;1992;;;;;;;;;
22;1;3;1;1993;;;;;;;;;
23;1;3;1;1994;;;;;;;;;
24;1;3;1;1995;;;;;;;;;
25;1;3;1;1996;;;;;;;;;
26;1;3;1;1997;;;;;;;;;
27;1;3;1;1998;;;;;;;;;
28;1;3;1;1999;;;;;;;;;
29;1;3;1;2000;;;;;;;;;
30;1;3;1;2001;;;;;;;;;
31;1;3;1;2002;331.0;15.0;0.0;0.0;303.0;0.0;0.0;0.0;13.0
32;1;3;1;2003;324.0;15.0;0.0;0.0;293.0;0.0;0.0;0.0;16.0
33;1;3;1;2004;310.0;13.0;0.0;0.0;282.0;0.0;0.0;0.0;15.0
34;1;3;1;2005;287.0;15.0;0.0;0.0;260.0;0.0;0.0;0.0;12.0
35;1;3;1;2006;245.0;21.0;0.0;0.0;213.0;0.0;0.0;0.0;11.0
36;1;3;1;2007;217.0;23.0;0.0;0.0;183.0;0.0;0.0;0.0;12.0
37;1;3;1;2008;221.0;23.0;0.0;0.0;187.0;0.0;0.0;0.0;10.0
38;1;3;2;1990;;;;;;;;;
39;1;3;2;1991;;;;;;;;;
40;1;3;2;1992;;;;;;;;;
41;1;3;2;1993;;;;;;;;;
42;1;3;2;1994;;;;;;;;;
43;1;3;2;1995;;;;;;;;;
44;1;3;2;1996;;;;;;;;;
45;1;3;2;1997;;;;;;;;;
46;1;3;2;1998;;;;;;;;;
47;1;3;2;1999;;;;;;;;;
48;1;3;2;2000;;;;;;;;;
49;1;3;2;2001;;;;;;;;;
50;1;3;2;2002;8958.0;1.0;55.0;1781.0;91.0;1805.0;4734.0;0.0;491.0
51;1;3;2;2003;8900.0;1.0;64.0;1813.0;91.0;1722.0;4648.0;0.0;560.0
52;1;3;2;2004;9183.0;1.0;68.0;1916.0;91.0;1808.0;4700.0;0.0;600.0
53;1;3;2;2005;9224.0;0.0;67.0;1933.0;92.0;1777.0;4760.0;0.0;595.0
54;1;3;2;2006;9171.0;0.0;70.0;1976.0;87.0;1710.0;4768.0;0.0;560.0
55;1;3;2;2007;9351.0;0.0;73.0;2109.0;95.0;1764.0;4704.0;0.0;605.0
56;1;3;2;2008;9199.0;0.0;71.0;2100.0;98.0;1707.0;4667.0;0.0;557.0
57;1;1;3;1990;;;;;;;;;
58;1;1;3;1991;;;;;;;;;
59;1;1;3;1992;;;;;;;;;
60;1;1;3;1993;;;;;;;;;
61;1;1;3;1994;;;;;;;;;
62;1;1;3;1995;;;;;;;;;
63;1;1;3;1996;;;;;;;;;
64;1;1;3;1997;;;;;;;;;
65;1;1;3;1998;;;;;;;;;
66;1;1;3;1999;;;;;;;;;
67;1;1;3;2000;;;;;;;;;
68;1;1;3;2001;;;;;;;;;
69;1;1;3;2002;8829.0;11.0;21.0;1360.0;395.0;1805.0;4733.0;0.0;504.0
70;1;1;3;2003;8878.0;10.0;11.0;1537.0;384.0;1722.0;4638.0;0.0;576.0
71;1;1;3;2004;8915.0;12.0;13.0;1399.0;373.0;1808.0;4697.0;0.0;614.0
72;1;1;3;2005;9079.0;15.0;17.0;1552.0;352.0;1777.0;4760.0;0.0;607.0
73;1;1;3;2006;8667.0;21.0;15.0;1282.0;300.0;1710.0;4768.0;0.0;571.0
74;1;1;3;2007;8825.0;23.0;18.0;1420.0;278.0;1764.0;4704.0;0.0;617.0
75;1;1;3;2008;8685.0;23.0;14.0;1421.0;285.0;1707.0;4667.0;0.0;567.0
76;1;1;1;1990;;;;;;;;;
77;1;1;1;1991;;;;;;;;;
78;1;1;1;1992;;;;;;;;;
79;1;1;1;1993;;;;;;;;;
80;1;1;1;1994;;;;;;;;;
81;1;1;1;1995;;;;;;;;;
82;1;1;1;1996;;;;;;;;;
83;1;1;1;1997;;;;;;;;;
84;1;1;1;1998;;;;;;;;;
85;1;1;1;1999;;;;;;;;;
86;1;1;1;2000;;;;;;;;;
87;1;1;1;2001;;;;;;;;;
88;1;1;1;2002;327.0;11.0;0.0;0.0;303.0;0.0;0.0;0.0;13.0
89;1;1;1;2003;318.0;9.0;0.0;0.0;293.0;0.0;0.0;0.0;16.0
90;1;1;1;2004;307.0;11.0;0.0;0.0;282.0;0.0;0.0;0.0;15.0
91;1;1;1;2005;287.0;15.0;0.0;0.0;260.0;0.0;0.0;0.0;12.0
92;1;1;1;2006;245.0;21.0;0.0;0.0;213.0;0.0;0.0;0.0;11.0
93;1;1;1;2007;217.0;23.0;0.0;0.0;183.0;0.0;0.0;0.0;12.0
94;1;1;1;2008;221.0;23.0;0.0;0.0;187.0;0.0;0.0;0.0;10.0
95;1;1;2;1990;;;;;;;;;
96;1;1;2;1991;;;;;;;;;
97;1;1;2;1992;;;;;;;;;
98;1;1;2;1993;;;;;;;;;
99;1;1;2;1994;;;;;;;;;
100;1;1;2;1995;;;;;;;;;
101;1;1;2;1996;;;;;;;;;
102;1;1;2;1997;;;;;;;;;
103;1;1;2;1998;;;;;;;;;
104;1;1;2;1999;;;;;;;;;
105;1;1;2;2000;;;;;;;;;
106;1;1;2;2001;;;;;;;;;
107;1;1;2;2002;8503.0;1.0;21.0;1360.0;91.0;1805.0;4733.0;0.0;491.0
108;1;1;2;2003;8559.0;1.0;11.0;1537.0;91.0;1722.0;4638.0;0.0;560.0
109;1;1;2;2004;8608.0;1.0;13.0;1399.0;91.0;1808.0;4697.0;0.0;600.0
110;1;1;2;2005;8793.0;0.0;17.0;1552.0;92.0;1777.0;4760.0;0.0;595.0
111;1;1;2;2006;8422.0;0.0;15.0;1282.0;87.0;1710.0;4768.0;0.0;560.0
112;1;1;2;2007;8608.0;0.0;18.0;1420.0;95.0;1764.0;4704.0;0.0;605.0
113;1;1;2;2008;8464.0;0.0;14.0;1421.0;98.0;1707.0;4667.0;0.0;557.0
114;1;2;3;1990;;;;;;;;;
115;1;2;3;1991;;;;;;;;;
116;1;2;3;1992;;;;;;;;;
117;1;2;3;1993;;;;;;;;;
118;1;2;3;1994;;;;;;;;;
119;1;2;3;1995;;;;;;;;;
120;1;2;3;1996;;;;;;;;;
121;1;2;3;1997;;;;;;;;;
122;1;2;3;1998;;;;;;;;;
123;1;2;3;1999;;;;;;;;;
124;1;2;3;2000;;;;;;;;;
125;1;2;3;2001;;;;;;;;;
126;1;2;3;2002;460.0;5.0;34.0;420.0;0.0;0.0;1.0;0.0;0.0
127;1;2;3;2003;346.0;5.0;53.0;277.0;0.0;0.0;11.0;0.0;0.0
128;1;2;3;2004;577.0;2.0;55.0;517.0;0.0;0.0;3.0;0.0;0.0
129;1;2;3;2005;431.0;0.0;50.0;381.0;0.0;0.0;0.0;0.0;0.0
