ID;BedrijfstakkenBranchesSBI2008;RegioS;Perioden;InvesteringenInVasteActiva_1
48;A-U Alle economische activiteiten;Noord-Nederland (LD);2016;12427.0
49;A-U Alle economische activiteiten;Noord-Nederland (LD);2017;11754.0
50;A-U Alle economische activiteiten;Noord-Nederland (LD);2018;13538.0
51;A-U Alle economische activiteiten;Noord-Nederland (LD);2019;14334.0
52;A-U Alle economische activiteiten;Noord-Nederland (LD);2020;14992.0
53;A-U Alle economische activiteiten;Noord-Nederland (LD);2021;15985.0
54;A-U Alle economische activiteiten;Oost-Nederland (LD);1995;13297.0
55;A-U Alle economische activiteiten;Oost-Nederland (LD);1996;14566.0
56;A-U Alle economische activiteiten;Oost-Nederland (LD);1997;15341.0
57;A-U Alle economische activiteiten;Oost-Nederland (LD);1998;16414.0
58;A-U Alle economische activiteiten;Oost-Nederland (LD);1999;18182.0
59;A-U Alle economische activiteiten;Oost-Nederland (LD);2000;19399.0
60;A-U Alle economische activiteiten;Oost-Nederland (LD);2001;20491.0
61;A-U Alle economische activiteiten;Oost-Nederland (LD);2002;20595.0
62;A-U Alle economische activiteiten;Oost-Nederland (LD);2003;20493.0
63;A-U Alle economische activiteiten;Oost-Nederland (LD);2004;21178.0
64;A-U Alle economische activiteiten;Oost-Nederland (LD);2005;22209.0
65;A-U Alle economische activiteiten;Oost-Nederland (LD);2006;24136.0
66;A-U Alle economische activiteiten;Oost-Nederland (LD);2007;26695.0
67;A-U Alle economische activiteiten;Oost-Nederland (LD);2008;27972.0
68;A-U Alle economische activiteiten;Oost-Nederland (LD);2009;26218.0
69;A-U Alle economische activiteiten;Oost-Nederland (LD);2010;25499.0
70;A-U Alle economische activiteiten;Oost-Nederland (LD);2011;27242.0
71;A-U Alle economische activiteiten;Oost-Nederland (LD);2012;25410.0
72;A-U Alle economische activiteiten;Oost-Nederland (LD);2013;23642.0
73;A-U Alle economische activiteiten;Oost-Nederland (LD);2014;24026.0
74;A-U Alle economische activiteiten;Oost-Nederland (LD);2015;24171.0
75;A-U Alle economische activiteiten;Oost-Nederland (LD);2016;24792.0
76;A-U Alle economische activiteiten;Oost-Nederland (LD);2017;25465.0
77;A-U Alle economische activiteiten;Oost-Nederland (LD);2018;29599.0
78;A-U Alle economische activiteiten;Oost-Nederland (LD);2019;30953.0
79;A-U Alle economische activiteiten;Oost-Nederland (LD);2020;31362.0
80;A-U Alle economische activiteiten;Oost-Nederland (LD);2021;34910.0
81;A-U Alle economische activiteiten;West-Nederland (LD);1995;33935.0
82;A-U Alle economische activiteiten;West-Nederland (LD);1996;36587.0
83;A-U Alle economische activiteiten;West-Nederland (LD);1997;39657.0
84;A-U Alle economische activiteiten;West-Nederland (LD);1998;43453.0
85;A-U Alle economische activiteiten;West-Nederland (LD);1999;49155.0
86;A-U Alle economische activiteiten;West-Nederland (LD);2000;52220.0
87;A-U Alle economische activiteiten;West-Nederland (LD);2001;54559.0
88;A-U Alle economische activiteiten;West-Nederland (LD);2002;53477.0
89;A-U Alle economische activiteiten;West-Nederland (LD);2003;54010.0
90;A-U Alle economische activiteiten;West-Nederland (LD);2004;54739.0
91;A-U Alle economische activiteiten;West-Nederland (LD);2005;57696.0
92;A-U Alle economische activiteiten;West-Nederland (LD);2006;62960.0
93;A-U Alle economische activiteiten;West-Nederland (LD);2007;78316.0
94;A-U Alle economische activiteiten;West-Nederland (LD);2008;73166.0
95;A-U Alle economische activiteiten;West-Nederland (LD);2009;70062.0
96;A-U Alle economische activiteiten;West-Nederland (LD);2010;67297.0
97;A-U Alle economische activiteiten;West-Nederland (LD);2011;68265.0
98;A-U Alle economische activiteiten;West-Nederland (LD);2012;62049.0
99;A-U Alle economische activiteiten;West-Nederland (LD);2013;64464.0
100;A-U Alle economische activiteiten;West-Nederland (LD);2014;62181.0
101;A-U Alle economische activiteiten;West-Nederland (LD);2015;100746.0
102;A-U Alle economische activiteiten;West-Nederland (LD);2016;79264.0
103;A-U Alle economische activiteiten;West-Nederland (LD);2017;83275.0
104;A-U Alle economische activiteiten;West-Nederland (LD);2018;86060.0
105;A-U Alle economische activiteiten;West-Nederland (LD);2019;96903.0
106;A-U Alle economische activiteiten;West-Nederland (LD);2020;96912.0
107;A-U Alle economische activiteiten;West-Nederland (LD);2021;101176.0
108;A-U Alle economische activiteiten;Zuid-Nederland (LD);1995;15011.0
109;A-U Alle economische activiteiten;Zuid-Nederland (LD);1996;16054.0
110;A-U Alle economische activiteiten;Zuid-Nederland (LD);1997;17009.0
111;A-U Alle economische activiteiten;Zuid-Nederland (LD);1998;18467.0
112;A-U Alle economische activiteiten;Zuid-Nederland (LD);1999;20484.0
113;A-U Alle economische activiteiten;Zuid-Nederland (LD);2000;21268.0
114;A-U Alle economische activiteiten;Zuid-Nederland (LD);2001;22398.0
115;A-U Alle economische activiteiten;Zuid-Nederland (LD);2002;22408.0
116;A-U Alle economische activiteiten;Zuid-Nederland (LD);2003;22445.0
117;A-U Alle economische activiteiten;Zuid-Nederland (LD);2004;22879.0
118;A-U Alle economische activiteiten;Zuid-Nederland (LD);2005;24274.0
119;A-U Alle economische activiteiten;Zuid-Nederland (LD);2006;26286.0
120;A-U Alle economische activiteiten;Zuid-Nederland (LD);2007;28802.0
121;A-U Alle economische activiteiten;Zuid-Nederland (LD);2008;30353.0
122;A-U Alle economische activiteiten;Zuid-Nederland (LD);2009;27490.0
123;A-U Alle economische activiteiten;Zuid-Nederland (LD);2010;24949.0
124;A-U Alle economische activiteiten;Zuid-Nederland (LD);2011;27012.0
125;A-U Alle economische activiteiten;Zuid-Nederland (LD);2012;25826.0
126;A-U Alle economische activiteiten;Zuid-Nederland (LD);2013;25614.0
127;A-U Alle economische activiteiten;Zuid-Nederland (LD);2014;24725.0
128;A-U Alle economische activiteiten;Zuid-Nederland (LD);2015;25897.0
129;A-U Alle economische activiteiten;Zuid-Nederland (LD);2016;27762.0
130;A-U Alle economische activiteiten;Zuid-Nederland (LD);2017;30817.0
131;A-U Alle economische activiteiten;Zuid-Nederland (LD);2018;33280.0
132;A-U Alle economische activiteiten;Zuid-Nederland (LD);2019;34385.0
133;A-U Alle economische activiteiten;Zuid-Nederland (LD);2020;33444.0
134;A-U Alle economische activiteiten;Zuid-Nederland (LD);2021;36973.0
135;A-U Alle economische activiteiten;Extra-Regio (LD);1995;576.0
136;A-U Alle economische activiteiten;Extra-Regio (LD);1996;595.0
137;A-U Alle economische activiteiten;Extra-Regio (LD);1997;865.0
138;A-U Alle economische activiteiten;Extra-Regio (LD);1998;716.0
139;A-U Alle economische activiteiten;Extra-Regio (LD);1999;623.0
140;A-U Alle economische activiteiten;Extra-Regio (LD);2000;598.0
141;A-U Alle economische activiteiten;Extra-Regio (LD);2001;859.0
142;A-U Alle economische activiteiten;Extra-Regio (LD);2002;879.0
143;A-U Alle economische activiteiten;Extra-Regio (LD);2003;850.0
144;A-U Alle economische activiteiten;Extra-Regio (LD);2004;707.0
145;A-U Alle economische activiteiten;Extra-Regio (LD);2005;877.0
146;A-U Alle economische activiteiten;Extra-Regio (LD);2006;1024.0
147;A-U Alle economische activiteiten;Extra-Regio (LD);2007;919.0
148;A-U Alle economische activiteiten;Extra-Regio (LD);2008;1217.0
149;A-U Alle economische activiteiten;Extra-Regio (LD);2009;1011.0
150;A-U Alle economische activiteiten;Extra-Regio (LD);2010;1027.0
151;A-U Alle economische activiteiten;Extra-Regio (LD);2011;2066.0
152;A-U Alle economische activiteiten;Extra-Regio (LD);2012;2165.0
153;A-U Alle economische activiteiten;Extra-Regio (LD);2013;1806.0
154;A-U Alle economische activiteiten;Extra-Regio (LD);2014;2032.0
155;A-U Alle economische activiteiten;Extra-Regio (LD);2015;396.0
156;A-U Alle economische activiteiten;Extra-Regio (LD);2016;327.0
157;A-U Alle economische activiteiten;Extra-Regio (LD);2017;121.0
158;A-U Alle economische activiteiten;Extra-Regio (LD);2018;157.0
159;A-U Alle economische activiteiten;Extra-Regio (LD);2019;122.0
160;A-U Alle economische activiteiten;Extra-Regio (LD);2020;133.0
161;A-U Alle economische activiteiten;Extra-Regio (LD);2021;165.0
162;A-U Alle economische activiteiten;Groningen (PV);1995;2395.0
163;A-U Alle economische activiteiten;Groningen (PV);1996;2553.0
164;A-U Alle economische activiteiten;Groningen (PV);1997;2682.0
165;A-U Alle economische activiteiten;Groningen (PV);1998;2795.0
166;A-U Alle economische activiteiten;Groningen (PV);1999;2950.0
167;A-U Alle economische activiteiten;Groningen (PV);2000;3120.0
168;A-U Alle economische activiteiten;Groningen (PV);2001;3283.0
169;A-U Alle economische activiteiten;Groningen (PV);2002;3375.0
170;A-U Alle economische activiteiten;Groningen (PV);2003;3290.0
171;A-U Alle economische activiteiten;Groningen (PV);2004;3363.0
172;A-U Alle economische activiteiten;Groningen (PV);2005;3501.0
173;A-U Alle economische activiteiten;Groningen (PV);2006;3868.0
174;A-U Alle economische activiteiten;Groningen (PV);2007;4177.0
175;A-U Alle economische activiteiten;Groningen (PV);2008;4499.0
176;A-U Alle economische activiteiten;Groningen (PV);2009;4700.0
177;A-U Alle economische activiteiten;Groningen (PV);2010;3808.0
178;A-U Alle economische activiteiten;Groningen (PV);2011;3500.0
179;A-U Alle economische activiteiten;Groningen (PV);2012;3483.0
180;A-U Alle economische activiteiten;Groningen (PV);2013;3251.0
181;A-U Alle economische activiteiten;Groningen (PV);2014;3603.0
182;A-U Alle economische activiteiten;Groningen (PV);2015;5666.0
183;A-U Alle economische activiteiten;Groningen (PV);2016;5271.0
184;A-U Alle economische activiteiten;Groningen (PV);2017;4745.0
185;A-U Alle economische activiteiten;Groningen (PV);2018;5777.0
186;A-U Alle economische activiteiten;Groningen (PV);2019;6313.0
187;A-U Alle economische activiteiten;Groningen (PV);2020;6544.0
188;A-U Alle economische activiteiten;Groningen (PV);2021;6360.0
189;A-U Alle economische activiteiten;Fryslân (PV);1995;2327.0
190;A-U Alle economische activiteiten;Fryslân (PV);1996;2435.0
191;A-U Alle economische activiteiten;Fryslân (PV);1997;2650.0
192;A-U Alle economische activiteiten;Fryslân (PV);1998;2886.0
193;A-U Alle economische activiteiten;Fryslân (PV);1999;3140.0
194;A-U Alle economische activiteiten;Fryslân (PV);2000;3473.0
195;A-U Alle economische activiteiten;Fryslân (PV);2001;3613.0
196;A-U Alle economische activiteiten;Fryslân (PV);2002;3478.0
197;A-U Alle economische activiteiten;Fryslân (PV);2003;3434.0
198;A-U Alle economische activiteiten;Fryslân (PV);2004;3581.0
199;A-U Alle economische activiteiten;Fryslân (PV);2005;3676.0
200;A-U Alle economische activiteiten;Fryslân (PV);2006;4003.0
201;A-U Alle economische activiteiten;Fryslân (PV);2007;4397.0
202;A-U Alle economische activiteiten;Fryslân (PV);2008;4536.0
203;A-U Alle economische activiteiten;Fryslân (PV);2009;4154.0
204;A-U Alle economische activiteiten;Fryslân (PV);2010;3826.0
205;A-U Alle economische activiteiten;Fryslân (PV);2011;3636.0
206;A-U Alle economische activiteiten;Fryslân (PV);2012;3719.0
207;A-U Alle economische activiteiten;Fryslân (PV);2013;4558.0
208;A-U Alle economische activiteiten;Fryslân (PV);2014;4307.0
209;A-U Alle economische activiteiten;Fryslân (PV);2015;4246.0
210;A-U Alle economische activiteiten;Fryslân (PV);2016;4158.0
211;A-U Alle economische activiteiten;Fryslân (PV);2017;4255.0
212;A-U Alle economische activiteiten;Fryslân (PV);2018;4525.0
213;A-U Alle economische activiteiten;Fryslân (PV);2019;4827.0
214;A-U Alle economische activiteiten;Fryslân (PV);2020;5060.0
215;A-U Alle economische activiteiten;Fryslân (PV);2021;5621.0
216;A-U Alle economische activiteiten;Drenthe (PV);1995;2146.0
217;A-U Alle economische activiteiten;Drenthe (PV);1996;2255.0
218;A-U Alle economische activiteiten;Drenthe (PV);1997;2609.0
219;A-U Alle economische activiteiten;Drenthe (PV);1998;2582.0
220;A-U Alle economische activiteiten;Drenthe (PV);1999;2706.0
221;A-U Alle economische activiteiten;Drenthe (PV);2000;2863.0
222;A-U Alle economische activiteiten;Drenthe (PV);2001;3202.0
223;A-U Alle economische activiteiten;Drenthe (PV);2002;3233.0
224;A-U Alle economische activiteiten;Drenthe (PV);2003;3237.0
225;A-U Alle economische activiteiten;Drenthe (PV);2004;3135.0
226;A-U Alle economische activiteiten;Drenthe (PV);2005;3423.0
227;A-U Alle economische activiteiten;Drenthe (PV);2006;3818.0
228;A-U Alle economische activiteiten;Drenthe (PV);2007;3967.0
229;A-U Alle economische activiteiten;Drenthe (PV);2008;4425.0
230;A-U Alle economische activiteiten;Drenthe (PV);2009;2918.0
231;A-U Alle economische activiteiten;Drenthe (PV);2010;2695.0
232;A-U Alle economische activiteiten;Drenthe (PV);2011;2508.0
233;A-U Alle economische activiteiten;Drenthe (PV);2012;2719.0
234;A-U Alle economische activiteiten;Drenthe (PV);2013;2848.0
235;A-U Alle economische activiteiten;Drenthe (PV);2014;2659.0
236;A-U Alle economische activiteiten;Drenthe (PV);2015;2915.0
237;A-U Alle economische activiteiten;Drenthe (PV);2016;2999.0
238;A-U Alle economische activiteiten;Drenthe (PV);2017;2755.0
239;A-U Alle economische activiteiten;Drenthe (PV);2018;3236.0
240;A-U Alle economische activiteiten;Drenthe (PV);2019;3194.0
241;A-U Alle economische activiteiten;Drenthe (PV);2020;3388.0
242;A-U Alle economische activiteiten;Drenthe (PV);2021;4004.0
243;A-U Alle economische activiteiten;Overijssel (PV);1995;4185.0
244;A-U Alle economische activiteiten;Overijssel (PV);1996;4546.0
245;A-U Alle economische activiteiten;Overijssel (PV);1997;4820.0
246;A-U Alle economische activiteiten;Overijssel (PV);1998;5091.0
247;A-U Alle economische activiteiten;Overijssel (PV);1999;5652.0
248;A-U Alle economische activiteiten;Overijssel (PV);2000;5901.0
249;A-U Alle economische activiteiten;Overijssel (PV);2001;6266.0
250;A-U Alle economische activiteiten;Overijssel (PV);2002;6375.0
251;A-U Alle economische activiteiten;Overijssel (PV);2003;6404.0
252;A-U Alle economische activiteiten;Overijssel (PV);2004;6556.0
253;A-U Alle economische activiteiten;Overijssel (PV);2005;6901.0
254;A-U Alle economische activiteiten;Overijssel (PV);2006;7494.0
255;A-U Alle economische activiteiten;Overijssel (PV);2007;8254.0
256;A-U Alle economische activiteiten;Overijssel (PV);2008;8732.0
257;A-U Alle economische activiteiten;Overijssel (PV);2009;7738.0
258;A-U Alle economische activiteiten;Overijssel (PV);2010;7048.0
259;A-U Alle economische activiteiten;Overijssel (PV);2011;8120.0
260;A-U Alle economische activiteiten;Overijssel (PV);2012;7235.0
261;A-U Alle economische activiteiten;Overijssel (PV);2013;6939.0
262;A-U Alle economische activiteiten;Overijssel (PV);2014;7178.0
263;A-U Alle economische activiteiten;Overijssel (PV);2015;7444.0
264;A-U Alle economische activiteiten;Overijssel (PV);2016;7766.0
265;A-U Alle economische activiteiten;Overijssel (PV);2017;7595.0
266;A-U Alle economische activiteiten;Overijssel (PV);2018;8715.0
267;A-U Alle economische activiteiten;Overijssel (PV);2019;9049.0
268;A-U Alle economische activiteiten;Overijssel (PV);2020;9197.0
269;A-U Alle economische activiteiten;Overijssel (PV);2021;10738.0
270;A-U Alle economische activiteiten;Flevoland (PV);1995;1435.0
271;A-U Alle economische activiteiten;Flevoland (PV);1996;1561.0
272;A-U Alle economische activiteiten;Flevoland (PV);1997;1684.0
273;A-U Alle economische activiteiten;Flevoland (PV);1998;1775.0
274;A-U Alle economische activiteiten;Flevoland (PV);1999;2005.0
275;A-U Alle economische activiteiten;Flevoland (PV);2000;2063.0
276;A-U Alle economische activiteiten;Flevoland (PV);2001;2250.0
277;A-U Alle economische activiteiten;Flevoland (PV);2002;2307.0
278;A-U Alle economische activiteiten;Flevoland (PV);2003;2321.0
279;A-U Alle economische activiteiten;Flevoland (PV);2004;2405.0
280;A-U Alle economische activiteiten;Flevoland (PV);2005;2541.0
281;A-U Alle economische activiteiten;Flevoland (PV);2006;2758.0
282;A-U Alle economische activiteiten;Flevoland (PV);2007;3089.0
283;A-U Alle economische activiteiten;Flevoland (PV);2008;3281.0
284;A-U Alle economische activiteiten;Flevoland (PV);2009;3466.0
285;A-U Alle economische activiteiten;Flevoland (PV);2010;5041.0
286;A-U Alle economische activiteiten;Flevoland (PV);2011;4094.0
287;A-U Alle economische activiteiten;Flevoland (PV);2012;4585.0
288;A-U Alle economische activiteiten;Flevoland (PV);2013;3179.0
289;A-U Alle economische activiteiten;Flevoland (PV);2014;2873.0
290;A-U Alle economische activiteiten;Flevoland (PV);2015;3684.0
291;A-U Alle economische activiteiten;Flevoland (PV);2016;3305.0
292;A-U Alle economische activiteiten;Flevoland (PV);2017;3750.0
293;A-U Alle economische activiteiten;Flevoland (PV);2018;4036.0
294;A-U Alle economische activiteiten;Flevoland (PV);2019;4716.0
295;A-U Alle economische activiteiten;Flevoland (PV);2020;3918.0
296;A-U Alle economische activiteiten;Flevoland (PV);2021;4701.0
297;A-U Alle economische activiteiten;Gelderland (PV);1995;7677.0
298;A-U Alle economische activiteiten;Gelderland (PV);1996;8459.0
299;A-U Alle economische activiteiten;Gelderland (PV);1997;8837.0
300;A-U Alle economische activiteiten;Gelderland (PV);1998;9548.0
301;A-U Alle economische activiteiten;Gelderland (PV);1999;10525.0
302;A-U Alle economische activiteiten;Gelderland (PV);2000;11435.0
303;A-U Alle economische activiteiten;Gelderland (PV);2001;11976.0
304;A-U Alle economische activiteiten;Gelderland (PV);2002;11912.0
305;A-U Alle economische activiteiten;Gelderland (PV);2003;11767.0
306;A-U Alle economische activiteiten;Gelderland (PV);2004;12217.0
307;A-U Alle economische activiteiten;Gelderland (PV);2005;12766.0
308;A-U Alle economische activiteiten;Gelderland (PV);2006;13884.0
309;A-U Alle economische activiteiten;Gelderland (PV);2007;15352.0
310;A-U Alle economische activiteiten;Gelderland (PV);2008;15958.0
311;A-U Alle economische activiteiten;Gelderland (PV);2009;15014.0
312;A-U Alle economische activiteiten;Gelderland (PV);2010;13411.0
313;A-U Alle economische activiteiten;Gelderland (PV);2011;15029.0
314;A-U Alle economische activiteiten;Gelderland (PV);2012;13590.0
315;A-U Alle economische activiteiten;Gelderland (PV);2013;13525.0
316;A-U Alle economische activiteiten;Gelderland (PV);2014;13975.0
317;A-U Alle economische activiteiten;Gelderland (PV);2015;13044.0
318;A-U Alle economische activiteiten;Gelderland (PV);2016;13721.0
319;A-U Alle economische activiteiten;Gelderland (PV);2017;14120.0
320;A-U Alle economische activiteiten;Gelderland (PV);2018;16848.0
321;A-U Alle economische activiteiten;Gelderland (PV);2019;17188.0
322;A-U Alle economische activiteiten;Gelderland (PV);2020;18247.0
323;A-U Alle economische activiteiten;Gelderland (PV);2021;19471.0
324;A-U Alle economische activiteiten;Utrecht (PV);1995;5482.0
325;A-U Alle economische activiteiten;Utrecht (PV);1996;5913.0
326;A-U Alle economische activiteiten;Utrecht (PV);1997;6436.0
327;A-U Alle economische activiteiten;Utrecht (PV);1998;7091.0
328;A-U Alle economische activiteiten;Utrecht (PV);1999;8020.0
329;A-U Alle economische activiteiten;Utrecht (PV);2000;8474.0
330;A-U Alle economische activiteiten;Utrecht (PV);2001;9189.0
331;A-U Alle economische activiteiten;Utrecht (PV);2002;9042.0
332;A-U Alle economische activiteiten;Utrecht (PV);2003;9133.0
333;A-U Alle economische activiteiten;Utrecht (PV);2004;9389.0
334;A-U Alle economische activiteiten;Utrecht (PV);2005;9918.0
335;A-U Alle economische activiteiten;Utrecht (PV);2006;10803.0
336;A-U Alle economische activiteiten;Utrecht (PV);2007;11712.0
337;A-U Alle economische activiteiten;Utrecht (PV);2008;12295.0
338;A-U Alle economische activiteiten;Utrecht (PV);2009;11922.0
339;A-U Alle economische activiteiten;Utrecht (PV);2010;11524.0
340;A-U Alle economische activiteiten;Utrecht (PV);2011;12294.0
341;A-U Alle economische activiteiten;Utrecht (PV);2012;10549.0
342;A-U Alle economische activiteiten;Utrecht (PV);2013;9947.0
343;A-U Alle economische activiteiten;Utrecht (PV);2014;10326.0
344;A-U Alle economische activiteiten;Utrecht (PV);2015;12406.0
345;A-U Alle economische activiteiten;Utrecht (PV);2016;13391.0
346;A-U Alle economische activiteiten;Utrecht (PV);2017;13799.0
347;A-U Alle economische activiteiten;Utrecht (PV);2018;16289.0
348;A-U Alle economische activiteiten;Utrecht (PV);2019;17162.0
349;A-U Alle economische activiteiten;Utrecht (PV);2020;16443.0
350;A-U Alle economische activiteiten;Utrecht (PV);2021;17349.0
351;A-U Alle economische activiteiten;Noord-Holland (PV);1995;11499.0
352;A-U Alle economische activiteiten;Noord-Holland (PV);1996;12362.0
353;A-U Alle economische activiteiten;Noord-Holland (PV);1997;13525.0
354;A-U Alle economische activiteiten;Noord-Holland (PV);1998;15163.0
355;A-U Alle economische activiteiten;Noord-Holland (PV);1999;17442.0
356;A-U Alle economische activiteiten;Noord-Holland (PV);2000;19083.0
357;A-U Alle economische activiteiten;Noord-Holland (PV);2001;19239.0
358;A-U Alle economische activiteiten;Noord-Holland (PV);2002;18090.0
359;A-U Alle economische activiteiten;Noord-Holland (PV);2003;18602.0
360;A-U Alle economische activiteiten;Noord-Holland (PV);2004;18463.0
361;A-U Alle economische activiteiten;Noord-Holland (PV);2005;19620.0
362;A-U Alle economische activiteiten;Noord-Holland (PV);2006;21273.0
363;A-U Alle economische activiteiten;Noord-Holland (PV);2007;22838.0
364;A-U Alle economische activiteiten;Noord-Holland (PV);2008;24540.0
365;A-U Alle economische activiteiten;Noord-Holland (PV);2009;24079.0
366;A-U Alle economische activiteiten;Noord-Holland (PV);2010;22381.0
367;A-U Alle economische activiteiten;Noord-Holland (PV);2011;22073.0
368;A-U Alle economische activiteiten;Noord-Holland (PV);2012;20861.0
369;A-U Alle economische activiteiten;Noord-Holland (PV);2013;20989.0
370;A-U Alle economische activiteiten;Noord-Holland (PV);2014;22167.0
371;A-U Alle economische activiteiten;Noord-Holland (PV);2015;25760.0
372;A-U Alle economische activiteiten;Noord-Holland (PV);2016;30353.0
373;A-U Alle economische activiteiten;Noord-Holland (PV);2017;32747.0
374;A-U Alle economische activiteiten;Noord-Holland (PV);2018;31330.0
375;A-U Alle economische activiteiten;Noord-Holland (PV);2019;35014.0
376;A-U Alle economische activiteiten;Noord-Holland (PV);2020;34414.0
377;A-U Alle economische activiteiten;Noord-Holland (PV);2021;35991.0
378;A-U Alle economische activiteiten;Zuid-Holland (PV);1995;14944.0
379;A-U Alle economische activiteiten;Zuid-Holland (PV);1996;16259.0
380;A-U Alle economische activiteiten;Zuid-Holland (PV);1997;17341.0
381;A-U Alle economische activiteiten;Zuid-Holland (PV);1998;19034.0
382;A-U Alle economische activiteiten;Zuid-Holland (PV);1999;21335.0
383;A-U Alle economische activiteiten;Zuid-Holland (PV);2000;22326.0
384;A-U Alle economische activiteiten;Zuid-Holland (PV);2001;23793.0
385;A-U Alle economische activiteiten;Zuid-Holland (PV);2002;23880.0
386;A-U Alle economische activiteiten;Zuid-Holland (PV);2003;23762.0
387;A-U Alle economische activiteiten;Zuid-Holland (PV);2004;24225.0
388;A-U Alle economische activiteiten;Zuid-Holland (PV);2005;25431.0
389;A-U Alle economische activiteiten;Zuid-Holland (PV);2006;27865.0
390;A-U Alle economische activiteiten;Zuid-Holland (PV);2007;40381.0
391;A-U Alle economische activiteiten;Zuid-Holland (PV);2008;32730.0
392;A-U Alle economische activiteiten;Zuid-Holland (PV);2009;30885.0
393;A-U Alle economische activiteiten;Zuid-Holland (PV);2010;30395.0
394;A-U Alle economische activiteiten;Zuid-Holland (PV);2011;30571.0
395;A-U Alle economische activiteiten;Zuid-Holland (PV);2012;27682.0
396;A-U Alle economische activiteiten;Zuid-Holland (PV);2013;30973.0
397;A-U Alle economische activiteiten;Zuid-Holland (PV);2014;27089.0
398;A-U Alle economische activiteiten;Zuid-Holland (PV);2015;59793.0
399;A-U Alle economische activiteiten;Zuid-Holland (PV);2016;32261.0
400;A-U Alle economische activiteiten;Zuid-Holland (PV);2017;34005.0
401;A-U Alle economische activiteiten;Zuid-Holland (PV);2018;34872.0
402;A-U Alle economische activiteiten;Zuid-Holland (PV);2019;40618.0
403;A-U Alle economische activiteiten;Zuid-Holland (PV);2020;40966.0
404;A-U Alle economische activiteiten;Zuid-Holland (PV);2021;42756.0
405;A-U Alle economische activiteiten;Zeeland (PV);1995;2010.0
406;A-U Alle economische activiteiten;Zeeland (PV);1996;2053.0
407;A-U Alle economische activiteiten;Zeeland (PV);1997;2355.0
408;A-U Alle economische activiteiten;Zeeland (PV);1998;2165.0
409;A-U Alle economische activiteiten;Zeeland (PV);1999;2358.0
410;A-U Alle economische activiteiten;Zeeland (PV);2000;2336.0
