ID;Geslacht;Leeftijd;Opleidingsniveau;Herkomstgroepering;Generatie;Perioden;TotaalEducatietypen_1;SocialeRedzaamheid_2;ProfessioneleRedzaamheidGekwalificeerd_3;ProfessioneleRedzaamheidOngekwalific_4;EducatieveRedzaamheidAlleenNiveau4_5;AlfabetiseringInclusiefOverig_6;TotaalEducatietypen_7;SocialeRedzaamheid_8;ProfessioneleRedzaamheidGekwalificeerd_9;ProfessioneleRedzaamheidOngekwalific_10;EducatieveRedzaamheidAlleenNiveau4_11;AlfabetiseringInclusiefOverig_12
4049;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Allochtoon;Allochtoon, 1e generatie;2014/'15;4.0;2.0;1.0;1.0;;;6.0;3.0;1.0;2.0;;
4050;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Allochtoon;Allochtoon, 2e generatie;2006/'07;15.0;6.0;5.0;4.0;;;28.0;7.0;9.0;12.0;;
4051;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Allochtoon;Allochtoon, 2e generatie;2007/'08;6.0;4.0;1.0;1.0;;;18.0;7.0;1.0;10.0;;
4052;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Allochtoon;Allochtoon, 2e generatie;2008/'09;4.0;1.0;2.0;1.0;;;26.0;10.0;2.0;14.0;;
4053;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Allochtoon;Allochtoon, 2e generatie;2009/'10;5.0;3.0;2.0;0.0;;;53.0;25.0;2.0;26.0;;
4054;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Allochtoon;Allochtoon, 2e generatie;2010/'11;4.0;3.0;0.0;1.0;;;9.0;7.0;0.0;2.0;;
4055;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Allochtoon;Allochtoon, 2e generatie;2011/'12;1.0;0.0;0.0;1.0;;;2.0;0.0;0.0;2.0;;
4056;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Allochtoon;Allochtoon, 2e generatie;2012/'13;3.0;1.0;0.0;2.0;;;9.0;4.0;0.0;5.0;;
4057;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Allochtoon;Allochtoon, 2e generatie;2013/'14;1.0;1.0;0.0;0.0;;;1.0;1.0;0.0;0.0;;
4058;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Allochtoon;Allochtoon, 2e generatie;2014/'15;1.0;0.0;0.0;1.0;;;1.0;0.0;0.0;1.0;;
4059;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Allochtoon;Autochtoon of generatie onbekend;2006/'07;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;
4060;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Allochtoon;Autochtoon of generatie onbekend;2007/'08;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;
4061;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Allochtoon;Autochtoon of generatie onbekend;2008/'09;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;
4062;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Allochtoon;Autochtoon of generatie onbekend;2009/'10;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;
4063;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Allochtoon;Autochtoon of generatie onbekend;2010/'11;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;
4064;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Allochtoon;Autochtoon of generatie onbekend;2011/'12;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;
4065;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Allochtoon;Autochtoon of generatie onbekend;2012/'13;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;
4066;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Allochtoon;Autochtoon of generatie onbekend;2013/'14;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;
4067;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Allochtoon;Autochtoon of generatie onbekend;2014/'15;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;
4068;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Westerse allochtoon;Totaal generatie;2006/'07;24.0;5.0;4.0;15.0;;;40.0;8.0;7.0;25.0;;
4069;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Westerse allochtoon;Totaal generatie;2007/'08;11.0;5.0;3.0;3.0;;;23.0;9.0;3.0;11.0;;
4070;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Westerse allochtoon;Totaal generatie;2008/'09;9.0;2.0;3.0;4.0;;;24.0;8.0;3.0;13.0;;
4071;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Westerse allochtoon;Totaal generatie;2009/'10;3.0;2.0;0.0;1.0;;;26.0;8.0;0.0;18.0;;
4072;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Westerse allochtoon;Totaal generatie;2010/'11;1.0;1.0;0.0;0.0;;;10.0;5.0;0.0;5.0;;
4073;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Westerse allochtoon;Totaal generatie;2011/'12;3.0;1.0;0.0;2.0;;;11.0;3.0;0.0;8.0;;
4074;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Westerse allochtoon;Totaal generatie;2012/'13;4.0;1.0;0.0;3.0;;;8.0;2.0;0.0;6.0;;
4075;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Westerse allochtoon;Totaal generatie;2013/'14;3.0;1.0;0.0;2.0;;;10.0;3.0;1.0;6.0;;
4076;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Westerse allochtoon;Totaal generatie;2014/'15;2.0;1.0;0.0;1.0;;;3.0;1.0;0.0;2.0;;
4077;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Westerse allochtoon;Allochtoon, 1e generatie;2006/'07;21.0;2.0;4.0;15.0;;;35.0;4.0;7.0;24.0;;
4078;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Westerse allochtoon;Allochtoon, 1e generatie;2007/'08;11.0;5.0;3.0;3.0;;;19.0;7.0;3.0;9.0;;
4079;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Westerse allochtoon;Allochtoon, 1e generatie;2008/'09;9.0;2.0;3.0;4.0;;;19.0;5.0;3.0;11.0;;
4080;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Westerse allochtoon;Allochtoon, 1e generatie;2009/'10;2.0;1.0;0.0;1.0;;;16.0;4.0;0.0;12.0;;
4081;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Westerse allochtoon;Allochtoon, 1e generatie;2010/'11;0.0;0.0;0.0;0.0;;;6.0;2.0;0.0;4.0;;
4082;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Westerse allochtoon;Allochtoon, 1e generatie;2011/'12;3.0;1.0;0.0;2.0;;;11.0;3.0;0.0;8.0;;
4083;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Westerse allochtoon;Allochtoon, 1e generatie;2012/'13;2.0;0.0;0.0;2.0;;;6.0;1.0;0.0;5.0;;
4084;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Westerse allochtoon;Allochtoon, 1e generatie;2013/'14;3.0;1.0;0.0;2.0;;;10.0;3.0;1.0;6.0;;
4085;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Westerse allochtoon;Allochtoon, 1e generatie;2014/'15;2.0;1.0;0.0;1.0;;;3.0;1.0;0.0;2.0;;
4086;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Westerse allochtoon;Allochtoon, 2e generatie;2006/'07;3.0;3.0;0.0;0.0;;;5.0;4.0;0.0;1.0;;
4087;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Westerse allochtoon;Allochtoon, 2e generatie;2007/'08;0.0;0.0;0.0;0.0;;;4.0;2.0;0.0;2.0;;
4088;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Westerse allochtoon;Allochtoon, 2e generatie;2008/'09;0.0;0.0;0.0;0.0;;;5.0;3.0;0.0;2.0;;
4089;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Westerse allochtoon;Allochtoon, 2e generatie;2009/'10;1.0;1.0;0.0;0.0;;;10.0;4.0;0.0;6.0;;
4090;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Westerse allochtoon;Allochtoon, 2e generatie;2010/'11;1.0;1.0;0.0;0.0;;;4.0;3.0;0.0;1.0;;
4091;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Westerse allochtoon;Allochtoon, 2e generatie;2011/'12;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;
4092;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Westerse allochtoon;Allochtoon, 2e generatie;2012/'13;2.0;1.0;0.0;1.0;;;2.0;1.0;0.0;1.0;;
4093;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Westerse allochtoon;Allochtoon, 2e generatie;2013/'14;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;
4094;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Westerse allochtoon;Allochtoon, 2e generatie;2014/'15;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;
4095;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Westerse allochtoon;Autochtoon of generatie onbekend;2006/'07;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;
4096;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Westerse allochtoon;Autochtoon of generatie onbekend;2007/'08;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;
4097;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Westerse allochtoon;Autochtoon of generatie onbekend;2008/'09;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;
4098;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Westerse allochtoon;Autochtoon of generatie onbekend;2009/'10;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;
4099;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Westerse allochtoon;Autochtoon of generatie onbekend;2010/'11;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;
4100;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Westerse allochtoon;Autochtoon of generatie onbekend;2011/'12;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;
4101;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Westerse allochtoon;Autochtoon of generatie onbekend;2012/'13;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;
4102;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Westerse allochtoon;Autochtoon of generatie onbekend;2013/'14;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;
4103;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Westerse allochtoon;Autochtoon of generatie onbekend;2014/'15;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;
4104;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Niet-westerse allochtoon;Totaal generatie;2006/'07;124.0;22.0;34.0;68.0;;;206.0;35.0;42.0;129.0;;
4105;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Niet-westerse allochtoon;Totaal generatie;2007/'08;65.0;17.0;17.0;31.0;;;106.0;28.0;19.0;59.0;;
4106;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Niet-westerse allochtoon;Totaal generatie;2008/'09;23.0;8.0;5.0;10.0;;;76.0;20.0;8.0;48.0;;
4107;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Niet-westerse allochtoon;Totaal generatie;2009/'10;27.0;8.0;5.0;14.0;;;107.0;37.0;5.0;65.0;;
4108;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Niet-westerse allochtoon;Totaal generatie;2010/'11;13.0;2.0;3.0;8.0;;;32.0;11.0;3.0;18.0;;
4109;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Niet-westerse allochtoon;Totaal generatie;2011/'12;4.0;2.0;0.0;2.0;;;21.0;10.0;0.0;11.0;;
4110;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Niet-westerse allochtoon;Totaal generatie;2012/'13;10.0;1.0;4.0;5.0;;;31.0;9.0;4.0;18.0;;
4111;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Niet-westerse allochtoon;Totaal generatie;2013/'14;11.0;3.0;0.0;8.0;;;19.0;9.0;0.0;10.0;;
4112;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Niet-westerse allochtoon;Totaal generatie;2014/'15;3.0;1.0;1.0;1.0;;;4.0;2.0;1.0;1.0;;
4113;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Niet-westerse allochtoon;Allochtoon, 1e generatie;2006/'07;112.0;19.0;29.0;64.0;;;183.0;32.0;33.0;118.0;;
4114;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Niet-westerse allochtoon;Allochtoon, 1e generatie;2007/'08;59.0;13.0;16.0;30.0;;;92.0;23.0;18.0;51.0;;
4115;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Niet-westerse allochtoon;Allochtoon, 1e generatie;2008/'09;19.0;7.0;3.0;9.0;;;55.0;13.0;6.0;36.0;;
4116;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Niet-westerse allochtoon;Allochtoon, 1e generatie;2009/'10;23.0;6.0;3.0;14.0;;;64.0;16.0;3.0;45.0;;
4117;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Niet-westerse allochtoon;Allochtoon, 1e generatie;2010/'11;10.0;0.0;3.0;7.0;;;27.0;7.0;3.0;17.0;;
4118;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Niet-westerse allochtoon;Allochtoon, 1e generatie;2011/'12;3.0;2.0;0.0;1.0;;;19.0;10.0;0.0;9.0;;
4119;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Niet-westerse allochtoon;Allochtoon, 1e generatie;2012/'13;9.0;1.0;4.0;4.0;;;24.0;6.0;4.0;14.0;;
4120;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Niet-westerse allochtoon;Allochtoon, 1e generatie;2013/'14;10.0;2.0;0.0;8.0;;;18.0;8.0;0.0;10.0;;
4121;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Niet-westerse allochtoon;Allochtoon, 1e generatie;2014/'15;2.0;1.0;1.0;0.0;;;3.0;2.0;1.0;0.0;;
4122;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Niet-westerse allochtoon;Allochtoon, 2e generatie;2006/'07;12.0;3.0;5.0;4.0;;;23.0;3.0;9.0;11.0;;
4123;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Niet-westerse allochtoon;Allochtoon, 2e generatie;2007/'08;6.0;4.0;1.0;1.0;;;14.0;5.0;1.0;8.0;;
4124;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Niet-westerse allochtoon;Allochtoon, 2e generatie;2008/'09;4.0;1.0;2.0;1.0;;;21.0;7.0;2.0;12.0;;
4125;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Niet-westerse allochtoon;Allochtoon, 2e generatie;2009/'10;4.0;2.0;2.0;0.0;;;43.0;21.0;2.0;20.0;;
4126;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Niet-westerse allochtoon;Allochtoon, 2e generatie;2010/'11;3.0;2.0;0.0;1.0;;;5.0;4.0;0.0;1.0;;
4127;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Niet-westerse allochtoon;Allochtoon, 2e generatie;2011/'12;1.0;0.0;0.0;1.0;;;2.0;0.0;0.0;2.0;;
4128;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Niet-westerse allochtoon;Allochtoon, 2e generatie;2012/'13;1.0;0.0;0.0;1.0;;;7.0;3.0;0.0;4.0;;
4129;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Niet-westerse allochtoon;Allochtoon, 2e generatie;2013/'14;1.0;1.0;0.0;0.0;;;1.0;1.0;0.0;0.0;;
4130;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Niet-westerse allochtoon;Allochtoon, 2e generatie;2014/'15;1.0;0.0;0.0;1.0;;;1.0;0.0;0.0;1.0;;
4131;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Niet-westerse allochtoon;Autochtoon of generatie onbekend;2006/'07;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;
4132;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Niet-westerse allochtoon;Autochtoon of generatie onbekend;2007/'08;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;
4133;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Niet-westerse allochtoon;Autochtoon of generatie onbekend;2008/'09;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;
4134;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Niet-westerse allochtoon;Autochtoon of generatie onbekend;2009/'10;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;
4135;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Niet-westerse allochtoon;Autochtoon of generatie onbekend;2010/'11;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;
4136;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Niet-westerse allochtoon;Autochtoon of generatie onbekend;2011/'12;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;
4137;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Niet-westerse allochtoon;Autochtoon of generatie onbekend;2012/'13;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;
4138;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Niet-westerse allochtoon;Autochtoon of generatie onbekend;2013/'14;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;
4139;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Niet-westerse allochtoon;Autochtoon of generatie onbekend;2014/'15;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;
4140;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Marokko;Totaal generatie;2006/'07;14.0;3.0;3.0;8.0;;;22.0;5.0;4.0;13.0;;
4141;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Marokko;Totaal generatie;2007/'08;6.0;1.0;1.0;4.0;;;10.0;3.0;1.0;6.0;;
4142;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Marokko;Totaal generatie;2008/'09;0.0;0.0;0.0;0.0;;;5.0;3.0;0.0;2.0;;
4143;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Marokko;Totaal generatie;2009/'10;2.0;0.0;1.0;1.0;;;10.0;1.0;1.0;8.0;;
4144;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Marokko;Totaal generatie;2010/'11;1.0;1.0;0.0;0.0;;;1.0;1.0;0.0;0.0;;
4145;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Marokko;Totaal generatie;2011/'12;0.0;0.0;0.0;0.0;;;1.0;0.0;0.0;1.0;;
4146;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Marokko;Totaal generatie;2012/'13;1.0;0.0;0.0;1.0;;;3.0;0.0;0.0;3.0;;
4147;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Marokko;Totaal generatie;2013/'14;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;
4148;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Marokko;Totaal generatie;2014/'15;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;
4149;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Marokko;Allochtoon, 1e generatie;2006/'07;9.0;2.0;2.0;5.0;;;16.0;4.0;3.0;9.0;;
4150;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Marokko;Allochtoon, 1e generatie;2007/'08;5.0;0.0;1.0;4.0;;;7.0;1.0;1.0;5.0;;
4151;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Marokko;Allochtoon, 1e generatie;2008/'09;0.0;0.0;0.0;0.0;;;2.0;0.0;0.0;2.0;;
4152;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Marokko;Allochtoon, 1e generatie;2009/'10;1.0;0.0;0.0;1.0;;;2.0;0.0;0.0;2.0;;
4153;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Marokko;Allochtoon, 1e generatie;2010/'11;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;
4154;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Marokko;Allochtoon, 1e generatie;2011/'12;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;
4155;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Marokko;Allochtoon, 1e generatie;2012/'13;1.0;0.0;0.0;1.0;;;1.0;0.0;0.0;1.0;;
4156;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Marokko;Allochtoon, 1e generatie;2013/'14;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;
4157;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Marokko;Allochtoon, 1e generatie;2014/'15;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;
4158;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Marokko;Allochtoon, 2e generatie;2006/'07;5.0;1.0;1.0;3.0;;;6.0;1.0;1.0;4.0;;
4159;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Marokko;Allochtoon, 2e generatie;2007/'08;1.0;1.0;0.0;0.0;;;3.0;2.0;0.0;1.0;;
4160;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Marokko;Allochtoon, 2e generatie;2008/'09;0.0;0.0;0.0;0.0;;;3.0;3.0;0.0;0.0;;
4161;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Marokko;Allochtoon, 2e generatie;2009/'10;1.0;0.0;1.0;0.0;;;8.0;1.0;1.0;6.0;;
4162;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Marokko;Allochtoon, 2e generatie;2010/'11;1.0;1.0;0.0;0.0;;;1.0;1.0;0.0;0.0;;
4163;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Marokko;Allochtoon, 2e generatie;2011/'12;0.0;0.0;0.0;0.0;;;1.0;0.0;0.0;1.0;;
4164;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Marokko;Allochtoon, 2e generatie;2012/'13;0.0;0.0;0.0;0.0;;;2.0;0.0;0.0;2.0;;
4165;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Marokko;Allochtoon, 2e generatie;2013/'14;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;
4166;Totaal mannen en vrouwen;Jonger dan 20 jaar;Niveau 2  (basisberoepsopleiding mbo);Marokko;Allochtoon, 2e generatie;2014/'15;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;
