ID;BalanceSheetItemsWaterBoards;WaterBoards;Periods;BalanceSheetItemsAtYearEnd_1
8105;A1332 - Other long-term debt securities;Waterschap Reest en Wieden (WS);2016;
8106;A1332 - Other long-term debt securities;Waterschap Reest en Wieden (WS);2017;
8107;A1332 - Other long-term debt securities;Waterschap Reest en Wieden (WS);2018;
8108;A1332 - Other long-term debt securities;Waterschap Reest en Wieden (WS);2019;
8109;A1332 - Other long-term debt securities;Waterschap Reest en Wieden (WS);2020;
8110;A1332 - Other long-term debt securities;Waterschap Reest en Wieden (WS);2021;
8111;A1332 - Other long-term debt securities;Waterschap Reest en Wieden (WS);2022;
8112;A1332 - Other long-term debt securities;Waterschap Reest en Wieden (WS);2023;
8113;A1332 - Other long-term debt securities;Waterschap Velt en Vecht (WS);2005;
8114;A1332 - Other long-term debt securities;Waterschap Velt en Vecht (WS);2006;
8115;A1332 - Other long-term debt securities;Waterschap Velt en Vecht (WS);2007;
8116;A1332 - Other long-term debt securities;Waterschap Velt en Vecht (WS);2008;0.0
8117;A1332 - Other long-term debt securities;Waterschap Velt en Vecht (WS);2009;0.0
8118;A1332 - Other long-term debt securities;Waterschap Velt en Vecht (WS);2010;0.0
8119;A1332 - Other long-term debt securities;Waterschap Velt en Vecht (WS);2011;0.0
8120;A1332 - Other long-term debt securities;Waterschap Velt en Vecht (WS);2012;0.0
8121;A1332 - Other long-term debt securities;Waterschap Velt en Vecht (WS);2013;0.0
8122;A1332 - Other long-term debt securities;Waterschap Velt en Vecht (WS);2014;
8123;A1332 - Other long-term debt securities;Waterschap Velt en Vecht (WS);2015;
8124;A1332 - Other long-term debt securities;Waterschap Velt en Vecht (WS);2016;
8125;A1332 - Other long-term debt securities;Waterschap Velt en Vecht (WS);2017;
8126;A1332 - Other long-term debt securities;Waterschap Velt en Vecht (WS);2018;
8127;A1332 - Other long-term debt securities;Waterschap Velt en Vecht (WS);2019;
8128;A1332 - Other long-term debt securities;Waterschap Velt en Vecht (WS);2020;
8129;A1332 - Other long-term debt securities;Waterschap Velt en Vecht (WS);2021;
8130;A1332 - Other long-term debt securities;Waterschap Velt en Vecht (WS);2022;
8131;A1332 - Other long-term debt securities;Waterschap Velt en Vecht (WS);2023;
8132;A1332 - Other long-term debt securities;Waterschap Zuiderzeeland (WS);2005;
8133;A1332 - Other long-term debt securities;Waterschap Zuiderzeeland (WS);2006;
8134;A1332 - Other long-term debt securities;Waterschap Zuiderzeeland (WS);2007;
8135;A1332 - Other long-term debt securities;Waterschap Zuiderzeeland (WS);2008;0.0
8136;A1332 - Other long-term debt securities;Waterschap Zuiderzeeland (WS);2009;0.0
8137;A1332 - Other long-term debt securities;Waterschap Zuiderzeeland (WS);2010;0.0
8138;A1332 - Other long-term debt securities;Waterschap Zuiderzeeland (WS);2011;0.0
8139;A1332 - Other long-term debt securities;Waterschap Zuiderzeeland (WS);2012;0.0
8140;A1332 - Other long-term debt securities;Waterschap Zuiderzeeland (WS);2013;0.0
8141;A1332 - Other long-term debt securities;Waterschap Zuiderzeeland (WS);2014;0.0
8142;A1332 - Other long-term debt securities;Waterschap Zuiderzeeland (WS);2015;0.0
8143;A1332 - Other long-term debt securities;Waterschap Zuiderzeeland (WS);2016;0.0
8144;A1332 - Other long-term debt securities;Waterschap Zuiderzeeland (WS);2017;0.0
8145;A1332 - Other long-term debt securities;Waterschap Zuiderzeeland (WS);2018;0.0
8146;A1332 - Other long-term debt securities;Waterschap Zuiderzeeland (WS);2019;0.0
8147;A1332 - Other long-term debt securities;Waterschap Zuiderzeeland (WS);2020;0.0
8148;A1332 - Other long-term debt securities;Waterschap Zuiderzeeland (WS);2021;0.0
8149;A1332 - Other long-term debt securities;Waterschap Zuiderzeeland (WS);2022;1.0
8150;A1332 - Other long-term debt securities;Waterschap Zuiderzeeland (WS);2023;0.0
8151;A1332 - Other long-term debt securities;Hhs Hollands Noorderkwartier (WS);2005;
8152;A1332 - Other long-term debt securities;Hhs Hollands Noorderkwartier (WS);2006;
8153;A1332 - Other long-term debt securities;Hhs Hollands Noorderkwartier (WS);2007;
8154;A1332 - Other long-term debt securities;Hhs Hollands Noorderkwartier (WS);2008;8.0
8155;A1332 - Other long-term debt securities;Hhs Hollands Noorderkwartier (WS);2009;3.0
8156;A1332 - Other long-term debt securities;Hhs Hollands Noorderkwartier (WS);2010;3.0
8157;A1332 - Other long-term debt securities;Hhs Hollands Noorderkwartier (WS);2011;3.0
8158;A1332 - Other long-term debt securities;Hhs Hollands Noorderkwartier (WS);2012;0.0
8159;A1332 - Other long-term debt securities;Hhs Hollands Noorderkwartier (WS);2013;0.0
8160;A1332 - Other long-term debt securities;Hhs Hollands Noorderkwartier (WS);2014;0.0
8161;A1332 - Other long-term debt securities;Hhs Hollands Noorderkwartier (WS);2015;0.0
8162;A1332 - Other long-term debt securities;Hhs Hollands Noorderkwartier (WS);2016;0.0
8163;A1332 - Other long-term debt securities;Hhs Hollands Noorderkwartier (WS);2017;0.0
8164;A1332 - Other long-term debt securities;Hhs Hollands Noorderkwartier (WS);2018;0.0
8165;A1332 - Other long-term debt securities;Hhs Hollands Noorderkwartier (WS);2019;0.0
8166;A1332 - Other long-term debt securities;Hhs Hollands Noorderkwartier (WS);2020;0.0
8167;A1332 - Other long-term debt securities;Hhs Hollands Noorderkwartier (WS);2021;0.0
8168;A1332 - Other long-term debt securities;Hhs Hollands Noorderkwartier (WS);2022;0.0
8169;A1332 - Other long-term debt securities;Hhs Hollands Noorderkwartier (WS);2023;0.0
8170;A1332 - Other long-term debt securities;Waterschap Brabantse Delta (WS);2005;
8171;A1332 - Other long-term debt securities;Waterschap Brabantse Delta (WS);2006;
8172;A1332 - Other long-term debt securities;Waterschap Brabantse Delta (WS);2007;
8173;A1332 - Other long-term debt securities;Waterschap Brabantse Delta (WS);2008;8.0
8174;A1332 - Other long-term debt securities;Waterschap Brabantse Delta (WS);2009;7.0
8175;A1332 - Other long-term debt securities;Waterschap Brabantse Delta (WS);2010;7.0
8176;A1332 - Other long-term debt securities;Waterschap Brabantse Delta (WS);2011;6.0
8177;A1332 - Other long-term debt securities;Waterschap Brabantse Delta (WS);2012;5.0
8178;A1332 - Other long-term debt securities;Waterschap Brabantse Delta (WS);2013;4.0
8179;A1332 - Other long-term debt securities;Waterschap Brabantse Delta (WS);2014;4.0
8180;A1332 - Other long-term debt securities;Waterschap Brabantse Delta (WS);2015;4.0
8181;A1332 - Other long-term debt securities;Waterschap Brabantse Delta (WS);2016;2.0
8182;A1332 - Other long-term debt securities;Waterschap Brabantse Delta (WS);2017;0.0
8183;A1332 - Other long-term debt securities;Waterschap Brabantse Delta (WS);2018;0.0
8184;A1332 - Other long-term debt securities;Waterschap Brabantse Delta (WS);2019;0.0
8185;A1332 - Other long-term debt securities;Waterschap Brabantse Delta (WS);2020;0.0
8186;A1332 - Other long-term debt securities;Waterschap Brabantse Delta (WS);2021;0.0
8187;A1332 - Other long-term debt securities;Waterschap Brabantse Delta (WS);2022;0.0
8188;A1332 - Other long-term debt securities;Waterschap Brabantse Delta (WS);2023;0.0
8189;A1332 - Other long-term debt securities;Wetterskip Fryslân (WS);2005;
8190;A1332 - Other long-term debt securities;Wetterskip Fryslân (WS);2006;
8191;A1332 - Other long-term debt securities;Wetterskip Fryslân (WS);2007;
8192;A1332 - Other long-term debt securities;Wetterskip Fryslân (WS);2008;11.0
8193;A1332 - Other long-term debt securities;Wetterskip Fryslân (WS);2009;0.0
8194;A1332 - Other long-term debt securities;Wetterskip Fryslân (WS);2010;0.0
8195;A1332 - Other long-term debt securities;Wetterskip Fryslân (WS);2011;0.0
8196;A1332 - Other long-term debt securities;Wetterskip Fryslân (WS);2012;0.0
8197;A1332 - Other long-term debt securities;Wetterskip Fryslân (WS);2013;0.0
8198;A1332 - Other long-term debt securities;Wetterskip Fryslân (WS);2014;0.0
8199;A1332 - Other long-term debt securities;Wetterskip Fryslân (WS);2015;0.0
8200;A1332 - Other long-term debt securities;Wetterskip Fryslân (WS);2016;0.0
8201;A1332 - Other long-term debt securities;Wetterskip Fryslân (WS);2017;0.0
8202;A1332 - Other long-term debt securities;Wetterskip Fryslân (WS);2018;0.0
8203;A1332 - Other long-term debt securities;Wetterskip Fryslân (WS);2019;0.0
8204;A1332 - Other long-term debt securities;Wetterskip Fryslân (WS);2020;0.0
8205;A1332 - Other long-term debt securities;Wetterskip Fryslân (WS);2021;0.0
8206;A1332 - Other long-term debt securities;Wetterskip Fryslân (WS);2022;0.0
8207;A1332 - Other long-term debt securities;Wetterskip Fryslân (WS);2023;0.0
8208;A1332 - Other long-term debt securities;Waterschap Aa en Maas (WS);2005;
8209;A1332 - Other long-term debt securities;Waterschap Aa en Maas (WS);2006;
8210;A1332 - Other long-term debt securities;Waterschap Aa en Maas (WS);2007;
8211;A1332 - Other long-term debt securities;Waterschap Aa en Maas (WS);2008;0.0
8212;A1332 - Other long-term debt securities;Waterschap Aa en Maas (WS);2009;0.0
8213;A1332 - Other long-term debt securities;Waterschap Aa en Maas (WS);2010;0.0
8214;A1332 - Other long-term debt securities;Waterschap Aa en Maas (WS);2011;0.0
8215;A1332 - Other long-term debt securities;Waterschap Aa en Maas (WS);2012;0.0
8216;A1332 - Other long-term debt securities;Waterschap Aa en Maas (WS);2013;0.0
8217;A1332 - Other long-term debt securities;Waterschap Aa en Maas (WS);2014;0.0
8218;A1332 - Other long-term debt securities;Waterschap Aa en Maas (WS);2015;0.0
8219;A1332 - Other long-term debt securities;Waterschap Aa en Maas (WS);2016;0.0
8220;A1332 - Other long-term debt securities;Waterschap Aa en Maas (WS);2017;0.0
8221;A1332 - Other long-term debt securities;Waterschap Aa en Maas (WS);2018;0.0
8222;A1332 - Other long-term debt securities;Waterschap Aa en Maas (WS);2019;0.0
8223;A1332 - Other long-term debt securities;Waterschap Aa en Maas (WS);2020;0.0
8224;A1332 - Other long-term debt securities;Waterschap Aa en Maas (WS);2021;0.0
8225;A1332 - Other long-term debt securities;Waterschap Aa en Maas (WS);2022;0.0
8226;A1332 - Other long-term debt securities;Waterschap Aa en Maas (WS);2023;0.0
8227;A1332 - Other long-term debt securities;Waterschap Hollandse Delta (WS);2005;
8228;A1332 - Other long-term debt securities;Waterschap Hollandse Delta (WS);2006;
8229;A1332 - Other long-term debt securities;Waterschap Hollandse Delta (WS);2007;
8230;A1332 - Other long-term debt securities;Waterschap Hollandse Delta (WS);2008;16.0
8231;A1332 - Other long-term debt securities;Waterschap Hollandse Delta (WS);2009;14.0
8232;A1332 - Other long-term debt securities;Waterschap Hollandse Delta (WS);2010;0.0
8233;A1332 - Other long-term debt securities;Waterschap Hollandse Delta (WS);2011;0.0
8234;A1332 - Other long-term debt securities;Waterschap Hollandse Delta (WS);2012;10.0
8235;A1332 - Other long-term debt securities;Waterschap Hollandse Delta (WS);2013;8.0
8236;A1332 - Other long-term debt securities;Waterschap Hollandse Delta (WS);2014;8.0
8237;A1332 - Other long-term debt securities;Waterschap Hollandse Delta (WS);2015;7.0
8238;A1332 - Other long-term debt securities;Waterschap Hollandse Delta (WS);2016;7.0
8239;A1332 - Other long-term debt securities;Waterschap Hollandse Delta (WS);2017;0.0
8240;A1332 - Other long-term debt securities;Waterschap Hollandse Delta (WS);2018;0.0
8241;A1332 - Other long-term debt securities;Waterschap Hollandse Delta (WS);2019;0.0
8242;A1332 - Other long-term debt securities;Waterschap Hollandse Delta (WS);2020;0.0
8243;A1332 - Other long-term debt securities;Waterschap Hollandse Delta (WS);2021;0.0
8244;A1332 - Other long-term debt securities;Waterschap Hollandse Delta (WS);2022;0.0
8245;A1332 - Other long-term debt securities;Waterschap Hollandse Delta (WS);2023;0.0
8246;A1332 - Other long-term debt securities;Hhs van Schieland en Krimpenerwaard (WS);2005;
8247;A1332 - Other long-term debt securities;Hhs van Schieland en Krimpenerwaard (WS);2006;
8248;A1332 - Other long-term debt securities;Hhs van Schieland en Krimpenerwaard (WS);2007;
8249;A1332 - Other long-term debt securities;Hhs van Schieland en Krimpenerwaard (WS);2008;0.0
8250;A1332 - Other long-term debt securities;Hhs van Schieland en Krimpenerwaard (WS);2009;0.0
8251;A1332 - Other long-term debt securities;Hhs van Schieland en Krimpenerwaard (WS);2010;0.0
8252;A1332 - Other long-term debt securities;Hhs van Schieland en Krimpenerwaard (WS);2011;0.0
8253;A1332 - Other long-term debt securities;Hhs van Schieland en Krimpenerwaard (WS);2012;0.0
8254;A1332 - Other long-term debt securities;Hhs van Schieland en Krimpenerwaard (WS);2013;0.0
8255;A1332 - Other long-term debt securities;Hhs van Schieland en Krimpenerwaard (WS);2014;0.0
8256;A1332 - Other long-term debt securities;Hhs van Schieland en Krimpenerwaard (WS);2015;0.0
8257;A1332 - Other long-term debt securities;Hhs van Schieland en Krimpenerwaard (WS);2016;0.0
8258;A1332 - Other long-term debt securities;Hhs van Schieland en Krimpenerwaard (WS);2017;0.0
8259;A1332 - Other long-term debt securities;Hhs van Schieland en Krimpenerwaard (WS);2018;0.0
8260;A1332 - Other long-term debt securities;Hhs van Schieland en Krimpenerwaard (WS);2019;0.0
8261;A1332 - Other long-term debt securities;Hhs van Schieland en Krimpenerwaard (WS);2020;0.0
8262;A1332 - Other long-term debt securities;Hhs van Schieland en Krimpenerwaard (WS);2021;0.0
8263;A1332 - Other long-term debt securities;Hhs van Schieland en Krimpenerwaard (WS);2022;0.0
8264;A1332 - Other long-term debt securities;Hhs van Schieland en Krimpenerwaard (WS);2023;0.0
8265;A1332 - Other long-term debt securities;Waterschap Scheldestromen (WS);2005;
8266;A1332 - Other long-term debt securities;Waterschap Scheldestromen (WS);2006;
8267;A1332 - Other long-term debt securities;Waterschap Scheldestromen (WS);2007;
8268;A1332 - Other long-term debt securities;Waterschap Scheldestromen (WS);2008;
8269;A1332 - Other long-term debt securities;Waterschap Scheldestromen (WS);2009;
8270;A1332 - Other long-term debt securities;Waterschap Scheldestromen (WS);2010;
8271;A1332 - Other long-term debt securities;Waterschap Scheldestromen (WS);2011;14.0
8272;A1332 - Other long-term debt securities;Waterschap Scheldestromen (WS);2012;14.0
8273;A1332 - Other long-term debt securities;Waterschap Scheldestromen (WS);2013;14.0
8274;A1332 - Other long-term debt securities;Waterschap Scheldestromen (WS);2014;15.0
8275;A1332 - Other long-term debt securities;Waterschap Scheldestromen (WS);2015;16.0
8276;A1332 - Other long-term debt securities;Waterschap Scheldestromen (WS);2016;16.0
8277;A1332 - Other long-term debt securities;Waterschap Scheldestromen (WS);2017;11.0
8278;A1332 - Other long-term debt securities;Waterschap Scheldestromen (WS);2018;11.0
8279;A1332 - Other long-term debt securities;Waterschap Scheldestromen (WS);2019;0.0
8280;A1332 - Other long-term debt securities;Waterschap Scheldestromen (WS);2020;0.0
8281;A1332 - Other long-term debt securities;Waterschap Scheldestromen (WS);2021;0.0
8282;A1332 - Other long-term debt securities;Waterschap Scheldestromen (WS);2022;0.0
8283;A1332 - Other long-term debt securities;Waterschap Scheldestromen (WS);2023;0.0
8284;A1332 - Other long-term debt securities;Waterschap Vallei en Veluwe (WS);2005;
8285;A1332 - Other long-term debt securities;Waterschap Vallei en Veluwe (WS);2006;
8286;A1332 - Other long-term debt securities;Waterschap Vallei en Veluwe (WS);2007;
8287;A1332 - Other long-term debt securities;Waterschap Vallei en Veluwe (WS);2008;
8288;A1332 - Other long-term debt securities;Waterschap Vallei en Veluwe (WS);2009;
8289;A1332 - Other long-term debt securities;Waterschap Vallei en Veluwe (WS);2010;
8290;A1332 - Other long-term debt securities;Waterschap Vallei en Veluwe (WS);2011;
8291;A1332 - Other long-term debt securities;Waterschap Vallei en Veluwe (WS);2012;
8292;A1332 - Other long-term debt securities;Waterschap Vallei en Veluwe (WS);2013;0.0
8293;A1332 - Other long-term debt securities;Waterschap Vallei en Veluwe (WS);2014;0.0
8294;A1332 - Other long-term debt securities;Waterschap Vallei en Veluwe (WS);2015;0.0
8295;A1332 - Other long-term debt securities;Waterschap Vallei en Veluwe (WS);2016;0.0
8296;A1332 - Other long-term debt securities;Waterschap Vallei en Veluwe (WS);2017;0.0
8297;A1332 - Other long-term debt securities;Waterschap Vallei en Veluwe (WS);2018;0.0
8298;A1332 - Other long-term debt securities;Waterschap Vallei en Veluwe (WS);2019;0.0
8299;A1332 - Other long-term debt securities;Waterschap Vallei en Veluwe (WS);2020;0.0
8300;A1332 - Other long-term debt securities;Waterschap Vallei en Veluwe (WS);2021;0.0
8301;A1332 - Other long-term debt securities;Waterschap Vallei en Veluwe (WS);2022;0.0
8302;A1332 - Other long-term debt securities;Waterschap Vallei en Veluwe (WS);2023;0.0
8303;A1332 - Other long-term debt securities;Waterschap Vechtstromen (WS);2005;
8304;A1332 - Other long-term debt securities;Waterschap Vechtstromen (WS);2006;
8305;A1332 - Other long-term debt securities;Waterschap Vechtstromen (WS);2007;
8306;A1332 - Other long-term debt securities;Waterschap Vechtstromen (WS);2008;
8307;A1332 - Other long-term debt securities;Waterschap Vechtstromen (WS);2009;
8308;A1332 - Other long-term debt securities;Waterschap Vechtstromen (WS);2010;
8309;A1332 - Other long-term debt securities;Waterschap Vechtstromen (WS);2011;
8310;A1332 - Other long-term debt securities;Waterschap Vechtstromen (WS);2012;
8311;A1332 - Other long-term debt securities;Waterschap Vechtstromen (WS);2013;
8312;A1332 - Other long-term debt securities;Waterschap Vechtstromen (WS);2014;0.0
8313;A1332 - Other long-term debt securities;Waterschap Vechtstromen (WS);2015;0.0
8314;A1332 - Other long-term debt securities;Waterschap Vechtstromen (WS);2016;0.0
8315;A1332 - Other long-term debt securities;Waterschap Vechtstromen (WS);2017;0.0
8316;A1332 - Other long-term debt securities;Waterschap Vechtstromen (WS);2018;0.0
8317;A1332 - Other long-term debt securities;Waterschap Vechtstromen (WS);2019;0.0
8318;A1332 - Other long-term debt securities;Waterschap Vechtstromen (WS);2020;0.0
8319;A1332 - Other long-term debt securities;Waterschap Vechtstromen (WS);2021;0.0
8320;A1332 - Other long-term debt securities;Waterschap Vechtstromen (WS);2022;0.0
8321;A1332 - Other long-term debt securities;Waterschap Vechtstromen (WS);2023;0.0
8322;A1332 - Other long-term debt securities;WS Drents Overijsselse Delta (WS);2005;
8323;A1332 - Other long-term debt securities;WS Drents Overijsselse Delta (WS);2006;
8324;A1332 - Other long-term debt securities;WS Drents Overijsselse Delta (WS);2007;
8325;A1332 - Other long-term debt securities;WS Drents Overijsselse Delta (WS);2008;
8326;A1332 - Other long-term debt securities;WS Drents Overijsselse Delta (WS);2009;
8327;A1332 - Other long-term debt securities;WS Drents Overijsselse Delta (WS);2010;
8328;A1332 - Other long-term debt securities;WS Drents Overijsselse Delta (WS);2011;
8329;A1332 - Other long-term debt securities;WS Drents Overijsselse Delta (WS);2012;
8330;A1332 - Other long-term debt securities;WS Drents Overijsselse Delta (WS);2013;
8331;A1332 - Other long-term debt securities;WS Drents Overijsselse Delta (WS);2014;
8332;A1332 - Other long-term debt securities;WS Drents Overijsselse Delta (WS);2015;
8333;A1332 - Other long-term debt securities;WS Drents Overijsselse Delta (WS);2016;0.0
8334;A1332 - Other long-term debt securities;WS Drents Overijsselse Delta (WS);2017;0.0
8335;A1332 - Other long-term debt securities;WS Drents Overijsselse Delta (WS);2018;0.0
8336;A1332 - Other long-term debt securities;WS Drents Overijsselse Delta (WS);2019;0.0
8337;A1332 - Other long-term debt securities;WS Drents Overijsselse Delta (WS);2020;0.0
8338;A1332 - Other long-term debt securities;WS Drents Overijsselse Delta (WS);2021;0.0
8339;A1332 - Other long-term debt securities;WS Drents Overijsselse Delta (WS);2022;0.0
8340;A1332 - Other long-term debt securities;WS Drents Overijsselse Delta (WS);2023;0.0
8341;A1332 - Other long-term debt securities;Waterschap Limburg (WS);2005;
8342;A1332 - Other long-term debt securities;Waterschap Limburg (WS);2006;
8343;A1332 - Other long-term debt securities;Waterschap Limburg (WS);2007;
8344;A1332 - Other long-term debt securities;Waterschap Limburg (WS);2008;
8345;A1332 - Other long-term debt securities;Waterschap Limburg (WS);2009;
8346;A1332 - Other long-term debt securities;Waterschap Limburg (WS);2010;
8347;A1332 - Other long-term debt securities;Waterschap Limburg (WS);2011;
8348;A1332 - Other long-term debt securities;Waterschap Limburg (WS);2012;
8349;A1332 - Other long-term debt securities;Waterschap Limburg (WS);2013;
8350;A1332 - Other long-term debt securities;Waterschap Limburg (WS);2014;
8351;A1332 - Other long-term debt securities;Waterschap Limburg (WS);2015;
8352;A1332 - Other long-term debt securities;Waterschap Limburg (WS);2016;
8353;A1332 - Other long-term debt securities;Waterschap Limburg (WS);2017;0.0
8354;A1332 - Other long-term debt securities;Waterschap Limburg (WS);2018;0.0
8355;A1332 - Other long-term debt securities;Waterschap Limburg (WS);2019;0.0
8356;A1332 - Other long-term debt securities;Waterschap Limburg (WS);2020;0.0
8357;A1332 - Other long-term debt securities;Waterschap Limburg (WS);2021;0.0
8358;A1332 - Other long-term debt securities;Waterschap Limburg (WS);2022;0.0
8359;A1332 - Other long-term debt securities;Waterschap Limburg (WS);2023;0.0
8360;A1332 - Other long-term debt securities;Waterschap Amstel, Gooi en Vecht (WS);2005;
8361;A1332 - Other long-term debt securities;Waterschap Amstel, Gooi en Vecht (WS);2006;
8362;A1332 - Other long-term debt securities;Waterschap Amstel, Gooi en Vecht (WS);2007;
8363;A1332 - Other long-term debt securities;Waterschap Amstel, Gooi en Vecht (WS);2008;
8364;A1332 - Other long-term debt securities;Waterschap Amstel, Gooi en Vecht (WS);2009;
8365;A1332 - Other long-term debt securities;Waterschap Amstel, Gooi en Vecht (WS);2010;
8366;A1332 - Other long-term debt securities;Waterschap Amstel, Gooi en Vecht (WS);2011;
8367;A1332 - Other long-term debt securities;Waterschap Amstel, Gooi en Vecht (WS);2012;
8368;A1332 - Other long-term debt securities;Waterschap Amstel, Gooi en Vecht (WS);2013;
8369;A1332 - Other long-term debt securities;Waterschap Amstel, Gooi en Vecht (WS);2014;
8370;A1332 - Other long-term debt securities;Waterschap Amstel, Gooi en Vecht (WS);2015;
8371;A1332 - Other long-term debt securities;Waterschap Amstel, Gooi en Vecht (WS);2016;
8372;A1332 - Other long-term debt securities;Waterschap Amstel, Gooi en Vecht (WS);2017;0.0
8373;A1332 - Other long-term debt securities;Waterschap Amstel, Gooi en Vecht (WS);2018;0.0
8374;A1332 - Other long-term debt securities;Waterschap Amstel, Gooi en Vecht (WS);2019;0.0
8375;A1332 - Other long-term debt securities;Waterschap Amstel, Gooi en Vecht (WS);2020;0.0
8376;A1332 - Other long-term debt securities;Waterschap Amstel, Gooi en Vecht (WS);2021;0.0
8377;A1332 - Other long-term debt securities;Waterschap Amstel, Gooi en Vecht (WS);2022;0.0
8378;A1332 - Other long-term debt securities;Waterschap Amstel, Gooi en Vecht (WS);2023;0.0
8379;A1332 - Other long-term debt securities;Waterschapsbedrijf Limburg;2005;
8380;A1332 - Other long-term debt securities;Waterschapsbedrijf Limburg;2006;
8381;A1332 - Other long-term debt securities;Waterschapsbedrijf Limburg;2007;
8382;A1332 - Other long-term debt securities;Waterschapsbedrijf Limburg;2008;0.0
8383;A1332 - Other long-term debt securities;Waterschapsbedrijf Limburg;2009;0.0
8384;A1332 - Other long-term debt securities;Waterschapsbedrijf Limburg;2010;0.0
8385;A1332 - Other long-term debt securities;Waterschapsbedrijf Limburg;2011;0.0
8386;A1332 - Other long-term debt securities;Waterschapsbedrijf Limburg;2012;0.0
8387;A1332 - Other long-term debt securities;Waterschapsbedrijf Limburg;2013;0.0
8388;A1332 - Other long-term debt securities;Waterschapsbedrijf Limburg;2014;0.0
8389;A1332 - Other long-term debt securities;Waterschapsbedrijf Limburg;2015;0.0
8390;A1332 - Other long-term debt securities;Waterschapsbedrijf Limburg;2016;0.0
8391;A1332 - Other long-term debt securities;Waterschapsbedrijf Limburg;2017;0.0
8392;A1332 - Other long-term debt securities;Waterschapsbedrijf Limburg;2018;0.0
8393;A1332 - Other long-term debt securities;Waterschapsbedrijf Limburg;2019;0.0
8394;A1332 - Other long-term debt securities;Waterschapsbedrijf Limburg;2020;0.0
8395;A1332 - Other long-term debt securities;Waterschapsbedrijf Limburg;2021;0.0
8396;A1332 - Other long-term debt securities;Waterschapsbedrijf Limburg;2022;0.0
8397;A1332 - Other long-term debt securities;Waterschapsbedrijf Limburg;2023;0.0
8398;A2 - Current assets;The Netherlands;2005;559.0
8399;A2 - Current assets;The Netherlands;2006;485.0
8400;A2 - Current assets;The Netherlands;2007;555.0
8401;A2 - Current assets;The Netherlands;2008;503.0
8402;A2 - Current assets;The Netherlands;2009;568.0
8403;A2 - Current assets;The Netherlands;2010;498.0
8404;A2 - Current assets;The Netherlands;2011;509.0
8405;A2 - Current assets;The Netherlands;2012;429.0
8406;A2 - Current assets;The Netherlands;2013;608.0
8407;A2 - Current assets;The Netherlands;2014;615.0
8408;A2 - Current assets;The Netherlands;2015;712.0
8409;A2 - Current assets;The Netherlands;2016;600.0
8410;A2 - Current assets;The Netherlands;2017;672.0
8411;A2 - Current assets;The Netherlands;2018;827.0
8412;A2 - Current assets;The Netherlands;2019;774.0
8413;A2 - Current assets;The Netherlands;2020;1385.0
8414;A2 - Current assets;The Netherlands;2021;2186.0
8415;A2 - Current assets;The Netherlands;2022;2277.0
8416;A2 - Current assets;The Netherlands;2023;2295.0
8417;A2 - Current assets;Waterschap Groot Salland (WS);2005;20.0
8418;A2 - Current assets;Waterschap Groot Salland (WS);2006;14.0
8419;A2 - Current assets;Waterschap Groot Salland (WS);2007;14.0
8420;A2 - Current assets;Waterschap Groot Salland (WS);2008;12.0
8421;A2 - Current assets;Waterschap Groot Salland (WS);2009;8.0
8422;A2 - Current assets;Waterschap Groot Salland (WS);2010;17.0
8423;A2 - Current assets;Waterschap Groot Salland (WS);2011;10.0
8424;A2 - Current assets;Waterschap Groot Salland (WS);2012;8.0
8425;A2 - Current assets;Waterschap Groot Salland (WS);2013;13.0
8426;A2 - Current assets;Waterschap Groot Salland (WS);2014;7.0
8427;A2 - Current assets;Waterschap Groot Salland (WS);2015;7.0
8428;A2 - Current assets;Waterschap Groot Salland (WS);2016;
8429;A2 - Current assets;Waterschap Groot Salland (WS);2017;
8430;A2 - Current assets;Waterschap Groot Salland (WS);2018;
8431;A2 - Current assets;Waterschap Groot Salland (WS);2019;
8432;A2 - Current assets;Waterschap Groot Salland (WS);2020;
8433;A2 - Current assets;Waterschap Groot Salland (WS);2021;
8434;A2 - Current assets;Waterschap Groot Salland (WS);2022;
8435;A2 - Current assets;Waterschap Groot Salland (WS);2023;
8436;A2 - Current assets;Waterschap Rijn en IJssel (WS);2005;20.0
8437;A2 - Current assets;Waterschap Rijn en IJssel (WS);2006;15.0
8438;A2 - Current assets;Waterschap Rijn en IJssel (WS);2007;11.0
8439;A2 - Current assets;Waterschap Rijn en IJssel (WS);2008;12.0
8440;A2 - Current assets;Waterschap Rijn en IJssel (WS);2009;20.0
8441;A2 - Current assets;Waterschap Rijn en IJssel (WS);2010;13.0
8442;A2 - Current assets;Waterschap Rijn en IJssel (WS);2011;13.0
8443;A2 - Current assets;Waterschap Rijn en IJssel (WS);2012;16.0
8444;A2 - Current assets;Waterschap Rijn en IJssel (WS);2013;13.0
8445;A2 - Current assets;Waterschap Rijn en IJssel (WS);2014;14.0
8446;A2 - Current assets;Waterschap Rijn en IJssel (WS);2015;10.0
8447;A2 - Current assets;Waterschap Rijn en IJssel (WS);2016;11.0
8448;A2 - Current assets;Waterschap Rijn en IJssel (WS);2017;18.0
8449;A2 - Current assets;Waterschap Rijn en IJssel (WS);2018;14.0
8450;A2 - Current assets;Waterschap Rijn en IJssel (WS);2019;16.0
8451;A2 - Current assets;Waterschap Rijn en IJssel (WS);2020;28.0
8452;A2 - Current assets;Waterschap Rijn en IJssel (WS);2021;35.0
