ID;BelastingschijfAardgas;SBI2008;Perioden;AantalDoorDeSchijfGehaaldeEenheden_1;LeveringVoorEigenGebruik_2;InzetVoorElektriciteitsproductie_3;NietEnergetischGebruik_4;BelastVerbruik_5
508;Schijf 2: 170 001 t/m 1 000 000 m3;M Specialistische zakelijke diensten;2020;55;13100.0;0.0;;13100.0
509;Schijf 2: 170 001 t/m 1 000 000 m3;M Specialistische zakelijke diensten;2022;55;11700.0;;;11700.0
510;Schijf 2: 170 001 t/m 1 000 000 m3;N Verhuur en overige zakelijke diensten;2019;25;7400.0;0.0;;7400.0
511;Schijf 2: 170 001 t/m 1 000 000 m3;N Verhuur en overige zakelijke diensten;2020;20;6600.0;0.0;;6600.0
512;Schijf 2: 170 001 t/m 1 000 000 m3;N Verhuur en overige zakelijke diensten;2022;20;6400.0;;;6400.0
513;Schijf 2: 170 001 t/m 1 000 000 m3;O Openbaar bestuur en overheidsdiensten;2019;155;37800.0;0.0;;37800.0
514;Schijf 2: 170 001 t/m 1 000 000 m3;O Openbaar bestuur en overheidsdiensten;2020;145;35900.0;0.0;;35900.0
515;Schijf 2: 170 001 t/m 1 000 000 m3;O Openbaar bestuur en overheidsdiensten;2022;135;32200.0;;;32200.0
516;Schijf 2: 170 001 t/m 1 000 000 m3;P Onderwijs;2019;75;16100.0;0.0;;16100.0
517;Schijf 2: 170 001 t/m 1 000 000 m3;P Onderwijs;2020;75;13900.0;0.0;;13900.0
518;Schijf 2: 170 001 t/m 1 000 000 m3;P Onderwijs;2022;60;12800.0;;;12800.0
519;Schijf 2: 170 001 t/m 1 000 000 m3;Q Gezondheids- en welzijnszorg;2019;500;122000.0;0.0;;122000.0
520;Schijf 2: 170 001 t/m 1 000 000 m3;Q Gezondheids- en welzijnszorg;2020;490;117300.0;0.0;;117300.0
521;Schijf 2: 170 001 t/m 1 000 000 m3;Q Gezondheids- en welzijnszorg;2022;430;106400.0;;;106400.0
522;Schijf 2: 170 001 t/m 1 000 000 m3;R Cultuur, sport en recreatie;2019;160;25100.0;0.0;;25100.0
523;Schijf 2: 170 001 t/m 1 000 000 m3;R Cultuur, sport en recreatie;2020;125;19100.0;0.0;;19100.0
524;Schijf 2: 170 001 t/m 1 000 000 m3;R Cultuur, sport en recreatie;2022;140;23800.0;;;23800.0
525;Schijf 2: 170 001 t/m 1 000 000 m3;S Overige dienstverlening;2019;95;25000.0;0.0;;25000.0
526;Schijf 2: 170 001 t/m 1 000 000 m3;S Overige dienstverlening;2020;85;20800.0;0.0;;20800.0
527;Schijf 2: 170 001 t/m 1 000 000 m3;S Overige dienstverlening;2022;85;21700.0;;;21700.0
528;Schijf 2: 170 001 t/m 1 000 000 m3;U Extraterritoriale organisaties;2019;5;;0.0;;
529;Schijf 2: 170 001 t/m 1 000 000 m3;U Extraterritoriale organisaties;2020;5;;0.0;;
530;Schijf 2: 170 001 t/m 1 000 000 m3;U Extraterritoriale organisaties;2022;5;;;;
531;Schijf 3: 1 000 001 t/m 10 000 000 m3;A-U Alle economische activiteiten;2019;1635;4178600.0;2039200.0;10100.0;2129300.0
532;Schijf 3: 1 000 001 t/m 10 000 000 m3;A-U Alle economische activiteiten;2020;1585;4099800.0;2003000.0;1200.0;2095600.0
533;Schijf 3: 1 000 001 t/m 10 000 000 m3;A-U Alle economische activiteiten;2022;1420;3370800.0;1483600.0;9700.0;1877500.0
534;Schijf 3: 1 000 001 t/m 10 000 000 m3;A Landbouw, bosbouw en visserij;2019;920;1829900.0;1707900.0;;112000.0
535;Schijf 3: 1 000 001 t/m 10 000 000 m3;A Landbouw, bosbouw en visserij;2020;895;1791300.0;1669600.0;;117200.0
536;Schijf 3: 1 000 001 t/m 10 000 000 m3;A Landbouw, bosbouw en visserij;2022;755;1197500.0;;;
537;Schijf 3: 1 000 001 t/m 10 000 000 m3;B Delfstoffenwinning;2019;0;0.0;;;0.0
538;Schijf 3: 1 000 001 t/m 10 000 000 m3;B Delfstoffenwinning;2020;0;0.0;;;0.0
539;Schijf 3: 1 000 001 t/m 10 000 000 m3;B Delfstoffenwinning;2022;0;0.0;;;0.0
540;Schijf 3: 1 000 001 t/m 10 000 000 m3;C Industrie;2019;480;1793300.0;141900.0;10100.0;1641300.0
541;Schijf 3: 1 000 001 t/m 10 000 000 m3;C Industrie;2020;475;1779500.0;156500.0;1200.0;1621800.0
542;Schijf 3: 1 000 001 t/m 10 000 000 m3;C Industrie;2022;465;1698800.0;144700.0;9700.0;1544400.0
543;Schijf 3: 1 000 001 t/m 10 000 000 m3;10-12 Voedings-, genotmiddelenindustrie;2019;195;661100.0;73500.0;;587600.0
544;Schijf 3: 1 000 001 t/m 10 000 000 m3;10-12 Voedings-, genotmiddelenindustrie;2020;200;668000.0;79200.0;;588800.0
545;Schijf 3: 1 000 001 t/m 10 000 000 m3;10-12 Voedings-, genotmiddelenindustrie;2022;185;625500.0;76500.0;;549000.0
546;Schijf 3: 1 000 001 t/m 10 000 000 m3;101 Slachterijen en vleeswarenindustrie;2019;20;27000.0;;;27000.0
547;Schijf 3: 1 000 001 t/m 10 000 000 m3;101 Slachterijen en vleeswarenindustrie;2020;20;25400.0;;;25400.0
548;Schijf 3: 1 000 001 t/m 10 000 000 m3;101 Slachterijen en vleeswarenindustrie;2022;15;30000.0;;;30000.0
549;Schijf 3: 1 000 001 t/m 10 000 000 m3;103 Groente-, fruitverwerkende industrie;2019;25;116800.0;7700.0;;109100.0
550;Schijf 3: 1 000 001 t/m 10 000 000 m3;103 Groente-, fruitverwerkende industrie;2020;30;118200.0;8200.0;;110000.0
551;Schijf 3: 1 000 001 t/m 10 000 000 m3;103 Groente-, fruitverwerkende industrie;2022;30;111800.0;8300.0;;103600.0
552;Schijf 3: 1 000 001 t/m 10 000 000 m3;104 Spijsoliën- en -vettenindustrie e.d.;2019;15;77800.0;17200.0;;60500.0
553;Schijf 3: 1 000 001 t/m 10 000 000 m3;104 Spijsoliën- en -vettenindustrie e.d.;2020;15;75800.0;21800.0;;54000.0
554;Schijf 3: 1 000 001 t/m 10 000 000 m3;104 Spijsoliën- en -vettenindustrie e.d.;2022;15;76600.0;20300.0;;56400.0
555;Schijf 3: 1 000 001 t/m 10 000 000 m3;105 Zuivelindustrie;2019;20;118200.0;3100.0;;115100.0
556;Schijf 3: 1 000 001 t/m 10 000 000 m3;105 Zuivelindustrie;2020;20;119700.0;6600.0;;113100.0
557;Schijf 3: 1 000 001 t/m 10 000 000 m3;105 Zuivelindustrie;2022;15;;;;
558;Schijf 3: 1 000 001 t/m 10 000 000 m3;106 Meelindustrie;2019;10;64800.0;10300.0;;54500.0
559;Schijf 3: 1 000 001 t/m 10 000 000 m3;106 Meelindustrie;2020;15;67400.0;10400.0;;57000.0
560;Schijf 3: 1 000 001 t/m 10 000 000 m3;106 Meelindustrie;2022;15;67000.0;11700.0;;55300.0
561;Schijf 3: 1 000 001 t/m 10 000 000 m3;108 Overige voedingsmiddelenindustrie;2019;70;135800.0;13000.0;;122800.0
562;Schijf 3: 1 000 001 t/m 10 000 000 m3;108 Overige voedingsmiddelenindustrie;2020;70;140300.0;13700.0;;126500.0
563;Schijf 3: 1 000 001 t/m 10 000 000 m3;108 Overige voedingsmiddelenindustrie;2022;60;;;;
564;Schijf 3: 1 000 001 t/m 10 000 000 m3;109 Diervoederindustrie;2019;20;56700.0;;;56700.0
565;Schijf 3: 1 000 001 t/m 10 000 000 m3;109 Diervoederindustrie;2020;20;56700.0;;;56700.0
566;Schijf 3: 1 000 001 t/m 10 000 000 m3;109 Diervoederindustrie;2022;20;61300.0;;;61300.0
567;Schijf 3: 1 000 001 t/m 10 000 000 m3;11-12 Dranken- en tabaksindustrie;2019;15;63900.0;22100.0;;41800.0
568;Schijf 3: 1 000 001 t/m 10 000 000 m3;11-12 Dranken- en tabaksindustrie;2020;15;64400.0;18300.0;;46100.0
569;Schijf 3: 1 000 001 t/m 10 000 000 m3;11-12 Dranken- en tabaksindustrie;2022;15;63600.0;17100.0;;46500.0
570;Schijf 3: 1 000 001 t/m 10 000 000 m3;13 Textielindustrie;2019;20;26400.0;;;26400.0
571;Schijf 3: 1 000 001 t/m 10 000 000 m3;13 Textielindustrie;2020;15;32400.0;;;32400.0
572;Schijf 3: 1 000 001 t/m 10 000 000 m3;13 Textielindustrie;2022;15;27300.0;;;27300.0
573;Schijf 3: 1 000 001 t/m 10 000 000 m3;13-15 Textiel-, kleding-, lederindustrie;2019;20;26400.0;;;26400.0
574;Schijf 3: 1 000 001 t/m 10 000 000 m3;13-15 Textiel-, kleding-, lederindustrie;2020;15;32500.0;;;32500.0
575;Schijf 3: 1 000 001 t/m 10 000 000 m3;13-15 Textiel-, kleding-, lederindustrie;2022;15;27300.0;;;27300.0
576;Schijf 3: 1 000 001 t/m 10 000 000 m3;14 Kledingindustrie;2019;0;0.0;;;0.0
577;Schijf 3: 1 000 001 t/m 10 000 000 m3;14 Kledingindustrie;2020;0;0.0;;;0.0
578;Schijf 3: 1 000 001 t/m 10 000 000 m3;14 Kledingindustrie;2022;0;0.0;;;0.0
579;Schijf 3: 1 000 001 t/m 10 000 000 m3;15 Leer- en schoenenindustrie;2019;0;0.0;;;0.0
580;Schijf 3: 1 000 001 t/m 10 000 000 m3;15 Leer- en schoenenindustrie;2020;0;0.0;;;0.0
581;Schijf 3: 1 000 001 t/m 10 000 000 m3;15 Leer- en schoenenindustrie;2022;0;0.0;;;0.0
582;Schijf 3: 1 000 001 t/m 10 000 000 m3;16 Houtindustrie;2019;0;0.0;0.0;;0.0
583;Schijf 3: 1 000 001 t/m 10 000 000 m3;16 Houtindustrie;2020;0;0.0;0.0;;0.0
584;Schijf 3: 1 000 001 t/m 10 000 000 m3;16 Houtindustrie;2022;0;3300.0;0.0;;3300.0
585;Schijf 3: 1 000 001 t/m 10 000 000 m3;17-18 Papier- en grafische industrie;2019;30;124100.0;20900.0;;103200.0
586;Schijf 3: 1 000 001 t/m 10 000 000 m3;17-18 Papier- en grafische industrie;2020;30;115200.0;29300.0;;85900.0
587;Schijf 3: 1 000 001 t/m 10 000 000 m3;17-18 Papier- en grafische industrie;2022;30;121600.0;20300.0;;101400.0
588;Schijf 3: 1 000 001 t/m 10 000 000 m3;17 Papierindustrie;2019;30;114100.0;20900.0;;93200.0
589;Schijf 3: 1 000 001 t/m 10 000 000 m3;17 Papierindustrie;2020;30;114300.0;29300.0;;85000.0
590;Schijf 3: 1 000 001 t/m 10 000 000 m3;17 Papierindustrie;2022;30;120600.0;20300.0;;100400.0
591;Schijf 3: 1 000 001 t/m 10 000 000 m3;18 Grafische industrie;2019;0;10000.0;;;10000.0
592;Schijf 3: 1 000 001 t/m 10 000 000 m3;18 Grafische industrie;2020;0;900.0;;;900.0
593;Schijf 3: 1 000 001 t/m 10 000 000 m3;18 Grafische industrie;2022;0;1000.0;;;1000.0
594;Schijf 3: 1 000 001 t/m 10 000 000 m3;19 Aardolie-industrie;2019;5;54000.0;0.0;;54000.0
595;Schijf 3: 1 000 001 t/m 10 000 000 m3;19 Aardolie-industrie;2020;5;54000.0;0.0;;54000.0
596;Schijf 3: 1 000 001 t/m 10 000 000 m3;19 Aardolie-industrie;2022;5;46100.0;0.0;;46100.0
597;Schijf 3: 1 000 001 t/m 10 000 000 m3;20-21 Chemie en farmaceutische industrie;2019;105;508500.0;47600.0;10100.0;450900.0
598;Schijf 3: 1 000 001 t/m 10 000 000 m3;20-21 Chemie en farmaceutische industrie;2020;110;506800.0;48000.0;1200.0;457600.0
599;Schijf 3: 1 000 001 t/m 10 000 000 m3;20-21 Chemie en farmaceutische industrie;2022;115;485800.0;47700.0;9700.0;428400.0
600;Schijf 3: 1 000 001 t/m 10 000 000 m3;Basischemie, excl. ov. anorg basischemie;2019;60;331300.0;27000.0;10100.0;294200.0
601;Schijf 3: 1 000 001 t/m 10 000 000 m3;Basischemie, excl. ov. anorg basischemie;2020;55;316600.0;27400.0;1200.0;288100.0
602;Schijf 3: 1 000 001 t/m 10 000 000 m3;Basischemie, excl. ov. anorg basischemie;2022;55;311400.0;27000.0;9700.0;274800.0
603;Schijf 3: 1 000 001 t/m 10 000 000 m3;2013 Overige anorganische basischemie;2019;10;65100.0;18000.0;;47100.0
604;Schijf 3: 1 000 001 t/m 10 000 000 m3;2013 Overige anorganische basischemie;2020;15;80100.0;18000.0;;62100.0
605;Schijf 3: 1 000 001 t/m 10 000 000 m3;2013 Overige anorganische basischemie;2022;15;68900.0;18000.0;;50900.0
606;Schijf 3: 1 000 001 t/m 10 000 000 m3;Overige chemie, farmaceutische industrie;2019;40;112100.0;2600.0;;109500.0
607;Schijf 3: 1 000 001 t/m 10 000 000 m3;Overige chemie, farmaceutische industrie;2020;35;110100.0;2600.0;;107500.0
608;Schijf 3: 1 000 001 t/m 10 000 000 m3;Overige chemie, farmaceutische industrie;2022;40;105400.0;2700.0;;102700.0
609;Schijf 3: 1 000 001 t/m 10 000 000 m3;22 Rubber- en kunststofproductindustrie;2019;20;56000.0;;;56000.0
610;Schijf 3: 1 000 001 t/m 10 000 000 m3;22 Rubber- en kunststofproductindustrie;2020;20;51900.0;;;51900.0
611;Schijf 3: 1 000 001 t/m 10 000 000 m3;22 Rubber- en kunststofproductindustrie;2022;20;48300.0;200.0;;48000.0
612;Schijf 3: 1 000 001 t/m 10 000 000 m3;23 Bouwmaterialenindustrie;2019;35;193300.0;0.0;;193300.0
613;Schijf 3: 1 000 001 t/m 10 000 000 m3;23 Bouwmaterialenindustrie;2020;35;188600.0;0.0;;188600.0
614;Schijf 3: 1 000 001 t/m 10 000 000 m3;23 Bouwmaterialenindustrie;2022;30;187800.0;0.0;;187800.0
615;Schijf 3: 1 000 001 t/m 10 000 000 m3;231-234 Glas- en glaswerkindustrie, voor;2019;20;132300.0;0.0;;132300.0
616;Schijf 3: 1 000 001 t/m 10 000 000 m3;231-234 Glas- en glaswerkindustrie, voor;2020;20;132300.0;0.0;;132300.0
617;Schijf 3: 1 000 001 t/m 10 000 000 m3;231-234 Glas- en glaswerkindustrie, voor;2022;20;136600.0;0.0;;136600.0
618;Schijf 3: 1 000 001 t/m 10 000 000 m3;235-239 Overige bouwmaterialenindustrie;2019;15;61100.0;0.0;0.0;61100.0
619;Schijf 3: 1 000 001 t/m 10 000 000 m3;235-239 Overige bouwmaterialenindustrie;2020;15;56300.0;0.0;0.0;56300.0
620;Schijf 3: 1 000 001 t/m 10 000 000 m3;235-239 Overige bouwmaterialenindustrie;2022;10;51100.0;0.0;;51100.0
621;Schijf 3: 1 000 001 t/m 10 000 000 m3;24 Basismetaalindustrie;2019;25;84500.0;0.0;;84500.0
622;Schijf 3: 1 000 001 t/m 10 000 000 m3;24 Basismetaalindustrie;2020;20;79900.0;0.0;;79900.0
623;Schijf 3: 1 000 001 t/m 10 000 000 m3;24 Basismetaalindustrie;2022;20;78800.0;0.0;;78800.0
624;Schijf 3: 1 000 001 t/m 10 000 000 m3;IJzer- en staalindustrie;2019;5;28400.0;0.0;;28400.0
625;Schijf 3: 1 000 001 t/m 10 000 000 m3;IJzer- en staalindustrie;2020;5;27400.0;0.0;;27400.0
626;Schijf 3: 1 000 001 t/m 10 000 000 m3;IJzer- en staalindustrie;2022;5;27400.0;0.0;;27400.0
627;Schijf 3: 1 000 001 t/m 10 000 000 m3;Non-ferrometaalindustrie;2019;15;56200.0;;;56200.0
628;Schijf 3: 1 000 001 t/m 10 000 000 m3;Non-ferrometaalindustrie;2020;15;52500.0;;;52500.0
629;Schijf 3: 1 000 001 t/m 10 000 000 m3;Non-ferrometaalindustrie;2022;15;51400.0;;;51400.0
630;Schijf 3: 1 000 001 t/m 10 000 000 m3;25 Metaalproductenindustrie;2019;25;34400.0;;;34400.0
631;Schijf 3: 1 000 001 t/m 10 000 000 m3;25 Metaalproductenindustrie;2020;15;35400.0;;;35400.0
632;Schijf 3: 1 000 001 t/m 10 000 000 m3;25 Metaalproductenindustrie;2022;20;32900.0;;;32900.0
633;Schijf 3: 1 000 001 t/m 10 000 000 m3;26-28 Elektrotechn. en machine-industrie;2019;15;30800.0;;;30800.0
634;Schijf 3: 1 000 001 t/m 10 000 000 m3;26-28 Elektrotechn. en machine-industrie;2020;10;27500.0;;;27500.0
635;Schijf 3: 1 000 001 t/m 10 000 000 m3;26-28 Elektrotechn. en machine-industrie;2022;10;19800.0;;;19800.0
636;Schijf 3: 1 000 001 t/m 10 000 000 m3;29 Auto- en aanhangwagenindustrie;2019;0;16600.0;;;16600.0
637;Schijf 3: 1 000 001 t/m 10 000 000 m3;29 Auto- en aanhangwagenindustrie;2020;5;16200.0;;;16200.0
638;Schijf 3: 1 000 001 t/m 10 000 000 m3;29 Auto- en aanhangwagenindustrie;2022;0;;;;
639;Schijf 3: 1 000 001 t/m 10 000 000 m3;29-30 Transportmiddelenindustrie;2019;5;19600.0;;;19600.0
640;Schijf 3: 1 000 001 t/m 10 000 000 m3;29-30 Transportmiddelenindustrie;2020;10;18800.0;;;18800.0
641;Schijf 3: 1 000 001 t/m 10 000 000 m3;29-30 Transportmiddelenindustrie;2022;5;20300.0;;;20300.0
642;Schijf 3: 1 000 001 t/m 10 000 000 m3;30 Overige transportmiddelenindustrie;2019;5;3000.0;;;3000.0
643;Schijf 3: 1 000 001 t/m 10 000 000 m3;30 Overige transportmiddelenindustrie;2020;5;2600.0;;;2600.0
644;Schijf 3: 1 000 001 t/m 10 000 000 m3;30 Overige transportmiddelenindustrie;2022;5;;;;
645;Schijf 3: 1 000 001 t/m 10 000 000 m3;31-33 Overige industrie en reparatie;2019;0;600.0;;;600.0
646;Schijf 3: 1 000 001 t/m 10 000 000 m3;31-33 Overige industrie en reparatie;2020;5;900.0;;;900.0
647;Schijf 3: 1 000 001 t/m 10 000 000 m3;31-33 Overige industrie en reparatie;2022;5;1500.0;;;1500.0
648;Schijf 3: 1 000 001 t/m 10 000 000 m3;31 Meubelindustrie;2019;0;0.0;;;0.0
649;Schijf 3: 1 000 001 t/m 10 000 000 m3;31 Meubelindustrie;2020;0;0.0;;;0.0
650;Schijf 3: 1 000 001 t/m 10 000 000 m3;31 Meubelindustrie;2022;0;0.0;;;0.0
651;Schijf 3: 1 000 001 t/m 10 000 000 m3;32 Overige industrie;2019;0;0.0;;;0.0
652;Schijf 3: 1 000 001 t/m 10 000 000 m3;32 Overige industrie;2020;0;0.0;;;0.0
653;Schijf 3: 1 000 001 t/m 10 000 000 m3;32 Overige industrie;2022;0;700.0;;;700.0
654;Schijf 3: 1 000 001 t/m 10 000 000 m3;33 Reparatie en installatie van machines;2019;0;600.0;;;600.0
655;Schijf 3: 1 000 001 t/m 10 000 000 m3;33 Reparatie en installatie van machines;2020;5;900.0;;;900.0
656;Schijf 3: 1 000 001 t/m 10 000 000 m3;33 Reparatie en installatie van machines;2022;0;800.0;;;800.0
657;Schijf 3: 1 000 001 t/m 10 000 000 m3;D Energievoorziening;2019;25;224100.0;162400.0;;61600.0
658;Schijf 3: 1 000 001 t/m 10 000 000 m3;D Energievoorziening;2020;25;194300.0;145900.0;;48300.0
659;Schijf 3: 1 000 001 t/m 10 000 000 m3;D Energievoorziening;2022;20;188500.0;135000.0;;53500.0
660;Schijf 3: 1 000 001 t/m 10 000 000 m3;E Waterbedrijven en afvalbeheer;2019;25;53800.0;26900.0;;26800.0
661;Schijf 3: 1 000 001 t/m 10 000 000 m3;E Waterbedrijven en afvalbeheer;2020;20;62000.0;31000.0;;31000.0
662;Schijf 3: 1 000 001 t/m 10 000 000 m3;E Waterbedrijven en afvalbeheer;2022;15;;;;
663;Schijf 3: 1 000 001 t/m 10 000 000 m3;F Bouwnijverheid;2019;10;7600.0;;;7600.0
664;Schijf 3: 1 000 001 t/m 10 000 000 m3;F Bouwnijverheid;2020;10;8900.0;;;8900.0
665;Schijf 3: 1 000 001 t/m 10 000 000 m3;F Bouwnijverheid;2022;5;1900.0;;;1900.0
666;Schijf 3: 1 000 001 t/m 10 000 000 m3;G Handel;2019;15;21800.0;0.0;;21800.0
667;Schijf 3: 1 000 001 t/m 10 000 000 m3;G Handel;2020;10;;0.0;;
668;Schijf 3: 1 000 001 t/m 10 000 000 m3;G Handel;2022;15;;;;
669;Schijf 3: 1 000 001 t/m 10 000 000 m3;H Vervoer en opslag;2019;30;78700.0;0.0;;78700.0
670;Schijf 3: 1 000 001 t/m 10 000 000 m3;H Vervoer en opslag;2020;30;73300.0;0.0;;73300.0
671;Schijf 3: 1 000 001 t/m 10 000 000 m3;H Vervoer en opslag;2022;20;;;;
672;Schijf 3: 1 000 001 t/m 10 000 000 m3;I Horeca;2019;20;11500.0;0.0;;11500.0
673;Schijf 3: 1 000 001 t/m 10 000 000 m3;I Horeca;2020;15;8400.0;0.0;;8400.0
674;Schijf 3: 1 000 001 t/m 10 000 000 m3;I Horeca;2022;20;10300.0;;;10300.0
675;Schijf 3: 1 000 001 t/m 10 000 000 m3;J Informatie en communicatie;2019;0;;0.0;;
676;Schijf 3: 1 000 001 t/m 10 000 000 m3;J Informatie en communicatie;2020;0;;0.0;;
677;Schijf 3: 1 000 001 t/m 10 000 000 m3;J Informatie en communicatie;2022;0;;;;
678;Schijf 3: 1 000 001 t/m 10 000 000 m3;K Financiële dienstverlening;2019;0;;0.0;;
679;Schijf 3: 1 000 001 t/m 10 000 000 m3;K Financiële dienstverlening;2020;0;;0.0;;
680;Schijf 3: 1 000 001 t/m 10 000 000 m3;K Financiële dienstverlening;2022;0;;;;
681;Schijf 3: 1 000 001 t/m 10 000 000 m3;L Verhuur en handel van onroerend goed;2019;0;0.0;0.0;;0.0
682;Schijf 3: 1 000 001 t/m 10 000 000 m3;L Verhuur en handel van onroerend goed;2020;0;0.0;0.0;;0.0
683;Schijf 3: 1 000 001 t/m 10 000 000 m3;L Verhuur en handel van onroerend goed;2022;0;0.0;;;0.0
684;Schijf 3: 1 000 001 t/m 10 000 000 m3;M Specialistische zakelijke diensten;2019;5;6200.0;0.0;;6200.0
685;Schijf 3: 1 000 001 t/m 10 000 000 m3;M Specialistische zakelijke diensten;2020;5;5400.0;0.0;;5400.0
686;Schijf 3: 1 000 001 t/m 10 000 000 m3;M Specialistische zakelijke diensten;2022;5;4900.0;;;4900.0
687;Schijf 3: 1 000 001 t/m 10 000 000 m3;N Verhuur en overige zakelijke diensten;2019;5;6200.0;0.0;;6200.0
688;Schijf 3: 1 000 001 t/m 10 000 000 m3;N Verhuur en overige zakelijke diensten;2020;5;4200.0;0.0;;4200.0
689;Schijf 3: 1 000 001 t/m 10 000 000 m3;N Verhuur en overige zakelijke diensten;2022;5;5500.0;;;5500.0
690;Schijf 3: 1 000 001 t/m 10 000 000 m3;O Openbaar bestuur en overheidsdiensten;2019;20;13800.0;0.0;;13800.0
691;Schijf 3: 1 000 001 t/m 10 000 000 m3;O Openbaar bestuur en overheidsdiensten;2020;15;13900.0;0.0;;13900.0
692;Schijf 3: 1 000 001 t/m 10 000 000 m3;O Openbaar bestuur en overheidsdiensten;2022;20;11000.0;;;11000.0
693;Schijf 3: 1 000 001 t/m 10 000 000 m3;P Onderwijs;2019;5;;0.0;;
694;Schijf 3: 1 000 001 t/m 10 000 000 m3;P Onderwijs;2020;10;;0.0;;
695;Schijf 3: 1 000 001 t/m 10 000 000 m3;P Onderwijs;2022;5;;;;
696;Schijf 3: 1 000 001 t/m 10 000 000 m3;Q Gezondheids- en welzijnszorg;2019;60;;0.0;;
697;Schijf 3: 1 000 001 t/m 10 000 000 m3;Q Gezondheids- en welzijnszorg;2020;55;99500.0;0.0;;99500.0
698;Schijf 3: 1 000 001 t/m 10 000 000 m3;Q Gezondheids- en welzijnszorg;2022;55;89600.0;;;89600.0
699;Schijf 3: 1 000 001 t/m 10 000 000 m3;R Cultuur, sport en recreatie;2019;5;1600.0;0.0;;1600.0
700;Schijf 3: 1 000 001 t/m 10 000 000 m3;R Cultuur, sport en recreatie;2020;5;1500.0;0.0;;1500.0
701;Schijf 3: 1 000 001 t/m 10 000 000 m3;R Cultuur, sport en recreatie;2022;5;1000.0;;;1000.0
702;Schijf 3: 1 000 001 t/m 10 000 000 m3;S Overige dienstverlening;2019;10;8300.0;0.0;;8300.0
703;Schijf 3: 1 000 001 t/m 10 000 000 m3;S Overige dienstverlening;2020;10;4800.0;0.0;;4800.0
704;Schijf 3: 1 000 001 t/m 10 000 000 m3;S Overige dienstverlening;2022;10;5900.0;;;5900.0
705;Schijf 3: 1 000 001 t/m 10 000 000 m3;U Extraterritoriale organisaties;2019;0;;0.0;;
706;Schijf 3: 1 000 001 t/m 10 000 000 m3;U Extraterritoriale organisaties;2020;0;;0.0;;
707;Schijf 3: 1 000 001 t/m 10 000 000 m3;U Extraterritoriale organisaties;2022;0;;;;
708;Schijf 4: 10 000 001 m3 of meer;A-U Alle economische activiteiten;2019;175;21979800.0;14461700.0;3483900.0;4034200.0
709;Schijf 4: 10 000 001 m3 of meer;A-U Alle economische activiteiten;2020;170;22004200.0;14928200.0;3282600.0;3793400.0
710;Schijf 4: 10 000 001 m3 of meer;A-U Alle economische activiteiten;2022;145;14582700.0;9947400.0;2143300.0;2492000.0
711;Schijf 4: 10 000 001 m3 of meer;A Landbouw, bosbouw en visserij;2019;25;516200.0;498100.0;;28100.0
712;Schijf 4: 10 000 001 m3 of meer;A Landbouw, bosbouw en visserij;2020;25;521600.0;509500.0;;22100.0
713;Schijf 4: 10 000 001 m3 of meer;A Landbouw, bosbouw en visserij;2022;10;248900.0;;;
714;Schijf 4: 10 000 001 m3 of meer;B Delfstoffenwinning;2019;0;0.0;;;0.0
715;Schijf 4: 10 000 001 m3 of meer;B Delfstoffenwinning;2020;0;0.0;;;0.0
716;Schijf 4: 10 000 001 m3 of meer;B Delfstoffenwinning;2022;0;0.0;;;0.0
717;Schijf 4: 10 000 001 m3 of meer;C Industrie;2019;115;9461400.0;2242600.0;3483900.0;3734900.0
718;Schijf 4: 10 000 001 m3 of meer;C Industrie;2020;115;9850300.0;3078400.0;3282600.0;3489300.0
719;Schijf 4: 10 000 001 m3 of meer;C Industrie;2022;105;6953100.0;2524700.0;2143300.0;2285100.0
720;Schijf 4: 10 000 001 m3 of meer;10-12 Voedings-, genotmiddelenindustrie;2019;35;834500.0;495200.0;;339300.0
721;Schijf 4: 10 000 001 m3 of meer;10-12 Voedings-, genotmiddelenindustrie;2020;35;820200.0;537500.0;;282700.0
722;Schijf 4: 10 000 001 m3 of meer;10-12 Voedings-, genotmiddelenindustrie;2022;35;819600.0;504700.0;;314900.0
723;Schijf 4: 10 000 001 m3 of meer;101 Slachterijen en vleeswarenindustrie;2019;0;400.0;;;400.0
724;Schijf 4: 10 000 001 m3 of meer;101 Slachterijen en vleeswarenindustrie;2020;0;300.0;;;300.0
725;Schijf 4: 10 000 001 m3 of meer;101 Slachterijen en vleeswarenindustrie;2022;0;1400.0;;;1400.0
726;Schijf 4: 10 000 001 m3 of meer;103 Groente-, fruitverwerkende industrie;2019;5;98200.0;26500.0;;71700.0
727;Schijf 4: 10 000 001 m3 of meer;103 Groente-, fruitverwerkende industrie;2020;5;85900.0;22500.0;;63400.0
728;Schijf 4: 10 000 001 m3 of meer;103 Groente-, fruitverwerkende industrie;2022;5;100400.0;25200.0;;75200.0
729;Schijf 4: 10 000 001 m3 of meer;104 Spijsoliën- en -vettenindustrie e.d.;2019;5;139500.0;112400.0;;27000.0
730;Schijf 4: 10 000 001 m3 of meer;104 Spijsoliën- en -vettenindustrie e.d.;2020;5;131200.0;127200.0;;4100.0
731;Schijf 4: 10 000 001 m3 of meer;104 Spijsoliën- en -vettenindustrie e.d.;2022;5;126400.0;117400.0;;8900.0
732;Schijf 4: 10 000 001 m3 of meer;105 Zuivelindustrie;2019;10;213100.0;28900.0;;184300.0
