ID;Sectoren;Perioden;TotaalMiddelen_1;InvoerVanGoederenEnDiensten_2;TotaalProductie_3;Marktproductie_4;OutputVoorEigenFinaalGebruik_5;OverigeNietMarktproductie_6;SaldoVanProductgebBelastEnSubs_7;VerschilToegerekendeEnAfgedragenBTW_8;TotaalBeloningVanWerknemers_9;Lonen_10;SocialePremiesTLVWerkgevers_11;TotaalBelastingenProductieEnInvoer_12;TotaalBelastProdEnInvoerProductg_13;BelastingOverToegevoegdeWaardeBTW_14;BelastingOpInvoerExclBTW_15;OverigeProductgebondenBelastingen_16;BelastOpProdEnInvoerNietProductg_17;TotaalSubsidies_18;SubsidiesProductgebonden_19;SubsidiesNietProductgebonden_20;TotaalInkomenUitVermogen_21;Rente_22;TotaalWinstuitkeringen_23;Dividenden_24;InkomenOnttrokkenAanQuasiVennootsch_25;IngehoudenWinstenOpDirBuitenlInv_26;InkUitVermToegerAanPolishouders_27;InkomenUitGrondEnMineraleReserves_28;TotaalBelastingenInkomenEnVermogen_29;BelastingenOpInkomen_30;BelastingenOpVermogen_31;TotaalSocialePremiesEnUitkeringen_32;TotaalSocialePremies_33;TotaalWerkelijkeSocialePremies_34;PremiesWettelijkeSocialeVerzekering_35;Pensioenpremies_36;OverigeParticuliereSocialePremies_37;ToegerekendeSocialePremies_38;TotaalSocialeUitkeringenInGeld_39;UitkeringenWettelSocialeVerzekering_40;TotPartUitkSocVerzFondsvorm_41;Pensioenuitkeringen_42;OverigeParticuliereSocialeUitkeringen_43;UitkeringenRechtstreeksDoorWerkgevers_44;UitkeringenSocialeVoorzieningInGeld_45;TotaalOverigeInkomensoverdrachten_46;Schadeverzekeringspremies_47;Schadeverzekeringsuitkeringen_48;InkomensoverdrachtenBinnenDeOverheid_49;InkOverdrIvmInternatSamenwerking_50;OverigeInkomensoverdrachtenNEG_51;CorrectiePensioenvoorziening_52;TotaalKapitaaloverdrachten_53;Vermogensheffingen_54;TotaalKapOverdrExclVermogensheff_55;Investeringsbijdragen_56;OverigeKapitaaloverdrachten_57;TotaalBestedingen_58;UitvoerVanGoederenEnDiensten_59;IntermediairVerbruik_60;TotaalBeloningVanWerknemers_61;Lonen_62;SocialePremiesTLVWerkgevers_63;TotaalBelastingenProductieEnInvoer_64;BelastOpProdEnInvoerProductg_65;BelastOpProdEnInvoerNietProductg_66;TotaalSubsidies_67;SubsidiesProductgebonden_68;SubsidiesNietProductgebonden_69;TotaalInkomenUitVermogen_70;Rente_71;TotaalWinstuitkeringen_72;Dividenden_73;InkomenOnttrokkenAanQuasiVennootsch_74;IngehoudenWinstenOpDirBuitenlInv_75;InkUitVermToegerAanPolishouders_76;InkomenUitGrondEnMineraleReserves_77;TotaalBelastingenInkomenEnVermogen_78;BelastingenOpInkomen_79;BelastingenOpVermogen_80;TotaalSocialePremiesEnUitkeringen_81;TotaalSocialePremies_82;TotaalWerkelijkeSocialePremies_83;PremiesWettelijkeSocialeVerzekering_84;Pensioenpremies_85;OverigeParticuliereSocialePremies_86;ToegerekendeSocialePremies_87;TotaalSocialeUitkeringenInGeld_88;UitkeringenWettelSocialeVerzekering_89;TotPartUitkSocVerzFondsvorm_90;Pensioenuitkeringen_91;OverigeParticuliereSocialeUitkeringen_92;UitkeringenRechtstreeksDoorWerkgevers_93;UitkeringenSocialeVoorziening_94;TotaalOverigeInkomensoverdrachten_95;Schadeverzekeringspremies_96;Schadeverzekeringsuitkeringen_97;InkomensoverdrachtenBinnenDeOverheid_98;InkOverdrIvmInternatSamenwerking_99;OverigeInkomensoverdrachtenNEG_100;TotaalConsumptieveBestedingen_101;CollectieveConsumptie_102;TotaalIndividueleConsumptie_103;TotaalSocialeOverdrachtenInNatura_104;TotaalSocialeUitkeringenInNatura_105;UitkeringenSocVoorzieningInNatura_106;WettUitkSocVerzekeringInNatura_107;SocOverdrIndividueleNietMarktprod_108;OverigeIndividueleConsumptieHuish_109;TotaalKapitaaloverdrachten_110;Vermogensheffingen_111;TotaalKapOverdrExclVermogensheff_112;Investeringsbijdragen_113;OverigeKapitaaloverdrachten_114;TotaalInvesteringen_115;TotaalInvesteringenVasteActivaBruto_116;Afschrijvingen_117;InvesteringenInVasteActivaNetto_118;TotVerandInVoorradenInclKostb_119;VeranderingenInVoorraden_120;SaldoAanEnVerkopenKostbaarheden_121;SaldoAVNietGeprodNietFinActiva_122
24;Totale economie NL;2005;2016078.0;0.0;962007.0;849350.0;28055.0;84602.0;57225.0;0.0;253431.0;198121.0;55310.0;63875.0;58276.0;36216.0;5095.0;16965.0;5599.0;-6200.0;-3135.0;-3065.0;265310.0;114854.0;112065.0;110743.0;1322.0;4621.0;28868.0;4902.0;58457.0;52640.0;5817.0;216191.0;128764.0;118058.0;66477.0;50110.0;1471.0;10706.0;87427.0;38780.0;26760.0;25289.0;1471.0;10706.0;11181.0;129220.0;17434.0;19281.0;76792.0;224.0;15489.0;398.0;16164.0;1710.0;14454.0;6806.0;7648.0;1979407.0;0.0;505825.0;254563.0;199011.0;55552.0;66292.0;60693.0;5599.0;-7491.0;-4106.0;-3385.0;260574.0;120171.0;115399.0;113487.0;1912.0;-9030.0;29132.0;4902.0;57037.0;51220.0;5817.0;217530.0;128017.0;117311.0;66171.0;49669.0;1471.0;10706.0;89513.0;40027.0;27599.0;26128.0;1471.0;10706.0;11181.0;137520.0;19281.0;17434.0;76792.0;3153.0;20860.0;372028.0;53018.0;319010.0;73014.0;41430.0;5025.0;36405.0;31584.0;245996.0;17915.0;1710.0;16205.0;6830.0;9375.0;97614.0;97016.0;75709.0;21307.0;598.0;509.0;89.0;0.0
25;Totale economie NL;2006 1e kwartaal;515708.0;0.0;252049.0;224664.0;7187.0;20198.0;15587.0;0.0;60449.0;47192.0;13257.0;16516.0;15075.0;8583.0;1623.0;4869.0;1441.0;-1404.0;-724.0;-680.0;71383.0;34511.0;23979.0;23675.0;304.0;6225.0;5744.0;924.0;13377.0;11999.0;1378.0;54866.0;33572.0;31185.0;19969.0;11199.0;17.0;2387.0;21294.0;9387.0;6150.0;6133.0;17.0;2387.0;3370.0;28985.0;3241.0;3704.0;18280.0;56.0;3704.0;103.0;3797.0;360.0;3437.0;1403.0;2034.0;502368.0;0.0;135148.0;60772.0;47442.0;13330.0;17081.0;15640.0;1441.0;-1885.0;-1025.0;-860.0;67530.0;35735.0;9516.0;9071.0;445.0;15556.0;5799.0;924.0;13249.0;11871.0;1378.0;55188.0;33379.0;30992.0;19887.0;11088.0;17.0;2387.0;21809.0;9688.0;6364.0;6347.0;17.0;2387.0;3370.0;30954.0;3704.0;3241.0;18280.0;815.0;4914.0;94550.0;12715.0;81835.0;20201.0;12718.0;1448.0;11270.0;7483.0;61634.0;4233.0;360.0;3873.0;1412.0;2461.0;25548.0;24766.0;19307.0;5459.0;782.0;779.0;3.0;0.0
26;Totale economie NL;2006 2e kwartaal;572145.0;0.0;257155.0;226246.0;7172.0;23737.0;15517.0;0.0;76036.0;59626.0;16410.0;18190.0;16800.0;10998.0;1465.0;4337.0;1390.0;-1503.0;-810.0;-693.0;92724.0;36361.0;48080.0;47776.0;304.0;-3211.0;9293.0;2201.0;15125.0;14007.0;1118.0;59296.0;35048.0;32393.0;18346.0;14035.0;12.0;2655.0;24248.0;11404.0;6467.0;6455.0;12.0;2655.0;3722.0;35759.0;3275.0;3739.0;24467.0;63.0;4215.0;106.0;3740.0;426.0;3314.0;1672.0;1642.0;555007.0;0.0;135981.0;76387.0;59898.0;16489.0;18821.0;17431.0;1390.0;-1864.0;-1032.0;-832.0;83616.0;39906.0;29539.0;29094.0;445.0;2623.0;9347.0;2201.0;14642.0;13524.0;1118.0;59612.0;34851.0;32196.0;18261.0;13923.0;12.0;2655.0;24761.0;11699.0;6685.0;6673.0;12.0;2655.0;3722.0;37440.0;3739.0;3275.0;24467.0;696.0;5263.0;99726.0;14813.0;84913.0;21973.0;13049.0;1438.0;11611.0;8924.0;62940.0;4252.0;426.0;3826.0;1693.0;2133.0;26394.0;27354.0;19531.0;7823.0;-960.0;-1008.0;48.0;0.0
27;Totale economie NL;2006 3e kwartaal;518375.0;0.0;246071.0;218349.0;7312.0;20410.0;14501.0;0.0;60044.0;47292.0;12752.0;15364.0;13960.0;8473.0;1375.0;4112.0;1404.0;-1526.0;-828.0;-698.0;83485.0;38461.0;26658.0;26358.0;300.0;8933.0;7646.0;1787.0;13899.0;12628.0;1271.0;54403.0;33237.0;31157.0;18531.0;12618.0;8.0;2080.0;21166.0;8995.0;6719.0;6711.0;8.0;2080.0;3372.0;28815.0;3317.0;3782.0;17798.0;56.0;3862.0;110.0;3209.0;318.0;2891.0;1357.0;1534.0;509713.0;0.0;130590.0;60348.0;47532.0;12816.0;16047.0;14643.0;1404.0;-1983.0;-1094.0;-889.0;80691.0;41209.0;21558.0;21123.0;435.0;8435.0;7702.0;1787.0;13255.0;11984.0;1271.0;54686.0;33041.0;30961.0;18445.0;12508.0;8.0;2080.0;21645.0;9254.0;6939.0;6931.0;8.0;2080.0;3372.0;30934.0;3782.0;3317.0;17798.0;821.0;5216.0;96403.0;12713.0;83690.0;20555.0;12858.0;1415.0;11443.0;7697.0;63135.0;3648.0;318.0;3330.0;1368.0;1962.0;25094.0;24927.0;19760.0;5167.0;167.0;210.0;-43.0;0.0
28;Totale economie NL;2006 4e kwartaal;554387.0;0.0;266508.0;234905.0;7646.0;23957.0;15599.0;0.0;67123.0;52438.0;14685.0;18081.0;16674.0;10911.0;1356.0;4407.0;1407.0;-1716.0;-888.0;-828.0;77202.0;39316.0;33144.0;32835.0;309.0;-3117.0;6221.0;1638.0;19969.0;18755.0;1214.0;55883.0;32882.0;30447.0;18764.0;11678.0;5.0;2435.0;23001.0;8968.0;8112.0;8107.0;5.0;2435.0;3486.0;30070.0;3342.0;3807.0;18590.0;50.0;4281.0;114.0;5554.0;707.0;4847.0;2701.0;2146.0;546671.0;0.0;141052.0;67418.0;52673.0;14745.0;18910.0;17503.0;1407.0;-1939.0;-1018.0;-921.0;75973.0;43488.0;22712.0;22273.0;439.0;1856.0;6279.0;1638.0;19597.0;18383.0;1214.0;56190.0;32683.0;30248.0;18673.0;11570.0;5.0;2435.0;23507.0;9252.0;8334.0;8329.0;5.0;2435.0;3486.0;32720.0;3807.0;3342.0;18590.0;1229.0;5752.0;99638.0;15359.0;84279.0;21719.0;13121.0;1327.0;11794.0;8598.0;62560.0;6055.0;707.0;5348.0;2707.0;2641.0;31057.0;29326.0;19996.0;9330.0;1731.0;1616.0;115.0;0.0
29;Totale economie NL;2006;2160615.0;0.0;1021783.0;904164.0;29317.0;88302.0;61204.0;0.0;263652.0;206548.0;57104.0;68151.0;62509.0;38965.0;5819.0;17725.0;5642.0;-6149.0;-3250.0;-2899.0;324794.0;148649.0;131861.0;130644.0;1217.0;8830.0;28904.0;6550.0;62370.0;57389.0;4981.0;224448.0;134739.0;125182.0;75610.0;49530.0;42.0;9557.0;89709.0;38754.0;27448.0;27406.0;42.0;9557.0;13950.0;123629.0;13175.0;15032.0;79135.0;225.0;16062.0;433.0;16300.0;1811.0;14489.0;7133.0;7356.0;2113759.0;0.0;542771.0;264925.0;207545.0;57380.0;70859.0;65217.0;5642.0;-7671.0;-4169.0;-3502.0;307810.0;160338.0;83325.0;81561.0;1764.0;28470.0;29127.0;6550.0;60743.0;55762.0;4981.0;225676.0;133954.0;124397.0;75266.0;49089.0;42.0;9557.0;91722.0;39893.0;28322.0;28280.0;42.0;9557.0;13950.0;132048.0;15032.0;13175.0;79135.0;3561.0;21145.0;390317.0;55600.0;334717.0;84448.0;51746.0;5628.0;46118.0;32702.0;250269.0;18188.0;1811.0;16377.0;7180.0;9197.0;108093.0;106373.0;78594.0;27779.0;1720.0;1597.0;123.0;0.0
30;Totale economie NL;2007 1e kwartaal;551016.0;0.0;264926.0;235848.0;7814.0;21264.0;16279.0;0.0;63605.0;49732.0;13873.0;17342.0;15918.0;9651.0;1542.0;4725.0;1424.0;-1450.0;-747.0;-703.0;82148.0;43022.0;22760.0;22433.0;327.0;7232.0;6827.0;2307.0;14076.0;12812.0;1264.0;57783.0;36252.0;33858.0;20920.0;12932.0;6.0;2394.0;21531.0;9131.0;6506.0;6500.0;6.0;2394.0;3500.0;31792.0;3261.0;3724.0;20644.0;33.0;4130.0;73.0;4442.0;374.0;4068.0;1763.0;2305.0;539637.0;0.0;141515.0;64341.0;50376.0;13965.0;18144.0;16696.0;1448.0;-1698.0;-834.0;-864.0;79461.0;45331.0;19315.0;18922.0;393.0;5619.0;6889.0;2307.0;13984.0;12720.0;1264.0;58050.0;36022.0;33628.0;20827.0;12795.0;6.0;2394.0;22028.0;9418.0;6716.0;6710.0;6.0;2394.0;3500.0;34009.0;3724.0;3261.0;20644.0;594.0;5786.0;98601.0;13425.0;85176.0;21567.0;13728.0;1987.0;11741.0;7839.0;63609.0;5110.0;374.0;4736.0;1781.0;2955.0;28120.0;27883.0;20162.0;7721.0;237.0;247.0;-10.0;0.0
31;Totale economie NL;2007 2e kwartaal;616209.0;0.0;269955.0;237493.0;7579.0;24883.0;16152.0;0.0;79077.0;62083.0;16994.0;17181.0;15726.0;9958.0;1383.0;4385.0;1455.0;-1739.0;-832.0;-907.0;118807.0;45252.0;62496.0;62134.0;362.0;382.0;9796.0;881.0;17808.0;16448.0;1360.0;60410.0;35438.0;32773.0;18198.0;14570.0;5.0;2665.0;24972.0;11473.0;6967.0;6962.0;5.0;2665.0;3867.0;34072.0;3249.0;3715.0;22917.0;41.0;4150.0;76.0;4410.0;459.0;3951.0;2199.0;1752.0;601645.0;0.0;142255.0;80104.0;62970.0;17134.0;17848.0;16370.0;1478.0;-1993.0;-915.0;-1078.0;112429.0;48413.0;40335.0;39891.0;444.0;12931.0;9869.0;881.0;17174.0;15814.0;1360.0;60687.0;35235.0;32570.0;18113.0;14452.0;5.0;2665.0;25452.0;11759.0;7161.0;7156.0;5.0;2665.0;3867.0;35993.0;3715.0;3249.0;22917.0;948.0;5164.0;103508.0;15549.0;87959.0;23346.0;14012.0;2045.0;11967.0;9334.0;64613.0;4787.0;459.0;4328.0;2215.0;2113.0;28853.0;29339.0;20395.0;8944.0;-486.0;-424.0;-62.0;0.0
32;Totale economie NL;2007 3e kwartaal;557013.0;0.0;262732.0;233254.0;7616.0;21862.0;15120.0;0.0;62732.0;49461.0;13271.0;16275.0;14857.0;9429.0;1278.0;4150.0;1418.0;-1810.0;-880.0;-930.0;95853.0;47411.0;36815.0;36446.0;369.0;3767.0;7094.0;766.0;14693.0;13267.0;1426.0;55309.0;33012.0;30886.0;18683.0;12198.0;5.0;2126.0;22297.0;9297.0;7399.0;7394.0;5.0;2126.0;3475.0;32003.0;3253.0;3720.0;20937.0;45.0;4048.0;81.0;4025.0;386.0;3639.0;1698.0;1941.0;547071.0;0.0;139761.0;63723.0;50304.0;13419.0;17012.0;15551.0;1461.0;-2020.0;-955.0;-1065.0;91677.0;50607.0;28490.0;28032.0;458.0;4644.0;7170.0;766.0;14321.0;12895.0;1426.0;55586.0;32808.0;30682.0;18596.0;12081.0;5.0;2126.0;22778.0;9580.0;7597.0;7592.0;5.0;2126.0;3475.0;34206.0;3720.0;3253.0;20937.0;886.0;5410.0;100817.0;13840.0;86977.0;21802.0;13780.0;1934.0;11846.0;8022.0;65175.0;4063.0;386.0;3677.0;1705.0;1972.0;27925.0;26634.0;20634.0;6000.0;1291.0;1169.0;122.0;0.0
33;Totale economie NL;2007 4e kwartaal;615205.0;0.0;287909.0;255267.0;7802.0;24840.0;16572.0;0.0;71039.0;55566.0;15473.0;20416.0;18885.0;12860.0;1404.0;4621.0;1531.0;-2128.0;-937.0;-1191.0;105405.0;50957.0;42822.0;42464.0;358.0;2286.0;7235.0;2105.0;21367.0;19936.0;1431.0;57545.0;34354.0;31781.0;19262.0;12515.0;4.0;2573.0;23191.0;9166.0;7977.0;7973.0;4.0;2573.0;3475.0;31909.0;3244.0;3709.0;20634.0;73.0;4249.0;117.0;5054.0;663.0;4391.0;1763.0;2628.0;604189.0;0.0;154341.0;72141.0;56509.0;15632.0;21329.0;19768.0;1561.0;-2444.0;-963.0;-1481.0;103197.0;53221.0;31375.0;30910.0;465.0;9197.0;7299.0;2105.0;21239.0;19808.0;1431.0;57879.0;34152.0;31579.0;19174.0;12401.0;4.0;2573.0;23727.0;9471.0;8208.0;8204.0;4.0;2573.0;3475.0;34396.0;3709.0;3244.0;20634.0;1252.0;5557.0;105045.0;15522.0;89523.0;23685.0;14367.0;2029.0;12338.0;9318.0;65838.0;5157.0;663.0;4494.0;1814.0;2680.0;31909.0;30484.0;20881.0;9603.0;1425.0;1464.0;-39.0;0.0
34;Totale economie NL;2007;2339443.0;0.0;1085522.0;961862.0;30811.0;92849.0;64123.0;0.0;276453.0;216842.0;59611.0;71214.0;65386.0;41898.0;5607.0;17881.0;5828.0;-7127.0;-3396.0;-3731.0;402213.0;186642.0;164893.0;163477.0;1416.0;13667.0;30952.0;6059.0;67944.0;62463.0;5481.0;231047.0;139056.0;129298.0;77063.0;52215.0;20.0;9758.0;91991.0;39067.0;28849.0;28829.0;20.0;9758.0;14317.0;129776.0;13007.0;14868.0;85132.0;192.0;16577.0;347.0;17931.0;1882.0;16049.0;7423.0;8626.0;2292542.0;0.0;577872.0;280309.0;220159.0;60150.0;74333.0;68385.0;5948.0;-8155.0;-3667.0;-4488.0;386764.0;197572.0;119515.0;117755.0;1760.0;32391.0;31227.0;6059.0;66718.0;61237.0;5481.0;232202.0;138217.0;128459.0;76710.0;51729.0;20.0;9758.0;93985.0;40228.0;29682.0;29662.0;20.0;9758.0;14317.0;138604.0;14868.0;13007.0;85132.0;3680.0;21917.0;407971.0;58336.0;349635.0;90400.0;55887.0;7995.0;47892.0;34513.0;259235.0;19117.0;1882.0;17235.0;7515.0;9720.0;116807.0;114340.0;82072.0;32268.0;2467.0;2456.0;11.0;0.0
35;Totale economie NL;2008 1e kwartaal;591619.0;0.0;285529.0;255081.0;7978.0;22470.0;16848.0;0.0;67202.0;52344.0;14858.0;16873.0;15307.0;8911.0;1583.0;4813.0;1566.0;-1549.0;-816.0;-733.0;92342.0;51170.0;21932.0;21561.0;371.0;8941.0;6515.0;3784.0;15763.0;14193.0;1570.0;61601.0;38616.0;36088.0;22462.0;13626.0;0.0;2528.0;22985.0;9459.0;7057.0;7057.0;0.0;2528.0;3941.0;32421.0;3126.0;3595.0;21779.0;36.0;3885.0;87.0;4502.0;222.0;4280.0;2025.0;2255.0;583487.0;0.0;155137.0;68384.0;53378.0;15006.0;17817.0;16225.0;1592.0;-1849.0;-865.0;-984.0;93874.0;54198.0;21726.0;21253.0;473.0;7580.0;6586.0;3784.0;15478.0;13908.0;1570.0;61873.0;38375.0;35847.0;22349.0;13498.0;0.0;2528.0;23498.0;9757.0;7272.0;7272.0;0.0;2528.0;3941.0;34846.0;3595.0;3126.0;21779.0;715.0;5631.0;102824.0;14260.0;88564.0;22821.0;14611.0;2264.0;12347.0;8210.0;65743.0;5388.0;222.0;5166.0;2035.0;3131.0;29715.0;29852.0;21022.0;8830.0;-137.0;-167.0;30.0;0.0
36;Totale economie NL;2008 2e kwartaal;646102.0;0.0;291770.0;257638.0;7899.0;26233.0;16612.0;0.0;83357.0;65210.0;18147.0;18400.0;16873.0;11018.0;1375.0;4480.0;1527.0;-1643.0;-802.0;-841.0;114284.0;52793.0;52772.0;52332.0;440.0;-2795.0;10120.0;1394.0;18042.0;16549.0;1493.0;65772.0;39777.0;37140.0;22031.0;15109.0;0.0;2637.0;25995.0;11669.0;7479.0;7479.0;0.0;2637.0;4210.0;35468.0;3498.0;3968.0;24153.0;48.0;3801.0;70.0;3970.0;481.0;3489.0;1788.0;1701.0;636713.0;0.0;158002.0;84767.0;66430.0;18337.0;19122.0;17568.0;1554.0;-1967.0;-881.0;-1086.0;112408.0;57010.0;44402.0;43862.0;540.0;-596.0;10198.0;1394.0;17450.0;15957.0;1493.0;66043.0;39533.0;36896.0;21921.0;14975.0;0.0;2637.0;26510.0;11980.0;7683.0;7683.0;0.0;2637.0;4210.0;37595.0;3968.0;3498.0;24153.0;795.0;5181.0;107861.0;16441.0;91420.0;24619.0;14827.0;2256.0;12571.0;9792.0;66801.0;4829.0;481.0;4348.0;1802.0;2546.0;30603.0;32353.0;21170.0;11183.0;-1750.0;-1708.0;-42.0;0.0
37;Totale economie NL;2008 3e kwartaal;586338.0;0.0;281228.0;250236.0;8067.0;22925.0;15997.0;0.0;65455.0;51460.0;13995.0;17454.0;15951.0;10102.0;1291.0;4558.0;1503.0;-1763.0;-855.0;-908.0;96574.0;52879.0;41247.0;40910.0;337.0;-5721.0;6965.0;1204.0;15838.0;14367.0;1471.0;57935.0;34602.0;32237.0;19329.0;12908.0;0.0;2365.0;23333.0;9580.0;7298.0;7298.0;0.0;2365.0;4090.0;33282.0;3336.0;3801.0;22026.0;52.0;4067.0;72.0;4266.0;492.0;3774.0;1996.0;1778.0;577861.0;0.0;153704.0;66714.0;52533.0;14181.0;18201.0;16661.0;1540.0;-1936.0;-880.0;-1056.0;94200.0;55163.0;21229.0;20786.0;443.0;9565.0;7039.0;1204.0;15535.0;14064.0;1471.0;58208.0;34361.0;31996.0;19222.0;12774.0;0.0;2365.0;23847.0;9888.0;7504.0;7504.0;0.0;2365.0;4090.0;35119.0;3801.0;3336.0;22026.0;715.0;5241.0;104375.0;14612.0;89763.0;22984.0;14671.0;2189.0;12482.0;8313.0;66779.0;4878.0;492.0;4386.0;2018.0;2368.0;28863.0;28634.0;21478.0;7156.0;229.0;185.0;44.0;0.0
38;Totale economie NL;2008 4e kwartaal;608665.0;0.0;290916.0;255875.0;8125.0;26916.0;16785.0;0.0;73664.0;57394.0;16270.0;19771.0;18085.0;12287.0;1310.0;4488.0;1686.0;-2236.0;-840.0;-1396.0;87037.0;52059.0;35477.0;35133.0;344.0;-10617.0;6677.0;3441.0;19638.0;18309.0;1329.0;61541.0;37941.0;35402.0;22442.0;12960.0;0.0;2539.0;23600.0;9423.0;7894.0;7894.0;0.0;2539.0;3744.0;33466.0;3478.0;3943.0;21533.0;62.0;4450.0;73.0;8010.0;601.0;7409.0;2611.0;4798.0;608684.0;0.0;154361.0;74851.0;58409.0;16442.0;20579.0;18842.0;1737.0;-2481.0;-873.0;-1608.0;95164.0;54391.0;36273.0;35873.0;400.0;-5685.0;6744.0;3441.0;19599.0;18270.0;1329.0;61819.0;37701.0;35162.0;22336.0;12826.0;0.0;2539.0;24118.0;9734.0;8101.0;8101.0;0.0;2539.0;3744.0;36190.0;3943.0;3478.0;21533.0;1610.0;5626.0;108170.0;16953.0;91217.0;25198.0;15235.0;2272.0;12963.0;9963.0;66019.0;7757.0;601.0;7156.0;2658.0;4498.0;32675.0;31010.0;21742.0;9268.0;1665.0;1554.0;111.0;0.0
39;Totale economie NL;2008;2432724.0;0.0;1149443.0;1018830.0;32069.0;98544.0;66242.0;0.0;289678.0;226408.0;63270.0;72498.0;66216.0;42318.0;5559.0;18339.0;6282.0;-7191.0;-3313.0;-3878.0;390237.0;208901.0;151428.0;149936.0;1492.0;-10192.0;30277.0;9823.0;69281.0;63418.0;5863.0;246849.0;150936.0;140867.0;86264.0;54603.0;0.0;10069.0;95913.0;40131.0;29728.0;29728.0;0.0;10069.0;15985.0;134637.0;13438.0;15307.0;89491.0;198.0;16203.0;302.0;20748.0;1796.0;18952.0;8420.0;10532.0;2406745.0;0.0;621204.0;294716.0;230750.0;63966.0;75719.0;69296.0;6423.0;-8233.0;-3499.0;-4734.0;395646.0;220762.0;123630.0;121774.0;1856.0;10864.0;30567.0;9823.0;68062.0;62199.0;5863.0;247943.0;149970.0;139901.0;85828.0;54073.0;0.0;10069.0;97973.0;41359.0;30560.0;30560.0;0.0;10069.0;15985.0;143750.0;15307.0;13438.0;89491.0;3835.0;21679.0;423230.0;62266.0;360964.0;95622.0;59344.0;8981.0;50363.0;36278.0;265342.0;22852.0;1796.0;21056.0;8513.0;12543.0;121856.0;121849.0;85412.0;36437.0;7.0;-136.0;143.0;0.0
40;Totale economie NL;2009 1e kwartaal;565169.0;0.0;275278.0;243132.0;8301.0;23845.0;16471.0;0.0;68627.0;53474.0;15153.0;16073.0;14407.0;8468.0;1182.0;4757.0;1666.0;-1874.0;-858.0;-1016.0;71509.0;39800.0;19060.0;18709.0;351.0;4358.0;5603.0;2688.0;16277.0;14721.0;1556.0;61590.0;37687.0;35135.0;21657.0;13478.0;0.0;2552.0;23903.0;9761.0;7555.0;7555.0;0.0;2552.0;4035.0;36084.0;3561.0;4035.0;23746.0;50.0;4692.0;72.0;5062.0;350.0;4712.0;1662.0;3050.0;564380.0;0.0;147997.0;69774.0;54475.0;15299.0;16946.0;15272.0;1674.0;-2152.0;-921.0;-1231.0;76200.0;41826.0;11152.0;10694.0;458.0;14858.0;5676.0;2688.0;16246.0;14690.0;1556.0;61845.0;37423.0;34871.0;21536.0;13335.0;0.0;2552.0;24422.0;10065.0;7770.0;7770.0;0.0;2552.0;4035.0;38968.0;4035.0;3561.0;23746.0;937.0;6689.0;104815.0;15146.0;89669.0;24507.0;15808.0;2459.0;13349.0;8699.0;65162.0;5573.0;350.0;5223.0;1687.0;3536.0;28168.0;28390.0;21612.0;6778.0;-222.0;-351.0;129.0;0.0
41;Totale economie NL;2009 2e kwartaal;591149.0;0.0;271991.0;235717.0;8108.0;28166.0;15560.0;0.0;85123.0;66585.0;18538.0;17153.0;15487.0;10323.0;969.0;4195.0;1666.0;-2438.0;-884.0;-1554.0;79704.0;38369.0;38663.0;38310.0;353.0;-5685.0;7363.0;994.0;18410.0;16842.0;1568.0;61494.0;34512.0;31834.0;18264.0;13570.0;0.0;2678.0;26982.0;12134.0;7616.0;7616.0;0.0;2678.0;4554.0;37321.0;2863.0;3330.0;26652.0;53.0;4423.0;61.0;6770.0;445.0;6325.0;1985.0;4340.0;581257.0;0.0;143770.0;86443.0;67725.0;18718.0;17378.0;15707.0;1671.0;-2661.0;-946.0;-1715.0;77087.0;42253.0;29488.0;29035.0;453.0;-3084.0;7436.0;994.0;18165.0;16597.0;1568.0;61738.0;34245.0;31567.0;18140.0;13427.0;0.0;2678.0;27493.0;12441.0;7820.0;7820.0;0.0;2678.0;4554.0;37302.0;3330.0;2863.0;26652.0;1027.0;3430.0;108083.0;17786.0;90297.0;26279.0;15899.0;2386.0;13513.0;10380.0;64018.0;7480.0;445.0;7035.0;1980.0;5055.0;26472.0;29197.0;21861.0;7336.0;-2725.0;-2682.0;-43.0;0.0
42;Totale economie NL;2009 3e kwartaal;536601.0;0.0;265067.0;232363.0;8254.0;24450.0;14502.0;0.0;66012.0;51825.0;14187.0;16110.0;14505.0;9657.0;924.0;3924.0;1605.0;-2072.0;-852.0;-1220.0;61214.0;31871.0;22364.0;21931.0;433.0;1116.0;5006.0;857.0;14110.0;12582.0;1528.0;58037.0;33496.0;31110.0;19365.0;11745.0;0.0;2386.0;24541.0;10154.0;7478.0;7478.0;0.0;2386.0;4523.0;35957.0;3573.0;4040.0;23699.0;50.0;4595.0;53.0;7611.0;510.0;7101.0;1995.0;5106.0;535807.0;0.0;142125.0;67111.0;52751.0;14360.0;16621.0;15009.0;1612.0;-2335.0;-925.0;-1410.0;65024.0;35458.0;19427.0;18902.0;525.0;4203.0;5079.0;857.0;14007.0;12479.0;1528.0;58273.0;33219.0;30833.0;19241.0;11592.0;0.0;2386.0;25054.0;10461.0;7684.0;7684.0;0.0;2386.0;4523.0;38133.0;4040.0;3573.0;23699.0;905.0;5916.0;104974.0;15659.0;89315.0;24825.0;16034.0;2598.0;13436.0;8791.0;64490.0;8089.0;510.0;7579.0;2015.0;5564.0;23785.0;24863.0;22118.0;2745.0;-1078.0;-1111.0;33.0;0.0
