ID;Overheidslagen;Perioden;TotaalVorderingen_1;TotaalFinancieleVasteActiva_2;Kapitaalverstrekkingen_3;LeningenAanVerbondenPartijen_4;OverigeLanglopendeLeningen_5;OverigeLanglopendeUitzettingen_6;TotaalFinancieleVlottendeActiva_7;KortlopendeVorderingenEnUitzettingen_8;LiquideMiddelenKasBankEnGiro_9;OverlopendeActiva_10;TotaalSchulden_11;TotaalVasteSchuld_12;OnderhandseLeningenVanBinFinInst_13;OverigeVasteSchuld_14;TotaalVlottendePassiva_15;KortlopendeSchuld_16;OverlopendePassiva_17
228;Gemeenschappelijke Regelingen;2015 1e kwartaal;3907;634;236;43;122;233.0;3274;2342;614;318;4781;1394;1301;93;3387;1120;2267
229;Gemeenschappelijke Regelingen;2015 2e kwartaal;4292;852;236;41;180;394.0;3441;2419;510;511;5077;1482;1313;169;3595;1296;2299
230;Gemeenschappelijke Regelingen;2015 3e kwartaal;4284;826;236;39;185;366.0;3458;2321;712;425;5201;1553;1383;170;3648;1144;2504
231;Gemeenschappelijke Regelingen;2015 4e kwartaal;3973;715;235;38;146;296.0;3258;2222;595;441;4796;1599;1441;159;3197;1298;1899
232;Gemeenschappelijke Regelingen;2016 1e kwartaal;3850;703;244;32;140;287.0;3147;2256;578;313;4899;1578;1474;104;3321;1279;2043
233;Gemeenschappelijke Regelingen;2016 2e kwartaal;3930;659;244;31;135;249.0;3271;2380;571;320;4995;1620;1510;110;3375;1283;2092
234;Gemeenschappelijke Regelingen;2016 3e kwartaal;4107;634;244;29;141;220.0;3473;2638;550;286;5106;1590;1475;115;3516;1546;1970
235;Gemeenschappelijke Regelingen;2016 4e kwartaal;3926;589;243;26;124;196.0;3337;2411;540;385;4748;1566;1444;122;3182;1284;1898
236;Gemeenschappelijke Regelingen;2017 1e kwartaal;5379;1120;243;557;131;190.0;4258;2992;607;659;6604;2486;2227;259;4117;2062;2055
237;Gemeenschappelijke Regelingen;2017 2e kwartaal;5243;1114;243;556;126;189.0;4129;2862;580;686;6376;2529;2258;271;3847;2010;1838
238;Gemeenschappelijke Regelingen;2017 3e kwartaal;4794;1101;243;555;122;181.0;3692;2452;713;527;6049;2497;2221;276;3553;1401;2151
239;Gemeenschappelijke Regelingen;2017 4e kwartaal;4871;1453;240;922;113;178.0;3418;2292;534;592;6117;2864;2586;278;3253;1576;1677
