ID;Landen;Perioden;TotaleEconomie_1;k_0000bLandbouwBosbouwVisserijAB_2;k_1000gIndustrieWinningEn_3;DIndustrie_4;FBouwnijverheid_5;Diensten_6;GerelateerdAanBbp_7;GerelateerdAanTotalePubliekeInkoop_8;VoorOndernemerschap_9;VoorHandelEnInvesteringen_10;Prijsconvergentie_11;KostenVanOntslag_12;Ontslagbescherming_13;SoortenOntslagTotaal_14;BijIndividueelOntslag_15;BijTijdelijkeContracten_16;BijCollectiefOntslag_17;Staatssteun_18
16;Australië;2006;2.04;3.63;2.05;2.55;1.81;1.72;;;;;;4.0;10.0;1.5;1.5;0.9;2.9;
17;Australië;2007;2.05;3.64;1.91;2.56;1.83;1.74;;;;;;4.0;10.0;1.4;1.4;0.9;2.9;
18;Australië;2008;2.06;3.99;1.81;2.55;1.79;1.76;;;1.2;0.5;;4.0;10.0;1.4;1.4;0.9;2.9;
19;Australië;2009;2.05;;;;;;;;;;;4.0;0.0;;;;;
20;Australië;2010;1.83;;;;;;;;;;;;;;;;;
21;Australië;2011;1.76;;;;;;;;;;;;;;;;;
22;België;1990;1.97;19.9;1.82;1.63;1.53;1.78;;;;;;;;;1.7;4.6;;
23;België;1991;1.92;18.1;1.74;1.58;1.48;1.75;;;;;;;;;1.7;4.6;;
24;België;1992;1.92;17.0;1.73;1.58;1.47;1.75;;;;;;;;;1.7;4.6;;0.96
25;België;1993;1.91;15.3;1.72;1.56;1.46;1.74;0.8;5.3;;;;;;;1.7;4.6;;0.92
26;België;1994;1.94;14.9;1.74;1.57;1.47;1.76;0.9;5.7;;;;;;;1.7;4.6;;0.64
27;België;1995;1.95;13.6;1.77;1.61;1.51;1.78;1.0;6.6;;;113.7;;;;1.7;4.6;;0.59
28;België;1996;1.96;14.0;1.77;1.6;1.5;1.77;1.1;7.3;;;110.1;;;;1.7;4.6;;0.63
29;België;1997;1.97;14.0;1.8;1.64;1.55;1.76;1.5;10.0;;;105.9;;;;1.7;2.6;;0.45
30;België;1998;1.97;13.1;1.8;1.65;1.55;1.77;1.9;13.0;2.3;0.5;107.5;;;2.5;1.7;2.6;4.1;0.48
31;België;1999;1.95;10.8;1.79;1.6;1.5;1.75;2.3;15.0;;;106.8;;;2.5;1.7;2.6;4.1;0.49
32;België;2000;1.97;12.2;1.79;1.66;1.55;1.75;2.3;15.0;;;102.0;;;2.5;1.7;2.6;4.1;0.47
33;België;2001;1.92;11.3;1.77;1.58;1.48;1.73;2.7;18.0;;;103.2;;;2.5;1.7;2.6;4.1;0.51
34;België;2002;1.91;9.73;1.76;1.59;1.5;1.72;2.3;15.0;;;101.5;;;2.5;1.7;2.6;4.1;0.42
35;België;2003;1.93;9.02;1.78;1.59;1.49;1.74;2.6;16.0;1.9;0.1;106.6;16.0;10.0;2.5;1.7;2.6;4.1;0.3
36;België;2004;1.98;9.04;1.83;1.63;1.55;1.77;2.5;16.0;;;106.8;16.0;10.0;2.5;1.7;2.6;4.1;0.31
37;België;2005;1.99;6.97;1.86;1.66;1.58;1.79;2.3;14.0;;;106.4;16.0;10.0;2.5;1.7;2.6;4.1;0.37
38;België;2006;2.0;7.68;1.93;1.67;1.57;1.79;2.4;15.0;;;107.7;16.0;10.0;2.5;1.7;2.6;4.1;0.4
39;België;2007;2.0;7.43;1.96;1.65;1.56;1.79;3.2;21.0;;;107.4;16.0;10.0;2.5;1.7;2.6;4.1;0.43
40;België;2008;1.95;5.93;1.98;1.59;1.49;1.76;3.6;22.0;1.4;0.1;110.3;16.0;10.0;2.5;1.7;2.6;4.1;0.45
41;België;2009;1.91;5.39;1.92;1.52;1.39;1.73;4.0;23.0;;;112.3;16.0;0.0;;;;;0.61
42;België;2010;1.94;6.01;1.92;1.58;1.45;1.74;3.1;18.0;;;111.4;;;;;;;0.61
43;België;2011;1.93;5.89;1.87;1.64;1.53;1.73;;;;;111.8;;;;;;;
44;Canada;1990;1.84;3.45;1.38;1.9;1.56;1.65;;;;;;;;;1.3;0.3;;
45;Canada;1991;1.81;3.23;1.36;1.8;1.49;1.64;;;;;;;;;1.3;0.3;;
46;Canada;1992;1.81;3.18;1.37;1.79;1.46;1.64;;;;;;;;;1.3;0.3;;
47;Canada;1993;1.84;3.2;1.37;1.87;1.53;1.66;;;;;;;;;1.3;0.3;;
48;Canada;1994;1.9;3.15;1.39;2.01;1.68;1.69;;;;;;;;;1.3;0.3;;
49;Canada;1995;1.94;3.09;1.35;2.1;1.79;1.71;;;;;;;;;1.3;0.3;;
50;Canada;1996;1.95;3.31;1.37;2.11;1.75;1.72;;;;;;;;;1.3;0.3;;
51;Canada;1997;1.95;2.94;1.36;2.1;1.77;1.73;;;;;;;;;1.3;0.3;;
52;Canada;1998;1.92;3.09;1.37;2.02;1.77;1.72;;;1.3;0.7;;;;1.1;1.3;0.3;2.6;
53;Canada;1999;1.95;3.01;1.37;2.18;1.89;1.71;;;;;;;;1.1;1.3;0.3;2.6;
54;Canada;2000;1.97;2.95;1.37;2.42;1.94;1.68;;;;;;;;1.1;1.3;0.3;2.6;
55;Canada;2001;1.94;2.88;1.4;2.3;1.85;1.68;;;;;;;;1.1;1.3;0.3;2.6;
56;Canada;2002;1.94;2.78;1.43;2.23;1.83;1.69;;;;;;;;1.1;1.3;0.3;2.6;
57;Canada;2003;1.95;2.77;1.46;2.3;1.76;1.7;;;1.2;0.5;;28.0;0.0;1.1;1.3;0.3;2.6;
58;Canada;2004;1.96;2.96;1.5;2.32;1.74;1.7;;;;;;28.0;0.0;1.1;1.3;0.3;2.6;
59;Canada;2005;1.98;2.62;1.5;2.42;1.69;1.7;;;;;;28.0;0.0;1.1;1.3;0.3;2.6;
60;Canada;2006;1.95;2.5;1.5;2.36;1.67;1.7;;;;;;28.0;0.0;1.1;1.3;0.3;2.6;
61;Canada;2007;1.95;2.7;1.51;2.38;1.67;1.7;;;;;;28.0;0.0;1.1;1.3;0.3;2.6;
62;Canada;2008;1.96;;;;;;;;1.1;0.4;;28.0;0.0;1.1;1.3;0.3;2.6;
63;Canada;2009;1.88;;;;;;;;;;;28.0;0.0;;;;;
64;Canada;2010;1.91;;;;;;;;;;;;;;;;;
65;Canada;2011;1.96;;;;;;;;;;;;;;;;;
66;Denemarken;1990;1.84;4.64;1.24;;1.35;1.57;;;;;;;;;1.7;3.1;;
67;Denemarken;1991;1.85;4.26;1.26;1.58;1.36;1.59;;;;;;;;;1.7;3.1;;
68;Denemarken;1992;1.87;4.04;1.29;1.62;1.4;1.6;;;;;;;;;1.7;3.1;;0.45
69;Denemarken;1993;1.86;4.18;1.2;1.6;1.39;1.62;1.9;12.0;;;;;;;1.7;3.1;;0.6
70;Denemarken;1994;1.93;4.37;1.21;1.68;1.47;1.66;2.4;16.0;;;;;;;1.7;3.1;;0.65
71;Denemarken;1995;1.92;4.84;1.21;1.67;1.45;1.64;2.6;16.0;;;138.4;;;;1.6;1.4;;0.66
72;Denemarken;1996;1.91;4.81;1.32;1.68;1.41;1.61;2.2;13.0;;;136.1;;;;1.6;1.4;;0.79
73;Denemarken;1997;1.92;4.41;1.22;1.74;1.47;1.61;2.2;13.0;;;131.6;;;;1.6;1.4;;0.79
74;Denemarken;1998;1.87;3.63;1.31;1.68;1.44;1.56;2.3;13.0;1.8;0.3;129.5;;;1.9;1.6;1.4;3.9;0.87
75;Denemarken;1999;1.86;3.49;1.37;1.72;1.44;1.54;2.5;14.0;;;131.5;;;1.9;1.6;1.4;3.9;0.85
76;Denemarken;2000;1.9;3.99;1.36;1.9;1.5;1.56;3.6;20.0;;;130.3;;;1.9;1.6;1.4;3.9;0.98
77;Denemarken;2001;1.86;4.41;1.29;1.82;1.45;1.53;2.9;15.0;;;135.3;;;1.9;1.6;1.4;3.9;1.02
78;Denemarken;2002;1.85;3.32;1.31;1.85;1.47;1.52;2.7;14.0;;;133.9;;;1.9;1.6;1.4;3.9;0.88
79;Denemarken;2003;1.84;3.02;1.36;1.81;1.43;1.52;2.4;12.0;1.4;0.6;141.2;0.0;10.0;1.9;1.6;1.4;3.9;0.75
80;Denemarken;2004;1.87;3.03;1.37;1.88;1.44;1.53;2.7;16.0;;;139.6;0.0;10.0;1.9;1.6;1.4;3.9;0.84
81;Denemarken;2005;1.88;2.24;1.32;1.96;1.43;1.52;2.2;15.0;;;140.4;0.0;10.0;1.9;1.6;1.4;3.9;0.8
82;Denemarken;2006;1.87;2.17;1.33;2.03;1.46;1.51;3.0;19.0;;;138.4;0.0;10.0;1.8;1.6;1.4;3.1;0.77
83;Denemarken;2007;1.82;1.89;1.26;1.94;1.42;1.48;3.2;21.0;;;137.3;0.0;10.0;1.8;1.6;1.4;3.1;0.8
84;Denemarken;2008;1.79;1.8;1.35;1.89;1.36;1.47;3.0;18.0;1.2;0.5;139.7;0.0;10.0;1.8;1.6;1.4;3.1;0.81
85;Denemarken;2009;1.72;1.65;1.31;1.73;1.37;1.44;4.0;22.0;;;143.8;0.0;0.0;;;;;1.02
86;Denemarken;2010;1.8;2.39;1.27;1.92;1.41;1.49;4.4;25.0;;;142.4;;;;;;;0.91
87;Denemarken;2011;1.81;2.74;1.31;1.92;1.34;1.5;;;;;142.2;;;;;;;
88;Duitsland;1990;;;;;;;;;;;;;;;2.6;3.8;;
89;Duitsland;1991;1.79;2.3;1.26;1.44;1.41;1.77;;;;;;;;;2.6;3.8;;
90;Duitsland;1992;1.77;2.55;1.33;1.39;1.36;1.75;;;;;;;;;2.6;3.8;;1.61
91;Duitsland;1993;1.78;2.5;1.3;1.36;1.33;1.77;0.5;2.9;;;;;;;2.7;3.8;;2.04
92;Duitsland;1994;1.82;2.58;1.3;1.4;1.36;1.8;0.8;4.2;;;;;;;2.7;3.5;;1.84
93;Duitsland;1995;1.82;2.7;1.28;1.4;1.36;1.81;0.9;5.0;;;118.8;;;;2.7;3.5;;1.38
94;Duitsland;1996;1.83;2.95;1.26;1.4;1.35;1.82;1.0;5.6;;;114.3;;;;2.7;3.5;;1.18
95;Duitsland;1997;1.86;3.04;1.26;1.44;1.39;1.85;1.1;6.2;;;109.6;;;;2.7;2.0;;1.0
96;Duitsland;1998;1.87;2.9;1.26;1.46;1.4;1.84;1.1;6.4;2.3;0.5;108.8;;;2.6;2.7;2.0;3.8;0.89
97;Duitsland;1999;1.86;2.84;1.27;1.44;1.38;1.82;0.9;5.1;;;107.3;;;2.6;2.7;2.0;3.8;0.84
98;Duitsland;2000;1.84;3.04;1.25;1.43;1.39;1.79;0.9;5.6;;;106.6;;;2.6;2.7;2.0;3.8;0.8
99;Duitsland;2001;1.85;3.69;1.26;1.43;1.38;1.8;0.9;5.6;;;107.0;;;2.6;2.7;2.0;3.8;0.92
100;Duitsland;2002;1.87;3.18;1.29;1.43;1.38;1.82;1.3;7.4;;;106.7;;;2.4;2.7;1.5;3.8;1.09
101;Duitsland;2003;1.88;2.98;1.29;1.46;1.4;1.82;1.8;10.0;1.8;0.6;106.2;69.0;40.0;2.4;2.7;1.5;3.8;0.78
102;Duitsland;2004;1.91;3.59;1.3;1.52;1.45;1.84;1.2;7.4;;;104.8;69.0;40.0;2.4;3.0;1.3;3.8;0.76
103;Duitsland;2005;1.95;2.87;1.34;1.57;1.5;1.87;1.6;10.0;;;103.3;69.0;40.0;2.4;3.0;1.3;3.8;0.75
104;Duitsland;2006;2.0;3.1;1.38;1.64;1.56;1.9;1.7;10.0;;;102.6;69.0;40.0;2.4;3.0;1.3;3.8;0.77
105;Duitsland;2007;2.05;3.31;1.4;1.69;1.61;1.92;1.1;6.6;;;101.7;69.0;40.0;2.4;3.0;1.3;3.8;0.6
106;Duitsland;2008;2.01;3.54;1.46;1.63;1.52;1.89;1.2;6.9;1.3;0.5;103.5;69.0;40.0;2.4;3.0;1.3;3.8;0.62
107;Duitsland;2009;1.93;2.67;1.49;1.48;1.36;1.83;1.4;7.4;;;106.1;69.0;40.0;;;;;0.67
108;Duitsland;2010;1.96;3.01;1.5;1.61;1.49;1.83;1.3;6.9;;;104.3;;;;;;;0.64
109;Duitsland;2011;1.95;3.4;1.51;1.63;1.53;1.79;;;;;103.4;;;;;;;
110;Finland;1990;1.82;5.91;1.4;1.62;1.56;1.47;;;;;;;;;2.8;1.9;;
111;Finland;1991;1.73;5.08;1.37;1.47;1.38;1.44;;;;;;;;;2.5;1.9;;
112;Finland;1992;1.78;4.72;1.26;1.62;1.53;1.48;;;;;;;;;2.5;1.9;;
113;Finland;1993;1.91;5.3;1.27;1.81;1.72;1.57;0.0;0.2;;;;;;;2.5;1.9;;
114;Finland;1994;1.98;5.89;1.47;1.86;1.76;1.61;0.9;5.5;;;;;;;2.5;1.9;;
115;Finland;1995;2.02;5.71;1.53;1.92;1.82;1.64;1.3;8.0;;;133.1;;;;2.5;1.9;;2.85
116;Finland;1996;2.0;5.65;1.56;1.84;1.74;1.65;1.5;9.3;;;128.2;;;;2.3;1.9;;1.96
117;Finland;1997;2.06;6.07;1.48;1.89;1.8;1.69;1.4;8.2;;;125.1;;;;2.3;1.9;;1.88
118;Finland;1998;2.08;5.38;1.54;1.97;1.88;1.7;1.5;9.2;2.4;0.6;123.0;;;2.2;2.3;1.9;2.6;1.7
119;Finland;1999;2.08;5.17;1.6;1.95;1.88;1.71;1.5;9.8;;;122.3;;;2.2;2.3;1.9;2.6;1.48
120;Finland;2000;2.12;5.47;1.66;2.03;1.99;1.73;2.0;13.0;;;120.9;;;2.2;2.3;1.9;2.6;1.37
121;Finland;2001;2.1;5.2;1.63;1.98;1.92;1.74;2.3;15.0;;;124.8;;;2.1;2.2;1.9;2.6;1.47
122;Finland;2002;2.1;5.17;1.55;2.01;1.92;1.74;2.2;13.0;;;124.0;;;2.1;2.2;1.9;2.6;1.2
123;Finland;2003;2.07;4.81;1.6;1.98;1.87;1.69;2.5;15.0;1.4;0.3;126.7;26.0;40.0;2.1;2.2;1.9;2.6;1.29
124;Finland;2004;2.08;4.64;1.67;1.98;1.86;1.72;2.9;17.0;;;123.9;26.0;40.0;2.1;2.2;1.9;2.6;1.29
125;Finland;2005;2.04;4.28;1.73;1.93;1.83;1.68;3.3;20.0;;;123.7;26.0;40.0;2.1;2.2;1.9;2.6;1.34
126;Finland;2006;2.06;3.76;1.73;2.01;1.89;1.68;3.1;18.0;;;122.7;26.0;40.0;2.1;2.2;1.9;2.6;1.28
127;Finland;2007;2.1;4.89;1.71;2.11;2.0;1.71;3.6;21.0;;;119.6;26.0;40.0;2.1;2.2;1.9;2.6;1.15
128;Finland;2008;2.03;4.57;1.61;1.99;1.86;1.68;3.9;22.0;1.4;0.2;120.7;26.0;40.0;2.0;2.2;1.8;2.4;1.12
129;Finland;2009;1.91;4.21;1.55;1.67;1.49;1.63;4.8;24.0;;;124.7;26.0;40.0;;;;;1.23
130;Finland;2010;1.95;4.51;1.41;1.84;1.66;1.64;4.6;23.0;;;123.5;;;;;;;1.14
131;Finland;2011;1.99;4.51;1.43;1.89;1.73;1.66;;;;;125.2;;;;;;;
132;Frankrijk;1990;1.94;6.14;1.69;1.67;1.59;1.69;;;;;;;;;2.3;3.6;;
133;Frankrijk;1991;1.92;5.21;1.68;1.67;1.56;1.7;;;;;;;;;2.3;3.6;;
134;Frankrijk;1992;1.92;5.29;1.65;1.65;1.54;1.71;;;;;;;;;2.3;3.6;;1.79
135;Frankrijk;1993;1.91;4.86;1.55;1.64;1.52;1.71;0.8;4.3;;;;;;;2.3;3.6;;0.76
136;Frankrijk;1994;1.93;5.43;1.51;1.63;1.53;1.73;0.8;4.6;;;;;;;2.3;3.6;;0.85
137;Frankrijk;1995;1.93;5.5;1.52;1.66;1.56;1.71;0.9;5.6;;;118.5;;;;2.3;3.6;;1.05
138;Frankrijk;1996;1.92;5.48;1.48;1.63;1.52;1.71;1.2;7.0;;;117.3;;;;2.3;3.6;;0.87
139;Frankrijk;1997;1.93;5.25;1.51;1.63;1.54;1.72;1.4;8.7;;;112.0;;;;2.3;3.6;;0.82
140;Frankrijk;1998;1.95;5.51;1.52;1.69;1.59;1.72;1.8;11.0;3.0;0.6;110.8;;;2.8;2.3;3.6;2.1;0.81
141;Frankrijk;1999;1.92;5.47;1.55;1.67;1.58;1.7;1.9;12.0;;;109.3;;;2.8;2.3;3.6;2.1;0.67
142;Frankrijk;2000;1.92;5.29;1.55;1.7;1.62;1.7;2.4;15.0;;;105.9;;;2.8;2.3;3.6;2.1;0.92
143;Frankrijk;2001;1.91;5.23;1.59;1.69;1.6;1.69;2.7;17.0;;;104.1;;;2.9;2.5;3.6;2.1;0.59
144;Frankrijk;2002;1.89;4.84;1.58;1.67;1.56;1.68;3.1;19.0;;;103.5;;;2.9;2.5;3.6;2.1;0.54
145;Frankrijk;2003;1.89;4.28;1.58;1.64;1.53;1.69;3.7;23.0;1.8;0.4;110.0;32.0;40.0;2.9;2.5;3.6;2.1;0.52
146;Frankrijk;2004;1.91;4.22;1.6;1.65;1.53;1.7;2.8;16.0;;;110.0;32.0;40.0;2.9;2.5;3.6;2.1;0.62
147;Frankrijk;2005;1.91;3.9;1.61;1.65;1.52;1.71;3.0;17.0;;;108.2;32.0;40.0;2.9;2.5;3.6;2.1;0.59
148;Frankrijk;2006;1.91;3.58;1.64;1.64;1.49;1.71;3.4;19.0;;;108.6;32.0;40.0;2.9;2.5;3.6;2.1;1.75
149;Frankrijk;2007;1.93;4.0;1.7;1.64;1.53;1.73;4.4;19.0;;;108.1;32.0;40.0;2.9;2.5;3.6;2.1;0.54
150;Frankrijk;2008;1.92;3.86;1.75;1.57;1.47;1.73;5.4;21.0;1.3;0.3;110.7;32.0;40.0;2.9;2.5;3.6;2.1;0.69
151;Frankrijk;2009;1.87;3.42;1.7;1.5;1.38;1.71;6.4;20.0;;;112.4;32.0;30.0;;;;;0.77
152;Frankrijk;2010;1.88;4.03;1.62;1.51;1.37;1.7;7.4;18.0;;;110.8;;;;;;;0.8
153;Frankrijk;2011;1.87;;;;;;;;;;110.7;;;;;;;
154;Hongarije;1990;;;;;;;;;;;;;;;1.9;0.6;;
155;Hongarije;1991;;;;;;;;;;;;;;;1.9;0.6;;
156;Hongarije;1992;1.86;2.05;1.76;1.6;1.97;1.6;;;;;;;;;1.9;0.6;;
157;Hongarije;1993;1.89;2.32;1.55;1.61;2.02;1.62;;;;;;;;;1.9;0.6;;
158;Hongarije;1994;2.0;2.8;1.67;1.72;2.24;1.71;;;;;;;;;1.9;0.6;;
159;Hongarije;1995;2.17;3.55;1.83;1.65;2.14;1.79;;;;;43.9;;;;1.9;0.6;;
160;Hongarije;1996;2.21;3.86;1.81;1.7;2.16;1.84;;;;;44.4;;;;1.9;0.6;;
161;Hongarije;1997;2.24;3.43;2.11;1.87;2.3;1.84;;;;;46.4;;;;1.9;0.6;;
162;Hongarije;1998;2.25;3.56;2.05;1.94;2.33;1.83;;;1.9;1.0;45.7;;;1.5;1.9;0.6;2.9;
163;Hongarije;1999;2.3;3.57;2.29;1.94;2.28;1.87;;;;;47.1;;;1.5;1.9;0.6;2.9;
164;Hongarije;2000;2.23;3.47;2.22;1.87;2.14;1.81;;;;;49.2;;;1.5;1.9;0.6;2.9;1.1
165;Hongarije;2001;2.21;3.45;2.32;1.88;2.16;1.81;;;;;53.0;;;1.5;1.9;0.6;2.9;1.0
166;Hongarije;2002;2.2;3.21;2.47;1.87;2.2;1.82;;;;;57.5;;;1.5;1.9;0.6;2.9;1.05
167;Hongarije;2003;2.16;3.35;2.24;1.95;2.31;1.73;;;1.8;0.8;58.3;35.0;10.0;1.8;1.9;1.1;2.9;1.35
168;Hongarije;2004;2.18;3.9;2.12;2.04;2.37;1.7;1.3;6.5;;;62.0;35.0;10.0;1.8;1.9;1.1;2.9;2.79
169;Hongarije;2005;2.15;3.6;2.03;2.06;2.39;1.7;6.8;36.0;;;63.4;35.0;10.0;1.8;1.9;1.1;2.9;3.2
170;Hongarije;2006;2.17;3.64;1.88;2.13;2.49;1.74;6.8;30.0;;;60.7;35.0;10.0;1.8;1.9;1.1;2.9;2.26
171;Hongarije;2007;2.14;3.56;1.84;2.05;2.29;1.7;4.5;22.0;;;66.7;35.0;10.0;1.9;1.9;1.4;2.9;1.86
172;Hongarije;2008;2.15;3.44;1.95;2.01;2.24;1.72;5.1;25.0;1.7;0.1;69.4;35.0;10.0;1.9;1.9;1.4;2.9;2.44
173;Hongarije;2009;2.15;2.92;1.92;2.01;2.22;1.72;6.3;27.0;;;63.4;35.0;0.0;;;;;1.84
174;Hongarije;2010;2.29;3.38;1.96;2.34;2.26;1.76;5.6;24.0;;;64.9;;;;;;;2.28
175;Hongarije;2011;2.27;;;;;;;;;;64.3;;;;;;;
176;Ierland;1990;2.21;9.16;1.4;2.13;2.3;1.72;;;;;;;;;1.6;0.3;;
177;Ierland;1991;2.16;8.4;1.39;2.14;2.18;1.7;;;;;;;;;1.6;0.3;;
178;Ierland;1992;2.13;8.76;1.43;2.23;2.29;1.6;;;;;;;;;1.6;0.3;;0.71
179;Ierland;1993;2.14;8.93;1.42;2.25;2.3;1.64;;11.0;;;;;;;1.6;0.3;;0.85
180;Ierland;1994;2.16;9.06;1.39;2.35;2.42;1.61;;9.7;;;;;;;1.6;0.3;;0.9
181;Ierland;1995;2.24;7.86;1.42;2.6;2.7;1.66;1.5;11.0;;;100.9;;;;1.6;0.3;;0.78
182;Ierland;1996;2.28;8.42;1.48;2.61;2.69;1.71;2.1;16.0;;;103.6;;;;1.6;0.3;;1.01
183;Ierland;1997;2.36;7.64;1.51;2.88;2.98;1.75;2.3;19.0;;;113.1;;;;1.6;0.3;;2.72
184;Ierland;1998;2.41;7.29;1.56;3.21;3.36;1.77;1.9;16.0;1.6;0.2;108.1;;;1.2;1.6;0.3;2.4;0.8
185;Ierland;1999;2.48;6.43;1.58;3.49;3.71;1.77;2.0;17.0;;;111.6;;;1.2;1.6;0.3;2.4;0.65
186;Ierland;2000;2.53;6.44;1.6;3.53;3.7;1.84;2.6;21.0;;;114.9;;;1.2;1.6;0.3;2.4;0.61
187;Ierland;2001;2.53;6.65;1.61;3.62;3.83;1.87;2.5;19.0;;;119.4;;;1.2;1.6;0.3;2.4;1.1
188;Ierland;2002;2.63;6.18;1.61;4.12;4.37;1.89;2.4;18.0;;;125.3;;;1.2;1.6;0.3;2.4;1.43
189;Ierland;2003;2.61;6.0;1.65;3.81;4.02;1.95;2.3;19.0;1.3;0.2;126.5;13.0;20.0;1.3;1.6;0.6;2.4;0.44
190;Ierland;2004;2.56;5.89;1.67;3.53;3.78;1.96;3.3;28.0;;;126.0;24.0;20.0;1.3;1.6;0.6;2.4;0.38
191;Ierland;2005;2.48;4.84;1.62;3.23;3.41;1.97;2.6;21.0;;;123.5;24.0;20.0;1.3;1.6;0.6;2.4;0.49
192;Ierland;2006;2.45;3.89;1.65;3.18;3.4;1.98;3.2;24.0;;;124.5;24.0;20.0;1.3;1.6;0.6;2.4;0.54
193;Ierland;2007;2.4;4.67;1.52;3.28;3.43;1.93;3.4;23.0;;;124.1;24.0;20.0;1.3;1.6;0.6;2.4;0.67
194;Ierland;2008;2.2;4.44;1.37;3.06;3.24;1.79;2.5;15.0;1.2;0.1;129.7;24.0;20.0;1.3;1.6;0.6;2.4;1.19
195;Ierland;2009;2.16;2.99;1.43;3.53;3.75;1.7;2.2;13.0;;;126.7;18.0;20.0;;;;;0.94
196;Ierland;2010;2.25;2.76;1.91;3.69;;1.7;2.3;14.0;;;119.1;;;;;;;1.02
197;Ierland;2011;2.32;;;;;;;;;;116.7;;;;;;;
198;Italië;1990;2.23;2.76;2.33;1.74;1.72;2.11;;;;;;;;;1.8;5.4;;
199;Italië;1991;2.22;3.02;2.33;1.69;1.66;2.09;;;;;;;;;1.8;5.4;;
200;Italië;1992;2.23;2.8;2.27;1.7;1.67;2.1;;;;;;;;;1.8;5.4;;1.67
201;Italië;1993;2.25;2.89;2.25;1.73;1.69;2.13;0.9;6.2;;;;;;;1.8;5.4;;1.49
202;Italië;1994;2.33;3.21;2.27;1.8;1.75;2.2;1.1;8.0;;;;;;;1.8;5.4;;1.18
203;Italië;1995;2.42;3.49;2.32;1.86;1.82;2.27;1.1;9.7;;;90.1;;;;1.8;5.4;;1.23
204;Italië;1996;2.41;3.83;2.4;1.85;1.8;2.26;1.2;9.8;;;99.4;;;;1.8;5.4;;1.21
205;Italië;1997;2.4;3.91;2.27;1.83;1.77;2.24;1.3;11.0;;;99.7;;;;1.8;4.8;;0.99
206;Italië;1998;2.52;4.04;2.36;1.88;1.82;2.35;1.3;10.0;2.7;0.6;98.0;;;3.1;1.8;3.6;4.9;0.84
207;Italië;1999;2.52;4.12;2.31;1.87;1.8;2.35;1.6;13.0;;;98.2;;;3.1;1.8;3.6;4.9;0.53
208;Italië;2000;2.55;4.0;2.34;1.89;1.83;2.39;2.1;17.0;;;97.5;;;2.9;1.8;3.3;4.9;0.48
209;Italië;2001;2.54;3.87;2.38;1.9;1.83;2.39;1.9;15.0;;;99.8;;;2.5;1.8;2.3;4.9;0.47
210;Italië;2002;2.52;3.87;2.36;1.88;1.8;2.37;2.2;18.0;;;102.7;;;2.5;1.8;2.3;4.9;0.49
211;Italië;2003;2.5;4.31;2.37;1.81;1.74;2.37;2.7;21.0;1.6;0.6;103.7;2.0;40.0;2.3;1.8;1.9;4.9;0.46
212;Italië;2004;2.51;4.23;2.43;1.81;1.73;2.38;2.4;15.0;;;105.0;2.0;40.0;2.3;1.8;1.9;4.9;0.45
