ID;RegioS;Perioden;JongerenMetJeugdhulpInNatura_1;JongerenMetJeugdhMetVerblInNat_2;JongerenMetJeugdbescherming_3;JeugdbeschEnJeugdhMetVerblInNat_4;JongerenMetJeugdreclassering_5
4266;Horst aan de Maas;1e halfjaar 2018;9.0;9.7;1.2;48.4;0.4
4267;Horst aan de Maas;2e halfjaar 2018;9.7;9.0;1.2;47.4;0.3
4268;Horst aan de Maas;2018;11.0;8.5;1.3;48.5;0.4
4269;Horst aan de Maas;1e halfjaar 2019;10.5;7.4;1.2;46.9;0.2
4270;Horst aan de Maas;2e halfjaar 2019;10.3;7.4;1.2;43.0;0.2
4271;Horst aan de Maas;2019;12.7;7.1;1.3;44.6;0.3
4272;Horst aan de Maas;1e halfjaar 2020;9.4;7.7;1.2;38.0;0.2
4273;Horst aan de Maas;2e halfjaar 2020;9.3;8.4;1.2;38.0;0.2
4274;Horst aan de Maas;2020;11.3;7.5;1.2;36.1;0.2
4275;Houten;1e kwartaal 2015;6.1;10.8;0.7;53.9;0.2
4276;Houten;1e halfjaar 2015;7.6;9.0;0.8;52.1;0.2
4277;Houten;2e halfjaar 2015;8.2;7.6;0.6;49.4;0.2
4278;Houten;2015;9.3;7.8;0.8;49.5;0.2
4279;Houten;1e halfjaar 2016;8.1;7.1;0.5;52.2;0.1
4280;Houten;2e halfjaar 2016;8.8;7.5;0.6;55.6;0.2
4281;Houten;2016;10.0;7.0;0.7;48.2;0.3
4282;Houten;1e halfjaar 2017;8.0;8.8;0.7;62.5;0.2
4283;Houten;2e halfjaar 2017;8.4;8.3;0.6;62.5;0.2
4284;Houten;2017;9.9;7.5;0.7;61.7;0.2
4285;Houten;1e halfjaar 2018;8.3;7.5;0.6;60.0;0.2
4286;Houten;2e halfjaar 2018;8.6;7.7;0.6;60.0;0.3
4287;Houten;2018;9.9;7.5;0.7;58.8;0.3
4288;Houten;1e halfjaar 2019;8.7;9.2;0.7;55.6;0.2
4289;Houten;2e halfjaar 2019;8.8;8.0;0.7;53.6;0.1
4290;Houten;2019;10.1;8.2;0.8;55.6;0.3
4291;Houten;1e halfjaar 2020;8.4;9.0;0.8;50.0;0.1
4292;Houten;2e halfjaar 2020;8.7;9.2;0.8;47.4;0.1
4293;Houten;2020;10.3;8.6;0.9;48.5;0.2
4294;Huizen;1e kwartaal 2015;7.3;8.3;0.5;36.4;0.3
4295;Huizen;1e halfjaar 2015;8.6;7.0;0.5;33.3;0.3
4296;Huizen;2e halfjaar 2015;9.1;6.9;0.6;44.2;0.3
4297;Huizen;2015;10.7;6.9;0.8;37.5;0.4
4298;Huizen;1e halfjaar 2016;8.4;7.9;0.7;35.1;0.2
4299;Huizen;2e halfjaar 2016;8.7;8.9;0.7;48.4;0.2
4300;Huizen;2016;10.3;8.1;0.8;44.1;0.3
4301;Huizen;1e halfjaar 2017;8.1;9.8;1.0;37.5;0.3
4302;Huizen;2e halfjaar 2017;8.5;10.7;1.1;38.9;0.3
4303;Huizen;2017;9.6;9.5;1.2;41.2;0.4
4304;Huizen;1e halfjaar 2018;8.3;9.5;1.0;28.7;0.5
4305;Huizen;2e halfjaar 2018;8.9;10.3;1.0;30.9;0.4
4306;Huizen;2018;9.9;10.5;1.2;31.3;0.5
4307;Huizen;1e halfjaar 2019;9.8;12.1;0.9;45.5;0.4
4308;Huizen;2e halfjaar 2019;10.3;10.9;0.9;42.9;0.3
4309;Huizen;2019;11.6;10.8;1.1;42.2;0.4
4310;Huizen;1e halfjaar 2020;9.2;10.3;1.0;47.9;0.3
4311;Huizen;2e halfjaar 2020;9.7;10.5;1.0;46.7;0.3
4312;Huizen;2020;11.3;10.1;1.1;44.4;0.4
4313;Hulst;1e kwartaal 2015;7.3;15.3;0.8;62.2;0.3
4314;Hulst;1e halfjaar 2015;8.3;15.1;0.8;63.4;0.3
4315;Hulst;2e halfjaar 2015;9.0;14.3;0.8;73.7;0.3
4316;Hulst;2015;10.0;13.9;0.9;65.9;0.3
4317;Hulst;1e halfjaar 2016;8.2;16.5;0.9;66.7;
4318;Hulst;2e halfjaar 2016;8.0;15.6;0.8;65.8;
4319;Hulst;2016;9.4;15.6;0.9;66.7;
4320;Hulst;1e halfjaar 2017;8.4;19.0;1.0;69.8;
4321;Hulst;2e halfjaar 2017;8.8;16.8;0.9;76.9;
4322;Hulst;2017;9.9;17.2;1.0;74.5;0.3
4323;Hulst;1e halfjaar 2018;8.8;14.9;0.9;59.5;0.3
4324;Hulst;2e halfjaar 2018;9.6;11.2;0.8;57.1;0.5
4325;Hulst;2018;10.6;11.2;1.0;58.1;0.5
4326;Hulst;1e halfjaar 2019;10.1;14.1;0.8;71.4;0.3
4327;Hulst;2e halfjaar 2019;10.4;12.6;0.9;52.6;
4328;Hulst;2019;12.4;12.4;0.9;59.5;0.3
4329;Hulst;1e halfjaar 2020;10.4;10.7;1.0;42.6;
4330;Hulst;2e halfjaar 2020;11.3;13.7;1.2;43.9;
4331;Hulst;2020;13.2;12.5;1.3;49.2;
4332;IJsselstein;1e kwartaal 2015;6.3;7.7;0.9;30.0;0.2
4333;IJsselstein;1e halfjaar 2015;7.8;6.7;0.9;32.4;0.3
4334;IJsselstein;2e halfjaar 2015;8.3;6.8;0.8;36.4;0.3
4335;IJsselstein;2015;9.9;6.0;1.1;31.4;0.4
4336;IJsselstein;1e halfjaar 2016;9.1;7.6;0.8;40.3;0.3
4337;IJsselstein;2e halfjaar 2016;10.0;6.9;0.7;44.6;0.2
4338;IJsselstein;2016;11.3;7.2;0.9;42.3;0.3
4339;IJsselstein;1e halfjaar 2017;9.2;8.3;0.7;46.3;0.2
4340;IJsselstein;2e halfjaar 2017;9.9;7.8;0.7;61.4;0.2
4341;IJsselstein;2017;11.5;7.8;0.8;54.7;0.3
4342;IJsselstein;1e halfjaar 2018;9.8;8.6;0.8;46.2;0.3
4343;IJsselstein;2e halfjaar 2018;10.0;7.7;1.0;32.9;0.2
4344;IJsselstein;2018;11.8;7.7;1.0;43.2;0.3
4345;IJsselstein;1e halfjaar 2019;9.7;6.8;0.9;38.5;0.2
4346;IJsselstein;2e halfjaar 2019;9.6;6.9;0.7;35.1;
4347;IJsselstein;2019;11.7;6.3;0.9;36.2;0.2
4348;IJsselstein;1e halfjaar 2020;10.0;6.2;0.7;39.2;
4349;IJsselstein;2e halfjaar 2020;9.6;6.4;0.8;27.3;
4350;IJsselstein;2020;12.0;5.8;0.9;37.3;
4351;Kaag en Braassem;1e kwartaal 2015;9.0;5.0;0.4;38.1;
4352;Kaag en Braassem;1e halfjaar 2015;10.9;5.1;0.5;53.6;
4353;Kaag en Braassem;2e halfjaar 2015;13.4;4.3;0.7;48.6;
4354;Kaag en Braassem;2015;14.9;4.0;0.7;47.2;
4355;Kaag en Braassem;1e halfjaar 2016;10.9;5.2;0.5;41.7;
4356;Kaag en Braassem;2e halfjaar 2016;11.7;4.8;0.5;60.0;
4357;Kaag en Braassem;2016;13.2;5.0;0.5;57.7;
4358;Kaag en Braassem;1e halfjaar 2017;11.3;5.8;0.6;53.6;
4359;Kaag en Braassem;2e halfjaar 2017;12.2;5.4;0.6;53.6;
4360;Kaag en Braassem;2017;14.0;5.4;0.6;62.5;
4361;Kaag en Braassem;1e halfjaar 2018;11.6;4.9;0.7;44.1;
4362;Kaag en Braassem;2e halfjaar 2018;13.4;5.0;0.7;45.5;
4363;Kaag en Braassem;2018;14.5;5.2;0.8;48.8;
4364;Kaag en Braassem;1e halfjaar 2019;14.2;4.1;0.9;34.1;
4365;Kaag en Braassem;2e halfjaar 2019;13.5;5.0;0.9;32.6;
4366;Kaag en Braassem;2019;16.7;4.6;1.0;39.2;0.3
4367;Kaag en Braassem;1e halfjaar 2020;12.3;3.9;0.8;25.0;
4368;Kaag en Braassem;2e halfjaar 2020;13.2;2.2;0.7;;
4369;Kaag en Braassem;2020;14.6;2.6;0.8;25.0;
4370;Kampen;1e kwartaal 2015;7.8;11.7;1.0;45.9;0.3
4371;Kampen;1e halfjaar 2015;8.7;10.8;1.0;47.2;0.4
4372;Kampen;2e halfjaar 2015;9.6;9.9;0.9;54.2;0.3
4373;Kampen;2015;10.0;10.3;1.1;49.3;0.4
4374;Kampen;1e halfjaar 2016;9.4;11.3;1.1;51.1;0.3
4375;Kampen;2e halfjaar 2016;9.7;12.6;1.1;58.8;0.1
4376;Kampen;2016;10.4;12.5;1.1;54.8;0.3
4377;Kampen;1e halfjaar 2017;9.7;12.9;1.2;52.6;0.1
4378;Kampen;2e halfjaar 2017;10.0;12.9;1.1;45.8;0.1
4379;Kampen;2017;11.1;12.7;1.2;50.0;0.2
4380;Kampen;1e halfjaar 2018;9.6;13.9;1.1;52.8;0.2
4381;Kampen;2e halfjaar 2018;10.3;13.6;1.0;50.4;0.2
4382;Kampen;2018;11.4;13.0;1.2;53.7;0.3
4383;Kampen;1e halfjaar 2019;10.4;14.2;1.2;54.1;0.3
4384;Kampen;2e halfjaar 2019;10.6;14.7;1.1;61.2;0.3
4385;Kampen;2019;12.1;13.9;1.3;55.6;0.3
4386;Kampen;1e halfjaar 2020;8.8;14.2;1.1;51.1;0.4
4387;Kampen;2e halfjaar 2020;9.3;13.1;1.1;55.1;0.3
4388;Kampen;2020;10.7;12.5;1.2;52.6;0.4
4389;Kapelle;1e kwartaal 2015;5.7;12.6;;;
4390;Kapelle;1e halfjaar 2015;6.9;10.9;;;
4391;Kapelle;2e halfjaar 2015;7.5;9.6;;;
4392;Kapelle;2015;8.2;9.2;;;
4393;Kapelle;1e halfjaar 2016;8.0;10.6;;;
4394;Kapelle;2e halfjaar 2016;8.4;12.3;0.3;111.0;
4395;Kapelle;2016;9.7;10.6;0.3;111.0;
4396;Kapelle;1e halfjaar 2017;8.3;16.7;0.5;66.7;
4397;Kapelle;2e halfjaar 2017;8.8;15.7;0.7;55.6;
4398;Kapelle;2017;10.3;13.4;0.7;52.6;
4399;Kapelle;1e halfjaar 2018;9.0;9.6;0.7;55.6;
4400;Kapelle;2e halfjaar 2018;10.1;8.6;0.9;38.5;
4401;Kapelle;2018;11.3;7.7;0.9;38.5;
4402;Kapelle;1e halfjaar 2019;10.0;12.3;0.9;62.5;
4403;Kapelle;2e halfjaar 2019;10.0;12.2;0.9;38.5;
4404;Kapelle;2019;11.4;12.3;1.0;51.7;
4405;Kapelle;1e halfjaar 2020;10.1;10.7;0.7;;
4406;Kapelle;2e halfjaar 2020;10.9;11.7;0.9;62.5;
4407;Kapelle;2020;12.5;11.6;1.1;51.7;
4408;Katwijk;1e kwartaal 2015;7.8;9.3;0.6;46.2;0.2
4409;Katwijk;1e halfjaar 2015;9.3;8.6;0.7;48.5;0.3
4410;Katwijk;2e halfjaar 2015;10.2;8.3;0.7;51.5;0.3
4411;Katwijk;2015;11.6;7.6;0.8;50.0;0.3
4412;Katwijk;1e halfjaar 2016;10.9;7.7;0.7;50.0;0.2
4413;Katwijk;2e halfjaar 2016;11.6;7.5;0.7;50.0;0.2
4414;Katwijk;2016;13.4;6.8;0.7;45.5;0.3
4415;Katwijk;1e halfjaar 2017;11.6;8.7;0.7;45.0;0.2
4416;Katwijk;2e halfjaar 2017;11.4;8.6;0.6;44.0;0.2
4417;Katwijk;2017;13.4;8.3;0.8;47.8;0.2
4418;Katwijk;1e halfjaar 2018;11.5;6.2;0.6;48.9;0.2
4419;Katwijk;2e halfjaar 2018;12.1;6.4;0.6;52.1;0.2
4420;Katwijk;2018;13.7;5.9;0.7;50.0;0.2
4421;Katwijk;1e halfjaar 2019;11.1;6.4;0.9;45.5;0.2
4422;Katwijk;2e halfjaar 2019;11.6;6.7;0.9;45.5;0.2
4423;Katwijk;2019;13.1;6.4;1.0;45.1;0.2
4424;Katwijk;1e halfjaar 2020;11.3;6.6;0.9;41.7;0.2
4425;Katwijk;2e halfjaar 2020;11.1;6.4;0.8;41.0;0.2
4426;Katwijk;2020;13.2;6.2;0.9;41.7;0.2
4427;Kerkrade;1e kwartaal 2015;9.6;19.8;2.2;48.4;0.7
4428;Kerkrade;1e halfjaar 2015;11.2;18.3;2.4;50.0;0.8
4429;Kerkrade;2e halfjaar 2015;11.7;17.7;2.4;56.8;0.7
4430;Kerkrade;2015;13.4;17.5;2.7;55.6;0.9
4431;Kerkrade;1e halfjaar 2016;11.5;16.8;2.2;51.6;0.7
4432;Kerkrade;2e halfjaar 2016;12.3;16.3;2.2;52.3;0.7
4433;Kerkrade;2016;13.7;15.6;2.4;52.9;0.8
4434;Kerkrade;1e halfjaar 2017;12.7;15.8;2.1;52.1;0.7
4435;Kerkrade;2e halfjaar 2017;13.2;16.3;2.1;43.3;0.7
4436;Kerkrade;2017;14.9;15.9;2.4;49.7;0.8
4437;Kerkrade;1e halfjaar 2018;13.9;16.7;2.1;47.9;0.8
4438;Kerkrade;2e halfjaar 2018;15.0;15.0;2.2;42.2;0.8
4439;Kerkrade;2018;16.6;15.7;2.4;44.9;1.0
4440;Kerkrade;1e halfjaar 2019;14.4;15.8;2.1;41.1;0.7
4441;Kerkrade;2e halfjaar 2019;14.8;16.8;2.1;41.7;0.7
4442;Kerkrade;2019;16.6;16.4;2.4;43.2;0.9
4443;Kerkrade;1e halfjaar 2020;14.2;14.9;1.9;41.7;0.7
4444;Kerkrade;2e halfjaar 2020;14.3;16.3;2.0;45.1;0.6
4445;Kerkrade;2020;16.6;15.8;2.1;47.6;0.7
4446;Koggenland;1e kwartaal 2015;6.4;8.8;0.7;48.5;
4447;Koggenland;1e halfjaar 2015;7.1;9.9;0.8;47.5;
4448;Koggenland;2e halfjaar 2015;8.0;8.5;0.8;44.7;
4449;Koggenland;2015;8.6;8.1;0.8;42.9;
4450;Koggenland;1e halfjaar 2016;8.7;9.3;0.7;42.9;
4451;Koggenland;2e halfjaar 2016;9.0;7.8;0.8;37.5;
4452;Koggenland;2016;10.2;8.9;0.9;33.3;
4453;Koggenland;1e halfjaar 2017;8.9;9.2;0.8;39.5;
4454;Koggenland;2e halfjaar 2017;9.4;8.7;0.6;53.6;
4455;Koggenland;2017;10.3;8.9;0.8;37.5;
4456;Koggenland;1e halfjaar 2018;8.8;10.6;0.8;50.0;
4457;Koggenland;2e halfjaar 2018;8.7;9.5;0.9;43.5;
4458;Koggenland;2018;9.8;9.6;1.0;40.8;0.3
4459;Koggenland;1e halfjaar 2019;9.1;8.1;1.1;28.8;0.3
4460;Koggenland;2e halfjaar 2019;9.7;8.7;1.2;36.4;
4461;Koggenland;2019;10.7;7.9;1.3;33.9;0.3
4462;Koggenland;1e halfjaar 2020;9.1;7.2;1.0;34.9;
4463;Koggenland;2e halfjaar 2020;9.7;8.0;0.7;31.3;
4464;Koggenland;2020;11.2;6.9;0.9;37.5;
4465;Kollumerland en Nieuwkruisland;1e kwartaal 2015;6.5;17.7;1.0;69.0;
4466;Kollumerland en Nieuwkruisland;1e halfjaar 2015;7.6;16.9;1.2;66.7;
4467;Kollumerland en Nieuwkruisland;2e halfjaar 2015;8.0;15.8;1.2;66.7;
4468;Kollumerland en Nieuwkruisland;2015;8.8;15.0;1.2;69.7;
4469;Kollumerland en Nieuwkruisland;1e halfjaar 2016;6.7;18.7;1.1;51.7;
4470;Kollumerland en Nieuwkruisland;2e halfjaar 2016;8.2;15.7;0.9;57.7;0.6
4471;Kollumerland en Nieuwkruisland;2016;8.9;14.2;1.1;50.0;0.6
4472;Kollumerland en Nieuwkruisland;1e halfjaar 2017;9.0;15.9;1.1;62.5;0.6
4473;Kollumerland en Nieuwkruisland;2e halfjaar 2017;9.3;15.4;0.9;74.1;
4474;Kollumerland en Nieuwkruisland;2017;10.4;13.7;1.1;69.0;0.6
4475;Kollumerland en Nieuwkruisland;1e halfjaar 2018;9.2;14.1;1.3;45.5;
4476;Kollumerland en Nieuwkruisland;2e halfjaar 2018;9.2;13.9;1.1;71.4;
4477;Kollumerland en Nieuwkruisland;2018;10.5;14.0;1.3;55.6;
4478;Kollumerland en Nieuwkruisland;1e halfjaar 2019;;;;;
4479;Kollumerland en Nieuwkruisland;2e halfjaar 2019;;;;;
4480;Kollumerland en Nieuwkruisland;2019;;;;;
4481;Kollumerland en Nieuwkruisland;1e halfjaar 2020;;;;;
4482;Kollumerland en Nieuwkruisland;2e halfjaar 2020;;;;;
4483;Kollumerland en Nieuwkruisland;2020;;;;;
4484;Korendijk;1e kwartaal 2015;8.2;10.4;0.9;68.2;
4485;Korendijk;1e halfjaar 2015;9.4;10.4;1.1;63.0;
4486;Korendijk;2e halfjaar 2015;10.3;11.5;1.4;63.6;
4487;Korendijk;2015;11.4;10.9;1.4;65.6;
4488;Korendijk;1e halfjaar 2016;10.5;6.1;1.1;55.6;
4489;Korendijk;2e halfjaar 2016;10.5;6.1;0.9;52.6;
4490;Korendijk;2016;12.0;7.1;1.1;55.6;
4491;Korendijk;1e halfjaar 2017;10.1;8.6;0.6;93.8;
4492;Korendijk;2e halfjaar 2017;10.1;8.5;0.6;93.8;
4493;Korendijk;2017;11.4;7.5;0.6;93.8;
4494;Korendijk;1e halfjaar 2018;9.4;9.0;0.9;83.3;
4495;Korendijk;2e halfjaar 2018;10.7;8.1;0.9;78.9;
4496;Korendijk;2018;12.2;8.8;0.9;95.2;
4497;Korendijk;1e halfjaar 2019;;;;;
4498;Korendijk;2e halfjaar 2019;;;;;
4499;Korendijk;2019;;;;;
4500;Korendijk;1e halfjaar 2020;;;;;
4501;Korendijk;2e halfjaar 2020;;;;;
4502;Korendijk;2020;;;;;
4503;Krimpen aan den IJssel;1e kwartaal 2015;8.3;14.3;1.3;63.8;0.3
4504;Krimpen aan den IJssel;1e halfjaar 2015;10.1;12.5;1.4;63.2;0.3
4505;Krimpen aan den IJssel;2e halfjaar 2015;10.4;13.0;1.4;61.2;0.2
4506;Krimpen aan den IJssel;2015;11.9;12.2;1.5;62.4;0.3
4507;Krimpen aan den IJssel;1e halfjaar 2016;9.0;14.1;1.4;59.5;0.3
4508;Krimpen aan den IJssel;2e halfjaar 2016;9.6;14.2;1.4;62.5;0.3
4509;Krimpen aan den IJssel;2016;10.8;12.6;1.6;61.2;0.3
4510;Krimpen aan den IJssel;1e halfjaar 2017;8.8;15.3;1.3;53.6;0.2
4511;Krimpen aan den IJssel;2e halfjaar 2017;9.3;15.4;1.3;61.7;
4512;Krimpen aan den IJssel;2017;10.6;14.2;1.4;60.4;0.2
4513;Krimpen aan den IJssel;1e halfjaar 2018;7.8;15.2;1.3;63.3;
4514;Krimpen aan den IJssel;2e halfjaar 2018;11.6;10.2;1.2;68.5;
4515;Krimpen aan den IJssel;2018;12.4;10.8;1.3;65.5;
4516;Krimpen aan den IJssel;1e halfjaar 2019;14.4;8.9;1.1;66.2;0.2
4517;Krimpen aan den IJssel;2e halfjaar 2019;14.9;9.1;1.1;64.3;0.2
4518;Krimpen aan den IJssel;2019;16.8;8.6;1.3;64.1;0.2
4519;Krimpen aan den IJssel;1e halfjaar 2020;14.2;9.0;1.1;65.2;0.4
4520;Krimpen aan den IJssel;2e halfjaar 2020;15.0;8.0;1.2;53.3;0.4
4521;Krimpen aan den IJssel;2020;16.6;8.1;1.3;57.0;0.4
4522;Krimpenerwaard;1e kwartaal 2015;7.1;12.7;0.8;64.4;0.1
4523;Krimpenerwaard;1e halfjaar 2015;8.2;12.4;0.8;61.2;0.2
4524;Krimpenerwaard;2e halfjaar 2015;8.8;12.7;0.9;67.0;0.1
4525;Krimpenerwaard;2015;9.8;12.0;1.0;66.1;0.2
4526;Krimpenerwaard;1e halfjaar 2016;7.9;13.7;1.0;66.4;0.2
4527;Krimpenerwaard;2e halfjaar 2016;8.2;12.6;0.9;64.8;0.2
4528;Krimpenerwaard;2016;9.4;12.3;1.0;63.0;0.2
4529;Krimpenerwaard;1e halfjaar 2017;8.3;17.6;1.1;69.2;0.1
4530;Krimpenerwaard;2e halfjaar 2017;8.7;16.8;1.1;68.7;0.1
4531;Krimpenerwaard;2017;10.1;15.3;1.2;66.9;0.1
4532;Krimpenerwaard;1e halfjaar 2018;8.4;11.3;1.1;58.6;0.1
4533;Krimpenerwaard;2e halfjaar 2018;8.8;10.3;1.1;52.0;0.1
4534;Krimpenerwaard;2018;10.1;9.4;1.1;53.8;0.1
4535;Krimpenerwaard;1e halfjaar 2019;8.7;10.9;1.1;60.6;0.1
4536;Krimpenerwaard;2e halfjaar 2019;9.1;11.3;1.3;60.0;0.1
4537;Krimpenerwaard;2019;10.4;10.4;1.3;60.9;0.1
4538;Krimpenerwaard;1e halfjaar 2020;8.9;13.2;1.5;59.2;0.1
4539;Krimpenerwaard;2e halfjaar 2020;9.2;13.6;1.5;61.4;0.1
4540;Krimpenerwaard;2020;10.7;12.5;1.6;61.8;0.2
4541;Laarbeek;1e kwartaal 2015;6.7;9.0;0.7;43.3;
4542;Laarbeek;1e halfjaar 2015;7.3;8.9;0.7;46.7;
4543;Laarbeek;2e halfjaar 2015;7.7;8.7;0.8;41.2;
4544;Laarbeek;2015;8.7;8.5;0.8;38.9;
4545;Laarbeek;1e halfjaar 2016;7.5;9.0;0.6;37.0;
4546;Laarbeek;2e halfjaar 2016;7.7;8.6;0.7;33.3;
4547;Laarbeek;2016;9.0;8.7;0.8;27.0;
4548;Laarbeek;1e halfjaar 2017;7.8;8.8;0.6;38.5;
4549;Laarbeek;2e halfjaar 2017;7.7;9.0;0.5;;
4550;Laarbeek;2017;9.2;7.5;0.6;;
4551;Laarbeek;1e halfjaar 2018;7.6;10.8;0.3;62.5;
4552;Laarbeek;2e halfjaar 2018;7.9;8.8;0.7;;
4553;Laarbeek;2018;8.9;7.8;0.7;34.5;
4554;Laarbeek;1e halfjaar 2019;6.8;12.0;0.7;33.3;
4555;Laarbeek;2e halfjaar 2019;6.5;12.6;0.8;44.1;
4556;Laarbeek;2019;7.9;11.9;0.8;41.7;
4557;Laarbeek;1e halfjaar 2020;6.1;11.5;0.9;25.6;
4558;Laarbeek;2e halfjaar 2020;6.4;14.8;0.9;25.6;
4559;Laarbeek;2020;7.4;14.3;1.1;34.1;
4560;Landerd;1e kwartaal 2015;7.8;9.5;1.0;41.2;
4561;Landerd;1e halfjaar 2015;9.6;9.6;1.3;51.2;
4562;Landerd;2e halfjaar 2015;11.3;9.8;1.4;54.5;
4563;Landerd;2015;13.5;8.7;1.4;56.5;
4564;Landerd;1e halfjaar 2016;10.8;10.1;1.1;55.6;
4565;Landerd;2e halfjaar 2016;11.9;9.2;0.9;69.0;
4566;Landerd;2016;13.6;9.2;1.1;60.6;
4567;Landerd;1e halfjaar 2017;11.0;10.1;0.8;55.6;
4568;Landerd;2e halfjaar 2017;12.6;8.9;1.0;69.0;
4569;Landerd;2017;14.1;8.0;1.0;64.5;
4570;Landerd;1e halfjaar 2018;10.2;9.5;1.0;71.4;
4571;Landerd;2e halfjaar 2018;11.7;9.7;1.3;50.0;
4572;Landerd;2018;13.3;9.8;1.3;61.0;
4573;Landerd;1e halfjaar 2019;10.7;10.8;1.0;48.4;
4574;Landerd;2e halfjaar 2019;9.7;11.9;1.0;50.0;
4575;Landerd;2019;12.3;10.7;1.0;64.5;
4576;Landerd;1e halfjaar 2020;9.0;11.1;0.8;40.0;
4577;Landerd;2e halfjaar 2020;9.0;12.9;1.0;64.5;
4578;Landerd;2020;10.7;12.5;1.2;60.6;
4579;Landgraaf;1e kwartaal 2015;8.4;14.4;1.6;42.3;0.6
4580;Landgraaf;1e halfjaar 2015;9.7;14.5;1.8;40.0;0.7
4581;Landgraaf;2e halfjaar 2015;11.3;13.7;1.8;44.0;0.7
4582;Landgraaf;2015;12.5;13.4;1.9;42.9;0.8
4583;Landgraaf;1e halfjaar 2016;11.4;15.8;1.8;50.9;0.7
4584;Landgraaf;2e halfjaar 2016;12.3;16.0;1.8;49.1;0.6
4585;Landgraaf;2016;13.7;16.2;2.0;57.4;0.7
4586;Landgraaf;1e halfjaar 2017;12.6;16.6;1.8;47.2;0.9
4587;Landgraaf;2e halfjaar 2017;13.5;15.5;1.7;45.0;0.7
4588;Landgraaf;2017;14.9;16.3;1.9;48.7;1.0
4589;Landgraaf;1e halfjaar 2018;14.4;13.3;1.7;50.0;0.4
4590;Landgraaf;2e halfjaar 2018;15.5;13.5;1.8;46.7;0.5
4591;Landgraaf;2018;16.9;13.8;1.9;51.7;0.6
4592;Landgraaf;1e halfjaar 2019;14.2;14.3;1.7;40.0;0.5
4593;Landgraaf;2e halfjaar 2019;15.4;16.4;1.7;50.5;0.6
4594;Landgraaf;2019;17.1;16.3;2.1;48.8;0.7
4595;Landgraaf;1e halfjaar 2020;13.9;14.8;1.7;44.6;0.5
4596;Landgraaf;2e halfjaar 2020;13.2;14.4;1.7;40.0;0.5
4597;Landgraaf;2020;15.8;13.6;1.9;45.9;0.6
4598;Landsmeer;1e kwartaal 2015;6.2;14.7;0.9;80.0;
4599;Landsmeer;1e halfjaar 2015;7.3;11.9;0.8;83.3;
4600;Landsmeer;2e halfjaar 2015;8.5;9.1;0.8;82.4;
4601;Landsmeer;2015;9.1;9.1;0.8;82.4;
4602;Landsmeer;1e halfjaar 2016;8.5;;;;
4603;Landsmeer;2e halfjaar 2016;9.1;4.9;;;
4604;Landsmeer;2016;10.0;4.4;0.4;;
4605;Landsmeer;1e halfjaar 2017;7.6;8.7;0.4;;
4606;Landsmeer;2e halfjaar 2017;8.0;5.3;0.4;;
4607;Landsmeer;2017;9.3;7.0;0.6;76.9;
4608;Landsmeer;1e halfjaar 2018;6.3;9.9;0.6;71.4;
4609;Landsmeer;2e halfjaar 2018;7.2;8.9;0.6;;
4610;Landsmeer;2018;8.2;7.7;0.8;52.6;
4611;Landsmeer;1e halfjaar 2019;8.0;7.9;0.4;;
4612;Landsmeer;2e halfjaar 2019;8.6;7.2;0.8;;
4613;Landsmeer;2019;9.9;6.4;0.8;;
4614;Landsmeer;1e halfjaar 2020;8.7;4.9;0.6;;
4615;Landsmeer;2e halfjaar 2020;8.2;5.2;0.8;;
4616;Landsmeer;2020;10.4;4.1;0.8;;
4617;Langedijk;1e kwartaal 2015;6.0;13.8;1.0;44.4;
4618;Langedijk;1e halfjaar 2015;6.7;13.0;1.1;45.5;
4619;Langedijk;2e halfjaar 2015;6.6;14.5;1.1;52.3;0.2
4620;Langedijk;2015;7.8;12.4;1.1;49.3;
4621;Langedijk;1e halfjaar 2016;6.9;10.8;0.9;46.3;
4622;Langedijk;2e halfjaar 2016;7.9;12.4;1.0;48.4;
4623;Langedijk;2016;8.9;11.2;1.2;42.9;
4624;Langedijk;1e halfjaar 2017;8.0;12.5;1.1;39.1;0.3
4625;Langedijk;2e halfjaar 2017;8.2;12.3;1.0;50.8;
4626;Langedijk;2017;9.6;11.3;1.2;42.9;0.3
4627;Langedijk;1e halfjaar 2018;7.8;12.9;1.2;48.6;0.3
4628;Langedijk;2e halfjaar 2018;8.7;10.7;1.1;44.8;0.3
4629;Langedijk;2018;9.4;10.7;1.3;45.5;0.3
4630;Langedijk;1e halfjaar 2019;9.1;9.4;1.3;40.5;
4631;Langedijk;2e halfjaar 2019;9.3;11.0;1.5;40.7;
4632;Langedijk;2019;10.6;10.5;1.5;38.9;
4633;Langedijk;1e halfjaar 2020;8.8;8.8;1.6;31.6;
4634;Langedijk;2e halfjaar 2020;9.5;9.1;1.7;29.4;
4635;Langedijk;2020;11.0;7.9;2.0;26.5;
4636;Lansingerland;1e kwartaal 2015;6.3;6.9;0.4;53.7;0.2
4637;Lansingerland;1e halfjaar 2015;7.4;6.4;0.5;50.0;0.2
4638;Lansingerland;2e halfjaar 2015;7.5;6.1;0.5;51.9;0.2
4639;Lansingerland;2015;8.9;5.7;0.5;49.4;0.2
4640;Lansingerland;1e halfjaar 2016;7.2;9.0;0.5;57.0;0.2
4641;Lansingerland;2e halfjaar 2016;7.7;8.9;0.6;55.6;0.2
