ID;Dividend;Perioden;TotaalOndernemingenEnFondsen_1;TotaalOndernemingen_2;TotaalIndustrie_3;Basisgoederen_4;Consumentengoederen_5;Kapitaalgoederen_6;BouwnijverheidEnInstallatie_7;Delfstoffenwinning_8;Handel_9;TransportOpslagEnCommunicatie_10;NietFinancieleDienstverlening_11;BankenFinancieleDienstverlening_12;Verzekeraars_13;TotaalFondsen_14;Beleggingsfondsen_15;Vastgoedfondsen_16;OverigeFondsen_17
164;Dividend totaal;2010 juli;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;7.0;7.0;0.0;0.0
165;Dividend totaal;2010 augustus;801.0;718.0;85.0;67.0;18.0;0.0;0.0;0;9.0;533.0;92.0;0.0;0.0;83.0;43.0;40.0;0.0
166;Dividend totaal;2010 september;1821.0;1733.0;533.0;0.0;533.0;0.0;0.0;1126;2.0;0.0;0.0;5.0;66.0;88.0;13.0;0.0;75.0
167;Dividend totaal;2010 oktober;244.0;107.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;107.0;0.0;0.0;137.0;116.0;22.0;0.0
168;Dividend totaal;2010 november;208.0;84.0;74.0;74.0;0.0;0.0;0.0;0;10.0;0.0;0.0;0.0;0.0;124.0;39.0;85.0;0.0
169;Dividend totaal;2010 december;1603.0;1419.0;357.0;0.0;357.0;0.0;0.0;1062;0.0;0.0;0.0;0.0;0.0;184.0;184.0;0.0;0.0
170;Dividend totaal;2010;13247.0;11136.0;3633.0;806.0;1946.0;881.0;189.0;4409;394.0;1488.0;840.0;34.0;149.0;2111.0;1323.0;616.0;173.0
171;Dividend totaal;2011 januari;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;15.0;15.0;0.0;0.0
172;Dividend totaal;2011 februari;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;9.0;9.0;0.0;0.0
173;Dividend totaal;2011 maart;1621.0;1564.0;357.0;0.0;357.0;0.0;0.0;1098;0.0;109.0;0.0;0.0;0.0;57.0;54.0;3.0;0.0
174;Dividend totaal;2011 april;1169.0;1140.0;44.0;0.0;43.0;1.0;60.0;0;31.0;803.0;202.0;0.0;0.0;29.0;26.0;3.0;0.0
175;Dividend totaal;2011 mei;3667.0;2784.0;1735.0;416.0;406.0;949.0;25.0;0;377.0;185.0;442.0;20.0;0.0;884.0;314.0;426.0;144.0
176;Dividend totaal;2011 juni;2500.0;2123.0;600.0;45.0;422.0;133.0;132.0;1052;13.0;0.0;225.0;0.0;101.0;377.0;361.0;16.0;0.0
177;Dividend totaal;2011 juli;25.0;9.0;9.0;2.0;7.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;15.0;15.0;0.0;0.0
178;Dividend totaal;2011 augustus;867.0;807.0;93.0;75.0;18.0;0.0;0.0;0;9.0;519.0;174.0;13.0;0.0;60.0;34.0;26.0;0.0
179;Dividend totaal;2011 september;1964.0;1692.0;559.0;0.0;559.0;0.0;0.0;1054;3.0;0.0;0.0;5.0;71.0;272.0;174.0;11.0;86.0
180;Dividend totaal;2011 oktober;140.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;140.0;124.0;16.0;0.0
181;Dividend totaal;2011 november;155.0;76.0;76.0;76.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;79.0;2.0;77.0;0.0
182;Dividend totaal;2011 december;1734.0;1536.0;386.0;0.0;386.0;0.0;0.0;1140;10.0;0.0;0.0;0.0;0.0;198.0;180.0;18.0;0.0
183;Dividend totaal;2011;13737.0;11601.0;3723.0;615.0;2196.0;1083.0;217.0;4344;443.0;1616.0;1042.0;38.0;172.0;2136.0;1309.0;596.0;230.0
184;Dividend totaal;2012 januari;23.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;23.0;23.0;0.0;0.0
185;Dividend totaal;2012 februari;42.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;42.0;40.0;2.0;0.0
186;Dividend totaal;2012 maart;1677.0;1500.0;328.0;0.0;328.0;0.0;0.0;1172;0.0;0.0;0.0;0.0;0.0;177.0;177.0;0.0;0.0
187;Dividend totaal;2012 april;2123.0;1917.0;769.0;0.0;760.0;10.0;65.0;0;46.0;816.0;220.0;0.0;0.0;206.0;202.0;4.0;0.0
188;Dividend totaal;2012 mei;3709.0;2859.0;1642.0;270.0;403.0;970.0;50.0;0;479.0;111.0;542.0;34.0;0.0;850.0;271.0;426.0;153.0
189;Dividend totaal;2012 juni;2743.0;2509.0;658.0;213.0;417.0;28.0;128.0;1253;22.0;0.0;151.0;0.0;295.0;235.0;214.0;21.0;0.0
190;Dividend totaal;2012 juli;34.0;13.0;1.0;1.0;0.0;0.0;0.0;0;0.0;0.0;0.0;12.0;0.0;20.0;19.0;1.0;0.0
191;Dividend totaal;2012 augustus;549.0;470.0;101.0;80.0;21.0;0.0;0.0;0;9.0;172.0;116.0;0.0;73.0;78.0;78.0;0.0;0.0
192;Dividend totaal;2012 september;2408.0;2220.0;607.0;0.0;607.0;0.0;0.0;1301;3.0;110.0;0.0;5.0;194.0;188.0;76.0;16.0;95.0
193;Dividend totaal;2012 oktober;57.0;4.0;4.0;0.0;4.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;53.0;53.0;0.0;0.0
194;Dividend totaal;2012 november;145.0;97.0;79.0;79.0;0.0;0.0;0.0;0;7.0;0.0;11.0;0.0;0.0;48.0;48.0;0.0;0.0
195;Dividend totaal;2012 december;1787.0;1678.0;412.0;0.0;412.0;0.0;0.0;1266;0.0;0.0;0.0;0.0;0.0;109.0;93.0;16.0;0.0
196;Dividend totaal;2012;15295.0;13267.0;4601.0;643.0;2950.0;1008.0;244.0;4992;567.0;1209.0;1040.0;52.0;562.0;2029.0;1295.0;486.0;248.0
197;Dividend totaal;2013 januari;965.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;965.0;965.0;0.0;0.0
198;Dividend totaal;2013 februari;85.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;85.0;83.0;2.0;0.0
199;Dividend totaal;2013 maart;1793.0;1628.0;417.0;0.0;417.0;0.0;0.0;1211;0.0;0.0;0.0;0.0;0.0;165.0;165.0;0.0;0.0
200;Dividend totaal;2013 april;767.0;528.0;66.0;0.0;55.0;11.0;0.0;0;46.0;180.0;216.0;20.0;0.0;240.0;162.0;78.0;0.0
201;Dividend totaal;2013 mei;2753.0;2343.0;1170.0;444.0;403.0;323.0;29.0;0;485.0;142.0;512.0;5.0;0.0;410.0;181.0;38.0;191.0
202;Dividend totaal;2013 juni;3646.0;3173.0;1207.0;46.0;463.0;698.0;145.0;1307;0.0;0.0;189.0;0.0;325.0;473.0;204.0;269.0;0.0
203;Dividend totaal;2013 juli;131.0;85.0;52.0;2.0;50.0;0.0;0.0;0;0.0;0.0;24.0;9.0;0.0;45.0;45.0;0.0;0.0
204;Dividend totaal;2013 augustus;311.0;260.0;112.0;91.0;21.0;0.0;0.0;0;0.0;12.0;136.0;0.0;0.0;52.0;34.0;18.0;0.0
205;Dividend totaal;2013 september;2627.0;2416.0;669.0;0.0;669.0;0.0;0.0;1238;4.0;190.0;0.0;5.0;310.0;211.0;87.0;21.0;104.0
206;Dividend totaal;2013 oktober;47.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;47.0;46.0;1.0;0.0
207;Dividend totaal;2013 november;539.0;362.0;80.0;80.0;0.0;0.0;0.0;0;4.0;0.0;278.0;0.0;0.0;177.0;96.0;80.0;0.0
208;Dividend totaal;2013 december;1914.0;1755.0;461.0;0.0;461.0;0.0;0.0;1294;0.0;0.0;0.0;0.0;0.0;159.0;159.0;0.0;0.0
209;Dividend totaal;2013;15577.0;12549.0;4233.0;663.0;2538.0;1032.0;174.0;5050;540.0;524.0;1355.0;39.0;635.0;3028.0;2228.0;505.0;295.0
210;Dividend totaal;2014 januari;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;6.0;4.0;2.0;0.0
211;Dividend totaal;2014 februari;65.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;65.0;63.0;2.0;0.0
212;Dividend totaal;2014 maart;1892.0;1759.0;461.0;0.0;461.0;0.0;0.0;1298;0.0;0.0;0.0;0.0;0.0;133.0;133.0;0.0;0.0
213;Dividend totaal;2014 april;321.0;126.0;61.0;0.0;53.0;8.0;0.0;0;46.0;0.0;0.0;18.0;0.0;196.0;183.0;13.0;0.0
214;Dividend totaal;2014 mei;2590.0;2236.0;937.0;279.0;332.0;326.0;16.0;0;435.0;128.0;706.0;13.0;0.0;354.0;201.0;119.0;33.0
215;Dividend totaal;2014 juni;3958.0;3591.0;1554.0;255.0;498.0;802.0;149.0;1336;20.0;0.0;182.0;1.0;350.0;366.0;157.0;209.0;0.0
216;Dividend totaal;2014 juli;13.0;9.0;2.0;2.0;0.0;0.0;0.0;0;0.0;0.0;0.0;7.0;0.0;4.0;4.0;0.0;0.0
217;Dividend totaal;2014 augustus;391.0;284.0;122.0;101.0;21.0;0.0;0.0;0;9.0;27.0;126.0;0.0;0.0;107.0;73.0;33.0;0.0
218;Dividend totaal;2014 september;2582.0;2414.0;705.0;0.0;705.0;0.0;0.0;1387;0.0;0.0;0.0;5.0;317.0;168.0;65.0;0.0;104.0
219;Dividend totaal;2014 oktober;161.0;103.0;0.0;0.0;0.0;0.0;0.0;0;18.0;85.0;0.0;0.0;0.0;58.0;50.0;8.0;0.0
220;Dividend totaal;2014 november;165.0;87.0;81.0;81.0;0.0;0.0;0.0;0;6.0;0.0;0.0;0.0;0.0;78.0;78.0;0.0;0.0
221;Dividend totaal;2014 december;2024.0;1957.0;489.0;0.0;489.0;0.0;0.0;1469;0.0;0.0;0.0;0.0;0.0;66.0;66.0;0.0;0.0
222;Dividend totaal;2014;14167.0;12565.0;4411.0;717.0;2559.0;1136.0;166.0;5489;534.0;240.0;1014.0;44.0;667.0;1601.0;1078.0;386.0;137.0
223;Dividend totaal;2015 januari;117.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;117.0;13.0;104.0;0.0
224;Dividend totaal;2015 februari;60.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;60.0;37.0;2.0;21.0
225;Dividend totaal;2015 maart;2316.0;2093.0;489.0;0.0;489.0;0.0;0.0;1605;0.0;0.0;0.0;0.0;0.0;222.0;222.0;0.0;0.0
226;Dividend totaal;2015 april;987.0;951.0;67.0;0.0;59.0;8.0;0.0;0;432.0;214.0;232.0;5.0;0.0;37.0;36.0;0.0;0.0
227;Dividend totaal;2015 mei;3061.0;2461.0;1350.0;485.0;455.0;410.0;1.0;0;27.0;17.0;563.0;502.0;0.0;600.0;184.0;143.0;273.0
228;Dividend totaal;2015 juni;4036.0;3941.0;1451.0;50.0;581.0;820.0;196.0;1631;12.0;0.0;65.0;1.0;586.0;94.0;94.0;0.0;0.0
229;Dividend totaal;2015 juli;112.0;2.0;2.0;2.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;110.0;67.0;15.0;28.0
230;Dividend totaal;2015 augustus;1825.0;1568.0;354.0;101.0;253.0;0.0;0.0;0;10.0;145.0;120.0;939.0;0.0;258.0;90.0;20.0;148.0
231;Dividend totaal;2015 september;2938.0;2899.0;518.0;0.0;518.0;0.0;0.0;1678;36.0;128.0;0.0;28.0;511.0;39.0;22.0;14.0;3.0
232;Dividend totaal;2015 oktober;133.0;72.0;0.0;0.0;0.0;0.0;0.0;0;18.0;0.0;54.0;0.0;0.0;61.0;55.0;6.0;0.0
233;Dividend totaal;2015 november;409.0;100.0;91.0;87.0;4.0;0.0;0.0;0;9.0;0.0;1.0;0.0;0.0;309.0;135.0;156.0;18.0
234;Dividend totaal;2015 december;2461.0;2378.0;514.0;0.0;514.0;0.0;0.0;1729;1.0;0.0;133.0;0.0;0.0;83.0;83.0;0.0;0.0
235;Dividend totaal;2015;18337.0;16464.0;4835.0;724.0;2873.0;1238.0;197.0;6642;544.0;504.0;1169.0;1475.0;1097.0;1872.0;1026.0;355.0;491.0
236;Dividend totaal;2016 januari;35.0;17.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;17.0;0.0;0.0;18.0;18.0;0.0;0.0
237;Dividend totaal;2016 februari;55.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;55.0;31.0;2.0;22.0
238;Dividend totaal;2016 maart;2475.0;2330.0;518.0;0.0;518.0;0.0;0.0;1812;0.0;0.0;1.0;0.0;0.0;145.0;140.0;4.0;0.0
239;Dividend totaal;2016 april;798.0;716.0;18.0;0.0;8.0;10.0;0.0;0;35.0;341.0;316.0;5.0;0.0;82.0;20.0;62.0;0.0
240;Dividend totaal;2016 mei;5171.0;4575.0;1708.0;508.0;564.0;636.0;7.0;0;505.0;128.0;577.0;1651.0;0.0;596.0;270.0;54.0;272.0
241;Dividend totaal;2016 juni;4262.0;4201.0;1411.0;55.0;576.0;780.0;201.0;1764;15.0;0.0;77.0;114.0;618.0;61.0;58.0;4.0;0.0
242;Dividend totaal;2016 juli;137.0;3.0;2.0;2.0;0.0;0.0;0.0;0;0.0;0.0;0.0;1.0;0.0;134.0;102.0;32.0;0.0
243;Dividend totaal;2016 augustus;1928.0;1610.0;400.0;100.0;300.0;0.0;0.0;0;10.0;141.0;126.0;933.0;0.0;319.0;77.0;66.0;176.0
244;Contant dividend;1984;;1913.0;510.0;92.0;253.0;165.0;12.0;1125;37.0;22.0;25.0;105.0;78.0;;;;
245;Contant dividend;1985;;2362.0;620.0;132.0;271.0;217.0;12.0;1368;59.0;71.0;41.0;131.0;58.0;;;;
246;Contant dividend;1986;;2581.0;722.0;170.0;314.0;239.0;17.0;1557;61.0;79.0;41.0;40.0;63.0;;;;
247;Contant dividend;1987;;2658.0;768.0;186.0;344.0;239.0;19.0;1557;70.0;67.0;45.0;66.0;66.0;;;;
248;Contant dividend;1988;;3030.0;829.0;177.0;393.0;258.0;18.0;1739;84.0;84.0;59.0;125.0;93.0;;;;
249;Contant dividend;1989;;2981.0;686.0;143.0;447.0;96.0;27.0;1788;50.0;89.0;75.0;160.0;107.0;;;;
250;Contant dividend;1990;;3489.0;950.0;344.0;469.0;137.0;22.0;1885;90.0;85.0;111.0;227.0;120.0;;;;
251;Contant dividend;1991;;3530.0;929.0;387.0;510.0;32.0;21.0;1934;62.0;31.0;160.0;186.0;208.0;;;;
252;Contant dividend;1992;;3767.0;917.0;325.0;531.0;61.0;35.0;2031;78.0;69.0;201.0;176.0;260.0;;;;
253;Contant dividend;1993;;3552.0;821.0;201.0;567.0;53.0;36.0;2080;84.0;41.0;272.0;130.0;88.0;;;;
254;Contant dividend;1994;;3825.0;947.0;261.0;570.0;116.0;22.0;2116;79.0;175.0;317.0;118.0;51.0;;;;
255;Contant dividend;1995;;3990.0;1269.0;412.0;617.0;240.0;40.0;2177;69.0;26.0;345.0;51.0;13.0;;;;
256;Contant dividend;1996;;4393.0;1418.0;485.0;653.0;279.0;22.0;2408;81.0;30.0;395.0;23.0;16.0;;;;
257;Contant dividend;1997;;4783.0;1345.0;378.0;707.0;259.0;20.0;2785;60.0;28.0;493.0;32.0;20.0;;;;
258;Contant dividend;1998;;9761.0;1569.0;375.0;870.0;323.0;19.0;3075;77.0;69.0;4894.0;43.0;16.0;;;;
259;Contant dividend;1999 januari;14.0;7.0;0.0;0.0;0.0;0.0;0.0;0;7.0;0.0;0.0;0.0;0.0;7.0;7.0;0.0;0.0
260;Contant dividend;1999 februari;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0
261;Contant dividend;1999 maart;360.0;357.0;346.0;0.0;0.0;346.0;0.0;0;11.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;1.0
262;Contant dividend;1999 april;270.0;91.0;38.0;1.0;37.0;1.0;20.0;0;0.0;22.0;1.0;10.0;0.0;178.0;167.0;10.0;1.0
263;Contant dividend;1999 mei;3241.0;2927.0;772.0;205.0;566.0;0.0;11.0;1790;27.0;0.0;309.0;18.0;0.0;314.0;165.0;87.0;62.0
264;Contant dividend;1999 juni;222.0;190.0;51.0;46.0;0.0;4.0;17.0;0;22.0;0.0;87.0;14.0;0.0;32.0;9.0;0.0;23.0
265;Contant dividend;1999 juli;414.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;414.0;67.0;309.0;38.0
266;Contant dividend;1999 augustus;16.0;14.0;14.0;0.0;14.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0
267;Contant dividend;1999 september;1597.0;1480.0;56.0;0.0;56.0;0.0;0.0;1394;27.0;3.0;0.0;0.0;0.0;117.0;83.0;0.0;34.0
268;Contant dividend;1999 oktober;114.0;114.0;13.0;13.0;0.0;0.0;0.0;0;1.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0
269;Contant dividend;1999 november;180.0;91.0;86.0;86.0;0.0;0.0;0.0;0;0.0;0.0;6.0;0.0;0.0;89.0;89.0;0.0;0.0
270;Contant dividend;1999 december;306.0;230.0;228.0;0.0;228.0;0.0;0.0;0;0.0;0.0;2.0;0.0;0.0;76.0;69.0;6.0;1.0
271;Contant dividend;1999;6739.0;5501.0;1603.0;351.0;901.0;351.0;48.0;3184;94.0;26.0;504.0;42.0;0.0;1238.0;666.0;413.0;159.0
272;Contant dividend;2000 januari;31.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;31.0;0.0;0.0;31.0
273;Contant dividend;2000 februari;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0
274;Contant dividend;2000 maart;61.0;12.0;0.0;0.0;0.0;0.0;0.0;0;12.0;0.0;0.0;0.0;0.0;50.0;0.0;49.0;1.0
275;Contant dividend;2000 april;669.0;532.0;440.0;0.0;34.0;407.0;12.0;0;1.0;63.0;2.0;14.0;0.0;136.0;118.0;18.0;0.0
276;Contant dividend;2000 mei;3273.0;2841.0;797.0;205.0;591.0;1.0;37.0;1844;34.0;17.0;112.0;0.0;0.0;432.0;258.0;117.0;56.0
277;Contant dividend;2000 juni;330.0;154.0;6.0;0.0;0.0;6.0;0.0;0;2.0;0.0;138.0;8.0;0.0;176.0;83.0;0.0;93.0
278;Contant dividend;2000 juli;362.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;362.0;0.0;263.0;99.0
279;Contant dividend;2000 augustus;64.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;64.0;64.0;0.0;0.0
280;Contant dividend;2000 september;1734.0;1590.0;63.0;0.0;63.0;0.0;0.0;1437;30.0;0.0;60.0;0.0;0.0;144.0;84.0;22.0;38.0
281;Contant dividend;2000 oktober;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;14.0;0.0
282;Contant dividend;2000 november;149.0;96.0;86.0;86.0;0.0;0.0;0.0;0;0.0;0.0;10.0;0.0;0.0;54.0;54.0;0.0;0.0
283;Contant dividend;2000 december;338.0;274.0;274.0;0.0;274.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;64.0;61.0;2.0;1.0
284;Contant dividend;2000;7027.0;5499.0;1666.0;291.0;962.0;413.0;49.0;3281;78.0;80.0;322.0;23.0;0.0;1528.0;724.0;486.0;319.0
285;Contant dividend;2001 januari;103.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;103.0;28.0;74.0;0.0
286;Contant dividend;2001 februari;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;6.0;1.0;5.0;0.0
287;Contant dividend;2001 maart;78.0;76.0;64.0;0.0;0.0;64.0;0.0;0;12.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;1.0
288;Contant dividend;2001 april;2520.0;2146.0;666.0;133.0;59.0;474.0;0.0;0;0.0;0.0;1.0;70.0;1409.0;373.0;181.0;162.0;31.0
289;Contant dividend;2001 mei;4027.0;3483.0;905.0;265.0;640.0;0.0;100.0;1973;79.0;97.0;274.0;55.0;0.0;544.0;328.0;178.0;37.0
290;Contant dividend;2001 juni;708.0;516.0;5.0;1.0;0.0;4.0;0.0;0;5.0;0.0;16.0;0.0;491.0;192.0;146.0;2.0;45.0
291;Contant dividend;2001 juli;400.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;400.0;3.0;116.0;281.0
292;Contant dividend;2001 augustus;1092.0;1080.0;59.0;59.0;0.0;0.0;0.0;0;0.0;95.0;0.0;0.0;926.0;12.0;0.0;12.0;0.0
293;Contant dividend;2001 september;1866.0;1683.0;76.0;0.0;76.0;0.0;0.0;1501;33.0;0.0;66.0;7.0;0.0;183.0;92.0;47.0;44.0
294;Contant dividend;2001 oktober;131.0;23.0;13.0;0.0;0.0;13.0;0.0;0;10.0;0.0;0.0;0.0;0.0;108.0;0.0;108.0;0.0
295;Contant dividend;2001 november;231.0;96.0;86.0;86.0;0.0;0.0;0.0;0;0.0;0.0;10.0;0.0;0.0;135.0;134.0;1.0;0.0
296;Contant dividend;2001 december;1204.0;300.0;286.0;0.0;286.0;0.0;0.0;0;14.0;0.0;0.0;0.0;0.0;904.0;96.0;2.0;806.0
297;Contant dividend;2001;12365.0;9404.0;2159.0;543.0;1060.0;556.0;100.0;3474;152.0;193.0;368.0;132.0;2826.0;2961.0;1010.0;706.0;1244.0
298;Contant dividend;2002 januari;17.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;17.0;15.0;2.0;0.0
299;Contant dividend;2002 februari;5.0;2.0;0.0;0.0;0.0;0.0;0.0;0;2.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0
300;Contant dividend;2002 maart;71.0;67.0;52.0;0.0;0.0;52.0;0.0;0;14.0;0.0;0.0;0.0;0.0;4.0;4.0;0.0;0.0
301;Contant dividend;2002 april;2051.0;1656.0;636.0;119.0;44.0;474.0;0.0;0;12.0;0.0;2.0;9.0;996.0;395.0;170.0;226.0;0.0
302;Contant dividend;2002 mei;4207.0;2975.0;379.0;266.0;109.0;4.0;135.0;2042;43.0;153.0;212.0;11.0;0.0;1232.0;473.0;713.0;46.0
303;Contant dividend;2002 juni;2079.0;1790.0;611.0;0.0;606.0;5.0;16.0;0;4.0;0.0;20.0;0.0;1138.0;289.0;230.0;3.0;56.0
304;Contant dividend;2002 juli;172.0;11.0;1.0;1.0;0.0;0.0;0.0;0;0.0;9.0;0.0;1.0;0.0;161.0;0.0;110.0;51.0
305;Contant dividend;2002 augustus;1116.0;1094.0;59.0;59.0;0.0;0.0;0.0;0;7.0;72.0;0.0;0.0;956.0;22.0;5.0;17.0;0.0
306;Contant dividend;2002 september;1930.0;1718.0;74.0;0.0;74.0;0.0;0.0;1531;33.0;0.0;66.0;14.0;0.0;212.0;134.0;47.0;31.0
307;Contant dividend;2002 oktober;393.0;22.0;13.0;0.0;0.0;13.0;0.0;0;9.0;0.0;0.0;0.0;0.0;371.0;0.0;371.0;0.0
308;Contant dividend;2002 november;435.0;97.0;86.0;86.0;0.0;0.0;0.0;0;0.0;0.0;11.0;0.0;0.0;338.0;119.0;219.0;0.0
309;Contant dividend;2002 december;1204.0;314.0;314.0;0.0;314.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;889.0;114.0;776.0;0.0
310;Contant dividend;2002;13679.0;9745.0;2224.0;530.0;1146.0;548.0;151.0;3573;125.0;234.0;312.0;34.0;3091.0;3934.0;1267.0;2483.0;184.0
311;Contant dividend;2003 januari;24.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;24.0;22.0;2.0;0.0
312;Contant dividend;2003 februari;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0
313;Contant dividend;2003 maart;107.0;87.0;69.0;0.0;16.0;52.0;0.0;0;18.0;0.0;0.0;0.0;0.0;20.0;0.0;20.0;0.0
314;Contant dividend;2003 april;1365.0;803.0;638.0;120.0;45.0;474.0;0.0;0;12.0;120.0;5.0;28.0;0.0;561.0;316.0;245.0;0.0
315;Contant dividend;2003 mei;3584.0;2945.0;389.0;267.0;111.0;11.0;110.0;2099;70.0;62.0;175.0;40.0;0.0;639.0;345.0;248.0;46.0
316;Contant dividend;2003 juni;2190.0;1846.0;661.0;0.0;658.0;3.0;22.0;0;0.0;0.0;23.0;0.0;1140.0;344.0;330.0;14.0;0.0
317;Contant dividend;2003 juli;59.0;8.0;1.0;1.0;0.0;0.0;0.0;0;2.0;5.0;0.0;0.0;0.0;52.0;0.0;0.0;51.0
318;Contant dividend;2003 augustus;176.0;152.0;59.0;59.0;0.0;0.0;0.0;0;7.0;86.0;0.0;0.0;0.0;24.0;4.0;20.0;0.0
319;Contant dividend;2003 september;1918.0;1702.0;74.0;0.0;74.0;0.0;0.0;1553;9.0;0.0;59.0;7.0;0.0;215.0;111.0;73.0;31.0
320;Contant dividend;2003 oktober;115.0;15.0;13.0;0.0;0.0;13.0;0.0;0;2.0;0.0;0.0;0.0;0.0;100.0;2.0;99.0;0.0
321;Contant dividend;2003 november;199.0;86.0;86.0;86.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;113.0;113.0;0.0;0.0
322;Contant dividend;2003 december;444.0;337.0;337.0;0.0;337.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;106.0;106.0;0.0;0.0
323;Contant dividend;2003;10186.0;7981.0;2326.0;532.0;1241.0;553.0;132.0;3653;120.0;273.0;262.0;75.0;1140.0;2205.0;1354.0;722.0;129.0
324;Contant dividend;2004 januari;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;15.0;12.0;3.0;0.0
325;Contant dividend;2004 februari;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;7.0;7.0;0.0;0.0
326;Contant dividend;2004 maart;110.0;101.0;59.0;0.0;0.0;59.0;0.0;0;20.0;21.0;0.0;0.0;0.0;9.0;7.0;2.0;0.0
327;Contant dividend;2004 april;2037.0;1427.0;623.0;118.0;31.0;474.0;0.0;0;22.0;767.0;9.0;6.0;0.0;609.0;337.0;272.0;0.0
328;Contant dividend;2004 mei;3584.0;2867.0;399.0;265.0;121.0;12.0;82.0;2125;12.0;18.0;207.0;25.0;0.0;717.0;345.0;326.0;46.0
329;Contant dividend;2004 juni;2123.0;1917.0;666.0;0.0;657.0;8.0;0.0;0;5.0;16.0;36.0;0.0;1194.0;206.0;154.0;0.0;51.0
330;Contant dividend;2004 juli;192.0;1.0;1.0;1.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;191.0;168.0;22.0;0.0
331;Contant dividend;2004 augustus;377.0;361.0;59.0;59.0;0.0;0.0;0.0;0;7.0;295.0;0.0;0.0;0.0;16.0;5.0;11.0;0.0
332;Contant dividend;2004 september;1911.0;1726.0;89.0;0.0;89.0;0.0;0.0;1563;0.0;0.0;67.0;7.0;0.0;185.0;91.0;56.0;39.0
