ID;Sterklassen;RegioS;Perioden;ZakelijkeOvernachtingen_1
1008;Accommodaties met 2 sterren;Amsterdam;2019 juli;10
1009;Accommodaties met 2 sterren;Amsterdam;2019 augustus;20
1010;Accommodaties met 2 sterren;Amsterdam;2019 september;20
1011;Accommodaties met 2 sterren;Amsterdam;2019 3e kwartaal;50
1012;Accommodaties met 2 sterren;Amsterdam;2019 oktober;20
1013;Accommodaties met 2 sterren;Amsterdam;2019 november;10
1014;Accommodaties met 2 sterren;Amsterdam;2019 december;10
1015;Accommodaties met 2 sterren;Amsterdam;2019 4e kwartaal;30
1016;Accommodaties met 2 sterren;Amsterdam;2019;160
1017;Accommodaties met 2 sterren;Amsterdam;2020 januari;10
1018;Accommodaties met 2 sterren;Amsterdam;2020 februari;10
1019;Accommodaties met 2 sterren;Amsterdam;2020 maart;0
1020;Accommodaties met 2 sterren;Amsterdam;2020 1e kwartaal;20
1021;Accommodaties met 2 sterren;Amsterdam;2020 april;0
1022;Accommodaties met 2 sterren;Amsterdam;2020 mei;0
1023;Accommodaties met 2 sterren;Amsterdam;2020 juni;0
1024;Accommodaties met 2 sterren;Amsterdam;2020 2e kwartaal;0
1025;Accommodaties met 2 sterren;Amsterdam;2020 juli;10
1026;Accommodaties met 2 sterren;Amsterdam;2020 augustus;0
1027;Accommodaties met 2 sterren;Amsterdam;2020 september;0
1028;Accommodaties met 2 sterren;Amsterdam;2020 3e kwartaal;10
1029;Accommodaties met 2 sterren;Amsterdam;2020 oktober;0
1030;Accommodaties met 2 sterren;Amsterdam;2020 november;0
1031;Accommodaties met 2 sterren;Amsterdam;2020 december;0
1032;Accommodaties met 2 sterren;Amsterdam;2020 4e kwartaal;0
1033;Accommodaties met 2 sterren;Amsterdam;2020;40
1034;Accommodaties met 2 sterren;Amsterdam;2021 januari;0
1035;Accommodaties met 2 sterren;Amsterdam;2021 februari;0
1036;Accommodaties met 2 sterren;Amsterdam;2021 maart;0
1037;Accommodaties met 2 sterren;Amsterdam;2021 1e kwartaal;10
1038;Accommodaties met 2 sterren;Amsterdam;2021 april;0
1039;Accommodaties met 2 sterren;Amsterdam;2021 mei;0
1040;Accommodaties met 2 sterren;Amsterdam;2021 juni;0
1041;Accommodaties met 2 sterren;Amsterdam;2021 2e kwartaal;10
1042;Accommodaties met 2 sterren;Amsterdam;2021 juli;10
1043;Accommodaties met 2 sterren;Amsterdam;2021 augustus;10
1044;Accommodaties met 2 sterren;Amsterdam;2021 september;10
1045;Accommodaties met 2 sterren;Amsterdam;2021 3e kwartaal;20
1046;Accommodaties met 2 sterren;Amsterdam;2021 oktober;10
1047;Accommodaties met 2 sterren;Amsterdam;2021 november;10
1048;Accommodaties met 2 sterren;Amsterdam;2021 december;0
1049;Accommodaties met 2 sterren;Amsterdam;2021 4e kwartaal;20
1050;Accommodaties met 2 sterren;Amsterdam;2021;60
1051;Accommodaties met 2 sterren;Amsterdam;2022 januari;0
1052;Accommodaties met 2 sterren;Amsterdam;2022 februari;0
1053;Accommodaties met 2 sterren;Amsterdam;2022 maart;0
1054;Accommodaties met 2 sterren;Amsterdam;2022 1e kwartaal;10
1055;Accommodaties met 2 sterren;Amsterdam;2022 april;0
1056;Accommodaties met 2 sterren;Amsterdam;2022 mei;0
1057;Accommodaties met 2 sterren;Amsterdam;2022 juni;0
1058;Accommodaties met 2 sterren;Amsterdam;2022 2e kwartaal;10
1059;Accommodaties met 2 sterren;Amsterdam;2022 juli;0
1060;Accommodaties met 2 sterren;Amsterdam;2022 augustus;0
1061;Accommodaties met 2 sterren;Amsterdam;2022 september;0
1062;Accommodaties met 2 sterren;Amsterdam;2022 3e kwartaal;10
1063;Accommodaties met 2 sterren;Amsterdam;2022 oktober;0
1064;Accommodaties met 2 sterren;Amsterdam;2022 november;0
1065;Accommodaties met 2 sterren;Amsterdam;2022 december;0
1066;Accommodaties met 2 sterren;Amsterdam;2022 4e kwartaal;10
1067;Accommodaties met 2 sterren;Amsterdam;2022;40
1068;Accommodaties met 2 sterren;Amsterdam;2023 januari;0
1069;Accommodaties met 2 sterren;Amsterdam;2023 februari;0
1070;Accommodaties met 2 sterren;Amsterdam;2023 maart;0
1071;Accommodaties met 2 sterren;Amsterdam;2023 1e kwartaal;10
1072;Accommodaties met 2 sterren;Amsterdam;2023 april;0
1073;Accommodaties met 2 sterren;Amsterdam;2023 mei;0
1074;Accommodaties met 2 sterren;Amsterdam;2023 juni;0
1075;Accommodaties met 2 sterren;Amsterdam;2023 2e kwartaal;10
1076;Accommodaties met 2 sterren;Amsterdam;2023 juli;0
1077;Accommodaties met 2 sterren;Amsterdam;2023 augustus;0
1078;Accommodaties met 2 sterren;Amsterdam;2023 september;0
1079;Accommodaties met 2 sterren;Amsterdam;2023 3e kwartaal;10
1080;Accommodaties met 2 sterren;Amsterdam;2023 oktober;0
1081;Accommodaties met 2 sterren;Amsterdam;2023 november;0
1082;Accommodaties met 2 sterren;Amsterdam;2023 december;0
1083;Accommodaties met 2 sterren;Amsterdam;2023 4e kwartaal;10
1084;Accommodaties met 2 sterren;Amsterdam;2023;40
1085;Accommodaties met 2 sterren;Amsterdam;2024 januari;0
1086;Accommodaties met 2 sterren;Amsterdam;2024 februari;10
1087;Accommodaties met 2 sterren;Amsterdam;2024 maart;10
1088;Accommodaties met 2 sterren;Amsterdam;2024 1e kwartaal;20
1089;Accommodaties met 2 sterren;Amsterdam;2024 april;10
1090;Accommodaties met 2 sterren;Amsterdam;2024 mei;0
1091;Accommodaties met 2 sterren;Amsterdam;2024 juni;10
1092;Accommodaties met 2 sterren;Amsterdam;2024 2e kwartaal;20
1093;Accommodaties met 2 sterren;Amsterdam;2024 juli;10
1094;Accommodaties met 2 sterren;Amsterdam;2024 augustus;0
1095;Accommodaties met 2 sterren;Amsterdam;2024 september;10
1096;Accommodaties met 2 sterren;Amsterdam;2024 3e kwartaal;10
1097;Accommodaties met 2 sterren;Amsterdam;2024 oktober;10
1098;Accommodaties met 2 sterren;Amsterdam;2024 november;0
1099;Accommodaties met 2 sterren;Amsterdam;2024 december;0
1100;Accommodaties met 2 sterren;Amsterdam;2024 4e kwartaal;20
1101;Accommodaties met 2 sterren;Amsterdam;2024;60
1102;Accommodaties met 2 sterren;Amsterdam;2025 januari;0
1103;Accommodaties met 2 sterren;Amsterdam;2025 februari;0
1104;Accommodaties met 3 sterren;Nederland;2017 januari;340
1105;Accommodaties met 3 sterren;Nederland;2017 februari;360
1106;Accommodaties met 3 sterren;Nederland;2017 maart;400
1107;Accommodaties met 3 sterren;Nederland;2017 1e kwartaal;1100
1108;Accommodaties met 3 sterren;Nederland;2017 april;500
1109;Accommodaties met 3 sterren;Nederland;2017 mei;480
1110;Accommodaties met 3 sterren;Nederland;2017 juni;490
1111;Accommodaties met 3 sterren;Nederland;2017 2e kwartaal;1470
1112;Accommodaties met 3 sterren;Nederland;2017 juli;450
1113;Accommodaties met 3 sterren;Nederland;2017 augustus;480
1114;Accommodaties met 3 sterren;Nederland;2017 september;540
1115;Accommodaties met 3 sterren;Nederland;2017 3e kwartaal;1460
1116;Accommodaties met 3 sterren;Nederland;2017 oktober;510
1117;Accommodaties met 3 sterren;Nederland;2017 november;440
1118;Accommodaties met 3 sterren;Nederland;2017 december;350
1119;Accommodaties met 3 sterren;Nederland;2017 4e kwartaal;1300
1120;Accommodaties met 3 sterren;Nederland;2017;5320
1121;Accommodaties met 3 sterren;Nederland;2018 januari;370
1122;Accommodaties met 3 sterren;Nederland;2018 februari;360
1123;Accommodaties met 3 sterren;Nederland;2018 maart;460
1124;Accommodaties met 3 sterren;Nederland;2018 1e kwartaal;1190
1125;Accommodaties met 3 sterren;Nederland;2018 april;500
1126;Accommodaties met 3 sterren;Nederland;2018 mei;550
1127;Accommodaties met 3 sterren;Nederland;2018 juni;520
1128;Accommodaties met 3 sterren;Nederland;2018 2e kwartaal;1570
1129;Accommodaties met 3 sterren;Nederland;2018 juli;460
1130;Accommodaties met 3 sterren;Nederland;2018 augustus;470
1131;Accommodaties met 3 sterren;Nederland;2018 september;540
1132;Accommodaties met 3 sterren;Nederland;2018 3e kwartaal;1470
1133;Accommodaties met 3 sterren;Nederland;2018 oktober;520
1134;Accommodaties met 3 sterren;Nederland;2018 november;440
1135;Accommodaties met 3 sterren;Nederland;2018 december;330
1136;Accommodaties met 3 sterren;Nederland;2018 4e kwartaal;1300
1137;Accommodaties met 3 sterren;Nederland;2018;5520
1138;Accommodaties met 3 sterren;Nederland;2019 januari;410
1139;Accommodaties met 3 sterren;Nederland;2019 februari;390
1140;Accommodaties met 3 sterren;Nederland;2019 maart;490
1141;Accommodaties met 3 sterren;Nederland;2019 1e kwartaal;1290
1142;Accommodaties met 3 sterren;Nederland;2019 april;570
1143;Accommodaties met 3 sterren;Nederland;2019 mei;590
1144;Accommodaties met 3 sterren;Nederland;2019 juni;570
1145;Accommodaties met 3 sterren;Nederland;2019 2e kwartaal;1730
1146;Accommodaties met 3 sterren;Nederland;2019 juli;510
1147;Accommodaties met 3 sterren;Nederland;2019 augustus;490
1148;Accommodaties met 3 sterren;Nederland;2019 september;580
1149;Accommodaties met 3 sterren;Nederland;2019 3e kwartaal;1580
1150;Accommodaties met 3 sterren;Nederland;2019 oktober;610
1151;Accommodaties met 3 sterren;Nederland;2019 november;490
1152;Accommodaties met 3 sterren;Nederland;2019 december;370
1153;Accommodaties met 3 sterren;Nederland;2019 4e kwartaal;1480
1154;Accommodaties met 3 sterren;Nederland;2019;6080
1155;Accommodaties met 3 sterren;Nederland;2020 januari;370
1156;Accommodaties met 3 sterren;Nederland;2020 februari;390
1157;Accommodaties met 3 sterren;Nederland;2020 maart;200
1158;Accommodaties met 3 sterren;Nederland;2020 1e kwartaal;950
1159;Accommodaties met 3 sterren;Nederland;2020 april;80
1160;Accommodaties met 3 sterren;Nederland;2020 mei;80
1161;Accommodaties met 3 sterren;Nederland;2020 juni;130
1162;Accommodaties met 3 sterren;Nederland;2020 2e kwartaal;290
1163;Accommodaties met 3 sterren;Nederland;2020 juli;170
1164;Accommodaties met 3 sterren;Nederland;2020 augustus;180
1165;Accommodaties met 3 sterren;Nederland;2020 september;190
1166;Accommodaties met 3 sterren;Nederland;2020 3e kwartaal;540
1167;Accommodaties met 3 sterren;Nederland;2020 oktober;140
1168;Accommodaties met 3 sterren;Nederland;2020 november;110
1169;Accommodaties met 3 sterren;Nederland;2020 december;90
1170;Accommodaties met 3 sterren;Nederland;2020 4e kwartaal;340
1171;Accommodaties met 3 sterren;Nederland;2020;2130
1172;Accommodaties met 3 sterren;Nederland;2021 januari;80
1173;Accommodaties met 3 sterren;Nederland;2021 februari;100
1174;Accommodaties met 3 sterren;Nederland;2021 maart;120
1175;Accommodaties met 3 sterren;Nederland;2021 1e kwartaal;300
1176;Accommodaties met 3 sterren;Nederland;2021 april;130
1177;Accommodaties met 3 sterren;Nederland;2021 mei;180
1178;Accommodaties met 3 sterren;Nederland;2021 juni;220
1179;Accommodaties met 3 sterren;Nederland;2021 2e kwartaal;530
1180;Accommodaties met 3 sterren;Nederland;2021 juli;230
1181;Accommodaties met 3 sterren;Nederland;2021 augustus;240
1182;Accommodaties met 3 sterren;Nederland;2021 september;300
1183;Accommodaties met 3 sterren;Nederland;2021 3e kwartaal;770
1184;Accommodaties met 3 sterren;Nederland;2021 oktober;360
1185;Accommodaties met 3 sterren;Nederland;2021 november;280
1186;Accommodaties met 3 sterren;Nederland;2021 december;140
1187;Accommodaties met 3 sterren;Nederland;2021 4e kwartaal;780
1188;Accommodaties met 3 sterren;Nederland;2021;2380
1189;Accommodaties met 3 sterren;Nederland;2022 januari;130
1190;Accommodaties met 3 sterren;Nederland;2022 februari;190
1191;Accommodaties met 3 sterren;Nederland;2022 maart;290
1192;Accommodaties met 3 sterren;Nederland;2022 1e kwartaal;620
1193;Accommodaties met 3 sterren;Nederland;2022 april;350
1194;Accommodaties met 3 sterren;Nederland;2022 mei;390
1195;Accommodaties met 3 sterren;Nederland;2022 juni;410
1196;Accommodaties met 3 sterren;Nederland;2022 2e kwartaal;1150
1197;Accommodaties met 3 sterren;Nederland;2022 juli;350
1198;Accommodaties met 3 sterren;Nederland;2022 augustus;330
1199;Accommodaties met 3 sterren;Nederland;2022 september;410
1200;Accommodaties met 3 sterren;Nederland;2022 3e kwartaal;1090
1201;Accommodaties met 3 sterren;Nederland;2022 oktober;440
1202;Accommodaties met 3 sterren;Nederland;2022 november;370
1203;Accommodaties met 3 sterren;Nederland;2022 december;280
1204;Accommodaties met 3 sterren;Nederland;2022 4e kwartaal;1090
1205;Accommodaties met 3 sterren;Nederland;2022;3960
1206;Accommodaties met 3 sterren;Nederland;2023 januari;230
1207;Accommodaties met 3 sterren;Nederland;2023 februari;270
1208;Accommodaties met 3 sterren;Nederland;2023 maart;330
1209;Accommodaties met 3 sterren;Nederland;2023 1e kwartaal;840
1210;Accommodaties met 3 sterren;Nederland;2023 april;360
1211;Accommodaties met 3 sterren;Nederland;2023 mei;380
1212;Accommodaties met 3 sterren;Nederland;2023 juni;360
1213;Accommodaties met 3 sterren;Nederland;2023 2e kwartaal;1100
1214;Accommodaties met 3 sterren;Nederland;2023 juli;320
1215;Accommodaties met 3 sterren;Nederland;2023 augustus;310
1216;Accommodaties met 3 sterren;Nederland;2023 september;350
1217;Accommodaties met 3 sterren;Nederland;2023 3e kwartaal;980
1218;Accommodaties met 3 sterren;Nederland;2023 oktober;350
1219;Accommodaties met 3 sterren;Nederland;2023 november;320
1220;Accommodaties met 3 sterren;Nederland;2023 december;230
1221;Accommodaties met 3 sterren;Nederland;2023 4e kwartaal;900
1222;Accommodaties met 3 sterren;Nederland;2023;3820
1223;Accommodaties met 3 sterren;Nederland;2024 januari;290
1224;Accommodaties met 3 sterren;Nederland;2024 februari;290
1225;Accommodaties met 3 sterren;Nederland;2024 maart;370
1226;Accommodaties met 3 sterren;Nederland;2024 1e kwartaal;950
1227;Accommodaties met 3 sterren;Nederland;2024 april;370
1228;Accommodaties met 3 sterren;Nederland;2024 mei;420
1229;Accommodaties met 3 sterren;Nederland;2024 juni;410
1230;Accommodaties met 3 sterren;Nederland;2024 2e kwartaal;1200
1231;Accommodaties met 3 sterren;Nederland;2024 juli;340
1232;Accommodaties met 3 sterren;Nederland;2024 augustus;360
1233;Accommodaties met 3 sterren;Nederland;2024 september;420
1234;Accommodaties met 3 sterren;Nederland;2024 3e kwartaal;1140
1235;Accommodaties met 3 sterren;Nederland;2024 oktober;380
1236;Accommodaties met 3 sterren;Nederland;2024 november;400
1237;Accommodaties met 3 sterren;Nederland;2024 december;280
1238;Accommodaties met 3 sterren;Nederland;2024 4e kwartaal;1060
1239;Accommodaties met 3 sterren;Nederland;2024;4350
1240;Accommodaties met 3 sterren;Nederland;2025 januari;270
1241;Accommodaties met 3 sterren;Nederland;2025 februari;270
1242;Accommodaties met 3 sterren;Amsterdam;2017 januari;90
1243;Accommodaties met 3 sterren;Amsterdam;2017 februari;100
1244;Accommodaties met 3 sterren;Amsterdam;2017 maart;90
1245;Accommodaties met 3 sterren;Amsterdam;2017 1e kwartaal;280
1246;Accommodaties met 3 sterren;Amsterdam;2017 april;110
1247;Accommodaties met 3 sterren;Amsterdam;2017 mei;100
1248;Accommodaties met 3 sterren;Amsterdam;2017 juni;120
1249;Accommodaties met 3 sterren;Amsterdam;2017 2e kwartaal;330
1250;Accommodaties met 3 sterren;Amsterdam;2017 juli;120
1251;Accommodaties met 3 sterren;Amsterdam;2017 augustus;130
1252;Accommodaties met 3 sterren;Amsterdam;2017 september;140
1253;Accommodaties met 3 sterren;Amsterdam;2017 3e kwartaal;390
1254;Accommodaties met 3 sterren;Amsterdam;2017 oktober;130
1255;Accommodaties met 3 sterren;Amsterdam;2017 november;110
1256;Accommodaties met 3 sterren;Amsterdam;2017 december;100
1257;Accommodaties met 3 sterren;Amsterdam;2017 4e kwartaal;330
1258;Accommodaties met 3 sterren;Amsterdam;2017;1340
1259;Accommodaties met 3 sterren;Amsterdam;2018 januari;110
1260;Accommodaties met 3 sterren;Amsterdam;2018 februari;100
1261;Accommodaties met 3 sterren;Amsterdam;2018 maart;110
1262;Accommodaties met 3 sterren;Amsterdam;2018 1e kwartaal;320
1263;Accommodaties met 3 sterren;Amsterdam;2018 april;120
1264;Accommodaties met 3 sterren;Amsterdam;2018 mei;140
1265;Accommodaties met 3 sterren;Amsterdam;2018 juni;130
1266;Accommodaties met 3 sterren;Amsterdam;2018 2e kwartaal;390
1267;Accommodaties met 3 sterren;Amsterdam;2018 juli;140
1268;Accommodaties met 3 sterren;Amsterdam;2018 augustus;140
1269;Accommodaties met 3 sterren;Amsterdam;2018 september;150
1270;Accommodaties met 3 sterren;Amsterdam;2018 3e kwartaal;430
1271;Accommodaties met 3 sterren;Amsterdam;2018 oktober;130
1272;Accommodaties met 3 sterren;Amsterdam;2018 november;100
1273;Accommodaties met 3 sterren;Amsterdam;2018 december;100
1274;Accommodaties met 3 sterren;Amsterdam;2018 4e kwartaal;340
1275;Accommodaties met 3 sterren;Amsterdam;2018;1470
1276;Accommodaties met 3 sterren;Amsterdam;2019 januari;130
1277;Accommodaties met 3 sterren;Amsterdam;2019 februari;120
1278;Accommodaties met 3 sterren;Amsterdam;2019 maart;140
1279;Accommodaties met 3 sterren;Amsterdam;2019 1e kwartaal;380
1280;Accommodaties met 3 sterren;Amsterdam;2019 april;150
1281;Accommodaties met 3 sterren;Amsterdam;2019 mei;170
1282;Accommodaties met 3 sterren;Amsterdam;2019 juni;150
1283;Accommodaties met 3 sterren;Amsterdam;2019 2e kwartaal;470
1284;Accommodaties met 3 sterren;Amsterdam;2019 juli;140
1285;Accommodaties met 3 sterren;Amsterdam;2019 augustus;130
1286;Accommodaties met 3 sterren;Amsterdam;2019 september;160
1287;Accommodaties met 3 sterren;Amsterdam;2019 3e kwartaal;430
1288;Accommodaties met 3 sterren;Amsterdam;2019 oktober;160
1289;Accommodaties met 3 sterren;Amsterdam;2019 november;140
1290;Accommodaties met 3 sterren;Amsterdam;2019 december;110
1291;Accommodaties met 3 sterren;Amsterdam;2019 4e kwartaal;410
1292;Accommodaties met 3 sterren;Amsterdam;2019;1680
1293;Accommodaties met 3 sterren;Amsterdam;2020 januari;90
1294;Accommodaties met 3 sterren;Amsterdam;2020 februari;100
1295;Accommodaties met 3 sterren;Amsterdam;2020 maart;30
1296;Accommodaties met 3 sterren;Amsterdam;2020 1e kwartaal;220
1297;Accommodaties met 3 sterren;Amsterdam;2020 april;0
1298;Accommodaties met 3 sterren;Amsterdam;2020 mei;0
1299;Accommodaties met 3 sterren;Amsterdam;2020 juni;10
1300;Accommodaties met 3 sterren;Amsterdam;2020 2e kwartaal;20
1301;Accommodaties met 3 sterren;Amsterdam;2020 juli;20
1302;Accommodaties met 3 sterren;Amsterdam;2020 augustus;20
1303;Accommodaties met 3 sterren;Amsterdam;2020 september;10
1304;Accommodaties met 3 sterren;Amsterdam;2020 3e kwartaal;60
1305;Accommodaties met 3 sterren;Amsterdam;2020 oktober;10
1306;Accommodaties met 3 sterren;Amsterdam;2020 november;0
1307;Accommodaties met 3 sterren;Amsterdam;2020 december;10
1308;Accommodaties met 3 sterren;Amsterdam;2020 4e kwartaal;20
1309;Accommodaties met 3 sterren;Amsterdam;2020;310
1310;Accommodaties met 3 sterren;Amsterdam;2021 januari;10
1311;Accommodaties met 3 sterren;Amsterdam;2021 februari;10
1312;Accommodaties met 3 sterren;Amsterdam;2021 maart;10
1313;Accommodaties met 3 sterren;Amsterdam;2021 1e kwartaal;30
1314;Accommodaties met 3 sterren;Amsterdam;2021 april;10
1315;Accommodaties met 3 sterren;Amsterdam;2021 mei;10
1316;Accommodaties met 3 sterren;Amsterdam;2021 juni;20
1317;Accommodaties met 3 sterren;Amsterdam;2021 2e kwartaal;40
1318;Accommodaties met 3 sterren;Amsterdam;2021 juli;30
1319;Accommodaties met 3 sterren;Amsterdam;2021 augustus;30
1320;Accommodaties met 3 sterren;Amsterdam;2021 september;60
1321;Accommodaties met 3 sterren;Amsterdam;2021 3e kwartaal;120
1322;Accommodaties met 3 sterren;Amsterdam;2021 oktober;80
1323;Accommodaties met 3 sterren;Amsterdam;2021 november;50
1324;Accommodaties met 3 sterren;Amsterdam;2021 december;20
1325;Accommodaties met 3 sterren;Amsterdam;2021 4e kwartaal;150
1326;Accommodaties met 3 sterren;Amsterdam;2021;340
1327;Accommodaties met 3 sterren;Amsterdam;2022 januari;10
1328;Accommodaties met 3 sterren;Amsterdam;2022 februari;30
1329;Accommodaties met 3 sterren;Amsterdam;2022 maart;60
1330;Accommodaties met 3 sterren;Amsterdam;2022 1e kwartaal;100
1331;Accommodaties met 3 sterren;Amsterdam;2022 april;70
1332;Accommodaties met 3 sterren;Amsterdam;2022 mei;80
1333;Accommodaties met 3 sterren;Amsterdam;2022 juni;80
1334;Accommodaties met 3 sterren;Amsterdam;2022 2e kwartaal;230
1335;Accommodaties met 3 sterren;Amsterdam;2022 juli;70
1336;Accommodaties met 3 sterren;Amsterdam;2022 augustus;80
1337;Accommodaties met 3 sterren;Amsterdam;2022 september;80
1338;Accommodaties met 3 sterren;Amsterdam;2022 3e kwartaal;230
1339;Accommodaties met 3 sterren;Amsterdam;2022 oktober;90
1340;Accommodaties met 3 sterren;Amsterdam;2022 november;80
1341;Accommodaties met 3 sterren;Amsterdam;2022 december;70
1342;Accommodaties met 3 sterren;Amsterdam;2022 4e kwartaal;230
1343;Accommodaties met 3 sterren;Amsterdam;2022;800
1344;Accommodaties met 3 sterren;Amsterdam;2023 januari;40
1345;Accommodaties met 3 sterren;Amsterdam;2023 februari;50
1346;Accommodaties met 3 sterren;Amsterdam;2023 maart;60
1347;Accommodaties met 3 sterren;Amsterdam;2023 1e kwartaal;160
1348;Accommodaties met 3 sterren;Amsterdam;2023 april;70
1349;Accommodaties met 3 sterren;Amsterdam;2023 mei;70
1350;Accommodaties met 3 sterren;Amsterdam;2023 juni;70
1351;Accommodaties met 3 sterren;Amsterdam;2023 2e kwartaal;210
1352;Accommodaties met 3 sterren;Amsterdam;2023 juli;60
1353;Accommodaties met 3 sterren;Amsterdam;2023 augustus;60
1354;Accommodaties met 3 sterren;Amsterdam;2023 september;60
1355;Accommodaties met 3 sterren;Amsterdam;2023 3e kwartaal;190
1356;Accommodaties met 3 sterren;Amsterdam;2023 oktober;60
1357;Accommodaties met 3 sterren;Amsterdam;2023 november;60
1358;Accommodaties met 3 sterren;Amsterdam;2023 december;40
1359;Accommodaties met 3 sterren;Amsterdam;2023 4e kwartaal;160
1360;Accommodaties met 3 sterren;Amsterdam;2023;720
1361;Accommodaties met 3 sterren;Amsterdam;2024 januari;40
1362;Accommodaties met 3 sterren;Amsterdam;2024 februari;50
1363;Accommodaties met 3 sterren;Amsterdam;2024 maart;60
1364;Accommodaties met 3 sterren;Amsterdam;2024 1e kwartaal;150
1365;Accommodaties met 3 sterren;Amsterdam;2024 april;60
1366;Accommodaties met 3 sterren;Amsterdam;2024 mei;70
1367;Accommodaties met 3 sterren;Amsterdam;2024 juni;60
1368;Accommodaties met 3 sterren;Amsterdam;2024 2e kwartaal;190
1369;Accommodaties met 3 sterren;Amsterdam;2024 juli;70
1370;Accommodaties met 3 sterren;Amsterdam;2024 augustus;70
1371;Accommodaties met 3 sterren;Amsterdam;2024 september;80
1372;Accommodaties met 3 sterren;Amsterdam;2024 3e kwartaal;220
1373;Accommodaties met 3 sterren;Amsterdam;2024 oktober;60
1374;Accommodaties met 3 sterren;Amsterdam;2024 november;90
1375;Accommodaties met 3 sterren;Amsterdam;2024 december;60
1376;Accommodaties met 3 sterren;Amsterdam;2024 4e kwartaal;210
1377;Accommodaties met 3 sterren;Amsterdam;2024;770
1378;Accommodaties met 3 sterren;Amsterdam;2025 januari;50
1379;Accommodaties met 3 sterren;Amsterdam;2025 februari;60
1380;Accommodaties met 4 sterren;Nederland;2017 januari;740
1381;Accommodaties met 4 sterren;Nederland;2017 februari;760
1382;Accommodaties met 4 sterren;Nederland;2017 maart;900
1383;Accommodaties met 4 sterren;Nederland;2017 1e kwartaal;2400
1384;Accommodaties met 4 sterren;Nederland;2017 april;990
1385;Accommodaties met 4 sterren;Nederland;2017 mei;1040
1386;Accommodaties met 4 sterren;Nederland;2017 juni;1040
1387;Accommodaties met 4 sterren;Nederland;2017 2e kwartaal;3070
1388;Accommodaties met 4 sterren;Nederland;2017 juli;900
1389;Accommodaties met 4 sterren;Nederland;2017 augustus;890
1390;Accommodaties met 4 sterren;Nederland;2017 september;1040
1391;Accommodaties met 4 sterren;Nederland;2017 3e kwartaal;2830
1392;Accommodaties met 4 sterren;Nederland;2017 oktober;1060
1393;Accommodaties met 4 sterren;Nederland;2017 november;930
1394;Accommodaties met 4 sterren;Nederland;2017 december;770
1395;Accommodaties met 4 sterren;Nederland;2017 4e kwartaal;2750
1396;Accommodaties met 4 sterren;Nederland;2017;11060
1397;Accommodaties met 4 sterren;Nederland;2018 januari;830
1398;Accommodaties met 4 sterren;Nederland;2018 februari;820
1399;Accommodaties met 4 sterren;Nederland;2018 maart;990
1400;Accommodaties met 4 sterren;Nederland;2018 1e kwartaal;2640
1401;Accommodaties met 4 sterren;Nederland;2018 april;1040
1402;Accommodaties met 4 sterren;Nederland;2018 mei;1070
1403;Accommodaties met 4 sterren;Nederland;2018 juni;1070
1404;Accommodaties met 4 sterren;Nederland;2018 2e kwartaal;3180
1405;Accommodaties met 4 sterren;Nederland;2018 juli;920
1406;Accommodaties met 4 sterren;Nederland;2018 augustus;920
1407;Accommodaties met 4 sterren;Nederland;2018 september;1090
1408;Accommodaties met 4 sterren;Nederland;2018 3e kwartaal;2930
1409;Accommodaties met 4 sterren;Nederland;2018 oktober;1110
1410;Accommodaties met 4 sterren;Nederland;2018 november;940
1411;Accommodaties met 4 sterren;Nederland;2018 december;740
1412;Accommodaties met 4 sterren;Nederland;2018 4e kwartaal;2790
1413;Accommodaties met 4 sterren;Nederland;2018;11550
1414;Accommodaties met 4 sterren;Nederland;2019 januari;790
1415;Accommodaties met 4 sterren;Nederland;2019 februari;810
1416;Accommodaties met 4 sterren;Nederland;2019 maart;980
1417;Accommodaties met 4 sterren;Nederland;2019 1e kwartaal;2590
1418;Accommodaties met 4 sterren;Nederland;2019 april;1060
1419;Accommodaties met 4 sterren;Nederland;2019 mei;1070
1420;Accommodaties met 4 sterren;Nederland;2019 juni;1140
1421;Accommodaties met 4 sterren;Nederland;2019 2e kwartaal;3270
1422;Accommodaties met 4 sterren;Nederland;2019 juli;940
1423;Accommodaties met 4 sterren;Nederland;2019 augustus;990
1424;Accommodaties met 4 sterren;Nederland;2019 september;1120
1425;Accommodaties met 4 sterren;Nederland;2019 3e kwartaal;3050
1426;Accommodaties met 4 sterren;Nederland;2019 oktober;1140
1427;Accommodaties met 4 sterren;Nederland;2019 november;1000
1428;Accommodaties met 4 sterren;Nederland;2019 december;790
1429;Accommodaties met 4 sterren;Nederland;2019 4e kwartaal;2930
1430;Accommodaties met 4 sterren;Nederland;2019;11840
1431;Accommodaties met 4 sterren;Nederland;2020 januari;930
1432;Accommodaties met 4 sterren;Nederland;2020 februari;920
1433;Accommodaties met 4 sterren;Nederland;2020 maart;440
1434;Accommodaties met 4 sterren;Nederland;2020 1e kwartaal;2280
1435;Accommodaties met 4 sterren;Nederland;2020 april;110
1436;Accommodaties met 4 sterren;Nederland;2020 mei;150
1437;Accommodaties met 4 sterren;Nederland;2020 juni;290
1438;Accommodaties met 4 sterren;Nederland;2020 2e kwartaal;550
1439;Accommodaties met 4 sterren;Nederland;2020 juli;340
1440;Accommodaties met 4 sterren;Nederland;2020 augustus;390
1441;Accommodaties met 4 sterren;Nederland;2020 september;450
1442;Accommodaties met 4 sterren;Nederland;2020 3e kwartaal;1180
