ID;Baanvindduur;Persoonskenmerken;Perioden;WerklozeBeroepsbevolking_1
113;1;6030;2011;264.0
114;1;6030;2012;314.0
115;1;6030;2013;421.0
116;1;6030;2014;433.0
117;1;1102;2002;35.0
118;1;1102;2003;45.0
119;1;1102;2004;56.0
120;1;1102;2005;58.0
121;1;1102;2006;47.0
122;1;1102;2007;39.0
123;1;1102;2008;39.0
124;1;1102;2009;47.0
125;1;1102;2010;45.0
126;1;1102;2011;53.0
127;1;1102;2012;62.0
128;1;1102;2013;80.0
129;1;1102;2014;69.0
130;1;1101;2002;62.0
131;1;1101;2003;90.0
132;1;1101;2004;102.0
133;1;1101;2005;109.0
134;1;1101;2006;99.0
135;1;1101;2007;74.0
136;1;1101;2008;71.0
137;1;1101;2009;91.0
138;1;1101;2010;93.0
139;1;1101;2011;102.0
140;1;1101;2012;132.0
141;1;1101;2013;155.0
142;1;1101;2014;154.0
143;1;9999;2002;
144;1;9999;2003;
145;1;9999;2004;
146;1;9999;2005;
147;1;9999;2006;
148;1;9999;2007;
149;1;9999;2008;
150;1;9999;2009;
151;1;9999;2010;
152;1;9999;2011;
153;1;9999;2012;
154;1;9999;2013;
155;1;9999;2014;
156;1;Opleidingsniveau: lager onderwijs;2002;125.0
157;1;Opleidingsniveau: lager onderwijs;2003;160.0
158;1;Opleidingsniveau: lager onderwijs;2004;175.0
159;1;Opleidingsniveau: lager onderwijs;2005;178.0
160;1;Opleidingsniveau: lager onderwijs;2006;151.0
161;1;Opleidingsniveau: lager onderwijs;2007;130.0
162;1;Opleidingsniveau: lager onderwijs;2008;118.0
163;1;Opleidingsniveau: lager onderwijs;2009;140.0
164;1;Opleidingsniveau: lager onderwijs;2010;160.0
165;1;Opleidingsniveau: lager onderwijs;2011;144.0
166;1;Opleidingsniveau: lager onderwijs;2012;171.0
167;1;Opleidingsniveau: lager onderwijs;2013;207.0
168;1;Opleidingsniveau: lager onderwijs;2014;208.0
169;1;Opleidingsniveau: middelbaar onderwijs;2002;116.0
170;1;Opleidingsniveau: middelbaar onderwijs;2003;156.0
171;1;Opleidingsniveau: middelbaar onderwijs;2004;192.0
172;1;Opleidingsniveau: middelbaar onderwijs;2005;206.0
173;1;Opleidingsniveau: middelbaar onderwijs;2006;178.0
174;1;Opleidingsniveau: middelbaar onderwijs;2007;144.0
175;1;Opleidingsniveau: middelbaar onderwijs;2008;116.0
176;1;Opleidingsniveau: middelbaar onderwijs;2009;156.0
177;1;Opleidingsniveau: middelbaar onderwijs;2010;170.0
178;1;Opleidingsniveau: middelbaar onderwijs;2011;175.0
179;1;Opleidingsniveau: middelbaar onderwijs;2012;210.0
180;1;Opleidingsniveau: middelbaar onderwijs;2013;294.0
181;1;Opleidingsniveau: middelbaar onderwijs;2014;289.0
182;1;Opleidingsniveau: hoger onderwijs;2002;61.0
183;1;Opleidingsniveau: hoger onderwijs;2003;79.0
184;1;Opleidingsniveau: hoger onderwijs;2004;102.0
185;1;Opleidingsniveau: hoger onderwijs;2005;95.0
186;1;Opleidingsniveau: hoger onderwijs;2006;76.0
187;1;Opleidingsniveau: hoger onderwijs;2007;68.0
188;1;Opleidingsniveau: hoger onderwijs;2008;66.0
189;1;Opleidingsniveau: hoger onderwijs;2009;81.0
190;1;Opleidingsniveau: hoger onderwijs;2010;95.0
191;1;Opleidingsniveau: hoger onderwijs;2011;99.0
192;1;Opleidingsniveau: hoger onderwijs;2012;123.0
193;1;Opleidingsniveau: hoger onderwijs;2013;144.0
194;1;Opleidingsniveau: hoger onderwijs;2014;148.0
195;1;Opleidingsniveau: onbekend;2002;
196;1;Opleidingsniveau: onbekend;2003;
197;1;Opleidingsniveau: onbekend;2004;6.0
198;1;Opleidingsniveau: onbekend;2005;3.0
199;1;Opleidingsniveau: onbekend;2006;5.0
200;1;Opleidingsniveau: onbekend;2007;2.0
201;1;Opleidingsniveau: onbekend;2008;
202;1;Opleidingsniveau: onbekend;2009;
203;1;Opleidingsniveau: onbekend;2010;
204;1;Opleidingsniveau: onbekend;2011;
205;1;Opleidingsniveau: onbekend;2012;3.0
206;1;Opleidingsniveau: onbekend;2013;11.0
207;1;Opleidingsniveau: onbekend;2014;10.0
208;1;Werkloosheidsduur: 0 tot 6 maanden;2002;159.0
209;1;Werkloosheidsduur: 0 tot 6 maanden;2003;191.0
210;1;Werkloosheidsduur: 0 tot 6 maanden;2004;200.0
211;1;Werkloosheidsduur: 0 tot 6 maanden;2005;181.0
212;1;Werkloosheidsduur: 0 tot 6 maanden;2006;155.0
213;1;Werkloosheidsduur: 0 tot 6 maanden;2007;131.0
214;1;Werkloosheidsduur: 0 tot 6 maanden;2008;131.0
215;1;Werkloosheidsduur: 0 tot 6 maanden;2009;201.0
216;1;Werkloosheidsduur: 0 tot 6 maanden;2010;202.0
217;1;Werkloosheidsduur: 0 tot 6 maanden;2011;188.0
218;1;Werkloosheidsduur: 0 tot 6 maanden;2012;229.0
219;1;Werkloosheidsduur: 0 tot 6 maanden;2013;272.0
220;1;Werkloosheidsduur: 0 tot 6 maanden;2014;238.0
221;1;Werkloosheidsduur: 6 tot 12 maanden;2002;53.0
222;1;Werkloosheidsduur: 6 tot 12 maanden;2003;85.0
223;1;Werkloosheidsduur: 6 tot 12 maanden;2004;105.0
224;1;Werkloosheidsduur: 6 tot 12 maanden;2005;107.0
225;1;Werkloosheidsduur: 6 tot 12 maanden;2006;70.0
226;1;Werkloosheidsduur: 6 tot 12 maanden;2007;56.0
227;1;Werkloosheidsduur: 6 tot 12 maanden;2008;44.0
228;1;Werkloosheidsduur: 6 tot 12 maanden;2009;71.0
229;1;Werkloosheidsduur: 6 tot 12 maanden;2010;90.0
230;1;Werkloosheidsduur: 6 tot 12 maanden;2011;75.0
231;1;Werkloosheidsduur: 6 tot 12 maanden;2012;101.0
232;1;Werkloosheidsduur: 6 tot 12 maanden;2013;121.0
233;1;Werkloosheidsduur: 6 tot 12 maanden;2014;120.0
234;1;Werkloosheidsduur: kortdurig werkloos;2002;213.0
235;1;Werkloosheidsduur: kortdurig werkloos;2003;276.0
236;1;Werkloosheidsduur: kortdurig werkloos;2004;304.0
237;1;Werkloosheidsduur: kortdurig werkloos;2005;288.0
238;1;Werkloosheidsduur: kortdurig werkloos;2006;225.0
239;1;Werkloosheidsduur: kortdurig werkloos;2007;187.0
240;1;Werkloosheidsduur: kortdurig werkloos;2008;175.0
241;1;Werkloosheidsduur: kortdurig werkloos;2009;273.0
242;1;Werkloosheidsduur: kortdurig werkloos;2010;291.0
243;1;Werkloosheidsduur: kortdurig werkloos;2011;263.0
244;1;Werkloosheidsduur: kortdurig werkloos;2012;330.0
245;1;Werkloosheidsduur: kortdurig werkloos;2013;393.0
246;1;Werkloosheidsduur: kortdurig werkloos;2014;359.0
247;1;Werkloosheidsduur: 12 tot 24 maanden;2002;21.0
248;1;Werkloosheidsduur: 12 tot 24 maanden;2003;45.0
249;1;Werkloosheidsduur: 12 tot 24 maanden;2004;83.0
250;1;Werkloosheidsduur: 12 tot 24 maanden;2005;80.0
251;1;Werkloosheidsduur: 12 tot 24 maanden;2006;70.0
252;1;Werkloosheidsduur: 12 tot 24 maanden;2007;57.0
253;1;Werkloosheidsduur: 12 tot 24 maanden;2008;36.0
254;1;Werkloosheidsduur: 12 tot 24 maanden;2009;30.0
255;1;Werkloosheidsduur: 12 tot 24 maanden;2010;62.0
256;1;Werkloosheidsduur: 12 tot 24 maanden;2011;71.0
257;1;Werkloosheidsduur: 12 tot 24 maanden;2012;70.0
258;1;Werkloosheidsduur: 12 tot 24 maanden;2013;119.0
259;1;Werkloosheidsduur: 12 tot 24 maanden;2014;128.0
260;1;Werkloosheidsduur: >= 24 maanden;2002;47.0
261;1;Werkloosheidsduur: >= 24 maanden;2003;57.0
262;1;Werkloosheidsduur: >= 24 maanden;2004;70.0
263;1;Werkloosheidsduur: >= 24 maanden;2005;97.0
264;1;Werkloosheidsduur: >= 24 maanden;2006;96.0
265;1;Werkloosheidsduur: >= 24 maanden;2007;82.0
266;1;Werkloosheidsduur: >= 24 maanden;2008;73.0
267;1;Werkloosheidsduur: >= 24 maanden;2009;61.0
268;1;Werkloosheidsduur: >= 24 maanden;2010;59.0
269;1;Werkloosheidsduur: >= 24 maanden;2011;68.0
270;1;Werkloosheidsduur: >= 24 maanden;2012;92.0
271;1;Werkloosheidsduur: >= 24 maanden;2013;116.0
272;1;Werkloosheidsduur: >= 24 maanden;2014;145.0
273;1;Werkloosheidsduur: langdurig werkloos;2002;68.0
274;1;Werkloosheidsduur: langdurig werkloos;2003;102.0
275;1;Werkloosheidsduur: langdurig werkloos;2004;153.0
276;1;Werkloosheidsduur: langdurig werkloos;2005;177.0
277;1;Werkloosheidsduur: langdurig werkloos;2006;166.0
278;1;Werkloosheidsduur: langdurig werkloos;2007;139.0
279;1;Werkloosheidsduur: langdurig werkloos;2008;109.0
280;1;Werkloosheidsduur: langdurig werkloos;2009;91.0
281;1;Werkloosheidsduur: langdurig werkloos;2010;121.0
282;1;Werkloosheidsduur: langdurig werkloos;2011;139.0
283;1;Werkloosheidsduur: langdurig werkloos;2012;162.0
284;1;Werkloosheidsduur: langdurig werkloos;2013;235.0
285;1;Werkloosheidsduur: langdurig werkloos;2014;273.0
286;1;Werkloosheidsduur: onbekend;2002;22.0
287;1;Werkloosheidsduur: onbekend;2003;19.0
288;1;Werkloosheidsduur: onbekend;2004;19.0
289;1;Werkloosheidsduur: onbekend;2005;17.0
290;1;Werkloosheidsduur: onbekend;2006;19.0
291;1;Werkloosheidsduur: onbekend;2007;17.0
292;1;Werkloosheidsduur: onbekend;2008;16.0
293;1;Werkloosheidsduur: onbekend;2009;13.0
294;1;Werkloosheidsduur: onbekend;2010;14.0
295;1;Werkloosheidsduur: onbekend;2011;16.0
296;1;Werkloosheidsduur: onbekend;2012;15.0
297;1;Werkloosheidsduur: onbekend;2013;28.0
298;1;Werkloosheidsduur: onbekend;2014;24.0
299;1;Voorheen werkzaam;2002;135.0
300;1;Voorheen werkzaam;2003;214.0
301;1;Voorheen werkzaam;2004;257.0
302;1;Voorheen werkzaam;2005;259.0
303;1;Voorheen werkzaam;2006;202.0
304;1;Voorheen werkzaam;2007;162.0
305;1;Voorheen werkzaam;2008;138.0
306;1;Voorheen werkzaam;2009;203.0
307;1;Voorheen werkzaam;2010;251.0
308;1;Voorheen werkzaam;2011;240.0
309;1;Voorheen werkzaam;2012;295.0
310;1;Voorheen werkzaam;2013;396.0
311;1;Voorheen werkzaam;2014;410.0
312;1;Voorheen scholier/student;2002;75.0
313;1;Voorheen scholier/student;2003;81.0
314;1;Voorheen scholier/student;2004;94.0
315;1;Voorheen scholier/student;2005;92.0
316;1;Voorheen scholier/student;2006;85.0
317;1;Voorheen scholier/student;2007;75.0
318;1;Voorheen scholier/student;2008;72.0
319;1;Voorheen scholier/student;2009;84.0
320;1;Voorheen scholier/student;2010;82.0
321;1;Voorheen scholier/student;2011;85.0
322;1;Voorheen scholier/student;2012;103.0
323;1;Voorheen scholier/student;2013;131.0
324;1;Voorheen scholier/student;2014;119.0
325;1;Herintreder;2002;21.0
326;1;Herintreder;2003;26.0
327;1;Herintreder;2004;35.0
328;1;Herintreder;2005;35.0
329;1;Herintreder;2006;34.0
330;1;Herintreder;2007;27.0
331;1;Herintreder;2008;22.0
332;1;Herintreder;2009;22.0
333;1;Herintreder;2010;18.0
334;1;Herintreder;2011;22.0
335;1;Herintreder;2012;26.0
336;1;Herintreder;2013;24.0
337;1;Herintreder;2014;28.0
338;1;Arbeidsongeschikt;2002;46.0
339;1;Arbeidsongeschikt;2003;43.0
340;1;Arbeidsongeschikt;2004;48.0
341;1;Arbeidsongeschikt;2005;51.0
342;1;Arbeidsongeschikt;2006;48.0
343;1;Arbeidsongeschikt;2007;44.0
344;1;Arbeidsongeschikt;2008;35.0
345;1;Arbeidsongeschikt;2009;34.0
346;1;Arbeidsongeschikt;2010;40.0
347;1;Arbeidsongeschikt;2011;38.0
348;1;Arbeidsongeschikt;2012;40.0
349;1;Arbeidsongeschikt;2013;51.0
350;1;Arbeidsongeschikt;2014;50.0
351;1;Overig;2002;25.0
352;1;Overig;2003;32.0
353;1;Overig;2004;42.0
354;1;Overig;2005;44.0
355;1;Overig;2006;41.0
356;1;Overig;2007;35.0
357;1;Overig;2008;33.0
358;1;Overig;2009;34.0
359;1;Overig;2010;36.0
360;1;Overig;2011;35.0
361;1;Overig;2012;43.0
362;1;Overig;2013;55.0
363;1;Overig;2014;48.0
364;2;1100;2002;168.0
365;2;1100;2003;182.0
366;2;1100;2004;202.0
367;2;1100;2005;207.0
368;2;1100;2006;190.0
369;2;1100;2007;169.0
370;2;1100;2008;158.0
371;2;1100;2009;187.0
372;2;1100;2010;216.0
373;2;1100;2011;200.0
374;2;1100;2012;240.0
375;2;1100;2013;251.0
376;2;1100;2014;238.0
377;2;3000;2002;85.0
378;2;3000;2003;98.0
379;2;3000;2004;104.0
380;2;3000;2005;100.0
381;2;3000;2006;91.0
382;2;3000;2007;77.0
383;2;3000;2008;74.0
384;2;3000;2009;101.0
385;2;3000;2010;109.0
386;2;3000;2011;108.0
387;2;3000;2012;133.0
388;2;3000;2013;143.0
389;2;3000;2014;130.0
390;2;4000;2002;83.0
391;2;4000;2003;84.0
392;2;4000;2004;98.0
393;2;4000;2005;107.0
394;2;4000;2006;99.0
395;2;4000;2007;93.0
396;2;4000;2008;84.0
397;2;4000;2009;85.0
398;2;4000;2010;107.0
399;2;4000;2011;91.0
400;2;4000;2012;107.0
401;2;4000;2013;108.0
402;2;4000;2014;108.0
403;2;Leeftijd: 15 tot 25 jaar;2002;64.0
404;2;Leeftijd: 15 tot 25 jaar;2003;65.0
405;2;Leeftijd: 15 tot 25 jaar;2004;75.0
406;2;Leeftijd: 15 tot 25 jaar;2005;74.0
407;2;Leeftijd: 15 tot 25 jaar;2006;61.0
408;2;Leeftijd: 15 tot 25 jaar;2007;61.0
409;2;Leeftijd: 15 tot 25 jaar;2008;58.0
410;2;Leeftijd: 15 tot 25 jaar;2009;66.0
411;2;Leeftijd: 15 tot 25 jaar;2010;72.0
412;2;Leeftijd: 15 tot 25 jaar;2011;59.0
413;2;Leeftijd: 15 tot 25 jaar;2012;70.0
414;2;Leeftijd: 15 tot 25 jaar;2013;77.0
415;2;Leeftijd: 15 tot 25 jaar;2014;67.0
416;2;Leeftijd: 25 tot 35 jaar;2002;46.0
417;2;Leeftijd: 25 tot 35 jaar;2003;52.0
418;2;Leeftijd: 25 tot 35 jaar;2004;56.0
419;2;Leeftijd: 25 tot 35 jaar;2005;60.0
420;2;Leeftijd: 25 tot 35 jaar;2006;46.0
421;2;Leeftijd: 25 tot 35 jaar;2007;32.0
422;2;Leeftijd: 25 tot 35 jaar;2008;38.0
423;2;Leeftijd: 25 tot 35 jaar;2009;50.0
424;2;Leeftijd: 25 tot 35 jaar;2010;52.0
425;2;Leeftijd: 25 tot 35 jaar;2011;56.0
426;2;Leeftijd: 25 tot 35 jaar;2012;63.0
427;2;Leeftijd: 25 tot 35 jaar;2013;69.0
428;2;Leeftijd: 25 tot 35 jaar;2014;68.0
429;2;Leeftijd: 35 tot 45 jaar;2002;35.0
430;2;Leeftijd: 35 tot 45 jaar;2003;39.0
431;2;Leeftijd: 35 tot 45 jaar;2004;41.0
432;2;Leeftijd: 35 tot 45 jaar;2005;44.0
433;2;Leeftijd: 35 tot 45 jaar;2006;43.0
434;2;Leeftijd: 35 tot 45 jaar;2007;41.0
435;2;Leeftijd: 35 tot 45 jaar;2008;29.0
436;2;Leeftijd: 35 tot 45 jaar;2009;34.0
437;2;Leeftijd: 35 tot 45 jaar;2010;48.0
438;2;Leeftijd: 35 tot 45 jaar;2011;38.0
439;2;Leeftijd: 35 tot 45 jaar;2012;45.0
440;2;Leeftijd: 35 tot 45 jaar;2013;48.0
441;2;Leeftijd: 35 tot 45 jaar;2014;45.0
442;2;Leeftijd: 45 tot 55 jaar;2002;21.0
443;2;Leeftijd: 45 tot 55 jaar;2003;19.0
444;2;Leeftijd: 45 tot 55 jaar;2004;23.0
445;2;Leeftijd: 45 tot 55 jaar;2005;23.0
446;2;Leeftijd: 45 tot 55 jaar;2006;31.0
447;2;Leeftijd: 45 tot 55 jaar;2007;23.0
448;2;Leeftijd: 45 tot 55 jaar;2008;23.0
449;2;Leeftijd: 45 tot 55 jaar;2009;28.0
450;2;Leeftijd: 45 tot 55 jaar;2010;33.0
451;2;Leeftijd: 45 tot 55 jaar;2011;33.0
452;2;Leeftijd: 45 tot 55 jaar;2012;43.0
453;2;Leeftijd: 45 tot 55 jaar;2013;41.0
454;2;Leeftijd: 45 tot 55 jaar;2014;44.0
455;2;Leeftijd: 55 tot 65 jaar;2002;2.0
456;2;Leeftijd: 55 tot 65 jaar;2003;6.0
457;2;Leeftijd: 55 tot 65 jaar;2004;8.0
458;2;Leeftijd: 55 tot 65 jaar;2005;6.0
459;2;Leeftijd: 55 tot 65 jaar;2006;9.0
460;2;Leeftijd: 55 tot 65 jaar;2007;12.0
461;2;Leeftijd: 55 tot 65 jaar;2008;10.0
462;2;Leeftijd: 55 tot 65 jaar;2009;8.0
463;2;Leeftijd: 55 tot 65 jaar;2010;11.0
464;2;Leeftijd: 55 tot 65 jaar;2011;13.0
465;2;Leeftijd: 55 tot 65 jaar;2012;20.0
466;2;Leeftijd: 55 tot 65 jaar;2013;16.0
467;2;Leeftijd: 55 tot 65 jaar;2014;15.0
468;2;6030;2002;116.0
469;2;6030;2003;129.0
470;2;6030;2004;143.0
471;2;6030;2005;147.0
472;2;6030;2006;135.0
473;2;6030;2007;122.0
474;2;6030;2008;107.0
475;2;6030;2009;128.0
476;2;6030;2010;146.0
477;2;6030;2011;131.0
478;2;6030;2012;165.0
479;2;6030;2013;175.0
480;2;6030;2014;174.0
481;2;1102;2002;18.0
482;2;1102;2003;19.0
483;2;1102;2004;24.0
484;2;1102;2005;24.0
485;2;1102;2006;20.0
486;2;1102;2007;17.0
487;2;1102;2008;20.0
488;2;1102;2009;24.0
489;2;1102;2010;25.0
490;2;1102;2011;23.0
491;2;1102;2012;26.0
492;2;1102;2013;29.0
493;2;1102;2014;22.0
494;2;1101;2002;34.0
495;2;1101;2003;34.0
496;2;1101;2004;35.0
497;2;1101;2005;36.0
498;2;1101;2006;35.0
499;2;1101;2007;30.0
500;2;1101;2008;32.0
501;2;1101;2009;34.0
502;2;1101;2010;45.0
503;2;1101;2011;45.0
504;2;1101;2012;48.0
505;2;1101;2013;48.0
506;2;1101;2014;42.0
507;2;9999;2002;
508;2;9999;2003;
509;2;9999;2004;
510;2;9999;2005;
511;2;9999;2006;
512;2;9999;2007;
513;2;9999;2008;
514;2;9999;2009;
515;2;9999;2010;
516;2;9999;2011;
517;2;9999;2012;
518;2;9999;2013;
519;2;9999;2014;
520;2;Opleidingsniveau: lager onderwijs;2002;61.0
521;2;Opleidingsniveau: lager onderwijs;2003;67.0
522;2;Opleidingsniveau: lager onderwijs;2004;69.0
523;2;Opleidingsniveau: lager onderwijs;2005;72.0
524;2;Opleidingsniveau: lager onderwijs;2006;66.0
525;2;Opleidingsniveau: lager onderwijs;2007;62.0
526;2;Opleidingsniveau: lager onderwijs;2008;56.0
527;2;Opleidingsniveau: lager onderwijs;2009;60.0
528;2;Opleidingsniveau: lager onderwijs;2010;75.0
529;2;Opleidingsniveau: lager onderwijs;2011;63.0
530;2;Opleidingsniveau: lager onderwijs;2012;72.0
531;2;Opleidingsniveau: lager onderwijs;2013;69.0
532;2;Opleidingsniveau: lager onderwijs;2014;66.0
533;2;Opleidingsniveau: middelbaar onderwijs;2002;71.0
534;2;Opleidingsniveau: middelbaar onderwijs;2003;72.0
535;2;Opleidingsniveau: middelbaar onderwijs;2004;83.0
536;2;Opleidingsniveau: middelbaar onderwijs;2005;91.0
537;2;Opleidingsniveau: middelbaar onderwijs;2006;84.0
538;2;Opleidingsniveau: middelbaar onderwijs;2007;70.0
539;2;Opleidingsniveau: middelbaar onderwijs;2008;65.0
540;2;Opleidingsniveau: middelbaar onderwijs;2009;81.0
541;2;Opleidingsniveau: middelbaar onderwijs;2010;90.0
542;2;Opleidingsniveau: middelbaar onderwijs;2011;83.0
543;2;Opleidingsniveau: middelbaar onderwijs;2012;102.0
544;2;Opleidingsniveau: middelbaar onderwijs;2013;117.0
545;2;Opleidingsniveau: middelbaar onderwijs;2014;104.0
546;2;Opleidingsniveau: hoger onderwijs;2002;36.0
547;2;Opleidingsniveau: hoger onderwijs;2003;43.0
548;2;Opleidingsniveau: hoger onderwijs;2004;48.0
549;2;Opleidingsniveau: hoger onderwijs;2005;43.0
550;2;Opleidingsniveau: hoger onderwijs;2006;39.0
551;2;Opleidingsniveau: hoger onderwijs;2007;36.0
552;2;Opleidingsniveau: hoger onderwijs;2008;37.0
553;2;Opleidingsniveau: hoger onderwijs;2009;45.0
554;2;Opleidingsniveau: hoger onderwijs;2010;50.0
555;2;Opleidingsniveau: hoger onderwijs;2011;53.0
556;2;Opleidingsniveau: hoger onderwijs;2012;64.0
557;2;Opleidingsniveau: hoger onderwijs;2013;63.0
558;2;Opleidingsniveau: hoger onderwijs;2014;65.0
559;2;Opleidingsniveau: onbekend;2002;
560;2;Opleidingsniveau: onbekend;2003;
561;2;Opleidingsniveau: onbekend;2004;3.0
562;2;Opleidingsniveau: onbekend;2005;
563;2;Opleidingsniveau: onbekend;2006;
564;2;Opleidingsniveau: onbekend;2007;
565;2;Opleidingsniveau: onbekend;2008;
566;2;Opleidingsniveau: onbekend;2009;
567;2;Opleidingsniveau: onbekend;2010;
568;2;Opleidingsniveau: onbekend;2011;
569;2;Opleidingsniveau: onbekend;2012;2.0
570;2;Opleidingsniveau: onbekend;2013;3.0
571;2;Opleidingsniveau: onbekend;2014;4.0
572;2;Werkloosheidsduur: 0 tot 6 maanden;2002;103.0
573;2;Werkloosheidsduur: 0 tot 6 maanden;2003;101.0
574;2;Werkloosheidsduur: 0 tot 6 maanden;2004;103.0
575;2;Werkloosheidsduur: 0 tot 6 maanden;2005;102.0
576;2;Werkloosheidsduur: 0 tot 6 maanden;2006;96.0
577;2;Werkloosheidsduur: 0 tot 6 maanden;2007;82.0
578;2;Werkloosheidsduur: 0 tot 6 maanden;2008;86.0
579;2;Werkloosheidsduur: 0 tot 6 maanden;2009;117.0
580;2;Werkloosheidsduur: 0 tot 6 maanden;2010;121.0
581;2;Werkloosheidsduur: 0 tot 6 maanden;2011;103.0
