ID;BrandstofsoortVoertuigen;GewichtBedrijfsklaarVoertuig;LeeftijdVoertuig;Perioden;KilometersNederlandseBestelautoS_1;GemiddeldJaarkilometrage_2;NederlandseBestelautoSInGebruik_3
0;Totaal;Totaal;Totaal;2018;17961.2;18249.0;984253.0
1;Totaal;Totaal;Totaal;2019;18438.8;18215.0;1012266.0
2;Totaal;Totaal;Totaal;2020;17904.7;17523.0;1021808.0
3;Totaal;Totaal;Totaal;2021;18635.9;17779.0;1048211.0
4;Totaal;Totaal;Totaal;2022;18940.9;17783.0;1065091.0
5;Totaal;Totaal;Totaal;2023;19101.9;17470.0;1093426.0
6;Totaal;Totaal;0 jaar;2018;1203.1;15467.0;77783.0
7;Totaal;Totaal;0 jaar;2019;1204.9;16152.0;74598.0
8;Totaal;Totaal;0 jaar;2020;915.5;15331.0;59713.0
9;Totaal;Totaal;0 jaar;2021;1005.0;15147.0;66347.0
10;Totaal;Totaal;0 jaar;2022;768.5;13511.0;56883.0
11;Totaal;Totaal;0 jaar;2023;907.2;13493.0;67232.0
12;Totaal;Totaal;1 jaar;2018;2073.5;27548.0;75268.0
13;Totaal;Totaal;1 jaar;2019;2293.8;28513.0;80447.0
14;Totaal;Totaal;1 jaar;2020;2099.1;26966.0;77843.0
15;Totaal;Totaal;1 jaar;2021;1668.4;26877.0;62075.0
16;Totaal;Totaal;1 jaar;2022;1830.2;26264.0;69686.0
17;Totaal;Totaal;1 jaar;2023;1599.7;26588.0;60167.0
18;Totaal;Totaal;2 jaar;2018;1969.6;26860.0;73330.0
19;Totaal;Totaal;2 jaar;2019;2026.1;26421.0;76684.0
20;Totaal;Totaal;2 jaar;2020;2036.2;24827.0;82014.0
21;Totaal;Totaal;2 jaar;2021;2048.2;25441.0;80507.0
22;Totaal;Totaal;2 jaar;2022;1642.1;25736.0;63806.0
23;Totaal;Totaal;2 jaar;2023;1823.2;25421.0;71721.0
24;Totaal;Totaal;3 jaar;2018;1553.7;25279.0;61462.0
25;Totaal;Totaal;3 jaar;2019;1846.9;24808.0;74446.0
26;Totaal;Totaal;3 jaar;2020;1839.0;23672.0;77688.0
27;Totaal;Totaal;3 jaar;2021;2020.6;24064.0;83965.0
28;Totaal;Totaal;3 jaar;2022;2005.5;24365.0;82312.0
29;Totaal;Totaal;3 jaar;2023;1570.6;24093.0;65191.0
30;Totaal;Totaal;4 jaar;2018;1272.4;23000.0;55322.0
31;Totaal;Totaal;4 jaar;2019;1403.0;22489.0;62388.0
32;Totaal;Totaal;4 jaar;2020;1634.9;21836.0;74873.0
33;Totaal;Totaal;4 jaar;2021;1761.6;22181.0;79419.0
34;Totaal;Totaal;4 jaar;2022;1914.8;22379.0;85559.0
35;Totaal;Totaal;4 jaar;2023;1852.7;22150.0;83643.0
36;Totaal;Totaal;5 jaar;2018;1118.7;21278.0;52578.0
37;Totaal;Totaal;5 jaar;2019;1139.5;20607.0;55300.0
38;Totaal;Totaal;5 jaar;2020;1228.5;19879.0;61800.0
39;Totaal;Totaal;5 jaar;2021;1555.2;20551.0;75678.0
40;Totaal;Totaal;5 jaar;2022;1654.4;20681.0;79995.0
41;Totaal;Totaal;5 jaar;2023;1755.0;20386.0;86092.0
42;Totaal;Totaal;6 jaar;2018;1102.2;19882.0;55439.0
43;Totaal;Totaal;6 jaar;2019;1001.0;19451.0;51462.0
44;Totaal;Totaal;6 jaar;2020;1014.3;18853.0;53800.0
45;Totaal;Totaal;6 jaar;2021;1183.1;19412.0;60947.0
46;Totaal;Totaal;6 jaar;2022;1459.0;19564.0;74574.0
47;Totaal;Totaal;6 jaar;2023;1507.2;19091.0;78946.0
48;Totaal;Totaal;7 jaar;2018;1072.3;19070.0;56230.0
49;Totaal;Totaal;7 jaar;2019;993.3;18511.0;53657.0
50;Totaal;Totaal;7 jaar;2020;890.3;17925.0;49667.0
51;Totaal;Totaal;7 jaar;2021;966.8;18425.0;52472.0
52;Totaal;Totaal;7 jaar;2022;1114.9;18778.0;59375.0
53;Totaal;Totaal;7 jaar;2023;1341.6;18474.0;72623.0
54;Totaal;Totaal;8 jaar;2018;808.4;17949.0;45037.0
55;Totaal;Totaal;8 jaar;2019;961.6;17698.0;54333.0
56;Totaal;Totaal;8 jaar;2020;871.3;16992.0;51278.0
57;Totaal;Totaal;8 jaar;2021;837.5;17432.0;48043.0
58;Totaal;Totaal;8 jaar;2022;903.7;17752.0;50908.0
59;Totaal;Totaal;8 jaar;2023;1012.9;17656.0;57370.0
60;Totaal;Totaal;9 jaar;2018;707.8;16824.0;42070.0
61;Totaal;Totaal;9 jaar;2019;716.2;16576.0;43207.0
62;Totaal;Totaal;9 jaar;2020;835.0;16170.0;51637.0
63;Totaal;Totaal;9 jaar;2021;805.8;16382.0;49189.0
64;Totaal;Totaal;9 jaar;2022;763.4;16584.0;46034.0
65;Totaal;Totaal;9 jaar;2023;815.3;16660.0;48935.0
66;Totaal;Totaal;10 jaar;2018;1010.1;16113.0;62692.0
67;Totaal;Totaal;10 jaar;2019;625.0;15620.0;40010.0
68;Totaal;Totaal;10 jaar;2020;617.5;15143.0;40778.0
69;Totaal;Totaal;10 jaar;2021;768.7;15636.0;49159.0
70;Totaal;Totaal;10 jaar;2022;732.0;15701.0;46621.0
71;Totaal;Totaal;10 jaar;2023;684.9;15598.0;43912.0
72;Totaal;Totaal;11 jaar;2018;829.9;15472.0;53640.0
73;Totaal;Totaal;11 jaar;2019;883.3;15045.0;58707.0
74;Totaal;Totaal;11 jaar;2020;531.4;14209.0;37399.0
75;Totaal;Totaal;11 jaar;2021;570.7;14814.0;38520.0
76;Totaal;Totaal;11 jaar;2022;694.3;15022.0;46220.0
77;Totaal;Totaal;11 jaar;2023;646.4;14718.0;43921.0
78;Totaal;Totaal;12 jaar;2018;547.7;14703.0;37249.0
79;Totaal;Totaal;12 jaar;2019;718.2;14457.0;49674.0
80;Totaal;Totaal;12 jaar;2020;751.7;13854.0;54259.0
81;Totaal;Totaal;12 jaar;2021;490.7;13987.0;35082.0
82;Totaal;Totaal;12 jaar;2022;516.3;14295.0;36115.0
83;Totaal;Totaal;12 jaar;2023;617.5;14259.0;43303.0
84;Totaal;Totaal;13 jaar;2018;489.6;14138.0;34629.0
85;Totaal;Totaal;13 jaar;2019;467.8;13703.0;34136.0
86;Totaal;Totaal;13 jaar;2020;600.7;13307.0;45140.0
87;Totaal;Totaal;13 jaar;2021;686.8;13685.0;50188.0
88;Totaal;Totaal;13 jaar;2022;440.7;13559.0;32500.0
89;Totaal;Totaal;13 jaar;2023;456.6;13623.0;33513.0
90;Totaal;Totaal;14 jaar;2018;585.6;13793.0;42458.0
91;Totaal;Totaal;14 jaar;2019;413.6;13280.0;31146.0
92;Totaal;Totaal;14 jaar;2020;388.9;12705.0;30611.0
93;Totaal;Totaal;14 jaar;2021;544.3;13237.0;41120.0
94;Totaal;Totaal;14 jaar;2022;604.3;13222.0;45704.0
95;Totaal;Totaal;14 jaar;2023;387.0;12932.0;29923.0
96;Totaal;Totaal;15 jaar;2018;408.5;12796.0;31922.0
97;Totaal;Totaal;15 jaar;2019;488.4;12925.0;37788.0
98;Totaal;Totaal;15 jaar;2020;337.1;12249.0;27519.0
99;Totaal;Totaal;15 jaar;2021;346.6;12639.0;27419.0
100;Totaal;Totaal;15 jaar;2022;476.3;12848.0;37067.0
101;Totaal;Totaal;15 jaar;2023;524.5;12689.0;41338.0
102;Totaal;Totaal;16 jaar;2018;327.7;12150.0;26971.0
103;Totaal;Totaal;16 jaar;2019;332.3;11998.0;27695.0
104;Totaal;Totaal;16 jaar;2020;392.2;11909.0;32932.0
105;Totaal;Totaal;16 jaar;2021;297.4;12226.0;24328.0
106;Totaal;Totaal;16 jaar;2022;298.6;12259.0;24360.0
107;Totaal;Totaal;16 jaar;2023;411.8;12386.0;33244.0
108;Totaal;Totaal;17 jaar;2018;247.0;11539.0;21404.0
109;Totaal;Totaal;17 jaar;2019;257.2;11273.0;22815.0
110;Totaal;Totaal;17 jaar;2020;252.6;10737.0;23524.0
111;Totaal;Totaal;17 jaar;2021;324.1;11428.0;28363.0
112;Totaal;Totaal;17 jaar;2022;250.7;11786.0;21270.0
113;Totaal;Totaal;17 jaar;2023;252.6;11767.0;21469.0
114;Totaal;Totaal;18 jaar;2018;194.8;10821.0;18003.0
115;Totaal;Totaal;18 jaar;2019;187.2;10698.0;17500.0
116;Totaal;Totaal;18 jaar;2020;188.1;10002.0;18806.0
117;Totaal;Totaal;18 jaar;2021;202.7;10354.0;19576.0
118;Totaal;Totaal;18 jaar;2022;263.3;11032.0;23871.0
119;Totaal;Totaal;18 jaar;2023;208.7;11289.0;18487.0
120;Totaal;Totaal;19 jaar;2018;146.6;10274.0;14266.0
121;Totaal;Totaal;19 jaar;2019;142.6;9968.0;14307.0
122;Totaal;Totaal;19 jaar;2020;132.1;9361.0;14107.0
123;Totaal;Totaal;19 jaar;2021;151.9;9919.0;15313.0
124;Totaal;Totaal;19 jaar;2022;158.7;9836.0;16137.0
125;Totaal;Totaal;19 jaar;2023;212.4;10488.0;20254.0
126;Totaal;Totaal;20 jaar;2018;94.0;9450.0;9946.0
127;Totaal;Totaal;20 jaar;2019;102.1;9225.0;11072.0
128;Totaal;Totaal;20 jaar;2020;97.5;8646.0;11275.0
129;Totaal;Totaal;20 jaar;2021;103.3;9232.0;11188.0
130;Totaal;Totaal;20 jaar;2022;118.6;9516.0;12469.0
131;Totaal;Totaal;20 jaar;2023;127.4;9491.0;13421.0
132;Totaal;Totaal;21 jaar of ouder;2018;198.0;5418.0;36554.0
133;Totaal;Totaal;21 jaar of ouder;2019;234.9;5745.0;40894.0
134;Totaal;Totaal;21 jaar of ouder;2020;251.0;5559.0;45145.0
135;Totaal;Totaal;21 jaar of ouder;2021;296.6;6015.0;49313.0
136;Totaal;Totaal;21 jaar of ouder;2022;330.4;6162.0;53625.0
137;Totaal;Totaal;21 jaar of ouder;2023;386.6;6584.0;58721.0
138;Totaal;<=1305 kg;Totaal;2018;1223.8;12067.0;101414.0
139;Totaal;<=1305 kg;Totaal;2019;1039.6;11513.0;90302.0
140;Totaal;<=1305 kg;Totaal;2020;841.7;10560.0;79711.0
141;Totaal;<=1305 kg;Totaal;2021;746.0;10610.0;70311.0
142;Totaal;<=1305 kg;Totaal;2022;646.8;10330.0;62613.0
143;Totaal;<=1305 kg;Totaal;2023;558.8;9846.0;56749.0
144;Totaal;<=1305 kg;0 jaar;2018;15.8;11247.0;1407.0
145;Totaal;<=1305 kg;0 jaar;2019;8.7;10158.0;856.0
146;Totaal;<=1305 kg;0 jaar;2020;2.7;8206.0;330.0
147;Totaal;<=1305 kg;0 jaar;2021;3.4;7187.0;477.0
