ID;LeisureAccommodation;Periods;AllCountries_1;Netherlands_2;TotalForeignCountries_3;EuropeExcludingTheNetherlands_4;Germany_5;Belgium_6;UnitedKingdom_7;France_8;Switzerland_9;Italy_10;Spain_11;Denmark_12;Sweden_13;OtherCountriesEuroZone_14;OtherEuropeanCountries_15;America_16;Asia_17;AustraliaAndOceania_18;Africa_19;AllCountries_20;Netherlands_21;TotalForeignCountries_22;EuropeExcludingTheNetherlands_23;Germany_24;Belgium_25;UnitedKingdom_26;France_27;Switzerland_28;Italy_29;Spain_30;Denmark_31;Sweden_32;OtherCountriesEuroZone_33;OtherEuropeanCountries_34;America_35;Asia_36;AustraliaAndOceania_37;Africa_38
550;Holiday parks;2008 October;686.2;519.1;167.0;165.9;120.6;34.9;4.9;1.7;;;;;;;1.1;;;;;3142.4;2290.7;851.7;845.7;652.6;142.8;24.4;7.5;;;;;;;4.5;;;;
551;Holiday parks;2008 November;410.6;344.8;65.9;65.6;27.7;31.9;;2.3;;;;;;1.2;;;;;;1713.6;1430.1;283.4;281.8;137.7;114.6;;9.8;;;;;;6.8;;;;;
552;Holiday parks;2008 December;406.8;365.4;41.3;41.1;22.9;14.0;;;;;;;;;1.1;;;;;1807.9;1609.9;198.0;196.3;117.6;57.1;;;;;;;;;5.3;;;;
553;Holiday parks;2008 4th Quarter;1503.6;1229.4;274.2;272.6;171.2;80.8;6.6;5.0;1.3;;;1.3;;2.4;3.0;;;;;6663.9;5330.7;1333.2;1323.8;907.9;314.5;34.2;22.1;6.7;;;5.7;;13.4;13.7;;;;
554;Holiday parks;2008 Total;5997.4;4715.5;1281.9;1269.9;810.7;323.0;52.0;37.1;5.5;2.7;2.8;7.2;2.2;15.1;11.6;4.6;4.4;;2.0;29174.4;22445.0;6729.4;6651.6;4548.9;1349.3;304.6;172.9;32.8;12.5;15.5;38.5;11.0;92.5;73.1;28.0;30.5;;13.5
555;Holiday parks;2009 January;345.4;277.7;67.8;67.1;45.4;16.9;1.8;1.3;;;;;;;;;;;;1465.8;1162.2;303.6;300.9;212.9;63.8;9.6;5.9;;;;;;;;;;;
556;Holiday parks;2009 February;427.9;365.8;62.1;61.9;28.9;23.0;1.6;6.2;;;;;;;;;;;;1783.8;1530.3;253.5;251.9;123.8;86.2;8.8;22.9;;;;;;;;;;;
557;Holiday parks;2009 March;403.3;342.5;60.8;60.6;33.9;19.6;;4.8;;;;;;;;;;;;1554.2;1292.4;261.7;260.1;153.7;68.6;;21.7;;;;;;;;;;;
558;Holiday parks;2009 1st Quarter;1176.6;986.0;190.6;189.5;108.2;59.5;4.1;12.4;;;;;;1.8;1.3;;;;;4803.8;3984.9;818.9;813.0;490.4;218.5;24.1;50.5;;;;;;11.0;7.9;;;;
559;Holiday parks;2009 April;542.0;357.1;184.9;184.0;104.8;52.7;8.3;10.4;;;;;;2.0;3.1;;;;;2405.2;1525.2;880.0;875.1;540.9;210.8;41.1;46.1;;;;;;10.1;13.4;;;;
560;Holiday parks;2009 May;641.6;531.2;110.4;109.7;65.6;31.1;6.0;2.7;;;;;;2.7;;;;;;2859.3;2360.6;498.7;494.5;322.6;110.5;30.0;11.3;;;;;;10.9;;;;;
561;Holiday parks;2009 June;543.0;421.5;121.4;120.5;92.2;21.3;1.9;1.0;;;;;;1.5;1.4;;;;;2535.2;1900.6;634.6;627.7;493.4;81.5;12.7;5.2;;;;;;12.0;14.8;;;;
562;Holiday parks;2009 2nd Quarter;1726.5;1309.8;416.7;414.3;262.6;105.1;16.2;14.1;1.4;;;1.5;;6.2;5.4;1.3;;;;7799.7;5786.4;2013.3;1997.4;1356.9;402.9;83.8;62.6;8.8;;;7.3;;32.9;32.9;8.6;;;
563;Holiday parks;2009 July;566.1;409.9;156.2;154.3;103.8;37.4;2.7;1.4;1.3;;1.0;2.2;;2.4;1.6;;;;;3616.7;2552.4;1064.3;1049.7;767.9;192.3;19.1;8.3;11.2;;4.2;13.8;;16.8;13.1;;;;
564;Holiday parks;2009 August;620.0;489.3;130.7;127.9;76.0;37.5;6.1;2.3;;;;;;2.6;;;1.7;;;3918.2;3073.5;844.6;825.3;540.3;187.2;41.7;13.8;;;;;;18.1;;;12.1;;
565;Holiday parks;2009 September;506.5;412.1;94.4;93.7;69.6;17.1;1.9;;;;;;;2.6;;;;;;2375.1;1876.7;498.5;493.4;384.2;67.8;12.6;;;;;;;13.5;;;;;
566;Holiday parks;2009 3rd Quarter;1692.5;1311.2;381.3;375.9;249.4;92.0;10.7;4.3;2.3;1.2;2.0;3.0;;7.6;3.2;1.3;2.9;;;9910.0;7502.6;2407.4;2368.5;1692.4;447.2;73.5;25.1;18.1;6.3;10.5;17.7;;48.5;27.4;9.5;21.0;;
567;Holiday parks;2009 October;637.6;483.2;154.4;153.7;116.6;26.2;3.6;3.0;;;;;;1.5;;;;;;2889.2;2108.5;780.6;776.4;623.0;98.6;18.2;12.6;;;;;;8.4;;;;;
568;Holiday parks;2009 November;465.1;375.2;89.9;89.5;27.1;56.3;;1.9;;;;;;1.6;1.1;;;;;1850.8;1465.6;385.1;383.5;130.9;223.0;;8.7;;;;;;7.1;6.3;;;;
569;Holiday parks;2009 December;420.5;363.3;57.2;56.8;30.1;22.9;;1.3;;;;;;;;;;;;1797.7;1577.9;219.7;217.6;116.8;82.0;;6.0;;;;;;;;;;;
570;Holiday parks;2009 4th Quarter;1523.2;1221.7;301.4;299.9;173.8;105.3;5.3;6.2;1.3;;;1.0;;3.8;2.3;;;;;6537.6;5152.1;1385.5;1377.5;870.6;403.6;26.6;27.3;7.8;;;4.1;;18.8;14.4;;;;
571;Holiday parks;2009 Total;6118.8;4828.8;1290.1;1279.6;794.1;361.9;36.3;37.1;5.4;2.7;3.3;6.3;1.1;19.3;12.2;4.3;4.0;;1.5;29051.1;22426.1;6625.0;6556.4;4410.4;1472.2;208.0;165.5;37.0;13.1;17.1;32.6;6.6;111.3;82.6;26.3;28.3;;9.6
572;Holiday parks;2010 January;318.1;251.6;66.6;66.2;46.4;16.4;;1.3;;;;;;;;;;;;1378.4;1064.0;314.4;312.0;221.9;70.7;;7.0;;;;;;;;;;;
573;Holiday parks;2010 February;410.6;342.8;67.8;67.5;31.2;23.3;2.1;8.9;;;;;;;;;;;;1695.7;1403.0;292.7;291.3;141.9;88.7;10.3;39.8;;;;;;;;;;;
574;Holiday parks;2010 March;391.1;312.8;78.3;77.9;56.4;15.5;;2.6;;;;;;1.0;;;;;;1528.8;1163.8;364.9;362.6;276.1;53.9;;12.4;;;;;;6.3;;;;;
575;Holiday parks;2010 1st Quarter;1119.8;907.2;212.7;211.6;134.0;55.1;3.5;12.8;;;;;;2.5;1.8;;;;;4602.8;3630.8;972.0;966.0;639.9;213.3;18.3;59.2;;;;;;13.7;11.7;;;;
576;Holiday parks;2010 April;579.0;378.0;201.0;200.2;102.8;68.7;9.1;13.7;;;;;;2.6;1.2;;;;;2342.5;1438.2;904.2;900.0;492.3;273.9;42.4;62.8;;;;;;12.2;6.0;;;;
577;Holiday parks;2010 May;669.1;561.0;108.2;107.5;71.2;26.3;4.3;2.0;;;;;;1.6;1.0;;;;;3013.5;2532.7;480.7;476.7;329.3;99.9;17.5;9.5;;;;;;8.8;6.0;;;;
578;Holiday parks;2010 June;459.0;350.6;108.4;107.3;81.0;16.7;5.3;;;;;;;1.1;1.1;;;;;2215.8;1636.5;579.3;571.2;447.2;67.2;28.8;;;;;;;7.4;8.5;;;;
579;Holiday parks;2010 2nd Quarter;1707.1;1289.5;417.6;415.1;255.0;111.6;18.7;16.6;1.7;;;1.2;;5.4;3.3;1.3;;;;7571.7;5607.4;1964.3;1948.0;1268.8;441.0;88.8;76.6;8.7;;;5.8;;28.5;20.5;7.8;;;
580;Holiday parks;2010 July;553.9;402.0;151.9;149.3;97.7;38.8;2.4;1.7;1.4;;;2.0;;2.5;1.6;;1.3;;;3547.6;2558.4;989.2;968.3;685.2;196.2;15.6;9.6;11.4;;;13.2;;19.8;10.8;;11.3;;
581;Holiday parks;2010 August;611.4;454.6;156.8;153.6;97.1;39.5;7.4;3.4;;;;;;2.3;1.4;;2.1;;;3819.6;2802.6;1017.0;994.6;691.1;193.0;48.0;19.4;;;;;;16.4;10.1;;14.4;;
582;Holiday parks;2010 September;464.6;372.9;91.7;90.7;66.4;16.3;2.5;;;;;;;1.8;2.2;;;;;2324.3;1804.7;519.6;513.7;400.5;67.5;17.8;;;;;;;10.8;7.7;;;;
583;Holiday parks;2010 3rd Quarter;1629.9;1229.5;400.4;393.6;261.2;94.5;12.3;5.7;2.5;;1.7;2.7;;6.7;5.2;1.4;3.7;;1.3;9691.6;7165.8;2525.8;2476.5;1776.9;456.7;81.3;32.0;19.3;;10.3;17.0;;47.1;28.6;10.8;28.0;;7.9
584;Holiday parks;2010 October;612.5;465.9;146.6;145.8;115.0;19.8;3.0;3.9;;;;;;;1.3;;;;;2741.5;1992.0;749.5;744.7;621.0;72.6;14.8;16.2;;;;;;;4.5;;;;
585;Holiday parks;2010 November;458.6;358.1;100.5;100.0;33.4;60.1;;3.3;;;;;;;;;;;;1828.2;1410.7;417.5;415.2;146.9;237.1;;14.1;;;;;;;;;;;
586;Holiday parks;2010 December;378.9;333.2;45.7;45.3;22.5;17.9;;2.0;;;;;;1.2;;;;;;1558.4;1370.2;188.2;185.8;96.7;65.0;;8.5;;;;;;6.5;;;;;
587;Holiday parks;2010 4th Quarter;1450.0;1157.2;292.8;291.1;170.9;97.8;4.5;9.2;1.2;;;;;2.9;2.6;;;;;6128.1;4772.9;1355.2;1345.7;864.7;374.7;23.6;38.7;6.8;;;;;16.6;11.8;;;;
588;Holiday parks;2010 Total;5906.9;4583.5;1323.4;1311.5;821.1;359.1;39.0;44.2;5.8;2.1;3.7;5.1;;17.5;13.0;4.0;5.2;;2.0;27994.3;21176.9;6817.3;6736.2;4550.2;1485.8;211.9;206.4;36.8;12.5;20.3;28.8;;105.9;72.7;26.3;37.4;;11.8
589;Holiday parks;2011 January;362.3;286.8;75.5;75.1;45.0;26.2;;1.1;;;;;;1.0;;;;;;1468.3;1126.7;341.6;339.2;210.0;107.3;;5.8;;;;;;6.9;;;;;
590;Holiday parks;2011 February;357.8;310.1;47.7;47.5;22.7;16.7;1.8;4.4;;;;;;;;;;;;1441.3;1239.0;202.3;201.0;103.7;60.1;8.6;19.6;;;;;;;;;;;
591;Holiday parks;2011 March;412.5;338.4;74.1;73.9;38.1;28.9;;3.6;;;;;;1.4;;;;;;1688.2;1374.1;314.1;312.7;169.2;108.5;;16.2;;;;;;8.0;;;;;
592;Holiday parks;2011 1st Quarter;1132.6;935.3;197.3;196.5;105.8;71.8;3.5;9.1;;;;;;3.2;;;;;;4597.8;3739.9;857.9;852.9;482.8;275.9;17.2;41.7;;;;;;18.7;;;;;
593;Holiday parks;2011 April;630.1;401.6;228.5;227.7;126.8;74.4;9.5;8.6;;;;;;3.5;1.9;;;;;2711.1;1594.8;1116.3;1111.3;668.3;312.9;47.4;37.4;;;;;;21.2;8.4;;;;
594;Holiday parks;2011 May;605.8;513.5;92.3;91.5;58.2;24.7;3.4;1.8;;;;;;1.8;;;;;;2556.5;2137.8;418.8;414.5;278.1;86.8;16.3;9.1;;;;;;13.2;;;;;
595;Holiday parks;2011 June;562.6;412.0;150.6;149.4;110.5;27.1;5.2;1.2;;;;;;2.8;;;;;;2707.8;1941.4;766.4;757.8;573.0;112.0;27.9;5.7;;;;;;20.6;;;;;
596;Holiday parks;2011 2nd Quarter;1798.5;1327.2;471.3;468.6;295.6;126.3;18.1;11.7;1.7;;1.1;1.1;;8.1;3.7;1.3;;;;7975.5;5674.0;2301.4;2283.6;1519.4;511.7;91.6;52.2;10.6;;6.5;5.8;;55.0;23.9;7.8;;;
597;Holiday parks;2011 July;554.2;404.6;149.7;147.0;95.1;39.8;2.2;1.1;1.5;;;2.6;;2.3;1.4;;1.2;;;3305.9;2373.2;932.7;912.2;636.9;192.3;14.7;6.4;12.0;;;16.3;;16.4;10.7;;10.8;;
598;Holiday parks;2011 August;626.0;457.7;168.3;165.5;105.2;43.6;6.3;2.9;1.3;;;;;2.2;1.9;;1.6;;;3741.6;2660.8;1080.8;1063.2;756.7;196.9;41.1;15.9;10.6;;;;;14.2;13.7;;9.1;;
599;Holiday parks;2011 September;535.3;408.7;126.6;125.7;94.6;22.9;3.0;1.0;;;;;;2.5;;;;;;2639.0;1930.1;709.0;702.1;561.0;92.5;18.9;5.1;;;;;;14.1;;;;;
600;Holiday parks;2011 3rd Quarter;1715.5;1270.9;444.6;438.1;295.0;106.3;11.5;5.1;3.1;;1.5;3.5;;7.0;3.9;1.7;3.2;;1.1;9686.5;6964.0;2722.5;2677.4;1954.6;481.6;74.6;27.4;24.7;;9.5;22.3;;44.8;28.7;11.0;22.7;;7.2
601;Holiday parks;2011 October;673.9;501.0;172.9;172.0;123.7;37.7;2.6;4.9;;;;;;;;;;;;2864.7;2095.9;768.8;763.5;591.4;120.6;12.9;19.8;;;;;;;;;;;
602;Holiday parks;2011 November;441.1;332.5;108.6;108.3;43.9;60.1;;1.5;;;;;;;;;;;;1809.8;1323.9;485.9;484.3;219.7;244.1;;5.6;;;;;;;;;;;
603;Group accommodation;2000 January;25.1;24.7;;;;;;;;;;;;;;;;;;58.9;57.3;;;;;;;;;;;;;;;;;
604;Group accommodation;2000 February;23.2;22.2;1.0;1.0;;;;;;;;;;;;;;;;59.3;57.5;1.8;1.7;;;;;;;;;;;;;;;
605;Group accommodation;2000 March;40.4;39.0;1.4;1.4;1.2;;;;;;;;;;;;;;;97.5;91.5;6.0;5.6;5.3;;;;;;;;;;;;;;
606;Group accommodation;2000 1st Quarter;88.8;85.9;2.9;2.9;1.7;;;;;;;;;;;;;;;215.7;206.4;9.3;8.8;6.4;;;;;;;;;;;;;;
607;Group accommodation;2000 April;109.8;100.4;9.5;9.2;4.9;1.7;;;;;;;;;1.2;;;;;305.1;262.5;42.7;42.2;27.4;5.0;;;;;;;;;5.9;;;;
608;Group accommodation;2000 May;174.0;162.8;11.2;11.2;6.6;2.3;2.0;;;;;;;;;;;;;470.2;428.8;41.4;41.4;28.6;5.4;6.1;;;;;;;;;;;;
609;Group accommodation;2000 June;226.9;213.7;13.1;13.1;10.8;;;;;;;;;;;;;;;595.5;543.6;51.8;51.8;44.6;;;;;;;;;;;;;;
610;Group accommodation;2000 2nd Quarter;510.7;476.9;33.8;33.6;22.3;4.9;3.0;1.3;;;;;;;1.6;;;;;1370.8;1234.9;135.9;135.4;100.7;13.0;9.2;3.0;;;;;;;8.0;;;;
611;Group accommodation;2000 July;127.9;111.7;16.2;16.0;13.2;1.3;;;;;;;;;;;;;;658.1;471.4;186.7;185.5;170.9;5.7;;;;;;;;;;;;;
612;Group accommodation;2000 August;129.4;115.8;13.6;13.5;9.8;2.3;;;;;;;;;1.1;;;;;565.9;445.0;120.9;118.4;96.2;14.2;;;;;;;;;6.6;;;;
613;Group accommodation;2000 September;180.4;173.7;6.7;6.6;6.2;;;;;;;;;;;;;;;441.2;410.4;30.8;30.6;25.3;;;;;;;;;;;;;;
614;Group accommodation;2000 3rd Quarter;437.7;401.3;36.5;36.1;29.3;3.7;;;;;;;;;1.4;;;;;1665.2;1326.9;338.3;334.5;292.3;23.8;;;;;;;;;10.7;;;;
615;Group accommodation;2000 October;99.5;93.9;5.7;5.7;4.2;1.0;;;;;;;;;;;;;;259.8;235.1;24.7;24.7;20.8;2.1;;;;;;;;;;;;;
616;Group accommodation;2000 November;45.9;42.8;3.2;3.2;1.0;;;;;;;;;;1.9;;;;;101.2;93.3;7.9;7.9;3.5;;;;;;;;;;3.2;;;;
617;Group accommodation;2000 December;32.7;31.4;1.3;1.3;;;;;;;;;;;;;;;;98.4;84.6;13.8;13.3;;;;;;;;;;;;;;;
618;Group accommodation;2000 4th Quarter;178.2;168.0;10.1;10.1;6.0;1.4;;;;;;;;;2.2;;;;;459.5;413.0;46.5;45.9;32.6;3.6;;;;;;;;;8.1;;;;
619;Group accommodation;2000 Total;1215.4;1132.1;83.3;82.6;59.3;11.0;3.8;1.5;;;;;;;5.4;;;;;3711.1;3181.1;530.0;524.6;432.0;42.1;12.1;3.4;;;;;;;27.2;;;;
620;Group accommodation;2001 January;26.4;25.8;;;;;;;;;;;;;;;;;;56.1;54.0;;;;;;;;;;;;;;;;;
621;Group accommodation;2001 February;31.6;31.1;;;;;;;;;;;;;;;;;;68.8;67.6;;;;;;;;;;;;;;;;;
622;Group accommodation;2001 March;58.4;55.6;2.8;2.8;1.7;;;;;;;;;;;;;;;130.7;122.7;8.0;7.6;4.0;;;;;;;;;;;;;;
623;Group accommodation;2001 1st Quarter;116.4;112.4;4.0;3.9;2.5;;;;;;;;;;;;;;;255.6;244.3;11.3;11.0;6.1;;;;;;;;;;;;;;
624;Group accommodation;2001 April;100.9;92.7;8.2;8.0;5.5;;1.2;;;;;;;;;;;;;255.6;221.0;34.7;34.0;24.4;;3.6;;;;;;;;;;;;
625;Group accommodation;2001 May;179.7;171.0;8.7;8.4;5.3;1.5;;;;;;;;;;;;;;460.1;430.3;29.9;29.0;19.3;4.3;;;;;;;;;;;;;
626;Group accommodation;2001 June;209.2;200.5;8.7;8.7;7.2;;;;;;;;;;;;;;;525.2;490.9;34.4;34.4;29.4;;;;;;;;;;;;;;
627;Group accommodation;2001 2nd Quarter;489.9;464.2;25.6;25.1;18.0;2.5;2.4;;;;;;;;1.6;;;;;1241.0;1142.1;98.9;97.4;73.1;9.0;8.3;;;;;;;;5.0;;;;
628;Group accommodation;2001 July;126.9;111.2;15.7;15.6;12.9;1.2;;;;;;;;;;;;;;622.3;469.8;152.5;152.0;135.5;9.7;;;;;;;;;;;;;
629;Group accommodation;2001 August;147.6;133.6;14.0;13.7;11.0;1.5;;;;;;;;;;;;;;624.3;511.8;112.5;111.2;96.3;8.9;;;;;;;;;;;;;
630;Group accommodation;2001 September;166.5;156.4;10.1;10.0;8.9;;;;;;;;;;;;;;;419.7;374.8;44.9;44.5;40.9;;;;;;;;;;;;;;
631;Group accommodation;2001 3rd Quarter;441.0;401.2;39.8;39.3;32.8;3.4;;;;;;;;;;;;;;1666.3;1356.3;310.0;307.8;272.7;20.7;;;;;;;;;;;;;
632;Group accommodation;2001 October;105.1;96.9;8.1;8.1;6.5;1.4;;;;;;;;;;;;;;264.6;231.5;33.1;33.1;29.7;2.9;;;;;;;;;;;;;
633;Group accommodation;2001 November;45.2;42.2;2.9;2.9;1.3;;;;;;;;;;;;;;;107.0;99.3;7.7;7.7;3.6;;;;;;;;;;;;;;
634;Group accommodation;2001 December;34.3;32.7;1.6;1.6;1.4;;;;;;;;;;;;;;;92.3;85.2;7.1;7.1;5.3;;;;;;;;;;;;;;
635;Group accommodation;2001 4th Quarter;184.5;171.8;12.7;12.6;9.3;1.8;;;;;;;;;;;;;;463.9;416.1;47.9;47.8;38.5;3.7;;;;;;;;;;;;;
636;Group accommodation;2001 Total;1231.7;1149.6;82.1;81.0;62.5;8.1;3.8;;;;;1.2;;;2.9;;;;;3626.8;3158.7;468.1;463.9;390.4;34.5;14.4;;;;;4.2;;;13.3;;;;
637;Group accommodation;2002 January;32.6;29.8;2.8;2.8;2.2;;;;;;;;;;;;;;;80.4;72.8;7.6;7.4;5.7;;;;;;;;;;;;;;
638;Group accommodation;2002 February;36.8;35.8;1.0;;;;;;;;;;;;;;;;;98.4;95.5;2.9;;;;;;;;;;;;;;;;
639;Group accommodation;2002 March;59.2;55.0;4.2;4.2;3.0;;;;;;;;;;;;;;;143.6;125.2;18.4;18.4;15.4;;;;;;;;;;;;;;
640;Group accommodation;2002 1st Quarter;128.5;120.5;8.0;8.0;5.7;;;;;;;;;;;;;;;322.4;293.5;28.9;28.7;22.4;;;;;;;;;;;;;;
641;Group accommodation;2002 April;110.1;100.3;9.7;9.6;4.3;4.1;;;;;;;;;;;;;;280.0;245.4;34.6;34.2;20.1;11.0;;;;;;;;;;;;;
642;Group accommodation;2002 May;178.8;165.3;13.4;12.9;9.9;1.3;;;;;;;;;;;;;;486.7;435.5;51.2;48.9;39.3;4.9;;;;;;;;;;;;;
643;Group accommodation;2002 June;227.6;212.8;14.8;14.7;10.6;1.9;;;;;;;;;;;;;;593.6;537.4;56.2;55.8;47.5;3.1;;;;;;;;;;;;;
644;Group accommodation;2002 2nd Quarter;516.4;478.5;38.0;37.1;24.7;7.3;1.6;1.2;;;;;;;;;;;;1360.3;1218.3;142.0;138.9;106.9;19.0;4.2;3.5;;;;;;;;;;;
645;Group accommodation;2002 July;129.5;107.5;22.0;22.0;16.1;5.3;;;;;;;;;;;;;;689.3;504.5;184.8;184.6;136.7;45.0;;;;;;;;;;;;;
646;Group accommodation;2002 August;134.7;111.8;22.9;22.8;18.0;3.1;;;;;;;;;;;;;;774.5;518.6;255.8;255.6;225.6;25.0;;;;;;;;;;;;;
647;Group accommodation;2002 September;182.3;168.5;13.8;13.4;7.9;3.0;;;;;;;;;;;;;;466.5;420.5;46.0;45.4;36.7;5.8;;;;;;;;;;;;;
648;Group accommodation;2002 3rd Quarter;446.6;387.8;58.8;58.2;42.0;11.3;1.5;;;1.4;;;;;;;;;;1930.3;1443.6;486.7;485.6;399.0;75.8;3.7;;;1.7;;;;;;;;;
649;Group accommodation;2002 October;105.5;94.3;11.2;11.2;9.4;1.3;;;;;;;;;;;;;;301.4;247.4;54.0;54.0;48.8;4.4;;;;;;;;;;;;;
650;Group accommodation;2002 November;72.4;70.3;2.1;2.1;1.4;;;;;;;;;;;;;;;156.5;149.1;7.4;7.3;6.5;;;;;;;;;;;;;;
651;Group accommodation;2002 December;55.5;53.7;1.8;1.6;1.1;;;;;;;;;;;;;;;146.5;131.0;15.5;14.5;12.7;;;;;;;;;;;;;;
652;Group accommodation;2002 4th Quarter;233.4;218.2;15.2;14.9;11.9;1.8;;;;;;;;;;;;;;604.3;527.5;76.9;75.8;67.9;5.4;;;;;;;;;;;;;
653;Group accommodation;2002 Total;1324.9;1205.0;119.9;118.3;84.3;21.1;4.8;2.1;1.7;1.9;;;;;;1.1;;;;4217.3;3482.8;734.5;729.0;596.2;101.5;11.1;6.0;4.3;3.1;;;;;;3.7;;;
654;Group accommodation;2003 January;39.8;38.6;1.2;1.2;;;;;;;;;;;;;;;;95.7;87.1;8.5;8.5;;;;;;;;;;;;;;;
655;Group accommodation;2003 February;45.4;43.7;1.7;1.7;1.6;;;;;;;;;;;;;;;101.8;99.3;2.6;2.5;2.4;;;;;;;;;;;;;;
656;Group accommodation;2003 March;70.1;68.0;2.0;2.0;1.3;;;;;;;;;;;;;;;164.8;158.7;6.1;6.0;3.6;;;;;;;;;;;;;;
657;Group accommodation;2003 1st Quarter;155.2;150.4;4.9;4.8;3.4;;;;;;;;;;;;;;;362.3;345.1;17.2;17.1;8.0;;;;;;;;;;;;;;
658;Group accommodation;2003 April;112.8;106.7;6.1;6.1;3.8;;;;;;;;;;;;;;;284.2;257.7;26.5;26.5;17.1;;;;;;;;;;;;;;
659;Group accommodation;2003 May;192.8;186.0;6.8;6.6;4.3;1.7;;;;;;;;;;;;;;494.3;470.4;23.9;23.7;16.9;5.0;;;;;;;;;;;;;
660;Group accommodation;2003 June;220.3;210.0;10.3;10.2;8.1;1.2;;;;;;;;;;;;;;577.4;539.2;38.2;37.5;29.6;4.9;;;;;;;;;;;;;
661;Group accommodation;2003 2nd Quarter;525.9;502.7;23.2;22.9;16.2;3.6;;;;;;;;;;;;;;1355.9;1267.3;88.6;87.6;63.6;12.3;;;;;;;;;;;;;
662;Group accommodation;2003 July;132.9;117.8;15.0;15.0;12.9;1.3;;;;;;;;;;;;;;607.5;506.4;101.1;101.0;87.2;8.2;;;;;;;;;;;;;
663;Group accommodation;2003 August;139.8;123.3;16.6;16.3;13.0;2.0;;;;;;;;;;;;;;687.3;502.1;185.2;182.2;168.3;9.8;;;;;;;;;;;;;
664;Group accommodation;2003 September;184.9;175.7;9.2;9.2;8.6;;;;;;;;;;;;;;;477.5;425.1;52.4;52.4;50.5;;;;;;;;;;;;;;
665;Group accommodation;2003 3rd Quarter;457.6;416.8;40.8;40.5;34.5;3.4;;;;;;;;;;;;;;1772.4;1433.6;338.7;335.6;306.0;18.3;;;;;;;;;;;;;
666;Group accommodation;2003 October;112.3;105.2;7.1;7.1;6.3;;;;;;;;;;;;;;;285.3;254.7;30.6;30.6;28.8;;;;;;;;;;;;;;
667;Group accommodation;2003 November;72.2;70.2;2.0;2.0;1.9;;;;;;;;;;;;;;;154.8;150.4;4.4;4.4;4.3;;;;;;;;;;;;;;
668;Group accommodation;2003 December;53.1;51.4;1.7;1.7;;;;;;;;;;;;;;;;150.5;136.4;14.0;14.0;;;;;;;;;;;;;;;
669;Group accommodation;2003 4th Quarter;237.6;226.8;10.7;10.7;8.9;1.0;;;;;;;;;;;;;;590.5;541.6;49.0;49.0;43.1;3.3;;;;;;;;;;;;;
670;Group accommodation;2003 Total;1376.3;1296.8;79.6;78.9;63.0;8.7;1.8;;;;;;;;2.6;;;;;4081.1;3587.5;493.6;489.3;420.7;34.8;6.5;;;;;;;;15.8;;;;
671;Group accommodation;2004 January;55.8;53.6;2.1;2.1;1.9;;;;;;;;;;;;;;;116.1;112.5;3.6;3.6;3.2;;;;;;;;;;;;;;
672;Group accommodation;2004 February;52.9;51.7;1.2;1.1;;;;;;;;;;;;;;;;120.0;117.8;2.2;2.2;;;;;;;;;;;;;;;
673;Group accommodation;2004 March;71.6;68.7;2.9;2.7;;;;;;;;;;;;;;;;164.0;155.4;8.6;8.1;;;;;;;;;;;;;;;
674;Group accommodation;2004 1st Quarter;180.3;174.1;6.2;5.9;3.4;;;;;;;;;;;;;;;400.2;385.7;14.4;13.9;6.5;;;;;;;;;;;;;;
675;Group accommodation;2004 April;131.0;122.8;8.2;8.2;5.4;;1.3;;;;;;;;;;;;;325.3;295.2;30.1;30.1;20.7;;3.8;;;;;;;;;;;;
676;Group accommodation;2004 May;193.4;180.6;12.8;12.8;10.0;1.0;;;;;;;;;;;;;;523.7;480.8;42.9;42.9;34.0;3.7;;;;;;;;;;;;;
677;Group accommodation;2004 June;224.3;211.0;13.3;12.8;10.3;;;;;;;;;;;;;;;551.4;501.7;49.7;48.5;39.5;;;;;;;;;;;;;;
678;Group accommodation;2004 2nd Quarter;548.6;514.4;34.3;33.8;25.6;2.0;2.5;;;;;;;;;;;;;1400.4;1277.7;122.7;121.5;94.2;6.2;7.2;;;;;;;;;;;;
679;Group accommodation;2004 July;141.1;124.2;16.9;16.7;15.3;;;;;;;;;;;;;;;614.0;475.6;138.4;135.0;129.3;;;;;;;;;;;;;;
680;Group accommodation;2004 August;126.4;105.4;21.0;21.0;18.0;1.3;;;;;;;;;;;;;;589.1;411.2;177.8;177.8;163.4;7.0;;;;;;;;;;;;;
681;Group accommodation;2004 September;177.1;167.5;9.6;9.6;8.6;;;;;;;;;;;;;;;451.2;404.4;46.8;46.8;44.0;;;;;;;;;;;;;;
682;Group accommodation;2004 3rd Quarter;444.6;397.1;47.5;47.4;41.9;2.5;1.3;;;;;;;;;;;;;1654.3;1291.3;363.0;359.6;336.8;12.5;5.3;;;;;;;;;;;;
683;Group accommodation;2004 October;133.8;126.3;7.5;7.5;5.5;1.0;;;;;;;;;;;;;;325.6;290.1;35.5;35.5;26.9;4.9;;;;;;;;;;;;;
684;Group accommodation;2004 November;76.6;71.8;4.8;4.8;3.2;;;;;;;;;;;;;;;167.8;149.1;18.7;18.7;6.2;;;;;;;;;;;;;;
685;Group accommodation;2004 December;54.5;49.5;4.9;4.9;2.3;;1.9;;;;;;;;;;;;;134.9;114.5;20.4;20.2;6.8;;6.0;;;;;;;;;;;;
