ID;Arbeidsgehandicapten;Persoonskenmerken;Beroepskenmerken;Perioden;WerkzameBeroepsbevolking_1
1301;Totaal;Arbeidsduur: minder dan 12 uur per week;072 Vakspecialisten natuur en techniek;2017;4
1302;Totaal;Arbeidsduur: minder dan 12 uur per week;0721 Technici bouwkunde en natuur;2015;1
1303;Totaal;Arbeidsduur: minder dan 12 uur per week;0721 Technici bouwkunde en natuur;2016;5
1304;Totaal;Arbeidsduur: minder dan 12 uur per week;0721 Technici bouwkunde en natuur;2017;4
1305;Totaal;Arbeidsduur: minder dan 12 uur per week;0722 Productieleiders industrie en bouw;2015;0
1306;Totaal;Arbeidsduur: minder dan 12 uur per week;0722 Productieleiders industrie en bouw;2016;1
1307;Totaal;Arbeidsduur: minder dan 12 uur per week;0722 Productieleiders industrie en bouw;2017;0
1308;Totaal;Arbeidsduur: minder dan 12 uur per week;0723 Procesoperators;2015;0
1309;Totaal;Arbeidsduur: minder dan 12 uur per week;0723 Procesoperators;2016;0
1310;Totaal;Arbeidsduur: minder dan 12 uur per week;0723 Procesoperators;2017;0
1311;Totaal;Arbeidsduur: minder dan 12 uur per week;073 Bouwarbeiders;2015;7
1312;Totaal;Arbeidsduur: minder dan 12 uur per week;073 Bouwarbeiders;2016;6
1313;Totaal;Arbeidsduur: minder dan 12 uur per week;073 Bouwarbeiders;2017;10
1314;Totaal;Arbeidsduur: minder dan 12 uur per week;0731 Bouwarbeiders ruwbouw;2015;2
1315;Totaal;Arbeidsduur: minder dan 12 uur per week;0731 Bouwarbeiders ruwbouw;2016;2
1316;Totaal;Arbeidsduur: minder dan 12 uur per week;0731 Bouwarbeiders ruwbouw;2017;4
1317;Totaal;Arbeidsduur: minder dan 12 uur per week;0732 Timmerlieden;2015;2
1318;Totaal;Arbeidsduur: minder dan 12 uur per week;0732 Timmerlieden;2016;1
1319;Totaal;Arbeidsduur: minder dan 12 uur per week;0732 Timmerlieden;2017;1
1320;Totaal;Arbeidsduur: minder dan 12 uur per week;0733 Bouwarbeiders afbouw;2015;1
1321;Totaal;Arbeidsduur: minder dan 12 uur per week;0733 Bouwarbeiders afbouw;2016;0
1322;Totaal;Arbeidsduur: minder dan 12 uur per week;0733 Bouwarbeiders afbouw;2017;3
1323;Totaal;Arbeidsduur: minder dan 12 uur per week;0734 Loodgieters en pijpfitters;2015;1
1324;Totaal;Arbeidsduur: minder dan 12 uur per week;0734 Loodgieters en pijpfitters;2016;0
1325;Totaal;Arbeidsduur: minder dan 12 uur per week;0734 Loodgieters en pijpfitters;2017;1
1326;Totaal;Arbeidsduur: minder dan 12 uur per week;0735 Schilders en metaalspuiters;2015;1
1327;Totaal;Arbeidsduur: minder dan 12 uur per week;0735 Schilders en metaalspuiters;2016;2
1328;Totaal;Arbeidsduur: minder dan 12 uur per week;0735 Schilders en metaalspuiters;2017;1
1329;Totaal;Arbeidsduur: minder dan 12 uur per week;074 Metaalarbeiders, machinemonteurs;2015;4
1330;Totaal;Arbeidsduur: minder dan 12 uur per week;074 Metaalarbeiders, machinemonteurs;2016;6
1331;Totaal;Arbeidsduur: minder dan 12 uur per week;074 Metaalarbeiders, machinemonteurs;2017;7
1332;Totaal;Arbeidsduur: minder dan 12 uur per week;0741 Metaalbewerkers en constructiewe.;2015;0
1333;Totaal;Arbeidsduur: minder dan 12 uur per week;0741 Metaalbewerkers en constructiewe.;2016;2
1334;Totaal;Arbeidsduur: minder dan 12 uur per week;0741 Metaalbewerkers en constructiewe.;2017;2
1335;Totaal;Arbeidsduur: minder dan 12 uur per week;0742 Lassers en plaatwerkers;2015;1
1336;Totaal;Arbeidsduur: minder dan 12 uur per week;0742 Lassers en plaatwerkers;2016;1
1337;Totaal;Arbeidsduur: minder dan 12 uur per week;0742 Lassers en plaatwerkers;2017;1
1338;Totaal;Arbeidsduur: minder dan 12 uur per week;0743 Automonteurs;2015;2
1339;Totaal;Arbeidsduur: minder dan 12 uur per week;0743 Automonteurs;2016;2
1340;Totaal;Arbeidsduur: minder dan 12 uur per week;0743 Automonteurs;2017;3
1341;Totaal;Arbeidsduur: minder dan 12 uur per week;0744 Machinemonteurs;2015;1
1342;Totaal;Arbeidsduur: minder dan 12 uur per week;0744 Machinemonteurs;2016;1
1343;Totaal;Arbeidsduur: minder dan 12 uur per week;0744 Machinemonteurs;2017;1
1344;Totaal;Arbeidsduur: minder dan 12 uur per week;075 Voedselverwerkende beroepen en ov...;2015;12
1345;Totaal;Arbeidsduur: minder dan 12 uur per week;075 Voedselverwerkende beroepen en ov...;2016;10
1346;Totaal;Arbeidsduur: minder dan 12 uur per week;075 Voedselverwerkende beroepen en ov...;2017;10
1347;Totaal;Arbeidsduur: minder dan 12 uur per week;0751 Slagers;2015;2
1348;Totaal;Arbeidsduur: minder dan 12 uur per week;0751 Slagers;2016;3
1349;Totaal;Arbeidsduur: minder dan 12 uur per week;0751 Slagers;2017;2
1350;Totaal;Arbeidsduur: minder dan 12 uur per week;0752 Bakkers;2015;3
1351;Totaal;Arbeidsduur: minder dan 12 uur per week;0752 Bakkers;2016;2
1352;Totaal;Arbeidsduur: minder dan 12 uur per week;0752 Bakkers;2017;5
1353;Totaal;Arbeidsduur: minder dan 12 uur per week;0753 Productcontroleurs;2015;1
1354;Totaal;Arbeidsduur: minder dan 12 uur per week;0753 Productcontroleurs;2016;2
1355;Totaal;Arbeidsduur: minder dan 12 uur per week;0753 Productcontroleurs;2017;0
1356;Totaal;Arbeidsduur: minder dan 12 uur per week;0754 Meubelmakers, kleermakers en sto.;2015;2
1357;Totaal;Arbeidsduur: minder dan 12 uur per week;0754 Meubelmakers, kleermakers en sto.;2016;2
1358;Totaal;Arbeidsduur: minder dan 12 uur per week;0754 Meubelmakers, kleermakers en sto.;2017;2
1359;Totaal;Arbeidsduur: minder dan 12 uur per week;0755 Medewerkers drukkerij en kunstni.;2015;3
1360;Totaal;Arbeidsduur: minder dan 12 uur per week;0755 Medewerkers drukkerij en kunstni.;2016;1
1361;Totaal;Arbeidsduur: minder dan 12 uur per week;0755 Medewerkers drukkerij en kunstni.;2017;1
1362;Totaal;Arbeidsduur: minder dan 12 uur per week;076 Elektriciens en elektronicamonteurs;2015;1
1363;Totaal;Arbeidsduur: minder dan 12 uur per week;076 Elektriciens en elektronicamonteurs;2016;1
1364;Totaal;Arbeidsduur: minder dan 12 uur per week;076 Elektriciens en elektronicamonteurs;2017;1
1365;Totaal;Arbeidsduur: minder dan 12 uur per week;0761 Elektriciens en elektronicamonteurs;2015;1
1366;Totaal;Arbeidsduur: minder dan 12 uur per week;0761 Elektriciens en elektronicamonteurs;2016;1
1367;Totaal;Arbeidsduur: minder dan 12 uur per week;0761 Elektriciens en elektronicamonteurs;2017;1
1368;Totaal;Arbeidsduur: minder dan 12 uur per week;077 Productiemachinebedieners en asse...;2015;6
1369;Totaal;Arbeidsduur: minder dan 12 uur per week;077 Productiemachinebedieners en asse...;2016;3
1370;Totaal;Arbeidsduur: minder dan 12 uur per week;077 Productiemachinebedieners en asse...;2017;6
1371;Totaal;Arbeidsduur: minder dan 12 uur per week;0771 Productiemachinebedieners;2015;5
1372;Totaal;Arbeidsduur: minder dan 12 uur per week;0771 Productiemachinebedieners;2016;2
1373;Totaal;Arbeidsduur: minder dan 12 uur per week;0771 Productiemachinebedieners;2017;5
1374;Totaal;Arbeidsduur: minder dan 12 uur per week;0772 Assemblagemedewerkers;2015;1
1375;Totaal;Arbeidsduur: minder dan 12 uur per week;0772 Assemblagemedewerkers;2016;1
1376;Totaal;Arbeidsduur: minder dan 12 uur per week;0772 Assemblagemedewerkers;2017;2
1377;Totaal;Arbeidsduur: minder dan 12 uur per week;078 Hulpkrachten bouw en industrie;2015;15
1378;Totaal;Arbeidsduur: minder dan 12 uur per week;078 Hulpkrachten bouw en industrie;2016;9
1379;Totaal;Arbeidsduur: minder dan 12 uur per week;078 Hulpkrachten bouw en industrie;2017;9
1380;Totaal;Arbeidsduur: minder dan 12 uur per week;0781 Hulpkrachten bouw en industrie;2015;15
1381;Totaal;Arbeidsduur: minder dan 12 uur per week;0781 Hulpkrachten bouw en industrie;2016;9
1382;Totaal;Arbeidsduur: minder dan 12 uur per week;0781 Hulpkrachten bouw en industrie;2017;9
1383;Totaal;Arbeidsduur: minder dan 12 uur per week;08 ICT beroepen;2015;12
1384;Totaal;Arbeidsduur: minder dan 12 uur per week;08 ICT beroepen;2016;11
1385;Totaal;Arbeidsduur: minder dan 12 uur per week;08 ICT beroepen;2017;11
1386;Totaal;Arbeidsduur: minder dan 12 uur per week;081 Specialisten ICT;2015;7
1387;Totaal;Arbeidsduur: minder dan 12 uur per week;081 Specialisten ICT;2016;6
1388;Totaal;Arbeidsduur: minder dan 12 uur per week;081 Specialisten ICT;2017;4
1389;Totaal;Arbeidsduur: minder dan 12 uur per week;0811 Software- en applicatieontwikkel.;2015;7
1390;Totaal;Arbeidsduur: minder dan 12 uur per week;0811 Software- en applicatieontwikkel.;2016;5
1391;Totaal;Arbeidsduur: minder dan 12 uur per week;0811 Software- en applicatieontwikkel.;2017;3
1392;Totaal;Arbeidsduur: minder dan 12 uur per week;0812 Databank- en netwerkspecialisten;2015;1
1393;Totaal;Arbeidsduur: minder dan 12 uur per week;0812 Databank- en netwerkspecialisten;2016;0
1394;Totaal;Arbeidsduur: minder dan 12 uur per week;0812 Databank- en netwerkspecialisten;2017;0
1395;Totaal;Arbeidsduur: minder dan 12 uur per week;082 Vakspecialisten ICT;2015;4
1396;Totaal;Arbeidsduur: minder dan 12 uur per week;082 Vakspecialisten ICT;2016;6
1397;Totaal;Arbeidsduur: minder dan 12 uur per week;082 Vakspecialisten ICT;2017;7
1398;Totaal;Arbeidsduur: minder dan 12 uur per week;0821 Gebruikersondersteuning ICT;2015;3
1399;Totaal;Arbeidsduur: minder dan 12 uur per week;0821 Gebruikersondersteuning ICT;2016;5
1400;Totaal;Arbeidsduur: minder dan 12 uur per week;0821 Gebruikersondersteuning ICT;2017;4
1401;Totaal;Arbeidsduur: minder dan 12 uur per week;0822 Radio- en televisietechnici;2015;1
1402;Totaal;Arbeidsduur: minder dan 12 uur per week;0822 Radio- en televisietechnici;2016;1
1403;Totaal;Arbeidsduur: minder dan 12 uur per week;0822 Radio- en televisietechnici;2017;3
1404;Totaal;Arbeidsduur: minder dan 12 uur per week;09 Agrarische beroepen;2015;30
1405;Totaal;Arbeidsduur: minder dan 12 uur per week;09 Agrarische beroepen;2016;24
1406;Totaal;Arbeidsduur: minder dan 12 uur per week;09 Agrarische beroepen;2017;22
1407;Totaal;Arbeidsduur: minder dan 12 uur per week;091 Tuinders, akkerbouwers en veetelers;2015;18
1408;Totaal;Arbeidsduur: minder dan 12 uur per week;091 Tuinders, akkerbouwers en veetelers;2016;16
1409;Totaal;Arbeidsduur: minder dan 12 uur per week;091 Tuinders, akkerbouwers en veetelers;2017;11
1410;Totaal;Arbeidsduur: minder dan 12 uur per week;0911 Land- en bosbouwers;2015;4
1411;Totaal;Arbeidsduur: minder dan 12 uur per week;0911 Land- en bosbouwers;2016;3
1412;Totaal;Arbeidsduur: minder dan 12 uur per week;0911 Land- en bosbouwers;2017;3
1413;Totaal;Arbeidsduur: minder dan 12 uur per week;0912 Hoveniers, tuinders en kwekers;2015;8
1414;Totaal;Arbeidsduur: minder dan 12 uur per week;0912 Hoveniers, tuinders en kwekers;2016;8
1415;Totaal;Arbeidsduur: minder dan 12 uur per week;0912 Hoveniers, tuinders en kwekers;2017;4
1416;Totaal;Arbeidsduur: minder dan 12 uur per week;0913 Veetelers;2015;6
1417;Totaal;Arbeidsduur: minder dan 12 uur per week;0913 Veetelers;2016;5
1418;Totaal;Arbeidsduur: minder dan 12 uur per week;0913 Veetelers;2017;4
1419;Totaal;Arbeidsduur: minder dan 12 uur per week;092 Hulpkrachten landbouw;2015;12
1420;Totaal;Arbeidsduur: minder dan 12 uur per week;092 Hulpkrachten landbouw;2016;8
1421;Totaal;Arbeidsduur: minder dan 12 uur per week;092 Hulpkrachten landbouw;2017;10
1422;Totaal;Arbeidsduur: minder dan 12 uur per week;0921 Hulpkrachten landbouw;2015;12
1423;Totaal;Arbeidsduur: minder dan 12 uur per week;0921 Hulpkrachten landbouw;2016;8
1424;Totaal;Arbeidsduur: minder dan 12 uur per week;0921 Hulpkrachten landbouw;2017;10
1425;Totaal;Arbeidsduur: minder dan 12 uur per week;10 Zorg en welzijn beroepen;2015;85
1426;Totaal;Arbeidsduur: minder dan 12 uur per week;10 Zorg en welzijn beroepen;2016;72
1427;Totaal;Arbeidsduur: minder dan 12 uur per week;10 Zorg en welzijn beroepen;2017;89
1428;Totaal;Arbeidsduur: minder dan 12 uur per week;101 Artsen, therapeuten en gespeciali...;2015;14
1429;Totaal;Arbeidsduur: minder dan 12 uur per week;101 Artsen, therapeuten en gespeciali...;2016;10
1430;Totaal;Arbeidsduur: minder dan 12 uur per week;101 Artsen, therapeuten en gespeciali...;2017;11
1431;Totaal;Arbeidsduur: minder dan 12 uur per week;1011 Artsen;2015;4
1432;Totaal;Arbeidsduur: minder dan 12 uur per week;1011 Artsen;2016;3
1433;Totaal;Arbeidsduur: minder dan 12 uur per week;1011 Artsen;2017;3
1434;Totaal;Arbeidsduur: minder dan 12 uur per week;1012 Gespecialiseerd verpleegkundigen;2015;3
1435;Totaal;Arbeidsduur: minder dan 12 uur per week;1012 Gespecialiseerd verpleegkundigen;2016;3
1436;Totaal;Arbeidsduur: minder dan 12 uur per week;1012 Gespecialiseerd verpleegkundigen;2017;3
1437;Totaal;Arbeidsduur: minder dan 12 uur per week;1013 Fysiotherapeuten;2015;6
1438;Totaal;Arbeidsduur: minder dan 12 uur per week;1013 Fysiotherapeuten;2016;4
1439;Totaal;Arbeidsduur: minder dan 12 uur per week;1013 Fysiotherapeuten;2017;5
1440;Totaal;Arbeidsduur: minder dan 12 uur per week;102 Specialisten op maatschappelijk g...;2015;7
1441;Totaal;Arbeidsduur: minder dan 12 uur per week;102 Specialisten op maatschappelijk g...;2016;8
1442;Totaal;Arbeidsduur: minder dan 12 uur per week;102 Specialisten op maatschappelijk g...;2017;8
1443;Totaal;Arbeidsduur: minder dan 12 uur per week;1021 Maatschappelijk werkers;2015;2
1444;Totaal;Arbeidsduur: minder dan 12 uur per week;1021 Maatschappelijk werkers;2016;2
1445;Totaal;Arbeidsduur: minder dan 12 uur per week;1021 Maatschappelijk werkers;2017;2
1446;Totaal;Arbeidsduur: minder dan 12 uur per week;1022 Psychologen en sociologen;2015;4
1447;Totaal;Arbeidsduur: minder dan 12 uur per week;1022 Psychologen en sociologen;2016;5
1448;Totaal;Arbeidsduur: minder dan 12 uur per week;1022 Psychologen en sociologen;2017;6
1449;Totaal;Arbeidsduur: minder dan 12 uur per week;103 Vakspecialisten gezondheidszorg;2015;13
1450;Totaal;Arbeidsduur: minder dan 12 uur per week;103 Vakspecialisten gezondheidszorg;2016;14
1451;Totaal;Arbeidsduur: minder dan 12 uur per week;103 Vakspecialisten gezondheidszorg;2017;13
1452;Totaal;Arbeidsduur: minder dan 12 uur per week;1031 Laboranten;2015;0
1453;Totaal;Arbeidsduur: minder dan 12 uur per week;1031 Laboranten;2016;1
1454;Totaal;Arbeidsduur: minder dan 12 uur per week;1031 Laboranten;2017;0
1455;Totaal;Arbeidsduur: minder dan 12 uur per week;1032 Apothekersassistenten;2015;0
1456;Totaal;Arbeidsduur: minder dan 12 uur per week;1032 Apothekersassistenten;2016;1
1457;Totaal;Arbeidsduur: minder dan 12 uur per week;1032 Apothekersassistenten;2017;1
1458;Totaal;Arbeidsduur: minder dan 12 uur per week;1033 Verpleegkundigen (mbo);2015;5
1459;Totaal;Arbeidsduur: minder dan 12 uur per week;1033 Verpleegkundigen (mbo);2016;3
1460;Totaal;Arbeidsduur: minder dan 12 uur per week;1033 Verpleegkundigen (mbo);2017;6
1461;Totaal;Arbeidsduur: minder dan 12 uur per week;1034 Medisch praktijkassistenten;2015;4
1462;Totaal;Arbeidsduur: minder dan 12 uur per week;1034 Medisch praktijkassistenten;2016;5
1463;Totaal;Arbeidsduur: minder dan 12 uur per week;1034 Medisch praktijkassistenten;2017;4
1464;Totaal;Arbeidsduur: minder dan 12 uur per week;1035 Medisch vakspecialisten;2015;4
1465;Totaal;Arbeidsduur: minder dan 12 uur per week;1035 Medisch vakspecialisten;2016;4
1466;Totaal;Arbeidsduur: minder dan 12 uur per week;1035 Medisch vakspecialisten;2017;3
1467;Totaal;Arbeidsduur: minder dan 12 uur per week;104 Sociaal werkers, groeps- en woonb...;2015;19
1468;Totaal;Arbeidsduur: minder dan 12 uur per week;104 Sociaal werkers, groeps- en woonb...;2016;13
1469;Totaal;Arbeidsduur: minder dan 12 uur per week;104 Sociaal werkers, groeps- en woonb...;2017;21
1470;Totaal;Arbeidsduur: minder dan 12 uur per week;1041 Sociaal werkers, groeps- en woon.;2015;19
1471;Totaal;Arbeidsduur: minder dan 12 uur per week;1041 Sociaal werkers, groeps- en woon.;2016;13
1472;Totaal;Arbeidsduur: minder dan 12 uur per week;1041 Sociaal werkers, groeps- en woon.;2017;21
1473;Totaal;Arbeidsduur: minder dan 12 uur per week;105 Verzorgenden;2015;33
1474;Totaal;Arbeidsduur: minder dan 12 uur per week;105 Verzorgenden;2016;27
1475;Totaal;Arbeidsduur: minder dan 12 uur per week;105 Verzorgenden;2017;37
1476;Totaal;Arbeidsduur: minder dan 12 uur per week;1051 Verzorgenden;2015;33
1477;Totaal;Arbeidsduur: minder dan 12 uur per week;1051 Verzorgenden;2016;27
1478;Totaal;Arbeidsduur: minder dan 12 uur per week;1051 Verzorgenden;2017;37
1479;Totaal;Arbeidsduur: minder dan 12 uur per week;11 Dienstverlenende beroepen;2015;217
1480;Totaal;Arbeidsduur: minder dan 12 uur per week;11 Dienstverlenende beroepen;2016;228
1481;Totaal;Arbeidsduur: minder dan 12 uur per week;11 Dienstverlenende beroepen;2017;231
1482;Totaal;Arbeidsduur: minder dan 12 uur per week;111 Medewerkers persoonlijke dienstve...;2015;95
1483;Totaal;Arbeidsduur: minder dan 12 uur per week;111 Medewerkers persoonlijke dienstve...;2016;106
1484;Totaal;Arbeidsduur: minder dan 12 uur per week;111 Medewerkers persoonlijke dienstve...;2017;104
1485;Totaal;Arbeidsduur: minder dan 12 uur per week;1111 Reisbegeleiders;2015;2
1486;Totaal;Arbeidsduur: minder dan 12 uur per week;1111 Reisbegeleiders;2016;5
1487;Totaal;Arbeidsduur: minder dan 12 uur per week;1111 Reisbegeleiders;2017;3
1488;Totaal;Arbeidsduur: minder dan 12 uur per week;1112 Koks;2015;8
1489;Totaal;Arbeidsduur: minder dan 12 uur per week;1112 Koks;2016;5
1490;Totaal;Arbeidsduur: minder dan 12 uur per week;1112 Koks;2017;4
1491;Totaal;Arbeidsduur: minder dan 12 uur per week;1113 Kelners en barpersoneel;2015;69
1492;Totaal;Arbeidsduur: minder dan 12 uur per week;1113 Kelners en barpersoneel;2016;76
1493;Totaal;Arbeidsduur: minder dan 12 uur per week;1113 Kelners en barpersoneel;2017;77
1494;Totaal;Arbeidsduur: minder dan 12 uur per week;1114 Kappers en schoonheidsspecialisten;2015;8
1495;Totaal;Arbeidsduur: minder dan 12 uur per week;1114 Kappers en schoonheidsspecialisten;2016;10
1496;Totaal;Arbeidsduur: minder dan 12 uur per week;1114 Kappers en schoonheidsspecialisten;2017;9
1497;Totaal;Arbeidsduur: minder dan 12 uur per week;1115 Conciërges en teamleiders schoon.;2015;2
1498;Totaal;Arbeidsduur: minder dan 12 uur per week;1115 Conciërges en teamleiders schoon.;2016;2
1499;Totaal;Arbeidsduur: minder dan 12 uur per week;1115 Conciërges en teamleiders schoon.;2017;3
1500;Totaal;Arbeidsduur: minder dan 12 uur per week;1116 Verleners van overige persoonlij.;2015;6
1501;Totaal;Arbeidsduur: minder dan 12 uur per week;1116 Verleners van overige persoonlij.;2016;8
1502;Totaal;Arbeidsduur: minder dan 12 uur per week;1116 Verleners van overige persoonlij.;2017;8
1503;Totaal;Arbeidsduur: minder dan 12 uur per week;112 Schoonmakers en keukenhulpen;2015;122
1504;Totaal;Arbeidsduur: minder dan 12 uur per week;112 Schoonmakers en keukenhulpen;2016;122
1505;Totaal;Arbeidsduur: minder dan 12 uur per week;112 Schoonmakers en keukenhulpen;2017;127
1506;Totaal;Arbeidsduur: minder dan 12 uur per week;1121 Schoonmakers;2015;87
1507;Totaal;Arbeidsduur: minder dan 12 uur per week;1121 Schoonmakers;2016;85
1508;Totaal;Arbeidsduur: minder dan 12 uur per week;1121 Schoonmakers;2017;86
1509;Totaal;Arbeidsduur: minder dan 12 uur per week;1122 Keukenhulpen;2015;35
1510;Totaal;Arbeidsduur: minder dan 12 uur per week;1122 Keukenhulpen;2016;37
1511;Totaal;Arbeidsduur: minder dan 12 uur per week;1122 Keukenhulpen;2017;41
1512;Totaal;Arbeidsduur: minder dan 12 uur per week;12 Transport en logistiek beroepen;2015;159
1513;Totaal;Arbeidsduur: minder dan 12 uur per week;12 Transport en logistiek beroepen;2016;162
1514;Totaal;Arbeidsduur: minder dan 12 uur per week;12 Transport en logistiek beroepen;2017;169
1515;Totaal;Arbeidsduur: minder dan 12 uur per week;121 Bestuurders voertuigen en bediene...;2015;16
1516;Totaal;Arbeidsduur: minder dan 12 uur per week;121 Bestuurders voertuigen en bediene...;2016;21
1517;Totaal;Arbeidsduur: minder dan 12 uur per week;121 Bestuurders voertuigen en bediene...;2017;21
1518;Totaal;Arbeidsduur: minder dan 12 uur per week;1211 Dekofficieren en piloten;2015;0
1519;Totaal;Arbeidsduur: minder dan 12 uur per week;1211 Dekofficieren en piloten;2016;1
1520;Totaal;Arbeidsduur: minder dan 12 uur per week;1211 Dekofficieren en piloten;2017;2
1521;Totaal;Arbeidsduur: minder dan 12 uur per week;1212 Chauffeurs auto's, taxi's en bes.;2015;6
1522;Totaal;Arbeidsduur: minder dan 12 uur per week;1212 Chauffeurs auto's, taxi's en bes.;2016;11
1523;Totaal;Arbeidsduur: minder dan 12 uur per week;1212 Chauffeurs auto's, taxi's en bes.;2017;9
