ID;StatusCijfer;RegioS;Perioden;TotaalMannenEnVrouwen_1;JongerDan20Jaar_2;k_20Tot65Jaar_3;k_65Tot75Jaar_4;k_75Tot85Jaar_5;k_85JaarOfOuder_6;TotaalMannen_7;JongerDan20Jaar_8;k_20Tot65Jaar_9;k_65Tot75Jaar_10;k_75Tot85Jaar_11;k_85JaarOfOuder_12;TotaalVrouwen_13;JongerDan20Jaar_14;k_20Tot65Jaar_15;k_65Tot75Jaar_16;k_75Tot85Jaar_17;k_85JaarOfOuder_18;TotaalStedelijkGebied_19;ZeerSterkStedelijk_20;SterkStedelijk_21;MatigStedelijk_22;TotaalLandelijkGebied_23;WeinigStedelijk_24;NietStedelijk_25;Eenouderhuishoudens_26;TotaalAantalHuishoudensMetInkomen_27;LageInkomens2e3eEn4eDeciel_28;LokaalKlantenpotentieel_29;LokaalKlantenpotentieelRel_30;RegionaalKlantenpotentieel_31;RegionaalKlantenpotentieelRel_32;WoonkernenTotaal_33;WoonkernenMinimaal500Adressen_34;LandGfFvwTotaal_35;LandGfFvwBuitengebiedGfFvw_36;LandGfFvwWoonkernenGfFvw_37;BinnenwaterGfFvwTotaal_38;BuitenwaterGfFvwTotaal_39;BebouwingTotaal_40;BebouwingWoonkernenGfFvw_41;BebouwingBuitengebiedGfFvw_42;Bedrijfsterreinen_43;BodemfactorTotaal_44;BodemfactorWoonkernenGfFvw_45;BodemfactorBuitengebiedGfFvw_46;KleiKleiveenVeenTotaal_47;KleiKleiveenVeenWoonkernenGfFvw_48;KleiKleiveenVeenBuitengebiedGfFvw_49;OeverlengteTotaal_50;OeverlengteVeenKleiveengebied_51;PercentageSlechteGrond_52;BelastingcapaciteitWoningen_53;BelastingcapaciteitNietWoningen_54;AmendementDePater_55;Woningvoorraad_56;Wooneenhedenvoorraad_57;Recreatiewoningvoorraad_58;CapaciteitBijzonderWoongebouwen_59;WoningTotaal_60;WoningMetFunctieLogies_61;NietWoningMetFunctieLogies_62;TotaalBijstandsuitkeringen_63;AlgemeneBijstand_64;BBZ_65;IOAW_66;IOAZ_67;Adreslozen_68;Omgevingsadressendichtheid_69;Minderheden_70;BanenVanWerknemers_71;Bedrijfsvestigingen_72;ProvincialeWegen_73;InwonersInZorginstellingen_74;UitwonendeStudenten_75;Regiocode_76
19;Voorlopig;Nederland;2009;16485787.0;3933585.0;10080387.0;1351269.0;835159.0;285387.0;8156396.0;2011893.0;5072548.0;651486.0;339851.0;80618.0;8329391.0;1921692.0;5007839.0;699783.0;495308.0;204769.0;7216230.0;3329390.0;3886840.0;2986850.0;6202320.0;3127440.0;3074870.0;474909.0;7497.5;2249.2;;;;;3098.0;1089.0;3373603.0;2758373.0;615231.0;182171.0;598532.0;96904.0;70739.0;26164.0;;1.06;1.08;1.06;521534.0;124021.0;397512.0;864636.0;198357.0;15.0;1732639.0;438476.0;;7104518.0;115872.0;103041.0;349899.0;;;;311796.0;294340.0;3895.0;8358.0;1452.0;3752.0;1884.0;1244500.0;;841200.0;;;;NL01  
20;Voorlopig;Nederland;2010;16574989.0;3928334.0;10108327.0;1394507.0;847135.0;296686.0;8203476.0;2009630.0;5085197.0;674926.0;348963.0;84760.0;8371513.0;1918704.0;5023130.0;719581.0;498172.0;211926.0;7317910.0;3373980.0;3943930.0;3010930.0;6156940.0;3121280.0;3035660.0;486250.0;7482.83;2244.94;;;;;3111.0;1094.0;3372681.0;2751330.0;621351.0;183077.0;598548.0;98055.0;71812.0;26243.0;;1.06;1.08;1.06;521337.0;125105.0;396232.0;871510.0;199743.0;15.0;1758251.0;456903.0;;7175286.0;117139.0;104235.0;348905.0;;;;331116.0;311912.0;4180.0;9677.0;1432.0;3915.0;1888.0;1268065.0;7828.2;863890.0;;;;NL01  
21;Voorlopig;Nederland;2011;16655799.0;3913819.0;10147034.0;1428078.0;860149.0;306719.0;8243482.0;2001994.0;5100800.0;693267.0;358456.0;88965.0;8412317.0;1911825.0;5046234.0;734811.0;501693.0;217754.0;7475610.0;3453220.0;4022400.0;3001920.0;6097460.0;3098810.0;2998650.0;496272.0;7563.07;2269.07;;;;;3115.0;1102.0;3371720.0;2744633.0;627087.0;184043.0;598544.0;99382.0;73049.0;26333.0;;1.06;1.08;1.06;521105.0;126014.0;395090.0;882764.0;200932.0;15.0;1730100.0;461350.0;19134.0;7219230.0;118090.0;105880.0;351431.0;;;;341021.0;321859.0;4213.0;9884.0;1398.0;3667.0;1901.0;1288600.0;7904.6;;;;;NL01  
22;Voorlopig;Nederland;2012;16730348.0;3894754.0;10119226.0;1523809.0;875126.0;317433.0;8282871.0;1992648.0;5084377.0;743104.0;368928.0;93814.0;8447477.0;1902106.0;5034849.0;780705.0;506198.0;223619.0;7568910.0;3524060.0;4044860.0;3032110.0;6053960.0;3071010.0;2982950.0;510894.0;7600.98;2280.51;;;;;3137.0;1102.0;3370768.0;2737594.0;633174.0;185059.0;598475.0;101127.0;74332.0;26796.0;;1.06;1.08;1.06;520920.0;127168.0;393751.0;892893.0;202561.0;15.0;1705944.0;466830.0;18905.0;7268093.0;119772.0;106484.0;356612.0;;;;352354.0;331209.0;4106.0;11399.0;1433.0;4207.0;1908.0;1310125.0;7833.19;;;;;NL01  
23;Voorlopig;Nederland;2013;16779575.0;3870773.0;10084457.0;1609394.0;889994.0;324957.0;8307339.0;1980278.0;5063525.0;786798.0;378931.0;97807.0;8472236.0;1890495.0;5020932.0;822596.0;511063.0;227150.0;7703710.0;3592600.0;4111110.0;3022220.0;6004410.0;3049300.0;2955120.0;521578.0;7648.2;2294.5;;;;;3150.0;1107.0;3368366.0;2730002.0;638363.0;187760.0;598176.0;103668.0;75847.0;27821.0;;1.06;1.08;1.06;520316.0;128056.0;392260.0;927275.0;209007.0;15.0;1650710.0;461593.0;18968.0;;;;;;;;384653.0;360290.0;4351.0;14130.0;1574.0;4308.0;1916.0;1322235.0;7711.62;;;;;NL01  
24;Voorlopig;Nederland;2014;16829289.0;3846040.0;10064225.0;1674707.0;910275.0;334042.0;8334385.0;1968124.0;5051381.0;820512.0;392070.0;102298.0;8494904.0;1877916.0;5012844.0;854195.0;518205.0;231744.0;7807110.0;3670640.0;4136470.0;3001260.0;5971200.0;3043300.0;2927910.0;535870.0;7700.8;2310.2;;;;;3155.0;1108.0;3368293.0;2725682.0;642611.0;188319.0;597682.0;104780.0;76642.0;28137.0;81357.0;1.06;1.08;1.06;521006.0;128906.0;392100.0;935146.0;212046.0;15.0;1569850.0;448418.0;18196.0;;;;;;;;406103.0;378296.0;4190.0;17214.0;1672.0;4731.0;1923.0;1336345.0;;;7774.0;;;NL01  
25;Voorlopig;Nederland;2015;16900726.0;3828059.0;10064982.0;1730175.0;933026.0;344484.0;8372858.0;1958734.0;5051045.0;849484.0;406072.0;107523.0;8527868.0;1869325.0;5013937.0;880691.0;526954.0;236961.0;7917280.0;3751030.0;4166250.0;2927300.0;5935000.0;2957420.0;2977580.0;545289.0;;;;;;;3312.0;1143.0;3368256.0;2698066.0;670190.0;189773.0;596273.0;109239.0;81779.0;27461.0;81357.0;1.06;1.08;1.06;520768.0;131953.0;388815.0;945886.0;215761.0;;1539430.0;441680.0;19277.0;;;;;7587028.0;7128.0;128390.0;;;;;;;1942.0;1356085.0;7847.0;;7757.0;;;NL01  
26;Voorlopig;Nederland;2016;16979120.0;3818499.0;10075313.0;1776215.0;955281.0;353812.0;8417135.0;1954812.0;5056652.0;872873.0;420217.0;112581.0;8561985.0;1863687.0;5018661.0;903342.0;535064.0;241231.0;8058750.0;3854990.0;4203760.0;2941260.0;5900720.0;2947660.0;2953060.0;557426.0;;;;;;;3327.0;1149.0;3366534.0;2692077.0;674458.0;192059.0;595709.0;109766.0;82280.0;27486.0;84053.0;1.06;1.08;1.06;520357.0;132559.0;387798.0;970825.0;219831.0;15.0;1569561.0;433453.0;19871.0;;;;;7641158.0;7415.0;134018.0;;;;;;;1956.0;1389785.0;7978.0;;7753.0;;;NL01  
27;Voorlopig;Nederland;2017;17081507.0;3817173.0;10104674.0;1823500.0;974004.0;362156.0;8475102.0;1954878.0;5073749.0;896621.0;432326.0;117528.0;8606405.0;1862295.0;5030925.0;926879.0;541678.0;244628.0;8149630.0;3928490.0;4221150.0;2942250.0;5887240.0;2944730.0;2942500.0;562124.0;;;;;;;3331.0;1151.0;3366201.0;2688844.0;677358.0;193040.0;595061.0;110335.0;82787.0;27548.0;84081.0;1.06;1.08;1.06;520318.0;133245.0;387072.0;979206.0;220469.0;15.0;1646231.0;427470.0;19413.0;;;;;7686158.0;7659.0;118797.0;;;;;;;1966.0;1433560.0;8208.6;;7765.0;216460.0;364600.0;NL01  
28;Voorlopig;Nederland;2018;;;;;;;;;;;;;;;;;;;8236530.0;3971340.0;4265190.0;2952430.0;5892550.0;2953360.0;2939190.0;;;;;;;;3328.0;1147.0;3365208.0;2686705.0;678503.0;193931.0;595185.0;110916.0;83237.0;27679.0;84081.0;1.06;1.08;1.06;520020.0;133725.0;386295.0;988692.0;222725.0;15.0;1761701.0;432167.0;18385.0;;;;;7740729.0;8055.0;118026.0;;;;;;;1975.0;;;;7751.0;;356400.0;NL01  
29;Voorlopig;Nederland;2019;;;;;;;;;;;;;;;;;;;8344510.0;4030290.0;4314220.0;2945220.0;5891350.0;2963310.0;2928040.0;;;;;;;;3326.0;1151.0;3365114.0;2683105.0;682009.0;194879.0;594344.0;111711.0;83848.0;27864.0;;1.06;1.08;1.06;519932.0;134469.0;385463.0;996000.0;223925.0;15.0;1930124.0;437409.0;18025.0;;;;;7814497.0;8425.0;120900.0;;;;;;;1988.0;;;;;;350740.0;NL01  
30;Voorlopig;Nederland;2020;;;;;;;;;;;;;;;;;;;8448880.0;4111870.0;4337010.0;2969600.0;5863680.0;2942270.0;2921410.0;;;;;;;;3345.0;1156.0;3364454.0;2677560.0;686893.0;195697.0;594186.0;112626.0;84632.0;27994.0;;1.06;1.08;1.06;519906.0;135400.0;384505.0;1001939.0;225451.0;15.0;2121964.0;455998.0;18017.0;;;;;7891561.0;8880.0;125117.0;;;;;;;2003.0;;;;;;364060.0;NL01  
31;Voorlopig;Nederland;2021;;;;;;;;;;;;;;;;;;;8586420.0;4216000.0;4370420.0;2949780.0;5871390.0;2947090.0;2924300.0;;;;;;;;3360.0;1154.0;3364087.0;2673278.0;690809.0;196487.0;593764.0;113747.0;85554.0;28193.0;;1.06;1.08;1.06;520181.0;136235.0;383946.0;1008566.0;226492.0;15.0;2295019.0;466684.0;17516.0;;;;;7966353.0;9329.0;127597.0;;;;;;;2019.0;;;;;;382870.0;NL01  
32;Voorlopig;Nederland;2022;;;;;;;;;;;;;;;;;;;8643320.0;4272150.0;4371170.0;2960020.0;5872080.0;2942590.0;2929490.0;;;;;;;;3341.0;1154.0;3363499.0;2667989.0;695510.0;196737.0;594100.0;114812.0;86453.0;28359.0;;1.06;1.08;1.06;520268.0;137064.0;383204.0;1012207.0;226730.0;15.0;2534630.0;470105.0;17223.0;;;;;8043808.0;9847.0;130960.0;;;;;;;2034.0;;;2275240.0;;;389840.0;NL01  
33;Voorlopig;Nederland;2023;;;;;;;;;;;;;;;;;;;8758620.0;4363460.0;4395160.0;2953280.0;5878770.0;2950480.0;2928300.0;;;;;;;;3359.0;1156.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2051.0;;;2358600.0;;;383600.0;NL01  
34;Voorlopig;Buitenland;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;Voorlopig;Buitenland;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;Voorlopig;Buitenland;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;Voorlopig;Buitenland;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;Voorlopig;Buitenland;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39;Voorlopig;Buitenland;2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;Voorlopig;Buitenland;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;Voorlopig;Buitenland;2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;Voorlopig;Buitenland;2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;Voorlopig;Buitenland;2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;Voorlopig;Buitenland;2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;Voorlopig;Buitenland;2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46;Voorlopig;Buitenland;2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;Voorlopig;Buitenland;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;Voorlopig;Buitenland;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;Voorlopig;Buitenland;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;Voorlopig;Buitenland;2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;Voorlopig;"Nederland; niet in te delen";2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;Voorlopig;"Nederland; niet in te delen";2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53;Voorlopig;"Nederland; niet in te delen";2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;Voorlopig;"Nederland; niet in te delen";2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;Voorlopig;"Nederland; niet in te delen";2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;Voorlopig;"Nederland; niet in te delen";2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;Voorlopig;"Nederland; niet in te delen";2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;Voorlopig;"Nederland; niet in te delen";2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;Voorlopig;"Nederland; niet in te delen";2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;Voorlopig;"Nederland; niet in te delen";2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61;Voorlopig;"Nederland; niet in te delen";2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;Voorlopig;"Nederland; niet in te delen";2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;Voorlopig;"Nederland; niet in te delen";2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64;Voorlopig;"Nederland; niet in te delen";2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65;Voorlopig;"Nederland; niet in te delen";2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66;Voorlopig;"Nederland; niet in te delen";2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;Voorlopig;"Nederland; niet in te delen";2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;Voorlopig;Noord-Nederland (LD);2007;1702020.0;406892.0;1030027.0;143225.0;90770.0;31106.0;845590.0;207846.0;523336.0;69067.0;36482.0;8859.0;856430.0;199046.0;506691.0;74158.0;54288.0;22247.0;309490.0;133940.0;175550.0;274650.0;1116620.0;388380.0;728230.0;42108.0;762.3;249.0;;;;;809.0;;830977.0;733475.0;97502.0;32126.0;275811.0;12528.0;8243.0;4286.0;;1.03;1.04;1.03;85887.0;11411.0;74476.0;198313.0;4596.0;10.0;128584.0;34598.0;;726728.0;19888.0;18463.0;36954.0;;;;34073.0;32028.0;598.0;882.0;222.0;343.0;1021.0;35135.0;;70310.0;;;;LD01  
69;Voorlopig;Noord-Nederland (LD);2008;1704783.0;404849.0;1029433.0;146174.0;91835.0;32492.0;846989.0;206729.0;522759.0;70796.0;37313.0;9392.0;857794.0;198120.0;506674.0;75378.0;54522.0;23100.0;316270.0;137750.0;178520.0;275910.0;1109840.0;382620.0;727230.0;43225.0;776.7;253.2;;;;;812.0;199.0;830977.0;732695.0;98282.0;32126.0;275811.0;12638.0;8345.0;4293.0;;1.03;1.04;1.03;85887.0;11414.0;74473.0;198313.0;4596.0;10.0;139601.0;34780.0;;732015.0;21774.0;18907.0;37167.0;;;;33349.0;31158.0;625.0;1001.0;227.0;338.0;1029.0;35220.0;;73345.0;;;;LD01  
70;Voorlopig;Noord-Nederland (LD);2009;1708821.0;403528.0;1028288.0;150771.0;92506.0;33728.0;849067.0;205940.0;522001.0;73271.0;38021.0;9834.0;859754.0;197588.0;506287.0;77500.0;54485.0;23894.0;319780.0;138940.0;180840.0;277780.0;1107230.0;383690.0;723540.0;43873.0;782.8;256.7;;;;;819.0;202.0;830977.0;731874.0;99103.0;32126.0;275811.0;12749.0;8445.0;4304.0;;1.03;1.04;1.03;85887.0;11531.0;74356.0;198313.0;4596.0;10.0;146224.0;38798.0;;738829.0;21548.0;19332.0;38194.0;;;;36719.0;34075.0;834.0;1235.0;229.0;346.0;1037.0;35395.0;;77775.0;;;;LD01  
