ID;SBI93;Verpakkingsmiddelen;Jaren;Inkoopwaarde_1;CodeBedrijfsactiviteit_2
0;Dx Industrie excl. sociale werkplaatsen;Totaal inkopen;1996;3348.0;Dx    
1;Dx Industrie excl. sociale werkplaatsen;Totaal inkopen;1997;3459.0;Dx    
2;Dx Industrie excl. sociale werkplaatsen;Totaal inkopen;1998;3467.0;Dx    
3;Dx Industrie excl. sociale werkplaatsen;Totaal inkopen;1999;3564.0;Dx    
4;Dx Industrie excl. sociale werkplaatsen;Som niet gespecificeerde inkoop;1996;108.0;Dx    
5;Dx Industrie excl. sociale werkplaatsen;Som niet gespecificeerde inkoop;1997;120.0;Dx    
6;Dx Industrie excl. sociale werkplaatsen;Som niet gespecificeerde inkoop;1998;130.0;Dx    
7;Dx Industrie excl. sociale werkplaatsen;Som niet gespecificeerde inkoop;1999;143.0;Dx    
8;Dx Industrie excl. sociale werkplaatsen;Som gespecificeerde inkoop;1996;3240.0;Dx    
9;Dx Industrie excl. sociale werkplaatsen;Som gespecificeerde inkoop;1997;3339.0;Dx    
10;Dx Industrie excl. sociale werkplaatsen;Som gespecificeerde inkoop;1998;3337.0;Dx    
11;Dx Industrie excl. sociale werkplaatsen;Som gespecificeerde inkoop;1999;3421.0;Dx    
12;Dx Industrie excl. sociale werkplaatsen;17 Textiel;1996;11.0;Dx    
13;Dx Industrie excl. sociale werkplaatsen;17 Textiel;1997;11.0;Dx    
14;Dx Industrie excl. sociale werkplaatsen;17 Textiel;1998;12.0;Dx    
15;Dx Industrie excl. sociale werkplaatsen;17 Textiel;1999;9.0;Dx    
16;Dx Industrie excl. sociale werkplaatsen;17.4 Geconfectioneerde artikelen van....;1996;11.0;Dx    
17;Dx Industrie excl. sociale werkplaatsen;17.4 Geconfectioneerde artikelen van....;1997;11.0;Dx    
18;Dx Industrie excl. sociale werkplaatsen;17.4 Geconfectioneerde artikelen van....;1998;12.0;Dx    
19;Dx Industrie excl. sociale werkplaatsen;17.4 Geconfectioneerde artikelen van....;1999;9.0;Dx    
20;Dx Industrie excl. sociale werkplaatsen;17.40.2 Eenmalige verpakking van textiel;1996;11.0;Dx    
21;Dx Industrie excl. sociale werkplaatsen;17.40.2 Eenmalige verpakking van textiel;1997;10.0;Dx    
22;Dx Industrie excl. sociale werkplaatsen;17.40.2 Eenmalige verpakking van textiel;1998;0.0;  Zero
23;Dx Industrie excl. sociale werkplaatsen;17.40.2 Eenmalige verpakking van textiel;1999;0.0;  Zero
24;Dx Industrie excl. sociale werkplaatsen;17.40.21 Zakken voor....;1996;0.0;  Zero
25;Dx Industrie excl. sociale werkplaatsen;17.40.21 Zakken voor....;1997;1.0;Dx    
26;Dx Industrie excl. sociale werkplaatsen;17.40.21 Zakken voor....;1998;1.0;Dx    
27;Dx Industrie excl. sociale werkplaatsen;17.40.21 Zakken voor....;1999;0.0;Dx    
28;Dx Industrie excl. sociale werkplaatsen;17.40.2B Eenmalige verpakking van....;1996;0.0;  Zero
29;Dx Industrie excl. sociale werkplaatsen;17.40.2B Eenmalige verpakking van....;1997;0.0;  Zero
30;Dx Industrie excl. sociale werkplaatsen;17.40.2B Eenmalige verpakking van....;1998;11.0;Dx    
31;Dx Industrie excl. sociale werkplaatsen;17.40.2B Eenmalige verpakking van....;1999;8.0;Dx    
32;Dx Industrie excl. sociale werkplaatsen;"20 Hout; hout- en kurkwaren....";1996;161.0;Dx    
33;Dx Industrie excl. sociale werkplaatsen;"20 Hout; hout- en kurkwaren....";1997;168.0;Dx    
34;Dx Industrie excl. sociale werkplaatsen;"20 Hout; hout- en kurkwaren....";1998;157.0;Dx    
35;Dx Industrie excl. sociale werkplaatsen;"20 Hout; hout- en kurkwaren....";1999;142.0;Dx    
36;Dx Industrie excl. sociale werkplaatsen;20.4 Houten emballage;1996;161.0;Dx    
37;Dx Industrie excl. sociale werkplaatsen;20.4 Houten emballage;1997;168.0;Dx    
38;Dx Industrie excl. sociale werkplaatsen;20.4 Houten emballage;1998;157.0;Dx    
39;Dx Industrie excl. sociale werkplaatsen;20.4 Houten emballage;1999;142.0;Dx    
40;Dx Industrie excl. sociale werkplaatsen;20.40.1 Eenmalige verpakking van hout;1996;161.0;Dx    
41;Dx Industrie excl. sociale werkplaatsen;20.40.1 Eenmalige verpakking van hout;1997;168.0;Dx    
42;Dx Industrie excl. sociale werkplaatsen;20.40.1 Eenmalige verpakking van hout;1998;0.0;  Zero
43;Dx Industrie excl. sociale werkplaatsen;20.40.1 Eenmalige verpakking van hout;1999;0.0;  Zero
44;Dx Industrie excl. sociale werkplaatsen;20.40.1B Eenmalige verpakking van hout;1996;0.0;  Zero
45;Dx Industrie excl. sociale werkplaatsen;20.40.1B Eenmalige verpakking van hout;1997;0.0;  Zero
46;Dx Industrie excl. sociale werkplaatsen;20.40.1B Eenmalige verpakking van hout;1998;157.0;Dx    
47;Dx Industrie excl. sociale werkplaatsen;20.40.1B Eenmalige verpakking van hout;1999;142.0;Dx    
48;Dx Industrie excl. sociale werkplaatsen;21 Pulp, papier en papierwaren;1996;1356.0;Dx    
49;Dx Industrie excl. sociale werkplaatsen;21 Pulp, papier en papierwaren;1997;1400.0;Dx    
50;Dx Industrie excl. sociale werkplaatsen;21 Pulp, papier en papierwaren;1998;1382.0;Dx    
51;Dx Industrie excl. sociale werkplaatsen;21 Pulp, papier en papierwaren;1999;1126.0;Dx    
52;Dx Industrie excl. sociale werkplaatsen;21.2 Papier- en kartonwaren;1996;1356.0;Dx    
53;Dx Industrie excl. sociale werkplaatsen;21.2 Papier- en kartonwaren;1997;1400.0;Dx    
54;Dx Industrie excl. sociale werkplaatsen;21.2 Papier- en kartonwaren;1998;1382.0;Dx    
55;Dx Industrie excl. sociale werkplaatsen;21.2 Papier- en kartonwaren;1999;1126.0;Dx    
56;Dx Industrie excl. sociale werkplaatsen;21.21 Gegolfd papier en golfkarton....;1996;1356.0;Dx    
57;Dx Industrie excl. sociale werkplaatsen;21.21 Gegolfd papier en golfkarton....;1997;1400.0;Dx    
58;Dx Industrie excl. sociale werkplaatsen;21.21 Gegolfd papier en golfkarton....;1998;1382.0;Dx    
59;Dx Industrie excl. sociale werkplaatsen;21.21 Gegolfd papier en golfkarton....;1999;1126.0;Dx    
60;Dx Industrie excl. sociale werkplaatsen;21.21.1 Eenmalige verpakking van....;1996;1354.0;Dx    
61;Dx Industrie excl. sociale werkplaatsen;21.21.1 Eenmalige verpakking van....;1997;1398.0;Dx    
62;Dx Industrie excl. sociale werkplaatsen;21.21.1 Eenmalige verpakking van....;1998;0.0;  Zero
63;Dx Industrie excl. sociale werkplaatsen;21.21.1 Eenmalige verpakking van....;1999;0.0;  Zero
64;Dx Industrie excl. sociale werkplaatsen;21.21.12.B Zakken van papier,....;1996;2.0;Dx    
65;Dx Industrie excl. sociale werkplaatsen;21.21.12.B Zakken van papier,....;1997;2.0;Dx    
66;Dx Industrie excl. sociale werkplaatsen;21.21.12.B Zakken van papier,....;1998;0.0;  Zero
67;Dx Industrie excl. sociale werkplaatsen;21.21.12.B Zakken van papier,....;1999;0.0;  Zero
68;Dx Industrie excl. sociale werkplaatsen;21.21.13 Dozen van gegolfd papier of....;1996;0.0;Dx    
69;Dx Industrie excl. sociale werkplaatsen;21.21.13 Dozen van gegolfd papier of....;1997;0.0;Dx    
70;Dx Industrie excl. sociale werkplaatsen;21.21.13 Dozen van gegolfd papier of....;1998;0.0;Dx    
71;Dx Industrie excl. sociale werkplaatsen;21.21.13 Dozen van gegolfd papier of....;1999;1.0;Dx    
72;Dx Industrie excl. sociale werkplaatsen;21.21.14 Vouwdozen van papier of....;1996;0.0;  Zero
73;Dx Industrie excl. sociale werkplaatsen;21.21.14 Vouwdozen van papier of....;1997;0.0;Dx    
74;Dx Industrie excl. sociale werkplaatsen;21.21.14 Vouwdozen van papier of....;1998;1.0;Dx    
75;Dx Industrie excl. sociale werkplaatsen;21.21.14 Vouwdozen van papier of....;1999;1.0;Dx    
76;Dx Industrie excl. sociale werkplaatsen;21.21.1B Eenmalige verpakking van....;1996;0.0;  Zero
77;Dx Industrie excl. sociale werkplaatsen;21.21.1B Eenmalige verpakking van....;1997;0.0;  Zero
78;Dx Industrie excl. sociale werkplaatsen;21.21.1B Eenmalige verpakking van....;1998;1381.0;Dx    
79;Dx Industrie excl. sociale werkplaatsen;21.21.1B Eenmalige verpakking van....;1999;1124.0;Dx    
80;Dx Industrie excl. sociale werkplaatsen;25 Producten van rubber of kunststof;1996;689.0;Dx    
81;Dx Industrie excl. sociale werkplaatsen;25 Producten van rubber of kunststof;1997;707.0;Dx    
82;Dx Industrie excl. sociale werkplaatsen;25 Producten van rubber of kunststof;1998;746.0;Dx    
83;Dx Industrie excl. sociale werkplaatsen;25 Producten van rubber of kunststof;1999;652.0;Dx    
84;Dx Industrie excl. sociale werkplaatsen;25.2 Producten van kunststof;1996;689.0;Dx    
85;Dx Industrie excl. sociale werkplaatsen;25.2 Producten van kunststof;1997;707.0;Dx    
86;Dx Industrie excl. sociale werkplaatsen;25.2 Producten van kunststof;1998;746.0;Dx    
87;Dx Industrie excl. sociale werkplaatsen;25.2 Producten van kunststof;1999;652.0;Dx    
88;Dx Industrie excl. sociale werkplaatsen;25.22 Verpakkingsmateriaal van kunststof;1996;689.0;Dx    
89;Dx Industrie excl. sociale werkplaatsen;25.22 Verpakkingsmateriaal van kunststof;1997;707.0;Dx    
90;Dx Industrie excl. sociale werkplaatsen;25.22 Verpakkingsmateriaal van kunststof;1998;746.0;Dx    
91;Dx Industrie excl. sociale werkplaatsen;25.22 Verpakkingsmateriaal van kunststof;1999;652.0;Dx    
92;Dx Industrie excl. sociale werkplaatsen;25.22.1 Eenmalige verpakking van....;1996;689.0;Dx    
93;Dx Industrie excl. sociale werkplaatsen;25.22.1 Eenmalige verpakking van....;1997;705.0;Dx    
94;Dx Industrie excl. sociale werkplaatsen;25.22.1 Eenmalige verpakking van....;1998;0.0;  Zero
95;Dx Industrie excl. sociale werkplaatsen;25.22.1 Eenmalige verpakking van....;1999;0.0;  Zero
96;Dx Industrie excl. sociale werkplaatsen;25.22.11.B Zakken van polymeren van....;1996;0.0;  Zero
97;Dx Industrie excl. sociale werkplaatsen;25.22.11.B Zakken van polymeren van....;1997;0.0;  Zero
98;Dx Industrie excl. sociale werkplaatsen;25.22.11.B Zakken van polymeren van....;1998;0.0;  Zero
99;Dx Industrie excl. sociale werkplaatsen;25.22.11.B Zakken van polymeren van....;1999;0.0;  Zero
100;Dx Industrie excl. sociale werkplaatsen;25.22.12.B Zakken van kunststof,....;1996;1.0;Dx    
101;Dx Industrie excl. sociale werkplaatsen;25.22.12.B Zakken van kunststof,....;1997;1.0;Dx    
102;Dx Industrie excl. sociale werkplaatsen;25.22.12.B Zakken van kunststof,....;1998;0.0;  Zero
103;Dx Industrie excl. sociale werkplaatsen;25.22.12.B Zakken van kunststof,....;1999;0.0;  Zero
104;Dx Industrie excl. sociale werkplaatsen;25.22.13 Dozen, bakken, kisten e.d.....;1996;0.0;Dx    
105;Dx Industrie excl. sociale werkplaatsen;25.22.13 Dozen, bakken, kisten e.d.....;1997;1.0;Dx    
106;Dx Industrie excl. sociale werkplaatsen;25.22.13 Dozen, bakken, kisten e.d.....;1998;0.0;Dx    
107;Dx Industrie excl. sociale werkplaatsen;25.22.13 Dozen, bakken, kisten e.d.....;1999;1.0;Dx    
108;Dx Industrie excl. sociale werkplaatsen;25.22.14 Flessen, flacons e.d.....;1996;0.0;Dx    
109;Dx Industrie excl. sociale werkplaatsen;25.22.14 Flessen, flacons e.d.....;1997;0.0;Dx    
110;Dx Industrie excl. sociale werkplaatsen;25.22.14 Flessen, flacons e.d.....;1998;6.0;Dx    
111;Dx Industrie excl. sociale werkplaatsen;25.22.14 Flessen, flacons e.d.....;1999;7.0;Dx    
112;Dx Industrie excl. sociale werkplaatsen;25.22.15.B Stoppen, deksels,....;1996;0.0;  Zero
113;Dx Industrie excl. sociale werkplaatsen;25.22.15.B Stoppen, deksels,....;1997;0.0;Dx    
114;Dx Industrie excl. sociale werkplaatsen;25.22.15.B Stoppen, deksels,....;1998;3.0;Dx    
115;Dx Industrie excl. sociale werkplaatsen;25.22.15.B Stoppen, deksels,....;1999;0.0;Dx    
116;Dx Industrie excl. sociale werkplaatsen;25.22.1B Eenmalige verpakking van....;1996;0.0;  Zero
117;Dx Industrie excl. sociale werkplaatsen;25.22.1B Eenmalige verpakking van....;1997;0.0;  Zero
118;Dx Industrie excl. sociale werkplaatsen;25.22.1B Eenmalige verpakking van....;1998;737.0;Dx    
119;Dx Industrie excl. sociale werkplaatsen;25.22.1B Eenmalige verpakking van....;1999;643.0;Dx    
120;Dx Industrie excl. sociale werkplaatsen;25.23 Kunststofartikelen voor de bouw;1996;0.0;  Zero
121;Dx Industrie excl. sociale werkplaatsen;25.23 Kunststofartikelen voor de bouw;1997;0.0;  Zero
122;Dx Industrie excl. sociale werkplaatsen;25.23 Kunststofartikelen voor de bouw;1998;0.0;Dx    
123;Dx Industrie excl. sociale werkplaatsen;25.23 Kunststofartikelen voor de bouw;1999;0.0;  Zero
124;Dx Industrie excl. sociale werkplaatsen;25.23.13 Reservoirs, tanks, vaten....;1996;0.0;  Zero
125;Dx Industrie excl. sociale werkplaatsen;25.23.13 Reservoirs, tanks, vaten....;1997;0.0;  Zero
126;Dx Industrie excl. sociale werkplaatsen;25.23.13 Reservoirs, tanks, vaten....;1998;0.0;Dx    
127;Dx Industrie excl. sociale werkplaatsen;25.23.13 Reservoirs, tanks, vaten....;1999;0.0;  Zero
128;Dx Industrie excl. sociale werkplaatsen;26 Overige niet-metaalhoudende....;1996;278.0;Dx    
129;Dx Industrie excl. sociale werkplaatsen;26 Overige niet-metaalhoudende....;1997;310.0;Dx    
130;Dx Industrie excl. sociale werkplaatsen;26 Overige niet-metaalhoudende....;1998;299.0;Dx    
131;Dx Industrie excl. sociale werkplaatsen;26 Overige niet-metaalhoudende....;1999;270.0;Dx    
132;Dx Industrie excl. sociale werkplaatsen;26.1 Glas en producten van glas;1996;277.0;Dx    
133;Dx Industrie excl. sociale werkplaatsen;26.1 Glas en producten van glas;1997;309.0;Dx    
134;Dx Industrie excl. sociale werkplaatsen;26.1 Glas en producten van glas;1998;299.0;Dx    
135;Dx Industrie excl. sociale werkplaatsen;26.1 Glas en producten van glas;1999;269.0;Dx    
136;Dx Industrie excl. sociale werkplaatsen;26.13 Holglas;1996;277.0;Dx    
137;Dx Industrie excl. sociale werkplaatsen;26.13 Holglas;1997;309.0;Dx    
138;Dx Industrie excl. sociale werkplaatsen;26.13 Holglas;1998;299.0;Dx    
139;Dx Industrie excl. sociale werkplaatsen;26.13 Holglas;1999;269.0;Dx    
140;Dx Industrie excl. sociale werkplaatsen;26.13.1 Eenmalige verpakking van....;1996;250.0;Dx    
141;Dx Industrie excl. sociale werkplaatsen;26.13.1 Eenmalige verpakking van....;1997;282.0;Dx    
142;Dx Industrie excl. sociale werkplaatsen;26.13.1 Eenmalige verpakking van....;1998;0.0;  Zero
143;Dx Industrie excl. sociale werkplaatsen;26.13.1 Eenmalige verpakking van....;1999;0.0;  Zero
144;Dx Industrie excl. sociale werkplaatsen;26.13.11 Flessen, potten, buisjes....;1996;27.0;Dx    
145;Dx Industrie excl. sociale werkplaatsen;26.13.11 Flessen, potten, buisjes....;1997;27.0;Dx    
146;Dx Industrie excl. sociale werkplaatsen;26.13.11 Flessen, potten, buisjes....;1998;21.0;Dx    
147;Dx Industrie excl. sociale werkplaatsen;26.13.11 Flessen, potten, buisjes....;1999;15.0;Dx    
148;Dx Industrie excl. sociale werkplaatsen;26.13.1B Eenmalige verpakking van....;1996;0.0;  Zero
149;Dx Industrie excl. sociale werkplaatsen;26.13.1B Eenmalige verpakking van....;1997;0.0;  Zero
150;Dx Industrie excl. sociale werkplaatsen;26.13.1B Eenmalige verpakking van....;1998;278.0;Dx    
151;Dx Industrie excl. sociale werkplaatsen;26.13.1B Eenmalige verpakking van....;1999;255.0;Dx    
152;Dx Industrie excl. sociale werkplaatsen;26.2 Niet-vuurvaste keramische....;1996;0.0;Dx    
153;Dx Industrie excl. sociale werkplaatsen;26.2 Niet-vuurvaste keramische....;1997;1.0;Dx    
154;Dx Industrie excl. sociale werkplaatsen;26.2 Niet-vuurvaste keramische....;1998;0.0;Dx    
155;Dx Industrie excl. sociale werkplaatsen;26.2 Niet-vuurvaste keramische....;1999;0.0;Dx    
156;Dx Industrie excl. sociale werkplaatsen;26.25 Artikelen van keramische....;1996;0.0;Dx    
157;Dx Industrie excl. sociale werkplaatsen;26.25 Artikelen van keramische....;1997;1.0;Dx    
158;Dx Industrie excl. sociale werkplaatsen;26.25 Artikelen van keramische....;1998;0.0;Dx    
159;Dx Industrie excl. sociale werkplaatsen;26.25 Artikelen van keramische....;1999;0.0;Dx    
160;Dx Industrie excl. sociale werkplaatsen;26.25.1 Eenmalige verpakking van....;1996;0.0;Dx    
161;Dx Industrie excl. sociale werkplaatsen;26.25.1 Eenmalige verpakking van....;1997;1.0;Dx    
162;Dx Industrie excl. sociale werkplaatsen;26.25.1 Eenmalige verpakking van....;1998;0.0;  Zero
163;Dx Industrie excl. sociale werkplaatsen;26.25.1 Eenmalige verpakking van....;1999;0.0;  Zero
164;Dx Industrie excl. sociale werkplaatsen;26.25.1B Eenmalige verpakking van....;1996;0.0;  Zero
165;Dx Industrie excl. sociale werkplaatsen;26.25.1B Eenmalige verpakking van....;1997;0.0;  Zero
166;Dx Industrie excl. sociale werkplaatsen;26.25.1B Eenmalige verpakking van....;1998;0.0;Dx    
167;Dx Industrie excl. sociale werkplaatsen;26.25.1B Eenmalige verpakking van....;1999;0.0;Dx    
168;Dx Industrie excl. sociale werkplaatsen;28 Producten van metaal, andere dan....;1996;657.0;Dx    
169;Dx Industrie excl. sociale werkplaatsen;28 Producten van metaal, andere dan....;1997;666.0;Dx    
170;Dx Industrie excl. sociale werkplaatsen;28 Producten van metaal, andere dan....;1998;653.0;Dx    
171;Dx Industrie excl. sociale werkplaatsen;28 Producten van metaal, andere dan....;1999;606.0;Dx    
172;Dx Industrie excl. sociale werkplaatsen;28.7 Overige producten van metaal;1996;657.0;Dx    
173;Dx Industrie excl. sociale werkplaatsen;28.7 Overige producten van metaal;1997;666.0;Dx    
174;Dx Industrie excl. sociale werkplaatsen;28.7 Overige producten van metaal;1998;653.0;Dx    
175;Dx Industrie excl. sociale werkplaatsen;28.7 Overige producten van metaal;1999;606.0;Dx    
176;Dx Industrie excl. sociale werkplaatsen;28.71 Stalen vaten en dergelijke;1996;0.0;Dx    
177;Dx Industrie excl. sociale werkplaatsen;28.71 Stalen vaten en dergelijke;1997;0.0;Dx    
178;Dx Industrie excl. sociale werkplaatsen;28.71 Stalen vaten en dergelijke;1998;0.0;Dx    
179;Dx Industrie excl. sociale werkplaatsen;28.71 Stalen vaten en dergelijke;1999;0.0;  Zero
180;Dx Industrie excl. sociale werkplaatsen;28.71.11 Reservoirs, fusten,....;1996;0.0;Dx    
181;Dx Industrie excl. sociale werkplaatsen;28.71.11 Reservoirs, fusten,....;1997;0.0;  Zero
182;Dx Industrie excl. sociale werkplaatsen;28.71.11 Reservoirs, fusten,....;1998;0.0;Dx    
