ID;SBI93;Verpakkingsmiddelen;Jaren;Inkoopwaarde_1;CodeBedrijfsactiviteit_2
183;Dx Industrie excl. sociale werkplaatsen;28.71.11 Reservoirs, fusten,....;1999;0.0;  Zero
184;Dx Industrie excl. sociale werkplaatsen;28.71.12 Reservoirs, fusten,....;1996;0.0;Dx    
185;Dx Industrie excl. sociale werkplaatsen;28.71.12 Reservoirs, fusten,....;1997;0.0;Dx    
186;Dx Industrie excl. sociale werkplaatsen;28.71.12 Reservoirs, fusten,....;1998;0.0;  Zero
187;Dx Industrie excl. sociale werkplaatsen;28.71.12 Reservoirs, fusten,....;1999;0.0;  Zero
188;Dx Industrie excl. sociale werkplaatsen;28.72 Bergingsmiddelen van licht metaal;1996;657.0;Dx    
189;Dx Industrie excl. sociale werkplaatsen;28.72 Bergingsmiddelen van licht metaal;1997;666.0;Dx    
190;Dx Industrie excl. sociale werkplaatsen;28.72 Bergingsmiddelen van licht metaal;1998;653.0;Dx    
191;Dx Industrie excl. sociale werkplaatsen;28.72 Bergingsmiddelen van licht metaal;1999;606.0;Dx    
192;Dx Industrie excl. sociale werkplaatsen;28.72.1 Eenmalige verpakking van....;1996;638.0;Dx    
193;Dx Industrie excl. sociale werkplaatsen;28.72.1 Eenmalige verpakking van....;1997;653.0;Dx    
194;Dx Industrie excl. sociale werkplaatsen;28.72.1 Eenmalige verpakking van....;1998;0.0;  Zero
195;Dx Industrie excl. sociale werkplaatsen;28.72.1 Eenmalige verpakking van....;1999;0.0;  Zero
196;Dx Industrie excl. sociale werkplaatsen;28.72.11 Conservenblikken van staal....;1996;12.0;Dx    
197;Dx Industrie excl. sociale werkplaatsen;28.72.11 Conservenblikken van staal....;1997;6.0;Dx    
198;Dx Industrie excl. sociale werkplaatsen;28.72.11 Conservenblikken van staal....;1998;6.0;Dx    
199;Dx Industrie excl. sociale werkplaatsen;28.72.11 Conservenblikken van staal....;1999;0.0;Dx    
200;Dx Industrie excl. sociale werkplaatsen;28.72.12 Verpakking van aluminium <....;1996;6.0;Dx    
201;Dx Industrie excl. sociale werkplaatsen;28.72.12 Verpakking van aluminium <....;1997;6.0;Dx    
202;Dx Industrie excl. sociale werkplaatsen;28.72.12 Verpakking van aluminium <....;1998;6.0;Dx    
203;Dx Industrie excl. sociale werkplaatsen;28.72.12 Verpakking van aluminium <....;1999;6.0;Dx    
204;Dx Industrie excl. sociale werkplaatsen;28.72.13 Kroonkurken, capsules e.a.....;1996;0.0;Dx    
205;Dx Industrie excl. sociale werkplaatsen;28.72.13 Kroonkurken, capsules e.a.....;1997;0.0;Dx    
206;Dx Industrie excl. sociale werkplaatsen;28.72.13 Kroonkurken, capsules e.a.....;1998;0.0;Dx    
207;Dx Industrie excl. sociale werkplaatsen;28.72.13 Kroonkurken, capsules e.a.....;1999;0.0;Dx    
208;Dx Industrie excl. sociale werkplaatsen;28.72.1B Eenmalige verpakking van....;1996;0.0;  Zero
209;Dx Industrie excl. sociale werkplaatsen;28.72.1B Eenmalige verpakking van....;1997;0.0;  Zero
210;Dx Industrie excl. sociale werkplaatsen;28.72.1B Eenmalige verpakking van....;1998;641.0;Dx    
211;Dx Industrie excl. sociale werkplaatsen;28.72.1B Eenmalige verpakking van....;1999;599.0;Dx    
212;Dx Industrie excl. sociale werkplaatsen;95 Overige eenmalige verpakkingsmiddelen;1996;88.0;Dx    
213;Dx Industrie excl. sociale werkplaatsen;95 Overige eenmalige verpakkingsmiddelen;1997;76.0;Dx    
214;Dx Industrie excl. sociale werkplaatsen;95 Overige eenmalige verpakkingsmiddelen;1998;86.0;Dx    
215;Dx Industrie excl. sociale werkplaatsen;95 Overige eenmalige verpakkingsmiddelen;1999;617.0;Dx    
216;Dx Industrie excl. sociale werkplaatsen;99.99.97 Overige eenmalige....;1996;88.0;Dx    
217;Dx Industrie excl. sociale werkplaatsen;99.99.97 Overige eenmalige....;1997;76.0;Dx    
218;Dx Industrie excl. sociale werkplaatsen;99.99.97 Overige eenmalige....;1998;86.0;Dx    
219;Dx Industrie excl. sociale werkplaatsen;99.99.97 Overige eenmalige....;1999;617.0;Dx    
220;Dx Industrie excl. sociale werkplaatsen;98 Niet gespecificeerde eenmalige....;1996;108.0;Dx    
221;Dx Industrie excl. sociale werkplaatsen;98 Niet gespecificeerde eenmalige....;1997;120.0;Dx    
222;Dx Industrie excl. sociale werkplaatsen;98 Niet gespecificeerde eenmalige....;1998;130.0;Dx    
223;Dx Industrie excl. sociale werkplaatsen;98 Niet gespecificeerde eenmalige....;1999;143.0;Dx    
224;Dx Industrie excl. sociale werkplaatsen;98.00.00 Niet gespecificeerde....;1996;108.0;Dx    
225;Dx Industrie excl. sociale werkplaatsen;98.00.00 Niet gespecificeerde....;1997;120.0;Dx    
226;Dx Industrie excl. sociale werkplaatsen;98.00.00 Niet gespecificeerde....;1998;130.0;Dx    
227;Dx Industrie excl. sociale werkplaatsen;98.00.00 Niet gespecificeerde....;1999;143.0;Dx    
228;DA Voedings- en genotmiddelenindustrie;Totaal inkopen;1996;2238.0;DA    
229;DA Voedings- en genotmiddelenindustrie;Totaal inkopen;1997;2289.0;DA    
230;DA Voedings- en genotmiddelenindustrie;Totaal inkopen;1998;2291.0;DA    
231;DA Voedings- en genotmiddelenindustrie;Totaal inkopen;1999;2356.0;DA    
232;DA Voedings- en genotmiddelenindustrie;Som niet gespecificeerde inkoop;1996;31.0;DA    
233;DA Voedings- en genotmiddelenindustrie;Som niet gespecificeerde inkoop;1997;37.0;DA    
234;DA Voedings- en genotmiddelenindustrie;Som niet gespecificeerde inkoop;1998;46.0;DA    
235;DA Voedings- en genotmiddelenindustrie;Som niet gespecificeerde inkoop;1999;44.0;DA    
236;DA Voedings- en genotmiddelenindustrie;Som gespecificeerde inkoop;1996;2206.0;DA    
237;DA Voedings- en genotmiddelenindustrie;Som gespecificeerde inkoop;1997;2251.0;DA    
238;DA Voedings- en genotmiddelenindustrie;Som gespecificeerde inkoop;1998;2244.0;DA    
239;DA Voedings- en genotmiddelenindustrie;Som gespecificeerde inkoop;1999;2312.0;DA    
240;DA Voedings- en genotmiddelenindustrie;17 Textiel;1996;10.0;DA    
241;DA Voedings- en genotmiddelenindustrie;17 Textiel;1997;9.0;DA    
242;DA Voedings- en genotmiddelenindustrie;17 Textiel;1998;9.0;DA    
243;DA Voedings- en genotmiddelenindustrie;17 Textiel;1999;7.0;DA    
244;DA Voedings- en genotmiddelenindustrie;17.4 Geconfectioneerde artikelen van....;1996;10.0;DA    
245;DA Voedings- en genotmiddelenindustrie;17.4 Geconfectioneerde artikelen van....;1997;9.0;DA    
246;DA Voedings- en genotmiddelenindustrie;17.4 Geconfectioneerde artikelen van....;1998;9.0;DA    
247;DA Voedings- en genotmiddelenindustrie;17.4 Geconfectioneerde artikelen van....;1999;7.0;DA    
248;DA Voedings- en genotmiddelenindustrie;17.40.2 Eenmalige verpakking van textiel;1996;10.0;DA    
249;DA Voedings- en genotmiddelenindustrie;17.40.2 Eenmalige verpakking van textiel;1997;9.0;DA    
250;DA Voedings- en genotmiddelenindustrie;17.40.2 Eenmalige verpakking van textiel;1998;0.0;  Zero
251;DA Voedings- en genotmiddelenindustrie;17.40.2 Eenmalige verpakking van textiel;1999;0.0;  Zero
252;DA Voedings- en genotmiddelenindustrie;17.40.21 Zakken voor....;1996;0.0;  Zero
253;DA Voedings- en genotmiddelenindustrie;17.40.21 Zakken voor....;1997;0.0;  Zero
254;DA Voedings- en genotmiddelenindustrie;17.40.21 Zakken voor....;1998;0.0;  Zero
255;DA Voedings- en genotmiddelenindustrie;17.40.21 Zakken voor....;1999;0.0;  Zero
256;DA Voedings- en genotmiddelenindustrie;17.40.2B Eenmalige verpakking van....;1996;0.0;  Zero
257;DA Voedings- en genotmiddelenindustrie;17.40.2B Eenmalige verpakking van....;1997;0.0;  Zero
258;DA Voedings- en genotmiddelenindustrie;17.40.2B Eenmalige verpakking van....;1998;9.0;DA    
259;DA Voedings- en genotmiddelenindustrie;17.40.2B Eenmalige verpakking van....;1999;7.0;DA    
260;DA Voedings- en genotmiddelenindustrie;"20 Hout; hout- en kurkwaren....";1996;35.0;DA    
261;DA Voedings- en genotmiddelenindustrie;"20 Hout; hout- en kurkwaren....";1997;37.0;DA    
262;DA Voedings- en genotmiddelenindustrie;"20 Hout; hout- en kurkwaren....";1998;30.0;DA    
263;DA Voedings- en genotmiddelenindustrie;"20 Hout; hout- en kurkwaren....";1999;29.0;DA    
264;DA Voedings- en genotmiddelenindustrie;20.4 Houten emballage;1996;35.0;DA    
