ID;SoortVacature;Regio;Perioden;TotaalAantalVacatures_1;Bedrijfsgrootte10Werknemers_2;Bedrijfsgrootte1099Werknemers_3;Bedrijfsgrootte100Werknemers_4;k_1ElementaireBeroepen_5;k_2LagereBeroepen_6;k_4MiddelbareBeroepen_7;k_6HogereBeroepen_8;k_8WetenschappelijkeBeroepen_9;k_9Onbekend_10;k_2LagerOnderwijs_11;k_3VoortgezetOnderwijsLagereTrap_12;k_4VoortgezetOnderwijsHogereTrap_13;k_5HogerOnderwijs1eTrap_14;k_67HogerOnderwijs2e3eTrap_15;k_9Onbekend_16
0;Totaal aantal vacatures;Nederland;2000;14.1;0.2;1.8;12.1;0.2;1.6;4.7;5.3;2.3;0.0;0.0;1.6;4.6;5.5;2.2;0.0
1;Totaal aantal vacatures;Nederland;2001;14.7;0.2;1.7;12.8;0.2;1.2;5.2;6.6;1.5;0.0;0.1;1.5;4.9;7.1;1.1;0.0
2;Totaal aantal vacatures;Nederland;2002;11.8;0.1;1.3;10.4;0.2;1.4;3.4;5.0;1.9;;0.0;1.7;3.4;5.1;1.6;
3;Totaal aantal vacatures;Nederland;2003;8.8;0.0;0.8;8.0;0.1;0.9;2.8;3.7;1.3;;0.0;0.0;0.9;3.0;3.9;1.0
4;Totaal aantal vacatures;Nederland;2004;8.5;0.0;0.6;7.9;;;;;;;;;;;;
5;Totaal aantal vacatures;Nederland;2006;12.3;0.0;1.0;11.2;0.2;0.7;4.3;5.8;1.2;;0.0;0.8;3.5;5.5;2.5;
6;Totaal aantal vacatures;Nederland;2008;22.1;0.1;0.9;21.0;0.4;0.6;4.8;7.3;1.5;7.5;0.0;0.7;3.4;8.0;2.4;7.5
7;Totaal aantal vacatures;Groningen (PV);2000;0.5;0.0;0.1;0.4;0.0;0.1;0.2;0.2;0.0;0.0;0.0;0.1;0.2;0.2;0.0;0.0
8;Totaal aantal vacatures;Groningen (PV);2001;0.5;0.0;0.1;0.4;0.0;0.0;0.2;0.2;0.0;0.0;0.0;0.0;0.2;0.2;0.0;0.0
9;Totaal aantal vacatures;Groningen (PV);2002;0.4;0.0;0.0;0.3;0.0;0.0;0.1;0.2;0.1;;0.0;0.0;0.1;0.2;0.0;
10;Totaal aantal vacatures;Groningen (PV);2003;0.6;0.0;0.0;0.6;0.0;0.0;0.3;0.2;0.1;;0.0;0.0;0.0;0.3;0.2;0.1
11;Totaal aantal vacatures;Groningen (PV);2004;0.4;0.0;0.0;0.4;;;;;;;;;;;;
12;Totaal aantal vacatures;Groningen (PV);2006;0.4;;0.0;0.3;0.0;0.0;0.1;0.2;0.0;;;0.0;0.1;0.2;0.1;
13;Totaal aantal vacatures;Groningen (PV);2008;0.4;;0.0;0.4;0.0;0.0;0.2;0.2;0.1;;;0.0;0.1;0.2;0.1;
14;Totaal aantal vacatures;Friesland (PV);2000;0.3;0.0;0.1;0.2;0.0;0.0;0.1;0.1;0.1;0.0;0.0;0.0;0.1;0.1;0.1;0.0
15;Totaal aantal vacatures;Friesland (PV);2001;0.4;0.0;0.1;0.3;0.0;0.0;0.1;0.2;0.0;0.0;0.0;0.0;0.2;0.2;0.0;0.0
16;Totaal aantal vacatures;Friesland (PV);2002;0.4;0.0;0.1;0.3;0.0;0.0;0.1;0.2;0.0;;0.0;0.0;0.2;0.2;0.0;
17;Totaal aantal vacatures;Friesland (PV);2003;0.2;0.0;0.0;0.2;0.0;0.0;0.1;0.1;0.0;;0.0;0.0;0.0;0.1;0.1;0.0
18;Totaal aantal vacatures;Friesland (PV);2004;0.3;0.0;0.0;0.3;;;;;;;;;;;;
19;Totaal aantal vacatures;Friesland (PV);2006;0.4;;0.0;0.4;0.0;0.0;0.1;0.3;0.0;;;0.0;0.1;0.3;0.0;
20;Totaal aantal vacatures;Friesland (PV);2008;0.4;0.0;0.0;0.4;0.0;0.0;0.1;0.2;0.1;;;0.0;0.1;0.3;0.0;
21;Totaal aantal vacatures;Drenthe (PV);2000;0.2;0.0;0.0;0.2;0.0;0.0;0.1;0.1;0.0;0.0;0.0;0.0;0.1;0.1;0.0;0.0
22;Totaal aantal vacatures;Drenthe (PV);2001;0.7;0.0;0.0;0.6;0.0;0.0;0.2;0.4;0.0;0.0;0.0;0.0;0.2;0.4;0.0;0.0
23;Totaal aantal vacatures;Drenthe (PV);2002;0.3;0.0;0.0;0.3;0.0;0.0;0.1;0.2;0.0;;0.0;0.0;0.1;0.2;0.0;
24;Totaal aantal vacatures;Drenthe (PV);2003;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.1;0.0;;0.0;0.0;0.0;0.0;0.1;0.0
25;Totaal aantal vacatures;Drenthe (PV);2004;0.3;0.0;0.0;0.3;;;;;;;;;;;;
26;Totaal aantal vacatures;Drenthe (PV);2006;0.3;;0.0;0.3;0.0;0.0;0.1;0.2;0.0;;;0.0;0.1;0.2;0.0;
27;Totaal aantal vacatures;Drenthe (PV);2008;0.4;;0.1;0.4;0.0;0.0;0.2;0.2;0.0;;;0.0;0.1;0.3;0.0;
28;Totaal aantal vacatures;Overijssel (PV);2000;0.4;0.0;0.1;0.3;0.0;0.0;0.1;0.2;0.0;0.0;0.0;0.0;0.1;0.2;0.0;0.0
29;Totaal aantal vacatures;Overijssel (PV);2001;0.7;0.0;0.1;0.6;0.0;0.1;0.3;0.3;0.1;0.0;0.0;0.1;0.2;0.3;0.0;0.0
30;Totaal aantal vacatures;Overijssel (PV);2002;0.7;0.0;0.1;0.7;0.0;0.1;0.2;0.4;0.1;;0.0;0.1;0.2;0.4;0.1;
31;Totaal aantal vacatures;Overijssel (PV);2003;0.7;0.0;0.0;0.7;0.0;0.1;0.1;0.4;0.1;;0.0;0.0;0.1;0.1;0.4;0.0
32;Totaal aantal vacatures;Overijssel (PV);2004;0.6;0.0;0.0;0.5;;;;;;;;;;;;
33;Totaal aantal vacatures;Overijssel (PV);2006;0.6;;0.0;0.6;0.0;0.1;0.2;0.3;0.0;;;0.1;0.2;0.3;0.0;
34;Totaal aantal vacatures;Overijssel (PV);2008;1.1;0.0;0.1;1.0;0.0;0.0;0.3;0.6;0.1;;0.0;0.0;0.3;0.7;0.1;
35;Totaal aantal vacatures;Flevoland (PV);2000;0.4;0.0;0.0;0.4;0.0;0.0;0.1;0.2;0.1;0.0;0.0;0.0;0.1;0.2;0.1;0.0
36;Totaal aantal vacatures;Flevoland (PV);2001;0.3;0.0;0.0;0.2;0.0;0.0;0.1;0.2;0.0;0.0;0.0;0.0;0.1;0.2;0.0;0.0
37;Totaal aantal vacatures;Flevoland (PV);2002;0.2;0.0;0.0;0.2;0.0;0.0;0.0;0.1;0.0;;0.0;0.0;0.0;0.1;0.0;
38;Totaal aantal vacatures;Flevoland (PV);2003;0.2;0.0;0.0;0.1;0.0;0.0;0.0;0.1;0.0;;0.0;0.0;0.0;0.0;0.1;0.0
39;Totaal aantal vacatures;Flevoland (PV);2004;0.1;0.0;0.0;0.1;;;;;;;;;;;;
40;Totaal aantal vacatures;Flevoland (PV);2006;0.2;0.0;;0.2;0.0;0.0;0.1;0.1;0.0;;0.0;0.0;0.0;0.1;0.0;
41;Totaal aantal vacatures;Flevoland (PV);2008;0.2;;0.0;0.1;0.0;0.0;0.0;0.1;0.0;;;0.0;0.0;0.1;0.0;
42;Totaal aantal vacatures;Gelderland (PV);2000;1.0;0.0;0.2;0.8;0.0;0.1;0.3;0.5;0.1;0.0;0.0;0.1;0.3;0.5;0.1;0.0
43;Totaal aantal vacatures;Gelderland (PV);2001;1.5;0.1;0.2;1.2;0.0;0.1;0.6;0.6;0.1;0.0;0.0;0.2;0.5;0.7;0.1;0.0
44;Totaal aantal vacatures;Gelderland (PV);2002;1.9;0.0;0.2;1.8;0.1;0.6;0.5;0.5;0.3;;0.0;0.7;0.5;0.6;0.2;
45;Totaal aantal vacatures;Gelderland (PV);2003;1.0;0.0;0.1;0.9;0.0;0.1;0.3;0.5;0.1;;0.0;0.0;0.1;0.4;0.5;0.1
46;Totaal aantal vacatures;Gelderland (PV);2004;1.1;0.0;0.1;0.9;;;;;;;;;;;;
47;Totaal aantal vacatures;Gelderland (PV);2006;1.6;0.0;0.1;1.5;0.0;0.1;0.7;0.5;0.3;;0.0;0.1;0.6;0.7;0.3;
48;Totaal aantal vacatures;Gelderland (PV);2008;1.6;0.0;0.1;1.5;0.0;0.1;0.7;0.5;0.1;;0.0;0.2;0.6;0.6;0.1;
49;Totaal aantal vacatures;Utrecht (PV);2000;1.4;0.0;0.2;1.2;0.0;0.3;0.5;0.4;0.2;0.0;0.0;0.3;0.5;0.4;0.2;0.0
50;Totaal aantal vacatures;Utrecht (PV);2001;1.2;0.0;0.2;1.0;0.0;0.1;0.4;0.6;0.2;0.0;0.0;0.1;0.4;0.6;0.1;0.0
51;Totaal aantal vacatures;Utrecht (PV);2002;0.8;0.0;0.2;0.6;0.0;0.1;0.2;0.3;0.3;;0.0;0.0;0.2;0.3;0.3;
52;Totaal aantal vacatures;Utrecht (PV);2003;0.8;0.0;0.1;0.8;0.0;0.1;0.3;0.3;0.2;;0.0;0.0;0.1;0.3;0.3;0.2
53;Totaal aantal vacatures;Utrecht (PV);2004;0.6;0.0;0.0;0.5;;;;;;;;;;;;
54;Totaal aantal vacatures;Utrecht (PV);2006;0.7;;0.1;0.6;0.0;0.0;0.2;0.3;0.1;;;0.0;0.2;0.3;0.1;
55;Totaal aantal vacatures;Utrecht (PV);2008;1.2;0.0;0.1;1.1;0.0;0.0;0.4;0.7;0.1;;0.0;0.0;0.3;0.8;0.1;
56;Totaal aantal vacatures;Noord-Holland (PV);2000;2.5;0.0;0.3;2.2;0.0;0.5;0.9;0.8;0.3;0.0;0.0;0.5;0.9;0.9;0.3;0.0
57;Totaal aantal vacatures;Noord-Holland (PV);2001;2.6;0.0;0.3;2.3;0.0;0.4;0.8;1.1;0.3;0.0;0.0;0.5;0.7;1.2;0.2;0.0
58;Totaal aantal vacatures;Noord-Holland (PV);2002;1.6;0.0;0.2;1.4;0.0;0.1;0.6;0.6;0.1;;0.0;0.2;0.6;0.7;0.1;
59;Totaal aantal vacatures;Noord-Holland (PV);2003;1.4;0.0;0.1;1.2;0.1;0.1;0.4;0.6;0.1;;0.0;0.0;0.2;0.5;0.6;0.1
60;Totaal aantal vacatures;Noord-Holland (PV);2004;1.1;0.0;0.1;1.0;;;;;;;;;;;;
61;Totaal aantal vacatures;Noord-Holland (PV);2006;2.1;;0.2;2.0;0.1;0.1;0.9;0.9;0.2;;;0.1;0.7;0.9;0.3;
62;Totaal aantal vacatures;Noord-Holland (PV);2008;2.6;0.0;0.1;2.5;0.1;0.2;1.1;0.9;0.3;;0.0;0.2;0.6;1.6;0.3;
63;Totaal aantal vacatures;Zuid-Holland (PV);2000;4.9;0.1;0.4;4.4;0.0;0.4;1.7;1.8;1.0;0.0;0.0;0.4;1.6;1.9;0.9;0.0
64;Totaal aantal vacatures;Zuid-Holland (PV);2001;4.3;0.1;0.5;3.8;0.0;0.2;1.8;1.8;0.5;0.0;0.0;0.4;1.6;1.9;0.4;0.0
65;Totaal aantal vacatures;Zuid-Holland (PV);2002;3.6;0.0;0.3;3.3;0.0;0.3;1.0;1.6;0.7;;0.0;0.3;1.0;1.6;0.6;
66;Totaal aantal vacatures;Zuid-Holland (PV);2003;2.5;0.0;0.2;2.2;0.0;0.2;0.7;0.9;0.5;;0.0;0.0;0.2;0.8;0.9;0.5
67;Totaal aantal vacatures;Zuid-Holland (PV);2004;2.1;0.0;0.1;2.0;;;;;;;;;;;;
68;Totaal aantal vacatures;Zuid-Holland (PV);2006;3.6;;0.3;3.3;0.0;0.1;1.0;2.0;0.3;;0.0;0.2;0.8;1.3;1.3;
69;Totaal aantal vacatures;Zuid-Holland (PV);2008;4.0;0.0;0.3;3.7;0.1;0.1;1.0;2.5;0.4;;0.0;0.1;0.7;2.0;1.3;
70;Totaal aantal vacatures;Zeeland (PV);2000;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0
71;Totaal aantal vacatures;Zeeland (PV);2001;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0
72;Totaal aantal vacatures;Zeeland (PV);2002;0.2;0.0;0.0;0.1;0.0;0.0;0.0;0.1;0.0;;0.0;0.0;0.0;0.1;0.0;
73;Totaal aantal vacatures;Zeeland (PV);2003;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.1;0.0;;0.0;0.0;0.0;0.0;0.1;0.0
74;Totaal aantal vacatures;Zeeland (PV);2004;0.1;0.0;0.0;0.1;;;;;;;;;;;;
75;Totaal aantal vacatures;Zeeland (PV);2006;0.3;;0.1;0.2;0.0;0.0;0.1;0.2;0.0;;;0.0;0.0;0.2;0.0;
76;Totaal aantal vacatures;Zeeland (PV);2008;0.2;0.0;0.0;0.2;0.0;0.0;0.1;0.1;0.0;;0.0;0.0;0.1;0.1;0.0;
77;Totaal aantal vacatures;Noord-Brabant (PV);2000;1.5;0.0;0.2;1.3;0.0;0.1;0.4;0.6;0.3;0.0;0.0;0.1;0.5;0.6;0.3;0.0
78;Totaal aantal vacatures;Noord-Brabant (PV);2001;1.5;0.0;0.2;1.3;0.0;0.1;0.6;0.7;0.1;0.0;0.0;0.2;0.5;0.7;0.1;0.0
79;Totaal aantal vacatures;Noord-Brabant (PV);2002;1.3;0.0;0.2;1.1;0.0;0.1;0.4;0.6;0.1;;0.0;0.2;0.4;0.6;0.1;
80;Totaal aantal vacatures;Noord-Brabant (PV);2003;0.9;0.0;0.1;0.8;0.0;0.1;0.3;0.4;0.1;;0.0;0.0;0.1;0.3;0.4;0.1
81;Totaal aantal vacatures;Noord-Brabant (PV);2004;1.4;0.0;0.1;1.3;;;;;;;;;;;;
82;Totaal aantal vacatures;Noord-Brabant (PV);2006;1.4;;0.0;1.3;0.0;0.1;0.6;0.6;0.1;;0.0;0.1;0.5;0.6;0.1;
83;Totaal aantal vacatures;Noord-Brabant (PV);2008;1.8;0.0;0.2;1.6;0.0;0.1;0.5;1.0;0.1;;0.0;0.1;0.5;1.0;0.2;
84;Totaal aantal vacatures;Limburg (PV);2000;0.8;0.0;0.1;0.6;0.0;0.0;0.3;0.3;0.2;0.0;0.0;0.0;0.3;0.3;0.1;0.0
85;Totaal aantal vacatures;Limburg (PV);2001;0.9;0.0;0.1;0.8;0.0;0.0;0.3;0.4;0.1;0.0;0.0;0.1;0.3;0.4;0.1;0.0
86;Totaal aantal vacatures;Limburg (PV);2002;0.4;0.0;0.1;0.3;0.0;0.0;0.2;0.1;0.1;;0.0;0.0;0.1;0.1;0.1;
87;Totaal aantal vacatures;Limburg (PV);2003;0.4;0.0;0.1;0.3;0.0;0.0;0.1;0.2;0.1;;0.0;0.0;0.0;0.1;0.2;0.0
88;Totaal aantal vacatures;Limburg (PV);2004;0.5;0.0;0.1;0.4;;;;;;;;;;;;
89;Totaal aantal vacatures;Limburg (PV);2006;0.7;;0.1;0.5;0.0;0.0;0.3;0.3;0.1;;;0.0;0.2;0.3;0.1;
90;Totaal aantal vacatures;Limburg (PV);2008;0.7;;0.0;0.7;0.0;0.0;0.3;0.2;0.1;;0.0;0.0;0.1;0.4;0.1;
91;Totaal aantal vacatures;Groningen (RB);2000;0.5;0.0;0.1;0.4;0.0;0.1;0.2;0.2;0.0;0.0;0.0;0.1;0.2;0.2;0.0;0.0
92;Totaal aantal vacatures;Groningen (RB);2001;0.5;0.0;0.1;0.4;0.0;0.0;0.2;0.2;0.0;0.0;0.0;0.0;0.2;0.2;0.0;0.0
93;Totaal aantal vacatures;Groningen (RB);2002;;;;;;;;;;;;;;;;
94;Totaal aantal vacatures;Groningen (RB);2003;;;;;;;;;;;;;;;;
95;Totaal aantal vacatures;Groningen (RB);2004;;;;;;;;;;;;;;;;
96;Totaal aantal vacatures;Groningen (RB);2006;;;;;;;;;;;;;;;;
97;Totaal aantal vacatures;Groningen (RB);2008;;;;;;;;;;;;;;;;
98;Totaal aantal vacatures;Friesland (RB);2000;0.3;0.0;0.1;0.2;0.0;0.0;0.1;0.1;0.1;0.0;0.0;0.0;0.1;0.1;0.1;0.0
99;Totaal aantal vacatures;Friesland (RB);2001;0.4;0.0;0.1;0.3;0.0;0.0;0.1;0.2;0.0;0.0;0.0;0.0;0.2;0.2;0.0;0.0
100;Totaal aantal vacatures;Friesland (RB);2002;;;;;;;;;;;;;;;;
101;Totaal aantal vacatures;Friesland (RB);2003;;;;;;;;;;;;;;;;
102;Totaal aantal vacatures;Friesland (RB);2004;;;;;;;;;;;;;;;;
103;Totaal aantal vacatures;Friesland (RB);2006;;;;;;;;;;;;;;;;
104;Totaal aantal vacatures;Friesland (RB);2008;;;;;;;;;;;;;;;;
105;Totaal aantal vacatures;Drenthe (RB);2000;0.2;0.0;0.0;0.2;0.0;0.0;0.1;0.1;0.0;0.0;0.0;0.0;0.1;0.1;0.0;0.0
106;Totaal aantal vacatures;Drenthe (RB);2001;0.7;0.0;0.0;0.6;0.0;0.0;0.2;0.4;0.0;0.0;0.0;0.0;0.2;0.4;0.0;0.0
107;Totaal aantal vacatures;Drenthe (RB);2002;;;;;;;;;;;;;;;;
108;Totaal aantal vacatures;Drenthe (RB);2003;;;;;;;;;;;;;;;;
109;Totaal aantal vacatures;Drenthe (RB);2004;;;;;;;;;;;;;;;;
110;Totaal aantal vacatures;Drenthe (RB);2006;;;;;;;;;;;;;;;;
111;Totaal aantal vacatures;Drenthe (RB);2008;;;;;;;;;;;;;;;;
112;Totaal aantal vacatures;IJssel-Vecht/Twente (RB);2000;0.4;0.0;0.1;0.3;0.0;0.0;0.1;0.2;0.0;0.0;0.0;0.0;0.1;0.2;0.0;0.0
113;Totaal aantal vacatures;IJssel-Vecht/Twente (RB);2001;0.7;0.0;0.1;0.6;0.0;0.1;0.3;0.3;0.1;0.0;0.0;0.1;0.2;0.3;0.0;0.0
114;Totaal aantal vacatures;IJssel-Vecht/Twente (RB);2002;;;;;;;;;;;;;;;;
115;Totaal aantal vacatures;IJssel-Vecht/Twente (RB);2003;;;;;;;;;;;;;;;;
116;Totaal aantal vacatures;IJssel-Vecht/Twente (RB);2004;;;;;;;;;;;;;;;;
117;Totaal aantal vacatures;IJssel-Vecht/Twente (RB);2006;;;;;;;;;;;;;;;;
118;Totaal aantal vacatures;IJssel-Vecht/Twente (RB);2008;;;;;;;;;;;;;;;;
119;Totaal aantal vacatures;IJssel/Veluwe (RB);2000;0.4;0.0;0.1;0.3;0.0;0.0;0.1;0.3;0.1;0.0;0.0;0.0;0.1;0.3;0.0;0.0
120;Totaal aantal vacatures;IJssel/Veluwe (RB);2001;0.5;0.0;0.1;0.3;0.0;0.0;0.1;0.3;0.1;0.0;0.0;0.0;0.1;0.3;0.0;0.0
121;Totaal aantal vacatures;IJssel/Veluwe (RB);2002;;;;;;;;;;;;;;;;
122;Totaal aantal vacatures;IJssel/Veluwe (RB);2003;;;;;;;;;;;;;;;;
123;Totaal aantal vacatures;IJssel/Veluwe (RB);2004;;;;;;;;;;;;;;;;
124;Totaal aantal vacatures;IJssel/Veluwe (RB);2006;;;;;;;;;;;;;;;;
125;Totaal aantal vacatures;IJssel/Veluwe (RB);2008;;;;;;;;;;;;;;;;
126;Totaal aantal vacatures;Arnhem-O.Gld./Nijm.Riv.land (RB);2000;0.6;0.0;0.1;0.4;0.0;0.1;0.2;0.3;0.1;0.0;0.0;0.1;0.2;0.3;0.1;0.0
127;Totaal aantal vacatures;Arnhem-O.Gld./Nijm.Riv.land (RB);2001;1.0;0.0;0.1;0.8;0.0;0.1;0.4;0.4;0.0;0.0;0.0;0.1;0.4;0.4;0.0;0.0
128;Totaal aantal vacatures;Arnhem-O.Gld./Nijm.Riv.land (RB);2002;;;;;;;;;;;;;;;;
129;Totaal aantal vacatures;Arnhem-O.Gld./Nijm.Riv.land (RB);2003;;;;;;;;;;;;;;;;
130;Totaal aantal vacatures;Arnhem-O.Gld./Nijm.Riv.land (RB);2004;;;;;;;;;;;;;;;;
131;Totaal aantal vacatures;Arnhem-O.Gld./Nijm.Riv.land (RB);2006;;;;;;;;;;;;;;;;
132;Totaal aantal vacatures;Arnhem-O.Gld./Nijm.Riv.land (RB);2008;;;;;;;;;;;;;;;;
133;Totaal aantal vacatures;Flevoland (RB);2000;0.4;0.0;0.0;0.4;0.0;0.0;0.1;0.2;0.1;0.0;0.0;0.0;0.1;0.2;0.1;0.0
134;Totaal aantal vacatures;Flevoland (RB);2001;0.3;0.0;0.0;0.2;0.0;0.0;0.1;0.2;0.0;0.0;0.0;0.0;0.1;0.2;0.0;0.0
135;Totaal aantal vacatures;Flevoland (RB);2002;;;;;;;;;;;;;;;;
136;Totaal aantal vacatures;Flevoland (RB);2003;;;;;;;;;;;;;;;;
137;Totaal aantal vacatures;Flevoland (RB);2004;;;;;;;;;;;;;;;;
138;Totaal aantal vacatures;Flevoland (RB);2006;;;;;;;;;;;;;;;;
139;Totaal aantal vacatures;Flevoland (RB);2008;;;;;;;;;;;;;;;;
140;Totaal aantal vacatures;Midden-Nederland (RB);2000;1.6;0.0;0.2;1.4;0.0;0.3;0.6;0.5;0.2;0.0;0.0;0.3;0.6;0.5;0.2;0.0
141;Totaal aantal vacatures;Midden-Nederland (RB);2001;1.5;0.0;0.2;1.2;0.1;0.1;0.4;0.7;0.2;0.0;0.0;0.1;0.4;0.7;0.2;0.0
142;Totaal aantal vacatures;Midden-Nederland (RB);2002;;;;;;;;;;;;;;;;
143;Totaal aantal vacatures;Midden-Nederland (RB);2003;;;;;;;;;;;;;;;;
144;Totaal aantal vacatures;Midden-Nederland (RB);2004;;;;;;;;;;;;;;;;
145;Totaal aantal vacatures;Midden-Nederland (RB);2006;;;;;;;;;;;;;;;;
146;Totaal aantal vacatures;Midden-Nederland (RB);2008;;;;;;;;;;;;;;;;
147;Totaal aantal vacatures;Noord-Holland Noord (RB);2000;0.5;0.0;0.1;0.4;0.0;0.1;0.1;0.2;0.1;0.0;0.0;0.1;0.1;0.2;0.0;0.0
148;Totaal aantal vacatures;Noord-Holland Noord (RB);2001;0.3;0.0;0.1;0.3;0.0;0.1;0.1;0.1;0.0;0.0;0.0;0.1;0.1;0.1;0.0;0.0
149;Totaal aantal vacatures;Noord-Holland Noord (RB);2002;;;;;;;;;;;;;;;;
150;Totaal aantal vacatures;Noord-Holland Noord (RB);2003;;;;;;;;;;;;;;;;
151;Totaal aantal vacatures;Noord-Holland Noord (RB);2004;;;;;;;;;;;;;;;;
152;Totaal aantal vacatures;Noord-Holland Noord (RB);2006;;;;;;;;;;;;;;;;
153;Totaal aantal vacatures;Noord-Holland Noord (RB);2008;;;;;;;;;;;;;;;;
154;Totaal aantal vacatures;Zuidelijk Noord-Holland (RB);2000;1.9;0.0;0.2;1.6;0.0;0.4;0.7;0.6;0.2;0.0;0.0;0.4;0.7;0.6;0.2;0.0
155;Totaal aantal vacatures;Zuidelijk Noord-Holland (RB);2001;2.1;0.0;0.2;1.9;0.0;0.3;0.6;0.9;0.2;0.0;0.0;0.4;0.5;1.0;0.2;0.0
156;Totaal aantal vacatures;Zuidelijk Noord-Holland (RB);2002;;;;;;;;;;;;;;;;
157;Totaal aantal vacatures;Zuidelijk Noord-Holland (RB);2003;;;;;;;;;;;;;;;;
158;Totaal aantal vacatures;Zuidelijk Noord-Holland (RB);2004;;;;;;;;;;;;;;;;
159;Totaal aantal vacatures;Zuidelijk Noord-Holland (RB);2006;;;;;;;;;;;;;;;;
160;Totaal aantal vacatures;Zuidelijk Noord-Holland (RB);2008;;;;;;;;;;;;;;;;
161;Totaal aantal vacatures;Rijnstreek (RB);2000;0.7;0.0;0.1;0.6;0.0;0.0;0.1;0.3;0.2;0.0;0.0;0.0;0.1;0.3;0.2;0.0
162;Totaal aantal vacatures;Rijnstreek (RB);2001;0.5;0.0;0.1;0.4;0.0;0.1;0.2;0.3;0.0;0.0;0.0;0.0;0.2;0.3;0.0;0.0
163;Totaal aantal vacatures;Rijnstreek (RB);2002;;;;;;;;;;;;;;;;
164;Totaal aantal vacatures;Rijnstreek (RB);2003;;;;;;;;;;;;;;;;
165;Totaal aantal vacatures;Rijnstreek (RB);2004;;;;;;;;;;;;;;;;
166;Totaal aantal vacatures;Rijnstreek (RB);2006;;;;;;;;;;;;;;;;
167;Totaal aantal vacatures;Rijnstreek (RB);2008;;;;;;;;;;;;;;;;
168;Totaal aantal vacatures;Haaglanden (RB);2000;2.2;0.0;0.1;2.1;0.0;0.1;0.9;0.7;0.5;0.0;0.0;0.2;0.8;0.7;0.5;0.0
169;Totaal aantal vacatures;Haaglanden (RB);2001;2.4;0.0;0.1;2.3;0.0;0.1;1.2;0.8;0.4;0.0;0.0;0.2;1.0;0.9;0.3;0.0
170;Totaal aantal vacatures;Haaglanden (RB);2002;;;;;;;;;;;;;;;;
171;Totaal aantal vacatures;Haaglanden (RB);2003;;;;;;;;;;;;;;;;
172;Totaal aantal vacatures;Haaglanden (RB);2004;;;;;;;;;;;;;;;;
173;Totaal aantal vacatures;Haaglanden (RB);2006;;;;;;;;;;;;;;;;
174;Totaal aantal vacatures;Haaglanden (RB);2008;;;;;;;;;;;;;;;;
175;Totaal aantal vacatures;Rijnmond (RB);2000;2.0;0.0;0.2;1.7;0.0;0.2;0.7;0.8;0.3;0.0;0.0;0.2;0.7;0.8;0.3;0.0
176;Totaal aantal vacatures;Rijnmond (RB);2001;1.3;0.0;0.2;1.1;0.0;0.1;0.4;0.8;0.1;0.0;0.0;0.1;0.4;0.8;0.1;0.0
177;Totaal aantal vacatures;Rijnmond (RB);2002;;;;;;;;;;;;;;;;
178;Totaal aantal vacatures;Rijnmond (RB);2003;;;;;;;;;;;;;;;;
179;Totaal aantal vacatures;Rijnmond (RB);2004;;;;;;;;;;;;;;;;
180;Totaal aantal vacatures;Rijnmond (RB);2006;;;;;;;;;;;;;;;;
181;Totaal aantal vacatures;Rijnmond (RB);2008;;;;;;;;;;;;;;;;
182;Totaal aantal vacatures;Zeeland (RB);2000;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0
183;Totaal aantal vacatures;Zeeland (RB);2001;0.1;0.0;0.0;0.1;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0
184;Totaal aantal vacatures;Zeeland (RB);2002;;;;;;;;;;;;;;;;
185;Totaal aantal vacatures;Zeeland (RB);2003;;;;;;;;;;;;;;;;
186;Totaal aantal vacatures;Zeeland (RB);2004;;;;;;;;;;;;;;;;
187;Totaal aantal vacatures;Zeeland (RB);2006;;;;;;;;;;;;;;;;
188;Totaal aantal vacatures;Zeeland (RB);2008;;;;;;;;;;;;;;;;
189;Totaal aantal vacatures;Midden- en West-Brabant (RB);2000;0.8;0.0;0.1;0.7;0.0;0.1;0.2;0.3;0.2;0.0;0.0;0.1;0.2;0.3;0.2;0.0
190;Totaal aantal vacatures;Midden- en West-Brabant (RB);2001;0.7;0.0;0.1;0.7;0.0;0.1;0.3;0.3;0.1;0.0;0.0;0.1;0.3;0.4;0.0;0.0
191;Totaal aantal vacatures;Midden- en West-Brabant (RB);2002;;;;;;;;;;;;;;;;
192;Totaal aantal vacatures;Midden- en West-Brabant (RB);2003;;;;;;;;;;;;;;;;
193;Totaal aantal vacatures;Midden- en West-Brabant (RB);2004;;;;;;;;;;;;;;;;
194;Totaal aantal vacatures;Midden- en West-Brabant (RB);2006;;;;;;;;;;;;;;;;
195;Totaal aantal vacatures;Midden- en West-Brabant (RB);2008;;;;;;;;;;;;;;;;
