ID;TypeOfData;Periods;Total_1;GrossDomesticProduct_2;Total_3;ImportsOfGoods_4;ImportsOfServices_5;Total_6;Total_7;Total_8;HouseholdsIncludingNPISHs_9;GeneralGovernment_10;Total_11;EnterprisesAndHouseholds_12;GeneralGovernment_13;ChangesInInventoriesInclValuables_14;Total_15;ExportsOfGoods_16;ExportsOfServices_17;Total_18;Total_19;AAgricultureForestryAndFishing_20;Total_21;BMiningAndQuarrying_22;Total_23;k_1012ManufactureOfFoodAndBeverages_24;k_1315ManOfTextileLeatherProducts_25;k_1618ManWoodAndPaperprodPrinting_26;k_19ManufactureOfCokeAndPetroleum_27;k_2021ChemistryAndPharmaceuticals_28;k_2223ManPlasticsAndConstructionprod_29;k_2425ManOfBasicMetalsAndProducts_30;k_2627ElectricalAndElectronIndustry_31;k_28ManufactureOfMachineryNEC_32;k_2930TransportEquipment_33;k_3133OtherManufacturingAndRepair_34;DElectricityAndGasSupply_35;EWaterSupplyAndWasteManagement_36;FConstruction_37;Total_38;Total_39;GWholesaleAndRetailTrade_40;HTransportationAndStorage_41;IAccommodationAndFoodServing_42;JInformationAndCommunication_43;KFinancialInstitutions_44;LRentingBuyingSellingRealEstate_45;Total_46;MOtherSpecializedBusinessServices_47;Total_48;k_77RentingAndLeasingOfTangibleGoods_49;k_78EmploymentActivities_50;k_79TravelAgenciesTourOperatorsEtc_51;k_8082SecurityAndOtherServices_52;Total_53;Total_54;Total_55;OPublicAdministrationAndServices_56;PEducation_57;QHealthAndSocialWorkActivities_58;RUCultureRecreationOtherServices_59;TaxesLessSubsidiesOnProducts_60;TaxesOnProducts_61;SubsidiesOnProducts_62;GrossDomesticProduct_63;CompensationOfEmployees_64;NetOperatingSurplus_65;TaxesLessSubsidies_66;TaxesOnProductionAndImports_67;SubsidiesOnProductionAndImports_68;NetDomesticProductMarketPrices_69;ConsumptionOfFixedCapital_70;GrossDomesticProduct_71;GrossDomesticProduct_72;NetPrimaryIncomeFromRestOfWorld_73;PrimaryIncomeFromRestOfWorld_74;PrimaryIncomePaidToRestOfWorld_75;GrossNationalIncome_76;NetCurrentTransfersFromRestOfWorld_77;CurrentTransfersFromRestOfWorld_78;CurrentTransfersPaidToRestOfWorld_79;GrossDisposableNationalIncome_80;FinalConsumptionExpenditure_81;AdjustmChangeInPensionEntitlements_82;GrossNationalSavings_83;GrossCapitalFormation_84;SurplusOfTheNationOnIncome_85;NetExportsOfGoods_86;NetExportsOfServices_87;NetPrimaryIncomeFromRestOfWorld_88;NetCurrentTransfersFromRestOfWorld_89;AdjustmChangeInPensionEntitlements_90;SurplusOfNationOnCurrentTransaction_91;NetCapitalTransfersFromRestOfWorld_92;NetCapitalTransfersFromRestOfWorld_93;CapitalTransfersPaidToRestOfWorld_94;AcqLessDisposalsOfNonProdAssets_95;NationalNetLendingOrNetBorrowing_96;TotalFinalConsumptionExpenditure_97;Total_98;Total_99;Total_100;FoodProducts_101;BeveragesAndTobaccoProducts_102;Total_103;TextilesAndWearingApparel_104;ShoesLeatherAndRelatedProducts_105;HomeFurnishingAndHomeDecoration_106;ElectricalEquipment_107;TransportEquipmentAndParts_108;OtherDurableConsumerGoods_109;Total_110;EnergyAndWater_111;MotorFuelAndOtherGoods_112;Total_113;Housing_114;AccommodationAndFoodServices_115;RecreationalAndCulturalServices_116;TransportAndCommunicationServices_117;MedicalServicesAndWelfare_118;FinancialAndBusinessServices_119;OtherServices_120;DomesticFinalConsumption_121;ConsumptionByResidentsAbroad_122;ConsumptionNonResidentsInNetherlands_123;Total_124;IndividualConsumptionByGovernment_125;CollectiveConsumptionByGovernment_126;TotalFinalConsumptionExpenditure_127;ActualIndividualConsumption_128;ActualCollectiveFinalConsumption_129;TotalGrossFixedCapitalFormation_130;Total_131;Dwellings_132;Total_133;BuildingsOtherThanDwellings_134;OtherStructures_135;CostsOfOwnershipTransferOfLand_136;TransportEquipment_137;Total_138;Computers_139;TelecommunicationEquipment_140;OtherMachineryAndEquipment_141;CultivatedBiologicalResources_142;Total_143;ComputerSoftwareAndDatabases_144;ResearchAndDevelopment_145;OtherIntellectualPropertyProducts_146;SalesOfUsedFixedAssets_147;TotalGrossFixedCapitalFormation_148;Total_149;AAgricultureForestryAndFishing_150;BFIndustryAndEnergy_151;GNCommercialServices_152;OUNoncommercialServices_153;SalesOfUsedFixedAssets_154;TotalExportsOfGoodsAndServices_155;AgricultureForestryFishingProducts_156;MiningAndQuarrying_157;FoodBeveragesAndTobaccoProducts_158;TextilesWearingApparelAndLeather_159;WoodAndPaperProductsAndPrinting_160;CokeAndRefinedPetroleumProducts_161;ChemicalAndPharmaceuticalProducts_162;RubberPlasticsAndOtherMinerals_163;BasicMetalsAndMetalProducts_164;MachineryAndElectricalEquipment_165;ComputerElectronicOpticalProducts_166;TransportEquipment_167;OtherManufacturedProductsIE_168;OtherProducts_169;ConsumptionNonResidentsInNetherlands_170;CifFobAdjustment_171;Total_172;ExportsOfGoodsFromProduction_173;ReExports_174;Total_175;ConsumptionNonResidentsInNetherlands_176;OtherExportsOfServices_177;CifFobAdjustment_178;TotalImportsOfGoodsAndServices_179;AgricultureForestryFishingProducts_180;MiningAndQuarrying_181;FoodBeveragesAndTobaccoProducts_182;TextilesWearingApparelAndLeather_183;WoodAndPaperProductsAndPrinting_184;CokeAndRefinedPetroleumProducts_185;ChemicalAndPharmaceuticalProducts_186;RubberPlasticsAndOtherMinerals_187;BasicMetalsAndMetalProducts_188;MachineryAndElectricalEquipment_189;ComputerElectronicOpticalProducts_190;TransportEquipment_191;OtherManufacturedProductsIE_192;OtherProducts_193;ConsumptionByResidentsAbroad_194;CifFobAdjustment_195;Total_196;ImportsOfGoodsCif_197;CifFobAdjustmentAndReclassification_198;Total_199;ImportOfServicesCif_200;CifFobReclassification_201;Total_202;TaxesOnProducts_203;OtherTaxesOnProduction_204;Total_205;SubsidiesOnProducts_206;OtherSubsidiesOnProduction_207
531;Current prices, seasonally adjusted;2011 2nd quarter;272707.0;163885.0;108821.0;81710.0;27078.0;272707.0;149965.0;117214.0;75113.0;42118.0;32797.0;25643.0;7136.0;11.0;122691.0;95227.0;27470.0;147353.0;34206.0;2742.0;24052.0;4631.0;16537.0;;;;;;;;;;;;1947.0;947.0;7443.0;77438.0;27514.0;;;;6979.0;12760.0;9413.0;20798.0;;;;;;;35646.0;31943.0;;;;;3700.0;16552.0;16769.0;217.0;163885.0;79682.0;40740.0;15740.0;18539.0;2766.0;;27424.0;163885.0;163885.0;;62440.0;65388.0;160663.0;;2404.0;4220.0;158875.0;117214.0;16.0;41696.0;32800.0;;13518.0;392.0;;;16.0;;;179.0;71.0;;8437.0;117214.0;75113.0;;;;;;;;;;;;;;;;;;;;;;;;;;42118.0;28843.0;13281.0;117214.0;103934.0;13281.0;32797.0;33682.0;6991.0;9745.0;;;;2938.0;1298.0;;;6013.0;40.0;6656.0;;;;878.0;32797.0;33682.0;1422.0;6162.0;17719.0;8364.0;878.0;122691.0;;;;;;;;;;;;;;;;;95227.0;;;27470.0;;;;108821.0;;;;;;;;;;;;;;;;;81710.0;;;27078.0;;;;;;;;
532;Current prices, seasonally adjusted;2011 3rd quarter;273760.0;164403.0;109490.0;81934.0;27552.0;273760.0;149794.0;117593.0;75242.0;42361.0;32034.0;25174.0;6838.0;110.0;124124.0;96007.0;28100.0;147573.0;34477.0;2527.0;24755.0;4934.0;16852.0;;;;;;;;;;;;1993.0;972.0;7216.0;77123.0;27429.0;;;;7038.0;12821.0;9172.0;20675.0;;;;;;;35909.0;32205.0;;;;;3701.0;16869.0;17083.0;215.0;164403.0;80068.0;40673.0;16269.0;18924.0;2654.0;;27517.0;164403.0;164403.0;;63186.0;63072.0;164675.0;;2218.0;4113.0;162810.0;117593.0;14.0;45241.0;32161.0;;14073.0;548.0;;;14.0;;;146.0;215.0;;12980.0;117593.0;75242.0;;;;;;;;;;;;;;;;;;;;;;;;;;42361.0;29115.0;13243.0;117593.0;104345.0;13243.0;32034.0;32864.0;6631.0;9402.0;;;;2934.0;1308.0;;;5962.0;58.0;6601.0;;;;833.0;32034.0;32864.0;1443.0;6129.0;17046.0;8255.0;833.0;124124.0;;;;;;;;;;;;;;;;;96007.0;;;28100.0;;;;109490.0;;;;;;;;;;;;;;;;;81934.0;;;27552.0;;;;;;;;
533;Current prices, seasonally adjusted;2011 4th quarter;273665.0;164105.0;109671.0;82220.0;27481.0;273665.0;149311.0;117752.0;75270.0;42465.0;31837.0;25271.0;6577.0;-332.0;124516.0;96217.0;28280.0;147580.0;34108.0;2632.0;24382.0;5059.0;16371.0;;;;;;;;;;;;1974.0;973.0;7086.0;77384.0;27661.0;;;;6965.0;13007.0;8843.0;20895.0;;;;;;;36068.0;32323.0;;;;;3748.0;16533.0;16746.0;212.0;164105.0;80736.0;39819.0;15924.0;18358.0;2471.0;;27631.0;164105.0;164105.0;;66693.0;68462.0;162259.0;;2350.0;4672.0;159968.0;117752.0;17.0;42208.0;31480.0;;13997.0;799.0;;;17.0;;;172.0;385.0;;10945.0;117752.0;75270.0;;;;;;;;;;;;;;;;;;;;;;;;;;42465.0;29003.0;13457.0;117752.0;104287.0;13457.0;31837.0;32600.0;6516.0;9202.0;;;;2805.0;1324.0;;;5973.0;54.0;6754.0;;;;748.0;31837.0;32600.0;1348.0;6394.0;16810.0;8055.0;748.0;124516.0;;;;;;;;;;;;;;;;;96217.0;;;28280.0;;;;109671.0;;;;;;;;;;;;;;;;;82220.0;;;27481.0;;;;;;;;
534;Current prices, seasonally adjusted;2011;1092799.0;656013.0;436786.0;327123.0;109663.0;1092799.0;599640.0;469017.0;300190.0;168827.0;130753.0;102840.0;27913.0;-130.0;493159.0;381887.0;111272.0;589169.0;137234.0;10486.0;97062.0;19097.0;66266.0;11422.0;1077.0;4321.0;703.0;11478.0;4370.0;7971.0;6836.0;9204.0;3599.0;5285.0;7850.0;3849.0;29686.0;308775.0;109993.0;74452.0;25811.0;9730.0;27886.0;51549.0;36613.0;82734.0;49619.0;33115.0;7841.0;14499.0;1631.0;9144.0;143160.0;128349.0;75980.0;46333.0;29647.0;52369.0;14811.0;66844.0;67709.0;865.0;656013.0;319887.0;162065.0;64176.0;74676.0;10500.0;546128.0;109885.0;656013.0;656013.0;-894.0;258805.0;259699.0;655119.0;-7921.0;9279.0;17200.0;647198.0;469017.0;67.0;178248.0;130623.0;47625.0;54764.0;1609.0;-894.0;-7921.0;67.0;47625.0;-1120.0;658.0;1778.0;-136.0;46369.0;469017.0;300190.0;134365.0;40696.0;30901.0;9795.0;56830.0;12495.0;3930.0;12711.0;8553.0;11858.0;7283.0;36839.0;11422.0;25417.0;162908.0;56282.0;20606.0;13209.0;14196.0;10202.0;28502.0;19911.0;297273.0;12305.0;9388.0;168827.0;115556.0;53271.0;469017.0;415746.0;53271.0;130753.0;134029.0;27658.0;38711.0;20192.0;17395.0;1124.0;11573.0;5270.0;4163.0;1107.0;24009.0;200.0;26608.0;15387.0;10249.0;972.0;3276.0;130753.0;134029.0;5723.0;24919.0;70148.0;33239.0;3276.0;493159.0;;;;;;;;;;;;;;;9388.0;-2638.0;381887.0;199897.0;181990.0;111272.0;9388.0;104522.0;-2638.0;436786.0;;;;;;;;;;;;;;;12305.0;-2638.0;327123.0;334027.0;-6904.0;109663.0;105397.0;4266.0;74676.0;67709.0;6967.0;10500.0;865.0;9635.0
535;Current prices, seasonally adjusted;2012 1st quarter;277071.0;163894.0;113146.0;85235.0;27972.0;277071.0;149280.0;117656.0;75249.0;42390.0;31414.0;25198.0;6217.0;242.0;127695.0;99282.0;28377.0;147958.0;34730.0;2756.0;25027.0;5091.0;16881.0;;;;;;;;;;;;2048.0;1002.0;6946.0;77147.0;27800.0;;;;7064.0;13275.0;8342.0;20651.0;;;;;;;36027.0;32357.0;;;;;3673.0;16018.0;16231.0;212.0;163894.0;80498.0;40539.0;15622.0;18002.0;2415.0;;27535.0;163894.0;163894.0;;61690.0;64207.0;161480.0;;2107.0;4401.0;159159.0;117656.0;-5.0;41476.0;31632.0;;14047.0;405.0;;;-5.0;;;168.0;242.0;;960.0;117656.0;75249.0;;;;;;;;;;;;;;;;;;;;;;;;;;42390.0;28912.0;13473.0;117656.0;104193.0;13473.0;31414.0;32212.0;6165.0;9081.0;;;;2838.0;1315.0;;;5938.0;69.0;6785.0;;;;781.0;31414.0;32212.0;1307.0;6329.0;16669.0;7898.0;781.0;127695.0;;;;;;;;;;;;;;;;;99282.0;;;28377.0;;;;113146.0;;;;;;;;;;;;;;;;;85235.0;;;27972.0;;;;;;;;
536;Current prices, seasonally adjusted;2012 2nd quarter;279845.0;164670.0;115131.0;86474.0;28585.0;279845.0;149521.0;117894.0;75188.0;42713.0;31221.0;25019.0;6196.0;429.0;130311.0;100531.0;29789.0;148565.0;34405.0;2625.0;24871.0;5394.0;16509.0;;;;;;;;;;;;2012.0;972.0;6903.0;77610.0;28165.0;;;;6964.0;13473.0;8035.0;21000.0;;;;;;;36518.0;32793.0;;;;;3724.0;16161.0;16365.0;204.0;164670.0;81059.0;40170.0;15503.0;18106.0;2511.0;;27655.0;164670.0;164670.0;;59765.0;58152.0;166107.0;;2373.0;4125.0;164371.0;117894.0;-9.0;46489.0;31659.0;;14058.0;1204.0;;;-9.0;;;147.0;169.0;;14249.0;117894.0;75188.0;;;;;;;;;;;;;;;;;;;;;;;;;;42713.0;29335.0;13379.0;117894.0;104525.0;13379.0;31221.0;31966.0;6001.0;8847.0;;;;3304.0;1320.0;;;5636.0;69.0;6767.0;;;;726.0;31221.0;31966.0;1361.0;6158.0;16538.0;7901.0;726.0;130311.0;;;;;;;;;;;;;;;;;100531.0;;;29789.0;;;;115131.0;;;;;;;;;;;;;;;;;86474.0;;;28585.0;;;;;;;;
537;Current prices, seasonally adjusted;2012 3rd quarter;279415.0;164137.0;115258.0;86311.0;28890.0;279415.0;148033.0;117903.0;75153.0;42757.0;30220.0;23627.0;6566.0;-132.0;131448.0;101912.0;29507.0;147778.0;34124.0;2764.0;24570.0;5315.0;16262.0;;;;;;;;;;;;2030.0;978.0;6774.0;77126.0;27924.0;;;;6908.0;13708.0;7696.0;20909.0;;;;;;;36548.0;32834.0;;;;;3712.0;16329.0;16521.0;193.0;164137.0;81196.0;39459.0;15812.0;18307.0;2446.0;;27758.0;164137.0;164137.0;;59418.0;62967.0;160688.0;;2508.0;4285.0;158902.0;117903.0;-9.0;40983.0;30106.0;;15601.0;616.0;;;-9.0;;;161.0;269.0;;10926.0;117903.0;75153.0;;;;;;;;;;;;;;;;;;;;;;;;;;42757.0;29481.0;13270.0;117903.0;104621.0;13270.0;30220.0;30930.0;5763.0;8925.0;;;;2610.0;1312.0;;;5522.0;53.0;6738.0;;;;716.0;30220.0;30930.0;1327.0;6133.0;15563.0;7910.0;716.0;131448.0;;;;;;;;;;;;;;;;;101912.0;;;29507.0;;;;115258.0;;;;;;;;;;;;;;;;;86311.0;;;28890.0;;;;;;;;
538;Current prices, seasonally adjusted;2012 4th quarter;280778.0;165170.0;115615.0;86500.0;29132.0;280778.0;147105.0;118222.0;75008.0;43200.0;29408.0;23048.0;6391.0;-557.0;133776.0;103879.0;29868.0;148492.0;34715.0;2964.0;25316.0;5679.0;16561.0;;;;;;;;;;;;2121.0;948.0;6450.0;76853.0;28084.0;;;;6703.0;13634.0;7624.0;20804.0;;;;;;;36917.0;33205.0;;;;;3719.0;16686.0;16884.0;196.0;165170.0;81390.0;39256.0;16685.0;18920.0;2363.0;;27888.0;165170.0;165170.0;;62925.0;64675.0;163369.0;;2726.0;3926.0;162172.0;118222.0;-3.0;43904.0;28813.0;;17379.0;736.0;;;-3.0;;;178.0;234.0;;15104.0;118222.0;75008.0;;;;;;;;;;;;;;;;;;;;;;;;;;43200.0;29629.0;13576.0;118222.0;104634.0;13576.0;29408.0;30082.0;5354.0;8623.0;;;;2698.0;1326.0;;;5274.0;60.0;6758.0;;;;657.0;29408.0;30082.0;1301.0;5883.0;14997.0;7890.0;657.0;133776.0;;;;;;;;;;;;;;;;;103879.0;;;29868.0;;;;115615.0;;;;;;;;;;;;;;;;;86500.0;;;29132.0;;;;;;;;
539;Current prices, seasonally adjusted;2012;1117794.0;658232.0;459562.0;344931.0;114631.0;1117794.0;594002.0;471685.0;300662.0;171023.0;122368.0;96983.0;25385.0;-51.0;523792.0;406143.0;117649.0;593115.0;138358.0;11170.0;100005.0;21691.0;66223.0;12465.0;1055.0;3972.0;791.0;11881.0;4179.0;8093.0;6708.0;8396.0;3203.0;5480.0;8203.0;3888.0;27183.0;308727.0;111966.0;75664.0;26418.0;9884.0;27633.0;54017.0;31700.0;83411.0;49397.0;34014.0;8250.0;14311.0;2267.0;9186.0;146030.0;131202.0;76921.0;47045.0;29876.0;54281.0;14828.0;65117.0;65922.0;805.0;658232.0;324274.0;159549.0;63573.0;73289.0;9716.0;547396.0;110836.0;658232.0;658232.0;-6008.0;243798.0;249806.0;652224.0;-6798.0;9818.0;16616.0;645426.0;471685.0;-25.0;173716.0;122317.0;51399.0;61212.0;3018.0;-6008.0;-6798.0;-25.0;51399.0;-260.0;654.0;914.0;-9359.0;41780.0;471685.0;300662.0;135722.0;42368.0;32087.0;10281.0;55079.0;12451.0;3821.0;12588.0;8740.0;10414.0;7065.0;38275.0;12409.0;25866.0;161959.0;58019.0;20788.0;13239.0;14318.0;10896.0;24370.0;20329.0;297681.0;12941.0;9960.0;171023.0;117366.0;53657.0;471685.0;418028.0;53657.0;122368.0;125250.0;23421.0;35449.0;18297.0;15998.0;1154.0;11450.0;5278.0;4156.0;1122.0;22388.0;251.0;27013.0;15482.0;10347.0;1184.0;2882.0;122368.0;125250.0;5323.0;24517.0;63791.0;31619.0;2882.0;523792.0;;;;;;;;;;;;;;;9960.0;-2830.0;406143.0;212151.0;193992.0;117649.0;9960.0;110519.0;-2830.0;459562.0;;;;;;;;;;;;;;;12941.0;-2830.0;344931.0;352395.0;-7464.0;114631.0;109997.0;4634.0;73289.0;65922.0;7367.0;9716.0;805.0;8911.0
540;Current prices, seasonally adjusted;2013 1st quarter;280425.0;165409.0;114918.0;85800.0;29131.0;280425.0;146573.0;118821.0;75740.0;43115.0;28637.0;22484.0;6173.0;-847.0;133725.0;103250.0;30439.0;148652.0;34267.0;3100.0;24897.0;5928.0;15965.0;;;;;;;;;;;;2037.0;960.0;6290.0;77308.0;28452.0;;;;6912.0;13082.0;7922.0;20935.0;;;;;;;37115.0;33435.0;;;;;3686.0;16721.0;16912.0;190.0;165409.0;81592.0;39163.0;16644.0;18874.0;2228.0;;28002.0;165409.0;165409.0;;62148.0;62178.0;165331.0;;2605.0;4406.0;163491.0;118821.0;-19.0;44559.0;27754.0;;17450.0;1308.0;;;-19.0;;;137.0;348.0;;17154.0;118821.0;75740.0;;;;;;;;;;;;;;;;;;;;;;;;;;43115.0;29368.0;13741.0;118821.0;105087.0;13741.0;28637.0;29483.0;5170.0;8597.0;;;;2367.0;1322.0;;;5097.0;74.0;6868.0;;;;823.0;28637.0;29483.0;1203.0;5748.0;15060.0;7464.0;823.0;133725.0;;;;;;;;;;;;;;;;;103250.0;;;30439.0;;;;114918.0;;;;;;;;;;;;;;;;;85800.0;;;29131.0;;;;;;;;
541;Current prices, seasonally adjusted;2013 2nd quarter;281868.0;166207.0;115626.0;85856.0;29728.0;281868.0;149265.0;118737.0;75858.0;42893.0;29277.0;22995.0;6298.0;1281.0;132566.0;101829.0;30752.0;149369.0;34165.0;3030.0;24794.0;5900.0;15837.0;;;;;;;;;;;;2089.0;989.0;6340.0;78241.0;28977.0;;;;6884.0;13395.0;7991.0;21011.0;;;;;;;36984.0;33267.0;;;;;3713.0;16863.0;17045.0;183.0;166207.0;81398.0;39532.0;16741.0;19213.0;2351.0;;28151.0;166207.0;166207.0;;60213.0;62286.0;163911.0;;2558.0;4318.0;162164.0;118737.0;-18.0;43431.0;30565.0;;15973.0;1024.0;;;-18.0;;;172.0;264.0;;11827.0;118737.0;75858.0;;;;;;;;;;;;;;;;;;;;;;;;;;42893.0;29106.0;13788.0;118737.0;104951.0;13788.0;29277.0;30228.0;5049.0;8845.0;;;;2309.0;1322.0;;;5155.0;83.0;7463.0;;;;928.0;29277.0;30228.0;1193.0;5873.0;15573.0;7596.0;928.0;132566.0;;;;;;;;;;;;;;;;;101829.0;;;30752.0;;;;115626.0;;;;;;;;;;;;;;;;;85856.0;;;29728.0;;;;;;;;
542;Current prices, seasonally adjusted;2013 3rd quarter;283556.0;166696.0;116870.0;85578.0;31267.0;283556.0;150029.0;119304.0;76470.0;42832.0;30448.0;24069.0;6361.0;250.0;133574.0;101704.0;31843.0;149783.0;34139.0;3019.0;24619.0;5554.0;16098.0;;;;;;;;;;;;1968.0;1020.0;6491.0;78570.0;29232.0;;;;6879.0;12798.0;8676.0;20996.0;;;;;;;37085.0;33337.0;;;;;3744.0;16936.0;17111.0;177.0;166696.0;81364.0;40341.0;16999.0;19340.0;2305.0;;28254.0;166696.0;166696.0;;60222.0;60106.0;166943.0;;2469.0;4948.0;164435.0;119304.0;-16.0;45152.0;30707.0;;16125.0;576.0;;;-16.0;;;125.0;133.0;;14163.0;119304.0;76470.0;;;;;;;;;;;;;;;;;;;;;;;;;;42832.0;29128.0;13704.0;119304.0;105598.0;13704.0;30448.0;31764.0;5010.0;8966.0;;;;2487.0;1285.0;;;5691.0;70.0;8228.0;;;;1330.0;30448.0;31764.0;1214.0;5998.0;16427.0;8136.0;1330.0;133574.0;;;;;;;;;;;;;;;;;101704.0;;;31843.0;;;;116870.0;;;;;;;;;;;;;;;;;85578.0;;;31267.0;;;;;;;;
543;Current prices, seasonally adjusted;2013 4th quarter;287616.0;167314.0;120331.0;86019.0;34319.0;287616.0;152399.0;119373.0;76769.0;42590.0;32710.0;26663.0;6087.0;288.0;135313.0;102375.0;32911.0;150481.0;34193.0;3154.0;24516.0;5401.0;16222.0;;;;;;;;;;;;1862.0;1016.0;6544.0;79485.0;29586.0;;;;6915.0;12791.0;8960.0;21218.0;;;;;;;36808.0;33076.0;;;;;3737.0;16855.0;17045.0;188.0;167314.0;80754.0;41349.0;16833.0;18932.0;2248.0;;28369.0;167314.0;167314.0;;59905.0;61594.0;165623.0;;2493.0;4672.0;163419.0;119373.0;-24.0;44000.0;32987.0;;16357.0;-1408.0;;;-24.0;;;135.0;387.0;;10827.0;119373.0;76769.0;;;;;;;;;;;;;;;;;;;;;;;;;;42590.0;28997.0;13608.0;119373.0;105759.0;13608.0;32710.0;34591.0;5103.0;8993.0;;;;3315.0;1325.0;;;5239.0;87.0;10508.0;;;;1886.0;32710.0;34591.0;1257.0;6122.0;19401.0;7805.0;1886.0;135313.0;;;;;;;;;;;;;;;;;102375.0;;;32911.0;;;;120331.0;;;;;;;;;;;;;;;;;86019.0;;;34319.0;;;;;;;;
544;Current prices, seasonally adjusted;2013;1133332.0;665567.0;467765.0;343211.0;124554.0;1133332.0;598408.0;476205.0;304838.0;171367.0;121128.0;96222.0;24906.0;1075.0;534924.0;408836.0;126088.0;598320.0;136653.0;12278.0;98777.0;22612.0;64215.0;12747.0;1080.0;3863.0;403.0;10062.0;4173.0;7883.0;6801.0;8777.0;3284.0;5142.0;7963.0;3987.0;25598.0;313712.0;116247.0;78857.0;27247.0;10143.0;27602.0;52022.0;33630.0;84211.0;49251.0;34960.0;8607.0;14367.0;2558.0;9428.0;147955.0;133077.0;77760.0;47582.0;30178.0;55317.0;14878.0;67247.0;67987.0;740.0;665567.0;325151.0;160490.0;67150.0;76268.0;9118.0;552791.0;112776.0;665567.0;665567.0;-3829.0;242488.0;246317.0;661738.0;-8218.0;10090.0;18308.0;653520.0;476205.0;-74.0;177241.0;122203.0;55038.0;65625.0;1534.0;-3829.0;-8218.0;-74.0;55038.0;-563.0;569.0;1132.0;-543.0;53932.0;476205.0;304838.0;135488.0;43254.0;32807.0;10447.0;54025.0;12489.0;3617.0;12517.0;8494.0;10139.0;6769.0;38209.0;12949.0;25260.0;166986.0;60168.0;21121.0;13315.0;14854.0;11894.0;24525.0;21109.0;302474.0;13378.0;11014.0;171367.0;116569.0;54798.0;476205.0;421407.0;54798.0;121128.0;126095.0;20278.0;35380.0;17452.0;16961.0;967.0;10499.0;5256.0;4129.0;1127.0;21198.0;316.0;33168.0;17538.0;14450.0;1180.0;4967.0;121128.0;126095.0;4884.0;23817.0;66407.0;30987.0;4967.0;534924.0;;;;;;;;;;;;;;;11014.0;-2552.0;408836.0;215791.0;193045.0;126088.0;11014.0;117626.0;-2552.0;467765.0;;;;;;;;;;;;;;;13378.0;-2552.0;343211.0;349816.0;-6605.0;124554.0;120501.0;4053.0;76268.0;67987.0;8281.0;9118.0;740.0;8378.0
545;Current prices, seasonally adjusted;2014 1st quarter;287484.0;169218.0;118209.0;86386.0;31801.0;287484.0;150742.0;120433.0;76948.0;43520.0;29356.0;23249.0;6130.0;987.0;136641.0;102802.0;33852.0;151812.0;33514.0;3364.0;23686.0;4648.0;16198.0;;;;;;;;;;;;1788.0;1038.0;6478.0;80798.0;29486.0;;;;6951.0;13787.0;8933.0;21629.0;;;;;;;37547.0;33769.0;;;;;3783.0;17372.0;17548.0;175.0;169218.0;81486.0;41367.0;17881.0;20127.0;2219.0;;28304.0;169218.0;169218.0;;65168.0;68995.0;165297.0;;2725.0;4942.0;163048.0;120433.0;-8.0;42539.0;30331.0;;16416.0;2050.0;;;-8.0;;;140.0;980.0;;12961.0;120433.0;76948.0;;;;;;;;;;;;;;;;;;;;;;;;;;43520.0;29530.0;13982.0;120433.0;106457.0;13982.0;29356.0;30255.0;5189.0;8662.0;;;;2338.0;1336.0;;;5431.0;73.0;7238.0;;;;881.0;29356.0;30255.0;1231.0;6422.0;15294.0;7303.0;881.0;136641.0;;;;;;;;;;;;;;;;;102802.0;;;33852.0;;;;118209.0;;;;;;;;;;;;;;;;;86386.0;;;31801.0;;;;;;;;
546;Current prices, seasonally adjusted;2014 2nd quarter;287251.0;168439.0;118778.0;86263.0;32483.0;287251.0;150129.0;120608.0;77212.0;43409.0;28958.0;22810.0;6169.0;582.0;137065.0;102234.0;34856.0;150699.0;32258.0;3150.0;22880.0;4077.0;15816.0;;;;;;;;;;;;1952.0;1020.0;6242.0;81024.0;29574.0;;;;6968.0;13789.0;8887.0;21824.0;;;;;;;37440.0;33637.0;;;;;3801.0;17738.0;17914.0;177.0;168439.0;81806.0;39297.0;18388.0;20620.0;2141.0;;28404.0;168439.0;168439.0;;64232.0;62555.0;169890.0;;2636.0;5353.0;167178.0;120608.0;-3.0;46580.0;29563.0;;15971.0;2373.0;;;-3.0;;;163.0;335.0;;2284.0;120608.0;77212.0;;;;;;;;;;;;;;;;;;;;;;;;;;43409.0;29467.0;13964.0;120608.0;106643.0;13964.0;28958.0;29985.0;5087.0;8510.0;;;;2289.0;1323.0;;;5531.0;83.0;7176.0;;;;1008.0;28958.0;29985.0;1240.0;6337.0;15124.0;7297.0;1008.0;137065.0;;;;;;;;;;;;;;;;;102234.0;;;34856.0;;;;118778.0;;;;;;;;;;;;;;;;;86263.0;;;32483.0;;;;;;;;
