ID;AantalPersonenPerWoning;Echtpaar;AantalSlaapruimten;Situatie;Regio;WoningenVanGezinnen_1
3208;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 1 slaapruimte;Moreel ongunstige situatie aanwezig;Limburg, gem. 2001 - 5000 inw.;36.0
3209;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 1 slaapruimte;Moreel ongunstige situatie aanwezig;Limburg, gem. 1001 - 2000 inw.;23.0
3210;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 1 slaapruimte;Moreel ongunstige situatie aanwezig;Limburg, gem. 501 - 1000 inw.;3.0
3211;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 1 slaapruimte;Moreel ongunstige situatie aanwezig;Limburg, gem. 500 en minder inw.;1.0
3212;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Nederland;
3213;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Groningen (provincie);
3214;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Friesland;
3215;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Drenthe;
3216;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Overijssel;
3217;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Gelderland;
3218;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Utrecht (provincie);
3219;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Noord-Holland;
3220;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Zuid-Holland;
3221;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Zeeland;
3222;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Noord-Brabant;
3223;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Limburg;
3224;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Gemeenten met meer dan 100000 inwoners;
3225;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Gemeenten met 50001 - 100000 inwoners;
3226;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Gemeenten met 20001 - 50000 inwoners;
3227;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Gemeenten met 10001 - 20000 inwoners;
3228;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Gemeenten met 5001 - 10000 inwoners;
3229;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Gemeenten met 2001 - 5000 inwoners;
3230;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Gemeenten met 1001 - 2000 inwoners;
3231;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Gemeenten met 501 - 1000 inwoners;
3232;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Gemeenten met 500 of minder inwoners;
3233;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Groningen, gem. 100001 en meer inw.;
3234;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Groningen;
3235;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Groningen, gem. 10001 - 20000 inw.;
3236;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Groningen, gem. 5001 - 10000 inw.;
3237;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Groningen, gem. 2001 - 5000 inw.;
3238;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Groningen, gem. 1001 - 2000 inw.;
3239;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Friesland, gem. 20001 - 50000 inw.;
3240;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Leeuwarden;
3241;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Friesland, gem. 10001 - 20000 inw.;
3242;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Friesland, gem. 5001 - 10000 inw.;
3243;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Friesland, gem. 2001 - 5000 inw.;
3244;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Friesland, gem. 1001 - 2000 inw.;
3245;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Friesland, gem. 501 - 1000 inw.;
3246;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Drenthe, gem. 20001 - 50000 inw.;
3247;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Emmen;
3248;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Drenthe, gem. 10001 - 20000 inw.;
3249;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Drenthe, gem. 5001 - 10000 inw.;
3250;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Drenthe, gem. 2001 - 5000 inw.;
3251;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Drenthe, gem. 1001 - 2000 inw.;
3252;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Overijssel, gem. 50001 - 100000 inw.;
3253;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Enschede;
3254;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Overijssel, gem. 20001 - 50000 inw.;
3255;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Almelo;
3256;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Deventer;
3257;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Hengelo (O.);
3258;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Lonneker;
3259;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Zwolle;
3260;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Overijssel, gem. 10001 - 20000 inw.;
3261;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Overijssel, gem. 5001 - 10000 inw.;
3262;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Overijssel, gem. 2001 - 5000 inw.;
3263;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Overijssel, gem. 1001 - 2000 inw.;
3264;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Overijssel, gem. 501 - 1000 inw.;
3265;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Gelderland, gem. 50001 - 100000 inw.;
3266;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Apeldoorn;
3267;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Arnhem;
3268;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Nijmegen;
3269;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Gelderland, gem. 20001 - 50000 inw.;
3270;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Ede;
3271;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Rheden;
3272;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Gelderland, gem. 10001 - 20000 inw.;
3273;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Gelderland, gem. 5001 - 10000 inw.;
3274;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Gelderland, gem. 2001 - 5000 inw.;
3275;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Gelderland, gem. 1001 - 2000 inw.;
3276;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Gelderland, gem. 501 - 1000 inw.;
3277;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Gelderland, gem. 500 en minder inw.;
3278;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Utrecht, gem. 100001 en meer inw.;
3279;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Utrecht;
3280;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Utrecht, gem. 20001 - 50000 inw.;
3281;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Amersfoort;
3282;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Zeist;
3283;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Utrecht, gem. 10001 - 20000 inw.;
3284;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Utrecht, gem. 5001 - 10000 inw.;
3285;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Utrecht, gem. 2001 - 5000 inw.;
3286;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Utrecht, gem. 1001 - 2000 inw.;
3287;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Utrecht, gem. 501 - 1000 inw.;
3288;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Utrecht, gem. 500 en minder inw.;
3289;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Noord-Holland, gem. 100001 en meer inw.;
3290;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Amsterdam;
3291;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Haarlem;
3292;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Noord-Holland, gem. 50001 - 100000 inw.;
3293;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Hilversum;
3294;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Noord-Holland, gem. 20001 - 50000 inw.;
3295;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Alkmaar;
3296;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Bussum;
3297;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Haarlemmermeer;
3298;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Helder (Den);
3299;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Velsen;
3300;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Zaandam;
3301;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Noord-Holland, gem. 10001 - 20000 inw.;
3302;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Noord-Holland, gem. 5001 - 10000 inw.;
3303;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Noord-Holland, gem. 2001 - 5000 inw.;
3304;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Noord-Holland, gem. 1001 - 2000 inw.;
3305;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Noord-Holland, gem. 501 - 1000 inw.;
3306;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Noord-Holland, gem. 500 en minder inw.;
3307;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Zuid-Holland, gem. 100001 en meer inw.;
3308;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;'s-Gravenhage;
3309;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Rotterdam;
3310;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Zuid-Holland, gem. 50001 - 100000 inw.;
3311;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Delft;
3312;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Dordrecht;
3313;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Leiden;
3314;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Schiedam;
3315;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Zuid-Holland, gem. 20001 - 50000 inw.;
3316;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Gouda;
3317;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Vlaardingen;
3318;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Zuid-Holland, gem. 10001 - 20000 inw.;
3319;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Zuid-Holland, gem. 5001 - 10000 inw.;
3320;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Zuid-Holland, gem. 2001 - 5000 inw.;
3321;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Zuid-Holland, gem. 1001 - 2000 inw.;
3322;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Zuid-Holland, gem. 501 - 1000 inw.;
3323;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Zuid-Holland, gem. 500 en minder inw.;
3324;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Zeeland, gem. 20001 - 50000 inw.;
3325;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Vlissingen;
3326;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Zeeland, gem. 10001 - 20000 inw.;
3327;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Zeeland, gem. 5001 - 10000 inw.;
3328;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Zeeland, gem. 2001 - 5000 inw.;
3329;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Zeeland, gem. 1001 - 2000 inw.;
3330;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Zeeland, gem. 501 - 1000 inw.;
3331;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Zeeland, gem. 500 en minder inw.;
3332;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Noord-Brabant, gem. 50001 - 100000 inw.;
3333;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Eindhoven;
3334;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Tilburg;
3335;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Noord-Brabant, gem. 20001 - 50000 inw.;
3336;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Bergen op Zoom;
3337;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Breda;
3338;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Helmond;
3339;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;'s-Hertogenbosch;
3340;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Roosendaal en Nispen;
3341;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Noord-Brabant, gem. 10001 - 20000 inw.;
3342;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Noord-Brabant, gem. 5001 - 10000 inw.;
3343;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Noord-Brabant, gem. 2001 - 5000 inw.;
3344;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Noord-Brabant, gem. 1001 - 2000 inw.;
3345;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Noord-Brabant, gem. 501 - 1000 inw.;
3346;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Limburg, gem. 50001 - 100000 inw.;
3347;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Maastricht;
3348;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Limburg, gem. 20001 - 50000 inw.;
3349;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Heerlen;
3350;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Kerkrade;
3351;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Venlo;
3352;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Limburg, gem. 10001 - 20000 inw.;
3353;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Limburg, gem. 5001 - 10000 inw.;
3354;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Limburg, gem. 2001 - 5000 inw.;
3355;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Limburg, gem. 1001 - 2000 inw.;
3356;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Limburg, gem. 501 - 1000 inw.;
3357;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Totaal van alle woningen;Limburg, gem. 500 en minder inw.;
3358;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Moreel ongunstige situatie aanwezig;Nederland;
3359;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Moreel ongunstige situatie aanwezig;Groningen (provincie);
3360;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Moreel ongunstige situatie aanwezig;Friesland;
3361;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Moreel ongunstige situatie aanwezig;Drenthe;
3362;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Moreel ongunstige situatie aanwezig;Overijssel;
3363;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Moreel ongunstige situatie aanwezig;Gelderland;
3364;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Moreel ongunstige situatie aanwezig;Utrecht (provincie);
3365;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Moreel ongunstige situatie aanwezig;Noord-Holland;
3366;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Moreel ongunstige situatie aanwezig;Zuid-Holland;
3367;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Moreel ongunstige situatie aanwezig;Zeeland;
3368;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Moreel ongunstige situatie aanwezig;Noord-Brabant;
3369;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Moreel ongunstige situatie aanwezig;Limburg;
3370;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Moreel ongunstige situatie aanwezig;Gemeenten met meer dan 100000 inwoners;
3371;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Moreel ongunstige situatie aanwezig;Gemeenten met 50001 - 100000 inwoners;
3372;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Moreel ongunstige situatie aanwezig;Gemeenten met 20001 - 50000 inwoners;
3373;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Moreel ongunstige situatie aanwezig;Gemeenten met 10001 - 20000 inwoners;
3374;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Moreel ongunstige situatie aanwezig;Gemeenten met 5001 - 10000 inwoners;
3375;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Moreel ongunstige situatie aanwezig;Gemeenten met 2001 - 5000 inwoners;
3376;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Moreel ongunstige situatie aanwezig;Gemeenten met 1001 - 2000 inwoners;
3377;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Moreel ongunstige situatie aanwezig;Gemeenten met 501 - 1000 inwoners;
3378;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Moreel ongunstige situatie aanwezig;Gemeenten met 500 of minder inwoners;
3379;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Moreel ongunstige situatie aanwezig;Groningen, gem. 100001 en meer inw.;
3380;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Moreel ongunstige situatie aanwezig;Groningen;
3381;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Moreel ongunstige situatie aanwezig;Groningen, gem. 10001 - 20000 inw.;
3382;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Moreel ongunstige situatie aanwezig;Groningen, gem. 5001 - 10000 inw.;
3383;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Moreel ongunstige situatie aanwezig;Groningen, gem. 2001 - 5000 inw.;
3384;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Moreel ongunstige situatie aanwezig;Groningen, gem. 1001 - 2000 inw.;
3385;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Moreel ongunstige situatie aanwezig;Friesland, gem. 20001 - 50000 inw.;
3386;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Moreel ongunstige situatie aanwezig;Leeuwarden;
3387;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Moreel ongunstige situatie aanwezig;Friesland, gem. 10001 - 20000 inw.;
3388;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Moreel ongunstige situatie aanwezig;Friesland, gem. 5001 - 10000 inw.;
3389;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Moreel ongunstige situatie aanwezig;Friesland, gem. 2001 - 5000 inw.;
3390;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Moreel ongunstige situatie aanwezig;Friesland, gem. 1001 - 2000 inw.;
3391;Woningen bewoond door 2 personen;Woningen zonder echtpaar;Woningen met 2 slaapruimten;Moreel ongunstige situatie aanwezig;Friesland, gem. 501 - 1000 inw.;
