ID;Geslacht;MboSectorOpleidingsrichtBijInstroom;MaatschappelijkePositie1JaarTerug;HoogstBehaaldeVoorafgaandeDiploma;Leeftijd;Regiokenmerken;Perioden;TotaalInstromersInHetMbo_1;BolVoltijd_2;BolDeeltijd_3;Bbl_4;Niveau1_5;Niveau2_6;Niveau3_7;Niveau4_8;BolVoltijdNiveau1_9;BolVoltijdNiveau2_10;BolVoltijdNiveau3_11;BolVoltijdNiveau4_12;BolDeeltijdNiveau1_13;BolDeeltijdNiveau2_14;BolDeeltijdNiveau3_15;BolDeeltijdNiveau4_16;BblNiveau1_17;BblNiveau2_18;BblNiveau3_19;BblNiveau4_20
667;Mannen en vrouwen;0;0;Totaal;35 tot 40 jaar;Overijssel (PV);2009/'10;360.0;20.0;20.0;320.0;90.0;100.0;100.0;70.0;;;;;;;;;80.0;100.0;90.0;60.0
668;Mannen en vrouwen;0;0;Totaal;35 tot 40 jaar;Flevoland (PV);2006/'07;130.0;;40.0;90.0;30.0;50.0;30.0;30.0;0.0;;0.0;;;20.0;;;30.0;30.0;20.0;20.0
669;Mannen en vrouwen;0;0;Totaal;35 tot 40 jaar;Flevoland (PV);2007/'08;170.0;;40.0;120.0;30.0;50.0;40.0;40.0;;;0.0;;0.0;20.0;20.0;;30.0;30.0;30.0;30.0
670;Mannen en vrouwen;0;0;Totaal;35 tot 40 jaar;Flevoland (PV);2008/'09;140.0;;30.0;120.0;20.0;50.0;40.0;30.0;0.0;0.0;0.0;;;20.0;;;20.0;40.0;40.0;20.0
671;Mannen en vrouwen;0;0;Totaal;35 tot 40 jaar;Flevoland (PV);2009/'10;210.0;;50.0;150.0;60.0;80.0;40.0;30.0;;0.0;0.0;;0.0;30.0;10.0;10.0;60.0;50.0;30.0;10.0
672;Mannen en vrouwen;0;0;Totaal;35 tot 40 jaar;Gelderland (PV);2006/'07;510.0;40.0;70.0;400.0;150.0;150.0;110.0;90.0;20.0;;;10.0;20.0;;20.0;20.0;120.0;130.0;90.0;60.0
673;Mannen en vrouwen;0;0;Totaal;35 tot 40 jaar;Gelderland (PV);2007/'08;590.0;30.0;70.0;490.0;120.0;200.0;140.0;120.0;20.0;;;;10.0;20.0;20.0;20.0;90.0;180.0;120.0;100.0
674;Mannen en vrouwen;0;0;Totaal;35 tot 40 jaar;Gelderland (PV);2008/'09;550.0;20.0;50.0;480.0;110.0;200.0;150.0;100.0;;;;;10.0;;10.0;20.0;90.0;180.0;140.0;70.0
675;Mannen en vrouwen;0;0;Totaal;35 tot 40 jaar;Gelderland (PV);2009/'10;580.0;20.0;60.0;500.0;170.0;200.0;100.0;110.0;;;;;20.0;10.0;10.0;10.0;140.0;190.0;80.0;90.0
676;Mannen en vrouwen;0;0;Totaal;35 tot 40 jaar;Utrecht (PV);2006/'07;250.0;30.0;40.0;180.0;50.0;90.0;60.0;60.0;10.0;10.0;;;;10.0;10.0;10.0;30.0;70.0;40.0;40.0
677;Mannen en vrouwen;0;0;Totaal;35 tot 40 jaar;Utrecht (PV);2007/'08;300.0;30.0;30.0;240.0;50.0;120.0;60.0;70.0;10.0;10.0;;;;;10.0;10.0;40.0;100.0;50.0;50.0
678;Mannen en vrouwen;0;0;Totaal;35 tot 40 jaar;Utrecht (PV);2008/'09;280.0;30.0;20.0;220.0;60.0;100.0;70.0;60.0;20.0;10.0;;;;;;;30.0;80.0;60.0;50.0
679;Mannen en vrouwen;0;0;Totaal;35 tot 40 jaar;Utrecht (PV);2009/'10;280.0;40.0;20.0;220.0;70.0;100.0;60.0;50.0;20.0;20.0;0.0;;;;;10.0;40.0;80.0;50.0;40.0
680;Mannen en vrouwen;0;0;Totaal;35 tot 40 jaar;Noord-Holland (PV);2006/'07;610.0;10.0;170.0;430.0;110.0;230.0;140.0;130.0;0.0;0.0;;;70.0;50.0;30.0;30.0;50.0;180.0;100.0;100.0
681;Mannen en vrouwen;0;0;Totaal;35 tot 40 jaar;Noord-Holland (PV);2007/'08;810.0;10.0;170.0;630.0;130.0;330.0;200.0;140.0;;0.0;;;50.0;50.0;50.0;20.0;80.0;280.0;150.0;120.0
682;Mannen en vrouwen;0;0;Totaal;35 tot 40 jaar;Noord-Holland (PV);2008/'09;640.0;;100.0;530.0;90.0;270.0;160.0;120.0;;0.0;0.0;;20.0;30.0;30.0;20.0;70.0;240.0;130.0;90.0
683;Mannen en vrouwen;0;0;Totaal;35 tot 40 jaar;Noord-Holland (PV);2009/'10;640.0;;100.0;530.0;90.0;220.0;170.0;160.0;0.0;0.0;0.0;;30.0;30.0;30.0;20.0;60.0;190.0;140.0;130.0
684;Mannen en vrouwen;0;0;Totaal;35 tot 40 jaar;Zuid-Holland (PV);2006/'07;840.0;40.0;190.0;610.0;160.0;320.0;190.0;170.0;;10.0;;;40.0;40.0;60.0;50.0;110.0;260.0;130.0;110.0
685;Mannen en vrouwen;0;0;Totaal;35 tot 40 jaar;Zuid-Holland (PV);2007/'08;980.0;30.0;160.0;790.0;150.0;390.0;250.0;190.0;10.0;10.0;;;40.0;40.0;60.0;30.0;100.0;350.0;190.0;160.0
686;Mannen en vrouwen;0;0;Totaal;35 tot 40 jaar;Zuid-Holland (PV);2008/'09;890.0;20.0;120.0;760.0;170.0;330.0;230.0;170.0;;;;;40.0;30.0;30.0;20.0;120.0;300.0;200.0;140.0
687;Mannen en vrouwen;0;0;Totaal;35 tot 40 jaar;Zuid-Holland (PV);2009/'10;850.0;20.0;90.0;730.0;160.0;290.0;220.0;180.0;;;;10.0;20.0;30.0;30.0;20.0;140.0;260.0;180.0;150.0
688;Mannen en vrouwen;0;0;Totaal;35 tot 40 jaar;Zeeland (PV);2006/'07;110.0;;30.0;80.0;;40.0;40.0;30.0;;;0.0;;;;10.0;10.0;;30.0;20.0;20.0
689;Mannen en vrouwen;0;0;Totaal;35 tot 40 jaar;Zeeland (PV);2007/'08;160.0;;20.0;130.0;20.0;60.0;50.0;30.0;;;;0.0;0.0;;;;10.0;50.0;40.0;30.0
690;Mannen en vrouwen;0;0;Totaal;35 tot 40 jaar;Zeeland (PV);2008/'09;130.0;;20.0;110.0;20.0;50.0;40.0;30.0;0.0;;0.0;;;;10.0;;20.0;40.0;30.0;20.0
691;Mannen en vrouwen;0;0;Totaal;35 tot 40 jaar;Zeeland (PV);2009/'10;150.0;;;130.0;20.0;60.0;50.0;20.0;;;;0.0;0.0;;;;20.0;50.0;40.0;20.0
692;Mannen en vrouwen;0;0;Totaal;35 tot 40 jaar;Noord-Brabant (PV);2006/'07;710.0;;50.0;650.0;200.0;230.0;150.0;140.0;;0.0;;;;20.0;20.0;20.0;190.0;210.0;130.0;130.0
693;Mannen en vrouwen;0;0;Totaal;35 tot 40 jaar;Noord-Brabant (PV);2007/'08;720.0;;30.0;680.0;170.0;280.0;150.0;120.0;;;;;0.0;;10.0;20.0;170.0;270.0;130.0;110.0
694;Mannen en vrouwen;0;0;Totaal;35 tot 40 jaar;Noord-Brabant (PV);2008/'09;730.0;;30.0;690.0;130.0;260.0;180.0;160.0;;0.0;;;0.0;;;20.0;130.0;250.0;170.0;140.0
695;Mannen en vrouwen;0;0;Totaal;35 tot 40 jaar;Noord-Brabant (PV);2009/'10;790.0;;30.0;760.0;250.0;240.0;170.0;140.0;;;;;0.0;;;10.0;250.0;230.0;160.0;120.0
696;Mannen en vrouwen;0;0;Totaal;35 tot 40 jaar;Limburg (PV);2006/'07;320.0;10.0;50.0;260.0;80.0;110.0;80.0;60.0;;;0.0;;10.0;10.0;20.0;;70.0;90.0;60.0;50.0
697;Mannen en vrouwen;0;0;Totaal;35 tot 40 jaar;Limburg (PV);2007/'08;380.0;;20.0;350.0;120.0;130.0;80.0;50.0;;;0.0;;;;;;110.0;120.0;70.0;50.0
698;Mannen en vrouwen;0;0;Totaal;35 tot 40 jaar;Limburg (PV);2008/'09;450.0;0.0;50.0;400.0;110.0;160.0;110.0;80.0;0.0;0.0;0.0;0.0;30.0;20.0;;;80.0;140.0;110.0;70.0
699;Mannen en vrouwen;0;0;Totaal;35 tot 40 jaar;Limburg (PV);2009/'10;380.0;;40.0;340.0;90.0;130.0;80.0;70.0;;;;;20.0;;;;70.0;120.0;80.0;70.0
700;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Nederland;2006/'07;4480.0;170.0;790.0;3520.0;960.0;1510.0;1190.0;820.0;60.0;50.0;30.0;40.0;140.0;220.0;220.0;210.0;760.0;1250.0;940.0;580.0
701;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Nederland;2007/'08;5440.0;140.0;670.0;4640.0;900.0;2130.0;1370.0;1040.0;40.0;30.0;40.0;40.0;90.0;170.0;240.0;170.0;780.0;1940.0;1090.0;830.0
702;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Nederland;2008/'09;5090.0;90.0;530.0;4470.0;960.0;1800.0;1400.0;920.0;40.0;20.0;;20.0;120.0;130.0;160.0;120.0;800.0;1660.0;1230.0;780.0
703;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Nederland;2009/'10;5510.0;100.0;480.0;4930.0;1270.0;1850.0;1380.0;1000.0;30.0;30.0;20.0;20.0;70.0;120.0;150.0;140.0;1180.0;1700.0;1220.0;840.0
704;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Vier grootste gemeenten (G4);2006/'07;600.0;20.0;170.0;410.0;110.0;260.0;140.0;90.0;;;0.0;;50.0;50.0;40.0;30.0;60.0;200.0;90.0;60.0
705;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Vier grootste gemeenten (G4);2007/'08;630.0;10.0;130.0;480.0;100.0;290.0;120.0;110.0;;;;;30.0;50.0;40.0;20.0;70.0;240.0;80.0;90.0
706;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Vier grootste gemeenten (G4);2008/'09;570.0;10.0;90.0;470.0;120.0;240.0;130.0;90.0;;;0.0;;30.0;40.0;20.0;10.0;80.0;200.0;110.0;80.0
707;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Vier grootste gemeenten (G4);2009/'10;560.0;10.0;70.0;480.0;110.0;220.0;140.0;90.0;;;0.0;;10.0;20.0;30.0;10.0;100.0;190.0;120.0;70.0
708;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Amsterdam;2006/'07;210.0;;70.0;140.0;50.0;90.0;50.0;30.0;0.0;;0.0;;30.0;20.0;20.0;;20.0;70.0;30.0;20.0
709;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Amsterdam;2007/'08;300.0;;80.0;210.0;50.0;140.0;60.0;50.0;0.0;0.0;0.0;;20.0;30.0;20.0;;30.0;110.0;40.0;40.0
710;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Amsterdam;2008/'09;210.0;;40.0;170.0;40.0;90.0;40.0;40.0;0.0;0.0;0.0;;10.0;20.0;;;30.0;70.0;40.0;30.0
711;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Amsterdam;2009/'10;220.0;;40.0;180.0;40.0;70.0;70.0;40.0;0.0;0.0;0.0;;;20.0;10.0;;40.0;50.0;60.0;30.0
712;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Rotterdam;2006/'07;250.0;;90.0;160.0;30.0;130.0;50.0;40.0;0.0;;0.0;;;30.0;20.0;20.0;20.0;90.0;30.0;10.0
713;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Rotterdam;2007/'08;160.0;;30.0;130.0;20.0;90.0;40.0;30.0;0.0;;;0.0;;10.0;10.0;;10.0;70.0;30.0;20.0
714;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Rotterdam;2008/'09;160.0;;30.0;130.0;30.0;60.0;40.0;30.0;;;0.0;0.0;;10.0;;;20.0;50.0;30.0;20.0
715;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Rotterdam;2009/'10;160.0;;20.0;130.0;40.0;70.0;40.0;20.0;0.0;;0.0;0.0;;;;;30.0;60.0;30.0;20.0
716;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Den Haag;2006/'07;100.0;;10.0;80.0;20.0;30.0;20.0;20.0;0.0;0.0;0.0;;;0.0;;;10.0;30.0;20.0;20.0
717;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Den Haag;2007/'08;120.0;;20.0;100.0;30.0;40.0;20.0;30.0;;0.0;0.0;0.0;;;;;20.0;40.0;10.0;20.0
718;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Den Haag;2008/'09;140.0;;20.0;120.0;30.0;60.0;40.0;20.0;0.0;;0.0;0.0;;;;0.0;20.0;50.0;30.0;20.0
719;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Den Haag;2009/'10;100.0;;;90.0;20.0;40.0;30.0;10.0;0.0;0.0;0.0;;0.0;;;;20.0;40.0;20.0;10.0
720;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Utrecht (stad);2006/'07;40.0;;;30.0;10.0;20.0;;;;;0.0;0.0;0.0;;0.0;;;10.0;;
721;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Utrecht (stad);2007/'08;50.0;;;40.0;;20.0;;10.0;;;0.0;;0.0;;0.0;;;20.0;;
722;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Utrecht (stad);2008/'09;70.0;;;50.0;20.0;30.0;10.0;;;;0.0;;0.0;0.0;;;10.0;30.0;;
723;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Utrecht (stad);2009/'10;80.0;;;70.0;10.0;40.0;10.0;20.0;;;0.0;0.0;0.0;0.0;0.0;;10.0;40.0;10.0;10.0
724;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Gemeenten >= 100 000 inwoners (excl. G4);2006/'07;870.0;30.0;130.0;720.0;190.0;280.0;200.0;200.0;10.0;10.0;;;30.0;30.0;30.0;40.0;160.0;240.0;170.0;150.0
725;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Gemeenten >= 100 000 inwoners (excl. G4);2007/'08;1110.0;30.0;110.0;980.0;230.0;430.0;240.0;210.0;10.0;;;;10.0;30.0;40.0;30.0;210.0;400.0;200.0;170.0
726;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Gemeenten >= 100 000 inwoners (excl. G4);2008/'09;1030.0;30.0;90.0;910.0;210.0;380.0;260.0;170.0;20.0;;0.0;;30.0;30.0;20.0;20.0;170.0;350.0;250.0;150.0
727;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Gemeenten >= 100 000 inwoners (excl. G4);2009/'10;1140.0;20.0;70.0;1050.0;330.0;400.0;230.0;180.0;;;;;20.0;20.0;10.0;20.0;310.0;380.0;210.0;150.0
728;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Gemeenten < 100 000 inwoners;2006/'07;2950.0;120.0;490.0;2340.0;630.0;960.0;840.0;530.0;40.0;30.0;30.0;30.0;70.0;130.0;150.0;130.0;520.0;800.0;660.0;370.0
729;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Gemeenten < 100 000 inwoners;2007/'08;3630.0;100.0;430.0;3100.0;540.0;1390.0;990.0;710.0;20.0;20.0;30.0;30.0;50.0;90.0;170.0;120.0;470.0;1290.0;790.0;560.0
730;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Gemeenten < 100 000 inwoners;2008/'09;3380.0;50.0;350.0;2990.0;590.0;1150.0;990.0;650.0;20.0;10.0;;10.0;70.0;60.0;130.0;100.0;510.0;1080.0;860.0;540.0
731;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Gemeenten < 100 000 inwoners;2009/'10;3670.0;60.0;340.0;3270.0;750.0;1200.0;1000.0;720.0;20.0;20.0;10.0;10.0;40.0;80.0;110.0;110.0;690.0;1100.0;880.0;600.0
732;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Woongemeente onbekend;2006/'07;60.0;;;50.0;20.0;20.0;20.0;;;;0.0;;;;;;20.0;20.0;10.0;
733;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Woongemeente onbekend;2007/'08;80.0;;;80.0;30.0;20.0;20.0;10.0;0.0;0.0;;0.0;;0.0;0.0;;30.0;20.0;20.0;
734;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Woongemeente onbekend;2008/'09;110.0;;;110.0;50.0;30.0;20.0;20.0;0.0;0.0;0.0;;;;0.0;0.0;40.0;30.0;20.0;20.0
735;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Woongemeente onbekend;2009/'10;140.0;;;140.0;80.0;30.0;20.0;10.0;0.0;;0.0;0.0;;0.0;0.0;;80.0;30.0;20.0;10.0
736;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Noord-Nederland (LD);2006/'07;600.0;40.0;160.0;400.0;90.0;220.0;170.0;130.0;10.0;20.0;;10.0;10.0;40.0;50.0;60.0;70.0;160.0;110.0;70.0
737;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Noord-Nederland (LD);2007/'08;640.0;30.0;140.0;460.0;90.0;220.0;190.0;140.0;;;10.0;10.0;;20.0;60.0;60.0;90.0;190.0;110.0;70.0
738;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Noord-Nederland (LD);2008/'09;730.0;10.0;110.0;610.0;130.0;230.0;240.0;130.0;;;;;;20.0;50.0;40.0;130.0;200.0;190.0;90.0
739;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Noord-Nederland (LD);2009/'10;690.0;20.0;150.0;520.0;100.0;220.0;210.0;160.0;0.0;10.0;;;;30.0;60.0;60.0;90.0;180.0;150.0;100.0
740;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Oost-Nederland (LD);2006/'07;1020.0;50.0;160.0;810.0;260.0;310.0;240.0;210.0;20.0;10.0;10.0;10.0;30.0;40.0;40.0;50.0;210.0;260.0;190.0;150.0
741;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Oost-Nederland (LD);2007/'08;1210.0;40.0;140.0;1040.0;200.0;450.0;340.0;230.0;10.0;;10.0;;;30.0;50.0;40.0;170.0;410.0;280.0;180.0
742;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Oost-Nederland (LD);2008/'09;1170.0;30.0;130.0;1010.0;230.0;450.0;300.0;200.0;20.0;;;;30.0;40.0;30.0;30.0;180.0;410.0;260.0;160.0
743;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Oost-Nederland (LD);2009/'10;1280.0;20.0;130.0;1130.0;340.0;450.0;280.0;210.0;;;;;20.0;40.0;30.0;30.0;310.0;410.0;240.0;170.0
744;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;West-Nederland (LD);2006/'07;1720.0;60.0;370.0;1290.0;310.0;640.0;470.0;290.0;20.0;10.0;;10.0;90.0;110.0;90.0;70.0;200.0;520.0;370.0;200.0
745;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;West-Nederland (LD);2007/'08;2190.0;50.0;310.0;1830.0;290.0;930.0;550.0;420.0;20.0;10.0;10.0;10.0;70.0;90.0;110.0;50.0;210.0;830.0;430.0;360.0
746;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;West-Nederland (LD);2008/'09;1810.0;40.0;210.0;1570.0;310.0;670.0;490.0;350.0;20.0;10.0;;;50.0;50.0;70.0;40.0;240.0;610.0;420.0;300.0
747;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;West-Nederland (LD);2009/'10;1930.0;40.0;160.0;1730.0;330.0;650.0;550.0;390.0;20.0;10.0;;;30.0;40.0;50.0;40.0;280.0;600.0;510.0;340.0
748;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Zuid-Nederland (LD);2006/'07;1080.0;20.0;100.0;960.0;270.0;320.0;290.0;190.0;;;;;10.0;30.0;30.0;30.0;250.0;290.0;260.0;160.0
749;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Zuid-Nederland (LD);2007/'08;1320.0;20.0;70.0;1240.0;300.0;520.0;270.0;230.0;;;;;;30.0;20.0;20.0;280.0;490.0;260.0;210.0
750;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Zuid-Nederland (LD);2008/'09;1270.0;;80.0;1180.0;250.0;430.0;350.0;230.0;;;0.0;;40.0;10.0;20.0;10.0;210.0;420.0;340.0;220.0
751;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Zuid-Nederland (LD);2009/'10;1470.0;20.0;40.0;1410.0;430.0;490.0;320.0;230.0;;;;;10.0;;;10.0;410.0;480.0;310.0;210.0
752;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Groningen (PV);2006/'07;150.0;;30.0;110.0;20.0;50.0;30.0;40.0;0.0;;0.0;0.0;0.0;;;20.0;20.0;40.0;20.0;20.0
753;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Groningen (PV);2007/'08;210.0;;30.0;180.0;30.0;90.0;50.0;40.0;0.0;;0.0;;0.0;;10.0;10.0;30.0;80.0;40.0;30.0
754;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Groningen (PV);2008/'09;210.0;;20.0;190.0;30.0;60.0;80.0;40.0;0.0;;0.0;;0.0;;;;30.0;60.0;70.0;30.0
755;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Groningen (PV);2009/'10;220.0;;20.0;190.0;30.0;70.0;70.0;50.0;0.0;;0.0;0.0;0.0;;;10.0;30.0;60.0;70.0;40.0
756;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Friesland (PV);2006/'07;290.0;30.0;90.0;170.0;50.0;120.0;80.0;40.0;;;;;;30.0;40.0;20.0;40.0;80.0;40.0;
757;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Friesland (PV);2007/'08;220.0;20.0;80.0;120.0;30.0;60.0;90.0;50.0;;;;;0.0;;50.0;30.0;20.0;50.0;30.0;20.0
758;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Friesland (PV);2008/'09;270.0;;70.0;200.0;60.0;80.0;80.0;50.0;;;0.0;0.0;;10.0;40.0;20.0;50.0;70.0;50.0;30.0
759;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Friesland (PV);2009/'10;260.0;10.0;100.0;150.0;30.0;90.0;80.0;60.0;0.0;;;;;20.0;50.0;30.0;30.0;60.0;30.0;30.0
760;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Drenthe (PV);2006/'07;170.0;10.0;40.0;120.0;20.0;50.0;50.0;50.0;;;;;;10.0;;20.0;10.0;30.0;40.0;30.0
761;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Drenthe (PV);2007/'08;210.0;;40.0;160.0;40.0;70.0;50.0;50.0;0.0;;;;;10.0;;20.0;30.0;60.0;40.0;30.0
762;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Drenthe (PV);2008/'09;250.0;;20.0;220.0;50.0;80.0;80.0;40.0;;;;0.0;0.0;;;10.0;50.0;70.0;70.0;30.0
763;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Drenthe (PV);2009/'10;220.0;;30.0;190.0;40.0;60.0;60.0;50.0;0.0;0.0;;;;;;20.0;40.0;60.0;50.0;30.0
764;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Overijssel (PV);2006/'07;290.0;20.0;30.0;250.0;50.0;100.0;80.0;60.0;;;;;0.0;;10.0;10.0;40.0;100.0;70.0;40.0
765;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Overijssel (PV);2007/'08;380.0;10.0;40.0;320.0;50.0;150.0;100.0;80.0;;;;;0.0;;20.0;20.0;50.0;140.0;80.0;60.0
766;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Overijssel (PV);2008/'09;370.0;;30.0;330.0;70.0;170.0;70.0;70.0;;;;;;;;10.0;60.0;160.0;70.0;50.0
767;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Overijssel (PV);2009/'10;390.0;;30.0;350.0;90.0;110.0;110.0;80.0;;;;0.0;;;;;80.0;110.0;100.0;70.0
768;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Flevoland (PV);2006/'07;130.0;;40.0;90.0;20.0;50.0;40.0;30.0;0.0;;0.0;0.0;;;20.0;;20.0;40.0;20.0;20.0
769;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Flevoland (PV);2007/'08;190.0;;40.0;140.0;30.0;70.0;50.0;40.0;0.0;0.0;0.0;;;20.0;10.0;10.0;20.0;50.0;40.0;30.0
770;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Flevoland (PV);2008/'09;170.0;;40.0;120.0;20.0;70.0;40.0;40.0;;;0.0;0.0;;20.0;;10.0;20.0;50.0;30.0;30.0
771;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Flevoland (PV);2009/'10;200.0;0.0;50.0;150.0;70.0;70.0;30.0;30.0;0.0;0.0;0.0;0.0;;20.0;;10.0;70.0;40.0;30.0;20.0
772;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Gelderland (PV);2006/'07;600.0;30.0;100.0;470.0;190.0;160.0;130.0;120.0;10.0;;;;30.0;30.0;20.0;30.0;150.0;130.0;100.0;80.0
773;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Gelderland (PV);2007/'08;650.0;20.0;60.0;570.0;120.0;240.0;180.0;110.0;10.0;;;0.0;;10.0;30.0;10.0;100.0;220.0;150.0;100.0
774;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Gelderland (PV);2008/'09;630.0;20.0;60.0;550.0;140.0;210.0;180.0;100.0;10.0;;;;20.0;10.0;20.0;;110.0;200.0;170.0;80.0
775;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Gelderland (PV);2009/'10;690.0;20.0;50.0;620.0;170.0;280.0;140.0;100.0;;;;;10.0;20.0;10.0;10.0;160.0;260.0;120.0;90.0
776;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Utrecht (PV);2006/'07;190.0;20.0;30.0;150.0;40.0;70.0;40.0;40.0;10.0;;0.0;;;;;;20.0;60.0;40.0;30.0
777;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Utrecht (PV);2007/'08;280.0;10.0;20.0;240.0;30.0;120.0;70.0;60.0;;;;;;;10.0;;30.0;110.0;50.0;50.0
778;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Utrecht (PV);2008/'09;270.0;20.0;20.0;230.0;50.0;110.0;60.0;50.0;10.0;;0.0;;;;;;30.0;100.0;50.0;40.0
779;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Utrecht (PV);2009/'10;280.0;10.0;20.0;250.0;40.0;110.0;70.0;60.0;;;0.0;0.0;0.0;;;10.0;30.0;100.0;70.0;50.0
780;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Noord-Holland (PV);2006/'07;570.0;20.0;130.0;420.0;90.0;210.0;160.0;100.0;0.0;;;;40.0;40.0;30.0;20.0;50.0;170.0;130.0;70.0
781;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Noord-Holland (PV);2007/'08;810.0;10.0;130.0;670.0;100.0;360.0;210.0;140.0;;0.0;;;30.0;40.0;40.0;20.0;70.0;310.0;170.0;120.0
782;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;Noord-Holland (PV);2008/'09;580.0;;80.0;500.0;90.0;220.0;150.0;120.0;0.0;0.0;;;10.0;30.0;20.0;10.0;70.0;190.0;130.0;110.0
