ID;RegioS;Perioden;Beginstand_1;Instroom_2;Uitstroom_3;Eindstand_4
2415;Emmen;2e halfjaar 2012;1260.0;300.0;230.0;1340.0
2416;Enkhuizen;1e halfjaar 2005;40.0;40.0;0.0;70.0
2417;Enkhuizen;2e halfjaar 2005;70.0;20.0;10.0;80.0
2418;Enkhuizen;1e halfjaar 2006;40.0;50.0;20.0;70.0
2419;Enkhuizen;2e halfjaar 2006;70.0;30.0;30.0;70.0
2420;Enkhuizen;1e halfjaar 2007;70.0;20.0;10.0;80.0
2421;Enkhuizen;2e halfjaar 2007;80.0;10.0;10.0;90.0
2422;Enkhuizen;1e halfjaar 2008;90.0;10.0;10.0;90.0
2423;Enkhuizen;2e halfjaar 2008;110.0;30.0;10.0;130.0
2424;Enkhuizen;1e halfjaar 2009;150.0;20.0;10.0;170.0
2425;Enkhuizen;2e halfjaar 2009;120.0;10.0;0.0;130.0
2426;Enkhuizen;1e halfjaar 2010;80.0;20.0;10.0;90.0
2427;Enkhuizen;2e halfjaar 2010;90.0;20.0;10.0;100.0
2428;Enkhuizen;1e halfjaar 2011;80.0;30.0;10.0;100.0
2429;Enkhuizen;2e halfjaar 2011;100.0;20.0;10.0;120.0
2430;Enkhuizen;1e halfjaar 2012;120.0;20.0;10.0;130.0
2431;Enkhuizen;2e halfjaar 2012;120.0;10.0;0.0;130.0
2432;Enschede;1e halfjaar 2005;4330.0;350.0;640.0;4040.0
2433;Enschede;2e halfjaar 2005;4890.0;470.0;950.0;4420.0
2434;Enschede;1e halfjaar 2006;4250.0;420.0;550.0;4110.0
2435;Enschede;2e halfjaar 2006;3990.0;610.0;1070.0;3530.0
2436;Enschede;1e halfjaar 2007;3530.0;710.0;670.0;3570.0
2437;Enschede;2e halfjaar 2007;3420.0;1160.0;790.0;3790.0
2438;Enschede;1e halfjaar 2008;3360.0;1340.0;680.0;4020.0
2439;Enschede;2e halfjaar 2008;2420.0;1330.0;720.0;3030.0
2440;Enschede;1e halfjaar 2009;2910.0;1600.0;910.0;3600.0
2441;Enschede;2e halfjaar 2009;3910.0;2020.0;1070.0;4860.0
2442;Enschede;1e halfjaar 2010;4080.0;1760.0;1600.0;4240.0
2443;Enschede;2e halfjaar 2010;4130.0;1340.0;1240.0;4240.0
2444;Enschede;1e halfjaar 2011;4080.0;1260.0;1160.0;4180.0
2445;Enschede;2e halfjaar 2011;4260.0;790.0;1470.0;3580.0
2446;Enschede;1e halfjaar 2012;3280.0;670.0;840.0;3110.0
2447;Enschede;2e halfjaar 2012;3260.0;720.0;420.0;3550.0
2448;Epe;1e halfjaar 2005;220.0;20.0;10.0;230.0
2449;Epe;2e halfjaar 2005;260.0;40.0;20.0;270.0
2450;Epe;1e halfjaar 2006;270.0;50.0;30.0;300.0
2451;Epe;2e halfjaar 2006;300.0;50.0;50.0;290.0
2452;Epe;1e halfjaar 2007;290.0;40.0;50.0;280.0
2453;Epe;2e halfjaar 2007;290.0;40.0;30.0;300.0
2454;Epe;1e halfjaar 2008;300.0;50.0;40.0;300.0
2455;Epe;2e halfjaar 2008;300.0;70.0;20.0;350.0
2456;Epe;1e halfjaar 2009;350.0;100.0;30.0;420.0
2457;Epe;2e halfjaar 2009;340.0;120.0;80.0;370.0
2458;Epe;1e halfjaar 2010;350.0;100.0;70.0;380.0
2459;Epe;2e halfjaar 2010;370.0;100.0;70.0;400.0
2460;Epe;1e halfjaar 2011;390.0;70.0;70.0;390.0
2461;Epe;2e halfjaar 2011;390.0;70.0;60.0;400.0
2462;Epe;1e halfjaar 2012;400.0;70.0;50.0;420.0
2463;Epe;2e halfjaar 2012;410.0;100.0;50.0;460.0
2464;Ermelo;1e halfjaar 2005;180.0;20.0;10.0;190.0
2465;Ermelo;2e halfjaar 2005;200.0;20.0;0.0;220.0
2466;Ermelo;1e halfjaar 2006;220.0;40.0;0.0;260.0
2467;Ermelo;2e halfjaar 2006;270.0;10.0;0.0;280.0
2468;Ermelo;1e halfjaar 2007;280.0;10.0;10.0;270.0
2469;Ermelo;2e halfjaar 2007;270.0;20.0;0.0;290.0
2470;Ermelo;1e halfjaar 2008;300.0;30.0;0.0;330.0
2471;Ermelo;2e halfjaar 2008;160.0;40.0;0.0;200.0
2472;Ermelo;1e halfjaar 2009;120.0;60.0;40.0;140.0
2473;Ermelo;2e halfjaar 2009;140.0;70.0;30.0;180.0
2474;Ermelo;1e halfjaar 2010;160.0;70.0;30.0;210.0
2475;Ermelo;2e halfjaar 2010;210.0;40.0;10.0;240.0
2476;Ermelo;1e halfjaar 2011;240.0;60.0;10.0;290.0
2477;Ermelo;2e halfjaar 2011;260.0;30.0;10.0;290.0
2478;Ermelo;1e halfjaar 2012;280.0;30.0;60.0;250.0
2479;Ermelo;2e halfjaar 2012;240.0;40.0;20.0;260.0
2480;Etten-Leur;1e halfjaar 2005;300.0;120.0;70.0;340.0
2481;Etten-Leur;2e halfjaar 2005;350.0;100.0;50.0;400.0
2482;Etten-Leur;1e halfjaar 2006;380.0;90.0;60.0;410.0
2483;Etten-Leur;2e halfjaar 2006;420.0;70.0;70.0;420.0
2484;Etten-Leur;1e halfjaar 2007;380.0;90.0;80.0;390.0
2485;Etten-Leur;2e halfjaar 2007;400.0;60.0;80.0;390.0
2486;Etten-Leur;1e halfjaar 2008;380.0;60.0;60.0;380.0
2487;Etten-Leur;2e halfjaar 2008;390.0;30.0;30.0;390.0
2488;Etten-Leur;1e halfjaar 2009;350.0;70.0;30.0;390.0
2489;Etten-Leur;2e halfjaar 2009;380.0;60.0;40.0;400.0
2490;Etten-Leur;1e halfjaar 2010;360.0;50.0;40.0;380.0
2491;Etten-Leur;2e halfjaar 2010;330.0;100.0;80.0;340.0
2492;Etten-Leur;1e halfjaar 2011;330.0;70.0;80.0;320.0
2493;Etten-Leur;2e halfjaar 2011;300.0;50.0;60.0;300.0
2494;Etten-Leur;1e halfjaar 2012;280.0;40.0;50.0;260.0
2495;Etten-Leur;2e halfjaar 2012;260.0;50.0;50.0;270.0
2496;Ferwerderadeel;1e halfjaar 2005;;;;
2497;Ferwerderadeel;2e halfjaar 2005;;;;
2498;Ferwerderadeel;1e halfjaar 2006;;;;
2499;Ferwerderadeel;2e halfjaar 2006;;;;
2500;Ferwerderadeel;1e halfjaar 2007;;;;
2501;Ferwerderadeel;2e halfjaar 2007;;;;
2502;Ferwerderadeel;1e halfjaar 2008;;;;
2503;Ferwerderadeel;2e halfjaar 2008;;;;
2504;Ferwerderadeel;1e halfjaar 2009;;;;
2505;Ferwerderadeel;2e halfjaar 2009;;;;
2506;Ferwerderadeel;1e halfjaar 2010;;;;
2507;Ferwerderadeel;2e halfjaar 2010;;;;
2508;Ferwerderadeel;1e halfjaar 2011;;;;
2509;Ferwerderadeel;2e halfjaar 2011;;;;
2510;Ferwerderadeel;1e halfjaar 2012;;;;
2511;Ferwerderadeel;2e halfjaar 2012;;;;
2512;Ferwerderadiel;1e halfjaar 2005;100.0;60.0;30.0;130.0
2513;Ferwerderadiel;2e halfjaar 2005;150.0;50.0;30.0;170.0
2514;Ferwerderadiel;1e halfjaar 2006;170.0;40.0;30.0;180.0
2515;Ferwerderadiel;2e halfjaar 2006;170.0;20.0;40.0;160.0
2516;Ferwerderadiel;1e halfjaar 2007;160.0;30.0;30.0;160.0
2517;Ferwerderadiel;2e halfjaar 2007;160.0;20.0;20.0;160.0
2518;Ferwerderadiel;1e halfjaar 2008;150.0;20.0;20.0;150.0
2519;Ferwerderadiel;2e halfjaar 2008;140.0;30.0;10.0;160.0
2520;Ferwerderadiel;1e halfjaar 2009;140.0;30.0;10.0;160.0
2521;Ferwerderadiel;2e halfjaar 2009;160.0;10.0;10.0;160.0
2522;Ferwerderadiel;1e halfjaar 2010;150.0;30.0;20.0;150.0
2523;Ferwerderadiel;2e halfjaar 2010;150.0;30.0;30.0;150.0
2524;Ferwerderadiel;1e halfjaar 2011;140.0;40.0;20.0;160.0
2525;Ferwerderadiel;2e halfjaar 2011;140.0;40.0;20.0;160.0
2526;Ferwerderadiel;1e halfjaar 2012;130.0;20.0;30.0;120.0
2527;Ferwerderadiel;2e halfjaar 2012;110.0;30.0;20.0;120.0
2528;Franekeradeel;1e halfjaar 2005;250.0;110.0;60.0;300.0
2529;Franekeradeel;2e halfjaar 2005;340.0;90.0;80.0;360.0
2530;Franekeradeel;1e halfjaar 2006;390.0;90.0;80.0;390.0
2531;Franekeradeel;2e halfjaar 2006;390.0;80.0;60.0;400.0
2532;Franekeradeel;1e halfjaar 2007;400.0;90.0;80.0;410.0
2533;Franekeradeel;2e halfjaar 2007;420.0;70.0;80.0;410.0
2534;Franekeradeel;1e halfjaar 2008;410.0;80.0;70.0;430.0
2535;Franekeradeel;2e halfjaar 2008;430.0;50.0;50.0;430.0
2536;Franekeradeel;1e halfjaar 2009;420.0;80.0;30.0;460.0
2537;Franekeradeel;2e halfjaar 2009;470.0;50.0;30.0;490.0
2538;Franekeradeel;1e halfjaar 2010;460.0;60.0;70.0;450.0
2539;Franekeradeel;2e halfjaar 2010;430.0;80.0;80.0;440.0
2540;Franekeradeel;1e halfjaar 2011;410.0;70.0;60.0;430.0
2541;Franekeradeel;2e halfjaar 2011;420.0;100.0;60.0;470.0
2542;Franekeradeel;1e halfjaar 2012;390.0;100.0;80.0;410.0
2543;Franekeradeel;2e halfjaar 2012;400.0;90.0;100.0;390.0
2544;Gaasterlân-Sleat;1e halfjaar 2005;20.0;0.0;0.0;30.0
2545;Gaasterlân-Sleat;2e halfjaar 2005;30.0;10.0;0.0;40.0
2546;Gaasterlân-Sleat;1e halfjaar 2006;40.0;20.0;10.0;50.0
2547;Gaasterlân-Sleat;2e halfjaar 2006;50.0;10.0;0.0;60.0
2548;Gaasterlân-Sleat;1e halfjaar 2007;60.0;0.0;0.0;60.0
2549;Gaasterlân-Sleat;2e halfjaar 2007;60.0;10.0;0.0;60.0
2550;Gaasterlân-Sleat;1e halfjaar 2008;70.0;10.0;0.0;70.0
2551;Gaasterlân-Sleat;2e halfjaar 2008;70.0;10.0;0.0;70.0
2552;Gaasterlân-Sleat;1e halfjaar 2009;70.0;10.0;10.0;60.0
2553;Gaasterlân-Sleat;2e halfjaar 2009;40.0;10.0;10.0;40.0
2554;Gaasterlân-Sleat;1e halfjaar 2010;40.0;20.0;20.0;50.0
2555;Gaasterlân-Sleat;2e halfjaar 2010;40.0;30.0;10.0;50.0
2556;Gaasterlân-Sleat;1e halfjaar 2011;40.0;30.0;10.0;50.0
2557;Gaasterlân-Sleat;2e halfjaar 2011;60.0;20.0;10.0;60.0
2558;Gaasterlân-Sleat;1e halfjaar 2012;60.0;20.0;20.0;70.0
2559;Gaasterlân-Sleat;2e halfjaar 2012;60.0;20.0;20.0;70.0
2560;Geertruidenberg;1e halfjaar 2005;90.0;0.0;0.0;90.0
2561;Geertruidenberg;2e halfjaar 2005;90.0;10.0;10.0;80.0
2562;Geertruidenberg;1e halfjaar 2006;80.0;30.0;10.0;100.0
2563;Geertruidenberg;2e halfjaar 2006;130.0;20.0;10.0;150.0
2564;Geertruidenberg;1e halfjaar 2007;100.0;40.0;10.0;130.0
2565;Geertruidenberg;2e halfjaar 2007;120.0;40.0;20.0;140.0
2566;Geertruidenberg;1e halfjaar 2008;140.0;20.0;10.0;140.0
2567;Geertruidenberg;2e halfjaar 2008;140.0;20.0;10.0;160.0
2568;Geertruidenberg;1e halfjaar 2009;120.0;20.0;10.0;130.0
2569;Geertruidenberg;2e halfjaar 2009;130.0;30.0;10.0;150.0
2570;Geertruidenberg;1e halfjaar 2010;150.0;40.0;20.0;180.0
2571;Geertruidenberg;2e halfjaar 2010;160.0;40.0;10.0;180.0
2572;Geertruidenberg;1e halfjaar 2011;160.0;10.0;20.0;150.0
2573;Geertruidenberg;2e halfjaar 2011;150.0;20.0;10.0;160.0
2574;Geertruidenberg;1e halfjaar 2012;150.0;10.0;10.0;150.0
2575;Geertruidenberg;2e halfjaar 2012;160.0;40.0;20.0;180.0
2576;Geldermalsen;1e halfjaar 2005;20.0;10.0;10.0;20.0
2577;Geldermalsen;2e halfjaar 2005;40.0;70.0;0.0;100.0
2578;Geldermalsen;1e halfjaar 2006;100.0;10.0;0.0;110.0
2579;Geldermalsen;2e halfjaar 2006;160.0;20.0;10.0;180.0
2580;Geldermalsen;1e halfjaar 2007;180.0;20.0;0.0;190.0
2581;Geldermalsen;2e halfjaar 2007;240.0;20.0;10.0;260.0
2582;Geldermalsen;1e halfjaar 2008;260.0;30.0;10.0;280.0
2583;Geldermalsen;2e halfjaar 2008;260.0;20.0;10.0;270.0
2584;Geldermalsen;1e halfjaar 2009;120.0;10.0;10.0;120.0
2585;Geldermalsen;2e halfjaar 2009;130.0;10.0;10.0;130.0
2586;Geldermalsen;1e halfjaar 2010;120.0;10.0;10.0;120.0
2587;Geldermalsen;2e halfjaar 2010;130.0;20.0;20.0;130.0
2588;Geldermalsen;1e halfjaar 2011;100.0;20.0;10.0;110.0
2589;Geldermalsen;2e halfjaar 2011;70.0;20.0;10.0;90.0
2590;Geldermalsen;1e halfjaar 2012;70.0;40.0;10.0;110.0
2591;Geldermalsen;2e halfjaar 2012;100.0;70.0;40.0;130.0
2592;Geldrop;1e halfjaar 2005;;;;
2593;Geldrop;2e halfjaar 2005;;;;
2594;Geldrop;1e halfjaar 2006;;;;
2595;Geldrop;2e halfjaar 2006;;;;
2596;Geldrop;1e halfjaar 2007;;;;
2597;Geldrop;2e halfjaar 2007;;;;
2598;Geldrop;1e halfjaar 2008;;;;
2599;Geldrop;2e halfjaar 2008;;;;
2600;Geldrop;1e halfjaar 2009;;;;
2601;Geldrop;2e halfjaar 2009;;;;
2602;Geldrop;1e halfjaar 2010;;;;
2603;Geldrop;2e halfjaar 2010;;;;
2604;Geldrop;1e halfjaar 2011;;;;
2605;Geldrop;2e halfjaar 2011;;;;
2606;Geldrop;1e halfjaar 2012;;;;
2607;Geldrop;2e halfjaar 2012;;;;
2608;Geldrop-Mierlo;1e halfjaar 2005;220.0;100.0;20.0;310.0
2609;Geldrop-Mierlo;2e halfjaar 2005;320.0;110.0;30.0;400.0
2610;Geldrop-Mierlo;1e halfjaar 2006;410.0;170.0;50.0;540.0
2611;Geldrop-Mierlo;2e halfjaar 2006;560.0;70.0;50.0;590.0
2612;Geldrop-Mierlo;1e halfjaar 2007;610.0;70.0;60.0;620.0
2613;Geldrop-Mierlo;2e halfjaar 2007;610.0;50.0;40.0;610.0
2614;Geldrop-Mierlo;1e halfjaar 2008;570.0;60.0;50.0;580.0
2615;Geldrop-Mierlo;2e halfjaar 2008;510.0;70.0;80.0;500.0
2616;Geldrop-Mierlo;1e halfjaar 2009;480.0;80.0;40.0;510.0
2617;Geldrop-Mierlo;2e halfjaar 2009;540.0;80.0;220.0;410.0
2618;Geldrop-Mierlo;1e halfjaar 2010;370.0;80.0;30.0;430.0
2619;Geldrop-Mierlo;2e halfjaar 2010;440.0;140.0;70.0;510.0
2620;Geldrop-Mierlo;1e halfjaar 2011;490.0;90.0;140.0;440.0
2621;Geldrop-Mierlo;2e halfjaar 2011;400.0;100.0;180.0;320.0
2622;Geldrop-Mierlo;1e halfjaar 2012;320.0;110.0;120.0;310.0
2623;Geldrop-Mierlo;2e halfjaar 2012;310.0;130.0;190.0;250.0
2624;Geleen;1e halfjaar 2005;;;;
2625;Geleen;2e halfjaar 2005;;;;
2626;Geleen;1e halfjaar 2006;;;;
2627;Geleen;2e halfjaar 2006;;;;
2628;Geleen;1e halfjaar 2007;;;;
2629;Geleen;2e halfjaar 2007;;;;
2630;Geleen;1e halfjaar 2008;;;;
2631;Geleen;2e halfjaar 2008;;;;
2632;Geleen;1e halfjaar 2009;;;;
2633;Geleen;2e halfjaar 2009;;;;
2634;Geleen;1e halfjaar 2010;;;;
2635;Geleen;2e halfjaar 2010;;;;
2636;Geleen;1e halfjaar 2011;;;;
2637;Geleen;2e halfjaar 2011;;;;
2638;Geleen;1e halfjaar 2012;;;;
2639;Geleen;2e halfjaar 2012;;;;
2640;Gemert-Bakel;1e halfjaar 2005;260.0;100.0;50.0;310.0
2641;Gemert-Bakel;2e halfjaar 2005;330.0;70.0;30.0;360.0
2642;Gemert-Bakel;1e halfjaar 2006;370.0;30.0;30.0;370.0
2643;Gemert-Bakel;2e halfjaar 2006;380.0;40.0;30.0;390.0
2644;Gemert-Bakel;1e halfjaar 2007;380.0;40.0;20.0;400.0
2645;Gemert-Bakel;2e halfjaar 2007;410.0;40.0;20.0;430.0
2646;Gemert-Bakel;1e halfjaar 2008;430.0;40.0;10.0;460.0
2647;Gemert-Bakel;2e halfjaar 2008;460.0;30.0;10.0;480.0
2648;Gemert-Bakel;1e halfjaar 2009;190.0;50.0;10.0;230.0
2649;Gemert-Bakel;2e halfjaar 2009;230.0;30.0;30.0;230.0
2650;Gemert-Bakel;1e halfjaar 2010;210.0;40.0;20.0;230.0
2651;Gemert-Bakel;2e halfjaar 2010;120.0;60.0;50.0;130.0
2652;Gemert-Bakel;1e halfjaar 2011;140.0;70.0;30.0;170.0
2653;Gemert-Bakel;2e halfjaar 2011;230.0;70.0;100.0;210.0
2654;Gemert-Bakel;1e halfjaar 2012;210.0;60.0;80.0;190.0
2655;Gemert-Bakel;2e halfjaar 2012;170.0;40.0;40.0;170.0
2656;Gendringen;1e halfjaar 2005;;;;
2657;Gendringen;2e halfjaar 2005;;;;
2658;Gendringen;1e halfjaar 2006;;;;
2659;Gendringen;2e halfjaar 2006;;;;
2660;Gendringen;1e halfjaar 2007;;;;
2661;Gendringen;2e halfjaar 2007;;;;
2662;Gendringen;1e halfjaar 2008;;;;
2663;Gendringen;2e halfjaar 2008;;;;
2664;Gendringen;1e halfjaar 2009;;;;
2665;Gendringen;2e halfjaar 2009;;;;
2666;Gendringen;1e halfjaar 2010;;;;
2667;Gendringen;2e halfjaar 2010;;;;
2668;Gendringen;1e halfjaar 2011;;;;
2669;Gendringen;2e halfjaar 2011;;;;
2670;Gendringen;1e halfjaar 2012;;;;
2671;Gendringen;2e halfjaar 2012;;;;
2672;Gendt;1e halfjaar 2005;;;;
2673;Gendt;2e halfjaar 2005;;;;
2674;Gendt;1e halfjaar 2006;;;;
2675;Gendt;2e halfjaar 2006;;;;
2676;Gendt;1e halfjaar 2007;;;;
2677;Gendt;2e halfjaar 2007;;;;
2678;Gendt;1e halfjaar 2008;;;;
2679;Gendt;2e halfjaar 2008;;;;
2680;Gendt;1e halfjaar 2009;;;;
2681;Gendt;2e halfjaar 2009;;;;
2682;Gendt;1e halfjaar 2010;;;;
2683;Gendt;2e halfjaar 2010;;;;
2684;Gendt;1e halfjaar 2011;;;;
2685;Gendt;2e halfjaar 2011;;;;
2686;Gendt;1e halfjaar 2012;;;;
2687;Gendt;2e halfjaar 2012;;;;
2688;Genemuiden;1e halfjaar 2005;;;;
2689;Genemuiden;2e halfjaar 2005;;;;
2690;Genemuiden;1e halfjaar 2006;;;;
2691;Genemuiden;2e halfjaar 2006;;;;
2692;Genemuiden;1e halfjaar 2007;;;;
2693;Genemuiden;2e halfjaar 2007;;;;
2694;Genemuiden;1e halfjaar 2008;;;;
2695;Genemuiden;2e halfjaar 2008;;;;
2696;Genemuiden;1e halfjaar 2009;;;;
2697;Genemuiden;2e halfjaar 2009;;;;
2698;Genemuiden;1e halfjaar 2010;;;;
2699;Genemuiden;2e halfjaar 2010;;;;
2700;Genemuiden;1e halfjaar 2011;;;;
2701;Genemuiden;2e halfjaar 2011;;;;
2702;Genemuiden;1e halfjaar 2012;;;;
2703;Genemuiden;2e halfjaar 2012;;;;
2704;Gennep;1e halfjaar 2005;70.0;0.0;0.0;70.0
2705;Gennep;2e halfjaar 2005;50.0;0.0;10.0;40.0
2706;Gennep;1e halfjaar 2006;70.0;0.0;10.0;70.0
2707;Gennep;2e halfjaar 2006;60.0;10.0;0.0;60.0
2708;Gennep;1e halfjaar 2007;60.0;10.0;0.0;70.0
2709;Gennep;2e halfjaar 2007;70.0;10.0;0.0;80.0
2710;Gennep;1e halfjaar 2008;80.0;10.0;0.0;80.0
2711;Gennep;2e halfjaar 2008;;;;
2712;Gennep;1e halfjaar 2009;;;;
2713;Gennep;2e halfjaar 2009;60.0;20.0;10.0;70.0
2714;Gennep;1e halfjaar 2010;50.0;60.0;20.0;90.0
2715;Gennep;2e halfjaar 2010;90.0;60.0;30.0;120.0
2716;Gennep;1e halfjaar 2011;110.0;80.0;50.0;140.0
2717;Gennep;2e halfjaar 2011;130.0;60.0;30.0;160.0
2718;Gennep;1e halfjaar 2012;110.0;50.0;50.0;100.0
2719;Gennep;2e halfjaar 2012;90.0;60.0;40.0;120.0
2720;Giessenlanden;1e halfjaar 2005;30.0;20.0;10.0;30.0
2721;Giessenlanden;2e halfjaar 2005;40.0;20.0;10.0;40.0
2722;Giessenlanden;1e halfjaar 2006;40.0;10.0;10.0;40.0
2723;Giessenlanden;2e halfjaar 2006;40.0;10.0;10.0;40.0
2724;Giessenlanden;1e halfjaar 2007;30.0;20.0;10.0;30.0
2725;Giessenlanden;2e halfjaar 2007;30.0;20.0;10.0;40.0
2726;Giessenlanden;1e halfjaar 2008;40.0;10.0;0.0;40.0
2727;Giessenlanden;2e halfjaar 2008;30.0;30.0;20.0;40.0
2728;Giessenlanden;1e halfjaar 2009;40.0;20.0;20.0;40.0
2729;Giessenlanden;2e halfjaar 2009;40.0;50.0;10.0;80.0
2730;Giessenlanden;1e halfjaar 2010;70.0;30.0;20.0;90.0
2731;Giessenlanden;2e halfjaar 2010;60.0;30.0;30.0;60.0
2732;Giessenlanden;1e halfjaar 2011;60.0;20.0;10.0;70.0
2733;Giessenlanden;2e halfjaar 2011;70.0;10.0;10.0;70.0
2734;Giessenlanden;1e halfjaar 2012;60.0;10.0;10.0;50.0
2735;Giessenlanden;2e halfjaar 2012;50.0;20.0;10.0;60.0
2736;Gilze en Rijen;1e halfjaar 2005;130.0;40.0;20.0;150.0
2737;Gilze en Rijen;2e halfjaar 2005;150.0;40.0;10.0;190.0
2738;Gilze en Rijen;1e halfjaar 2006;160.0;60.0;60.0;160.0
2739;Gilze en Rijen;2e halfjaar 2006;140.0;90.0;50.0;180.0
2740;Gilze en Rijen;1e halfjaar 2007;170.0;80.0;40.0;210.0
2741;Gilze en Rijen;2e halfjaar 2007;210.0;40.0;20.0;230.0
2742;Gilze en Rijen;1e halfjaar 2008;230.0;40.0;20.0;250.0
2743;Gilze en Rijen;2e halfjaar 2008;200.0;50.0;30.0;220.0
2744;Gilze en Rijen;1e halfjaar 2009;210.0;80.0;30.0;250.0
2745;Gilze en Rijen;2e halfjaar 2009;250.0;70.0;30.0;280.0
2746;Gilze en Rijen;1e halfjaar 2010;220.0;50.0;20.0;250.0
2747;Gilze en Rijen;2e halfjaar 2010;240.0;50.0;40.0;260.0
2748;Gilze en Rijen;1e halfjaar 2011;250.0;70.0;20.0;300.0
2749;Gilze en Rijen;2e halfjaar 2011;280.0;40.0;50.0;280.0
2750;Gilze en Rijen;1e halfjaar 2012;270.0;50.0;50.0;270.0
2751;Gilze en Rijen;2e halfjaar 2012;260.0;60.0;40.0;280.0
2752;Goedereede;1e halfjaar 2005;20.0;0.0;0.0;20.0
2753;Goedereede;2e halfjaar 2005;20.0;0.0;10.0;20.0
2754;Goedereede;1e halfjaar 2006;20.0;10.0;0.0;20.0
2755;Goedereede;2e halfjaar 2006;20.0;0.0;0.0;20.0
2756;Goedereede;1e halfjaar 2007;30.0;10.0;10.0;30.0
2757;Goedereede;2e halfjaar 2007;30.0;10.0;10.0;30.0
2758;Goedereede;1e halfjaar 2008;30.0;10.0;10.0;30.0
2759;Goedereede;2e halfjaar 2008;30.0;10.0;10.0;30.0
2760;Goedereede;1e halfjaar 2009;30.0;10.0;0.0;30.0
2761;Goedereede;2e halfjaar 2009;20.0;0.0;10.0;20.0
2762;Goedereede;1e halfjaar 2010;;;;
2763;Goedereede;2e halfjaar 2010;10.0;0.0;0.0;10.0
2764;Goedereede;1e halfjaar 2011;20.0;10.0;10.0;20.0
2765;Goedereede;2e halfjaar 2011;20.0;0.0;10.0;20.0
2766;Goedereede;1e halfjaar 2012;20.0;0.0;0.0;20.0
2767;Goedereede;2e halfjaar 2012;30.0;10.0;10.0;30.0
2768;Goes;1e halfjaar 2005;210.0;20.0;130.0;100.0
2769;Goes;2e halfjaar 2005;130.0;0.0;100.0;30.0
2770;Goes;1e halfjaar 2006;110.0;0.0;70.0;40.0
2771;Goes;2e halfjaar 2006;470.0;20.0;80.0;400.0
2772;Goes;1e halfjaar 2007;350.0;30.0;70.0;310.0
2773;Goes;2e halfjaar 2007;190.0;90.0;10.0;270.0
2774;Goes;1e halfjaar 2008;270.0;60.0;30.0;310.0
2775;Goes;2e halfjaar 2008;320.0;100.0;50.0;370.0
2776;Goes;1e halfjaar 2009;360.0;90.0;40.0;410.0
2777;Goes;2e halfjaar 2009;380.0;140.0;40.0;470.0
2778;Goes;1e halfjaar 2010;440.0;160.0;40.0;560.0
2779;Goes;2e halfjaar 2010;580.0;180.0;70.0;690.0
2780;Goes;1e halfjaar 2011;600.0;200.0;170.0;630.0
2781;Goes;2e halfjaar 2011;620.0;160.0;120.0;660.0
2782;Goes;1e halfjaar 2012;480.0;150.0;140.0;480.0
2783;Goes;2e halfjaar 2012;460.0;110.0;150.0;430.0
2784;Goirle;1e halfjaar 2005;200.0;30.0;10.0;230.0
2785;Goirle;2e halfjaar 2005;240.0;40.0;10.0;270.0
2786;Goirle;1e halfjaar 2006;190.0;30.0;40.0;180.0
2787;Goirle;2e halfjaar 2006;220.0;60.0;40.0;240.0
2788;Goirle;1e halfjaar 2007;240.0;50.0;50.0;240.0
2789;Goirle;2e halfjaar 2007;240.0;50.0;60.0;240.0
2790;Goirle;1e halfjaar 2008;240.0;60.0;50.0;250.0
2791;Goirle;2e halfjaar 2008;240.0;30.0;40.0;240.0
2792;Goirle;1e halfjaar 2009;230.0;40.0;20.0;240.0
2793;Goirle;2e halfjaar 2009;220.0;50.0;30.0;250.0
2794;Goirle;1e halfjaar 2010;150.0;50.0;30.0;170.0
2795;Goirle;2e halfjaar 2010;150.0;40.0;30.0;170.0
2796;Goirle;1e halfjaar 2011;150.0;30.0;20.0;160.0
2797;Goirle;2e halfjaar 2011;150.0;40.0;30.0;160.0
2798;Goirle;1e halfjaar 2012;130.0;40.0;40.0;130.0
2799;Goirle;2e halfjaar 2012;120.0;10.0;20.0;110.0
2800;Goor;1e halfjaar 2005;;;;
2801;Goor;2e halfjaar 2005;;;;
2802;Goor;1e halfjaar 2006;;;;
2803;Goor;2e halfjaar 2006;;;;
2804;Goor;1e halfjaar 2007;;;;
2805;Goor;2e halfjaar 2007;;;;
2806;Goor;1e halfjaar 2008;;;;
2807;Goor;2e halfjaar 2008;;;;
2808;Goor;1e halfjaar 2009;;;;
2809;Goor;2e halfjaar 2009;;;;
2810;Goor;1e halfjaar 2010;;;;
2811;Goor;2e halfjaar 2010;;;;
2812;Goor;1e halfjaar 2011;;;;
2813;Goor;2e halfjaar 2011;;;;
2814;Goor;1e halfjaar 2012;;;;
2815;Goor;2e halfjaar 2012;;;;
2816;Gorinchem;1e halfjaar 2005;290.0;100.0;160.0;230.0
2817;Gorinchem;2e halfjaar 2005;290.0;150.0;140.0;300.0
2818;Gorinchem;1e halfjaar 2006;280.0;140.0;130.0;300.0
2819;Gorinchem;2e halfjaar 2006;310.0;160.0;170.0;300.0
2820;Gorinchem;1e halfjaar 2007;250.0;160.0;110.0;310.0
2821;Gorinchem;2e halfjaar 2007;330.0;310.0;300.0;340.0
2822;Gorinchem;1e halfjaar 2008;330.0;180.0;150.0;360.0
2823;Gorinchem;2e halfjaar 2008;320.0;300.0;230.0;390.0
2824;Gorinchem;1e halfjaar 2009;350.0;300.0;210.0;440.0
