ID;Onderwijssoort;LevensbeschouwelijkeGrondslag;Schoolgrootte;Perioden;Onderwijsinstellingen_1;LeerlingenStudenten_2
4802;Basisonderwijs;Protestants-christelijke scholen;101 - 200 leerlingen/studenten;1997/'98;767;117062
4803;Basisonderwijs;Protestants-christelijke scholen;101 - 200 leerlingen/studenten;1998/'99;704;107828
4804;Basisonderwijs;Protestants-christelijke scholen;101 - 200 leerlingen/studenten;1999/'00;679;103627
4805;Basisonderwijs;Protestants-christelijke scholen;101 - 200 leerlingen/studenten;2000/'01;671;102255
4806;Basisonderwijs;Protestants-christelijke scholen;101 - 200 leerlingen/studenten;2001/'02;737;111484
4807;Basisonderwijs;Protestants-christelijke scholen;101 - 200 leerlingen/studenten;2002/'03;735;111907
4808;Basisonderwijs;Protestants-christelijke scholen;101 - 200 leerlingen/studenten;2003/'04;737;112191
4809;Basisonderwijs;Protestants-christelijke scholen;101 - 200 leerlingen/studenten;2004/'05;717;108409
4810;Basisonderwijs;Protestants-christelijke scholen;101 - 200 leerlingen/studenten;2005/'06;727;109850
4811;Basisonderwijs;Protestants-christelijke scholen;101 - 200 leerlingen/studenten;2006/'07;728;110460
4812;Basisonderwijs;Protestants-christelijke scholen;101 - 200 leerlingen/studenten;2007/'08;721;109314
4813;Basisonderwijs;Protestants-christelijke scholen;101 - 200 leerlingen/studenten;2008/'09;716;109065
4814;Basisonderwijs;Protestants-christelijke scholen;101 - 200 leerlingen/studenten;2009/'10;695;106268
4815;Basisonderwijs;Protestants-christelijke scholen;101 - 200 leerlingen/studenten;2010/'11;693;107053
4816;Basisonderwijs;Protestants-christelijke scholen;101 - 200 leerlingen/studenten;2011/'12;689;106405
4817;Basisonderwijs;Protestants-christelijke scholen;101 - 200 leerlingen/studenten;2012/'13;704;109255
4818;Basisonderwijs;Protestants-christelijke scholen;101 - 200 leerlingen/studenten;2013/'14;696;107853
4819;Basisonderwijs;Protestants-christelijke scholen;101 - 200 leerlingen/studenten;2014/'15;681;104501
4820;Basisonderwijs;Protestants-christelijke scholen;101 - 200 leerlingen/studenten;2015/'16;655;99588
4821;Basisonderwijs;Protestants-christelijke scholen;101 - 200 leerlingen/studenten;2016/'17;650;98918
4822;Basisonderwijs;Protestants-christelijke scholen;101 - 200 leerlingen/studenten;2017/'18;666;101334
4823;Basisonderwijs;Protestants-christelijke scholen;101 - 200 leerlingen/studenten;2018/'19;662;101230
4824;Basisonderwijs;Protestants-christelijke scholen;101 - 200 leerlingen/studenten;2019/'20;645;97851
4825;Basisonderwijs;Protestants-christelijke scholen;101 - 200 leerlingen/studenten;2020/'21;649;98569
4826;Basisonderwijs;Protestants-christelijke scholen;101 - 200 leerlingen/studenten;2021/'22;657;100289
4827;Basisonderwijs;Protestants-christelijke scholen;101 - 200 leerlingen/studenten;2022/'23;653;100121
4828;Basisonderwijs;Protestants-christelijke scholen;101 - 200 leerlingen/studenten;2023/'24;649;99760
4829;Basisonderwijs;Protestants-christelijke scholen;101 - 200 leerlingen/studenten;2024/'25;645;99348
4830;Basisonderwijs;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;1990/'91;746;198515
4831;Basisonderwijs;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;1991/'92;698;186263
4832;Basisonderwijs;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;1992/'93;711;189196
4833;Basisonderwijs;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;1993/'94;760;202683
4834;Basisonderwijs;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;1994/'95;811;218362
4835;Basisonderwijs;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;1995/'96;907;249124
4836;Basisonderwijs;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;1996/'97;928;258202
4837;Basisonderwijs;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;1997/'98;922;257540
4838;Basisonderwijs;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;1998/'99;895;251749
4839;Basisonderwijs;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;1999/'00;884;249330
4840;Basisonderwijs;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;2000/'01;890;251920
4841;Basisonderwijs;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;2001/'02;928;263996
4842;Basisonderwijs;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;2002/'03;918;263299
4843;Basisonderwijs;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;2003/'04;916;263161
4844;Basisonderwijs;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;2004/'05;933;268715
4845;Basisonderwijs;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;2005/'06;930;268078
4846;Basisonderwijs;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;2006/'07;917;264219
4847;Basisonderwijs;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;2007/'08;917;264881
4848;Basisonderwijs;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;2008/'09;906;262774
4849;Basisonderwijs;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;2009/'10;898;260141
4850;Basisonderwijs;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;2010/'11;866;250199
4851;Basisonderwijs;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;2011/'12;848;243366
4852;Basisonderwijs;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;2012/'13;825;238298
4853;Basisonderwijs;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;2013/'14;809;235384
4854;Basisonderwijs;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;2014/'15;804;233194
4855;Basisonderwijs;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;2015/'16;828;239658
4856;Basisonderwijs;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;2016/'17;819;238167
4857;Basisonderwijs;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;2017/'18;793;232151
4858;Basisonderwijs;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;2018/'19;782;229943
4859;Basisonderwijs;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;2019/'20;789;230885
4860;Basisonderwijs;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;2020/'21;779;228948
4861;Basisonderwijs;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;2021/'22;767;226610
4862;Basisonderwijs;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;2022/'23;762;225096
4863;Basisonderwijs;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;2023/'24;763;225038
4864;Basisonderwijs;Protestants-christelijke scholen;201 - 500 leerlingen/studenten;2024/'25;755;220993
4865;Basisonderwijs;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;1990/'91;9;5091
4866;Basisonderwijs;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;1991/'92;4;2469
4867;Basisonderwijs;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;1992/'93;8;4546
4868;Basisonderwijs;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;1993/'94;7;4048
4869;Basisonderwijs;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;1994/'95;12;6857
4870;Basisonderwijs;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;1995/'96;15;8721
4871;Basisonderwijs;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;1996/'97;19;11083
4872;Basisonderwijs;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;1997/'98;26;15304
4873;Basisonderwijs;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;1998/'99;31;18191
4874;Basisonderwijs;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;1999/'00;32;19321
4875;Basisonderwijs;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;2000/'01;32;19296
4876;Basisonderwijs;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;2001/'02;35;20949
4877;Basisonderwijs;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;2002/'03;34;20319
4878;Basisonderwijs;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;2003/'04;37;22071
4879;Basisonderwijs;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;2004/'05;38;22963
4880;Basisonderwijs;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;2005/'06;39;23875
4881;Basisonderwijs;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;2006/'07;47;28586
4882;Basisonderwijs;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;2007/'08;50;30906
4883;Basisonderwijs;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;2008/'09;53;33080
4884;Basisonderwijs;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;2009/'10;55;34256
4885;Basisonderwijs;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;2010/'11;63;39102
4886;Basisonderwijs;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;2011/'12;65;40149
4887;Basisonderwijs;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;2012/'13;61;37506
4888;Basisonderwijs;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;2013/'14;60;36387
4889;Basisonderwijs;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;2014/'15;63;37730
4890;Basisonderwijs;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;2015/'16;58;34794
4891;Basisonderwijs;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;2016/'17;56;33545
4892;Basisonderwijs;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;2017/'18;56;33461
4893;Basisonderwijs;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;2018/'19;54;32430
4894;Basisonderwijs;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;2019/'20;53;31742
4895;Basisonderwijs;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;2020/'21;51;31010
4896;Basisonderwijs;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;2021/'22;45;27255
4897;Basisonderwijs;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;2022/'23;45;27264
4898;Basisonderwijs;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;2023/'24;38;22835
4899;Basisonderwijs;Protestants-christelijke scholen;501 - 1 000 leerlingen/studenten;2024/'25;40;23635
4900;Basisonderwijs;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;1990/'91;0;0
4901;Basisonderwijs;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;1991/'92;0;0
4902;Basisonderwijs;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;1992/'93;0;0
4903;Basisonderwijs;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;1993/'94;0;0
4904;Basisonderwijs;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;1994/'95;0;0
4905;Basisonderwijs;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;1995/'96;0;0
4906;Basisonderwijs;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;1996/'97;0;0
4907;Basisonderwijs;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;1997/'98;0;0
4908;Basisonderwijs;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;1998/'99;0;0
4909;Basisonderwijs;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;1999/'00;0;0
4910;Basisonderwijs;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;2000/'01;0;0
4911;Basisonderwijs;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;2001/'02;0;0
4912;Basisonderwijs;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;2002/'03;0;0
4913;Basisonderwijs;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;2003/'04;0;0
4914;Basisonderwijs;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;2004/'05;0;0
4915;Basisonderwijs;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;2005/'06;0;0
4916;Basisonderwijs;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;2006/'07;0;0
4917;Basisonderwijs;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;2007/'08;0;0
4918;Basisonderwijs;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;2008/'09;0;0
4919;Basisonderwijs;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;2009/'10;1;1008
4920;Basisonderwijs;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;2010/'11;0;0
4921;Basisonderwijs;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;2011/'12;1;1006
4922;Basisonderwijs;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;2012/'13;1;1065
4923;Basisonderwijs;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;2013/'14;1;1101
4924;Basisonderwijs;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;2014/'15;1;1103
4925;Basisonderwijs;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;2015/'16;1;1069
4926;Basisonderwijs;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;2016/'17;1;1092
4927;Basisonderwijs;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;2017/'18;1;1084
4928;Basisonderwijs;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;2018/'19;1;1063
4929;Basisonderwijs;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;2019/'20;1;1012
4930;Basisonderwijs;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;2020/'21;0;0
4931;Basisonderwijs;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;2021/'22;0;0
4932;Basisonderwijs;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;2022/'23;0;0
4933;Basisonderwijs;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;2023/'24;0;0
4934;Basisonderwijs;Protestants-christelijke scholen;1 001 - 2 000 leerlingen/studenten;2024/'25;0;0
4935;Basisonderwijs;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;1990/'91;0;0
4936;Basisonderwijs;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;1991/'92;0;0
4937;Basisonderwijs;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;1992/'93;0;0
4938;Basisonderwijs;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;1993/'94;0;0
4939;Basisonderwijs;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;1994/'95;0;0
4940;Basisonderwijs;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;1995/'96;0;0
4941;Basisonderwijs;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;1996/'97;0;0
4942;Basisonderwijs;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;1997/'98;0;0
4943;Basisonderwijs;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;1998/'99;0;0
4944;Basisonderwijs;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;1999/'00;0;0
4945;Basisonderwijs;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;2000/'01;0;0
4946;Basisonderwijs;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;2001/'02;0;0
4947;Basisonderwijs;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;2002/'03;0;0
4948;Basisonderwijs;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;2003/'04;0;0
4949;Basisonderwijs;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;2004/'05;0;0
4950;Basisonderwijs;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;2005/'06;0;0
4951;Basisonderwijs;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;2006/'07;0;0
4952;Basisonderwijs;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;2007/'08;0;0
4953;Basisonderwijs;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;2008/'09;0;0
4954;Basisonderwijs;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;2009/'10;0;0
4955;Basisonderwijs;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;2010/'11;0;0
4956;Basisonderwijs;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;2011/'12;0;0
4957;Basisonderwijs;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;2012/'13;0;0
4958;Basisonderwijs;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;2013/'14;0;0
4959;Basisonderwijs;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;2014/'15;0;0
4960;Basisonderwijs;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;2015/'16;0;0
4961;Basisonderwijs;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;2016/'17;0;0
4962;Basisonderwijs;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;2017/'18;0;0
4963;Basisonderwijs;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;2018/'19;0;0
4964;Basisonderwijs;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;2019/'20;0;0
4965;Basisonderwijs;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;2020/'21;0;0
4966;Basisonderwijs;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;2021/'22;0;0
4967;Basisonderwijs;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;2022/'23;0;0
4968;Basisonderwijs;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;2023/'24;0;0
4969;Basisonderwijs;Protestants-christelijke scholen;2 001 - 5 000 leerlingen/studenten;2024/'25;0;0
4970;Basisonderwijs;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;1990/'91;0;0
4971;Basisonderwijs;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;1991/'92;0;0
4972;Basisonderwijs;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;1992/'93;0;0
4973;Basisonderwijs;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;1993/'94;0;0
4974;Basisonderwijs;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;1994/'95;0;0
4975;Basisonderwijs;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;1995/'96;0;0
4976;Basisonderwijs;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;1996/'97;0;0
4977;Basisonderwijs;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;1997/'98;0;0
4978;Basisonderwijs;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;1998/'99;0;0
4979;Basisonderwijs;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;1999/'00;0;0
4980;Basisonderwijs;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;2000/'01;0;0
4981;Basisonderwijs;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;2001/'02;0;0
4982;Basisonderwijs;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;2002/'03;0;0
4983;Basisonderwijs;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;2003/'04;0;0
4984;Basisonderwijs;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;2004/'05;0;0
4985;Basisonderwijs;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;2005/'06;0;0
4986;Basisonderwijs;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;2006/'07;0;0
4987;Basisonderwijs;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;2007/'08;0;0
4988;Basisonderwijs;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;2008/'09;0;0
4989;Basisonderwijs;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;2009/'10;0;0
4990;Basisonderwijs;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;2010/'11;0;0
4991;Basisonderwijs;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;2011/'12;0;0
4992;Basisonderwijs;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;2012/'13;0;0
4993;Basisonderwijs;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;2013/'14;0;0
4994;Basisonderwijs;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;2014/'15;0;0
4995;Basisonderwijs;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;2015/'16;0;0
4996;Basisonderwijs;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;2016/'17;0;0
4997;Basisonderwijs;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;2017/'18;0;0
4998;Basisonderwijs;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;2018/'19;0;0
4999;Basisonderwijs;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;2019/'20;0;0
5000;Basisonderwijs;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;2020/'21;0;0
5001;Basisonderwijs;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;2021/'22;0;0
5002;Basisonderwijs;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;2022/'23;0;0
5003;Basisonderwijs;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;2023/'24;0;0
5004;Basisonderwijs;Protestants-christelijke scholen;5 001 - 10 000 leerlingen/studenten;2024/'25;0;0
5005;Basisonderwijs;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;1990/'91;0;0
5006;Basisonderwijs;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;1991/'92;0;0
5007;Basisonderwijs;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;1992/'93;0;0
5008;Basisonderwijs;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;1993/'94;0;0
5009;Basisonderwijs;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;1994/'95;0;0
5010;Basisonderwijs;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;1995/'96;0;0
5011;Basisonderwijs;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;1996/'97;0;0
5012;Basisonderwijs;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;1997/'98;0;0
5013;Basisonderwijs;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;1998/'99;0;0
5014;Basisonderwijs;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;1999/'00;0;0
5015;Basisonderwijs;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;2000/'01;0;0
5016;Basisonderwijs;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;2001/'02;0;0
5017;Basisonderwijs;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;2002/'03;0;0
5018;Basisonderwijs;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;2003/'04;0;0
5019;Basisonderwijs;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;2004/'05;0;0
5020;Basisonderwijs;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;2005/'06;0;0
5021;Basisonderwijs;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;2006/'07;0;0
5022;Basisonderwijs;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;2007/'08;0;0
5023;Basisonderwijs;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;2008/'09;0;0
5024;Basisonderwijs;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;2009/'10;0;0
5025;Basisonderwijs;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;2010/'11;0;0
5026;Basisonderwijs;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;2011/'12;0;0
5027;Basisonderwijs;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;2012/'13;0;0
5028;Basisonderwijs;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;2013/'14;0;0
5029;Basisonderwijs;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;2014/'15;0;0
5030;Basisonderwijs;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;2015/'16;0;0
5031;Basisonderwijs;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;2016/'17;0;0
5032;Basisonderwijs;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;2017/'18;0;0
5033;Basisonderwijs;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;2018/'19;0;0
5034;Basisonderwijs;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;2019/'20;0;0
5035;Basisonderwijs;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;2020/'21;0;0
5036;Basisonderwijs;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;2021/'22;0;0
5037;Basisonderwijs;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;2022/'23;0;0
5038;Basisonderwijs;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;2023/'24;0;0
5039;Basisonderwijs;Protestants-christelijke scholen;Meer dan 10 000 leerlingen/studenten;2024/'25;0;0
5040;Basisonderwijs;Rooms-katholieke scholen;Totaal;1990/'91;2483;485345
5041;Basisonderwijs;Rooms-katholieke scholen;Totaal;1991/'92;2464;470733
5042;Basisonderwijs;Rooms-katholieke scholen;Totaal;1992/'93;2434;471979
5043;Basisonderwijs;Rooms-katholieke scholen;Totaal;1993/'94;2365;472257
5044;Basisonderwijs;Rooms-katholieke scholen;Totaal;1994/'95;2311;482052
5045;Basisonderwijs;Rooms-katholieke scholen;Totaal;1995/'96;2205;491998
5046;Basisonderwijs;Rooms-katholieke scholen;Totaal;1996/'97;2183;507580
5047;Basisonderwijs;Rooms-katholieke scholen;Totaal;1997/'98;2117;501742
5048;Basisonderwijs;Rooms-katholieke scholen;Totaal;1998/'99;2100;505248
5049;Basisonderwijs;Rooms-katholieke scholen;Totaal;1999/'00;2111;513018
5050;Basisonderwijs;Rooms-katholieke scholen;Totaal;2000/'01;2102;515494
5051;Basisonderwijs;Rooms-katholieke scholen;Totaal;2001/'02;2123;525809
5052;Basisonderwijs;Rooms-katholieke scholen;Totaal;2002/'03;2097;519820
5053;Basisonderwijs;Rooms-katholieke scholen;Totaal;2003/'04;2084;520723
5054;Basisonderwijs;Rooms-katholieke scholen;Totaal;2004/'05;2072;522348
5055;Basisonderwijs;Rooms-katholieke scholen;Totaal;2005/'06;2070;522796
5056;Basisonderwijs;Rooms-katholieke scholen;Totaal;2006/'07;2068;522875
5057;Basisonderwijs;Rooms-katholieke scholen;Totaal;2007/'08;2078;528832
5058;Basisonderwijs;Rooms-katholieke scholen;Totaal;2008/'09;2076;529329
5059;Basisonderwijs;Rooms-katholieke scholen;Totaal;2009/'10;2073;526016
5060;Basisonderwijs;Rooms-katholieke scholen;Totaal;2010/'11;2060;520032
5061;Basisonderwijs;Rooms-katholieke scholen;Totaal;2011/'12;2047;512295
5062;Basisonderwijs;Rooms-katholieke scholen;Totaal;2012/'13;2036;504395
5063;Basisonderwijs;Rooms-katholieke scholen;Totaal;2013/'14;2008;495281
5064;Basisonderwijs;Rooms-katholieke scholen;Totaal;2014/'15;1984;485751
