ID;Leeftijd;BurgerlijkeStaat;Geslacht;Perioden;Personen_1;AlleenstaandePersonen_2;SamenwonendePersonen_3;ThuiswonendeKinderen_4;Eenouders_5;OverigePersonen_6;InInstitutieWonendePersonen_7
0;Totaal over de leeftijden;Personen;Totale bevolking;2005;16294594.0;2471723.0;8273852.0;4626701.0;445511.0;266400.0;210423.0
1;Totaal over de leeftijden;Personen;Totale bevolking;2006;16328172.0;2519555.0;8258575.0;4620740.0;455336.0;268371.0;205605.0
2;Totaal over de leeftijden;Personen;Totale bevolking;2007;16360826.0;2566293.0;8246113.0;4613058.0;464620.0;270388.0;200368.0
3;Totaal over de leeftijden;Personen;Totale bevolking;2008;16393749.0;2612671.0;8236100.0;4604078.0;473562.0;272490.0;194868.0
4;Totaal over de leeftijden;Personen;Totale bevolking;2009;16427526.0;2658821.0;8229401.0;4593486.0;481992.0;274656.0;189205.0
5;Totaal over de leeftijden;Personen;Totale bevolking;2010;16462467.0;2704704.0;8225883.0;4581512.0;489986.0;276874.0;183548.0
6;Totaal over de leeftijden;Personen;Totale bevolking;2011;16498228.0;2750019.0;8224990.0;4568520.0;497663.0;279054.0;178015.0
7;Totaal over de leeftijden;Personen;Totale bevolking;2012;16534263.0;2794419.0;8226438.0;4554569.0;504996.0;281126.0;172721.0
8;Totaal over de leeftijden;Personen;Totale bevolking;2013;16570290.0;2837836.0;8229654.0;4539945.0;512060.0;283010.0;167791.0
9;Totaal over de leeftijden;Personen;Totale bevolking;2014;16605815.0;2880023.0;8233622.0;4525286.0;518843.0;284698.0;163341.0
10;Totaal over de leeftijden;Personen;Totale bevolking;2015;16640371.0;2920551.0;8238017.0;4510804.0;525315.0;286178.0;159507.0
11;Totaal over de leeftijden;Personen;Totale bevolking;2016;16673914.0;2959926.0;8242116.0;4496500.0;531493.0;287464.0;156417.0
12;Totaal over de leeftijden;Personen;Totale bevolking;2017;16706544.0;2998623.0;8245334.0;4482325.0;537370.0;288688.0;154209.0
13;Totaal over de leeftijden;Personen;Totale bevolking;2018;16738349.0;3036607.0;8247322.0;4468463.0;543014.0;289936.0;153013.0
14;Totaal over de leeftijden;Personen;Totale bevolking;2019;16769470.0;3073961.0;8248014.0;4454906.0;548428.0;291186.0;152977.0
15;Totaal over de leeftijden;Personen;Totale bevolking;2020;16799827.0;3110141.0;8247220.0;4442137.0;553710.0;292374.0;154252.0
16;Totaal over de leeftijden;Personen;Totale bevolking;2021;16829205.0;3145221.0;8245053.0;4430349.0;558854.0;293435.0;156293.0
17;Totaal over de leeftijden;Personen;Totale bevolking;2022;16857482.0;3179256.0;8241697.0;4419711.0;563982.0;294372.0;158465.0
18;Totaal over de leeftijden;Personen;Totale bevolking;2023;16884468.0;3211881.0;8237071.0;4410493.0;569074.0;295156.0;160795.0
19;Totaal over de leeftijden;Personen;Totale bevolking;2024;16909935.0;3243094.0;8230884.0;4402843.0;574229.0;295582.0;163302.0
20;Totaal over de leeftijden;Personen;Totale bevolking;2025;16933703.0;3272478.0;8222953.0;4396979.0;579430.0;295868.0;165997.0
21;Totaal over de leeftijden;Personen;Totale bevolking;2026;16955577.0;3300077.0;8213011.0;4393071.0;584747.0;295807.0;168865.0
22;Totaal over de leeftijden;Personen;Totale bevolking;2027;16975473.0;3325589.0;8200917.0;4391266.0;590160.0;295644.0;171900.0
23;Totaal over de leeftijden;Personen;Totale bevolking;2028;16993192.0;3348975.0;8186447.0;4391655.0;595721.0;295299.0;175094.0
24;Totaal over de leeftijden;Personen;Totale bevolking;2029;17008667.0;3370163.0;8169790.0;4394114.0;601367.0;294792.0;178443.0
25;Totaal over de leeftijden;Personen;Totale bevolking;2030;17021881.0;3389238.0;8150941.0;4398604.0;607028.0;294159.0;181911.0
26;Totaal over de leeftijden;Personen;Totale bevolking;2031;17032600.0;3406116.0;8130114.0;4404790.0;612678.0;293459.0;185441.0
27;Totaal over de leeftijden;Personen;Totale bevolking;2032;17040745.0;3421065.0;8107425.0;4412341.0;618272.0;292725.0;188916.0
28;Totaal over de leeftijden;Personen;Totale bevolking;2033;17046387.0;3434137.0;8083456.0;4420782.0;623786.0;291964.0;192262.0
29;Totaal over de leeftijden;Personen;Totale bevolking;2034;17049425.0;3445539.0;8058453.0;4429616.0;629201.0;291204.0;195413.0
30;Totaal over de leeftijden;Personen;Totale bevolking;2035;17049977.0;3455243.0;8032937.0;4438424.0;634570.0;290441.0;198361.0
31;Totaal over de leeftijden;Personen;Totale bevolking;2036;17048141.0;3463048.0;8007611.0;4446808.0;639854.0;289704.0;201117.0
32;Totaal over de leeftijden;Personen;Totale bevolking;2037;17043994.0;3469352.0;7982590.0;4454369.0;645003.0;288984.0;203696.0
33;Totaal over de leeftijden;Personen;Totale bevolking;2038;17037765.0;3474205.0;7958280.0;4460923.0;650002.0;288283.0;206073.0
34;Totaal over de leeftijden;Personen;Totale bevolking;2039;17029721.0;3477658.0;7935066.0;4466294.0;654877.0;287596.0;208230.0
35;Totaal over de leeftijden;Personen;Totale bevolking;2040;17020107.0;3480055.0;7912976.0;4470441.0;659554.0;286922.0;210160.0
36;Totaal over de leeftijden;Personen;Totale bevolking;2041;17009259.0;3481414.0;7892195.0;4473358.0;664140.0;286269.0;211884.0
37;Totaal over de leeftijden;Personen;Totale bevolking;2042;16997485.0;3481851.0;7872921.0;4475091.0;668549.0;285623.0;213447.0
38;Totaal over de leeftijden;Personen;Totale bevolking;2043;16985119.0;3481414.0;7855203.0;4475802.0;672812.0;285019.0;214870.0
39;Totaal over de leeftijden;Personen;Totale bevolking;2044;16972500.0;3480241.0;7839108.0;4475647.0;676900.0;284425.0;216180.0
40;Totaal over de leeftijden;Personen;Totale bevolking;2045;16959910.0;3478383.0;7824630.0;4474776.0;680868.0;283858.0;217395.0
41;Totaal over de leeftijden;Personen;Totale bevolking;2046;16947656.0;3475822.0;7811847.0;4473431.0;684735.0;283300.0;218521.0
42;Totaal over de leeftijden;Personen;Totale bevolking;2047;16935925.0;3472526.0;7800787.0;4471772.0;688545.0;282753.0;219545.0
43;Totaal over de leeftijden;Personen;Totale bevolking;2048;16924956.0;3468377.0;7791493.0;4470008.0;692410.0;282210.0;220458.0
44;Totaal over de leeftijden;Personen;Totale bevolking;2049;16914890.0;3463416.0;7783900.0;4468326.0;696352.0;281666.0;221232.0
45;Totaal over de leeftijden;Personen;Totale bevolking;2050;16905914.0;3457621.0;7777992.0;4466883.0;700444.0;281137.0;221834.0
46;Totaal over de leeftijden;Personen;Mannen;2005;8060106.0;1137334.0;4144432.0;2490300.0;72772.0;137397.0;77885.0
47;Totaal over de leeftijden;Personen;Mannen;2006;8073370.0;1161521.0;4136787.0;2486294.0;75874.0;137511.0;75392.0
48;Totaal over de leeftijden;Personen;Mannen;2007;8086889.0;1185204.0;4130556.0;2481730.0;78842.0;137739.0;72830.0
49;Totaal over de leeftijden;Personen;Mannen;2008;8101070.0;1208544.0;4125555.0;2476907.0;81775.0;138059.0;70247.0
50;Totaal over de leeftijden;Personen;Mannen;2009;8116145.0;1231600.0;4122201.0;2471651.0;84597.0;138439.0;67677.0
51;Totaal over de leeftijden;Personen;Mannen;2010;8131961.0;1254220.0;4120451.0;2466004.0;87331.0;138825.0;65155.0
52;Totaal over de leeftijden;Personen;Mannen;2011;8148273.0;1276374.0;4119994.0;2460009.0;89966.0;139221.0;62721.0
53;Totaal over de leeftijden;Personen;Mannen;2012;8164725.0;1297943.0;4120720.0;2453581.0;92494.0;139573.0;60420.0
54;Totaal over de leeftijden;Personen;Mannen;2013;8181102.0;1318894.0;4122327.0;2446767.0;94929.0;139891.0;58297.0
55;Totaal over de leeftijden;Personen;Mannen;2014;8197105.0;1339195.0;4124310.0;2439796.0;97257.0;140147.0;56398.0
56;Totaal over de leeftijden;Personen;Mannen;2015;8212425.0;1358655.0;4126508.0;2432683.0;99431.0;140375.0;54773.0
57;Totaal over de leeftijden;Personen;Mannen;2016;8227001.0;1377469.0;4128558.0;2425496.0;101457.0;140553.0;53468.0
58;Totaal over de leeftijden;Personen;Mannen;2017;8240875.0;1395852.0;4130164.0;2418290.0;103308.0;140727.0;52535.0
59;Totaal over de leeftijden;Personen;Mannen;2018;8254102.0;1413803.0;4131162.0;2411216.0;104998.0;140909.0;52018.0
60;Totaal over de leeftijden;Personen;Mannen;2019;8266733.0;1431274.0;4131508.0;2404412.0;106514.0;141058.0;51969.0
61;Totaal over de leeftijden;Personen;Mannen;2020;8278729.0;1448022.0;4131108.0;2398104.0;107890.0;141162.0;52445.0
62;Totaal over de leeftijden;Personen;Mannen;2021;8289993.0;1464107.0;4130026.0;2392356.0;109120.0;141166.0;53218.0
63;Totaal over de leeftijden;Personen;Mannen;2022;8300470.0;1479549.0;4128349.0;2387179.0;110283.0;141092.0;54019.0
64;Totaal over de leeftijden;Personen;Mannen;2023;8310097.0;1494294.0;4126034.0;2382648.0;111343.0;140916.0;54862.0
65;Totaal over de leeftijden;Personen;Mannen;2024;8318785.0;1508355.0;4122942.0;2378746.0;112330.0;140658.0;55752.0
66;Totaal over de leeftijden;Personen;Mannen;2025;8326444.0;1521662.0;4118977.0;2375530.0;113256.0;140335.0;56686.0
67;Totaal over de leeftijden;Personen;Mannen;2026;8333049.0;1534204.0;4114006.0;2373087.0;114148.0;139950.0;57654.0
68;Totaal over de leeftijden;Personen;Mannen;2027;8338573.0;1545894.0;4107959.0;2371523.0;115039.0;139511.0;58649.0
69;Totaal over de leeftijden;Personen;Mannen;2028;8342952.0;1556677.0;4100723.0;2370940.0;115949.0;138998.0;59664.0
70;Totaal over de leeftijden;Personen;Mannen;2029;8346226.0;1566509.0;4092394.0;2371330.0;116870.0;138421.0;60703.0
71;Totaal over de leeftijden;Personen;Mannen;2030;8348420.0;1575390.0;4082970.0;2372740.0;117786.0;137774.0;61760.0
72;Totaal over de leeftijden;Personen;Mannen;2031;8349460.0;1583236.0;4072558.0;2375056.0;118711.0;137078.0;62821.0
73;Totaal over de leeftijden;Personen;Mannen;2032;8349372.0;1590167.0;4061212.0;2378150.0;119636.0;136342.0;63864.0
74;Totaal over de leeftijden;Personen;Mannen;2033;8348241.0;1596208.0;4049228.0;2381812.0;120554.0;135577.0;64863.0
75;Totaal over de leeftijden;Personen;Mannen;2034;8346040.0;1601466.0;4036726.0;2385806.0;121471.0;134787.0;65784.0
76;Totaal over de leeftijden;Personen;Mannen;2035;8342888.0;1606037.0;4023969.0;2389924.0;122375.0;133966.0;66617.0
77;Totaal over de leeftijden;Personen;Mannen;2036;8338859.0;1609861.0;4011305.0;2393966.0;123277.0;133088.0;67363.0
78;Totaal over de leeftijden;Personen;Mannen;2037;8334044.0;1613128.0;3998795.0;2397721.0;124180.0;132190.0;68031.0
79;Totaal over de leeftijden;Personen;Mannen;2038;8328549.0;1615887.0;3986640.0;2401089.0;125056.0;131253.0;68624.0
80;Totaal over de leeftijden;Personen;Mannen;2039;8322556.0;1618170.0;3975033.0;2403968.0;125947.0;130284.0;69154.0
81;Totaal over de leeftijden;Personen;Mannen;2040;8316160.0;1620126.0;3963988.0;2406317.0;126801.0;129299.0;69628.0
82;Totaal over de leeftijden;Personen;Mannen;2041;8309551.0;1621763.0;3953598.0;2408120.0;127687.0;128325.0;70059.0
83;Totaal over de leeftijden;Personen;Mannen;2042;8302839.0;1623144.0;3943960.0;2409370.0;128559.0;127348.0;70456.0
84;Totaal over de leeftijden;Personen;Mannen;2043;8296165.0;1624236.0;3935101.0;2410140.0;129449.0;126412.0;70828.0
85;Totaal over de leeftijden;Personen;Mannen;2044;8289683.0;1625116.0;3927053.0;2410485.0;130354.0;125493.0;71182.0
86;Totaal over de leeftijden;Personen;Mannen;2045;8283519.0;1625765.0;3919816.0;2410460.0;131338.0;124614.0;71526.0
87;Totaal over de leeftijden;Personen;Mannen;2046;8277819.0;1626238.0;3913424.0;2410174.0;132356.0;123765.0;71863.0
88;Totaal over de leeftijden;Personen;Mannen;2047;8272695.0;1626514.0;3907893.0;2409704.0;133451.0;122943.0;72190.0
89;Totaal over de leeftijden;Personen;Mannen;2048;8268243.0;1626575.0;3903247.0;2409142.0;134621.0;122159.0;72498.0
90;Totaal over de leeftijden;Personen;Mannen;2049;8264551.0;1626396.0;3899450.0;2408584.0;135937.0;121412.0;72773.0
91;Totaal over de leeftijden;Personen;Mannen;2050;8261722.0;1625993.0;3896496.0;2408102.0;137405.0;120724.0;72999.0
92;Totaal over de leeftijden;Personen;Vrouwen;2005;8234488.0;1334389.0;4129420.0;2136401.0;372739.0;129003.0;132538.0
93;Totaal over de leeftijden;Personen;Vrouwen;2006;8254802.0;1358034.0;4121788.0;2134446.0;379462.0;130860.0;130213.0
94;Totaal over de leeftijden;Personen;Vrouwen;2007;8273937.0;1381089.0;4115557.0;2131328.0;385778.0;132649.0;127538.0
95;Totaal over de leeftijden;Personen;Vrouwen;2008;8292679.0;1404127.0;4110545.0;2127171.0;391787.0;134431.0;124621.0
96;Totaal over de leeftijden;Personen;Vrouwen;2009;8311381.0;1427221.0;4107200.0;2121835.0;397395.0;136217.0;121528.0
97;Totaal over de leeftijden;Personen;Vrouwen;2010;8330506.0;1450484.0;4105432.0;2115508.0;402655.0;138049.0;118393.0
98;Totaal over de leeftijden;Personen;Vrouwen;2011;8349955.0;1473645.0;4104996.0;2108511.0;407697.0;139833.0;115294.0
99;Totaal over de leeftijden;Personen;Vrouwen;2012;8369538.0;1496476.0;4105718.0;2100988.0;412502.0;141553.0;112301.0
100;Totaal over de leeftijden;Personen;Vrouwen;2013;8389188.0;1518942.0;4107327.0;2093178.0;417131.0;143119.0;109494.0
101;Totaal over de leeftijden;Personen;Vrouwen;2014;8408710.0;1540828.0;4109312.0;2085490.0;421586.0;144551.0;106943.0
102;Totaal over de leeftijden;Personen;Vrouwen;2015;8427946.0;1561896.0;4111509.0;2078121.0;425884.0;145803.0;104734.0
103;Totaal over de leeftijden;Personen;Vrouwen;2016;8446913.0;1582457.0;4113558.0;2071004.0;430036.0;146911.0;102949.0
104;Totaal over de leeftijden;Personen;Vrouwen;2017;8465669.0;1602771.0;4115170.0;2064035.0;434062.0;147961.0;101674.0
105;Totaal over de leeftijden;Personen;Vrouwen;2018;8484247.0;1622804.0;4116160.0;2057247.0;438016.0;149027.0;100995.0
