ID;Baankenmerken;WoonregioS;WerkregioS;Perioden;BanenVanWerknemers_1;WoonWerkafstand_2
1652;Totaal ;Groningen (PV);Midden-Noord-Brabant (CR);2023 december;0.3;247.2
1653;Totaal ;Groningen (PV);Noordoost-Noord-Brabant (CR);2021 december;0.3;216.5
1654;Totaal ;Groningen (PV);Noordoost-Noord-Brabant (CR);2022 december;0.3;214.6
1655;Totaal ;Groningen (PV);Noordoost-Noord-Brabant (CR);2023 december;0.3;212.9
1656;Totaal ;Groningen (PV);Zuidoost-Noord-Brabant (CR);2021 december;0.4;240.9
1657;Totaal ;Groningen (PV);Zuidoost-Noord-Brabant (CR);2022 december;0.4;241.1
1658;Totaal ;Groningen (PV);Zuidoost-Noord-Brabant (CR);2023 december;0.3;242.4
1659;Totaal ;Groningen (PV);Noord-Limburg (CR);2021 december;0.0;224.9
1660;Totaal ;Groningen (PV);Noord-Limburg (CR);2022 december;0.1;221.1
1661;Totaal ;Groningen (PV);Noord-Limburg (CR);2023 december;0.1;216.6
1662;Totaal ;Groningen (PV);Midden-Limburg (CR);2021 december;0.0;269.3
1663;Totaal ;Groningen (PV);Midden-Limburg (CR);2022 december;0.0;266.8
1664;Totaal ;Groningen (PV);Midden-Limburg (CR);2023 december;0.1;267.4
1665;Totaal ;Groningen (PV);Zuid-Limburg (CR);2021 december;0.1;304.1
1666;Totaal ;Groningen (PV);Zuid-Limburg (CR);2022 december;0.1;306.0
1667;Totaal ;Groningen (PV);Zuid-Limburg (CR);2023 december;0.1;307.2
1668;Totaal ;Groningen (PV);Flevoland (CR);2021 december;1.0;129.1
1669;Totaal ;Groningen (PV);Flevoland (CR);2022 december;0.9;131.2
1670;Totaal ;Groningen (PV);Flevoland (CR);2023 december;1.0;132.9
1671;Totaal ;Groningen (PV);Niet in te delen (CR);2021 december;0.2;
1672;Totaal ;Groningen (PV);Niet in te delen (CR);2022 december;0.1;
1673;Totaal ;Groningen (PV);Niet in te delen (CR);2023 december;0.2;
1674;Totaal ;Fryslân (PV);Nederland, Buitenland, Niet in te delen;2021 december;301.2;25.9
1675;Totaal ;Fryslân (PV);Nederland, Buitenland, Niet in te delen;2022 december;308.0;26.4
1676;Totaal ;Fryslân (PV);Nederland, Buitenland, Niet in te delen;2023 december;309.3;26.8
1677;Totaal ;Fryslân (PV);Nederland;2021 december;301.0;25.9
1678;Totaal ;Fryslân (PV);Nederland;2022 december;307.9;26.4
1679;Totaal ;Fryslân (PV);Nederland;2023 december;309.0;26.8
1680;Totaal ;Fryslân (PV);"Nederland; niet in te delen";2021 december;0.2;
1681;Totaal ;Fryslân (PV);"Nederland; niet in te delen";2022 december;0.2;
1682;Totaal ;Fryslân (PV);"Nederland; niet in te delen";2023 december;0.3;
1683;Totaal ;Fryslân (PV);Noord-Nederland (LD);2021 december;268.8;14.5
1684;Totaal ;Fryslân (PV);Noord-Nederland (LD);2022 december;273.6;14.5
1685;Totaal ;Fryslân (PV);Noord-Nederland (LD);2023 december;273.3;14.3
1686;Totaal ;Fryslân (PV);Oost-Nederland (LD);2021 december;13.0;79.5
1687;Totaal ;Fryslân (PV);Oost-Nederland (LD);2022 december;14.1;80.0
1688;Totaal ;Fryslân (PV);Oost-Nederland (LD);2023 december;14.0;80.8
1689;Totaal ;Fryslân (PV);West-Nederland (LD);2021 december;17.0;138.1
1690;Totaal ;Fryslân (PV);West-Nederland (LD);2022 december;18.1;140.3
1691;Totaal ;Fryslân (PV);West-Nederland (LD);2023 december;19.5;139.9
1692;Totaal ;Fryslân (PV);Zuid-Nederland (LD);2021 december;2.2;213.6
1693;Totaal ;Fryslân (PV);Zuid-Nederland (LD);2022 december;2.1;215.3
1694;Totaal ;Fryslân (PV);Zuid-Nederland (LD);2023 december;2.2;217.6
1695;Totaal ;Fryslân (PV);Niet in te delen (LD);2021 december;0.2;
1696;Totaal ;Fryslân (PV);Niet in te delen (LD);2022 december;0.2;
1697;Totaal ;Fryslân (PV);Niet in te delen (LD);2023 december;0.3;
1698;Totaal ;Fryslân (PV);Groningen (PV);2021 december;13.3;45.3
1699;Totaal ;Fryslân (PV);Groningen (PV);2022 december;13.5;45.1
1700;Totaal ;Fryslân (PV);Groningen (PV);2023 december;13.4;44.8
1701;Totaal ;Fryslân (PV);Fryslân (PV);2021 december;247.5;11.9
1702;Totaal ;Fryslân (PV);Fryslân (PV);2022 december;251.8;11.8
1703;Totaal ;Fryslân (PV);Fryslân (PV);2023 december;251.6;11.7
1704;Totaal ;Fryslân (PV);Drenthe (PV);2021 december;8.0;44.4
1705;Totaal ;Fryslân (PV);Drenthe (PV);2022 december;8.3;44.4
1706;Totaal ;Fryslân (PV);Drenthe (PV);2023 december;8.4;44.2
1707;Totaal ;Fryslân (PV);Overijssel (PV);2021 december;5.8;69.9
1708;Totaal ;Fryslân (PV);Overijssel (PV);2022 december;6.1;69.4
1709;Totaal ;Fryslân (PV);Overijssel (PV);2023 december;6.0;66.9
1710;Totaal ;Fryslân (PV);Flevoland (PV);2021 december;4.4;58.2
1711;Totaal ;Fryslân (PV);Flevoland (PV);2022 december;5.0;60.9
1712;Totaal ;Fryslân (PV);Flevoland (PV);2023 december;4.7;60.4
1713;Totaal ;Fryslân (PV);Gelderland (PV);2021 december;2.8;133.2
1714;Totaal ;Fryslân (PV);Gelderland (PV);2022 december;3.0;132.8
1715;Totaal ;Fryslân (PV);Gelderland (PV);2023 december;3.3;134.0
1716;Totaal ;Fryslân (PV);Utrecht (PV);2021 december;3.4;145.5
1717;Totaal ;Fryslân (PV);Utrecht (PV);2022 december;3.7;144.9
1718;Totaal ;Fryslân (PV);Utrecht (PV);2023 december;4.2;146.5
1719;Totaal ;Fryslân (PV);Noord-Holland (PV);2021 december;9.9;117.3
1720;Totaal ;Fryslân (PV);Noord-Holland (PV);2022 december;10.2;118.4
1721;Totaal ;Fryslân (PV);Noord-Holland (PV);2023 december;11.1;118.5
1722;Totaal ;Fryslân (PV);Zuid-Holland (PV);2021 december;3.6;185.7
1723;Totaal ;Fryslân (PV);Zuid-Holland (PV);2022 december;4.1;186.3
1724;Totaal ;Fryslân (PV);Zuid-Holland (PV);2023 december;4.1;186.4
1725;Totaal ;Fryslân (PV);Zeeland (PV);2021 december;0.1;279.6
1726;Totaal ;Fryslân (PV);Zeeland (PV);2022 december;0.1;285.2
1727;Totaal ;Fryslân (PV);Zeeland (PV);2023 december;0.1;288.0
1728;Totaal ;Fryslân (PV);Noord-Brabant (PV);2021 december;2.0;209.7
1729;Totaal ;Fryslân (PV);Noord-Brabant (PV);2022 december;1.8;211.2
1730;Totaal ;Fryslân (PV);Noord-Brabant (PV);2023 december;1.9;211.6
1731;Totaal ;Fryslân (PV);Limburg (PV);2021 december;0.2;261.1
1732;Totaal ;Fryslân (PV);Limburg (PV);2022 december;0.2;252.8
1733;Totaal ;Fryslân (PV);Limburg (PV);2023 december;0.3;261.7
1734;Totaal ;Fryslân (PV);Niet in te delen (PV);2021 december;0.2;
1735;Totaal ;Fryslân (PV);Niet in te delen (PV);2022 december;0.2;
1736;Totaal ;Fryslân (PV);Niet in te delen (PV);2023 december;0.3;
1737;Totaal ;Fryslân (PV);Oost-Groningen (CR);2021 december;0.4;85.1
1738;Totaal ;Fryslân (PV);Oost-Groningen (CR);2022 december;0.4;86.7
1739;Totaal ;Fryslân (PV);Oost-Groningen (CR);2023 december;0.4;85.2
1740;Totaal ;Fryslân (PV);Delfzijl en omgeving (CR);2021 december;0.3;90.5
1741;Totaal ;Fryslân (PV);Delfzijl en omgeving (CR);2022 december;0.3;88.2
1742;Totaal ;Fryslân (PV);Delfzijl en omgeving (CR);2023 december;0.2;92.2
1743;Totaal ;Fryslân (PV);Overig Groningen (CR);2021 december;12.6;43.0
1744;Totaal ;Fryslân (PV);Overig Groningen (CR);2022 december;12.8;43.0
1745;Totaal ;Fryslân (PV);Overig Groningen (CR);2023 december;12.7;42.7
1746;Totaal ;Fryslân (PV);Noord-Friesland (CR);2021 december;124.9;11.5
1747;Totaal ;Fryslân (PV);Noord-Friesland (CR);2022 december;126.8;11.4
1748;Totaal ;Fryslân (PV);Noord-Friesland (CR);2023 december;125.8;11.0
1749;Totaal ;Fryslân (PV);Zuidwest-Friesland (CR);2021 december;48.2;11.3
1750;Totaal ;Fryslân (PV);Zuidwest-Friesland (CR);2022 december;49.3;11.1
1751;Totaal ;Fryslân (PV);Zuidwest-Friesland (CR);2023 december;49.0;11.1
1752;Totaal ;Fryslân (PV);Zuidoost-Friesland (CR);2021 december;74.4;13.0
1753;Totaal ;Fryslân (PV);Zuidoost-Friesland (CR);2022 december;75.7;13.1
1754;Totaal ;Fryslân (PV);Zuidoost-Friesland (CR);2023 december;76.7;13.2
1755;Totaal ;Fryslân (PV);Noord-Drenthe (CR);2021 december;4.1;40.0
1756;Totaal ;Fryslân (PV);Noord-Drenthe (CR);2022 december;4.1;39.3
1757;Totaal ;Fryslân (PV);Noord-Drenthe (CR);2023 december;4.0;38.9
1758;Totaal ;Fryslân (PV);Zuidoost-Drenthe (CR);2021 december;0.5;86.0
1759;Totaal ;Fryslân (PV);Zuidoost-Drenthe (CR);2022 december;0.6;85.3
1760;Totaal ;Fryslân (PV);Zuidoost-Drenthe (CR);2023 december;0.6;88.0
1761;Totaal ;Fryslân (PV);Zuidwest-Drenthe (CR);2021 december;3.4;43.2
1762;Totaal ;Fryslân (PV);Zuidwest-Drenthe (CR);2022 december;3.6;43.5
1763;Totaal ;Fryslân (PV);Zuidwest-Drenthe (CR);2023 december;3.8;43.0
1764;Totaal ;Fryslân (PV);Noord-Overijssel (CR);2021 december;4.5;55.5
1765;Totaal ;Fryslân (PV);Noord-Overijssel (CR);2022 december;4.8;55.5
1766;Totaal ;Fryslân (PV);Noord-Overijssel (CR);2023 december;5.0;55.5
1767;Totaal ;Fryslân (PV);Zuidwest-Overijssel (CR);2021 december;0.2;108.3
1768;Totaal ;Fryslân (PV);Zuidwest-Overijssel (CR);2022 december;0.3;107.5
1769;Totaal ;Fryslân (PV);Zuidwest-Overijssel (CR);2023 december;0.2;106.6
1770;Totaal ;Fryslân (PV);Twente (CR);2021 december;1.0;124.1
1771;Totaal ;Fryslân (PV);Twente (CR);2022 december;1.0;125.1
1772;Totaal ;Fryslân (PV);Twente (CR);2023 december;0.8;122.2
1773;Totaal ;Fryslân (PV);Veluwe (CR);2021 december;1.5;114.4
1774;Totaal ;Fryslân (PV);Veluwe (CR);2022 december;1.8;115.2
1775;Totaal ;Fryslân (PV);Veluwe (CR);2023 december;1.8;113.8
1776;Totaal ;Fryslân (PV);Achterhoek (CR);2021 december;0.3;149.4
1777;Totaal ;Fryslân (PV);Achterhoek (CR);2022 december;0.2;147.2
1778;Totaal ;Fryslân (PV);Achterhoek (CR);2023 december;0.3;143.6
1779;Totaal ;Fryslân (PV);Arnhem/Nijmegen (CR);2021 december;0.7;152.7
1780;Totaal ;Fryslân (PV);Arnhem/Nijmegen (CR);2022 december;0.8;152.2
1781;Totaal ;Fryslân (PV);Arnhem/Nijmegen (CR);2023 december;1.0;153.9
1782;Totaal ;Fryslân (PV);Zuidwest-Gelderland (CR);2021 december;0.3;172.9
1783;Totaal ;Fryslân (PV);Zuidwest-Gelderland (CR);2022 december;0.3;175.1
1784;Totaal ;Fryslân (PV);Zuidwest-Gelderland (CR);2023 december;0.3;177.2
1785;Totaal ;Fryslân (PV);Utrecht (CR);2021 december;3.4;145.5
1786;Totaal ;Fryslân (PV);Utrecht (CR);2022 december;3.7;144.9
1787;Totaal ;Fryslân (PV);Utrecht (CR);2023 december;4.2;146.5
1788;Totaal ;Fryslân (PV);Kop van Noord-Holland (CR);2021 december;3.2;88.7
1789;Totaal ;Fryslân (PV);Kop van Noord-Holland (CR);2022 december;2.9;87.5
1790;Totaal ;Fryslân (PV);Kop van Noord-Holland (CR);2023 december;3.2;88.6
1791;Totaal ;Fryslân (PV);Alkmaar en omgeving (CR);2021 december;0.6;105.4
1792;Totaal ;Fryslân (PV);Alkmaar en omgeving (CR);2022 december;0.6;108.6
1793;Totaal ;Fryslân (PV);Alkmaar en omgeving (CR);2023 december;0.5;105.4
1794;Totaal ;Fryslân (PV);IJmond (CR);2021 december;0.4;125.4
1795;Totaal ;Fryslân (PV);IJmond (CR);2022 december;0.3;128.6
1796;Totaal ;Fryslân (PV);IJmond (CR);2023 december;0.4;128.5
1797;Totaal ;Fryslân (PV);Agglomeratie Haarlem (CR);2021 december;0.3;136.2
1798;Totaal ;Fryslân (PV);Agglomeratie Haarlem (CR);2022 december;0.2;137.4
1799;Totaal ;Fryslân (PV);Agglomeratie Haarlem (CR);2023 december;0.2;140.3
1800;Totaal ;Fryslân (PV);Zaanstreek (CR);2021 december;0.2;127.5
1801;Totaal ;Fryslân (PV);Zaanstreek (CR);2022 december;0.2;125.5
1802;Totaal ;Fryslân (PV);Zaanstreek (CR);2023 december;0.5;127.1
1803;Totaal ;Fryslân (PV);Groot-Amsterdam (CR);2021 december;4.9;133.7
1804;Totaal ;Fryslân (PV);Groot-Amsterdam (CR);2022 december;5.4;133.7
1805;Totaal ;Fryslân (PV);Groot-Amsterdam (CR);2023 december;5.7;133.0
1806;Totaal ;Fryslân (PV);Het Gooi en Vechtstreek (CR);2021 december;0.4;127.6
1807;Totaal ;Fryslân (PV);Het Gooi en Vechtstreek (CR);2022 december;0.5;126.8
1808;Totaal ;Fryslân (PV);Het Gooi en Vechtstreek (CR);2023 december;0.5;128.6
1809;Totaal ;Fryslân (PV);Agglomeratie Leiden en Bollenstreek (CR);2021 december;0.3;163.4
1810;Totaal ;Fryslân (PV);Agglomeratie Leiden en Bollenstreek (CR);2022 december;0.3;164.3
1811;Totaal ;Fryslân (PV);Agglomeratie Leiden en Bollenstreek (CR);2023 december;0.4;164.3
1812;Totaal ;Fryslân (PV);Agglomeratie 's-Gravenhage (CR);2021 december;0.8;182.3
1813;Totaal ;Fryslân (PV);Agglomeratie 's-Gravenhage (CR);2022 december;1.1;181.7
1814;Totaal ;Fryslân (PV);Agglomeratie 's-Gravenhage (CR);2023 december;0.9;181.9
1815;Totaal ;Fryslân (PV);Delft en Westland (CR);2021 december;0.2;189.0
1816;Totaal ;Fryslân (PV);Delft en Westland (CR);2022 december;0.2;187.4
1817;Totaal ;Fryslân (PV);Delft en Westland (CR);2023 december;0.2;190.2
1818;Totaal ;Fryslân (PV);Oost-Zuid-Holland (CR);2021 december;0.4;174.1
1819;Totaal ;Fryslân (PV);Oost-Zuid-Holland (CR);2022 december;0.3;173.1
1820;Totaal ;Fryslân (PV);Oost-Zuid-Holland (CR);2023 december;0.3;172.4
1821;Totaal ;Fryslân (PV);Groot-Rijnmond (CR);2021 december;1.2;193.6
1822;Totaal ;Fryslân (PV);Groot-Rijnmond (CR);2022 december;1.4;194.4
1823;Totaal ;Fryslân (PV);Groot-Rijnmond (CR);2023 december;1.4;193.9
1824;Totaal ;Fryslân (PV);Zuidoost-Zuid-Holland (CR);2021 december;0.6;193.2
1825;Totaal ;Fryslân (PV);Zuidoost-Zuid-Holland (CR);2022 december;0.7;192.8
1826;Totaal ;Fryslân (PV);Zuidoost-Zuid-Holland (CR);2023 december;0.9;192.0
1827;Totaal ;Fryslân (PV);Zeeuwsch-Vlaanderen (CR);2021 december;0.0;303.3
1828;Totaal ;Fryslân (PV);Zeeuwsch-Vlaanderen (CR);2022 december;0.0;310.4
1829;Totaal ;Fryslân (PV);Zeeuwsch-Vlaanderen (CR);2023 december;0.0;317.7
1830;Totaal ;Fryslân (PV);Overig Zeeland (CR);2021 december;0.1;271.5
1831;Totaal ;Fryslân (PV);Overig Zeeland (CR);2022 december;0.1;277.1
1832;Totaal ;Fryslân (PV);Overig Zeeland (CR);2023 december;0.1;275.6
1833;Totaal ;Fryslân (PV);West-Noord-Brabant (CR);2021 december;0.5;213.4
1834;Totaal ;Fryslân (PV);West-Noord-Brabant (CR);2022 december;0.5;217.0
1835;Totaal ;Fryslân (PV);West-Noord-Brabant (CR);2023 december;0.6;220.4
1836;Totaal ;Fryslân (PV);Midden-Noord-Brabant (CR);2021 december;0.5;217.5
1837;Totaal ;Fryslân (PV);Midden-Noord-Brabant (CR);2022 december;0.5;216.5
1838;Totaal ;Fryslân (PV);Midden-Noord-Brabant (CR);2023 december;0.5;214.7
1839;Totaal ;Fryslân (PV);Noordoost-Noord-Brabant (CR);2021 december;0.5;190.3
1840;Totaal ;Fryslân (PV);Noordoost-Noord-Brabant (CR);2022 december;0.4;190.4
1841;Totaal ;Fryslân (PV);Noordoost-Noord-Brabant (CR);2023 december;0.4;190.2
1842;Totaal ;Fryslân (PV);Zuidoost-Noord-Brabant (CR);2021 december;0.5;218.1
1843;Totaal ;Fryslân (PV);Zuidoost-Noord-Brabant (CR);2022 december;0.5;219.6
1844;Totaal ;Fryslân (PV);Zuidoost-Noord-Brabant (CR);2023 december;0.4;214.8
1845;Totaal ;Fryslân (PV);Noord-Limburg (CR);2021 december;0.0;207.9
1846;Totaal ;Fryslân (PV);Noord-Limburg (CR);2022 december;0.1;207.1
1847;Totaal ;Fryslân (PV);Noord-Limburg (CR);2023 december;0.1;204.1
1848;Totaal ;Fryslân (PV);Midden-Limburg (CR);2021 december;0.0;253.2
1849;Totaal ;Fryslân (PV);Midden-Limburg (CR);2022 december;0.0;244.8
1850;Totaal ;Fryslân (PV);Midden-Limburg (CR);2023 december;0.1;255.2
1851;Totaal ;Fryslân (PV);Zuid-Limburg (CR);2021 december;0.1;289.3
1852;Totaal ;Fryslân (PV);Zuid-Limburg (CR);2022 december;0.1;290.9
1853;Totaal ;Fryslân (PV);Zuid-Limburg (CR);2023 december;0.1;289.9
1854;Totaal ;Fryslân (PV);Flevoland (CR);2021 december;4.4;58.2
1855;Totaal ;Fryslân (PV);Flevoland (CR);2022 december;5.0;60.9
1856;Totaal ;Fryslân (PV);Flevoland (CR);2023 december;4.7;60.4
1857;Totaal ;Fryslân (PV);Niet in te delen (CR);2021 december;0.2;
1858;Totaal ;Fryslân (PV);Niet in te delen (CR);2022 december;0.2;
1859;Totaal ;Fryslân (PV);Niet in te delen (CR);2023 december;0.3;
1860;Totaal ;Drenthe (PV);Nederland, Buitenland, Niet in te delen;2021 december;227.3;26.4
1861;Totaal ;Drenthe (PV);Nederland, Buitenland, Niet in te delen;2022 december;233.1;27.0
1862;Totaal ;Drenthe (PV);Nederland, Buitenland, Niet in te delen;2023 december;233.7;26.8
1863;Totaal ;Drenthe (PV);Nederland;2021 december;227.2;26.4
1864;Totaal ;Drenthe (PV);Nederland;2022 december;232.9;27.0
1865;Totaal ;Drenthe (PV);Nederland;2023 december;233.4;26.8
1866;Totaal ;Drenthe (PV);"Nederland; niet in te delen";2021 december;0.1;
1867;Totaal ;Drenthe (PV);"Nederland; niet in te delen";2022 december;0.2;
1868;Totaal ;Drenthe (PV);"Nederland; niet in te delen";2023 december;0.3;
1869;Totaal ;Drenthe (PV);Noord-Nederland (LD);2021 december;190.0;14.7
1870;Totaal ;Drenthe (PV);Noord-Nederland (LD);2022 december;193.7;14.6
1871;Totaal ;Drenthe (PV);Noord-Nederland (LD);2023 december;194.5;14.0
1872;Totaal ;Drenthe (PV);Oost-Nederland (LD);2021 december;26.3;49.9
1873;Totaal ;Drenthe (PV);Oost-Nederland (LD);2022 december;26.7;50.0
1874;Totaal ;Drenthe (PV);Oost-Nederland (LD);2023 december;26.0;49.6
1875;Totaal ;Drenthe (PV);West-Nederland (LD);2021 december;9.0;162.5
1876;Totaal ;Drenthe (PV);West-Nederland (LD);2022 december;10.5;163.2
1877;Totaal ;Drenthe (PV);West-Nederland (LD);2023 december;11.0;162.9
1878;Totaal ;Drenthe (PV);Zuid-Nederland (LD);2021 december;1.9;199.3
1879;Totaal ;Drenthe (PV);Zuid-Nederland (LD);2022 december;2.0;198.9
1880;Totaal ;Drenthe (PV);Zuid-Nederland (LD);2023 december;2.0;200.3
1881;Totaal ;Drenthe (PV);Niet in te delen (LD);2021 december;0.1;
1882;Totaal ;Drenthe (PV);Niet in te delen (LD);2022 december;0.2;
1883;Totaal ;Drenthe (PV);Niet in te delen (LD);2023 december;0.3;
1884;Totaal ;Drenthe (PV);Groningen (PV);2021 december;34.0;26.5
1885;Totaal ;Drenthe (PV);Groningen (PV);2022 december;33.4;26.6
1886;Totaal ;Drenthe (PV);Groningen (PV);2023 december;33.1;26.2
1887;Totaal ;Drenthe (PV);Fryslân (PV);2021 december;6.3;50.5
1888;Totaal ;Drenthe (PV);Fryslân (PV);2022 december;6.1;50.8
1889;Totaal ;Drenthe (PV);Fryslân (PV);2023 december;5.7;47.3
1890;Totaal ;Drenthe (PV);Drenthe (PV);2021 december;149.7;10.6
1891;Totaal ;Drenthe (PV);Drenthe (PV);2022 december;154.2;10.5
1892;Totaal ;Drenthe (PV);Drenthe (PV);2023 december;155.6;10.2
1893;Totaal ;Drenthe (PV);Overijssel (PV);2021 december;21.1;38.0
1894;Totaal ;Drenthe (PV);Overijssel (PV);2022 december;21.4;37.7
1895;Totaal ;Drenthe (PV);Overijssel (PV);2023 december;20.8;37.5
1896;Totaal ;Drenthe (PV);Flevoland (PV);2021 december;1.4;88.1
1897;Totaal ;Drenthe (PV);Flevoland (PV);2022 december;1.3;89.9
1898;Totaal ;Drenthe (PV);Flevoland (PV);2023 december;1.3;90.7
1899;Totaal ;Drenthe (PV);Gelderland (PV);2021 december;3.7;103.0
1900;Totaal ;Drenthe (PV);Gelderland (PV);2022 december;3.9;103.4
1901;Totaal ;Drenthe (PV);Gelderland (PV);2023 december;3.8;101.1
1902;Totaal ;Drenthe (PV);Utrecht (PV);2021 december;3.0;142.5
1903;Totaal ;Drenthe (PV);Utrecht (PV);2022 december;3.4;143.2
1904;Totaal ;Drenthe (PV);Utrecht (PV);2023 december;3.5;143.3
1905;Totaal ;Drenthe (PV);Noord-Holland (PV);2021 december;3.5;153.6
1906;Totaal ;Drenthe (PV);Noord-Holland (PV);2022 december;4.1;155.3
1907;Totaal ;Drenthe (PV);Noord-Holland (PV);2023 december;4.6;154.2
1908;Totaal ;Drenthe (PV);Zuid-Holland (PV);2021 december;2.6;195.1
1909;Totaal ;Drenthe (PV);Zuid-Holland (PV);2022 december;2.9;196.1
1910;Totaal ;Drenthe (PV);Zuid-Holland (PV);2023 december;2.8;195.9
1911;Totaal ;Drenthe (PV);Zeeland (PV);2021 december;0.0;294.4
1912;Totaal ;Drenthe (PV);Zeeland (PV);2022 december;0.1;296.5
1913;Totaal ;Drenthe (PV);Zeeland (PV);2023 december;0.1;313.0
1914;Totaal ;Drenthe (PV);Noord-Brabant (PV);2021 december;1.7;195.9
1915;Totaal ;Drenthe (PV);Noord-Brabant (PV);2022 december;1.8;196.0
1916;Totaal ;Drenthe (PV);Noord-Brabant (PV);2023 december;1.8;197.5
1917;Totaal ;Drenthe (PV);Limburg (PV);2021 december;0.2;224.1
1918;Totaal ;Drenthe (PV);Limburg (PV);2022 december;0.2;221.5
1919;Totaal ;Drenthe (PV);Limburg (PV);2023 december;0.2;224.6
1920;Totaal ;Drenthe (PV);Niet in te delen (PV);2021 december;0.1;
1921;Totaal ;Drenthe (PV);Niet in te delen (PV);2022 december;0.2;
1922;Totaal ;Drenthe (PV);Niet in te delen (PV);2023 december;0.3;
1923;Totaal ;Drenthe (PV);Oost-Groningen (CR);2021 december;6.3;24.8
1924;Totaal ;Drenthe (PV);Oost-Groningen (CR);2022 december;6.1;24.4
1925;Totaal ;Drenthe (PV);Oost-Groningen (CR);2023 december;6.4;23.7
1926;Totaal ;Drenthe (PV);Delfzijl en omgeving (CR);2021 december;0.6;54.7
1927;Totaal ;Drenthe (PV);Delfzijl en omgeving (CR);2022 december;0.6;53.7
1928;Totaal ;Drenthe (PV);Delfzijl en omgeving (CR);2023 december;0.5;52.9
1929;Totaal ;Drenthe (PV);Overig Groningen (CR);2021 december;27.1;26.2
1930;Totaal ;Drenthe (PV);Overig Groningen (CR);2022 december;26.7;26.5
1931;Totaal ;Drenthe (PV);Overig Groningen (CR);2023 december;26.2;26.3
1932;Totaal ;Drenthe (PV);Noord-Friesland (CR);2021 december;1.8;73.5
1933;Totaal ;Drenthe (PV);Noord-Friesland (CR);2022 december;1.7;76.0
1934;Totaal ;Drenthe (PV);Noord-Friesland (CR);2023 december;1.2;70.3
1935;Totaal ;Drenthe (PV);Zuidwest-Friesland (CR);2021 december;0.5;72.5
1936;Totaal ;Drenthe (PV);Zuidwest-Friesland (CR);2022 december;0.4;72.3
1937;Totaal ;Drenthe (PV);Zuidwest-Friesland (CR);2023 december;0.3;71.1
1938;Totaal ;Drenthe (PV);Zuidoost-Friesland (CR);2021 december;4.0;37.7
1939;Totaal ;Drenthe (PV);Zuidoost-Friesland (CR);2022 december;4.0;37.9
1940;Totaal ;Drenthe (PV);Zuidoost-Friesland (CR);2023 december;4.2;38.5
1941;Totaal ;Drenthe (PV);Noord-Drenthe (CR);2021 december;53.4;11.1
1942;Totaal ;Drenthe (PV);Noord-Drenthe (CR);2022 december;56.0;11.0
1943;Totaal ;Drenthe (PV);Noord-Drenthe (CR);2023 december;56.2;10.7
1944;Totaal ;Drenthe (PV);Zuidoost-Drenthe (CR);2021 december;52.3;9.4
1945;Totaal ;Drenthe (PV);Zuidoost-Drenthe (CR);2022 december;53.6;9.3
1946;Totaal ;Drenthe (PV);Zuidoost-Drenthe (CR);2023 december;53.7;9.0
1947;Totaal ;Drenthe (PV);Zuidwest-Drenthe (CR);2021 december;43.9;11.4
1948;Totaal ;Drenthe (PV);Zuidwest-Drenthe (CR);2022 december;44.6;11.3
1949;Totaal ;Drenthe (PV);Zuidwest-Drenthe (CR);2023 december;45.7;11.1
1950;Totaal ;Drenthe (PV);Noord-Overijssel (CR);2021 december;17.9;32.2
1951;Totaal ;Drenthe (PV);Noord-Overijssel (CR);2022 december;18.3;32.5
1952;Totaal ;Drenthe (PV);Noord-Overijssel (CR);2023 december;17.8;32.2
1953;Totaal ;Drenthe (PV);Zuidwest-Overijssel (CR);2021 december;0.8;69.8
1954;Totaal ;Drenthe (PV);Zuidwest-Overijssel (CR);2022 december;0.7;68.3
1955;Totaal ;Drenthe (PV);Zuidwest-Overijssel (CR);2023 december;0.6;68.2
1956;Totaal ;Drenthe (PV);Twente (CR);2021 december;2.4;70.0
1957;Totaal ;Drenthe (PV);Twente (CR);2022 december;2.5;68.2
1958;Totaal ;Drenthe (PV);Twente (CR);2023 december;2.4;68.7
1959;Totaal ;Drenthe (PV);Veluwe (CR);2021 december;2.3;86.2
1960;Totaal ;Drenthe (PV);Veluwe (CR);2022 december;2.5;88.9
1961;Totaal ;Drenthe (PV);Veluwe (CR);2023 december;2.5;85.8
1962;Totaal ;Drenthe (PV);Achterhoek (CR);2021 december;0.4;104.3
1963;Totaal ;Drenthe (PV);Achterhoek (CR);2022 december;0.4;105.6
1964;Totaal ;Drenthe (PV);Achterhoek (CR);2023 december;0.3;102.3
1965;Totaal ;Drenthe (PV);Arnhem/Nijmegen (CR);2021 december;0.8;130.8
1966;Totaal ;Drenthe (PV);Arnhem/Nijmegen (CR);2022 december;0.8;129.2
1967;Totaal ;Drenthe (PV);Arnhem/Nijmegen (CR);2023 december;0.8;129.8
1968;Totaal ;Drenthe (PV);Zuidwest-Gelderland (CR);2021 december;0.3;163.3
1969;Totaal ;Drenthe (PV);Zuidwest-Gelderland (CR);2022 december;0.2;158.0
1970;Totaal ;Drenthe (PV);Zuidwest-Gelderland (CR);2023 december;0.2;161.9
1971;Totaal ;Drenthe (PV);Utrecht (CR);2021 december;3.0;142.5
1972;Totaal ;Drenthe (PV);Utrecht (CR);2022 december;3.4;143.2
1973;Totaal ;Drenthe (PV);Utrecht (CR);2023 december;3.5;143.3
