ID;BestemmingEindverwerking;Indelingen;Perioden;NatSlib_1;DrogeStof_2;AsGloeirest_3;OrganischeFractie_4;StikstofverbindingenAlsN_5;FosforverbindingenAlsP_6;Koper_7;Chroom_8;Zink_9;Lood_10;Cadmium_11;Nikkel_12;Kwik_13;Arseen_14
58;Totaal afgevoerd;Oxidatiebedden;1994;60677;9522;4174;5348;551;165;4164;409;10829;2340;19;321;28;107
59;Totaal afgevoerd;Oxidatiebedden;1995;55421;12420;5725;6695;547;474;5786;471;15196;3065;22;343;28;125
60;Totaal afgevoerd;Oxidatiebedden;1996;56779;12731;5740;6991;572;370;4683;353;11299;1815;16;255;23;74
61;Totaal afgevoerd;Oxidatiebedden;1997;24602;6257;2775;3482;248;204;2529;171;5346;800;6;124;11;42
62;Totaal afgevoerd;Oxidatiebedden;1998;13577;3827;2057;1770;112;95;1544;110;3734;647;4;70;4;74
63;Totaal afgevoerd;Oxidatiebedden;1999;14950;3677;2066;1611;138;69;1508;143;3523;641;4;85;3;75
64;Totaal afgevoerd;Oxidatiebedden;2000;7628;2060;1180;880;59;54;795;68;1785;267;3;39;2;30
65;Totaal afgevoerd;Oxidatiebedden;2001;7662;2138;1180;958;61;49;855;83;1946;296;3;50;2;39
66;Totaal afgevoerd;Oxidatiebedden;2002;7146;1965;1038;927;57;48;855;77;1763;248;2;38;1;31
67;Totaal afgevoerd;Oxidatiebedden;2003;6800;1836;1036;800;55;51;955;73;1732;196;2;37;1;32
68;Totaal afgevoerd;Oxidatiebedden;2004;5732;1525;775;750;43;34;896;63;2046;181;2;36;1;39
69;Totaal afgevoerd;Oxidatiebedden;2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0
70;Totaal afgevoerd;Oxidatiebedden;2006;10570;2695;1024;1671;146;66;569;92;2616;331;4;66;2;22
71;Totaal afgevoerd;Oxidatiebedden;2007;7430;1917;803;1114;97;45;748;43;1523;213;2;44;1;7
72;Totaal afgevoerd;Oxidatiebedden;2008;7219;1877;788;1089;90;66;923;57;1836;257;2;56;2;10
73;Totaal afgevoerd;Oxidatiebedden;2009;6677;1756;632;1124;76;53;792;71;1688;265;2;47;2;8
74;Totaal afgevoerd;Oxidatiebedden;2010;773;162;39;123;11;5;62;4;160;31;0;3;0;1
75;Totaal afgevoerd;Oxidatiebedden;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0
76;Totaal afgevoerd;Oxidatiebedden;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;Totaal afgevoerd;Oxidatiebedden;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0
78;Totaal afgevoerd;Aeratietanks;1981;621750;50217;21407;28810;2426;1145;30190;13766;107416;32036;506;3345;190;374
79;Totaal afgevoerd;Aeratietanks;1985;723463;74133;34082;40051;3654;1526;38465;11861;122270;32115;700;3983;219;530
80;Totaal afgevoerd;Aeratietanks;1990;2915179;127307;54255;73052;6149;2945;60454;8468;156838;33119;752;4044;339;1206
81;Totaal afgevoerd;Aeratietanks;1991;1036308;131681;58058;73623;6112;3085;58762;9098;147039;30235;697;3636;334;937
82;Totaal afgevoerd;Aeratietanks;1992;931866;123379;60238;63141;5238;2303;53440;7947;152210;30459;771;3780;288;1058
83;Totaal afgevoerd;Aeratietanks;1993;751281;134335;69508;64827;5692;2510;51453;7136;133415;25820;474;3901;336;929
84;Totaal afgevoerd;Aeratietanks;1994;808369;127424;61440;65984;5607;2407;44977;5643;119389;22798;272;3715;192;998
85;Totaal afgevoerd;Aeratietanks;1995;807750;147074;70490;76584;6248;3928;55992;7225;146393;27441;278;4436;238;1225
86;Totaal afgevoerd;Aeratietanks;1996;585226;159566;70698;88868;7132;3392;59324;7105;140981;22980;256;4167;231;1235
87;Totaal afgevoerd;Aeratietanks;1997;561700;154024;68642;85382;5962;3064;57230;7065;134985;21370;281;4343;225;1229
88;Totaal afgevoerd;Aeratietanks;1998;523600;161901;72640;89261;7256;4642;63438;7693;154172;24731;281;5282;233;2031
89;Totaal afgevoerd;Aeratietanks;1999;621763;173508;78886;94622;7483;2908;66935;8355;165321;26378;294;5158;239;1919
90;Totaal afgevoerd;Aeratietanks;2000;493705;96160;38801;57359;4228;2298;35949;4341;88687;13548;142;2998;129;958
91;Totaal afgevoerd;Aeratietanks;2001;497143;105513;42908;62605;4942;2174;40525;4836;103961;15091;182;3287;138;1096
92;Totaal afgevoerd;Aeratietanks;2002;528366;106926;45381;61545;4666;2242;42317;5251;107934;14593;163;3383;121;1089
93;Totaal afgevoerd;Aeratietanks;2003;411813;97820;38703;59117;4581;2132;41429;4402;96070;12084;153;3200;110;1050
94;Totaal afgevoerd;Aeratietanks;2004;418576;98745;39724;59021;4225;1949;41670;5147;105689;13155;149;3405;115;1181
95;Totaal afgevoerd;Aeratietanks;2005;501425;103248;41895;61353;5211;2461;41017;4803;99535;12369;129;2922;105;1005
96;Totaal afgevoerd;Aeratietanks;2006;566806;124443;47938;76505;6637;2893;50505;4871;120017;15327;155;3223;125;1164
97;Totaal afgevoerd;Aeratietanks;2007;495411;104460;41041;63419;5405;2385;45370;4751;112094;14123;170;3439;105;1402
98;Totaal afgevoerd;Aeratietanks;2008;467022;102978;37887;65091;5137;3556;48288;4560;118321;13236;142;3173;104;1422
99;Totaal afgevoerd;Aeratietanks;2009;473720;107134;38311;68823;5106;3247;46982;4464;111331;12998;111;2761;103;1148
100;Totaal afgevoerd;Aeratietanks;2010;470553;106028;38025;68003;5507;3714;46764;4336;122953;14331;123;3286;98;1169
101;Totaal afgevoerd;Aeratietanks;2011;464335;104176;35113;69063;5474;3552;50415;4629;116485;13221;126;4472;93;1064
102;Totaal afgevoerd;Aeratietanks;2012;519707;102045;37131;64914;5357;3438;48759;4845;115650;13156;126;3044;80;1055
103;Totaal afgevoerd;Aeratietanks;2013;434084;98749;34757;63992;5129;3635;46470;4944;103544;11591;110;2888;84;1112
104;Totaal afgevoerd;Oxidatietanks;1981;102474;5214;1781;3433;317;126;2904;349;8211;1508;22;211;10;26
105;Totaal afgevoerd;Oxidatietanks;1985;203176;11173;3817;7356;646;282;4551;580;14790;2507;31;390;17;70
106;Totaal afgevoerd;Oxidatietanks;1990;283258;16352;6057;10295;907;372;6376;874;14986;2673;31;483;23;127
107;Totaal afgevoerd;Oxidatietanks;1991;270306;16617;6291;10326;947;369;6094;1190;14237;2892;30;438;21;113
108;Totaal afgevoerd;Oxidatietanks;1992;249315;14264;5351;8913;815;317;5107;547;12983;1973;23;397;16;110
109;Totaal afgevoerd;Oxidatietanks;1993;157729;16507;6947;9560;914;367;8217;617;20080;4833;38;432;35;130
110;Totaal afgevoerd;Oxidatietanks;1994;137539;17095;6922;10173;893;288;7032;596;17732;3666;33;464;28;135
111;Totaal afgevoerd;Oxidatietanks;1995;122765;15081;5852;9229;767;434;6998;598;15463;3052;27;357;24;132
112;Totaal afgevoerd;Oxidatietanks;1996;82045;12451;4791;7660;656;304;5499;498;11391;2026;16;375;15;81
113;Totaal afgevoerd;Oxidatietanks;1997;85590;12948;5261;7687;663;325;5390;548;11381;1949;24;366;16;113
114;Totaal afgevoerd;Oxidatietanks;1998;82539;17796;7464;10332;901;436;6641;951;15990;2711;20;766;21;219
115;Totaal afgevoerd;Oxidatietanks;1999;79196;16534;6869;9665;803;261;5759;839;13609;2506;19;703;18;146
116;Totaal afgevoerd;Oxidatietanks;2000;96615;20780;7914;12866;1050;560;7010;759;16850;3042;32;567;24;156
117;Totaal afgevoerd;Oxidatietanks;2001;95460;20397;7887;12510;1088;446;7310;751;17030;3059;32;579;23;145
118;Totaal afgevoerd;Oxidatietanks;2002;105897;25960;9574;16386;1110;611;8475;985;22786;3473;28;707;27;199
119;Totaal afgevoerd;Oxidatietanks;2003;332286;40690;14833;25857;2033;971;11053;1441;38965;4074;47;1044;38;218
120;Totaal afgevoerd;Oxidatietanks;2004;331447;41376;14386;26990;2309;891;11747;1374;43173;4700;42;1169;42;261
121;Totaal afgevoerd;Oxidatietanks;2005;318765;43096;16854;26242;2513;1081;11942;1389;42291;4826;46;1127;36;272
122;Totaal afgevoerd;Oxidatietanks;2006;314233;45233;15281;29952;2710;1176;13273;1750;43526;5550;88;1246;38;292
123;Totaal afgevoerd;Oxidatietanks;2007;262277;44280;16287;27993;2331;1218;14519;1599;42492;5669;61;1273;33;305
124;Totaal afgevoerd;Oxidatietanks;2008;143978;43419;15003;28416;2429;1637;12933;1591;45230;6317;83;1488;33;303
125;Totaal afgevoerd;Oxidatietanks;2009;153725;46212;14529;31683;2147;1306;13699;1611;47549;5850;72;1565;38;321
126;Totaal afgevoerd;Oxidatietanks;2010;156985;43036;14266;28770;2372;1515;12320;1507;43184;4306;68;2362;27;311
127;Totaal afgevoerd;Oxidatietanks;2011;161844;36222;11993;24229;2018;1219;10750;1146;36625;3105;51;929;21;295
128;Totaal afgevoerd;Oxidatietanks;2012;159648;36297;12499;23798;2154;1306;10431;1253;34618;3241;41;1317;20;307
129;Totaal afgevoerd;Oxidatietanks;2013;152164;35402;11644;23758;1916;1265;13300;1301;35218;3875;49;911;24;314
130;Totaal afgevoerd;Oxidatiesloten;1981;188971;10477;3749;6728;663;266;4139;570;12697;2666;40;366;20;61
131;Totaal afgevoerd;Oxidatiesloten;1985;221441;10078;3509;6569;594;271;4051;412;10605;2092;27;253;15;49
132;Totaal afgevoerd;Oxidatiesloten;1990;217380;13687;4799;8888;794;402;5782;434;11684;1902;32;385;17;80
133;Totaal afgevoerd;Oxidatiesloten;1991;219981;14297;5042;9255;888;454;5394;424;9674;1509;26;368;15;65
134;Totaal afgevoerd;Oxidatiesloten;1992;167865;12483;4840;7643;722;368;4649;527;9483;1345;21;348;14;50
135;Totaal afgevoerd;Oxidatiesloten;1993;112472;10635;3753;6882;619;257;3560;288;7303;1010;18;201;9;43
136;Totaal afgevoerd;Oxidatiesloten;1994;103859;9574;3360;6214;544;324;3632;330;7703;1117;17;275;9;44
137;Totaal afgevoerd;Oxidatiesloten;1995;57220;6417;2234;4183;338;216;2385;205;5279;733;11;214;8;29
138;Totaal afgevoerd;Oxidatiesloten;1996;58314;6948;2429;4519;347;265;2591;206;4727;594;9;266;7;21
139;Totaal afgevoerd;Oxidatiesloten;1997;48595;7268;2681;4587;417;149;2793;237;5107;594;16;272;6;32
140;Totaal afgevoerd;Oxidatiesloten;1998;66511;12673;4398;8275;695;311;4486;372;10562;1724;17;292;12;114
141;Totaal afgevoerd;Oxidatiesloten;1999;59493;10925;3931;6994;579;178;3848;381;8637;1325;12;258;9;106
142;Totaal afgevoerd;Oxidatiesloten;2000;54973;9975;3073;6902;588;228;3164;290;7689;1066;12;235;12;81
143;Totaal afgevoerd;Oxidatiesloten;2001;56926;10397;3295;7102;590;218;3368;323;8658;1150;12;234;7;61
144;Totaal afgevoerd;Oxidatiesloten;2002;53859;9794;3041;6753;555;241;3258;300;7776;912;13;238;9;49
145;Totaal afgevoerd;Oxidatiesloten;2003;47545;8743;2867;5876;517;199;2689;222;5812;684;9;199;9;41
146;Totaal afgevoerd;Oxidatiesloten;2004;40619;8023;1680;6343;488;196;2132;183;6034;645;10;218;7;48
147;Totaal afgevoerd;Oxidatiesloten;2005;46207;9608;3121;6487;601;234;3339;259;6143;722;9;204;6;62
148;Totaal afgevoerd;Oxidatiesloten;2006;50752;10437;3301;7136;644;232;4917;296;6118;982;13;239;7;69
149;Totaal afgevoerd;Oxidatiesloten;2007;53127;10935;3216;7719;643;240;4336;255;9528;950;16;199;7;73
150;Totaal afgevoerd;Oxidatiesloten;2008;46178;9723;2946;6777;574;347;3311;253;7984;778;7;169;5;62
151;Totaal afgevoerd;Oxidatiesloten;2009;28134;6246;2192;4054;337;161;2350;133;4761;289;4;87;2;24
152;Totaal afgevoerd;Oxidatiesloten;2010;27409;6222;1954;4268;348;261;2346;280;5089;386;7;137;3;16
153;Totaal afgevoerd;Oxidatiesloten;2011;28685;6329;2231;4098;360;306;2170;244;4407;324;6;160;2;24
154;Totaal afgevoerd;Oxidatiesloten;2012;28441;6115;2085;4030;353;302;2152;324;4604;361;5;118;2;12
155;Totaal afgevoerd;Oxidatiesloten;2013;30948;6194;2141;4053;384;315;1911;236;4236;297;4;112;2;20
156;Totaal afgevoerd;Carrousels;1981;535521;36661;12967;23694;2176;999;16344;11088;46677;14516;147;3833;80;225
157;Totaal afgevoerd;Carrousels;1985;654540;46932;17690;29242;2778;1049;19267;8976;53049;16705;151;2216;76;275
158;Totaal afgevoerd;Carrousels;1990;898094;78986;28455;50531;4439;1698;30823;7086;70082;13501;139;3187;116;493
159;Totaal afgevoerd;Carrousels;1991;870418;73258;27171;46087;4362;1590;29686;6166;62560;12505;147;2760;106;453
160;Totaal afgevoerd;Carrousels;1992;745305;73410;25398;48012;4265;1554;30722;5274;67441;11567;133;3267;92;438
161;Totaal afgevoerd;Carrousels;1993;567865;77011;29536;47475;4206;1434;30702;6785;64947;11882;140;3607;87;428
162;Totaal afgevoerd;Carrousels;1994;652362;84173;34984;49189;4617;1721;32639;6077;79550;13918;132;4235;92;501
163;Totaal afgevoerd;Carrousels;1995;672189;91453;34415;57038;4720;2566;36612;6435;75753;13126;143;3043;113;573
164;Totaal afgevoerd;Carrousels;1996;579591;88067;32340;55727;4787;2131;37071;5725;73918;11085;112;3748;101;468
165;Totaal afgevoerd;Carrousels;1997;441626;84008;32254;51754;4440;1930;37040;5129;69794;10778;128;4128;132;508
166;Totaal afgevoerd;Carrousels;1998;439099;84813;31018;53795;4417;2032;33912;4745;75135;11659;107;4361;94;684
167;Totaal afgevoerd;Carrousels;1999;411515;87959;33725;54234;4521;1565;34263;6228;83414;12300;125;5095;90;738
168;Totaal afgevoerd;Carrousels;2000;385894;80383;29725;50658;4088;1859;35388;5937;74870;11874;115;3867;90;591
169;Totaal afgevoerd;Carrousels;2001;399581;83619;29835;53784;4364;1651;32947;4601;75680;11197;128;3142;88;639
170;Totaal afgevoerd;Carrousels;2002;412133;76022;24450;51572;3790;1736;29692;3304;66332;9463;91;2109;78;543
171;Totaal afgevoerd;Carrousels;2003;327988;70418;23132;47286;3885;1680;27595;3409;57797;9857;75;2135;63;479
172;Totaal afgevoerd;Carrousels;2004;376412;76098;23248;52850;4368;1756;29402;3243;68804;11703;73;2378;73;545
173;Totaal afgevoerd;Carrousels;2005;341819;81931;26080;55851;4726;1914;31313;3475;74831;8144;87;1938;66;538
174;Totaal afgevoerd;Carrousels;2006;343891;80935;23066;57869;4818;1894;31245;2661;76790;9615;107;2220;65;553
175;Totaal afgevoerd;Carrousels;2007;374658;75351;22636;52715;4390;1676;29282;3426;76619;11776;98;2901;73;659
176;Totaal afgevoerd;Carrousels;2008;299634;73916;21304;52612;4413;2313;28733;3166;70899;9489;93;2257;58;708
177;Totaal afgevoerd;Carrousels;2009;303884;72128;20404;51724;4145;2002;26852;3572;64779;8884;86;2126;54;667
178;Totaal afgevoerd;Carrousels;2010;309863;72739;20839;51900;4406;2164;28408;3902;70490;9152;90;2570;49;765
179;Totaal afgevoerd;Carrousels;2011;291592;63498;17714;45784;3889;1979;25605;2958;56576;7845;69;1990;42;791
180;Totaal afgevoerd;Carrousels;2012;353543;70538;20366;50172;4247;2227;26251;3044;68641;8390;86;2424;43;690
181;Totaal afgevoerd;Carrousels;2013;300764;66569;18510;48059;4007;2149;25076;2516;59732;7172;69;1975;49;909
182;Totaal afgevoerd;Discontinue systemen;1981;14170;750;356;394;40;18;277;37;780;184;3;15;2;4
183;Totaal afgevoerd;Discontinue systemen;1985;7205;410;164;246;20;8;175;15;401;81;1;7;0;2
184;Totaal afgevoerd;Discontinue systemen;1990;5573;206;72;134;13;4;104;6;179;31;0;4;0;1
185;Totaal afgevoerd;Discontinue systemen;1991;8048;253;85;168;14;5;103;6;195;33;0;4;0;1
186;Totaal afgevoerd;Discontinue systemen;1992;1828;81;28;53;5;2;38;2;78;11;0;2;0;0
187;Totaal afgevoerd;Discontinue systemen;1993;773;37;13;24;2;1;15;1;34;6;0;1;0;0
188;Totaal afgevoerd;Discontinue systemen;1994;448;13;4;9;1;0;5;5;11;2;0;0;0;0
189;Totaal afgevoerd;Discontinue systemen;1995;0;0;0;0;0;0;0;0;0;0;0;0;0;0
190;Totaal afgevoerd;Discontinue systemen;1996;0;0;0;0;0;0;0;0;0;0;0;0;0;0
191;Totaal afgevoerd;Discontinue systemen;1997;0;0;0;0;0;0;0;0;0;0;0;0;0;0
192;Totaal afgevoerd;Discontinue systemen;1998;150;5;2;3;0;0;1;0;5;1;0;0;0;0
193;Totaal afgevoerd;Discontinue systemen;1999;38;19;8;11;1;0;7;1;18;3;0;1;0;0
194;Totaal afgevoerd;Discontinue systemen;2000;22;11;4;7;1;0;4;1;10;2;0;0;0;0
195;Totaal afgevoerd;Discontinue systemen;2001;78;32;18;14;2;1;8;1;29;4;0;1;0;0
196;Totaal afgevoerd;Discontinue systemen;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0
197;Totaal afgevoerd;Discontinue systemen;2003;106;38;21;17;2;1;13;1;38;6;0;1;0;0
198;Totaal afgevoerd;Discontinue systemen;2004;70;30;22;8;2;1;8;1;30;4;0;1;0;0
199;Totaal afgevoerd;Discontinue systemen;2005;50;22;16;6;1;1;6;1;22;3;0;0;0;0
200;Totaal afgevoerd;Discontinue systemen;2006;59;30;8;22;2;1;9;1;27;4;0;1;0;0
201;Totaal afgevoerd;Discontinue systemen;2007;0;0;0;0;0;0;0;0;0;0;0;0;0;0
202;Totaal afgevoerd;Discontinue systemen;2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0
203;Totaal afgevoerd;Discontinue systemen;2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0
204;Totaal afgevoerd;Discontinue systemen;2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0
205;Totaal afgevoerd;Discontinue systemen;2011;43;13;5;8;1;0;8;1;25;3;0;1;0;0
206;Totaal afgevoerd;Discontinue systemen;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0
207;Totaal afgevoerd;Discontinue systemen;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0
208;Totaal afgevoerd;Parallelle installaties;1981;115790;4568;1963;2605;235;143;2374;1087;7227;1434;48;405;10;21
209;Totaal afgevoerd;Parallelle installaties;1985;68516;3349;1334;2015;193;91;2147;356;5513;1127;17;147;13;28
210;Totaal afgevoerd;Parallelle installaties;1990;56083;7063;2632;4431;368;157;4117;803;9117;1630;25;325;18;37
211;Totaal afgevoerd;Parallelle installaties;1991;45480;6772;2743;4029;396;170;4067;766;8355;1276;18;324;17;33
212;Totaal afgevoerd;Parallelle installaties;1992;51293;8854;3463;5391;452;193;5019;759;10879;1664;22;415;21;42
213;Totaal afgevoerd;Parallelle installaties;1993;25780;8737;4109;4628;412;197;3472;912;8428;1263;21;351;11;47
214;Totaal afgevoerd;Parallelle installaties;1994;31774;7965;3000;4965;396;155;3822;544;9603;1555;24;338;11;50
215;Totaal afgevoerd;Parallelle installaties;1995;50281;10489;4581;5908;484;368;5417;554;12454;2114;26;364;19;80
216;Totaal afgevoerd;Parallelle installaties;1996;41611;9034;3878;5156;448;239;4443;709;10071;1519;20;317;21;52
217;Totaal afgevoerd;Parallelle installaties;1997;35263;9615;3363;6252;435;252;4635;648;9316;1396;15;355;12;51
218;Totaal afgevoerd;Parallelle installaties;1998;17945;4243;1685;2558;200;140;1867;161;4612;781;6;93;8;26
219;Totaal afgevoerd;Parallelle installaties;1999;26529;6020;2384;3636;273;188;2439;263;6469;1110;9;123;9;41
220;Totaal afgevoerd;Parallelle installaties;2000;46039;10914;4062;6852;585;312;4451;419;10501;1677;15;221;14;56
221;Totaal afgevoerd;Parallelle installaties;2001;49815;11490;4047;7443;659;306;4076;356;9576;1464;15;243;11;44
222;Totaal afgevoerd;Parallelle installaties;2002;75468;17646;6718;10928;879;506;7136;875;17568;2165;25;552;21;96
223;Totaal afgevoerd;Parallelle installaties;2003;71988;15725;5541;10184;834;437;6148;656;15769;1573;19;426;15;98
224;Totaal afgevoerd;Parallelle installaties;2004;73242;16577;5893;10684;854;431;6793;767;18259;2018;22;548;18;85
225;Totaal afgevoerd;Parallelle installaties;2005;37909;8560;3311;5249;433;224;2877;468;8705;680;8;273;5;38
226;Totaal afgevoerd;Parallelle installaties;2006;31417;6339;1771;4568;330;231;2555;362;6760;633;7;240;4;29
227;Totaal afgevoerd;Parallelle installaties;2007;66419;15123;5541;9582;799;288;6134;723;15096;1729;18;478;10;83
228;Totaal afgevoerd;Parallelle installaties;2008;73122;16871;5673;11198;888;595;6743;732;16192;1580;16;470;12;87
229;Totaal afgevoerd;Parallelle installaties;2009;87080;19907;6477;13430;1083;695;7108;886;15426;1351;17;499;14;97
