ID;Persoonskenmerken;Perioden;PersonenMetEenAOUitkering_1
565;Leeftijd: jonger dan 27 jaar;2023 november;29880.0
566;Leeftijd: jonger dan 27 jaar;2023 december;29750.0
567;Leeftijd: jonger dan 27 jaar;2024 januari;29880.0
568;Leeftijd: jonger dan 27 jaar;2024 februari;30080.0
569;Leeftijd: jonger dan 27 jaar;2024 maart;30170.0
570;Leeftijd: jonger dan 27 jaar;2024 april;30360.0
571;Leeftijd: jonger dan 27 jaar;2024 mei;30410.0
572;Leeftijd: jonger dan 27 jaar;2024 juni;30430.0
573;Leeftijd: jonger dan 27 jaar;2024 juli;30500.0
574;Leeftijd: jonger dan 27 jaar;2024 augustus;30580.0
575;Leeftijd: jonger dan 27 jaar;2024 september;30790.0
576;Leeftijd: jonger dan 27 jaar;2024 oktober;31050.0
577;Leeftijd: jonger dan 27 jaar;2024 november;31000.0
578;Leeftijd: jonger dan 27 jaar;2024 december;31500.0
579;Leeftijd: jonger dan 27 jaar;2025 januari;31500.0
580;Leeftijd: 27 tot 45 jaar;2013 januari;174040.0
581;Leeftijd: 27 tot 45 jaar;2013 februari;175110.0
582;Leeftijd: 27 tot 45 jaar;2013 maart;175350.0
583;Leeftijd: 27 tot 45 jaar;2013 april;175780.0
584;Leeftijd: 27 tot 45 jaar;2013 mei;174810.0
585;Leeftijd: 27 tot 45 jaar;2013 juni;174950.0
586;Leeftijd: 27 tot 45 jaar;2013 juli;174980.0
587;Leeftijd: 27 tot 45 jaar;2013 augustus;175340.0
588;Leeftijd: 27 tot 45 jaar;2013 september;175650.0
589;Leeftijd: 27 tot 45 jaar;2013 oktober;176220.0
590;Leeftijd: 27 tot 45 jaar;2013 november;176530.0
591;Leeftijd: 27 tot 45 jaar;2013 december;176580.0
592;Leeftijd: 27 tot 45 jaar;2014 januari;177940.0
593;Leeftijd: 27 tot 45 jaar;2014 februari;177900.0
594;Leeftijd: 27 tot 45 jaar;2014 maart;178260.0
595;Leeftijd: 27 tot 45 jaar;2014 april;178610.0
596;Leeftijd: 27 tot 45 jaar;2014 mei;177520.0
597;Leeftijd: 27 tot 45 jaar;2014 juni;177740.0
598;Leeftijd: 27 tot 45 jaar;2014 juli;177760.0
599;Leeftijd: 27 tot 45 jaar;2014 augustus;178060.0
600;Leeftijd: 27 tot 45 jaar;2014 september;178220.0
601;Leeftijd: 27 tot 45 jaar;2014 oktober;178700.0
602;Leeftijd: 27 tot 45 jaar;2014 november;178980.0
603;Leeftijd: 27 tot 45 jaar;2014 december;179520.0
604;Leeftijd: 27 tot 45 jaar;2015 januari;179700.0
605;Leeftijd: 27 tot 45 jaar;2015 februari;180680.0
606;Leeftijd: 27 tot 45 jaar;2015 maart;180970.0
607;Leeftijd: 27 tot 45 jaar;2015 april;181200.0
608;Leeftijd: 27 tot 45 jaar;2015 mei;179940.0
609;Leeftijd: 27 tot 45 jaar;2015 juni;180160.0
610;Leeftijd: 27 tot 45 jaar;2015 juli;180120.0
611;Leeftijd: 27 tot 45 jaar;2015 augustus;180380.0
612;Leeftijd: 27 tot 45 jaar;2015 september;180520.0
613;Leeftijd: 27 tot 45 jaar;2015 oktober;181020.0
614;Leeftijd: 27 tot 45 jaar;2015 november;181360.0
615;Leeftijd: 27 tot 45 jaar;2015 december;181450.0
616;Leeftijd: 27 tot 45 jaar;2016 januari;181620.0
617;Leeftijd: 27 tot 45 jaar;2016 februari;183310.0
618;Leeftijd: 27 tot 45 jaar;2016 maart;183680.0
619;Leeftijd: 27 tot 45 jaar;2016 april;184000.0
620;Leeftijd: 27 tot 45 jaar;2016 mei;182500.0
621;Leeftijd: 27 tot 45 jaar;2016 juni;182960.0
622;Leeftijd: 27 tot 45 jaar;2016 juli;183360.0
623;Leeftijd: 27 tot 45 jaar;2016 augustus;184060.0
624;Leeftijd: 27 tot 45 jaar;2016 september;184410.0
625;Leeftijd: 27 tot 45 jaar;2016 oktober;184940.0
626;Leeftijd: 27 tot 45 jaar;2016 november;185100.0
627;Leeftijd: 27 tot 45 jaar;2016 december;185030.0
628;Leeftijd: 27 tot 45 jaar;2017 januari;185180.0
629;Leeftijd: 27 tot 45 jaar;2017 februari;186710.0
630;Leeftijd: 27 tot 45 jaar;2017 maart;187080.0
631;Leeftijd: 27 tot 45 jaar;2017 april;187550.0
632;Leeftijd: 27 tot 45 jaar;2017 mei;188080.0
633;Leeftijd: 27 tot 45 jaar;2017 juni;186070.0
634;Leeftijd: 27 tot 45 jaar;2017 juli;186360.0
635;Leeftijd: 27 tot 45 jaar;2017 augustus;187130.0
636;Leeftijd: 27 tot 45 jaar;2017 september;187110.0
637;Leeftijd: 27 tot 45 jaar;2017 oktober;188270.0
638;Leeftijd: 27 tot 45 jaar;2017 november;188630.0
639;Leeftijd: 27 tot 45 jaar;2017 december;188590.0
640;Leeftijd: 27 tot 45 jaar;2018 januari;186840.0
641;Leeftijd: 27 tot 45 jaar;2018 februari;189230.0
642;Leeftijd: 27 tot 45 jaar;2018 maart;189750.0
643;Leeftijd: 27 tot 45 jaar;2018 april;190440.0
644;Leeftijd: 27 tot 45 jaar;2018 mei;191080.0
645;Leeftijd: 27 tot 45 jaar;2018 juni;188230.0
646;Leeftijd: 27 tot 45 jaar;2018 juli;188650.0
647;Leeftijd: 27 tot 45 jaar;2018 augustus;189110.0
648;Leeftijd: 27 tot 45 jaar;2018 september;189630.0
649;Leeftijd: 27 tot 45 jaar;2018 oktober;190460.0
650;Leeftijd: 27 tot 45 jaar;2018 november;190640.0
651;Leeftijd: 27 tot 45 jaar;2018 december;190760.0
652;Leeftijd: 27 tot 45 jaar;2019 januari;191160.0
653;Leeftijd: 27 tot 45 jaar;2019 februari;193970.0
654;Leeftijd: 27 tot 45 jaar;2019 maart;194610.0
655;Leeftijd: 27 tot 45 jaar;2019 april;195320.0
656;Leeftijd: 27 tot 45 jaar;2019 mei;196130.0
657;Leeftijd: 27 tot 45 jaar;2019 juni;192560.0
658;Leeftijd: 27 tot 45 jaar;2019 juli;193130.0
659;Leeftijd: 27 tot 45 jaar;2019 augustus;193630.0
660;Leeftijd: 27 tot 45 jaar;2019 september;194050.0
661;Leeftijd: 27 tot 45 jaar;2019 oktober;194780.0
662;Leeftijd: 27 tot 45 jaar;2019 november;195300.0
663;Leeftijd: 27 tot 45 jaar;2019 december;195620.0
664;Leeftijd: 27 tot 45 jaar;2020 januari;196280.0
665;Leeftijd: 27 tot 45 jaar;2020 februari;199160.0
666;Leeftijd: 27 tot 45 jaar;2020 maart;199810.0
667;Leeftijd: 27 tot 45 jaar;2020 april;200660.0
668;Leeftijd: 27 tot 45 jaar;2020 mei;201450.0
669;Leeftijd: 27 tot 45 jaar;2020 juni;198400.0
670;Leeftijd: 27 tot 45 jaar;2020 juli;198920.0
671;Leeftijd: 27 tot 45 jaar;2020 augustus;199510.0
672;Leeftijd: 27 tot 45 jaar;2020 september;199910.0
673;Leeftijd: 27 tot 45 jaar;2020 oktober;206190.0
674;Leeftijd: 27 tot 45 jaar;2020 november;206760.0
675;Leeftijd: 27 tot 45 jaar;2020 december;207480.0
676;Leeftijd: 27 tot 45 jaar;2021 januari;207990.0
677;Leeftijd: 27 tot 45 jaar;2021 februari;209980.0
678;Leeftijd: 27 tot 45 jaar;2021 maart;210910.0
679;Leeftijd: 27 tot 45 jaar;2021 april;212190.0
680;Leeftijd: 27 tot 45 jaar;2021 mei;213110.0
681;Leeftijd: 27 tot 45 jaar;2021 juni;210420.0
682;Leeftijd: 27 tot 45 jaar;2021 juli;210780.0
683;Leeftijd: 27 tot 45 jaar;2021 augustus;211420.0
684;Leeftijd: 27 tot 45 jaar;2021 september;211790.0
685;Leeftijd: 27 tot 45 jaar;2021 oktober;216330.0
686;Leeftijd: 27 tot 45 jaar;2021 november;216780.0
687;Leeftijd: 27 tot 45 jaar;2021 december;216760.0
688;Leeftijd: 27 tot 45 jaar;2022 januari;217420.0
689;Leeftijd: 27 tot 45 jaar;2022 februari;221730.0
690;Leeftijd: 27 tot 45 jaar;2022 maart;222780.0
691;Leeftijd: 27 tot 45 jaar;2022 april;223590.0
692;Leeftijd: 27 tot 45 jaar;2022 mei;224120.0
693;Leeftijd: 27 tot 45 jaar;2022 juni;219760.0
694;Leeftijd: 27 tot 45 jaar;2022 juli;220240.0
695;Leeftijd: 27 tot 45 jaar;2022 augustus;220950.0
696;Leeftijd: 27 tot 45 jaar;2022 september;221420.0
697;Leeftijd: 27 tot 45 jaar;2022 oktober;223010.0
698;Leeftijd: 27 tot 45 jaar;2022 november;223210.0
699;Leeftijd: 27 tot 45 jaar;2022 december;223130.0
700;Leeftijd: 27 tot 45 jaar;2023 januari;223000.0
701;Leeftijd: 27 tot 45 jaar;2023 februari;226760.0
702;Leeftijd: 27 tot 45 jaar;2023 maart;227470.0
703;Leeftijd: 27 tot 45 jaar;2023 april;228120.0
704;Leeftijd: 27 tot 45 jaar;2023 mei;228740.0
705;Leeftijd: 27 tot 45 jaar;2023 juni;224230.0
706;Leeftijd: 27 tot 45 jaar;2023 juli;224690.0
707;Leeftijd: 27 tot 45 jaar;2023 augustus;225330.0
708;Leeftijd: 27 tot 45 jaar;2023 september;225450.0
709;Leeftijd: 27 tot 45 jaar;2023 oktober;226170.0
710;Leeftijd: 27 tot 45 jaar;2023 november;226260.0
711;Leeftijd: 27 tot 45 jaar;2023 december;225950.0
712;Leeftijd: 27 tot 45 jaar;2024 januari;226300.0
713;Leeftijd: 27 tot 45 jaar;2024 februari;230210.0
714;Leeftijd: 27 tot 45 jaar;2024 maart;230760.0
715;Leeftijd: 27 tot 45 jaar;2024 april;231470.0
716;Leeftijd: 27 tot 45 jaar;2024 mei;232060.0
717;Leeftijd: 27 tot 45 jaar;2024 juni;227530.0
718;Leeftijd: 27 tot 45 jaar;2024 juli;228140.0
719;Leeftijd: 27 tot 45 jaar;2024 augustus;228360.0
720;Leeftijd: 27 tot 45 jaar;2024 september;228700.0
721;Leeftijd: 27 tot 45 jaar;2024 oktober;230020.0
722;Leeftijd: 27 tot 45 jaar;2024 november;230000.0
723;Leeftijd: 27 tot 45 jaar;2024 december;231000.0
724;Leeftijd: 27 tot 45 jaar;2025 januari;232000.0
725;Leeftijd: 45 jaar tot AOW-leeftijd;2013 januari;511620.0
726;Leeftijd: 45 jaar tot AOW-leeftijd;2013 februari;511230.0
727;Leeftijd: 45 jaar tot AOW-leeftijd;2013 maart;510440.0
728;Leeftijd: 45 jaar tot AOW-leeftijd;2013 april;509440.0
729;Leeftijd: 45 jaar tot AOW-leeftijd;2013 mei;507550.0
730;Leeftijd: 45 jaar tot AOW-leeftijd;2013 juni;506370.0
731;Leeftijd: 45 jaar tot AOW-leeftijd;2013 juli;505630.0
732;Leeftijd: 45 jaar tot AOW-leeftijd;2013 augustus;504510.0
733;Leeftijd: 45 jaar tot AOW-leeftijd;2013 september;504150.0
734;Leeftijd: 45 jaar tot AOW-leeftijd;2013 oktober;503980.0
735;Leeftijd: 45 jaar tot AOW-leeftijd;2013 november;503490.0
736;Leeftijd: 45 jaar tot AOW-leeftijd;2013 december;503060.0
737;Leeftijd: 45 jaar tot AOW-leeftijd;2014 januari;506640.0
738;Leeftijd: 45 jaar tot AOW-leeftijd;2014 februari;505580.0
739;Leeftijd: 45 jaar tot AOW-leeftijd;2014 maart;504890.0
740;Leeftijd: 45 jaar tot AOW-leeftijd;2014 april;504690.0
741;Leeftijd: 45 jaar tot AOW-leeftijd;2014 mei;502830.0
742;Leeftijd: 45 jaar tot AOW-leeftijd;2014 juni;502250.0
743;Leeftijd: 45 jaar tot AOW-leeftijd;2014 juli;501570.0
744;Leeftijd: 45 jaar tot AOW-leeftijd;2014 augustus;501190.0
745;Leeftijd: 45 jaar tot AOW-leeftijd;2014 september;500610.0
746;Leeftijd: 45 jaar tot AOW-leeftijd;2014 oktober;500330.0
747;Leeftijd: 45 jaar tot AOW-leeftijd;2014 november;499840.0
748;Leeftijd: 45 jaar tot AOW-leeftijd;2014 december;499290.0
749;Leeftijd: 45 jaar tot AOW-leeftijd;2015 januari;501860.0
750;Leeftijd: 45 jaar tot AOW-leeftijd;2015 februari;501940.0
751;Leeftijd: 45 jaar tot AOW-leeftijd;2015 maart;501610.0
752;Leeftijd: 45 jaar tot AOW-leeftijd;2015 april;500870.0
753;Leeftijd: 45 jaar tot AOW-leeftijd;2015 mei;499110.0
754;Leeftijd: 45 jaar tot AOW-leeftijd;2015 juni;498460.0
755;Leeftijd: 45 jaar tot AOW-leeftijd;2015 juli;497920.0
756;Leeftijd: 45 jaar tot AOW-leeftijd;2015 augustus;497380.0
757;Leeftijd: 45 jaar tot AOW-leeftijd;2015 september;497030.0
758;Leeftijd: 45 jaar tot AOW-leeftijd;2015 oktober;496310.0
759;Leeftijd: 45 jaar tot AOW-leeftijd;2015 november;495880.0
760;Leeftijd: 45 jaar tot AOW-leeftijd;2015 december;495050.0
761;Leeftijd: 45 jaar tot AOW-leeftijd;2016 januari;497550.0
762;Leeftijd: 45 jaar tot AOW-leeftijd;2016 februari;501940.0
763;Leeftijd: 45 jaar tot AOW-leeftijd;2016 maart;504640.0
764;Leeftijd: 45 jaar tot AOW-leeftijd;2016 april;504670.0
765;Leeftijd: 45 jaar tot AOW-leeftijd;2016 mei;501870.0
766;Leeftijd: 45 jaar tot AOW-leeftijd;2016 juni;501810.0
767;Leeftijd: 45 jaar tot AOW-leeftijd;2016 juli;500960.0
768;Leeftijd: 45 jaar tot AOW-leeftijd;2016 augustus;501430.0
769;Leeftijd: 45 jaar tot AOW-leeftijd;2016 september;501020.0
770;Leeftijd: 45 jaar tot AOW-leeftijd;2016 oktober;501370.0
771;Leeftijd: 45 jaar tot AOW-leeftijd;2016 november;500960.0
772;Leeftijd: 45 jaar tot AOW-leeftijd;2016 december;499830.0
773;Leeftijd: 45 jaar tot AOW-leeftijd;2017 januari;502560.0
774;Leeftijd: 45 jaar tot AOW-leeftijd;2017 februari;506630.0
775;Leeftijd: 45 jaar tot AOW-leeftijd;2017 maart;509540.0
776;Leeftijd: 45 jaar tot AOW-leeftijd;2017 april;509450.0
777;Leeftijd: 45 jaar tot AOW-leeftijd;2017 mei;509490.0
778;Leeftijd: 45 jaar tot AOW-leeftijd;2017 juni;506550.0
779;Leeftijd: 45 jaar tot AOW-leeftijd;2017 juli;506560.0
780;Leeftijd: 45 jaar tot AOW-leeftijd;2017 augustus;507150.0
781;Leeftijd: 45 jaar tot AOW-leeftijd;2017 september;506670.0
782;Leeftijd: 45 jaar tot AOW-leeftijd;2017 oktober;507010.0
783;Leeftijd: 45 jaar tot AOW-leeftijd;2017 november;506610.0
784;Leeftijd: 45 jaar tot AOW-leeftijd;2017 december;505400.0
785;Leeftijd: 45 jaar tot AOW-leeftijd;2018 januari;499390.0
786;Leeftijd: 45 jaar tot AOW-leeftijd;2018 februari;503510.0
787;Leeftijd: 45 jaar tot AOW-leeftijd;2018 maart;506090.0
788;Leeftijd: 45 jaar tot AOW-leeftijd;2018 april;506160.0
789;Leeftijd: 45 jaar tot AOW-leeftijd;2018 mei;506020.0
790;Leeftijd: 45 jaar tot AOW-leeftijd;2018 juni;503110.0
791;Leeftijd: 45 jaar tot AOW-leeftijd;2018 juli;502930.0
792;Leeftijd: 45 jaar tot AOW-leeftijd;2018 augustus;502800.0
793;Leeftijd: 45 jaar tot AOW-leeftijd;2018 september;502460.0
794;Leeftijd: 45 jaar tot AOW-leeftijd;2018 oktober;503050.0
795;Leeftijd: 45 jaar tot AOW-leeftijd;2018 november;502910.0
796;Leeftijd: 45 jaar tot AOW-leeftijd;2018 december;502230.0
797;Leeftijd: 45 jaar tot AOW-leeftijd;2019 januari;505160.0
798;Leeftijd: 45 jaar tot AOW-leeftijd;2019 februari;509440.0
799;Leeftijd: 45 jaar tot AOW-leeftijd;2019 maart;512310.0
800;Leeftijd: 45 jaar tot AOW-leeftijd;2019 april;515550.0
801;Leeftijd: 45 jaar tot AOW-leeftijd;2019 mei;515420.0
802;Leeftijd: 45 jaar tot AOW-leeftijd;2019 juni;512360.0
803;Leeftijd: 45 jaar tot AOW-leeftijd;2019 juli;512110.0
804;Leeftijd: 45 jaar tot AOW-leeftijd;2019 augustus;511900.0
805;Leeftijd: 45 jaar tot AOW-leeftijd;2019 september;511530.0
806;Leeftijd: 45 jaar tot AOW-leeftijd;2019 oktober;511860.0
807;Leeftijd: 45 jaar tot AOW-leeftijd;2019 november;511370.0
808;Leeftijd: 45 jaar tot AOW-leeftijd;2019 december;510640.0
809;Leeftijd: 45 jaar tot AOW-leeftijd;2020 januari;510880.0
810;Leeftijd: 45 jaar tot AOW-leeftijd;2020 februari;512260.0
811;Leeftijd: 45 jaar tot AOW-leeftijd;2020 maart;512530.0
812;Leeftijd: 45 jaar tot AOW-leeftijd;2020 april;512670.0
813;Leeftijd: 45 jaar tot AOW-leeftijd;2020 mei;512420.0
814;Leeftijd: 45 jaar tot AOW-leeftijd;2020 juni;509730.0
815;Leeftijd: 45 jaar tot AOW-leeftijd;2020 juli;509470.0
816;Leeftijd: 45 jaar tot AOW-leeftijd;2020 augustus;509360.0
817;Leeftijd: 45 jaar tot AOW-leeftijd;2020 september;508730.0
818;Leeftijd: 45 jaar tot AOW-leeftijd;2020 oktober;510280.0
819;Leeftijd: 45 jaar tot AOW-leeftijd;2020 november;509970.0
820;Leeftijd: 45 jaar tot AOW-leeftijd;2020 december;509640.0
821;Leeftijd: 45 jaar tot AOW-leeftijd;2021 januari;509670.0
822;Leeftijd: 45 jaar tot AOW-leeftijd;2021 februari;511190.0
823;Leeftijd: 45 jaar tot AOW-leeftijd;2021 maart;511890.0
824;Leeftijd: 45 jaar tot AOW-leeftijd;2021 april;512460.0
825;Leeftijd: 45 jaar tot AOW-leeftijd;2021 mei;512440.0
826;Leeftijd: 45 jaar tot AOW-leeftijd;2021 juni;509920.0
827;Leeftijd: 45 jaar tot AOW-leeftijd;2021 juli;509680.0
828;Leeftijd: 45 jaar tot AOW-leeftijd;2021 augustus;510130.0
829;Leeftijd: 45 jaar tot AOW-leeftijd;2021 september;510290.0
830;Leeftijd: 45 jaar tot AOW-leeftijd;2021 oktober;519660.0
831;Leeftijd: 45 jaar tot AOW-leeftijd;2021 november;519380.0
832;Leeftijd: 45 jaar tot AOW-leeftijd;2021 december;518870.0
833;Leeftijd: 45 jaar tot AOW-leeftijd;2022 januari;522280.0
834;Leeftijd: 45 jaar tot AOW-leeftijd;2022 februari;527280.0
835;Leeftijd: 45 jaar tot AOW-leeftijd;2022 maart;531130.0
836;Leeftijd: 45 jaar tot AOW-leeftijd;2022 april;531190.0
837;Leeftijd: 45 jaar tot AOW-leeftijd;2022 mei;531290.0
838;Leeftijd: 45 jaar tot AOW-leeftijd;2022 juni;528440.0
839;Leeftijd: 45 jaar tot AOW-leeftijd;2022 juli;528100.0
840;Leeftijd: 45 jaar tot AOW-leeftijd;2022 augustus;528040.0
841;Leeftijd: 45 jaar tot AOW-leeftijd;2022 september;528090.0
842;Leeftijd: 45 jaar tot AOW-leeftijd;2022 oktober;529280.0
843;Leeftijd: 45 jaar tot AOW-leeftijd;2022 november;528850.0
844;Leeftijd: 45 jaar tot AOW-leeftijd;2022 december;527720.0
845;Leeftijd: 45 jaar tot AOW-leeftijd;2023 januari;530810.0
846;Leeftijd: 45 jaar tot AOW-leeftijd;2023 februari;535970.0
847;Leeftijd: 45 jaar tot AOW-leeftijd;2023 maart;539390.0
848;Leeftijd: 45 jaar tot AOW-leeftijd;2023 april;539770.0
849;Leeftijd: 45 jaar tot AOW-leeftijd;2023 mei;540420.0
850;Leeftijd: 45 jaar tot AOW-leeftijd;2023 juni;537230.0
851;Leeftijd: 45 jaar tot AOW-leeftijd;2023 juli;537370.0
852;Leeftijd: 45 jaar tot AOW-leeftijd;2023 augustus;537900.0
853;Leeftijd: 45 jaar tot AOW-leeftijd;2023 september;538430.0
854;Leeftijd: 45 jaar tot AOW-leeftijd;2023 oktober;539670.0
855;Leeftijd: 45 jaar tot AOW-leeftijd;2023 november;539800.0
856;Leeftijd: 45 jaar tot AOW-leeftijd;2023 december;539300.0
857;Leeftijd: 45 jaar tot AOW-leeftijd;2024 januari;542900.0
858;Leeftijd: 45 jaar tot AOW-leeftijd;2024 februari;548860.0
859;Leeftijd: 45 jaar tot AOW-leeftijd;2024 maart;549330.0
860;Leeftijd: 45 jaar tot AOW-leeftijd;2024 april;550070.0
861;Leeftijd: 45 jaar tot AOW-leeftijd;2024 mei;550710.0
862;Leeftijd: 45 jaar tot AOW-leeftijd;2024 juni;547580.0
863;Leeftijd: 45 jaar tot AOW-leeftijd;2024 juli;548490.0
864;Leeftijd: 45 jaar tot AOW-leeftijd;2024 augustus;548870.0
865;Leeftijd: 45 jaar tot AOW-leeftijd;2024 september;549900.0
866;Leeftijd: 45 jaar tot AOW-leeftijd;2024 oktober;551690.0
867;Leeftijd: 45 jaar tot AOW-leeftijd;2024 november;552000.0
868;Leeftijd: 45 jaar tot AOW-leeftijd;2024 december;552000.0
869;Leeftijd: 45 jaar tot AOW-leeftijd;2025 januari;554000.0
870;Migratieachtergrond: Nederland;2013 januari;588720.0
871;Migratieachtergrond: Nederland;2013 februari;590150.0
872;Migratieachtergrond: Nederland;2013 maart;589790.0
873;Migratieachtergrond: Nederland;2013 april;589300.0
874;Migratieachtergrond: Nederland;2013 mei;586140.0
875;Migratieachtergrond: Nederland;2013 juni;585190.0
876;Migratieachtergrond: Nederland;2013 juli;584780.0
877;Migratieachtergrond: Nederland;2013 augustus;584320.0
878;Migratieachtergrond: Nederland;2013 september;584230.0
879;Migratieachtergrond: Nederland;2013 oktober;584850.0
880;Migratieachtergrond: Nederland;2013 november;584630.0
881;Migratieachtergrond: Nederland;2013 december;584400.0
882;Migratieachtergrond: Nederland;2014 januari;589120.0
883;Migratieachtergrond: Nederland;2014 februari;588110.0
884;Migratieachtergrond: Nederland;2014 maart;588030.0
885;Migratieachtergrond: Nederland;2014 april;587960.0
886;Migratieachtergrond: Nederland;2014 mei;584670.0
887;Migratieachtergrond: Nederland;2014 juni;584370.0
888;Migratieachtergrond: Nederland;2014 juli;583820.0
889;Migratieachtergrond: Nederland;2014 augustus;583490.0
890;Migratieachtergrond: Nederland;2014 september;583280.0
891;Migratieachtergrond: Nederland;2014 oktober;583590.0
892;Migratieachtergrond: Nederland;2014 november;583260.0
893;Migratieachtergrond: Nederland;2014 december;583770.0
894;Migratieachtergrond: Nederland;2015 januari;585170.0
895;Migratieachtergrond: Nederland;2015 februari;585890.0
896;Migratieachtergrond: Nederland;2015 maart;584990.0
897;Migratieachtergrond: Nederland;2015 april;584030.0
898;Migratieachtergrond: Nederland;2015 mei;579930.0
899;Migratieachtergrond: Nederland;2015 juni;578740.0
900;Migratieachtergrond: Nederland;2015 juli;577440.0
901;Migratieachtergrond: Nederland;2015 augustus;576350.0
902;Migratieachtergrond: Nederland;2015 september;575240.0
903;Migratieachtergrond: Nederland;2015 oktober;574490.0
904;Migratieachtergrond: Nederland;2015 november;573480.0
905;Migratieachtergrond: Nederland;2015 december;572120.0
906;Migratieachtergrond: Nederland;2016 januari;573510.0
907;Migratieachtergrond: Nederland;2016 februari;578490.0
908;Migratieachtergrond: Nederland;2016 maart;580130.0
909;Migratieachtergrond: Nederland;2016 april;579600.0
910;Migratieachtergrond: Nederland;2016 mei;574600.0
911;Migratieachtergrond: Nederland;2016 juni;574230.0
912;Migratieachtergrond: Nederland;2016 juli;573540.0
913;Migratieachtergrond: Nederland;2016 augustus;573840.0
914;Migratieachtergrond: Nederland;2016 september;572710.0
915;Migratieachtergrond: Nederland;2016 oktober;572720.0
916;Migratieachtergrond: Nederland;2016 november;571550.0
917;Migratieachtergrond: Nederland;2016 december;569790.0
918;Migratieachtergrond: Nederland;2017 januari;571280.0
919;Migratieachtergrond: Nederland;2017 februari;575670.0
920;Migratieachtergrond: Nederland;2017 maart;577450.0
921;Migratieachtergrond: Nederland;2017 april;576880.0
922;Migratieachtergrond: Nederland;2017 mei;576520.0
923;Migratieachtergrond: Nederland;2017 juni;570610.0
924;Migratieachtergrond: Nederland;2017 juli;570420.0
925;Migratieachtergrond: Nederland;2017 augustus;570620.0
926;Migratieachtergrond: Nederland;2017 september;569170.0
927;Migratieachtergrond: Nederland;2017 oktober;569820.0
928;Migratieachtergrond: Nederland;2017 november;568910.0
929;Migratieachtergrond: Nederland;2017 december;567200.0
930;Migratieachtergrond: Nederland;2018 januari;560610.0
931;Migratieachtergrond: Nederland;2018 februari;565550.0
932;Migratieachtergrond: Nederland;2018 maart;567150.0
933;Migratieachtergrond: Nederland;2018 april;566960.0
934;Migratieachtergrond: Nederland;2018 mei;566580.0
935;Migratieachtergrond: Nederland;2018 juni;560160.0
936;Migratieachtergrond: Nederland;2018 juli;559850.0
937;Migratieachtergrond: Nederland;2018 augustus;559250.0
938;Migratieachtergrond: Nederland;2018 september;558340.0
939;Migratieachtergrond: Nederland;2018 oktober;558590.0
940;Migratieachtergrond: Nederland;2018 november;557790.0
941;Migratieachtergrond: Nederland;2018 december;556440.0
942;Migratieachtergrond: Nederland;2019 januari;558370.0
943;Migratieachtergrond: Nederland;2019 februari;563980.0
944;Migratieachtergrond: Nederland;2019 maart;566020.0
945;Migratieachtergrond: Nederland;2019 april;568530.0
946;Migratieachtergrond: Nederland;2019 mei;568640.0
947;Migratieachtergrond: Nederland;2019 juni;561720.0
948;Migratieachtergrond: Nederland;2019 juli;561610.0
949;Migratieachtergrond: Nederland;2019 augustus;561140.0
950;Migratieachtergrond: Nederland;2019 september;560160.0
951;Migratieachtergrond: Nederland;2019 oktober;560160.0
952;Migratieachtergrond: Nederland;2019 november;559420.0
953;Migratieachtergrond: Nederland;2019 december;558340.0
954;Migratieachtergrond: Nederland;2020 januari;558340.0
955;Migratieachtergrond: Nederland;2020 februari;561430.0
956;Migratieachtergrond: Nederland;2020 maart;561410.0
957;Migratieachtergrond: Nederland;2020 april;561450.0
958;Migratieachtergrond: Nederland;2020 mei;561370.0
959;Migratieachtergrond: Nederland;2020 juni;555300.0
960;Migratieachtergrond: Nederland;2020 juli;554980.0
961;Migratieachtergrond: Nederland;2020 augustus;554710.0
962;Migratieachtergrond: Nederland;2020 september;554070.0
963;Migratieachtergrond: Nederland;2020 oktober;560250.0
964;Migratieachtergrond: Nederland;2020 november;559920.0
965;Migratieachtergrond: Nederland;2020 december;559690.0
966;Migratieachtergrond: Nederland;2021 januari;559560.0
967;Migratieachtergrond: Nederland;2021 februari;561690.0
968;Migratieachtergrond: Nederland;2021 maart;562200.0
969;Migratieachtergrond: Nederland;2021 april;562980.0
970;Migratieachtergrond: Nederland;2021 mei;563120.0
971;Migratieachtergrond: Nederland;2021 juni;558190.0
972;Migratieachtergrond: Nederland;2021 juli;557590.0
973;Migratieachtergrond: Nederland;2021 augustus;557700.0
974;Migratieachtergrond: Nederland;2021 september;557390.0
975;Migratieachtergrond: Nederland;2021 oktober;567190.0
976;Migratieachtergrond: Nederland;2021 november;566750.0
977;Migratieachtergrond: Nederland;2021 december;565600.0
978;Migratieachtergrond: Nederland;2022 januari;568000.0
979;Migratieachtergrond: Nederland;2022 februari;574900.0
980;Migratieachtergrond: Nederland;2022 maart;577990.0
981;Migratieachtergrond: Nederland;2022 april;578080.0
982;Migratieachtergrond: Nederland;2022 mei;578060.0
983;Migratieachtergrond: Nederland;2022 juni;571710.0
984;Migratieachtergrond: Nederland;2022 juli;571290.0
985;Migratieachtergrond: Nederland;2022 augustus;571450.0
986;Migratieachtergrond: Nederland;2022 september;571320.0
987;Migratieachtergrond: Nederland;2022 oktober;572910.0
988;Migratieachtergrond: Nederland;2022 november;572080.0
989;Migratieachtergrond: Nederland;2022 december;570490.0
990;Migratieachtergrond: Nederland;2023 januari;572210.0
