ID;EconomischeActiviteit;Geslacht;DienstverbandArbeidsrelatie;Perioden;GemiddeldAantalBanen_1;Arbeidsjaren_2;OvereengekomenArbeidsduur_3;Overuren_4;BetaaldeArbeidsduur_5;OvereengekomenArbeidsuren_6;Overuren_7;BetaaldeArbeidsuren_8;TotaalLoonkosten_9;LonenEnSalarissen_10;SocialeLasten_11;LoonkostenPerArbeidsjaar_12
1756;Delfstoffenwinning;To_taal man_nen en vrou_wen;Flexibel;2005, 3e kwartaal;;;;;;;;;;;;
1757;Delfstoffenwinning;To_taal man_nen en vrou_wen;Flexibel;2005, 4e kwartaal;;;;;;;;;;;;
1758;Delfstoffenwinning;To_taal man_nen en vrou_wen;Flexibel;2005;;;;;;;;;;;;
1759;Delfstoffenwinning;To_taal man_nen en vrou_wen;Flexibel;2006, 1e kwartaal;;;;;;;;;;;;
1760;Delfstoffenwinning;To_taal man_nen en vrou_wen;Flexibel;2006, 2e kwartaal;;;;;;;;;;;;
1761;Delfstoffenwinning;To_taal man_nen en vrou_wen;Flexibel;2006, 3e kwartaal;;;;;;;;;;;;
1762;Delfstoffenwinning;To_taal man_nen en vrou_wen;Flexibel;2006, 4e kwartaal;;;;;;;;;;;;
1763;Delfstoffenwinning;To_taal man_nen en vrou_wen;Flexibel;2006;;;;;;;;;;;;
1764;Delfstoffenwinning;To_taal man_nen en vrou_wen;Flexibel;2007, 1e kwartaal;;;;;;;;;;;;
1765;Delfstoffenwinning;To_taal man_nen en vrou_wen;Flexibel;2007, 2e kwartaal;;;;;;;;;;;;
1766;Delfstoffenwinning;To_taal man_nen en vrou_wen;Flexibel;2007, 3e kwartaal;;;;;;;;;;;;
1767;Delfstoffenwinning;To_taal man_nen en vrou_wen;Flexibel;2007, 4e kwartaal;;;;;;;;;;;;
1768;Delfstoffenwinning;To_taal man_nen en vrou_wen;Flexibel;2007;;;;;;;;;;;;
1769;Delfstoffenwinning;To_taal man_nen en vrou_wen;Flexibel;2008, 1e kwartaal*;;;;;;;;;;;;
1770;Delfstoffenwinning;To_taal man_nen en vrou_wen;Flexibel;2008, 2e kwartaal*;;;;;;;;;;;;
1771;Delfstoffenwinning;To_taal man_nen en vrou_wen;Flexibel;2008, 3e kwartaal*;;;;;;;;;;;;
1772;Delfstoffenwinning;To_taal man_nen en vrou_wen;Flexibel;2008, 4e kwartaal*;;;;;;;;;;;;
1773;Delfstoffenwinning;To_taal man_nen en vrou_wen;Flexibel;2008*;;;;;;;;;;;;
1774;Delfstoffenwinning;To_taal man_nen en vrou_wen;Flexibel;2009, 1e kwartaal*;;;;;;;;;;;;
1775;Delfstoffenwinning;To_taal man_nen en vrou_wen;Flexibel;2009, 2e kwartaal*;;;;;;;;;;;;
1776;Delfstoffenwinning;To_taal man_nen en vrou_wen;Flexibel;2009, 3e kwartaal*;;;;;;;;;;;;
1777;Delfstoffenwinning;To_taal man_nen en vrou_wen;Flexibel;2009, 4e kwartaal*;;;;;;;;;;;;
1778;Delfstoffenwinning;To_taal man_nen en vrou_wen;Flexibel;2009*;;;;;;;;;;;;
1779;Delfstoffenwinning;To_taal man_nen en vrou_wen;Flexibel;2010, 1e kwartaal*;;;;;;;;;;;;
1780;Delfstoffenwinning;To_taal man_nen en vrou_wen;Flexibel;2010, 2e kwartaal*;;;;;;;;;;;;
1781;Delfstoffenwinning;To_taal man_nen en vrou_wen;Flexibel;2010, 3e kwartaal*;;;;;;;;;;;;
1782;Delfstoffenwinning;To_taal man_nen en vrou_wen;Flexibel;2010, 4e kwartaal*;;;;;;;;;;;;
1783;Delfstoffenwinning;To_taal man_nen en vrou_wen;Flexibel;2010*;;;;;;;;;;;;
1784;Delfstoffenwinning;To_taal man_nen en vrou_wen;Flexibel;2011, 1e kwartaal*;;;;;;;;;;;;
1785;Delfstoffenwinning;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2001, 1e kwartaal;8.0;7.7;431.0;12.0;443.0;3.0;0.0;3.0;;0.1;;
1786;Delfstoffenwinning;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2001, 2e kwartaal;8.0;7.7;417.0;8.0;426.0;3.0;0.0;3.0;;0.1;;
1787;Delfstoffenwinning;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2001, 3e kwartaal;8.0;7.7;438.0;7.0;445.0;3.0;0.0;4.0;;0.1;;
1788;Delfstoffenwinning;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2001, 4e kwartaal;8.0;7.8;431.0;2.0;432.0;3.0;0.0;3.0;;0.1;;
1789;Delfstoffenwinning;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2001;8.0;7.7;1718.0;28.0;1746.0;14.0;0.0;14.0;;0.4;;
1790;Delfstoffenwinning;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2002, 1e kwartaal;8.0;8.0;425.0;10.0;435.0;3.0;0.0;4.0;;0.1;;
1791;Delfstoffenwinning;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2002, 2e kwartaal;8.0;8.1;418.0;7.0;425.0;3.0;0.0;4.0;;0.1;;
1792;Delfstoffenwinning;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2002, 3e kwartaal;8.0;8.1;446.0;6.0;452.0;4.0;0.0;4.0;;0.1;;
1793;Delfstoffenwinning;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2002, 4e kwartaal;8.0;8.1;432.0;2.0;434.0;4.0;0.0;4.0;;0.1;;
1794;Delfstoffenwinning;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2002;8.0;8.1;1720.0;25.0;1745.0;14.0;0.0;14.0;;0.5;;
1795;Delfstoffenwinning;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2003, 1e kwartaal;8.0;8.0;428.0;3.0;430.0;4.0;0.0;4.0;;0.1;;
1796;Delfstoffenwinning;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2003, 2e kwartaal;8.0;8.1;414.0;2.0;415.0;3.0;0.0;3.0;;0.1;;
1797;Delfstoffenwinning;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2003, 3e kwartaal;8.0;8.0;448.0;2.0;450.0;4.0;0.0;4.0;;0.1;;
1798;Delfstoffenwinning;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2003, 4e kwartaal;8.0;7.9;434.0;0.0;435.0;4.0;0.0;4.0;;0.1;;
1799;Delfstoffenwinning;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2003;8.0;8.0;1723.0;6.0;1730.0;14.0;0.0;14.0;;0.5;;
1800;Delfstoffenwinning;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2004, 1e kwartaal;8.0;7.9;424.0;6.0;430.0;3.0;0.0;3.0;;0.1;;
1801;Delfstoffenwinning;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2004, 2e kwartaal;8.0;7.8;404.0;4.0;409.0;3.0;0.0;3.0;;0.1;;
1802;Delfstoffenwinning;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2004, 3e kwartaal;8.0;7.7;438.0;3.0;441.0;3.0;0.0;3.0;;0.1;;
1803;Delfstoffenwinning;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2004, 4e kwartaal;8.0;7.7;438.0;1.0;438.0;3.0;0.0;3.0;;0.1;;
1804;Delfstoffenwinning;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2004;8.0;7.8;1704.0;14.0;1718.0;14.0;0.0;14.0;;0.5;;
1805;Delfstoffenwinning;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2005, 1e kwartaal;7.0;6.5;414.0;6.0;420.0;3.0;0.0;3.0;;0.1;;
1806;Delfstoffenwinning;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2005, 2e kwartaal;7.0;6.6;414.0;4.0;418.0;3.0;0.0;3.0;;0.1;;
1807;Delfstoffenwinning;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2005, 3e kwartaal;7.0;6.5;434.0;4.0;438.0;3.0;0.0;3.0;;0.1;;
1808;Delfstoffenwinning;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2005, 4e kwartaal;7.0;6.6;421.0;1.0;422.0;3.0;0.0;3.0;;0.1;;
1809;Delfstoffenwinning;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2005;7.0;6.6;1682.0;15.0;1697.0;11.0;0.0;12.0;;0.4;;
1810;Delfstoffenwinning;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2006, 1e kwartaal;6.0;6.2;;;434.0;;;3.0;;;;
1811;Delfstoffenwinning;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2006, 2e kwartaal;7.0;6.3;;;412.0;;;3.0;;;;
1812;Delfstoffenwinning;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2006, 3e kwartaal;7.0;6.3;;;431.0;;;3.0;;;;
1813;Delfstoffenwinning;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2006, 4e kwartaal;7.0;6.3;;;415.0;;;3.0;;;;
1814;Delfstoffenwinning;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2006;7.0;6.3;;;1693.0;;;11.0;;;;
1815;Delfstoffenwinning;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2007, 1e kwartaal;7.0;6.2;;;418.0;;;3.0;;;;
1816;Delfstoffenwinning;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2007, 2e kwartaal;7.0;6.3;;;407.0;;;3.0;;;;
1817;Delfstoffenwinning;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2007, 3e kwartaal;7.0;6.3;;;428.0;;;3.0;;;;
1818;Delfstoffenwinning;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2007, 4e kwartaal;6.0;6.0;;;414.0;;;3.0;;;;
1819;Delfstoffenwinning;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2007;7.0;6.2;;;1667.0;;;11.0;;;;
1820;Delfstoffenwinning;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2008, 1e kwartaal*;6.0;5.9;;;407.0;;;3.0;;;;
1821;Delfstoffenwinning;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2008, 2e kwartaal*;6.0;6.1;;;411.0;;;3.0;;;;
1822;Delfstoffenwinning;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2008, 3e kwartaal*;6.0;6.1;;;429.0;;;3.0;;;;
1823;Delfstoffenwinning;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2008, 4e kwartaal*;6.0;6.1;;;410.0;;;3.0;;;;
1824;Delfstoffenwinning;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2008*;6.0;6.1;;;1658.0;;;11.0;;;;
1825;Delfstoffenwinning;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2009, 1e kwartaal*;6.0;6.0;;;407.0;;;3.0;;;;
1826;Delfstoffenwinning;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2009, 2e kwartaal*;7.0;6.3;;;405.0;;;3.0;;;;
1827;Delfstoffenwinning;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2009, 3e kwartaal*;7.0;6.3;;;430.0;;;3.0;;;;
1828;Delfstoffenwinning;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2009, 4e kwartaal*;7.0;6.3;;;417.0;;;3.0;;;;
1829;Delfstoffenwinning;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2009*;7.0;6.2;;;1658.0;;;11.0;;;;
1830;Delfstoffenwinning;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2010, 1e kwartaal*;7.0;6.1;;;407.0;;;3.0;;;;
1831;Delfstoffenwinning;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2010, 2e kwartaal*;7.0;6.2;;;398.0;;;3.0;;;;
1832;Delfstoffenwinning;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2010, 3e kwartaal*;7.0;6.3;;;429.0;;;3.0;;;;
1833;Delfstoffenwinning;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2010, 4e kwartaal*;7.0;6.3;;;423.0;;;3.0;;;;
1834;Delfstoffenwinning;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2010*;7.0;6.2;;;1657.0;;;11.0;;;;
1835;Delfstoffenwinning;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2011, 1e kwartaal*;;;;;;;;;;;;
1836;Delfstoffenwinning;Man_nen;Voltijd;2001, 1e kwartaal;7.0;7.5;441.0;12.0;453.0;3.0;0.0;3.0;;0.1;;
1837;Delfstoffenwinning;Man_nen;Voltijd;2001, 2e kwartaal;7.0;7.5;427.0;8.0;436.0;3.0;0.0;3.0;;0.1;;
1838;Delfstoffenwinning;Man_nen;Voltijd;2001, 3e kwartaal;8.0;7.5;448.0;7.0;455.0;3.0;0.0;3.0;;0.1;;
1839;Delfstoffenwinning;Man_nen;Voltijd;2001, 4e kwartaal;8.0;7.5;441.0;2.0;443.0;3.0;0.0;3.0;;0.1;;
1840;Delfstoffenwinning;Man_nen;Voltijd;2001;8.0;7.5;1757.0;29.0;1786.0;13.0;0.0;13.0;;0.4;;
1841;Delfstoffenwinning;Man_nen;Voltijd;2002, 1e kwartaal;8.0;7.7;435.0;11.0;446.0;3.0;0.0;3.0;;0.1;;
1842;Delfstoffenwinning;Man_nen;Voltijd;2002, 2e kwartaal;8.0;7.7;428.0;8.0;436.0;3.0;0.0;3.0;;0.1;;
1843;Delfstoffenwinning;Man_nen;Voltijd;2002, 3e kwartaal;8.0;7.7;456.0;6.0;462.0;4.0;0.0;4.0;;0.1;;
1844;Delfstoffenwinning;Man_nen;Voltijd;2002, 4e kwartaal;8.0;7.7;442.0;2.0;444.0;3.0;0.0;3.0;;0.1;;
1845;Delfstoffenwinning;Man_nen;Voltijd;2002;8.0;7.7;1762.0;27.0;1788.0;14.0;0.0;14.0;;0.5;;
1846;Delfstoffenwinning;Man_nen;Voltijd;2003, 1e kwartaal;8.0;7.7;439.0;3.0;441.0;3.0;0.0;3.0;;0.1;;
1847;Delfstoffenwinning;Man_nen;Voltijd;2003, 2e kwartaal;8.0;7.7;425.0;2.0;426.0;3.0;0.0;3.0;;0.1;;
1848;Delfstoffenwinning;Man_nen;Voltijd;2003, 3e kwartaal;8.0;7.6;459.0;2.0;461.0;4.0;0.0;4.0;;0.1;;
1849;Delfstoffenwinning;Man_nen;Voltijd;2003, 4e kwartaal;8.0;7.6;446.0;0.0;446.0;3.0;0.0;3.0;;0.1;;
1850;Delfstoffenwinning;Man_nen;Voltijd;2003;8.0;7.6;1768.0;6.0;1774.0;14.0;0.0;14.0;;0.5;;
1851;Delfstoffenwinning;Man_nen;Voltijd;2004, 1e kwartaal;7.0;7.4;435.0;6.0;440.0;3.0;0.0;3.0;;0.1;;
1852;Delfstoffenwinning;Man_nen;Voltijd;2004, 2e kwartaal;7.0;7.4;415.0;4.0;418.0;3.0;0.0;3.0;;0.1;;
1853;Delfstoffenwinning;Man_nen;Voltijd;2004, 3e kwartaal;7.0;7.3;449.0;3.0;452.0;3.0;0.0;3.0;;0.1;;
1854;Delfstoffenwinning;Man_nen;Voltijd;2004, 4e kwartaal;7.0;7.3;449.0;1.0;449.0;3.0;0.0;3.0;;0.1;;
1855;Delfstoffenwinning;Man_nen;Voltijd;2004;7.0;7.3;1746.0;14.0;1760.0;13.0;0.0;13.0;;0.5;;
1856;Delfstoffenwinning;Man_nen;Voltijd;2005, 1e kwartaal;6.0;6.0;431.0;6.0;437.0;3.0;0.0;3.0;;0.1;;
1857;Delfstoffenwinning;Man_nen;Voltijd;2005, 2e kwartaal;6.0;6.0;431.0;4.0;435.0;3.0;0.0;3.0;;0.1;;
1858;Delfstoffenwinning;Man_nen;Voltijd;2005, 3e kwartaal;6.0;6.0;451.0;4.0;455.0;3.0;0.0;3.0;;0.1;;
1859;Delfstoffenwinning;Man_nen;Voltijd;2005, 4e kwartaal;6.0;6.0;438.0;1.0;438.0;3.0;0.0;3.0;;0.1;;
1860;Delfstoffenwinning;Man_nen;Voltijd;2005;6.0;6.0;1750.0;15.0;1765.0;11.0;0.0;11.0;;0.4;;
1861;Delfstoffenwinning;Man_nen;Voltijd;2006, 1e kwartaal;6.0;5.7;;;452.0;;;3.0;;;;
1862;Delfstoffenwinning;Man_nen;Voltijd;2006, 2e kwartaal;6.0;5.7;;;430.0;;;2.0;;;;
1863;Delfstoffenwinning;Man_nen;Voltijd;2006, 3e kwartaal;6.0;5.8;;;450.0;;;3.0;;;;
1864;Delfstoffenwinning;Man_nen;Voltijd;2006, 4e kwartaal;6.0;5.7;;;433.0;;;2.0;;;;
1865;Delfstoffenwinning;Man_nen;Voltijd;2006;6.0;5.7;;;1765.0;;;10.0;;;;
1866;Delfstoffenwinning;Man_nen;Voltijd;2007, 1e kwartaal;6.0;5.7;;;442.0;;;3.0;;;;
1867;Delfstoffenwinning;Man_nen;Voltijd;2007, 2e kwartaal;6.0;5.8;;;428.0;;;2.0;;;;
1868;Delfstoffenwinning;Man_nen;Voltijd;2007, 3e kwartaal;6.0;5.8;;;451.0;;;3.0;;;;
1869;Delfstoffenwinning;Man_nen;Voltijd;2007, 4e kwartaal;5.0;5.5;;;438.0;;;2.0;;;;
1870;Delfstoffenwinning;Man_nen;Voltijd;2007;6.0;5.7;;;1760.0;;;10.0;;;;
1871;Delfstoffenwinning;Man_nen;Voltijd;2008, 1e kwartaal*;5.0;5.3;;;433.0;;;2.0;;;;
1872;Delfstoffenwinning;Man_nen;Voltijd;2008, 2e kwartaal*;6.0;5.6;;;434.0;;;2.0;;;;
1873;Delfstoffenwinning;Man_nen;Voltijd;2008, 3e kwartaal*;6.0;5.7;;;451.0;;;3.0;;;;
1874;Delfstoffenwinning;Man_nen;Voltijd;2008, 4e kwartaal*;6.0;5.6;;;433.0;;;2.0;;;;
1875;Delfstoffenwinning;Man_nen;Voltijd;2008*;6.0;5.5;;;1752.0;;;10.0;;;;
1876;Delfstoffenwinning;Man_nen;Voltijd;2009, 1e kwartaal*;5.0;5.5;;;433.0;;;2.0;;;;
1877;Delfstoffenwinning;Man_nen;Voltijd;2009, 2e kwartaal*;6.0;5.8;;;427.0;;;2.0;;;;
1878;Delfstoffenwinning;Man_nen;Voltijd;2009, 3e kwartaal*;6.0;5.9;;;451.0;;;3.0;;;;
1879;Delfstoffenwinning;Man_nen;Voltijd;2009, 4e kwartaal*;6.0;5.7;;;440.0;;;3.0;;;;
1880;Delfstoffenwinning;Man_nen;Voltijd;2009*;6.0;5.7;;;1752.0;;;10.0;;;;
1881;Delfstoffenwinning;Man_nen;Voltijd;2010, 1e kwartaal*;;;;;;;;;;;;
1882;Delfstoffenwinning;Man_nen;Voltijd;2010, 2e kwartaal*;;;;;;;;;;;;
1883;Delfstoffenwinning;Man_nen;Voltijd;2010, 3e kwartaal*;;;;;;;;;;;;
1884;Delfstoffenwinning;Man_nen;Voltijd;2010, 4e kwartaal*;;;;;;;;;;;;
1885;Delfstoffenwinning;Man_nen;Voltijd;2010*;;;;;;;;;;;;
1886;Delfstoffenwinning;Man_nen;Voltijd;2011, 1e kwartaal*;;;;;;;;;;;;
1887;Delfstoffenwinning;Man_nen;Deeltijd;2001, 1e kwartaal;;;;;;;;;;;;
1888;Delfstoffenwinning;Man_nen;Deeltijd;2001, 2e kwartaal;;;;;;;;;;;;
1889;Delfstoffenwinning;Man_nen;Deeltijd;2001, 3e kwartaal;;;;;;;;;;;;
1890;Delfstoffenwinning;Man_nen;Deeltijd;2001, 4e kwartaal;;;;;;;;;;;;
1891;Delfstoffenwinning;Man_nen;Deeltijd;2001;;;;;;;;;;;;
1892;Delfstoffenwinning;Man_nen;Deeltijd;2002, 1e kwartaal;1.0;0.3;277.0;1.0;277.0;0.0;0.0;0.0;;0.0;;
1893;Delfstoffenwinning;Man_nen;Deeltijd;2002, 2e kwartaal;1.0;0.4;271.0;1.0;272.0;0.0;0.0;0.0;;0.0;;
1894;Delfstoffenwinning;Man_nen;Deeltijd;2002, 3e kwartaal;1.0;0.3;290.0;0.0;291.0;0.0;0.0;0.0;;0.0;;
1895;Delfstoffenwinning;Man_nen;Deeltijd;2002, 4e kwartaal;1.0;0.3;283.0;0.0;283.0;0.0;0.0;0.0;;0.0;;
1896;Delfstoffenwinning;Man_nen;Deeltijd;2002;1.0;0.3;1119.0;2.0;1121.0;1.0;0.0;1.0;;0.0;;
1897;Delfstoffenwinning;Man_nen;Deeltijd;2003, 1e kwartaal;1.0;0.4;280.0;4.0;284.0;0.0;0.0;0.0;;0.0;;
1898;Delfstoffenwinning;Man_nen;Deeltijd;2003, 2e kwartaal;1.0;0.4;270.0;3.0;273.0;0.0;0.0;0.0;;0.0;;
1899;Delfstoffenwinning;Man_nen;Deeltijd;2003, 3e kwartaal;1.0;0.4;292.0;2.0;294.0;0.0;0.0;0.0;;0.0;;
1900;Delfstoffenwinning;Man_nen;Deeltijd;2003, 4e kwartaal;1.0;0.4;284.0;1.0;284.0;0.0;0.0;0.0;;0.0;;
1901;Delfstoffenwinning;Man_nen;Deeltijd;2003;1.0;0.4;1125.0;9.0;1134.0;1.0;0.0;1.0;;0.0;;
1902;Delfstoffenwinning;Man_nen;Deeltijd;2004, 1e kwartaal;1.0;0.5;306.0;8.0;314.0;0.0;0.0;0.0;;0.0;;
1903;Delfstoffenwinning;Man_nen;Deeltijd;2004, 2e kwartaal;1.0;0.5;291.0;5.0;296.0;0.0;0.0;0.0;;0.0;;
1904;Delfstoffenwinning;Man_nen;Deeltijd;2004, 3e kwartaal;1.0;0.4;313.0;5.0;318.0;0.0;0.0;0.0;;0.0;;
1905;Delfstoffenwinning;Man_nen;Deeltijd;2004, 4e kwartaal;1.0;0.5;314.0;1.0;315.0;0.0;0.0;0.0;;0.0;;
1906;Delfstoffenwinning;Man_nen;Deeltijd;2004;1.0;0.5;1224.0;19.0;1243.0;1.0;0.0;1.0;;0.0;;
1907;Delfstoffenwinning;Man_nen;Deeltijd;2005, 1e kwartaal;1.0;0.5;287.0;6.0;294.0;0.0;0.0;0.0;;0.0;;
1908;Delfstoffenwinning;Man_nen;Deeltijd;2005, 2e kwartaal;1.0;0.5;287.0;4.0;291.0;0.0;0.0;0.0;;0.0;;
1909;Delfstoffenwinning;Man_nen;Deeltijd;2005, 3e kwartaal;1.0;0.5;301.0;4.0;305.0;0.0;0.0;0.0;;0.0;;
1910;Delfstoffenwinning;Man_nen;Deeltijd;2005, 4e kwartaal;1.0;0.5;294.0;1.0;295.0;0.0;0.0;0.0;;0.0;;
1911;Delfstoffenwinning;Man_nen;Deeltijd;2005;1.0;0.5;1169.0;16.0;1184.0;1.0;0.0;1.0;;0.0;;
1912;Delfstoffenwinning;Man_nen;Deeltijd;2006, 1e kwartaal;1.0;0.5;;;303.0;;;0.0;;;;
1913;Delfstoffenwinning;Man_nen;Deeltijd;2006, 2e kwartaal;1.0;0.5;;;288.0;;;0.0;;;;
1914;Delfstoffenwinning;Man_nen;Deeltijd;2006, 3e kwartaal;1.0;0.5;;;301.0;;;0.0;;;;
1915;Delfstoffenwinning;Man_nen;Deeltijd;2006, 4e kwartaal;1.0;0.5;;;289.0;;;0.0;;;;
1916;Delfstoffenwinning;Man_nen;Deeltijd;2006;1.0;0.5;;;1181.0;;;1.0;;;;
1917;Delfstoffenwinning;Man_nen;Deeltijd;2007, 1e kwartaal;1.0;0.5;;;263.0;;;0.0;;;;
1918;Delfstoffenwinning;Man_nen;Deeltijd;2007, 2e kwartaal;1.0;0.5;;;258.0;;;0.0;;;;
1919;Delfstoffenwinning;Man_nen;Deeltijd;2007, 3e kwartaal;1.0;0.5;;;266.0;;;0.0;;;;
1920;Delfstoffenwinning;Man_nen;Deeltijd;2007, 4e kwartaal;1.0;0.5;;;260.0;;;0.0;;;;
1921;Delfstoffenwinning;Man_nen;Deeltijd;2007;1.0;0.5;;;1046.0;;;1.0;;;;
1922;Delfstoffenwinning;Man_nen;Deeltijd;2008, 1e kwartaal*;1.0;0.6;;;263.0;;;0.0;;;;
1923;Delfstoffenwinning;Man_nen;Deeltijd;2008, 2e kwartaal*;1.0;0.5;;;260.0;;;0.0;;;;
1924;Delfstoffenwinning;Man_nen;Deeltijd;2008, 3e kwartaal*;1.0;0.5;;;269.0;;;0.0;;;;
1925;Delfstoffenwinning;Man_nen;Deeltijd;2008, 4e kwartaal*;1.0;0.6;;;268.0;;;0.0;;;;
1926;Delfstoffenwinning;Man_nen;Deeltijd;2008*;1.0;0.5;;;1059.0;;;1.0;;;;
1927;Delfstoffenwinning;Man_nen;Deeltijd;2009, 1e kwartaal*;1.0;0.6;;;263.0;;;0.0;;;;
1928;Delfstoffenwinning;Man_nen;Deeltijd;2009, 2e kwartaal*;1.0;0.5;;;256.0;;;0.0;;;;
1929;Delfstoffenwinning;Man_nen;Deeltijd;2009, 3e kwartaal*;1.0;0.5;;;269.0;;;0.0;;;;
1930;Delfstoffenwinning;Man_nen;Deeltijd;2009, 4e kwartaal*;1.0;0.6;;;272.0;;;0.0;;;;
1931;Delfstoffenwinning;Man_nen;Deeltijd;2009*;1.0;0.5;;;1060.0;;;1.0;;;;
1932;Delfstoffenwinning;Man_nen;Deeltijd;2010, 1e kwartaal*;;;;;;;;;;;;
1933;Delfstoffenwinning;Man_nen;Deeltijd;2010, 2e kwartaal*;;;;;;;;;;;;
1934;Delfstoffenwinning;Man_nen;Deeltijd;2010, 3e kwartaal*;;;;;;;;;;;;
1935;Delfstoffenwinning;Man_nen;Deeltijd;2010, 4e kwartaal*;;;;;;;;;;;;
1936;Delfstoffenwinning;Man_nen;Deeltijd;2010*;;;;;;;;;;;;
1937;Delfstoffenwinning;Man_nen;Deeltijd;2011, 1e kwartaal*;;;;;;;;;;;;
1938;Delfstoffenwinning;Man_nen;Vast;2001, 1e kwartaal;8.0;7.7;432.0;12.0;444.0;3.0;0.0;3.0;;0.1;;
1939;Delfstoffenwinning;Man_nen;Vast;2001, 2e kwartaal;8.0;7.7;419.0;8.0;427.0;3.0;0.0;3.0;;0.1;;
1940;Delfstoffenwinning;Man_nen;Vast;2001, 3e kwartaal;8.0;7.7;440.0;7.0;446.0;3.0;0.0;4.0;;0.1;;
1941;Delfstoffenwinning;Man_nen;Vast;2001, 4e kwartaal;8.0;7.8;432.0;2.0;434.0;3.0;0.0;3.0;;0.1;;
1942;Delfstoffenwinning;Man_nen;Vast;2001;8.0;7.7;1723.0;28.0;1751.0;14.0;0.0;14.0;;0.4;;
1943;Delfstoffenwinning;Man_nen;Vast;2002, 1e kwartaal;8.0;8.0;426.0;10.0;436.0;3.0;0.0;4.0;;0.1;;
1944;Delfstoffenwinning;Man_nen;Vast;2002, 2e kwartaal;8.0;8.1;419.0;7.0;426.0;3.0;0.0;4.0;;0.1;;
1945;Delfstoffenwinning;Man_nen;Vast;2002, 3e kwartaal;8.0;8.0;447.0;6.0;453.0;4.0;0.0;4.0;;0.1;;
1946;Delfstoffenwinning;Man_nen;Vast;2002, 4e kwartaal;8.0;8.1;433.0;2.0;435.0;4.0;0.0;4.0;;0.1;;
1947;Delfstoffenwinning;Man_nen;Vast;2002;8.0;8.0;1726.0;25.0;1751.0;14.0;0.0;14.0;;0.5;;
1948;Delfstoffenwinning;Man_nen;Vast;2003, 1e kwartaal;8.0;8.0;430.0;3.0;432.0;4.0;0.0;4.0;;0.1;;
