ID;EconomischeActiviteit;Geslacht;DienstverbandArbeidsrelatie;Perioden;GemiddeldAantalBanen_1;Arbeidsjaren_2;OvereengekomenArbeidsduur_3;Overuren_4;BetaaldeArbeidsduur_5;OvereengekomenArbeidsuren_6;Overuren_7;BetaaldeArbeidsuren_8;TotaalLoonkosten_9;LonenEnSalarissen_10;SocialeLasten_11;LoonkostenPerArbeidsjaar_12
113;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Deeltijd;2003, 2e kwartaal;3563.0;1756.8;202.0;2.0;205.0;721.0;8.0;729.0;;13.6;;
114;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Deeltijd;2003, 3e kwartaal;3602.0;1769.1;218.0;2.0;220.0;786.0;8.0;794.0;;10.8;;
115;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Deeltijd;2003, 4e kwartaal;3531.0;1742.7;213.0;2.0;215.0;750.0;7.0;758.0;;11.6;;
116;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Deeltijd;2003;3538.0;1744.8;843.0;9.0;852.0;2983.0;31.0;3014.0;;46.6;;
117;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Deeltijd;2004, 1e kwartaal;3512.0;1780.8;216.0;2.0;218.0;760.0;6.0;765.0;;11.7;;
118;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Deeltijd;2004, 2e kwartaal;3613.0;1824.2;205.0;2.0;207.0;742.0;6.0;748.0;;14.9;;
119;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Deeltijd;2004, 3e kwartaal;3665.0;1842.9;221.0;2.0;223.0;811.0;6.0;818.0;;11.9;;
120;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Deeltijd;2004, 4e kwartaal;3598.0;1818.5;222.0;2.0;224.0;800.0;6.0;806.0;;12.8;;
121;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Deeltijd;2004;3597.0;1816.6;865.0;7.0;872.0;3113.0;24.0;3137.0;;51.3;;
122;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Deeltijd;2005, 1e kwartaal;3675.0;1884.1;216.0;2.0;218.0;795.0;6.0;801.0;;12.9;;
123;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Deeltijd;2005, 2e kwartaal;3754.0;1918.9;216.0;2.0;217.0;810.0;7.0;816.0;;16.2;;
124;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Deeltijd;2005, 3e kwartaal;3781.0;1927.3;225.0;2.0;227.0;852.0;7.0;859.0;;13.0;;
125;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Deeltijd;2005, 4e kwartaal;3712.0;1905.1;220.0;2.0;222.0;816.0;6.0;822.0;;14.0;;
126;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Deeltijd;2005;3730.0;1908.9;877.0;7.0;884.0;3273.0;26.0;3299.0;;56.0;;
127;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Deeltijd;2006, 1e kwartaal;3718.0;1903.9;;;226.0;;;839.0;;;;
128;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Deeltijd;2006, 2e kwartaal;3793.0;1938.6;;;215.0;;;815.0;;;;
129;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Deeltijd;2006, 3e kwartaal;3852.0;1963.8;;;225.0;;;866.0;;;;
130;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Deeltijd;2006, 4e kwartaal;3859.0;1971.0;;;218.0;;;842.0;;;;
131;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Deeltijd;2006;3805.0;1944.3;;;883.0;;;3362.0;;;;
132;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Deeltijd;2007, 1e kwartaal;3850.0;1957.1;;;221.0;;;849.0;;;;
133;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Deeltijd;2007, 2e kwartaal;3922.0;1991.8;;;214.0;;;837.0;;;;
134;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Deeltijd;2007, 3e kwartaal;4011.0;2041.5;;;225.0;;;901.0;;;;
135;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Deeltijd;2007, 4e kwartaal;4004.0;2041.5;;;219.0;;;877.0;;;;
136;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Deeltijd;2007;3947.0;2008.4;;;878.0;;;3465.0;;;;
137;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Deeltijd;2008, 1e kwartaal*;4000.0;2035.2;;;217.0;;;869.0;;;;
138;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Deeltijd;2008, 2e kwartaal*;4011.0;2028.9;;;216.0;;;865.0;;;;
139;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Deeltijd;2008, 3e kwartaal*;4059.0;2062.4;;;224.0;;;908.0;;;;
140;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Deeltijd;2008, 4e kwartaal*;4094.0;2100.7;;;220.0;;;899.0;;;;
141;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Deeltijd;2008*;4041.0;2056.7;;;876.0;;;3541.0;;;;
142;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Deeltijd;2009, 1e kwartaal*;4015.0;2048.1;;;218.0;;;874.0;;;;
143;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Deeltijd;2009, 2e kwartaal*;3985.0;2021.3;;;213.0;;;847.0;;;;
144;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Deeltijd;2009, 3e kwartaal*;4002.0;2040.1;;;224.0;;;898.0;;;;
145;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Deeltijd;2009, 4e kwartaal*;4039.0;2078.9;;;223.0;;;903.0;;;;
146;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Deeltijd;2009*;4010.0;2047.5;;;878.0;;;3521.0;;;;
147;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Deeltijd;2010, 1e kwartaal*;;;;;;;;;;;;
148;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Deeltijd;2010, 2e kwartaal*;;;;;;;;;;;;
149;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Deeltijd;2010, 3e kwartaal*;;;;;;;;;;;;
150;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Deeltijd;2010, 4e kwartaal*;;;;;;;;;;;;
151;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Deeltijd;2010*;;;;;;;;;;;;
152;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Deeltijd;2011, 1e kwartaal*;;;;;;;;;;;;
153;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Vast;2001, 1e kwartaal;6746.0;5474.3;349.0;5.0;354.0;2353.0;34.0;2387.0;;41.2;;
154;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Vast;2001, 2e kwartaal;6866.0;5550.8;337.0;5.0;341.0;2312.0;33.0;2344.0;;50.2;;
155;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Vast;2001, 3e kwartaal;6918.0;5580.3;352.0;5.0;357.0;2436.0;35.0;2471.0;;41.2;;
156;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Vast;2001, 4e kwartaal;6912.0;5575.8;347.0;5.0;352.0;2397.0;33.0;2430.0;;43.6;;
157;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Vast;2001;6861.0;5545.3;1384.0;20.0;1404.0;9498.0;134.0;9633.0;;176.3;;
158;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Vast;2002, 1e kwartaal;6860.0;5510.9;340.0;4.0;345.0;2335.0;29.0;2364.0;;42.9;;
159;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Vast;2002, 2e kwartaal;6943.0;5556.5;334.0;4.0;338.0;2317.0;28.0;2345.0;;52.4;;
160;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Vast;2002, 3e kwartaal;6957.0;5559.9;355.0;4.0;359.0;2468.0;29.0;2497.0;;42.4;;
161;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Vast;2002, 4e kwartaal;6930.0;5540.6;344.0;4.0;348.0;2385.0;27.0;2412.0;;45.4;;
162;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Vast;2002;6923.0;5542.0;1373.0;16.0;1389.0;9505.0;113.0;9618.0;;183.1;;
163;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Vast;2003, 1e kwartaal;6888.0;5479.0;339.0;4.0;343.0;2332.0;28.0;2360.0;;43.9;;
164;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Vast;2003, 2e kwartaal;6951.0;5511.0;327.0;4.0;331.0;2271.0;27.0;2298.0;;54.1;;
165;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Vast;2003, 3e kwartaal;6937.0;5492.2;353.0;4.0;357.0;2449.0;28.0;2477.0;;43.2;;
166;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Vast;2003, 4e kwartaal;6881.0;5452.9;343.0;4.0;346.0;2357.0;26.0;2383.0;;46.5;;
167;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Vast;2003;6914.0;5483.7;1361.0;16.0;1377.0;9409.0;109.0;9518.0;;187.7;;
168;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Vast;2004, 1e kwartaal;6773.0;5385.5;340.0;4.0;344.0;2305.0;26.0;2331.0;;44.2;;
169;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Vast;2004, 2e kwartaal;6822.0;5410.4;324.0;4.0;327.0;2207.0;25.0;2232.0;;54.7;;
170;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Vast;2004, 3e kwartaal;6817.0;5399.4;350.0;4.0;353.0;2383.0;26.0;2409.0;;43.2;;
171;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Vast;2004, 4e kwartaal;6765.0;5366.1;350.0;3.0;353.0;2366.0;24.0;2389.0;;46.6;;
172;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Vast;2004;6794.0;5390.3;1363.0;15.0;1378.0;9261.0;101.0;9362.0;;188.7;;
173;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Vast;2005, 1e kwartaal;6729.0;5323.8;335.0;4.0;339.0;2251.0;28.0;2279.0;;44.4;;
174;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Vast;2005, 2e kwartaal;6797.0;5368.9;334.0;4.0;338.0;2271.0;27.0;2297.0;;55.5;;
175;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Vast;2005, 3e kwartaal;6799.0;5367.8;350.0;4.0;354.0;2379.0;28.0;2406.0;;44.0;;
176;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Vast;2005, 4e kwartaal;6774.0;5357.1;340.0;4.0;344.0;2302.0;26.0;2327.0;;47.5;;
177;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Vast;2005;6775.0;5354.4;1358.0;16.0;1374.0;9203.0;108.0;9310.0;;191.4;;
178;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Vast;2006, 1e kwartaal;;;;;;;;;;;;
179;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Vast;2006, 2e kwartaal;;;;;;;;;;;;
180;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Vast;2006, 3e kwartaal;;;;;;;;;;;;
181;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Vast;2006, 4e kwartaal;;;;;;;;;;;;
182;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Vast;2006;;;;;;;;;;;;
183;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Vast;2007, 1e kwartaal;;;;;;;;;;;;
184;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Vast;2007, 2e kwartaal;;;;;;;;;;;;
185;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Vast;2007, 3e kwartaal;;;;;;;;;;;;
186;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Vast;2007, 4e kwartaal;;;;;;;;;;;;
187;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Vast;2007;;;;;;;;;;;;
188;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Vast;2008, 1e kwartaal*;;;;;;;;;;;;
189;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Vast;2008, 2e kwartaal*;;;;;;;;;;;;
190;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Vast;2008, 3e kwartaal*;;;;;;;;;;;;
191;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Vast;2008, 4e kwartaal*;;;;;;;;;;;;
192;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Vast;2008*;;;;;;;;;;;;
193;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Vast;2009, 1e kwartaal*;;;;;;;;;;;;
194;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Vast;2009, 2e kwartaal*;;;;;;;;;;;;
195;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Vast;2009, 3e kwartaal*;;;;;;;;;;;;
196;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Vast;2009, 4e kwartaal*;;;;;;;;;;;;
197;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Vast;2009*;;;;;;;;;;;;
198;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Vast;2010, 1e kwartaal*;;;;;;;;;;;;
199;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Vast;2010, 2e kwartaal*;;;;;;;;;;;;
200;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Vast;2010, 3e kwartaal*;;;;;;;;;;;;
201;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Vast;2010, 4e kwartaal*;;;;;;;;;;;;
202;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Vast;2010*;;;;;;;;;;;;
203;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Vast;2011, 1e kwartaal*;;;;;;;;;;;;
204;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Flexibel;2001, 1e kwartaal;669.0;308.1;200.0;5.0;205.0;134.0;3.0;137.0;;1.6;;
205;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Flexibel;2001, 2e kwartaal;715.0;322.2;189.0;5.0;194.0;135.0;3.0;139.0;;1.7;;
206;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Flexibel;2001, 3e kwartaal;740.0;331.2;197.0;5.0;202.0;146.0;3.0;149.0;;1.6;;
207;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Flexibel;2001, 4e kwartaal;669.0;291.0;189.0;5.0;193.0;126.0;3.0;129.0;;1.5;;
208;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Flexibel;2001;698.0;313.1;774.0;19.0;793.0;541.0;13.0;554.0;;6.3;;
209;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Flexibel;2002, 1e kwartaal;649.0;301.7;199.0;5.0;204.0;129.0;3.0;132.0;;1.6;;
210;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Flexibel;2002, 2e kwartaal;696.0;314.5;190.0;5.0;196.0;133.0;4.0;136.0;;1.7;;
211;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Flexibel;2002, 3e kwartaal;727.0;326.1;201.0;5.0;206.0;146.0;4.0;150.0;;1.6;;
212;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Flexibel;2002, 4e kwartaal;665.0;291.2;190.0;4.0;194.0;127.0;2.0;129.0;;1.5;;
213;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Flexibel;2002;684.0;308.4;781.0;19.0;800.0;535.0;13.0;548.0;;6.4;;
214;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Flexibel;2003, 1e kwartaal;615.0;287.4;201.0;6.0;207.0;124.0;3.0;127.0;;1.5;;
215;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Flexibel;2003, 2e kwartaal;656.0;299.5;190.0;6.0;196.0;125.0;4.0;129.0;;1.6;;
216;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Flexibel;2003, 3e kwartaal;683.0;304.5;201.0;6.0;207.0;137.0;4.0;141.0;;1.6;;
217;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Flexibel;2003, 4e kwartaal;630.0;278.7;193.0;4.0;198.0;122.0;3.0;125.0;;1.4;;
218;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Flexibel;2003;646.0;292.5;786.0;21.0;808.0;508.0;14.0;522.0;;6.1;;
219;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Flexibel;2004, 1e kwartaal;621.0;285.4;199.0;4.0;204.0;124.0;3.0;127.0;;1.6;;
220;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Flexibel;2004, 2e kwartaal;679.0;309.2;188.0;5.0;193.0;128.0;3.0;131.0;;1.8;;
221;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Flexibel;2004, 3e kwartaal;727.0;330.0;203.0;5.0;208.0;148.0;3.0;151.0;;1.8;;
222;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Flexibel;2004, 4e kwartaal;685.0;311.7;204.0;3.0;207.0;139.0;2.0;142.0;;1.7;;
223;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Flexibel;2004;678.0;309.0;795.0;17.0;812.0;539.0;12.0;550.0;;7.0;;
224;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Flexibel;2005, 1e kwartaal;687.0;307.4;192.0;5.0;196.0;132.0;3.0;135.0;;1.8;;
225;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Flexibel;2005, 2e kwartaal;730.0;330.8;194.0;5.0;199.0;142.0;4.0;145.0;;2.0;;
226;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Flexibel;2005, 3e kwartaal;765.0;349.1;205.0;5.0;210.0;157.0;4.0;161.0;;2.0;;
227;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Flexibel;2005, 4e kwartaal;709.0;325.2;200.0;4.0;204.0;142.0;3.0;144.0;;1.9;;
228;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Flexibel;2005;723.0;328.1;792.0;18.0;810.0;572.0;13.0;585.0;;7.6;;
229;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Flexibel;2006, 1e kwartaal;;;;;;;;;;;;
230;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Flexibel;2006, 2e kwartaal;;;;;;;;;;;;
231;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Flexibel;2006, 3e kwartaal;;;;;;;;;;;;
232;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Flexibel;2006, 4e kwartaal;;;;;;;;;;;;
233;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Flexibel;2006;;;;;;;;;;;;
234;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Flexibel;2007, 1e kwartaal;;;;;;;;;;;;
235;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Flexibel;2007, 2e kwartaal;;;;;;;;;;;;
236;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Flexibel;2007, 3e kwartaal;;;;;;;;;;;;
237;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Flexibel;2007, 4e kwartaal;;;;;;;;;;;;
238;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Flexibel;2007;;;;;;;;;;;;
239;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Flexibel;2008, 1e kwartaal*;;;;;;;;;;;;
240;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Flexibel;2008, 2e kwartaal*;;;;;;;;;;;;
241;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Flexibel;2008, 3e kwartaal*;;;;;;;;;;;;
242;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Flexibel;2008, 4e kwartaal*;;;;;;;;;;;;
243;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Flexibel;2008*;;;;;;;;;;;;
244;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Flexibel;2009, 1e kwartaal*;;;;;;;;;;;;
245;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Flexibel;2009, 2e kwartaal*;;;;;;;;;;;;
246;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Flexibel;2009, 3e kwartaal*;;;;;;;;;;;;
247;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Flexibel;2009, 4e kwartaal*;;;;;;;;;;;;
248;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Flexibel;2009*;;;;;;;;;;;;
249;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Flexibel;2010, 1e kwartaal*;;;;;;;;;;;;
250;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Flexibel;2010, 2e kwartaal*;;;;;;;;;;;;
251;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Flexibel;2010, 3e kwartaal*;;;;;;;;;;;;
252;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Flexibel;2010, 4e kwartaal*;;;;;;;;;;;;
253;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Flexibel;2010*;;;;;;;;;;;;
254;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;To_taal man_nen en vrou_wen;Flexibel;2011, 1e kwartaal*;;;;;;;;;;;;
255;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2001, 1e kwartaal;4220.0;3699.0;378.0;8.0;385.0;1594.0;32.0;1626.0;;30.7;;
256;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2001, 2e kwartaal;4301.0;3747.3;364.0;7.0;371.0;1564.0;31.0;1595.0;;37.1;;
257;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2001, 3e kwartaal;4331.0;3763.3;380.0;8.0;388.0;1647.0;33.0;1680.0;;30.6;;
258;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2001, 4e kwartaal;4280.0;3730.9;376.0;7.0;383.0;1608.0;31.0;1638.0;;32.1;;
259;To_taal  e_co_no_mi_sche ac_ti_vi_tei_ten;Man_nen;To_taal dienst_ver_band/ar_beids_re_la_tie;2001;4283.0;3735.2;1497.0;29.0;1527.0;6413.0;126.0;6539.0;;130.5;;
