ID;CategorieVerkrijger;GrootteklasseNettoVerkrijging;Perioden;Verkrijger_1;BrutoVerkrijging_2;GemiddeldeBrutoVerkrijging_3;VerschuldigdeBelasting_4;GemiddeldeVerschuldigdeBelasting_5;NettoVerkrijging_6;GemiddeldeNettoVerkrijging_7
71;Weduwen;negatief of nul euro;2010;520;-5064.0;-10.0;0.0;0.0;-5064.0;-10.0
72;Weduwen;> 0  tot 5 000 euro;2005;910;2214.0;2.0;0.0;0.0;2214.0;2.0
73;Weduwen;> 0  tot 5 000 euro;2006;1040;2460.0;2.0;0.0;0.0;2460.0;2.0
74;Weduwen;> 0  tot 5 000 euro;2007;780;1763.0;2.0;0.0;0.0;1763.0;2.0
75;Weduwen;> 0  tot 5 000 euro;2008;590;1411.0;2.0;0.0;0.0;1411.0;2.0
76;Weduwen;> 0  tot 5 000 euro;2009;620;1438.0;2.0;0.0;0.0;1438.0;2.0
77;Weduwen;> 0  tot 5 000 euro;2010;390;883.0;2.0;11.0;0.0;872.0;2.0
78;Weduwen;5 000 tot  10 000 euro;2005;780;5742.0;7.0;0.0;0.0;5742.0;7.0
79;Weduwen;5 000 tot  10 000 euro;2006;800;5897.0;7.0;0.0;0.0;5897.0;7.0
80;Weduwen;5 000 tot  10 000 euro;2007;730;5505.0;8.0;0.0;0.0;5505.0;8.0
81;Weduwen;5 000 tot  10 000 euro;2008;580;4425.0;8.0;0.0;0.0;4425.0;8.0
82;Weduwen;5 000 tot  10 000 euro;2009;590;4481.0;8.0;0.0;0.0;4481.0;8.0
83;Weduwen;5 000 tot  10 000 euro;2010;370;2771.0;7.0;0.0;0.0;2771.0;7.0
84;Weduwen;10 000 tot  25 000 euro;2005;1890;33922.0;18.0;0.0;0.0;33922.0;18.0
85;Weduwen;10 000 tot  25 000 euro;2006;1950;34812.0;18.0;0.0;0.0;34812.0;18.0
86;Weduwen;10 000 tot  25 000 euro;2007;1740;30881.0;18.0;0.0;0.0;30881.0;18.0
87;Weduwen;10 000 tot  25 000 euro;2008;1760;31428.0;18.0;20.0;0.0;31408.0;18.0
88;Weduwen;10 000 tot  25 000 euro;2009;1810;32249.0;18.0;0.0;0.0;32249.0;18.0
89;Weduwen;10 000 tot  25 000 euro;2010;1250;22105.0;18.0;0.0;0.0;22105.0;18.0
90;Weduwen;25 000 tot  50 000 euro;2005;3900;146095.0;37.0;2.0;0.0;146093.0;37.0
91;Weduwen;25 000 tot  50 000 euro;2006;3870;144996.0;37.0;3.0;0.0;144993.0;37.0
92;Weduwen;25 000 tot  50 000 euro;2007;3740;140140.0;38.0;0.0;0.0;140140.0;38.0
93;Weduwen;25 000 tot  50 000 euro;2008;3730;141134.0;38.0;2.0;0.0;141132.0;38.0
94;Weduwen;25 000 tot  50 000 euro;2009;3790;143551.0;38.0;0.0;0.0;143551.0;38.0
95;Weduwen;25 000 tot  50 000 euro;2010;2520;96226.0;38.0;0.0;0.0;96226.0;38.0
96;Weduwen;50 000 tot 100 000 euro;2005;5380;385043.0;72.0;47.0;0.0;384996.0;72.0
97;Weduwen;50 000 tot 100 000 euro;2006;5480;393794.0;72.0;20.0;0.0;393774.0;72.0
98;Weduwen;50 000 tot 100 000 euro;2007;5390;385390.0;72.0;6.0;0.0;385384.0;72.0
99;Weduwen;50 000 tot 100 000 euro;2008;5340;383220.0;72.0;3.0;0.0;383217.0;72.0
100;Weduwen;50 000 tot 100 000 euro;2009;5780;415266.0;72.0;3.0;0.0;415263.0;72.0
101;Weduwen;50 000 tot 100 000 euro;2010;4930;358085.0;73.0;0.0;0.0;358085.0;73.0
102;Weduwen;100 000 tot 200 000 euro;2005;3070;422591.0;138.0;51.0;0.0;422540.0;138.0
103;Weduwen;100 000 tot 200 000 euro;2006;3340;459122.0;138.0;64.0;0.0;459058.0;138.0
104;Weduwen;100 000 tot 200 000 euro;2007;3340;463022.0;139.0;245.0;0.0;462777.0;139.0
105;Weduwen;100 000 tot 200 000 euro;2008;3510;480116.0;137.0;22.0;0.0;480094.0;137.0
106;Weduwen;100 000 tot 200 000 euro;2009;3660;504257.0;138.0;6.0;0.0;504251.0;138.0
107;Weduwen;100 000 tot 200 000 euro;2010;3940;551359.0;140.0;40.0;0.0;551320.0;140.0
108;Weduwen;200 000 tot 500 000 euro;2005;1440;429491.0;299.0;1207.0;1.0;428284.0;298.0
109;Weduwen;200 000 tot 500 000 euro;2006;1530;457071.0;298.0;962.0;1.0;456109.0;297.0
110;Weduwen;200 000 tot 500 000 euro;2007;1610;475677.0;295.0;1214.0;1.0;474462.0;294.0
111;Weduwen;200 000 tot 500 000 euro;2008;1620;488347.0;302.0;805.0;0.0;487542.0;301.0
112;Weduwen;200 000 tot 500 000 euro;2009;1640;491253.0;299.0;668.0;0.0;490584.0;299.0
113;Weduwen;200 000 tot 500 000 euro;2010;2000;594327.0;297.0;626.0;0.0;593700.0;296.0
114;Weduwen;500 000 euro en meer;2005;390;399042.0;1031.0;36580.0;95.0;362462.0;937.0
115;Weduwen;500 000 euro en meer;2006;380;355628.0;946.0;30182.0;80.0;325446.0;866.0
116;Weduwen;500 000 euro en meer;2007;440;409015.0;936.0;31674.0;72.0;377341.0;863.0
117;Weduwen;500 000 euro en meer;2008;420;389471.0;927.0;27886.0;66.0;361585.0;861.0
118;Weduwen;500 000 euro en meer;2009;390;361986.0;923.0;28450.0;73.0;333536.0;851.0
119;Weduwen;500 000 euro en meer;2010;480;473614.0;983.0;27572.0;57.0;446042.0;925.0
120;Weduwnaars;Totaal;2005;7670;698125.0;91.0;10326.0;1.0;687799.0;90.0
121;Weduwnaars;Totaal;2006;8030;728749.0;91.0;8238.0;1.0;720512.0;90.0
122;Weduwnaars;Totaal;2007;7680;774601.0;101.0;9592.0;1.0;765009.0;100.0
123;Weduwnaars;Totaal;2008;8160;820486.0;101.0;10692.0;1.0;809794.0;99.0
124;Weduwnaars;Totaal;2009;8090;793653.0;98.0;8651.0;1.0;785002.0;97.0
125;Weduwnaars;Totaal;2010;7090;738965.0;104.0;6802.0;1.0;732163.0;103.0
126;Weduwnaars;negatief of nul euro;2005;290;-1159.0;-4.0;0.0;0.0;-1159.0;-4.0
127;Weduwnaars;negatief of nul euro;2006;340;-1683.0;-5.0;0.0;0.0;-1683.0;-5.0
128;Weduwnaars;negatief of nul euro;2007;300;-2059.0;-7.0;0.0;0.0;-2059.0;-7.0
129;Weduwnaars;negatief of nul euro;2008;330;-2382.0;-7.0;0.0;0.0;-2382.0;-7.0
130;Weduwnaars;negatief of nul euro;2009;310;-1855.0;-6.0;0.0;0.0;-1855.0;-6.0
131;Weduwnaars;negatief of nul euro;2010;220;-111376.0;-499.0;0.0;0.0;-111376.0;-499.0
132;Weduwnaars;> 0  tot 5 000 euro;2005;370;851.0;2.0;0.0;0.0;851.0;2.0
133;Weduwnaars;> 0  tot 5 000 euro;2006;440;1055.0;2.0;0.0;0.0;1055.0;2.0
134;Weduwnaars;> 0  tot 5 000 euro;2007;330;757.0;2.0;0.0;0.0;757.0;2.0
135;Weduwnaars;> 0  tot 5 000 euro;2008;280;646.0;2.0;0.0;0.0;646.0;2.0
136;Weduwnaars;> 0  tot 5 000 euro;2009;290;673.0;2.0;0.0;0.0;673.0;2.0
137;Weduwnaars;> 0  tot 5 000 euro;2010;180;387.0;2.0;0.0;0.0;387.0;2.0
138;Weduwnaars;5 000 tot  10 000 euro;2005;340;2430.0;7.0;0.0;0.0;2430.0;7.0
139;Weduwnaars;5 000 tot  10 000 euro;2006;300;2168.0;7.0;0.0;0.0;2168.0;7.0
140;Weduwnaars;5 000 tot  10 000 euro;2007;270;2022.0;8.0;0.0;0.0;2022.0;8.0
141;Weduwnaars;5 000 tot  10 000 euro;2008;280;2092.0;8.0;0.0;0.0;2092.0;8.0
142;Weduwnaars;5 000 tot  10 000 euro;2009;280;2076.0;8.0;0.0;0.0;2076.0;8.0
143;Weduwnaars;5 000 tot  10 000 euro;2010;170;1289.0;8.0;0.0;0.0;1289.0;8.0
144;Weduwnaars;10 000 tot  25 000 euro;2005;860;15181.0;18.0;0.0;0.0;15181.0;18.0
145;Weduwnaars;10 000 tot  25 000 euro;2006;870;15375.0;18.0;0.0;0.0;15375.0;18.0
146;Weduwnaars;10 000 tot  25 000 euro;2007;730;12924.0;18.0;0.0;0.0;12924.0;18.0
147;Weduwnaars;10 000 tot  25 000 euro;2008;820;14491.0;18.0;0.0;0.0;14491.0;18.0
148;Weduwnaars;10 000 tot  25 000 euro;2009;840;15154.0;18.0;0.0;0.0;15154.0;18.0
149;Weduwnaars;10 000 tot  25 000 euro;2010;560;9984.0;18.0;1.0;0.0;9983.0;18.0
150;Weduwnaars;25 000 tot  50 000 euro;2005;1700;63346.0;37.0;0.0;0.0;63346.0;37.0
151;Weduwnaars;25 000 tot  50 000 euro;2006;1700;63713.0;37.0;4.0;0.0;63709.0;37.0
152;Weduwnaars;25 000 tot  50 000 euro;2007;1580;59770.0;38.0;0.0;0.0;59770.0;38.0
153;Weduwnaars;25 000 tot  50 000 euro;2008;1670;62675.0;38.0;0.0;0.0;62675.0;38.0
154;Weduwnaars;25 000 tot  50 000 euro;2009;1690;63516.0;38.0;0.0;0.0;63516.0;38.0
155;Weduwnaars;25 000 tot  50 000 euro;2010;1130;42663.0;38.0;0.0;0.0;42663.0;38.0
156;Weduwnaars;50 000 tot 100 000 euro;2005;2170;154050.0;71.0;0.0;0.0;154050.0;71.0
157;Weduwnaars;50 000 tot 100 000 euro;2006;2240;159560.0;71.0;0.0;0.0;159560.0;71.0
158;Weduwnaars;50 000 tot 100 000 euro;2007;2230;160389.0;72.0;1.0;0.0;160388.0;72.0
159;Weduwnaars;50 000 tot 100 000 euro;2008;2360;170176.0;72.0;0.0;0.0;170176.0;72.0
160;Weduwnaars;50 000 tot 100 000 euro;2009;2400;173563.0;72.0;0.0;0.0;173563.0;72.0
161;Weduwnaars;50 000 tot 100 000 euro;2010;2130;155186.0;73.0;0.0;0.0;155186.0;73.0
162;Weduwnaars;100 000 tot 200 000 euro;2005;1250;170626.0;136.0;2.0;0.0;170624.0;136.0
163;Weduwnaars;100 000 tot 200 000 euro;2006;1410;193284.0;137.0;17.0;0.0;193267.0;137.0
164;Weduwnaars;100 000 tot 200 000 euro;2007;1470;201868.0;137.0;12.0;0.0;201856.0;137.0
165;Weduwnaars;100 000 tot 200 000 euro;2008;1580;216164.0;137.0;7.0;0.0;216157.0;137.0
166;Weduwnaars;100 000 tot 200 000 euro;2009;1480;202189.0;137.0;1.0;0.0;202188.0;137.0
167;Weduwnaars;100 000 tot 200 000 euro;2010;1690;234942.0;139.0;0.0;0.0;234942.0;139.0
168;Weduwnaars;200 000 tot 500 000 euro;2005;560;164889.0;295.0;59.0;0.0;164829.0;295.0
169;Weduwnaars;200 000 tot 500 000 euro;2006;590;171794.0;292.0;114.0;0.0;171679.0;291.0
170;Weduwnaars;200 000 tot 500 000 euro;2007;600;177930.0;297.0;37.0;0.0;177893.0;297.0
171;Weduwnaars;200 000 tot 500 000 euro;2008;660;195297.0;297.0;483.0;1.0;194814.0;297.0
172;Weduwnaars;200 000 tot 500 000 euro;2009;650;191523.0;296.0;193.0;0.0;191329.0;295.0
173;Weduwnaars;200 000 tot 500 000 euro;2010;810;240279.0;296.0;0.0;0.0;240279.0;296.0
174;Weduwnaars;500 000 euro en meer;2005;140;127911.0;920.0;10265.0;74.0;117647.0;846.0
175;Weduwnaars;500 000 euro en meer;2006;140;123483.0;895.0;8103.0;59.0;115380.0;836.0
176;Weduwnaars;500 000 euro en meer;2007;180;161000.0;920.0;9542.0;55.0;151458.0;865.0
177;Weduwnaars;500 000 euro en meer;2008;190;161327.0;863.0;10201.0;55.0;151126.0;808.0
178;Weduwnaars;500 000 euro en meer;2009;170;146815.0;864.0;8456.0;50.0;138359.0;814.0
179;Weduwnaars;500 000 euro en meer;2010;200;165610.0;836.0;6801.0;34.0;158810.0;802.0
180;Samenwonenden;Totaal;2005;3070;377595.0;123.0;11394.0;4.0;366201.0;119.0
181;Samenwonenden;Totaal;2006;2930;355925.0;121.0;9086.0;3.0;346839.0;118.0
182;Samenwonenden;Totaal;2007;2830;375873.0;133.0;12984.0;5.0;362889.0;128.0
183;Samenwonenden;Totaal;2008;2890;385624.0;133.0;13246.0;5.0;372378.0;129.0
184;Samenwonenden;Totaal;2009;2640;340595.0;129.0;8240.0;3.0;332355.0;126.0
185;Samenwonenden;Totaal;2010;1070;181359.0;170.0;2337.0;2.0;179022.0;168.0
186;Samenwonenden;negatief of nul euro;2005;90;-736.0;-9.0;0.0;0.0;-736.0;-9.0
187;Samenwonenden;negatief of nul euro;2006;80;-1119.0;-15.0;0.0;0.0;-1119.0;-15.0
188;Samenwonenden;negatief of nul euro;2007;90;-1007.0;-12.0;0.0;0.0;-1007.0;-12.0
189;Samenwonenden;negatief of nul euro;2008;100;-1489.0;-15.0;0.0;0.0;-1489.0;-15.0
190;Samenwonenden;negatief of nul euro;2009;90;-562.0;-6.0;0.0;0.0;-562.0;-6.0
191;Samenwonenden;negatief of nul euro;2010;70;-1535.0;-23.0;0.0;0.0;-1535.0;-23.0
192;Samenwonenden;> 0  tot 5 000 euro;2005;130;324.0;3.0;0.0;0.0;324.0;3.0
193;Samenwonenden;> 0  tot 5 000 euro;2006;130;347.0;3.0;0.0;0.0;347.0;3.0
194;Samenwonenden;> 0  tot 5 000 euro;2007;120;315.0;3.0;0.0;0.0;315.0;3.0
195;Samenwonenden;> 0  tot 5 000 euro;2008;110;257.0;2.0;0.0;0.0;257.0;2.0
196;Samenwonenden;> 0  tot 5 000 euro;2009;100;220.0;2.0;0.0;0.0;220.0;2.0
197;Samenwonenden;> 0  tot 5 000 euro;2010;30;;;;;;
198;Samenwonenden;5 000 tot  10 000 euro;2005;160;1262.0;8.0;0.0;0.0;1262.0;8.0
199;Samenwonenden;5 000 tot  10 000 euro;2006;150;1134.0;8.0;0.0;0.0;1134.0;8.0
200;Samenwonenden;5 000 tot  10 000 euro;2007;120;945.0;8.0;0.0;0.0;945.0;8.0
201;Samenwonenden;5 000 tot  10 000 euro;2008;130;949.0;7.0;0.0;0.0;949.0;7.0
202;Samenwonenden;5 000 tot  10 000 euro;2009;120;905.0;8.0;0.0;0.0;905.0;8.0
203;Samenwonenden;5 000 tot  10 000 euro;2010;40;;;;;;
204;Samenwonenden;10 000 tot  25 000 euro;2005;530;9000.0;17.0;0.0;0.0;9000.0;17.0
205;Samenwonenden;10 000 tot  25 000 euro;2006;540;9158.0;17.0;0.0;0.0;9158.0;17.0
206;Samenwonenden;10 000 tot  25 000 euro;2007;430;7330.0;17.0;0.0;0.0;7330.0;17.0
207;Samenwonenden;10 000 tot  25 000 euro;2008;430;7344.0;17.0;0.0;0.0;7344.0;17.0
208;Samenwonenden;10 000 tot  25 000 euro;2009;430;7426.0;17.0;0.0;0.0;7426.0;17.0
209;Samenwonenden;10 000 tot  25 000 euro;2010;90;1601.0;17.0;0.0;0.0;1601.0;17.0
210;Samenwonenden;25 000 tot  50 000 euro;2005;510;18714.0;36.0;2.0;0.0;18712.0;36.0
211;Samenwonenden;25 000 tot  50 000 euro;2006;500;18326.0;37.0;0.0;0.0;18326.0;37.0
212;Samenwonenden;25 000 tot  50 000 euro;2007;510;18672.0;37.0;1.0;0.0;18671.0;37.0
213;Samenwonenden;25 000 tot  50 000 euro;2008;540;19571.0;36.0;0.0;0.0;19571.0;36.0
214;Samenwonenden;25 000 tot  50 000 euro;2009;450;16635.0;37.0;1.0;0.0;16634.0;37.0
215;Samenwonenden;25 000 tot  50 000 euro;2010;130;4999.0;37.0;0.0;0.0;4999.0;37.0
216;Samenwonenden;50 000 tot 100 000 euro;2005;570;41011.0;72.0;85.0;0.0;40925.0;71.0
217;Samenwonenden;50 000 tot 100 000 euro;2006;550;39428.0;71.0;27.0;0.0;39400.0;71.0
218;Samenwonenden;50 000 tot 100 000 euro;2007;560;40643.0;72.0;0.0;0.0;40643.0;72.0
219;Samenwonenden;50 000 tot 100 000 euro;2008;560;40627.0;73.0;0.0;0.0;40627.0;73.0
220;Samenwonenden;50 000 tot 100 000 euro;2009;490;35783.0;72.0;6.0;0.0;35778.0;72.0
221;Samenwonenden;50 000 tot 100 000 euro;2010;160;11464.0;73.0;0.0;0.0;11464.0;73.0
222;Samenwonenden;100 000 tot 200 000 euro;2005;560;78974.0;141.0;151.0;0.0;78823.0;141.0
223;Samenwonenden;100 000 tot 200 000 euro;2006;490;68916.0;142.0;138.0;0.0;68777.0;142.0
224;Samenwonenden;100 000 tot 200 000 euro;2007;460;66017.0;143.0;271.0;1.0;65746.0;143.0
225;Samenwonenden;100 000 tot 200 000 euro;2008;490;71622.0;147.0;129.0;0.0;71493.0;147.0
226;Samenwonenden;100 000 tot 200 000 euro;2009;490;70797.0;144.0;255.0;1.0;70542.0;144.0
227;Samenwonenden;100 000 tot 200 000 euro;2010;240;35166.0;146.0;0.0;0.0;35166.0;146.0
228;Samenwonenden;200 000 tot 500 000 euro;2005;400;123304.0;311.0;2070.0;5.0;121234.0;306.0
229;Samenwonenden;200 000 tot 500 000 euro;2006;400;122437.0;307.0;1377.0;3.0;121060.0;303.0
230;Samenwonenden;200 000 tot 500 000 euro;2007;420;130512.0;310.0;1391.0;3.0;129121.0;307.0
231;Samenwonenden;200 000 tot 500 000 euro;2008;400;123872.0;309.0;1953.0;5.0;121919.0;304.0
232;Samenwonenden;200 000 tot 500 000 euro;2009;370;114015.0;309.0;1184.0;3.0;112831.0;306.0
233;Samenwonenden;200 000 tot 500 000 euro;2010;220;70852.0;316.0;0.0;0.0;70852.0;316.0
234;Samenwonenden;500 000 euro en meer;2005;110;105742.0;936.0;9086.0;80.0;96656.0;855.0
235;Samenwonenden;500 000 euro en meer;2006;110;97298.0;927.0;7544.0;72.0;89755.0;855.0
236;Samenwonenden;500 000 euro en meer;2007;120;112447.0;945.0;11321.0;95.0;101126.0;850.0
237;Samenwonenden;500 000 euro en meer;2008;140;122870.0;865.0;11163.0;79.0;111707.0;787.0
238;Samenwonenden;500 000 euro en meer;2009;110;95377.0;900.0;6795.0;64.0;88582.0;836.0
239;Samenwonenden;500 000 euro en meer;2010;70;58436.0;800.0;2337.0;32.0;56099.0;768.0
240;Kinderen van 23 jaar en ouder;Totaal;2005;104600;5488939.0;52.0;601321.0;6.0;4887617.0;47.0
241;Kinderen van 23 jaar en ouder;Totaal;2006;108070;5899210.0;55.0;665595.0;6.0;5233615.0;48.0
242;Kinderen van 23 jaar en ouder;Totaal;2007;103320;6032341.0;58.0;669111.0;6.0;5363230.0;52.0
243;Kinderen van 23 jaar en ouder;Totaal;2008;105860;6324246.0;60.0;706191.0;7.0;5618056.0;53.0
244;Kinderen van 23 jaar en ouder;Totaal;2009;106690;5716575.0;54.0;587653.0;6.0;5128922.0;48.0
245;Kinderen van 23 jaar en ouder;Totaal;2010;90850;6240879.0;69.0;614501.0;7.0;5626378.0;62.0
246;Kinderen van 23 jaar en ouder;negatief of nul euro;2005;1810;-14014.0;-8.0;0.0;0.0;-14014.0;-8.0
247;Kinderen van 23 jaar en ouder;negatief of nul euro;2006;2030;-14168.0;-7.0;0.0;0.0;-14168.0;-7.0
248;Kinderen van 23 jaar en ouder;negatief of nul euro;2007;2170;-20748.0;-10.0;0.0;0.0;-20748.0;-10.0
249;Kinderen van 23 jaar en ouder;negatief of nul euro;2008;2180;-18158.0;-8.0;0.0;0.0;-18158.0;-8.0
250;Kinderen van 23 jaar en ouder;negatief of nul euro;2009;2410;-25598.0;-11.0;0.0;0.0;-25598.0;-11.0
251;Kinderen van 23 jaar en ouder;negatief of nul euro;2010;2180;-27766.0;-13.0;0.0;0.0;-27766.0;-13.0
252;Kinderen van 23 jaar en ouder;> 0  tot 5 000 euro;2005;6180;17322.0;3.0;0.0;0.0;17322.0;3.0
253;Kinderen van 23 jaar en ouder;> 0  tot 5 000 euro;2006;6340;17457.0;3.0;1.0;0.0;17456.0;3.0
