ID;Geslacht;Schooladvies;Herkomstland;GestandaardiseerdInkomen;Perioden;TotaalVoorlopigSchooladvies_1;ToetsadviesLagerOfGelijk_2;TotaalToetsadviesHoger_3;AdviesHerzienObvToets_4;AdviesNietHerzienObvToets_5;DefinitiefSchooladvies_6
801;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Nederland;2e 20%-groep;2015/'16;655;304.0;349.0;76.0;273.0;647
802;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Nederland;2e 20%-groep;2016/'17;904;430.0;472.0;141.0;331.0;867
803;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Nederland;2e 20%-groep;2017/'18;913;409.0;502.0;117.0;385.0;889
804;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Nederland;2e 20%-groep;2018/'19;1043;672.0;365.0;121.0;244.0;1044
805;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Nederland;2e 20%-groep;2019/'20;1168;;;;;1168
806;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Nederland;2e 20%-groep;2020/'21;1210;823.0;376.0;158.0;218.0;1237
807;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Nederland;2e 20%-groep;2021/'22;1250;859.0;385.0;161.0;224.0;1279
808;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Nederland;2e 20%-groep;2022/'23;1245;930.0;314.0;127.0;187.0;1281
809;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Nederland;2e 20%-groep;2023/'24;1415;1041.0;371.0;327.0;44.0;1815
810;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Nederland;3e 20%-groep;2014/'15;808;325.0;376.0;27.0;349.0;811
811;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Nederland;3e 20%-groep;2015/'16;966;460.0;500.0;125.0;375.0;953
812;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Nederland;3e 20%-groep;2016/'17;1256;560.0;686.0;169.0;517.0;1209
813;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Nederland;3e 20%-groep;2017/'18;1385;657.0;715.0;191.0;524.0;1291
814;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Nederland;3e 20%-groep;2018/'19;1615;1022.0;586.0;244.0;342.0;1568
815;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Nederland;3e 20%-groep;2019/'20;1717;;;;;1717
816;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Nederland;3e 20%-groep;2020/'21;1857;1323.0;529.0;209.0;320.0;1869
817;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Nederland;3e 20%-groep;2021/'22;1943;1335.0;599.0;263.0;336.0;1944
818;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Nederland;3e 20%-groep;2022/'23;2030;1509.0;516.0;242.0;274.0;2114
819;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Nederland;3e 20%-groep;2023/'24;2521;1829.0;687.0;594.0;93.0;2953
820;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Nederland;4e 20%-groep;2014/'15;580;225.0;275.0;35.0;240.0;567
821;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Nederland;4e 20%-groep;2015/'16;821;412.0;406.0;96.0;310.0;809
822;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Nederland;4e 20%-groep;2016/'17;1182;536.0;643.0;202.0;441.0;1073
823;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Nederland;4e 20%-groep;2017/'18;1181;581.0;593.0;156.0;437.0;1125
824;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Nederland;4e 20%-groep;2018/'19;1403;918.0;478.0;174.0;304.0;1380
825;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Nederland;4e 20%-groep;2019/'20;1491;;;;;1491
826;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Nederland;4e 20%-groep;2020/'21;1625;1160.0;462.0;217.0;245.0;1588
827;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Nederland;4e 20%-groep;2021/'22;1677;1159.0;514.0;225.0;289.0;1687
828;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Nederland;4e 20%-groep;2022/'23;1772;1321.0;443.0;236.0;207.0;1755
829;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Nederland;4e 20%-groep;2023/'24;2171;1608.0;556.0;491.0;65.0;2429
830;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Nederland;5e 20%-groep;2014/'15;356;136.0;180.0;15.0;165.0;355
831;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Nederland;5e 20%-groep;2015/'16;444;221.0;219.0;51.0;168.0;428
832;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Nederland;5e 20%-groep;2016/'17;648;286.0;356.0;112.0;244.0;581
833;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Nederland;5e 20%-groep;2017/'18;687;338.0;342.0;94.0;248.0;635
834;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Nederland;5e 20%-groep;2018/'19;798;540.0;257.0;106.0;151.0;755
835;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Nederland;5e 20%-groep;2019/'20;932;;;;;932
836;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Nederland;5e 20%-groep;2020/'21;897;641.0;253.0;114.0;139.0;887
837;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Nederland;5e 20%-groep;2021/'22;983;678.0;301.0;150.0;151.0;951
838;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Nederland;5e 20%-groep;2022/'23;949;719.0;229.0;129.0;100.0;931
839;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Nederland;5e 20%-groep;2023/'24;1161;833.0;324.0;279.0;45.0;1192
840;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Buiten Nederland;Totaal inkomen;2014/'15;650;263.0;285.0;55.0;230.0;665
841;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Buiten Nederland;Totaal inkomen;2015/'16;1131;526.0;592.0;222.0;370.0;1123
842;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Buiten Nederland;Totaal inkomen;2016/'17;1661;788.0;839.0;343.0;496.0;1538
843;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Buiten Nederland;Totaal inkomen;2017/'18;1756;768.0;941.0;395.0;546.0;1602
844;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Buiten Nederland;Totaal inkomen;2018/'19;2093;1337.0;712.0;411.0;301.0;2158
845;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Buiten Nederland;Totaal inkomen;2019/'20;2276;;;;;2276
846;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Buiten Nederland;Totaal inkomen;2020/'21;2451;1640.0;751.0;455.0;296.0;2656
847;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Buiten Nederland;Totaal inkomen;2021/'22;2629;1719.0;861.0;528.0;333.0;2783
848;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Buiten Nederland;Totaal inkomen;2022/'23;2945;2122.0;762.0;487.0;275.0;3099
849;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Buiten Nederland;Totaal inkomen;2023/'24;3619;2463.0;1068.0;1008.0;60.0;4506
850;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Buiten Nederland;1e 20%-groep;2014/'15;274;112.0;122.0;21.0;101.0;297
851;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Buiten Nederland;1e 20%-groep;2015/'16;481;230.0;246.0;103.0;143.0;480
852;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Buiten Nederland;1e 20%-groep;2016/'17;684;325.0;342.0;140.0;202.0;641
853;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Buiten Nederland;1e 20%-groep;2017/'18;727;319.0;381.0;161.0;220.0;673
854;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Buiten Nederland;1e 20%-groep;2018/'19;811;489.0;294.0;162.0;132.0;859
855;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Buiten Nederland;1e 20%-groep;2019/'20;883;;;;;883
856;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Buiten Nederland;1e 20%-groep;2020/'21;962;639.0;292.0;174.0;118.0;1083
857;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Buiten Nederland;1e 20%-groep;2021/'22;978;631.0;329.0;201.0;128.0;1055
858;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Buiten Nederland;1e 20%-groep;2022/'23;1087;778.0;286.0;186.0;100.0;1188
859;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Buiten Nederland;1e 20%-groep;2023/'24;1315;889.0;385.0;366.0;19.0;1697
860;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Buiten Nederland;2e 20%-groep;2014/'15;152;68.0;60.0;17.0;43.0;144
861;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Buiten Nederland;2e 20%-groep;2015/'16;252;110.0;140.0;52.0;88.0;255
862;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Buiten Nederland;2e 20%-groep;2016/'17;373;185.0;182.0;77.0;105.0;347
863;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Buiten Nederland;2e 20%-groep;2017/'18;383;158.0;215.0;87.0;128.0;344
864;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Buiten Nederland;2e 20%-groep;2018/'19;460;285.0;171.0;99.0;72.0;458
865;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Buiten Nederland;2e 20%-groep;2019/'20;523;;;;;523
866;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Buiten Nederland;2e 20%-groep;2020/'21;520;339.0;172.0;109.0;63.0;573
867;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Buiten Nederland;2e 20%-groep;2021/'22;564;364.0;190.0;121.0;69.0;608
868;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Buiten Nederland;2e 20%-groep;2022/'23;633;445.0;181.0;108.0;73.0;651
869;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Buiten Nederland;2e 20%-groep;2023/'24;804;551.0;238.0;221.0;17.0;1014
870;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Buiten Nederland;3e 20%-groep;2014/'15;105;40.0;45.0;10.0;35.0;100
871;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Buiten Nederland;3e 20%-groep;2015/'16;202;92.0;107.0;34.0;73.0;198
872;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Buiten Nederland;3e 20%-groep;2016/'17;291;136.0;151.0;58.0;93.0;274
873;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Buiten Nederland;3e 20%-groep;2017/'18;331;144.0;186.0;77.0;109.0;298
874;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Buiten Nederland;3e 20%-groep;2018/'19;366;244.0;119.0;72.0;47.0;386
875;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Buiten Nederland;3e 20%-groep;2019/'20;412;;;;;412
876;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Buiten Nederland;3e 20%-groep;2020/'21;472;335.0;131.0;72.0;59.0;502
877;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Buiten Nederland;3e 20%-groep;2021/'22;508;341.0;162.0;105.0;57.0;526
878;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Buiten Nederland;3e 20%-groep;2022/'23;547;395.0;145.0;102.0;43.0;555
879;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Buiten Nederland;3e 20%-groep;2023/'24;698;473.0;216.0;203.0;13.0;869
880;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Buiten Nederland;4e 20%-groep;2014/'15;72;24.0;40.0;5.0;35.0;70
881;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Buiten Nederland;4e 20%-groep;2015/'16;110;46.0;63.0;19.0;44.0;108
882;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Buiten Nederland;4e 20%-groep;2016/'17;181;80.0;100.0;36.0;64.0;164
883;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Buiten Nederland;4e 20%-groep;2017/'18;190;88.0;100.0;38.0;62.0;179
884;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Buiten Nederland;4e 20%-groep;2018/'19;241;163.0;76.0;52.0;24.0;242
885;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Buiten Nederland;4e 20%-groep;2019/'20;276;;;;;276
886;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Buiten Nederland;4e 20%-groep;2020/'21;272;169.0;99.0;61.0;38.0;271
887;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Buiten Nederland;4e 20%-groep;2021/'22;316;207.0;102.0;53.0;49.0;335
888;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Buiten Nederland;4e 20%-groep;2022/'23;395;294.0;97.0;58.0;39.0;414
889;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Buiten Nederland;4e 20%-groep;2023/'24;479;339.0;137.0;132.0;5.0;568
890;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Buiten Nederland;5e 20%-groep;2014/'15;32;13.0;11.0;2.0;9.0;36
891;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Buiten Nederland;5e 20%-groep;2015/'16;64;39.0;25.0;9.0;16.0;61
892;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Buiten Nederland;5e 20%-groep;2016/'17;90;42.0;48.0;23.0;25.0;76
893;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Buiten Nederland;5e 20%-groep;2017/'18;83;45.0;36.0;21.0;15.0;71
894;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Buiten Nederland;5e 20%-groep;2018/'19;151;116.0;34.0;16.0;18.0;150
895;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Buiten Nederland;5e 20%-groep;2019/'20;130;;;;;130
896;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Buiten Nederland;5e 20%-groep;2020/'21;162;114.0;46.0;32.0;14.0;159
897;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Buiten Nederland;5e 20%-groep;2021/'22;198;137.0;59.0;38.0;21.0;192
898;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Buiten Nederland;5e 20%-groep;2022/'23;199;160.0;37.0;25.0;12.0;204
899;Totaal mannen en vrouwen;Advies: vmbo-k/gt;Buiten Nederland;5e 20%-groep;2023/'24;238;164.0;71.0;69.0;2.0;243
900;Totaal mannen en vrouwen;Advies: vmbo-gt;Totaal;Totaal inkomen;2014/'15;42034;27614.0;9086.0;1390.0;7696.0;41723
901;Totaal mannen en vrouwen;Advies: vmbo-gt;Totaal;Totaal inkomen;2015/'16;38502;21152.0;17084.0;3214.0;13870.0;37796
902;Totaal mannen en vrouwen;Advies: vmbo-gt;Totaal;Totaal inkomen;2016/'17;33134;18044.0;14826.0;3254.0;11572.0;32467
903;Totaal mannen en vrouwen;Advies: vmbo-gt;Totaal;Totaal inkomen;2017/'18;31718;17098.0;14361.0;3315.0;11046.0;30757
904;Totaal mannen en vrouwen;Advies: vmbo-gt;Totaal;Totaal inkomen;2018/'19;31122;13278.0;17629.0;3721.0;13908.0;30189
905;Totaal mannen en vrouwen;Advies: vmbo-gt;Totaal;Totaal inkomen;2019/'20;31456;;;;;31456
906;Totaal mannen en vrouwen;Advies: vmbo-gt;Totaal;Totaal inkomen;2020/'21;30244;15237.0;14843.0;3544.0;11299.0;28942
907;Totaal mannen en vrouwen;Advies: vmbo-gt;Totaal;Totaal inkomen;2021/'22;29279;13344.0;15778.0;3686.0;12092.0;28288
908;Totaal mannen en vrouwen;Advies: vmbo-gt;Totaal;Totaal inkomen;2022/'23;28855;14855.0;13819.0;3533.0;10286.0;27652
909;Totaal mannen en vrouwen;Advies: vmbo-gt;Totaal;Totaal inkomen;2023/'24;25287;12944.0;12148.0;8676.0;3472.0;20880
910;Totaal mannen en vrouwen;Advies: vmbo-gt;Totaal;1e 20%-groep;2014/'15;7803;5131.0;1610.0;269.0;1341.0;7816
911;Totaal mannen en vrouwen;Advies: vmbo-gt;Totaal;1e 20%-groep;2015/'16;7016;3899.0;3044.0;666.0;2378.0;6990
912;Totaal mannen en vrouwen;Advies: vmbo-gt;Totaal;1e 20%-groep;2016/'17;6013;3347.0;2580.0;675.0;1905.0;5957
913;Totaal mannen en vrouwen;Advies: vmbo-gt;Totaal;1e 20%-groep;2017/'18;5420;2948.0;2377.0;647.0;1730.0;5400
914;Totaal mannen en vrouwen;Advies: vmbo-gt;Totaal;1e 20%-groep;2018/'19;5336;2312.0;2936.0;725.0;2211.0;5293
915;Totaal mannen en vrouwen;Advies: vmbo-gt;Totaal;1e 20%-groep;2019/'20;5331;;;;;5331
916;Totaal mannen en vrouwen;Advies: vmbo-gt;Totaal;1e 20%-groep;2020/'21;5030;2603.0;2380.0;704.0;1676.0;4900
917;Totaal mannen en vrouwen;Advies: vmbo-gt;Totaal;1e 20%-groep;2021/'22;4745;2218.0;2473.0;692.0;1781.0;4705
918;Totaal mannen en vrouwen;Advies: vmbo-gt;Totaal;1e 20%-groep;2022/'23;4689;2419.0;2218.0;704.0;1514.0;4531
919;Totaal mannen en vrouwen;Advies: vmbo-gt;Totaal;1e 20%-groep;2023/'24;3992;2042.0;1884.0;1463.0;421.0;3451
920;Totaal mannen en vrouwen;Advies: vmbo-gt;Totaal;2e 20%-groep;2014/'15;7916;5219.0;1717.0;258.0;1459.0;7890
921;Totaal mannen en vrouwen;Advies: vmbo-gt;Totaal;2e 20%-groep;2015/'16;7246;3879.0;3316.0;633.0;2683.0;7132
922;Totaal mannen en vrouwen;Advies: vmbo-gt;Totaal;2e 20%-groep;2016/'17;6266;3338.0;2902.0;593.0;2309.0;6213
923;Totaal mannen en vrouwen;Advies: vmbo-gt;Totaal;2e 20%-groep;2017/'18;5740;3049.0;2661.0;610.0;2051.0;5594
924;Totaal mannen en vrouwen;Advies: vmbo-gt;Totaal;2e 20%-groep;2018/'19;5664;2464.0;3169.0;690.0;2479.0;5508
925;Totaal mannen en vrouwen;Advies: vmbo-gt;Totaal;2e 20%-groep;2019/'20;5609;;;;;5609
926;Totaal mannen en vrouwen;Advies: vmbo-gt;Totaal;2e 20%-groep;2020/'21;5358;2707.0;2628.0;598.0;2030.0;5239
927;Totaal mannen en vrouwen;Advies: vmbo-gt;Totaal;2e 20%-groep;2021/'22;5184;2361.0;2807.0;648.0;2159.0;5098
928;Totaal mannen en vrouwen;Advies: vmbo-gt;Totaal;2e 20%-groep;2022/'23;4859;2489.0;2359.0;605.0;1754.0;4717
929;Totaal mannen en vrouwen;Advies: vmbo-gt;Totaal;2e 20%-groep;2023/'24;4269;2179.0;2066.0;1461.0;605.0;3614
930;Totaal mannen en vrouwen;Advies: vmbo-gt;Totaal;3e 20%-groep;2014/'15;10406;6750.0;2325.0;326.0;1999.0;10366
931;Totaal mannen en vrouwen;Advies: vmbo-gt;Totaal;3e 20%-groep;2015/'16;9600;5255.0;4296.0;700.0;3596.0;9518
932;Totaal mannen en vrouwen;Advies: vmbo-gt;Totaal;3e 20%-groep;2016/'17;8072;4360.0;3676.0;743.0;2933.0;7963
933;Totaal mannen en vrouwen;Advies: vmbo-gt;Totaal;3e 20%-groep;2017/'18;8004;4194.0;3766.0;798.0;2968.0;7795
934;Totaal mannen en vrouwen;Advies: vmbo-gt;Totaal;3e 20%-groep;2018/'19;7956;3267.0;4650.0;894.0;3756.0;7789
935;Totaal mannen en vrouwen;Advies: vmbo-gt;Totaal;3e 20%-groep;2019/'20;7971;;;;;7971
936;Totaal mannen en vrouwen;Advies: vmbo-gt;Totaal;3e 20%-groep;2020/'21;7864;3854.0;3976.0;880.0;3096.0;7491
937;Totaal mannen en vrouwen;Advies: vmbo-gt;Totaal;3e 20%-groep;2021/'22;7393;3226.0;4140.0;897.0;3243.0;7180
938;Totaal mannen en vrouwen;Advies: vmbo-gt;Totaal;3e 20%-groep;2022/'23;7525;3792.0;3702.0;806.0;2896.0;7327
939;Totaal mannen en vrouwen;Advies: vmbo-gt;Totaal;3e 20%-groep;2023/'24;6707;3399.0;3274.0;2221.0;1053.0;5620
940;Totaal mannen en vrouwen;Advies: vmbo-gt;Totaal;4e 20%-groep;2014/'15;9324;6141.0;2015.0;283.0;1732.0;9215
941;Totaal mannen en vrouwen;Advies: vmbo-gt;Totaal;4e 20%-groep;2015/'16;8745;4813.0;3893.0;702.0;3191.0;8527
942;Totaal mannen en vrouwen;Advies: vmbo-gt;Totaal;4e 20%-groep;2016/'17;7501;4079.0;3379.0;712.0;2667.0;7296
943;Totaal mannen en vrouwen;Advies: vmbo-gt;Totaal;4e 20%-groep;2017/'18;7315;3997.0;3282.0;710.0;2572.0;7017
944;Totaal mannen en vrouwen;Advies: vmbo-gt;Totaal;4e 20%-groep;2018/'19;7156;3001.0;4134.0;842.0;3292.0;6841
945;Totaal mannen en vrouwen;Advies: vmbo-gt;Totaal;4e 20%-groep;2019/'20;7049;;;;;7049
946;Totaal mannen en vrouwen;Advies: vmbo-gt;Totaal;4e 20%-groep;2020/'21;7073;3526.0;3519.0;802.0;2717.0;6696
947;Totaal mannen en vrouwen;Advies: vmbo-gt;Totaal;4e 20%-groep;2021/'22;6882;3130.0;3730.0;820.0;2910.0;6528
948;Totaal mannen en vrouwen;Advies: vmbo-gt;Totaal;4e 20%-groep;2022/'23;6988;3614.0;3354.0;837.0;2517.0;6604
949;Totaal mannen en vrouwen;Advies: vmbo-gt;Totaal;4e 20%-groep;2023/'24;6117;3129.0;2966.0;2092.0;874.0;4919
950;Totaal mannen en vrouwen;Advies: vmbo-gt;Totaal;5e 20%-groep;2014/'15;6213;4145.0;1354.0;243.0;1111.0;6058
951;Totaal mannen en vrouwen;Advies: vmbo-gt;Totaal;5e 20%-groep;2015/'16;5561;3107.0;2428.0;487.0;1941.0;5292
952;Totaal mannen en vrouwen;Advies: vmbo-gt;Totaal;5e 20%-groep;2016/'17;4918;2738.0;2158.0;496.0;1662.0;4671
953;Totaal mannen en vrouwen;Advies: vmbo-gt;Totaal;5e 20%-groep;2017/'18;4879;2726.0;2128.0;503.0;1625.0;4610
954;Totaal mannen en vrouwen;Advies: vmbo-gt;Totaal;5e 20%-groep;2018/'19;4682;2082.0;2580.0;536.0;2044.0;4425
955;Totaal mannen en vrouwen;Advies: vmbo-gt;Totaal;5e 20%-groep;2019/'20;5140;;;;;5140
956;Totaal mannen en vrouwen;Advies: vmbo-gt;Totaal;5e 20%-groep;2020/'21;4613;2382.0;2221.0;526.0;1695.0;4317
957;Totaal mannen en vrouwen;Advies: vmbo-gt;Totaal;5e 20%-groep;2021/'22;4780;2276.0;2489.0;590.0;1899.0;4492
958;Totaal mannen en vrouwen;Advies: vmbo-gt;Totaal;5e 20%-groep;2022/'23;4469;2387.0;2056.0;544.0;1512.0;4162
959;Totaal mannen en vrouwen;Advies: vmbo-gt;Totaal;5e 20%-groep;2023/'24;3911;2056.0;1844.0;1354.0;490.0;3026
960;Totaal mannen en vrouwen;Advies: vmbo-gt;Nederland;Totaal inkomen;2014/'15;32678;21412.0;7242.0;969.0;6273.0;32411
961;Totaal mannen en vrouwen;Advies: vmbo-gt;Nederland;Totaal inkomen;2015/'16;29678;16211.0;13344.0;2227.0;11117.0;29064
962;Totaal mannen en vrouwen;Advies: vmbo-gt;Nederland;Totaal inkomen;2016/'17;25226;13606.0;11501.0;2233.0;9268.0;24684
963;Totaal mannen en vrouwen;Advies: vmbo-gt;Nederland;Totaal inkomen;2017/'18;24058;12980.0;10966.0;2162.0;8804.0;23291
964;Totaal mannen en vrouwen;Advies: vmbo-gt;Nederland;Totaal inkomen;2018/'19;23319;9904.0;13345.0;2467.0;10878.0;22611
965;Totaal mannen en vrouwen;Advies: vmbo-gt;Nederland;Totaal inkomen;2019/'20;23538;;;;;23538
966;Totaal mannen en vrouwen;Advies: vmbo-gt;Nederland;Totaal inkomen;2020/'21;22395;11291.0;11034.0;2225.0;8809.0;21555
967;Totaal mannen en vrouwen;Advies: vmbo-gt;Nederland;Totaal inkomen;2021/'22;21413;9738.0;11607.0;2305.0;9302.0;20743
968;Totaal mannen en vrouwen;Advies: vmbo-gt;Nederland;Totaal inkomen;2022/'23;21019;10724.0;10229.0;2244.0;7985.0;20228
969;Totaal mannen en vrouwen;Advies: vmbo-gt;Nederland;Totaal inkomen;2023/'24;18314;9415.0;8862.0;5982.0;2880.0;15108
970;Totaal mannen en vrouwen;Advies: vmbo-gt;Nederland;1e 20%-groep;2014/'15;4053;2613.0;881.0;109.0;772.0;4042
971;Totaal mannen en vrouwen;Advies: vmbo-gt;Nederland;1e 20%-groep;2015/'16;3520;1961.0;1547.0;257.0;1290.0;3488
972;Totaal mannen en vrouwen;Advies: vmbo-gt;Nederland;1e 20%-groep;2016/'17;2999;1635.0;1344.0;282.0;1062.0;2956
973;Totaal mannen en vrouwen;Advies: vmbo-gt;Nederland;1e 20%-groep;2017/'18;2565;1407.0;1141.0;213.0;928.0;2542
974;Totaal mannen en vrouwen;Advies: vmbo-gt;Nederland;1e 20%-groep;2018/'19;2466;1068.0;1386.0;256.0;1130.0;2466
975;Totaal mannen en vrouwen;Advies: vmbo-gt;Nederland;1e 20%-groep;2019/'20;2508;;;;;2508
976;Totaal mannen en vrouwen;Advies: vmbo-gt;Nederland;1e 20%-groep;2020/'21;2257;1191.0;1057.0;242.0;815.0;2204
977;Totaal mannen en vrouwen;Advies: vmbo-gt;Nederland;1e 20%-groep;2021/'22;2096;1002.0;1077.0;224.0;853.0;2082
978;Totaal mannen en vrouwen;Advies: vmbo-gt;Nederland;1e 20%-groep;2022/'23;2021;1067.0;944.0;211.0;733.0;2006
979;Totaal mannen en vrouwen;Advies: vmbo-gt;Nederland;1e 20%-groep;2023/'24;1691;896.0;790.0;559.0;231.0;1458
980;Totaal mannen en vrouwen;Advies: vmbo-gt;Nederland;2e 20%-groep;2014/'15;5884;3849.0;1337.0;153.0;1184.0;5873
981;Totaal mannen en vrouwen;Advies: vmbo-gt;Nederland;2e 20%-groep;2015/'16;5365;2868.0;2473.0;409.0;2064.0;5272
982;Totaal mannen en vrouwen;Advies: vmbo-gt;Nederland;2e 20%-groep;2016/'17;4541;2378.0;2150.0;374.0;1776.0;4491
983;Totaal mannen en vrouwen;Advies: vmbo-gt;Nederland;2e 20%-groep;2017/'18;4087;2153.0;1919.0;355.0;1564.0;3995
984;Totaal mannen en vrouwen;Advies: vmbo-gt;Nederland;2e 20%-groep;2018/'19;3935;1680.0;2247.0;428.0;1819.0;3814
985;Totaal mannen en vrouwen;Advies: vmbo-gt;Nederland;2e 20%-groep;2019/'20;3911;;;;;3911
986;Totaal mannen en vrouwen;Advies: vmbo-gt;Nederland;2e 20%-groep;2020/'21;3724;1866.0;1845.0;333.0;1512.0;3679
987;Totaal mannen en vrouwen;Advies: vmbo-gt;Nederland;2e 20%-groep;2021/'22;3521;1568.0;1945.0;359.0;1586.0;3491
988;Totaal mannen en vrouwen;Advies: vmbo-gt;Nederland;2e 20%-groep;2022/'23;3306;1661.0;1639.0;350.0;1289.0;3222
989;Totaal mannen en vrouwen;Advies: vmbo-gt;Nederland;2e 20%-groep;2023/'24;2908;1473.0;1431.0;939.0;492.0;2467
990;Totaal mannen en vrouwen;Advies: vmbo-gt;Nederland;3e 20%-groep;2014/'15;8852;5732.0;2018.0;253.0;1765.0;8821
991;Totaal mannen en vrouwen;Advies: vmbo-gt;Nederland;3e 20%-groep;2015/'16;8088;4388.0;3669.0;554.0;3115.0;8016
992;Totaal mannen en vrouwen;Advies: vmbo-gt;Nederland;3e 20%-groep;2016/'17;6693;3588.0;3078.0;562.0;2516.0;6621
