ID;Zorgvormen;RegioS;Perioden;JongerenMetKostenZvwGGZ_1;GedeclareerdeEnToegekendeKosten_2
4461;2e lijns geestelijke gezondheidszorg;Amersfoort (SG);2012;3710.0;14540.0
4462;2e lijns geestelijke gezondheidszorg;Amersfoort (SG);2013;3605.0;14411.0
4463;2e lijns geestelijke gezondheidszorg;Amersfoort (SG);2014;;
4464;2e lijns geestelijke gezondheidszorg;Utrecht (SG);2011;7280.0;25368.0
4465;2e lijns geestelijke gezondheidszorg;Utrecht (SG);2012;7455.0;28098.0
4466;2e lijns geestelijke gezondheidszorg;Utrecht (SG);2013;6840.0;25830.0
4467;2e lijns geestelijke gezondheidszorg;Utrecht (SG);2014;;
4468;2e lijns geestelijke gezondheidszorg;Amsterdam (SG);2011;20390.0;77534.0
4469;2e lijns geestelijke gezondheidszorg;Amsterdam (SG);2012;19725.0;73640.0
4470;2e lijns geestelijke gezondheidszorg;Amsterdam (SG);2013;19960.0;79350.0
4471;2e lijns geestelijke gezondheidszorg;Amsterdam (SG);2014;;
4472;2e lijns geestelijke gezondheidszorg;Haarlem (SG);2011;5455.0;18631.0
4473;2e lijns geestelijke gezondheidszorg;Haarlem (SG);2012;5305.0;18755.0
4474;2e lijns geestelijke gezondheidszorg;Haarlem (SG);2013;5210.0;18082.0
4475;2e lijns geestelijke gezondheidszorg;Haarlem (SG);2014;;
4476;2e lijns geestelijke gezondheidszorg;Leiden (SG);2011;4300.0;18503.0
4477;2e lijns geestelijke gezondheidszorg;Leiden (SG);2012;4480.0;17034.0
4478;2e lijns geestelijke gezondheidszorg;Leiden (SG);2013;4405.0;19958.0
4479;2e lijns geestelijke gezondheidszorg;Leiden (SG);2014;;
4480;2e lijns geestelijke gezondheidszorg;'s-Gravenhage (SG);2011;12650.0;46696.0
4481;2e lijns geestelijke gezondheidszorg;'s-Gravenhage (SG);2012;12580.0;48455.0
4482;2e lijns geestelijke gezondheidszorg;'s-Gravenhage (SG);2013;11645.0;50149.0
4483;2e lijns geestelijke gezondheidszorg;'s-Gravenhage (SG);2014;;
4484;2e lijns geestelijke gezondheidszorg;Rotterdam (SG);2011;13795.0;55441.0
4485;2e lijns geestelijke gezondheidszorg;Rotterdam (SG);2012;13685.0;50335.0
4486;2e lijns geestelijke gezondheidszorg;Rotterdam (SG);2013;13260.0;53608.0
4487;2e lijns geestelijke gezondheidszorg;Rotterdam (SG);2014;;
4488;2e lijns geestelijke gezondheidszorg;Dordrecht (SG);2011;3585.0;15884.0
4489;2e lijns geestelijke gezondheidszorg;Dordrecht (SG);2012;3700.0;13996.0
4490;2e lijns geestelijke gezondheidszorg;Dordrecht (SG);2013;3895.0;15427.0
4491;2e lijns geestelijke gezondheidszorg;Dordrecht (SG);2014;;
4492;2e lijns geestelijke gezondheidszorg;Breda (SG);2011;3125.0;11566.0
4493;2e lijns geestelijke gezondheidszorg;Breda (SG);2012;3265.0;11221.0
4494;2e lijns geestelijke gezondheidszorg;Breda (SG);2013;3135.0;12427.0
4495;2e lijns geestelijke gezondheidszorg;Breda (SG);2014;;
4496;2e lijns geestelijke gezondheidszorg;Tilburg (SG);2011;2870.0;10328.0
4497;2e lijns geestelijke gezondheidszorg;Tilburg (SG);2012;2840.0;11444.0
4498;2e lijns geestelijke gezondheidszorg;Tilburg (SG);2013;2840.0;11776.0
4499;2e lijns geestelijke gezondheidszorg;Tilburg (SG);2014;;
4500;2e lijns geestelijke gezondheidszorg;'s-Hertogenbosch (SG);2011;2365.0;9189.0
4501;2e lijns geestelijke gezondheidszorg;'s-Hertogenbosch (SG);2012;2275.0;8036.0
4502;2e lijns geestelijke gezondheidszorg;'s-Hertogenbosch (SG);2013;2295.0;9465.0
4503;2e lijns geestelijke gezondheidszorg;'s-Hertogenbosch (SG);2014;;
4504;2e lijns geestelijke gezondheidszorg;Eindhoven (SG);2011;5165.0;17900.0
4505;2e lijns geestelijke gezondheidszorg;Eindhoven (SG);2012;5075.0;18676.0
4506;2e lijns geestelijke gezondheidszorg;Eindhoven (SG);2013;4920.0;19104.0
4507;2e lijns geestelijke gezondheidszorg;Eindhoven (SG);2014;;
4508;2e lijns geestelijke gezondheidszorg;Geleen/Sittard (SG);2011;2295.0;10514.0
4509;2e lijns geestelijke gezondheidszorg;Geleen/Sittard (SG);2012;2160.0;9419.0
4510;2e lijns geestelijke gezondheidszorg;Geleen/Sittard (SG);2013;2055.0;9744.0
4511;2e lijns geestelijke gezondheidszorg;Geleen/Sittard (SG);2014;;
4512;2e lijns geestelijke gezondheidszorg;Heerlen (SG);2011;2900.0;13733.0
4513;2e lijns geestelijke gezondheidszorg;Heerlen (SG);2012;2775.0;13135.0
4514;2e lijns geestelijke gezondheidszorg;Heerlen (SG);2013;2685.0;12623.0
4515;2e lijns geestelijke gezondheidszorg;Heerlen (SG);2014;;
4516;2e lijns geestelijke gezondheidszorg;Maastricht (SG);2011;2105.0;7365.0
4517;2e lijns geestelijke gezondheidszorg;Maastricht (SG);2012;2040.0;7207.0
4518;2e lijns geestelijke gezondheidszorg;Maastricht (SG);2013;1880.0;7059.0
4519;2e lijns geestelijke gezondheidszorg;Maastricht (SG);2014;;
4520;2e lijns geestelijke gezondheidszorg;Geen grootstedelijke agglomeratie (GA);2011;135600.0;515745.0
4521;2e lijns geestelijke gezondheidszorg;Geen grootstedelijke agglomeratie (GA);2012;135990.0;497918.0
4522;2e lijns geestelijke gezondheidszorg;Geen grootstedelijke agglomeratie (GA);2013;133275.0;516364.0
4523;2e lijns geestelijke gezondheidszorg;Geen grootstedelijke agglomeratie (GA);2014;;
4524;2e lijns geestelijke gezondheidszorg;Groningen (GA);2011;2800.0;11585.0
4525;2e lijns geestelijke gezondheidszorg;Groningen (GA);2012;2670.0;10672.0
4526;2e lijns geestelijke gezondheidszorg;Groningen (GA);2013;2660.0;10103.0
4527;2e lijns geestelijke gezondheidszorg;Groningen (GA);2014;;
4528;2e lijns geestelijke gezondheidszorg;Leeuwarden (GA);2011;1230.0;5996.0
4529;2e lijns geestelijke gezondheidszorg;Leeuwarden (GA);2012;1275.0;5454.0
4530;2e lijns geestelijke gezondheidszorg;Leeuwarden (GA);2013;1170.0;5408.0
4531;2e lijns geestelijke gezondheidszorg;Leeuwarden (GA);2014;;
4532;2e lijns geestelijke gezondheidszorg;Zwolle (GA);2011;1845.0;8821.0
4533;2e lijns geestelijke gezondheidszorg;Zwolle (GA);2012;1920.0;7231.0
4534;2e lijns geestelijke gezondheidszorg;Zwolle (GA);2013;1870.0;7661.0
4535;2e lijns geestelijke gezondheidszorg;Zwolle (GA);2014;;
4536;2e lijns geestelijke gezondheidszorg;Enschede (GA);2011;1485.0;7945.0
4537;2e lijns geestelijke gezondheidszorg;Enschede (GA);2012;1530.0;7123.0
4538;2e lijns geestelijke gezondheidszorg;Enschede (GA);2013;1615.0;8174.0
4539;2e lijns geestelijke gezondheidszorg;Enschede (GA);2014;;
4540;2e lijns geestelijke gezondheidszorg;Apeldoorn (GA);2011;2270.0;6953.0
4541;2e lijns geestelijke gezondheidszorg;Apeldoorn (GA);2012;2260.0;7756.0
4542;2e lijns geestelijke gezondheidszorg;Apeldoorn (GA);2013;2155.0;7004.0
4543;2e lijns geestelijke gezondheidszorg;Apeldoorn (GA);2014;;
4544;2e lijns geestelijke gezondheidszorg;Arnhem (GA);2011;1655.0;7162.0
4545;2e lijns geestelijke gezondheidszorg;Arnhem (GA);2012;1640.0;6660.0
4546;2e lijns geestelijke gezondheidszorg;Arnhem (GA);2013;1705.0;6785.0
4547;2e lijns geestelijke gezondheidszorg;Arnhem (GA);2014;;
4548;2e lijns geestelijke gezondheidszorg;Nijmegen (GA);2011;1845.0;7886.0
4549;2e lijns geestelijke gezondheidszorg;Nijmegen (GA);2012;1685.0;6772.0
4550;2e lijns geestelijke gezondheidszorg;Nijmegen (GA);2013;1690.0;6199.0
4551;2e lijns geestelijke gezondheidszorg;Nijmegen (GA);2014;;
4552;2e lijns geestelijke gezondheidszorg;Amersfoort (GA);2011;2625.0;8701.0
4553;2e lijns geestelijke gezondheidszorg;Amersfoort (GA);2012;2480.0;9481.0
4554;2e lijns geestelijke gezondheidszorg;Amersfoort (GA);2013;2410.0;9778.0
4555;2e lijns geestelijke gezondheidszorg;Amersfoort (GA);2014;;
4556;2e lijns geestelijke gezondheidszorg;Utrecht (GA);2011;5260.0;17900.0
4557;2e lijns geestelijke gezondheidszorg;Utrecht (GA);2012;5350.0;19552.0
4558;2e lijns geestelijke gezondheidszorg;Utrecht (GA);2013;4805.0;17886.0
4559;2e lijns geestelijke gezondheidszorg;Utrecht (GA);2014;;
4560;2e lijns geestelijke gezondheidszorg;Amsterdam (GA);2011;12765.0;50182.0
4561;2e lijns geestelijke gezondheidszorg;Amsterdam (GA);2012;12435.0;47983.0
4562;2e lijns geestelijke gezondheidszorg;Amsterdam (GA);2013;12645.0;51889.0
4563;2e lijns geestelijke gezondheidszorg;Amsterdam (GA);2014;;
4564;2e lijns geestelijke gezondheidszorg;Haarlem (GA);2011;2405.0;8826.0
4565;2e lijns geestelijke gezondheidszorg;Haarlem (GA);2012;2295.0;8822.0
4566;2e lijns geestelijke gezondheidszorg;Haarlem (GA);2013;2245.0;7996.0
4567;2e lijns geestelijke gezondheidszorg;Haarlem (GA);2014;;
4568;2e lijns geestelijke gezondheidszorg;Leiden (GA);2011;3170.0;13778.0
4569;2e lijns geestelijke gezondheidszorg;Leiden (GA);2012;3275.0;12786.0
4570;2e lijns geestelijke gezondheidszorg;Leiden (GA);2013;3200.0;14847.0
4571;2e lijns geestelijke gezondheidszorg;Leiden (GA);2014;;
4572;2e lijns geestelijke gezondheidszorg;'s-Gravenhage (GA);2011;6930.0;27102.0
4573;2e lijns geestelijke gezondheidszorg;'s-Gravenhage (GA);2012;6970.0;28272.0
4574;2e lijns geestelijke gezondheidszorg;'s-Gravenhage (GA);2013;6400.0;28803.0
4575;2e lijns geestelijke gezondheidszorg;'s-Gravenhage (GA);2014;;
4576;2e lijns geestelijke gezondheidszorg;Rotterdam (GA);2011;11550.0;47072.0
4577;2e lijns geestelijke gezondheidszorg;Rotterdam (GA);2012;11430.0;42742.0
4578;2e lijns geestelijke gezondheidszorg;Rotterdam (GA);2013;10940.0;43953.0
4579;2e lijns geestelijke gezondheidszorg;Rotterdam (GA);2014;;
4580;2e lijns geestelijke gezondheidszorg;Dordrecht (GA);2011;2900.0;12320.0
4581;2e lijns geestelijke gezondheidszorg;Dordrecht (GA);2012;3030.0;11327.0
4582;2e lijns geestelijke gezondheidszorg;Dordrecht (GA);2013;3180.0;12313.0
4583;2e lijns geestelijke gezondheidszorg;Dordrecht (GA);2014;;
4584;2e lijns geestelijke gezondheidszorg;Breda (GA);2011;1670.0;5350.0
4585;2e lijns geestelijke gezondheidszorg;Breda (GA);2012;1755.0;5441.0
4586;2e lijns geestelijke gezondheidszorg;Breda (GA);2013;1690.0;5886.0
4587;2e lijns geestelijke gezondheidszorg;Breda (GA);2014;;
4588;2e lijns geestelijke gezondheidszorg;Tilburg (GA);2011;2210.0;7917.0
4589;2e lijns geestelijke gezondheidszorg;Tilburg (GA);2012;2135.0;8543.0
4590;2e lijns geestelijke gezondheidszorg;Tilburg (GA);2013;2195.0;9336.0
4591;2e lijns geestelijke gezondheidszorg;Tilburg (GA);2014;;
4592;2e lijns geestelijke gezondheidszorg;'s-Hertogenbosch (GA);2011;2025.0;7687.0
4593;2e lijns geestelijke gezondheidszorg;'s-Hertogenbosch (GA);2012;1940.0;6901.0
4594;2e lijns geestelijke gezondheidszorg;'s-Hertogenbosch (GA);2013;1950.0;8066.0
4595;2e lijns geestelijke gezondheidszorg;'s-Hertogenbosch (GA);2014;;
4596;2e lijns geestelijke gezondheidszorg;Eindhoven (GA);2011;4200.0;14709.0
4597;2e lijns geestelijke gezondheidszorg;Eindhoven (GA);2012;4125.0;15400.0
4598;2e lijns geestelijke gezondheidszorg;Eindhoven (GA);2013;3980.0;15367.0
4599;2e lijns geestelijke gezondheidszorg;Eindhoven (GA);2014;;
4600;2e lijns geestelijke gezondheidszorg;Geleen/Sittard (GA);2011;2115.0;9820.0
4601;2e lijns geestelijke gezondheidszorg;Geleen/Sittard (GA);2012;1980.0;8708.0
4602;2e lijns geestelijke gezondheidszorg;Geleen/Sittard (GA);2013;1900.0;8781.0
4603;2e lijns geestelijke gezondheidszorg;Geleen/Sittard (GA);2014;;
4604;2e lijns geestelijke gezondheidszorg;Heerlen (GA);2011;2405.0;11639.0
4605;2e lijns geestelijke gezondheidszorg;Heerlen (GA);2012;2300.0;11250.0
4606;2e lijns geestelijke gezondheidszorg;Heerlen (GA);2013;2205.0;10369.0
4607;2e lijns geestelijke gezondheidszorg;Heerlen (GA);2014;;
4608;2e lijns geestelijke gezondheidszorg;Maastricht (GA);2011;1390.0;4999.0
4609;2e lijns geestelijke gezondheidszorg;Maastricht (GA);2012;1330.0;4809.0
4610;2e lijns geestelijke gezondheidszorg;Maastricht (GA);2013;1235.0;5039.0
4611;2e lijns geestelijke gezondheidszorg;Maastricht (GA);2014;;
4612;2e lijns geestelijke gezondheidszorg;Aa en Hunze;2011;420.0;1734.0
4613;2e lijns geestelijke gezondheidszorg;Aa en Hunze;2012;430.0;1735.0
4614;2e lijns geestelijke gezondheidszorg;Aa en Hunze;2013;390.0;1747.0
4615;2e lijns geestelijke gezondheidszorg;Aa en Hunze;2014;;
4616;2e lijns geestelijke gezondheidszorg;Aalburg;2011;130.0;686.0
4617;2e lijns geestelijke gezondheidszorg;Aalburg;2012;115.0;370.0
4618;2e lijns geestelijke gezondheidszorg;Aalburg;2013;115.0;402.0
4619;2e lijns geestelijke gezondheidszorg;Aalburg;2014;;
4620;2e lijns geestelijke gezondheidszorg;Aalsmeer;2011;400.0;1129.0
4621;2e lijns geestelijke gezondheidszorg;Aalsmeer;2012;405.0;1140.0
4622;2e lijns geestelijke gezondheidszorg;Aalsmeer;2013;390.0;1061.0
4623;2e lijns geestelijke gezondheidszorg;Aalsmeer;2014;;
4624;2e lijns geestelijke gezondheidszorg;Aalten;2011;195.0;665.0
4625;2e lijns geestelijke gezondheidszorg;Aalten;2012;225.0;775.0
4626;2e lijns geestelijke gezondheidszorg;Aalten;2013;220.0;732.0
4627;2e lijns geestelijke gezondheidszorg;Aalten;2014;;
4628;2e lijns geestelijke gezondheidszorg;Achtkarspelen;2011;455.0;1102.0
4629;2e lijns geestelijke gezondheidszorg;Achtkarspelen;2012;490.0;1731.0
4630;2e lijns geestelijke gezondheidszorg;Achtkarspelen;2013;490.0;1888.0
4631;2e lijns geestelijke gezondheidszorg;Achtkarspelen;2014;;
4632;2e lijns geestelijke gezondheidszorg;Alblasserdam;2011;280.0;1085.0
4633;2e lijns geestelijke gezondheidszorg;Alblasserdam;2012;275.0;1127.0
4634;2e lijns geestelijke gezondheidszorg;Alblasserdam;2013;285.0;939.0
4635;2e lijns geestelijke gezondheidszorg;Alblasserdam;2014;;
4636;2e lijns geestelijke gezondheidszorg;Albrandswaard;2011;395.0;1789.0
4637;2e lijns geestelijke gezondheidszorg;Albrandswaard;2012;415.0;1550.0
4638;2e lijns geestelijke gezondheidszorg;Albrandswaard;2013;400.0;1524.0
4639;2e lijns geestelijke gezondheidszorg;Albrandswaard;2014;;
4640;2e lijns geestelijke gezondheidszorg;Alkmaar;2011;1200.0;4947.0
4641;2e lijns geestelijke gezondheidszorg;Alkmaar;2012;1190.0;4457.0
4642;2e lijns geestelijke gezondheidszorg;Alkmaar;2013;1190.0;4542.0
4643;2e lijns geestelijke gezondheidszorg;Alkmaar;2014;;
4644;2e lijns geestelijke gezondheidszorg;Almelo;2011;955.0;4327.0
4645;2e lijns geestelijke gezondheidszorg;Almelo;2012;855.0;3600.0
4646;2e lijns geestelijke gezondheidszorg;Almelo;2013;850.0;3685.0
4647;2e lijns geestelijke gezondheidszorg;Almelo;2014;;
4648;2e lijns geestelijke gezondheidszorg;Almere;2011;3610.0;13558.0
4649;2e lijns geestelijke gezondheidszorg;Almere;2012;3310.0;11625.0
4650;2e lijns geestelijke gezondheidszorg;Almere;2013;3255.0;12876.0
4651;2e lijns geestelijke gezondheidszorg;Almere;2014;;
4652;2e lijns geestelijke gezondheidszorg;Alphen aan den Rijn;2011;1010.0;3713.0
4653;2e lijns geestelijke gezondheidszorg;Alphen aan den Rijn;2012;1030.0;3876.0
4654;2e lijns geestelijke gezondheidszorg;Alphen aan den Rijn;2013;1075.0;5222.0
4655;2e lijns geestelijke gezondheidszorg;Alphen aan den Rijn;2014;;
4656;2e lijns geestelijke gezondheidszorg;Alphen-Chaam;2011;95.0;320.0
4657;2e lijns geestelijke gezondheidszorg;Alphen-Chaam;2012;105.0;313.0
4658;2e lijns geestelijke gezondheidszorg;Alphen-Chaam;2013;95.0;323.0
4659;2e lijns geestelijke gezondheidszorg;Alphen-Chaam;2014;;
4660;2e lijns geestelijke gezondheidszorg;Ameland;2011;35.0;71.0
4661;2e lijns geestelijke gezondheidszorg;Ameland;2012;40.0;190.0
4662;2e lijns geestelijke gezondheidszorg;Ameland;2013;45.0;180.0
4663;2e lijns geestelijke gezondheidszorg;Ameland;2014;;
4664;2e lijns geestelijke gezondheidszorg;Amersfoort;2011;2200.0;7246.0
4665;2e lijns geestelijke gezondheidszorg;Amersfoort;2012;2065.0;8012.0
4666;2e lijns geestelijke gezondheidszorg;Amersfoort;2013;1975.0;8166.0
4667;2e lijns geestelijke gezondheidszorg;Amersfoort;2014;;
4668;2e lijns geestelijke gezondheidszorg;Amstelveen;2011;1045.0;4099.0
4669;2e lijns geestelijke gezondheidszorg;Amstelveen;2012;1055.0;3953.0
4670;2e lijns geestelijke gezondheidszorg;Amstelveen;2013;1025.0;3615.0
4671;2e lijns geestelijke gezondheidszorg;Amstelveen;2014;;
4672;2e lijns geestelijke gezondheidszorg;Amsterdam;2011;8750.0;34759.0
4673;2e lijns geestelijke gezondheidszorg;Amsterdam;2012;8295.0;33182.0
4674;2e lijns geestelijke gezondheidszorg;Amsterdam;2013;8430.0;35146.0
4675;2e lijns geestelijke gezondheidszorg;Amsterdam;2014;;
4676;2e lijns geestelijke gezondheidszorg;Anna Paulowna;2011;160.0;424.0
4677;2e lijns geestelijke gezondheidszorg;Anna Paulowna;2012;;
4678;2e lijns geestelijke gezondheidszorg;Anna Paulowna;2013;;
4679;2e lijns geestelijke gezondheidszorg;Anna Paulowna;2014;;
4680;2e lijns geestelijke gezondheidszorg;Apeldoorn;2011;2270.0;6953.0
4681;2e lijns geestelijke gezondheidszorg;Apeldoorn;2012;2260.0;7756.0
4682;2e lijns geestelijke gezondheidszorg;Apeldoorn;2013;2155.0;7004.0
4683;2e lijns geestelijke gezondheidszorg;Apeldoorn;2014;;
4684;2e lijns geestelijke gezondheidszorg;Appingedam;2011;240.0;811.0
4685;2e lijns geestelijke gezondheidszorg;Appingedam;2012;245.0;1013.0
4686;2e lijns geestelijke gezondheidszorg;Appingedam;2013;255.0;888.0
4687;2e lijns geestelijke gezondheidszorg;Appingedam;2014;;
4688;2e lijns geestelijke gezondheidszorg;Arnhem;2011;1640.0;7119.0
4689;2e lijns geestelijke gezondheidszorg;Arnhem;2012;1625.0;6623.0
4690;2e lijns geestelijke gezondheidszorg;Arnhem;2013;1680.0;6739.0
4691;2e lijns geestelijke gezondheidszorg;Arnhem;2014;;
4692;2e lijns geestelijke gezondheidszorg;Assen;2011;1625.0;8071.0
4693;2e lijns geestelijke gezondheidszorg;Assen;2012;1565.0;6759.0
4694;2e lijns geestelijke gezondheidszorg;Assen;2013;1595.0;7009.0
4695;2e lijns geestelijke gezondheidszorg;Assen;2014;;
4696;2e lijns geestelijke gezondheidszorg;Asten;2011;275.0;766.0
4697;2e lijns geestelijke gezondheidszorg;Asten;2012;275.0;891.0
4698;2e lijns geestelijke gezondheidszorg;Asten;2013;245.0;845.0
4699;2e lijns geestelijke gezondheidszorg;Asten;2014;;
4700;2e lijns geestelijke gezondheidszorg;Baarle-Nassau;2011;45.0;106.0
4701;2e lijns geestelijke gezondheidszorg;Baarle-Nassau;2012;35.0;72.0
4702;2e lijns geestelijke gezondheidszorg;Baarle-Nassau;2013;55.0;255.0
4703;2e lijns geestelijke gezondheidszorg;Baarle-Nassau;2014;;
4704;2e lijns geestelijke gezondheidszorg;Baarn;2011;265.0;974.0
4705;2e lijns geestelijke gezondheidszorg;Baarn;2012;255.0;933.0
4706;2e lijns geestelijke gezondheidszorg;Baarn;2013;230.0;962.0
4707;2e lijns geestelijke gezondheidszorg;Baarn;2014;;
4708;2e lijns geestelijke gezondheidszorg;Barendrecht;2011;660.0;3393.0
4709;2e lijns geestelijke gezondheidszorg;Barendrecht;2012;690.0;2921.0
4710;2e lijns geestelijke gezondheidszorg;Barendrecht;2013;785.0;3792.0
4711;2e lijns geestelijke gezondheidszorg;Barendrecht;2014;;
4712;2e lijns geestelijke gezondheidszorg;Barneveld;2011;705.0;2533.0
4713;2e lijns geestelijke gezondheidszorg;Barneveld;2012;720.0;2017.0
4714;2e lijns geestelijke gezondheidszorg;Barneveld;2013;720.0;2243.0
4715;2e lijns geestelijke gezondheidszorg;Barneveld;2014;;
4716;2e lijns geestelijke gezondheidszorg;Bedum;2011;205.0;688.0
4717;2e lijns geestelijke gezondheidszorg;Bedum;2012;200.0;789.0
4718;2e lijns geestelijke gezondheidszorg;Bedum;2013;200.0;682.0
4719;2e lijns geestelijke gezondheidszorg;Bedum;2014;;
4720;2e lijns geestelijke gezondheidszorg;Beek (L.);2011;250.0;1154.0
4721;2e lijns geestelijke gezondheidszorg;Beek (L.);2012;240.0;1175.0
4722;2e lijns geestelijke gezondheidszorg;Beek (L.);2013;220.0;1011.0
4723;2e lijns geestelijke gezondheidszorg;Beek (L.);2014;;
4724;2e lijns geestelijke gezondheidszorg;Beemster;2011;105.0;279.0
4725;2e lijns geestelijke gezondheidszorg;Beemster;2012;115.0;365.0
4726;2e lijns geestelijke gezondheidszorg;Beemster;2013;110.0;338.0
4727;2e lijns geestelijke gezondheidszorg;Beemster;2014;;
4728;2e lijns geestelijke gezondheidszorg;Beesel;2011;155.0;495.0
4729;2e lijns geestelijke gezondheidszorg;Beesel;2012;145.0;581.0
4730;2e lijns geestelijke gezondheidszorg;Beesel;2013;155.0;617.0
4731;2e lijns geestelijke gezondheidszorg;Beesel;2014;;
4732;2e lijns geestelijke gezondheidszorg;Bellingwedde;2011;150.0;375.0
4733;2e lijns geestelijke gezondheidszorg;Bellingwedde;2012;135.0;558.0
4734;2e lijns geestelijke gezondheidszorg;Bellingwedde;2013;140.0;455.0
4735;2e lijns geestelijke gezondheidszorg;Bellingwedde;2014;;
4736;2e lijns geestelijke gezondheidszorg;Bergambacht;2011;125.0;538.0
4737;2e lijns geestelijke gezondheidszorg;Bergambacht;2012;120.0;503.0
4738;2e lijns geestelijke gezondheidszorg;Bergambacht;2013;120.0;453.0
4739;2e lijns geestelijke gezondheidszorg;Bergambacht;2014;;
4740;2e lijns geestelijke gezondheidszorg;Bergeijk;2011;205.0;617.0
4741;2e lijns geestelijke gezondheidszorg;Bergeijk;2012;195.0;561.0
4742;2e lijns geestelijke gezondheidszorg;Bergeijk;2013;185.0;597.0
4743;2e lijns geestelijke gezondheidszorg;Bergeijk;2014;;
4744;2e lijns geestelijke gezondheidszorg;Bergen (L.);2011;170.0;460.0
4745;2e lijns geestelijke gezondheidszorg;Bergen (L.);2012;185.0;562.0
4746;2e lijns geestelijke gezondheidszorg;Bergen (L.);2013;180.0;635.0
4747;2e lijns geestelijke gezondheidszorg;Bergen (L.);2014;;
4748;2e lijns geestelijke gezondheidszorg;Bergen (NH.);2011;280.0;1052.0
4749;2e lijns geestelijke gezondheidszorg;Bergen (NH.);2012;295.0;1166.0
4750;2e lijns geestelijke gezondheidszorg;Bergen (NH.);2013;275.0;995.0
4751;2e lijns geestelijke gezondheidszorg;Bergen (NH.);2014;;
4752;2e lijns geestelijke gezondheidszorg;Bergen op Zoom;2011;710.0;2778.0
4753;2e lijns geestelijke gezondheidszorg;Bergen op Zoom;2012;720.0;2791.0
4754;2e lijns geestelijke gezondheidszorg;Bergen op Zoom;2013;750.0;2604.0
4755;2e lijns geestelijke gezondheidszorg;Bergen op Zoom;2014;;
4756;2e lijns geestelijke gezondheidszorg;Berkelland;2011;485.0;2027.0
4757;2e lijns geestelijke gezondheidszorg;Berkelland;2012;500.0;1804.0
4758;2e lijns geestelijke gezondheidszorg;Berkelland;2013;505.0;1719.0
4759;2e lijns geestelijke gezondheidszorg;Berkelland;2014;;
4760;2e lijns geestelijke gezondheidszorg;Bernheze;2011;425.0;1350.0
4761;2e lijns geestelijke gezondheidszorg;Bernheze;2012;395.0;1077.0
4762;2e lijns geestelijke gezondheidszorg;Bernheze;2013;415.0;1679.0
4763;2e lijns geestelijke gezondheidszorg;Bernheze;2014;;
4764;2e lijns geestelijke gezondheidszorg;Bernisse;2011;165.0;608.0
4765;2e lijns geestelijke gezondheidszorg;Bernisse;2012;155.0;465.0
4766;2e lijns geestelijke gezondheidszorg;Bernisse;2013;170.0;754.0
4767;2e lijns geestelijke gezondheidszorg;Bernisse;2014;;
4768;2e lijns geestelijke gezondheidszorg;Best;2011;360.0;1217.0
4769;2e lijns geestelijke gezondheidszorg;Best;2012;365.0;1404.0
4770;2e lijns geestelijke gezondheidszorg;Best;2013;345.0;1392.0
4771;2e lijns geestelijke gezondheidszorg;Best;2014;;
4772;2e lijns geestelijke gezondheidszorg;Beuningen;2011;365.0;1712.0
4773;2e lijns geestelijke gezondheidszorg;Beuningen;2012;365.0;1514.0
4774;2e lijns geestelijke gezondheidszorg;Beuningen;2013;325.0;1304.0
4775;2e lijns geestelijke gezondheidszorg;Beuningen;2014;;
4776;2e lijns geestelijke gezondheidszorg;Beverwijk;2011;565.0;1476.0
4777;2e lijns geestelijke gezondheidszorg;Beverwijk;2012;555.0;1483.0
4778;2e lijns geestelijke gezondheidszorg;Beverwijk;2013;565.0;1648.0
4779;2e lijns geestelijke gezondheidszorg;Beverwijk;2014;;
4780;2e lijns geestelijke gezondheidszorg;het Bildt;2011;160.0;904.0
4781;2e lijns geestelijke gezondheidszorg;het Bildt;2012;155.0;733.0
4782;2e lijns geestelijke gezondheidszorg;het Bildt;2013;160.0;1021.0
4783;2e lijns geestelijke gezondheidszorg;het Bildt;2014;;
4784;2e lijns geestelijke gezondheidszorg;De Bilt;2011;470.0;1780.0
4785;2e lijns geestelijke gezondheidszorg;De Bilt;2012;505.0;1954.0
4786;2e lijns geestelijke gezondheidszorg;De Bilt;2013;460.0;1718.0
4787;2e lijns geestelijke gezondheidszorg;De Bilt;2014;;
4788;2e lijns geestelijke gezondheidszorg;Binnenmaas;2011;400.0;1414.0
4789;2e lijns geestelijke gezondheidszorg;Binnenmaas;2012;360.0;1156.0
4790;2e lijns geestelijke gezondheidszorg;Binnenmaas;2013;360.0;1387.0
4791;2e lijns geestelijke gezondheidszorg;Binnenmaas;2014;;
4792;2e lijns geestelijke gezondheidszorg;Bladel;2011;210.0;879.0
4793;2e lijns geestelijke gezondheidszorg;Bladel;2012;225.0;794.0
4794;2e lijns geestelijke gezondheidszorg;Bladel;2013;220.0;1021.0
4795;2e lijns geestelijke gezondheidszorg;Bladel;2014;;
4796;2e lijns geestelijke gezondheidszorg;Blaricum;2011;95.0;289.0
4797;2e lijns geestelijke gezondheidszorg;Blaricum;2012;90.0;476.0
4798;2e lijns geestelijke gezondheidszorg;Blaricum;2013;90.0;231.0
4799;2e lijns geestelijke gezondheidszorg;Blaricum;2014;;
4800;2e lijns geestelijke gezondheidszorg;Bloemendaal;2011;250.0;721.0
4801;2e lijns geestelijke gezondheidszorg;Bloemendaal;2012;255.0;956.0
4802;2e lijns geestelijke gezondheidszorg;Bloemendaal;2013;245.0;861.0
