ID;Vermogensklassen;KenmerkenVanHetHuishouden;Perioden;Aantal_1;AantalPersonen_2;Totaal_3;Gemiddeld_4;k_50ePercentielMediaan_5
56;1;25;2002;160;1.0;18.7;117.0;19.0
57;1;25;2003;164;1.0;21.1;129.0;21.0
58;1;25;2004;167;1.0;23.8;142.0;22.0
59;1;25;2005;172;1.0;26.4;153.0;23.0
60;1;25;2006;179;1.0;29.9;167.0;23.0
61;1;25;2007;185;1.0;33.6;182.0;25.0
62;1;25;2008;191;1.0;34.9;182.0;31.0
63;1;25;2009;198;1.0;37.7;190.0;38.0
64;1;25;2010;209;1.0;42.5;203.0;37.0
65;1;25;2011 voor methodewijziging;210;1.0;42.0;200.0;47.0
66;1;25;2011 na methodewijziging;213;1.0;42.3;198.0;44.0
67;1;25;2012;227;1.0;44.5;196.0;47.0
68;1;25;2013;240;1.0;44.8;187.0;46.0
69;1;25;2014;247;1.0;48.8;198.0;48.0
70;1;26;2002;1260;1.0;96.1;76.0;10.0
71;1;26;2003;1276;1.0;108.6;85.0;10.0
72;1;26;2004;1279;1.0;116.4;91.0;10.0
73;1;26;2005;1296;1.0;126.2;97.0;11.0
74;1;26;2006;1331;1.0;131.1;99.0;12.0
75;1;26;2007;1347;1.0;146.7;109.0;13.0
76;1;26;2008;1362;1.0;154.6;114.0;13.0
77;1;26;2009;1378;1.0;148.2;108.0;13.0
78;1;26;2010;1395;1.0;146.9;105.0;12.0
79;1;26;2011 voor methodewijziging;1399;1.0;146.3;105.0;12.0
80;1;26;2011 na methodewijziging;1394;1.0;147.8;106.0;12.0
81;1;26;2012;1416;1.0;146.1;103.0;11.0
82;1;26;2013;1433;1.0;138.5;97.0;9.0
83;1;26;2014;1429;1.0;142.1;99.0;9.0
84;1;27;2002;696;1.0;33.8;49.0;5.0
85;1;27;2003;707;1.0;37.4;53.0;5.0
86;1;27;2004;708;1.0;43.5;62.0;4.0
87;1;27;2005;720;1.0;47.6;66.0;4.0
88;1;27;2006;746;1.0;45.5;61.0;4.0
89;1;27;2007;758;1.0;54.4;72.0;5.0
90;1;27;2008;768;1.0;57.3;75.0;5.0
91;1;27;2009;778;1.0;53.2;68.0;5.0
92;1;27;2010;786;1.0;51.1;65.0;5.0
93;1;27;2011 voor methodewijziging;792;1.0;51.1;65.0;4.0
94;1;27;2011 na methodewijziging;785;1.0;47.9;61.0;4.0
95;1;27;2012;792;1.0;44.6;56.0;4.0
96;1;27;2013;794;1.0;39.1;49.0;2.0
97;1;27;2014;793;1.0;40.6;51.0;3.0
98;1;28;2002;564;1.0;62.4;111.0;18.0
99;1;28;2003;569;1.0;71.2;125.0;19.0
100;1;28;2004;571;1.0;72.8;128.0;20.0
101;1;28;2005;576;1.0;78.6;136.0;22.0
102;1;28;2006;585;1.0;85.7;146.0;22.0
103;1;28;2007;589;1.0;92.3;157.0;23.0
104;1;28;2008;594;1.0;97.4;164.0;23.0
105;1;28;2009;599;1.0;95.0;158.0;24.0
106;1;28;2010;609;1.0;95.8;157.0;24.0
107;1;28;2011 voor methodewijziging;607;1.0;95.1;157.0;24.0
108;1;28;2011 na methodewijziging;609;1.0;99.9;164.0;26.0
109;1;28;2012;624;1.0;101.5;163.0;29.0
110;1;28;2013;638;1.0;99.5;156.0;30.0
111;1;28;2014;637;1.0;101.5;159.0;31.0
112;1;29;2002;4574;3.0;754.3;165.0;73.0
113;1;29;2003;4594;2.9;796.1;173.0;81.0
114;1;29;2004;4607;2.9;792.8;172.0;80.0
115;1;29;2005;4622;2.9;842.6;182.0;84.0
116;1;29;2006;4626;2.9;894.0;193.0;86.0
117;1;29;2007;4636;2.9;978.0;211.0;94.0
118;1;29;2008;4655;2.9;1050.0;226.0;101.0
119;1;29;2009;4681;2.9;995.0;213.0;92.0
120;1;29;2010;4704;2.9;958.1;204.0;75.0
121;1;29;2011 voor methodewijziging;4721;2.9;917.9;194.0;66.0
122;1;29;2011 na methodewijziging;4720;2.9;937.4;199.0;67.0
123;1;29;2012;4736;2.9;927.4;196.0;62.0
124;1;29;2013;4752;2.9;847.6;178.0;43.0
125;1;29;2014;4771;2.9;937.7;197.0;42.0
126;1;30;2002;3968;3.0;689.4;174.0;85.0
127;1;30;2003;3966;2.9;727.3;183.0;95.0
128;1;30;2004;3962;2.9;719.4;182.0;94.0
129;1;30;2005;3970;2.9;762.7;192.0;100.0
130;1;30;2006;3971;2.9;811.5;204.0;102.0
131;1;30;2007;3969;2.9;889.9;224.0;112.0
132;1;30;2008;3983;2.9;954.8;240.0;120.0
133;1;30;2009;3998;2.9;898.7;225.0;111.0
134;1;30;2010;4002;2.9;863.2;216.0;94.0
135;1;30;2011 voor methodewijziging;4107;2.9;841.1;205.0;81.0
136;1;30;2011 na methodewijziging;4106;2.9;857.1;209.0;82.0
137;1;30;2012;4109;2.9;850.1;207.0;77.0
138;1;30;2013;4116;2.9;777.3;189.0;55.0
139;1;30;2014;4122;2.9;861.6;209.0;55.0
140;1;31;2002;1983;2.0;352.3;178.0;66.0
141;1;31;2003;1984;2.0;375.1;189.0;78.0
142;1;31;2004;1990;2.0;375.4;189.0;80.0
143;1;31;2005;2001;2.0;409.8;205.0;89.0
144;1;31;2006;2019;2.0;438.6;217.0;96.0
145;1;31;2007;2034;2.0;501.8;247.0;108.0
146;1;31;2008;2057;2.0;537.2;261.0;120.0
147;1;31;2009;2070;2.0;506.9;245.0;115.0
148;1;31;2010;2083;2.0;500.3;240.0;105.0
149;1;31;2011 voor methodewijziging;2114;2.0;490.1;232.0;96.0
150;1;31;2011 na methodewijziging;2107;2.0;490.0;233.0;97.0
151;1;31;2012;2113;2.0;488.9;231.0;96.0
152;1;31;2013;2124;2.0;462.1;218.0;80.0
153;1;31;2014;2138;2.0;502.7;235.0;82.0
154;1;32;2002;1366;2.0;223.4;164.0;65.0
155;1;32;2003;1359;2.0;232.5;171.0;73.0
156;1;32;2004;1352;2.0;230.5;171.0;75.0
157;1;32;2005;1346;2.0;247.5;184.0;80.0
158;1;32;2006;1348;2.0;256.1;190.0;81.0
159;1;32;2007;1346;2.0;296.8;220.0;90.0
160;1;32;2008;1350;2.0;306.8;227.0;94.0
161;1;32;2009;1339;2.0;279.7;209.0;83.0
162;1;32;2010;1327;2.0;261.8;197.0;67.0
163;1;32;2011 voor methodewijziging;1333;2.0;246.9;185.0;57.0
164;1;32;2011 na methodewijziging;1331;2.0;248.8;187.0;60.0
165;1;32;2012;1292;2.0;233.2;180.0;54.0
166;1;32;2013;1265;2.0;202.6;160.0;35.0
167;1;32;2014;1255;2.0;221.5;176.0;36.0
168;1;33;2002;617;2.0;128.9;209.0;67.0
169;1;33;2003;625;2.0;142.6;228.0;97.0
170;1;33;2004;638;2.0;144.9;227.0;103.0
171;1;33;2005;654;2.0;162.3;248.0;123.0
172;1;33;2006;671;2.0;182.5;272.0;142.0
173;1;33;2007;688;2.0;205.0;298.0;163.0
174;1;33;2008;707;2.0;230.4;326.0;187.0
175;1;33;2009;731;2.0;227.2;311.0;188.0
176;1;33;2010;755;2.0;238.5;316.0;187.0
177;1;33;2011 voor methodewijziging;781;2.0;243.2;311.0;179.0
178;1;33;2011 na methodewijziging;776;2.0;241.2;311.0;179.0
179;1;33;2012;821;2.0;255.7;311.0;179.0
180;1;33;2013;859;2.0;259.5;302.0;162.0
181;1;33;2014;883;2.0;281.2;319.0;162.0
182;1;34;2002;1340;3.9;197.0;147.0;86.0
183;1;34;2003;1347;3.9;206.0;153.0;93.0
184;1;34;2004;1347;3.9;206.1;153.0;89.0
185;1;34;2005;1346;3.9;205.3;153.0;91.0
186;1;34;2006;1344;3.9;220.7;164.0;90.0
187;1;34;2007;1333;3.9;228.8;172.0;94.0
188;1;34;2008;1333;3.9;247.4;186.0;99.0
189;1;34;2009;1326;3.9;227.6;172.0;84.0
190;1;34;2010;1321;3.9;205.5;156.0;62.0
191;1;34;2011 voor methodewijziging;1345;3.9;188.3;140.0;46.0
192;1;34;2011 na methodewijziging;1352;3.9;201.9;149.0;46.0
193;1;34;2012;1341;3.9;194.1;145.0;37.0
194;1;34;2013;1329;3.9;160.1;120.0;13.0
195;1;34;2014;1318;3.9;185.3;141.0;12.0
196;1;35;2002;645;3.8;140.1;217.0;131.0
197;1;35;2003;635;3.8;146.2;230.0;141.0
198;1;35;2004;625;3.8;137.9;221.0;142.0
199;1;35;2005;623;3.8;147.6;237.0;148.0
200;1;35;2006;608;3.8;152.2;250.0;152.0
201;1;35;2007;601;3.8;159.3;265.0;166.0
202;1;35;2008;594;3.8;170.1;287.0;177.0
203;1;35;2009;602;3.8;164.2;273.0;167.0
204;1;35;2010;598;3.8;157.5;263.0;148.0
205;1;35;2011 voor methodewijziging;648;3.8;162.7;251.0;135.0
206;1;35;2011 na methodewijziging;647;3.8;165.1;255.0;137.0
207;1;35;2012;655;3.8;167.1;255.0;130.0
208;1;35;2013;663;3.8;155.0;234.0;103.0
209;1;35;2014;666;3.8;173.7;261.0;102.0
210;1;36;2002;409;2.5;31.8;78.0;4.0
211;1;36;2003;425;2.5;32.6;77.0;4.0
212;1;36;2004;437;2.5;37.0;85.0;4.0
213;1;36;2005;439;2.5;41.2;94.0;5.0
214;1;36;2006;437;2.5;43.2;99.0;5.0
215;1;36;2007;445;2.5;42.5;96.0;5.0
216;1;36;2008;449;2.5;46.9;104.0;7.0
217;1;36;2009;463;2.5;49.1;106.0;6.0
218;1;36;2010;475;2.5;45.8;96.0;6.0
219;1;36;2011 voor methodewijziging;475;2.5;42.2;89.0;5.0
220;1;36;2011 na methodewijziging;477;2.5;46.6;98.0;5.0
221;1;36;2012;491;2.5;45.5;93.0;5.0
222;1;36;2013;502;2.5;41.0;82.0;4.0
223;1;36;2014;517;2.5;44.8;87.0;3.0
224;1;37;2002;230;2.6;9.0;39.0;1.0
225;1;37;2003;238;2.6;10.8;45.0;1.0
226;1;37;2004;242;2.6;11.4;47.0;2.0
227;1;37;2005;246;2.6;12.0;49.0;2.0
228;1;37;2006;247;2.6;12.6;51.0;2.0
229;1;37;2007;249;2.6;14.4;58.0;2.0
230;1;37;2008;255;2.6;16.0;63.0;3.0
231;1;37;2009;261;2.6;16.0;61.0;3.0
232;1;37;2010;267;2.5;14.9;56.0;3.0
233;1;37;2011 voor methodewijziging;259;2.6;12.8;49.0;2.0
234;1;37;2011 na methodewijziging;259;2.5;14.9;58.0;2.0
235;1;37;2012;267;2.5;14.2;53.0;2.0
236;1;37;2013;273;2.5;11.9;44.0;2.0
237;1;37;2014;281;2.5;13.5;48.0;2.0
238;1;38;2002;178;2.4;22.8;128.0;21.0
239;1;38;2003;187;2.4;21.9;117.0;21.0
240;1;38;2004;195;2.4;25.5;131.0;19.0
241;1;38;2005;193;2.5;29.1;151.0;23.0
242;1;38;2006;190;2.5;30.6;161.0;21.0
243;1;38;2007;195;2.5;28.1;144.0;22.0
244;1;38;2008;195;2.5;30.9;159.0;23.0
245;1;38;2009;202;2.5;33.1;164.0;18.0
246;1;38;2010;208;2.5;30.8;148.0;18.0
247;1;38;2011 voor methodewijziging;216;2.5;29.4;136.0;16.0
248;1;38;2011 na methodewijziging;217;2.5;31.7;146.0;17.0
249;1;38;2012;225;2.5;31.4;140.0;16.0
250;1;38;2013;229;2.5;29.0;127.0;11.0
251;1;38;2014;236;2.5;31.3;132.0;11.0
252;1;39;2002;198;3.8;33.1;168.0;32.0
253;1;39;2003;203;3.8;36.2;178.0;30.0
254;1;39;2004;207;3.8;36.5;176.0;29.0
255;1;39;2005;213;3.8;38.7;182.0;28.0
256;1;39;2006;218;3.8;39.3;180.0;25.0
257;1;39;2007;222;3.8;45.6;205.0;27.0
258;1;39;2008;222;3.8;48.3;217.0;29.0
259;1;39;2009;221;3.8;47.3;214.0;28.0
260;1;39;2010;227;3.7;49.1;216.0;22.0
261;1;39;2011 voor methodewijziging;139;3.9;34.7;250.0;30.0
262;1;39;2011 na methodewijziging;137;3.9;33.7;245.0;35.0
263;1;39;2012;136;3.9;31.8;234.0;31.0
264;1;39;2013;134;3.9;29.3;219.0;21.0
265;1;39;2014;131;3.9;31.3;238.0;22.0
266;1;42;2002;1530;1.6;257.4;168.0;29.0
267;1;42;2003;1547;1.6;286.3;185.0;36.0
268;1;42;2004;1567;1.6;293.4;187.0;39.0
269;1;42;2005;1595;1.6;322.8;202.0;45.0
270;1;42;2006;1629;1.6;359.8;221.0;56.0
271;1;42;2007;1656;1.6;395.4;239.0;67.0
272;1;42;2008;1689;1.6;434.1;257.0;93.0
273;1;42;2009;1728;1.6;430.9;249.0;107.0
274;1;42;2010;1775;1.6;447.3;252.0;107.0
275;1;42;2011 voor methodewijziging;1807;1.6;449.0;248.0;107.0
276;1;42;2011 na methodewijziging;1807;1.6;455.0;252.0;107.0
277;1;42;2012;1890;1.6;474.7;251.0;111.0
278;1;42;2013;1962;1.6;474.3;242.0;102.0
279;1;42;2014;1998;1.7;507.9;254.0;105.0
280;1;43;2002;724;1.0;81.0;112.0;19.0
281;1;43;2003;733;1.0;92.4;126.0;20.0
282;1;43;2004;738;1.0;96.6;131.0;21.0
283;1;43;2005;748;1.0;104.9;140.0;22.0
284;1;43;2006;764;1.0;115.5;151.0;23.0
285;1;43;2007;774;1.0;125.9;163.0;23.0
286;1;43;2008;786;1.0;132.3;168.0;23.0
287;1;43;2009;798;1.0;132.7;166.0;24.0
288;1;43;2010;818;1.0;138.3;169.0;24.0
289;1;43;2011 voor methodewijziging;818;1.0;137.2;168.0;27.0
290;1;43;2011 na methodewijziging;823;1.0;142.2;173.0;30.0
291;1;43;2012;851;1.0;146.0;172.0;32.0
292;1;43;2013;878;1.0;144.3;164.0;33.0
293;1;43;2014;883;1.0;150.3;170.0;34.0
294;1;44;2002;160;1.0;18.7;117.0;19.0
295;1;44;2003;164;1.0;21.1;129.0;21.0
296;1;44;2004;167;1.0;23.8;142.0;22.0
297;1;44;2005;172;1.0;26.4;153.0;23.0
298;1;44;2006;179;1.0;29.9;167.0;23.0
299;1;44;2007;185;1.0;33.6;182.0;25.0
300;1;44;2008;191;1.0;34.9;182.0;31.0
301;1;44;2009;198;1.0;37.7;190.0;38.0
302;1;44;2010;209;1.0;42.5;203.0;37.0
303;1;44;2011 voor methodewijziging;210;1.0;42.0;200.0;47.0
304;1;44;2011 na methodewijziging;213;1.0;42.3;198.0;44.0
305;1;44;2012;227;1.0;44.5;196.0;47.0
306;1;44;2013;240;1.0;44.8;187.0;46.0
307;1;44;2014;247;1.0;48.8;198.0;48.0
308;1;45;2002;564;1.0;62.4;111.0;18.0
309;1;45;2003;569;1.0;71.2;125.0;19.0
310;1;45;2004;571;1.0;72.8;128.0;20.0
311;1;45;2005;576;1.0;78.6;136.0;22.0
312;1;45;2006;585;1.0;85.7;146.0;22.0
313;1;45;2007;589;1.0;92.3;157.0;23.0
314;1;45;2008;594;1.0;97.4;164.0;23.0
315;1;45;2009;599;1.0;95.0;158.0;24.0
316;1;45;2010;609;1.0;95.8;157.0;24.0
317;1;45;2011 voor methodewijziging;607;1.0;95.1;157.0;24.0
318;1;45;2011 na methodewijziging;609;1.0;99.9;164.0;26.0
319;1;45;2012;624;1.0;101.5;163.0;29.0
320;1;45;2013;638;1.0;99.5;156.0;30.0
321;1;45;2014;637;1.0;101.5;159.0;31.0
322;1;46;2002;655;2.0;136.3;208.0;70.0
323;1;46;2003;663;2.0;150.7;228.0;98.0
324;1;46;2004;679;2.0;154.1;227.0;105.0
325;1;46;2005;697;2.0;171.6;246.0;123.0
326;1;46;2006;718;2.0;195.8;273.0;142.0
327;1;46;2007;735;2.0;219.2;298.0;163.0
328;1;46;2008;757;2.0;246.4;325.0;186.0
329;1;46;2009;780;2.0;242.4;311.0;186.0
330;1;46;2010;808;2.0;254.2;315.0;185.0
331;1;46;2011 voor methodewijziging;836;2.0;257.3;308.0;176.0
332;1;46;2011 na methodewijziging;833;2.0;256.8;308.0;177.0
333;1;46;2012;883;2.0;272.7;309.0;177.0
334;1;46;2013;923;2.0;276.0;299.0;159.0
335;1;46;2014;950;2.0;299.3;315.0;159.0
336;1;47;2002;480;2.0;98.9;206.0;55.0
337;1;47;2003;488;2.0;107.8;221.0;87.0
338;1;47;2004;498;2.0;112.2;225.0;94.0
339;1;47;2005;511;2.0;125.2;245.0;117.0
340;1;47;2006;524;2.0;139.2;265.0;136.0
341;1;47;2007;538;2.0;158.8;295.0;161.0
342;1;47;2008;554;2.0;179.1;324.0;187.0
343;1;47;2009;573;2.0;174.1;304.0;186.0
344;1;47;2010;592;2.0;183.2;309.0;186.0
345;1;47;2011 voor methodewijziging;614;2.0;190.0;310.0;177.0
346;1;47;2011 na methodewijziging;612;2.0;186.7;305.0;180.0
347;1;47;2012;651;2.0;200.5;308.0;181.0
348;1;47;2013;688;2.0;205.4;299.0;165.0
349;1;47;2014;713;2.0;224.4;314.0;165.0
350;1;48;2002;175;2.0;37.5;214.0;100.0
351;1;48;2003;175;2.0;42.9;246.0;121.0
352;1;48;2004;181;2.0;41.9;232.0;125.0
353;1;48;2005;186;2.0;46.3;250.0;134.0
354;1;48;2006;194;2.0;56.6;292.0;152.0
355;1;48;2007;197;2.0;60.3;307.0;165.0
356;1;48;2008;204;2.0;67.3;330.0;185.0
357;1;48;2009;207;2.0;68.3;330.0;187.0
358;1;48;2010;216;2.0;71.0;329.0;180.0
359;1;48;2011 voor methodewijziging;222;2.0;67.2;303.0;175.0
360;1;48;2011 na methodewijziging;221;2.0;70.1;317.0;169.0
361;1;48;2012;231;2.0;72.2;312.0;165.0
362;1;48;2013;235;2.0;70.6;300.0;143.0
363;1;48;2014;237;2.0;74.9;316.0;141.0
364;1;49;2002;151;3.1;40.0;265.0;141.0
365;1;49;2003;151;3.1;43.2;285.0;171.0
366;1;49;2004;150;3.1;42.7;286.0;176.0
367;1;49;2005;150;3.1;46.3;308.0;189.0
368;1;49;2006;147;3.1;48.5;330.0;190.0
369;1;49;2007;148;3.1;50.4;341.0;198.0
370;1;49;2008;146;3.1;55.4;380.0;229.0
371;1;49;2009;151;3.1;55.8;370.0;223.0
372;1;49;2010;149;3.1;54.8;368.0;200.0
373;1;49;2011 voor methodewijziging;154;3.2;54.5;355.0;184.0
374;1;49;2011 na methodewijziging;152;3.2;56.0;368.0;194.0
375;1;49;2012;157;3.2;56.1;358.0;183.0
376;1;49;2013;161;3.2;54.0;336.0;157.0
377;1;49;2014;164;3.2;58.3;355.0;152.0
378;1;50;2002;5332;2.5;656.6;123.0;35.0
379;1;50;2003;5372;2.5;690.3;128.0;37.0
380;1;50;2004;5381;2.5;687.3;128.0;34.0
381;1;50;2005;5395;2.5;724.0;134.0;36.0
382;1;50;2006;5434;2.5;753.7;139.0;34.0
383;1;50;2007;5453;2.4;828.4;152.0;39.0
384;1;50;2008;5477;2.4;865.5;158.0;41.0
385;1;50;2009;5514;2.4;817.7;148.0;33.0
386;1;50;2010;5528;2.4;766.2;139.0;23.0
387;1;50;2011 voor methodewijziging;5530;2.4;719.5;130.0;19.0
388;1;50;2011 na methodewijziging;5530;2.4;736.1;133.0;19.0
389;1;50;2012;5516;2.4;705.3;128.0;16.0
390;1;50;2013;5496;2.4;610.7;111.0;8.0
391;1;50;2014;5483;2.4;681.6;124.0;8.0
392;1;1e 10%-groep (laag inkomen);2002;686;1.3;32.7;48.0;2.0
393;1;1e 10%-groep (laag inkomen);2003;692;1.3;33.4;48.0;1.0
394;1;1e 10%-groep (laag inkomen);2004;695;1.3;38.1;55.0;1.0
395;1;1e 10%-groep (laag inkomen);2005;699;1.3;36.9;53.0;1.0
396;1;1e 10%-groep (laag inkomen);2006;706;1.3;39.4;56.0;1.0
397;1;1e 10%-groep (laag inkomen);2007;711;1.3;44.7;63.0;1.0
398;1;1e 10%-groep (laag inkomen);2008;717;1.3;48.8;68.0;1.0
399;1;1e 10%-groep (laag inkomen);2009;724;1.2;52.0;72.0;1.0
400;1;1e 10%-groep (laag inkomen);2010;730;1.3;52.0;71.0;1.0
401;1;1e 10%-groep (laag inkomen);2011 voor methodewijziging;734;1.3;49.2;67.0;1.0
402;1;1e 10%-groep (laag inkomen);2011 na methodewijziging;734;1.3;63.1;86.0;1.0
403;1;1e 10%-groep (laag inkomen);2012;741;1.3;84.0;113.0;1.0
404;1;1e 10%-groep (laag inkomen);2013;746;1.3;58.5;78.0;1.0
405;1;1e 10%-groep (laag inkomen);2014;748;1.3;65.0;87.0;1.0
406;1;2e 10%-groep (inkomen);2002;686;1.2;25.7;37.0;6.0
407;1;2e 10%-groep (inkomen);2003;692;1.2;29.7;43.0;6.0
408;1;2e 10%-groep (inkomen);2004;695;1.2;30.2;43.0;5.0
409;1;2e 10%-groep (inkomen);2005;699;1.2;31.3;45.0;5.0
410;1;2e 10%-groep (inkomen);2006;706;1.2;34.7;49.0;5.0
411;1;2e 10%-groep (inkomen);2007;711;1.2;37.6;53.0;5.0
412;1;2e 10%-groep (inkomen);2008;717;1.2;38.5;54.0;5.0
413;1;2e 10%-groep (inkomen);2009;724;1.2;42.0;58.0;5.0
414;1;2e 10%-groep (inkomen);2010;730;1.2;36.7;50.0;5.0
415;1;2e 10%-groep (inkomen);2011 voor methodewijziging;734;1.2;40.5;55.0;5.0
416;1;2e 10%-groep (inkomen);2011 na methodewijziging;734;1.2;42.3;58.0;5.0
417;1;2e 10%-groep (inkomen);2012;741;1.2;44.6;60.0;4.0
418;1;2e 10%-groep (inkomen);2013;746;1.2;36.8;49.0;3.0
419;1;2e 10%-groep (inkomen);2014;748;1.2;39.4;53.0;3.0
420;1;3e 10%-groep (inkomen);2002;686;1.6;35.8;52.0;8.0
421;1;3e 10%-groep (inkomen);2003;692;1.6;40.2;58.0;8.0
422;1;3e 10%-groep (inkomen);2004;695;1.6;40.3;58.0;8.0
423;1;3e 10%-groep (inkomen);2005;699;1.6;42.0;60.0;8.0
424;1;3e 10%-groep (inkomen);2006;706;1.5;41.5;59.0;8.0
425;1;3e 10%-groep (inkomen);2007;711;1.5;49.4;69.0;10.0
426;1;3e 10%-groep (inkomen);2008;717;1.5;43.5;61.0;11.0
427;1;3e 10%-groep (inkomen);2009;724;1.5;53.2;73.0;11.0
428;1;3e 10%-groep (inkomen);2010;730;1.5;50.5;69.0;9.0
429;1;3e 10%-groep (inkomen);2011 voor methodewijziging;734;1.4;53.2;73.0;9.0
430;1;3e 10%-groep (inkomen);2011 na methodewijziging;734;1.5;52.8;72.0;9.0
431;1;3e 10%-groep (inkomen);2012;741;1.4;53.9;73.0;8.0
432;1;3e 10%-groep (inkomen);2013;746;1.4;45.3;61.0;5.0
433;1;3e 10%-groep (inkomen);2014;748;1.4;48.1;64.0;5.0
434;1;4e 10%-groep (inkomen);2002;686;1.9;51.4;75.0;17.0
435;1;4e 10%-groep (inkomen);2003;692;1.9;54.5;79.0;17.0
436;1;4e 10%-groep (inkomen);2004;695;1.9;53.6;77.0;16.0
437;1;4e 10%-groep (inkomen);2005;699;1.9;56.4;81.0;18.0
438;1;4e 10%-groep (inkomen);2006;706;1.8;60.4;86.0;19.0
439;1;4e 10%-groep (inkomen);2007;711;1.8;68.5;96.0;21.0
440;1;4e 10%-groep (inkomen);2008;717;1.8;73.9;103.0;24.0
441;1;4e 10%-groep (inkomen);2009;724;1.8;70.1;97.0;23.0
442;1;4e 10%-groep (inkomen);2010;730;1.8;70.0;96.0;20.0
443;1;4e 10%-groep (inkomen);2011 voor methodewijziging;734;1.8;67.1;92.0;20.0
444;1;4e 10%-groep (inkomen);2011 na methodewijziging;734;1.8;68.1;93.0;18.0
445;1;4e 10%-groep (inkomen);2012;741;1.8;69.5;94.0;17.0
446;1;4e 10%-groep (inkomen);2013;746;1.8;59.7;80.0;12.0
447;1;4e 10%-groep (inkomen);2014;748;1.8;62.2;83.0;12.0
448;1;5e 10%-groep (inkomen);2002;686;2.3;63.9;93.0;31.0
449;1;5e 10%-groep (inkomen);2003;692;2.3;69.4;100.0;33.0
450;1;5e 10%-groep (inkomen);2004;695;2.3;69.0;99.0;33.0
451;1;5e 10%-groep (inkomen);2005;699;2.2;74.8;107.0;38.0
452;1;5e 10%-groep (inkomen);2006;706;2.2;74.2;105.0;33.0
453;1;5e 10%-groep (inkomen);2007;711;2.1;84.2;118.0;39.0
454;1;5e 10%-groep (inkomen);2008;717;2.1;92.5;129.0;45.0
455;1;5e 10%-groep (inkomen);2009;724;2.1;90.8;125.0;41.0
