ID;Leeftijd;Perioden;Mannen_1;Vrouwen_2;Mannen_3;Vrouwen_4
0;0 jaar;2004;76.41227;81.08961;0.00488;0.00264
1;0 jaar;2005;76.67085;81.1562;0.00457;0.00262
2;0 jaar;2006;76.89662;81.21535;0.0043;0.0026
3;0 jaar;2007;77.09618;81.28762;0.00405;0.00257
4;0 jaar;2008;77.27459;81.35006;0.00382;0.00255
5;0 jaar;2009;77.41578;81.44004;0.00362;0.00252
6;0 jaar;2010;77.5428;81.52654;0.00344;0.00249
7;0 jaar;2011;77.65794;81.6088;0.00327;0.00246
8;0 jaar;2012;77.76299;81.68639;0.00312;0.00243
9;0 jaar;2013;77.85938;81.75913;0.00299;0.0024
10;0 jaar;2014;77.94826;81.82702;0.00286;0.00237
11;0 jaar;2015;78.03056;81.89018;0.00275;0.00234
12;0 jaar;2016;78.10707;81.94877;0.00265;0.00231
13;0 jaar;2017;78.17845;82.00302;0.00255;0.00228
14;0 jaar;2018;78.24526;82.05317;0.00247;0.00225
15;0 jaar;2019;78.30798;82.09949;0.00239;0.00222
16;0 jaar;2020;78.36704;82.14222;0.00232;0.00219
17;0 jaar;2021;78.42281;82.18163;0.00226;0.00216
18;0 jaar;2022;78.47562;82.21794;0.0022;0.00213
19;0 jaar;2023;78.52578;82.25141;0.00215;0.0021
20;0 jaar;2024;78.57356;82.28224;0.0021;0.00207
21;0 jaar;2025;78.6192;82.31064;0.00206;0.00204
22;0 jaar;2026;78.66292;82.33681;0.00202;0.00201
23;0 jaar;2027;78.70495;82.36093;0.00198;0.00198
24;0 jaar;2028;78.74546;82.38316;0.00195;0.00195
25;0 jaar;2029;78.78464;82.40365;0.00192;0.00192
26;0 jaar;2030;78.82265;82.42256;0.00189;0.00189
27;0 jaar;2031;78.85966;82.44001;0.00187;0.00186
28;0 jaar;2032;78.89582;82.45613;0.00184;0.00183
29;0 jaar;2033;78.93126;82.47104;0.00182;0.0018
30;0 jaar;2034;78.96614;82.48483;0.0018;0.00177
31;0 jaar;2035;79.00057;82.49762;0.00179;0.00174
32;0 jaar;2036;79.03471;82.50948;0.00177;0.00171
33;0 jaar;2037;79.06867;82.5205;0.00176;0.00168
34;0 jaar;2038;79.10259;82.53077;0.00174;0.00165
35;0 jaar;2039;79.13661;82.54036;0.00173;0.00162
36;0 jaar;2040;79.17085;82.54933;0.00172;0.00159
37;0 jaar;2041;79.20546;82.55775;0.00171;0.00156
38;0 jaar;2042;79.24059;82.56568;0.0017;0.00153
39;0 jaar;2043;79.27638;82.57318;0.00169;0.0015
40;0 jaar;2044;79.313;82.5803;0.00168;0.00147
41;0 jaar;2045;79.35063;82.5871;0.00167;0.00144
42;0 jaar;2046;79.38944;82.59362;0.00167;0.00141
43;0 jaar;2047;79.42964;82.59992;0.00166;0.00137
44;0 jaar;2048;79.47146;82.60603;0.00165;0.00134
45;0 jaar;2049;79.51512;82.612;0.00164;0.00131
46;0 jaar;2050;79.56089;82.61788;0.00164;0.00128
47;0,5 jaar;2004;76.28543;80.80376;0.00074;0.0004
48;0,5 jaar;2005;76.52187;80.86853;0.00071;0.00039
49;0,5 jaar;2006;76.72736;80.92612;0.00068;0.00039
50;0,5 jaar;2007;76.90839;80.99663;0.00065;0.00038
51;0,5 jaar;2008;77.06987;81.05746;0.00063;0.00038
52;0,5 jaar;2009;77.19609;81.14527;0.00061;0.00037
53;0,5 jaar;2010;77.30946;81.22957;0.0006;0.00037
54;0,5 jaar;2011;77.41215;81.30961;0.00058;0.00036
55;0,5 jaar;2012;77.50585;81.38495;0.00057;0.00036
56;0,5 jaar;2013;77.5919;81.45543;0.00055;0.00035
57;0,5 jaar;2014;77.67136;81.52105;0.00054;0.00035
58;0,5 jaar;2015;77.74508;81.5819;0.00053;0.00034
59;0,5 jaar;2016;77.81379;81.63817;0.00052;0.00034
60;0,5 jaar;2017;77.87806;81.69008;0.00051;0.00034
61;0,5 jaar;2018;77.93839;81.73788;0.0005;0.00033
62;0,5 jaar;2019;77.99523;81.78183;0.0005;0.00033
63;0,5 jaar;2020;78.04893;81.82218;0.00049;0.00032
64;0,5 jaar;2021;78.09982;81.85919;0.00048;0.00032
65;0,5 jaar;2022;78.1482;81.89311;0.00048;0.00031
66;0,5 jaar;2023;78.19433;81.92416;0.00047;0.00031
67;0,5 jaar;2024;78.23844;81.95257;0.00047;0.00031
68;0,5 jaar;2025;78.28073;81.97854;0.00046;0.0003
69;0,5 jaar;2026;78.32142;82.00227;0.00046;0.0003
70;0,5 jaar;2027;78.36068;82.02395;0.00045;0.00029
71;0,5 jaar;2028;78.39868;82.04372;0.00045;0.00029
72;0,5 jaar;2029;78.43557;82.06176;0.00045;0.00029
73;0,5 jaar;2030;78.4715;82.07821;0.00044;0.00028
74;0,5 jaar;2031;78.50662;82.0932;0.00044;0.00028
75;0,5 jaar;2032;78.54105;82.10685;0.00044;0.00028
76;0,5 jaar;2033;78.57492;82.11928;0.00044;0.00027
77;0,5 jaar;2034;78.60836;82.1306;0.00043;0.00027
78;0,5 jaar;2035;78.64149;82.1409;0.00043;0.00026
79;0,5 jaar;2036;78.67444;82.15028;0.00043;0.00026
80;0,5 jaar;2037;78.70731;82.15882;0.00043;0.00026
