ID;Geslacht;Leeftijd;Nationaliteit;CaribischNederland;Perioden;BevolkingOp1Januari_1
2482;Totaal mannen en vrouwen;0 tot 5 jaar;Dominicaans;Sint Eustatius;2023;13
2483;Totaal mannen en vrouwen;0 tot 5 jaar;Dominicaans;Saba;2011;3
2484;Totaal mannen en vrouwen;0 tot 5 jaar;Dominicaans;Saba;2012;0
2485;Totaal mannen en vrouwen;0 tot 5 jaar;Dominicaans;Saba;2013;0
2486;Totaal mannen en vrouwen;0 tot 5 jaar;Dominicaans;Saba;2014;1
2487;Totaal mannen en vrouwen;0 tot 5 jaar;Dominicaans;Saba;2015;1
2488;Totaal mannen en vrouwen;0 tot 5 jaar;Dominicaans;Saba;2016;4
2489;Totaal mannen en vrouwen;0 tot 5 jaar;Dominicaans;Saba;2017;2
2490;Totaal mannen en vrouwen;0 tot 5 jaar;Dominicaans;Saba;2018;3
2491;Totaal mannen en vrouwen;0 tot 5 jaar;Dominicaans;Saba;2019;2
2492;Totaal mannen en vrouwen;0 tot 5 jaar;Dominicaans;Saba;2020;2
2493;Totaal mannen en vrouwen;0 tot 5 jaar;Dominicaans;Saba;2021;2
2494;Totaal mannen en vrouwen;0 tot 5 jaar;Dominicaans;Saba;2022;3
2495;Totaal mannen en vrouwen;0 tot 5 jaar;Dominicaans;Saba;2023;5
2496;Totaal mannen en vrouwen;0 tot 5 jaar;Ecuadoraans;Caribisch Nederland;2011;0
2497;Totaal mannen en vrouwen;0 tot 5 jaar;Ecuadoraans;Caribisch Nederland;2012;0
2498;Totaal mannen en vrouwen;0 tot 5 jaar;Ecuadoraans;Caribisch Nederland;2013;0
2499;Totaal mannen en vrouwen;0 tot 5 jaar;Ecuadoraans;Caribisch Nederland;2014;1
2500;Totaal mannen en vrouwen;0 tot 5 jaar;Ecuadoraans;Caribisch Nederland;2015;1
2501;Totaal mannen en vrouwen;0 tot 5 jaar;Ecuadoraans;Caribisch Nederland;2016;1
2502;Totaal mannen en vrouwen;0 tot 5 jaar;Ecuadoraans;Caribisch Nederland;2017;2
2503;Totaal mannen en vrouwen;0 tot 5 jaar;Ecuadoraans;Caribisch Nederland;2018;3
2504;Totaal mannen en vrouwen;0 tot 5 jaar;Ecuadoraans;Caribisch Nederland;2019;2
2505;Totaal mannen en vrouwen;0 tot 5 jaar;Ecuadoraans;Caribisch Nederland;2020;2
2506;Totaal mannen en vrouwen;0 tot 5 jaar;Ecuadoraans;Caribisch Nederland;2021;3
2507;Totaal mannen en vrouwen;0 tot 5 jaar;Ecuadoraans;Caribisch Nederland;2022;4
2508;Totaal mannen en vrouwen;0 tot 5 jaar;Ecuadoraans;Caribisch Nederland;2023;6
2509;Totaal mannen en vrouwen;0 tot 5 jaar;Ecuadoraans;Bonaire;2011;0
2510;Totaal mannen en vrouwen;0 tot 5 jaar;Ecuadoraans;Bonaire;2012;0
2511;Totaal mannen en vrouwen;0 tot 5 jaar;Ecuadoraans;Bonaire;2013;0
2512;Totaal mannen en vrouwen;0 tot 5 jaar;Ecuadoraans;Bonaire;2014;1
2513;Totaal mannen en vrouwen;0 tot 5 jaar;Ecuadoraans;Bonaire;2015;1
2514;Totaal mannen en vrouwen;0 tot 5 jaar;Ecuadoraans;Bonaire;2016;1
2515;Totaal mannen en vrouwen;0 tot 5 jaar;Ecuadoraans;Bonaire;2017;2
2516;Totaal mannen en vrouwen;0 tot 5 jaar;Ecuadoraans;Bonaire;2018;3
2517;Totaal mannen en vrouwen;0 tot 5 jaar;Ecuadoraans;Bonaire;2019;2
2518;Totaal mannen en vrouwen;0 tot 5 jaar;Ecuadoraans;Bonaire;2020;2
2519;Totaal mannen en vrouwen;0 tot 5 jaar;Ecuadoraans;Bonaire;2021;3
2520;Totaal mannen en vrouwen;0 tot 5 jaar;Ecuadoraans;Bonaire;2022;4
2521;Totaal mannen en vrouwen;0 tot 5 jaar;Ecuadoraans;Bonaire;2023;6
2522;Totaal mannen en vrouwen;0 tot 5 jaar;Ecuadoraans;Sint Eustatius;2011;0
2523;Totaal mannen en vrouwen;0 tot 5 jaar;Ecuadoraans;Sint Eustatius;2012;0
2524;Totaal mannen en vrouwen;0 tot 5 jaar;Ecuadoraans;Sint Eustatius;2013;0
2525;Totaal mannen en vrouwen;0 tot 5 jaar;Ecuadoraans;Sint Eustatius;2014;0
2526;Totaal mannen en vrouwen;0 tot 5 jaar;Ecuadoraans;Sint Eustatius;2015;0
2527;Totaal mannen en vrouwen;0 tot 5 jaar;Ecuadoraans;Sint Eustatius;2016;0
2528;Totaal mannen en vrouwen;0 tot 5 jaar;Ecuadoraans;Sint Eustatius;2017;0
2529;Totaal mannen en vrouwen;0 tot 5 jaar;Ecuadoraans;Sint Eustatius;2018;0
2530;Totaal mannen en vrouwen;0 tot 5 jaar;Ecuadoraans;Sint Eustatius;2019;0
2531;Totaal mannen en vrouwen;0 tot 5 jaar;Ecuadoraans;Sint Eustatius;2020;0
2532;Totaal mannen en vrouwen;0 tot 5 jaar;Ecuadoraans;Sint Eustatius;2021;0
2533;Totaal mannen en vrouwen;0 tot 5 jaar;Ecuadoraans;Sint Eustatius;2022;0
2534;Totaal mannen en vrouwen;0 tot 5 jaar;Ecuadoraans;Sint Eustatius;2023;0
2535;Totaal mannen en vrouwen;0 tot 5 jaar;Ecuadoraans;Saba;2011;0
2536;Totaal mannen en vrouwen;0 tot 5 jaar;Ecuadoraans;Saba;2012;0
2537;Totaal mannen en vrouwen;0 tot 5 jaar;Ecuadoraans;Saba;2013;0
2538;Totaal mannen en vrouwen;0 tot 5 jaar;Ecuadoraans;Saba;2014;0
2539;Totaal mannen en vrouwen;0 tot 5 jaar;Ecuadoraans;Saba;2015;0
2540;Totaal mannen en vrouwen;0 tot 5 jaar;Ecuadoraans;Saba;2016;0
2541;Totaal mannen en vrouwen;0 tot 5 jaar;Ecuadoraans;Saba;2017;0
2542;Totaal mannen en vrouwen;0 tot 5 jaar;Ecuadoraans;Saba;2018;0
2543;Totaal mannen en vrouwen;0 tot 5 jaar;Ecuadoraans;Saba;2019;0
2544;Totaal mannen en vrouwen;0 tot 5 jaar;Ecuadoraans;Saba;2020;0
2545;Totaal mannen en vrouwen;0 tot 5 jaar;Ecuadoraans;Saba;2021;0
2546;Totaal mannen en vrouwen;0 tot 5 jaar;Ecuadoraans;Saba;2022;0
2547;Totaal mannen en vrouwen;0 tot 5 jaar;Ecuadoraans;Saba;2023;0
2548;Totaal mannen en vrouwen;0 tot 5 jaar;Guyaans;Caribisch Nederland;2011;0
2549;Totaal mannen en vrouwen;0 tot 5 jaar;Guyaans;Caribisch Nederland;2012;0
2550;Totaal mannen en vrouwen;0 tot 5 jaar;Guyaans;Caribisch Nederland;2013;0
2551;Totaal mannen en vrouwen;0 tot 5 jaar;Guyaans;Caribisch Nederland;2014;2
2552;Totaal mannen en vrouwen;0 tot 5 jaar;Guyaans;Caribisch Nederland;2015;2
2553;Totaal mannen en vrouwen;0 tot 5 jaar;Guyaans;Caribisch Nederland;2016;3
2554;Totaal mannen en vrouwen;0 tot 5 jaar;Guyaans;Caribisch Nederland;2017;3
2555;Totaal mannen en vrouwen;0 tot 5 jaar;Guyaans;Caribisch Nederland;2018;3
2556;Totaal mannen en vrouwen;0 tot 5 jaar;Guyaans;Caribisch Nederland;2019;2
2557;Totaal mannen en vrouwen;0 tot 5 jaar;Guyaans;Caribisch Nederland;2020;2
2558;Totaal mannen en vrouwen;0 tot 5 jaar;Guyaans;Caribisch Nederland;2021;4
2559;Totaal mannen en vrouwen;0 tot 5 jaar;Guyaans;Caribisch Nederland;2022;5
2560;Totaal mannen en vrouwen;0 tot 5 jaar;Guyaans;Caribisch Nederland;2023;7
2561;Totaal mannen en vrouwen;0 tot 5 jaar;Guyaans;Bonaire;2011;0
2562;Totaal mannen en vrouwen;0 tot 5 jaar;Guyaans;Bonaire;2012;0
2563;Totaal mannen en vrouwen;0 tot 5 jaar;Guyaans;Bonaire;2013;0
2564;Totaal mannen en vrouwen;0 tot 5 jaar;Guyaans;Bonaire;2014;0
2565;Totaal mannen en vrouwen;0 tot 5 jaar;Guyaans;Bonaire;2015;0
2566;Totaal mannen en vrouwen;0 tot 5 jaar;Guyaans;Bonaire;2016;0
2567;Totaal mannen en vrouwen;0 tot 5 jaar;Guyaans;Bonaire;2017;0
2568;Totaal mannen en vrouwen;0 tot 5 jaar;Guyaans;Bonaire;2018;0
2569;Totaal mannen en vrouwen;0 tot 5 jaar;Guyaans;Bonaire;2019;0
2570;Totaal mannen en vrouwen;0 tot 5 jaar;Guyaans;Bonaire;2020;0
2571;Totaal mannen en vrouwen;0 tot 5 jaar;Guyaans;Bonaire;2021;1
2572;Totaal mannen en vrouwen;0 tot 5 jaar;Guyaans;Bonaire;2022;0
2573;Totaal mannen en vrouwen;0 tot 5 jaar;Guyaans;Bonaire;2023;0
2574;Totaal mannen en vrouwen;0 tot 5 jaar;Guyaans;Sint Eustatius;2011;0
2575;Totaal mannen en vrouwen;0 tot 5 jaar;Guyaans;Sint Eustatius;2012;0
2576;Totaal mannen en vrouwen;0 tot 5 jaar;Guyaans;Sint Eustatius;2013;0
2577;Totaal mannen en vrouwen;0 tot 5 jaar;Guyaans;Sint Eustatius;2014;2
2578;Totaal mannen en vrouwen;0 tot 5 jaar;Guyaans;Sint Eustatius;2015;2
2579;Totaal mannen en vrouwen;0 tot 5 jaar;Guyaans;Sint Eustatius;2016;3
2580;Totaal mannen en vrouwen;0 tot 5 jaar;Guyaans;Sint Eustatius;2017;3
2581;Totaal mannen en vrouwen;0 tot 5 jaar;Guyaans;Sint Eustatius;2018;3
2582;Totaal mannen en vrouwen;0 tot 5 jaar;Guyaans;Sint Eustatius;2019;2
2583;Totaal mannen en vrouwen;0 tot 5 jaar;Guyaans;Sint Eustatius;2020;2
2584;Totaal mannen en vrouwen;0 tot 5 jaar;Guyaans;Sint Eustatius;2021;3
2585;Totaal mannen en vrouwen;0 tot 5 jaar;Guyaans;Sint Eustatius;2022;4
2586;Totaal mannen en vrouwen;0 tot 5 jaar;Guyaans;Sint Eustatius;2023;6
2587;Totaal mannen en vrouwen;0 tot 5 jaar;Guyaans;Saba;2011;0
2588;Totaal mannen en vrouwen;0 tot 5 jaar;Guyaans;Saba;2012;0
2589;Totaal mannen en vrouwen;0 tot 5 jaar;Guyaans;Saba;2013;0
2590;Totaal mannen en vrouwen;0 tot 5 jaar;Guyaans;Saba;2014;0
2591;Totaal mannen en vrouwen;0 tot 5 jaar;Guyaans;Saba;2015;0
2592;Totaal mannen en vrouwen;0 tot 5 jaar;Guyaans;Saba;2016;0
2593;Totaal mannen en vrouwen;0 tot 5 jaar;Guyaans;Saba;2017;0
2594;Totaal mannen en vrouwen;0 tot 5 jaar;Guyaans;Saba;2018;0
2595;Totaal mannen en vrouwen;0 tot 5 jaar;Guyaans;Saba;2019;0
2596;Totaal mannen en vrouwen;0 tot 5 jaar;Guyaans;Saba;2020;0
2597;Totaal mannen en vrouwen;0 tot 5 jaar;Guyaans;Saba;2021;0
2598;Totaal mannen en vrouwen;0 tot 5 jaar;Guyaans;Saba;2022;1
2599;Totaal mannen en vrouwen;0 tot 5 jaar;Guyaans;Saba;2023;1
2600;Totaal mannen en vrouwen;0 tot 5 jaar;Haïtiaans;Caribisch Nederland;2011;3
2601;Totaal mannen en vrouwen;0 tot 5 jaar;Haïtiaans;Caribisch Nederland;2012;2
2602;Totaal mannen en vrouwen;0 tot 5 jaar;Haïtiaans;Caribisch Nederland;2013;1
2603;Totaal mannen en vrouwen;0 tot 5 jaar;Haïtiaans;Caribisch Nederland;2014;0
2604;Totaal mannen en vrouwen;0 tot 5 jaar;Haïtiaans;Caribisch Nederland;2015;0
2605;Totaal mannen en vrouwen;0 tot 5 jaar;Haïtiaans;Caribisch Nederland;2016;0
2606;Totaal mannen en vrouwen;0 tot 5 jaar;Haïtiaans;Caribisch Nederland;2017;2
2607;Totaal mannen en vrouwen;0 tot 5 jaar;Haïtiaans;Caribisch Nederland;2018;3
2608;Totaal mannen en vrouwen;0 tot 5 jaar;Haïtiaans;Caribisch Nederland;2019;6
2609;Totaal mannen en vrouwen;0 tot 5 jaar;Haïtiaans;Caribisch Nederland;2020;6
2610;Totaal mannen en vrouwen;0 tot 5 jaar;Haïtiaans;Caribisch Nederland;2021;8
2611;Totaal mannen en vrouwen;0 tot 5 jaar;Haïtiaans;Caribisch Nederland;2022;8
2612;Totaal mannen en vrouwen;0 tot 5 jaar;Haïtiaans;Caribisch Nederland;2023;10
2613;Totaal mannen en vrouwen;0 tot 5 jaar;Haïtiaans;Bonaire;2011;1
2614;Totaal mannen en vrouwen;0 tot 5 jaar;Haïtiaans;Bonaire;2012;1
2615;Totaal mannen en vrouwen;0 tot 5 jaar;Haïtiaans;Bonaire;2013;0
2616;Totaal mannen en vrouwen;0 tot 5 jaar;Haïtiaans;Bonaire;2014;0
2617;Totaal mannen en vrouwen;0 tot 5 jaar;Haïtiaans;Bonaire;2015;0
2618;Totaal mannen en vrouwen;0 tot 5 jaar;Haïtiaans;Bonaire;2016;0
2619;Totaal mannen en vrouwen;0 tot 5 jaar;Haïtiaans;Bonaire;2017;2
2620;Totaal mannen en vrouwen;0 tot 5 jaar;Haïtiaans;Bonaire;2018;3
2621;Totaal mannen en vrouwen;0 tot 5 jaar;Haïtiaans;Bonaire;2019;6
2622;Totaal mannen en vrouwen;0 tot 5 jaar;Haïtiaans;Bonaire;2020;5
2623;Totaal mannen en vrouwen;0 tot 5 jaar;Haïtiaans;Bonaire;2021;6
2624;Totaal mannen en vrouwen;0 tot 5 jaar;Haïtiaans;Bonaire;2022;6
2625;Totaal mannen en vrouwen;0 tot 5 jaar;Haïtiaans;Bonaire;2023;8
2626;Totaal mannen en vrouwen;0 tot 5 jaar;Haïtiaans;Sint Eustatius;2011;0
2627;Totaal mannen en vrouwen;0 tot 5 jaar;Haïtiaans;Sint Eustatius;2012;0
2628;Totaal mannen en vrouwen;0 tot 5 jaar;Haïtiaans;Sint Eustatius;2013;0
2629;Totaal mannen en vrouwen;0 tot 5 jaar;Haïtiaans;Sint Eustatius;2014;0
2630;Totaal mannen en vrouwen;0 tot 5 jaar;Haïtiaans;Sint Eustatius;2015;0
2631;Totaal mannen en vrouwen;0 tot 5 jaar;Haïtiaans;Sint Eustatius;2016;0
2632;Totaal mannen en vrouwen;0 tot 5 jaar;Haïtiaans;Sint Eustatius;2017;0
2633;Totaal mannen en vrouwen;0 tot 5 jaar;Haïtiaans;Sint Eustatius;2018;0
2634;Totaal mannen en vrouwen;0 tot 5 jaar;Haïtiaans;Sint Eustatius;2019;0
2635;Totaal mannen en vrouwen;0 tot 5 jaar;Haïtiaans;Sint Eustatius;2020;0
2636;Totaal mannen en vrouwen;0 tot 5 jaar;Haïtiaans;Sint Eustatius;2021;1
2637;Totaal mannen en vrouwen;0 tot 5 jaar;Haïtiaans;Sint Eustatius;2022;1
2638;Totaal mannen en vrouwen;0 tot 5 jaar;Haïtiaans;Sint Eustatius;2023;1
2639;Totaal mannen en vrouwen;0 tot 5 jaar;Haïtiaans;Saba;2011;2
2640;Totaal mannen en vrouwen;0 tot 5 jaar;Haïtiaans;Saba;2012;1
2641;Totaal mannen en vrouwen;0 tot 5 jaar;Haïtiaans;Saba;2013;1
2642;Totaal mannen en vrouwen;0 tot 5 jaar;Haïtiaans;Saba;2014;0
2643;Totaal mannen en vrouwen;0 tot 5 jaar;Haïtiaans;Saba;2015;0
2644;Totaal mannen en vrouwen;0 tot 5 jaar;Haïtiaans;Saba;2016;0
2645;Totaal mannen en vrouwen;0 tot 5 jaar;Haïtiaans;Saba;2017;0
2646;Totaal mannen en vrouwen;0 tot 5 jaar;Haïtiaans;Saba;2018;0
2647;Totaal mannen en vrouwen;0 tot 5 jaar;Haïtiaans;Saba;2019;0
2648;Totaal mannen en vrouwen;0 tot 5 jaar;Haïtiaans;Saba;2020;1
2649;Totaal mannen en vrouwen;0 tot 5 jaar;Haïtiaans;Saba;2021;1
2650;Totaal mannen en vrouwen;0 tot 5 jaar;Haïtiaans;Saba;2022;1
2651;Totaal mannen en vrouwen;0 tot 5 jaar;Haïtiaans;Saba;2023;1
2652;Totaal mannen en vrouwen;0 tot 5 jaar;Jamaicaans;Caribisch Nederland;2011;0
2653;Totaal mannen en vrouwen;0 tot 5 jaar;Jamaicaans;Caribisch Nederland;2012;0
2654;Totaal mannen en vrouwen;0 tot 5 jaar;Jamaicaans;Caribisch Nederland;2013;1
2655;Totaal mannen en vrouwen;0 tot 5 jaar;Jamaicaans;Caribisch Nederland;2014;2
2656;Totaal mannen en vrouwen;0 tot 5 jaar;Jamaicaans;Caribisch Nederland;2015;2
2657;Totaal mannen en vrouwen;0 tot 5 jaar;Jamaicaans;Caribisch Nederland;2016;3
2658;Totaal mannen en vrouwen;0 tot 5 jaar;Jamaicaans;Caribisch Nederland;2017;2
2659;Totaal mannen en vrouwen;0 tot 5 jaar;Jamaicaans;Caribisch Nederland;2018;3
2660;Totaal mannen en vrouwen;0 tot 5 jaar;Jamaicaans;Caribisch Nederland;2019;3
2661;Totaal mannen en vrouwen;0 tot 5 jaar;Jamaicaans;Caribisch Nederland;2020;3
2662;Totaal mannen en vrouwen;0 tot 5 jaar;Jamaicaans;Caribisch Nederland;2021;3
2663;Totaal mannen en vrouwen;0 tot 5 jaar;Jamaicaans;Caribisch Nederland;2022;3
2664;Totaal mannen en vrouwen;0 tot 5 jaar;Jamaicaans;Caribisch Nederland;2023;1
2665;Totaal mannen en vrouwen;0 tot 5 jaar;Jamaicaans;Bonaire;2011;0
2666;Totaal mannen en vrouwen;0 tot 5 jaar;Jamaicaans;Bonaire;2012;0
2667;Totaal mannen en vrouwen;0 tot 5 jaar;Jamaicaans;Bonaire;2013;1
2668;Totaal mannen en vrouwen;0 tot 5 jaar;Jamaicaans;Bonaire;2014;2
2669;Totaal mannen en vrouwen;0 tot 5 jaar;Jamaicaans;Bonaire;2015;1
2670;Totaal mannen en vrouwen;0 tot 5 jaar;Jamaicaans;Bonaire;2016;2
2671;Totaal mannen en vrouwen;0 tot 5 jaar;Jamaicaans;Bonaire;2017;2
2672;Totaal mannen en vrouwen;0 tot 5 jaar;Jamaicaans;Bonaire;2018;3
2673;Totaal mannen en vrouwen;0 tot 5 jaar;Jamaicaans;Bonaire;2019;3
2674;Totaal mannen en vrouwen;0 tot 5 jaar;Jamaicaans;Bonaire;2020;3
2675;Totaal mannen en vrouwen;0 tot 5 jaar;Jamaicaans;Bonaire;2021;3
2676;Totaal mannen en vrouwen;0 tot 5 jaar;Jamaicaans;Bonaire;2022;3
2677;Totaal mannen en vrouwen;0 tot 5 jaar;Jamaicaans;Bonaire;2023;1
2678;Totaal mannen en vrouwen;0 tot 5 jaar;Jamaicaans;Sint Eustatius;2011;0
2679;Totaal mannen en vrouwen;0 tot 5 jaar;Jamaicaans;Sint Eustatius;2012;0
2680;Totaal mannen en vrouwen;0 tot 5 jaar;Jamaicaans;Sint Eustatius;2013;0
2681;Totaal mannen en vrouwen;0 tot 5 jaar;Jamaicaans;Sint Eustatius;2014;0
2682;Totaal mannen en vrouwen;0 tot 5 jaar;Jamaicaans;Sint Eustatius;2015;1
2683;Totaal mannen en vrouwen;0 tot 5 jaar;Jamaicaans;Sint Eustatius;2016;1
2684;Totaal mannen en vrouwen;0 tot 5 jaar;Jamaicaans;Sint Eustatius;2017;0
2685;Totaal mannen en vrouwen;0 tot 5 jaar;Jamaicaans;Sint Eustatius;2018;0
2686;Totaal mannen en vrouwen;0 tot 5 jaar;Jamaicaans;Sint Eustatius;2019;0
2687;Totaal mannen en vrouwen;0 tot 5 jaar;Jamaicaans;Sint Eustatius;2020;0
2688;Totaal mannen en vrouwen;0 tot 5 jaar;Jamaicaans;Sint Eustatius;2021;0
2689;Totaal mannen en vrouwen;0 tot 5 jaar;Jamaicaans;Sint Eustatius;2022;0
2690;Totaal mannen en vrouwen;0 tot 5 jaar;Jamaicaans;Sint Eustatius;2023;0
2691;Totaal mannen en vrouwen;0 tot 5 jaar;Jamaicaans;Saba;2011;0
2692;Totaal mannen en vrouwen;0 tot 5 jaar;Jamaicaans;Saba;2012;0
2693;Totaal mannen en vrouwen;0 tot 5 jaar;Jamaicaans;Saba;2013;0
2694;Totaal mannen en vrouwen;0 tot 5 jaar;Jamaicaans;Saba;2014;0
2695;Totaal mannen en vrouwen;0 tot 5 jaar;Jamaicaans;Saba;2015;0
2696;Totaal mannen en vrouwen;0 tot 5 jaar;Jamaicaans;Saba;2016;0
2697;Totaal mannen en vrouwen;0 tot 5 jaar;Jamaicaans;Saba;2017;0
2698;Totaal mannen en vrouwen;0 tot 5 jaar;Jamaicaans;Saba;2018;0
2699;Totaal mannen en vrouwen;0 tot 5 jaar;Jamaicaans;Saba;2019;0
2700;Totaal mannen en vrouwen;0 tot 5 jaar;Jamaicaans;Saba;2020;0
2701;Totaal mannen en vrouwen;0 tot 5 jaar;Jamaicaans;Saba;2021;0
2702;Totaal mannen en vrouwen;0 tot 5 jaar;Jamaicaans;Saba;2022;0
2703;Totaal mannen en vrouwen;0 tot 5 jaar;Jamaicaans;Saba;2023;0
2704;Totaal mannen en vrouwen;0 tot 5 jaar;Nederlands;Caribisch Nederland;2011;1188
2705;Totaal mannen en vrouwen;0 tot 5 jaar;Nederlands;Caribisch Nederland;2012;1203
2706;Totaal mannen en vrouwen;0 tot 5 jaar;Nederlands;Caribisch Nederland;2013;1224
2707;Totaal mannen en vrouwen;0 tot 5 jaar;Nederlands;Caribisch Nederland;2014;1274
2708;Totaal mannen en vrouwen;0 tot 5 jaar;Nederlands;Caribisch Nederland;2015;1240
2709;Totaal mannen en vrouwen;0 tot 5 jaar;Nederlands;Caribisch Nederland;2016;1210
2710;Totaal mannen en vrouwen;0 tot 5 jaar;Nederlands;Caribisch Nederland;2017;1190
2711;Totaal mannen en vrouwen;0 tot 5 jaar;Nederlands;Caribisch Nederland;2018;1169
2712;Totaal mannen en vrouwen;0 tot 5 jaar;Nederlands;Caribisch Nederland;2019;1160
2713;Totaal mannen en vrouwen;0 tot 5 jaar;Nederlands;Caribisch Nederland;2020;1153
2714;Totaal mannen en vrouwen;0 tot 5 jaar;Nederlands;Caribisch Nederland;2021;1254
2715;Totaal mannen en vrouwen;0 tot 5 jaar;Nederlands;Caribisch Nederland;2022;1281
2716;Totaal mannen en vrouwen;0 tot 5 jaar;Nederlands;Caribisch Nederland;2023;1298
2717;Totaal mannen en vrouwen;0 tot 5 jaar;Nederlands;Bonaire;2011;920
2718;Totaal mannen en vrouwen;0 tot 5 jaar;Nederlands;Bonaire;2012;941
2719;Totaal mannen en vrouwen;0 tot 5 jaar;Nederlands;Bonaire;2013;974
2720;Totaal mannen en vrouwen;0 tot 5 jaar;Nederlands;Bonaire;2014;1010
2721;Totaal mannen en vrouwen;0 tot 5 jaar;Nederlands;Bonaire;2015;997
2722;Totaal mannen en vrouwen;0 tot 5 jaar;Nederlands;Bonaire;2016;976
2723;Totaal mannen en vrouwen;0 tot 5 jaar;Nederlands;Bonaire;2017;951
2724;Totaal mannen en vrouwen;0 tot 5 jaar;Nederlands;Bonaire;2018;931
2725;Totaal mannen en vrouwen;0 tot 5 jaar;Nederlands;Bonaire;2019;926
2726;Totaal mannen en vrouwen;0 tot 5 jaar;Nederlands;Bonaire;2020;927
2727;Totaal mannen en vrouwen;0 tot 5 jaar;Nederlands;Bonaire;2021;1015
2728;Totaal mannen en vrouwen;0 tot 5 jaar;Nederlands;Bonaire;2022;1051
2729;Totaal mannen en vrouwen;0 tot 5 jaar;Nederlands;Bonaire;2023;1073
2730;Totaal mannen en vrouwen;0 tot 5 jaar;Nederlands;Sint Eustatius;2011;191
2731;Totaal mannen en vrouwen;0 tot 5 jaar;Nederlands;Sint Eustatius;2012;193
2732;Totaal mannen en vrouwen;0 tot 5 jaar;Nederlands;Sint Eustatius;2013;174
2733;Totaal mannen en vrouwen;0 tot 5 jaar;Nederlands;Sint Eustatius;2014;191
2734;Totaal mannen en vrouwen;0 tot 5 jaar;Nederlands;Sint Eustatius;2015;173
2735;Totaal mannen en vrouwen;0 tot 5 jaar;Nederlands;Sint Eustatius;2016;161
2736;Totaal mannen en vrouwen;0 tot 5 jaar;Nederlands;Sint Eustatius;2017;162
2737;Totaal mannen en vrouwen;0 tot 5 jaar;Nederlands;Sint Eustatius;2018;160
2738;Totaal mannen en vrouwen;0 tot 5 jaar;Nederlands;Sint Eustatius;2019;151
2739;Totaal mannen en vrouwen;0 tot 5 jaar;Nederlands;Sint Eustatius;2020;146
2740;Totaal mannen en vrouwen;0 tot 5 jaar;Nederlands;Sint Eustatius;2021;167
2741;Totaal mannen en vrouwen;0 tot 5 jaar;Nederlands;Sint Eustatius;2022;168
2742;Totaal mannen en vrouwen;0 tot 5 jaar;Nederlands;Sint Eustatius;2023;169
2743;Totaal mannen en vrouwen;0 tot 5 jaar;Nederlands;Saba;2011;77
2744;Totaal mannen en vrouwen;0 tot 5 jaar;Nederlands;Saba;2012;69
2745;Totaal mannen en vrouwen;0 tot 5 jaar;Nederlands;Saba;2013;76
2746;Totaal mannen en vrouwen;0 tot 5 jaar;Nederlands;Saba;2014;73
2747;Totaal mannen en vrouwen;0 tot 5 jaar;Nederlands;Saba;2015;70
2748;Totaal mannen en vrouwen;0 tot 5 jaar;Nederlands;Saba;2016;73
2749;Totaal mannen en vrouwen;0 tot 5 jaar;Nederlands;Saba;2017;77
2750;Totaal mannen en vrouwen;0 tot 5 jaar;Nederlands;Saba;2018;78
2751;Totaal mannen en vrouwen;0 tot 5 jaar;Nederlands;Saba;2019;83
2752;Totaal mannen en vrouwen;0 tot 5 jaar;Nederlands;Saba;2020;80
2753;Totaal mannen en vrouwen;0 tot 5 jaar;Nederlands;Saba;2021;72
2754;Totaal mannen en vrouwen;0 tot 5 jaar;Nederlands;Saba;2022;62
2755;Totaal mannen en vrouwen;0 tot 5 jaar;Nederlands;Saba;2023;56
2756;Totaal mannen en vrouwen;0 tot 5 jaar;Peruaans;Caribisch Nederland;2011;3
2757;Totaal mannen en vrouwen;0 tot 5 jaar;Peruaans;Caribisch Nederland;2012;2
2758;Totaal mannen en vrouwen;0 tot 5 jaar;Peruaans;Caribisch Nederland;2013;2
2759;Totaal mannen en vrouwen;0 tot 5 jaar;Peruaans;Caribisch Nederland;2014;1
2760;Totaal mannen en vrouwen;0 tot 5 jaar;Peruaans;Caribisch Nederland;2015;4
2761;Totaal mannen en vrouwen;0 tot 5 jaar;Peruaans;Caribisch Nederland;2016;4
2762;Totaal mannen en vrouwen;0 tot 5 jaar;Peruaans;Caribisch Nederland;2017;8
2763;Totaal mannen en vrouwen;0 tot 5 jaar;Peruaans;Caribisch Nederland;2018;9
2764;Totaal mannen en vrouwen;0 tot 5 jaar;Peruaans;Caribisch Nederland;2019;9
2765;Totaal mannen en vrouwen;0 tot 5 jaar;Peruaans;Caribisch Nederland;2020;11
2766;Totaal mannen en vrouwen;0 tot 5 jaar;Peruaans;Caribisch Nederland;2021;14
2767;Totaal mannen en vrouwen;0 tot 5 jaar;Peruaans;Caribisch Nederland;2022;13
2768;Totaal mannen en vrouwen;0 tot 5 jaar;Peruaans;Caribisch Nederland;2023;15
2769;Totaal mannen en vrouwen;0 tot 5 jaar;Peruaans;Bonaire;2011;3
2770;Totaal mannen en vrouwen;0 tot 5 jaar;Peruaans;Bonaire;2012;2
2771;Totaal mannen en vrouwen;0 tot 5 jaar;Peruaans;Bonaire;2013;2
2772;Totaal mannen en vrouwen;0 tot 5 jaar;Peruaans;Bonaire;2014;1
2773;Totaal mannen en vrouwen;0 tot 5 jaar;Peruaans;Bonaire;2015;4
2774;Totaal mannen en vrouwen;0 tot 5 jaar;Peruaans;Bonaire;2016;4
