ID;FietsnetwerkNaarWegtype;RegioS;Perioden;LengteVanFietsnetwerk_1
1278;Normale weg;Boxtel;2022;216.8
1279;Normale weg;Boxtel;2023;218.3
1280;Normale weg;Boxtel;2024;220.5
1281;Normale weg;Breda;2022;486.6
1282;Normale weg;Breda;2023;509.2
1283;Normale weg;Breda;2024;698.0
1284;Normale weg;Brielle;2022;95.5
1285;Normale weg;Brielle;2023;
1286;Normale weg;Brielle;2024;
1287;Normale weg;Bronckhorst;2022;743.9
1288;Normale weg;Bronckhorst;2023;743.9
1289;Normale weg;Bronckhorst;2024;743.3
1290;Normale weg;Brummen;2022;236.0
1291;Normale weg;Brummen;2023;236.3
1292;Normale weg;Brummen;2024;237.9
1293;Normale weg;Brunssum;2022;104.7
1294;Normale weg;Brunssum;2023;103.0
1295;Normale weg;Brunssum;2024;103.7
1296;Normale weg;Bunnik;2022;74.7
1297;Normale weg;Bunnik;2023;75.9
1298;Normale weg;Bunnik;2024;73.5
1299;Normale weg;Bunschoten;2022;96.9
1300;Normale weg;Bunschoten;2023;97.9
1301;Normale weg;Bunschoten;2024;97.6
1302;Normale weg;Buren;2022;338.3
1303;Normale weg;Buren;2023;341.1
1304;Normale weg;Buren;2024;345.9
1305;Normale weg;Capelle aan den IJssel;2022;155.7
1306;Normale weg;Capelle aan den IJssel;2023;155.2
1307;Normale weg;Capelle aan den IJssel;2024;154.4
1308;Normale weg;Castricum;2022;144.6
1309;Normale weg;Castricum;2023;145.4
1310;Normale weg;Castricum;2024;145.8
1311;Normale weg;Coevorden;2022;664.2
1312;Normale weg;Coevorden;2023;663.4
1313;Normale weg;Coevorden;2024;663.3
1314;Normale weg;Cranendonck;2022;128.7
1315;Normale weg;Cranendonck;2023;130.8
1316;Normale weg;Cranendonck;2024;194.9
1317;Normale weg;Culemborg;2022;141.0
1318;Normale weg;Culemborg;2023;144.1
1319;Normale weg;Culemborg;2024;144.0
1320;Normale weg;Dalfsen;2022;407.2
1321;Normale weg;Dalfsen;2023;410.5
1322;Normale weg;Dalfsen;2024;411.3
1323;Normale weg;Dantumadiel;2022;206.5
1324;Normale weg;Dantumadiel;2023;208.4
1325;Normale weg;Dantumadiel;2024;209.1
1326;Normale weg;Delft;2022;201.0
1327;Normale weg;Delft;2023;200.1
1328;Normale weg;Delft;2024;200.3
1329;Normale weg;Deurne;2022;373.7
1330;Normale weg;Deurne;2023;373.4
1331;Normale weg;Deurne;2024;373.7
1332;Normale weg;Deventer;2022;572.9
1333;Normale weg;Deventer;2023;573.2
1334;Normale weg;Deventer;2024;575.1
1335;Normale weg;Diemen;2022;72.5
1336;Normale weg;Diemen;2023;72.8
1337;Normale weg;Diemen;2024;72.5
1338;Normale weg;Dijk en Waard;2022;229.9
1339;Normale weg;Dijk en Waard;2023;247.7
1340;Normale weg;Dijk en Waard;2024;261.5
1341;Normale weg;Dinkelland;2022;507.9
1342;Normale weg;Dinkelland;2023;505.0
1343;Normale weg;Dinkelland;2024;504.3
1344;Normale weg;Doesburg;2022;50.3
1345;Normale weg;Doesburg;2023;49.4
1346;Normale weg;Doesburg;2024;49.3
1347;Normale weg;Doetinchem;2022;363.2
1348;Normale weg;Doetinchem;2023;368.3
1349;Normale weg;Doetinchem;2024;370.9
1350;Normale weg;Dongen;2022;117.7
1351;Normale weg;Dongen;2023;119.4
1352;Normale weg;Dongen;2024;119.8
1353;Normale weg;Dordrecht;2022;364.2
1354;Normale weg;Dordrecht;2023;363.5
1355;Normale weg;Dordrecht;2024;365.7
1356;Normale weg;Drechterland;2022;86.4
1357;Normale weg;Drechterland;2023;91.3
1358;Normale weg;Drechterland;2024;93.8
1359;Normale weg;Drimmelen;2022;167.9
1360;Normale weg;Drimmelen;2023;167.9
1361;Normale weg;Drimmelen;2024;191.3
1362;Normale weg;Dronten;2022;419.3
1363;Normale weg;Dronten;2023;419.7
1364;Normale weg;Dronten;2024;421.1
1365;Normale weg;Druten;2022;104.3
1366;Normale weg;Druten;2023;104.9
1367;Normale weg;Druten;2024;139.9
1368;Normale weg;Duiven;2022;142.4
1369;Normale weg;Duiven;2023;142.2
1370;Normale weg;Duiven;2024;142.7
1371;Normale weg;Echt-Susteren;2022;347.2
1372;Normale weg;Echt-Susteren;2023;347.6
1373;Normale weg;Echt-Susteren;2024;348.5
1374;Normale weg;Edam-Volendam;2022;124.5
1375;Normale weg;Edam-Volendam;2023;124.5
1376;Normale weg;Edam-Volendam;2024;124.9
1377;Normale weg;Ede;2022;636.9
1378;Normale weg;Ede;2023;637.4
1379;Normale weg;Ede;2024;649.7
1380;Normale weg;Eemnes;2022;68.8
1381;Normale weg;Eemnes;2023;68.4
1382;Normale weg;Eemnes;2024;68.5
1383;Normale weg;Eemsdelta;2022;578.5
1384;Normale weg;Eemsdelta;2023;577.5
1385;Normale weg;Eemsdelta;2024;580.1
1386;Normale weg;Eersel;2022;199.6
1387;Normale weg;Eersel;2023;199.6
1388;Normale weg;Eersel;2024;204.1
1389;Normale weg;Eijsden-Margraten;2022;336.3
1390;Normale weg;Eijsden-Margraten;2023;336.2
1391;Normale weg;Eijsden-Margraten;2024;332.8
1392;Normale weg;Eindhoven;2022;632.2
1393;Normale weg;Eindhoven;2023;630.6
1394;Normale weg;Eindhoven;2024;635.1
1395;Normale weg;Elburg;2022;185.2
1396;Normale weg;Elburg;2023;185.4
1397;Normale weg;Elburg;2024;186.0
1398;Normale weg;Emmen;2022;821.7
1399;Normale weg;Emmen;2023;827.4
1400;Normale weg;Emmen;2024;829.8
1401;Normale weg;Enkhuizen;2022;80.0
1402;Normale weg;Enkhuizen;2023;80.0
1403;Normale weg;Enkhuizen;2024;80.0
1404;Normale weg;Enschede;2022;795.5
1405;Normale weg;Enschede;2023;789.5
1406;Normale weg;Enschede;2024;789.3
1407;Normale weg;Epe;2022;422.5
1408;Normale weg;Epe;2023;422.8
1409;Normale weg;Epe;2024;423.3
1410;Normale weg;Ermelo;2022;237.1
1411;Normale weg;Ermelo;2023;238.0
1412;Normale weg;Ermelo;2024;246.2
1413;Normale weg;Etten-Leur;2022;153.0
1414;Normale weg;Etten-Leur;2023;161.7
1415;Normale weg;Etten-Leur;2024;216.3
1416;Normale weg;De Fryske Marren;2022;639.0
1417;Normale weg;De Fryske Marren;2023;647.8
1418;Normale weg;De Fryske Marren;2024;653.1
1419;Normale weg;Geertruidenberg;2022;48.2
1420;Normale weg;Geertruidenberg;2023;53.5
1421;Normale weg;Geertruidenberg;2024;55.0
1422;Normale weg;Geldrop-Mierlo;2022;174.7
1423;Normale weg;Geldrop-Mierlo;2023;176.0
1424;Normale weg;Geldrop-Mierlo;2024;176.3
1425;Normale weg;Gemert-Bakel;2022;293.0
1426;Normale weg;Gemert-Bakel;2023;295.3
1427;Normale weg;Gemert-Bakel;2024;292.1
1428;Normale weg;Gennep;2022;177.9
1429;Normale weg;Gennep;2023;177.9
1430;Normale weg;Gennep;2024;178.1
1431;Normale weg;Gilze en Rijen;2022;172.8
1432;Normale weg;Gilze en Rijen;2023;169.9
1433;Normale weg;Gilze en Rijen;2024;171.2
1434;Normale weg;Goeree-Overflakkee;2022;566.4
1435;Normale weg;Goeree-Overflakkee;2023;571.0
1436;Normale weg;Goeree-Overflakkee;2024;579.2
1437;Normale weg;Goes;2022;357.5
1438;Normale weg;Goes;2023;357.4
1439;Normale weg;Goes;2024;357.6
1440;Normale weg;Goirle;2022;134.4
1441;Normale weg;Goirle;2023;133.7
1442;Normale weg;Goirle;2024;132.7
1443;Normale weg;Gooise Meren;2022;212.4
1444;Normale weg;Gooise Meren;2023;214.7
1445;Normale weg;Gooise Meren;2024;216.4
1446;Normale weg;Gorinchem;2022;130.9
1447;Normale weg;Gorinchem;2023;130.7
1448;Normale weg;Gorinchem;2024;132.3
1449;Normale weg;Gouda;2022;181.9
1450;Normale weg;Gouda;2023;181.8
1451;Normale weg;Gouda;2024;184.1
1452;Normale weg;'s-Gravenhage (gemeente);2022;829.1
1453;Normale weg;'s-Gravenhage (gemeente);2023;829.1
1454;Normale weg;'s-Gravenhage (gemeente);2024;832.1
1455;Normale weg;Groningen (gemeente);2022;724.4
1456;Normale weg;Groningen (gemeente);2023;730.1
1457;Normale weg;Groningen (gemeente);2024;732.2
1458;Normale weg;Gulpen-Wittem;2022;243.6
1459;Normale weg;Gulpen-Wittem;2023;239.0
1460;Normale weg;Gulpen-Wittem;2024;236.8
1461;Normale weg;Haaksbergen;2022;280.7
1462;Normale weg;Haaksbergen;2023;281.1
1463;Normale weg;Haaksbergen;2024;281.5
1464;Normale weg;Haarlem;2022;303.1
1465;Normale weg;Haarlem;2023;300.5
1466;Normale weg;Haarlem;2024;300.9
1467;Normale weg;Haarlemmermeer;2022;561.8
1468;Normale weg;Haarlemmermeer;2023;558.8
1469;Normale weg;Haarlemmermeer;2024;560.0
1470;Normale weg;Halderberge;2022;208.3
1471;Normale weg;Halderberge;2023;213.0
1472;Normale weg;Halderberge;2024;240.5
1473;Normale weg;Hardenberg;2022;779.0
1474;Normale weg;Hardenberg;2023;780.2
1475;Normale weg;Hardenberg;2024;782.9
1476;Normale weg;Harderwijk;2022;210.2
1477;Normale weg;Harderwijk;2023;211.9
1478;Normale weg;Harderwijk;2024;213.9
1479;Normale weg;Hardinxveld-Giessendam;2022;62.2
1480;Normale weg;Hardinxveld-Giessendam;2023;64.3
1481;Normale weg;Hardinxveld-Giessendam;2024;64.3
1482;Normale weg;Harlingen;2022;102.9
1483;Normale weg;Harlingen;2023;102.9
1484;Normale weg;Harlingen;2024;102.9
1485;Normale weg;Hattem;2022;84.1
1486;Normale weg;Hattem;2023;84.9
1487;Normale weg;Hattem;2024;85.0
1488;Normale weg;Heemskerk;2022;125.8
1489;Normale weg;Heemskerk;2023;126.1
1490;Normale weg;Heemskerk;2024;128.1
1491;Normale weg;Heemstede;2022;74.5
1492;Normale weg;Heemstede;2023;73.2
1493;Normale weg;Heemstede;2024;73.5
1494;Normale weg;Heerde;2022;213.5
1495;Normale weg;Heerde;2023;212.3
1496;Normale weg;Heerde;2024;212.6
1497;Normale weg;Heerenveen;2022;463.9
1498;Normale weg;Heerenveen;2023;465.2
1499;Normale weg;Heerenveen;2024;465.3
1500;Normale weg;Heerlen;2022;316.7
1501;Normale weg;Heerlen;2023;314.4
1502;Normale weg;Heerlen;2024;316.1
1503;Normale weg;Heeze-Leende;2022;138.5
1504;Normale weg;Heeze-Leende;2023;141.9
1505;Normale weg;Heeze-Leende;2024;157.7
1506;Normale weg;Heiloo;2022;73.7
1507;Normale weg;Heiloo;2023;74.1
1508;Normale weg;Heiloo;2024;74.2
1509;Normale weg;Den Helder;2022;115.3
1510;Normale weg;Den Helder;2023;125.1
1511;Normale weg;Den Helder;2024;126.9
1512;Normale weg;Hellendoorn;2022;404.6
1513;Normale weg;Hellendoorn;2023;404.6
1514;Normale weg;Hellendoorn;2024;405.0
1515;Normale weg;Hellevoetsluis;2022;188.6
1516;Normale weg;Hellevoetsluis;2023;
1517;Normale weg;Hellevoetsluis;2024;
1518;Normale weg;Helmond;2022;333.1
1519;Normale weg;Helmond;2023;335.9
1520;Normale weg;Helmond;2024;337.3
1521;Normale weg;Hendrik-Ido-Ambacht;2022;88.9
1522;Normale weg;Hendrik-Ido-Ambacht;2023;93.8
1523;Normale weg;Hendrik-Ido-Ambacht;2024;93.7
1524;Normale weg;Hengelo (O.);2022;398.5
1525;Normale weg;Hengelo (O.);2023;399.1
1526;Normale weg;Hengelo (O.);2024;399.2
1527;Normale weg;'s-Hertogenbosch;2022;603.2
1528;Normale weg;'s-Hertogenbosch;2023;604.1
1529;Normale weg;'s-Hertogenbosch;2024;608.8
1530;Normale weg;Heumen;2022;114.5
1531;Normale weg;Heumen;2023;117.5
1532;Normale weg;Heumen;2024;118.4
1533;Normale weg;Heusden;2022;267.4
1534;Normale weg;Heusden;2023;269.5
1535;Normale weg;Heusden;2024;270.9
1536;Normale weg;Hillegom;2022;70.2
1537;Normale weg;Hillegom;2023;70.5
1538;Normale weg;Hillegom;2024;71.3
1539;Normale weg;Hilvarenbeek;2022;147.2
1540;Normale weg;Hilvarenbeek;2023;158.0
1541;Normale weg;Hilvarenbeek;2024;196.2
1542;Normale weg;Hilversum;2022;236.3
1543;Normale weg;Hilversum;2023;236.2
1544;Normale weg;Hilversum;2024;236.3
1545;Normale weg;Hoeksche Waard;2022;553.5
1546;Normale weg;Hoeksche Waard;2023;608.0
1547;Normale weg;Hoeksche Waard;2024;617.5
1548;Normale weg;Hof van Twente;2022;590.2
1549;Normale weg;Hof van Twente;2023;592.0
1550;Normale weg;Hof van Twente;2024;591.8
1551;Normale weg;Het Hogeland;2022;737.4
1552;Normale weg;Het Hogeland;2023;751.8
1553;Normale weg;Het Hogeland;2024;751.7
1554;Normale weg;Hollands Kroon;2022;406.4
1555;Normale weg;Hollands Kroon;2023;410.5
1556;Normale weg;Hollands Kroon;2024;405.7
1557;Normale weg;Hoogeveen;2022;382.4
1558;Normale weg;Hoogeveen;2023;382.0
1559;Normale weg;Hoogeveen;2024;385.4
1560;Normale weg;Hoorn;2022;213.1
1561;Normale weg;Hoorn;2023;215.2
1562;Normale weg;Hoorn;2024;218.0
1563;Normale weg;Horst aan de Maas;2022;511.8
1564;Normale weg;Horst aan de Maas;2023;520.3
1565;Normale weg;Horst aan de Maas;2024;520.9
1566;Normale weg;Houten;2022;212.9
1567;Normale weg;Houten;2023;214.8
1568;Normale weg;Houten;2024;214.6
1569;Normale weg;Huizen;2022;148.3
1570;Normale weg;Huizen;2023;150.2
1571;Normale weg;Huizen;2024;150.2
1572;Normale weg;Hulst;2022;424.7
1573;Normale weg;Hulst;2023;433.9
1574;Normale weg;Hulst;2024;434.0
1575;Normale weg;IJsselstein;2022;85.4
1576;Normale weg;IJsselstein;2023;85.4
1577;Normale weg;IJsselstein;2024;84.3
1578;Normale weg;Kaag en Braassem;2022;127.6
1579;Normale weg;Kaag en Braassem;2023;129.7
1580;Normale weg;Kaag en Braassem;2024;134.8
1581;Normale weg;Kampen;2022;371.2
1582;Normale weg;Kampen;2023;372.7
1583;Normale weg;Kampen;2024;380.0
1584;Normale weg;Kapelle;2022;141.5
1585;Normale weg;Kapelle;2023;141.6
1586;Normale weg;Kapelle;2024;141.7
1587;Normale weg;Katwijk;2022;71.6
1588;Normale weg;Katwijk;2023;92.6
1589;Normale weg;Katwijk;2024;96.4
1590;Normale weg;Kerkrade;2022;168.3
1591;Normale weg;Kerkrade;2023;166.4
1592;Normale weg;Kerkrade;2024;166.2
1593;Normale weg;Koggenland;2022;123.9
1594;Normale weg;Koggenland;2023;124.9
1595;Normale weg;Koggenland;2024;124.8
1596;Normale weg;Krimpen aan den IJssel;2022;79.8
1597;Normale weg;Krimpen aan den IJssel;2023;79.5
1598;Normale weg;Krimpen aan den IJssel;2024;79.4
1599;Normale weg;Krimpenerwaard;2022;237.3
1600;Normale weg;Krimpenerwaard;2023;243.4
1601;Normale weg;Krimpenerwaard;2024;243.6
1602;Normale weg;Laarbeek;2022;158.5
1603;Normale weg;Laarbeek;2023;159.1
1604;Normale weg;Laarbeek;2024;158.7
1605;Normale weg;Land van Cuijk;2022;898.6
1606;Normale weg;Land van Cuijk;2023;899.1
1607;Normale weg;Land van Cuijk;2024;899.6
1608;Normale weg;Landgraaf;2022;154.8
1609;Normale weg;Landgraaf;2023;157.8
1610;Normale weg;Landgraaf;2024;157.8
1611;Normale weg;Landsmeer;2022;40.7
1612;Normale weg;Landsmeer;2023;40.7
1613;Normale weg;Landsmeer;2024;40.7
1614;Normale weg;Lansingerland;2022;179.6
1615;Normale weg;Lansingerland;2023;178.1
1616;Normale weg;Lansingerland;2024;181.6
1617;Normale weg;Laren (NH.);2022;64.2
1618;Normale weg;Laren (NH.);2023;66.0
1619;Normale weg;Laren (NH.);2024;66.2
1620;Normale weg;Leeuwarden;2022;659.3
1621;Normale weg;Leeuwarden;2023;661.4
1622;Normale weg;Leeuwarden;2024;662.6
1623;Normale weg;Leiden;2022;169.8
1624;Normale weg;Leiden;2023;177.5
1625;Normale weg;Leiden;2024;178.0
1626;Normale weg;Leiderdorp;2022;68.3
1627;Normale weg;Leiderdorp;2023;69.3
1628;Normale weg;Leiderdorp;2024;68.9
1629;Normale weg;Leidschendam-Voorburg;2022;124.4
1630;Normale weg;Leidschendam-Voorburg;2023;172.5
1631;Normale weg;Leidschendam-Voorburg;2024;172.5
1632;Normale weg;Lelystad;2022;436.4
1633;Normale weg;Lelystad;2023;438.4
1634;Normale weg;Lelystad;2024;437.0
1635;Normale weg;Leudal;2022;558.4
1636;Normale weg;Leudal;2023;558.1
1637;Normale weg;Leudal;2024;557.3
1638;Normale weg;Leusden;2022;136.2
1639;Normale weg;Leusden;2023;136.3
1640;Normale weg;Leusden;2024;137.0
1641;Normale weg;Lingewaard;2022;284.4
1642;Normale weg;Lingewaard;2023;284.5
1643;Normale weg;Lingewaard;2024;284.5
1644;Normale weg;Lisse;2022;69.3
1645;Normale weg;Lisse;2023;70.0
1646;Normale weg;Lisse;2024;70.0
1647;Normale weg;Lochem;2022;574.2
1648;Normale weg;Lochem;2023;574.1
1649;Normale weg;Lochem;2024;575.0
1650;Normale weg;Loon op Zand;2022;80.1
1651;Normale weg;Loon op Zand;2023;83.1
1652;Normale weg;Loon op Zand;2024;83.1
1653;Normale weg;Lopik;2022;69.3
1654;Normale weg;Lopik;2023;74.1
1655;Normale weg;Lopik;2024;74.1
1656;Normale weg;Losser;2022;276.0
1657;Normale weg;Losser;2023;276.2
1658;Normale weg;Losser;2024;276.4
1659;Normale weg;Maasdriel;2022;225.4
1660;Normale weg;Maasdriel;2023;225.5
1661;Normale weg;Maasdriel;2024;231.2
1662;Normale weg;Maasgouw;2022;221.5
1663;Normale weg;Maasgouw;2023;221.5
1664;Normale weg;Maasgouw;2024;223.7
1665;Normale weg;Maashorst;2022;318.9
1666;Normale weg;Maashorst;2023;340.3
1667;Normale weg;Maashorst;2024;347.1
1668;Normale weg;Maassluis;2022;87.7
1669;Normale weg;Maassluis;2023;92.8
1670;Normale weg;Maassluis;2024;94.2
1671;Normale weg;Maastricht;2022;399.6
1672;Normale weg;Maastricht;2023;401.2
1673;Normale weg;Maastricht;2024;402.6
1674;Normale weg;Medemblik;2022;190.9
1675;Normale weg;Medemblik;2023;192.5
1676;Normale weg;Medemblik;2024;194.1
1677;Normale weg;Meerssen;2022;139.8
1678;Normale weg;Meerssen;2023;138.4
1679;Normale weg;Meerssen;2024;138.3
1680;Normale weg;Meierijstad;2022;698.0
1681;Normale weg;Meierijstad;2023;700.1
1682;Normale weg;Meierijstad;2024;699.8
1683;Normale weg;Meppel;2022;206.3
1684;Normale weg;Meppel;2023;206.9
1685;Normale weg;Meppel;2024;209.5
1686;Normale weg;Middelburg (Z.);2022;241.9
1687;Normale weg;Middelburg (Z.);2023;240.6
1688;Normale weg;Middelburg (Z.);2024;247.7
1689;Normale weg;Midden-Delfland;2022;103.5
1690;Normale weg;Midden-Delfland;2023;103.3
1691;Normale weg;Midden-Delfland;2024;99.2
1692;Normale weg;Midden-Drenthe;2022;561.5
1693;Normale weg;Midden-Drenthe;2023;558.6
1694;Normale weg;Midden-Drenthe;2024;560.1
1695;Normale weg;Midden-Groningen;2022;561.0
1696;Normale weg;Midden-Groningen;2023;559.3
1697;Normale weg;Midden-Groningen;2024;562.1
1698;Normale weg;Moerdijk;2022;309.0
1699;Normale weg;Moerdijk;2023;306.7
1700;Normale weg;Moerdijk;2024;310.7
1701;Normale weg;Molenlanden;2022;335.4
1702;Normale weg;Molenlanden;2023;374.4
1703;Normale weg;Molenlanden;2024;375.5
1704;Normale weg;Montferland;2022;321.4
1705;Normale weg;Montferland;2023;321.4
1706;Normale weg;Montferland;2024;323.7
1707;Normale weg;Montfoort;2022;45.4
1708;Normale weg;Montfoort;2023;50.1
1709;Normale weg;Montfoort;2024;47.5
1710;Normale weg;Mook en Middelaar;2022;64.6
1711;Normale weg;Mook en Middelaar;2023;64.4
1712;Normale weg;Mook en Middelaar;2024;64.2
1713;Normale weg;Neder-Betuwe;2022;200.7
1714;Normale weg;Neder-Betuwe;2023;200.6
1715;Normale weg;Neder-Betuwe;2024;199.9
1716;Normale weg;Nederweert;2022;300.8
1717;Normale weg;Nederweert;2023;302.4
1718;Normale weg;Nederweert;2024;302.5
1719;Normale weg;Nieuwegein;2022;210.6
1720;Normale weg;Nieuwegein;2023;210.3
1721;Normale weg;Nieuwegein;2024;210.3
1722;Normale weg;Nieuwkoop;2022;139.3
1723;Normale weg;Nieuwkoop;2023;139.9
1724;Normale weg;Nieuwkoop;2024;141.5
1725;Normale weg;Nijkerk;2022;237.9
1726;Normale weg;Nijkerk;2023;241.5
1727;Normale weg;Nijkerk;2024;243.1
1728;Normale weg;Nijmegen;2022;438.9
1729;Normale weg;Nijmegen;2023;441.3
1730;Normale weg;Nijmegen;2024;441.9
1731;Normale weg;Nissewaard;2022;348.2
1732;Normale weg;Nissewaard;2023;340.7
1733;Normale weg;Nissewaard;2024;340.7
1734;Normale weg;Noardeast-Fryslân;2022;692.3
1735;Normale weg;Noardeast-Fryslân;2023;693.3
1736;Normale weg;Noardeast-Fryslân;2024;697.8
1737;Normale weg;Noord-Beveland;2022;251.1
1738;Normale weg;Noord-Beveland;2023;251.2
1739;Normale weg;Noord-Beveland;2024;252.8
1740;Normale weg;Noordenveld;2022;394.5
1741;Normale weg;Noordenveld;2023;395.3
1742;Normale weg;Noordenveld;2024;398.4
1743;Normale weg;Noordoostpolder;2022;440.4
1744;Normale weg;Noordoostpolder;2023;465.5
1745;Normale weg;Noordoostpolder;2024;471.4
1746;Normale weg;Noordwijk;2022;118.2
1747;Normale weg;Noordwijk;2023;118.9
1748;Normale weg;Noordwijk;2024;118.1
1749;Normale weg;Nuenen, Gerwen en Nederwetten;2022;172.6
1750;Normale weg;Nuenen, Gerwen en Nederwetten;2023;173.6
1751;Normale weg;Nuenen, Gerwen en Nederwetten;2024;174.5
1752;Normale weg;Nunspeet;2022;249.3
1753;Normale weg;Nunspeet;2023;250.2
1754;Normale weg;Nunspeet;2024;259.0
1755;Normale weg;Oegstgeest;2022;70.5
1756;Normale weg;Oegstgeest;2023;71.1
1757;Normale weg;Oegstgeest;2024;71.6
1758;Normale weg;Oirschot;2022;215.3
1759;Normale weg;Oirschot;2023;215.5
1760;Normale weg;Oirschot;2024;224.8
1761;Normale weg;Oisterwijk;2022;243.1
1762;Normale weg;Oisterwijk;2023;242.9
1763;Normale weg;Oisterwijk;2024;262.8
1764;Normale weg;Oldambt;2022;452.6
1765;Normale weg;Oldambt;2023;453.3
1766;Normale weg;Oldambt;2024;453.5
1767;Normale weg;Oldebroek;2022;184.5
1768;Normale weg;Oldebroek;2023;183.8
1769;Normale weg;Oldebroek;2024;178.9
1770;Normale weg;Oldenzaal;2022;164.7
1771;Normale weg;Oldenzaal;2023;165.0
1772;Normale weg;Oldenzaal;2024;164.7
1773;Normale weg;Olst-Wijhe;2022;315.2
1774;Normale weg;Olst-Wijhe;2023;316.3
1775;Normale weg;Olst-Wijhe;2024;316.0
1776;Normale weg;Ommen;2022;382.6
1777;Normale weg;Ommen;2023;382.2
1778;Normale weg;Ommen;2024;382.7
1779;Normale weg;Oost Gelre;2022;375.5
1780;Normale weg;Oost Gelre;2023;376.1
1781;Normale weg;Oost Gelre;2024;375.0
1782;Normale weg;Oosterhout;2022;181.1
1783;Normale weg;Oosterhout;2023;243.9
1784;Normale weg;Oosterhout;2024;245.5
1785;Normale weg;Ooststellingwerf;2022;354.9
1786;Normale weg;Ooststellingwerf;2023;354.9
1787;Normale weg;Ooststellingwerf;2024;355.8
1788;Normale weg;Oostzaan;2022;28.4
1789;Normale weg;Oostzaan;2023;28.4
1790;Normale weg;Oostzaan;2024;28.4
1791;Normale weg;Opmeer;2022;86.4
1792;Normale weg;Opmeer;2023;86.4
1793;Normale weg;Opmeer;2024;86.5
1794;Normale weg;Opsterland;2022;364.8
1795;Normale weg;Opsterland;2023;365.6
1796;Normale weg;Opsterland;2024;367.9
1797;Normale weg;Oss;2022;601.3
1798;Normale weg;Oss;2023;600.2
1799;Normale weg;Oss;2024;603.8
1800;Normale weg;Oude IJsselstreek;2022;417.3
1801;Normale weg;Oude IJsselstreek;2023;417.3
1802;Normale weg;Oude IJsselstreek;2024;418.2
1803;Normale weg;Ouder-Amstel;2022;75.5
1804;Normale weg;Ouder-Amstel;2023;74.8
1805;Normale weg;Ouder-Amstel;2024;74.7
1806;Normale weg;Oudewater;2022;42.7
1807;Normale weg;Oudewater;2023;43.4
1808;Normale weg;Oudewater;2024;43.4
1809;Normale weg;Overbetuwe;2022;335.7
1810;Normale weg;Overbetuwe;2023;335.1
1811;Normale weg;Overbetuwe;2024;334.8
1812;Normale weg;Papendrecht;2022;96.2
1813;Normale weg;Papendrecht;2023;98.0
1814;Normale weg;Papendrecht;2024;98.2
1815;Normale weg;Peel en Maas;2022;470.3
1816;Normale weg;Peel en Maas;2023;471.6
1817;Normale weg;Peel en Maas;2024;469.1
1818;Normale weg;Pekela;2022;127.9
1819;Normale weg;Pekela;2023;126.2
1820;Normale weg;Pekela;2024;126.2
1821;Normale weg;Pijnacker-Nootdorp;2022;170.0
1822;Normale weg;Pijnacker-Nootdorp;2023;175.6
1823;Normale weg;Pijnacker-Nootdorp;2024;178.6
1824;Normale weg;Purmerend;2022;317.0
1825;Normale weg;Purmerend;2023;317.0
1826;Normale weg;Purmerend;2024;318.5
1827;Normale weg;Putten;2022;262.8
1828;Normale weg;Putten;2023;261.5
1829;Normale weg;Putten;2024;265.2
1830;Normale weg;Raalte;2022;527.4
1831;Normale weg;Raalte;2023;527.9
1832;Normale weg;Raalte;2024;529.2
1833;Normale weg;Reimerswaal;2022;355.7
1834;Normale weg;Reimerswaal;2023;361.0
1835;Normale weg;Reimerswaal;2024;363.3
1836;Normale weg;Renkum;2022;182.0
1837;Normale weg;Renkum;2023;182.0
1838;Normale weg;Renkum;2024;182.2
1839;Normale weg;Renswoude;2022;29.8
1840;Normale weg;Renswoude;2023;29.9
1841;Normale weg;Renswoude;2024;29.0
1842;Normale weg;Reusel-De Mierden;2022;116.5
1843;Normale weg;Reusel-De Mierden;2023;119.5
1844;Normale weg;Reusel-De Mierden;2024;169.5
1845;Normale weg;Rheden;2022;247.9
1846;Normale weg;Rheden;2023;247.7
1847;Normale weg;Rheden;2024;247.7
1848;Normale weg;Rhenen;2022;109.5
1849;Normale weg;Rhenen;2023;109.5
1850;Normale weg;Rhenen;2024;109.8
1851;Normale weg;Ridderkerk;2022;164.4
1852;Normale weg;Ridderkerk;2023;169.4
1853;Normale weg;Ridderkerk;2024;169.4
1854;Normale weg;Rijssen-Holten;2022;381.8
1855;Normale weg;Rijssen-Holten;2023;381.3
1856;Normale weg;Rijssen-Holten;2024;381.3
1857;Normale weg;Rijswijk (ZH.);2022;105.8
1858;Normale weg;Rijswijk (ZH.);2023;113.8
1859;Normale weg;Rijswijk (ZH.);2024;114.8
1860;Normale weg;Roerdalen;2022;279.1
1861;Normale weg;Roerdalen;2023;276.4
1862;Normale weg;Roerdalen;2024;277.5
1863;Normale weg;Roermond;2022;311.6
1864;Normale weg;Roermond;2023;311.2
1865;Normale weg;Roermond;2024;311.3
1866;Normale weg;De Ronde Venen;2022;219.9
1867;Normale weg;De Ronde Venen;2023;221.2
1868;Normale weg;De Ronde Venen;2024;222.4
1869;Normale weg;Roosendaal;2022;395.3
1870;Normale weg;Roosendaal;2023;397.9
1871;Normale weg;Roosendaal;2024;406.1
1872;Normale weg;Rotterdam;2022;1171.4
1873;Normale weg;Rotterdam;2023;1275.1
1874;Normale weg;Rotterdam;2024;1271.0
1875;Normale weg;Rozendaal;2022;17.6
1876;Normale weg;Rozendaal;2023;17.6
