ID;Woningtype;Bouwjaarklasse;RegioS;Perioden;BeginstandWoningvoorraad_1;GemiddeldeOppervlakte_2
147;Totaal;Totaal;Flevoland (PV);2019;169237.0;126.0
148;Totaal;Totaal;Flevoland (PV);2020;172227.0;126.0
149;Totaal;Totaal;Flevoland (PV);2021;174659.0;126.0
150;Totaal;Totaal;Flevoland (PV);2022;178000.0;125.0
151;Totaal;Totaal;Flevoland (PV);2023;181165.0;124.0
152;Totaal;Totaal;Flevoland (PV);2024;184425.0;121.0
153;Totaal;Totaal;Flevoland (PV);2025;187199.0;121.0
154;Totaal;Totaal;Gelderland (PV);2012;845193.0;131.0
155;Totaal;Totaal;Gelderland (PV);2013;859847.0;131.0
156;Totaal;Totaal;Gelderland (PV);2014;869411.0;131.0
157;Totaal;Totaal;Gelderland (PV);2015;877662.0;130.0
158;Totaal;Totaal;Gelderland (PV);2016;885655.0;130.0
159;Totaal;Totaal;Gelderland (PV);2017;888062.0;130.0
160;Totaal;Totaal;Gelderland (PV);2018;893989.0;131.0
161;Totaal;Totaal;Gelderland (PV);2019;903256.0;130.0
162;Totaal;Totaal;Gelderland (PV);2020;912372.0;130.0
163;Totaal;Totaal;Gelderland (PV);2021;922524.0;127.0
164;Totaal;Totaal;Gelderland (PV);2022;932116.0;128.0
165;Totaal;Totaal;Gelderland (PV);2023;940858.0;128.0
166;Totaal;Totaal;Gelderland (PV);2024;950582.0;129.0
167;Totaal;Totaal;Gelderland (PV);2025;958405.0;129.0
168;Totaal;Totaal;Utrecht (PV);2012;528124.0;117.0
169;Totaal;Totaal;Utrecht (PV);2013;534592.0;117.0
170;Totaal;Totaal;Utrecht (PV);2014;539078.0;115.0
171;Totaal;Totaal;Utrecht (PV);2015;543473.0;115.0
172;Totaal;Totaal;Utrecht (PV);2016;548114.0;115.0
173;Totaal;Totaal;Utrecht (PV);2017;554305.0;115.0
174;Totaal;Totaal;Utrecht (PV);2018;557564.0;115.0
175;Totaal;Totaal;Utrecht (PV);2019;578906.0;115.0
176;Totaal;Totaal;Utrecht (PV);2020;585924.0;114.0
177;Totaal;Totaal;Utrecht (PV);2021;593799.0;114.0
178;Totaal;Totaal;Utrecht (PV);2022;601096.0;114.0
179;Totaal;Totaal;Utrecht (PV);2023;608195.0;114.0
180;Totaal;Totaal;Utrecht (PV);2024;614559.0;114.0
181;Totaal;Totaal;Utrecht (PV);2025;620062.0;114.0
182;Totaal;Totaal;Noord-Holland (PV);2012;1253521.0;101.0
183;Totaal;Totaal;Noord-Holland (PV);2013;1262787.0;101.0
184;Totaal;Totaal;Noord-Holland (PV);2014;1278533.0;101.0
185;Totaal;Totaal;Noord-Holland (PV);2015;1287671.0;101.0
186;Totaal;Totaal;Noord-Holland (PV);2016;1300093.0;101.0
187;Totaal;Totaal;Noord-Holland (PV);2017;1307351.0;101.0
188;Totaal;Totaal;Noord-Holland (PV);2018;1318336.0;101.0
189;Totaal;Totaal;Noord-Holland (PV);2019;1334099.0;101.0
190;Totaal;Totaal;Noord-Holland (PV);2020;1348750.0;102.0
191;Totaal;Totaal;Noord-Holland (PV);2021;1359800.0;102.0
192;Totaal;Totaal;Noord-Holland (PV);2022;1376949.0;102.0
193;Totaal;Totaal;Noord-Holland (PV);2023;1392040.0;102.0
194;Totaal;Totaal;Noord-Holland (PV);2024;1405033.0;103.0
195;Totaal;Totaal;Noord-Holland (PV);2025;1420068.0;103.0
196;Totaal;Totaal;Zuid-Holland (PV);2012;1605446.0;104.0
197;Totaal;Totaal;Zuid-Holland (PV);2013;1618645.0;104.0
198;Totaal;Totaal;Zuid-Holland (PV);2014;1636097.0;104.0
199;Totaal;Totaal;Zuid-Holland (PV);2015;1647422.0;104.0
200;Totaal;Totaal;Zuid-Holland (PV);2016;1657234.0;104.0
201;Totaal;Totaal;Zuid-Holland (PV);2017;1666690.0;104.0
202;Totaal;Totaal;Zuid-Holland (PV);2018;1677634.0;104.0
203;Totaal;Totaal;Zuid-Holland (PV);2019;1675517.0;104.0
204;Totaal;Totaal;Zuid-Holland (PV);2020;1692888.0;104.0
205;Totaal;Totaal;Zuid-Holland (PV);2021;1709692.0;104.0
206;Totaal;Totaal;Zuid-Holland (PV);2022;1724095.0;105.0
207;Totaal;Totaal;Zuid-Holland (PV);2023;1739207.0;105.0
208;Totaal;Totaal;Zuid-Holland (PV);2024;1757692.0;106.0
209;Totaal;Totaal;Zuid-Holland (PV);2025;1773458.0;106.0
210;Totaal;Totaal;Zeeland (PV);2012;181244.0;121.0
211;Totaal;Totaal;Zeeland (PV);2013;180369.0;122.0
212;Totaal;Totaal;Zeeland (PV);2014;182368.0;121.0
213;Totaal;Totaal;Zeeland (PV);2015;182668.0;121.0
214;Totaal;Totaal;Zeeland (PV);2016;183611.0;121.0
215;Totaal;Totaal;Zeeland (PV);2017;184354.0;122.0
216;Totaal;Totaal;Zeeland (PV);2018;185264.0;122.0
217;Totaal;Totaal;Zeeland (PV);2019;186528.0;122.0
218;Totaal;Totaal;Zeeland (PV);2020;187611.0;123.0
219;Totaal;Totaal;Zeeland (PV);2021;188560.0;123.0
220;Totaal;Totaal;Zeeland (PV);2022;189397.0;125.0
221;Totaal;Totaal;Zeeland (PV);2023;190577.0;127.0
222;Totaal;Totaal;Zeeland (PV);2024;192356.0;127.0
223;Totaal;Totaal;Zeeland (PV);2025;193454.0;127.0
224;Totaal;Totaal;Noord-Brabant (PV);2012;1050418.0;132.0
225;Totaal;Totaal;Noord-Brabant (PV);2013;1062383.0;132.0
226;Totaal;Totaal;Noord-Brabant (PV);2014;1078782.0;131.0
227;Totaal;Totaal;Noord-Brabant (PV);2015;1087416.0;131.0
228;Totaal;Totaal;Noord-Brabant (PV);2016;1096399.0;131.0
229;Totaal;Totaal;Noord-Brabant (PV);2017;1104296.0;131.0
230;Totaal;Totaal;Noord-Brabant (PV);2018;1116102.0;131.0
231;Totaal;Totaal;Noord-Brabant (PV);2019;1128847.0;131.0
232;Totaal;Totaal;Noord-Brabant (PV);2020;1140611.0;131.0
233;Totaal;Totaal;Noord-Brabant (PV);2021;1151426.0;132.0
234;Totaal;Totaal;Noord-Brabant (PV);2022;1164414.0;132.0
235;Totaal;Totaal;Noord-Brabant (PV);2023;1178274.0;132.0
236;Totaal;Totaal;Noord-Brabant (PV);2024;1190837.0;132.0
237;Totaal;Totaal;Noord-Brabant (PV);2025;1201653.0;132.0
238;Totaal;Totaal;Limburg (PV);2012;510025.0;140.0
239;Totaal;Totaal;Limburg (PV);2013;514028.0;139.0
240;Totaal;Totaal;Limburg (PV);2014;520664.0;138.0
241;Totaal;Totaal;Limburg (PV);2015;523368.0;138.0
242;Totaal;Totaal;Limburg (PV);2016;524633.0;138.0
243;Totaal;Totaal;Limburg (PV);2017;527097.0;138.0
244;Totaal;Totaal;Limburg (PV);2018;529301.0;137.0
245;Totaal;Totaal;Limburg (PV);2019;531082.0;137.0
246;Totaal;Totaal;Limburg (PV);2020;533231.0;137.0
247;Totaal;Totaal;Limburg (PV);2021;536617.0;137.0
248;Totaal;Totaal;Limburg (PV);2022;540435.0;137.0
249;Totaal;Totaal;Limburg (PV);2023;544760.0;138.0
250;Totaal;Totaal;Limburg (PV);2024;548613.0;138.0
251;Totaal;Totaal;Limburg (PV);2025;551489.0;137.0
252;Totaal;Totaal;Niet in te delen (PV);2012;35.0;156.0
253;Totaal;Totaal;Niet in te delen (PV);2013;24.0;143.0
254;Totaal;Totaal;Niet in te delen (PV);2014;2.0;
255;Totaal;Totaal;Niet in te delen (PV);2015;0.0;
256;Totaal;Totaal;Niet in te delen (PV);2016;25.0;46.0
257;Totaal;Totaal;Niet in te delen (PV);2017;3.0;
258;Totaal;Totaal;Niet in te delen (PV);2018;0.0;
259;Totaal;Totaal;Niet in te delen (PV);2019;0.0;
260;Totaal;Totaal;Niet in te delen (PV);2020;0.0;
261;Totaal;Totaal;Niet in te delen (PV);2021;0.0;
262;Totaal;Totaal;Niet in te delen (PV);2022;0.0;
263;Totaal;Totaal;Niet in te delen (PV);2023;0.0;
264;Totaal;Totaal;Niet in te delen (PV);2024;;
265;Totaal;Totaal;Niet in te delen (PV);2025;;
266;Totaal;Totaal;Oost-Groningen (CR);2012;68173.0;149.0
267;Totaal;Totaal;Oost-Groningen (CR);2013;68205.0;148.0
268;Totaal;Totaal;Oost-Groningen (CR);2014;68883.0;143.0
269;Totaal;Totaal;Oost-Groningen (CR);2015;69232.0;142.0
270;Totaal;Totaal;Oost-Groningen (CR);2016;69426.0;141.0
271;Totaal;Totaal;Oost-Groningen (CR);2017;69570.0;141.0
272;Totaal;Totaal;Oost-Groningen (CR);2018;64154.0;139.0
273;Totaal;Totaal;Oost-Groningen (CR);2019;64267.0;139.0
274;Totaal;Totaal;Oost-Groningen (CR);2020;64431.0;139.0
275;Totaal;Totaal;Oost-Groningen (CR);2021;64481.0;140.0
276;Totaal;Totaal;Oost-Groningen (CR);2022;64617.0;140.0
277;Totaal;Totaal;Oost-Groningen (CR);2023;64946.0;138.0
278;Totaal;Totaal;Oost-Groningen (CR);2024;65311.0;137.0
279;Totaal;Totaal;Oost-Groningen (CR);2025;65542.0;137.0
280;Totaal;Totaal;Delfzijl en omgeving (CR);2012;22192.0;143.0
281;Totaal;Totaal;Delfzijl en omgeving (CR);2013;22320.0;142.0
282;Totaal;Totaal;Delfzijl en omgeving (CR);2014;22690.0;140.0
283;Totaal;Totaal;Delfzijl en omgeving (CR);2015;22739.0;140.0
284;Totaal;Totaal;Delfzijl en omgeving (CR);2016;22802.0;140.0
285;Totaal;Totaal;Delfzijl en omgeving (CR);2017;22763.0;140.0
286;Totaal;Totaal;Delfzijl en omgeving (CR);2018;22853.0;139.0
287;Totaal;Totaal;Delfzijl en omgeving (CR);2019;22912.0;139.0
288;Totaal;Totaal;Delfzijl en omgeving (CR);2020;22952.0;139.0
289;Totaal;Totaal;Delfzijl en omgeving (CR);2021;23083.0;139.0
290;Totaal;Totaal;Delfzijl en omgeving (CR);2022;23177.0;142.0
291;Totaal;Totaal;Delfzijl en omgeving (CR);2023;23587.0;141.0
292;Totaal;Totaal;Delfzijl en omgeving (CR);2024;23616.0;141.0
293;Totaal;Totaal;Delfzijl en omgeving (CR);2025;23649.0;141.0
294;Totaal;Totaal;Overig Groningen (CR);2012;174967.0;127.0
295;Totaal;Totaal;Overig Groningen (CR);2013;176941.0;126.0
296;Totaal;Totaal;Overig Groningen (CR);2014;179514.0;125.0
297;Totaal;Totaal;Overig Groningen (CR);2015;180803.0;125.0
298;Totaal;Totaal;Overig Groningen (CR);2016;182491.0;124.0
299;Totaal;Totaal;Overig Groningen (CR);2017;184394.0;124.0
300;Totaal;Totaal;Overig Groningen (CR);2018;190106.0;125.0
301;Totaal;Totaal;Overig Groningen (CR);2019;192483.0;124.0
302;Totaal;Totaal;Overig Groningen (CR);2020;194664.0;124.0
303;Totaal;Totaal;Overig Groningen (CR);2021;197448.0;124.0
304;Totaal;Totaal;Overig Groningen (CR);2022;199774.0;124.0
305;Totaal;Totaal;Overig Groningen (CR);2023;202029.0;125.0
306;Totaal;Totaal;Overig Groningen (CR);2024;203885.0;125.0
307;Totaal;Totaal;Overig Groningen (CR);2025;205057.0;124.0
308;Totaal;Totaal;Noord-Friesland (CR);2012;148548.0;127.0
309;Totaal;Totaal;Noord-Friesland (CR);2013;149433.0;128.0
310;Totaal;Totaal;Noord-Friesland (CR);2014;147779.0;128.0
311;Totaal;Totaal;Noord-Friesland (CR);2015;148836.0;129.0
312;Totaal;Totaal;Noord-Friesland (CR);2016;149548.0;129.0
313;Totaal;Totaal;Noord-Friesland (CR);2017;150168.0;130.0
314;Totaal;Totaal;Noord-Friesland (CR);2018;149067.0;129.0
315;Totaal;Totaal;Noord-Friesland (CR);2019;149997.0;129.0
316;Totaal;Totaal;Noord-Friesland (CR);2020;151788.0;128.0
317;Totaal;Totaal;Noord-Friesland (CR);2021;152754.0;131.0
318;Totaal;Totaal;Noord-Friesland (CR);2022;153873.0;134.0
319;Totaal;Totaal;Noord-Friesland (CR);2023;155352.0;135.0
320;Totaal;Totaal;Noord-Friesland (CR);2024;156657.0;134.0
321;Totaal;Totaal;Noord-Friesland (CR);2025;157222.0;134.0
322;Totaal;Totaal;Zuidwest-Friesland (CR);2012;47812.0;139.0
323;Totaal;Totaal;Zuidwest-Friesland (CR);2013;48780.0;148.0
324;Totaal;Totaal;Zuidwest-Friesland (CR);2014;61139.0;148.0
325;Totaal;Totaal;Zuidwest-Friesland (CR);2015;61663.0;148.0
326;Totaal;Totaal;Zuidwest-Friesland (CR);2016;61831.0;148.0
327;Totaal;Totaal;Zuidwest-Friesland (CR);2017;62004.0;149.0
328;Totaal;Totaal;Zuidwest-Friesland (CR);2018;64682.0;150.0
329;Totaal;Totaal;Zuidwest-Friesland (CR);2019;65124.0;150.0
330;Totaal;Totaal;Zuidwest-Friesland (CR);2020;65466.0;150.0
331;Totaal;Totaal;Zuidwest-Friesland (CR);2021;65961.0;150.0
332;Totaal;Totaal;Zuidwest-Friesland (CR);2022;66351.0;149.0
333;Totaal;Totaal;Zuidwest-Friesland (CR);2023;66458.0;151.0
334;Totaal;Totaal;Zuidwest-Friesland (CR);2024;66630.0;151.0
335;Totaal;Totaal;Zuidwest-Friesland (CR);2025;67004.0;151.0
336;Totaal;Totaal;Zuidoost-Friesland (CR);2012;90980.0;137.0
337;Totaal;Totaal;Zuidoost-Friesland (CR);2013;91167.0;138.0
338;Totaal;Totaal;Zuidoost-Friesland (CR);2014;83262.0;136.0
339;Totaal;Totaal;Zuidoost-Friesland (CR);2015;83670.0;135.0
340;Totaal;Totaal;Zuidoost-Friesland (CR);2016;84161.0;137.0
341;Totaal;Totaal;Zuidoost-Friesland (CR);2017;84291.0;138.0
342;Totaal;Totaal;Zuidoost-Friesland (CR);2018;84676.0;138.0
343;Totaal;Totaal;Zuidoost-Friesland (CR);2019;85117.0;138.0
344;Totaal;Totaal;Zuidoost-Friesland (CR);2020;85324.0;137.0
345;Totaal;Totaal;Zuidoost-Friesland (CR);2021;85978.0;137.0
346;Totaal;Totaal;Zuidoost-Friesland (CR);2022;86409.0;139.0
347;Totaal;Totaal;Zuidoost-Friesland (CR);2023;86958.0;139.0
348;Totaal;Totaal;Zuidoost-Friesland (CR);2024;87500.0;139.0
349;Totaal;Totaal;Zuidoost-Friesland (CR);2025;88068.0;139.0
350;Totaal;Totaal;Noord-Drenthe (CR);2012;84431.0;138.0
351;Totaal;Totaal;Noord-Drenthe (CR);2013;83576.0;139.0
352;Totaal;Totaal;Noord-Drenthe (CR);2014;84187.0;139.0
353;Totaal;Totaal;Noord-Drenthe (CR);2015;84347.0;139.0
354;Totaal;Totaal;Noord-Drenthe (CR);2016;84365.0;139.0
355;Totaal;Totaal;Noord-Drenthe (CR);2017;85045.0;139.0
356;Totaal;Totaal;Noord-Drenthe (CR);2018;85753.0;139.0
357;Totaal;Totaal;Noord-Drenthe (CR);2019;86259.0;139.0
358;Totaal;Totaal;Noord-Drenthe (CR);2020;87028.0;139.0
359;Totaal;Totaal;Noord-Drenthe (CR);2021;87609.0;139.0
360;Totaal;Totaal;Noord-Drenthe (CR);2022;88296.0;140.0
361;Totaal;Totaal;Noord-Drenthe (CR);2023;88771.0;143.0
362;Totaal;Totaal;Noord-Drenthe (CR);2024;89400.0;144.0
363;Totaal;Totaal;Noord-Drenthe (CR);2025;89855.0;144.0
364;Totaal;Totaal;Zuidoost-Drenthe (CR);2012;79710.0;133.0
365;Totaal;Totaal;Zuidoost-Drenthe (CR);2013;75396.0;136.0
366;Totaal;Totaal;Zuidoost-Drenthe (CR);2014;76304.0;134.0
367;Totaal;Totaal;Zuidoost-Drenthe (CR);2015;76242.0;134.0
368;Totaal;Totaal;Zuidoost-Drenthe (CR);2016;76174.0;134.0
369;Totaal;Totaal;Zuidoost-Drenthe (CR);2017;75644.0;133.0
370;Totaal;Totaal;Zuidoost-Drenthe (CR);2018;76009.0;133.0
371;Totaal;Totaal;Zuidoost-Drenthe (CR);2019;76353.0;132.0
372;Totaal;Totaal;Zuidoost-Drenthe (CR);2020;76237.0;133.0
373;Totaal;Totaal;Zuidoost-Drenthe (CR);2021;76332.0;133.0
374;Totaal;Totaal;Zuidoost-Drenthe (CR);2022;76969.0;137.0
375;Totaal;Totaal;Zuidoost-Drenthe (CR);2023;77659.0;137.0
376;Totaal;Totaal;Zuidoost-Drenthe (CR);2024;78066.0;137.0
377;Totaal;Totaal;Zuidoost-Drenthe (CR);2025;78257.0;137.0
378;Totaal;Totaal;Zuidwest-Drenthe (CR);2012;55291.0;140.0
379;Totaal;Totaal;Zuidwest-Drenthe (CR);2013;55918.0;140.0
380;Totaal;Totaal;Zuidwest-Drenthe (CR);2014;57534.0;138.0
381;Totaal;Totaal;Zuidwest-Drenthe (CR);2015;57794.0;138.0
382;Totaal;Totaal;Zuidwest-Drenthe (CR);2016;58086.0;138.0
383;Totaal;Totaal;Zuidwest-Drenthe (CR);2017;58551.0;140.0
384;Totaal;Totaal;Zuidwest-Drenthe (CR);2018;59056.0;140.0
385;Totaal;Totaal;Zuidwest-Drenthe (CR);2019;59585.0;140.0
386;Totaal;Totaal;Zuidwest-Drenthe (CR);2020;59986.0;140.0
387;Totaal;Totaal;Zuidwest-Drenthe (CR);2021;60615.0;140.0
388;Totaal;Totaal;Zuidwest-Drenthe (CR);2022;61054.0;139.0
389;Totaal;Totaal;Zuidwest-Drenthe (CR);2023;61477.0;139.0
390;Totaal;Totaal;Zuidwest-Drenthe (CR);2024;61802.0;139.0
391;Totaal;Totaal;Zuidwest-Drenthe (CR);2025;62196.0;139.0
392;Totaal;Totaal;Noord-Overijssel (CR);2012;149694.0;128.0
393;Totaal;Totaal;Noord-Overijssel (CR);2013;150741.0;130.0
