ID;Leeftijd;Geslacht;Perioden;Autochtonen_1;Allochtonen_2;k_1eGeneratie_3;Totaal2eGeneratie_4;k_2eGeneratieMet1BuitenlandseOuder_5;k_2eGeneratieMet2BuitenlandseOuders_6;NietWesterseAllochtonen_7;WesterseAllochtonen_8
4754;30 jaar;Totaal mannen en vrouwen;2011;150167;64431;39929;24502;11761;12741;39808;24623
4755;30 jaar;Totaal mannen en vrouwen;2012;146555;65888;40361;25527;11746;13781;41394;24494
4756;30 jaar;Totaal mannen en vrouwen;2013;141593;66043;41081;24962;11436;13526;41948;24095
4757;30 jaar;Totaal mannen en vrouwen;2014;139983;66453;41237;25216;11323;13893;42517;23936
4758;30 jaar;Totaal mannen en vrouwen;2015;143500;67383;41577;25806;11748;14058;43336;24047
4759;30 jaar;Totaal mannen en vrouwen;2016;146617;67838;41660;26178;11758;14420;43791;24047
4760;30 jaar;Totaal mannen en vrouwen;2017;151134;68935;41514;27421;12417;15004;44629;24306
4761;30 jaar;Totaal mannen en vrouwen;2018;152055;69818;41520;28298;12369;15929;45684;24134
4762;30 jaar;Totaal mannen en vrouwen;2019;150056;71538;41584;29954;12716;17238;47250;24288
4763;30 jaar;Totaal mannen en vrouwen;2020;151302;72446;41629;30817;12765;18052;48360;24086
4764;30 jaar;Totaal mannen en vrouwen;2021;157106;74522;41523;32999;13672;19327;50142;24380
4765;30 jaar;Totaal mannen en vrouwen;2022;156880;75068;41376;33692;13978;19714;50580;24488
4766;30 jaar;Totaal mannen en vrouwen;2023;154087;75969;41465;34504;14067;20437;51678;24291
4767;30 jaar;Totaal mannen en vrouwen;2024;152888;76026;41373;34653;14287;20366;51769;24257
4768;30 jaar;Totaal mannen en vrouwen;2025;152606;77519;41415;36104;14448;21656;53094;24425
4769;30 jaar;Totaal mannen en vrouwen;2026;148276;77622;41537;36085;14532;21553;53089;24533
4770;30 jaar;Totaal mannen en vrouwen;2027;146972;78787;41935;36852;14554;22298;54192;24595
4771;30 jaar;Totaal mannen en vrouwen;2028;146929;80900;42193;38707;15196;23511;56126;24774
4772;30 jaar;Totaal mannen en vrouwen;2029;150946;83217;42289;40928;16151;24777;57893;25324
4773;30 jaar;Totaal mannen en vrouwen;2030;151218;84465;42043;42422;16643;25779;58446;26019
4774;30 jaar;Totaal mannen en vrouwen;2031;156076;84195;42024;42171;16497;25674;58019;26176
4775;30 jaar;Totaal mannen en vrouwen;2032;154877;85278;41991;43287;17202;26085;58594;26684
4776;30 jaar;Totaal mannen en vrouwen;2033;152518;86288;41968;44320;17904;26416;59080;27208
4777;30 jaar;Totaal mannen en vrouwen;2034;149297;87183;41947;45236;18583;26653;59452;27731
4778;30 jaar;Totaal mannen en vrouwen;2035;146000;88011;41938;46073;19237;26836;59774;28237
4779;30 jaar;Totaal mannen en vrouwen;2036;142636;88818;41928;46890;19864;27026;60098;28720
4780;30 jaar;Totaal mannen en vrouwen;2037;139489;89531;41923;47608;20456;27152;60352;29179
4781;30 jaar;Totaal mannen en vrouwen;2038;136665;90138;41921;48217;21002;27215;60531;29607
4782;30 jaar;Totaal mannen en vrouwen;2039;134364;90674;41933;48741;21510;27231;60667;30007
4783;30 jaar;Totaal mannen en vrouwen;2040;132412;91118;41937;49181;21978;27203;60748;30370
4784;30 jaar;Totaal mannen en vrouwen;2041;131098;91479;41946;49533;22397;27136;60787;30692
4785;30 jaar;Totaal mannen en vrouwen;2042;130346;91766;41952;49814;22773;27041;60799;30967
4786;30 jaar;Totaal mannen en vrouwen;2043;130000;91998;41960;50038;23108;26930;60800;31198
4787;30 jaar;Totaal mannen en vrouwen;2044;130081;92170;41965;50205;23407;26798;60788;31382
4788;30 jaar;Totaal mannen en vrouwen;2045;130474;92290;41970;50320;23662;26658;60763;31527
4789;30 jaar;Totaal mannen en vrouwen;2046;131102;92361;41976;50385;23883;26502;60723;31638
4790;30 jaar;Totaal mannen en vrouwen;2047;131955;92394;41981;50413;23950;26463;60691;31703
4791;30 jaar;Totaal mannen en vrouwen;2048;132992;92397;41986;50411;23994;26417;60652;31745
4792;30 jaar;Totaal mannen en vrouwen;2049;134139;92359;41987;50372;24012;26360;60601;31758
4793;30 jaar;Totaal mannen en vrouwen;2050;135318;92298;41989;50309;24010;26299;60544;31754
4794;30 jaar;Mannen;2000;110080;28147;19230;8917;6975;1942;15906;12241
4795;30 jaar;Mannen;2001;105970;28364;19599;8765;6662;2103;16501;11863
4796;30 jaar;Mannen;2002;100834;27724;19121;8603;6323;2280;16178;11546
4797;30 jaar;Mannen;2003;94322;27602;19097;8505;6095;2410;16280;11322
4798;30 jaar;Mannen;2004;86119;26482;18617;7865;5354;2511;15825;10657
4799;30 jaar;Mannen;2005;82068;26956;18868;8088;5265;2823;16328;10628
4800;30 jaar;Mannen;2006;77821;26804;18316;8488;5248;3240;16045;10759
4801;30 jaar;Mannen;2007;77257;27190;18058;9132;5311;3821;16223;10967
4802;30 jaar;Mannen;2008;74860;28049;18509;9540;5285;4255;17189;10860
4803;30 jaar;Mannen;2009;75151;29119;18725;10394;5529;4865;17891;11228
4804;30 jaar;Mannen;2010;74021;30048;18862;11186;5646;5540;18695;11353
4805;30 jaar;Mannen;2011;76208;31423;18938;12485;6014;6471;19685;11738
4806;30 jaar;Mannen;2012;73921;32464;19400;13064;6026;7038;20750;11714
4807;30 jaar;Mannen;2013;71783;32570;19780;12790;5832;6958;21108;11462
4808;30 jaar;Mannen;2014;70937;32582;19779;12803;5773;7030;21244;11338
4809;30 jaar;Mannen;2015;72837;33070;19863;13207;6003;7204;21613;11457
4810;30 jaar;Mannen;2016;74070;33225;19851;13374;6095;7279;21786;11439
4811;30 jaar;Mannen;2017;76099;33809;19873;13936;6341;7595;22242;11567
4812;30 jaar;Mannen;2018;77330;34238;19865;14373;6316;8057;22692;11546
4813;30 jaar;Mannen;2019;76009;35105;19885;15220;6396;8824;23623;11482
4814;30 jaar;Mannen;2020;76260;35729;19955;15774;6520;9254;24199;11530
4815;30 jaar;Mannen;2021;79930;36635;19919;16716;6948;9768;24989;11646
4816;30 jaar;Mannen;2022;79355;37025;19796;17229;7143;10086;25266;11759
4817;30 jaar;Mannen;2023;78148;37558;19909;17649;7103;10546;25989;11569
4818;30 jaar;Mannen;2024;77330;37526;19844;17682;7360;10322;25801;11725
4819;30 jaar;Mannen;2025;77330;38324;19855;18469;7417;11052;26547;11777
4820;30 jaar;Mannen;2026;75062;38384;19944;18440;7407;11033;26521;11863
4821;30 jaar;Mannen;2027;74747;39086;20124;18962;7488;11474;27087;11999
4822;30 jaar;Mannen;2028;74169;40003;20208;19795;7788;12007;27969;12034
4823;30 jaar;Mannen;2029;76468;41200;20255;20945;8271;12674;28861;12339
4824;30 jaar;Mannen;2030;76767;41924;20177;21747;8542;13205;29174;12750
4825;30 jaar;Mannen;2031;79096;41726;20164;21562;8433;13129;28981;12745
4826;30 jaar;Mannen;2032;78474;42279;20146;22133;8796;13337;29268;13011
4827;30 jaar;Mannen;2033;77271;42794;20132;22662;9154;13508;29510;13284
4828;30 jaar;Mannen;2034;75635;43251;20120;23131;9501;13630;29696;13555
4829;30 jaar;Mannen;2035;73960;43672;20112;23560;9835;13725;29855;13817
4830;30 jaar;Mannen;2036;72243;44095;20112;23983;10161;13822;30025;14070
4831;30 jaar;Mannen;2037;70641;44459;20109;24350;10464;13886;30152;14307
4832;30 jaar;Mannen;2038;69205;44771;20110;24661;10740;13921;30241;14530
4833;30 jaar;Mannen;2039;68036;45043;20114;24929;11001;13928;30306;14737
4834;30 jaar;Mannen;2040;67041;45272;20117;25155;11241;13914;30346;14926
4835;30 jaar;Mannen;2041;66373;45460;20124;25336;11457;13879;30368;15092
4836;30 jaar;Mannen;2042;65992;45607;20126;25481;11648;13833;30371;15236
4837;30 jaar;Mannen;2043;65812;45732;20133;25599;11824;13775;30374;15358
4838;30 jaar;Mannen;2044;65855;45818;20135;25683;11974;13709;30365;15453
4839;30 jaar;Mannen;2045;66054;45878;20136;25742;12106;13636;30351;15527
4840;30 jaar;Mannen;2046;66375;45916;20139;25777;12220;13557;30332;15584
4841;30 jaar;Mannen;2047;66811;45932;20140;25792;12252;13540;30312;15620
4842;30 jaar;Mannen;2048;67341;45938;20145;25793;12277;13516;30296;15642
4843;30 jaar;Mannen;2049;67927;45918;20144;25774;12288;13486;30267;15651
4844;30 jaar;Mannen;2050;68524;45888;20145;25743;12287;13456;30241;15647
4845;30 jaar;Vrouwen;2000;105761;26973;18360;8613;6815;1798;14356;12617
4846;30 jaar;Vrouwen;2001;102370;27768;19488;8280;6290;1990;15438;12330
4847;30 jaar;Vrouwen;2002;97101;27968;19781;8187;6068;2119;15761;12207
4848;30 jaar;Vrouwen;2003;91859;28448;20314;8134;5772;2362;16412;12036
4849;30 jaar;Vrouwen;2004;83418;27938;20289;7649;5227;2422;16266;11672
4850;30 jaar;Vrouwen;2005;79131;28420;20617;7803;5193;2610;16634;11786
4851;30 jaar;Vrouwen;2006;75406;28165;20052;8113;4983;3130;16458;11707
4852;30 jaar;Vrouwen;2007;74221;28369;19759;8610;5003;3607;16439;11930
4853;30 jaar;Vrouwen;2008;72414;30009;20793;9216;5050;4166;17895;12114
4854;30 jaar;Vrouwen;2009;72855;30944;20866;10078;5328;4750;18531;12413
4855;30 jaar;Vrouwen;2010;72353;31636;21050;10586;5346;5240;19127;12509
4856;30 jaar;Vrouwen;2011;73955;33012;20994;12018;5748;6270;20126;12886
4857;30 jaar;Vrouwen;2012;72634;33424;20962;12462;5718;6744;20644;12780
4858;30 jaar;Vrouwen;2013;69811;33472;21301;12171;5603;6568;20839;12633
4859;30 jaar;Vrouwen;2014;69044;33873;21459;12414;5551;6863;21275;12598
4860;30 jaar;Vrouwen;2015;70661;34315;21715;12600;5747;6853;21724;12591
4861;30 jaar;Vrouwen;2016;72549;34611;21807;12804;5664;7140;22003;12608
4862;30 jaar;Vrouwen;2017;75036;35125;21642;13483;6072;7411;22387;12738
4863;30 jaar;Vrouwen;2018;74722;35583;21657;13926;6055;7871;22996;12587
4864;30 jaar;Vrouwen;2019;74052;36428;21696;14732;6317;8415;23624;12804
4865;30 jaar;Vrouwen;2020;75040;36718;21676;15042;6245;8797;24161;12557
4866;30 jaar;Vrouwen;2021;77173;37890;21606;16284;6726;9558;25156;12734
4867;30 jaar;Vrouwen;2022;77524;38044;21581;16463;6839;9624;25315;12729
4868;30 jaar;Vrouwen;2023;75939;38411;21556;16855;6964;9891;25689;12722
4869;30 jaar;Vrouwen;2024;75555;38503;21529;16974;6928;10046;25970;12533
4870;30 jaar;Vrouwen;2025;75278;39193;21559;17634;7029;10605;26546;12647
4871;30 jaar;Vrouwen;2026;73216;39236;21593;17643;7119;10524;26565;12671
4872;30 jaar;Vrouwen;2027;72226;39700;21810;17890;7066;10824;27105;12595
4873;30 jaar;Vrouwen;2028;72758;40899;21987;18912;7409;11503;28159;12740
4874;30 jaar;Vrouwen;2029;74479;42016;22035;19981;7877;12104;29031;12985
4875;30 jaar;Vrouwen;2030;74454;42538;21865;20673;8100;12573;29271;13267
4876;30 jaar;Vrouwen;2031;76982;42467;21861;20606;8059;12547;29037;13430
4877;30 jaar;Vrouwen;2032;76401;43001;21847;21154;8406;12748;29327;13674
4878;30 jaar;Vrouwen;2033;75246;43495;21838;21657;8749;12908;29571;13924
4879;30 jaar;Vrouwen;2034;73665;43929;21828;22101;9081;13020;29756;14173
4880;30 jaar;Vrouwen;2035;72047;44331;21820;22511;9398;13113;29914;14417
4881;30 jaar;Vrouwen;2036;70389;44727;21819;22908;9703;13205;30075;14652
4882;30 jaar;Vrouwen;2037;68846;45074;21815;23259;9996;13263;30201;14873
4883;30 jaar;Vrouwen;2038;67458;45369;21813;23556;10261;13295;30292;15077
4884;30 jaar;Vrouwen;2039;66330;45630;21818;23812;10508;13304;30359;15271
4885;30 jaar;Vrouwen;2040;65374;45843;21818;24025;10736;13289;30398;15445
4886;30 jaar;Vrouwen;2041;64729;46016;21820;24196;10939;13257;30418;15598
4887;30 jaar;Vrouwen;2042;64355;46157;21826;24331;11123;13208;30426;15731
4888;30 jaar;Vrouwen;2043;64184;46270;21830;24440;11286;13154;30429;15841
4889;30 jaar;Vrouwen;2044;64225;46353;21830;24523;11434;13089;30422;15931
4890;30 jaar;Vrouwen;2045;64419;46413;21833;24580;11560;13020;30413;16000
4891;30 jaar;Vrouwen;2046;64728;46445;21836;24609;11664;12945;30391;16054
4892;30 jaar;Vrouwen;2047;65145;46461;21838;24623;11700;12923;30377;16084
4893;30 jaar;Vrouwen;2048;65651;46459;21842;24617;11717;12900;30357;16102
4894;30 jaar;Vrouwen;2049;66209;46443;21844;24599;11727;12872;30334;16109
4895;30 jaar;Vrouwen;2050;66791;46413;21845;24568;11726;12842;30306;16107
4896;31 jaar;Totaal mannen en vrouwen;2000;206164;53647;37237;16410;12905;3505;29497;24150
4897;31 jaar;Totaal mannen en vrouwen;2001;215441;56525;39005;17520;13781;3739;31149;25376
4898;31 jaar;Totaal mannen en vrouwen;2002;207986;57496;40463;17033;12943;4090;32765;24731
4899;31 jaar;Totaal mannen en vrouwen;2003;197633;57095;40314;16781;12385;4396;32802;24293
4900;31 jaar;Totaal mannen en vrouwen;2004;185942;57420;40791;16629;11860;4769;33519;23901
4901;31 jaar;Totaal mannen en vrouwen;2005;169390;55805;40300;15505;10575;4930;32932;22873
4902;31 jaar;Totaal mannen en vrouwen;2006;161091;56712;40830;15882;10454;5428;33782;22930
4903;31 jaar;Totaal mannen en vrouwen;2007;153158;56294;39702;16592;10225;6367;33331;22963
4904;31 jaar;Totaal mannen en vrouwen;2008;151411;56861;39127;17734;10312;7422;33485;23376
4905;31 jaar;Totaal mannen en vrouwen;2009;147219;59313;40568;18745;10329;8416;35878;23435
4906;31 jaar;Totaal mannen en vrouwen;2010;147943;61283;40823;20460;10849;9611;37199;24084
4907;31 jaar;Totaal mannen en vrouwen;2011;146306;62882;41119;21763;10990;10773;38593;24289
4908;31 jaar;Totaal mannen en vrouwen;2012;150064;65596;41107;24489;11754;12735;40568;25028
4909;31 jaar;Totaal mannen en vrouwen;2013;146469;67017;41504;25513;11739;13774;42139;24878
4910;31 jaar;Totaal mannen en vrouwen;2014;141535;67143;42193;24950;11433;13517;42680;24463
4911;31 jaar;Totaal mannen en vrouwen;2015;139932;67545;42341;25204;11317;13887;43255;24290
4912;31 jaar;Totaal mannen en vrouwen;2016;143432;68454;42663;25791;11741;14050;44071;24383
4913;31 jaar;Totaal mannen en vrouwen;2017;146528;68910;42743;26167;11754;14413;44536;24374
4914;31 jaar;Totaal mannen en vrouwen;2018;151012;70000;42589;27411;12414;14997;45381;24619
4915;31 jaar;Totaal mannen en vrouwen;2019;151932;70876;42591;28285;12365;15920;46441;24435
4916;31 jaar;Totaal mannen en vrouwen;2020;149944;72584;42645;29939;12709;17230;48004;24580
4917;31 jaar;Totaal mannen en vrouwen;2021;151172;73492;42688;30804;12761;18043;49118;24374
4918;31 jaar;Totaal mannen en vrouwen;2022;156932;75567;42583;32984;13668;19316;50904;24663
4919;31 jaar;Totaal mannen en vrouwen;2023;156701;76115;42438;33677;13976;19701;51346;24769
4920;31 jaar;Totaal mannen en vrouwen;2024;153919;77013;42526;34487;14060;20427;52438;24575
4921;31 jaar;Totaal mannen en vrouwen;2025;152729;77073;42434;34639;14282;20357;52535;24538
4922;31 jaar;Totaal mannen en vrouwen;2026;152444;78565;42479;36086;14438;21648;53858;24707
4923;31 jaar;Totaal mannen en vrouwen;2027;148139;78666;42600;36066;14521;21545;53854;24812
4924;31 jaar;Totaal mannen en vrouwen;2028;146835;79819;42984;36835;14548;22287;54952;24867
4925;31 jaar;Totaal mannen en vrouwen;2029;146785;81930;43239;38691;15189;23502;56885;25045
4926;31 jaar;Totaal mannen en vrouwen;2030;150770;84242;43332;40910;16144;24766;58649;25593
4927;31 jaar;Totaal mannen en vrouwen;2031;151037;85493;43091;42402;16635;25767;59209;26284
4928;31 jaar;Totaal mannen en vrouwen;2032;155871;85227;43076;42151;16487;25664;58783;26444
4929;31 jaar;Totaal mannen en vrouwen;2033;154673;86315;43046;43269;17195;26074;59363;26952
4930;31 jaar;Totaal mannen en vrouwen;2034;152319;87328;43027;44301;17897;26404;59853;27475
4931;31 jaar;Totaal mannen en vrouwen;2035;149113;88226;43011;45215;18573;26642;60227;27999
4932;31 jaar;Totaal mannen en vrouwen;2036;145827;89054;42998;46056;19231;26825;60549;28505
4933;31 jaar;Totaal mannen en vrouwen;2037;142478;89863;42992;46871;19855;27016;60876;28987
4934;31 jaar;Totaal mannen en vrouwen;2038;139344;90578;42992;47586;20446;27140;61132;29446
4935;31 jaar;Totaal mannen en vrouwen;2039;136526;91190;42990;48200;20995;27205;61316;29874
4936;31 jaar;Totaal mannen en vrouwen;2040;134241;91722;43002;48720;21499;27221;61449;30273
4937;31 jaar;Totaal mannen en vrouwen;2041;132299;92165;43006;49159;21968;27191;61529;30636
4938;31 jaar;Totaal mannen en vrouwen;2042;130987;92527;43016;49511;22386;27125;61569;30958
4939;31 jaar;Totaal mannen en vrouwen;2043;130241;92814;43021;49793;22763;27030;61582;31232
4940;31 jaar;Totaal mannen en vrouwen;2044;129895;93048;43031;50017;23100;26917;61585;31463
4941;31 jaar;Totaal mannen en vrouwen;2045;129974;93221;43037;50184;23396;26788;61573;31648
4942;31 jaar;Totaal mannen en vrouwen;2046;130359;93345;43043;50302;23654;26648;61549;31796
4943;31 jaar;Totaal mannen en vrouwen;2047;130989;93414;43049;50365;23872;26493;61511;31903
4944;31 jaar;Totaal mannen en vrouwen;2048;131835;93443;43052;50391;23939;26452;61475;31968
4945;31 jaar;Totaal mannen en vrouwen;2049;132863;93451;43060;50391;23986;26405;61441;32010
4946;31 jaar;Totaal mannen en vrouwen;2050;134006;93413;43061;50352;24003;26349;61389;32024
4947;31 jaar;Mannen;2000;104814;27538;19196;8342;6598;1744;15641;11897
4948;31 jaar;Mannen;2001;109800;28815;19904;8911;6970;1941;16342;12473
4949;31 jaar;Mannen;2002;105708;29035;20276;8759;6657;2102;16919;12116
4950;31 jaar;Mannen;2003;100605;28428;19831;8597;6320;2277;16624;11804
4951;31 jaar;Mannen;2004;94137;28293;19794;8499;6090;2409;16713;11580
4952;31 jaar;Mannen;2005;85991;27186;19327;7859;5349;2510;16268;10918
4953;31 jaar;Mannen;2006;81958;27642;19558;8084;5264;2820;16761;10881
4954;31 jaar;Mannen;2007;77736;27486;19004;8482;5245;3237;16489;10997
4955;31 jaar;Mannen;2008;77173;27861;18735;9126;5307;3819;16664;11197
4956;31 jaar;Mannen;2009;74787;28702;19168;9534;5282;4252;17616;11086
4957;31 jaar;Mannen;2010;75070;29754;19365;10389;5527;4862;18313;11441
4958;31 jaar;Mannen;2011;73946;30676;19498;11178;5643;5535;19111;11565
4959;31 jaar;Mannen;2012;76105;32040;19561;12479;6010;6469;20099;11941
4960;31 jaar;Mannen;2013;73831;33057;19999;13058;6025;7033;21150;11907
4961;31 jaar;Mannen;2014;71708;33149;20364;12785;5831;6954;21498;11651
4962;31 jaar;Mannen;2015;70868;33158;20362;12796;5769;7027;21638;11520
4963;31 jaar;Mannen;2016;72757;33641;20444;13197;5997;7200;22011;11630
4964;31 jaar;Mannen;2017;73979;33804;20435;13369;6093;7276;22196;11608
4965;31 jaar;Mannen;2018;75990;34384;20455;13929;6338;7591;22655;11729
4966;31 jaar;Mannen;2019;77219;34808;20444;14364;6311;8053;23105;11703
4967;31 jaar;Mannen;2020;75899;35677;20463;15214;6394;8820;24042;11635
4968;31 jaar;Mannen;2021;76145;36302;20535;15767;6517;9250;24621;11681
4969;31 jaar;Mannen;2022;79791;37203;20497;16706;6942;9764;25409;11794
4970;31 jaar;Mannen;2023;79211;37596;20375;17221;7142;10079;25692;11904
4971;31 jaar;Mannen;2024;78012;38125;20486;17639;7099;10540;26411;11714
4972;31 jaar;Mannen;2025;77201;38095;20424;17671;7356;10315;26226;11869
4973;31 jaar;Mannen;2026;77198;38893;20435;18458;7412;11046;26972;11921
4974;31 jaar;Mannen;2027;74940;38954;20523;18431;7407;11024;26949;12005
4975;31 jaar;Mannen;2028;74625;39650;20696;18954;7486;11468;27512;12138
4976;31 jaar;Mannen;2029;74048;40564;20777;19787;7786;12001;28393;12171
4977;31 jaar;Mannen;2030;76324;41759;20825;20934;8267;12667;29285;12474
4978;31 jaar;Mannen;2031;76619;42484;20749;21735;8537;13198;29600;12884
4979;31 jaar;Mannen;2032;78936;42289;20737;21552;8430;13122;29410;12879
4980;31 jaar;Mannen;2033;78316;42845;20722;22123;8793;13330;29700;13145
4981;31 jaar;Mannen;2034;77117;43358;20708;22650;9149;13501;29940;13418
4982;31 jaar;Mannen;2035;75486;43820;20698;23122;9500;13622;30131;13689
4983;31 jaar;Mannen;2036;73819;44242;20692;23550;9833;13717;30291;13951
4984;31 jaar;Mannen;2037;72113;44662;20690;23972;10155;13817;30460;14202
4985;31 jaar;Mannen;2038;70520;45028;20690;24338;10458;13880;30588;14440
4986;31 jaar;Mannen;2039;69089;45340;20690;24650;10739;13911;30679;14661
4987;31 jaar;Mannen;2040;67925;45613;20695;24918;10996;13922;30744;14869
4988;31 jaar;Mannen;2041;66935;45842;20700;25142;11235;13907;30785;15057
4989;31 jaar;Mannen;2042;66268;46031;20707;25324;11451;13873;30805;15226
4990;31 jaar;Mannen;2043;65889;46180;20710;25470;11644;13826;30811;15369
4991;31 jaar;Mannen;2044;65714;46300;20713;25587;11818;13769;30813;15487
4992;31 jaar;Mannen;2045;65754;46389;20719;25670;11967;13703;30804;15585
4993;31 jaar;Mannen;2046;65948;46451;20720;25731;12101;13630;30792;15659
4994;31 jaar;Mannen;2047;66270;46487;20723;25764;12212;13552;30771;15716
4995;31 jaar;Mannen;2048;66699;46503;20724;25779;12245;13534;30752;15751
4996;31 jaar;Mannen;2049;67230;46507;20727;25780;12270;13510;30734;15773
4997;31 jaar;Mannen;2050;67809;46490;20728;25762;12282;13480;30709;15781
4998;31 jaar;Vrouwen;2000;101350;26109;18041;8068;6307;1761;13856;12253
4999;31 jaar;Vrouwen;2001;105643;27708;19099;8609;6811;1798;14806;12902
5000;31 jaar;Vrouwen;2002;102275;28464;20189;8275;6286;1989;15849;12615
5001;31 jaar;Vrouwen;2003;97028;28666;20482;8184;6065;2119;16177;12489
5002;31 jaar;Vrouwen;2004;91803;29128;20998;8130;5770;2360;16807;12321
5003;31 jaar;Vrouwen;2005;83403;28615;20970;7645;5224;2421;16663;11952
5004;31 jaar;Vrouwen;2006;79133;29071;21272;7799;5190;2609;17019;12052
5005;31 jaar;Vrouwen;2007;75422;28808;20696;8112;4983;3129;16842;11966
5006;31 jaar;Vrouwen;2008;74238;29000;20393;8607;5002;3605;16821;12179
5007;31 jaar;Vrouwen;2009;72430;30613;21400;9213;5049;4164;18261;12352
5008;31 jaar;Vrouwen;2010;72867;31534;21460;10074;5325;4749;18889;12645
5009;31 jaar;Vrouwen;2011;72364;32202;21619;10583;5346;5237;19479;12723
5010;31 jaar;Vrouwen;2012;73955;33560;21546;12014;5749;6265;20470;13090
5011;31 jaar;Vrouwen;2013;72633;33965;21508;12457;5715;6742;20991;12974
5012;31 jaar;Vrouwen;2014;69830;33991;21826;12165;5599;6566;21179;12812
5013;31 jaar;Vrouwen;2015;69064;34387;21980;12407;5545;6862;21617;12770
5014;31 jaar;Vrouwen;2016;70672;34816;22221;12595;5746;6849;22062;12754
5015;31 jaar;Vrouwen;2017;72548;35106;22308;12798;5661;7137;22341;12765
5016;31 jaar;Vrouwen;2018;75022;35616;22138;13478;6071;7407;22728;12888
5017;31 jaar;Vrouwen;2019;74713;36068;22148;13920;6052;7868;23335;12733
5018;31 jaar;Vrouwen;2020;74042;36910;22184;14726;6314;8412;23963;12947
5019;31 jaar;Vrouwen;2021;75023;37195;22158;15037;6243;8794;24500;12695
5020;31 jaar;Vrouwen;2022;77142;38364;22086;16278;6723;9555;25494;12870
5021;31 jaar;Vrouwen;2023;77490;38519;22063;16456;6834;9622;25654;12865
5022;31 jaar;Vrouwen;2024;75908;38887;22038;16849;6962;9887;26028;12859
5023;31 jaar;Vrouwen;2025;75529;38977;22011;16966;6923;10043;26308;12669
5024;31 jaar;Vrouwen;2026;75247;39671;22042;17629;7027;10602;26885;12786
5025;31 jaar;Vrouwen;2027;73200;39711;22076;17635;7115;10520;26905;12806
5026;31 jaar;Vrouwen;2028;72208;40171;22288;17883;7063;10820;27441;12730
5027;31 jaar;Vrouwen;2029;72734;41369;22463;18906;7405;11501;28495;12874
5028;31 jaar;Vrouwen;2030;74445;42484;22509;19975;7875;12100;29365;13119
5029;31 jaar;Vrouwen;2031;74417;43010;22344;20666;8098;12568;29610;13400
5030;31 jaar;Vrouwen;2032;76934;42940;22341;20599;8055;12544;29375;13565
5031;31 jaar;Vrouwen;2033;76354;43473;22327;21146;8403;12743;29665;13808
5032;31 jaar;Vrouwen;2034;75204;43968;22319;21649;8745;12904;29910;14058
5033;31 jaar;Vrouwen;2035;73628;44404;22311;22093;9076;13017;30095;14309
5034;31 jaar;Vrouwen;2036;72012;44809;22305;22504;9394;13110;30256;14553
5035;31 jaar;Vrouwen;2037;70363;45203;22302;22901;9701;13200;30417;14786
5036;31 jaar;Vrouwen;2038;68822;45552;22301;23251;9991;13260;30544;15008
5037;31 jaar;Vrouwen;2039;67438;45848;22301;23547;10256;13291;30635;15213
5038;31 jaar;Vrouwen;2040;66317;46108;22305;23803;10504;13299;30703;15405
5039;31 jaar;Vrouwen;2041;65361;46326;22308;24018;10734;13284;30746;15580
5040;31 jaar;Vrouwen;2042;64721;46494;22307;24187;10936;13251;30762;15732
5041;31 jaar;Vrouwen;2043;64349;46637;22313;24324;11122;13202;30772;15865
5042;31 jaar;Vrouwen;2044;64179;46749;22318;24431;11281;13150;30775;15974
5043;31 jaar;Vrouwen;2045;64220;46832;22319;24513;11428;13085;30768;16064
5044;31 jaar;Vrouwen;2046;64413;46892;22321;24571;11554;13017;30757;16135
5045;31 jaar;Vrouwen;2047;64717;46929;22326;24603;11661;12942;30740;16189
5046;31 jaar;Vrouwen;2048;65133;46943;22329;24614;11693;12921;30724;16219
5047;31 jaar;Vrouwen;2049;65636;46942;22332;24610;11714;12896;30705;16237
5048;31 jaar;Vrouwen;2050;66193;46926;22335;24591;11723;12868;30681;16245
5049;32 jaar;Totaal mannen en vrouwen;2000;206969;51160;35058;16102;12733;3369;26744;24416
5050;32 jaar;Totaal mannen en vrouwen;2001;205852;54854;38454;16400;12896;3504;30251;24603
5051;32 jaar;Totaal mannen en vrouwen;2002;215069;57707;40198;17509;13773;3736;31878;25829
5052;32 jaar;Totaal mannen en vrouwen;2003;207651;58655;41632;17023;12935;4088;33466;25189
5053;32 jaar;Totaal mannen en vrouwen;2004;197352;58267;41498;16769;12375;4394;33521;24746
5054;32 jaar;Totaal mannen en vrouwen;2005;185721;58571;41952;16619;11854;4765;34212;24359
5055;32 jaar;Totaal mannen en vrouwen;2006;169256;56964;41469;15495;10568;4927;33641;23323
5056;32 jaar;Totaal mannen en vrouwen;2007;160990;57826;41954;15872;10447;5425;34471;23355
5057;32 jaar;Totaal mannen en vrouwen;2008;153094;57400;40816;16584;10221;6363;34029;23371
5058;32 jaar;Totaal mannen en vrouwen;2009;151353;57943;40221;17722;10303;7419;34181;23762
5059;32 jaar;Totaal mannen en vrouwen;2010;147173;60357;41622;18735;10324;8411;36548;23809
5060;32 jaar;Totaal mannen en vrouwen;2011;147880;62301;41851;20450;10845;9605;37861;24440
5061;32 jaar;Totaal mannen en vrouwen;2012;146254;63874;42123;21751;10982;10769;39250;24624
5062;32 jaar;Totaal mannen en vrouwen;2013;149969;66560;42082;24478;11750;12728;41215;25345
