ID;RegioS;Kiesgerechtigden_1;Opkomst_2;TotaalStemmen_3;GeldigeStemmen_4;CDA_5;CU_6;D66_7;GL_8;PvdA_9;SGP_10;SP_11;VVD_12;OverigeLandelijkeGroeperingEn_13;LokaleConfessioneleGroeperingEn_14;LokaleOnafhankelijkeGroeperingEn_15;LokaleProgressieveGroeperingEn_16;CDA_17;CU_18;D66_19;GL_20;PvdA_21;SGP_22;SP_23;VVD_24;OverigeLandelijkeGroeperingEn_25;LokaleConfessioneleGroeperingEn_26;LokaleOnafhankelijkeGroeperingEn_27;LokaleProgressieveGroeperingEn_28;TotaalPolitiekeGroeperingen_29;CDA_30;CU_31;D66_32;GL_33;PvdA_34;SGP_35;SP_36;VVD_37;OverigeLandelijkeGroeperingEn_38;LokaleConfessioneleGroeperingEn_39;LokaleOnafhankelijkeGroeperingEn_40;LokaleProgressieveGroeperingEn_41;TotaalPolitiekeGroeperingen_42;CDA_43;CU_44;D66_45;GL_46;PvdA_47;SGP_48;SP_49;VVD_50;OverigeLandelijkeGroeperingEn_51;LokaleConfessioneleGroeperingEn_52;LokaleOnafhankelijkeGroeperingEn_53;LokaleProgressieveGroeperingEn_54;TotaalPolitiekeGroeperingen_55;CDA_56;CU_57;D66_58;GL_59;PvdA_60;SGP_61;SP_62;VVD_63;OverigeLandelijkeGroeperingEn_64;LokaleConfessioneleGroeperingEn_65;LokaleOnafhankelijkeGroeperingEn_66;LokaleProgressieveGroeperingEn_67;TotaalPolitiekeGroeperingen_68;CDA_69;CU_70;D66_71;GL_72;PvdA_73;SGP_74;SP_75;VVD_76;OverigeLandelijkeGroeperingEn_77;LokaleConfessioneleGroeperingEn_78;LokaleOnafhankelijkeGroeperingEn_79;LokaleProgressieveGroeperingEn_80;TotaalPolitiekeGroeperingen_81;CDA_82;CU_83;D66_84;GL_85;PvdA_86;SGP_87;SP_88;VVD_89;OverigeLandelijkeGroeperingEn_90;LokaleConfessioneleGroeperingEn_91;LokaleOnafhankelijkeGroeperingEn_92;LokaleProgressieveGroeperingEn_93;TotaalPolitiekeGroeperingen_94;CDA_95;CU_96;D66_97;GL_98;PvdA_99;SGP_100;SP_101;VVD_102;OverigeLandelijkeGroeperingEn_103;LokaleConfessioneleGroeperingEn_104;LokaleOnafhankelijkeGroeperingEn_105;LokaleProgressieveGroeperingEn_106;TotaalPolitiekeGroeperingen_107;CDA_108;CU_109;D66_110;GL_111;PvdA_112;SGP_113;SP_114;VVD_115;OverigeLandelijkeGroeperingEn_116;LokaleConfessioneleGroeperingEn_117;LokaleOnafhankelijkeGroeperingEn_118;LokaleProgressieveGroeperingEn_119;TotaalPolitiekeGroeperingen_120;CDA_121;CU_122;D66_123;GL_124;PvdA_125;SGP_126;SP_127;VVD_128;OverigeLandelijkeGroeperingEn_129;LokaleConfessioneleGroeperingEn_130;LokaleOnafhankelijkeGroeperingEn_131;LokaleProgressieveGroeperingEn_132;TotaalPolitiekeGroeperingen_133;CDA_134;CU_135;D66_136;GL_137;PvdA_138;SGP_139;SP_140;VVD_141;OverigeLandelijkeGroeperingEn_142;LokaleConfessioneleGroeperingEn_143;LokaleOnafhankelijkeGroeperingEn_144;LokaleProgressieveGroeperingEn_145;Mannen_146;Vrouwen_147;LandsdeelCode_148;ProvincieCode_149;KamerkieskringCode_150;CoropCode_151;GemeenteCode_152
226;Littenseradiel;7919;70.4;5576;5566;1782;0;0;0;1532;0;0;1093;0;0;1159;0;32.0;0.0;0.0;0.0;27.5;0.0;0.0;19.6;0.0;0.0;20.8;0.0;15;5;0;0;0;4;0;0;3;0;0;3;0;13;4;0;0;0;3;0;0;3;0;0;3;0;2;1;0;0;0;1;0;0;0;0;0;0;0;2;1;0;0;0;1;0;0;0;0;0;0;0;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;PvdA ;1;21;2;4;140
227;Lochem;15238;67.7;10312;10295;1725;0;729;1061;2110;0;0;1733;0;0;2937;0;16.8;0.0;7.1;10.3;20.5;0.0;0.0;16.8;0.0;0.0;28.5;0.0;17;3;0;1;2;3;0;0;3;0;0;5;0;13;2;0;1;2;2;0;0;2;0;0;4;0;4;1;0;0;0;1;0;0;1;0;0;1;0;3;1;0;0;0;0;0;0;1;0;0;1;0;3;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;1;0;2;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;PvdA ;2;25;7;14;262
228;Loenen;6403;69.3;4437;4433;1264;0;698;0;613;0;0;939;0;0;919;0;28.5;0.0;15.7;0.0;13.8;0.0;0.0;21.2;0.0;0.0;20.7;0.0;13;4;0;2;0;2;0;0;3;0;0;2;0;11;3;0;2;0;2;0;0;3;0;0;1;0;2;1;0;0;0;0;0;0;0;0;0;1;0;2;1;0;0;0;0;0;0;1;0;0;0;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VVD  ;     ;3;26;8;17;329
229;Loon op Zand;17720;57.7;10231;10218;2044;0;0;588;813;0;0;1217;0;0;5556;0;20.0;0.0;0.0;5.8;8.0;0.0;0.0;11.9;0.0;0.0;54.4;0.0;19;4;0;0;1;1;0;0;2;0;0;11;0;16;3;0;0;1;1;0;0;1;0;0;10;0;3;1;0;0;0;0;0;0;1;0;0;1;0;4;1;0;0;0;0;0;0;0;0;0;3;0;4;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VVD  ;     ;4;30;17;34;809
230;Lopik;9880;65.0;6421;6411;2497;965;0;0;1082;767;0;1100;0;0;0;0;38.9;15.1;0.0;0.0;16.9;12.0;0.0;17.2;0.0;0.0;0.0;0.0;15;6;2;0;0;2;2;0;3;0;0;0;0;12;4;1;0;0;2;2;0;3;0;0;0;0;3;2;1;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CDA  ;     ;3;26;8;17;331
231;Loppersum;8280;67.9;5619;5612;1490;692;0;541;1191;0;0;606;0;0;1092;0;26.6;12.3;0.0;9.6;21.2;0.0;0.0;10.8;0.0;0.0;19.5;0.0;15;4;2;0;1;3;0;0;2;0;0;3;0;11;3;2;0;0;2;0;0;2;0;0;2;0;4;1;0;0;1;1;0;0;0;0;0;1;0;3;0;0;0;0;1;0;0;1;0;0;1;0;3;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PvdA ;     ;1;20;1;2;24
232;Losser;17338;60.3;10451;10443;4150;0;0;0;1180;0;0;1095;0;0;4018;0;39.7;0.0;0.0;0.0;11.3;0.0;0.0;10.5;0.0;0.0;38.5;0.0;19;8;0;0;0;2;0;0;2;0;0;7;0;15;7;0;0;0;1;0;0;2;0;0;5;0;4;1;0;0;0;1;0;0;0;0;0;2;0;4;2;0;0;0;0;0;0;1;0;0;1;0;4;2;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;CDA  ;2;23;4;12;168
233;Maarn;4443;74.3;3299;3294;973;0;265;0;858;223;0;975;0;0;0;0;29.5;0.0;8.0;0.0;26.0;6.8;0.0;29.6;0.0;0.0;0.0;0.0;11;3;0;1;0;3;0;0;4;0;0;0;0;9;2;0;1;0;2;0;0;4;0;0;0;0;2;1;0;0;0;1;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;1;0;0;0;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;VVD  ;3;26;8;17;332
234;Maarssen;30373;57.8;17563;17533;3024;0;867;1844;3389;0;0;4179;0;725;3505;0;17.2;0.0;4.9;10.5;19.3;0.0;0.0;23.8;0.0;4.1;20.0;0.0;27;5;0;1;3;5;0;0;7;0;1;5;0;17;4;0;0;1;3;0;0;5;0;1;3;0;10;1;0;1;2;2;0;0;2;0;0;2;0;4;1;0;1;0;0;0;0;1;0;0;1;0;2;1;0;0;0;0;0;0;0;0;0;1;0;2;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PvdA ;     ;3;26;8;17;333
235;Maasbracht;10807;67.7;7318;7299;2915;0;0;0;864;0;0;0;0;0;1946;1574;39.9;0.0;0.0;0.0;11.8;0.0;0.0;0.0;0.0;0.0;26.7;21.6;15;6;0;0;0;2;0;0;0;0;0;4;3;12;5;0;0;0;1;0;0;0;0;0;4;2;3;1;0;0;0;1;0;0;0;0;0;0;1;3;2;0;0;0;1;0;0;0;0;0;0;0;3;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CDA  ;     ;4;31;19;38;933
236;Maasbree;9665;62.0;5988;5977;2192;0;0;0;832;0;0;480;0;0;2473;0;36.7;0.0;0.0;0.0;13.9;0.0;0.0;8.0;0.0;0.0;41.4;0.0;15;6;0;0;0;2;0;0;1;0;0;6;0;13;4;0;0;0;2;0;0;1;0;0;6;0;2;2;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;1;0;3;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CDA  ;     ;4;31;19;37;934
237;Maasdonk;8493;70.8;6014;5983;1230;0;0;0;0;0;0;0;0;0;4753;0;20.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;79.4;0.0;15;3;0;0;0;0;0;0;0;0;0;12;0;11;2;0;0;0;0;0;0;0;0;0;9;0;4;1;0;0;0;0;0;0;0;0;0;3;0;3;1;0;0;0;0;0;0;0;0;0;2;0;3;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CDA  ;     ;4;30;18;35;1671
238;Maasdriel;17929;74.0;13272;13264;4069;0;0;731;1403;368;0;2737;0;0;3956;0;30.7;0.0;0.0;5.5;10.6;2.8;0.0;20.6;0.0;0.0;29.8;0.0;19;7;0;0;1;2;0;0;4;0;0;5;0;17;6;0;0;1;1;0;0;4;0;0;5;0;2;1;0;0;0;1;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;1;0;0;1;0;4;2;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CDA  ;     ;2;25;6;16;263
239;Maasland;5037;73.0;3675;3663;1425;0;0;0;0;0;0;601;0;0;1637;0;38.9;0.0;0.0;0.0;0.0;0.0;0.0;16.4;0.0;0.0;44.7;0.0;13;5;0;0;0;0;0;0;2;0;0;6;0;10;5;0;0;0;0;0;0;1;0;0;4;0;3;0;0;0;0;0;0;0;1;0;0;2;0;2;1;0;0;0;0;0;0;0;0;0;1;0;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CDA  ;     ;3;28;14;27;555
240;Maassluis;25308;56.7;14356;14305;2690;817;932;0;4035;0;0;2624;1850;0;1357;0;18.8;5.7;6.5;0.0;28.2;0.0;0.0;18.3;12.9;0.0;9.5;0.0;23;5;1;1;0;7;0;0;4;3;0;2;0;18;4;1;1;0;6;0;0;2;2;0;2;0;5;1;0;0;0;1;0;0;2;1;0;0;0;4;1;0;0;0;2;0;0;1;0;0;0;0;3;1;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;CDA  ;3;28;14;29;556
241;Maastricht;98741;50.1;49462;49363;12932;0;2934;5969;9603;0;3118;6065;0;0;8742;0;26.2;0.0;5.9;12.1;19.5;0.0;6.3;12.3;0.0;0.0;17.7;0.0;39;11;0;2;5;8;0;2;5;0;0;6;0;29;10;0;1;3;7;0;1;4;0;0;3;0;10;1;0;1;2;1;0;1;1;0;0;3;0;7;3;0;0;1;2;0;0;1;0;0;0;0;5;2;0;0;1;1;0;0;1;0;0;0;0;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CDA  ;     ;4;31;19;39;935
242;Margraten;10506;79.4;8342;8326;3255;0;0;0;0;0;0;1418;0;0;2694;959;39.1;0.0;0.0;0.0;0.0;0.0;0.0;17.0;0.0;0.0;32.4;11.5;15;6;0;0;0;0;0;0;2;0;0;5;2;14;5;0;0;0;0;0;0;2;0;0;5;2;1;1;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;1;0;0;0;0;3;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CDA  ;     ;4;31;19;39;936
243;De Marne;8475;66.4;5629;5608;1217;1061;0;723;1501;0;0;1106;0;0;0;0;21.7;18.9;0.0;12.9;26.8;0.0;0.0;19.7;0.0;0.0;0.0;0.0;15;3;3;0;2;4;0;0;3;0;0;0;0;11;3;3;0;0;3;0;0;2;0;0;0;0;4;0;0;0;2;1;0;0;1;0;0;0;0;3;0;1;0;0;1;0;0;1;0;0;0;0;3;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;D66  ;1;20;1;3;1663
244;Marum;7421;61.3;4546;4535;1373;423;0;0;1437;0;0;1302;0;0;0;0;30.3;9.3;0.0;0.0;31.7;0.0;0.0;28.7;0.0;0.0;0.0;0.0;15;5;1;0;0;5;0;0;4;0;0;0;0;12;4;1;0;0;4;0;0;3;0;0;0;0;3;1;0;0;0;1;0;0;1;0;0;0;0;2;1;0;0;0;1;0;0;0;0;0;0;0;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CDA  ;     ;1;20;1;3;25
245;Medemblik;5888;57.2;3366;3356;719;0;0;372;376;0;0;738;0;0;1151;0;21.4;0.0;0.0;11.1;11.2;0.0;0.0;22.0;0.0;0.0;34.3;0.0;13;3;0;0;1;2;0;0;3;0;0;4;0;11;1;0;0;1;2;0;0;3;0;0;4;0;2;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;1;0;2;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PvdA ;     ;3;27;11;18;420
246;Meerlo-Wanssum;5839;63.4;3701;3685;1302;0;0;0;252;0;0;259;0;0;712;1160;35.3;0.0;0.0;0.0;6.8;0.0;0.0;7.0;0.0;0.0;19.3;31.5;13;5;0;0;0;1;0;0;1;0;0;2;4;11;4;0;0;0;1;0;0;1;0;0;2;3;2;1;0;0;0;0;0;0;0;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;1;1;3;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VVD  ;     ;4;31;19;37;993
247;Meerssen;15961;74.1;11832;11813;4170;0;0;0;0;0;0;3942;0;0;2499;1202;35.3;0.0;0.0;0.0;0.0;0.0;0.0;33.4;0.0;0.0;21.2;10.2;19;7;0;0;0;0;0;0;6;0;0;4;2;15;5;0;0;0;0;0;0;6;0;0;3;1;4;2;0;0;0;0;0;0;0;0;0;1;1;2;1;0;0;0;0;0;0;1;0;0;0;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PvdA ;     ;4;31;19;39;938
248;Meijel;4427;67.8;3003;2976;535;0;0;0;0;0;0;1354;0;0;363;724;18.0;0.0;0.0;0.0;0.0;0.0;0.0;45.5;0.0;0.0;12.2;24.3;11;2;0;0;0;0;0;0;5;0;0;1;3;9;2;0;0;0;0;0;0;4;0;0;1;2;2;0;0;0;0;0;0;0;1;0;0;0;1;2;0;0;0;0;0;0;0;1;0;0;1;0;2;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CDA  ;     ;4;31;19;37;941
249;Menaldumadeel;10587;70.0;7411;7407;1566;0;0;440;1182;0;0;752;0;0;3467;0;21.1;0.0;0.0;5.9;16.0;0.0;0.0;10.2;0.0;0.0;46.8;0.0;15;3;0;0;1;2;0;0;2;0;0;7;0;13;3;0;0;1;1;0;0;2;0;0;6;0;2;0;0;0;0;1;0;0;0;0;0;1;0;3;1;0;0;0;1;0;0;0;0;0;1;0;3;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;CDA  ;1;21;2;4;83
250;Menterwolde;9787;61.7;6041;6034;668;264;0;581;3011;0;440;0;0;0;1070;0;11.1;4.4;0.0;9.6;49.9;0.0;7.3;0.0;0.0;0.0;17.7;0.0;15;2;0;0;1;8;0;1;0;0;0;3;0;11;1;0;0;1;6;0;1;0;0;0;2;0;4;1;0;0;0;2;0;0;0;0;0;1;0;3;0;0;0;1;2;0;0;0;0;0;0;0;3;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;PvdA ;1;20;1;1;1987
251;Meppel;23212;61.8;14335;14319;2692;1078;428;0;3484;0;0;2545;0;0;4092;0;18.8;7.5;3.0;0.0;24.3;0.0;0.0;17.8;0.0;0.0;28.6;0.0;23;4;2;0;0;6;0;0;4;0;0;7;0;20;4;2;0;0;5;0;0;4;0;0;5;0;3;0;0;0;0;1;0;0;0;0;0;2;0;4;1;1;0;0;1;0;0;1;0;0;0;0;4;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PvdA ;     ;1;22;3;9;119
252;Middelburg;34771;59.9;20829;20809;4123;1920;862;1588;3716;2160;1442;2550;0;0;2448;0;19.8;9.2;4.1;7.6;17.9;10.4;6.9;12.3;0.0;0.0;11.8;0.0;29;6;3;1;2;6;3;2;3;0;0;3;0;22;5;3;1;1;3;3;2;2;0;0;2;0;7;1;0;0;1;3;0;0;1;0;0;1;0;4;1;1;0;1;1;0;0;0;0;0;0;0;4;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VVD  ;     ;3;29;16;32;687
253;Middelharnis;13102;66.8;8754;8744;822;1059;889;0;1312;1843;0;0;0;0;2819;0;9.4;12.1;10.2;0.0;15.0;21.1;0.0;0.0;0.0;0.0;32.2;0.0;17;2;2;2;0;2;4;0;0;0;0;5;0;15;2;2;2;0;2;4;0;0;0;0;3;0;2;0;0;0;0;0;0;0;0;0;0;2;0;3;0;1;0;0;0;1;0;0;0;0;1;0;3;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;1;0;2;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;     ;PvdA ;3;28;14;29;559
254;Midden-Drenthe;24877;64.3;16008;15987;3878;604;633;847;4352;0;0;2429;0;0;3244;0;24.3;3.8;4.0;5.3;27.2;0.0;0.0;15.2;0.0;0.0;20.3;0.0;23;6;0;1;1;7;0;0;3;0;0;5;0;16;5;0;1;0;4;0;0;2;0;0;4;0;7;1;0;0;1;3;0;0;1;0;0;1;0;3;1;0;0;0;1;0;0;1;0;0;0;0;2;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CDA  ;     ;1;22;3;7;1731
255;Mierlo;7860;63.9;5024;5020;1661;0;192;0;0;0;0;389;0;0;2073;705;33.1;0.0;3.8;0.0;0.0;0.0;0.0;7.7;0.0;0.0;41.3;14.0;15;5;0;0;0;0;0;0;1;0;0;7;2;12;4;0;0;0;0;0;0;1;0;0;6;1;3;1;0;0;0;0;0;0;0;0;0;1;1;3;1;0;0;0;0;0;0;0;0;0;1;1;2;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;     ;CDA  ;4;30;18;36;814
256;Mill en Sint Hubert;8540;68.6;5856;5838;2069;0;0;0;756;0;0;481;0;0;2532;0;35.4;0.0;0.0;0.0;12.9;0.0;0.0;8.2;0.0;0.0;43.4;0.0;15;5;0;0;0;2;0;0;1;0;0;7;0;13;4;0;0;0;2;0;0;1;0;0;6;0;2;1;0;0;0;0;0;0;0;0;0;1;0;2;1;0;0;0;0;0;0;0;0;0;1;0;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CDA  ;     ;4;30;18;35;815
257;Millingen a/d Rijn;4534;61.3;2779;2772;413;0;0;0;1092;0;0;362;0;0;905;0;14.9;0.0;0.0;0.0;39.4;0.0;0.0;13.1;0.0;0.0;32.6;0.0;11;2;0;0;0;4;0;0;1;0;0;4;0;8;2;0;0;0;2;0;0;1;0;0;3;0;3;0;0;0;0;2;0;0;0;0;0;1;0;2;0;0;0;0;1;0;0;0;0;0;1;0;2;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PvdA ;     ;2;25;6;15;265
258;Moerdijk;28322;55.5;15728;15711;3468;744;0;1168;2137;0;0;2309;0;0;5885;0;22.1;4.7;0.0;7.4;13.6;0.0;0.0;14.7;0.0;0.0;37.5;0.0;25;6;1;0;2;3;0;0;3;0;0;10;0;20;5;1;0;1;2;0;0;2;0;0;9;0;5;1;0;0;1;1;0;0;1;0;0;1;0;4;1;0;0;0;1;0;0;0;0;0;2;0;3;1;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VVD  ;     ;4;30;17;33;1709
259;Monster;15168;61.8;9379;9367;2555;0;0;0;783;0;0;1330;0;939;3760;0;27.3;0.0;0.0;0.0;8.4;0.0;0.0;14.2;0.0;10.0;40.1;0.0;19;5;0;0;0;1;0;0;3;0;2;8;0;14;4;0;0;0;0;0;0;2;0;2;6;0;5;1;0;0;0;1;0;0;1;0;0;2;0;3;1;0;0;0;0;0;0;1;0;0;1;0;2;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;D66  ;     ;3;28;14;27;562
260;Montfoort;9858;71.2;7014;7005;1662;572;0;0;0;443;0;817;0;0;2189;1322;23.7;8.2;0.0;0.0;0.0;6.3;0.0;11.7;0.0;0.0;31.2;18.9;15;3;1;0;0;0;1;0;2;0;0;5;3;10;2;1;0;0;0;1;0;1;0;0;4;1;5;1;0;0;0;0;0;0;1;0;0;1;2;2;1;0;0;0;0;0;0;0;0;0;1;0;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CDA  ;     ;3;26;8;17;335
