ID;BedrijfstakkenBranchesSBI2008;RegioS;Perioden;BanenVanWerknemers_1;BanenVanWerknemersMutatie_2
2547;A-U Alle economische activiteiten;Halderberge;2012 december;9.08;0.74
2548;A-U Alle economische activiteiten;Halderberge;2012 december;9.0;
2549;A-U Alle economische activiteiten;Halderberge;2013 december;8.35;-0.65
2550;A-U Alle economische activiteiten;Halderberge;2013 december;8.68;
2551;A-U Alle economische activiteiten;Halderberge;2014 december;9.46;0.78
2552;A-U Alle economische activiteiten;Hardenberg;2008 december;22.08;
2553;A-U Alle economische activiteiten;Hardenberg;2009 december;21.28;-0.8
2554;A-U Alle economische activiteiten;Hardenberg;2010 december;21.85;0.57
2555;A-U Alle economische activiteiten;Hardenberg;2010 december;22.17;
2556;A-U Alle economische activiteiten;Hardenberg;2011 december;22.76;0.59
2557;A-U Alle economische activiteiten;Hardenberg;2011 december;22.69;
2558;A-U Alle economische activiteiten;Hardenberg;2012 december;22.31;-0.38
2559;A-U Alle economische activiteiten;Hardenberg;2012 december;22.42;
2560;A-U Alle economische activiteiten;Hardenberg;2013 december;21.93;-0.48
2561;A-U Alle economische activiteiten;Hardenberg;2013 december;21.92;
2562;A-U Alle economische activiteiten;Hardenberg;2014 december;22.04;0.12
2563;A-U Alle economische activiteiten;Harderwijk;2008 december;23.35;
2564;A-U Alle economische activiteiten;Harderwijk;2009 december;24.23;0.88
2565;A-U Alle economische activiteiten;Harderwijk;2010 december;24.41;0.18
2566;A-U Alle economische activiteiten;Harderwijk;2010 december;24.7;
2567;A-U Alle economische activiteiten;Harderwijk;2011 december;25.22;0.52
2568;A-U Alle economische activiteiten;Harderwijk;2011 december;25.2;
2569;A-U Alle economische activiteiten;Harderwijk;2012 december;24.3;-0.9
2570;A-U Alle economische activiteiten;Harderwijk;2012 december;24.12;
2571;A-U Alle economische activiteiten;Harderwijk;2013 december;23.69;-0.42
2572;A-U Alle economische activiteiten;Harderwijk;2013 december;22.15;
2573;A-U Alle economische activiteiten;Harderwijk;2014 december;22.34;0.19
2574;A-U Alle economische activiteiten;Hardinxveld-Giessendam;2008 december;8.57;
2575;A-U Alle economische activiteiten;Hardinxveld-Giessendam;2009 december;8.56;-0.01
2576;A-U Alle economische activiteiten;Hardinxveld-Giessendam;2010 december;8.18;-0.38
2577;A-U Alle economische activiteiten;Hardinxveld-Giessendam;2010 december;7.94;
2578;A-U Alle economische activiteiten;Hardinxveld-Giessendam;2011 december;7.75;-0.19
2579;A-U Alle economische activiteiten;Hardinxveld-Giessendam;2011 december;7.73;
2580;A-U Alle economische activiteiten;Hardinxveld-Giessendam;2012 december;7.26;-0.47
2581;A-U Alle economische activiteiten;Hardinxveld-Giessendam;2012 december;7.06;
2582;A-U Alle economische activiteiten;Hardinxveld-Giessendam;2013 december;6.84;-0.22
2583;A-U Alle economische activiteiten;Hardinxveld-Giessendam;2013 december;6.8;
2584;A-U Alle economische activiteiten;Hardinxveld-Giessendam;2014 december;6.93;0.12
2585;A-U Alle economische activiteiten;Haren;2008 december;7.31;
2586;A-U Alle economische activiteiten;Haren;2009 december;7.29;-0.02
2587;A-U Alle economische activiteiten;Haren;2010 december;7.66;0.37
2588;A-U Alle economische activiteiten;Haren;2010 december;6.64;
2589;A-U Alle economische activiteiten;Haren;2011 december;6.67;0.03
2590;A-U Alle economische activiteiten;Haren;2011 december;6.05;
2591;A-U Alle economische activiteiten;Haren;2012 december;5.9;-0.14
2592;A-U Alle economische activiteiten;Haren;2012 december;5.98;
2593;A-U Alle economische activiteiten;Haren;2013 december;5.61;-0.37
2594;A-U Alle economische activiteiten;Haren;2013 december;5.75;
2595;A-U Alle economische activiteiten;Haren;2014 december;5.83;0.08
2596;A-U Alle economische activiteiten;Harenkarspel;2008 december;4.85;
2597;A-U Alle economische activiteiten;Harenkarspel;2009 december;4.86;0.01
2598;A-U Alle economische activiteiten;Harenkarspel;2010 december;4.56;-0.3
2599;A-U Alle economische activiteiten;Harenkarspel;2010 december;5.07;
2600;A-U Alle economische activiteiten;Harenkarspel;2011 december;5.47;0.4
2601;A-U Alle economische activiteiten;Harenkarspel;2011 december;5.49;
2602;A-U Alle economische activiteiten;Harenkarspel;2012 december;5.11;-0.38
2603;A-U Alle economische activiteiten;Harenkarspel;2012 december;4.79;
2604;A-U Alle economische activiteiten;Harenkarspel;2013 december;;
2605;A-U Alle economische activiteiten;Harenkarspel;2013 december;;
2606;A-U Alle economische activiteiten;Harenkarspel;2014 december;;
2607;A-U Alle economische activiteiten;Harlingen;2008 december;5.23;
2608;A-U Alle economische activiteiten;Harlingen;2009 december;5.19;-0.04
2609;A-U Alle economische activiteiten;Harlingen;2010 december;5.32;0.13
2610;A-U Alle economische activiteiten;Harlingen;2010 december;5.43;
2611;A-U Alle economische activiteiten;Harlingen;2011 december;5.25;-0.18
2612;A-U Alle economische activiteiten;Harlingen;2011 december;5.24;
2613;A-U Alle economische activiteiten;Harlingen;2012 december;5.55;0.31
2614;A-U Alle economische activiteiten;Harlingen;2012 december;5.42;
2615;A-U Alle economische activiteiten;Harlingen;2013 december;5.22;-0.2
2616;A-U Alle economische activiteiten;Harlingen;2013 december;5.27;
2617;A-U Alle economische activiteiten;Harlingen;2014 december;5.33;0.06
2618;A-U Alle economische activiteiten;Hattem;2008 december;3.65;
2619;A-U Alle economische activiteiten;Hattem;2009 december;3.79;0.14
2620;A-U Alle economische activiteiten;Hattem;2010 december;3.17;-0.62
2621;A-U Alle economische activiteiten;Hattem;2010 december;3.26;
2622;A-U Alle economische activiteiten;Hattem;2011 december;3.26;0.0
2623;A-U Alle economische activiteiten;Hattem;2011 december;3.32;
2624;A-U Alle economische activiteiten;Hattem;2012 december;3.2;-0.12
2625;A-U Alle economische activiteiten;Hattem;2012 december;3.36;
2626;A-U Alle economische activiteiten;Hattem;2013 december;3.26;-0.1
2627;A-U Alle economische activiteiten;Hattem;2013 december;3.24;
2628;A-U Alle economische activiteiten;Hattem;2014 december;3.46;0.22
2629;A-U Alle economische activiteiten;Heemskerk;2008 december;9.77;
2630;A-U Alle economische activiteiten;Heemskerk;2009 december;9.69;-0.08
2631;A-U Alle economische activiteiten;Heemskerk;2010 december;9.62;-0.07
2632;A-U Alle economische activiteiten;Heemskerk;2010 december;9.81;
2633;A-U Alle economische activiteiten;Heemskerk;2011 december;9.53;-0.28
2634;A-U Alle economische activiteiten;Heemskerk;2011 december;9.56;
2635;A-U Alle economische activiteiten;Heemskerk;2012 december;9.73;0.17
2636;A-U Alle economische activiteiten;Heemskerk;2012 december;9.47;
2637;A-U Alle economische activiteiten;Heemskerk;2013 december;9.06;-0.41
2638;A-U Alle economische activiteiten;Heemskerk;2013 december;8.65;
2639;A-U Alle economische activiteiten;Heemskerk;2014 december;9.1;0.45
2640;A-U Alle economische activiteiten;Heemstede;2008 december;7.82;
2641;A-U Alle economische activiteiten;Heemstede;2009 december;7.75;-0.07
2642;A-U Alle economische activiteiten;Heemstede;2010 december;7.92;0.17
2643;A-U Alle economische activiteiten;Heemstede;2010 december;7.94;
2644;A-U Alle economische activiteiten;Heemstede;2011 december;7.49;-0.45
2645;A-U Alle economische activiteiten;Heemstede;2011 december;7.62;
2646;A-U Alle economische activiteiten;Heemstede;2012 december;7.58;-0.04
2647;A-U Alle economische activiteiten;Heemstede;2012 december;7.33;
2648;A-U Alle economische activiteiten;Heemstede;2013 december;7.11;-0.23
2649;A-U Alle economische activiteiten;Heemstede;2013 december;7.07;
2650;A-U Alle economische activiteiten;Heemstede;2014 december;7.21;0.14
2651;A-U Alle economische activiteiten;Heerde;2008 december;6.21;
2652;A-U Alle economische activiteiten;Heerde;2009 december;5.95;-0.26
2653;A-U Alle economische activiteiten;Heerde;2010 december;7.39;1.44
2654;A-U Alle economische activiteiten;Heerde;2010 december;7.12;
2655;A-U Alle economische activiteiten;Heerde;2011 december;6.64;-0.48
2656;A-U Alle economische activiteiten;Heerde;2011 december;6.54;
2657;A-U Alle economische activiteiten;Heerde;2012 december;6.31;-0.23
2658;A-U Alle economische activiteiten;Heerde;2012 december;6.34;
2659;A-U Alle economische activiteiten;Heerde;2013 december;6.31;-0.04
2660;A-U Alle economische activiteiten;Heerde;2013 december;6.3;
2661;A-U Alle economische activiteiten;Heerde;2014 december;6.14;-0.16
2662;A-U Alle economische activiteiten;Heerenveen;2008 december;23.96;
2663;A-U Alle economische activiteiten;Heerenveen;2009 december;24.93;0.97
2664;A-U Alle economische activiteiten;Heerenveen;2010 december;25.88;0.95
2665;A-U Alle economische activiteiten;Heerenveen;2010 december;26.87;
2666;A-U Alle economische activiteiten;Heerenveen;2011 december;27.09;0.22
2667;A-U Alle economische activiteiten;Heerenveen;2011 december;27.61;
2668;A-U Alle economische activiteiten;Heerenveen;2012 december;26.83;-0.78
2669;A-U Alle economische activiteiten;Heerenveen;2012 december;27.7;
2670;A-U Alle economische activiteiten;Heerenveen;2013 december;27.3;-0.4
2671;A-U Alle economische activiteiten;Heerenveen;2013 december;27.67;
2672;A-U Alle economische activiteiten;Heerenveen;2014 december;29.72;2.05
2673;A-U Alle economische activiteiten;Heerhugowaard;2008 december;21.51;
2674;A-U Alle economische activiteiten;Heerhugowaard;2009 december;23.01;1.5
2675;A-U Alle economische activiteiten;Heerhugowaard;2010 december;22.68;-0.33
2676;A-U Alle economische activiteiten;Heerhugowaard;2010 december;22.49;
2677;A-U Alle economische activiteiten;Heerhugowaard;2011 december;23.2;0.71
2678;A-U Alle economische activiteiten;Heerhugowaard;2011 december;23.31;
2679;A-U Alle economische activiteiten;Heerhugowaard;2012 december;22.75;-0.56
2680;A-U Alle economische activiteiten;Heerhugowaard;2012 december;22.25;
2681;A-U Alle economische activiteiten;Heerhugowaard;2013 december;21.83;-0.42
2682;A-U Alle economische activiteiten;Heerhugowaard;2013 december;21.39;
2683;A-U Alle economische activiteiten;Heerhugowaard;2014 december;21.2;-0.19
2684;A-U Alle economische activiteiten;Heerlen;2008 december;54.33;
2685;A-U Alle economische activiteiten;Heerlen;2009 december;53.5;-0.83
2686;A-U Alle economische activiteiten;Heerlen;2010 december;56.09;2.59
2687;A-U Alle economische activiteiten;Heerlen;2010 december;54.72;
2688;A-U Alle economische activiteiten;Heerlen;2011 december;57.85;3.13
2689;A-U Alle economische activiteiten;Heerlen;2011 december;57.09;
2690;A-U Alle economische activiteiten;Heerlen;2012 december;55.67;-1.42
2691;A-U Alle economische activiteiten;Heerlen;2012 december;55.88;
2692;A-U Alle economische activiteiten;Heerlen;2013 december;55.63;-0.25
2693;A-U Alle economische activiteiten;Heerlen;2013 december;54.85;
2694;A-U Alle economische activiteiten;Heerlen;2014 december;54.22;-0.63
2695;A-U Alle economische activiteiten;Heeze-Leende;2008 december;5.01;
2696;A-U Alle economische activiteiten;Heeze-Leende;2009 december;4.91;-0.1
2697;A-U Alle economische activiteiten;Heeze-Leende;2010 december;4.76;-0.15
2698;A-U Alle economische activiteiten;Heeze-Leende;2010 december;4.92;
2699;A-U Alle economische activiteiten;Heeze-Leende;2011 december;4.85;-0.07
2700;A-U Alle economische activiteiten;Heeze-Leende;2011 december;4.91;
2701;A-U Alle economische activiteiten;Heeze-Leende;2012 december;5.01;0.09
2702;A-U Alle economische activiteiten;Heeze-Leende;2012 december;5.1;
2703;A-U Alle economische activiteiten;Heeze-Leende;2013 december;5.16;0.05
2704;A-U Alle economische activiteiten;Heeze-Leende;2013 december;5.16;
2705;A-U Alle economische activiteiten;Heeze-Leende;2014 december;5.14;-0.02
2706;A-U Alle economische activiteiten;Heiloo;2008 december;5.56;
2707;A-U Alle economische activiteiten;Heiloo;2009 december;5.38;-0.18
2708;A-U Alle economische activiteiten;Heiloo;2010 december;4.72;-0.66
2709;A-U Alle economische activiteiten;Heiloo;2010 december;4.81;
2710;A-U Alle economische activiteiten;Heiloo;2011 december;4.8;-0.01
2711;A-U Alle economische activiteiten;Heiloo;2011 december;4.86;
2712;A-U Alle economische activiteiten;Heiloo;2012 december;4.58;-0.28
2713;A-U Alle economische activiteiten;Heiloo;2012 december;4.56;
2714;A-U Alle economische activiteiten;Heiloo;2013 december;4.97;0.41
2715;A-U Alle economische activiteiten;Heiloo;2013 december;4.95;
2716;A-U Alle economische activiteiten;Heiloo;2014 december;4.85;-0.1
2717;A-U Alle economische activiteiten;Helden;2008 december;9.49;
2718;A-U Alle economische activiteiten;Helden;2009 december;6.36;-3.13
2719;A-U Alle economische activiteiten;Helden;2010 december;;
2720;A-U Alle economische activiteiten;Helden;2010 december;;
2721;A-U Alle economische activiteiten;Helden;2011 december;;
2722;A-U Alle economische activiteiten;Helden;2011 december;;
2723;A-U Alle economische activiteiten;Helden;2012 december;;
2724;A-U Alle economische activiteiten;Helden;2012 december;;
2725;A-U Alle economische activiteiten;Helden;2013 december;;
2726;A-U Alle economische activiteiten;Helden;2013 december;;
2727;A-U Alle economische activiteiten;Helden;2014 december;;
2728;A-U Alle economische activiteiten;Den Helder;2008 december;29.1;
2729;A-U Alle economische activiteiten;Den Helder;2009 december;30.9;1.8
2730;A-U Alle economische activiteiten;Den Helder;2010 december;30.02;-0.88
2731;A-U Alle economische activiteiten;Den Helder;2010 december;29.92;
2732;A-U Alle economische activiteiten;Den Helder;2011 december;29.24;-0.68
2733;A-U Alle economische activiteiten;Den Helder;2011 december;30.16;
2734;A-U Alle economische activiteiten;Den Helder;2012 december;29.64;-0.52
2735;A-U Alle economische activiteiten;Den Helder;2012 december;29.25;
2736;A-U Alle economische activiteiten;Den Helder;2013 december;29.14;-0.11
2737;A-U Alle economische activiteiten;Den Helder;2013 december;29.19;
2738;A-U Alle economische activiteiten;Den Helder;2014 december;29.21;0.02
2739;A-U Alle economische activiteiten;Hellendoorn;2008 december;12.8;
2740;A-U Alle economische activiteiten;Hellendoorn;2009 december;12.15;-0.65
2741;A-U Alle economische activiteiten;Hellendoorn;2010 december;11.45;-0.7
2742;A-U Alle economische activiteiten;Hellendoorn;2010 december;11.59;
2743;A-U Alle economische activiteiten;Hellendoorn;2011 december;11.92;0.33
2744;A-U Alle economische activiteiten;Hellendoorn;2011 december;12.0;
2745;A-U Alle economische activiteiten;Hellendoorn;2012 december;10.87;-1.13
2746;A-U Alle economische activiteiten;Hellendoorn;2012 december;11.24;
2747;A-U Alle economische activiteiten;Hellendoorn;2013 december;11.39;0.15
2748;A-U Alle economische activiteiten;Hellendoorn;2013 december;10.62;
2749;A-U Alle economische activiteiten;Hellendoorn;2014 december;10.47;-0.15
2750;A-U Alle economische activiteiten;Hellevoetsluis;2008 december;8.66;
2751;A-U Alle economische activiteiten;Hellevoetsluis;2009 december;8.74;0.08
2752;A-U Alle economische activiteiten;Hellevoetsluis;2010 december;9.59;0.85
2753;A-U Alle economische activiteiten;Hellevoetsluis;2010 december;9.56;
2754;A-U Alle economische activiteiten;Hellevoetsluis;2011 december;9.39;-0.17
2755;A-U Alle economische activiteiten;Hellevoetsluis;2011 december;9.21;
2756;A-U Alle economische activiteiten;Hellevoetsluis;2012 december;8.85;-0.36
2757;A-U Alle economische activiteiten;Hellevoetsluis;2012 december;8.71;
2758;A-U Alle economische activiteiten;Hellevoetsluis;2013 december;8.77;0.06
2759;A-U Alle economische activiteiten;Hellevoetsluis;2013 december;8.98;
2760;A-U Alle economische activiteiten;Hellevoetsluis;2014 december;8.57;-0.41
2761;A-U Alle economische activiteiten;Helmond;2008 december;38.25;
2762;A-U Alle economische activiteiten;Helmond;2009 december;37.55;-0.7
2763;A-U Alle economische activiteiten;Helmond;2010 december;37.94;0.39
2764;A-U Alle economische activiteiten;Helmond;2010 december;38.38;
2765;A-U Alle economische activiteiten;Helmond;2011 december;39.52;1.14
2766;A-U Alle economische activiteiten;Helmond;2011 december;40.11;
2767;A-U Alle economische activiteiten;Helmond;2012 december;40.48;0.37
2768;A-U Alle economische activiteiten;Helmond;2012 december;42.58;
2769;A-U Alle economische activiteiten;Helmond;2013 december;43.91;1.33
2770;A-U Alle economische activiteiten;Helmond;2013 december;43.47;
2771;A-U Alle economische activiteiten;Helmond;2014 december;45.98;2.52
2772;A-U Alle economische activiteiten;Hendrik-Ido-Ambacht;2008 december;7.2;
2773;A-U Alle economische activiteiten;Hendrik-Ido-Ambacht;2009 december;7.0;-0.2
2774;A-U Alle economische activiteiten;Hendrik-Ido-Ambacht;2010 december;6.79;-0.21
2775;A-U Alle economische activiteiten;Hendrik-Ido-Ambacht;2010 december;6.84;
2776;A-U Alle economische activiteiten;Hendrik-Ido-Ambacht;2011 december;7.16;0.32
2777;A-U Alle economische activiteiten;Hendrik-Ido-Ambacht;2011 december;7.23;
2778;A-U Alle economische activiteiten;Hendrik-Ido-Ambacht;2012 december;6.8;-0.43
2779;A-U Alle economische activiteiten;Hendrik-Ido-Ambacht;2012 december;6.94;
2780;A-U Alle economische activiteiten;Hendrik-Ido-Ambacht;2013 december;7.2;0.26
2781;A-U Alle economische activiteiten;Hendrik-Ido-Ambacht;2013 december;7.38;
2782;A-U Alle economische activiteiten;Hendrik-Ido-Ambacht;2014 december;7.45;0.07
2783;A-U Alle economische activiteiten;Hengelo (O.);2008 december;45.42;
2784;A-U Alle economische activiteiten;Hengelo (O.);2009 december;43.63;-1.79
2785;A-U Alle economische activiteiten;Hengelo (O.);2010 december;45.19;1.56
2786;A-U Alle economische activiteiten;Hengelo (O.);2010 december;45.82;
2787;A-U Alle economische activiteiten;Hengelo (O.);2011 december;45.84;0.02
2788;A-U Alle economische activiteiten;Hengelo (O.);2011 december;45.87;
2789;A-U Alle economische activiteiten;Hengelo (O.);2012 december;44.43;-1.44
2790;A-U Alle economische activiteiten;Hengelo (O.);2012 december;44.84;
2791;A-U Alle economische activiteiten;Hengelo (O.);2013 december;43.91;-0.93
2792;A-U Alle economische activiteiten;Hengelo (O.);2013 december;44.34;
2793;A-U Alle economische activiteiten;Hengelo (O.);2014 december;44.36;0.01
2794;A-U Alle economische activiteiten;'s-Hertogenbosch;2008 december;102.0;
2795;A-U Alle economische activiteiten;'s-Hertogenbosch;2009 december;101.0;-1.0
2796;A-U Alle economische activiteiten;'s-Hertogenbosch;2010 december;99.44;-1.56
2797;A-U Alle economische activiteiten;'s-Hertogenbosch;2010 december;102.2;
2798;A-U Alle economische activiteiten;'s-Hertogenbosch;2011 december;101.32;-0.88
2799;A-U Alle economische activiteiten;'s-Hertogenbosch;2011 december;102.15;
2800;A-U Alle economische activiteiten;'s-Hertogenbosch;2012 december;102.32;0.17
2801;A-U Alle economische activiteiten;'s-Hertogenbosch;2012 december;100.85;
2802;A-U Alle economische activiteiten;'s-Hertogenbosch;2013 december;101.05;0.2
2803;A-U Alle economische activiteiten;'s-Hertogenbosch;2013 december;102.49;
2804;A-U Alle economische activiteiten;'s-Hertogenbosch;2014 december;98.28;-4.21
2805;A-U Alle economische activiteiten;Heumen;2008 december;5.8;
2806;A-U Alle economische activiteiten;Heumen;2009 december;5.41;-0.39
2807;A-U Alle economische activiteiten;Heumen;2010 december;5.17;-0.24
2808;A-U Alle economische activiteiten;Heumen;2010 december;4.46;
2809;A-U Alle economische activiteiten;Heumen;2011 december;4.36;-0.1
2810;A-U Alle economische activiteiten;Heumen;2011 december;4.45;
2811;A-U Alle economische activiteiten;Heumen;2012 december;4.29;-0.15
2812;A-U Alle economische activiteiten;Heumen;2012 december;4.23;
2813;A-U Alle economische activiteiten;Heumen;2013 december;4.01;-0.22
2814;A-U Alle economische activiteiten;Heumen;2013 december;3.98;
2815;A-U Alle economische activiteiten;Heumen;2014 december;4.21;0.23
2816;A-U Alle economische activiteiten;Heusden;2008 december;11.93;
2817;A-U Alle economische activiteiten;Heusden;2009 december;11.51;-0.42
2818;A-U Alle economische activiteiten;Heusden;2010 december;11.2;-0.31
2819;A-U Alle economische activiteiten;Heusden;2010 december;11.82;
2820;A-U Alle economische activiteiten;Heusden;2011 december;11.32;-0.5
2821;A-U Alle economische activiteiten;Heusden;2011 december;11.53;
2822;A-U Alle economische activiteiten;Heusden;2012 december;11.6;0.07
2823;A-U Alle economische activiteiten;Heusden;2012 december;11.83;
2824;A-U Alle economische activiteiten;Heusden;2013 december;11.85;0.02
2825;A-U Alle economische activiteiten;Heusden;2013 december;11.9;
2826;A-U Alle economische activiteiten;Heusden;2014 december;11.76;-0.15
2827;A-U Alle economische activiteiten;Hillegom;2008 december;6.96;
2828;A-U Alle economische activiteiten;Hillegom;2009 december;7.08;0.12
2829;A-U Alle economische activiteiten;Hillegom;2010 december;7.57;0.49
2830;A-U Alle economische activiteiten;Hillegom;2010 december;6.36;
2831;A-U Alle economische activiteiten;Hillegom;2011 december;6.43;0.07
2832;A-U Alle economische activiteiten;Hillegom;2011 december;6.55;
2833;A-U Alle economische activiteiten;Hillegom;2012 december;6.61;0.06
2834;A-U Alle economische activiteiten;Hillegom;2012 december;6.53;
2835;A-U Alle economische activiteiten;Hillegom;2013 december;6.6;0.07
2836;A-U Alle economische activiteiten;Hillegom;2013 december;6.58;
2837;A-U Alle economische activiteiten;Hillegom;2014 december;6.43;-0.15
2838;A-U Alle economische activiteiten;Hilvarenbeek;2008 december;4.47;
2839;A-U Alle economische activiteiten;Hilvarenbeek;2009 december;4.34;-0.13
2840;A-U Alle economische activiteiten;Hilvarenbeek;2010 december;3.95;-0.39
2841;A-U Alle economische activiteiten;Hilvarenbeek;2010 december;4.08;
2842;A-U Alle economische activiteiten;Hilvarenbeek;2011 december;4.09;0.01
2843;A-U Alle economische activiteiten;Hilvarenbeek;2011 december;4.16;
2844;A-U Alle economische activiteiten;Hilvarenbeek;2012 december;4.26;0.1
2845;A-U Alle economische activiteiten;Hilvarenbeek;2012 december;4.31;
2846;A-U Alle economische activiteiten;Hilvarenbeek;2013 december;4.24;-0.07
2847;A-U Alle economische activiteiten;Hilvarenbeek;2013 december;4.47;
2848;A-U Alle economische activiteiten;Hilvarenbeek;2014 december;4.54;0.07
2849;A-U Alle economische activiteiten;Hilversum;2008 december;53.6;
2850;A-U Alle economische activiteiten;Hilversum;2009 december;50.91;-2.69
2851;A-U Alle economische activiteiten;Hilversum;2010 december;49.96;-0.95
2852;A-U Alle economische activiteiten;Hilversum;2010 december;49.22;
2853;A-U Alle economische activiteiten;Hilversum;2011 december;49.35;0.13
2854;A-U Alle economische activiteiten;Hilversum;2011 december;50.09;
2855;A-U Alle economische activiteiten;Hilversum;2012 december;47.84;-2.26
2856;A-U Alle economische activiteiten;Hilversum;2012 december;46.97;
2857;A-U Alle economische activiteiten;Hilversum;2013 december;47.01;0.04
2858;A-U Alle economische activiteiten;Hilversum;2013 december;46.95;
2859;A-U Alle economische activiteiten;Hilversum;2014 december;47.11;0.16
2860;A-U Alle economische activiteiten;Hof van Twente;2008 december;11.37;
2861;A-U Alle economische activiteiten;Hof van Twente;2009 december;10.9;-0.47
2862;A-U Alle economische activiteiten;Hof van Twente;2010 december;10.73;-0.17
2863;A-U Alle economische activiteiten;Hof van Twente;2010 december;11.13;
2864;A-U Alle economische activiteiten;Hof van Twente;2011 december;11.05;-0.08
2865;A-U Alle economische activiteiten;Hof van Twente;2011 december;11.28;
2866;A-U Alle economische activiteiten;Hof van Twente;2012 december;11.22;-0.06
2867;A-U Alle economische activiteiten;Hof van Twente;2012 december;11.24;
2868;A-U Alle economische activiteiten;Hof van Twente;2013 december;10.77;-0.47
2869;A-U Alle economische activiteiten;Hof van Twente;2013 december;10.69;
2870;A-U Alle economische activiteiten;Hof van Twente;2014 december;10.75;0.06
2871;A-U Alle economische activiteiten;Hollands Kroon;2008 december;;
2872;A-U Alle economische activiteiten;Hollands Kroon;2009 december;;
2873;A-U Alle economische activiteiten;Hollands Kroon;2010 december;;
2874;A-U Alle economische activiteiten;Hollands Kroon;2010 december;;
2875;A-U Alle economische activiteiten;Hollands Kroon;2011 december;;
2876;A-U Alle economische activiteiten;Hollands Kroon;2011 december;;
2877;A-U Alle economische activiteiten;Hollands Kroon;2012 december;11.7;0.11
2878;A-U Alle economische activiteiten;Hollands Kroon;2012 december;12.22;
2879;A-U Alle economische activiteiten;Hollands Kroon;2013 december;12.05;-0.17
2880;A-U Alle economische activiteiten;Hollands Kroon;2013 december;11.65;
2881;A-U Alle economische activiteiten;Hollands Kroon;2014 december;11.39;-0.26
2882;A-U Alle economische activiteiten;Hoogeveen;2008 december;27.17;
2883;A-U Alle economische activiteiten;Hoogeveen;2009 december;28.12;0.95
2884;A-U Alle economische activiteiten;Hoogeveen;2010 december;29.59;1.47
2885;A-U Alle economische activiteiten;Hoogeveen;2010 december;28.24;
2886;A-U Alle economische activiteiten;Hoogeveen;2011 december;29.22;0.98
2887;A-U Alle economische activiteiten;Hoogeveen;2011 december;29.18;
2888;A-U Alle economische activiteiten;Hoogeveen;2012 december;31.23;2.04
2889;A-U Alle economische activiteiten;Hoogeveen;2012 december;30.5;
2890;A-U Alle economische activiteiten;Hoogeveen;2013 december;31.46;0.97
2891;A-U Alle economische activiteiten;Hoogeveen;2013 december;29.83;
2892;A-U Alle economische activiteiten;Hoogeveen;2014 december;30.46;0.62
2893;A-U Alle economische activiteiten;Hoogezand-Sappemeer;2008 december;13.61;
2894;A-U Alle economische activiteiten;Hoogezand-Sappemeer;2009 december;13.28;-0.33
2895;A-U Alle economische activiteiten;Hoogezand-Sappemeer;2010 december;13.25;-0.03
2896;A-U Alle economische activiteiten;Hoogezand-Sappemeer;2010 december;13.5;
2897;A-U Alle economische activiteiten;Hoogezand-Sappemeer;2011 december;13.29;-0.21
2898;A-U Alle economische activiteiten;Hoogezand-Sappemeer;2011 december;13.12;
2899;A-U Alle economische activiteiten;Hoogezand-Sappemeer;2012 december;12.36;-0.76
2900;A-U Alle economische activiteiten;Hoogezand-Sappemeer;2012 december;12.37;
2901;A-U Alle economische activiteiten;Hoogezand-Sappemeer;2013 december;12.15;-0.21
2902;A-U Alle economische activiteiten;Hoogezand-Sappemeer;2013 december;12.19;
2903;A-U Alle economische activiteiten;Hoogezand-Sappemeer;2014 december;12.18;-0.01
2904;A-U Alle economische activiteiten;Hoorn;2008 december;32.25;
2905;A-U Alle economische activiteiten;Hoorn;2009 december;33.38;1.13
2906;A-U Alle economische activiteiten;Hoorn;2010 december;33.35;-0.03
2907;A-U Alle economische activiteiten;Hoorn;2010 december;33.33;
2908;A-U Alle economische activiteiten;Hoorn;2011 december;32.8;-0.53
2909;A-U Alle economische activiteiten;Hoorn;2011 december;33.78;
2910;A-U Alle economische activiteiten;Hoorn;2012 december;32.07;-1.72
2911;A-U Alle economische activiteiten;Hoorn;2012 december;31.6;
2912;A-U Alle economische activiteiten;Hoorn;2013 december;30.24;-1.36
2913;A-U Alle economische activiteiten;Hoorn;2013 december;29.5;
2914;A-U Alle economische activiteiten;Hoorn;2014 december;29.41;-0.09
2915;A-U Alle economische activiteiten;Horst aan de Maas;2008 december;14.44;
2916;A-U Alle economische activiteiten;Horst aan de Maas;2009 december;14.15;-0.29
2917;A-U Alle economische activiteiten;Horst aan de Maas;2010 december;17.36;3.21
2918;A-U Alle economische activiteiten;Horst aan de Maas;2010 december;17.78;
2919;A-U Alle economische activiteiten;Horst aan de Maas;2011 december;18.07;0.29
2920;A-U Alle economische activiteiten;Horst aan de Maas;2011 december;18.32;
2921;A-U Alle economische activiteiten;Horst aan de Maas;2012 december;17.61;-0.71
2922;A-U Alle economische activiteiten;Horst aan de Maas;2012 december;18.64;
2923;A-U Alle economische activiteiten;Horst aan de Maas;2013 december;20.83;2.19
2924;A-U Alle economische activiteiten;Horst aan de Maas;2013 december;18.12;
2925;A-U Alle economische activiteiten;Horst aan de Maas;2014 december;17.75;-0.37
2926;A-U Alle economische activiteiten;Houten;2008 december;21.04;
2927;A-U Alle economische activiteiten;Houten;2009 december;22.19;1.15
2928;A-U Alle economische activiteiten;Houten;2010 december;23.42;1.23
2929;A-U Alle economische activiteiten;Houten;2010 december;24.07;
