ID;LeeftijdJongsteKind;LeeftijdReferentiepersoon;Perioden;HuishoudensMetKinderen_1
168;Totaal over alle leeftijden ;25 tot 30 jaar;2049;93396
169;Totaal over alle leeftijden ;25 tot 30 jaar;2050;94071
170;Totaal over alle leeftijden ;25 tot 30 jaar;2051;94686
171;Totaal over alle leeftijden ;25 tot 30 jaar;2052;95233
172;Totaal over alle leeftijden ;25 tot 30 jaar;2053;95700
173;Totaal over alle leeftijden ;25 tot 30 jaar;2054;96073
174;Totaal over alle leeftijden ;25 tot 30 jaar;2055;96369
175;Totaal over alle leeftijden ;25 tot 30 jaar;2056;96586
176;Totaal over alle leeftijden ;25 tot 30 jaar;2057;96727
177;Totaal over alle leeftijden ;25 tot 30 jaar;2058;96795
178;Totaal over alle leeftijden ;25 tot 30 jaar;2059;96779
179;Totaal over alle leeftijden ;25 tot 30 jaar;2060;96685
180;Totaal over alle leeftijden ;30 tot 35 jaar;2016;234931
181;Totaal over alle leeftijden ;30 tot 35 jaar;2017;237507
182;Totaal over alle leeftijden ;30 tot 35 jaar;2018;241535
183;Totaal over alle leeftijden ;30 tot 35 jaar;2019;246139
184;Totaal over alle leeftijden ;30 tot 35 jaar;2020;250461
185;Totaal over alle leeftijden ;30 tot 35 jaar;2021;255042
186;Totaal over alle leeftijden ;30 tot 35 jaar;2022;258708
187;Totaal over alle leeftijden ;30 tot 35 jaar;2023;261911
188;Totaal over alle leeftijden ;30 tot 35 jaar;2024;264796
189;Totaal over alle leeftijden ;30 tot 35 jaar;2025;266839
190;Totaal over alle leeftijden ;30 tot 35 jaar;2026;267636
191;Totaal over alle leeftijden ;30 tot 35 jaar;2027;268112
192;Totaal over alle leeftijden ;30 tot 35 jaar;2028;268788
193;Totaal over alle leeftijden ;30 tot 35 jaar;2029;269915
194;Totaal over alle leeftijden ;30 tot 35 jaar;2030;271070
195;Totaal over alle leeftijden ;30 tot 35 jaar;2031;272688
196;Totaal over alle leeftijden ;30 tot 35 jaar;2032;273832
197;Totaal over alle leeftijden ;30 tot 35 jaar;2033;274207
198;Totaal over alle leeftijden ;30 tot 35 jaar;2034;273391
199;Totaal over alle leeftijden ;30 tot 35 jaar;2035;271583
200;Totaal over alle leeftijden ;30 tot 35 jaar;2036;268699
201;Totaal over alle leeftijden ;30 tot 35 jaar;2037;265838
202;Totaal over alle leeftijden ;30 tot 35 jaar;2038;263036
203;Totaal over alle leeftijden ;30 tot 35 jaar;2039;260599
204;Totaal over alle leeftijden ;30 tot 35 jaar;2040;258838
205;Totaal over alle leeftijden ;30 tot 35 jaar;2041;257558
206;Totaal over alle leeftijden ;30 tot 35 jaar;2042;256132
207;Totaal over alle leeftijden ;30 tot 35 jaar;2043;254731
208;Totaal over alle leeftijden ;30 tot 35 jaar;2044;252945
209;Totaal over alle leeftijden ;30 tot 35 jaar;2045;251571
210;Totaal over alle leeftijden ;30 tot 35 jaar;2046;250589
211;Totaal over alle leeftijden ;30 tot 35 jaar;2047;250634
212;Totaal over alle leeftijden ;30 tot 35 jaar;2048;251620
213;Totaal over alle leeftijden ;30 tot 35 jaar;2049;253475
214;Totaal over alle leeftijden ;30 tot 35 jaar;2050;255419
215;Totaal over alle leeftijden ;30 tot 35 jaar;2051;257703
216;Totaal over alle leeftijden ;30 tot 35 jaar;2052;259914
217;Totaal over alle leeftijden ;30 tot 35 jaar;2053;261982
218;Totaal over alle leeftijden ;30 tot 35 jaar;2054;263877
219;Totaal over alle leeftijden ;30 tot 35 jaar;2055;265553
220;Totaal over alle leeftijden ;30 tot 35 jaar;2056;267042
221;Totaal over alle leeftijden ;30 tot 35 jaar;2057;268321
222;Totaal over alle leeftijden ;30 tot 35 jaar;2058;269371
223;Totaal over alle leeftijden ;30 tot 35 jaar;2059;270191
224;Totaal over alle leeftijden ;30 tot 35 jaar;2060;270796
225;Totaal over alle leeftijden ;35 tot 40 jaar;2016;341807
226;Totaal over alle leeftijden ;35 tot 40 jaar;2017;343821
227;Totaal over alle leeftijden ;35 tot 40 jaar;2018;346417
228;Totaal over alle leeftijden ;35 tot 40 jaar;2019;348209
229;Totaal over alle leeftijden ;35 tot 40 jaar;2020;351693
230;Totaal over alle leeftijden ;35 tot 40 jaar;2021;354382
231;Totaal over alle leeftijden ;35 tot 40 jaar;2022;359512
232;Totaal over alle leeftijden ;35 tot 40 jaar;2023;366072
233;Totaal over alle leeftijden ;35 tot 40 jaar;2024;373187
234;Totaal over alle leeftijden ;35 tot 40 jaar;2025;379620
235;Totaal over alle leeftijden ;35 tot 40 jaar;2026;386088
236;Totaal over alle leeftijden ;35 tot 40 jaar;2027;391191
237;Totaal over alle leeftijden ;35 tot 40 jaar;2028;395259
238;Totaal over alle leeftijden ;35 tot 40 jaar;2029;398785
239;Totaal over alle leeftijden ;35 tot 40 jaar;2030;401392
240;Totaal over alle leeftijden ;35 tot 40 jaar;2031;402374
241;Totaal over alle leeftijden ;35 tot 40 jaar;2032;403057
242;Totaal over alle leeftijden ;35 tot 40 jaar;2033;404145
243;Totaal over alle leeftijden ;35 tot 40 jaar;2034;405817
244;Totaal over alle leeftijden ;35 tot 40 jaar;2035;407266
245;Totaal over alle leeftijden ;35 tot 40 jaar;2036;409222
246;Totaal over alle leeftijden ;35 tot 40 jaar;2037;410315
247;Totaal over alle leeftijden ;35 tot 40 jaar;2038;410261
248;Totaal over alle leeftijden ;35 tot 40 jaar;2039;408623
249;Totaal over alle leeftijden ;35 tot 40 jaar;2040;405706
250;Totaal over alle leeftijden ;35 tot 40 jaar;2041;401431
251;Totaal over alle leeftijden ;35 tot 40 jaar;2042;397341
252;Totaal over alle leeftijden ;35 tot 40 jaar;2043;393335
253;Totaal over alle leeftijden ;35 tot 40 jaar;2044;389871
254;Totaal over alle leeftijden ;35 tot 40 jaar;2045;387330
255;Totaal over alle leeftijden ;35 tot 40 jaar;2046;385456
256;Totaal over alle leeftijden ;35 tot 40 jaar;2047;383443
257;Totaal over alle leeftijden ;35 tot 40 jaar;2048;381628
258;Totaal over alle leeftijden ;35 tot 40 jaar;2049;379389
259;Totaal over alle leeftijden ;35 tot 40 jaar;2050;377959
260;Totaal over alle leeftijden ;35 tot 40 jaar;2051;377161
261;Totaal over alle leeftijden ;35 tot 40 jaar;2052;377779
262;Totaal over alle leeftijden ;35 tot 40 jaar;2053;379641
263;Totaal over alle leeftijden ;35 tot 40 jaar;2054;382592
264;Totaal over alle leeftijden ;35 tot 40 jaar;2055;385548
265;Totaal over alle leeftijden ;35 tot 40 jaar;2056;388855
266;Totaal over alle leeftijden ;35 tot 40 jaar;2057;391967
267;Totaal over alle leeftijden ;35 tot 40 jaar;2058;394845
268;Totaal over alle leeftijden ;35 tot 40 jaar;2059;397450
269;Totaal over alle leeftijden ;35 tot 40 jaar;2060;399716
270;Totaal over alle leeftijden ;40 tot 45 jaar;2016;429033
271;Totaal over alle leeftijden ;40 tot 45 jaar;2017;410492
272;Totaal over alle leeftijden ;40 tot 45 jaar;2018;396288
273;Totaal over alle leeftijden ;40 tot 45 jaar;2019;389393
274;Totaal over alle leeftijden ;40 tot 45 jaar;2020;385479
275;Totaal over alle leeftijden ;40 tot 45 jaar;2021;387155
276;Totaal over alle leeftijden ;40 tot 45 jaar;2022;388694
277;Totaal over alle leeftijden ;40 tot 45 jaar;2023;390671
278;Totaal over alle leeftijden ;40 tot 45 jaar;2024;392030
279;Totaal over alle leeftijden ;40 tot 45 jaar;2025;395280
280;Totaal over alle leeftijden ;40 tot 45 jaar;2026;397822
281;Totaal over alle leeftijden ;40 tot 45 jaar;2027;402986
282;Totaal over alle leeftijden ;40 tot 45 jaar;2028;409891
283;Totaal over alle leeftijden ;40 tot 45 jaar;2029;417280
284;Totaal over alle leeftijden ;40 tot 45 jaar;2030;423858
285;Totaal over alle leeftijden ;40 tot 45 jaar;2031;430613
286;Totaal over alle leeftijden ;40 tot 45 jaar;2032;435900
287;Totaal over alle leeftijden ;40 tot 45 jaar;2033;440122
288;Totaal over alle leeftijden ;40 tot 45 jaar;2034;443875
289;Totaal over alle leeftijden ;40 tot 45 jaar;2035;446758
290;Totaal over alle leeftijden ;40 tot 45 jaar;2036;447556
291;Totaal over alle leeftijden ;40 tot 45 jaar;2037;448017
292;Totaal over alle leeftijden ;40 tot 45 jaar;2038;448929
293;Totaal over alle leeftijden ;40 tot 45 jaar;2039;450620
294;Totaal over alle leeftijden ;40 tot 45 jaar;2040;452032
295;Totaal over alle leeftijden ;40 tot 45 jaar;2041;454285
296;Totaal over alle leeftijden ;40 tot 45 jaar;2042;455594
297;Totaal over alle leeftijden ;40 tot 45 jaar;2043;455696
298;Totaal over alle leeftijden ;40 tot 45 jaar;2044;454064
299;Totaal over alle leeftijden ;40 tot 45 jaar;2045;450888
300;Totaal over alle leeftijden ;40 tot 45 jaar;2046;446017
301;Totaal over alle leeftijden ;40 tot 45 jaar;2047;441389
302;Totaal over alle leeftijden ;40 tot 45 jaar;2048;436747
303;Totaal over alle leeftijden ;40 tot 45 jaar;2049;432818
304;Totaal over alle leeftijden ;40 tot 45 jaar;2050;430068
305;Totaal over alle leeftijden ;40 tot 45 jaar;2051;428224
306;Totaal over alle leeftijden ;40 tot 45 jaar;2052;426192
307;Totaal over alle leeftijden ;40 tot 45 jaar;2053;424401
308;Totaal over alle leeftijden ;40 tot 45 jaar;2054;421914
309;Totaal over alle leeftijden ;40 tot 45 jaar;2055;420371
310;Totaal over alle leeftijden ;40 tot 45 jaar;2056;419439
311;Totaal over alle leeftijden ;40 tot 45 jaar;2057;420093
312;Totaal over alle leeftijden ;40 tot 45 jaar;2058;422162
313;Totaal over alle leeftijden ;40 tot 45 jaar;2059;425467
314;Totaal over alle leeftijden ;40 tot 45 jaar;2060;428694
315;Totaal over alle leeftijden ;45 tot 50 jaar;2016;499519
316;Totaal over alle leeftijden ;45 tot 50 jaar;2017;497879
317;Totaal over alle leeftijden ;45 tot 50 jaar;2018;491734
318;Totaal over alle leeftijden ;45 tot 50 jaar;2019;477559
319;Totaal over alle leeftijden ;45 tot 50 jaar;2020;456692
320;Totaal over alle leeftijden ;45 tot 50 jaar;2021;434888
321;Totaal over alle leeftijden ;45 tot 50 jaar;2022;416510
322;Totaal over alle leeftijden ;45 tot 50 jaar;2023;402167
323;Totaal over alle leeftijden ;45 tot 50 jaar;2024;395208
324;Totaal over alle leeftijden ;45 tot 50 jaar;2025;391140
325;Totaal over alle leeftijden ;45 tot 50 jaar;2026;392483
326;Totaal over alle leeftijden ;45 tot 50 jaar;2027;393618
327;Totaal over alle leeftijden ;45 tot 50 jaar;2028;394960
328;Totaal over alle leeftijden ;45 tot 50 jaar;2029;395693
329;Totaal over alle leeftijden ;45 tot 50 jaar;2030;398419
330;Totaal over alle leeftijden ;45 tot 50 jaar;2031;400685
331;Totaal over alle leeftijden ;45 tot 50 jaar;2032;405769
332;Totaal over alle leeftijden ;45 tot 50 jaar;2033;412771
333;Totaal over alle leeftijden ;45 tot 50 jaar;2034;420160
334;Totaal over alle leeftijden ;45 tot 50 jaar;2035;426792
335;Totaal over alle leeftijden ;45 tot 50 jaar;2036;433793
336;Totaal over alle leeftijden ;45 tot 50 jaar;2037;439321
337;Totaal over alle leeftijden ;45 tot 50 jaar;2038;443669
338;Totaal over alle leeftijden ;45 tot 50 jaar;2039;447519
339;Totaal over alle leeftijden ;45 tot 50 jaar;2040;450509
340;Totaal over alle leeftijden ;45 tot 50 jaar;2041;451097
341;Totaal over alle leeftijden ;45 tot 50 jaar;2042;451295
342;Totaal over alle leeftijden ;45 tot 50 jaar;2043;451993
343;Totaal over alle leeftijden ;45 tot 50 jaar;2044;453721
344;Totaal over alle leeftijden ;45 tot 50 jaar;2045;455224
345;Totaal over alle leeftijden ;45 tot 50 jaar;2046;457799
346;Totaal over alle leeftijden ;45 tot 50 jaar;2047;459386
347;Totaal over alle leeftijden ;45 tot 50 jaar;2048;459723
348;Totaal over alle leeftijden ;45 tot 50 jaar;2049;458234
349;Totaal over alle leeftijden ;45 tot 50 jaar;2050;454980
350;Totaal over alle leeftijden ;45 tot 50 jaar;2051;449854
351;Totaal over alle leeftijden ;45 tot 50 jaar;2052;445013
352;Totaal over alle leeftijden ;45 tot 50 jaar;2053;440096
353;Totaal over alle leeftijden ;45 tot 50 jaar;2054;436098
354;Totaal over alle leeftijden ;45 tot 50 jaar;2055;433426
355;Totaal over alle leeftijden ;45 tot 50 jaar;2056;431719
356;Totaal over alle leeftijden ;45 tot 50 jaar;2057;429726
357;Totaal over alle leeftijden ;45 tot 50 jaar;2058;427872
358;Totaal over alle leeftijden ;45 tot 50 jaar;2059;425110
359;Totaal over alle leeftijden ;45 tot 50 jaar;2060;423393
360;Totaal over alle leeftijden ;50 tot 55 jaar;2016;436977
361;Totaal over alle leeftijden ;50 tot 55 jaar;2017;438506
362;Totaal over alle leeftijden ;50 tot 55 jaar;2018;439477
363;Totaal over alle leeftijden ;50 tot 55 jaar;2019;440334
364;Totaal over alle leeftijden ;50 tot 55 jaar;2020;443890
365;Totaal over alle leeftijden ;50 tot 55 jaar;2021;445390
366;Totaal over alle leeftijden ;50 tot 55 jaar;2022;443828
367;Totaal over alle leeftijden ;50 tot 55 jaar;2023;437606
368;Totaal over alle leeftijden ;50 tot 55 jaar;2024;424258
369;Totaal over alle leeftijden ;50 tot 55 jaar;2025;405741
370;Totaal over alle leeftijden ;50 tot 55 jaar;2026;386729
371;Totaal over alle leeftijden ;50 tot 55 jaar;2027;371007
372;Totaal over alle leeftijden ;50 tot 55 jaar;2028;358788
373;Totaal over alle leeftijden ;50 tot 55 jaar;2029;352830
374;Totaal over alle leeftijden ;50 tot 55 jaar;2030;349308
375;Totaal over alle leeftijden ;50 tot 55 jaar;2031;350445
376;Totaal over alle leeftijden ;50 tot 55 jaar;2032;351271
377;Totaal over alle leeftijden ;50 tot 55 jaar;2033;352034
378;Totaal over alle leeftijden ;50 tot 55 jaar;2034;352417
379;Totaal over alle leeftijden ;50 tot 55 jaar;2035;354874
380;Totaal over alle leeftijden ;50 tot 55 jaar;2036;357319
381;Totaal over alle leeftijden ;50 tot 55 jaar;2037;362373
382;Totaal over alle leeftijden ;50 tot 55 jaar;2038;369100
383;Totaal over alle leeftijden ;50 tot 55 jaar;2039;375991
384;Totaal over alle leeftijden ;50 tot 55 jaar;2040;382234
385;Totaal over alle leeftijden ;50 tot 55 jaar;2041;388857
386;Totaal over alle leeftijden ;50 tot 55 jaar;2042;394013
387;Totaal over alle leeftijden ;50 tot 55 jaar;2043;397885
388;Totaal over alle leeftijden ;50 tot 55 jaar;2044;401128
389;Totaal over alle leeftijden ;50 tot 55 jaar;2045;403609
390;Totaal over alle leeftijden ;50 tot 55 jaar;2046;403800
391;Totaal over alle leeftijden ;50 tot 55 jaar;2047;403693
392;Totaal over alle leeftijden ;50 tot 55 jaar;2048;404091
393;Totaal over alle leeftijden ;50 tot 55 jaar;2049;405609
394;Totaal over alle leeftijden ;50 tot 55 jaar;2050;406962
395;Totaal over alle leeftijden ;50 tot 55 jaar;2051;409381
396;Totaal over alle leeftijden ;50 tot 55 jaar;2052;410795
397;Totaal over alle leeftijden ;50 tot 55 jaar;2053;411045
398;Totaal over alle leeftijden ;50 tot 55 jaar;2054;409696
399;Totaal over alle leeftijden ;50 tot 55 jaar;2055;406646
400;Totaal over alle leeftijden ;50 tot 55 jaar;2056;401888
401;Totaal over alle leeftijden ;50 tot 55 jaar;2057;397431
402;Totaal over alle leeftijden ;50 tot 55 jaar;2058;392916
403;Totaal over alle leeftijden ;50 tot 55 jaar;2059;389425
404;Totaal over alle leeftijden ;50 tot 55 jaar;2060;387136
405;Totaal over alle leeftijden ;55 tot 60 jaar;2016;272179
406;Totaal over alle leeftijden ;55 tot 60 jaar;2017;280599
407;Totaal over alle leeftijden ;55 tot 60 jaar;2018;288706
408;Totaal over alle leeftijden ;55 tot 60 jaar;2019;297336
409;Totaal over alle leeftijden ;55 tot 60 jaar;2020;305969
410;Totaal over alle leeftijden ;55 tot 60 jaar;2021;311850
411;Totaal over alle leeftijden ;55 tot 60 jaar;2022;314635
412;Totaal over alle leeftijden ;55 tot 60 jaar;2023;316180
413;Totaal over alle leeftijden ;55 tot 60 jaar;2024;317188
414;Totaal over alle leeftijden ;55 tot 60 jaar;2025;319919
415;Totaal over alle leeftijden ;55 tot 60 jaar;2026;321027
416;Totaal over alle leeftijden ;55 tot 60 jaar;2027;319632
417;Totaal over alle leeftijden ;55 tot 60 jaar;2028;314759
418;Totaal over alle leeftijden ;55 tot 60 jaar;2029;305070
419;Totaal over alle leeftijden ;55 tot 60 jaar;2030;292435
420;Totaal over alle leeftijden ;55 tot 60 jaar;2031;279549
421;Totaal over alle leeftijden ;55 tot 60 jaar;2032;269036
422;Totaal over alle leeftijden ;55 tot 60 jaar;2033;260940
423;Totaal over alle leeftijden ;55 tot 60 jaar;2034;257017
424;Totaal over alle leeftijden ;55 tot 60 jaar;2035;254769
425;Totaal over alle leeftijden ;55 tot 60 jaar;2036;255746
426;Totaal over alle leeftijden ;55 tot 60 jaar;2037;256482
427;Totaal over alle leeftijden ;55 tot 60 jaar;2038;257177
