ID;CoalAndCoalProducts;Periods;TotalEnergySupply_1;Production_2;RecoveredProducts_3;ImportsTotal_4;OfWhichFromOutsideEU_5;Exports_6;StocksBeginningOfPeriod_7;StocksEndOfPeriod_8;StockChange_9;StatisticalDifferences_10;TotalConsumption_11;TotalEnergyCompanies_12;CokeOvenPlants_13;IndustryTotal_14;OfWhichIronAndSteel_15;TotalOtherConsumers_16
213;Lignite and BKB (Braunkohlenbriketts);2017 July;9;;;9;;;0.0;0.0;0.0;;9;;;8.0;;1.0
214;Lignite and BKB (Braunkohlenbriketts);2017 August;11;;;11;;;0.0;0.0;0.0;;11;;;9.0;;1.0
215;Lignite and BKB (Braunkohlenbriketts);2017 September;9;;;9;;;0.0;0.0;0.0;;9;;;8.0;;1.0
216;Lignite and BKB (Braunkohlenbriketts);2017 3rd quarter;29;;;29;;;0.0;0.0;0.0;;29;;;25.0;;4.0
217;Lignite and BKB (Braunkohlenbriketts);2017 October;7;;;7;;;0.0;0.0;0.0;;7;;;6.0;;1.0
218;Lignite and BKB (Braunkohlenbriketts);2017 November;7;;;7;;;0.0;0.0;0.0;;7;;;6.0;;1.0
219;Lignite and BKB (Braunkohlenbriketts);2017 December;7;;;7;;;0.0;0.0;0.0;;7;;;6.0;;1.0
220;Lignite and BKB (Braunkohlenbriketts);2017 4th quarter;22;;;22;;;0.0;0.0;0.0;;22;;;18.0;;4.0
221;Lignite and BKB (Braunkohlenbriketts);2017;95;;;95;;;0.0;0.0;0.0;;95;;;81.0;;14.0
222;Lignite and BKB (Braunkohlenbriketts);2018 January;9;;;9;;;0.0;0.0;0.0;;9;;;8.0;;1.0
223;Lignite and BKB (Braunkohlenbriketts);2018 February;7;;;7;;;0.0;0.0;0.0;;7;;;6.0;;1.0
224;Lignite and BKB (Braunkohlenbriketts);2018 March;7;;;7;;;0.0;0.0;0.0;;7;;;6.0;;1.0
225;Lignite and BKB (Braunkohlenbriketts);2018 1st quarter;23;;;23;;;0.0;0.0;0.0;;23;;;20.0;;3.0
226;Lignite and BKB (Braunkohlenbriketts);2018 April;7;;;7;;;0.0;0.0;0.0;;7;;;6.0;;1.0
227;Lignite and BKB (Braunkohlenbriketts);2018 May;7;;;7;;;0.0;0.0;0.0;;7;;;6.0;;1.0
228;Lignite and BKB (Braunkohlenbriketts);2018 June;6;;;6;;;0.0;0.0;0.0;;6;;;5.0;;1.0
229;Lignite and BKB (Braunkohlenbriketts);2018 2nd quarter;20;;;20;;;0.0;0.0;0.0;;20;;;17.0;;3.0
230;Lignite and BKB (Braunkohlenbriketts);2018 July;8;;;8;;;0.0;0.0;0.0;;8;;;7.0;;1.0
231;Lignite and BKB (Braunkohlenbriketts);2018 August;9;;;9;;;0.0;0.0;0.0;;9;;;8.0;;1.0
232;Lignite and BKB (Braunkohlenbriketts);2018 September;8;;;8;;;0.0;0.0;0.0;;8;;;7.0;;1.0
233;Lignite and BKB (Braunkohlenbriketts);2018 3rd quarter;25;;;25;;;0.0;0.0;0.0;;25;;;21.0;;4.0
234;Lignite and BKB (Braunkohlenbriketts);2018 October;8;;;8;;;0.0;0.0;0.0;;8;;;7.0;;1.0
235;Lignite and BKB (Braunkohlenbriketts);2018 November;6;;;6;;;0.0;0.0;0.0;;6;;;5.0;;1.0
236;Lignite and BKB (Braunkohlenbriketts);2018 December;6;;;6;;;0.0;0.0;0.0;;6;;;6.0;;1.0
237;Lignite and BKB (Braunkohlenbriketts);2018 4th quarter;21;;;21;;;0.0;0.0;0.0;;21;;;17.0;;3.0
238;Lignite and BKB (Braunkohlenbriketts);2018;88;;;88;;;0.0;0.0;0.0;;88;;;75.0;;13.0
239;Lignite and BKB (Braunkohlenbriketts);2019 January;4;;;4;;;0.0;0.0;0.0;;4;;;3.0;;1.0
240;Lignite and BKB (Braunkohlenbriketts);2019 February;4;;;4;;;0.0;0.0;0.0;;4;;;3.0;;1.0
241;Lignite and BKB (Braunkohlenbriketts);2019 March;5;;;5;;;0.0;0.0;0.0;;5;;;4.0;;1.0
242;Lignite and BKB (Braunkohlenbriketts);2019 1st quarter;13;;;13;;;0.0;0.0;0.0;;13;;;10.0;;2.0
243;Lignite and BKB (Braunkohlenbriketts);2019 April;5;;;5;;;0.0;0.0;0.0;;5;;;4.0;;1.0
244;Lignite and BKB (Braunkohlenbriketts);2019 May;2;;;2;;;0.0;0.0;0.0;;2;;;1.0;;0.0
245;Lignite and BKB (Braunkohlenbriketts);2019 June;2;;;1;;;0.0;0.0;0.0;;2;;;1.0;;0.0
246;Lignite and BKB (Braunkohlenbriketts);2019 2nd quarter;8;;;8;;;0.0;0.0;0.0;;8;;;7.0;;2.0
247;Lignite and BKB (Braunkohlenbriketts);2019 July;1;;;1;;;0.0;0.0;0.0;;1;;;1.0;;0.0
248;Lignite and BKB (Braunkohlenbriketts);2019 August;3;;;3;;;0.0;0.0;0.0;;3;;;2.0;;1.0
249;Lignite and BKB (Braunkohlenbriketts);2019 September;2;;;2;;;0.0;0.0;0.0;;2;;;1.0;;0.0
250;Lignite and BKB (Braunkohlenbriketts);2019 3rd quarter;5;;;5;;;0.0;0.0;0.0;;5;;;4.0;;1.0
251;Lignite and BKB (Braunkohlenbriketts);2019 October;13;;;13;;;0.0;0.0;0.0;;13;;;11.0;;2.0
252;Lignite and BKB (Braunkohlenbriketts);2019 November;2;;;2;;;0.0;0.0;0.0;;2;;;1.0;;0.0
253;Lignite and BKB (Braunkohlenbriketts);2019 December;11;;;11;;;0.0;;0.0;;11;;;9.0;;2.0
254;Lignite and BKB (Braunkohlenbriketts);2019 4th quarter;26;;;26;;;0.0;;0.0;;26;;;22.0;;4.0
255;Lignite and BKB (Braunkohlenbriketts);2019;53;;;52;;;0.0;;0.0;;53;;;43.0;;10.0
256;Lignite and BKB (Braunkohlenbriketts);2020 January;2;;;2;;;;;;;2;;;1.0;;1.0
257;Lignite and BKB (Braunkohlenbriketts);2020 February;2;;;2;;;;;;;2;;;1.0;;1.0
258;Lignite and BKB (Braunkohlenbriketts);2020 March;2;;;2;;;;;;;2;;;1.0;;1.0
259;Lignite and BKB (Braunkohlenbriketts);2020 1st quarter;6;;;6;0.0;;;;;;6;;;4.0;;2.0
260;Lignite and BKB (Braunkohlenbriketts);2020 April;2;;;2;;;;;;;2;;;1.0;;1.0
261;Lignite and BKB (Braunkohlenbriketts);2020 May;2;;;2;;;;;;;2;;;1.0;;1.0
262;Lignite and BKB (Braunkohlenbriketts);2020 June;2;;;2;;;;;;;2;;;1.0;;1.0
263;Lignite and BKB (Braunkohlenbriketts);2020 2nd quarter;6;;;6;0.0;;;;;;6;;;4.0;;2.0
264;Lignite and BKB (Braunkohlenbriketts);2020 July;2;;;2;;;;;;;2;;;1.0;;1.0
265;Lignite and BKB (Braunkohlenbriketts);2020 August;2;;;2;;;;;;;2;;;1.0;;1.0
266;Lignite and BKB (Braunkohlenbriketts);2020 September;2;;;2;;;;;;;2;;;1.0;;1.0
267;Lignite and BKB (Braunkohlenbriketts);2020 3rd quarter;6;;;6;0.0;;;;;;6;;;4.0;;2.0
268;Lignite and BKB (Braunkohlenbriketts);2020 October;2;;;2;;;;;;;2;;;1.0;;1.0
269;Lignite and BKB (Braunkohlenbriketts);2020 November;2;;;2;;;;;;;2;;;1.0;;1.0
270;Lignite and BKB (Braunkohlenbriketts);2020 December;2;;;2;;;;;;;2;;;1.0;;1.0
271;Lignite and BKB (Braunkohlenbriketts);2020 4th quarter;6;;;6;0.0;;;;;;6;;;4.0;;2.0
272;Lignite and BKB (Braunkohlenbriketts);2020;25;;;25;0.0;;;;;;25;;;15.0;;10.0
273;Lignite and BKB (Braunkohlenbriketts);2021 January;2;;;2;0.0;;;;;;2;;;1.0;;1.0
274;Lignite and BKB (Braunkohlenbriketts);2021 February;2;;;2;0.0;;;;;;2;;;1.0;;1.0
275;Lignite and BKB (Braunkohlenbriketts);2021 March;2;;;2;0.0;;;;;;2;;;1.0;;1.0
276;Lignite and BKB (Braunkohlenbriketts);2021 1st quarter;5;;;5;0.0;;;;;;5;;;3.0;;2.0
277;Lignite and BKB (Braunkohlenbriketts);2021 April;2;;;2;0.0;;;;;;2;;;1.0;;1.0
278;Lignite and BKB (Braunkohlenbriketts);2021 May;2;;;2;0.0;;;;;;2;;;1.0;;1.0
279;Lignite and BKB (Braunkohlenbriketts);2021 June;2;;;2;0.0;;;;;;2;;;1.0;;1.0
280;Lignite and BKB (Braunkohlenbriketts);2021 2nd quarter;5;;;5;0.0;;;;;;5;;;3.0;;2.0
281;Lignite and BKB (Braunkohlenbriketts);2021 July;2;;;2;0.0;;;;;;2;;;1.0;;1.0
282;Lignite and BKB (Braunkohlenbriketts);2021 August;2;;;2;0.0;;;;;;2;;;1.0;;1.0
283;Lignite and BKB (Braunkohlenbriketts);2021 September;2;;;2;0.0;;;;;;2;;;1.0;;1.0
284;Lignite and BKB (Braunkohlenbriketts);2021 3rd quarter;5;;;5;0.0;;;;;;5;;;3.0;;2.0
285;Lignite and BKB (Braunkohlenbriketts);2021 October;2;;;2;0.0;;;;;;2;;;1.0;;1.0
286;Lignite and BKB (Braunkohlenbriketts);2021 November;2;;;2;0.0;;;;;;2;;;1.0;;1.0
287;Lignite and BKB (Braunkohlenbriketts);2021 December;2;;;2;0.0;;;;;;2;;;1.0;;1.0
288;Lignite and BKB (Braunkohlenbriketts);2021 4th quarter;5;;;5;0.0;;;;;;5;;;3.0;;2.0
289;Lignite and BKB (Braunkohlenbriketts);2021 ;20;;;20;0.0;;;;;;20;;;13.0;;7.0
290;Lignite and BKB (Braunkohlenbriketts);2022 January;1;;;1;1.0;;;;;;1;;;0.0;;1.0
291;Lignite and BKB (Braunkohlenbriketts);2022 February;1;;;1;1.0;;;;;;1;;;0.0;;1.0
292;Lignite and BKB (Braunkohlenbriketts);2022 March;1;;;1;1.0;;;;;;1;;;0.0;;1.0
293;Lignite and BKB (Braunkohlenbriketts);2022 1st quarter;4;;;4;4.0;;;;;;4;;;0.0;;3.0
294;Lignite and BKB (Braunkohlenbriketts);2022 April;1;;;1;1.0;;;;;;1;;;0.0;;1.0
295;Lignite and BKB (Braunkohlenbriketts);2022 May;1;;;1;1.0;;;;;;1;;;0.0;;1.0
296;Lignite and BKB (Braunkohlenbriketts);2022 June;1;;;1;1.0;;;;;;1;;;0.0;;1.0
297;Lignite and BKB (Braunkohlenbriketts);2022 2nd quarter;4;;;4;4.0;;;;;;4;;;0.0;;3.0
298;Lignite and BKB (Braunkohlenbriketts);2022 July;1;;;1;1.0;;;;;;1;;;0.0;;1.0
299;Lignite and BKB (Braunkohlenbriketts);2022 August;1;;;1;1.0;;;;;;1;;;0.0;;1.0
300;Lignite and BKB (Braunkohlenbriketts);2022 September;1;;;1;1.0;;;;;;1;;;0.0;;1.0
301;Lignite and BKB (Braunkohlenbriketts);2022 3rd quarter;4;;;4;4.0;;;;;;4;;;0.0;;3.0
302;Lignite and BKB (Braunkohlenbriketts);2022 October;1;;;1;1.0;;;;;;1;;;0.0;;1.0
303;Lignite and BKB (Braunkohlenbriketts);2022 November;1;;;1;1.0;;;;;;1;;;0.0;;1.0
304;Lignite and BKB (Braunkohlenbriketts);2022 December;1;;;1;1.0;;;;;;1;;;0.0;;1.0
305;Lignite and BKB (Braunkohlenbriketts);2022 4th quarter;4;;;4;4.0;;;;;;4;;;0.0;;3.0
306;Lignite and BKB (Braunkohlenbriketts);2022;14;;;14;14.0;;;;;;14;;;2.0;;13.0
307;Lignite and BKB (Braunkohlenbriketts);2023 January;1;;;1;1.0;;;;;;1;;;;;1.0
308;Lignite and BKB (Braunkohlenbriketts);2023 February;1;;;1;1.0;;;;;;1;;;;;1.0
309;Lignite and BKB (Braunkohlenbriketts);2023 March;1;;;1;1.0;;;;;;1;;;;;1.0
310;Lignite and BKB (Braunkohlenbriketts);2023 1st quarter;4;;;4;4.0;;;;;;4;;;;;4.0
311;Lignite and BKB (Braunkohlenbriketts);2023 April;1;;;1;1.0;;;;;;1;;;;;1.0
312;Lignite and BKB (Braunkohlenbriketts);2023 May;1;;;1;1.0;;;;;;1;;;;;1.0
313;Lignite and BKB (Braunkohlenbriketts);2023 June;1;;;1;1.0;;;;;;1;;;;;1.0
314;Lignite and BKB (Braunkohlenbriketts);2023 2nd quarter;4;;;4;4.0;;;;;;4;;;;;4.0
315;Lignite and BKB (Braunkohlenbriketts);2023 July;1;;;1;1.0;;;;;;1;;;;;1.0
316;Lignite and BKB (Braunkohlenbriketts);2023 August;1;;;1;1.0;;;;;;1;;;;;1.0
317;Lignite and BKB (Braunkohlenbriketts);2023 September;1;;;1;1.0;;;;;;1;;;;;1.0
318;Lignite and BKB (Braunkohlenbriketts);2023 3rd quarter;4;;;4;4.0;;;;;;4;;;;;4.0
319;Lignite and BKB (Braunkohlenbriketts);2023 October;1;;;1;1.0;;;;;;1;;;;;1.0
320;Lignite and BKB (Braunkohlenbriketts);2023 November;1;;;1;1.0;;;;;;1;;;;;1.0
321;Lignite and BKB (Braunkohlenbriketts);2023 December;1;;;1;1.0;;;;;;1;;;;;1.0
322;Lignite and BKB (Braunkohlenbriketts);2023 4th quarter;4;;;4;4.0;;;;;;4;;;;;4.0
323;Lignite and BKB (Braunkohlenbriketts);2023;16;;;16;16.0;;;;;;16;;;;;16.0
324;Lignite and BKB (Braunkohlenbriketts);2024 January;1;;;1;1.0;;;;;;1;;;;;1.0
325;Lignite and BKB (Braunkohlenbriketts);2024 February;1;;;1;1.0;;;;;;1;;;;;1.0
326;Lignite and BKB (Braunkohlenbriketts);2024 March;1;;;1;1.0;;;;;;1;;;;;1.0
327;Lignite and BKB (Braunkohlenbriketts);2024 1st quarter;4;;;4;4.0;;;;;;4;;;;;4.0
328;Lignite and BKB (Braunkohlenbriketts);2024 April;1;;;1;1.0;;;;;;1;;;;;1.0
329;Lignite and BKB (Braunkohlenbriketts);2024 May;1;;;1;1.0;;;;;;1;;;;;1.0
330;Lignite and BKB (Braunkohlenbriketts);2024 June;1;;;1;1.0;;;;;;1;;;;;1.0
331;Lignite and BKB (Braunkohlenbriketts);2024 2nd quarter;4;;;4;4.0;;;;;;4;;;;;4.0
332;Lignite and BKB (Braunkohlenbriketts);2024 July;1;;;1;1.0;;;;;;1;;;;;1.0
333;Lignite and BKB (Braunkohlenbriketts);2024 August;1;;;1;1.0;;;;;;1;;;;;1.0
334;Lignite and BKB (Braunkohlenbriketts);2024 September;1;;;1;1.0;;;;;;1;;;;;1.0
335;Lignite and BKB (Braunkohlenbriketts);2024 3rd quarter;4;;;4;4.0;;;;;;4;;;;;4.0
336;Lignite and BKB (Braunkohlenbriketts);2024 October;1;;;1;1.0;;;;;;1;;;;;1.0
337;Lignite and BKB (Braunkohlenbriketts);2024 November;1;;;1;1.0;;;;;;1;;;;;1.0
338;Lignite and BKB (Braunkohlenbriketts);2024 December;1;;;1;1.0;;;;;;1;;;;;1.0
339;Lignite and BKB (Braunkohlenbriketts);2024 4th quarter;4;;;4;4.0;;;;;;4;;;;;4.0
340;Lignite and BKB (Braunkohlenbriketts);2024;16;;;16;16.0;;;;;;16;;;;;16.0
341;Lignite and BKB (Braunkohlenbriketts);2025 January;1;;;1;1.0;;;;;;1;;;;;1.0
342;Coke-oven cokes;2015 January;167;168.0;;9;8.0;;56.0;66.0;-10.0;;167;;;167.0;164.0;
343;Coke-oven cokes;2015 February;147;154.0;;4;3.0;9.0;66.0;69.0;-2.0;;147;;;147.0;144.0;
344;Coke-oven cokes;2015 March;166;168.0;;4;;;69.0;75.0;-7.0;;166;;;166.0;163.0;
345;Coke-oven cokes;2015 1st quarter;479;490.0;;17;11.0;9.0;56.0;75.0;-19.0;;479;;;479.0;471.0;
346;Coke-oven cokes;2015 April;171;166.0;;8;;;75.0;78.0;-3.0;;171;;;171.0;168.0;
347;Coke-oven cokes;2015 May;172;174.0;;4;1.0;10.0;78.0;73.0;5.0;;172;;;172.0;170.0;
348;Coke-oven cokes;2015 June;165;170.0;;4;3.0;22.0;73.0;60.0;13.0;;165;;;165.0;162.0;
349;Coke-oven cokes;2015 2nd quarter;508;509.0;;15;4.0;32.0;75.0;60.0;15.0;;508;;;508.0;500.0;
350;Coke-oven cokes;2015 July;174;177.0;;5;3.0;;60.0;69.0;-9.0;;174;;;174.0;171.0;
351;Coke-oven cokes;2015 August;165;176.0;;3;1.0;28.0;69.0;55.0;14.0;;165;;;165.0;163.0;
352;Coke-oven cokes;2015 September;161;169.0;;3;2.0;8.0;55.0;58.0;-3.0;;161;;;161.0;158.0;
353;Coke-oven cokes;2015 3rd quarter;500;523.0;;12;7.0;36.0;60.0;58.0;1.0;;500;;;500.0;492.0;
354;Coke-oven cokes;2015 October;166;172.0;;4;1.0;;58.0;69.0;-10.0;;166;;;166.0;162.0;
355;Coke-oven cokes;2015 November;151;164.0;;4;3.0;24.0;69.0;61.0;7.0;;151;;;151.0;147.0;
356;Coke-oven cokes;2015 December;156;176.0;;4;0.0;16.0;61.0;69.0;-8.0;;156;;;156.0;152.0;
357;Coke-oven cokes;2015 4th quarter;473;513.0;;12;3.0;41.0;58.0;69.0;-10.0;;473;;;473.0;462.0;
358;Coke-oven cokes;2015;1961;2035.0;;56;26.0;117.0;56.0;69.0;-13.0;;1961;;;1961.0;1924.0;
359;Coke-oven cokes;2016 January;174;177.0;;4;4.0;12.0;69.0;64.0;5.0;;174;;;174.0;171.0;
360;Coke-oven cokes;2016 February;163;166.0;;4;3.0;8.0;64.0;62.0;1.0;;163;;;163.0;160.0;
361;Coke-oven cokes;2016 March;177;176.0;;4;4.0;17.0;62.0;48.0;14.0;;177;;;177.0;174.0;
362;Coke-oven cokes;2016 1st quarter;514;519.0;;11;10.0;37.0;69.0;48.0;21.0;;514;;;514.0;506.0;
363;Coke-oven cokes;2016 April;146;164.0;;4;2.0;14.0;48.0;56.0;-7.0;;146;;;146.0;144.0;
364;Coke-oven cokes;2016 May;174;161.0;;4;2.0;8.0;56.0;38.0;18.0;;174;;;174.0;172.0;
365;Coke-oven cokes;2016 June;157;155.0;;8;5.0;;38.0;43.0;-6.0;;157;;;157.0;154.0;
366;Coke-oven cokes;2016 2nd quarter;478;479.0;;15;9.0;22.0;48.0;43.0;5.0;;478;;;478.0;470.0;
367;Coke-oven cokes;2016 July;155;168.0;;8;5.0;;43.0;65.0;-22.0;;155;;;155.0;152.0;
368;Coke-oven cokes;2016 August;195;174.0;;4;3.0;;65.0;48.0;17.0;;195;;;195.0;192.0;
369;Coke-oven cokes;2016 September;155;169.0;;8;;;48.0;70.0;-22.0;;155;;;155.0;153.0;
370;Coke-oven cokes;2016 3rd quarter;505;512.0;;20;8.0;;43.0;70.0;-27.0;;505;;;505.0;496.0;
371;Coke-oven cokes;2016 October;172;177.0;;10;9.0;;70.0;85.0;-15.0;;172;;;172.0;168.0;
372;Coke-oven cokes;2016 November;155;169.0;;5;4.0;5.0;85.0;99.0;-14.0;;155;;;155.0;151.0;
373;Coke-oven cokes;2016 December;153;177.0;;5;4.0;10.0;99.0;118.0;-19.0;;153;;;153.0;149.0;
374;Coke-oven cokes;2016 4th quarter;479;523.0;;19;17.0;15.0;70.0;118.0;-48.0;;479;;;479.0;468.0;
375;Coke-oven cokes;2016;1976;2034.0;;65;44.0;73.0;69.0;118.0;-49.0;;1976;;;1976.0;1939.0;
376;Coke-oven cokes;2017 January;160;175.0;;3;3.0;2.0;118.0;134.0;-16.0;;160;;;160.0;157.0;
377;Coke-oven cokes;2017 February;148;154.0;;3;2.0;19.0;134.0;124.0;10.0;;148;;;148.0;146.0;
378;Coke-oven cokes;2017 March;161;168.0;;3;3.0;26.0;124.0;108.0;16.0;;161;;;161.0;158.0;
379;Coke-oven cokes;2017 1st quarter;470;497.0;;10;8.0;47.0;118.0;108.0;10.0;;470;;;470.0;461.0;
380;Coke-oven cokes;2017 April;150;163.0;;4;;18.0;108.0;107.0;1.0;;150;;;150.0;147.0;
381;Coke-oven cokes;2017 May;172;165.0;;4;3.0;29.0;107.0;74.0;33.0;;172;;;172.0;169.0;
382;Coke-oven cokes;2017 June;167;159.0;;4;3.0;13.0;74.0;57.0;17.0;;167;;;167.0;164.0;
383;Coke-oven cokes;2017 2nd quarter;490;488.0;;11;7.0;60.0;108.0;57.0;51.0;;490;;;490.0;480.0;
384;Coke-oven cokes;2017 July;168;163.0;;3;3.0;2.0;57.0;53.0;4.0;;168;;;168.0;165.0;
385;Coke-oven cokes;2017 August;182;166.0;;3;2.0;10.0;53.0;30.0;23.0;;182;;;182.0;179.0;
386;Coke-oven cokes;2017 September;148;161.0;;3;3.0;3.0;30.0;44.0;-14.0;;148;;;148.0;145.0;
387;Coke-oven cokes;2017 3rd quarter;499;491.0;;10;8.0;15.0;57.0;44.0;13.0;;499;;;499.0;490.0;
388;Coke-oven cokes;2017 October;179;165.0;;9;3.0;;44.0;40.0;4.0;;179;;;179.0;174.0;
389;Coke-oven cokes;2017 November;171;162.0;;4;4.0;4.0;40.0;31.0;9.0;;171;;;171.0;167.0;
390;Coke-oven cokes;2017 December;170;162.0;;14;10.0;;31.0;36.0;-6.0;;170;;;170.0;166.0;
391;Coke-oven cokes;2017 4th quarter;519;489.0;;27;17.0;4.0;44.0;36.0;8.0;;519;;;519.0;507.0;
392;Coke-oven cokes;2017;1978;1964.0;;58;40.0;125.0;118.0;36.0;82.0;;1978;;;1978.0;1938.0;
393;Coke-oven cokes;2018 January;171;172.0;;11;10.0;;36.0;48.0;-12.0;;171;;;171.0;167.0;
394;Coke-oven cokes;2018 February;158;152.0;;6;6.0;;48.0;48.0;0.0;;158;;;158.0;154.0;
395;Coke-oven cokes;2018 March;176;168.0;;4;3.0;3.0;48.0;42.0;7.0;;176;;;176.0;173.0;
396;Coke-oven cokes;2018 1st quarter;505;492.0;;22;19.0;3.0;36.0;42.0;-5.0;;505;;;505.0;494.0;
397;Coke-oven cokes;2018 April;159;163.0;;4;;8.0;42.0;41.0;1.0;;159;;;159.0;155.0;
398;Coke-oven cokes;2018 May;171;166.0;;4;4.0;7.0;41.0;34.0;8.0;;171;;;171.0;167.0;
399;Coke-oven cokes;2018 June;160;161.0;;8;6.0;;34.0;42.0;-8.0;;160;;;160.0;157.0;
400;Coke-oven cokes;2018 2nd quarter;491;489.0;;16;10.0;15.0;42.0;42.0;0.0;;491;;;491.0;479.0;
401;Coke-oven cokes;2018 July;173;170.0;;6;5.0;;42.0;45.0;-3.0;;173;;;173.0;169.0;
402;Coke-oven cokes;2018 August;159;175.0;;8;8.0;;45.0;69.0;-24.0;;159;;;159.0;155.0;
403;Coke-oven cokes;2018 September;135;170.0;;4;2.0;1.0;69.0;108.0;-39.0;;135;;;135.0;131.0;
404;Coke-oven cokes;2018 3rd quarter;466;515.0;;18;15.0;1.0;42.0;108.0;-66.0;;466;;;466.0;455.0;
405;Coke-oven cokes;2018 October;168;172.0;;8;7.0;;108.0;119.0;-12.0;;168;;;168.0;164.0;
406;Coke-oven cokes;2018 November;176;154.0;;4;3.0;9.0;119.0;92.0;27.0;;176;;;176.0;172.0;
407;Coke-oven cokes;2018 December;165;165.0;;4;3.0;21.0;92.0;75.0;17.0;;165;;;165.0;161.0;
408;Coke-oven cokes;2018 4th quarter;509;490.0;;17;14.0;30.0;108.0;75.0;33.0;;509;;;509.0;498.0;
409;Coke-oven cokes;2018;1972;1986.0;;72;58.0;48.0;36.0;75.0;-39.0;;1972;;;1972.0;1926.0;
410;Coke-oven cokes;2019 January;177;167.0;;4;3.0;;75.0;70.0;5.0;;177;;;177.0;173.0;
411;Coke-oven cokes;2019 February;157;151.0;;7;6.0;;70.0;70.0;-1.0;;157;;;157.0;154.0;
412;Coke-oven cokes;2019 March;179;167.0;;4;3.0;18.0;70.0;44.0;26.0;;179;;;179.0;175.0;
413;Coke-oven cokes;2019 1st quarter;512;485.0;;15;12.0;18.0;75.0;44.0;31.0;;512;;;512.0;502.0;
414;Coke-oven cokes;2019 April;165;165.0;;4;2.0;2.0;44.0;46.0;-2.0;;165;;;165.0;161.0;
415;Coke-oven cokes;2019 May;161;172.0;;8;7.0;;46.0;66.0;-20.0;;161;;;161.0;158.0;
416;Coke-oven cokes;2019 June;147;168.0;;13;12.0;;66.0;101.0;-35.0;;147;;;147.0;143.0;
417;Coke-oven cokes;2019 2nd quarter;473;506.0;;25;21.0;2.0;44.0;101.0;-56.0;;473;;;473.0;462.0;
418;Coke-oven cokes;2019 July;170;175.0;;4;1.0;;101.0;109.0;-9.0;;170;;;170.0;167.0;
419;Coke-oven cokes;2019 August;160;176.0;;4;2.0;2.0;109.0;127.0;-18.0;;160;;;160.0;156.0;
420;Coke-oven cokes;2019 September;120;168.0;;4;3.0;24.0;127.0;155.0;-28.0;;120;;;120.0;116.0;
421;Coke-oven cokes;2019 3rd quarter;450;519.0;;11;7.0;26.0;101.0;155.0;-55.0;;450;;;450.0;439.0;
422;Coke-oven cokes;2019 October;165;162.0;;4;3.0;3.0;155.0;154.0;2.0;;165;;;165.0;161.0;
423;Coke-oven cokes;2019 November;191;155.0;;4;2.0;8.0;154.0;113.0;40.0;;191;;;191.0;188.0;
424;Coke-oven cokes;2019 December;143;162.0;;4;2.0;27.0;113.0;109.0;5.0;;143;;;143.0;140.0;
425;Coke-oven cokes;2019 4th quarter;499;479.0;;11;7.0;37.0;155.0;109.0;47.0;;499;;;499.0;488.0;
426;Coke-oven cokes;2019;1934;1988.0;;63;46.0;83.0;75.0;109.0;-34.0;;1934;;;1934.0;1891.0;
427;Coke-oven cokes;2020 January;167;161.0;;3;2.0;25.0;109.0;82.0;27.0;;167;;;167.0;163.0;
428;Coke-oven cokes;2020 February;154;148.0;;3;2.0;9.0;82.0;69.0;12.0;;154;;;154.0;151.0;
429;Coke-oven cokes;2020 March;159;161.0;;3;2.0;7.0;69.0;68.0;2.0;;159;;;159.0;155.0;
430;Coke-oven cokes;2020 1st quarter;479;470.0;;10;6.0;41.0;109.0;68.0;41.0;;479;;;479.0;469.0;
431;Coke-oven cokes;2020 April;134;153.0;;3;2.0;6.0;68.0;84.0;-17.0;;134;;;134.0;131.0;
432;Coke-oven cokes;2020 May;138;158.0;;3;2.0;27.0;84.0;82.0;3.0;;138;;;138.0;134.0;
433;Coke-oven cokes;2020 June;88;153.0;;5;3.0;;82.0;152.0;-70.0;;88;;;88.0;85.0;
434;Coke-oven cokes;2020 2nd quarter;360;465.0;;12;7.0;33.0;68.0;152.0;-84.0;;360;;;360.0;350.0;
435;Coke-oven cokes;2020 July;145;158.0;;3;2.0;49.0;152.0;120.0;32.0;;145;;;145.0;142.0;
436;Coke-oven cokes;2020 August;132;159.0;;3;2.0;41.0;120.0;109.0;10.0;;132;;;132.0;129.0;
437;Coke-oven cokes;2020 September;114;153.0;;3;2.0;8.0;109.0;144.0;-34.0;;114;;;114.0;111.0;
438;Coke-oven cokes;2020 3rd quarter;392;471.0;;10;6.0;97.0;152.0;144.0;8.0;;392;;;392.0;382.0;
439;Coke-oven cokes;2020 October;150;159.0;;3;2.0;19.0;144.0;137.0;7.0;;150;;;150.0;147.0;
440;Coke-oven cokes;2020 November;167;155.0;;3;2.0;36.0;137.0;92.0;45.0;;167;;;167.0;164.0;
441;Coke-oven cokes;2020 December;161;160.0;;3;2.0;43.0;92.0;52.0;40.0;;161;;;161.0;157.0;
442;Coke-oven cokes;2020 4th quarter;478;474.0;;10;6.0;98.0;144.0;52.0;92.0;;478;;;478.0;468.0;
443;Coke-oven cokes;2020;1709;1879.0;;43;25.0;270.0;109.0;52.0;57.0;;1709;;;1709.0;1669.0;
444;Coke-oven cokes;2021 January;171;155.0;;7;5.0;;52.0;43.0;8.0;;171;;;171.0;167.0;
445;Coke-oven cokes;2021 February;144;142.0;;3;2.0;;43.0;45.0;-1.0;;144;;;144.0;141.0;
