ID;CPA2008;Perioden;Prijsindex_1;Kwartaalmutaties_2;Jaarmutaties_3
719;494111 Goederenvervoer met koelauto's ;2019 3e kwartaal;109.9;0.6;4.6
720;494111 Goederenvervoer met koelauto's ;2019 4e kwartaal;110.0;0.1;3.8
721;494111 Goederenvervoer met koelauto's ;2019;109.5;;4.6
722;494111 Goederenvervoer met koelauto's ;2020 1e kwartaal;111.0;0.9;2.0
723;494111 Goederenvervoer met koelauto's ;2020 2e kwartaal;109.3;-1.5;0.1
724;494111 Goederenvervoer met koelauto's ;2020 3e kwartaal;108.9;-0.4;-0.9
725;494111 Goederenvervoer met koelauto's ;2020 4e kwartaal;108.4;-0.5;-1.5
726;494111 Goederenvervoer met koelauto's ;2020;109.4;;-0.1
727;494111 Goederenvervoer met koelauto's ;2021 1e kwartaal;109.1;0.6;-1.7
728;494111 Goederenvervoer met koelauto's ;2021 2e kwartaal;109.5;0.4;0.2
729;494111 Goederenvervoer met koelauto's ;2021 3e kwartaal;110.4;0.8;1.4
730;494111 Goederenvervoer met koelauto's ;2021 4e kwartaal;111.8;1.3;3.2
731;494111 Goederenvervoer met koelauto's ;2021;110.2;;0.7
732;494111 Goederenvervoer met koelauto's ;2022 1e kwartaal;117.7;5.2;7.9
733;494111 Goederenvervoer met koelauto's ;2022 2e kwartaal;120.6;2.5;10.1
734;494111 Goederenvervoer met koelauto's ;2022 3e kwartaal;122.1;1.2;10.5
735;494111 Goederenvervoer met koelauto's ;2022 4e kwartaal;125.0;2.4;11.8
736;494111 Goederenvervoer met koelauto's ;2022;121.3;;10.1
737;494111 Goederenvervoer met koelauto's ;2023 1e kwartaal;130.3;4.2;10.7
738;494111 Goederenvervoer met koelauto's ;2023 2e kwartaal;129.2;-0.8;7.1
739;494111 Goederenvervoer met koelauto's ;2023 3e kwartaal;129.9;0.5;6.4
740;494111 Goederenvervoer met koelauto's ;2023 4e kwartaal;130.5;0.5;4.4
741;494111 Goederenvervoer met koelauto's ;2023;130.0;;7.1
742;49411A Goederenvervoer met tankauto's ..;2002 4e kwartaal;;;
743;49411A Goederenvervoer met tankauto's ..;2003 1e kwartaal;87.7;;
744;49411A Goederenvervoer met tankauto's ..;2003 2e kwartaal;88.5;0.9;
745;49411A Goederenvervoer met tankauto's ..;2003 3e kwartaal;88.5;0.0;
746;49411A Goederenvervoer met tankauto's ..;2003 4e kwartaal;88.6;0.2;
747;49411A Goederenvervoer met tankauto's ..;2003;88.3;;
748;49411A Goederenvervoer met tankauto's ..;2004 1e kwartaal;88.7;0.1;1.2
749;49411A Goederenvervoer met tankauto's ..;2004 2e kwartaal;88.6;-0.1;0.1
750;49411A Goederenvervoer met tankauto's ..;2004 3e kwartaal;88.7;0.1;0.2
751;49411A Goederenvervoer met tankauto's ..;2004 4e kwartaal;89.1;0.5;0.6
752;49411A Goederenvervoer met tankauto's ..;2004;88.8;;0.5
753;49411A Goederenvervoer met tankauto's ..;2005 1e kwartaal;90.4;1.4;1.9
754;49411A Goederenvervoer met tankauto's ..;2005 2e kwartaal;90.7;0.3;2.4
755;49411A Goederenvervoer met tankauto's ..;2005 3e kwartaal;91.1;0.5;2.7
756;49411A Goederenvervoer met tankauto's ..;2005 4e kwartaal;91.3;0.2;2.4
757;49411A Goederenvervoer met tankauto's ..;2005;90.9;;2.4
758;49411A Goederenvervoer met tankauto's ..;2006 1e kwartaal;92.5;1.3;2.3
759;49411A Goederenvervoer met tankauto's ..;2006 2e kwartaal;92.2;-0.3;1.7
760;49411A Goederenvervoer met tankauto's ..;2006 3e kwartaal;92.2;0.0;1.2
761;49411A Goederenvervoer met tankauto's ..;2006 4e kwartaal;93.2;1.0;2.1
762;49411A Goederenvervoer met tankauto's ..;2006;92.5;;1.8
763;49411A Goederenvervoer met tankauto's ..;2007 1e kwartaal;93.8;0.6;1.4
764;49411A Goederenvervoer met tankauto's ..;2007 2e kwartaal;94.3;0.6;2.3
765;49411A Goederenvervoer met tankauto's ..;2007 3e kwartaal;94.9;0.6;2.9
766;49411A Goederenvervoer met tankauto's ..;2007 4e kwartaal;96.2;1.3;3.2
767;49411A Goederenvervoer met tankauto's ..;2007;94.8;;2.4
768;49411A Goederenvervoer met tankauto's ..;2008 1e kwartaal;97.9;1.8;4.4
769;49411A Goederenvervoer met tankauto's ..;2008 2e kwartaal;98.4;0.5;4.3
770;49411A Goederenvervoer met tankauto's ..;2008 3e kwartaal;99.6;1.3;5.0
771;49411A Goederenvervoer met tankauto's ..;2008 4e kwartaal;99.5;-0.2;3.4
772;49411A Goederenvervoer met tankauto's ..;2008;98.8;;4.3
773;49411A Goederenvervoer met tankauto's ..;2009 1e kwartaal;96.4;-3.1;-1.5
774;49411A Goederenvervoer met tankauto's ..;2009 2e kwartaal;95.8;-0.6;-2.6
775;49411A Goederenvervoer met tankauto's ..;2009 3e kwartaal;96.5;0.7;-3.1
776;49411A Goederenvervoer met tankauto's ..;2009 4e kwartaal;96.3;-0.3;-3.2
777;49411A Goederenvervoer met tankauto's ..;2009;96.3;;-2.6
778;49411A Goederenvervoer met tankauto's ..;2010 1e kwartaal;95.4;-0.9;-1.0
779;49411A Goederenvervoer met tankauto's ..;2010 2e kwartaal;95.6;0.1;-0.3
780;49411A Goederenvervoer met tankauto's ..;2010 3e kwartaal;95.7;0.1;-0.9
781;49411A Goederenvervoer met tankauto's ..;2010 4e kwartaal;95.9;0.2;-0.4
782;49411A Goederenvervoer met tankauto's ..;2010;95.6;;-0.6
783;49411A Goederenvervoer met tankauto's ..;2011 1e kwartaal;98.5;2.7;3.2
784;49411A Goederenvervoer met tankauto's ..;2011 2e kwartaal;99.1;0.7;3.8
785;49411A Goederenvervoer met tankauto's ..;2011 3e kwartaal;100.9;1.7;5.4
786;49411A Goederenvervoer met tankauto's ..;2011 4e kwartaal;101.1;0.3;5.5
787;49411A Goederenvervoer met tankauto's ..;2011;99.9;;4.5
788;49411A Goederenvervoer met tankauto's ..;2012 1e kwartaal;100.9;-0.2;2.5
789;49411A Goederenvervoer met tankauto's ..;2012 2e kwartaal;101.1;0.1;1.9
790;49411A Goederenvervoer met tankauto's ..;2012 3e kwartaal;101.2;0.1;0.3
791;49411A Goederenvervoer met tankauto's ..;2012 4e kwartaal;101.7;0.5;0.6
792;49411A Goederenvervoer met tankauto's ..;2012;101.2;;1.3
793;49411A Goederenvervoer met tankauto's ..;2013 1e kwartaal;101.2;-0.5;0.3
794;49411A Goederenvervoer met tankauto's ..;2013 2e kwartaal;100.9;-0.3;-0.1
795;49411A Goederenvervoer met tankauto's ..;2013 3e kwartaal;101.1;0.1;-0.1
796;49411A Goederenvervoer met tankauto's ..;2013 4e kwartaal;101.2;0.1;-0.6
797;49411A Goederenvervoer met tankauto's ..;2013;101.1;;-0.1
798;49411A Goederenvervoer met tankauto's ..;2014 1e kwartaal;102.1;0.9;0.9
799;49411A Goederenvervoer met tankauto's ..;2014 2e kwartaal;101.3;-0.8;0.3
800;49411A Goederenvervoer met tankauto's ..;2014 3e kwartaal;101.3;0.0;0.2
801;49411A Goederenvervoer met tankauto's ..;2014 4e kwartaal;100.9;-0.3;-0.2
802;49411A Goederenvervoer met tankauto's ..;2014;101.4;;0.3
803;49411A Goederenvervoer met tankauto's ..;2015 1e kwartaal;100.0;-0.9;-2.0
804;49411A Goederenvervoer met tankauto's ..;2015 2e kwartaal;100.4;0.3;-0.9
805;49411A Goederenvervoer met tankauto's ..;2015 3e kwartaal;100.0;-0.4;-1.3
806;49411A Goederenvervoer met tankauto's ..;2015 4e kwartaal;99.6;-0.3;-1.3
807;49411A Goederenvervoer met tankauto's ..;2015;100.0;;-1.4
808;49411A Goederenvervoer met tankauto's ..;2016 1e kwartaal;98.9;-0.7;-1.1
809;49411A Goederenvervoer met tankauto's ..;2016 2e kwartaal;99.2;0.3;-1.1
810;49411A Goederenvervoer met tankauto's ..;2016 3e kwartaal;99.5;0.3;-0.5
811;49411A Goederenvervoer met tankauto's ..;2016 4e kwartaal;100.3;0.8;0.6
812;49411A Goederenvervoer met tankauto's ..;2016;99.5;;-0.5
813;49411A Goederenvervoer met tankauto's ..;2017 1e kwartaal;100.9;0.6;1.9
814;49411A Goederenvervoer met tankauto's ..;2017 2e kwartaal;100.3;-0.5;1.1
815;49411A Goederenvervoer met tankauto's ..;2017 3e kwartaal;100.2;-0.1;0.7
816;49411A Goederenvervoer met tankauto's ..;2017 4e kwartaal;100.2;-0.1;-0.1
817;49411A Goederenvervoer met tankauto's ..;2017;100.4;;0.9
818;49411A Goederenvervoer met tankauto's ..;2018 1e kwartaal;101.8;1.7;1.0
819;49411A Goederenvervoer met tankauto's ..;2018 2e kwartaal;103.0;1.1;2.7
820;49411A Goederenvervoer met tankauto's ..;2018 3e kwartaal;104.5;1.4;4.3
821;49411A Goederenvervoer met tankauto's ..;2018 4e kwartaal;105.3;0.7;5.1
822;49411A Goederenvervoer met tankauto's ..;2018;103.6;;3.2
823;49411A Goederenvervoer met tankauto's ..;2019 1e kwartaal;106.9;1.6;5.0
824;49411A Goederenvervoer met tankauto's ..;2019 2e kwartaal;108.0;1.0;4.9
825;49411A Goederenvervoer met tankauto's ..;2019 3e kwartaal;108.4;0.3;3.7
826;49411A Goederenvervoer met tankauto's ..;2019 4e kwartaal;108.6;0.2;3.2
827;49411A Goederenvervoer met tankauto's ..;2019;108.0;;4.2
828;49411A Goederenvervoer met tankauto's ..;2020 1e kwartaal;109.7;1.0;2.6
829;49411A Goederenvervoer met tankauto's ..;2020 2e kwartaal;107.5;-2.0;-0.5
830;49411A Goederenvervoer met tankauto's ..;2020 3e kwartaal;104.8;-2.6;-3.3
831;49411A Goederenvervoer met tankauto's ..;2020 4e kwartaal;104.6;-0.1;-3.7
832;49411A Goederenvervoer met tankauto's ..;2020;106.6;;-1.2
833;49411A Goederenvervoer met tankauto's ..;2021 1e kwartaal;104.9;0.3;-4.3
834;49411A Goederenvervoer met tankauto's ..;2021 2e kwartaal;106.6;1.6;-0.8
835;49411A Goederenvervoer met tankauto's ..;2021 3e kwartaal;107.8;1.1;2.9
836;49411A Goederenvervoer met tankauto's ..;2021 4e kwartaal;109.4;1.6;4.6
837;49411A Goederenvervoer met tankauto's ..;2021;107.2;;0.5
838;49411A Goederenvervoer met tankauto's ..;2022 1e kwartaal;114.7;4.8;9.3
839;49411A Goederenvervoer met tankauto's ..;2022 2e kwartaal;121.9;6.3;14.3
840;49411A Goederenvervoer met tankauto's ..;2022 3e kwartaal;123.7;1.5;14.8
841;49411A Goederenvervoer met tankauto's ..;2022 4e kwartaal;123.2;-0.3;12.6
842;49411A Goederenvervoer met tankauto's ..;2022;120.9;;12.8
843;49411A Goederenvervoer met tankauto's ..;2023 1e kwartaal;125.8;2.1;9.7
844;49411A Goederenvervoer met tankauto's ..;2023 2e kwartaal;125.0;-0.6;2.6
845;49411A Goederenvervoer met tankauto's ..;2023 3e kwartaal;125.2;0.2;1.2
846;49411A Goederenvervoer met tankauto's ..;2023 4e kwartaal;127.9;2.1;3.8
847;49411A Goederenvervoer met tankauto's ..;2023;126.0;;4.2
848;494114 Goederenvervoer met containers..;2002 4e kwartaal;;;
849;494114 Goederenvervoer met containers..;2003 1e kwartaal;79.4;;
850;494114 Goederenvervoer met containers..;2003 2e kwartaal;79.4;-0.1;
851;494114 Goederenvervoer met containers..;2003 3e kwartaal;79.6;0.2;
852;494114 Goederenvervoer met containers..;2003 4e kwartaal;79.3;-0.3;
853;494114 Goederenvervoer met containers..;2003;79.4;;
854;494114 Goederenvervoer met containers..;2004 1e kwartaal;79.6;0.3;0.2
855;494114 Goederenvervoer met containers..;2004 2e kwartaal;79.4;-0.1;0.1
856;494114 Goederenvervoer met containers..;2004 3e kwartaal;79.6;0.1;0.0
857;494114 Goederenvervoer met containers..;2004 4e kwartaal;80.0;0.6;0.9
858;494114 Goederenvervoer met containers..;2004;79.6;;0.3
859;494114 Goederenvervoer met containers..;2005 1e kwartaal;81.8;2.3;2.9
860;494114 Goederenvervoer met containers..;2005 2e kwartaal;82.2;0.4;3.4
861;494114 Goederenvervoer met containers..;2005 3e kwartaal;82.6;0.5;3.8
862;494114 Goederenvervoer met containers..;2005 4e kwartaal;83.4;1.0;4.3
863;494114 Goederenvervoer met containers..;2005;82.5;;3.6
864;494114 Goederenvervoer met containers..;2006 1e kwartaal;83.8;0.5;2.4
865;494114 Goederenvervoer met containers..;2006 2e kwartaal;84.2;0.5;2.5
866;494114 Goederenvervoer met containers..;2006 3e kwartaal;84.7;0.5;2.5
867;494114 Goederenvervoer met containers..;2006 4e kwartaal;84.8;0.2;1.6
868;494114 Goederenvervoer met containers..;2006;84.4;;2.3
869;494114 Goederenvervoer met containers..;2007 1e kwartaal;86.7;2.2;3.5
870;494114 Goederenvervoer met containers..;2007 2e kwartaal;86.8;0.2;3.1
871;494114 Goederenvervoer met containers..;2007 3e kwartaal;87.7;1.0;3.6
872;494114 Goederenvervoer met containers..;2007 4e kwartaal;87.8;0.1;3.5
873;494114 Goederenvervoer met containers..;2007;87.3;;3.4
874;494114 Goederenvervoer met containers..;2008 1e kwartaal;91.6;4.3;5.6
875;494114 Goederenvervoer met containers..;2008 2e kwartaal;91.6;0.0;5.4
876;494114 Goederenvervoer met containers..;2008 3e kwartaal;93.9;2.5;7.0
877;494114 Goederenvervoer met containers..;2008 4e kwartaal;93.1;-0.8;6.0
878;494114 Goederenvervoer met containers..;2008;92.5;;6.0
879;494114 Goederenvervoer met containers..;2009 1e kwartaal;90.0;-3.3;-1.7
880;494114 Goederenvervoer met containers..;2009 2e kwartaal;90.1;0.1;-1.6
881;494114 Goederenvervoer met containers..;2009 3e kwartaal;89.0;-1.2;-5.2
882;494114 Goederenvervoer met containers..;2009 4e kwartaal;89.2;0.2;-4.2
883;494114 Goederenvervoer met containers..;2009;89.6;;-3.2
884;494114 Goederenvervoer met containers..;2010 1e kwartaal;89.0;-0.2;-1.1
885;494114 Goederenvervoer met containers..;2010 2e kwartaal;90.3;1.5;0.3
886;494114 Goederenvervoer met containers..;2010 3e kwartaal;90.4;0.0;1.5
887;494114 Goederenvervoer met containers..;2010 4e kwartaal;90.4;0.0;1.3
888;494114 Goederenvervoer met containers..;2010;90.0;;0.5
889;494114 Goederenvervoer met containers..;2011 1e kwartaal;94.5;4.6;6.2
890;494114 Goederenvervoer met containers..;2011 2e kwartaal;97.3;2.9;7.7
891;494114 Goederenvervoer met containers..;2011 3e kwartaal;97.6;0.3;8.0
892;494114 Goederenvervoer met containers..;2011 4e kwartaal;97.6;0.0;8.0
893;494114 Goederenvervoer met containers..;2011;96.7;;7.5
894;494114 Goederenvervoer met containers..;2012 1e kwartaal;98.8;1.2;4.5
895;494114 Goederenvervoer met containers..;2012 2e kwartaal;99.8;1.0;2.6
896;494114 Goederenvervoer met containers..;2012 3e kwartaal;99.7;-0.1;2.2
897;494114 Goederenvervoer met containers..;2012 4e kwartaal;99.8;0.1;2.3
898;494114 Goederenvervoer met containers..;2012;99.5;;2.9
899;494114 Goederenvervoer met containers..;2013 1e kwartaal;99.8;0.0;1.0
900;494114 Goederenvervoer met containers..;2013 2e kwartaal;100.6;0.8;0.8
901;494114 Goederenvervoer met containers..;2013 3e kwartaal;100.4;-0.2;0.6
902;494114 Goederenvervoer met containers..;2013 4e kwartaal;100.6;0.2;0.8
903;494114 Goederenvervoer met containers..;2013;100.3;;0.8
904;494114 Goederenvervoer met containers..;2014 1e kwartaal;100.4;-0.2;0.6
905;494114 Goederenvervoer met containers..;2014 2e kwartaal;100.1;-0.3;-0.5
906;494114 Goederenvervoer met containers..;2014 3e kwartaal;100.7;0.6;0.3
907;494114 Goederenvervoer met containers..;2014 4e kwartaal;100.5;-0.1;0.0
908;494114 Goederenvervoer met containers..;2014;100.4;;0.1
909;494114 Goederenvervoer met containers..;2015 1e kwartaal;99.7;-0.8;-0.6
910;494114 Goederenvervoer met containers..;2015 2e kwartaal;100.2;0.5;0.1
911;494114 Goederenvervoer met containers..;2015 3e kwartaal;100.1;-0.1;-0.5
912;494114 Goederenvervoer met containers..;2015 4e kwartaal;99.9;-0.2;-0.6
913;494114 Goederenvervoer met containers..;2015;100.0;;-0.4
914;494114 Goederenvervoer met containers..;2016 1e kwartaal;99.9;0.0;0.2
915;494114 Goederenvervoer met containers..;2016 2e kwartaal;100.0;0.1;-0.2
916;494114 Goederenvervoer met containers..;2016 3e kwartaal;100.1;0.1;-0.1
917;494114 Goederenvervoer met containers..;2016 4e kwartaal;100.1;0.0;0.2
918;494114 Goederenvervoer met containers..;2016;100.0;;0.0
919;494114 Goederenvervoer met containers..;2017 1e kwartaal;100.3;0.2;0.4
920;494114 Goederenvervoer met containers..;2017 2e kwartaal;100.3;0.0;0.3
921;494114 Goederenvervoer met containers..;2017 3e kwartaal;100.3;0.0;0.2
922;494114 Goederenvervoer met containers..;2017 4e kwartaal;100.9;0.6;0.8
923;494114 Goederenvervoer met containers..;2017;100.5;;0.4
924;494114 Goederenvervoer met containers..;2018 1e kwartaal;102.7;1.9;2.4
925;494114 Goederenvervoer met containers..;2018 2e kwartaal;103.3;0.6;3.0
926;494114 Goederenvervoer met containers..;2018 3e kwartaal;104.1;0.8;3.8
927;494114 Goederenvervoer met containers..;2018 4e kwartaal;104.4;0.3;3.5
928;494114 Goederenvervoer met containers..;2018;103.7;;3.2
929;494114 Goederenvervoer met containers..;2019 1e kwartaal;109.2;4.5;6.3
930;494114 Goederenvervoer met containers..;2019 2e kwartaal;109.4;0.2;5.9
931;494114 Goederenvervoer met containers..;2019 3e kwartaal;110.1;0.6;5.8
932;494114 Goederenvervoer met containers..;2019 4e kwartaal;110.4;0.3;5.7
933;494114 Goederenvervoer met containers..;2019;109.8;;5.9
934;494114 Goederenvervoer met containers..;2020 1e kwartaal;109.8;-0.5;0.6
935;494114 Goederenvervoer met containers..;2020 2e kwartaal;110.1;0.3;0.6
936;494114 Goederenvervoer met containers..;2020 3e kwartaal;109.9;-0.2;-0.2
937;494114 Goederenvervoer met containers..;2020 4e kwartaal;109.8;-0.1;-0.5
938;494114 Goederenvervoer met containers..;2020;109.9;;0.1
939;494114 Goederenvervoer met containers..;2021 1e kwartaal;110.0;0.1;0.1
940;494114 Goederenvervoer met containers..;2021 2e kwartaal;111.1;1.1;0.9
941;494114 Goederenvervoer met containers..;2021 3e kwartaal;112.1;0.9;2.0
942;494114 Goederenvervoer met containers..;2021 4e kwartaal;114.5;2.1;4.3
943;494114 Goederenvervoer met containers..;2021;111.9;;1.8
944;494114 Goederenvervoer met containers..;2022 1e kwartaal;120.4;5.2;9.5
945;494114 Goederenvervoer met containers..;2022 2e kwartaal;124.7;3.6;12.2
946;494114 Goederenvervoer met containers..;2022 3e kwartaal;130.0;4.2;15.9
947;494114 Goederenvervoer met containers..;2022 4e kwartaal;129.0;-0.8;12.7
948;494114 Goederenvervoer met containers..;2022;126.1;;12.6
949;494114 Goederenvervoer met containers..;2023 1e kwartaal;133.7;3.6;11.0
950;494114 Goederenvervoer met containers..;2023 2e kwartaal;132.1;-1.2;5.9
951;494114 Goederenvervoer met containers..;2023 3e kwartaal;131.9;-0.2;1.4
952;494114 Goederenvervoer met containers..;2023 4e kwartaal;132.2;0.3;2.5
953;494114 Goederenvervoer met containers..;2023;132.5;;5.1
954;494115 Goederenvervoer van droge bulk..;2002 4e kwartaal;;;
955;494115 Goederenvervoer van droge bulk..;2003 1e kwartaal;82.6;;
956;494115 Goederenvervoer van droge bulk..;2003 2e kwartaal;82.7;0.1;
957;494115 Goederenvervoer van droge bulk..;2003 3e kwartaal;82.6;-0.1;
958;494115 Goederenvervoer van droge bulk..;2003 4e kwartaal;82.6;0.1;
959;494115 Goederenvervoer van droge bulk..;2003;82.6;;
960;494115 Goederenvervoer van droge bulk..;2004 1e kwartaal;82.1;-0.6;-0.6
961;494115 Goederenvervoer van droge bulk..;2004 2e kwartaal;82.3;0.2;-0.5
962;494115 Goederenvervoer van droge bulk..;2004 3e kwartaal;82.6;0.5;0.1
963;494115 Goederenvervoer van droge bulk..;2004 4e kwartaal;83.9;1.6;1.5
964;494115 Goederenvervoer van droge bulk..;2004;82.7;;0.1
965;494115 Goederenvervoer van droge bulk..;2005 1e kwartaal;84.8;1.1;3.3
966;494115 Goederenvervoer van droge bulk..;2005 2e kwartaal;85.0;0.2;3.3
967;494115 Goederenvervoer van droge bulk..;2005 3e kwartaal;85.8;0.9;3.8
968;494115 Goederenvervoer van droge bulk..;2005 4e kwartaal;86.6;0.9;3.2
969;494115 Goederenvervoer van droge bulk..;2005;85.5;;3.4
970;494115 Goederenvervoer van droge bulk..;2006 1e kwartaal;88.7;2.4;4.5
971;494115 Goederenvervoer van droge bulk..;2006 2e kwartaal;89.5;0.9;5.3
972;494115 Goederenvervoer van droge bulk..;2006 3e kwartaal;90.1;0.7;5.1
973;494115 Goederenvervoer van droge bulk..;2006 4e kwartaal;90.3;0.2;4.3
974;494115 Goederenvervoer van droge bulk..;2006;89.6;;4.8
975;494115 Goederenvervoer van droge bulk..;2007 1e kwartaal;91.4;1.2;3.1
976;494115 Goederenvervoer van droge bulk..;2007 2e kwartaal;91.9;0.6;2.8
977;494115 Goederenvervoer van droge bulk..;2007 3e kwartaal;91.1;-0.9;1.1
978;494115 Goederenvervoer van droge bulk..;2007 4e kwartaal;91.0;-0.1;0.8
979;494115 Goederenvervoer van droge bulk..;2007;91.4;;1.9
980;494115 Goederenvervoer van droge bulk..;2008 1e kwartaal;94.8;4.2;3.7
981;494115 Goederenvervoer van droge bulk..;2008 2e kwartaal;96.2;1.4;4.6
982;494115 Goederenvervoer van droge bulk..;2008 3e kwartaal;98.2;2.1;7.8
983;494115 Goederenvervoer van droge bulk..;2008 4e kwartaal;97.2;-1.0;6.8
984;494115 Goederenvervoer van droge bulk..;2008;96.6;;5.7
985;494115 Goederenvervoer van droge bulk..;2009 1e kwartaal;97.3;0.1;2.6
986;494115 Goederenvervoer van droge bulk..;2009 2e kwartaal;96.2;-1.1;0.0
987;494115 Goederenvervoer van droge bulk..;2009 3e kwartaal;96.1;0.0;-2.1
988;494115 Goederenvervoer van droge bulk..;2009 4e kwartaal;96.1;0.0;-1.1
989;494115 Goederenvervoer van droge bulk..;2009;96.4;;-0.2
990;494115 Goederenvervoer van droge bulk..;2010 1e kwartaal;95.5;-0.6;-1.8
991;494115 Goederenvervoer van droge bulk..;2010 2e kwartaal;96.1;0.6;-0.1
992;494115 Goederenvervoer van droge bulk..;2010 3e kwartaal;95.8;-0.3;-0.3
993;494115 Goederenvervoer van droge bulk..;2010 4e kwartaal;96.0;0.2;-0.1
994;494115 Goederenvervoer van droge bulk..;2010;95.9;;-0.6
995;494115 Goederenvervoer van droge bulk..;2011 1e kwartaal;96.4;0.4;0.9
996;494115 Goederenvervoer van droge bulk..;2011 2e kwartaal;97.6;1.3;1.6
997;494115 Goederenvervoer van droge bulk..;2011 3e kwartaal;97.5;-0.1;1.7
998;494115 Goederenvervoer van droge bulk..;2011 4e kwartaal;97.2;-0.3;1.3
999;494115 Goederenvervoer van droge bulk..;2011;97.2;;1.4
1000;494115 Goederenvervoer van droge bulk..;2012 1e kwartaal;97.8;0.6;1.5
1001;494115 Goederenvervoer van droge bulk..;2012 2e kwartaal;98.8;1.0;1.2
1002;494115 Goederenvervoer van droge bulk..;2012 3e kwartaal;98.8;0.0;1.3
1003;494115 Goederenvervoer van droge bulk..;2012 4e kwartaal;98.9;0.1;1.8
1004;494115 Goederenvervoer van droge bulk..;2012;98.6;;1.4
1005;494115 Goederenvervoer van droge bulk..;2013 1e kwartaal;99.2;0.2;1.4
1006;494115 Goederenvervoer van droge bulk..;2013 2e kwartaal;99.5;0.3;0.7
1007;494115 Goederenvervoer van droge bulk..;2013 3e kwartaal;99.6;0.2;0.8
1008;494115 Goederenvervoer van droge bulk..;2013 4e kwartaal;99.4;-0.3;0.4
1009;494115 Goederenvervoer van droge bulk..;2013;99.4;;0.8
1010;494115 Goederenvervoer van droge bulk..;2014 1e kwartaal;99.2;-0.1;0.1
1011;494115 Goederenvervoer van droge bulk..;2014 2e kwartaal;100.5;1.3;1.0
1012;494115 Goederenvervoer van droge bulk..;2014 3e kwartaal;100.5;0.1;0.9
1013;494115 Goederenvervoer van droge bulk..;2014 4e kwartaal;100.4;-0.2;1.0
1014;494115 Goederenvervoer van droge bulk..;2014;100.2;;0.8
1015;494115 Goederenvervoer van droge bulk..;2015 1e kwartaal;99.8;-0.6;0.6
1016;494115 Goederenvervoer van droge bulk..;2015 2e kwartaal;100.1;0.3;-0.3
1017;494115 Goederenvervoer van droge bulk..;2015 3e kwartaal;100.1;0.0;-0.4
1018;494115 Goederenvervoer van droge bulk..;2015 4e kwartaal;99.9;-0.2;-0.5
1019;494115 Goederenvervoer van droge bulk..;2015;100.0;;-0.2
1020;494115 Goederenvervoer van droge bulk..;2016 1e kwartaal;99.6;-0.3;-0.2
1021;494115 Goederenvervoer van droge bulk..;2016 2e kwartaal;101.2;1.6;1.0
1022;494115 Goederenvervoer van droge bulk..;2016 3e kwartaal;101.5;0.3;1.4
1023;494115 Goederenvervoer van droge bulk..;2016 4e kwartaal;101.3;-0.3;1.4
1024;494115 Goederenvervoer van droge bulk..;2016;100.9;;0.9
1025;494115 Goederenvervoer van droge bulk..;2017 1e kwartaal;101.3;0.0;1.6
1026;494115 Goederenvervoer van droge bulk..;2017 2e kwartaal;101.9;0.6;0.7
1027;494115 Goederenvervoer van droge bulk..;2017 3e kwartaal;101.5;-0.3;0.0
1028;494115 Goederenvervoer van droge bulk..;2017 4e kwartaal;101.7;0.1;0.4
1029;494115 Goederenvervoer van droge bulk..;2017;101.6;;0.7
1030;494115 Goederenvervoer van droge bulk..;2018 1e kwartaal;103.1;1.4;1.8
1031;494115 Goederenvervoer van droge bulk..;2018 2e kwartaal;103.1;0.1;1.2
1032;494115 Goederenvervoer van droge bulk..;2018 3e kwartaal;103.4;0.2;1.8
1033;494115 Goederenvervoer van droge bulk..;2018 4e kwartaal;103.4;0.0;1.7
1034;494115 Goederenvervoer van droge bulk..;2018;103.2;;1.6
1035;494115 Goederenvervoer van droge bulk..;2019 1e kwartaal;104.2;0.8;1.1
1036;494115 Goederenvervoer van droge bulk..;2019 2e kwartaal;104.7;0.4;1.5
1037;494115 Goederenvervoer van droge bulk..;2019 3e kwartaal;105.0;0.3;1.6
1038;494115 Goederenvervoer van droge bulk..;2019 4e kwartaal;105.0;0.0;1.5
1039;494115 Goederenvervoer van droge bulk..;2019;104.7;;1.4
1040;494115 Goederenvervoer van droge bulk..;2020 1e kwartaal;105.5;0.5;1.2
1041;494115 Goederenvervoer van droge bulk..;2020 2e kwartaal;106.4;0.8;1.6
1042;494115 Goederenvervoer van droge bulk..;2020 3e kwartaal;106.2;-0.1;1.2
1043;494115 Goederenvervoer van droge bulk..;2020 4e kwartaal;106.2;0.0;1.1
1044;494115 Goederenvervoer van droge bulk..;2020;106.1;;1.3
1045;494115 Goederenvervoer van droge bulk..;2021 1e kwartaal;106.8;0.5;1.2
1046;494115 Goederenvervoer van droge bulk..;2021 2e kwartaal;107.5;0.6;1.0
1047;494115 Goederenvervoer van droge bulk..;2021 3e kwartaal;108.8;1.2;2.4
1048;494115 Goederenvervoer van droge bulk..;2021 4e kwartaal;109.8;0.9;3.4
1049;494115 Goederenvervoer van droge bulk..;2021;108.2;;2.0
1050;494115 Goederenvervoer van droge bulk..;2022 1e kwartaal;113.5;3.4;6.3
1051;494115 Goederenvervoer van droge bulk..;2022 2e kwartaal;119.4;5.2;11.1
1052;494115 Goederenvervoer van droge bulk..;2022 3e kwartaal;120.4;0.8;10.7
1053;494115 Goederenvervoer van droge bulk..;2022 4e kwartaal;120.8;0.3;10.0
1054;494115 Goederenvervoer van droge bulk..;2022;118.5;;9.5
