ID;BelastingenEnWettelijkePremies;Perioden;OntvangenBelastingenEnWettPremies_1
1366;Accijns op overige minerale oliën;2003 3e kwartaal;
1367;Accijns op overige minerale oliën;2003 4e kwartaal;
1368;Accijns op overige minerale oliën;2003;2446.0
1369;Accijns op overige minerale oliën;2004 1e kwartaal;
1370;Accijns op overige minerale oliën;2004 2e kwartaal;
1371;Accijns op overige minerale oliën;2004 3e kwartaal;
1372;Accijns op overige minerale oliën;2004 4e kwartaal;
1373;Accijns op overige minerale oliën;2004;2557.0
1374;Accijns op overige minerale oliën;2005 1e kwartaal;
1375;Accijns op overige minerale oliën;2005 2e kwartaal;
1376;Accijns op overige minerale oliën;2005 3e kwartaal;
1377;Accijns op overige minerale oliën;2005 4e kwartaal;
1378;Accijns op overige minerale oliën;2005;2585.0
1379;Accijns op overige minerale oliën;2006 1e kwartaal;
1380;Accijns op overige minerale oliën;2006 2e kwartaal;
1381;Accijns op overige minerale oliën;2006 3e kwartaal;
1382;Accijns op overige minerale oliën;2006 4e kwartaal;
1383;Accijns op overige minerale oliën;2006;2836.0
1384;Accijns op overige minerale oliën;2007 1e kwartaal;
1385;Accijns op overige minerale oliën;2007 2e kwartaal;
1386;Accijns op overige minerale oliën;2007 3e kwartaal;
1387;Accijns op overige minerale oliën;2007 4e kwartaal;
1388;Accijns op overige minerale oliën;2007;2965.0
1389;Accijns op overige minerale oliën;2008 1e kwartaal;812.0
1390;Accijns op overige minerale oliën;2008 2e kwartaal;769.0
1391;Accijns op overige minerale oliën;2008 3e kwartaal;796.0
1392;Accijns op overige minerale oliën;2008 4e kwartaal;799.0
1393;Accijns op overige minerale oliën;2008;3176.0
1394;Accijns op overige minerale oliën;2009 1e kwartaal;830.0
1395;Accijns op overige minerale oliën;2009 2e kwartaal;867.0
1396;Accijns op overige minerale oliën;2009 3e kwartaal;786.0
1397;Accijns op overige minerale oliën;2009 4e kwartaal;886.0
1398;Accijns op overige minerale oliën;2009;3369.0
1399;Accijns op overige minerale oliën;2010 1e kwartaal;844.0
1400;Accijns op overige minerale oliën;2010 2e kwartaal;936.0
1401;Accijns op overige minerale oliën;2010 3e kwartaal;879.0
1402;Accijns op overige minerale oliën;2010 4e kwartaal;933.0
1403;Accijns op overige minerale oliën;2010;3592.0
1404;Accijns op overige minerale oliën;2011 1e kwartaal;905.0
1405;Accijns op overige minerale oliën;2011 2e kwartaal;925.0
1406;Accijns op overige minerale oliën;2011 3e kwartaal;873.0
1407;Accijns op overige minerale oliën;2011 4e kwartaal;941.0
1408;Accijns op overige minerale oliën;2011;3644.0
1409;Accijns op overige minerale oliën;2012 1e kwartaal;897.0
1410;Accijns op overige minerale oliën;2012 2e kwartaal;916.0
1411;Accijns op overige minerale oliën;2012 3e kwartaal;858.0
1412;Accijns op overige minerale oliën;2012 4e kwartaal;907.0
1413;Accijns op overige minerale oliën;2012;3578.0
1414;Accijns op overige minerale oliën;2013 1e kwartaal;880.0
1415;Accijns op overige minerale oliën;2013 2e kwartaal;945.0
1416;Accijns op overige minerale oliën;2013 3e kwartaal;905.0
1417;Accijns op overige minerale oliën;2013 4e kwartaal;900.0
1418;Accijns op overige minerale oliën;2013;3630.0
1419;Accijns op overige minerale oliën;2014 1e kwartaal;984.0
1420;Accijns op overige minerale oliën;2014 2e kwartaal;966.0
1421;Accijns op overige minerale oliën;2014 3e kwartaal;911.0
1422;Accijns op overige minerale oliën;2014 4e kwartaal;972.0
1423;Accijns op overige minerale oliën;2014;3833.0
1424;Accijns op overige minerale oliën;2015 1e kwartaal;875.0
1425;Accijns op overige minerale oliën;2015 2e kwartaal;987.0
1426;Accijns op overige minerale oliën;2015 3e kwartaal;919.0
1427;Accijns op overige minerale oliën;2015 4e kwartaal;976.0
1428;Accijns op overige minerale oliën;2015;3757.0
1429;Accijns op overige minerale oliën;2016 1e kwartaal;926.0
1430;Accijns op overige minerale oliën;2016 2e kwartaal;969.0
1431;Accijns op overige minerale oliën;2016 3e kwartaal;933.0
1432;Accijns op overige minerale oliën;2016 4e kwartaal;1034.0
1433;Accijns op overige minerale oliën;2016;3862.0
1434;Accijns op overige minerale oliën;2017 1e kwartaal;940.0
1435;Accijns op overige minerale oliën;2017 2e kwartaal;1000.0
1436;Accijns op overige minerale oliën;2017 3e kwartaal;923.0
1437;Accijns op overige minerale oliën;2017 4e kwartaal;1012.0
1438;Accijns op overige minerale oliën;2017;3875.0
1439;Accijns op overige minerale oliën;2018 1e kwartaal;955.0
1440;Accijns op overige minerale oliën;2018 2e kwartaal;1020.0
1441;Accijns op overige minerale oliën;2018 3e kwartaal;970.0
1442;Accijns op overige minerale oliën;2018 4e kwartaal;974.0
1443;Accijns op overige minerale oliën;2018;3919.0
1444;Accijns op overige minerale oliën;2019 1e kwartaal;957.0
1445;Accijns op overige minerale oliën;2019 2e kwartaal;1010.0
1446;Accijns op overige minerale oliën;2019 3e kwartaal;918.0
1447;Accijns op overige minerale oliën;2019 4e kwartaal;1002.0
1448;Accijns op overige minerale oliën;2019;3887.0
1449;Accijns op overige minerale oliën;2020 1e kwartaal;904.0
1450;Accijns op overige minerale oliën;2020 2e kwartaal;815.0
1451;Accijns op overige minerale oliën;2020 3e kwartaal;814.0
1452;Accijns op overige minerale oliën;2020 4e kwartaal;950.0
1453;Accijns op overige minerale oliën;2020;3483.0
1454;Accijns op overige minerale oliën;2021 1e kwartaal;835.0
1455;Accijns op overige minerale oliën;2021 2e kwartaal;939.0
1456;Accijns op overige minerale oliën;2021 3e kwartaal;909.0
1457;Accijns op overige minerale oliën;2021 4e kwartaal;921.0
1458;Accijns op overige minerale oliën;2021;3604.0
1459;Accijns op overige minerale oliën;2022 1e kwartaal;916.0
1460;Accijns op overige minerale oliën;2022 2e kwartaal;770.0
1461;Accijns op overige minerale oliën;2022 3e kwartaal;704.0
1462;Accijns op overige minerale oliën;2022 4e kwartaal;756.0
1463;Accijns op overige minerale oliën;2022;3146.0
1464;Accijns op overige minerale oliën;2023 1e kwartaal;763.0
1465;Accijns op overige minerale oliën;2023 2e kwartaal;878.0
1466;Accijns op overige minerale oliën;2023 3e kwartaal;762.0
1467;Accijns op overige minerale oliën;2023 4e kwartaal;727.0
1468;Accijns op overige minerale oliën;2023;3130.0
1469;Accijns op overige minerale oliën;2024 1e kwartaal;
1470;Accijns op overige minerale oliën;2024 2e kwartaal;
1471;Accijns op overige minerale oliën;2024 3e kwartaal;
1472;Accijns op overige minerale oliën;2024 4e kwartaal;
1473;Accijns op overige minerale oliën;2024;3339.0
1474;Accijns op tabak;1995;1327.0
1475;Accijns op tabak;1996;1418.0
1476;Accijns op tabak;1997;1346.0
1477;Accijns op tabak;1998;1348.0
1478;Accijns op tabak;1999 1e kwartaal;
1479;Accijns op tabak;1999 2e kwartaal;
1480;Accijns op tabak;1999 3e kwartaal;
1481;Accijns op tabak;1999 4e kwartaal;
1482;Accijns op tabak;1999;1546.0
1483;Accijns op tabak;2000 1e kwartaal;
1484;Accijns op tabak;2000 2e kwartaal;
1485;Accijns op tabak;2000 3e kwartaal;
1486;Accijns op tabak;2000 4e kwartaal;
1487;Accijns op tabak;2000;1590.0
1488;Accijns op tabak;2001 1e kwartaal;
1489;Accijns op tabak;2001 2e kwartaal;
1490;Accijns op tabak;2001 3e kwartaal;
1491;Accijns op tabak;2001 4e kwartaal;
1492;Accijns op tabak;2001;1817.0
1493;Accijns op tabak;2002 1e kwartaal;
1494;Accijns op tabak;2002 2e kwartaal;
1495;Accijns op tabak;2002 3e kwartaal;
1496;Accijns op tabak;2002 4e kwartaal;
1497;Accijns op tabak;2002;1719.0
1498;Accijns op tabak;2003 1e kwartaal;
1499;Accijns op tabak;2003 2e kwartaal;
1500;Accijns op tabak;2003 3e kwartaal;
1501;Accijns op tabak;2003 4e kwartaal;
1502;Accijns op tabak;2003;1750.0
1503;Accijns op tabak;2004 1e kwartaal;
1504;Accijns op tabak;2004 2e kwartaal;
1505;Accijns op tabak;2004 3e kwartaal;
1506;Accijns op tabak;2004 4e kwartaal;
1507;Accijns op tabak;2004;1943.0
1508;Accijns op tabak;2005 1e kwartaal;
1509;Accijns op tabak;2005 2e kwartaal;
1510;Accijns op tabak;2005 3e kwartaal;
1511;Accijns op tabak;2005 4e kwartaal;
1512;Accijns op tabak;2005;2000.0
1513;Accijns op tabak;2006 1e kwartaal;
1514;Accijns op tabak;2006 2e kwartaal;
1515;Accijns op tabak;2006 3e kwartaal;
1516;Accijns op tabak;2006 4e kwartaal;
1517;Accijns op tabak;2006;2144.0
1518;Accijns op tabak;2007 1e kwartaal;
1519;Accijns op tabak;2007 2e kwartaal;
1520;Accijns op tabak;2007 3e kwartaal;
1521;Accijns op tabak;2007 4e kwartaal;
1522;Accijns op tabak;2007;2136.0
1523;Accijns op tabak;2008 1e kwartaal;574.0
1524;Accijns op tabak;2008 2e kwartaal;603.0
1525;Accijns op tabak;2008 3e kwartaal;597.0
1526;Accijns op tabak;2008 4e kwartaal;586.0
1527;Accijns op tabak;2008;2360.0
1528;Accijns op tabak;2009 1e kwartaal;568.0
1529;Accijns op tabak;2009 2e kwartaal;618.0
1530;Accijns op tabak;2009 3e kwartaal;569.0
1531;Accijns op tabak;2009 4e kwartaal;563.0
1532;Accijns op tabak;2009;2318.0
1533;Accijns op tabak;2010 1e kwartaal;570.0
1534;Accijns op tabak;2010 2e kwartaal;642.0
1535;Accijns op tabak;2010 3e kwartaal;603.0
1536;Accijns op tabak;2010 4e kwartaal;622.0
1537;Accijns op tabak;2010;2437.0
1538;Accijns op tabak;2011 1e kwartaal;574.0
1539;Accijns op tabak;2011 2e kwartaal;687.0
1540;Accijns op tabak;2011 3e kwartaal;666.0
1541;Accijns op tabak;2011 4e kwartaal;600.0
1542;Accijns op tabak;2011;2527.0
1543;Accijns op tabak;2012 1e kwartaal;637.0
1544;Accijns op tabak;2012 2e kwartaal;677.0
1545;Accijns op tabak;2012 3e kwartaal;655.0
1546;Accijns op tabak;2012 4e kwartaal;684.0
1547;Accijns op tabak;2012;2653.0
1548;Accijns op tabak;2013 1e kwartaal;536.0
1549;Accijns op tabak;2013 2e kwartaal;584.0
1550;Accijns op tabak;2013 3e kwartaal;546.0
1551;Accijns op tabak;2013 4e kwartaal;562.0
1552;Accijns op tabak;2013;2228.0
1553;Accijns op tabak;2014 1e kwartaal;619.0
1554;Accijns op tabak;2014 2e kwartaal;719.0
1555;Accijns op tabak;2014 3e kwartaal;642.0
1556;Accijns op tabak;2014 4e kwartaal;652.0
1557;Accijns op tabak;2014;2632.0
1558;Accijns op tabak;2015 1e kwartaal;548.0
1559;Accijns op tabak;2015 2e kwartaal;568.0
1560;Accijns op tabak;2015 3e kwartaal;563.0
1561;Accijns op tabak;2015 4e kwartaal;543.0
1562;Accijns op tabak;2015;2222.0
1563;Accijns op tabak;2016 1e kwartaal;567.0
1564;Accijns op tabak;2016 2e kwartaal;665.0
1565;Accijns op tabak;2016 3e kwartaal;638.0
1566;Accijns op tabak;2016 4e kwartaal;621.0
1567;Accijns op tabak;2016;2491.0
1568;Accijns op tabak;2017 1e kwartaal;516.0
1569;Accijns op tabak;2017 2e kwartaal;661.0
1570;Accijns op tabak;2017 3e kwartaal;605.0
1571;Accijns op tabak;2017 4e kwartaal;615.0
1572;Accijns op tabak;2017;2397.0
1573;Accijns op tabak;2018 1e kwartaal;575.0
1574;Accijns op tabak;2018 2e kwartaal;744.0
1575;Accijns op tabak;2018 3e kwartaal;675.0
1576;Accijns op tabak;2018 4e kwartaal;675.0
1577;Accijns op tabak;2018;2669.0
1578;Accijns op tabak;2019 1e kwartaal;554.0
1579;Accijns op tabak;2019 2e kwartaal;701.0
1580;Accijns op tabak;2019 3e kwartaal;636.0
1581;Accijns op tabak;2019 4e kwartaal;656.0
1582;Accijns op tabak;2019;2547.0
1583;Accijns op tabak;2020 1e kwartaal;622.0
1584;Accijns op tabak;2020 2e kwartaal;785.0
1585;Accijns op tabak;2020 3e kwartaal;759.0
1586;Accijns op tabak;2020 4e kwartaal;812.0
1587;Accijns op tabak;2020;2978.0
1588;Accijns op tabak;2021 1e kwartaal;605.0
1589;Accijns op tabak;2021 2e kwartaal;784.0
1590;Accijns op tabak;2021 3e kwartaal;765.0
1591;Accijns op tabak;2021 4e kwartaal;752.0
1592;Accijns op tabak;2021;2906.0
1593;Accijns op tabak;2022 1e kwartaal;628.0
1594;Accijns op tabak;2022 2e kwartaal;775.0
1595;Accijns op tabak;2022 3e kwartaal;762.0
1596;Accijns op tabak;2022 4e kwartaal;736.0
1597;Accijns op tabak;2022;2901.0
1598;Accijns op tabak;2023 1e kwartaal;679.0
1599;Accijns op tabak;2023 2e kwartaal;891.0
1600;Accijns op tabak;2023 3e kwartaal;823.0
1601;Accijns op tabak;2023 4e kwartaal;736.0
1602;Accijns op tabak;2023;3129.0
1603;Accijns op tabak;2024 1e kwartaal;
1604;Accijns op tabak;2024 2e kwartaal;
1605;Accijns op tabak;2024 3e kwartaal;
1606;Accijns op tabak;2024 4e kwartaal;
1607;Accijns op tabak;2024;2990.0
1608;Accijns op tussenproducten;1995;39.0
1609;Accijns op tussenproducten;1996;35.0
1610;Accijns op tussenproducten;1997;38.0
1611;Accijns op tussenproducten;1998;38.0
1612;Accijns op tussenproducten;1999 1e kwartaal;
1613;Accijns op tussenproducten;1999 2e kwartaal;
1614;Accijns op tussenproducten;1999 3e kwartaal;
1615;Accijns op tussenproducten;1999 4e kwartaal;
1616;Accijns op tussenproducten;1999;33.0
1617;Accijns op tussenproducten;2000 1e kwartaal;
1618;Accijns op tussenproducten;2000 2e kwartaal;
1619;Accijns op tussenproducten;2000 3e kwartaal;
1620;Accijns op tussenproducten;2000 4e kwartaal;
1621;Accijns op tussenproducten;2000;34.0
1622;Accijns op tussenproducten;2001 1e kwartaal;
1623;Accijns op tussenproducten;2001 2e kwartaal;
1624;Accijns op tussenproducten;2001 3e kwartaal;
1625;Accijns op tussenproducten;2001 4e kwartaal;
1626;Accijns op tussenproducten;2001;32.0
1627;Accijns op tussenproducten;2002 1e kwartaal;
1628;Accijns op tussenproducten;2002 2e kwartaal;
1629;Accijns op tussenproducten;2002 3e kwartaal;
1630;Accijns op tussenproducten;2002 4e kwartaal;
1631;Accijns op tussenproducten;2002;37.0
1632;Accijns op tussenproducten;2003 1e kwartaal;
1633;Accijns op tussenproducten;2003 2e kwartaal;
1634;Accijns op tussenproducten;2003 3e kwartaal;
1635;Accijns op tussenproducten;2003 4e kwartaal;
1636;Accijns op tussenproducten;2003;39.0
1637;Accijns op tussenproducten;2004 1e kwartaal;
1638;Accijns op tussenproducten;2004 2e kwartaal;
1639;Accijns op tussenproducten;2004 3e kwartaal;
1640;Accijns op tussenproducten;2004 4e kwartaal;
1641;Accijns op tussenproducten;2004;40.0
1642;Accijns op tussenproducten;2005 1e kwartaal;
1643;Accijns op tussenproducten;2005 2e kwartaal;
1644;Accijns op tussenproducten;2005 3e kwartaal;
1645;Accijns op tussenproducten;2005 4e kwartaal;
1646;Accijns op tussenproducten;2005;37.0
1647;Accijns op tussenproducten;2006 1e kwartaal;
1648;Accijns op tussenproducten;2006 2e kwartaal;
1649;Accijns op tussenproducten;2006 3e kwartaal;
1650;Accijns op tussenproducten;2006 4e kwartaal;
1651;Accijns op tussenproducten;2006;35.0
1652;Accijns op tussenproducten;2007 1e kwartaal;
1653;Accijns op tussenproducten;2007 2e kwartaal;
1654;Accijns op tussenproducten;2007 3e kwartaal;
1655;Accijns op tussenproducten;2007 4e kwartaal;
1656;Accijns op tussenproducten;2007;35.0
1657;Accijns op tussenproducten;2008 1e kwartaal;8.0
1658;Accijns op tussenproducten;2008 2e kwartaal;8.0
1659;Accijns op tussenproducten;2008 3e kwartaal;8.0
1660;Accijns op tussenproducten;2008 4e kwartaal;10.0
1661;Accijns op tussenproducten;2008;34.0
1662;Accijns op tussenproducten;2009 1e kwartaal;9.0
1663;Accijns op tussenproducten;2009 2e kwartaal;9.0
1664;Accijns op tussenproducten;2009 3e kwartaal;7.0
1665;Accijns op tussenproducten;2009 4e kwartaal;7.0
1666;Accijns op tussenproducten;2009;32.0
1667;Accijns op tussenproducten;2010 1e kwartaal;9.0
1668;Accijns op tussenproducten;2010 2e kwartaal;7.0
1669;Accijns op tussenproducten;2010 3e kwartaal;6.0
1670;Accijns op tussenproducten;2010 4e kwartaal;8.0
1671;Accijns op tussenproducten;2010;30.0
1672;Accijns op tussenproducten;2011 1e kwartaal;7.0
1673;Accijns op tussenproducten;2011 2e kwartaal;6.0
1674;Accijns op tussenproducten;2011 3e kwartaal;6.0
1675;Accijns op tussenproducten;2011 4e kwartaal;8.0
1676;Accijns op tussenproducten;2011;27.0
1677;Accijns op tussenproducten;2012 1e kwartaal;7.0
1678;Accijns op tussenproducten;2012 2e kwartaal;5.0
1679;Accijns op tussenproducten;2012 3e kwartaal;6.0
1680;Accijns op tussenproducten;2012 4e kwartaal;9.0
1681;Accijns op tussenproducten;2012;27.0
1682;Accijns op tussenproducten;2013 1e kwartaal;7.0
1683;Accijns op tussenproducten;2013 2e kwartaal;6.0
1684;Accijns op tussenproducten;2013 3e kwartaal;6.0
1685;Accijns op tussenproducten;2013 4e kwartaal;8.0
1686;Accijns op tussenproducten;2013;27.0
1687;Accijns op tussenproducten;2014 1e kwartaal;6.0
1688;Accijns op tussenproducten;2014 2e kwartaal;6.0
1689;Accijns op tussenproducten;2014 3e kwartaal;6.0
1690;Accijns op tussenproducten;2014 4e kwartaal;9.0
1691;Accijns op tussenproducten;2014;27.0
1692;Accijns op tussenproducten;2015 1e kwartaal;7.0
1693;Accijns op tussenproducten;2015 2e kwartaal;6.0
1694;Accijns op tussenproducten;2015 3e kwartaal;5.0
1695;Accijns op tussenproducten;2015 4e kwartaal;7.0
1696;Accijns op tussenproducten;2015;25.0
1697;Accijns op tussenproducten;2016 1e kwartaal;7.0
1698;Accijns op tussenproducten;2016 2e kwartaal;5.0
1699;Accijns op tussenproducten;2016 3e kwartaal;5.0
1700;Accijns op tussenproducten;2016 4e kwartaal;8.0
1701;Accijns op tussenproducten;2016;25.0
1702;Accijns op tussenproducten;2017 1e kwartaal;6.0
1703;Accijns op tussenproducten;2017 2e kwartaal;5.0
1704;Accijns op tussenproducten;2017 3e kwartaal;5.0
1705;Accijns op tussenproducten;2017 4e kwartaal;7.0
1706;Accijns op tussenproducten;2017;23.0
1707;Accijns op tussenproducten;2018 1e kwartaal;6.0
1708;Accijns op tussenproducten;2018 2e kwartaal;5.0
1709;Accijns op tussenproducten;2018 3e kwartaal;4.0
1710;Accijns op tussenproducten;2018 4e kwartaal;7.0
1711;Accijns op tussenproducten;2018;22.0
1712;Accijns op tussenproducten;2019 1e kwartaal;5.0
1713;Accijns op tussenproducten;2019 2e kwartaal;5.0
1714;Accijns op tussenproducten;2019 3e kwartaal;4.0
1715;Accijns op tussenproducten;2019 4e kwartaal;6.0
1716;Accijns op tussenproducten;2019;20.0
1717;Accijns op tussenproducten;2020 1e kwartaal;5.0
1718;Accijns op tussenproducten;2020 2e kwartaal;6.0
1719;Accijns op tussenproducten;2020 3e kwartaal;5.0
1720;Accijns op tussenproducten;2020 4e kwartaal;4.0
1721;Accijns op tussenproducten;2020;20.0
1722;Accijns op tussenproducten;2021 1e kwartaal;6.0
1723;Accijns op tussenproducten;2021 2e kwartaal;5.0
1724;Accijns op tussenproducten;2021 3e kwartaal;5.0
1725;Accijns op tussenproducten;2021 4e kwartaal;6.0
1726;Accijns op tussenproducten;2021;22.0
1727;Accijns op tussenproducten;2022 1e kwartaal;4.0
1728;Accijns op tussenproducten;2022 2e kwartaal;4.0
1729;Accijns op tussenproducten;2022 3e kwartaal;4.0
1730;Accijns op tussenproducten;2022 4e kwartaal;7.0
1731;Accijns op tussenproducten;2022;19.0
1732;Accijns op tussenproducten;2023 1e kwartaal;5.0
1733;Accijns op tussenproducten;2023 2e kwartaal;4.0
1734;Accijns op tussenproducten;2023 3e kwartaal;5.0
1735;Accijns op tussenproducten;2023 4e kwartaal;3.0
1736;Accijns op tussenproducten;2023;17.0
1737;Accijns op tussenproducten;2024 1e kwartaal;
1738;Accijns op tussenproducten;2024 2e kwartaal;
1739;Accijns op tussenproducten;2024 3e kwartaal;
1740;Accijns op tussenproducten;2024 4e kwartaal;
1741;Accijns op tussenproducten;2024;19.0
1742;Accijns op wijn en andere mousserende ..;1995;109.0
1743;Accijns op wijn en andere mousserende ..;1996;-101.0
1744;Accijns op wijn en andere mousserende ..;1997;114.0
1745;Accijns op wijn en andere mousserende ..;1998;129.0
1746;Accijns op wijn en andere mousserende ..;1999 1e kwartaal;
1747;Accijns op wijn en andere mousserende ..;1999 2e kwartaal;
1748;Accijns op wijn en andere mousserende ..;1999 3e kwartaal;
1749;Accijns op wijn en andere mousserende ..;1999 4e kwartaal;
1750;Accijns op wijn en andere mousserende ..;1999;138.0
1751;Accijns op wijn en andere mousserende ..;2000 1e kwartaal;
1752;Accijns op wijn en andere mousserende ..;2000 2e kwartaal;
1753;Accijns op wijn en andere mousserende ..;2000 3e kwartaal;
1754;Accijns op wijn en andere mousserende ..;2000 4e kwartaal;
1755;Accijns op wijn en andere mousserende ..;2000;139.0
1756;Accijns op wijn en andere mousserende ..;2001 1e kwartaal;
1757;Accijns op wijn en andere mousserende ..;2001 2e kwartaal;
1758;Accijns op wijn en andere mousserende ..;2001 3e kwartaal;
1759;Accijns op wijn en andere mousserende ..;2001 4e kwartaal;
1760;Accijns op wijn en andere mousserende ..;2001;140.0
1761;Accijns op wijn en andere mousserende ..;2002 1e kwartaal;
1762;Accijns op wijn en andere mousserende ..;2002 2e kwartaal;
1763;Accijns op wijn en andere mousserende ..;2002 3e kwartaal;
1764;Accijns op wijn en andere mousserende ..;2002 4e kwartaal;
1765;Accijns op wijn en andere mousserende ..;2002;175.0
1766;Accijns op wijn en andere mousserende ..;2003 1e kwartaal;
1767;Accijns op wijn en andere mousserende ..;2003 2e kwartaal;
1768;Accijns op wijn en andere mousserende ..;2003 3e kwartaal;
1769;Accijns op wijn en andere mousserende ..;2003 4e kwartaal;
1770;Accijns op wijn en andere mousserende ..;2003;188.0
1771;Accijns op wijn en andere mousserende ..;2004 1e kwartaal;
1772;Accijns op wijn en andere mousserende ..;2004 2e kwartaal;
1773;Accijns op wijn en andere mousserende ..;2004 3e kwartaal;
1774;Accijns op wijn en andere mousserende ..;2004 4e kwartaal;
1775;Accijns op wijn en andere mousserende ..;2004;193.0
1776;Accijns op wijn en andere mousserende ..;2005 1e kwartaal;
1777;Accijns op wijn en andere mousserende ..;2005 2e kwartaal;
1778;Accijns op wijn en andere mousserende ..;2005 3e kwartaal;
1779;Accijns op wijn en andere mousserende ..;2005 4e kwartaal;
1780;Accijns op wijn en andere mousserende ..;2005;200.0
1781;Accijns op wijn en andere mousserende ..;2006 1e kwartaal;
1782;Accijns op wijn en andere mousserende ..;2006 2e kwartaal;
1783;Accijns op wijn en andere mousserende ..;2006 3e kwartaal;
1784;Accijns op wijn en andere mousserende ..;2006 4e kwartaal;
1785;Accijns op wijn en andere mousserende ..;2006;207.0
1786;Accijns op wijn en andere mousserende ..;2007 1e kwartaal;
1787;Accijns op wijn en andere mousserende ..;2007 2e kwartaal;
1788;Accijns op wijn en andere mousserende ..;2007 3e kwartaal;
1789;Accijns op wijn en andere mousserende ..;2007 4e kwartaal;
1790;Accijns op wijn en andere mousserende ..;2007;222.0
1791;Accijns op wijn en andere mousserende ..;2008 1e kwartaal;54.0
1792;Accijns op wijn en andere mousserende ..;2008 2e kwartaal;62.0
1793;Accijns op wijn en andere mousserende ..;2008 3e kwartaal;62.0
1794;Accijns op wijn en andere mousserende ..;2008 4e kwartaal;73.0
1795;Accijns op wijn en andere mousserende ..;2008;251.0
1796;Accijns op wijn en andere mousserende ..;2009 1e kwartaal;60.0
1797;Accijns op wijn en andere mousserende ..;2009 2e kwartaal;64.0
1798;Accijns op wijn en andere mousserende ..;2009 3e kwartaal;60.0
1799;Accijns op wijn en andere mousserende ..;2009 4e kwartaal;69.0
1800;Accijns op wijn en andere mousserende ..;2009;253.0
1801;Accijns op wijn en andere mousserende ..;2010 1e kwartaal;65.0
1802;Accijns op wijn en andere mousserende ..;2010 2e kwartaal;72.0
1803;Accijns op wijn en andere mousserende ..;2010 3e kwartaal;58.0
1804;Accijns op wijn en andere mousserende ..;2010 4e kwartaal;79.0
1805;Accijns op wijn en andere mousserende ..;2010;274.0
1806;Accijns op wijn en andere mousserende ..;2011 1e kwartaal;62.0
1807;Accijns op wijn en andere mousserende ..;2011 2e kwartaal;69.0
1808;Accijns op wijn en andere mousserende ..;2011 3e kwartaal;66.0
1809;Accijns op wijn en andere mousserende ..;2011 4e kwartaal;75.0
1810;Accijns op wijn en andere mousserende ..;2011;272.0
1811;Accijns op wijn en andere mousserende ..;2012 1e kwartaal;66.0
1812;Accijns op wijn en andere mousserende ..;2012 2e kwartaal;66.0
1813;Accijns op wijn en andere mousserende ..;2012 3e kwartaal;68.0
1814;Accijns op wijn en andere mousserende ..;2012 4e kwartaal;89.0
1815;Accijns op wijn en andere mousserende ..;2012;289.0
1816;Accijns op wijn en andere mousserende ..;2013 1e kwartaal;64.0
1817;Accijns op wijn en andere mousserende ..;2013 2e kwartaal;78.0
1818;Accijns op wijn en andere mousserende ..;2013 3e kwartaal;76.0
1819;Accijns op wijn en andere mousserende ..;2013 4e kwartaal;103.0
1820;Accijns op wijn en andere mousserende ..;2013;321.0
1821;Accijns op wijn en andere mousserende ..;2014 1e kwartaal;67.0
1822;Accijns op wijn en andere mousserende ..;2014 2e kwartaal;83.0
1823;Accijns op wijn en andere mousserende ..;2014 3e kwartaal;80.0
1824;Accijns op wijn en andere mousserende ..;2014 4e kwartaal;100.0
1825;Accijns op wijn en andere mousserende ..;2014;330.0
1826;Accijns op wijn en andere mousserende ..;2015 1e kwartaal;73.0
1827;Accijns op wijn en andere mousserende ..;2015 2e kwartaal;86.0
1828;Accijns op wijn en andere mousserende ..;2015 3e kwartaal;78.0
1829;Accijns op wijn en andere mousserende ..;2015 4e kwartaal;92.0
1830;Accijns op wijn en andere mousserende ..;2015;329.0
1831;Accijns op wijn en andere mousserende ..;2016 1e kwartaal;82.0
1832;Accijns op wijn en andere mousserende ..;2016 2e kwartaal;79.0
1833;Accijns op wijn en andere mousserende ..;2016 3e kwartaal;83.0
1834;Accijns op wijn en andere mousserende ..;2016 4e kwartaal;89.0
1835;Accijns op wijn en andere mousserende ..;2016;333.0
1836;Accijns op wijn en andere mousserende ..;2017 1e kwartaal;76.0
1837;Accijns op wijn en andere mousserende ..;2017 2e kwartaal;83.0
1838;Accijns op wijn en andere mousserende ..;2017 3e kwartaal;79.0
1839;Accijns op wijn en andere mousserende ..;2017 4e kwartaal;85.0
1840;Accijns op wijn en andere mousserende ..;2017;323.0
1841;Accijns op wijn en andere mousserende ..;2018 1e kwartaal;77.0
1842;Accijns op wijn en andere mousserende ..;2018 2e kwartaal;81.0
1843;Accijns op wijn en andere mousserende ..;2018 3e kwartaal;74.0
1844;Accijns op wijn en andere mousserende ..;2018 4e kwartaal;93.0
1845;Accijns op wijn en andere mousserende ..;2018;325.0
1846;Accijns op wijn en andere mousserende ..;2019 1e kwartaal;67.0
1847;Accijns op wijn en andere mousserende ..;2019 2e kwartaal;81.0
1848;Accijns op wijn en andere mousserende ..;2019 3e kwartaal;73.0
1849;Accijns op wijn en andere mousserende ..;2019 4e kwartaal;89.0
1850;Accijns op wijn en andere mousserende ..;2019;310.0
1851;Accijns op wijn en andere mousserende ..;2020 1e kwartaal;67.0
1852;Accijns op wijn en andere mousserende ..;2020 2e kwartaal;80.0
1853;Accijns op wijn en andere mousserende ..;2020 3e kwartaal;77.0
1854;Accijns op wijn en andere mousserende ..;2020 4e kwartaal;85.0
