ID;Bestedingscategorieen;Perioden;JaarmutatieHICP_1;Wegingscoefficient_2;BijdrageAanDeJaarmutatieHICP_3;ImpactOpDeJaarmutatieHICP_4
5446;051000 Meubelen, stoffering en decoratie;2019 augustus;1.3;2838;0.03;-0.06
5447;051000 Meubelen, stoffering en decoratie;2019 september;0.7;2838;0.02;-0.06
5448;051000 Meubelen, stoffering en decoratie;2019 oktober;0.5;2838;0.01;-0.07
5449;051000 Meubelen, stoffering en decoratie;2019 november;0.2;2838;0.01;-0.07
5450;051000 Meubelen, stoffering en decoratie;2019 december;1.2;2838;0.03;-0.05
5451;051000 Meubelen, stoffering en decoratie;2019;0.9;2838;0.02;-0.05
5452;051000 Meubelen, stoffering en decoratie;2020 januari;-0.4;2773;-0.01;-0.06
5453;051000 Meubelen, stoffering en decoratie;2020 februari;0.5;2773;0.01;-0.02
5454;051000 Meubelen, stoffering en decoratie;2020 maart;-0.7;2773;-0.02;-0.05
5455;051000 Meubelen, stoffering en decoratie;2020 april;-0.1;2773;0.0;-0.03
5456;051000 Meubelen, stoffering en decoratie;2020 mei;1.0;2773;0.03;0.0
5457;051000 Meubelen, stoffering en decoratie;2020 juni;1.6;2773;0.04;0.0
5458;051000 Meubelen, stoffering en decoratie;2020 juli;-0.1;2773;0.0;-0.05
5459;051000 Meubelen, stoffering en decoratie;2020 augustus;1.1;2773;0.03;0.02
5460;051000 Meubelen, stoffering en decoratie;2020 september;0.8;2773;0.02;0.0
5461;051000 Meubelen, stoffering en decoratie;2020 oktober;1.1;2773;0.03;0.0
5462;051000 Meubelen, stoffering en decoratie;2020 november;1.4;2773;0.04;0.02
5463;051000 Meubelen, stoffering en decoratie;2020 december;1.7;2773;0.05;0.02
5464;051000 Meubelen, stoffering en decoratie;2020;0.6;2773;0.02;-0.01
5465;051000 Meubelen, stoffering en decoratie;2021 januari;5.0;3445;0.14;0.11
5466;051000 Meubelen, stoffering en decoratie;2021 februari;3.2;3445;0.1;0.04
5467;051000 Meubelen, stoffering en decoratie;2021 maart;4.2;3445;0.13;0.08
5468;051000 Meubelen, stoffering en decoratie;2021 april;4.5;3445;0.14;0.09
5469;051000 Meubelen, stoffering en decoratie;2021 mei;3.4;3445;0.11;0.05
5470;051000 Meubelen, stoffering en decoratie;2021 juni;4.4;3445;0.15;0.09
5471;051000 Meubelen, stoffering en decoratie;2021 juli;5.3;3445;0.17;0.12
5472;051000 Meubelen, stoffering en decoratie;2021 augustus;5.5;3445;0.17;0.08
5473;051000 Meubelen, stoffering en decoratie;2021 september;5.8;3445;0.18;0.08
5474;051000 Meubelen, stoffering en decoratie;2021 oktober;5.0;3445;0.16;0.02
5475;051000 Meubelen, stoffering en decoratie;2021 november;5.3;3445;0.17;-0.03
5476;051000 Meubelen, stoffering en decoratie;2021 december;6.2;3445;0.21;-0.01
5477;051000 Meubelen, stoffering en decoratie;2021;4.8;3445;0.15;0.06
5478;051000 Meubelen, stoffering en decoratie;2022 januari;6.7;3166;0.23;-0.04
5479;051000 Meubelen, stoffering en decoratie;2022 februari;9.7;3166;0.32;0.08
5480;051000 Meubelen, stoffering en decoratie;2022 maart;10.4;3166;0.35;-0.05
5481;051000 Meubelen, stoffering en decoratie;2022 april;10.1;3166;0.33;-0.04
5482;051000 Meubelen, stoffering en decoratie;2022 mei;12.0;3166;0.39;0.06
5483;051000 Meubelen, stoffering en decoratie;2022 juni;13.1;3166;0.43;0.1
5484;051000 Meubelen, stoffering en decoratie;2022 juli;12.9;3166;0.42;0.04
5485;051000 Meubelen, stoffering en decoratie;2022 augustus;12.1;3166;0.39;-0.05
5486;051000 Meubelen, stoffering en decoratie;2022 september;13.1;3166;0.43;-0.13
5487;051000 Meubelen, stoffering en decoratie;2022 oktober;14.7;3166;0.47;-0.06
5488;051000 Meubelen, stoffering en decoratie;2022 november;12.6;3166;0.4;0.05
5489;051000 Meubelen, stoffering en decoratie;2022 december;12.7;3166;0.4;0.06
5490;051000 Meubelen, stoffering en decoratie;2022;11.7;3166;0.38;0.0
5491;051000 Meubelen, stoffering en decoratie;2023 januari;10.6;3022;0.34;0.07
5492;051000 Meubelen, stoffering en decoratie;2023 februari;9.5;3022;0.31;0.01
5493;051000 Meubelen, stoffering en decoratie;2023 maart;7.6;3022;0.24;0.1
5494;051000 Meubelen, stoffering en decoratie;2023 april;7.3;3022;0.23;0.05
5495;051000 Meubelen, stoffering en decoratie;2023 mei;6.7;3022;0.21;-0.01
5496;051000 Meubelen, stoffering en decoratie;2023 juni;5.5;3022;0.18;-0.03
5497;051000 Meubelen, stoffering en decoratie;2023 juli;2.9;3022;0.09;-0.08
5498;051000 Meubelen, stoffering en decoratie;2023 augustus;3.0;3022;0.09;-0.01
5499;051000 Meubelen, stoffering en decoratie;2023 september;0.9;3022;0.03;0.04
5500;051000 Meubelen, stoffering en decoratie;2023 oktober;1.2;3022;0.04;0.08
5501;051000 Meubelen, stoffering en decoratie;2023 november;0.4;3022;0.02;-0.03
5502;051000 Meubelen, stoffering en decoratie;2023 december;-0.9;3022;-0.03;-0.06
5503;051000 Meubelen, stoffering en decoratie;2023;4.5;3022;0.15;0.01
5504;051000 Meubelen, stoffering en decoratie;2024 januari;-1.9;2867;-0.06;-0.16
5505;051000 Meubelen, stoffering en decoratie;2024 februari;-3.7;2867;-0.11;-0.2
5506;051000 Meubelen, stoffering en decoratie;2024 maart;-3.1;2867;-0.09;-0.19
5507;051000 Meubelen, stoffering en decoratie;2024 april;-3.1;2867;-0.09;-0.17
5508;051000 Meubelen, stoffering en decoratie;2024 mei;-7.0;2867;-0.21;-0.3
5509;051000 Meubelen, stoffering en decoratie;2024 juni;-6.4;2867;-0.2;-0.31
5510;051000 Meubelen, stoffering en decoratie;2024 juli;-6.6;2867;-0.19;-0.3
5511;051000 Meubelen, stoffering en decoratie;2024 augustus;-5.7;2867;-0.16;-0.26
5512;051000 Meubelen, stoffering en decoratie;2024 september;-3.1;2867;-0.09;-0.18
5513;051000 Meubelen, stoffering en decoratie;2024 oktober;-3.2;2867;-0.09;-0.19
5514;051000 Meubelen, stoffering en decoratie;2024 november;-2.2;2867;-0.06;-0.18
5515;051000 Meubelen, stoffering en decoratie;2024 december;-1.8;2867;-0.05;-0.17
5516;051000 Meubelen, stoffering en decoratie;2024;-4.0;2867;-0.12;-0.22
5517;051000 Meubelen, stoffering en decoratie;2025 januari;-1.7;3237;-0.06;-0.14
5518;051000 Meubelen, stoffering en decoratie;2025 februari;0.3;3237;0.01;-0.09
5519;051000 Meubelen, stoffering en decoratie;2025 maart;2.4;3237;0.08;-0.02
5520;051100 Meubelen en stoffering;2016 januari;1.0;2119;0.02;0.02
5521;051100 Meubelen en stoffering;2016 februari;1.3;2119;0.03;0.02
5522;051100 Meubelen en stoffering;2016 maart;1.4;2119;0.03;0.02
5523;051100 Meubelen en stoffering;2016 april;2.6;2119;0.05;0.06
5524;051100 Meubelen en stoffering;2016 mei;3.0;2119;0.06;0.07
5525;051100 Meubelen en stoffering;2016 juni;1.6;2119;0.03;0.04
5526;051100 Meubelen en stoffering;2016 juli;1.3;2119;0.03;0.04
5527;051100 Meubelen en stoffering;2016 augustus;1.8;2119;0.04;0.04
5528;051100 Meubelen en stoffering;2016 september;1.8;2119;0.04;0.04
5529;051100 Meubelen en stoffering;2016 oktober;2.5;2119;0.05;0.05
5530;051100 Meubelen en stoffering;2016 november;1.7;2119;0.04;0.03
5531;051100 Meubelen en stoffering;2016 december;1.7;2119;0.04;0.02
5532;051100 Meubelen en stoffering;2016;1.8;2119;0.04;0.04
5533;051100 Meubelen en stoffering;2017 januari;2.1;2209;0.05;0.01
5534;051100 Meubelen en stoffering;2017 februari;2.0;2209;0.04;0.01
5535;051100 Meubelen en stoffering;2017 maart;1.2;2209;0.03;0.01
5536;051100 Meubelen en stoffering;2017 april;0.2;2209;0.01;-0.03
5537;051100 Meubelen en stoffering;2017 mei;-1.0;2209;-0.02;-0.04
5538;051100 Meubelen en stoffering;2017 juni;0.0;2209;0.0;-0.02
5539;051100 Meubelen en stoffering;2017 juli;0.3;2209;0.01;-0.03
5540;051100 Meubelen en stoffering;2017 augustus;-0.7;2209;-0.02;-0.05
5541;051100 Meubelen en stoffering;2017 september;-0.9;2209;-0.02;-0.05
5542;051100 Meubelen en stoffering;2017 oktober;-0.8;2209;-0.02;-0.05
5543;051100 Meubelen en stoffering;2017 november;0.0;2209;0.0;-0.04
5544;051100 Meubelen en stoffering;2017 december;-0.5;2209;-0.01;-0.04
5545;051100 Meubelen en stoffering;2017;0.2;2209;0.0;-0.03
5546;051100 Meubelen en stoffering;2018 januari;-0.1;2217;0.0;-0.04
5547;051100 Meubelen en stoffering;2018 februari;1.2;2217;0.03;0.0
5548;051100 Meubelen en stoffering;2018 maart;0.6;2217;0.01;-0.01
5549;051100 Meubelen en stoffering;2018 april;0.9;2217;0.02;0.0
5550;051100 Meubelen en stoffering;2018 mei;1.6;2217;0.04;-0.01
5551;051100 Meubelen en stoffering;2018 juni;1.7;2217;0.04;0.0
5552;051100 Meubelen en stoffering;2018 juli;1.3;2217;0.03;-0.01
5553;051100 Meubelen en stoffering;2018 augustus;1.2;2217;0.03;-0.01
5554;051100 Meubelen en stoffering;2018 september;1.1;2217;0.02;-0.01
5555;051100 Meubelen en stoffering;2018 oktober;1.7;2217;0.04;0.0
5556;051100 Meubelen en stoffering;2018 november;1.7;2217;0.04;0.0
5557;051100 Meubelen en stoffering;2018 december;1.6;2217;0.04;0.0
5558;051100 Meubelen en stoffering;2018;1.2;2217;0.03;-0.01
5559;051100 Meubelen en stoffering;2019 januari;1.3;2505;0.03;-0.02
5560;051100 Meubelen en stoffering;2019 februari;0.2;2505;0.0;-0.06
5561;051100 Meubelen en stoffering;2019 maart;1.0;2505;0.03;-0.04
5562;051100 Meubelen en stoffering;2019 april;0.4;2505;0.01;-0.06
5563;051100 Meubelen en stoffering;2019 mei;0.7;2505;0.02;-0.04
5564;051100 Meubelen en stoffering;2019 juni;-0.4;2505;-0.01;-0.08
5565;051100 Meubelen en stoffering;2019 juli;1.3;2505;0.03;-0.03
5566;051100 Meubelen en stoffering;2019 augustus;1.5;2505;0.03;-0.05
5567;051100 Meubelen en stoffering;2019 september;1.0;2505;0.02;-0.05
5568;051100 Meubelen en stoffering;2019 oktober;0.7;2505;0.02;-0.06
5569;051100 Meubelen en stoffering;2019 november;0.5;2505;0.01;-0.05
5570;051100 Meubelen en stoffering;2019 december;1.4;2505;0.04;-0.03
5571;051100 Meubelen en stoffering;2019;0.8;2505;0.02;-0.05
5572;051100 Meubelen en stoffering;2020 januari;0.1;2454;0.0;-0.04
5573;051100 Meubelen en stoffering;2020 februari;1.1;2454;0.03;-0.01
5574;051100 Meubelen en stoffering;2020 maart;-0.1;2454;0.0;-0.03
5575;051100 Meubelen en stoffering;2020 april;0.4;2454;0.01;-0.01
5576;051100 Meubelen en stoffering;2020 mei;1.3;2454;0.03;0.01
5577;051100 Meubelen en stoffering;2020 juni;1.9;2454;0.05;0.01
5578;051100 Meubelen en stoffering;2020 juli;0.1;2454;0.0;-0.04
5579;051100 Meubelen en stoffering;2020 augustus;0.9;2454;0.02;0.02
5580;051100 Meubelen en stoffering;2020 september;0.7;2454;0.02;-0.01
5581;051100 Meubelen en stoffering;2020 oktober;1.0;2454;0.02;0.0
5582;051100 Meubelen en stoffering;2020 november;1.6;2454;0.04;0.02
5583;051100 Meubelen en stoffering;2020 december;1.7;2454;0.04;0.02
5584;051100 Meubelen en stoffering;2020;0.9;2454;0.02;-0.01
5585;051100 Meubelen en stoffering;2021 januari;4.8;3032;0.13;0.09
5586;051100 Meubelen en stoffering;2021 februari;3.1;3032;0.08;0.04
5587;051100 Meubelen en stoffering;2021 maart;4.2;3032;0.12;0.07
5588;051100 Meubelen en stoffering;2021 april;4.9;3032;0.14;0.09
5589;051100 Meubelen en stoffering;2021 mei;3.6;3032;0.11;0.05
5590;051100 Meubelen en stoffering;2021 juni;4.6;3032;0.14;0.09
5591;051100 Meubelen en stoffering;2021 juli;5.5;3032;0.15;0.11
5592;051100 Meubelen en stoffering;2021 augustus;5.7;3032;0.16;0.08
5593;051100 Meubelen en stoffering;2021 september;6.0;3032;0.16;0.08
5594;051100 Meubelen en stoffering;2021 oktober;5.0;3032;0.14;0.02
5595;051100 Meubelen en stoffering;2021 november;5.7;3032;0.17;-0.01
5596;051100 Meubelen en stoffering;2021 december;6.5;3032;0.2;0.0
5597;051100 Meubelen en stoffering;2021;5.0;3032;0.14;0.06
5598;051100 Meubelen en stoffering;2022 januari;7.1;2795;0.22;-0.02
5599;051100 Meubelen en stoffering;2022 februari;10.0;2795;0.29;0.08
5600;051100 Meubelen en stoffering;2022 maart;10.4;2795;0.3;-0.04
5601;051100 Meubelen en stoffering;2022 april;10.0;2795;0.29;-0.04
5602;051100 Meubelen en stoffering;2022 mei;12.3;2795;0.36;0.06
5603;051100 Meubelen en stoffering;2022 juni;12.6;2795;0.36;0.07
5604;051100 Meubelen en stoffering;2022 juli;12.8;2795;0.37;0.03
5605;051100 Meubelen en stoffering;2022 augustus;12.0;2795;0.34;-0.05
5606;051100 Meubelen en stoffering;2022 september;12.9;2795;0.37;-0.12
5607;051100 Meubelen en stoffering;2022 oktober;14.1;2795;0.4;-0.07
5608;051100 Meubelen en stoffering;2022 november;12.0;2795;0.34;0.02
5609;051100 Meubelen en stoffering;2022 december;11.9;2795;0.33;0.03
5610;051100 Meubelen en stoffering;2022;11.5;2795;0.33;0.0
5611;051100 Meubelen en stoffering;2023 januari;9.4;2676;0.27;0.03
5612;051100 Meubelen en stoffering;2023 februari;8.5;2676;0.24;-0.02
5613;051100 Meubelen en stoffering;2023 maart;7.7;2676;0.21;0.09
5614;051100 Meubelen en stoffering;2023 april;6.9;2676;0.19;0.03
5615;051100 Meubelen en stoffering;2023 mei;6.3;2676;0.18;-0.02
5616;051100 Meubelen en stoffering;2023 juni;5.6;2676;0.16;-0.03
5617;051100 Meubelen en stoffering;2023 juli;3.4;2676;0.09;-0.06
5618;051100 Meubelen en stoffering;2023 augustus;3.5;2676;0.1;0.01
5619;051100 Meubelen en stoffering;2023 september;1.3;2676;0.04;0.05
5620;051100 Meubelen en stoffering;2023 oktober;1.5;2676;0.04;0.07
5621;051100 Meubelen en stoffering;2023 november;0.7;2676;0.02;-0.02
5622;051100 Meubelen en stoffering;2023 december;-0.6;2676;-0.02;-0.04
5623;051100 Meubelen en stoffering;2023;4.5;2676;0.13;0.01
5624;051100 Meubelen en stoffering;2024 januari;-1.0;2580;-0.03;-0.11
5625;051100 Meubelen en stoffering;2024 februari;-3.1;2580;-0.08;-0.16
5626;051100 Meubelen en stoffering;2024 maart;-2.9;2580;-0.08;-0.17
5627;051100 Meubelen en stoffering;2024 april;-3.0;2580;-0.08;-0.15
5628;051100 Meubelen en stoffering;2024 mei;-6.7;2580;-0.18;-0.26
5629;051100 Meubelen en stoffering;2024 juni;-6.3;2580;-0.17;-0.27
5630;051100 Meubelen en stoffering;2024 juli;-7.1;2580;-0.19;-0.28
5631;051100 Meubelen en stoffering;2024 augustus;-6.2;2580;-0.16;-0.25
5632;051100 Meubelen en stoffering;2024 september;-3.2;2580;-0.08;-0.17
5633;051100 Meubelen en stoffering;2024 oktober;-3.0;2580;-0.08;-0.17
5634;051100 Meubelen en stoffering;2024 november;-2.4;2580;-0.06;-0.16
5635;051100 Meubelen en stoffering;2024 december;-2.1;2580;-0.05;-0.16
5636;051100 Meubelen en stoffering;2024;-3.9;2580;-0.1;-0.19
5637;051100 Meubelen en stoffering;2025 januari;-2.4;2896;-0.07;-0.14
5638;051100 Meubelen en stoffering;2025 februari;-0.3;2896;0.0;-0.1
5639;051100 Meubelen en stoffering;2025 maart;1.9;2896;0.07;-0.03
5640;051200 Vloerbedekking;2016 januari;-1.2;390;0.0;-0.01
5641;051200 Vloerbedekking;2016 februari;-1.0;390;0.0;-0.01
5642;051200 Vloerbedekking;2016 maart;-1.5;390;-0.01;-0.01
5643;051200 Vloerbedekking;2016 april;-3.8;390;-0.01;-0.01
5644;051200 Vloerbedekking;2016 mei;-3.5;390;-0.01;-0.01
5645;051200 Vloerbedekking;2016 juni;-3.4;390;-0.01;-0.01
5646;051200 Vloerbedekking;2016 juli;-3.0;390;-0.01;-0.01
5647;051200 Vloerbedekking;2016 augustus;-2.9;390;-0.01;-0.01
5648;051200 Vloerbedekking;2016 september;-3.5;390;-0.01;-0.01
5649;051200 Vloerbedekking;2016 oktober;-1.4;390;-0.01;-0.01
5650;051200 Vloerbedekking;2016 november;-1.2;390;0.0;-0.01
5651;051200 Vloerbedekking;2016 december;-2.0;390;-0.01;-0.01
5652;051200 Vloerbedekking;2016;-2.4;390;-0.01;-0.01
5653;051200 Vloerbedekking;2017 januari;-1.9;400;-0.01;-0.01
5654;051200 Vloerbedekking;2017 februari;-2.8;400;-0.01;-0.02
5655;051200 Vloerbedekking;2017 maart;-1.6;400;-0.01;-0.01
5656;051200 Vloerbedekking;2017 april;0.7;400;0.0;0.0
5657;051200 Vloerbedekking;2017 mei;2.0;400;0.01;0.0
5658;051200 Vloerbedekking;2017 juni;-0.1;400;0.0;0.0
5659;051200 Vloerbedekking;2017 juli;0.4;400;0.0;0.0
5660;051200 Vloerbedekking;2017 augustus;1.2;400;0.0;0.0
5661;051200 Vloerbedekking;2017 september;1.7;400;0.01;0.0
5662;051200 Vloerbedekking;2017 oktober;-1.0;400;0.0;-0.01
5663;051200 Vloerbedekking;2017 november;0.3;400;0.0;0.0
5664;051200 Vloerbedekking;2017 december;1.1;400;0.0;0.0
5665;051200 Vloerbedekking;2017;0.0;400;0.0;-0.01
5666;051200 Vloerbedekking;2018 januari;-0.1;404;0.0;-0.01
5667;051200 Vloerbedekking;2018 februari;-1.0;404;0.0;-0.01
5668;051200 Vloerbedekking;2018 maart;-0.4;404;0.0;-0.01
5669;051200 Vloerbedekking;2018 april;-0.5;404;0.0;-0.01
5670;051200 Vloerbedekking;2018 mei;-1.6;404;-0.01;-0.01
5671;051200 Vloerbedekking;2018 juni;1.2;404;0.0;0.0
5672;051200 Vloerbedekking;2018 juli;-0.6;404;0.0;-0.01
5673;051200 Vloerbedekking;2018 augustus;-0.2;404;0.0;-0.01
5674;051200 Vloerbedekking;2018 september;0.3;404;0.0;-0.01
5675;051200 Vloerbedekking;2018 oktober;0.8;404;0.0;0.0
5676;051200 Vloerbedekking;2018 november;0.4;404;0.0;-0.01
5677;051200 Vloerbedekking;2018 december;0.2;404;0.0;-0.01
5678;051200 Vloerbedekking;2018;-0.2;404;0.0;-0.01
5679;051200 Vloerbedekking;2019 januari;1.1;332;0.01;0.0
5680;051200 Vloerbedekking;2019 februari;2.4;332;0.01;0.0
5681;051200 Vloerbedekking;2019 maart;3.4;332;0.01;0.0
5682;051200 Vloerbedekking;2019 april;3.4;332;0.01;0.0
5683;051200 Vloerbedekking;2019 mei;2.3;332;0.01;0.0
5684;051200 Vloerbedekking;2019 juni;0.0;332;0.0;-0.01
5685;051200 Vloerbedekking;2019 juli;3.9;332;0.01;0.01
5686;051200 Vloerbedekking;2019 augustus;-0.7;332;0.0;-0.01
5687;051200 Vloerbedekking;2019 september;-1.3;332;0.0;-0.01
5688;051200 Vloerbedekking;2019 oktober;-1.4;332;0.0;-0.01
5689;051200 Vloerbedekking;2019 november;-1.9;332;-0.01;-0.01
5690;051200 Vloerbedekking;2019 december;-0.3;332;0.0;-0.01
5691;051200 Vloerbedekking;2019;0.9;332;0.0;-0.01
5692;051200 Vloerbedekking;2020 januari;-4.1;319;-0.01;-0.02
5693;051200 Vloerbedekking;2020 februari;-3.7;319;-0.01;-0.02
5694;051200 Vloerbedekking;2020 maart;-5.2;319;-0.02;-0.02
5695;051200 Vloerbedekking;2020 april;-4.0;319;-0.01;-0.02
5696;051200 Vloerbedekking;2020 mei;-1.4;319;0.0;-0.01
5697;051200 Vloerbedekking;2020 juni;-0.4;319;0.0;-0.01
5698;051200 Vloerbedekking;2020 juli;-1.6;319;-0.01;-0.01
5699;051200 Vloerbedekking;2020 augustus;2.3;319;0.01;0.01
5700;051200 Vloerbedekking;2020 september;1.8;319;0.01;0.0
5701;051200 Vloerbedekking;2020 oktober;1.7;319;0.01;0.0
5702;051200 Vloerbedekking;2020 november;0.3;319;0.0;0.0
5703;051200 Vloerbedekking;2020 december;1.5;319;0.0;0.0
5704;051200 Vloerbedekking;2020;-1.1;319;0.0;-0.01
5705;051200 Vloerbedekking;2021 januari;6.0;413;0.02;0.01
5706;051200 Vloerbedekking;2021 februari;4.2;413;0.01;0.01
5707;051200 Vloerbedekking;2021 maart;4.6;413;0.01;0.01
5708;051200 Vloerbedekking;2021 april;1.5;413;0.0;0.0
5709;051200 Vloerbedekking;2021 mei;2.0;413;0.01;0.0
5710;051200 Vloerbedekking;2021 juni;2.8;413;0.01;0.0
5711;051200 Vloerbedekking;2021 juli;4.1;413;0.01;0.01
5712;051200 Vloerbedekking;2021 augustus;3.5;413;0.01;0.0
5713;051200 Vloerbedekking;2021 september;4.0;413;0.02;0.0
5714;051200 Vloerbedekking;2021 oktober;5.2;413;0.02;0.0
5715;051200 Vloerbedekking;2021 november;2.8;413;0.01;-0.01
5716;051200 Vloerbedekking;2021 december;3.9;413;0.02;-0.01
5717;051200 Vloerbedekking;2021;3.7;413;0.01;0.0
5718;051200 Vloerbedekking;2022 januari;3.2;370;0.01;-0.02
5719;051200 Vloerbedekking;2022 februari;7.7;370;0.03;0.0
5720;051200 Vloerbedekking;2022 maart;10.8;370;0.04;0.0
5721;051200 Vloerbedekking;2022 april;11.1;370;0.04;0.0
5722;051200 Vloerbedekking;2022 mei;9.5;370;0.04;0.0
5723;051200 Vloerbedekking;2022 juni;17.1;370;0.07;0.03
5724;051200 Vloerbedekking;2022 juli;13.9;370;0.05;0.01
5725;051200 Vloerbedekking;2022 augustus;13.3;370;0.05;0.0
5726;051200 Vloerbedekking;2022 september;14.5;370;0.06;-0.01
5727;051200 Vloerbedekking;2022 oktober;18.8;370;0.07;0.01
5728;051200 Vloerbedekking;2022 november;17.4;370;0.06;0.02
5729;051200 Vloerbedekking;2022 december;18.6;370;0.07;0.03
5730;051200 Vloerbedekking;2022;13.0;370;0.05;0.0
5731;051200 Vloerbedekking;2023 januari;19.8;345;0.07;0.04
5732;051200 Vloerbedekking;2023 februari;17.0;345;0.06;0.03
5733;051200 Vloerbedekking;2023 maart;6.9;345;0.03;0.01
5734;051200 Vloerbedekking;2023 april;9.6;345;0.04;0.02
5735;051200 Vloerbedekking;2023 mei;9.6;345;0.04;0.01
5736;051200 Vloerbedekking;2023 juni;4.7;345;0.02;-0.01
5737;051200 Vloerbedekking;2023 juli;-1.8;345;0.0;-0.02
5738;051200 Vloerbedekking;2023 augustus;-1.8;345;0.0;-0.01
5739;051200 Vloerbedekking;2023 september;-3.1;345;-0.01;-0.01
5740;051200 Vloerbedekking;2023 oktober;-1.3;345;0.0;0.0
5741;051200 Vloerbedekking;2023 november;-2.1;345;0.0;-0.01
5742;051200 Vloerbedekking;2023 december;-3.5;345;-0.01;-0.02
5743;051200 Vloerbedekking;2023;4.1;345;0.02;0.0
5744;051200 Vloerbedekking;2024 januari;-10.0;287;-0.03;-0.04
5745;051200 Vloerbedekking;2024 februari;-9.4;287;-0.03;-0.04
5746;051200 Vloerbedekking;2024 maart;-5.1;287;-0.01;-0.02
5747;051200 Vloerbedekking;2024 april;-4.0;287;-0.01;-0.02
5748;051200 Vloerbedekking;2024 mei;-10.6;287;-0.03;-0.04
5749;051200 Vloerbedekking;2024 juni;-7.3;287;-0.02;-0.03
5750;051200 Vloerbedekking;2024 juli;-2.7;287;-0.01;-0.01
5751;051200 Vloerbedekking;2024 augustus;-1.0;287;0.0;-0.01
5752;051200 Vloerbedekking;2024 september;-2.7;287;-0.01;-0.01
5753;051200 Vloerbedekking;2024 oktober;-4.9;287;-0.01;-0.02
5754;051200 Vloerbedekking;2024 november;-1.1;287;0.0;-0.01
5755;051200 Vloerbedekking;2024 december;1.1;287;0.0;-0.01
5756;051200 Vloerbedekking;2024;-4.9;287;-0.01;-0.02
5757;051200 Vloerbedekking;2025 januari;5.2;342;0.01;0.0
5758;051200 Vloerbedekking;2025 februari;5.2;342;0.01;0.0
5759;051200 Vloerbedekking;2025 maart;7.3;342;0.02;0.01
5760;052000 Huishoudtextiel;2016 januari;0.3;482;0.0;0.0
5761;052000 Huishoudtextiel;2016 februari;1.9;482;0.01;0.01
5762;052000 Huishoudtextiel;2016 maart;1.7;482;0.01;0.01
5763;052000 Huishoudtextiel;2016 april;1.5;482;0.01;0.01
5764;052000 Huishoudtextiel;2016 mei;4.1;482;0.02;0.02
5765;052000 Huishoudtextiel;2016 juni;3.4;482;0.02;0.02
5766;052000 Huishoudtextiel;2016 juli;2.8;482;0.01;0.02
5767;052000 Huishoudtextiel;2016 augustus;2.9;482;0.01;0.01
5768;052000 Huishoudtextiel;2016 september;0.1;482;0.0;0.0
5769;052000 Huishoudtextiel;2016 oktober;-1.2;482;-0.01;-0.01
5770;052000 Huishoudtextiel;2016 november;2.3;482;0.01;0.01
5771;052000 Huishoudtextiel;2016 december;2.1;482;0.01;0.01
5772;052000 Huishoudtextiel;2016;1.8;482;0.01;0.01
5773;052000 Huishoudtextiel;2017 januari;0.9;481;0.0;0.0
5774;052000 Huishoudtextiel;2017 februari;1.5;481;0.01;0.0
5775;052000 Huishoudtextiel;2017 maart;2.1;481;0.01;0.01
5776;052000 Huishoudtextiel;2017 april;0.8;481;0.0;0.0
5777;052000 Huishoudtextiel;2017 mei;1.7;481;0.01;0.0
5778;052000 Huishoudtextiel;2017 juni;0.8;481;0.0;0.0
5779;052000 Huishoudtextiel;2017 juli;0.4;481;0.0;-0.01
5780;052000 Huishoudtextiel;2017 augustus;1.3;481;0.01;0.0
5781;052000 Huishoudtextiel;2017 september;1.4;481;0.01;0.0
5782;052000 Huishoudtextiel;2017 oktober;0.0;481;0.0;-0.01
5783;052000 Huishoudtextiel;2017 november;0.8;481;0.0;0.0
5784;052000 Huishoudtextiel;2017 december;1.3;481;0.01;0.0
5785;052000 Huishoudtextiel;2017;1.1;481;0.01;0.0
5786;052000 Huishoudtextiel;2018 januari;2.2;476;0.01;0.0
5787;052000 Huishoudtextiel;2018 februari;3.3;476;0.02;0.01
5788;052000 Huishoudtextiel;2018 maart;3.4;476;0.02;0.01
5789;052000 Huishoudtextiel;2018 april;0.3;476;0.0;0.0
5790;052000 Huishoudtextiel;2018 mei;-2.9;476;-0.01;-0.02
5791;052000 Huishoudtextiel;2018 juni;1.7;476;0.01;0.0
5792;052000 Huishoudtextiel;2018 juli;0.5;476;0.0;-0.01
5793;052000 Huishoudtextiel;2018 augustus;-0.2;476;0.0;-0.01
5794;052000 Huishoudtextiel;2018 september;-0.6;476;0.0;-0.01
5795;052000 Huishoudtextiel;2018 oktober;0.5;476;0.0;-0.01
5796;052000 Huishoudtextiel;2018 november;0.6;476;0.0;-0.01
5797;052000 Huishoudtextiel;2018 december;-0.4;476;0.0;-0.01
5798;052000 Huishoudtextiel;2018;0.7;476;0.0;0.0
5799;052000 Huishoudtextiel;2019 januari;-0.2;776;-0.01;-0.02
5800;052000 Huishoudtextiel;2019 februari;0.7;776;0.01;-0.01
5801;052000 Huishoudtextiel;2019 maart;0.4;776;0.01;-0.01
5802;052000 Huishoudtextiel;2019 april;2.6;776;0.02;-0.01
5803;052000 Huishoudtextiel;2019 mei;3.7;776;0.02;0.0
5804;052000 Huishoudtextiel;2019 juni;-1.7;776;-0.01;-0.03
5805;052000 Huishoudtextiel;2019 juli;2.3;776;0.01;-0.01
5806;052000 Huishoudtextiel;2019 augustus;2.6;776;0.02;-0.01
5807;052000 Huishoudtextiel;2019 september;0.6;776;0.0;-0.02
