ID;Bromfietssoort;AantalVoertuigenInHuishouden;Huishoudkenmerken;Perioden;HuishoudensInBezitVanBromfiets_1;HuishoudensInBezitVanBromfiets_2
581;Snorfiets;Drie of meer voertuigen;Particuliere huishoudens;2015;10700;0.1
582;Snorfiets;Drie of meer voertuigen;Type: Eenpersoonshuishouden;2010;600;0.0
583;Snorfiets;Drie of meer voertuigen;Type: Eenpersoonshuishouden;2011;800;0.0
584;Snorfiets;Drie of meer voertuigen;Type: Eenpersoonshuishouden;2012;900;0.0
585;Snorfiets;Drie of meer voertuigen;Type: Eenpersoonshuishouden;2013;900;0.0
586;Snorfiets;Drie of meer voertuigen;Type: Eenpersoonshuishouden;2014;1000;0.0
587;Snorfiets;Drie of meer voertuigen;Type: Eenpersoonshuishouden;2015;1000;0.0
588;Snorfiets;Drie of meer voertuigen;Type: Meerpersoonshuishouden;2010;6500;0.1
589;Snorfiets;Drie of meer voertuigen;Type: Meerpersoonshuishouden;2011;7900;0.2
590;Snorfiets;Drie of meer voertuigen;Type: Meerpersoonshuishouden;2012;8400;0.2
591;Snorfiets;Drie of meer voertuigen;Type: Meerpersoonshuishouden;2013;8900;0.2
592;Snorfiets;Drie of meer voertuigen;Type: Meerpersoonshuishouden;2014;9200;0.2
593;Snorfiets;Drie of meer voertuigen;Type: Meerpersoonshuishouden;2015;9600;0.2
594;Snorfiets;Drie of meer voertuigen;Type: Eenoudergezin;2010;400;0.1
595;Snorfiets;Drie of meer voertuigen;Type: Eenoudergezin;2011;500;0.1
596;Snorfiets;Drie of meer voertuigen;Type: Eenoudergezin;2012;600;0.1
597;Snorfiets;Drie of meer voertuigen;Type: Eenoudergezin;2013;600;0.1
598;Snorfiets;Drie of meer voertuigen;Type: Eenoudergezin;2014;600;0.1
599;Snorfiets;Drie of meer voertuigen;Type: Eenoudergezin;2015;700;0.1
600;Snorfiets;Drie of meer voertuigen;Type: Paar, totaal;2010;6000;0.1
601;Snorfiets;Drie of meer voertuigen;Type: Paar, totaal;2011;7200;0.2
602;Snorfiets;Drie of meer voertuigen;Type: Paar, totaal;2012;7600;0.2
603;Snorfiets;Drie of meer voertuigen;Type: Paar, totaal;2013;8100;0.2
604;Snorfiets;Drie of meer voertuigen;Type: Paar, totaal;2014;8500;0.2
605;Snorfiets;Drie of meer voertuigen;Type: Paar, totaal;2015;8800;0.2
606;Snorfiets;Drie of meer voertuigen;Type: Paar, met kind(eren);2010;3600;0.2
607;Snorfiets;Drie of meer voertuigen;Type: Paar, met kind(eren);2011;4500;0.2
608;Snorfiets;Drie of meer voertuigen;Type: Paar, met kind(eren);2012;4800;0.2
609;Snorfiets;Drie of meer voertuigen;Type: Paar, met kind(eren);2013;5100;0.3
610;Snorfiets;Drie of meer voertuigen;Type: Paar, met kind(eren);2014;5300;0.3
611;Snorfiets;Drie of meer voertuigen;Type: Paar, met kind(eren);2015;5600;0.3
612;Snorfiets;Drie of meer voertuigen;Type: Paar, zonder kind;2010;2400;0.1
613;Snorfiets;Drie of meer voertuigen;Type: Paar, zonder kind;2011;2700;0.1
614;Snorfiets;Drie of meer voertuigen;Type: Paar, zonder kind;2012;2800;0.1
615;Snorfiets;Drie of meer voertuigen;Type: Paar, zonder kind;2013;3000;0.1
616;Snorfiets;Drie of meer voertuigen;Type: Paar, zonder kind;2014;3100;0.1
617;Snorfiets;Drie of meer voertuigen;Type: Paar, zonder kind;2015;3200;0.1
618;Snorfiets;Drie of meer voertuigen;Type: Meerpersoonshuishouden, overig;2010;100;0.1
619;Snorfiets;Drie of meer voertuigen;Type: Meerpersoonshuishouden, overig;2011;100;0.2
620;Snorfiets;Drie of meer voertuigen;Type: Meerpersoonshuishouden, overig;2012;100;0.2
621;Snorfiets;Drie of meer voertuigen;Type: Meerpersoonshuishouden, overig;2013;100;0.2
622;Snorfiets;Drie of meer voertuigen;Type: Meerpersoonshuishouden, overig;2014;100;0.2
623;Snorfiets;Drie of meer voertuigen;Type: Meerpersoonshuishouden, overig;2015;100;0.3
624;Snorfiets;Drie of meer voertuigen;Huishoudensgrootte: 1 persoon;2010;600;0.0
625;Snorfiets;Drie of meer voertuigen;Huishoudensgrootte: 1 persoon;2011;800;0.0
626;Snorfiets;Drie of meer voertuigen;Huishoudensgrootte: 1 persoon;2012;900;0.0
627;Snorfiets;Drie of meer voertuigen;Huishoudensgrootte: 1 persoon;2013;900;0.0
628;Snorfiets;Drie of meer voertuigen;Huishoudensgrootte: 1 persoon;2014;1000;0.0
629;Snorfiets;Drie of meer voertuigen;Huishoudensgrootte: 1 persoon;2015;1000;0.0
630;Snorfiets;Drie of meer voertuigen;Huishoudensgrootte: 2 personen;2010;2400;0.1
631;Snorfiets;Drie of meer voertuigen;Huishoudensgrootte: 2 personen;2011;2900;0.1
632;Snorfiets;Drie of meer voertuigen;Huishoudensgrootte: 2 personen;2012;3000;0.1
633;Snorfiets;Drie of meer voertuigen;Huishoudensgrootte: 2 personen;2013;3300;0.1
634;Snorfiets;Drie of meer voertuigen;Huishoudensgrootte: 2 personen;2014;3400;0.1
635;Snorfiets;Drie of meer voertuigen;Huishoudensgrootte: 2 personen;2015;3500;0.1
636;Snorfiets;Drie of meer voertuigen;Huishoudensgrootte: 3 personen;2010;1600;0.2
637;Snorfiets;Drie of meer voertuigen;Huishoudensgrootte: 3 personen;2011;1900;0.2
638;Snorfiets;Drie of meer voertuigen;Huishoudensgrootte: 3 personen;2012;2100;0.2
639;Snorfiets;Drie of meer voertuigen;Huishoudensgrootte: 3 personen;2013;2200;0.2
640;Snorfiets;Drie of meer voertuigen;Huishoudensgrootte: 3 personen;2014;2300;0.3
641;Snorfiets;Drie of meer voertuigen;Huishoudensgrootte: 3 personen;2015;2500;0.3
642;Snorfiets;Drie of meer voertuigen;Huishoudensgrootte: 4 personen;2010;1600;0.2
643;Snorfiets;Drie of meer voertuigen;Huishoudensgrootte: 4 personen;2011;2000;0.2
644;Snorfiets;Drie of meer voertuigen;Huishoudensgrootte: 4 personen;2012;2100;0.2
645;Snorfiets;Drie of meer voertuigen;Huishoudensgrootte: 4 personen;2013;2200;0.2
646;Snorfiets;Drie of meer voertuigen;Huishoudensgrootte: 4 personen;2014;2400;0.3
647;Snorfiets;Drie of meer voertuigen;Huishoudensgrootte: 4 personen;2015;2500;0.3
648;Snorfiets;Drie of meer voertuigen;Huishoudensgrootte: 5 of meer personen;2010;900;0.2
649;Snorfiets;Drie of meer voertuigen;Huishoudensgrootte: 5 of meer personen;2011;1100;0.3
650;Snorfiets;Drie of meer voertuigen;Huishoudensgrootte: 5 of meer personen;2012;1100;0.3
651;Snorfiets;Drie of meer voertuigen;Huishoudensgrootte: 5 of meer personen;2013;1200;0.3
652;Snorfiets;Drie of meer voertuigen;Huishoudensgrootte: 5 of meer personen;2014;1100;0.3
653;Snorfiets;Drie of meer voertuigen;Huishoudensgrootte: 5 of meer personen;2015;1200;0.3
654;Snorfiets;Drie of meer voertuigen;Gestandaardiseerd inkomen: 1e 20%-groep;2010;900;0.1
655;Snorfiets;Drie of meer voertuigen;Gestandaardiseerd inkomen: 1e 20%-groep;2011;1100;0.1
656;Snorfiets;Drie of meer voertuigen;Gestandaardiseerd inkomen: 1e 20%-groep;2012;1200;0.1
657;Snorfiets;Drie of meer voertuigen;Gestandaardiseerd inkomen: 1e 20%-groep;2013;1300;0.1
658;Snorfiets;Drie of meer voertuigen;Gestandaardiseerd inkomen: 1e 20%-groep;2014;1300;0.1
659;Snorfiets;Drie of meer voertuigen;Gestandaardiseerd inkomen: 1e 20%-groep;2015;1400;0.1
660;Snorfiets;Drie of meer voertuigen;Gestandaardiseerd inkomen: 2e 20%-groep;2010;1300;0.1
661;Snorfiets;Drie of meer voertuigen;Gestandaardiseerd inkomen: 2e 20%-groep;2011;1600;0.1
662;Snorfiets;Drie of meer voertuigen;Gestandaardiseerd inkomen: 2e 20%-groep;2012;1600;0.1
663;Snorfiets;Drie of meer voertuigen;Gestandaardiseerd inkomen: 2e 20%-groep;2013;1700;0.1
664;Snorfiets;Drie of meer voertuigen;Gestandaardiseerd inkomen: 2e 20%-groep;2014;1800;0.1
665;Snorfiets;Drie of meer voertuigen;Gestandaardiseerd inkomen: 2e 20%-groep;2015;1900;0.1
666;Snorfiets;Drie of meer voertuigen;Gestandaardiseerd inkomen: 3e 20%-groep;2010;1600;0.1
667;Snorfiets;Drie of meer voertuigen;Gestandaardiseerd inkomen: 3e 20%-groep;2011;1900;0.1
668;Snorfiets;Drie of meer voertuigen;Gestandaardiseerd inkomen: 3e 20%-groep;2012;2100;0.1
669;Snorfiets;Drie of meer voertuigen;Gestandaardiseerd inkomen: 3e 20%-groep;2013;2200;0.1
670;Snorfiets;Drie of meer voertuigen;Gestandaardiseerd inkomen: 3e 20%-groep;2014;2300;0.2
671;Snorfiets;Drie of meer voertuigen;Gestandaardiseerd inkomen: 3e 20%-groep;2015;2400;0.2
672;Snorfiets;Drie of meer voertuigen;Gestandaardiseerd inkomen: 4e 20%-groep;2010;1700;0.1
673;Snorfiets;Drie of meer voertuigen;Gestandaardiseerd inkomen: 4e 20%-groep;2011;2100;0.1
674;Snorfiets;Drie of meer voertuigen;Gestandaardiseerd inkomen: 4e 20%-groep;2012;2300;0.2
675;Snorfiets;Drie of meer voertuigen;Gestandaardiseerd inkomen: 4e 20%-groep;2013;2400;0.2
676;Snorfiets;Drie of meer voertuigen;Gestandaardiseerd inkomen: 4e 20%-groep;2014;2600;0.2
677;Snorfiets;Drie of meer voertuigen;Gestandaardiseerd inkomen: 4e 20%-groep;2015;2600;0.2
678;Snorfiets;Drie of meer voertuigen;Gestandaardiseerd inkomen: 5e 20%-groep;2010;1500;0.1
679;Snorfiets;Drie of meer voertuigen;Gestandaardiseerd inkomen: 5e 20%-groep;2011;1800;0.1
680;Snorfiets;Drie of meer voertuigen;Gestandaardiseerd inkomen: 5e 20%-groep;2012;2000;0.1
681;Snorfiets;Drie of meer voertuigen;Gestandaardiseerd inkomen: 5e 20%-groep;2013;2100;0.1
682;Snorfiets;Drie of meer voertuigen;Gestandaardiseerd inkomen: 5e 20%-groep;2014;2300;0.1
683;Snorfiets;Drie of meer voertuigen;Gestandaardiseerd inkomen: 5e 20%-groep;2015;2400;0.2
684;Snorfiets;Drie of meer voertuigen;Gestandaardiseerd inkomen: onbekend;2010;0;0.0
685;Snorfiets;Drie of meer voertuigen;Gestandaardiseerd inkomen: onbekend;2011;0;0.0
686;Snorfiets;Drie of meer voertuigen;Gestandaardiseerd inkomen: onbekend;2012;0;0.0
687;Snorfiets;Drie of meer voertuigen;Gestandaardiseerd inkomen: onbekend;2013;0;0.0
688;Snorfiets;Drie of meer voertuigen;Gestandaardiseerd inkomen: onbekend;2014;0;0.0
689;Snorfiets;Drie of meer voertuigen;Gestandaardiseerd inkomen: onbekend;2015;0;0.0
690;Snorfiets;Drie of meer voertuigen;Bron: 2 Inkomen uit eigen onderneming;2010;1400;0.2
691;Snorfiets;Drie of meer voertuigen;Bron: 2 Inkomen uit eigen onderneming;2011;1700;0.2
692;Snorfiets;Drie of meer voertuigen;Bron: 2 Inkomen uit eigen onderneming;2012;2000;0.2
693;Snorfiets;Drie of meer voertuigen;Bron: 2 Inkomen uit eigen onderneming;2013;2200;0.2
694;Snorfiets;Drie of meer voertuigen;Bron: 2 Inkomen uit eigen onderneming;2014;2300;0.3
695;Snorfiets;Drie of meer voertuigen;Bron: 2 Inkomen uit eigen onderneming;2015;2400;0.3
696;Snorfiets;Drie of meer voertuigen;Bron: 3 Overdrachtsinkomen;2010;1800;0.1
697;Snorfiets;Drie of meer voertuigen;Bron: 3 Overdrachtsinkomen;2011;2200;0.1
698;Snorfiets;Drie of meer voertuigen;Bron: 3 Overdrachtsinkomen;2012;2200;0.1
699;Snorfiets;Drie of meer voertuigen;Bron: 3 Overdrachtsinkomen;2013;2400;0.1
700;Snorfiets;Drie of meer voertuigen;Bron: 3 Overdrachtsinkomen;2014;2600;0.1
701;Snorfiets;Drie of meer voertuigen;Bron: 3 Overdrachtsinkomen;2015;2700;0.1
702;Snorfiets;Drie of meer voertuigen;Bron: 31 Uitkering inkomensverzekering;2010;1600;0.1
703;Snorfiets;Drie of meer voertuigen;Bron: 31 Uitkering inkomensverzekering;2011;2000;0.1
704;Snorfiets;Drie of meer voertuigen;Bron: 31 Uitkering inkomensverzekering;2012;2000;0.1
705;Snorfiets;Drie of meer voertuigen;Bron: 31 Uitkering inkomensverzekering;2013;2100;0.1
706;Snorfiets;Drie of meer voertuigen;Bron: 31 Uitkering inkomensverzekering;2014;2300;0.1
707;Snorfiets;Drie of meer voertuigen;Bron: 31 Uitkering inkomensverzekering;2015;2300;0.1
708;Snorfiets;Drie of meer voertuigen;Bron: 32 Uitkering sociale voorziening;2010;200;0.0
709;Snorfiets;Drie of meer voertuigen;Bron: 32 Uitkering sociale voorziening;2011;300;0.1
710;Snorfiets;Drie of meer voertuigen;Bron: 32 Uitkering sociale voorziening;2012;300;0.1
711;Snorfiets;Drie of meer voertuigen;Bron: 32 Uitkering sociale voorziening;2013;300;0.1
712;Snorfiets;Drie of meer voertuigen;Bron: 32 Uitkering sociale voorziening;2014;300;0.1
713;Snorfiets;Drie of meer voertuigen;Bron: 32 Uitkering sociale voorziening;2015;300;0.1
714;Snorfiets;Drie of meer voertuigen;Bron: 33 Overig overdrachtsinkomen;2010;0;0.0
715;Snorfiets;Drie of meer voertuigen;Bron: 33 Overig overdrachtsinkomen;2011;0;0.0
716;Snorfiets;Drie of meer voertuigen;Bron: 33 Overig overdrachtsinkomen;2012;0;0.0
717;Snorfiets;Drie of meer voertuigen;Bron: 33 Overig overdrachtsinkomen;2013;0;0.0
718;Snorfiets;Drie of meer voertuigen;Bron: 33 Overig overdrachtsinkomen;2014;0;0.0
719;Snorfiets;Drie of meer voertuigen;Bron: 33 Overig overdrachtsinkomen;2015;0;0.0
720;Snorfiets;Drie of meer voertuigen;Bron: 4 Zonder bekend inkomen;2010;0;0.0
721;Snorfiets;Drie of meer voertuigen;Bron: 4 Zonder bekend inkomen;2011;0;0.0
722;Snorfiets;Drie of meer voertuigen;Bron: 4 Zonder bekend inkomen;2012;0;0.0
723;Snorfiets;Drie of meer voertuigen;Bron: 4 Zonder bekend inkomen;2013;0;0.0
724;Snorfiets;Drie of meer voertuigen;Bron: 4 Zonder bekend inkomen;2014;0;0.0
725;Snorfiets;Drie of meer voertuigen;Bron: 4 Zonder bekend inkomen;2015;0;0.0
726;Snorfiets;Drie of meer voertuigen;Bron: 1 Inkomen uit arbeid;2010;3900;0.1
727;Snorfiets;Drie of meer voertuigen;Bron: 1 Inkomen uit arbeid;2011;4700;0.1
728;Snorfiets;Drie of meer voertuigen;Bron: 1 Inkomen uit arbeid;2012;5000;0.1
729;Snorfiets;Drie of meer voertuigen;Bron: 1 Inkomen uit arbeid;2013;5200;0.1
730;Snorfiets;Drie of meer voertuigen;Bron: 1 Inkomen uit arbeid;2014;5300;0.1
731;Snorfiets;Drie of meer voertuigen;Bron: 1 Inkomen uit arbeid;2015;5600;0.1
732;Snorfiets;Drie of meer voertuigen;Stedelijkheid: zeer sterk stedelijk;2010;1200;0.1
733;Snorfiets;Drie of meer voertuigen;Stedelijkheid: zeer sterk stedelijk;2011;1500;0.1
734;Snorfiets;Drie of meer voertuigen;Stedelijkheid: zeer sterk stedelijk;2012;1700;0.1
735;Snorfiets;Drie of meer voertuigen;Stedelijkheid: zeer sterk stedelijk;2013;1800;0.1
736;Snorfiets;Drie of meer voertuigen;Stedelijkheid: zeer sterk stedelijk;2014;1900;0.1
737;Snorfiets;Drie of meer voertuigen;Stedelijkheid: zeer sterk stedelijk;2015;2200;0.1
738;Snorfiets;Drie of meer voertuigen;Stedelijkheid: sterk stedelijk;2010;2300;0.1
739;Snorfiets;Drie of meer voertuigen;Stedelijkheid: sterk stedelijk;2011;2900;0.1
740;Snorfiets;Drie of meer voertuigen;Stedelijkheid: sterk stedelijk;2012;3000;0.1
741;Snorfiets;Drie of meer voertuigen;Stedelijkheid: sterk stedelijk;2013;3200;0.1
742;Snorfiets;Drie of meer voertuigen;Stedelijkheid: sterk stedelijk;2014;3300;0.2
743;Snorfiets;Drie of meer voertuigen;Stedelijkheid: sterk stedelijk;2015;3800;0.2
744;Snorfiets;Drie of meer voertuigen;Stedelijkheid: matig stedelijk;2010;1300;0.1
745;Snorfiets;Drie of meer voertuigen;Stedelijkheid: matig stedelijk;2011;1600;0.1
746;Snorfiets;Drie of meer voertuigen;Stedelijkheid: matig stedelijk;2012;1800;0.1
747;Snorfiets;Drie of meer voertuigen;Stedelijkheid: matig stedelijk;2013;1900;0.1
748;Snorfiets;Drie of meer voertuigen;Stedelijkheid: matig stedelijk;2014;2000;0.1
749;Snorfiets;Drie of meer voertuigen;Stedelijkheid: matig stedelijk;2015;1800;0.1
750;Snorfiets;Drie of meer voertuigen;Stedelijkheid: Weinig stedelijk;2010;1500;0.1
751;Snorfiets;Drie of meer voertuigen;Stedelijkheid: Weinig stedelijk;2011;1900;0.1
752;Snorfiets;Drie of meer voertuigen;Stedelijkheid: Weinig stedelijk;2012;1900;0.1
753;Snorfiets;Drie of meer voertuigen;Stedelijkheid: Weinig stedelijk;2013;2100;0.1
754;Snorfiets;Drie of meer voertuigen;Stedelijkheid: Weinig stedelijk;2014;2100;0.1
755;Snorfiets;Drie of meer voertuigen;Stedelijkheid: Weinig stedelijk;2015;2100;0.1
756;Snorfiets;Drie of meer voertuigen;Stedelijkheid: niet stedelijk;2010;700;0.1
757;Snorfiets;Drie of meer voertuigen;Stedelijkheid: niet stedelijk;2011;800;0.1
758;Snorfiets;Drie of meer voertuigen;Stedelijkheid: niet stedelijk;2012;900;0.1
759;Snorfiets;Drie of meer voertuigen;Stedelijkheid: niet stedelijk;2013;900;0.1
760;Snorfiets;Drie of meer voertuigen;Stedelijkheid: niet stedelijk;2014;900;0.1
761;Snorfiets;Drie of meer voertuigen;Stedelijkheid: niet stedelijk;2015;800;0.1
762;Snorfiets;Drie of meer voertuigen;Stedelijkheid: onbekend;2010;0;0.0
763;Snorfiets;Drie of meer voertuigen;Stedelijkheid: onbekend;2011;0;0.0
764;Snorfiets;Drie of meer voertuigen;Stedelijkheid: onbekend;2012;0;0.1
765;Snorfiets;Drie of meer voertuigen;Stedelijkheid: onbekend;2013;0;0.2
766;Snorfiets;Drie of meer voertuigen;Stedelijkheid: onbekend;2014;0;0.0
767;Snorfiets;Drie of meer voertuigen;Stedelijkheid: onbekend;2015;0;0.0
768;Bromfiets;Minimaal één voertuig;Particuliere huishoudens;2010;376500;5.1
769;Bromfiets;Minimaal één voertuig;Particuliere huishoudens;2011;386600;5.2
770;Bromfiets;Minimaal één voertuig;Particuliere huishoudens;2012;381000;5.1
771;Bromfiets;Minimaal één voertuig;Particuliere huishoudens;2013;373100;4.9
772;Bromfiets;Minimaal één voertuig;Particuliere huishoudens;2014;364000;4.8
773;Bromfiets;Minimaal één voertuig;Particuliere huishoudens;2015;358800;4.7
774;Bromfiets;Minimaal één voertuig;Type: Eenpersoonshuishouden;2010;60800;2.3
775;Bromfiets;Minimaal één voertuig;Type: Eenpersoonshuishouden;2011;64300;2.4
776;Bromfiets;Minimaal één voertuig;Type: Eenpersoonshuishouden;2012;67700;2.4
777;Bromfiets;Minimaal één voertuig;Type: Eenpersoonshuishouden;2013;70000;2.5
778;Bromfiets;Minimaal één voertuig;Type: Eenpersoonshuishouden;2014;71100;2.5
779;Bromfiets;Minimaal één voertuig;Type: Eenpersoonshuishouden;2015;72300;2.5
780;Bromfiets;Minimaal één voertuig;Type: Meerpersoonshuishouden;2010;315700;6.7
781;Bromfiets;Minimaal één voertuig;Type: Meerpersoonshuishouden;2011;322200;6.8
782;Bromfiets;Minimaal één voertuig;Type: Meerpersoonshuishouden;2012;313300;6.6
783;Bromfiets;Minimaal één voertuig;Type: Meerpersoonshuishouden;2013;303100;6.4
784;Bromfiets;Minimaal één voertuig;Type: Meerpersoonshuishouden;2014;292800;6.1
785;Bromfiets;Minimaal één voertuig;Type: Meerpersoonshuishouden;2015;286400;6.0
786;Bromfiets;Minimaal één voertuig;Type: Eenoudergezin;2010;35000;7.6
787;Bromfiets;Minimaal één voertuig;Type: Eenoudergezin;2011;37300;7.6
788;Bromfiets;Minimaal één voertuig;Type: Eenoudergezin;2012;36100;7.1
789;Bromfiets;Minimaal één voertuig;Type: Eenoudergezin;2013;33600;6.5
790;Bromfiets;Minimaal één voertuig;Type: Eenoudergezin;2014;32100;6.0
791;Bromfiets;Minimaal één voertuig;Type: Eenoudergezin;2015;31300;5.8
792;Bromfiets;Minimaal één voertuig;Type: Paar, totaal;2010;275100;6.6
793;Bromfiets;Minimaal één voertuig;Type: Paar, totaal;2011;280500;6.7
794;Bromfiets;Minimaal één voertuig;Type: Paar, totaal;2012;272700;6.5
795;Bromfiets;Minimaal één voertuig;Type: Paar, totaal;2013;265100;6.3
796;Bromfiets;Minimaal één voertuig;Type: Paar, totaal;2014;256500;6.1
797;Bromfiets;Minimaal één voertuig;Type: Paar, totaal;2015;250700;6.0
798;Bromfiets;Minimaal één voertuig;Type: Paar, met kind(eren);2010;199000;10.0
799;Bromfiets;Minimaal één voertuig;Type: Paar, met kind(eren);2011;204100;10.0
800;Bromfiets;Minimaal één voertuig;Type: Paar, met kind(eren);2012;194600;9.5
801;Bromfiets;Minimaal één voertuig;Type: Paar, met kind(eren);2013;184400;9.0
802;Bromfiets;Minimaal één voertuig;Type: Paar, met kind(eren);2014;174400;8.6
803;Bromfiets;Minimaal één voertuig;Type: Paar, met kind(eren);2015;167900;8.3
804;Bromfiets;Minimaal één voertuig;Type: Paar, zonder kind;2010;76200;3.5
805;Bromfiets;Minimaal één voertuig;Type: Paar, zonder kind;2011;76400;3.6
806;Bromfiets;Minimaal één voertuig;Type: Paar, zonder kind;2012;78100;3.6
807;Bromfiets;Minimaal één voertuig;Type: Paar, zonder kind;2013;80700;3.7
808;Bromfiets;Minimaal één voertuig;Type: Paar, zonder kind;2014;82100;3.8
809;Bromfiets;Minimaal één voertuig;Type: Paar, zonder kind;2015;82800;3.8
810;Bromfiets;Minimaal één voertuig;Type: Meerpersoonshuishouden, overig;2010;5600;6.9
811;Bromfiets;Minimaal één voertuig;Type: Meerpersoonshuishouden, overig;2011;4500;8.0
812;Bromfiets;Minimaal één voertuig;Type: Meerpersoonshuishouden, overig;2012;4500;8.0
813;Bromfiets;Minimaal één voertuig;Type: Meerpersoonshuishouden, overig;2013;4400;8.0
814;Bromfiets;Minimaal één voertuig;Type: Meerpersoonshuishouden, overig;2014;4300;7.9
815;Bromfiets;Minimaal één voertuig;Type: Meerpersoonshuishouden, overig;2015;4400;8.1
816;Bromfiets;Minimaal één voertuig;Huishoudensgrootte: 1 persoon;2010;60800;2.3
817;Bromfiets;Minimaal één voertuig;Huishoudensgrootte: 1 persoon;2011;64400;2.4
818;Bromfiets;Minimaal één voertuig;Huishoudensgrootte: 1 persoon;2012;67700;2.4
819;Bromfiets;Minimaal één voertuig;Huishoudensgrootte: 1 persoon;2013;70000;2.5
820;Bromfiets;Minimaal één voertuig;Huishoudensgrootte: 1 persoon;2014;71100;2.5
821;Bromfiets;Minimaal één voertuig;Huishoudensgrootte: 1 persoon;2015;72400;2.5
822;Bromfiets;Minimaal één voertuig;Huishoudensgrootte: 2 personen;2010;88200;3.7
823;Bromfiets;Minimaal één voertuig;Huishoudensgrootte: 2 personen;2011;95400;3.9
824;Bromfiets;Minimaal één voertuig;Huishoudensgrootte: 2 personen;2012;97200;4.0
825;Bromfiets;Minimaal één voertuig;Huishoudensgrootte: 2 personen;2013;99200;4.0
826;Bromfiets;Minimaal één voertuig;Huishoudensgrootte: 2 personen;2014;100200;4.0
827;Bromfiets;Minimaal één voertuig;Huishoudensgrootte: 2 personen;2015;100700;4.0
828;Bromfiets;Minimaal één voertuig;Huishoudensgrootte: 3 personen;2010;76500;8.4
829;Bromfiets;Minimaal één voertuig;Huishoudensgrootte: 3 personen;2011;78700;8.7
830;Bromfiets;Minimaal één voertuig;Huishoudensgrootte: 3 personen;2012;77400;8.5
831;Bromfiets;Minimaal één voertuig;Huishoudensgrootte: 3 personen;2013;75500;8.3
832;Bromfiets;Minimaal één voertuig;Huishoudensgrootte: 3 personen;2014;73900;8.0
833;Bromfiets;Minimaal één voertuig;Huishoudensgrootte: 3 personen;2015;71900;7.8
834;Bromfiets;Minimaal één voertuig;Huishoudensgrootte: 4 personen;2010;98700;10.2
835;Bromfiets;Minimaal één voertuig;Huishoudensgrootte: 4 personen;2011;98100;10.1
836;Bromfiets;Minimaal één voertuig;Huishoudensgrootte: 4 personen;2012;92900;9.6
837;Bromfiets;Minimaal één voertuig;Huishoudensgrootte: 4 personen;2013;86600;9.0
838;Bromfiets;Minimaal één voertuig;Huishoudensgrootte: 4 personen;2014;80800;8.4
839;Bromfiets;Minimaal één voertuig;Huishoudensgrootte: 4 personen;2015;77500;8.1
840;Bromfiets;Minimaal één voertuig;Huishoudensgrootte: 5 of meer personen;2010;52300;12.1
841;Bromfiets;Minimaal één voertuig;Huishoudensgrootte: 5 of meer personen;2011;50000;11.9
842;Bromfiets;Minimaal één voertuig;Huishoudensgrootte: 5 of meer personen;2012;45800;11.0
843;Bromfiets;Minimaal één voertuig;Huishoudensgrootte: 5 of meer personen;2013;41700;10.2
844;Bromfiets;Minimaal één voertuig;Huishoudensgrootte: 5 of meer personen;2014;37900;9.4
845;Bromfiets;Minimaal één voertuig;Huishoudensgrootte: 5 of meer personen;2015;36300;9.1
846;Bromfiets;Minimaal één voertuig;Gestandaardiseerd inkomen: 1e 20%-groep;2010;58300;4.2
847;Bromfiets;Minimaal één voertuig;Gestandaardiseerd inkomen: 1e 20%-groep;2011;60100;4.3
848;Bromfiets;Minimaal één voertuig;Gestandaardiseerd inkomen: 1e 20%-groep;2012;59800;4.3
849;Bromfiets;Minimaal één voertuig;Gestandaardiseerd inkomen: 1e 20%-groep;2013;61000;4.3
850;Bromfiets;Minimaal één voertuig;Gestandaardiseerd inkomen: 1e 20%-groep;2014;59900;4.3
851;Bromfiets;Minimaal één voertuig;Gestandaardiseerd inkomen: 1e 20%-groep;2015;58800;4.1
852;Bromfiets;Minimaal één voertuig;Gestandaardiseerd inkomen: 2e 20%-groep;2010;66200;4.6
853;Bromfiets;Minimaal één voertuig;Gestandaardiseerd inkomen: 2e 20%-groep;2011;67100;4.6
854;Bromfiets;Minimaal één voertuig;Gestandaardiseerd inkomen: 2e 20%-groep;2012;65200;4.4
855;Bromfiets;Minimaal één voertuig;Gestandaardiseerd inkomen: 2e 20%-groep;2013;65100;4.4
856;Bromfiets;Minimaal één voertuig;Gestandaardiseerd inkomen: 2e 20%-groep;2014;62700;4.2
857;Bromfiets;Minimaal één voertuig;Gestandaardiseerd inkomen: 2e 20%-groep;2015;61600;4.1
858;Bromfiets;Minimaal één voertuig;Gestandaardiseerd inkomen: 3e 20%-groep;2010;84500;5.7
859;Bromfiets;Minimaal één voertuig;Gestandaardiseerd inkomen: 3e 20%-groep;2011;85700;5.8
860;Bromfiets;Minimaal één voertuig;Gestandaardiseerd inkomen: 3e 20%-groep;2012;83500;5.6
861;Bromfiets;Minimaal één voertuig;Gestandaardiseerd inkomen: 3e 20%-groep;2013;81700;5.4
862;Bromfiets;Minimaal één voertuig;Gestandaardiseerd inkomen: 3e 20%-groep;2014;79400;5.2
863;Bromfiets;Minimaal één voertuig;Gestandaardiseerd inkomen: 3e 20%-groep;2015;78600;5.1
864;Bromfiets;Minimaal één voertuig;Gestandaardiseerd inkomen: 4e 20%-groep;2010;91300;6.2
865;Bromfiets;Minimaal één voertuig;Gestandaardiseerd inkomen: 4e 20%-groep;2011;93200;6.2
