ID;BestemmingEnSeizoen;Vakantiekenmerken;Marges;Perioden;TotaalNederlanders_1;PercentageNederlanders_2;TotaalVakanties_3;GemiddeldPerNederlander_4;GemiddeldPerDeelnemer_5;TotaalVakantiedagen_6;GemiddeldPerNederlander_7;GemiddeldPerDeelnemer_8;GemiddeldPerVakantie_9;TotaalOvernachtingen_10;GemiddeldPerNederlander_11;GemiddeldPerDeelnemer_12;GemiddeldPerVakantie_13;TotaalVakantieUitgaven_14;GemiddeldPerNederlander_15;GemiddeldPerDeelnemer_16;GemiddeldPerPersoonPerVakantie_17;GemiddeldPerPersoonPerVakantiedag_18
99;Totaal vakanties;Organisatie: alleen accommodatie;Waarde;2021;8562.0;58.9;17825.0;1.2;2.1;121.6;8.4;14.2;6.8;103.8;7.1;12.1;5.8;7282.0;501.0;850.0;409.0;60.0
100;Totaal vakanties;Organisatie: alleen accommodatie;Waarde;2022;9233.0;63.1;20506.0;1.4;2.2;149.8;10.2;16.2;7.3;129.3;8.8;14.0;6.3;8935.0;610.0;968.0;436.0;60.0
101;Totaal vakanties;Organisatie: alleen accommodatie;Waarde;2023;9474.0;63.8;21203.0;1.4;2.2;152.8;10.3;16.1;7.2;131.6;8.9;13.9;6.2;9703.0;654.0;1024.0;458.0;63.0
102;Totaal vakanties;Organisatie: alleen accommodatie;Ondergrens 95%-interval;2021;8359.0;57.7;17306.0;1.2;2.0;117.8;8.1;13.9;;100.4;6.9;11.8;;7043.0;485.0;829.0;;
103;Totaal vakanties;Organisatie: alleen accommodatie;Ondergrens 95%-interval;2022;9027.0;61.9;19958.0;1.4;2.2;145.4;9.9;15.9;;125.3;8.6;13.7;;8665.0;592.0;944.0;;
104;Totaal vakanties;Organisatie: alleen accommodatie;Ondergrens 95%-interval;2023;9150.0;62.2;20369.0;1.4;2.2;146.1;9.9;15.6;;125.6;8.5;13.4;;9285.0;628.0;989.0;;
105;Totaal vakanties;Organisatie: alleen accommodatie;Bovengrens 95%-interval;2021;8765.0;60.1;18344.0;1.3;2.1;125.4;8.6;14.5;;107.1;7.4;12.4;;7520.0;517.0;872.0;;
106;Totaal vakanties;Organisatie: alleen accommodatie;Bovengrens 95%-interval;2022;9440.0;64.2;21053.0;1.4;2.3;154.3;10.5;16.6;;133.4;9.1;14.4;;9205.0;628.0;992.0;;
107;Totaal vakanties;Organisatie: alleen accommodatie;Bovengrens 95%-interval;2023;9797.0;65.4;22037.0;1.5;2.3;159.5;10.7;16.7;;137.7;9.2;14.4;;10121.0;680.0;1059.0;;
108;Totaal vakanties;Organisatie: alleen vervoer;Waarde;2021;1160.0;8.0;1613.0;0.1;1.4;16.9;1.2;14.6;10.5;15.3;1.1;13.2;9.5;783.0;54.0;676.0;486.0;46.0
109;Totaal vakanties;Organisatie: alleen vervoer;Waarde;2022;1151.0;7.9;1440.0;0.1;1.3;16.0;1.1;13.9;11.1;14.5;1.0;12.6;10.1;845.0;58.0;734.0;587.0;53.0
110;Totaal vakanties;Organisatie: alleen vervoer;Waarde;2023;1192.0;8.0;1606.0;0.1;1.3;19.1;1.3;16.0;11.9;17.5;1.2;14.7;10.9;896.0;60.0;752.0;558.0;47.0
111;Totaal vakanties;Organisatie: alleen vervoer;Ondergrens 95%-interval;2021;1048.0;7.3;1420.0;0.1;1.3;14.5;1.0;13.2;;13.1;0.9;11.8;;652.0;45.0;584.0;;
112;Totaal vakanties;Organisatie: alleen vervoer;Ondergrens 95%-interval;2022;1041.0;7.2;1281.0;0.1;1.2;13.7;0.9;12.4;;12.4;0.8;11.2;;710.0;49.0;635.0;;
113;Totaal vakanties;Organisatie: alleen vervoer;Ondergrens 95%-interval;2023;1016.0;7.0;1276.0;0.1;1.2;11.7;0.8;10.9;;10.3;0.7;9.6;;736.0;50.0;654.0;;
114;Totaal vakanties;Organisatie: alleen vervoer;Bovengrens 95%-interval;2021;1271.0;8.8;1806.0;0.1;1.5;19.4;1.3;16.1;;17.6;1.2;14.7;;915.0;63.0;767.0;;
115;Totaal vakanties;Organisatie: alleen vervoer;Bovengrens 95%-interval;2022;1262.0;8.6;1598.0;0.1;1.3;18.2;1.2;15.3;;16.7;1.1;14.1;;980.0;67.0;832.0;;
116;Totaal vakanties;Organisatie: alleen vervoer;Bovengrens 95%-interval;2023;1368.0;9.2;1937.0;0.1;1.5;26.5;1.8;21.2;;24.7;1.7;19.8;;1056.0;71.0;850.0;;
117;Totaal vakanties;Organisatie: op de bonnefooi;Waarde;2021;2805.0;19.3;4248.0;0.3;1.5;36.2;2.5;12.9;8.5;31.9;2.2;11.4;7.5;770.0;53.0;275.0;181.0;21.0
118;Totaal vakanties;Organisatie: op de bonnefooi;Waarde;2022;2504.0;17.1;3812.0;0.3;1.5;33.5;2.3;13.4;8.8;29.7;2.0;11.8;7.8;1022.0;70.0;408.0;268.0;31.0
119;Totaal vakanties;Organisatie: op de bonnefooi;Waarde;2023;2611.0;17.6;3844.0;0.3;1.5;34.3;2.3;13.2;8.9;30.5;2.1;11.7;7.9;1022.0;69.0;392.0;266.0;30.0
120;Totaal vakanties;Organisatie: op de bonnefooi;Ondergrens 95%-interval;2021;2664.0;18.4;3987.0;0.3;1.5;33.7;2.3;12.2;;29.6;2.0;10.7;;711.0;49.0;257.0;;
121;Totaal vakanties;Organisatie: op de bonnefooi;Ondergrens 95%-interval;2022;2373.0;16.3;3555.0;0.2;1.5;31.2;2.1;12.6;;27.5;1.9;11.1;;945.0;65.0;381.0;;
122;Totaal vakanties;Organisatie: op de bonnefooi;Ondergrens 95%-interval;2023;2408.0;16.4;3505.0;0.2;1.4;30.8;2.1;12.0;;27.2;1.8;10.6;;923.0;62.0;357.0;;
123;Totaal vakanties;Organisatie: op de bonnefooi;Bovengrens 95%-interval;2021;2946.0;20.3;4509.0;0.3;1.6;38.7;2.7;13.6;;34.3;2.4;12.1;;830.0;57.0;292.0;;
124;Totaal vakanties;Organisatie: op de bonnefooi;Bovengrens 95%-interval;2022;2636.0;18.0;4069.0;0.3;1.6;35.8;2.4;14.1;;31.8;2.2;12.6;;1100.0;75.0;436.0;;
