ID;BestemmingEnSeizoen;Vakantiekenmerken;Marges;Perioden;TotaalNederlanders_1;PercentageNederlanders_2;TotaalVakanties_3;GemiddeldPerNederlander_4;GemiddeldPerDeelnemer_5;TotaalVakantiedagen_6;GemiddeldPerNederlander_7;GemiddeldPerDeelnemer_8;GemiddeldPerVakantie_9;TotaalOvernachtingen_10;GemiddeldPerNederlander_11;GemiddeldPerDeelnemer_12;GemiddeldPerVakantie_13;TotaalVakantieUitgaven_14;GemiddeldPerNederlander_15;GemiddeldPerDeelnemer_16;GemiddeldPerPersoonPerVakantie_17;GemiddeldPerPersoonPerVakantiedag_18
0;Totaal vakanties;Totaal vakanties;Waarde;2021;11144.0;76.7;31685.0;2.2;2.8;236.9;16.3;21.3;7.5;205.2;14.1;18.4;6.5;14133.0;973.0;1268.0;446.0;60.0
1;Totaal vakanties;Totaal vakanties;Waarde;2022;11683.0;79.8;35933.0;2.5;3.1;301.3;20.6;25.8;8.4;265.4;18.1;22.7;7.4;20508.0;1401.0;1755.0;571.0;68.0
2;Totaal vakanties;Totaal vakanties;Waarde;2023;11991.0;80.8;37554.0;2.5;3.1;317.2;21.4;26.5;8.4;279.6;18.8;23.3;7.4;22835.0;1539.0;1904.0;608.0;72.0
3;Totaal vakanties;Totaal vakanties;Ondergrens 95%-interval;2021;10927.0;75.7;30774.0;2.1;2.8;230.2;15.9;20.8;;199.2;13.8;18.0;;13675.0;944.0;1234.0;;
4;Totaal vakanties;Totaal vakanties;Ondergrens 95%-interval;2022;11457.0;78.9;34993.0;2.4;3.0;293.4;20.1;25.3;;258.2;17.7;22.2;;19896.0;1363.0;1712.0;;
5;Totaal vakanties;Totaal vakanties;Ondergrens 95%-interval;2023;11633.0;79.5;36052.0;2.5;3.0;299.1;20.3;25.2;;262.7;17.8;22.1;;21836.0;1481.0;1838.0;;
6;Totaal vakanties;Totaal vakanties;Bovengrens 95%-interval;2021;11362.0;77.7;32597.0;2.2;2.9;243.6;16.7;21.7;;211.2;14.5;18.8;;14591.0;1002.0;1302.0;;
7;Totaal vakanties;Totaal vakanties;Bovengrens 95%-interval;2022;11910.0;80.7;36873.0;2.5;3.1;309.2;21.0;26.3;;272.6;18.6;23.2;;21120.0;1439.0;1799.0;;
8;Totaal vakanties;Totaal vakanties;Bovengrens 95%-interval;2023;12348.0;82.0;39056.0;2.6;3.2;335.2;22.4;27.7;;296.5;19.8;24.5;;23835.0;1597.0;1971.0;;
9;Totaal vakanties;Accommodatie: hotel, pension, B&B;Waarde;2021;5771.0;39.7;9780.0;0.7;1.7;51.5;3.5;8.9;5.3;41.7;2.9;7.2;4.3;5326.0;367.0;923.0;545.0;104.0
10;Totaal vakanties;Accommodatie: hotel, pension, B&B;Waarde;2022;7184.0;49.1;13743.0;0.9;1.9;90.5;6.2;12.6;6.6;76.8;5.2;10.7;5.6;9542.0;652.0;1328.0;694.0;105.0
11;Totaal vakanties;Accommodatie: hotel, pension, B&B;Waarde;2023;7595.0;51.2;14470.0;1.0;1.9;97.8;6.6;12.9;6.8;83.3;5.6;11.0;5.8;10711.0;722.0;1410.0;740.0;110.0
12;Totaal vakanties;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;2021;5584.0;38.6;9407.0;0.6;1.7;49.1;3.4;8.6;;39.6;2.7;6.9;;5051.0;348.0;885.0;;
13;Totaal vakanties;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;2022;6983.0;47.9;13280.0;0.9;1.9;86.8;5.9;12.2;;73.4;5.0;10.3;;9107.0;623.0;1278.0;;
14;Totaal vakanties;Accommodatie: hotel, pension, B&B;Ondergrens 95%-interval;2023;7280.0;49.6;13759.0;0.9;1.9;91.9;6.2;12.3;;78.0;5.3;10.4;;10057.0;681.0;1340.0;;
15;Totaal vakanties;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;2021;5958.0;40.9;10152.0;0.7;1.7;53.8;3.7;9.2;;43.8;3.0;7.5;;5602.0;385.0;961.0;;
16;Totaal vakanties;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;2022;7385.0;50.2;14206.0;1.0;2.0;94.3;6.4;13.0;;80.2;5.5;11.1;;9977.0;680.0;1378.0;;
17;Totaal vakanties;Accommodatie: hotel, pension, B&B;Bovengrens 95%-interval;2023;7911.0;52.8;15182.0;1.0;2.0;103.6;6.9;13.4;;88.6;5.9;11.5;;11364.0;763.0;1480.0;;
18;Totaal vakanties;Accommodatie: vakantiehuis, stacaravan;Waarde;2021;5848.0;40.3;10751.0;0.7;1.8;81.0;5.6;13.9;7.5;70.3;4.8;12.0;6.5;4372.0;301.0;748.0;407.0;54.0
19;Totaal vakanties;Accommodatie: vakantiehuis, stacaravan;Waarde;2022;5997.0;41.0;10225.0;0.7;1.7;85.9;5.9;14.3;8.4;75.7;5.2;12.6;7.4;4588.0;313.0;765.0;449.0;53.0
20;Totaal vakanties;Accommodatie: vakantiehuis, stacaravan;Waarde;2023;6054.0;40.8;10680.0;0.7;1.8;88.4;6.0;14.6;8.3;77.8;5.2;12.8;7.3;5054.0;341.0;835.0;473.0;57.0
21;Totaal vakanties;Accommodatie: vakantiehuis, stacaravan;Ondergrens 95%-interval;2021;5658.0;39.1;10222.0;0.7;1.8;77.2;5.3;13.3;;66.8;4.6;11.5;;4142.0;286.0;716.0;;
22;Totaal vakanties;Accommodatie: vakantiehuis, stacaravan;Ondergrens 95%-interval;2022;5812.0;39.9;9833.0;0.7;1.7;82.3;5.6;13.9;;72.4;5.0;12.2;;4380.0;300.0;738.0;;
23;Totaal vakanties;Accommodatie: vakantiehuis, stacaravan;Ondergrens 95%-interval;2023;5785.0;39.2;10072.0;0.7;1.7;83.1;5.6;14.0;;72.9;4.9;12.2;;4714.0;319.0;791.0;;
24;Totaal vakanties;Accommodatie: vakantiehuis, stacaravan;Bovengrens 95%-interval;2021;6038.0;41.4;11279.0;0.8;1.9;84.9;5.8;14.4;;73.8;5.1;12.5;;4603.0;316.0;780.0;;
25;Totaal vakanties;Accommodatie: vakantiehuis, stacaravan;Bovengrens 95%-interval;2022;6182.0;42.1;10616.0;0.7;1.7;89.5;6.1;14.8;;79.0;5.4;13.0;;4795.0;327.0;792.0;;
26;Totaal vakanties;Accommodatie: vakantiehuis, stacaravan;Bovengrens 95%-interval;2023;6323.0;42.4;11288.0;0.8;1.8;93.8;6.3;15.3;;82.6;5.6;13.5;;5395.0;363.0;879.0;;
27;Totaal vakanties;Accommodatie: appartement;Waarde;2021;1419.0;9.8;1634.0;0.1;1.2;15.7;1.1;11.0;9.6;14.0;1.0;9.9;8.6;1266.0;87.0;892.0;775.0;81.0
28;Totaal vakanties;Accommodatie: appartement;Waarde;2022;2427.0;16.6;3064.0;0.2;1.3;31.5;2.1;13.0;10.3;28.4;1.9;11.7;9.3;2346.0;160.0;967.0;766.0;75.0
29;Totaal vakanties;Accommodatie: appartement;Waarde;2023;2547.0;17.2;3327.0;0.2;1.3;35.0;2.4;13.7;10.5;31.6;2.1;12.4;9.5;2597.0;175.0;1019.0;781.0;74.0
30;Totaal vakanties;Accommodatie: appartement;Ondergrens 95%-interval;2021;1312.0;9.1;1503.0;0.1;1.1;14.2;1.0;10.3;;12.6;0.9;9.2;;1151.0;79.0;839.0;;
31;Totaal vakanties;Accommodatie: appartement;Ondergrens 95%-interval;2022;2292.0;15.7;2874.0;0.2;1.2;29.1;2.0;12.3;;26.2;1.8;11.0;;2185.0;149.0;918.0;;
32;Totaal vakanties;Accommodatie: appartement;Ondergrens 95%-interval;2023;2350.0;16.0;3000.0;0.2;1.2;28.1;1.9;11.5;;25.1;1.7;10.2;;2339.0;158.0;946.0;;
33;Totaal vakanties;Accommodatie: appartement;Bovengrens 95%-interval;2021;1527.0;10.5;1764.0;0.1;1.2;17.1;1.2;11.7;;15.4;1.1;10.6;;1381.0;95.0;945.0;;
34;Totaal vakanties;Accommodatie: appartement;Bovengrens 95%-interval;2022;2563.0;17.5;3254.0;0.2;1.3;33.8;2.3;13.7;;30.6;2.1;12.4;;2508.0;171.0;1016.0;;
35;Totaal vakanties;Accommodatie: appartement;Bovengrens 95%-interval;2023;2745.0;18.5;3654.0;0.2;1.4;41.8;2.8;15.9;;38.2;2.6;14.6;;2855.0;192.0;1092.0;;
36;Totaal vakanties;Accommodatie: kampeerverblijf;Waarde;2021;2548.0;17.5;4830.0;0.3;1.9;52.3;3.6;20.5;10.8;47.4;3.3;18.6;9.8;1684.0;116.0;661.0;349.0;32.0
37;Totaal vakanties;Accommodatie: kampeerverblijf;Waarde;2022;2541.0;17.4;4283.0;0.3;1.7;56.7;3.9;22.3;13.2;52.5;3.6;20.6;12.2;2160.0;148.0;850.0;504.0;38.0
38;Totaal vakanties;Accommodatie: kampeerverblijf;Waarde;2023;2506.0;16.9;4168.0;0.3;1.7;53.9;3.6;21.5;12.9;49.8;3.4;19.9;11.9;2208.0;149.0;881.0;530.0;41.0
39;Totaal vakanties;Accommodatie: kampeerverblijf;Ondergrens 95%-interval;2021;2417.0;16.7;4487.0;0.3;1.8;49.2;3.4;19.6;;44.6;3.1;17.8;;1560.0;107.0;622.0;;
40;Totaal vakanties;Accommodatie: kampeerverblijf;Ondergrens 95%-interval;2022;2415.0;16.5;4045.0;0.3;1.6;53.7;3.7;21.4;;49.5;3.4;19.8;;2001.0;137.0;796.0;;
41;Totaal vakanties;Accommodatie: kampeerverblijf;Ondergrens 95%-interval;2023;2325.0;15.7;3851.0;0.3;1.6;49.8;3.4;20.3;;45.8;3.1;18.6;;2005.0;135.0;812.0;;
42;Totaal vakanties;Accommodatie: kampeerverblijf;Bovengrens 95%-interval;2021;2680.0;18.4;5173.0;0.4;2.0;55.3;3.8;21.4;;50.3;3.5;19.4;;1808.0;124.0;700.0;;
43;Totaal vakanties;Accommodatie: kampeerverblijf;Bovengrens 95%-interval;2022;2667.0;18.2;4520.0;0.3;1.7;59.8;4.1;23.2;;55.4;3.8;21.5;;2319.0;158.0;904.0;;
44;Totaal vakanties;Accommodatie: kampeerverblijf;Bovengrens 95%-interval;2023;2687.0;18.1;4485.0;0.3;1.7;58.1;3.9;22.7;;53.7;3.6;21.1;;2410.0;162.0;950.0;;
45;Totaal vakanties;Accommodatie: particulier (alle);Waarde;2021;2353.0;16.2;3417.0;0.2;1.5;27.5;1.9;11.7;8.1;24.1;1.7;10.3;7.1;1041.0;72.0;443.0;305.0;38.0
46;Totaal vakanties;Accommodatie: particulier (alle);Waarde;2022;2341.0;16.0;3443.0;0.2;1.5;25.8;1.8;11.0;7.5;22.3;1.5;9.5;6.5;1175.0;80.0;502.0;341.0;46.0
47;Totaal vakanties;Accommodatie: particulier (alle);Waarde;2023;2432.0;16.4;3474.0;0.2;1.4;26.9;1.8;11.1;7.7;23.4;1.6;9.6;6.7;1135.0;76.0;466.0;327.0;42.0
48;Totaal vakanties;Accommodatie: particulier (alle);Ondergrens 95%-interval;2021;2207.0;15.3;3148.0;0.2;1.4;24.7;1.7;10.8;;21.5;1.5;9.4;;906.0;63.0;394.0;;
49;Totaal vakanties;Accommodatie: particulier (alle);Ondergrens 95%-interval;2022;2195.0;15.1;3164.0;0.2;1.4;23.3;1.6;10.2;;20.0;1.4;8.8;;1018.0;70.0;443.0;;
50;Totaal vakanties;Accommodatie: particulier (alle);Ondergrens 95%-interval;2023;2199.0;15.0;3059.0;0.2;1.3;22.6;1.5;9.8;;19.4;1.3;8.4;;921.0;62.0;392.0;;
51;Totaal vakanties;Accommodatie: particulier (alle);Bovengrens 95%-interval;2021;2498.0;17.2;3687.0;0.3;1.5;30.3;2.1;12.6;;26.8;1.8;11.1;;1176.0;81.0;491.0;;
52;Totaal vakanties;Accommodatie: particulier (alle);Bovengrens 95%-interval;2022;2486.0;16.9;3722.0;0.3;1.5;28.2;1.9;11.8;;24.6;1.7;10.3;;1333.0;91.0;561.0;;
53;Totaal vakanties;Accommodatie: particulier (alle);Bovengrens 95%-interval;2023;2666.0;17.9;3888.0;0.3;1.5;31.2;2.1;12.4;;27.5;1.8;10.9;;1348.0;90.0;541.0;;
54;Totaal vakanties;Accommodatie: overig, onbekend;Waarde;2021;820.0;5.6;1274.0;0.1;1.6;8.9;0.6;10.9;7.0;7.7;0.5;9.3;6.0;443.0;31.0;540.0;348.0;50.0
55;Totaal vakanties;Accommodatie: overig, onbekend;Waarde;2022;908.0;6.2;1175.0;0.1;1.3;10.9;0.7;12.0;9.3;9.7;0.7;10.7;8.3;697.0;48.0;767.0;593.0;64.0
56;Totaal vakanties;Accommodatie: overig, onbekend;Waarde;2023;1104.0;7.4;1436.0;0.1;1.3;15.2;1.0;13.7;10.6;13.7;0.9;12.4;9.6;1132.0;76.0;1025.0;788.0;75.0
57;Totaal vakanties;Accommodatie: overig, onbekend;Ondergrens 95%-interval;2021;737.0;5.1;1096.0;0.1;1.4;7.5;0.5;9.4;;6.3;0.4;7.9;;343.0;24.0;430.0;;
58;Totaal vakanties;Accommodatie: overig, onbekend;Ondergrens 95%-interval;2022;825.0;5.7;1059.0;0.1;1.2;9.5;0.6;10.8;;8.4;0.6;9.5;;589.0;40.0;665.0;;
59;Totaal vakanties;Accommodatie: overig, onbekend;Ondergrens 95%-interval;2023;955.0;6.5;1236.0;0.1;1.2;10.2;0.7;10.1;;8.9;0.6;8.8;;864.0;58.0;835.0;;
60;Totaal vakanties;Accommodatie: overig, onbekend;Bovengrens 95%-interval;2021;903.0;6.2;1453.0;0.1;1.7;10.4;0.7;12.4;;9.0;0.6;10.7;;543.0;37.0;651.0;;
61;Totaal vakanties;Accommodatie: overig, onbekend;Bovengrens 95%-interval;2022;992.0;6.8;1292.0;0.1;1.4;12.3;0.8;13.2;;11.1;0.8;11.9;;804.0;55.0;869.0;;
62;Totaal vakanties;Accommodatie: overig, onbekend;Bovengrens 95%-interval;2023;1254.0;8.5;1636.0;0.1;1.4;20.1;1.3;17.3;;18.6;1.2;16.0;;1400.0;94.0;1214.0;;
63;Totaal vakanties;Organisatie: eigen recreatieve accom.;Waarde;2021;591.0;4.1;3096.0;0.2;5.2;21.7;1.5;36.7;7.0;18.6;1.3;31.5;6.0;805.0;55.0;1363.0;260.0;37.0
64;Totaal vakanties;Organisatie: eigen recreatieve accom.;Waarde;2022;491.0;3.4;1303.0;0.1;2.7;15.5;1.1;31.5;11.9;14.2;1.0;28.8;10.9;344.0;24.0;700.0;264.0;22.0
65;Totaal vakanties;Organisatie: eigen recreatieve accom.;Waarde;2023;492.0;3.3;1351.0;0.1;2.7;15.7;1.1;32.0;11.6;14.4;1.0;29.2;10.6;366.0;25.0;744.0;271.0;23.0
66;Totaal vakanties;Organisatie: eigen recreatieve accom.;Ondergrens 95%-interval;2021;525.0;3.6;2609.0;0.2;4.6;18.7;1.3;33.0;;15.9;1.1;28.1;;645.0;44.0;1124.0;;
67;Totaal vakanties;Organisatie: eigen recreatieve accom.;Ondergrens 95%-interval;2022;439.0;3.0;1130.0;0.1;2.4;13.6;0.9;28.9;;12.4;0.8;26.3;;295.0;20.0;629.0;;
68;Totaal vakanties;Organisatie: eigen recreatieve accom.;Ondergrens 95%-interval;2023;406.0;2.8;1068.0;0.1;2.2;13.0;0.9;27.3;;11.9;0.8;24.9;;294.0;20.0;637.0;;
69;Totaal vakanties;Organisatie: eigen recreatieve accom.;Bovengrens 95%-interval;2021;657.0;4.5;3582.0;0.2;5.9;24.8;1.7;40.5;;21.3;1.5;34.9;;966.0;66.0;1602.0;;
70;Totaal vakanties;Organisatie: eigen recreatieve accom.;Bovengrens 95%-interval;2022;543.0;3.7;1476.0;0.1;2.9;17.3;1.2;34.1;;15.9;1.1;31.3;;393.0;27.0;772.0;;
71;Totaal vakanties;Organisatie: eigen recreatieve accom.;Bovengrens 95%-interval;2023;578.0;3.9;1633.0;0.1;3.2;18.5;1.2;36.6;;16.9;1.1;33.6;;438.0;30.0;851.0;;
72;Totaal vakanties;Organisatie: accommodatie en vervoer;Waarde;2021;3419.0;23.5;4904.0;0.3;1.4;40.5;2.8;11.8;8.3;35.6;2.4;10.4;7.3;4492.0;309.0;1314.0;916.0;111.0
73;Totaal vakanties;Organisatie: accommodatie en vervoer;Waarde;2022;5468.0;37.4;8873.0;0.6;1.6;86.6;5.9;15.8;9.8;77.7;5.3;14.2;8.8;9362.0;640.0;1712.0;1055.0;108.0
74;Totaal vakanties;Organisatie: accommodatie en vervoer;Waarde;2023;5866.0;39.5;9550.0;0.6;1.6;95.1;6.4;16.2;10.0;85.6;5.8;14.6;9.0;10848.0;731.0;1849.0;1136.0;114.0
75;Totaal vakanties;Organisatie: accommodatie en vervoer;Ondergrens 95%-interval;2021;3253.0;22.5;4620.0;0.3;1.4;37.9;2.6;11.3;;33.2;2.3;9.9;;4202.0;290.0;1254.0;;
76;Totaal vakanties;Organisatie: accommodatie en vervoer;Ondergrens 95%-interval;2022;5271.0;36.2;8469.0;0.6;1.6;82.3;5.6;15.3;;73.8;5.1;13.7;;8893.0;609.0;1645.0;;
77;Totaal vakanties;Organisatie: accommodatie en vervoer;Ondergrens 95%-interval;2023;5569.0;37.9;8926.0;0.6;1.6;87.2;5.9;15.3;;78.1;5.3;13.7;;10086.0;684.0;1753.0;;
78;Totaal vakanties;Organisatie: accommodatie en vervoer;Bovengrens 95%-interval;2021;3586.0;24.6;5188.0;0.4;1.5;43.0;3.0;12.3;;37.9;2.6;10.9;;4782.0;329.0;1373.0;;
79;Totaal vakanties;Organisatie: accommodatie en vervoer;Bovengrens 95%-interval;2022;5666.0;38.5;9277.0;0.6;1.7;90.8;6.2;16.4;;81.6;5.6;14.7;;9830.0;670.0;1779.0;;
80;Totaal vakanties;Organisatie: accommodatie en vervoer;Bovengrens 95%-interval;2023;6163.0;41.2;10175.0;0.7;1.7;103.1;6.9;17.2;;93.0;6.2;15.5;;11610.0;779.0;1946.0;;
81;Totaal vakanties;Organisatie: pakketreis;Waarde;2021;1045.0;7.2;1160.0;0.1;1.1;12.1;0.8;11.5;10.4;10.9;0.8;10.4;9.4;1639.0;113.0;1569.0;1413.0;136.0
82;Totaal vakanties;Organisatie: pakketreis;Waarde;2022;2237.0;15.3;2733.0;0.2;1.2;29.3;2.0;13.1;10.7;26.6;1.8;11.9;9.7;3638.0;249.0;1627.0;1331.0;124.0
83;Totaal vakanties;Organisatie: pakketreis;Waarde;2023;2538.0;17.1;3140.0;0.2;1.2;32.9;2.2;13.0;10.5;29.8;2.0;11.7;9.5;4245.0;286.0;1673.0;1352.0;129.0
84;Totaal vakanties;Organisatie: pakketreis;Ondergrens 95%-interval;2021;953.0;6.6;1056.0;0.1;1.1;10.9;0.7;10.9;;9.8;0.7;9.8;;1470.0;101.0;1476.0;;
85;Totaal vakanties;Organisatie: pakketreis;Ondergrens 95%-interval;2022;2115.0;14.5;2574.0;0.2;1.2;27.3;1.9;12.6;;24.7;1.7;11.3;;3391.0;232.0;1550.0;;
86;Totaal vakanties;Organisatie: pakketreis;Ondergrens 95%-interval;2023;2352.0;15.9;2896.0;0.2;1.2;30.4;2.0;12.4;;27.4;1.9;11.2;;3873.0;261.0;1559.0;;
87;Totaal vakanties;Organisatie: pakketreis;Bovengrens 95%-interval;2021;1137.0;7.8;1264.0;0.1;1.1;13.3;0.9;12.2;;12.0;0.8;11.1;;1808.0;124.0;1662.0;;
88;Totaal vakanties;Organisatie: pakketreis;Bovengrens 95%-interval;2022;2359.0;16.1;2892.0;0.2;1.2;31.3;2.1;13.7;;28.5;1.9;12.5;;3885.0;265.0;1703.0;;
89;Totaal vakanties;Organisatie: pakketreis;Bovengrens 95%-interval;2023;2723.0;18.3;3384.0;0.2;1.3;35.5;2.4;13.6;;32.2;2.2;12.3;;4616.0;311.0;1787.0;;
90;Totaal vakanties;Organisatie: samengestelde reis;Waarde;2021;2615.0;18.0;3744.0;0.3;1.4;28.4;2.0;10.9;7.6;24.7;1.7;9.4;6.6;2853.0;196.0;1091.0;762.0;100.0
91;Totaal vakanties;Organisatie: samengestelde reis;Waarde;2022;3903.0;26.7;6140.0;0.4;1.6;57.2;3.9;14.7;9.3;51.1;3.5;13.1;8.3;5724.0;391.0;1466.0;932.0;100.0
92;Totaal vakanties;Organisatie: samengestelde reis;Waarde;2023;4083.0;27.5;6411.0;0.4;1.6;62.2;4.2;15.2;9.7;55.8;3.8;13.7;8.7;6603.0;445.0;1617.0;1030.0;106.0
93;Totaal vakanties;Organisatie: samengestelde reis;Ondergrens 95%-interval;2021;2463.0;17.0;3487.0;0.2;1.4;26.2;1.8;10.3;;22.7;1.6;8.9;;2628.0;181.0;1030.0;;
94;Totaal vakanties;Organisatie: samengestelde reis;Ondergrens 95%-interval;2022;3724.0;25.6;5783.0;0.4;1.5;53.6;3.7;14.0;;47.8;3.3;12.5;;5341.0;366.0;1389.0;;
95;Totaal vakanties;Organisatie: samengestelde reis;Ondergrens 95%-interval;2023;3812.0;26.0;5867.0;0.4;1.5;54.8;3.7;13.9;;48.8;3.3;12.4;;5953.0;404.0;1499.0;;
96;Totaal vakanties;Organisatie: samengestelde reis;Bovengrens 95%-interval;2021;2766.0;19.0;4001.0;0.3;1.5;30.6;2.1;11.4;;26.7;1.8;10.0;;3078.0;211.0;1152.0;;
97;Totaal vakanties;Organisatie: samengestelde reis;Bovengrens 95%-interval;2022;4083.0;27.8;6497.0;0.4;1.6;60.8;4.1;15.3;;54.4;3.7;13.7;;6107.0;416.0;1544.0;;
98;Totaal vakanties;Organisatie: samengestelde reis;Bovengrens 95%-interval;2023;4355.0;29.1;6954.0;0.5;1.6;69.6;4.7;16.6;;62.8;4.2;14.9;;7253.0;486.0;1735.0;;
