ID;SectorBranchesSIC2008;Periods;TurnoverIndices_1;TurnoverYearOnYearChange_2
487;711 Architects, engineers etc.;2011 3rd quarter;89.1;-7.0
488;711 Architects, engineers etc.;2011 4th quarter;107.6;-5.7
489;711 Architects, engineers etc.;2011;95.7;-4.3
490;711 Architects, engineers etc.;2012 1st quarter;84.9;-4.2
491;711 Architects, engineers etc.;2012 2nd quarter;93.9;-3.7
492;711 Architects, engineers etc.;2012 3rd quarter;87.2;-2.1
493;711 Architects, engineers etc.;2012 4th quarter;101.3;-5.8
494;711 Architects, engineers etc.;2012;91.9;-4.0
495;711 Architects, engineers etc.;2013 1st quarter;82.8;-2.6
496;711 Architects, engineers etc.;2013 2nd quarter;93.8;-0.2
497;711 Architects, engineers etc.;2013 3rd quarter;88.6;1.6
498;711 Architects, engineers etc.;2013 4th quarter;106.0;4.6
499;711 Architects, engineers etc.;2013;92.8;1.0
500;711 Architects, engineers etc.;2014 1st quarter;84.7;2.3
501;711 Architects, engineers etc.;2014 2nd quarter;96.3;2.7
502;711 Architects, engineers etc.;2014 3rd quarter;92.4;4.3
503;711 Architects, engineers etc.;2014 4th quarter;112.2;5.9
504;711 Architects, engineers etc.;2014;96.4;3.9
505;711 Architects, engineers etc.;2015 1st quarter;91.2;7.8
506;711 Architects, engineers etc.;2015 2nd quarter;100.3;4.1
507;711 Architects, engineers etc.;2015 3rd quarter;95.3;3.1
508;711 Architects, engineers etc.;2015 4th quarter;115.6;3.0
509;711 Architects, engineers etc.;2015;100.6;4.3
510;711 Architects, engineers etc.;2016 1st quarter;91.4;0.2
511;711 Architects, engineers etc.;2016 2nd quarter;106.0;5.8
512;711 Architects, engineers etc.;2016 3rd quarter;99.7;4.6
513;711 Architects, engineers etc.;2016 4th quarter;118.9;2.9
514;711 Architects, engineers etc.;2016;104.0;3.4
515;711 Architects, engineers etc.;2017 1st quarter;97.8;6.9
516;711 Architects, engineers etc.;2017 2nd quarter;106.4;0.3
517;711 Architects, engineers etc.;2017 3rd quarter;103.1;3.5
518;711 Architects, engineers etc.;2017 4th quarter;125.2;5.3
519;711 Architects, engineers etc.;2017;108.1;4.0
520;7111 Architects;2005 1st quarter;114.5;
521;7111 Architects;2005 2nd quarter;136.1;
522;7111 Architects;2005 3rd quarter;143.4;
523;7111 Architects;2005 4th quarter;163.0;
524;7111 Architects;2005;139.3;
525;7111 Architects;2006 1st quarter;128.3;12.0
526;7111 Architects;2006 2nd quarter;137.3;0.9
527;7111 Architects;2006 3rd quarter;138.9;-3.2
528;7111 Architects;2006 4th quarter;146.6;-10.0
529;7111 Architects;2006;137.8;-1.1
530;7111 Architects;2007 1st quarter;123.8;-3.5
531;7111 Architects;2007 2nd quarter;132.9;-3.2
532;7111 Architects;2007 3rd quarter;122.5;-11.8
533;7111 Architects;2007 4th quarter;145.4;-0.9
534;7111 Architects;2007;131.1;-4.8
535;7111 Architects;2008 1st quarter;131.4;6.2
536;7111 Architects;2008 2nd quarter;133.0;0.1
537;7111 Architects;2008 3rd quarter;123.3;0.6
538;7111 Architects;2008 4th quarter;148.2;1.9
539;7111 Architects;2008;134.0;2.2
540;7111 Architects;2009 1st quarter;116.8;-11.1
541;7111 Architects;2009 2nd quarter;118.7;-10.8
542;7111 Architects;2009 3rd quarter;106.4;-13.7
543;7111 Architects;2009 4th quarter;121.7;-17.8
544;7111 Architects;2009;115.9;-13.5
545;7111 Architects;2010 1st quarter;98.3;-15.9
546;7111 Architects;2010 2nd quarter;101.0;-14.9
547;7111 Architects;2010 3rd quarter;92.8;-12.8
548;7111 Architects;2010 4th quarter;107.9;-11.4
549;7111 Architects;2010;100.0;-13.7
550;7111 Architects;2011 1st quarter;87.8;-10.6
551;7111 Architects;2011 2nd quarter;92.1;-8.9
552;7111 Architects;2011 3rd quarter;84.2;-9.3
553;7111 Architects;2011 4th quarter;103.4;-4.2
554;7111 Architects;2011;91.9;-8.1
555;7111 Architects;2012 1st quarter;77.8;-11.5
556;7111 Architects;2012 2nd quarter;82.7;-10.1
557;7111 Architects;2012 3rd quarter;73.9;-12.3
558;7111 Architects;2012 4th quarter;79.6;-23.0
559;7111 Architects;2012;78.5;-14.6
560;7111 Architects;2013 1st quarter;61.1;-21.4
561;7111 Architects;2013 2nd quarter;70.5;-14.8
562;7111 Architects;2013 3rd quarter;63.6;-13.9
563;7111 Architects;2013 4th quarter;78.1;-2.0
564;7111 Architects;2013;68.3;-13.0
565;7111 Architects;2014 1st quarter;60.9;-0.3
566;7111 Architects;2014 2nd quarter;70.9;0.6
567;7111 Architects;2014 3rd quarter;63.2;-0.6
568;7111 Architects;2014 4th quarter;81.4;4.2
569;7111 Architects;2014;69.1;1.2
570;7111 Architects;2015 1st quarter;64.7;6.3
571;7111 Architects;2015 2nd quarter;72.7;2.5
572;7111 Architects;2015 3rd quarter;64.6;2.1
573;7111 Architects;2015 4th quarter;84.3;3.6
574;7111 Architects;2015;71.6;3.6
575;7111 Architects;2016 1st quarter;65.2;0.6
576;7111 Architects;2016 2nd quarter;75.4;3.7
577;7111 Architects;2016 3rd quarter;70.7;9.5
578;7111 Architects;2016 4th quarter;93.2;10.6
579;7111 Architects;2016;76.1;6.3
580;7111 Architects;2017 1st quarter;70.4;8.1
581;7111 Architects;2017 2nd quarter;85.4;13.2
582;7111 Architects;2017 3rd quarter;74.0;4.6
583;7111 Architects;2017 4th quarter;96.9;3.9
584;7111 Architects;2017;81.6;7.3
585;7112 Engineers and technical consultancy;2005 1st quarter;69.0;
586;7112 Engineers and technical consultancy;2005 2nd quarter;76.6;
587;7112 Engineers and technical consultancy;2005 3rd quarter;77.7;
588;7112 Engineers and technical consultancy;2005 4th quarter;91.8;
589;7112 Engineers and technical consultancy;2005;78.8;
590;7112 Engineers and technical consultancy;2006 1st quarter;76.5;10.8
591;7112 Engineers and technical consultancy;2006 2nd quarter;88.2;15.0
592;7112 Engineers and technical consultancy;2006 3rd quarter;82.5;6.1
593;7112 Engineers and technical consultancy;2006 4th quarter;102.8;12.0
594;7112 Engineers and technical consultancy;2006;87.5;11.0
595;7112 Engineers and technical consultancy;2007 1st quarter;85.3;11.4
596;7112 Engineers and technical consultancy;2007 2nd quarter;96.8;9.8
597;7112 Engineers and technical consultancy;2007 3rd quarter;88.0;6.7
598;7112 Engineers and technical consultancy;2007 4th quarter;112.2;9.1
599;7112 Engineers and technical consultancy;2007;95.6;9.2
600;7112 Engineers and technical consultancy;2008 1st quarter;92.4;8.4
601;7112 Engineers and technical consultancy;2008 2nd quarter;104.5;7.9
602;7112 Engineers and technical consultancy;2008 3rd quarter;96.9;10.1
603;7112 Engineers and technical consultancy;2008 4th quarter;123.3;9.9
604;7112 Engineers and technical consultancy;2008;104.3;9.1
605;7112 Engineers and technical consultancy;2009 1st quarter;98.7;6.8
606;7112 Engineers and technical consultancy;2009 2nd quarter;103.9;-0.6
607;7112 Engineers and technical consultancy;2009 3rd quarter;96.4;-0.6
608;7112 Engineers and technical consultancy;2009 4th quarter;117.1;-5.0
609;7112 Engineers and technical consultancy;2009;104.0;-0.3
610;7112 Engineers and technical consultancy;2010 1st quarter;89.2;-9.6
611;7112 Engineers and technical consultancy;2010 2nd quarter;99.8;-3.9
612;7112 Engineers and technical consultancy;2010 3rd quarter;96.2;-0.2
613;7112 Engineers and technical consultancy;2010 4th quarter;114.8;-2.0
614;7112 Engineers and technical consultancy;2010;100.0;-3.9
615;7112 Engineers and technical consultancy;2011 1st quarter;88.8;-0.5
616;7112 Engineers and technical consultancy;2011 2nd quarter;98.2;-1.7
617;7112 Engineers and technical consultancy;2011 3rd quarter;89.6;-6.8
618;7112 Engineers and technical consultancy;2011 4th quarter;108.1;-5.8
619;7112 Engineers and technical consultancy;2011;96.2;-3.8
620;7112 Engineers and technical consultancy;2012 1st quarter;85.7;-3.4
621;7112 Engineers and technical consultancy;2012 2nd quarter;95.2;-3.1
622;7112 Engineers and technical consultancy;2012 3rd quarter;88.7;-1.1
623;7112 Engineers and technical consultancy;2012 4th quarter;103.7;-4.0
624;7112 Engineers and technical consultancy;2012;93.3;-2.9
625;7112 Engineers and technical consultancy;2013 1st quarter;85.1;-0.7
626;7112 Engineers and technical consultancy;2013 2nd quarter;96.3;1.2
627;7112 Engineers and technical consultancy;2013 3rd quarter;91.4;3.0
628;7112 Engineers and technical consultancy;2013 4th quarter;109.0;5.1
629;7112 Engineers and technical consultancy;2013;95.5;2.3
630;7112 Engineers and technical consultancy;2014 1st quarter;87.3;2.5
631;7112 Engineers and technical consultancy;2014 2nd quarter;99.1;2.9
632;7112 Engineers and technical consultancy;2014 3rd quarter;95.6;4.7
633;7112 Engineers and technical consultancy;2014 4th quarter;115.6;6.0
634;7112 Engineers and technical consultancy;2014;99.4;4.1
635;7112 Engineers and technical consultancy;2015 1st quarter;94.1;7.9
636;7112 Engineers and technical consultancy;2015 2nd quarter;103.3;4.2
637;7112 Engineers and technical consultancy;2015 3rd quarter;98.7;3.2
638;7112 Engineers and technical consultancy;2015 4th quarter;119.0;2.9
639;7112 Engineers and technical consultancy;2015;103.8;4.4
640;7112 Engineers and technical consultancy;2016 1st quarter;94.3;0.2
641;7112 Engineers and technical consultancy;2016 2nd quarter;109.4;5.9
642;7112 Engineers and technical consultancy;2016 3rd quarter;102.8;4.2
643;7112 Engineers and technical consultancy;2016 4th quarter;121.7;2.3
644;7112 Engineers and technical consultancy;2016;107.1;3.2
645;7112 Engineers and technical consultancy;2017 1st quarter;100.8;6.8
646;7112 Engineers and technical consultancy;2017 2nd quarter;108.7;-0.6
647;7112 Engineers and technical consultancy;2017 3rd quarter;106.3;3.4
648;7112 Engineers and technical consultancy;2017 4th quarter;128.4;5.4
649;7112 Engineers and technical consultancy;2017;111.0;3.7
650;712 Technical testing and analysis;2005 1st quarter;59.0;
651;712 Technical testing and analysis;2005 2nd quarter;61.1;
652;712 Technical testing and analysis;2005 3rd quarter;63.3;
653;712 Technical testing and analysis;2005 4th quarter;71.9;
654;712 Technical testing and analysis;2005;63.8;
655;712 Technical testing and analysis;2006 1st quarter;67.1;13.8
656;712 Technical testing and analysis;2006 2nd quarter;66.3;8.6
657;712 Technical testing and analysis;2006 3rd quarter;70.0;10.6
658;712 Technical testing and analysis;2006 4th quarter;85.8;19.4
659;712 Technical testing and analysis;2006;72.3;13.4
660;712 Technical testing and analysis;2007 1st quarter;75.4;12.3
661;712 Technical testing and analysis;2007 2nd quarter;74.4;12.1
662;712 Technical testing and analysis;2007 3rd quarter;76.7;9.7
663;712 Technical testing and analysis;2007 4th quarter;89.6;4.4
664;712 Technical testing and analysis;2007;79.0;9.3
665;712 Technical testing and analysis;2008 1st quarter;81.8;8.5
666;712 Technical testing and analysis;2008 2nd quarter;83.5;12.2
667;712 Technical testing and analysis;2008 3rd quarter;84.4;9.9
668;712 Technical testing and analysis;2008 4th quarter;98.6;10.1
669;712 Technical testing and analysis;2008;87.1;10.2
670;712 Technical testing and analysis;2009 1st quarter;89.8;9.8
671;712 Technical testing and analysis;2009 2nd quarter;88.9;6.4
672;712 Technical testing and analysis;2009 3rd quarter;90.4;7.2
673;712 Technical testing and analysis;2009 4th quarter;105.2;6.7
674;712 Technical testing and analysis;2009;93.6;7.5
675;712 Technical testing and analysis;2010 1st quarter;94.6;5.3
676;712 Technical testing and analysis;2010 2nd quarter;92.9;4.5
677;712 Technical testing and analysis;2010 3rd quarter;97.3;7.6
678;712 Technical testing and analysis;2010 4th quarter;115.3;9.6
679;712 Technical testing and analysis;2010;100.0;6.9
680;712 Technical testing and analysis;2011 1st quarter;100.6;6.3
681;712 Technical testing and analysis;2011 2nd quarter;99.9;7.6
682;712 Technical testing and analysis;2011 3rd quarter;100.1;2.8
683;712 Technical testing and analysis;2011 4th quarter;115.9;0.6
684;712 Technical testing and analysis;2011;104.1;4.1
685;712 Technical testing and analysis;2012 1st quarter;105.3;4.7
686;712 Technical testing and analysis;2012 2nd quarter;108.0;8.1
687;712 Technical testing and analysis;2012 3rd quarter;105.9;5.8
688;712 Technical testing and analysis;2012 4th quarter;123.5;6.6
689;712 Technical testing and analysis;2012;110.7;6.3
690;712 Technical testing and analysis;2013 1st quarter;106.2;0.8
691;712 Technical testing and analysis;2013 2nd quarter;110.7;2.5
692;712 Technical testing and analysis;2013 3rd quarter;106.3;0.3
693;712 Technical testing and analysis;2013 4th quarter;125.0;1.2
694;712 Technical testing and analysis;2013;112.0;1.2
695;712 Technical testing and analysis;2014 1st quarter;106.2;0.0
696;712 Technical testing and analysis;2014 2nd quarter;112.9;2.0
697;712 Technical testing and analysis;2014 3rd quarter;107.4;1.1
698;712 Technical testing and analysis;2014 4th quarter;123.6;-1.1
699;712 Technical testing and analysis;2014;112.5;0.4
700;712 Technical testing and analysis;2015 1st quarter;113.5;6.9
701;712 Technical testing and analysis;2015 2nd quarter;121.1;7.3
702;712 Technical testing and analysis;2015 3rd quarter;114.5;6.6
703;712 Technical testing and analysis;2015 4th quarter;135.6;9.7
704;712 Technical testing and analysis;2015;121.2;7.7
705;712 Technical testing and analysis;2016 1st quarter;116.9;3.0
706;712 Technical testing and analysis;2016 2nd quarter;125.9;3.9
707;712 Technical testing and analysis;2016 3rd quarter;116.0;1.3
708;712 Technical testing and analysis;2016 4th quarter;133.1;-1.8
709;712 Technical testing and analysis;2016;123.0;1.5
710;712 Technical testing and analysis;2017 1st quarter;124.4;6.4
711;712 Technical testing and analysis;2017 2nd quarter;134.4;6.7
712;712 Technical testing and analysis;2017 3rd quarter;125.9;8.6
713;712 Technical testing and analysis;2017 4th quarter;144.0;8.1
714;712 Technical testing and analysis;2017;132.1;7.5
715;72 Research and development;2005 1st quarter;;
716;72 Research and development;2005 2nd quarter;;
717;72 Research and development;2005 3rd quarter;;
718;72 Research and development;2005 4th quarter;;
719;72 Research and development;2005;;
720;72 Research and development;2006 1st quarter;;
721;72 Research and development;2006 2nd quarter;;
722;72 Research and development;2006 3rd quarter;;
723;72 Research and development;2006 4th quarter;;
724;72 Research and development;2006;;
725;72 Research and development;2007 1st quarter;;
726;72 Research and development;2007 2nd quarter;;
727;72 Research and development;2007 3rd quarter;;
728;72 Research and development;2007 4th quarter;;
729;72 Research and development;2007;;
730;72 Research and development;2008 1st quarter;;
731;72 Research and development;2008 2nd quarter;;
732;72 Research and development;2008 3rd quarter;;
733;72 Research and development;2008 4th quarter;;
734;72 Research and development;2008;;
735;72 Research and development;2009 1st quarter;;
736;72 Research and development;2009 2nd quarter;;
737;72 Research and development;2009 3rd quarter;;
738;72 Research and development;2009 4th quarter;;
739;72 Research and development;2009;;
740;72 Research and development;2010 1st quarter;;
741;72 Research and development;2010 2nd quarter;;
742;72 Research and development;2010 3rd quarter;;
743;72 Research and development;2010 4th quarter;;
744;72 Research and development;2010;;
745;72 Research and development;2011 1st quarter;;
746;72 Research and development;2011 2nd quarter;;
747;72 Research and development;2011 3rd quarter;;
748;72 Research and development;2011 4th quarter;;
749;72 Research and development;2011;;
750;72 Research and development;2012 1st quarter;;
751;72 Research and development;2012 2nd quarter;;
752;72 Research and development;2012 3rd quarter;;
753;72 Research and development;2012 4th quarter;;
754;72 Research and development;2012;;
755;72 Research and development;2013 1st quarter;;
756;72 Research and development;2013 2nd quarter;;
757;72 Research and development;2013 3rd quarter;;
758;72 Research and development;2013 4th quarter;;
759;72 Research and development;2013;;
760;72 Research and development;2014 1st quarter;;
761;72 Research and development;2014 2nd quarter;;
762;72 Research and development;2014 3rd quarter;;
763;72 Research and development;2014 4th quarter;;
764;72 Research and development;2014;;
765;72 Research and development;2015 1st quarter;;
766;72 Research and development;2015 2nd quarter;;
767;72 Research and development;2015 3rd quarter;;
768;72 Research and development;2015 4th quarter;;
769;72 Research and development;2015;;
770;72 Research and development;2016 1st quarter;;
771;72 Research and development;2016 2nd quarter;;
772;72 Research and development;2016 3rd quarter;;
773;72 Research and development;2016 4th quarter;;
774;72 Research and development;2016;;
775;72 Research and development;2017 1st quarter;;
776;72 Research and development;2017 2nd quarter;;
777;72 Research and development;2017 3rd quarter;;
778;72 Research and development;2017 4th quarter;;
779;72 Research and development;2017;;
780;73 Advertising and market research;2005 1st quarter;91.3;
781;73 Advertising and market research;2005 2nd quarter;107.0;
782;73 Advertising and market research;2005 3rd quarter;98.7;
783;73 Advertising and market research;2005 4th quarter;130.9;
784;73 Advertising and market research;2005;107.0;
785;73 Advertising and market research;2006 1st quarter;95.0;4.0
786;73 Advertising and market research;2006 2nd quarter;109.3;2.2
787;73 Advertising and market research;2006 3rd quarter;98.1;-0.6
788;73 Advertising and market research;2006 4th quarter;137.4;5.0
789;73 Advertising and market research;2006;109.9;2.8
790;73 Advertising and market research;2007 1st quarter;95.3;0.3
791;73 Advertising and market research;2007 2nd quarter;110.6;1.1
792;73 Advertising and market research;2007 3rd quarter;98.8;0.8
793;73 Advertising and market research;2007 4th quarter;137.8;0.3
794;73 Advertising and market research;2007;110.6;0.6
795;73 Advertising and market research;2008 1st quarter;97.1;1.9
796;73 Advertising and market research;2008 2nd quarter;114.9;3.9
797;73 Advertising and market research;2008 3rd quarter;103.9;5.1
798;73 Advertising and market research;2008 4th quarter;135.8;-1.5
799;73 Advertising and market research;2008;112.9;2.1
800;73 Advertising and market research;2009 1st quarter;92.5;-4.7
801;73 Advertising and market research;2009 2nd quarter;101.7;-11.5
802;73 Advertising and market research;2009 3rd quarter;90.5;-12.9
803;73 Advertising and market research;2009 4th quarter;118.4;-12.8
804;73 Advertising and market research;2009;100.8;-10.8
805;73 Advertising and market research;2010 1st quarter;85.1;-8.0
806;73 Advertising and market research;2010 2nd quarter;100.8;-0.8
807;73 Advertising and market research;2010 3rd quarter;93.7;3.6
808;73 Advertising and market research;2010 4th quarter;120.4;1.7
809;73 Advertising and market research;2010;100.0;-0.8
810;73 Advertising and market research;2011 1st quarter;88.8;4.3
811;73 Advertising and market research;2011 2nd quarter;96.2;-4.6
812;73 Advertising and market research;2011 3rd quarter;89.7;-4.2
813;73 Advertising and market research;2011 4th quarter;112.9;-6.2
814;73 Advertising and market research;2011;96.9;-3.1
815;73 Advertising and market research;2012 1st quarter;83.0;-6.4
816;73 Advertising and market research;2012 2nd quarter;93.9;-2.4
817;73 Advertising and market research;2012 3rd quarter;85.0;-5.3
818;73 Advertising and market research;2012 4th quarter;104.9;-7.1
819;73 Advertising and market research;2012;91.7;-5.4
820;73 Advertising and market research;2013 1st quarter;77.4;-6.8
821;73 Advertising and market research;2013 2nd quarter;89.0;-5.2
822;73 Advertising and market research;2013 3rd quarter;80.6;-5.2
823;73 Advertising and market research;2013 4th quarter;104.9;0.0
824;73 Advertising and market research;2013;87.9;-4.1
825;73 Advertising and market research;2014 1st quarter;80.5;4.1
826;73 Advertising and market research;2014 2nd quarter;91.6;2.9
827;73 Advertising and market research;2014 3rd quarter;81.0;0.5
828;73 Advertising and market research;2014 4th quarter;106.0;1.1
829;73 Advertising and market research;2014;89.8;2.1
830;73 Advertising and market research;2015 1st quarter;81.1;0.7
831;73 Advertising and market research;2015 2nd quarter;91.8;0.3
832;73 Advertising and market research;2015 3rd quarter;86.5;6.8
833;73 Advertising and market research;2015 4th quarter;111.2;4.8
834;73 Advertising and market research;2015;92.6;3.2
835;73 Advertising and market research;2016 1st quarter;86.1;6.1
836;73 Advertising and market research;2016 2nd quarter;95.2;3.7
837;73 Advertising and market research;2016 3rd quarter;87.4;1.1
838;73 Advertising and market research;2016 4th quarter;113.8;2.4
839;73 Advertising and market research;2016;95.6;3.2
840;73 Advertising and market research;2017 1st quarter;87.3;1.5
841;73 Advertising and market research;2017 2nd quarter;95.1;-0.1
842;73 Advertising and market research;2017 3rd quarter;88.5;1.2
843;73 Advertising and market research;2017 4th quarter;116.3;2.2
844;73 Advertising and market research;2017;96.8;1.2
845;731 Advertising;2005 1st quarter;101.6;
846;731 Advertising;2005 2nd quarter;120.6;
847;731 Advertising;2005 3rd quarter;110.4;
848;731 Advertising;2005 4th quarter;148.3;
849;731 Advertising;2005;120.2;
850;731 Advertising;2006 1st quarter;104.1;2.5
851;731 Advertising;2006 2nd quarter;119.7;-0.8
852;731 Advertising;2006 3rd quarter;106.6;-3.5
853;731 Advertising;2006 4th quarter;152.4;2.8
854;731 Advertising;2006;120.7;0.4
855;731 Advertising;2007 1st quarter;102.6;-1.5
856;731 Advertising;2007 2nd quarter;120.1;0.4
857;731 Advertising;2007 3rd quarter;105.3;-1.2
858;731 Advertising;2007 4th quarter;149.3;-2.0
859;731 Advertising;2007;119.3;-1.2
860;731 Advertising;2008 1st quarter;101.6;-1.0
861;731 Advertising;2008 2nd quarter;121.0;0.7
862;731 Advertising;2008 3rd quarter;108.2;2.8
863;731 Advertising;2008 4th quarter;143.5;-3.9
864;731 Advertising;2008;118.5;-0.6
865;731 Advertising;2009 1st quarter;93.4;-8.0
866;731 Advertising;2009 2nd quarter;102.7;-15.1
867;731 Advertising;2009 3rd quarter;90.0;-16.8
868;731 Advertising;2009 4th quarter;120.2;-16.2
869;731 Advertising;2009;101.6;-14.3
870;731 Advertising;2010 1st quarter;84.2;-9.9
871;731 Advertising;2010 2nd quarter;101.6;-1.0
872;731 Advertising;2010 3rd quarter;93.1;3.4
873;731 Advertising;2010 4th quarter;121.1;0.8
874;731 Advertising;2010;100.0;-1.5
875;731 Advertising;2011 1st quarter;86.6;3.0
876;731 Advertising;2011 2nd quarter;94.3;-7.2
877;731 Advertising;2011 3rd quarter;87.9;-5.5
878;731 Advertising;2011 4th quarter;113.0;-6.7
879;731 Advertising;2011;95.5;-4.5
880;731 Advertising;2012 1st quarter;81.7;-5.7
881;731 Advertising;2012 2nd quarter;93.7;-0.6
882;731 Advertising;2012 3rd quarter;82.6;-6.1
883;731 Advertising;2012 4th quarter;103.3;-8.6
884;731 Advertising;2012;90.3;-5.4
885;731 Advertising;2013 1st quarter;74.7;-8.5
886;731 Advertising;2013 2nd quarter;88.1;-6.0
887;731 Advertising;2013 3rd quarter;78.1;-5.4
888;731 Advertising;2013 4th quarter;103.6;0.4
889;731 Advertising;2013;86.1;-4.6
890;731 Advertising;2014 1st quarter;78.2;4.7
891;731 Advertising;2014 2nd quarter;90.9;3.2
892;731 Advertising;2014 3rd quarter;79.3;1.5
893;731 Advertising;2014 4th quarter;104.7;1.0
894;731 Advertising;2014;88.3;2.5
895;731 Advertising;2015 1st quarter;78.5;0.3
896;731 Advertising;2015 2nd quarter;89.9;-1.1
897;731 Advertising;2015 3rd quarter;83.7;5.5
898;731 Advertising;2015 4th quarter;108.3;3.5
899;731 Advertising;2015;90.1;2.1
900;731 Advertising;2016 1st quarter;83.7;6.7
901;731 Advertising;2016 2nd quarter;92.4;2.8
902;731 Advertising;2016 3rd quarter;83.9;0.3
903;731 Advertising;2016 4th quarter;110.1;1.6
904;731 Advertising;2016;92.5;2.7
905;731 Advertising;2017 1st quarter;83.9;0.2
906;731 Advertising;2017 2nd quarter;91.0;-1.5
907;731 Advertising;2017 3rd quarter;84.5;0.7
908;731 Advertising;2017 4th quarter;112.7;2.4
909;731 Advertising;2017;93.0;0.5
910;732 Market research and opinion polling ;2005 1st quarter;55.4;
911;732 Market research and opinion polling ;2005 2nd quarter;59.1;
912;732 Market research and opinion polling ;2005 3rd quarter;57.5;
913;732 Market research and opinion polling ;2005 4th quarter;69.6;
914;732 Market research and opinion polling ;2005;60.4;
915;732 Market research and opinion polling ;2006 1st quarter;63.0;13.7
916;732 Market research and opinion polling ;2006 2nd quarter;73.0;23.5
917;732 Market research and opinion polling ;2006 3rd quarter;68.2;18.7
918;732 Market research and opinion polling ;2006 4th quarter;84.6;21.6
919;732 Market research and opinion polling ;2006;72.2;19.6
920;732 Market research and opinion polling ;2007 1st quarter;69.7;10.7
921;732 Market research and opinion polling ;2007 2nd quarter;77.2;5.7
922;732 Market research and opinion polling ;2007 3rd quarter;76.3;11.8
923;732 Market research and opinion polling ;2007 4th quarter;97.2;14.9
924;732 Market research and opinion polling ;2007;80.1;10.9
925;732 Market research and opinion polling ;2008 1st quarter;81.5;16.9
926;732 Market research and opinion polling ;2008 2nd quarter;93.6;21.3
927;732 Market research and opinion polling ;2008 3rd quarter;88.7;16.3
928;732 Market research and opinion polling ;2008 4th quarter;108.7;11.8
929;732 Market research and opinion polling ;2008;93.1;16.3
930;732 Market research and opinion polling ;2009 1st quarter;89.5;9.8
931;732 Market research and opinion polling ;2009 2nd quarter;98.2;4.9
932;732 Market research and opinion polling ;2009 3rd quarter;92.0;3.7
933;732 Market research and opinion polling ;2009 4th quarter;112.1;3.1
934;732 Market research and opinion polling ;2009;97.9;5.2
935;732 Market research and opinion polling ;2010 1st quarter;88.5;-1.1
936;732 Market research and opinion polling ;2010 2nd quarter;98.0;-0.2
937;732 Market research and opinion polling ;2010 3rd quarter;95.9;4.2
938;732 Market research and opinion polling ;2010 4th quarter;117.6;4.9
939;732 Market research and opinion polling ;2010;100.0;2.1
940;732 Market research and opinion polling ;2011 1st quarter;96.2;8.7
941;732 Market research and opinion polling ;2011 2nd quarter;102.9;5.0
942;732 Market research and opinion polling ;2011 3rd quarter;96.1;0.2
943;732 Market research and opinion polling ;2011 4th quarter;112.5;-4.3
944;732 Market research and opinion polling ;2011;101.9;1.9
945;732 Market research and opinion polling ;2012 1st quarter;87.8;-8.7
946;732 Market research and opinion polling ;2012 2nd quarter;94.6;-8.1
947;732 Market research and opinion polling ;2012 3rd quarter;93.3;-2.9
948;732 Market research and opinion polling ;2012 4th quarter;110.5;-1.8
949;732 Market research and opinion polling ;2012;96.5;-5.3
950;732 Market research and opinion polling ;2013 1st quarter;86.6;-1.3
951;732 Market research and opinion polling ;2013 2nd quarter;92.1;-2.6
952;732 Market research and opinion polling ;2013 3rd quarter;89.1;-4.5
953;732 Market research and opinion polling ;2013 4th quarter;109.2;-1.2
954;732 Market research and opinion polling ;2013;94.3;-2.4
955;732 Market research and opinion polling ;2014 1st quarter;88.7;2.3
956;732 Market research and opinion polling ;2014 2nd quarter;94.1;2.2
957;732 Market research and opinion polling ;2014 3rd quarter;86.8;-2.7
958;732 Market research and opinion polling ;2014 4th quarter;110.9;1.6
959;732 Market research and opinion polling ;2014;95.1;0.9
960;732 Market research and opinion polling ;2015 1st quarter;90.4;2.0
961;732 Market research and opinion polling ;2015 2nd quarter;98.7;5.0
962;732 Market research and opinion polling ;2015 3rd quarter;96.2;10.9
963;732 Market research and opinion polling ;2015 4th quarter;121.2;9.2
964;732 Market research and opinion polling ;2015;101.6;6.9
965;732 Market research and opinion polling ;2016 1st quarter;94.3;4.3
966;732 Market research and opinion polling ;2016 2nd quarter;105.0;6.3
967;732 Market research and opinion polling ;2016 3rd quarter;99.7;3.7
968;732 Market research and opinion polling ;2016 4th quarter;127.1;4.9
969;732 Market research and opinion polling ;2016;106.5;4.8
970;732 Market research and opinion polling ;2017 1st quarter;99.4;5.4
971;732 Market research and opinion polling ;2017 2nd quarter;109.2;4.0
972;732 Market research and opinion polling ;2017 3rd quarter;102.7;2.9
973;732 Market research and opinion polling ;2017 4th quarter;128.8;1.3
974;732 Market research and opinion polling ;2017;110.0;3.3
975;74 Other specialised business services;2005 1st quarter;75.7;
976;74 Other specialised business services;2005 2nd quarter;91.7;
977;74 Other specialised business services;2005 3rd quarter;85.6;
978;74 Other specialised business services;2005 4th quarter;95.3;
979;74 Other specialised business services;2005;87.1;
980;74 Other specialised business services;2006 1st quarter;83.7;10.6
981;74 Other specialised business services;2006 2nd quarter;95.7;4.3
982;74 Other specialised business services;2006 3rd quarter;89.0;4.0
983;74 Other specialised business services;2006 4th quarter;99.8;4.7
984;74 Other specialised business services;2006;92.0;5.7
985;74 Other specialised business services;2007 1st quarter;86.7;3.6
986;74 Other specialised business services;2007 2nd quarter;98.0;2.4
987;74 Other specialised business services;2007 3rd quarter;94.2;5.9
