ID;RegioS;VervoerwijzenEnMotieven;Perioden;AantalInwonersOp1Januari_1;Respondenten_2;VerplaatsingenPerPersoonPerDag_3;AfgelegdeAfstandPerPersoonPerDag_4;ReisduurPerPersoonPerDag_5
353;Landsdeel Oost-Nederland;7;1996/1997;;;0.91;2.65;12.14
354;Landsdeel Oost-Nederland;7;1997/1998;;;0.9;2.67;12.15
355;Landsdeel Oost-Nederland;7;1998/1999;;;0.88;2.58;11.88
356;Landsdeel Oost-Nederland;7;1999/2000;;;0.89;2.56;11.99
357;Landsdeel Oost-Nederland;7;2000/2001;;;0.89;2.52;11.72
358;Landsdeel Oost-Nederland;7;2001/2002;;;0.87;2.44;11.16
359;Landsdeel Oost-Nederland;7;2002/2003;;;0.86;2.41;11.18
360;Landsdeel Oost-Nederland;8;1995/1996;;;0.55;0.54;6.71
361;Landsdeel Oost-Nederland;8;1996/1997;;;0.55;0.54;6.68
362;Landsdeel Oost-Nederland;8;1997/1998;;;0.53;0.53;6.57
363;Landsdeel Oost-Nederland;8;1998/1999;;;0.52;0.51;6.35
364;Landsdeel Oost-Nederland;8;1999/2000;;;0.51;0.49;6.06
365;Landsdeel Oost-Nederland;8;2000/2001;;;0.51;0.49;6.05
366;Landsdeel Oost-Nederland;8;2001/2002;;;0.51;0.51;6.17
367;Landsdeel Oost-Nederland;8;2002/2003;;;0.5;0.5;6.17
368;Landsdeel Oost-Nederland;9;1995/1996;;;0.04;0.87;1.41
369;Landsdeel Oost-Nederland;9;1996/1997;;;0.04;0.99;1.58
370;Landsdeel Oost-Nederland;9;1997/1998;;;0.04;0.98;1.59
371;Landsdeel Oost-Nederland;9;1998/1999;;;0.04;0.83;1.34
372;Landsdeel Oost-Nederland;9;1999/2000;;;0.04;0.9;1.46
373;Landsdeel Oost-Nederland;9;2000/2001;;;0.05;0.98;1.66
374;Landsdeel Oost-Nederland;9;2001/2002;;;0.05;0.95;1.58
375;Landsdeel Oost-Nederland;9;2002/2003;;;0.05;0.92;1.48
376;Landsdeel Oost-Nederland;Van en naar het werk;1995/1996;;;0.49;7.51;11.01
377;Landsdeel Oost-Nederland;Van en naar het werk;1996/1997;;;0.5;7.76;11.29
378;Landsdeel Oost-Nederland;Van en naar het werk;1997/1998;;;0.5;7.82;11.48
379;Landsdeel Oost-Nederland;Van en naar het werk;1998/1999;;;0.51;8.21;12.01
380;Landsdeel Oost-Nederland;Van en naar het werk;1999/2000;;;0.51;8.61;12.26
381;Landsdeel Oost-Nederland;Van en naar het werk;2000/2001;;;0.51;8.62;12.24
382;Landsdeel Oost-Nederland;Van en naar het werk;2001/2002;;;0.51;8.61;12.21
383;Landsdeel Oost-Nederland;Van en naar het werk;2002/2003;;;0.5;8.42;11.98
384;Landsdeel Oost-Nederland;Zakelijk bezoek in werksfeer;1995/1996;;;0.11;3.42;4.35
385;Landsdeel Oost-Nederland;Zakelijk bezoek in werksfeer;1996/1997;;;0.11;3.5;4.46
386;Landsdeel Oost-Nederland;Zakelijk bezoek in werksfeer;1997/1998;;;0.12;3.55;4.5
387;Landsdeel Oost-Nederland;Zakelijk bezoek in werksfeer;1998/1999;;;0.11;3.39;4.19
388;Landsdeel Oost-Nederland;Zakelijk bezoek in werksfeer;1999/2000;;;0.11;3.3;3.98
389;Landsdeel Oost-Nederland;Zakelijk bezoek in werksfeer;2000/2001;;;0.1;3.19;3.96
390;Landsdeel Oost-Nederland;Zakelijk bezoek in werksfeer;2001/2002;;;0.1;3.33;4.11
391;Landsdeel Oost-Nederland;Zakelijk bezoek in werksfeer;2002/2003;;;0.11;3.28;3.97
392;Landsdeel Oost-Nederland;Diensten/ persoonlijke verzorging;1995/1996;;;;;
393;Landsdeel Oost-Nederland;Diensten/ persoonlijke verzorging;1996/1997;;;;;
394;Landsdeel Oost-Nederland;Diensten/ persoonlijke verzorging;1997/1998;;;;;
395;Landsdeel Oost-Nederland;Diensten/ persoonlijke verzorging;1998/1999;;;;;
396;Landsdeel Oost-Nederland;Diensten/ persoonlijke verzorging;1999/2000;;;0.14;1.06;2.1
397;Landsdeel Oost-Nederland;Diensten/ persoonlijke verzorging;2000/2001;;;0.13;1.01;1.94
398;Landsdeel Oost-Nederland;Diensten/ persoonlijke verzorging;2001/2002;;;0.14;1.04;1.99
399;Landsdeel Oost-Nederland;Diensten/ persoonlijke verzorging;2002/2003;;;0.14;1.08;2.11
400;Landsdeel Oost-Nederland;Winkelen, boodschappen doen;1995/1996;;;0.66;3.24;8.45
401;Landsdeel Oost-Nederland;Winkelen, boodschappen doen;1996/1997;;;0.66;3.36;8.46
402;Landsdeel Oost-Nederland;Winkelen, boodschappen doen;1997/1998;;;0.67;3.44;8.56
403;Landsdeel Oost-Nederland;Winkelen, boodschappen doen;1998/1999;;;0.66;3.21;8.13
404;Landsdeel Oost-Nederland;Winkelen, boodschappen doen;1999/2000;;;0.63;3.07;7.71
405;Landsdeel Oost-Nederland;Winkelen, boodschappen doen;2000/2001;;;0.63;3.04;7.51
406;Landsdeel Oost-Nederland;Winkelen, boodschappen doen;2001/2002;;;0.64;3.19;7.69
407;Landsdeel Oost-Nederland;Winkelen, boodschappen doen;2002/2003;;;0.64;3.25;7.72
408;Landsdeel Oost-Nederland;Onderwijs, cursus volgen;1995/1996;;;0.31;1.79;5.12
409;Landsdeel Oost-Nederland;Onderwijs, cursus volgen;1996/1997;;;0.3;1.82;5.15
410;Landsdeel Oost-Nederland;Onderwijs, cursus volgen;1997/1998;;;0.3;1.89;5.22
411;Landsdeel Oost-Nederland;Onderwijs, cursus volgen;1998/1999;;;0.3;2.03;5.25
412;Landsdeel Oost-Nederland;Onderwijs, cursus volgen;1999/2000;;;0.3;2.08;5.27
413;Landsdeel Oost-Nederland;Onderwijs, cursus volgen;2000/2001;;;0.29;2.08;5.2
414;Landsdeel Oost-Nederland;Onderwijs, cursus volgen;2001/2002;;;0.29;2.09;5.03
415;Landsdeel Oost-Nederland;Onderwijs, cursus volgen;2002/2003;;;0.28;1.94;4.79
416;Landsdeel Oost-Nederland;Visite, logeren;1995/1996;;;0.5;7.23;10.38
417;Landsdeel Oost-Nederland;Visite, logeren;1996/1997;;;0.49;7.34;10.18
418;Landsdeel Oost-Nederland;Visite, logeren;1997/1998;;;0.48;7.3;10.14
419;Landsdeel Oost-Nederland;Visite, logeren;1998/1999;;;0.48;7.36;10.19
420;Landsdeel Oost-Nederland;Visite, logeren;1999/2000;;;0.48;7.52;10.24
421;Landsdeel Oost-Nederland;Visite, logeren;2000/2001;;;0.49;7.29;10.06
422;Landsdeel Oost-Nederland;Visite, logeren;2001/2002;;;0.5;7.46;10.19
423;Landsdeel Oost-Nederland;Visite, logeren;2002/2003;;;0.5;7.77;10.43
424;Landsdeel Oost-Nederland;Toeren, wandelen;1995/1996;;;;;
425;Landsdeel Oost-Nederland;Toeren, wandelen;1996/1997;;;;;
426;Landsdeel Oost-Nederland;Toeren, wandelen;1997/1998;;;;;
427;Landsdeel Oost-Nederland;Toeren, wandelen;1998/1999;;;;;
428;Landsdeel Oost-Nederland;Toeren, wandelen;1999/2000;;;0.22;2.03;6.49
429;Landsdeel Oost-Nederland;Toeren, wandelen;2000/2001;;;0.22;1.98;6.49
430;Landsdeel Oost-Nederland;Toeren, wandelen;2001/2002;;;0.23;1.87;6.36
431;Landsdeel Oost-Nederland;Toeren, wandelen;2002/2003;;;0.23;1.73;6.29
432;Landsdeel Oost-Nederland;Sociaal recreatief overig;1995/1996;;;;;
433;Landsdeel Oost-Nederland;Sociaal recreatief overig;1996/1997;;;;;
434;Landsdeel Oost-Nederland;Sociaal recreatief overig;1997/1998;;;;;
435;Landsdeel Oost-Nederland;Sociaal recreatief overig;1998/1999;;;;;
436;Landsdeel Oost-Nederland;Sociaal recreatief overig;1999/2000;;;0.38;3.31;6.34
437;Landsdeel Oost-Nederland;Sociaal recreatief overig;2000/2001;;;0.38;3.39;6.22
438;Landsdeel Oost-Nederland;Sociaal recreatief overig;2001/2002;;;0.37;3.36;6.11
439;Landsdeel Oost-Nederland;Sociaal recreatief overig;2002/2003;;;0.37;3.39;6.08
440;Landsdeel Oost-Nederland;Recreatief;1995/1996;;;0.64;5.4;13.46
441;Landsdeel Oost-Nederland;Recreatief;1996/1997;;;0.64;5.58;13.75
442;Landsdeel Oost-Nederland;Recreatief;1997/1998;;;0.64;5.62;13.99
443;Landsdeel Oost-Nederland;Recreatief;1998/1999;;;0.62;5.31;13.18
444;Landsdeel Oost-Nederland;Recreatief;1999/2000;;;0.61;5.34;12.84
445;Landsdeel Oost-Nederland;Recreatief;2000/2001;;;0.6;5.37;12.72
446;Landsdeel Oost-Nederland;Recreatief;2001/2002;;;0.6;5.23;12.48
447;Landsdeel Oost-Nederland;Recreatief;2002/2003;;;0.61;5.12;12.37
448;Landsdeel Oost-Nederland;Overige motieven;1995/1996;;;0.47;3.78;6.9
449;Landsdeel Oost-Nederland;Overige motieven;1996/1997;;;0.47;3.83;7.02
450;Landsdeel Oost-Nederland;Overige motieven;1997/1998;;;0.47;3.93;7.05
451;Landsdeel Oost-Nederland;Overige motieven;1998/1999;;;0.49;4.04;7.39
452;Landsdeel Oost-Nederland;Overige motieven;1999/2000;;;0.37;3.15;5.62
453;Landsdeel Oost-Nederland;Overige motieven;2000/2001;;;0.36;2.95;5.37
454;Landsdeel Oost-Nederland;Overige motieven;2001/2002;;;0.34;2.53;4.74
455;Landsdeel Oost-Nederland;Overige motieven;2002/2003;;;0.34;2.43;4.61
456;Landsdeel West-Nederland;1;1995/1996;7239231.0;135280.0;3.18;31.29;63.83
457;Landsdeel West-Nederland;1;1996/1997;7267303.0;126171.0;3.17;31.66;64.28
458;Landsdeel West-Nederland;1;1997/1998;7303722.0;119606.0;3.17;32.39;65.12
459;Landsdeel West-Nederland;1;1998/1999;7351221.0;123278.0;3.15;32.37;64.5
460;Landsdeel West-Nederland;1;1999/2000;7395813.0;129396.0;3.11;31.88;63.56
461;Landsdeel West-Nederland;1;2000/2001;7448216.0;121666.0;3.07;31.61;62.76
462;Landsdeel West-Nederland;1;2001/2002;7500417.0;101418.0;3.04;31.45;61.97
463;Landsdeel West-Nederland;1;2002/2003;7543668.0;78052.0;3.06;31.29;61.8
464;Landsdeel West-Nederland;2;1995/1996;;;0.89;14.2;20.01
465;Landsdeel West-Nederland;2;1996/1997;;;0.89;14.23;19.99
466;Landsdeel West-Nederland;2;1997/1998;;;0.9;14.56;20.37
467;Landsdeel West-Nederland;2;1998/1999;;;0.92;14.93;21.04
468;Landsdeel West-Nederland;2;1999/2000;;;0.93;14.91;21.12
469;Landsdeel West-Nederland;2;2000/2001;;;0.92;14.79;20.87
470;Landsdeel West-Nederland;2;2001/2002;;;0.92;14.86;20.88
471;Landsdeel West-Nederland;2;2002/2003;;;0.93;14.99;20.97
472;Landsdeel West-Nederland;3;1995/1996;;;0.5;8.3;11.21
473;Landsdeel West-Nederland;3;1996/1997;;;0.5;8.4;11.36
474;Landsdeel West-Nederland;3;1997/1998;;;0.51;8.58;11.65
475;Landsdeel West-Nederland;3;1998/1999;;;0.51;8.32;11.49
476;Landsdeel West-Nederland;3;1999/2000;;;0.49;7.96;11.02
477;Landsdeel West-Nederland;3;2000/2001;;;0.48;7.91;10.78
478;Landsdeel West-Nederland;3;2001/2002;;;0.48;7.84;10.66
479;Landsdeel West-Nederland;3;2002/2003;;;0.47;7.71;10.42
480;Landsdeel West-Nederland;4;1995/1996;;;0.07;2.66;5.08
481;Landsdeel West-Nederland;4;1996/1997;;;0.07;2.8;5.36
482;Landsdeel West-Nederland;4;1997/1998;;;0.08;3.06;5.75
483;Landsdeel West-Nederland;4;1998/1999;;;0.08;3.1;5.58
484;Landsdeel West-Nederland;4;1999/2000;;;0.08;3.12;5.53
485;Landsdeel West-Nederland;4;2000/2001;;;0.08;3.11;5.53
486;Landsdeel West-Nederland;4;2001/2002;;;0.07;3.02;5.36
487;Landsdeel West-Nederland;4;2002/2003;;;0.07;2.88;5.26
488;Landsdeel West-Nederland;5;1995/1996;;;0.15;1.89;5.43
489;Landsdeel West-Nederland;5;1996/1997;;;0.15;1.91;5.52
490;Landsdeel West-Nederland;5;1997/1998;;;0.15;1.88;5.47
491;Landsdeel West-Nederland;5;1998/1999;;;0.14;1.88;5.26
492;Landsdeel West-Nederland;5;1999/2000;;;0.14;1.89;5.1
493;Landsdeel West-Nederland;5;2000/2001;;;0.13;1.84;4.95
494;Landsdeel West-Nederland;5;2001/2002;;;0.13;1.8;4.81
495;Landsdeel West-Nederland;5;2002/2003;;;0.13;1.7;4.62
496;Landsdeel West-Nederland;6;1995/1996;;;0.03;0.19;0.5
497;Landsdeel West-Nederland;6;1996/1997;;;0.03;0.2;0.5
498;Landsdeel West-Nederland;6;1997/1998;;;0.03;0.19;0.49
499;Landsdeel West-Nederland;6;1998/1999;;;0.03;0.19;0.52
500;Landsdeel West-Nederland;6;1999/2000;;;0.03;0.19;0.53
501;Landsdeel West-Nederland;6;2000/2001;;;0.03;0.17;0.48
502;Landsdeel West-Nederland;6;2001/2002;;;0.03;0.16;0.44
503;Landsdeel West-Nederland;6;2002/2003;;;0.03;0.17;0.44
504;Landsdeel West-Nederland;7;1995/1996;;;0.78;2.41;11.19
505;Landsdeel West-Nederland;7;1996/1997;;;0.79;2.44;11.25
506;Landsdeel West-Nederland;7;1997/1998;;;0.78;2.43;11.26
507;Landsdeel West-Nederland;7;1998/1999;;;0.77;2.32;10.94
508;Landsdeel West-Nederland;7;1999/2000;;;0.77;2.3;10.91
509;Landsdeel West-Nederland;7;2000/2001;;;0.76;2.29;10.79
510;Landsdeel West-Nederland;7;2001/2002;;;0.76;2.27;10.63
511;Landsdeel West-Nederland;7;2002/2003;;;0.78;2.35;10.96
512;Landsdeel West-Nederland;8;1995/1996;;;0.7;0.72;8.82
513;Landsdeel West-Nederland;8;1996/1997;;;0.69;0.71;8.68
514;Landsdeel West-Nederland;8;1997/1998;;;0.67;0.7;8.5
515;Landsdeel West-Nederland;8;1998/1999;;;0.65;0.68;8.14
516;Landsdeel West-Nederland;8;1999/2000;;;0.63;0.66;7.88
517;Landsdeel West-Nederland;8;2000/2001;;;0.62;0.66;7.85
518;Landsdeel West-Nederland;8;2001/2002;;;0.61;0.65;7.64
519;Landsdeel West-Nederland;8;2002/2003;;;0.61;0.63;7.55
520;Landsdeel West-Nederland;9;1995/1996;;;0.04;0.91;1.58
521;Landsdeel West-Nederland;9;1996/1997;;;0.05;0.97;1.61
522;Landsdeel West-Nederland;9;1997/1998;;;0.05;1.01;1.62
523;Landsdeel West-Nederland;9;1998/1999;;;0.04;0.95;1.54
524;Landsdeel West-Nederland;9;1999/2000;;;0.04;0.85;1.47
525;Landsdeel West-Nederland;9;2000/2001;;;0.04;0.83;1.51
526;Landsdeel West-Nederland;9;2001/2002;;;0.04;0.85;1.56
527;Landsdeel West-Nederland;9;2002/2003;;;0.05;0.86;1.57
528;Landsdeel West-Nederland;Van en naar het werk;1995/1996;;;0.5;7.23;12.39
529;Landsdeel West-Nederland;Van en naar het werk;1996/1997;;;0.51;7.44;12.74
530;Landsdeel West-Nederland;Van en naar het werk;1997/1998;;;0.52;7.81;13.3
531;Landsdeel West-Nederland;Van en naar het werk;1998/1999;;;0.52;8.09;13.73
532;Landsdeel West-Nederland;Van en naar het werk;1999/2000;;;0.52;8.15;13.96
533;Landsdeel West-Nederland;Van en naar het werk;2000/2001;;;0.52;8.1;13.88
534;Landsdeel West-Nederland;Van en naar het werk;2001/2002;;;0.51;8.06;13.67
535;Landsdeel West-Nederland;Van en naar het werk;2002/2003;;;0.52;7.93;13.61
536;Landsdeel West-Nederland;Zakelijk bezoek in werksfeer;1995/1996;;;0.11;3.11;4.14
537;Landsdeel West-Nederland;Zakelijk bezoek in werksfeer;1996/1997;;;0.11;3.08;4.11
538;Landsdeel West-Nederland;Zakelijk bezoek in werksfeer;1997/1998;;;0.11;3.04;4.04
539;Landsdeel West-Nederland;Zakelijk bezoek in werksfeer;1998/1999;;;0.11;3.08;4.1
540;Landsdeel West-Nederland;Zakelijk bezoek in werksfeer;1999/2000;;;0.11;3.06;4.09
541;Landsdeel West-Nederland;Zakelijk bezoek in werksfeer;2000/2001;;;0.11;2.97;4.01
542;Landsdeel West-Nederland;Zakelijk bezoek in werksfeer;2001/2002;;;0.1;2.86;3.92
543;Landsdeel West-Nederland;Zakelijk bezoek in werksfeer;2002/2003;;;0.1;2.74;3.67
544;Landsdeel West-Nederland;Diensten/ persoonlijke verzorging;1995/1996;;;;;
545;Landsdeel West-Nederland;Diensten/ persoonlijke verzorging;1996/1997;;;;;
546;Landsdeel West-Nederland;Diensten/ persoonlijke verzorging;1997/1998;;;;;
547;Landsdeel West-Nederland;Diensten/ persoonlijke verzorging;1998/1999;;;;;
548;Landsdeel West-Nederland;Diensten/ persoonlijke verzorging;1999/2000;;;0.14;0.88;2.09
549;Landsdeel West-Nederland;Diensten/ persoonlijke verzorging;2000/2001;;;0.13;0.89;2.07
550;Landsdeel West-Nederland;Diensten/ persoonlijke verzorging;2001/2002;;;0.14;0.96;2.14
551;Landsdeel West-Nederland;Diensten/ persoonlijke verzorging;2002/2003;;;0.15;0.97;2.19
552;Landsdeel West-Nederland;Winkelen, boodschappen doen;1995/1996;;;0.71;3.04;9.38
553;Landsdeel West-Nederland;Winkelen, boodschappen doen;1996/1997;;;0.7;3.08;9.33
554;Landsdeel West-Nederland;Winkelen, boodschappen doen;1997/1998;;;0.71;3.16;9.44
555;Landsdeel West-Nederland;Winkelen, boodschappen doen;1998/1999;;;0.69;3.07;9.21
556;Landsdeel West-Nederland;Winkelen, boodschappen doen;1999/2000;;;0.66;2.94;8.76
557;Landsdeel West-Nederland;Winkelen, boodschappen doen;2000/2001;;;0.66;2.93;8.61
558;Landsdeel West-Nederland;Winkelen, boodschappen doen;2001/2002;;;0.67;2.91;8.55
559;Landsdeel West-Nederland;Winkelen, boodschappen doen;2002/2003;;;0.67;2.9;8.53
560;Landsdeel West-Nederland;Onderwijs, cursus volgen;1995/1996;;;0.28;1.55;4.82
561;Landsdeel West-Nederland;Onderwijs, cursus volgen;1996/1997;;;0.28;1.57;4.85
562;Landsdeel West-Nederland;Onderwijs, cursus volgen;1997/1998;;;0.27;1.55;4.8
563;Landsdeel West-Nederland;Onderwijs, cursus volgen;1998/1999;;;0.28;1.67;4.91
564;Landsdeel West-Nederland;Onderwijs, cursus volgen;1999/2000;;;0.28;1.8;5.05
565;Landsdeel West-Nederland;Onderwijs, cursus volgen;2000/2001;;;0.27;1.77;4.88
566;Landsdeel West-Nederland;Onderwijs, cursus volgen;2001/2002;;;0.26;1.77;4.78
567;Landsdeel West-Nederland;Onderwijs, cursus volgen;2002/2003;;;0.27;1.75;4.73
568;Landsdeel West-Nederland;Visite, logeren;1995/1996;;;0.47;7.22;10.93
569;Landsdeel West-Nederland;Visite, logeren;1996/1997;;;0.46;7.14;10.85
570;Landsdeel West-Nederland;Visite, logeren;1997/1998;;;0.46;7.3;10.9
571;Landsdeel West-Nederland;Visite, logeren;1998/1999;;;0.45;7.09;10.58
572;Landsdeel West-Nederland;Visite, logeren;1999/2000;;;0.43;6.79;10.21
573;Landsdeel West-Nederland;Visite, logeren;2000/2001;;;0.43;7.02;10.41
574;Landsdeel West-Nederland;Visite, logeren;2001/2002;;;0.44;7.29;10.67
575;Landsdeel West-Nederland;Visite, logeren;2002/2003;;;0.45;7.31;10.71
576;Landsdeel West-Nederland;Toeren, wandelen;1995/1996;;;;;
577;Landsdeel West-Nederland;Toeren, wandelen;1996/1997;;;;;
578;Landsdeel West-Nederland;Toeren, wandelen;1997/1998;;;;;
579;Landsdeel West-Nederland;Toeren, wandelen;1998/1999;;;;;
580;Landsdeel West-Nederland;Toeren, wandelen;1999/2000;;;0.22;1.91;6.39
581;Landsdeel West-Nederland;Toeren, wandelen;2000/2001;;;0.21;1.75;6.31
582;Landsdeel West-Nederland;Toeren, wandelen;2001/2002;;;0.21;1.72;6.29
583;Landsdeel West-Nederland;Toeren, wandelen;2002/2003;;;0.21;1.84;6.53
584;Landsdeel West-Nederland;Sociaal recreatief overig;1995/1996;;;;;
585;Landsdeel West-Nederland;Sociaal recreatief overig;1996/1997;;;;;
586;Landsdeel West-Nederland;Sociaal recreatief overig;1997/1998;;;;;
587;Landsdeel West-Nederland;Sociaal recreatief overig;1998/1999;;;;;
588;Landsdeel West-Nederland;Sociaal recreatief overig;1999/2000;;;0.39;3.45;7.17
589;Landsdeel West-Nederland;Sociaal recreatief overig;2000/2001;;;0.38;3.35;6.99
590;Landsdeel West-Nederland;Sociaal recreatief overig;2001/2002;;;0.37;3.3;6.76
591;Landsdeel West-Nederland;Sociaal recreatief overig;2002/2003;;;0.37;3.3;6.71
592;Landsdeel West-Nederland;Recreatief;1995/1996;;;0.66;5.49;14.59
593;Landsdeel West-Nederland;Recreatief;1996/1997;;;0.65;5.62;14.74
594;Landsdeel West-Nederland;Recreatief;1997/1998;;;0.66;5.84;15.16
595;Landsdeel West-Nederland;Recreatief;1998/1999;;;0.63;5.66;14.31
596;Landsdeel West-Nederland;Recreatief;1999/2000;;;0.6;5.36;13.56
597;Landsdeel West-Nederland;Recreatief;2000/2001;;;0.59;5.1;13.3
598;Landsdeel West-Nederland;Recreatief;2001/2002;;;0.58;5.02;13.05
599;Landsdeel West-Nederland;Recreatief;2002/2003;;;0.59;5.14;13.24
600;Landsdeel West-Nederland;Overige motieven;1995/1996;;;0.46;3.66;7.56
601;Landsdeel West-Nederland;Overige motieven;1996/1997;;;0.46;3.74;7.65
602;Landsdeel West-Nederland;Overige motieven;1997/1998;;;0.45;3.69;7.48
603;Landsdeel West-Nederland;Overige motieven;1998/1999;;;0.47;3.72;7.66
604;Landsdeel West-Nederland;Overige motieven;1999/2000;;;0.36;2.91;5.83
605;Landsdeel West-Nederland;Overige motieven;2000/2001;;;0.35;2.82;5.6
606;Landsdeel West-Nederland;Overige motieven;2001/2002;;;0.33;2.59;5.2
607;Landsdeel West-Nederland;Overige motieven;2002/2003;;;0.33;2.56;5.11
608;Landsdeel Zuid-Nederland;1;1995/1996;3424093.0;76874.0;3.15;29.63;58.54
609;Landsdeel Zuid-Nederland;1;1996/1997;3440293.0;70418.0;3.17;30.34;59.47
610;Landsdeel Zuid-Nederland;1;1997/1998;3457197.0;67869.0;3.15;30.29;59.39
611;Landsdeel Zuid-Nederland;1;1998/1999;3477011.0;67712.0;3.17;30.47;59.1
612;Landsdeel Zuid-Nederland;1;1999/2000;3497196.0;68259.0;3.17;30.84;58.96
613;Landsdeel Zuid-Nederland;1;2000/2001;3517795.0;64513.0;3.12;30.29;57.81
614;Landsdeel Zuid-Nederland;1;2001/2002;3534419.0;53437.0;3.1;30.2;57.28
615;Landsdeel Zuid-Nederland;1;2002/2003;3542087.0;41139.0;3.11;30.95;57.83
616;Landsdeel Zuid-Nederland;2;1995/1996;;;1.06;14.58;21.09
617;Landsdeel Zuid-Nederland;2;1996/1997;;;1.08;15.09;21.79
618;Landsdeel Zuid-Nederland;2;1997/1998;;;1.09;15.15;21.9
619;Landsdeel Zuid-Nederland;2;1998/1999;;;1.11;15.35;22.24
620;Landsdeel Zuid-Nederland;2;1999/2000;;;1.12;15.7;22.36
621;Landsdeel Zuid-Nederland;2;2000/2001;;;1.11;15.69;22.15
622;Landsdeel Zuid-Nederland;2;2001/2002;;;1.12;15.66;22.11
623;Landsdeel Zuid-Nederland;2;2002/2003;;;1.13;15.98;22.28
624;Landsdeel Zuid-Nederland;3;1995/1996;;;0.57;8.1;11.42
625;Landsdeel Zuid-Nederland;3;1996/1997;;;0.57;8.21;11.53
626;Landsdeel Zuid-Nederland;3;1997/1998;;;0.56;8.06;11.6
627;Landsdeel Zuid-Nederland;3;1998/1999;;;0.58;8.26;11.95
628;Landsdeel Zuid-Nederland;3;1999/2000;;;0.58;8.36;11.84
629;Landsdeel Zuid-Nederland;3;2000/2001;;;0.55;7.77;10.98
630;Landsdeel Zuid-Nederland;3;2001/2002;;;0.55;7.81;10.87
631;Landsdeel Zuid-Nederland;3;2002/2003;;;0.55;8.27;11.21
632;Landsdeel Zuid-Nederland;4;1995/1996;;;0.04;2.01;3.09
633;Landsdeel Zuid-Nederland;4;1996/1997;;;0.04;2.11;3.29
634;Landsdeel Zuid-Nederland;4;1997/1998;;;0.04;2.11;3.24
635;Landsdeel Zuid-Nederland;4;1998/1999;;;0.04;2.16;3.17
636;Landsdeel Zuid-Nederland;4;1999/2000;;;0.04;2.24;3.25
637;Landsdeel Zuid-Nederland;4;2000/2001;;;0.04;2.27;3.43
638;Landsdeel Zuid-Nederland;4;2001/2002;;;0.04;2.26;3.41
639;Landsdeel Zuid-Nederland;4;2002/2003;;;0.04;2.24;3.32
640;Landsdeel Zuid-Nederland;5;1995/1996;;;0.06;0.9;2.22
641;Landsdeel Zuid-Nederland;5;1996/1997;;;0.06;0.89;2.21
642;Landsdeel Zuid-Nederland;5;1997/1998;;;0.06;0.9;2.27
643;Landsdeel Zuid-Nederland;5;1998/1999;;;0.05;0.83;1.99
644;Landsdeel Zuid-Nederland;5;1999/2000;;;0.04;0.76;1.67
645;Landsdeel Zuid-Nederland;5;2000/2001;;;0.04;0.78;1.7
646;Landsdeel Zuid-Nederland;5;2001/2002;;;0.04;0.73;1.64
647;Landsdeel Zuid-Nederland;5;2002/2003;;;0.04;0.63;1.47
648;Landsdeel Zuid-Nederland;6;1995/1996;;;0.03;0.19;0.51
649;Landsdeel Zuid-Nederland;6;1996/1997;;;0.03;0.2;0.51
650;Landsdeel Zuid-Nederland;6;1997/1998;;;0.03;0.2;0.48
651;Landsdeel Zuid-Nederland;6;1998/1999;;;0.03;0.2;0.52
652;Landsdeel Zuid-Nederland;6;1999/2000;;;0.03;0.2;0.55
653;Landsdeel Zuid-Nederland;6;2000/2001;;;0.03;0.19;0.52
654;Landsdeel Zuid-Nederland;6;2001/2002;;;0.03;0.19;0.51
655;Landsdeel Zuid-Nederland;6;2002/2003;;;0.03;0.18;0.47
656;Landsdeel Zuid-Nederland;7;1995/1996;;;0.73;2.32;10.56
657;Landsdeel Zuid-Nederland;7;1996/1997;;;0.73;2.32;10.57
658;Landsdeel Zuid-Nederland;7;1997/1998;;;0.73;2.33;10.64
659;Landsdeel Zuid-Nederland;7;1998/1999;;;0.72;2.26;10.45
660;Landsdeel Zuid-Nederland;7;1999/2000;;;0.72;2.27;10.63
661;Landsdeel Zuid-Nederland;7;2000/2001;;;0.72;2.24;10.39
662;Landsdeel Zuid-Nederland;7;2001/2002;;;0.71;2.18;10.16
663;Landsdeel Zuid-Nederland;7;2002/2003;;;0.71;2.25;10.46
664;Landsdeel Zuid-Nederland;8;1995/1996;;;0.62;0.62;8.15
665;Landsdeel Zuid-Nederland;8;1996/1997;;;0.61;0.62;8.05
666;Landsdeel Zuid-Nederland;8;1997/1998;;;0.6;0.6;7.75
667;Landsdeel Zuid-Nederland;8;1998/1999;;;0.59;0.57;7.39
668;Landsdeel Zuid-Nederland;8;1999/2000;;;0.59;0.57;7.33
669;Landsdeel Zuid-Nederland;8;2000/2001;;;0.58;0.57;7.28
670;Landsdeel Zuid-Nederland;8;2001/2002;;;0.57;0.57;7.14
671;Landsdeel Zuid-Nederland;8;2002/2003;;;0.57;0.56;7.09
672;Landsdeel Zuid-Nederland;9;1995/1996;;;0.04;0.91;1.5
673;Landsdeel Zuid-Nederland;9;1996/1997;;;0.04;0.9;1.51
674;Landsdeel Zuid-Nederland;9;1997/1998;;;0.04;0.93;1.52
675;Landsdeel Zuid-Nederland;9;1998/1999;;;0.04;0.84;1.4
676;Landsdeel Zuid-Nederland;9;1999/2000;;;0.04;0.74;1.33
677;Landsdeel Zuid-Nederland;9;2000/2001;;;0.04;0.79;1.36
