ID;Perioden;TotaalUitgavenLopendeRekening_1;BeloningWerknemers_2;OnderhoudGWWWerken_3;VerbruikOverigeGoederenEnDiensten_4;IndirecteBelastingen_5;Afschrijvingen_6;Rente_7;BetaaldeInkomensoverdrachten_8;SubtotaalLopendeRekening_9;SaldoLopendeRekening_10;TotaalInkomstenLopendeRekening_11;OpbrengstUitVerkoop_12;InvesteringenInEigenBeheer_13;Rente_14;WinstuitkPachtConcessierechten_15;VerontreinigingsheffingGezinnen_16;VerontreinigingsheffingBedrijven_17;Ingezetenenomslag_18;OmslagheffingGebouwdeEigendommem_19;OmslagheffingOngebouwdeEigendommen_20;Pachtersomslag_21;Inkomensoverdrachten_22;TotaalUitgavenKapitaalrekening_23;ImmaterieleActiva_24;GWWWerken_25;Bedrijfsruimten_26;Vervoermiddelen_27;MachinesApparatenInstallaties_28;Onverdeeld_29;AankoopGrond_30;Kapitaaloverdrachten_31;SubtotaalKapitaalrekening_32;SaldoKapitaalrekening_33;TotaalInkomstenKapitaalrekening_34;GWWWerken_35;Gebouwen_36;OverigeVerkopen_37;Afschrijvingen_38;VerkoopGrond_39;Kapitaaloverdrachten_40;TotaalUitgavenFinancieleRekening_41;VerstrekteLanglopendeLeningen_42;AandelenEnOverigeDeelnemingen_43;AflossingOpgenomenLanglLeningen_44;ContantGeldEnGiraleDepositoS_45;KasgeldleningenTermijndepositoS_46;BeleggingenKortlopendeEffecten_47;TransitorischeActiva_48;SubtotaalFinancieleRekening_49;SaldoFinancieleRekening_50;TotaalInkomstenFinancieleRekening_51;AflossingVerstrekteLangLeningen_52;AandelenEnOverigeDeelnemingen_53;OpgenomenLanglopendeLeningen_54;KortlopendeEffecten_55;KortlopendeLeningen_56;TransitorischePassiva_57;TotaalUitgavenLopendeRekening_58;BeloningWerknemers_59;OnderhoudGWWWerken_60;VerbruikOverigeGoederenEnDiensten_61;IndirecteBelastingen_62;Afschrijvingen_63;Rente_64;BetaaldeInkomensoverdrachten_65;SubtotaalLopendeRekening_66;SaldoLopendeRekening_67;TotaalInkomstenLopendeRekening_68;OpbrengstUitVerkoop_69;InvesteringenInEigenBeheer_70;Rente_71;Winstuitkeringen_72;OntvangenPachtEnConcessierechten_73;VerontreinigingsheffingGezinnen_74;VerontreinigingsheffingBedrijven_75;Ingezetenenomslag_76;OmslagheffingGebouwdeEigendommem_77;OmslagheffingOngebouwdeEigendommen_78;Pachtersomslag_79;Inkomensoverdrachten_80;TotaalUitgavenKapitaalrekening_81;ImmaterieleActiva_82;GWWWerken_83;Bedrijfsruimten_84;Vervoermiddelen_85;MachinesApparatenInstallaties_86;Onverdeeld_87;AankoopGrond_88;Kapitaaloverdrachten_89;SubtotaalKapitaalrekening_90;SaldoKapitaalrekening_91;TotaalInkomstenKapitaalrekening_92;GWWWerken_93;Gebouwen_94;OverigeVerkopen_95;Afschrijvingen_96;VerkoopGrond_97;Kapitaaloverdrachten_98;TotaalUitgavenLopendeRekening_99;BeloningWerknemers_100;OnderhoudGWWWerken_101;VerbruikOverigeGoederenEnDiensten_102;IndirecteBelastingen_103;Afschrijvingen_104;Rente_105;BetaaldeInkomensoverdrachten_106;SubtotaalLopendeRekening_107;SaldoLopendeRekening_108;TotaalInkomstenLopendeRekening_109;OpbrengstUitVerkoop_110;InvesteringenInEigenBeheer_111;Rente_112;Winstuitkeringen_113;OntvangenPachtEnConcessierechten_114;VerontreinigingsheffingGezinnen_115;VerontreinigingsheffingBedrijven_116;Ingezetenenomslag_117;OmslagheffingGebouwdeEigendommem_118;OmslagheffingOngebouwdeEigendommen_119;Pachtersomslag_120;Inkomensoverdrachten_121;TotaalUitgavenKapitaalrekening_122;ImmaterieleActiva_123;GWWWerken_124;Bedrijfsruimten_125;Vervoermiddelen_126;MachinesApparatenInstallaties_127;Onverdeeld_128;AankoopGrond_129;Kapitaaloverdrachten_130;SubtotaalKapitaalrekening_131;SaldoKapitaalrekening_132;TotaalInkomstenKapitaalrekening_133;GWWWerken_134;Gebouwen_135;OverigeVerkopen_136;Afschrijvingen_137;VerkoopGrond_138;Kapitaaloverdrachten_139
0;1998;1652;340;145;531;50;263;250;32;1611;41;1582.0;36;59;82;18;578;292;104;195;154;9.0;55;450;5;454;54;9;32;113;5;9;681;-231;449;0;9;0;263;5;172;191;5;830;327;-23;0;0;23;1162;191;1362;9;100;1203;0;50;0;585;172;95;136;0;118;64;18;603;-18;566.0;18;9;18;9;0;;;104;195;154;9.0;50;247;0;204;23;5;14;50;0;5;301;-54;251;0;5;0;118;5;123;1052;163;45;395;45;145;186;14;993;59;1006;18;50;59;0;0;578;292;;;;;9;206;0;254;32;5;23;64;0;5;383;-177;200;0;5;0;145;0;50
1;1999;1656;345;145;472;54;286;304;27;1633;23;1661.0;36;14;123;18;617;281;136;209;159;9.0;59;523;5;576;41;5;41;68;9;9;754;-231;518;45;9;5;286;5;168;209;9;295;558;0;0;0;-36;826;209;998;9;340;481;0;136;32;628;177;100;150;5;127;91;14;664;-36;631.0;14;9;36;14;0;;;136;209;159;9.0;45;274;5;277;18;0;14;32;9;5;360;-86;278;0;5;5;127;5;136;1030;168;45;322;50;159;213;14;971;59;1026;18;5;86;5;0;617;281;;;;;14;237;5;295;23;5;23;36;0;5;387;-150;241;45;5;0;159;0;32
2;2000;1770;360;160;540;40;270;300;30;1700;70;;40;10;130;10;670;300;160;230;160;;70;560;10;590;50;0;30;0;10;10;700;-140;490;30;10;0;270;0;180;140;10;170;300;-20;0;0;40;500;140;630;10;10;690;0;-110;30;670;180;100;160;0;120;100;10;670;0;;20;10;40;10;0;;;160;230;160;;50;270;0;340;20;0;20;0;10;10;400;-130;270;0;10;0;120;0;140;1090;180;60;380;30;150;210;10;1020;70;1090;20;10;80;0;0;670;300;;;;;10;240;10;260;30;0;20;0;0;10;320;-80;240;30;10;0;150;0;50
3;2001;1922;380;198;504;33;293;339;45;1792;130;;65;21;136;34;698;308;172;259;175;;56;568;7;673;21;2;37;0;4;10;754;-186;568;22;18;0;293;2;233;55;33;120;251;11;-2;0;-37;376;55;432;36;7;466;0;-42;-35;740;194;126;168;2;121;72;18;701;39;;21;11;30;23;0;;;172;259;175;;49;316;3;363;11;1;16;0;4;2;400;-84;316;0;9;0;121;2;184;1182;186;72;336;31;172;267;27;1091;91;1182;44;10;106;11;0;696;308;;;;;7;248;4;310;10;1;21;0;0;8;350;-102;252;22;9;0;172;0;49
4;2002;1942;436;180;558;49;296;317;34;1870;72;;60;23;77;38;722;325;181;272;181;;63;581;0;718;29;3;46;0;5;5;806;-225;581;3;2;2;296;4;274;153;5;0;320;9;-1;0;-33;300;153;452;11;36;408;0;6;-9;737;243;76;182;2;134;102;13;752;-15;;3;13;5;24;0;;;181;272;181;;58;380;0;464;15;2;26;0;5;4;516;-136;380;0;2;2;134;4;238;1205;193;104;376;47;162;215;21;1118;87;1205;57;10;72;14;0;722;325;;;;;5;201;0;254;14;1;20;0;0;1;290;-89;201;3;0;0;162;0;36
5;2003;2048;471;181;712;50;308;307;46;2075;-27;;71;22;71;32;765;334;202;300;185;;66;518;0;626;47;2;52;0;5;9;741;-223;518;12;7;2;308;4;185;250;25;6;436;-5;14;0;-35;441;250;690;57;0;557;0;0;76;811;247;116;301;2;112;79;17;874;-63;;30;11;4;20;0;;;202;300;185;;59;279;0;308;20;1;27;0;5;4;365;-86;279;1;4;2;112;4;156;1237;224;65;411;48;196;228;29;1201;36;1237;41;11;67;12;0;765;334;;;;;7;239;0;318;27;1;25;0;0;5;376;-137;239;11;3;0;196;0;29
6;2004;2199;493;183;716;58;331;323;42;2146;53;;80;32;104;40;805;336;226;341;162;;73;533;0;752;15;0;0;42;1;1;811;-278;533;14;25;2;331;14;147;225;108;1;296;-28;0;0;42;419;225;644;43;51;558;0;6;-14;874;258;117;302;3;120;83;15;898;-24;;34;16;6;25;0;;;226;341;162;;64;276;0;370;6;0;0;22;1;1;400;-124;276;2;14;2;120;14;124;1325;235;66;414;55;211;240;27;1248;77;1325;46;16;98;15;0;805;336;;;;;9;257;0;382;9;0;0;20;0;0;411;-154;257;12;11;0;211;0;23
7;2005;2264;507;192;693;60;359;343;37;2191;73;;71;36;122;49;832;333;245;353;152;;71;536;0;843;23;0;0;88;2;7;963;-427;536;10;17;1;359;4;145;354;38;1;544;11;6;0;118;718;354;1072;213;17;875;0;-6;-27;899;265;123;302;3;130;89;12;924;-25;;30;18;7;31;0;;;245;353;152;;63;269;0;320;11;0;0;47;1;7;386;-117;269;0;10;1;131;4;123;1365;242;69;391;57;229;254;25;1267;98;1365;41;18;115;18;0;832;333;;;;;8;267;0;523;12;0;0;41;1;0;577;-310;267;10;7;0;228;0;22
