ID;AfzetEnInvoer;ProductenVolgensPRODCOMLijst;Perioden;PrijsindexcijfersExclusiefAccijns_1;MaandOpMaandOntwikkeling_2;JaarOpJaarOntwikkeling_3
4155;Totale afzet;0893  Zout en zuiver natriumchlori...;2007 september;106.5;0.6;15.1
4156;Totale afzet;0893  Zout en zuiver natriumchlori...;2007 oktober;106.5;-0.1;13.9
4157;Totale afzet;0893  Zout en zuiver natriumchlori...;2007 november;115.6;8.6;
4158;Totale afzet;0893  Zout en zuiver natriumchlori...;2007 december;115.6;0.0;4.2
4159;Totale afzet;0893  Zout en zuiver natriumchlori...;2007;111.1;;12.3
4160;Totale afzet;0893  Zout en zuiver natriumchlori...;2008 januari;114.2;-1.2;3.3
4161;Totale afzet;0893  Zout en zuiver natriumchlori...;2008 februari;123.2;7.9;5.5
4162;Totale afzet;0893  Zout en zuiver natriumchlori...;2008 maart;124.4;1.0;8.9
4163;Totale afzet;0893  Zout en zuiver natriumchlori...;2008 april;125.4;0.8;8.3
4164;Totale afzet;0893  Zout en zuiver natriumchlori...;2008 mei;122.6;-2.2;12.5
4165;Totale afzet;0893  Zout en zuiver natriumchlori...;2008 juni;122.7;0.0;13.2
4166;Totale afzet;0893  Zout en zuiver natriumchlori...;2008 juli;121.1;-1.3;11.5
4167;Totale afzet;0893  Zout en zuiver natriumchlori...;2008 augustus;127.5;5.3;20.4
4168;Totale afzet;0893  Zout en zuiver natriumchlori...;2008 september;127.0;-0.4;19.2
4169;Totale afzet;0893  Zout en zuiver natriumchlori...;2008 oktober;127.1;0.0;19.4
4170;Totale afzet;0893  Zout en zuiver natriumchlori...;2008 november;121.9;-4.1;5.4
4171;Totale afzet;0893  Zout en zuiver natriumchlori...;2008 december;122.2;0.2;5.7
4172;Totale afzet;0893  Zout en zuiver natriumchlori...;2008;123.3;;10.9
4173;Totale afzet;0893  Zout en zuiver natriumchlori...;2009 januari;119.4;-2.2;4.6
4174;Totale afzet;0893  Zout en zuiver natriumchlori...;2009 februari;126.3;5.8;2.5
4175;Totale afzet;0893  Zout en zuiver natriumchlori...;2009 maart;123.3;-2.4;-0.9
4176;Totale afzet;0893  Zout en zuiver natriumchlori...;2009 april;122.4;-0.7;-2.4
4177;Totale afzet;0893  Zout en zuiver natriumchlori...;2009 mei;129.0;5.4;5.2
4178;Totale afzet;0893  Zout en zuiver natriumchlori...;2009 juni;128.7;-0.2;4.9
4179;Totale afzet;0893  Zout en zuiver natriumchlori...;2009 juli;117.8;-8.5;-2.8
4180;Totale afzet;0893  Zout en zuiver natriumchlori...;2009 augustus;117.9;0.1;-7.5
4181;Totale afzet;0893  Zout en zuiver natriumchlori...;2009 september;117.7;-0.2;-7.3
4182;Totale afzet;0893  Zout en zuiver natriumchlori...;2009 oktober;118.9;1.0;-6.4
4183;Totale afzet;0893  Zout en zuiver natriumchlori...;2009 november;118.7;-0.1;-2.6
4184;Totale afzet;0893  Zout en zuiver natriumchlori...;2009 december;119.0;0.3;-2.6
4185;Totale afzet;0893  Zout en zuiver natriumchlori...;2009;121.6;;-1.4
4186;Totale afzet;0893  Zout en zuiver natriumchlori...;2010 januari;123.3;3.6;3.2
4187;Totale afzet;0893  Zout en zuiver natriumchlori...;2010 februari;123.0;-0.2;-2.7
4188;Totale afzet;0893  Zout en zuiver natriumchlori...;2010 maart;123.5;0.4;0.2
4189;Totale afzet;0893  Zout en zuiver natriumchlori...;2010 april;121.0;-2.1;-1.2
4190;Totale afzet;0893  Zout en zuiver natriumchlori...;2010 mei;120.7;-0.2;-6.4
4191;Totale afzet;0893  Zout en zuiver natriumchlori...;2010 juni;121.0;0.2;-6.0
4192;Totale afzet;0893  Zout en zuiver natriumchlori...;2010 juli;124.5;2.9;5.7
4193;Totale afzet;0893  Zout en zuiver natriumchlori...;2010 augustus;125.3;0.7;6.3
4194;Totale afzet;0893  Zout en zuiver natriumchlori...;2010 september;125.3;0.0;6.4
4195;Totale afzet;0893  Zout en zuiver natriumchlori...;2010 oktober;124.0;-1.0;4.3
4196;Totale afzet;0893  Zout en zuiver natriumchlori...;2010 november;124.4;0.3;4.8
4197;Totale afzet;0893  Zout en zuiver natriumchlori...;2010 december;125.1;0.5;5.1
4198;Totale afzet;0893  Zout en zuiver natriumchlori...;2010;123.4;;1.5
4199;Totale afzet;0893  Zout en zuiver natriumchlori...;2011 januari;122.3;-2.2;-0.8
4200;Totale afzet;0893  Zout en zuiver natriumchlori...;2011 februari;122.4;0.0;-0.5
4201;Totale afzet;0893  Zout en zuiver natriumchlori...;2011 maart;124.0;1.4;0.4
4202;Totale afzet;0893  Zout en zuiver natriumchlori...;2011 april;123.2;-0.7;1.8
4203;Totale afzet;0893  Zout en zuiver natriumchlori...;2011 mei;124.7;1.3;3.3
4204;Totale afzet;0893  Zout en zuiver natriumchlori...;2011 juni;124.4;-0.2;2.8
4205;Totale afzet;0893  Zout en zuiver natriumchlori...;2011 juli;130.9;5.2;5.1
4206;Totale afzet;0893  Zout en zuiver natriumchlori...;2011 augustus;130.0;-0.6;3.8
4207;Totale afzet;0893  Zout en zuiver natriumchlori...;2011 september;129.3;-0.6;3.2
4208;Totale afzet;0893  Zout en zuiver natriumchlori...;2011 oktober;129.5;0.1;4.4
4209;Totale afzet;0893  Zout en zuiver natriumchlori...;2011 november;129.2;-0.2;3.9
4210;Totale afzet;0893  Zout en zuiver natriumchlori...;2011 december;128.5;-0.6;2.7
4211;Totale afzet;0893  Zout en zuiver natriumchlori...;2011;126.5;;2.5
4212;Totale afzet;0893  Zout en zuiver natriumchlori...;2012 januari;138.8;8.0;13.4
4213;Totale afzet;0893  Zout en zuiver natriumchlori...;2012 februari;133.7;-3.6;9.3
4214;Totale afzet;0893  Zout en zuiver natriumchlori...;2012 maart;141.6;5.9;14.2
4215;Totale afzet;0893  Zout en zuiver natriumchlori...;2012 april;139.8;-1.3;13.5
4216;Totale afzet;0893  Zout en zuiver natriumchlori...;2012 mei;140.8;0.8;12.9
4217;Totale afzet;0893  Zout en zuiver natriumchlori...;2012 juni;148.8;5.6;19.6
4218;Totale afzet;0893  Zout en zuiver natriumchlori...;2012 juli;137.9;-7.3;5.3
4219;Totale afzet;0893  Zout en zuiver natriumchlori...;2012 augustus;142.5;3.4;9.6
4220;Totale afzet;0893  Zout en zuiver natriumchlori...;2012 september;139.3;-2.3;7.7
4221;Totale afzet;0893  Zout en zuiver natriumchlori...;2012 oktober;144.1;3.5;11.3
4222;Totale afzet;0893  Zout en zuiver natriumchlori...;2012 november;141.0;-2.1;9.1
4223;Totale afzet;0893  Zout en zuiver natriumchlori...;2012 december;141.3;0.2;10.0
4224;Totale afzet;0893  Zout en zuiver natriumchlori...;2012;140.8;;11.3
4225;Totale afzet;0899  Andere delfstoffen, n.e.g.;2000 januari;;;
4226;Totale afzet;0899  Andere delfstoffen, n.e.g.;2000 februari;;;
4227;Totale afzet;0899  Andere delfstoffen, n.e.g.;2000 maart;;;
4228;Totale afzet;0899  Andere delfstoffen, n.e.g.;2000 april;;;
4229;Totale afzet;0899  Andere delfstoffen, n.e.g.;2000 mei;;;
4230;Totale afzet;0899  Andere delfstoffen, n.e.g.;2000 juni;;;
4231;Totale afzet;0899  Andere delfstoffen, n.e.g.;2000 juli;;;
4232;Totale afzet;0899  Andere delfstoffen, n.e.g.;2000 augustus;;;
4233;Totale afzet;0899  Andere delfstoffen, n.e.g.;2000 september;;;
4234;Totale afzet;0899  Andere delfstoffen, n.e.g.;2000 oktober;;;
4235;Totale afzet;0899  Andere delfstoffen, n.e.g.;2000 november;;;
4236;Totale afzet;0899  Andere delfstoffen, n.e.g.;2000 december;;;
4237;Totale afzet;0899  Andere delfstoffen, n.e.g.;2000;;;
4238;Totale afzet;0899  Andere delfstoffen, n.e.g.;2001 januari;;;
4239;Totale afzet;0899  Andere delfstoffen, n.e.g.;2001 februari;;;
4240;Totale afzet;0899  Andere delfstoffen, n.e.g.;2001 maart;;;
4241;Totale afzet;0899  Andere delfstoffen, n.e.g.;2001 april;;;
4242;Totale afzet;0899  Andere delfstoffen, n.e.g.;2001 mei;;;
4243;Totale afzet;0899  Andere delfstoffen, n.e.g.;2001 juni;;;
4244;Totale afzet;0899  Andere delfstoffen, n.e.g.;2001 juli;;;
4245;Totale afzet;0899  Andere delfstoffen, n.e.g.;2001 augustus;;;
4246;Totale afzet;0899  Andere delfstoffen, n.e.g.;2001 september;;;
4247;Totale afzet;0899  Andere delfstoffen, n.e.g.;2001 oktober;;;
4248;Totale afzet;0899  Andere delfstoffen, n.e.g.;2001 november;;;
4249;Totale afzet;0899  Andere delfstoffen, n.e.g.;2001 december;;;
4250;Totale afzet;0899  Andere delfstoffen, n.e.g.;2001;;;
4251;Totale afzet;0899  Andere delfstoffen, n.e.g.;2002 januari;;;
4252;Totale afzet;0899  Andere delfstoffen, n.e.g.;2002 februari;;;
4253;Totale afzet;0899  Andere delfstoffen, n.e.g.;2002 maart;;;
4254;Totale afzet;0899  Andere delfstoffen, n.e.g.;2002 april;;;
4255;Totale afzet;0899  Andere delfstoffen, n.e.g.;2002 mei;;;
4256;Totale afzet;0899  Andere delfstoffen, n.e.g.;2002 juni;;;
4257;Totale afzet;0899  Andere delfstoffen, n.e.g.;2002 juli;;;
4258;Totale afzet;0899  Andere delfstoffen, n.e.g.;2002 augustus;;;
4259;Totale afzet;0899  Andere delfstoffen, n.e.g.;2002 september;;;
4260;Totale afzet;0899  Andere delfstoffen, n.e.g.;2002 oktober;;;
4261;Totale afzet;0899  Andere delfstoffen, n.e.g.;2002 november;;;
4262;Totale afzet;0899  Andere delfstoffen, n.e.g.;2002 december;;;
4263;Totale afzet;0899  Andere delfstoffen, n.e.g.;2002;;;
4264;Totale afzet;0899  Andere delfstoffen, n.e.g.;2003 januari;;;
4265;Totale afzet;0899  Andere delfstoffen, n.e.g.;2003 februari;;;
4266;Totale afzet;0899  Andere delfstoffen, n.e.g.;2003 maart;;;
4267;Totale afzet;0899  Andere delfstoffen, n.e.g.;2003 april;;;
4268;Totale afzet;0899  Andere delfstoffen, n.e.g.;2003 mei;;;
4269;Totale afzet;0899  Andere delfstoffen, n.e.g.;2003 juni;;;
4270;Totale afzet;0899  Andere delfstoffen, n.e.g.;2003 juli;;;
4271;Totale afzet;0899  Andere delfstoffen, n.e.g.;2003 augustus;;;
4272;Totale afzet;0899  Andere delfstoffen, n.e.g.;2003 september;;;
4273;Totale afzet;0899  Andere delfstoffen, n.e.g.;2003 oktober;;;
4274;Totale afzet;0899  Andere delfstoffen, n.e.g.;2003 november;;;
4275;Totale afzet;0899  Andere delfstoffen, n.e.g.;2003 december;;;
4276;Totale afzet;0899  Andere delfstoffen, n.e.g.;2003;;;
4277;Totale afzet;0899  Andere delfstoffen, n.e.g.;2004 januari;;;
4278;Totale afzet;0899  Andere delfstoffen, n.e.g.;2004 februari;;;
4279;Totale afzet;0899  Andere delfstoffen, n.e.g.;2004 maart;;;
4280;Totale afzet;0899  Andere delfstoffen, n.e.g.;2004 april;;;
4281;Totale afzet;0899  Andere delfstoffen, n.e.g.;2004 mei;;;
4282;Totale afzet;0899  Andere delfstoffen, n.e.g.;2004 juni;;;
4283;Totale afzet;0899  Andere delfstoffen, n.e.g.;2004 juli;;;
4284;Totale afzet;0899  Andere delfstoffen, n.e.g.;2004 augustus;;;
4285;Totale afzet;0899  Andere delfstoffen, n.e.g.;2004 september;;;
4286;Totale afzet;0899  Andere delfstoffen, n.e.g.;2004 oktober;;;
4287;Totale afzet;0899  Andere delfstoffen, n.e.g.;2004 november;;;
4288;Totale afzet;0899  Andere delfstoffen, n.e.g.;2004 december;;;
4289;Totale afzet;0899  Andere delfstoffen, n.e.g.;2004;;;
4290;Totale afzet;0899  Andere delfstoffen, n.e.g.;2005 januari;;;
4291;Totale afzet;0899  Andere delfstoffen, n.e.g.;2005 februari;;;
4292;Totale afzet;0899  Andere delfstoffen, n.e.g.;2005 maart;;;
4293;Totale afzet;0899  Andere delfstoffen, n.e.g.;2005 april;;;
4294;Totale afzet;0899  Andere delfstoffen, n.e.g.;2005 mei;;;
4295;Totale afzet;0899  Andere delfstoffen, n.e.g.;2005 juni;;;
4296;Totale afzet;0899  Andere delfstoffen, n.e.g.;2005 juli;;;
4297;Totale afzet;0899  Andere delfstoffen, n.e.g.;2005 augustus;;;
4298;Totale afzet;0899  Andere delfstoffen, n.e.g.;2005 september;;;
4299;Totale afzet;0899  Andere delfstoffen, n.e.g.;2005 oktober;;;
4300;Totale afzet;0899  Andere delfstoffen, n.e.g.;2005 november;;;
4301;Totale afzet;0899  Andere delfstoffen, n.e.g.;2005 december;;;
4302;Totale afzet;0899  Andere delfstoffen, n.e.g.;2005;;;
4303;Totale afzet;0899  Andere delfstoffen, n.e.g.;2006 januari;96.1;;
4304;Totale afzet;0899  Andere delfstoffen, n.e.g.;2006 februari;96.7;0.6;
4305;Totale afzet;0899  Andere delfstoffen, n.e.g.;2006 maart;95.7;-1.0;
4306;Totale afzet;0899  Andere delfstoffen, n.e.g.;2006 april;98.6;3.1;
4307;Totale afzet;0899  Andere delfstoffen, n.e.g.;2006 mei;94.9;-3.8;
4308;Totale afzet;0899  Andere delfstoffen, n.e.g.;2006 juni;98.2;3.5;
4309;Totale afzet;0899  Andere delfstoffen, n.e.g.;2006 juli;91.9;-6.4;
4310;Totale afzet;0899  Andere delfstoffen, n.e.g.;2006 augustus;94.6;3.0;
4311;Totale afzet;0899  Andere delfstoffen, n.e.g.;2006 september;96.9;2.5;
4312;Totale afzet;0899  Andere delfstoffen, n.e.g.;2006 oktober;98.3;1.4;
4313;Totale afzet;0899  Andere delfstoffen, n.e.g.;2006 november;92.9;-5.5;
4314;Totale afzet;0899  Andere delfstoffen, n.e.g.;2006 december;95.7;3.1;
4315;Totale afzet;0899  Andere delfstoffen, n.e.g.;2006;95.9;;
4316;Totale afzet;0899  Andere delfstoffen, n.e.g.;2007 januari;95.3;-0.5;-0.8
4317;Totale afzet;0899  Andere delfstoffen, n.e.g.;2007 februari;96.6;1.4;0.0
4318;Totale afzet;0899  Andere delfstoffen, n.e.g.;2007 maart;96.6;0.0;0.9
4319;Totale afzet;0899  Andere delfstoffen, n.e.g.;2007 april;96.3;-0.3;-2.3
4320;Totale afzet;0899  Andere delfstoffen, n.e.g.;2007 mei;93.3;-3.1;-1.6
4321;Totale afzet;0899  Andere delfstoffen, n.e.g.;2007 juni;91.6;-1.9;-6.7
4322;Totale afzet;0899  Andere delfstoffen, n.e.g.;2007 juli;96.6;5.5;5.2
4323;Totale afzet;0899  Andere delfstoffen, n.e.g.;2007 augustus;95.3;-1.4;0.7
4324;Totale afzet;0899  Andere delfstoffen, n.e.g.;2007 september;96.5;1.3;-0.5
4325;Totale afzet;0899  Andere delfstoffen, n.e.g.;2007 oktober;96.2;-0.3;-2.2
4326;Totale afzet;0899  Andere delfstoffen, n.e.g.;2007 november;100.9;4.9;8.6
4327;Totale afzet;0899  Andere delfstoffen, n.e.g.;2007 december;97.0;-3.8;1.3
4328;Totale afzet;0899  Andere delfstoffen, n.e.g.;2007;96.0;;0.1
4329;Totale afzet;0899  Andere delfstoffen, n.e.g.;2008 januari;116.8;20.4;22.6
4330;Totale afzet;0899  Andere delfstoffen, n.e.g.;2008 februari;117.4;0.5;21.5
4331;Totale afzet;0899  Andere delfstoffen, n.e.g.;2008 maart;127.2;8.4;31.8
4332;Totale afzet;0899  Andere delfstoffen, n.e.g.;2008 april;118.0;-7.2;22.5
4333;Totale afzet;0899  Andere delfstoffen, n.e.g.;2008 mei;120.0;1.6;28.6
4334;Totale afzet;0899  Andere delfstoffen, n.e.g.;2008 juni;118.7;-1.0;29.6
4335;Totale afzet;0899  Andere delfstoffen, n.e.g.;2008 juli;123.8;4.3;28.1
4336;Totale afzet;0899  Andere delfstoffen, n.e.g.;2008 augustus;118.6;-4.2;24.5
4337;Totale afzet;0899  Andere delfstoffen, n.e.g.;2008 september;121.0;2.0;25.4
4338;Totale afzet;0899  Andere delfstoffen, n.e.g.;2008 oktober;131.6;8.8;36.9
4339;Totale afzet;0899  Andere delfstoffen, n.e.g.;2008 november;134.5;2.2;33.3
4340;Totale afzet;0899  Andere delfstoffen, n.e.g.;2008 december;129.6;-3.6;33.6
4341;Totale afzet;0899  Andere delfstoffen, n.e.g.;2008;123.1;;28.2
4342;Totale afzet;0899  Andere delfstoffen, n.e.g.;2009 januari;133.9;3.3;14.6
4343;Totale afzet;0899  Andere delfstoffen, n.e.g.;2009 februari;130.7;-2.4;11.3
4344;Totale afzet;0899  Andere delfstoffen, n.e.g.;2009 maart;131.2;0.4;3.1
4345;Totale afzet;0899  Andere delfstoffen, n.e.g.;2009 april;125.8;-4.1;6.5
4346;Totale afzet;0899  Andere delfstoffen, n.e.g.;2009 mei;130.7;4.0;9.0
4347;Totale afzet;0899  Andere delfstoffen, n.e.g.;2009 juni;128.4;-1.8;8.1
4348;Totale afzet;0899  Andere delfstoffen, n.e.g.;2009 juli;125.8;-2.0;1.6
4349;Totale afzet;0899  Andere delfstoffen, n.e.g.;2009 augustus;128.4;2.0;8.2
4350;Totale afzet;0899  Andere delfstoffen, n.e.g.;2009 september;128.6;0.2;6.3
4351;Totale afzet;0899  Andere delfstoffen, n.e.g.;2009 oktober;123.3;-4.2;-6.3
4352;Totale afzet;0899  Andere delfstoffen, n.e.g.;2009 november;124.1;0.7;-7.7
4353;Totale afzet;0899  Andere delfstoffen, n.e.g.;2009 december;120.3;-3.0;-7.2
4354;Totale afzet;0899  Andere delfstoffen, n.e.g.;2009;127.6;;3.6
4355;Totale afzet;0899  Andere delfstoffen, n.e.g.;2010 januari;118.0;-1.9;-11.9
4356;Totale afzet;0899  Andere delfstoffen, n.e.g.;2010 februari;117.1;-0.8;-10.4
4357;Totale afzet;0899  Andere delfstoffen, n.e.g.;2010 maart;110.9;-5.3;-15.5
4358;Totale afzet;0899  Andere delfstoffen, n.e.g.;2010 april;117.6;6.1;-6.5
4359;Totale afzet;0899  Andere delfstoffen, n.e.g.;2010 mei;116.7;-0.8;-10.8
4360;Totale afzet;0899  Andere delfstoffen, n.e.g.;2010 juni;115.0;-1.4;-10.4
4361;Totale afzet;0899  Andere delfstoffen, n.e.g.;2010 juli;122.3;6.3;-2.8
4362;Totale afzet;0899  Andere delfstoffen, n.e.g.;2010 augustus;122.7;0.3;-4.4
4363;Totale afzet;0899  Andere delfstoffen, n.e.g.;2010 september;120.5;-1.8;-6.3
4364;Totale afzet;0899  Andere delfstoffen, n.e.g.;2010 oktober;123.8;2.8;0.4
4365;Totale afzet;0899  Andere delfstoffen, n.e.g.;2010 november;127.1;2.7;2.4
4366;Totale afzet;0899  Andere delfstoffen, n.e.g.;2010 december;124.6;-1.9;3.6
4367;Totale afzet;0899  Andere delfstoffen, n.e.g.;2010;119.7;;-6.2
4368;Totale afzet;0899  Andere delfstoffen, n.e.g.;2011 januari;129.3;3.8;9.5
4369;Totale afzet;0899  Andere delfstoffen, n.e.g.;2011 februari;130.3;0.8;11.3
4370;Totale afzet;0899  Andere delfstoffen, n.e.g.;2011 maart;129.0;-1.0;16.3
4371;Totale afzet;0899  Andere delfstoffen, n.e.g.;2011 april;121.8;-5.5;3.6
4372;Totale afzet;0899  Andere delfstoffen, n.e.g.;2011 mei;128.5;5.5;10.1
4373;Totale afzet;0899  Andere delfstoffen, n.e.g.;2011 juni;131.2;2.1;14.1
4374;Totale afzet;0899  Andere delfstoffen, n.e.g.;2011 juli;134.0;2.1;9.6
4375;Totale afzet;0899  Andere delfstoffen, n.e.g.;2011 augustus;123.6;-7.7;0.8
4376;Totale afzet;0899  Andere delfstoffen, n.e.g.;2011 september;129.7;4.9;7.7
4377;Totale afzet;0899  Andere delfstoffen, n.e.g.;2011 oktober;;;
4378;Totale afzet;0899  Andere delfstoffen, n.e.g.;2011 november;;;
4379;Totale afzet;0899  Andere delfstoffen, n.e.g.;2011 december;;;
4380;Totale afzet;0899  Andere delfstoffen, n.e.g.;2011;128.8;;7.7
4381;Totale afzet;0899  Andere delfstoffen, n.e.g.;2012 januari;129.6;;0.2
4382;Totale afzet;0899  Andere delfstoffen, n.e.g.;2012 februari;131.3;1.3;0.7
4383;Totale afzet;0899  Andere delfstoffen, n.e.g.;2012 maart;;;
4384;Totale afzet;0899  Andere delfstoffen, n.e.g.;2012 april;;;
4385;Totale afzet;0899  Andere delfstoffen, n.e.g.;2012 mei;;;
4386;Totale afzet;0899  Andere delfstoffen, n.e.g.;2012 juni;;;
4387;Totale afzet;0899  Andere delfstoffen, n.e.g.;2012 juli;;;
4388;Totale afzet;0899  Andere delfstoffen, n.e.g.;2012 augustus;;;
4389;Totale afzet;0899  Andere delfstoffen, n.e.g.;2012 september;;;
4390;Totale afzet;0899  Andere delfstoffen, n.e.g.;2012 oktober;;;
4391;Totale afzet;0899  Andere delfstoffen, n.e.g.;2012 november;;;
4392;Totale afzet;0899  Andere delfstoffen, n.e.g.;2012 december;;;
4393;Totale afzet;0899  Andere delfstoffen, n.e.g.;2012;123.0;;-4.5
4394;Totale afzet;C Industriële producten;2000 januari;84.9;;
4395;Totale afzet;C Industriële producten;2000 februari;85.9;1.2;
4396;Totale afzet;C Industriële producten;2000 maart;86.8;1.0;
4397;Totale afzet;C Industriële producten;2000 april;87.3;0.5;
4398;Totale afzet;C Industriële producten;2000 mei;88.8;1.7;
4399;Totale afzet;C Industriële producten;2000 juni;89.2;0.4;
4400;Totale afzet;C Industriële producten;2000 juli;89.8;0.7;
4401;Totale afzet;C Industriële producten;2000 augustus;90.5;0.8;
4402;Totale afzet;C Industriële producten;2000 september;92.4;2.1;
4403;Totale afzet;C Industriële producten;2000 oktober;93.0;0.7;
4404;Totale afzet;C Industriële producten;2000 november;92.9;-0.1;
4405;Totale afzet;C Industriële producten;2000 december;90.9;-2.1;
4406;Totale afzet;C Industriële producten;2000;89.4;;
4407;Totale afzet;C Industriële producten;2001 januari;90.4;-0.6;6.5
4408;Totale afzet;C Industriële producten;2001 februari;90.9;0.6;5.8
4409;Totale afzet;C Industriële producten;2001 maart;90.9;0.1;4.8
4410;Totale afzet;C Industriële producten;2001 april;91.3;0.4;4.6
4411;Totale afzet;C Industriële producten;2001 mei;92.1;0.9;3.7
4412;Totale afzet;C Industriële producten;2001 juni;91.6;-0.6;2.7
4413;Totale afzet;C Industriële producten;2001 juli;90.1;-1.6;0.3
4414;Totale afzet;C Industriële producten;2001 augustus;89.6;-0.6;-1.1
4415;Totale afzet;C Industriële producten;2001 september;89.7;0.2;-2.9
4416;Totale afzet;C Industriële producten;2001 oktober;88.3;-1.6;-5.1
4417;Totale afzet;C Industriële producten;2001 november;87.3;-1.1;-6.1
4418;Totale afzet;C Industriële producten;2001 december;86.7;-0.7;-4.7
4419;Totale afzet;C Industriële producten;2001;89.9;;0.6
4420;Totale afzet;C Industriële producten;2002 januari;86.5;-0.2;-4.3
4421;Totale afzet;C Industriële producten;2002 februari;86.6;0.1;-4.7
4422;Totale afzet;C Industriële producten;2002 maart;87.7;1.2;-3.6
4423;Totale afzet;C Industriële producten;2002 april;89.1;1.7;-2.4
4424;Totale afzet;C Industriële producten;2002 mei;88.9;-0.3;-3.5
4425;Totale afzet;C Industriële producten;2002 juni;88.4;-0.5;-3.4
4426;Totale afzet;C Industriële producten;2002 juli;89.1;0.7;-1.2
4427;Totale afzet;C Industriële producten;2002 augustus;89.6;0.6;0.0
4428;Totale afzet;C Industriële producten;2002 september;90.4;1.0;0.8
4429;Totale afzet;C Industriële producten;2002 oktober;90.3;-0.1;2.3
4430;Totale afzet;C Industriële producten;2002 november;89.0;-1.5;1.9
4431;Totale afzet;C Industriële producten;2002 december;89.7;0.8;3.5
4432;Totale afzet;C Industriële producten;2002;88.8;;-1.3
4433;Totale afzet;C Industriële producten;2003 januari;91.0;1.5;5.2
4434;Totale afzet;C Industriële producten;2003 februari;92.4;1.5;6.7
4435;Totale afzet;C Industriële producten;2003 maart;91.9;-0.5;4.8
4436;Totale afzet;C Industriële producten;2003 april;89.7;-2.4;0.6
4437;Totale afzet;C Industriële producten;2003 mei;88.4;-1.4;-0.6
4438;Totale afzet;C Industriële producten;2003 juni;88.3;0.0;-0.1
4439;Totale afzet;C Industriële producten;2003 juli;88.2;-0.1;-0.9
4440;Totale afzet;C Industriële producten;2003 augustus;88.8;0.7;-0.8
4441;Totale afzet;C Industriële producten;2003 september;88.7;-0.1;-1.9
4442;Totale afzet;C Industriële producten;2003 oktober;89.0;0.3;-1.4
4443;Totale afzet;C Industriële producten;2003 november;89.3;0.3;0.3
4444;Totale afzet;C Industriële producten;2003 december;88.6;-0.7;-1.2
4445;Totale afzet;C Industriële producten;2003;89.5;;0.9
4446;Totale afzet;C Industriële producten;2004 januari;89.4;0.8;-1.8
4447;Totale afzet;C Industriële producten;2004 februari;89.4;0.0;-3.2
4448;Totale afzet;C Industriële producten;2004 maart;90.9;1.6;-1.1
4449;Totale afzet;C Industriële producten;2004 april;92.2;1.5;2.8
4450;Totale afzet;C Industriële producten;2004 mei;93.4;1.4;5.7
4451;Totale afzet;C Industriële producten;2004 juni;93.0;-0.4;5.3
4452;Totale afzet;C Industriële producten;2004 juli;94.7;1.8;7.3
4453;Totale afzet;C Industriële producten;2004 augustus;95.9;1.3;7.9
4454;Totale afzet;C Industriële producten;2004 september;96.6;0.7;8.8
4455;Totale afzet;C Industriële producten;2004 oktober;98.6;2.1;10.8
4456;Totale afzet;C Industriële producten;2004 november;97.2;-1.4;8.9
4457;Totale afzet;C Industriële producten;2004 december;95.4;-1.9;7.6
4458;Totale afzet;C Industriële producten;2004;93.9;;4.9
4459;Totale afzet;C Industriële producten;2005 januari;96.2;0.8;7.6
4460;Totale afzet;C Industriële producten;2005 februari;97.0;0.8;8.4
4461;Totale afzet;C Industriële producten;2005 maart;98.4;1.5;8.3
4462;Totale afzet;C Industriële producten;2005 april;99.0;0.6;7.4
4463;Totale afzet;C Industriële producten;2005 mei;98.4;-0.6;5.3
4464;Totale afzet;C Industriële producten;2005 juni;99.7;1.3;7.1
4465;Totale afzet;C Industriële producten;2005 juli;100.6;0.9;6.2
4466;Totale afzet;C Industriële producten;2005 augustus;101.4;0.8;5.7
4467;Totale afzet;C Industriële producten;2005 september;102.6;1.2;6.2
4468;Totale afzet;C Industriële producten;2005 oktober;103.2;0.6;4.6
4469;Totale afzet;C Industriële producten;2005 november;102.0;-1.2;4.9
4470;Totale afzet;C Industriële producten;2005 december;101.8;-0.2;6.7
4471;Totale afzet;C Industriële producten;2005;100.0;;6.5
4472;Totale afzet;C Industriële producten;2006 januari;103.1;1.3;7.2
4473;Totale afzet;C Industriële producten;2006 februari;103.3;0.2;6.5
4474;Totale afzet;C Industriële producten;2006 maart;103.8;0.5;5.5
4475;Totale afzet;C Industriële producten;2006 april;105.6;1.8;6.7
4476;Totale afzet;C Industriële producten;2006 mei;105.5;-0.1;7.3
4477;Totale afzet;C Industriële producten;2006 juni;105.9;0.3;6.2
4478;Totale afzet;C Industriële producten;2006 juli;107.0;1.1;6.4
4479;Totale afzet;C Industriële producten;2006 augustus;106.9;-0.1;5.5
4480;Totale afzet;C Industriële producten;2006 september;105.3;-1.5;2.6
4481;Totale afzet;C Industriële producten;2006 oktober;105.0;-0.3;1.8
4482;Totale afzet;C Industriële producten;2006 november;104.7;-0.3;2.6
4483;Totale afzet;C Industriële producten;2006 december;104.9;0.3;3.1
4484;Totale afzet;C Industriële producten;2006;105.1;;5.1
4485;Totale afzet;C Industriële producten;2007 januari;104.9;0.0;1.8
4486;Totale afzet;C Industriële producten;2007 februari;105.5;0.5;2.1
4487;Totale afzet;C Industriële producten;2007 maart;106.3;0.8;2.4
4488;Totale afzet;C Industriële producten;2007 april;108.2;1.8;2.5
