ID;Regions;SIC93;Periods;OutputBasicPrices_1;IntermediateConsumption_2;GrossValueAdded_3;CompensationOfEmployees_4;TaxesNotProductRelated_5;SubsidiesNotProductRelated_6;GrossOperatingSurplus_7;LabourInputOfEmployees_8
18;The Netherlands;C-F Industry;1999;267616.0;180002.0;87614.0;49031.0;707.0;865.0;38741.0;1371.9
19;The Netherlands;C-F Industry;2000;301685.0;205653.0;96032.0;51571.0;758.0;935.0;44638.0;1381.5
20;The Netherlands;C-F Industry;2001;311208.0;209988.0;101220.0;54276.0;886.0;992.0;47050.0;1385.5
21;The Netherlands;C Mining and quarrying;1995;9263.47;1910.87;7352.6;488.27;12.71;0.0;6851.63;9.0
22;The Netherlands;C Mining and quarrying;1996;10894.81;2187.22;8707.59;502.79;15.43;0.0;8189.37;9.3
23;The Netherlands;C Mining and quarrying;1997;11037.0;2236.0;8802.0;502.0;15.0;0.0;8285.0;8.8
24;The Netherlands;C Mining and quarrying;1998;10108.0;2322.0;7786.0;530.0;14.0;0.0;7243.0;9.0
25;The Netherlands;C Mining and quarrying;1999;8897.0;2273.0;6624.0;521.0;19.0;4.0;6088.0;8.5
26;The Netherlands;C Mining and quarrying;2000;12292.0;2538.0;9754.0;520.0;20.0;4.0;9218.0;8.3
27;The Netherlands;C Mining and quarrying;2001;14495.0;2741.0;11754.0;525.0;24.0;4.0;11209.0;8.0
28;The Netherlands;D+E Manufacture, public utilities;1995;175120.0;119312.0;55808.0;31166.0;552.0;203.0;24293.0;958.8
29;The Netherlands;D+E Manufacture, public utilities;1996;182298.0;126202.0;56096.0;31393.0;546.0;250.0;24407.0;947.7
30;The Netherlands;D+E Manufacture, public utilities;1997;193967.0;136199.0;57769.0;32293.0;565.0;379.0;25289.0;954.2
31;The Netherlands;D+E Manufacture, public utilities;1998;198807.0;138423.0;60383.0;33823.0;544.0;587.0;26604.0;961.8
32;The Netherlands;D+E Manufacture, public utilities;1999;203712.0;142093.0;61619.0;35082.0;609.0;673.0;26601.0;966.5
33;The Netherlands;D+E Manufacture, public utilities;2000;229149.0;164251.0;64898.0;36712.0;659.0;721.0;28248.0;966.4
34;The Netherlands;D+E Manufacture, public utilities;2001;232119.0;165821.0;66298.0;38284.0;768.0;762.0;28008.0;963.7
35;The Netherlands;DA Food, beverages and tobacco;1995;39102.24;29615.51;9486.73;4542.79;193.31;78.05;4828.68;136.1
36;The Netherlands;DA Food, beverages and tobacco;1996;40284.79;30663.29;9621.5;4452.49;184.23;61.71;5046.49;130.1
37;The Netherlands;DA Food, beverages and tobacco;1997;41997.0;32126.0;9871.0;4489.0;172.0;113.0;5322.0;129.3
38;The Netherlands;DA Food, beverages and tobacco;1998;42386.0;32332.0;10054.0;4677.0;159.0;112.0;5330.0;128.5
39;The Netherlands;DA Food, beverages and tobacco;1999;41975.0;31208.0;10767.0;4931.0;172.0;126.0;5790.0;129.6
40;The Netherlands;DA Food, beverages and tobacco;2000;43821.0;32860.0;10961.0;5159.0;186.0;134.0;5750.0;130.1
41;The Netherlands;DA Food, beverages and tobacco;2001;45587.0;33960.0;11627.0;5391.0;215.0;121.0;6142.0;129.0
42;The Netherlands;DB+DC Textile and leather products;1995;4194.29;2938.23;1256.06;856.28;11.34;4.08;392.52;31.7
43;The Netherlands;DB+DC Textile and leather products;1996;4074.04;2838.4;1235.64;796.84;13.61;5.9;431.09;28.8
44;The Netherlands;DB+DC Textile and leather products;1997;4232.0;2994.0;1238.0;794.0;13.0;4.0;435.0;28.9
45;The Netherlands;DB+DC Textile and leather products;1998;4443.0;3114.0;1328.0;812.0;11.0;10.0;515.0;28.3
46;The Netherlands;DB+DC Textile and leather products;1999;4393.0;3025.0;1368.0;831.0;16.0;12.0;533.0;27.6
47;The Netherlands;DB+DC Textile and leather products;2000;4626.0;3197.0;1429.0;852.0;16.0;13.0;574.0;26.5
48;The Netherlands;DB+DC Textile and leather products;2001;4467.0;3087.0;1380.0;850.0;19.0;14.0;525.0;25.5
49;The Netherlands;21 Paper and paper products;1995;4611.77;3099.32;1512.45;887.14;19.51;0.45;606.25;25.6
50;The Netherlands;21 Paper and paper products;1996;4400.31;2898.75;1501.56;916.64;21.78;1.36;564.5;25.5
51;The Netherlands;21 Paper and paper products;1997;4669.0;3119.0;1551.0;901.0;20.0;2.0;632.0;24.8
52;The Netherlands;21 Paper and paper products;1998;4804.0;3193.0;1611.0;946.0;21.0;2.0;647.0;25.2
53;The Netherlands;21 Paper and paper products;1999;4914.0;3282.0;1632.0;972.0;25.0;2.0;637.0;25.0
54;The Netherlands;21 Paper and paper products;2000;5544.0;3838.0;1706.0;996.0;25.0;2.0;687.0;24.5
55;The Netherlands;21 Paper and paper products;2001;5559.0;3718.0;1841.0;1027.0;27.0;2.0;789.0;24.3
56;The Netherlands;22 Publishing and printing;1995;10479.6;5841.51;4638.09;2852.92;9.08;1.82;1777.91;85.9
57;The Netherlands;22 Publishing and printing;1996;11094.02;6178.67;4915.35;2947.3;11.34;4.99;1961.69;84.7
58;The Netherlands;22 Publishing and printing;1997;11301.0;6259.0;5042.0;3001.0;11.0;8.0;2038.0;84.5
59;The Netherlands;22 Publishing and printing;1998;12115.0;6817.0;5298.0;3197.0;11.0;11.0;2101.0;85.9
60;The Netherlands;22 Publishing and printing;1999;12561.0;7012.0;5549.0;3363.0;14.0;14.0;2186.0;88.4
61;The Netherlands;22 Publishing and printing;2000;13200.0;7437.0;5763.0;3531.0;15.0;14.0;2231.0;88.1
62;The Netherlands;22 Publishing and printing;2001;13367.0;7608.0;5759.0;3623.0;17.0;14.0;2133.0;86.8
63;The Netherlands;DF Coke, refined petroleum, nuclear fuel;1995;8083.19;7022.25;1060.94;402.05;101.19;1.36;559.06;7.6
64;The Netherlands;DF Coke, refined petroleum, nuclear fuel;1996;9945.95;8861.42;1084.53;422.92;95.29;4.54;570.86;8.0
65;The Netherlands;DF Coke, refined petroleum, nuclear fuel;1997;10479.0;9440.0;1040.0;416.0;100.0;8.0;531.0;7.7
66;The Netherlands;DF Coke, refined petroleum, nuclear fuel;1998;8576.0;6962.0;1614.0;427.0;97.0;13.0;1104.0;7.6
67;The Netherlands;DF Coke, refined petroleum, nuclear fuel;1999;10299.0;9219.0;1080.0;397.0;89.0;16.0;610.0;7.2
68;The Netherlands;DF Coke, refined petroleum, nuclear fuel;2000;17530.0;16032.0;1498.0;401.0;103.0;16.0;1010.0;6.8
69;The Netherlands;DF Coke, refined petroleum, nuclear fuel;2001;16806.0;14661.0;2145.0;430.0;120.0;17.0;1612.0;6.9
70;The Netherlands;DG Chemical products;1995;25950.78;17687.9;8262.88;3296.26;89.85;22.69;4899.46;76.7
71;The Netherlands;DG Chemical products;1996;25786.51;18317.29;7469.22;3341.64;84.4;24.05;4067.23;75.3
72;The Netherlands;DG Chemical products;1997;28337.0;20314.0;8022.0;3365.0;88.0;34.0;4603.0;75.2
73;The Netherlands;DG Chemical products;1998;27392.0;19759.0;7633.0;3409.0;80.0;45.0;4189.0;74.9
74;The Netherlands;DG Chemical products;1999;27812.0;20444.0;7368.0;3419.0;84.0;52.0;3917.0;73.0
75;The Netherlands;DG Chemical products;2000;34639.0;26190.0;8449.0;3574.0;90.0;53.0;4838.0;72.4
76;The Netherlands;DG Chemical products;2001;34684.0;26416.0;8268.0;3787.0;109.0;58.0;4430.0;72.9
77;The Netherlands;DH Rubber and plastic products;1995;4533.26;2963.64;1569.63;997.41;6.81;3.63;569.04;30.2
78;The Netherlands;DH Rubber and plastic products;1996;4512.39;2850.19;1662.2;1013.29;7.26;4.54;646.18;29.7
79;The Netherlands;DH Rubber and plastic products;1997;4842.0;3127.0;1716.0;1050.0;5.0;4.0;664.0;30.6
80;The Netherlands;DH Rubber and plastic products;1998;5175.0;3338.0;1836.0;1114.0;5.0;13.0;730.0;30.9
81;The Netherlands;DH Rubber and plastic products;1999;5331.0;3408.0;1923.0;1170.0;6.0;15.0;762.0;31.5
82;The Netherlands;DH Rubber and plastic products;2000;5726.0;3866.0;1860.0;1247.0;8.0;16.0;621.0;32.1
83;The Netherlands;DH Rubber and plastic products;2001;5775.0;3853.0;1922.0;1287.0;8.0;17.0;644.0;31.8
84;The Netherlands;27 Manufacture of basic metals;1995;5231.63;3322.12;1909.51;1048.23;15.88;3.18;848.57;27.3
85;The Netherlands;27 Manufacture of basic metals;1996;4834.12;3214.13;1620.0;1030.99;14.07;4.54;579.48;26.6
86;The Netherlands;27 Manufacture of basic metals;1997;5473.0;3712.0;1761.0;1068.0;14.0;4.0;682.0;26.8
87;The Netherlands;27 Manufacture of basic metals;1998;5722.0;3951.0;1771.0;1111.0;11.0;10.0;658.0;26.8
88;The Netherlands;27 Manufacture of basic metals;1999;5245.0;3759.0;1486.0;1112.0;16.0;14.0;372.0;26.3
89;The Netherlands;27 Manufacture of basic metals;2000;6302.0;4271.0;2031.0;1184.0;17.0;15.0;845.0;25.7
90;The Netherlands;27 Manufacture of basic metals;2001;5921.0;4344.0;1577.0;1236.0;20.0;15.0;336.0;25.3
91;The Netherlands;28 Manufacture of metal products;1995;10675.18;6744.54;3930.64;2781.67;13.61;8.62;1143.98;91.3
92;The Netherlands;28 Manufacture of metal products;1996;11298.67;7229.63;4069.05;2876.97;14.52;18.15;1195.71;94.2
93;The Netherlands;28 Manufacture of metal products;1997;11879.0;7664.0;4214.0;2942.0;15.0;33.0;1291.0;95.1
94;The Netherlands;28 Manufacture of metal products;1998;12924.0;8442.0;4482.0;3103.0;14.0;54.0;1419.0;95.4
95;The Netherlands;28 Manufacture of metal products;1999;13114.0;8468.0;4646.0;3260.0;18.0;65.0;1433.0;96.7
96;The Netherlands;28 Manufacture of metal products;2000;13928.0;9271.0;4657.0;3466.0;20.0;70.0;1241.0;97.8
97;The Netherlands;28 Manufacture of metal products;2001;14024.0;9243.0;4781.0;3636.0;23.0;87.0;1209.0;98.7
98;The Netherlands;DK Machinery and equipment;1995;10191.9;6548.05;3643.86;2638.28;8.17;25.41;1022.82;75.8
99;The Netherlands;DK Machinery and equipment;1996;11191.58;7360.32;3831.27;2747.19;9.08;30.86;1105.86;77.6
100;The Netherlands;DK Machinery and equipment;1997;12180.0;8127.0;4054.0;2820.0;9.0;36.0;1261.0;80.0
101;The Netherlands;DK Machinery and equipment;1998;12968.0;8673.0;4295.0;3058.0;10.0;96.0;1322.0;83.9
102;The Netherlands;DK Machinery and equipment;1999;13400.0;8975.0;4425.0;3195.0;15.0;112.0;1327.0;84.9
103;The Netherlands;DK Machinery and equipment;2000;15060.0;10232.0;4828.0;3336.0;17.0;119.0;1594.0;85.2
104;The Netherlands;DK Machinery and equipment;2001;15243.0;10407.0;4836.0;3530.0;24.0;127.0;1409.0;86.8
105;The Netherlands;DL Electrical and optical equipment;1995;14185.17;9233.52;4951.65;3337.55;7.26;12.25;1619.09;95.2
106;The Netherlands;DL Electrical and optical equipment;1996;15060.97;10126.56;4934.41;3473.69;12.25;26.32;1474.79;96.6
107;The Netherlands;DL Electrical and optical equipment;1997;16744.0;11738.0;5006.0;3512.0;18.0;37.0;1513.0;99.3
108;The Netherlands;DL Electrical and optical equipment;1998;17159.0;12030.0;5129.0;3546.0;19.0;64.0;1628.0;97.6
109;The Netherlands;DL Electrical and optical equipment;1999;17941.0;12636.0;5305.0;3691.0;30.0;67.0;1651.0;97.7
110;The Netherlands;DL Electrical and optical equipment;2000;19385.0;13746.0;5639.0;3904.0;32.0;73.0;1776.0;98.8
111;The Netherlands;DL Electrical and optical equipment;2001;19225.0;13705.0;5520.0;4119.0;39.0;79.0;1441.0;100.2
112;The Netherlands;DM Manufacture of transport equipment;1995;9785.32;7767.36;2017.96;1818.3;8.62;34.03;225.07;59.7
113;The Netherlands;DM Manufacture of transport equipment;1996;10056.68;7830.89;2225.79;1759.31;6.81;48.55;508.23;56.3
114;The Netherlands;DM Manufacture of transport equipment;1997;10975.0;8435.0;2540.0;1779.0;10.0;72.0;822.0;56.7
115;The Netherlands;DM Manufacture of transport equipment;1998;12950.0;9995.0;2956.0;1965.0;10.0;121.0;1102.0;59.0
116;The Netherlands;DM Manufacture of transport equipment;1999;13576.0;10482.0;3094.0;2079.0;16.0;136.0;1135.0;60.2
117;The Netherlands;DM Manufacture of transport equipment;2000;13999.0;10959.0;3040.0;2157.0;16.0;143.0;1010.0;60.2
118;The Netherlands;DM Manufacture of transport equipment;2001;13721.0;10881.0;2840.0;2249.0;22.0;161.0;730.0;59.5
119;The Netherlands;Manufacturing n.e.c.;1995;12845.61;6741.81;6103.8;4436.16;33.58;6.81;1640.87;174.9
120;The Netherlands;Manufacturing n.e.c.;1996;13467.74;7298.6;6169.14;4470.19;33.58;12.71;1678.08;175.3
121;The Netherlands;Manufacturing n.e.c.;1997;14283.0;7903.0;6379.0;4579.0;33.0;17.0;1785.0;177.6
122;The Netherlands;Manufacturing n.e.c.;1998;15301.0;8475.0;6826.0;4838.0;34.0;27.0;1980.0;180.6
123;The Netherlands;Manufacturing n.e.c.;1999;16319.0;9045.0;7274.0;5032.0;36.0;35.0;2241.0;182.5
124;The Netherlands;Manufacturing n.e.c.;2000;17140.0;9525.0;7615.0;5276.0;40.0;46.0;2345.0;183.8
125;The Netherlands;Manufacturing n.e.c.;2001;17510.0;9515.0;7995.0;5462.0;41.0;43.0;2535.0;182.6
126;The Netherlands;E Electricity, gas and water supply;1995;15249.74;9786.22;5463.51;1602.75;33.58;0.45;3827.64;40.8
127;The Netherlands;E Electricity, gas and water supply;1996;16290.71;10534.05;5756.66;1549.21;37.66;1.82;4171.6;39.0
128;The Netherlands;E Electricity, gas and water supply;1997;16575.0;11240.0;5336.0;1576.0;59.0;8.0;3708.0;37.7
129;The Netherlands;E Electricity, gas and water supply;1998;16892.0;11342.0;5550.0;1619.0;61.0;9.0;3879.0;37.2
130;The Netherlands;E Electricity, gas and water supply;1999;16832.0;11130.0;5702.0;1630.0;72.0;7.0;4007.0;35.9
131;The Netherlands;E Electricity, gas and water supply;2000;18249.0;12827.0;5422.0;1629.0;74.0;7.0;3726.0;34.4
132;The Netherlands;E Electricity, gas and water supply;2001;20230.0;14423.0;5807.0;1657.0;84.0;7.0;4073.0;33.4
133;The Netherlands;F Construction;1995;42443.0;27227.0;15216.0;10836.0;62.0;32.0;4350.0;362.4
134;The Netherlands;F Construction;1996;45157.0;29578.0;15579.0;11132.0;69.0;81.0;4459.0;368.7
135;The Netherlands;F Construction;1997;47229.0;30758.0;16472.0;11662.0;66.0;121.0;4865.0;381.4
136;The Netherlands;F Construction;1998;50154.0;32614.0;17540.0;12552.0;59.0;174.0;5104.0;386.7
137;The Netherlands;F Construction;1999;55007.0;35636.0;19371.0;13428.0;79.0;188.0;6052.0;396.9
138;The Netherlands;F Construction;2000;60244.0;38864.0;21380.0;14339.0;79.0;210.0;7172.0;406.8
139;The Netherlands;F Construction;2001;64594.0;41426.0;23168.0;15467.0;94.0;226.0;7833.0;413.8
140;The Netherlands;452 Civil commercial industrial building;1995;21843.16;15244.75;6598.42;4722.04;22.69;16.34;1870.03;145.8
141;The Netherlands;452 Civil commercial industrial building;1996;22522.47;15990.76;6531.71;4722.04;25.87;40.39;1824.2;146.1
142;The Netherlands;452 Civil commercial industrial building;1997;23460.0;16621.0;6839.0;4772.0;24.0;57.0;2100.0;149.0
143;The Netherlands;452 Civil commercial industrial building;1998;24363.0;17279.0;7084.0;4940.0;21.0;83.0;2204.0;147.9
144;The Netherlands;452 Civil commercial industrial building;1999;26724.0;18857.0;7867.0;5259.0;27.0;89.0;2670.0;151.8
145;The Netherlands;452 Civil commercial industrial building;2000;29261.0;20600.0;8661.0;5609.0;27.0;99.0;3124.0;155.4
146;The Netherlands;452 Civil commercial industrial building;2001;30899.0;21796.0;9103.0;6006.0;33.0;104.0;3168.0;157.1
147;The Netherlands;451-455 Civil engineering;1995;7810.47;4864.52;2945.94;2135.04;16.34;8.17;802.74;64.4
148;The Netherlands;451-455 Civil engineering;1996;8806.06;5637.31;3168.75;2309.29;16.79;10.89;853.56;66.7
149;The Netherlands;451-455 Civil engineering;1997;9289.0;5944.0;3345.0;2358.0;17.0;22.0;991.0;67.8
150;The Netherlands;451-455 Civil engineering;1998;9791.0;6282.0;3509.0;2561.0;14.0;28.0;962.0;67.7
151;The Netherlands;451-455 Civil engineering;1999;11052.0;7152.0;3900.0;2738.0;19.0;34.0;1177.0;69.4
152;The Netherlands;451-455 Civil engineering;2000;12094.0;7830.0;4264.0;2900.0;19.0;39.0;1384.0;70.2
153;The Netherlands;451-455 Civil engineering;2001;13372.0;8617.0;4755.0;3174.0;21.0;46.0;1606.0;71.6
154;The Netherlands;453-454 Other construction;1995;12789.34;7118.0;5671.35;4153.45;22.69;7.71;1502.92;152.2
155;The Netherlands;453-454 Other construction;1996;13828.5;7950.23;5878.27;4309.55;25.87;29.95;1572.8;155.9
156;The Netherlands;453-454 Other construction;1997;14480.0;8193.0;6288.0;4531.0;25.0;42.0;1774.0;164.6
157;The Netherlands;453-454 Other construction;1998;16000.0;9052.0;6948.0;5051.0;23.0;64.0;1937.0;171.1
158;The Netherlands;453-454 Other construction;1999;17231.0;9627.0;7604.0;5431.0;33.0;65.0;2205.0;175.7
159;The Netherlands;453-454 Other construction;2000;18889.0;10434.0;8455.0;5830.0;33.0;72.0;2664.0;181.2
160;The Netherlands;453-454 Other construction;2001;20323.0;11013.0;9310.0;6287.0;40.0;76.0;3059.0;185.1
161;The Netherlands;G-K Commercial services;1995;206340.0;78802.0;127539.0;62493.0;1863.0;407.0;63590.0;2098.2
162;The Netherlands;G-K Commercial services;1996;221050.0;86736.0;134314.0;66403.0;1956.0;647.0;66602.0;2207.7
163;The Netherlands;G-K Commercial services;1997;239787.0;95148.0;144639.0;71661.0;1924.0;849.0;71903.0;2316.8
164;The Netherlands;G-K Commercial services;1998;260843.0;104373.0;156470.0;78158.0;2067.0;1192.0;77437.0;2434.7
165;The Netherlands;G-K Commercial services;1999;281884.0;113374.0;168510.0;85126.0;2296.0;1311.0;82399.0;2552.1
166;The Netherlands;G-K Commercial services;2000;307288.0;125948.0;181340.0;92509.0;2493.0;1431.0;87769.0;2630.4
167;The Netherlands;G-K Commercial services;2001;325197.0;133570.0;191627.0;99059.0;2725.0;1544.0;91387.0;2659.5
168;The Netherlands;G Trade and repair consumer articles;1995;60276.0;23185.0;37090.0;21394.0;326.0;80.0;15450.0;781.2
169;The Netherlands;G Trade and repair consumer articles;1996;63009.0;25327.0;37682.0;22183.0;348.0;157.0;15309.0;799.5
170;The Netherlands;G Trade and repair consumer articles;1997;66539.0;26880.0;39659.0;23199.0;325.0;199.0;16334.0;822.1
171;The Netherlands;G Trade and repair consumer articles;1998;72142.0;29014.0;43127.0;24716.0;309.0;292.0;18394.0;850.8
172;The Netherlands;G Trade and repair consumer articles;1999;77117.0;30677.0;46440.0;26698.0;343.0;329.0;19728.0;896.9
173;The Netherlands;G Trade and repair consumer articles;2000;82537.0;33333.0;49204.0;28659.0;340.0;351.0;20556.0;919.8
174;The Netherlands;G Trade and repair consumer articles;2001;85834.0;35024.0;50810.0;30449.0;414.0;389.0;20336.0;927.1
175;The Netherlands;51 Wholesale trade;1995;32997.54;12573.34;20424.19;11955.29;147.93;78.05;8399.02;342.0
176;The Netherlands;51 Wholesale trade;1996;34784.07;13796.28;20987.79;12549.75;157.92;98.92;8379.05;356.0
177;The Netherlands;51 Wholesale trade;1997;37251.0;14694.0;22557.0;13028.0;142.0;114.0;9500.0;366.2
178;The Netherlands;51 Wholesale trade;1998;40601.0;16090.0;24510.0;13996.0;141.0;157.0;10531.0;381.5
179;The Netherlands;51 Wholesale trade;1999;43519.0;16851.0;26668.0;15127.0;154.0;171.0;11558.0;400.6
180;The Netherlands;51 Wholesale trade;2000;47376.0;18713.0;28663.0;16281.0;156.0;186.0;12412.0;413.1
181;The Netherlands;51 Wholesale trade;2001;49109.0;19624.0;29485.0;17333.0;196.0;207.0;12163.0;417.5
182;The Netherlands;50+52 Retail trade, cars, repair;1995;27278.09;10612.1;16665.99;9666.43;178.34;1.82;6823.04;439.2
183;The Netherlands;50+52 Retail trade, cars, repair;1996;28225.13;11531.01;16694.12;9909.2;189.68;58.08;6653.33;443.5
184;The Netherlands;50+52 Retail trade, cars, repair;1997;29288.0;12185.0;17103.0;10171.0;183.0;85.0;6834.0;455.9
185;The Netherlands;50+52 Retail trade, cars, repair;1998;31541.0;12924.0;18617.0;10720.0;169.0;135.0;7863.0;469.3
186;The Netherlands;50+52 Retail trade, cars, repair;1999;33598.0;13826.0;19772.0;11571.0;189.0;158.0;8170.0;496.3
187;The Netherlands;50+52 Retail trade, cars, repair;2000;35161.0;14620.0;20541.0;12378.0;184.0;165.0;8144.0;506.7
188;The Netherlands;50+52 Retail trade, cars, repair;2001;36725.0;15400.0;21325.0;13116.0;218.0;182.0;8173.0;509.6
189;The Netherlands;H Hotels and restaurants;1995;10660.66;5406.34;5254.32;2690.92;112.08;4.99;2456.31;130.7
190;The Netherlands;H Hotels and restaurants;1996;11145.75;5748.94;5396.81;2784.85;125.24;22.69;2509.4;132.8
191;The Netherlands;H Hotels and restaurants;1997;11919.0;6102.0;5817.0;2951.0;122.0;36.0;2780.0;134.4
192;The Netherlands;H Hotels and restaurants;1998;12695.0;6463.0;6232.0;3126.0;117.0;48.0;3038.0;143.3
193;The Netherlands;H Hotels and restaurants;1999;13591.0;6864.0;6727.0;3388.0;131.0;61.0;3269.0;146.9
194;The Netherlands;H Hotels and restaurants;2000;14558.0;7331.0;7227.0;3711.0;143.0;63.0;3436.0;152.1
195;The Netherlands;H Hotels and restaurants;2001;15190.0;7601.0;7589.0;3917.0;156.0;68.0;3584.0;154.7
196;The Netherlands;I Transport, storage and communications;1995;37167.0;16850.0;20317.0;10725.0;152.0;79.0;9519.0;328.3
197;The Netherlands;I Transport, storage and communications;1996;39048.0;18259.0;20789.0;11091.0;152.0;111.0;9657.0;331.3
198;The Netherlands;I Transport, storage and communications;1997;43063.0;20260.0;22803.0;11741.0;129.0;133.0;11066.0;337.5
199;The Netherlands;I Transport, storage and communications;1998;46760.0;22216.0;24544.0;12631.0;150.0;184.0;11947.0;347.3
200;The Netherlands;I Transport, storage and communications;1999;49939.0;24965.0;24974.0;13516.0;183.0;206.0;11481.0;361.8
201;The Netherlands;I Transport, storage and communications;2000;55757.0;28656.0;27101.0;14700.0;213.0;224.0;12412.0;378.9
202;The Netherlands;I Transport, storage and communications;2001;58569.0;30243.0;28326.0;15710.0;230.0;245.0;12631.0;388.4
203;The Netherlands;60 Land transport;1995;11055.9;4127.58;6928.32;4492.42;91.21;7.71;2352.4;148.5
204;The Netherlands;60 Land transport;1996;11584.56;4465.65;7118.9;4668.04;103.01;24.96;2372.82;149.6
205;The Netherlands;60 Land transport;1997;12228.0;4793.0;7435.0;4772.0;77.0;32.0;2618.0;150.2
206;The Netherlands;60 Land transport;1998;13099.0;5033.0;8066.0;5162.0;100.0;72.0;2875.0;154.0
207;The Netherlands;60 Land transport;1999;13784.0;5323.0;8461.0;5490.0;122.0;81.0;2930.0;159.1
208;The Netherlands;60 Land transport;2000;14408.0;5781.0;8627.0;5856.0;123.0;85.0;2733.0;163.8
209;The Netherlands;60 Land transport;2001;14964.0;5931.0;9033.0;6196.0;123.0;64.0;2778.0;167.4
210;The Netherlands;61+62 Air transport, water transport;1995;8398.11;5177.18;3220.93;1646.77;25.87;9.08;1557.37;36.5
211;The Netherlands;61+62 Air transport, water transport;1996;8791.08;5694.03;3097.05;1766.57;15.43;36.76;1351.81;38.1
212;The Netherlands;61+62 Air transport, water transport;1997;10227.0;6328.0;3899.0;1915.0;18.0;43.0;2008.0;38.3
213;The Netherlands;61+62 Air transport, water transport;1998;10861.0;6637.0;4224.0;1994.0;15.0;37.0;2252.0;37.6
214;The Netherlands;61+62 Air transport, water transport;1999;11027.0;7105.0;3922.0;2090.0;21.0;42.0;1853.0;38.4
215;The Netherlands;61+62 Air transport, water transport;2000;12402.0;8256.0;4146.0;2128.0;46.0;54.0;2026.0;37.8
216;The Netherlands;61+62 Air transport, water transport;2001;12412.0;8320.0;4092.0;2183.0;60.0;75.0;1924.0;37.3
217;The Netherlands;63 Auxiliary transport activities;1995;7950.68;4191.11;3759.57;2077.41;16.79;62.17;1727.54;65.3
218;The Netherlands;63 Auxiliary transport activities;1996;8296.46;4496.96;3799.5;2094.2;20.42;49.01;1733.89;63.1
219;The Netherlands;63 Auxiliary transport activities;1997;8981.0;4827.0;4154.0;2193.0;21.0;57.0;1998.0;65.0
220;The Netherlands;63 Auxiliary transport activities;1998;9672.0;5175.0;4497.0;2328.0;23.0;64.0;2211.0;67.1
221;The Netherlands;63 Auxiliary transport activities;1999;10264.0;5628.0;4636.0;2467.0;27.0;68.0;2210.0;69.2
222;The Netherlands;63 Auxiliary transport activities;2000;10958.0;6100.0;4858.0;2633.0;30.0;66.0;2261.0;71.8
223;The Netherlands;63 Auxiliary transport activities;2001;11622.0;6394.0;5228.0;2801.0;32.0;78.0;2473.0;73.5
224;The Netherlands;64 Post and telecommunications;1995;9762.17;3353.89;6408.28;2606.06;18.15;0.0;3784.07;78.0
225;The Netherlands;64 Post and telecommunications;1996;10376.14;3602.11;6774.03;2680.48;13.16;0.0;4080.39;80.5
226;The Netherlands;64 Post and telecommunications;1997;11627.0;4312.0;7315.0;2861.0;14.0;1.0;4442.0;84.0
