ID;RegioS;PolitiekeGroeperingen;TotaalGeldigeStemmen_1;InVanTotaalGeldigeStemmen_2;TotaalMannenEnVrouwen_3;TotaalMannenEnVrouwenRelatief_4;Mannen_5;Vrouwen_6;TotaalMannenEnVrouwen_7;TotaalMannenEnVrouwenRelatief_8;Mannen_9;Vrouwen_10;TotaalMannenEnVrouwen_11;Mannen_12;Vrouwen_13
0;Nederland;1;5734496.0;100.0;764.0;100.0;545.0;219.0;69.0;100.0;57.0;12.0;12.0;12.0;0.0
1;Nederland;2;2328.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;Nederland;3;1603579.0;28.0;222.0;29.1;159.0;63.0;25.0;36.2;22.0;3.0;4.0;4.0;0.0
3;Nederland;4;178792.0;3.1;26.0;3.4;23.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4;Nederland;5;43969.0;0.8;5.0;0.7;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5;Nederland;6;1226.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6;Nederland;7;4825.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7;Nederland;8;263453.0;4.6;31.0;4.1;20.0;11.0;1.0;1.4;1.0;0.0;2.0;2.0;0.0
8;Nederland;9;302.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9;Nederland;10;4127.0;0.1;1.0;0.1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
10;Nederland;11;36871.0;0.6;7.0;0.9;4.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11;Nederland;12;5270.0;0.1;1.0;0.1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
12;Nederland;13;396902.0;6.9;51.0;6.7;30.0;21.0;1.0;1.4;1.0;0.0;1.0;1.0;0.0
13;Nederland;14;10642.0;0.2;1.0;0.1;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
14;Nederland;15;1468.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
15;Nederland;16;8353.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
16;Nederland;17;4833.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
17;Nederland;18;3663.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
18;Nederland;19;4035.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
19;Nederland;20;13139.0;0.2;1.0;0.1;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
20;Nederland;21;434.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
21;Nederland;22;2029.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
22;Nederland;23;165581.0;2.9;17.0;2.2;14.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
23;Nederland;24;348.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
24;Nederland;25;4639.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
25;Nederland;26;1120.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
26;Nederland;27;4179.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
27;Nederland;28;1563.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
28;Nederland;29;215.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
